UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
94IN00887,1992636158,K6158,63,92,1,68,1,06,C12,452563,386763,0,,,3,ADG,M,218,244,0,,,93,0808,,,,,2.0,COARSE,1994
94IN00888,1992636162,K6162,63,92,2,61,1,06,C12,452563,190763,0,,,1,AVR,1,156,160,2,,,,,C, 14,4,1,2.0,,1994
94IN00889,1992636163,K6163,63,92,2,68,1,06,C12,452563,190763,0,,,1,,1,132,134,1,,,,,H, 51,2,1,2.0,,1994
94IN00890,1992636168,K6168,63,92,1,68,1,06,C-3,399463,193963,0,,,2,147,M,213,251,0,,,92,0922,,,,,2.0,,1994
94IN00891,1992636169,K6169,63,92,1,68,1,06,C-3,399463,193963,0,,,3,CTL,M,166,207,0,,,93,0808,,,,,2.0,,1994
94IN00892,1992636172,K6172,63,92,2,60,1,06,C13,485563,407163,0,,,1,,2,151,145,2,,,,,M, 02,3,1,2.0,,1994
94IN00893,1992636173,K6173,63,92,2,62,1,06,C13,485563,407163,0,,,3,OVX,1,160,158,11,,,,,C,---,3,,2.0,NEW OVX,1994
94IN00894,1992636177,K6177,63,92,2,61,1,06,C-3,399463,366863,0,,,1,,2,204,183,1,,,,,R, 51,2,1,2.0,,1994
94IN00895,1992636181,K6181,63,92,1,68,1,06,C13,485563,467663,0,,,3,CTL,M,200,235,0,,,93,0808,,,,,2.0,BLK.EARS,1994
94IN00896,1992636184,K6184,63,92,2,60,1,06,C-3,399463,388863,0,,,1,,2,168,155,2,,,,,M, 04,3,1,2.0,,1994
94IN00897,1992636187,K6187,63,92,2,62,1,06,C10,442963,246163,0,,,1,,1,149,156,2,,,,,C, 61,3,1,2.0,,1994
94IN00898,1992636189,K6189,63,92,2,61,1,06,C-1,392563,330263,0,,,1,,1,173,181,2,,,,,R, 11,4,1,2.0,ENTR,1994
94IN00899,1992636190,K6190,63,92,2,68,1,06,C-1,392563,330263,0,,,1,,1,176,167,1,,,01,1231,H, 52,4,1,2.0,01 @ HOWE,1994
94IN00900,1992636191,K6191,63,92,2,62,1,06,C10,442963,327263,0,,,1,,1,158,159,2,,,,,C, 62,4,1,2.0,UT INERTIA,1994
94IN00901,1992636192,K6192,63,92,2,61,1,06,C10,442963,327263,0,,,1,,2,161,164,2,,,,,R, 12,3,1,2.0,ENTR,1994
94IN00902,1992636197,K6197,63,92,1,68,1,06,C-8,463863,407463,0,,,3,CTL,M,201,233,0,,,93,0808,,,,,2.0,,1994
94IN00903,1992636201,K6201,63,92,2,60,1,06,C-5,444963,197163,0,,,,,2,137,0,0,,,76,0624,M,---,4,,2.0,,1994
94IN00904,1992636202,K6202,63,92,2,68,1,06,C-2,425163,342663,2,,,3,OVX,*,0,0,0,,X,50,1027,,---,,,2.0,OVX.EWE,1994
94IN00905,1992636205,K6205,63,92,2,62,1,06,C-4,388463,389863,0,,,1,,1,160,180,2,,,,,C, 63,4,1,2.0,,1994
94IN00906,1992636210,K6210,63,92,2,61,1,06,C13,485563,247063,0,,,1,,2,178,181,5,,,,,R, 13,4,1,2.0,,1994
94IN00907,1992636211,K6211,63,92,2,60,1,06,C-1,392563,317263,0,,,1,,1,203,167,2,,,,,M, 01,4,1,2.0,,1994
94IN00908,1992636215,K6215,63,92,2,62,1,06,C-2,425163,493663,0,,,3,,2,164,179,11,,,93,1010,C,---,5,,2.0,DYSTOCIA CERV,1994
94IN00909,1992636216,K6216,63,92,2,61,1,06,C-4,388463,494363,0,,,1,,1,166,166,2,,,,,R, 14,3,1,2.0,,1994
94IN00910,1992636218,K6218,63,92,1,68,1,06,C10,442963,471863,0,,,2,139,M,189,227,0,,,92,0922,,,,,2.0,,1994
94IN00911,1992636224,K6224,63,92,1,68,1,06,C-3,399463,231363,0,,,3,CTL,M,207,238,0,,,93,0808,,,,,2.0,,1994
94IN00912,1992636233,K6233,63,92,2,61,1,06,C12,452563,473263,0,,,1,,2,194,176,2,,,,,R, 52,3,1,2.0,,1994
94IN00913,1992636238,K6238,63,92,2,60,1,06,C-2,425163,426663,0,,,1,,2,197,180,2,,,,,M, 52,3,1,2.0,,1994
94IN00914,1992636239,K6239,63,92,2,62,1,06,C11,442263,327363,0,,,1,,1,170,172,2,,,,,C, 53,4,1,2.0,,1994
94IN00915,1992636241,K6241,63,92,1,68,1,06,C-1,392563,264863,0,,,2,142,M,198,234,0,,,92,0922,,,,,2.0,,1994
94IN00916,1992636242,K6242,63,92,2,61,1,06,C-1,392563,264863,0,,,1,,2,185,178,1,,,,,R, 11,4,1,2.0,,1994
94IN00917,1992636244,K6244,63,92,2,60,1,06,C-1,392563,160463,0,,,7,,1,143,0,0,,,97,0913,M,---,4,,2.0,,1994
94IN00918,1992636248,K6248,63,92,2,68,1,06,C-5,444963,412563,0,,,1,,2,181,155,2,,,97,1027,H, 53,4,1,2.0,,1994
94IN00919,1992636250,K6250,63,92,2,61,1,06,C11,442263,393563,0,,,1,,2,175,172,2,,,,,R, 12,2,1,2.0,DYSTOCIA 94,1994
94IN00920,1992636252,K6252,63,92,2,60,1,06,c-2,509063,536063,0,,,1,,1,182,180,2,,,,,M, 02,4,1,2.0,,1994
94IN00921,1992636255,K6255,63,92,1,68,1,06,C-6,508663,464363,0,,,2,149,M,201,235,0,,,92,0922,,,,,2.0,,1994
94IN00922,1992636256,K6256,63,92,2,62,1,06,C-4,388463,384963,0,,,1,,1,150,147,2,,,,,C, 64,4,1,2.0,,1994
94IN00923,1992636258,K6258,63,92,2,68,1,06,C13,485563,444763,0,,,1,,1,164,176,2,,,,,H, 54,4,1,2.0,,1994
94IN00924,1992636261,K6261,63,92,1,68,1,06,C-8,463863,309663,0,,,2,X,M,194,229,0,,,93,1003,,,,,2.0,,1994
94IN00925,1992636264,K6264,63,92,2,60,1,06,C-1,392563,505163,0,,,1,,1,211,170,2,,,,,M, 03,4,1,2.0,,1994
94IN00926,1992636266,K6266,63,92,2,62,1,06,C10,442963,347063,0,,,1,,1,145,155,2,,,,,C, 65,4,1,2.0,,1994
94IN00927,1992636268,K6268,63,92,2,61,1,06,C-2,425163,388563,0,,,1,,2,165,163,2,,,,,R, 13,3,1,2.0,,1994
94IN00928,1992636269,K6269,63,92,2,60,1,06,C-2,425163,388563,0,,,1,,1,184,184,2,,,,,M, 01,3,1,2.0,,1994
94IN00929,1992636271,K6271,63,92,2,62,1,06,C-3,399463,505663,0,,,1,,2,169,171,2,,,,,C, 66,3,1,2.0,,1994
94IN00930,1992636272,K6272,63,92,1,68,1,06,C-3,399463,505663,2,,,3,LIB,*,0,0,0,,L,95,1212,,,,,2.0,,1994
94IN00931,1992636277,K6277,63,92,2,61,1,06,C-7,503263,313663,0,,,1,AVR,1,159,159,2,,,,,R, 14,4,1,2.0,,1994
94IN00932,1992636278,K6278,63,92,2,60,1,06,C-7,503263,313663,0,,,1,AVR,2,183,177,2,,,,,M, 04,3,1,2.0,,1994
94IN00933,1992636280,K6280,63,92,1,68,1,06,C-4,388463,445363,2,,,3,LIB,*,0,0,0,,L,95,1212,,,,,2.0,,1994
94IN00934,1992636283,K6283,63,92,1,68,1,06,C-6,508663,291363,2,,,3,LIB,*,0,0,0,,L,93,0829,,,,,2.0,LOW IDX,1994
94IN00935,1992636290,K6290,63,92,2,68,1,06,c-3,464063,512463,0,,,3,,1,163,152,12,,,93,1010,H,---,3,,2.0,X SPOILED,1994
94IN00936,1992636291,K6291,63,92,2,61,1,06,C-8,463863,436663,0,,,,,1,171,0,0,,,10,0830,R,---,4,,2.0,ENTR,1994
94IN00937,1992636298,K6298,63,92,1,68,1,06,C-2,425163,280863,0,,,3,LBW,M,176,214,0,,,93,0808,,,,,2.0,,1994
94IN00938,1992636299,K6299,63,92,2,68,1,06,C-2,425163,280863,0,,,1,,1,174,171,2,,,,,H, 51,4,1,2.0,,1994
94IN00939,1992636304,K6304,63,92,1,68,1,06,C-4,388463,322163,0,,,2,141,M,199,226,0,,,92,0922,,,,,2.0,,1994
94IN00940,1992636305,K6305,63,92,2,62,1,06,C-4,388463,322163,0,,,1,,1,192,181,2,,,,,C, 67,3,1,2.0,,1994
94IN00941,1992636306,K6306,63,92,2,61,1,06,C-4,388463,431663,0,,,,,*,0,0,0,,,97,0313,R,---,4,,2.0,,1994
94IN00942,1992636309,K6309,63,92,2,60,1,06,C11,442263,422063,0,,,3,,1,185,175,2,,,93,1010,M,---,4,,2.0,UT PROLAPSE,1994
94IN00943,1992636311,K6311,63,92,2,62,1,06,C13,485563,158263,0,,,1,,1,199,188,2,,,,,C, 54,3,1,2.0,,1994
94IN00944,1992636312,K6312,63,92,2,61,1,06,C10,442963,383563,0,,,1,,1,170,183,2,,,,,R, 53,4,1,2.0,,1994
94IN00945,1992636313,K6313,63,92,2,60,1,06,C11,442263,312863,0,,,1,,2,165,170,2,,,,,M, 53,3,1,2.0,CUT AB L SHOU,1994
94IN00946,1992636322,K6322,63,92,2,62,1,06,C-4,388463,510763,0,,,1,,1,166,173,1,,,,,C, 68,4,1,2.0,,1994
94IN00947,1992636327,K6327,63,92,2,61,1,06,C11,442263,224863,0,,,1,,2,185,184,2,,,,,R, 11,4,1,2.0,LAME R TRT OK,1994
94IN00948,1992636335,K6335,63,92,2,61,1,06,C-8,463863,149763,0,,,7,,1,197,0,0,,,97,0913,R,---,4,,2.0,,1994
94IN00949,1992636338,K6338,63,92,1,68,1,06,C-2,425163,209163,0,,,2,145,M,208,242,0,,,92,0922,,,,,2.0,,1994
94IN00950,1992636340,K6340,63,92,2,61,1,06,C13,485563,313163,0,,,1,AVR,2,190,180,2,,,,,M, 12,4,1,2.0,,1994
94IN00951,1992636342,K6342,63,92,2,68,1,06,C10,442963,354563,7,,,,DOG,*,0,0,0,,D,,,,LIS,,L,2.0,DOG TRAIN,1994
94IN00952,1992636344,K6344,63,92,1,68,1,06,C-7,503263,507263,0,,,3,CTL,M,190,232,0,,,93,0808,,,,,2.0,,1994
94IN00953,1992636347,K6347,63,92,1,68,1,06,c-1,486463,560963,0,,,2,140,M,190,231,0,,,92,0922,,,,,2.0,,1994
94IN00954,1992636352,K6352,63,92,2,68,1,06,C-4,388463,306263,0,,,1,,1,188,184,2,,,,,H, 52,3,1,2.0,,1994
94IN00955,1992636354,K6354,63,92,2,61,1,06,C-4,388463,195063,0,,,1,,1,192,179,2,,,,,R, 13,4,1,2.0,,1994
94IN00956,1992636355,K6355,63,92,2,60,1,06,C13,485563,508863,0,,,1,,2,173,168,2,,,,,M, 02,4,1,2.0,R BAG HARD 94,1994
94IN00957,1992636360,K6360,63,92,2,62,1,06,C-5,444963,339163,0,,,1,,1,159,161,2,,,,,C, 69,4,1,2.0,,1994
94IN00958,1992636361,K6361,63,92,2,68,1,06,C-5,444963,339163,0,,,1,,1,197,177,1,,,,,H, 53,4,1,2.0,WILD EWE,1994
94IN00959,1992636362,K6362,63,92,2,60,1,06,C-4,388463,489163,0,,,1,,2,179,166,2,,,,,M, 03,4,1,2.0,,1994
94IN00960,1992636364,K6364,63,92,2,62,1,06,C13,485563,504763,0,,,1,,2,173,169,2,,,,,C, 70,2,1,2.0,CERV PROLAPSE,1994
94IN00961,1992636368,K6368,63,92,2,61,1,06,C12,452563,262463,0,,,1,,1,168,157,2,,,,,R, 14,4,1,2.0,,1994
94IN00962,1992636378,K6378,63,92,2,60,1,06,C13,485563,191063,0,,,1,,1,161,151,2,,,,,M, 04,4,1,2.0,,1994
94IN00963,1992636379,K6379,63,92,2,61,1,06,C13,485563,191063,0,,,1,,1,183,152,5,,,,,C, 54,4,1,2.0,LAME RF TRT,1994
94IN00964,1992636383,K6383,63,92,2,61,1,06,C12,452563,508463,0,,,1,,1,204,169,2,,,,,R, 11,3,1,2.0,,1994
94IN00965,1992636386,K6386,63,92,3,00,1,06,C10,442963,153663,1,,,1,BLK,W,148,160,1,,W,,,,BLK,4,,2.0,BLK WETHER,1994
94IN00966,1992636388,K6388,63,92,2,60,1,06,C-8,463863,244063,0,,,3,,5,200,197,1,,,93,1010,M,---,4,,2.0,X BARREN,1994
94IN00967,1992636394,K6394,63,92,2,62,1,06,C-9,453463,383463,0,,,1,,2,192,170,2,,,,,C, 71,3,1,2.0,,1994
94IN00968,1992636396,K6396,63,92,2,61,1,06,C-2,425163,334763,0,,,1,,1,178,186,2,,,,,R, 12,4,1,2.0,,1994
94IN00969,1992636402,K6402,63,92,2,60,1,06,C-9,453463,311563,0,,,1,,1,159,179,2,,,,,M, 01,4,1,2.0,,1994
94IN00970,1992636404,K6404,63,92,2,62,1,06,C-9,453463,150163,0,,,,CLO,X,165,0,0,,,93,0810,C,---,4,,2.0,X EWE,1994
94IN00971,1992636406,K6406,63,92,2,61,1,06,C12,452563,467363,0,,,1,,1,164,178,2,,,,,R, 13,4,1,2.0,,1994
94IN00972,1992636407,K6407,63,92,1,68,1,06,C-1,392563,498863,2,,,3,LIB,*,0,0,0,,L,95,1212,,,,,2.0,,1994
94IN00973,1992636411,K6411,63,92,1,68,1,06,C-1,392563,487963,0,,,3,CTL,M,207,237,0,,,93,0808,,,,,2.0,,1994
94IN00974,1992636414,K6414,63,92,1,68,1,06,C11,442263,347963,0,,,3,CTL,M,189,215,0,,,93,0808,,,,,2.0,,1994
94IN00975,1992636421,K6421,63,92,1,68,1,06,C-6,508663,457363,2,,,3,LIB,*,0,0,0,,L,95,1212,,,,,2.0,,1994
94IN00976,1992636426,K6426,63,92,2,68,1,06,C10,442963,453263,0,,,1,,5,160,169,1,,,,,H, 54,3,1,2.0,,1994
94IN00977,1992636433,K6433,63,92,2,68,1,06,C-1,392563,301063,0,,,1,,2,188,179,2,,,,,H, 51,4,1,2.0,ZANY,1994
94IN00978,1992636435,K6435,63,92,2,61,1,06,C-8,463863,490063,0,,,3,,1,165,160,12,,,93,1010,R,---,4,,2.0,,1994
94IN00979,1992636444,K6444,63,92,1,68,1,06,C12,452563,226563,0,,,3,CTL,M,189,219,0,,,93,0808,,,,,2.0,,1994
94IN00980,1992636446,K6446,63,92,2,60,1,06,C-6,508663,271563,0,,,1,,2,157,163,1,,,,,M, 54,3,1,2.0,,1994
94IN00981,1992636447,K6447,63,92,2,62,1,06,C11,442263,508263,0,,,1,,1,145,165,2,,,,,C, 51,3,1,2.0,,1994
94IN00982,1992636448,K6448,63,92,2,61,1,06,C11,442263,508263,0,,,1,,1,168,168,2,,,,,R, 14,4,1,2.0,ENTR,1994
94IN00983,1992636456,K6456,63,92,1,68,1,06,C13,485563,492863,0,,,2,143,M,188,224,0,,,92,0922,,,,,2.0,,1994
94IN00984,1992636469,K6469,63,92,2,60,1,06,C-4,388463,390963,0,,,,AVR,*,0,0,0,,,88,0317,M,---,4,,2.0,,1994
94IN00985,1992636472,K6472,63,92,1,68,1,06,C-8,463863,256063,0,,,2,150,M,213,256,0,,,92,0922,,,,,2.0,,1994
94IN00986,1992636485,K6485,63,92,2,68,1,06,c-2,509063,526663,0,,,1,,1,165,177,1,,,,,H, 52,4,1,2.0,SWOLLEN HEAD,1994
94IN00987,1992636491,K6491,63,92,2,61,1,06,C-7,503263,375263,0,,,1,,2,173,163,2,,,,,R, 51,4,1,2.0,,1994
94IN00988,1992636492,K6492,63,92,2,60,1,06,C-2,425163,380863,0,,,1,,2,169,172,2,,,,,M, 02,2,1,2.0,,1994
94IN00989,1992636499,K6499,63,92,2,62,1,06,C11,442263,203063,0,,,1,,2,207,175,2,,,,,C, 60,4,1,2.0,ENTR,1994
94IN00990,1992636504,K6504,63,92,2,61,1,06,C-6,508663,404963,0,,,1,,1,170,182,2,,,,,R, 11,5,1,2.0,,1994
94IN00991,1992636515,K6515,63,92,2,60,1,06,C-9,453463,346463,0,,,1,,1,173,177,2,,,,,M, 03,4,1,2.0,,1994
94IN00992,1992636516,K6516,63,92,2,62,1,06,C-9,453463,346463,0,,,,,*,0,0,0,,,17,0202,C,---,4,,2.0,"4TEATS,AT HQ.",1994
94IN00993,1992636523,K6523,63,92,2,61,1,06,C10,442963,393663,0,,,1,,1,157,153,2,,,,,R, 12,4,1,2.0,,1994
94IN00994,1992636530,K6530,63,92,2,61,1,06,C-9,453463,393163,0,,,1,,2,181,179,1,,,,,M, 13,4,1,2.0,,1994
94IN00995,1992636532,K6532,63,92,2,62,1,06,C-6,508663,489763,0,,,1,,2,179,180,1,,,,,C, 61,3,1,2.0,,1994
94IN00996,1992636536,K6536,63,92,1,68,1,06,C-1,392563,279863,0,,,3,CTL,M,190,224,0,,,93,0808,,,,,2.0,,1994
94IN00997,1992636550,K6550,63,92,2,61,1,06,C12,452563,405863,0,,,1,,2,179,171,2,,,,,R, 14,4,1,2.0,,1994
94IN00998,1992636552,K6552,63,92,2,60,1,06,C-9,453463,340263,0,,,1,,1,173,176,2,,,,,M, 04,4,1,2.0,,1994
94IN00999,1992636553,K6553,63,92,1,68,1,06,C-6,508663,149063,0,,,2,X,M,186,220,0,,,93,1003,,,,,2.0,,1994
94IN01000,1992636573,K6573,63,92,1,68,1,06,c-3,464063,513463,0,,,2,144,M,206,246,0,,,92,0922,,,,,2.0,,1994
94IN01001,1992636576,K6576,63,92,2,62,1,06,C-9,453463,480163,0,,,1,AVR,1,151,154,2,,,,,C, 62,4,1,2.0,,1994
94IN01002,1992636581,K6581,63,92,2,61,1,06,c-3,464063,518363,0,,,,,2,179,0,0,,,05,0909,R,---,4,,2.0,MASTITIS '94,1994
94IN01003,1992636584,K6584,63,92,2,60,1,06,C-4,388463,163963,0,,,1,,2,190,186,1,,,,,M, 01,4,1,2.0,,1994
94IN01004,1992636586,K6586,63,92,2,62,1,06,C-8,463863,420563,0,,,1,,1,186,169,1,,,,,C, 63,4,1,2.0,PRED BITE JAW,1994
94IN01005,1992636593,K6593,63,92,2,61,1,06,c-2,509063,539363,0,,,1,,2,182,186,1,,,,,R, 52,4,1,2.0,,1994
94IN01006,1992636596,K6596,63,92,2,60,1,06,C-8,463863,280963,0,,,1,,2,203,172,2,,,,,M, 51,3,1,2.0,,1994
94IN01007,1992636598,K6598,63,92,2,62,1,06,c-3,464063,579763,0,,,1,,2,167,161,2,,,,,C, 52,4,1,2.0,,1994
94IN01008,1992636603,K6603,63,92,2,61,1,06,c-1,486463,525563,0,,,1,,2,166,173,1,,,,,R, 11,4,1,2.0,SUCK1SIDE?,1994
94IN01009,1992636607,K6607,63,92,2,00,1,06,,464063,569763,7,,,1,34D,3,122,114,0,,G,,,,LIS,,L,2.0,JWGOAT,1994
94IN01010,1992636611,K6611,63,92,2,00,1,04,SPG,954319,310163,7,,,1,29A,3,130,126,0,,,,,,LIS,,L,2.0,,1994
94IN01011,1992636612,K6612,63,92,2,00,1,04,SPG,954319,310163,7,,,1,30A,3,144,130,0,,,,,,LIS,,L,2.0,,1994
94IN01012,1992636627,K6627,63,92,2,60,1,06,c-4,508663,566563,0,,,1,,1,192,184,2,,,,,M, 02,4,1,2.0,,1994
94IN01013,1992636630,K6630,63,92,2,00,1,06,,508663,547863,7,,,1,35A,3,127,104,0,,G,,,,LIS,,L,2.0,JWGOAT,1994
94IN01014,1992636633,K6633,63,92,2,68,1,06,c-4,508663,518463,0,,,1,,1,160,165,2,,,,,H, 53,3,1,2.0,,1994
94IN01015,1993636658,K6658,63,93,2,60,1,06,602,560863,508263,0,,,1,,2,183,167,2,,,,,M, 01,,1,1.0,,1994
94IN01016,1993636659,K6659,63,93,2,62,1,06,863,561363,533463,0,,,1,,2,171,164,2,,,,,C, 60,,1,1.0,,1994
94IN01017,1993636661,K6661,63,93,2,61,1,06,863,561363,324963,0,,,1,,1,168,155,2,,,,,C, 11,,1,1.0,,1994
94IN01018,1993636662,K6662,63,93,1,62,1,06,863,561363,324963,0,,,1,LBW,Y,173,201,0,,,,,C,,,,1.0,,1994
94IN01019,1993636663,K6663,63,93,1,62,1,06,893,567563,444863,0,,,1,CTL,Y,172,185,0,,,,,C,,,,1.0,,1994
94IN01020,1993636664,K6664,63,93,1,62,1,06,893,567563,444863,0,,,1,CTL,Y,153,182,0,,,,,C,,,,1.0,,1994
94IN01021,1993636665,K6665,63,93,1,62,1,06,883,563263,555263,0,,,1,ADG,Y,186,227,0,,,,,C,,,,1.0,,1994
94IN01022,1993636669,K6669,63,93,2,61,1,06,604,531763,471863,0,,,1,,2,165,155,2,,,,,M, 12,,1,1.0,,1994
94IN01023,1993636670,K6670,63,93,2,62,1,06,863,561363,567363,0,,,1,,1,190,180,2,,,,,C, 61,,1,1.0,,1994
94IN01024,1993636671,K6671,63,93,1,62,1,06,863,561363,567363,0,,,1,CTL,Y,148,168,0,,,,,C,,,,1.0,,1994
94IN01025,1993636672,K6672,63,93,2,60,1,06,604,531763,511663,0,,,1,,2,175,169,1,,,,,M, 02,,1,1.0,JUMPY,1994
94IN01026,1993636673,K6673,63,93,1,60,1,06,604,531763,493663,0,,,1,LBW,Y,162,190,0,,,,,M,,,,1.0,,1994
94IN01027,1993636676,K6676,63,93,2,00,1,05,751,0751,306263,0,,,1,,5,139,164,1,B,,,,H, 51,,1,1.0,,1994
94IN01028,1993636679,K6679,63,93,2,60,1,06,602,560863,328563,0,,,1,,1,140,128,2,,,,,M, 04,,1,1.0,,1994
94IN01029,1993636680,K6680,63,93,2,62,1,06,813,516263,546663,0,,,1,,1,136,137,1,,,,,C, 62,,1,1.0,,1994
94IN01030,1993636681,K6681,63,93,2,62,1,06,813,516263,546663,0,,,1,,5,152,163,1,,,,,C, 63,,1,1.0,,1994
94IN01031,1993636683,K6683,63,93,2,62,1,06,813,516263,526863,0,,,,,5,112,0,0,,,19,0508,C,---,,,1.0,,1994
94IN01032,1993636685,K6685,63,93,1,62,1,06,853,558163,506663,0,,,3,CTL,Y,161,191,0,,,93,0808,C,,,,1.0,,1994
94IN01033,1993636688,K6688,63,93,2,62,1,06,813,516263,305363,0,,,1,,1,142,139,1,,,,,C, 53,,1,1.0,,1994
94IN01034,1993636693,K6693,63,93,2,60,1,06,603,574963,479963,0,,,1,,2,184,162,2,,,,,M, 03,,1,1.0,,1994
94IN01035,1993636695,K6695,63,93,2,61,1,06,603,574963,278463,0,,,1,,5,124,144,1,,,,,M, 13,,1,1.0,,1994
94IN01036,1993636696,K6696,63,93,2,60,1,06,603,574963,278463,0,,,1,,5,134,162,1,,,,,M, 51,,1,1.0,,1994
94IN01037,1993636697,K6697,63,93,1,60,1,06,604,531763,418563,0,,,3,M,Y,152,183,0,,,93,0714,M,,,,1.0,,1994
94IN01038,1993636699,K6699,63,93,2,62,1,06,893,567563,477263,0,,,1,,1,175,171,2,,,,,C, 64,,1,1.0,,1994
94IN01039,1993636700,K6700,63,93,1,62,1,06,893,567563,477263,0,,,3,LBW,Y,164,179,0,,,93,1031,C,,,,1.0,,1994
94IN01040,1993636701,K6701,63,93,1,62,1,06,893,567563,477263,0,,,1,LBW,Y,171,194,0,,,,,C,,,,1.0,,1994
94IN01041,1993636703,K6703,63,93,2,60,1,06,601,520563,561763,0,,,1,,2,208,176,2,,,,,M, 01,,1,1.0,ENTR,1994
94IN01042,1993636704,K6704,63,93,2,60,1,06,602,560863,301063,0,,,1,,1,194,177,2,,,,,M, 02,,1,1.0,,1994
94IN01043,1993636707,K6707,63,93,1,60,1,06,603,574963,454563,0,,,3,LIB,Y,171,192,0,,L,,,M,,,,1.0,,1994
94IN01044,1993636708,K6708,63,93,1,62,1,06,843,537963,517363,0,,,1,CTL,Y,165,181,0,,,,,C,,,,1.0,,1994
94IN01045,1993636709,K6709,63,93,1,60,1,06,604,531763,517163,0,,,3,ADG,Y,166,203,0,,,93,1017,M,,,,1.0,,1994
94IN01046,1993636713,K6713,63,93,2,60,1,06,601,520563,525563,0,,,1,,2,186,179,2,,,,,M, 03,,1,1.0,,1994
94IN01047,1993636716,K6716,63,93,2,62,1,06,833,524763,581663,0,,,1,,5,95,135,1,,,,,C, 65,,1,1.0,,1994
94IN01048,1993636718,K6718,63,93,2,62,1,06,913,544763,573563,0,,,1,,2,158,160,2,,,,,C, 66,,1,1.0,,1994
94IN01049,1993636719,K6719,63,93,2,62,1,06,913,544763,573563,0,,,1,,5,126,156,1,,,,,C, 67,,1,1.0,,1994
94IN01050,1993636720,K6720,63,93,1,60,1,06,604,531763,386763,0,,,3,M,Y,142,175,0,,,93,0808,M,,,,1.0,,1994
94IN01051,1993636722,K6722,63,93,2,61,1,06,913,544763,347963,0,,,1,,1,151,170,1,,,,,C, 14,,1,1.0,,1994
94IN01052,1993636723,K6723,63,93,2,62,1,06,913,544763,347963,0,,,1,,5,149,160,1,,,,,C, 54,,1,1.0,ENTR,1994
94IN01053,1993636726,K6726,63,93,2,62,1,06,843,537963,196663,0,,,1,,1,127,132,1,,,,,C, 68,,1,1.0,,1994
94IN01054,1993636727,K6727,63,93,2,62,1,06,843,537963,196663,0,,,1,,5,105,119,1,,,,,C, 69,,1,1.0,,1994
94IN01055,1993636729,K6729,63,93,2,62,1,06,843,537963,564663,0,,,1,,5,108,136,1,,,,,C, 70,,1,1.0,,1994
94IN01056,1993636730,K6730,63,93,2,62,1,06,843,537963,387263,0,,,1,,1,135,143,2,,,,,C, 71,,1,1.0,,1994
94IN01057,1993636735,K6735,63,93,1,62,1,06,913,544763,496663,0,,,3,CTL,Y,140,168,0,,,93,1031,C,,,,1.0,,1994
94IN01058,1993636736,K6736,63,93,1,62,1,06,913,544763,496663,0,,,3,CTL,Y,146,164,0,,,93,0808,C,,,,1.0,,1994
94IN01059,1993636739,K6739,63,93,2,60,1,06,603,574963,226563,0,,,1,,1,155,148,2,,,,,M, 04,,1,1.0,,1994
94IN01060,1993636740,K6740,63,93,2,60,1,06,604,531763,565663,0,,,A,ASP,2,165,170,12,,,95,1104,M,---,,,1.0,X SPOILED,1994
94IN01061,1993636741,K6741,63,93,1,60,1,06,602,560863,347063,0,,,1,LBW,Y,171,195,0,,,,,M,,,,1.0,,1994
94IN01062,1993636742,K6742,63,93,1,60,1,06,602,560863,347063,0,,,3,M,Y,140,154,0,,,93,0808,M,,,,1.0,,1994
94IN01063,1993636743,K6743,63,93,2,62,1,06,833,524763,383563,0,,,1,,5,119,156,1,,,,,C, 51,,1,1.0,,1994
94IN01064,1993636744,K6744,63,93,2,62,1,06,833,524763,383563,0,,,1,,1,174,177,2,,,,,C, 60,,1,1.0,WILD YRLG,1994
94IN01065,1993636745,K6745,63,93,2,00,1,05,751,0751,307063,0,,,1,,2,134,132,1,,,,,H, 52,,1,1.0,,1994
94IN01066,1993636747,K6747,63,93,2,00,1,05,751,0751,307063,0,,,1,,2,118,123,2,B,,,,H, 54,,1,1.0,TEXEL ?,1994
94IN01067,1993636748,K6748,63,93,1,62,1,06,833,524763,485863,0,,,1,CTL,Y,176,205,0,,,,,C,,,,1.0,,1994
94IN01068,1993636749,K6749,63,93,2,00,1,05,338,0338,308463,0,,,,,1,152,0,0,,,46,0822,H,---,,,1.0,,1994
94IN01069,1993636753,K6753,63,93,2,00,1,05,201,2010,380863,0,,,1,,1,149,143,1,B,,,,H, 53,,1,1.0,,1994
94IN01070,1993636755,K6755,63,93,2,00,1,05,338,0338,547863,0,,,1,,5,178,168,1,,,,,H, 53,,1,1.0,,1994
94IN01071,1993636757,K6757,63,93,2,00,1,05,338,0338,496363,0,,,1,,1,124,114,1,,,97,1027,H, 54,,1,1.0,DYSTOCIA 94,1994
94IN01072,1993636761,K6761,63,93,2,00,1,05,201,2010,461763,0,,,1,,2,167,157,2,B,,,,H, 51,,1,1.0,ENTR,1994
94IN01073,1993636763,K6763,63,93,2,00,1,05,338,0338,453663,0,,,1,,1,155,149,2,,,,,H, 53,,1,1.0,DYSTOCIA 94,1994
