UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
94IN00185,1993040258,A0258,04,93,2,72,2,30,721,602803,174303,6,,,1,-FL,F,119,119,1,,,,,, 44,,2,0.5,,1994
94IN00186,1993040261,A0261,04,93,1,73,2,30,  5,944003,130103,6,,,1,FL,F,124,144,0,,,,,,,,,0.5,,1994
94IN00187,1993040264,A0264,04,93,2,72,2,30,723,821703,450203,6,,,1,CLO,F,105,105,1,,,,,,-FL,,F,0.5,,1994
94IN00188,1993040267,A0267,04,93,1,73,2,30,  7,947703,905302,6,,,1,FL,F,130,146,0,,,,,,,,,0.5,,1994
94IN00189,1993040269,A0269,04,93,2,73,2,30,  7,947703,591003,6,,,1,-FL,F,128,128,1,,,,,, 41,,2,0.5,,1994
94IN00190,1993040270,A0270,04,93,2,73,2,30,  8,960303,814703,6,,,3,TOB,*,0,0,0,,,93,0523,,,,,0.5,,1994
94IN00191,1993040271,A0271,04,93,2,73,2,30,  4,954203,559603,6,,,1,-FL,F,118,118,1,,,,,, 42,,2,0.5,,1994
94IN00192,1993040272,A0272,04,93,2,72,2,30,723,821703,627603,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00193,1993040276,A0276,04,93,2,73,2,30,  6,957803,326903,6,,,1,-FL,F,122,122,1,,,,,, 43,,2,0.5,,1994
94IN00194,1993040277,A0277,04,93,1,73,2,30,  3,942203,784903,6,,,3,FL,F,128,145,0,,,93,1017,,,,,0.5,,1994
94IN00195,1993040278,A0278,04,93,1,73,2,30,  7,947703,598303,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00196,1993040279,A0279,04,93,2,73,2,30,  6,957803,598203,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00197,1993040282,A0282,04,93,2,73,2,30,  4,954203,260203,6,,,1,-FL,F,107,107,1,,,,,, 44,,2,0.5,IDX131,1994
94IN00198,1993040283,A0283,04,93,1,73,2,30,  4,954203,260203,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00199,1993040284,A0284,04,93,2,73,2,30,  7,947703,823003,6,,,1,CLO,F,110,110,1,,,,,,-FL,,F,0.5,,1994
94IN00200,1993040285,A0285,04,93,1,73,2,30,  7,947703,823003,6,,,1,FL,F,136,155,0,,,,,,,,,0.5,,1994
94IN00201,1993040287,A0287,04,93,2,73,2,30,  7,947703,294503,6,,,1,-FL,F,108,108,1,,,,,, 41,,2,0.5,,1994
94IN00202,1993040288,A0288,04,93,1,73,2,30,  9,946003,113703,6,,,1,FL,F,141,131,0,,,,,,,,,0.5,,1994
94IN00203,1993040290,A0290,04,93,2,72,2,30,723,821703,811103,6,,,1,-FL,F,133,133,1,,,,,, 42,,2,0.5,,1994
94IN00204,1993040291,A0291,04,93,2,72,2,30,721,602803,316803,6,,,1,-FL,F,109,109,1,,,,,, 43,,2,0.5,,1994
94IN00205,1993040292,A0292,04,93,1,72,2,30,721,602803,316803,6,,,1,FL,F,135,150,0,,,,,,,,,0.5,,1994
94IN00206,1993040295,A0295,04,93,2,73,2,30,  7,947703,490403,6,,,1,CLO,F,127,127,1,,,,,,-FL,,F,0.5,,1994
94IN00207,1993040296,A0296,04,93,2,73,2,30,  8,960303,591103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00208,1993040297,A0297,04,93,1,73,2,30,  8,960303,591103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00209,1993040302,A0302,04,93,2,73,2,30,  2,945103,475803,6,,,1,-FL,F,119,119,1,,,,,, 44,,2,0.5,,1994
94IN00210,1993040304,A0304,04,93,1,73,2,30,  6,957803,711703,6,,,1,FL,F,113,129,0,,,,,,,,,0.5,,1994
94IN00211,1993040305,A0305,04,93,1,73,2,30,  6,957803,711703,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00212,1993040311,A0311,04,93,1,72,2,30,721,602803,307503,6,,,1,FL,F,142,167,0,,,,,,,,,0.5,,1994
94IN00213,1993040315,A0315,04,93,2,73,2,30, 10,963003,141103,6,,,1,-FL,F,106,106,1,,,,,, 42,,2,0.5,,1994
94IN00214,1993040316,A0316,04,93,1,73,2,30, 10,963003,141103,6,,,1,FL,F,120,128,0,,,,,,,,,0.5,,1994
94IN00215,1993040317,A0317,04,93,2,73,2,30, 10,963003,141103,6,,,1,-FL,F,111,111,1,,,,,, 43,,2,0.5,,1994
94IN00216,1993040320,A0320,04,93,2,73,2,30,  6,957803,635303,6,,,1,-FL,F,94,94,1,,,,,, 41,,2,0.5,,1994
94IN00217,1993040322,A0322,04,93,1,72,2,30,722,644803,996302,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,SCURS",1994
94IN00218,1993040326,A0326,04,93,2,73,2,30, 10,963003,585603,6,,,1,-FL,F,132,132,1,,,,,, 44,,2,0.5,,1994
94IN00219,1993040327,A0327,04,93,2,73,2,30,  9,946003,641403,6,,,1,CLO,F,116,116,1,,,,,,-FL,,F,0.5,,1994
94IN00220,1993040328,A0328,04,93,2,73,2,30,  1,941003,237903,6,,,1,-FL,F,105,105,1,,,,,, 41,,2,0.5,IDX144,1994
94IN00221,1993040329,A0329,04,93,1,73,2,30,  1,941003,237903,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,SCURS,1994
94IN00222,1993040330,A0330,04,93,2,73,2,30,  7,947703,264203,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00223,1993040332,A0332,04,93,2,73,2,30, 10,963003,943302,6,,,1,-FL,F,144,144,1,,,,,, 42,,2,0.5,,1994
94IN00224,1993040333,A0333,04,93,2,73,2,30,  2,945103,440103,6,,,1,-FL,F,120,120,1,,,,,, 43,,2,0.5,,1994
94IN00225,1993040334,A0334,04,93,2,72,2,30,723,821703,621503,6,,,3,TOB,*,0,0,0,,,93,0523,,,,,0.5,,1994
94IN00226,1993040336,A0336,04,93,2,72,2,30,723,821703,270303,6,,,1,CLO,F,117,117,1,,,,,,-FL,,F,0.5,,1994
94IN00227,1993040337,A0337,04,93,2,72,2,30,723,821703,270303,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00228,1993040340,A0340,04,93,1,73,2,30,  1,941003,789403,6,,,1,FL,F,130,149,0,,,,,,,,,0.5,,1994
94IN00229,1993040341,A0341,04,93,1,73,2,30,  8,960303,458703,6,,,3,FL,F,124,147,0,,,93,1017,,,,,0.5,,1994
94IN00230,1993040342,A0342,04,93,1,73,2,30,  8,960303,458703,6,,,1,FL,F,124,142,0,,,,,,,,,0.5,,1994
94IN00231,1993040345,A0345,04,93,2,72,2,30,721,602803,323103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,SIZE,1994
94IN00232,1993040347,A0347,04,93,1,73,2,30,  9,946003,149903,6,,,1,FL,F,131,137,0,,,,,,,,,0.5,,1994
94IN00233,1993040348,A0348,04,93,2,73,2,30,  5,944003,817503,6,,,6,FL,*,0,0,0,,,95,0301,,,,,0.5,BLIND 3/1/94,1994
94IN00234,1993040349,A0349,04,93,1,73,2,30,  9,946003,286303,6,,,3,FL,F,120,147,0,,,93,0808,,,,,0.5,,1994
94IN00235,1993040350,A0350,04,93,1,73,2,30,  9,946003,286303,6,,,1,FL,F,142,155,0,,,,,,,,,0.5,,1994
94IN00236,1993040351,A0351,04,93,2,73,2,30,  8,960303,343103,6,,,1,-FL,F,138,138,1,,,,,, 44,,2,0.5,,1994
94IN00237,1993040352,A0352,04,93,2,72,2,30,723,821703,627203,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00238,1993040354,A0354,04,93,2,72,2,30,723,821703,444903,6,,,1,-FL,F,125,125,1,,,,,, 41,,2,0.5,,1994
94IN00239,1993040355,A0355,04,93,2,73,2,30,  9,946003,355403,6,,,1,-FL,F,126,126,1,,,,,, 42,,2,0.5,,1994
94IN00240,1993040356,A0356,04,93,1,73,2,30,  3,942203,119603,6,,,1,FL,F,130,145,0,,,,,,,,,0.5,,1994
94IN00241,1993040357,A0357,04,93,2,73,2,30,  3,942203,119603,6,,,1,-FL,F,120,120,1,,,,,, 43,,2,0.5,,1994
94IN00242,1993040358,A0358,04,93,1,73,2,30, 10,963003,614503,6,,,1,FL,F,149,145,0,,,,,,,,,0.5,,1994
94IN00243,1993040359,A0359,04,93,1,73,2,30,  3,942203,995902,6,,,1,FL,F,121,130,0,,,,,,,,,0.5,,1994
94IN00244,1993040360,A0360,04,93,1,72,2,30,721,602803,013103,6,,,1,FL,F,98,114,0,,,,,,,,,0.5,"TWIN,IDX120",1994
94IN00245,1993040361,A0361,04,93,2,72,2,30,721,602803,013103,6,,,1,-FL,F,103,103,1,,,,,, 44,,2,0.5,,1994
94IN00246,1993040363,A0363,04,93,2,73,2,30, 10,963003,287603,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00247,1993040364,A0364,04,93,2,73,2,30,  9,946003,820403,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00248,1993040365,A0365,04,93,2,73,2,30,  3,942203,312303,6,,,1,CLO,F,122,122,1,,,,,,-FL,,F,0.5,,1994
94IN00249,1993040366,A0366,04,93,2,73,2,30,  3,942203,312303,6,,,1,-FL,F,115,115,1,,,,,, 41,,2,0.5,,1994
94IN00250,1993040368,A0368,04,93,1,73,2,30,  5,944003,321503,6,,,1,FL,F,121,140,0,,,,,,,,,0.5,,1994
94IN00251,1993040371,A0371,04,93,1,72,2,30,721,602803,642103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00252,1993040372,A0372,04,93,1,72,2,30,722,644803,317303,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00253,1993040375,A0375,04,93,2,72,2,30,723,821703,455203,6,,,1,-FL,F,151,151,1,,,,,, 42,,2,0.5,,1994
94IN00254,1993040376,A0376,04,93,1,72,2,30,723,821703,455203,6,,,1,FL,F,147,166,0,,,,,,,,,0.5,,1994
94IN00255,1993040378,A0378,04,93,1,72,2,30,721,602803,145503,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,4FACE",1994
94IN00256,1993040379,A0379,04,93,2,72,2,30,721,602803,145503,6,,,1,-FL,F,106,106,1,,,,,, 43,,2,0.5,,1994
94IN00257,1993040383,A0383,04,93,2,72,2,30,723,821703,874702,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00258,1993040384,A0384,04,93,1,73,2,30,  4,954203,590103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,SCURS,EYE",1994
94IN00259,1993040385,A0385,04,93,2,73,2,30,  4,954203,590103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,IDX137,1994
94IN00260,1993040386,A0386,04,93,1,73,2,30,  5,944003,570003,6,,,1,FL,F,133,148,0,,,,,,,,,0.5,,1994
94IN00261,1993040387,A0387,04,93,2,72,2,30,723,821703,318303,6,,,1,-FL,F,133,133,1,,,,,, 44,,2,0.5,,1994
94IN00262,1993040389,A0389,04,93,2,73,2,30,  7,947703,729703,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00263,1993040390,A0390,04,93,2,73,2,30,  7,947703,729703,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00264,1993040395,A0395,04,93,2,73,2,30,  1,941003,967802,6,,,1,-FL,F,126,126,1,,,,,, 41,,2,0.5,,1994
94IN00265,1993040397,A0397,04,93,2,73,2,30,  6,957803,263403,6,,,1,-FL,F,113,113,1,,,,,, 42,,2,0.5,,1994
94IN00266,1993040399,A0399,04,93,1,73,2,30,  6,957803,593503,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00267,1993040400,A0400,04,93,1,72,2,30,722,644803,310803,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"1""SCURS",1994
94IN00268,1993040401,A0401,04,93,2,73,2,30,  2,945103,269003,6,,,1,-FL,F,108,108,1,,,,,, 43,,2,0.5,,1994
94IN00269,1993040402,A0402,04,93,2,73,2,30,  2,945103,269003,6,,,7,-FL,*,0,0,0,,,97,0913,,-FL,,,0.5,,1994
94IN00270,1993040405,A0405,04,93,2,73,2,30,  5,944003,262003,6,,,1,CLO,F,126,126,1,,,,,,-FL,,F,0.5,,1994
94IN00271,1993040406,A0406,04,93,1,73,2,30,  5,944003,262003,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,EYES",1994
94IN00272,1993040407,A0407,04,93,2,73,2,30,  5,944003,272903,6,,,1,-FL,F,113,113,1,,,,,, 44,,2,0.5,,1994
94IN00273,1993040408,A0408,04,93,1,73,2,30,  5,944003,272903,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00274,1993040411,A0411,04,93,2,73,2,30,  4,954203,707603,6,,,1,-FL,F,107,107,1,,,,,, 41,,2,0.5,,1994
94IN00275,1993040413,A0413,04,93,1,72,2,30,722,644803,615303,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00276,1993040414,A0414,04,93,2,72,2,30,722,644803,615303,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00277,1993040415,A0415,04,93,1,73,2,30,  2,945103,784803,6,,,1,FL,F,138,149,0,,,,,,,,,0.5,,1994
94IN00278,1993040416,A0416,04,93,1,72,2,30,723,821703,616403,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00279,1993040419,A0419,04,93,2,72,2,30,722,644803,458503,6,,,1,CLO,F,119,119,1,,,,,,-FL,,F,0.5,,1994
94IN00280,1993040421,A0421,04,93,1,73,2,30,  6,957803,572403,6,,,1,FL,F,119,142,0,,,,,,,,,0.5,,1994
94IN00281,1993040422,A0422,04,93,2,73,2,30,  1,941003,463403,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00282,1993040424,A0424,04,93,2,72,2,30,723,821703,153603,6,,,1,-FL,F,109,109,1,,,,,, 42,,2,0.5,,1994
94IN00283,1993040425,A0425,04,93,2,73,2,30,  1,941003,459603,6,,,1,-FL,F,119,119,1,,,,,, 43,,2,0.5,,1994
94IN00284,1993040428,A0428,04,93,2,73,2,30,  3,942203,587803,6,,,1,-FL,F,115,115,1,,,,,, 44,,2,0.5,,1994
94IN00285,1993040433,A0433,04,93,2,73,2,30,  2,945103,288003,6,,,1,-FL,F,117,117,1,,,,,, 41,,2,0.5,,1994
94IN00286,1993040440,A0440,04,93,1,73,2,30,  6,957803,162703,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"1""SCURS,+IDX",1994
94IN00287,1993040441,A0441,04,93,2,73,2,30,  6,957803,162703,6,,,1,CLO,F,122,122,1,,,,,,-FL,,F,0.5,,1994
94IN00288,1993040443,A0443,04,93,1,73,2,30,  4,954203,466003,6,,,1,FL,F,112,114,0,,,,,,,,,0.5,,1994
94IN00289,1993040444,A0444,04,93,2,72,2,30,722,644803,620103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00290,1993040445,A0445,04,93,2,73,2,30,  1,941003,178403,6,,,1,-FL,F,114,114,1,,,,,, 42,,2,0.5,,1994
94IN00291,1993040446,A0446,04,93,2,73,2,30,  1,941003,178403,6,,,1,-FL,F,125,125,1,,,,,, 43,,2,0.5,,1994
94IN00292,1993040447,A0447,04,93,1,73,2,30, 10,963003,268003,6,,,1,FL,F,121,141,0,,,,,,,,,0.5,,1994
94IN00293,1993040448,A0448,04,93,2,72,2,30,721,602803,619203,6,,,1,-FL,F,101,101,1,,,,,, 44,,2,0.5,,1994
94IN00294,1993040449,A0449,04,93,2,72,2,30,721,602803,619203,6,,,1,CLO,F,110,110,1,,,,,,-FL,,F,0.5,,1994
94IN00295,1993040450,A0450,04,93,1,73,2,30,  3,942203,460103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,TST",1994
94IN00296,1993040455,A0455,04,93,2,73,2,30,  1,941003,116103,6,,,1,-FL,F,107,107,1,,,,,, 41,,2,0.5,,1994
94IN00297,1993040456,A0456,04,93,2,73,2,30,  1,941003,116103,6,,,1,-FL,F,110,110,1,,,,,, 42,,2,0.5,,1994
94IN00298,1993040459,A0459,04,93,1,73,2,30,  8,960303,169603,6,,,1,FL,F,119,126,0,,,,,,,,,0.5,"4FACE,137IDX",1994
94IN00299,1993040460,A0460,04,93,2,73,2,30,  9,946003,461703,6,,,1,-FL,F,122,122,1,,,,,, 43,,2,0.5,,1994
94IN00300,1993040461,A0461,04,93,2,73,2,30,  9,946003,222303,6,,,1,CLO,F,125,125,1,,,,,,-FL,,F,0.5,,1994
94IN00301,1993040462,A0462,04,93,1,73,2,30,  6,957803,463103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00302,1993040465,A0465,04,93,2,73,2,30,  7,947703,127103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00303,1993040468,A0468,04,93,2,73,2,30,  1,941003,027903,6,,,1,-FL,F,118,118,1,,,,,, 41,,2,0.5,,1994
94IN00304,1993040470,A0470,04,93,2,73,2,30,  8,960303,528803,6,,,3,TOB,*,0,0,0,,,93,0523,,,,,0.5,JAW 5,1994
94IN00305,1993040473,A0473,04,93,2,72,2,30,721,602803,161003,6,,,1,-FL,F,112,112,1,,,,,, 44,,2,0.5,,1994
94IN00306,1993040474,A0474,04,93,1,72,2,30,721,602803,161003,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00307,1993040476,A0476,04,93,2,73,2,30,  2,945103,257803,6,,,1,-FL,F,124,124,1,,,,,, 42,,2,0.5,,1994
94IN00308,1993040477,A0477,04,93,1,73,2,30,  2,945103,257803,6,,,1,FL,F,124,139,0,,,,,,,,,0.5,,1994
94IN00309,1993040478,A0478,04,93,1,73,2,30,  1,941003,586003,6,,,1,FL,F,132,157,0,,,,,,,,,0.5,,1994
94IN00310,1993040479,A0479,04,93,2,73,2,30, 10,963003,419703,6,,,1,-FL,F,127,127,1,,,,,, 43,,2,0.5,,1994
94IN00311,1993040480,A0480,04,93,2,73,2,30, 10,963003,419703,6,,,1,-FL,F,102,102,1,,,,,, 44,,2,0.5,IDX127,1994
94IN00312,1993040482,A0482,04,93,2,72,2,30,722,644803,174603,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00313,1993040484,A0484,04,93,1,73,2,30, 10,963003,459103,6,,,1,FL,F,133,139,0,,,,,,,,,0.5,,1994
94IN00314,1993040485,A0485,04,93,1,73,2,30, 10,963003,459103,6,,,1,FL,F,128,142,0,,,,,,,,,0.5,,1994
94IN00315,1993040486,A0486,04,93,1,72,2,30,721,602803,258103,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00316,1993040487,A0487,04,93,1,72,2,30,721,602803,258103,6,,,1,FL,F,131,149,0,,,,,,,,,0.5,,1994
94IN00317,1993040489,A0489,04,93,2,73,2,30,  2,945103,502803,6,,,1,CLO,F,122,122,1,,,,,,-FL,,F,0.5,,1994
94IN00318,1993040490,A0490,04,93,2,73,2,30,  2,945103,502803,6,,,1,-FL,F,113,113,1,,,,,, 41,,2,0.5,,1994
94IN00319,1993040491,A0491,04,93,1,73,2,30,  9,946003,459403,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00320,1993040495,A0495,04,93,2,73,2,30,  3,942203,443203,6,,,1,-FL,F,123,123,1,,,,,, 42,,2,0.5,,1994
94IN00321,1993040496,A0496,04,93,2,73,2,30,  3,942203,443203,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,SIZE,1994
94IN00322,1993040497,A0497,04,93,2,73,2,30,  3,942203,190303,6,,,1,-FL,F,125,125,1,,,,,, 43,,2,0.5,,1994
94IN00323,1993040501,A0501,04,93,2,73,2,30,  1,941003,645303,6,,,1,CLO,F,129,129,1,,,,,,-FL,,F,0.5,,1994
94IN00324,1993040504,A0504,04,93,2,73,2,30,  4,954203,852602,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00325,1993040505,A0505,04,93,1,73,2,30,  4,954203,852602,6,,,1,FL,F,128,141,0,,,,,,,,,0.5,CHK TESTES,1994
94IN00326,1993040506,A0506,04,93,2,73,2,30,  8,960303,393803,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00327,1993040508,A0508,04,93,2,73,2,30, 10,963003,642703,6,,,1,-FL,F,100,100,1,,,,,, 44,,2,0.5,,1994
94IN00328,1993040509,A0509,04,93,2,73,2,30,  9,946003,471303,6,,,1,-FL,F,101,101,1,,,,,, 41,,2,0.5,,1994
94IN00329,1993040510,A0510,04,93,2,73,2,30,  5,944003,164603,6,,,1,-FL,F,112,112,1,,,,,, 42,,2,0.5,,1994
94IN00330,1993040513,A0513,04,93,1,73,2,30,  6,957803,293703,6,,,1,FL,F,131,143,0,,,,,,,,,0.5,,1994
94IN00331,1993040515,A0515,04,93,1,73,2,30,  6,957803,485303,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,SCURS",1994
94IN00332,1993040516,A0516,04,93,1,73,2,30,  6,957803,485303,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00333,1993040517,A0517,04,93,1,73,2,30,  8,960303,461603,6,,,1,FL,F,136,152,0,,,,,,,,,0.5,,1994
94IN00334,1993040518,A0518,04,93,1,73,2,30,  8,960303,461603,6,,,1,FL,F,129,146,0,,,,,,,,,0.5,EYE TRT,1994
94IN00335,1993040519,A0519,04,93,2,72,2,30,721,602803,628903,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00336,1993040520,A0520,04,93,2,73,2,30,  7,947703,467403,6,,,1,-FL,F,109,109,1,,,,,, 43,,2,0.5,,1994
94IN00337,1993040526,A0526,04,93,1,72,2,30,723,821703,130403,6,,,1,FL,F,132,153,0,,,,,,,,,0.5,,1994
94IN00338,1993040530,A0530,04,93,2,73,2,30,  9,946003,494603,6,,,1,-FL,F,119,119,1,,,,,, 44,,2,0.5,,1994
94IN00339,1993040531,A0531,04,93,2,73,2,30,  9,946003,494603,6,,,1,-FL,F,132,132,1,,,,,, 41,,2,0.5,,1994
94IN00340,1993040532,A0532,04,93,1,72,2,30,721,602803,304603,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,"MKT,4""HORNS",1994
94IN00341,1993040533,A0533,04,93,2,72,2,30,723,821703,818203,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00342,1993040534,A0534,04,93,2,72,2,30,723,821703,818203,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00343,1993040540,A0540,04,93,2,73,2,30,  8,960303,467903,6,,,1,CLO,F,112,112,1,,,,,,-FL,,F,0.5,,1994
94IN00344,1993040541,A0541,04,93,2,73,2,30,  1,941003,601403,6,,,1,-FL,F,135,135,1,,,,,, 42,,2,0.5,,1994
94IN00345,1993040543,A0543,04,93,2,73,2,30,  5,944003,595603,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00346,1993040545,A0545,04,93,2,73,2,30,  2,945103,555503,6,,,1,-FL,F,116,116,1,,,,,, 43,,2,0.5,,1994
94IN00347,1993040546,A0546,04,93,2,73,2,30, 10,963003,455703,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00348,1993040547,A0547,04,93,2,73,2,30, 10,963003,455703,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00349,1993040549,A0549,04,93,2,72,2,30,723,821703,814503,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00350,1993040550,A0550,04,93,2,73,2,30,  8,960303,127203,6,,,1,-FL,F,130,130,1,,,,,, 44,,2,0.5,,1994
94IN00351,1993040551,A0551,04,93,2,73,2,30,  9,946003,594103,6,,,1,-FL,F,119,119,1,,,,,, 41,,2,0.5,,1994
94IN00352,1993040553,A0553,04,93,1,73,2,30,  1,941003,268203,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00353,1993040554,A0554,04,93,2,72,2,30,723,821703,442603,6,,,1,CLO,F,111,111,1,,,,,,-FL,,F,0.5,,1994
94IN00354,1993040555,A0555,04,93,2,73,2,30,  1,941003,594903,6,,,1,-FL,F,112,112,1,,,,,, 42,,2,0.5,,1994
94IN00355,1993040557,A0557,04,93,1,73,2,30,  5,944003,518503,6,,,1,FL,F,120,137,0,,,,,,,,,0.5,,1994
94IN00356,1993040558,A0558,04,93,2,73,2,30,  5,944003,518503,6,,,1,-FL,F,118,118,1,,,,,, 44,,2,0.5,,1994
94IN00357,1993040560,A0560,04,93,1,73,2,30,  7,947703,388003,6,,,1,FL,F,110,130,0,,,,,,,,,0.5,,1994
94IN00358,1993040561,A0561,04,93,1,73,2,30,  7,947703,388003,6,,,1,FL,F,114,134,0,,,,,,,,,0.5,,1994
94IN00359,1993040562,A0562,04,93,1,72,2,30,722,644803,153003,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00360,1993040564,A0564,04,93,2,72,2,30,723,821703,817103,6,,,1,-FL,F,141,141,1,,,,,, 43,,2,0.5,,1994
94IN00361,1993040567,A0567,04,93,2,72,2,30,724,826203,619003,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,,1994
94IN00362,1993040569,A0569,04,93,2,73,2,30,  8,960303,584103,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00363,1993040570,A0570,04,93,2,73,2,30,  8,960303,584103,6,,,1,-FL,F,131,131,1,,,,,, 41,,2,0.5,,1994
94IN00364,1993040575,A0575,04,93,1,72,2,30,724,826203,817203,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00365,1993040582,A0582,04,93,2,73,2,30,  8,960303,494503,6,,,3,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00366,1993040583,A0583,04,93,2,73,2,30,  7,947703,800803,6,,,1,CLO,F,109,109,1,,,,,,-FL,,F,0.5,,1994
94IN00367,1993040584,A0584,04,93,2,73,2,30,  7,947703,458303,6,,,1,-FL,F,110,110,1,,,,,, 43,,2,0.5,,1994
94IN00368,1993040586,A0586,04,93,2,72,2,30,722,644803,300703,6,,,3,TOB,*,0,0,0,,,95,0516,,,,,0.5,BROWN SPOTS,1994
94IN00369,1993040587,A0587,04,93,2,73,2,30, 10,963003,177103,6,,,3,OVX,F,108,108,1,,,,,,,,,0.5,NEW OVX,1994
94IN00370,1993040588,A0588,04,93,1,73,2,30,  7,947703,446403,6,,,1,FL,F,113,127,0,,,,,,,,,0.5,,1994
94IN00371,1993040589,A0589,04,93,2,73,2,30,  7,947703,446403,6,,,1,-FL,F,107,107,1,,,,,, 44,,2,0.5,,1994
94IN00372,1993040590,A0590,04,93,1,73,2,30,  3,942203,291403,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,MKT,1994
94IN00373,1993040591,A0591,04,93,1,73,2,30,  3,942203,291403,6,,,,FL,*,0,0,0,,,93,0214,,,,,0.5,,1994
94IN00374,1993040596,A0596,04,93,2,73,2,30,  5,944003,824703,6,,,3,OVX,F,120,120,1,,,,,,REC,,X,0.5,,1994
