UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
71IN02791,1968149773,68,2,X9773,2,73,64,4,,,,,,1,4,07,7,3,,105,11,,136,,7,82,090,,14,0912,109,3,726414,,,701814,,02,1971,3.0
71IN02792,1968149775,68,2,X9775,2,75,54,2,,,,,,3,4,07,7,3,752,088,09,02,120,137,,82,088,,14,,099,2,628311,,,693514,,01,1971,3.0
71IN02793,1968149776,68,2,X9776,2,46,460,7,,,,,27,3,4,07,1,3,460,078,12,02,87,130,,46,090,,14,,083,2,809914,,,823114,,01,1971,3.0
71IN02794,1968149779,68,2,X9779,2,73,63,2,,,,,,3,4,07,7,1,731,108,09,02,143,157,,82,097,,14,,099,2,759214,,,850014,,01,1971,3.0
71IN02795,1968149780,68,2,X9780,2,74,51,4,,,,,,1,4,07,7,1,742,093,09,01,118,128,,82,090,,14,,090,2,710814,,,845814,,02,1971,3.0
71IN02796,1968149781,68,2,X9781,2,76,62,2,,,,,,2,4,07,7,3,,100,14,,148,,3,82,084,,14,1101,140,2,733714,,,665614,,01,1971,3.0
71IN02797,1968149782,68,2,X9782,2,75,62,4,,,,,,2,4,07,7,3,750,090,11,02,105,125,,82,088,,14,,118,2,733714,,,665614,,02,1971,3.0
71IN02798,1968149784,68,2,X9784,2,75,65,2,,,,,,2,4,07,7,3,751,097,12,02,143,150,,82,088,,14,,115,2,722414,,,654914,,01,1971,3.0
71IN02799,1968149786,68,2,X9786,2,77,60,2,,,,,,2,4,07,7,1,,084,14,05,138,147,3,82,088,,14,0930,101,3,839114,,,699914,,01,1971,3.0
71IN02800,1968149788,68,2,X9788,2,75,58,4,,,,,,1,4,40,7,1,752,094,12,02,126,126,,82,083,,14,,098,2,000098,,,836514,,02,1971,3.0
71IN02801,1968149789,68,2,X9789,2,75,56,2,,,,,,1,4,40,7,1,,092,10,,,,6,82,093,,14,0205,116,2,000098,,,695714,,,1971,3.0
71IN02802,1969149791,69,1,X9791,2,35,350,2,0,6,,,41,,3,07,1,2,262,105,09,,128,170,2,,100,,14,0925,130,2,718914,,,739314,,,1971,2.0
71IN02803,1969149792,69,2,X9792,2,35,350,6,,,,,43,,3,07,1,1,350,102,07,01,119,152,,,097,,14,,111,2,718914,,,726814,,01,1971,2.0
71IN02804,1969149794,69,2,X9794,2,35,350,7,,,,,43,,3,07,1,1,350,082,06,02,106,128,,,082,,14,,111,2,718914,,,739014,,02,1971,2.0
71IN02805,1969149795,69,2,X9795,2,35,350,6,,,,,34,,3,07,1,1,350,088,09,02,123,143,,,090,,14,,091,2,718914,,,521014,,02,1971,2.0
71IN02806,1969149796,69,2,X9796,2,35,350,7,,,,,34,,3,07,1,1,350,091,11,02,113,130,,,098,,14,,117,3,718914,,,521014,,01,1971,2.0
71IN02807,1969149800,69,2,X9800,2,35,350,6,,,,,44,,3,07,1,1,350,095,13,01,112,135,,,084,,14,,078,2,718914,,,828714,,01,1971,2.0
71IN02808,1969149801,69,2,X9801,2,46,460,6,,,,,30,,3,07,1,3,460,074,13,02,93,115,,,097,,14,,092,2,809914,,,660914,,01,1971,2.0
71IN02809,1969149806,69,2,X9806,2,46,460,7,,,,,29,,3,07,1,3,460,095,13,01,102,140,,,089,,14,,090,2,809914,,,732514,,02,1971,2.0
71IN02810,1969149808,69,1,X9808,2,46,460,,,,,,26,,3,07,1,7,,113,11,,,,3,,091,,14,0201,112,2,809914,,,492414,,,1971,2.0
71IN02811,1969149811,69,2,X9811,2,35,350,7,,,,,42,,3,07,1,1,350,088,09,11,122,138,,,083,,14,,081,2,718914,,,746014,,02,1971,2.0
71IN02812,1969149812,69,2,X9812,2,35,350,6,,,,,42,,3,07,1,1,350,083,08,02,114,137,,,096,,14,,100,2,718914,,,746014,,02,1971,2.0
71IN02813,1969149816,69,2,X9816,2,46,460,6,,,,,25,,3,07,1,3,460,073,14,01,93,115,,,087,,14,,077,2,809914,,,730714,,01,1971,2.0
71IN02814,1969149817,69,2,X9817,2,46,460,7,,,,,46,,3,07,1,3,460,066,11,02,86,110,,,066,,14,,051,2,809914,,,904114,,01,1971,2.0
71IN02815,1969149818,69,1,X9818,2,35,350,,,,,,41,,3,07,1,1,,093,10,,,,3,,090,,14,0201,106,2,718914,,,736814,,,1971,2.0
71IN02816,1969149823,69,2,X9823,2,46,460,6,,,,,37,,3,07,1,1,38,093,07,01,117,145,2,,101,,14,0925,107,2,809914,,,799714,,01,1971,2.0
71IN02817,1969149826,69,2,X9826,2,35,350,7,,,,,41,,3,07,1,1,350,091,11,02,118,140,,,097,,14,,123,2,718914,,,739414,,02,1971,2.0
71IN02818,1969149827,69,2,X9827,2,46,460,7,,,,,27,,3,07,1,3,,078,12,11,100,117,3,,082,,14,0930,081,2,809914,,,823114,,01,1971,2.0
71IN02819,1969149832,69,1,X9832,2,46,460,,,,,,27,,3,07,1,7,,093,12,,,,3,,082,,14,0201,094,2,809914,,,748714,,,1971,2.0
71IN02820,1969149834,69,2,X9834,2,35,350,7,,,,,50,,3,07,1,1,350,088,06,02,105,133,,,088,,14,,080,2,718914,,,894914,,02,1971,2.0
71IN02821,1969149836,69,2,X9836,2,46,460,7,,,,,25,,3,07,1,1, 38,082,09,02,103,125,2,,078,,14,0925,083,2,809914,,,906514,,,1971,2.0
71IN02822,1961180854,61,2,C0854,3,,,,,,,,,,-,07,,,,067,,,139,,3,,,,18,0524,073,2,000518,,,996717,,,1971,10.0
71IN02823,1963181526,63,2,C1526,3,,,,,,,,,,9,07,,,,,,,,,3,,,,18,0315,138,2,075418,,,980817,,,1971,8.0
71IN02824,1964181901,64,2,C1901,3,,,,,,,,,,8,07,,,,080,,,,,3,,069,034,18,0315,098,2,109218,,,100918,,,1971,7.0
71IN02825,1964181946,64,2,C1946,3,,,,,,,,,,8,07,,,,098,,,126,,3,,084,038,18,0524,098,2,124418,,,972217,,,1971,7.0
71IN02826,1965181967,65,2,C1967,3,70,710,2,1,,,,,,7,07,2,,,103,,,134,,7,,084,052,18,0912,125,3,048218,,,132918,,01,1971,6.0
71IN02827,1965181976,65,2,C1976,3,70,710,2,1,,,,,,7,07,2,,,103,,10,148,155,3,,089,046,18,0930,111,2,048218,,,072718,,01,1971,6.0
71IN02828,1965181982,65,2,C1982,3,70,720,2,1,,,,,,7,07,2,,,098,,11,148,163,3,,086,052,18,0930,137,2,113218,,,146518,,02,1971,6.0
71IN02829,1965181983,65,2,C1983,3,70,730,4,4,,,,,,7,07,2,,,110,,04,140,163,3,,087,043,18,0930,102,2,124418,,,119918,,03,1971,6.0
71IN02830,1965181987,65,2,C1987,3,72,980,2,1,,,,,,7,07,3,,42,097,,02,125,140,2,,083,042,18,0925,099,2,157518,,,077718,,02,1971,6.0
71IN02831,1965181993,65,2,C1993,3,70,720,2,4,,,,,,7,07,2,,702,103,,03,148,165,,,092,047,18,,110,2,113218,,,093818,,02,1971,6.0
71IN02832,1965181994,65,2,C1994,3,70,710,4,7,,,,,,7,07,2,,700,106,,04,142,157,,,089,053,18,,133,2,048218,,,148318,,04,1971,6.0
71IN02833,1965182004,65,2,C2004,3,72,800,4,1,,,,,,7,07,3,,800,086,,02,126,143,,,077,035,18,,085,2,161418,,,053718,,02,1971,6.0
71IN02834,1965182036,65,2,C2036,3,72,870,4,7,,,,,,7,07,3,,900,106,,02,140,158,,,071,037,18,,095,2,165318,,,154718,,02,1971,6.0
71IN02835,1965182040,65,2,C2040,3,70,720,4,1,,,,,,7,07,2,,700,108,,03,153,177,,,079,043,18,,111,2,113218,,,114918,,02,1971,6.0
71IN02836,1965182042,65,2,C2042,3,70,730,2,4,,,,,,7,07,2,,,093,,,,,6,,093,046,18,0201,109,2,124418,,,134018,,,1971,6.0
71IN02837,1965182068,65,2,C2068,3,70,730,2,7,,,,,,7,07,2,,,110,,,,,6,,087,051,18,0307,123,2,124418,,,940017,,,1971,6.0
71IN02838,1965182086,65,2,C2086,3,72,840,2,4,,,,,,7,07,3,,810,084,,03,116,138,,,068,029,18,,074,2,147918,,,158618,,09,1971,6.0
71IN02839,1965182093,65,2,C2093,3,70,730,2,4,,,,,,7,07,2,,702,088,,03,133,146,,,069,031,18,,082,2,124418,,,060918,,01,1971,6.0
71IN02840,1965182109,65,2,C2109,3,70,710,4,4,,,,,,7,07,2,,,107,,03,142,154,3,,094,047,18,0930,105,3,048218,,,141818,,06,1971,6.0
71IN02841,1965182136,65,2,C2136,3,72,970,2,7,,,,,,7,07,3,,910,101,,02,116,103,,,084,036,18,,080,2,140218,,,122918,,02,1971,6.0
71IN02842,1965182137,65,2,C2137,3,72,850,4,1,,,,,,7,07,3,, 42,078,,01,127,140,2,,092,038,18,0925,080,2,150818,,,103418,,02,1971,6.0
71IN02843,1965182151,65,2,C2151,3,72,920,4,4,,,,,,7,07,3,,820,090,,05,122,137,,,082,051,18,,135,2,157718,,,018418,,02,1971,6.0
71IN02844,1965182162,65,2,C2162,3,72,920,2,7,,,,,,7,07,3,,920,103,,01,128,157,,,083,039,18,,095,2,157718,,,077318,,02,1971,6.0
71IN02845,1965182167,65,2,C2167,3,72,820,,7,,,,,,7,07,3,,830,072,,01,106,124,,,076,025,18,,056,2,155818,,,161818,,01,1971,6.0
71IN02846,1965182168,65,2,C2168,3,72,820,4,1,,,,,,7,07,3,,,083,,,126,,7,,072,030,18,0912,075,2,155818,,,161818,,09,1971,6.0
71IN02847,1965182171,65,2,C2171,3,70,730,4,7,,,,,,7,07,2,,700,103,,03,146,172,,,080,033,18,,077,2,124418,,,000918,,02,1971,6.0
71IN02848,1965182182,65,2,C2182,3,70,710,4,4,,,,,,7,07,2,,701,091,,02,138,154,,,100,050,18,,119,2,048218,,,076318,,02,1971,6.0
71IN02849,1965182185,65,2,C2185,3,72,800,2,1,,,,,,7,07,3,,930,093,,01,125,144,,,081,039,18,,092,2,161418,,,150718,,02,1971,6.0
71IN02850,1965182209,65,2,C2209,3,,,2,7,,,,,,7,07,,,,088,,,112,,3,,077,038,18,0524,097,2,165318,,,991317,,,1971,6.0
71IN02851,1965182211,65,2,C2211,3,70,720,2,8,,,,,,7,07,2,,701,104,,03,145,157,,,083,051,18,,138,2,113218,,,957117,,02,1971,6.0
71IN02852,1965182242,65,2,C2242,3,70,710,2,4,,,,,,7,07,2,,,103,,13,136,135,3,,085,039,18,0930,091,2,048218,,,061618,,02,1971,6.0
71IN02853,1965182247,65,2,C2247,3,70,730,2,4,,,,,,7,07,2,,,118,,,,,6,,091,043,18,0325,099,2,124418,,,994917,,02,1971,6.0
71IN02854,1965182258,65,2,C2258,3,72,820,4,4,,,,,,7,07,3,, 43,081,,03,150,155,2,,061,030,18,0925,089,2,155818,,,111918,,02,1971,6.0
71IN02855,1965182263,65,2,C2263,3,72,890,4,4,,,,,,7,07,3,,840,085,,01,116,148,,,085,038,18,,091,2,139518,,,112718,,02,1971,6.0
71IN02856,1965182267,65,2,C2267,3,70,720,,7,,,,,,7,07,2,,702,098,,03,143,170,,,078,038,18,,090,2,113218,,,995617,,02,1971,6.0
71IN02857,1965182278,65,2,C2278,3,72,930,2,5,,,,,,7,07,3,,940,104,,02,134,153,,,074,042,18,,111,2,163018,,,023218,,02,1971,6.0
71IN02858,1965182284,65,2,C2284,3,70,720,,4,,,,,,7,07,2,,701,093,,02,133,168,,,079,037,18,,089,2,113218,,,141718,,02,1971,6.0
71IN02859,1965182295,65,2,C2295,3,72,930,4,8,,,,,,7,07,3,,850,094,,03,140,153,,,079,029,18,,067,2,163018,,,143118,,03,1971,6.0
71IN02860,1966182309,66,2,C2309,3,70,720,2,,,,,,,6,07,2,1,,103,09,11,123,155,3,,078,,18,0930,094,2,124418,,,149118,,02,1971,5.0
71IN02861,1966182325,66,2,C2325,3,70,720,4,,,,,,,6,07,2,1,,112,09,03,142,158,3,,105,,18,0930,126,2,124418,,,998417,,02,1971,5.0
71IN02862,1966182327,66,2,C2327,3,70,710,,,,,,,,6,07,2,1,,113,09,,100,,3,,086,,18,0607,111,2,139018,,,180418,,04,1971,5.0
71IN02863,1966182340,66,2,C2340,3,70,720,2,,,,,,,6,07,2,1,700,100,08,02,129,150,,,100,,18,,113,2,124418,,,994917,,02,1971,5.0
71IN02864,1966182344,66,2,C2344,3,72,810,2,,,,,,,6,07,3,1,950,082,11,02,127,143,,,074,,18,,078,2,182718,,,961017,,02,1971,5.0
71IN02865,1966182348,66,2,C2348,3,70,720,2,,,,,,,6,07,2,1,,114,08,12,152,140,3,,090,,18,0930,117,3,124418,,,112318,,02,1971,5.0
71IN02866,1966182350,66,2,C2350,3,70,730,2,,,,,,,6,07,2,1,701,118,09,03,146,148,,,082,,18,,134,3,113218,,,154118,,02,1971,5.0
71IN02867,1966182354,66,2,C2354,3,70,730,4,,,,,,,6,07,2,1,701,088,09,02,138,150,,,081,,18,,090,2,113218,,,143618,,02,1971,5.0
71IN02868,1966182355,66,2,C2355,3,70,730,4,,,,,,,6,07,2,1,702,097,09,02,123,143,,,081,,18,,096,2,113218,,,143618,,05,1971,5.0
71IN02869,1966182357,66,2,C2357,3,72,830,2,,,,,,,6,07,3,1,860,108,09,02,140,157,,,079,,18,,097,2,175218,,,003318,,02,1971,5.0
71IN02870,1966182359,66,2,C2359,3,70,710,4,,,,,,,6,07,2,1,41,110,09,02,140,152,2,,084,,18,0925,118,2,139018,,,148318,,01,1971,5.0
71IN02871,1966182363,66,2,C2363,3,72,890,4,,,,,,,6,07,3,1,960,108,10,03,128,145,,,071,,18,,100,2,180318,,,161918,,02,1971,5.0
71IN02872,1966182378,66,2,C2378,3,70,730,2,,,,,,,6,07,2,1,700,098,11,02,143,158,,,095,,18,,095,2,113218,,,117418,,01,1971,5.0
71IN02873,1966182386,66,2,C2386,3,72,970,2,,,,,,,6,07,3,1,870,098,10,,125,,,,085,,18,,103,2,197118,,,116618,,02,1971,5.0
71IN02874,1966182389,66,2,C2389,3,72,940,4,,,,,,,6,07,3,1,870,112,13,03,155,162,,,085,,18,,072,2,180218,,,111918,,02,1971,5.0
71IN02875,1966182391,66,2,C2391,3,70,730,,,,,,,,6,07,2,1,700,087,10,02,148,152,,,090,,18,,090,2,113218,,,149918,,02,1971,5.0
71IN02876,1966182406,66,2,C2406,3,70,730,4,,,,,,,6,07,2,1,702,092,10,02,112,142,,,078,,18,,091,2,113218,,,995617,,01,1971,5.0
71IN02877,1966182407,66,2,C2407,3,70,730,4,,,,,,,6,07,2,1,702,093,08,04,128,146,,,079,,18,,098,2,113218,,,995617,,02,1971,5.0
71IN02878,1966182421,66,2,C2421,3,72,880,4,,,,,,,6,07,3,3,,083,12,02,120,143,3,,085,,18,0930,082,2,190418,,,161818,,01,1971,5.0
71IN02879,1966182432,66,2,C2432,3,70,710,2,,,,,,,6,07,2,1,701,097,11,03,134,147,,,070,,18,,109,2,139018,,,119918,,02,1971,5.0
71IN02880,1966182450,66,2,C2450,3,72,810,2,,,,,,,6,07,3,1,970,092,13,02,140,148,,,073,,18,,082,2,182718,,,120218,,02,1971,5.0
71IN02881,1966182463,66,2,C2463,3,70,730,4,,,,,,,6,07,2,1,701,096,09,03,126,153,,,082,,18,,111,2,113218,,,170718,,02,1971,5.0
71IN02882,1966182490,66,2,C2490,3,72,920,2,,,,,,,6,07,3,3,880,103,11,02,132,145,,,083,,18,,098,2,165918,,,165018,,09,1971,5.0
71IN02883,1966182492,66,2,C2492,3,70,710,4,,,,,,,6,07,2,1,700,099,09,03,145,158,,,093,,18,,103,2,139018,,,148818,,02,1971,5.0
71IN02884,1966182495,66,2,C2495,3,72,910,4,,,,,,,6,07,3,1,980,115,13,02,144,163,,,068,,18,,108,2,157818,,,136818,,01,1971,5.0
71IN02885,1966182504,66,2,C2504,3,72,960,2,,,,,,,6,07,3,3,890,090,14,01,115,138,,,094,,18,,098,2,227718,,,191818,,02,1971,5.0
71IN02886,1966182510,66,2,C2510,3,70,730,2,,,,,,,6,07,2,3,,088,13,,,,6,,076,,18,0125,078,2,113218,,,163418,,,1971,5.0
71IN02887,1966182532,66,2,C2532,3,70,720,4,,,,,,,6,07,2,1, 40,096,10,04,131,152,2,,085,,18,0925,117,2,116518,,,104418,,02,1971,5.0
71IN02888,1966182551,66,2,C2551,3,72,870,4,,,,,,,6,07,3,1,990,080,14,01,113,127,,,077,,18,,083,2,188518,,,989117,,02,1971,5.0
71IN02889,1966182552,66,2,C2552,3,70,720,4,,,,,,,6,07,2,1,701,092,08,02,112,143,,,087,,18,,094,2,116518,,,178418,,02,1971,5.0
71IN02890,1966182559,66,2,C2559,3,72,880,2,,,,,,,6,07,3,3,,092,12,11,140,158,3,,082,,18,0930,082,2,190418,,,100018,,02,1971,5.0
71IN02891,1966182560,66,2,C2560,3,72,880,4,,,,,,,6,07,3,3,,095,11,,106,,3,,075,,18,0621,085,2,190418,,,100018,,01,1971,5.0
71IN02892,1966182572,66,2,C2572,3,72,810,2,,,,,,,6,07,3,1,800,106,09,01,168,180,,,081,,18,,085,2,182718,,,077318,,01,1971,5.0
71IN02893,1966182573,66,2,C2573,3,72,990,4,,,,,,,6,07,3,1,900,108,11,02,132,163,,,081,,18,,110,2,205818,,,117218,,01,1971,5.0
71IN02894,1966182583,66,2,C2583,3,72,910,2,,,,,,,6,07,3,1,,095,13,01,128,150,3,,068,,18,0930,100,2,157818,,,163318,,01,1971,5.0
71IN02895,1966182587,66,2,C2587,3,,,2,,,,,,,6,07,,3,,106,09,,155,,3,,083,,18,0524,096,2,116518,,,145318,,,1971,5.0
71IN02896,1966182593,66,2,C2593,3,72,800,4,,,,,,,6,07,3,1,810,094,12,02,125,138,,,075,,18,,103,2,188918,,,119018,,02,1971,5.0
71IN02897,1966182601,66,2,C2601,3,70,720,2,,,,,,,6,07,2,1,700,098,10,04,147,165,,,078,,18,,099,2,116518,,,154918,,03,1971,5.0
71IN02898,1966182624,66,2,C2624,3,70,720,4,,,,,,,6,07,2,1, 41,082,09,02,125,150,2,,089,,18,0925,113,2,116518,,,943617,,02,1971,5.0
71IN02899,1966182626,66,2,C2626,3,70,710,2,,,,,,,6,07,2,1,702,103,08,03,145,158,,,085,,18,,122,3,139018,,,168618,,05,1971,5.0
71IN02900,1966182634,66,2,C2634,3,72,870,4,,,,,,,6,07,3,1,910,085,13,01,135,154,,,070,,18,,097,2,188518,,,098018,,02,1971,5.0
71IN02901,1967182640,67,2,C2640,3,,,3,,,,,,2,5,07,,1,,086,10,,122,,3,72,090,046,18,0524,107,2,225318,,,125318,,,1971,4.0
71IN02902,1967182665,67,2,C2665,3,70,720,1,,,,,,2,5,07,2,1,701,113,11,02,148,153,,70,093,052,18,,125,2,116518,,,147418,,02,1971,4.0
71IN02903,1967182685,67,2,C2685,3,70,730,1,,,,,,3,5,07,2,1,700,105,10,02,124,137,,70,097,051,18,,121,2,139018,,,106618,,02,1971,4.0
71IN02904,1967182691,67,2,C2691,3,70,730,3,,,,,,2,5,07,2,1,702,113,09,02,154,158,,70,085,049,18,,125,2,139018,,,156218,,01,1971,4.0
71IN02905,1967182700,67,2,C2700,3,72,880,1,,,,,,2,5,07,3,3,820,088,10,02,135,156,,72,079,044,18,,110,2,223718,,,053718,,09,1971,4.0
71IN02906,1967182710,67,2,C2710,3,72,950,3,,,,,,2,5,07,3,1,,093,12,,,,6,72,097,049,18,0325,112,2,210018,,,192518,,,1971,4.0
71IN02907,1967182711,67,2,C2711,3,72,950,1,,,,,,2,5,07,3,1,40,098,12,02,125,145,2,72,097,043,18,0925,102,3,210018,,,192518,,02,1971,4.0
71IN02908,1967182716,67,2,C2716,3,70,720,1,,,,,,2,5,07,2,1,700,094,10,02,136,153,,70,091,044,18,,104,3,116518,,,149918,,02,1971,4.0
71IN02909,1967182732,67,2,C2732,3,72,810,1,,,,,,1,5,07,3,1,920,093,14,02,125,142,,72,070,042,18,,114,2,203918,,,179618,,02,1971,4.0
71IN02910,1967182733,67,2,C2733,3,72,920,3,,,,,,2,5,07,3,1,830,084,12,02,130,138,,72,095,046,18,,103,2,204318,,,148218,,01,1971,4.0
71IN02911,1967182785,67,2,C2785,3,72,850,4,,,,,,2,5,07,3,1,930,093,08,02,140,157,,72,086,036,18,,081,2,213218,,,171918,,02,1971,4.0
71IN02912,1967182809,67,2,C2809,3,70,710,3,,,,,,3,5,07,2,1,702,102,08,01,128,154,,70,093,056,18,,141,2,113218,,,148318,,01,1971,4.0
71IN02913,1967182812,67,2,C2812,3,72,980,2,,,,,,2,5,07,3,1,840,092,10,02,122,134,,72,079,040,18,,098,2,223118,,,041018,,02,1971,4.0
71IN02914,1967182829,67,2,C2829,3,70,720,4,,,,,,2,5,07,2,1,40,105,08,03,133,163,2,70,097,045,18,0925,103,2,116518,,,014518,,01,1971,4.0
71IN02915,1967182836,67,2,C2836,3,70,720,3,,,,,,2,5,07,2,1,702,097,09,02,118,145,,70,102,044,18,,094,2,116518,,,199318,,02,1971,4.0
71IN02916,1967182847,67,2,C2847,3,72,950,4,,,,,,2,5,07,3,1,940,098,08,03,123,140,,72,096,049,18,,117,4,210018,,,077118,,02,1971,4.0
71IN02917,1967182857,67,2,C2857,3,70,710,2,,,,,,2,5,07,2,1,,111,10,12,156,165,3,70,086,051,18,0930,130,3,113218,,,061818,,02,1971,4.0
71IN02918,1967182858,67,2,C2858,3,70,710,1,,,,,,2,5,07,2,1,702,098,11,02,142,165,,70,090,047,18,,115,2,113218,,,061818,,02,1971,4.0
71IN02919,1967182864,67,2,C2864,3,70,710,3,,,,,,2,5,07,2,1,702,098,08,02,140,150,,70,100,051,18,,118,2,113218,,,943617,,02,1971,4.0
71IN02920,1967182868,67,2,C2868,3,72,990,1,,,,,,2,5,07,3,1,850,092,09,02,122,138,,72,070,030,18,,076,2,225218,,,186318,,01,1971,4.0
71IN02921,1967182884,67,2,C2884,3,70,730,4,,,,,,2,5,07,2,1,701,083,13,03,145,160,,70,074,032,18,,078,2,139018,,,099218,,02,1971,4.0
71IN02922,1967182886,67,2,C2886,3,72,960,2,,,,,,1,5,07,3,3,950,088,13,02,125,118,,72,071,041,18,,109,2,214518,,,190118,,02,1971,4.0
71IN02923,1967182890,67,2,C2890,3,72,920,3,,,,,,1,5,07,3,1,860,096,09,01,117,133,,72,087,040,18,,091,2,204318,,,203618,,02,1971,4.0
71IN02924,1967182895,67,2,C2895,3,70,710,2,,,,,,2,5,07,2,1,700,088,07,04,132,158,,70,093,039,18,,088,2,113218,,,138018,,02,1971,4.0
71IN02925,1967182896,67,2,C2896,3,70,730,2,,,,,,1,5,07,2,1,702,112,10,02,143,158,,70,099,044,18,,095,2,139018,,,226718,,02,1971,4.0
71IN02926,1967182902,67,2,C2902,3,72,980,4,,,,,,2,5,07,3,1,960,096,14,03,132,145,,72,088,042,18,,103,3,223118,,,160718,,02,1971,4.0
71IN02927,1967182906,67,2,C2906,3,70,710,3,,,,,,1,5,07,2,1,701,098,09,02,152,172,,70,088,046,18,,112,2,113218,,,180918,,02,1971,4.0
71IN02928,1967182909,67,2,C2909,3,70,710,4,,,,,,2,5,07,2,1,,110,10,,150,,6,70,082,039,18,0528,095,2,113218,,,988817,,02,1971,4.0
71IN02929,1967182917,67,2,C2917,3,72,840,1,,,,,,2,5,07,3,3,870,094,11,03,140,158,,72,088,038,18,,092,2,208318,,,143018,,02,1971,4.0
71IN02930,1967182924,67,2,C2924,3,72,850,3,,,,,,1,5,07,3,1,970,074,10,05,112,138,,72,089,046,18,,108,2,213218,,,218518,,02,1971,4.0
71IN02931,1967182928,67,2,C2928,3,70,710,4,,,,,,2,5,07,2,1,700,102,08,01,133,156,,70,099,046,18,,104,2,113218,,,178718,,02,1971,4.0
71IN02932,1967182929,67,2,C2929,3,70,720,1,,,,,,1,5,07,2,1,701,083,10,02,114,135,,70,086,041,18,,095,2,116518,,,199918,,02,1971,4.0
71IN02933,1967182948,67,2,C2948,3,72,810,2,,,,,,1,5,07,3,1,40,090,11,05,123,135,2,72,082,033,18,0925,074,2,203918,,,229318,,02,1971,4.0
71IN02934,1967182959,67,2,C2959,3,72,930,1,,,,,,2,5,07,3,1,880,091,09,01,123,136,,72,088,039,18,,087,2,206318,,,091218,,02,1971,4.0
71IN02935,1967182960,67,2,C2960,3,70,710,2,,,,,,3,5,07,2,1,701,087,09,02,128,133,,70,087,043,18,,106,2,113218,,,168018,,02,1971,4.0
71IN02936,1967182962,67,2,C2962,3,72,840,,,,,,,1,5,07,3,1,,094,10,,133,,7,72,084,040,18,0912,095,2,208318,,,220918,,02,1971,4.0
71IN02937,1967182967,67,2,C2967,3,70,720,3,,,,,,2,5,07,2,1,701,091,08,02,138,142,,70,090,041,18,,101,3,116518,,,159818,,02,1971,4.0
71IN02938,1967182971,67,2,C2971,3,70,730,2,,,,,,2,5,07,2,1,,105,08,,125,,6,70,080,035,18,0912,081,2,139018,,,019918,,02,1971,4.0
71IN02939,1967182982,67,2,C2982,3,72,910,3,,,,,,2,5,07,3,1,980,084,10,02,120,144,,72,076,037,18,,093,2,202618,,,986717,,02,1971,4.0
71IN02940,1967182984,67,2,C2984,3,70,720,4,,,,,,2,5,07,2,1,700,108,09,03,138,163,,70,093,050,18,,120,2,116518,,,228418,,02,1971,4.0
71IN02941,1967182985,67,2,C2985,3,,,4,,,,,,1,5,07,,1,,111,10,,152,,3,72,077,037,18,0524,090,2,223118,,,117218,,,1971,4.0
71IN02942,1967182986,67,2,C2986,3,72,900,1,,,,,,1,5,07,3,1,890,093,11,02,140,158,,72,100,045,18,,100,2,203018,,,229518,,02,1971,4.0
71IN02943,1967182990,67,2,C2990,3,72,860,2,,,,,,1,5,07,3,1,,106,09,,123,,6,72,077,040,18,0601,102,2,219918,,,165018,,01,1971,4.0
71IN02944,1967182991,67,2,C2991,3,72,910,4,,,,,,3,5,07,3,1,990,064,14,02,113,133,,72,086,032,18,,070,2,202618,,,227818,,01,1971,4.0
71IN02945,1968183017,68,2,C3017,3,70,730,2,,,,,,2,4,07,2,1,702,094,09,01,122,142,,70,095,,18,,102,2,197518,,,168018,,02,1971,3.0
71IN02946,1968183023,68,2,C3023,3,70,710,4,,,,,,1,4,07,2,1,702,102,09,02,148,163,,70,098,,18,,123,3,113218,,,199418,,01,1971,3.0
71IN02947,1968183030,68,2,C3030,3,72,970,4,,,,,,2,4,07,3,1, 39,105,09,02,127,153,2,72,087,,18,0925,091,2,256718,,,143018,,01,1971,3.0
71IN02948,1968183037,68,2,C3037,3,70,720,2,,,,,,3,4,07,2,1,702,113,09,02,143,160,,70,099,,18,,118,2,177718,,,169118,,01,1971,3.0
71IN02949,1968183039,68,2,C3039,3,72,890,2,,,,,,1,4,07,3,3,800,088,10,02,101,126,,72,076,,18,,107,2,248618,,,198718,,01,1971,3.0
71IN02950,1968183040,68,2,C3040,3,70,730,4,,,,,,1,4,07,2,1,700,123,09,01,140,163,,70,085,,18,,124,2,197518,,,154918,,01,1971,3.0
71IN02951,1968183041,68,2,C3041,3,72,960,4,,,,,,1,4,07,3,1,39,076,09,01,108,125,2,72,089,,18,0925,110,2,263018,,,233118,,01,1971,3.0
71IN02952,1968183049,68,2,C3049,3,72,930,2,,,,,,3,4,07,3,1,39,088,09,02,105,130,2,72,080,,18,0925,119,2,244818,,,126918,,01,1971,3.0
71IN02953,1968183054,68,2,C3054,3,72,920,4,,,,,,2,4,07,3,1,900,079,11,02,106,128,,72,093,,18,,078,2,240118,,,205318,,02,1971,3.0
71IN02954,1968183064,68,2,C3064,3,70,710,2,,,,,,2,4,07,2,1,,096,09,13,117,128,3,7,098,,18,0930,084,2,113218,,,258818,,01,1971,3.0
