UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,BRAND,C34,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
79IN01064,1978017478,78,2,P7478,,73, 02,,2,,,1,,,,15,, 03,,,,109,130,,,30,,01,,,553507,8,,499007,,2,1979
79IN01065,1978017479,78,1,P7479,,73, 04,,2,3,,0,,,,,,,,,,113,116,3,,30,,01,0831,,237909,Y,197,028008,93,,1979
79IN01066,1978017480,78,1,P7480,,73, 04,,2,2,,0,,,,,,260,,,,100,114,2,,30,,01,0920,,237909,Y,197,028008,92,,1979
79IN01067,1978017481,78,2,P7481,,74, 04,,2,,,0,,,,15,, 01,,,,99,132,,,30,,01,,,237909,8,,209008,,2,1979
79IN01068,1978017482,78,1,P7482,,74, 04,,2,2,,0,,,,,,177,,,,108,116,2,,30,,01,0920,,237909,Y,234,289808,92,,1979
79IN01069,1978017484,78,2,P7484,,75, 08,,2,,,1,,,,15,, 01,,,,93,125,,,30,,01,,,479407,8,,461307,,4,1979
79IN01070,1978017485,78,2,P7485,,75, 07,,2,,,1,,,,,,,,,,93,,6,,30,,01,0726,,541307,8,,479507,28,,1979
79IN01071,1978017486,78,2,P7486,,75, 07,,2,,,1,,,,15,, 02,,,,79,112,,,30,,01,,,541307,8,,479507,,4,1979
79IN01072,1978017489,78,2,P7489,,75, 08,,2,,,1,,,,15,, 12,,,,88,111,,,30,,01,,,479407,8,,143007,,,1979
79IN01073,1978017490,78,2,P7490,,75, 08,,2,,,1,,,,15,, 11,,,,105,110,,,30,,01,,,479407,8,,143007,,,1979
79IN01074,1978017491,78,1,P7491,,75, 08,,2,2,,1,,,,,,238,,,,107,114,2,,30,,01,0920,,479407,Y,184,345707,92,,1979
79IN01075,1978017492,78,2,P7492,,75, 08,,2,2,,1,,,,15,, 06,,, 2,87,94,,,30,,01,,,479407,8,,345707,,3,1979
79IN01076,1978017493,78,2,P7493,,75, 08,,2,,,1,,,,15,, 03,,,,71,100,,,30,,01,,,479407,8,,486207,,3,1979
79IN01077,1978017494,78,1,P7494,,75, 08,,2,,,1,,,,,,,,,,,,3,,30,,01,0206,,479407,*,,486207,93,,1979
79IN01078,1978017495,78,1,P7495,,75, 04,,2,,,0,,,,,,,,,,,,3,,30,,01,0226,,237909,*,,441008,93,,1979
79IN01079,1978017496,78,2,P7496,,75, 04,,2,,,0,,,,15,, 11,,,,72,92,,,30,,01,,,237909,8,,273308,,,1979
79IN01080,1978017497,78,1,P7497,,74, 03,,2,2,,0,,,,,,262,,,,85,100,2,,30,,01,0920,,427408,Y,226,331809,92,,1979
79IN01081,1978017498,78,2,P7498,,74, 03,,2,,,0,,,,15,, 03,,,,89,112,,,30,,01,,,427408,8,,331809,,2,1979
79IN01082,1978017499,78,2,P7499,,73, 04,,2,,,0,,,,15,, 07,,,,81,104,,,30,,01,,,237909,8,,361208,,1,1979
79IN01083,1978017500,78,2,P7500,,73, 04,,2,,,0,,,,15,, 02,,,,80,102,,,30,,01,,,237909,8,,160708,,2,1979
79IN01084,1978017501,78,2,P7501,,75, 07,,2,,,1,,,,,,,,,,,,3,,30,,01,0206,,541307,*,,121607,93,,1979
79IN01085,1978017502,78,1,P7502,,75, 07,,2,,,1,,,,,,,,,,,,3,,30,,01,0226,,541307,*,,121607,93,,1979
79IN01086,1978017504,78,1,P7504,,74, 04,,2,2,,0,,,,,,,,,,92,106,,,30,,01,,,237909,Y,206,358608,,,1979
79IN01087,1978017505,78,2,P7505,,74, 04,,2,,,0,,,,15,, 04,,,,73,104,,,30,,01,,,237909,8,,358608,,1,1979
79IN01088,1978017506,78,2,P7506,,74, 03,,2,,,0,,,,15,, 02,,,,73,115,,,30,,01,,,427408,8,,284409,,1,1979
79IN01089,1978017507,78,1,P7507,,74, 03,,2,3,,0,,,,,,,,,,84,98,3,,30,,01,0730,,427408,Y,257,284409,93,,1979
79IN01090,1978017511,78,2,P7511,,75, 08,,2,,,1,,,,15,, 11,,,,124,141,,,30,,01,,,479407,8,,270307,,,1979
79IN01091,1978017512,78,2,P7512,,75, 08,,2,,,1,,,,15,, 04,,, 1,95,139,,,30,,01,,,479407,8,,270307,,4,1979
79IN01092,1978017513,78,1,P7513,,75, 08,,2,,,1,,,,,,,,,,,,3,,30,,01,0206,,479407,*,,270307,93,,1979
79IN01093,1978017514,78,2,P7514,,75, 07,,2,,,1,,,,,,,,,,,,3,,30,,01,0206,,541307,*,,482207,93,,1979
79IN01094,1978017515,78,1,P7515,,75, 07,,2,,,1,,,,,,,,,,,,3,,30,,01,0226,,541307,*,,482207,93,,1979
79IN01095,1978017518,78,1,P7518,,74, 05,,2,,,1,,,,,,,,,,65,,3,,30,,01,0723,,619407,*,,534707,93,,1979
79IN01096,1978017519,78,1,P7519,,73, 03,,2,2,,0,,,,,,259,,,,105,116,2,,30,,01,0920,,427408,Y,242,309209,92,,1979
79IN01097,1978017520,78,1,P7520,,73, 03,,2,,,0,,,,,,,,,,,,3,,30,,01,0206,,427408,*,,309209,93,,1979
79IN01098,1978017521,78,2,P7521,,75, 08,,2,,,1,,,,,,,,,,,,3,,30,,01,0206,,479407,*,,213907,93,,1979
79IN01099,1978017522,78,2,P7522,,73, 03,,2,,,0,,,,15,, 01,,,,91,121,,,30,,01,,,427408,8,,284009,,2,1979
79IN01100,1978017523,78,2,P7523,,73, 03,,2,,,0,,,,15,, 02,,,,110,137,,,30,,01,,,427408,8,,147409,,1,1979
79IN01101,1978017525,78,2,P7525,,74, 03,,2,,,0,,,,,, 03,,,,92,,7,,30,,01,1018,,427408,8,,220009,97,2,1979
79IN01102,1978017528,78,2,P7528,,00,000,,2,,,0,,,,,,,,,,,,3,,00,,01,0206,,,*,,058507,93,,1979
79IN01103,1969380019,69,2,80019,,73,23,,1,,3,0,,,,,,,,,,161,,5,,08,,38,1123,,000008,K,,095804,95,,1979
79IN01104,1969380031,69,2,80031,,74,23,,1,,,0,,,,,, 01,,,,149,173,6,,08,,38,1115,,000008,8,,109404,02,1,1979
79IN01105,1969380058,69,2,80058,,74,23,,1,2,,0,,,,,, 23,,, 5,125,137,2,,08,,38,0920,,000008,8,,349301,92,,1979
79IN01106,1969380105,69,2,80105,,74,23,,1,,,0,,,,,, 12,,,,143,146,,,08,,38,,,000008,8,,083104,,,1979
79IN01107,1970380235,70,2,80235,,74,23,,1,,,0,,,,00,, 03,,,,150,163,,,08,,38,,,004208,8,,113004,,2,1979
79IN01108,1970380277,70,2,80277,,73,11,,2,3,,0,,,,,,,,, 3,122,118,3,,08,,38,1001,,000008,8,,005808,93,,1979
79IN01109,1970380280,70,2,80280,,73,12,,2,2,,0,,,,,, 23,,, 3,132,132,2,,08,,38,0920,,000008,8,,001408,92,,1979
79IN01110,1971010783,71,2,P0783,,73,22,,1,,,0,,,,90,, 07,,,,141,151,,,08,,01,,,017608,8,,023508,,1,1979
79IN01111,1971011206,71,2,P1206,,73,06,,2,,,0,,,,85,, 12,,,,159,166,,,08,,01,,,000008,8,,019008,,,1979
79IN01112,1971011234,71,2,P1234,,74,07,,2,3,,0,,,,85,, 12,,,,155,164,,,08,,01,,,000008,8,,327508,,,1979
79IN01113,1971011249,71,2,P1249,,74,07,,2,,,0,,,,85,, 12,,,,122,137,,,08,,01,,,000008,8,,021108,,,1979
79IN01114,1971011255,71,2,P1255,,74,07,,2,,3,0,,,,,,,,,,176,,5,,08,,01,1015,,000008,K,,018008,95,,1979
79IN01115,1972011270,72,2,P1270,,73,22,,1,,,0,,,,80,, 12,,,,152,143,,,08,,01,,,017608,8,,010508,,,1979
79IN01116,1972011394,72,2,P1394,,74,22,,1,,,0,,,,80,, 04,,,,151,161,,,08,,01,,,017608,8,,001008,,2,1979
79IN01117,1972011445,72,2,P1445,,73,22,,1,,,0,,,,80,, 03,,,,116,139,,,08,,01,,,017608,8,,021208,,1,1979
79IN01118,1972011478,72,2,P1478,,74,23,,1,2,,0,,,,,,,,,,92,,7, 00,08,0,01,1116,,017008,8,,001108,97,,1979
79IN01119,1972011544,72,2,P1544,,75,22,,1,,,0,,,,80,, 02,,,,128,140,,,08,,01,,,017608,8,,019108,,3,1979
79IN01120,1972011567,72,2,P1567,,74,23,,1,,,0,,,,80,, 12,,,,167,166,,,08,,01,,,017008,8,,022708,,,1979
79IN01121,1972011607,72,2,P1607,,73,22,,1,,,0,,,,80,, 02,,,,152,164,,,08,,01,,,017608,8,,012808,,2,1979
79IN01122,1972011663,72,2,P1663,,74,22,,1,3,,0,,,,,,,,, 9,138,153,,,08,,01,,,017608,8,,003108,,,1979
79IN01123,1972011703,72,2,P1703,,74,23,,1,3,,0,,,,,, 02,,, 2,124,132,,,08,,01,,,017008,8,,010608,,,1979
79IN01124,1972011827,72,2,P1827,,75,21,,1,,,0,,,,80,, 01,,,,146,158,,,08,,01,,,020908,8,,022008,,4,1979
79IN01125,1973012020,73,2,P2020,,75,611,,1,,,0,,,,70,, 03,,,,153,173,,,08,,01,,,147608,8,,160708,,3,1979
79IN01126,1973012048,73,2,P2048,,73,21,,1,2,,0,,,,,, 22,,, 2,162,170,2, 00,08,0,01,0920,,102508,8,,002108,92,,1979
79IN01127,1973012090,73,2,P2090,,74,23,,1,,,0,,,,70,, 01,,,,147,169,,,08,,01,,,118908,8,,010508,,1,1979
79IN01128,1973012193,73,2,P2193,,73,37,,1,2,,0,,,,,, 22,,, 2,142,157,2,,08,,01,0920,,119008,8,,019708,92,,1979
79IN01129,1973012227,73,2,P2227,,73,23,,1,,,0,,,,70,, 03,,,,184,178,,,08,,01,,,118908,8,,005408,,1,1979
79IN01130,1973012396,73,2,P2396,,73,21,,1,,,0,,,,70,, 01,,,,160,158,,,08,,01,,,102508,8,,017708,,2,1979
79IN01131,1973012398,73,2,P2398,,73,21,,1,,,0,,,,70,, 12,,,,184,186,,,08,,01,,,102508,8,,023508,,,1979
79IN01132,1973012499,73,2,P2499,,74,611,,1,,,0,,,,,,,,,,179,,5,,08,,01,1015,,147608,8,,162708,95,,1979
79IN01133,1973012613,73,2,P2613,,74,611,,1,,,0,,,,70,, 03,,,,184,196,,,08,,01,,,147608,8,,155608,,2,1979
79IN01134,1973012673,73,2,P2673,,73,08,,2,,,0,,,,65,, 07,,,,126,144,,,08,,01,,,109208,8,,120608,,2,1979
79IN01135,1973012675,73,2,P2675,,74,08,,2,,,0,,,,65,, 04,,,,126,142,,,08,,01,,,109208,8,,120608,,1,1979
79IN01136,1973012733,73,2,P2733,,75,07,,2,,,0,,,,65,, 07,,,,125,130,,,08,,01,,,102508,8,,125508,,4,1979
79IN01137,1974012829,74,1,P2829,,,22,,1,1,,0,,,2,,,,,,,211,230,,,08,,01,,,118908,M,,010308,,,1979
79IN01138,1974012898,74,2,P2898,,74,22,,1,,,0,,,3,60,, 01,,,,162,164,,,08,,01,,,118908,8,,099708,,2,1979
79IN01139,1974012926,74,2,P2926,,74,22,,1,,,0,,,2,60,, 12,,,,165,168,,,08,,01,,,118908,8,,016508,,,1979
79IN01140,1974012976,74,2,P2976,,75,23,,1,,,0,,,2,60,, 12,,,,147,158,,,08,,01,,,102508,8,,015608,,,1979
79IN01141,1974013094,74,2,P3094,,73,21,,1,,,0,,,2,60,, 03,,,,141,174,,,08,,01,,,231008,8,,010508,,1,1979
79IN01142,1974013154,74,2,P3154,,74,23,,1,,,0,,,3,60,, 11,,,,163,169,, 00,08,0,01,,,102508,8,,019408,,,1979
79IN01143,1974013174,74,2,P3174,,75,23,,1,,,0,,,2,60,, 02,,,,132,146,,,08,,01,,,102508,8,,327508,,4,1979
79IN01144,1974013175,74,2,P3175,,75,21,,1,,,0,,,1,60,, 12,,,,139,156,,,08,,01,,,231008,8,,170308,,,1979
79IN01145,1974013236,74,2,P3236,,73,23,,1,2,,0,,,1,,, 22,,, 2,155,154,2,,08,,01,0920,,102508,8,,162708,92,,1979
79IN01146,1974013464,74,2,P3464,,73,09,,2,3,,0,,,,,,,,,,174,,7,,08,,01,0701,,000008,8,,125508,97,,1979
79IN01147,1974013469,74,2,P3469,,73,07,,2,2,,0,,,,,, 22,,, 2,170,152,2,,08,,01,0920,,000008,8,,273308,92,,1979
79IN01148,1974013557,74,2,P3557,,74,09,,2,,,0,,,,55,, 01,,,,152,160,,,08,,01,,,000008,8,,016208,,2,1979
79IN01149,1974013586,74,2,P3586,,74,07,,2,,,0,,,,,,,,,,150,,3,,08,,01,1210,,000008,8,,022008,93,,1979
79IN01150,1974013612,74,2,P3612,,73,08,,2,,,0,,,,55,, 01,,,,142,152,,,08,,01,,,000008,8,,202108,,1,1979
79IN01151,1975013634,75,2,P3634,,74,11,,1,,,0,,,3,50,, 03,,,,142,176,,,08,,01,,,213708,8,,053108,,1,1979
79IN01152,1975013669,75,2,P3669,,75,12,,1,,,0,,,2,,,,,,,,,6,,08,,01,0109,,219808,*,,085708,15,,1979
79IN01153,1975013681,75,2,P3681,,75,11,,1,,,0,,,3,,,,,,,,,6,,08,,01,0109,,213708,*,,069608,15,,1979
79IN01154,1975013695,75,2,P3695,,73,13,,1,,,0,,,2,50,, 12,,,,172,185,,,08,,01,,,301408,8,,123308,,,1979
79IN01155,1975013696,75,2,P3696,,74,11,,1,,,0,,,2,50,, 04,,,,152,162,,,08,,01,,,213708,8,,083308,,1,1979
79IN01156,1975013705,75,2,P3705,,75,12,,1,,,0,,,2,,,,,,,,,7,,08,,01,0525,,219808,*,,327508,97,,1979
79IN01157,1975013758,75,2,P3758,,73,12,,1,,,0,,,3,,,,,,,,,6,,08,,01,0402,,219808,*,,208808,01,,1979
79IN01158,1975013797,75,2,P3797,,74,13,,1,,,0,,,2,,,,,,,164,,6,,08,,01,0907,,301408,8,,123408,01,,1979
79IN01159,1975013809,75,1,P3809,,,12,,1,1,,0,,,2,,,,,,,215,235,,,08,,01,,,219808,M,,009908,,,1979
79IN01160,1975013810,75,1,P3810,,,12,,1,1,,0,,,2,,,,,,,198,220,,,08,,01,,,219808,M,,009908,,,1979
79IN01161,1975013859,75,2,P3859,,75,13,,1,,,0,,,2,50,, 04,,,,157,161,,,08,,01,,,301408,8,,001908,,3,1979
79IN01162,1975013972,75,2,P3972,,73,13,,1,,,0,,,2,50,, 12,,,,194,201,,,08,,01,,,301408,8,,124908,,,1979
79IN01163,1975014008,75,2,P4008,,74,12,,1,,,0,,,2,50,, 02,,,,145,172,,,08,,01,,,219808,8,,015608,,2,1979
79IN01164,1975014099,75,2,P4099,,73,11,,1,,,0,,,2,50,, 11,,,,142,144,, 00,08,0,01,,,213708,8,,027708,,,1979
79IN01165,1975014261,75,2,P4261,,74,37,,1,,,0,,,3,50,, 01,,,,129,151,,,08,,01,,,118908,8,,239608,,1,1979
79IN01166,1975014274,75,1,P4274,,,37,,1,1,,0,,,3,,,,,,,201,206,,,08,,01,,,118908,M,,239208,,,1979
79IN01167,1975014297,75,2,P4297,,74,36,,1,,,0,,,1,50,, 03,,,,159,173,,,08,,01,,,276108,8,,200408,,2,1979
79IN01168,1975014387,75,2,P4387,,75,08,,2,,,0,,,,,,,,,,180,,6,,08,,01,0524,,000008,8,,261308,01,,1979
79IN01169,1975014410,75,2,P4410,,75,08,,2,,,0,,,,45,, 03,,,,148,167,,,08,,01,,,000008,8,,327508,,3,1979
79IN01170,1975014490,75,2,P4490,,74,08,,2,,,0,,,,45,, 04,,,,128,141,,,08,,01,,,000008,8,,023508,,2,1979
79IN01171,1975014496,75,2,P4496,,74,07,,2,,,0,,,,,, 02,,,,172,,7,,08,,01,1018,,000008,8,,010308,97,1,1979
79IN01172,1975014501,75,2,P4501,,73,09,,2,,,0,,,,45,, 03,,,,134,164,,,08,,01,,,000008,8,,230308,,2,1979
79IN01173,1975014516,75,2,P4516,,75,09,,2,3,,0,,,,,,,,,12,160,156,,,08,,01,,,000008,8,,182708,,,1979
79IN01174,1969390018,69,2,90018,,70,09,,1,,,0,,,,,,,,,,,,6,,51,,39,0422,,000195,*,,325901,01,,1979
79IN01175,1969390021,69,2,90021,,70,09,,1,2,,0,,,,,,,,, 3,102,118,3,,51,,39,1001,,000195,2,,336601,93,,1979
79IN01176,1970390085,70,2,90085,,71,09,,1,,,0,,,,,,,,,,120,,6,,51,,39,0814,,000095,2,,384601,11,,1979
79IN01177,1970390089,70,2,90089,,71,09,,1,2,,0,,,,,, 26,,, 2,166,169,2,,51,,39,0920,,000095,2,,360201,92,,1979
79IN01178,1970390107,70,2,90107,,71,09,,1,,,0,,,,00,,714,,, 3,132,139,,,51,,39,,,000095,1,,368401,,,1979
79IN01179,1970390111,70,2,90111,,71,09,,1,,,0,,,,00,,714,,, 3,127,128,,,51,,39,,,000095,1,,389401,,,1979
79IN01180,1970390165,70,2,90165,,70,09,,1,2,,0,,,,,, 26,,, 2,151,139,2,,51,,39,0920,,000095,1,,407501,92,,1979
79IN01181,1970390169,70,2,90169,,71,09,,1,3,,0,,,,,,,,, 3,164,166,3,,51,,39,1001,,000095,3,,416401,93,,1979
79IN01182,1970390175,70,2,90175,,71,09,,1,3,,0,,,,,,,,, 2,134,124,3,,51,,39,1001,,000095,1,,374901,93,,1979
79IN01183,1971010519,71,2,P0519,,70,10,,1,,,0,,,,90,,704,,, 2,138,138,,,51,,01,,,000695,2,,414401,,,1979
79IN01184,1971010634,71,2,P0634,,71,10,,1,,,0,,,,90,,714,,, 3,126,133,,,51,,01,,,000695,1,,374901,,,1979
79IN01185,1971010639,71,2,P0639,,70,09,,1,,,0,,,,90,,704,,, 9,133,116,,,51,,01,,,000395,3,,349301,,,1979
79IN01186,1971010730,71,2,P0730,,71,09,,1,2,,0,,,,,, 26,,, 2,123,138,2,,51,,01,0920,,000395,3,,428401,92,,1979
79IN01187,1971010756,71,2,P0756,,71,10,,1,,,0,,,,,,,,,,116,,3,,51,,01,1015,,000695,8,,425201,93,,1979
79IN01188,1971010758,71,2,P0758,,70,10,,1,,,0,,,,90,,704,,, 2,162,143,,,51,,01,,,000695,2,,431601,,,1979
79IN01189,1972011277,72,2,P1277,,71,10,,1,,,0,,,,80,,714,,, 2,142,148,,,51,,01,,,000695,1,,349301,,,1979
79IN01190,1972011329,72,2,P1329,,71,09,,1,,,0,,,,80,,714,,, 1,140,140,,,51,,01,,,000495,1,,390101,,,1979
79IN01191,1972011423,72,2,P1423,,71,10,,1,,,0,,,,80,,714,,, 2,128,137,,,51,,01,,,000695,1,,366701,,,1979
79IN01192,1972011474,72,2,P1474,,70,09,,1,,,0,,,,80,,704,,, 2,146,134,,,51,,01,,,000495,2,,002401,,,1979
79IN01193,1972011611,72,2,P1611,,71,09,,1,,,0,,,,80,,714,,, 3,158,148,,,51,,01,,,000495,1,,005901,,,1979
79IN01194,1972011628,72,2,P1628,,70,09,,1,,,0,,,,,,,,,,,,6,,51,,01,0212,,000495,*,,351701,19,,1979
79IN01195,1972011704,72,2,P1704,,70,09,,1,,,0,,,,,,,,,,,,6,,51,,01,0203,,000495,*,,431501,06,,1979
79IN01196,1973011996,73,2,P1996,,71,08,,1,,,0,,,,70,,714,,, 3,137,148,,,51,,01,,,078809,2,,013409,,,1979
79IN01197,1973011999,73,2,P1999,,71,08,,1,,,0,,,,70,,714,,, 2,138,148,,,51,,01,,,078809,1,,008909,,,1979
79IN01198,1973012017,73,2,P2017,,74,09,,1,,3,0,,,,,,,,,,,,6,,51,,01,0512,,070509,*,,007109,01,,1979
79IN01199,1973012024,73,2,P2024,,71,10,,1,,,0,,,,,,,,,,152,,6,,51,,01,0629,,010609,1,,067409,01,,1979
79IN01200,1973012039,73,2,P2039,,70,09,,1,,,0,,,,,,,,,,130,,6,,51,,01,0522,,070509,1,,009709,01,,1979
79IN01201,1973012097,73,2,P2097,,70,08,,1,3,,0,,,,,,,,, 2,108,86,7,,51,,01,1001,,078809,2,,007309,97,,1979
79IN01202,1973012105,73,4,P2105,,,10,,1,1,,0,,,,,,,,,,135,147,,,51,,01,,,010609,M,,069709,,,1979
79IN01203,1973012117,73,2,P2117,,71,10,,1,,3,0,,,,,,,,,,141,,5,,51,,01,0618,,010609,K,,066609,95,,1979
79IN01204,1973012183,73,2,P2183,,70,10,,1,,,0,,,,70,,704,,, 3,110,131,,,51,,01,,,010609,1,,094409,,,1979
79IN01205,1973012200,73,2,P2200,,70,08,,1,,,0,,,,70,,704,,, 3,135,137,,,51,,01,,,078809,2,,007009,,,1979
79IN01206,1973012229,73,2,P2229,,70,491,,1,,,0,,,,70,,704,,, 7,131,122,,,51,,01,,,148109,2,,168409,,,1979
79IN01207,1973012360,73,2,P2360,,71,08,,1,,,0,,,,,,,,,,127,,7,,51,,01,0912,,078809,1,,004109,97,,1979
79IN01208,1973012454,73,2,P2454,,70,38,,1,,,0,,,,70,,704,,, 2,150,152,,,51,,01,,,116509,2,,020509,,,1979
79IN01209,1973012465,73,2,P2465,,71,09,,1,,,0,,,,70,,714,,, 2,149,152,,,51,,01,,,070509,2,,012409,,,1979
79IN01210,1973012489,73,2,P2489,,71,09,,1,,,0,,,,70,,714,,, 2,144,156,,,51,,01,,,070509,3,,004609,,,1979
79IN01211,1973012640,73,2,P2640,,70,38,,1,,,0,,,,70,,704,,, 2,169,158,,,51,,01,,,116509,1,,099109,,,1979
79IN01212,1973012689,73,2,P2689,,71,10,,2,,,0,,,,65,,714,,, 2,130,133,,,51,,01,,,070509,1,,166509,,,1979
79IN01213,1973012741,73,2,P2741,,70,10,,2,,,0,,,,,,,,,,,,6,,51,,01,0331,,148109,*,,157409,15,,1979
79IN01214,1974012775,74,2,P2775,,70,09,,1,,,0,,,2,60,,704,,, 2,149,119,,,51,,01,,,237709,1,,005709,,,1979
79IN01215,1974012787,74,2,P2787,,71,11,,1,,,0,,,1,60,,714,,, 3,166,173,,,51,,01,,,001095,2,,248801,,,1979
79IN01216,1974012810,74,2,P2810,,70,10,,1,,,0,,,3,,,,,,,139,,3,,51,,01,0709,,264209,1,,119509,93,,1979
79IN01217,1974012812,74,2,P2812,,71,10,,1,,,0,,,2,,,,,,,122,,6,,51,,01,0529,,264209,2,,119509,01,,1979
79IN01218,1974012836,74,2,P2836,,71,08,,1,,,0,,,2,60,,714,,, 2,116,131,,,51,,01,,,232809,2,,094409,,,1979
79IN01219,1974012840,74,2,P2840,,70,11,,1,,,0,,,2,60,,704,,, 3,140,150,,,51,,01,,,001095,2,,398201,,,1979
79IN01220,1974012843,74,2,P2843,,70,09,,1,,,0,,,2,,,,,,,,,7,,51,,01,0525,,237709,*,,132909,97,,1979
79IN01221,1974012844,74,2,P2844,,71,09,,1,,,0,,,2,60,,714,,, 2,125,110,,,51,,01,,,237709,2,,132909,,,1979
79IN01222,1974012974,74,2,P2974,,71,09,,1,,,0,,,3,60,,714,,, 2,136,144,,,51,,01,,,237709,2,,013709,,,1979
79IN01223,1974012991,74,2,P2991,,70,10,,1,,,0,,,2,,,,,,,133,,7,,51,,01,0912,,264209,1,,010409,97,,1979
79IN01224,1974012993,74,2,P2993,,71,08,,1,,,0,,,2,60,,714,,, 3,114,133,,,51,,01,,,232809,2,,005909,,,1979
79IN01225,1974013047,74,2,P3047,,71,09,,1,3,,0,,,2,,,,,, 3,160,164,,,51,,01,,,237709,2,,060809,,,1979
79IN01226,1974013092,74,2,P3092,,70,09,,1,,,0,,,3,60,,704,,, 3,126,130,,,51,,01,,,237709,1,,161009,,,1979
79IN01227,1974013176,74,2,P3176,,71,11,,1,,,0,,,2,,,,,,,148,,7,,51,,01,0912,,001095,2,,326201,97,,1979
79IN01228,1974013245,74,2,P3245,,70,11,,1,,,0,,,2,60,,704,,, 2,166,163,,,51,,01,,,001095,1,,434201,,,1979
79IN01229,1974013318,74,2,P3318,,70,11,,1,,,0,,,3,60,,704,,, 4,142,153,,,51,,01,,,001095,2,,265701,,,1979
79IN01230,1974013444,74,2,P3444,,71,12,,2,,,0,,,,55,,714,,, 2,136,142,,,51,,01,,,000009,2,,166509,,,1979
79IN01231,1974013481,74,2,P3481,,70,11,,2,2,,0,,,,,, 26,,, 2,108,126,2,,51,,01,0920,,000009,2,,201809,92,,1979
79IN01232,1974013487,74,2,P3487,,73,10,,2,,3,0,,,,,,,,,,136,,5,,51,,01,0618,,000009,K,,013609,95,,1979
79IN01233,1974013495,74,2,P3495,,70,12,,2,,,0,,,,,,,,,,119,,3,,51,,01,0611,,000009,8,,170409,93,,1979
79IN01234,1974013515,74,2,P3515,,70,12,,2,3,,0,,,,,,,,, 2,126,98,7,,51,,01,1001,,000009,1,,006609,97,,1979
79IN01235,1974013532,74,2,P3532,,71,11,,2,,,0,,,,,,,,,,,,6,,51,,01,0429,,000009,*,,127709,01,,1979
79IN01236,1975013654,75,2,P3654,,70,15,,1,,,0,,,3,50,,704,,, 2,115,110,,,51,,01,,,232809,1,,141809,,,1979
79IN01237,1975013710,75,2,P3710,,71,16,,1,,,0,,,3,50,,714,,, 2,156,157,,,51,,01,,,237909,1,,008909,,,1979
79IN01238,1975013777,75,2,P3777,,71,17,,1,,,0,,,2,,,,,,,,,6,,51,,01,0125,,313809,*,,199109,15,,1979
79IN01239,1975013784,75,2,P3784,,71,17,,1,,,0,,,3,50,,714,,, 2,140,154,,,51,,01,,,313809,1,,005709,,,1979
79IN01240,1975013790,75,2,P3790,,70,16,,1,,,0,,,2,50,,704,,, 3,118,124,,,51,,01,,,237909,2,,199909,,,1979
79IN01241,1975013791,75,2,P3791,,70,16,,1,,,0,,,2,50,,704,,, 3,114,124,,,51,,01,,,237909,1,,199909,,,1979
79IN01242,1975013795,75,2,P3795,,71,17,,1,,,0,,,3,50,,714,,, 2,157,152,,,51,,01,,,313809,1,,119509,,,1979
79IN01243,1975013862,75,2,P3862,,70,17,,1,,,0,,,2,50,,704,,, 9,120,127,,,51,,01,,,313809,1,,009709,,,1979
79IN01244,1975013866,75,2,P3866,,70,16,,1,,,0,,,2,50,,704,,, 2,160,154,,,51,,01,,,237909,1,,060809,,,1979
79IN01245,1975013874,75,2,P3874,,70,16,,1,,,0,,,3,50,,704,,, 2,114,124,,,51,,01,,,237909,2,,002109,,,1979
79IN01246,1975013876,75,2,P3876,,70,16,,1,3,,0,,,2,,,,,,12,132,125,,,51,,01,,,237909,1,,002109,,,1979
79IN01247,1975014073,75,2,P4073,,70,16,,1,,,0,,,3,50,,704,,, 2,147,142,,,51,,01,,,237909,1,,016509,,,1979
79IN01248,1975014075,75,2,P4075,,70,16,,1,,,0,,,3,50,,704,,, 2,122,136,,,51,,01,,,237909,2,,063909,,,1979
79IN01249,1975014104,75,2,P4104,,71,17,,1,,,0,,,2,50,,714,,, 3,150,152,,,51,,01,,,313809,2,,010709,,,1979
79IN01250,1975014124,75,2,P4124,,71,38,,1,,,0,,,3,50,,714,,, 3,163,163,,,51,,01,,,237709,2,,170409,,,1979
79IN01251,1975014125,75,2,P4125,,73,38,,1,,3,0,,,2,,,,,,,192,,5,,51,,01,1015,,237709,K,,170409,95,,1979
79IN01252,1975014126,75,2,P4126,,70,38,,1,,,0,,,2,,,,,,,170,,6,,51,,01,0904,,237709,1,,170409,01,,1979
79IN01253,1975014131,75,2,P4131,,71,17,,1,,,0,,,2,50,,714,,, 3,120,129,,,51,,01,,,313809,1,,016909,,,1979
79IN01254,1975014168,75,2,P4168,,71,38,,1,,,0,,,2,,,,,,,123,,7,,51,,01,0912,,237709,1,,006609,97,,1979
79IN01255,1975014332,75,2,P4332,,70,11,,2,,,0,,,,45,,704,,, 2,144,148,,,51,,01,,,000009,2,,331809,,,1979
79IN01256,1975014383,75,2,P4383,,70,10,,2,3,,0,,,,,,,,, 1,142,148,,,51,,01,,,000009,1,,008909,,,1979
