UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN03742,1969423989,69,1,T3989,4,70,732,,,,,,,,2,02,2,2,,086,06,,86,121,3,,080,,42,0803,063,2,229842,,214,204042,,,,1970,1.0
70IN03743,1969423990,69,2,T3990,4,76,50,,,,X,,,,2,02,6,1,762,106,07,,106,140,,,099,,42,,119,4,107742,,,034342,,,02,1970,1.0
70IN03744,1969423991,69,2,T3991,4,75,60,,,,X,,,,2,02,6,1,751,104,07,,104,111,,,102,,42,,148,4,131842,,,917241,,,02,1970,1.0
70IN03745,1969423992,69,2,T3992,4,75,60,,,,,,,,2,02,6,1,32,094,06,,94,131,2,,099,,42,0926,116,4,131842,,,917241,,,,1970,1.0
70IN03746,1969423994,69,1,T3994,4,74,53,,,,,,,,2,02,6,1,152,123,10,,123,158,2,,106,,42,4114,142,4,197342,,231,913341,,,,1970,1.0
70IN03747,1969423995,69,1,T3995,4,75,61,,,,,,,,2,02,6,1,208,118,08,,118,148,2,,096,,42,0926,092,3,219242,,222,018042,,,,1970,1.0
70IN03748,1969423996,69,2,T3996,4,75,61,,,,,,,,2,02,6,1,752,072,08,,72,98,,,100,,42,,056,2,219242,,,018042,,,01,1970,1.0
70IN03749,1969423997,69,2,T3997,4,75,61,,,,,,,,2,02,6,1,14,097,06,,97,132,2,,091,,42,0926,129,3,219242,,,018042,,,,1970,1.0
70IN03750,1969423998,69,1,T3998,4,75,59,,,,,,,,2,02,6,1,143,128,06,,128,155,2,,107,,42,4105,123,3,180342,,244,160342,,,,1970,1.0
70IN03751,1969424001,69,1,T4001,4,75,61,,,,,,,,2,02,6,1,159,133,08,,133,168,2,,089,,42,4121,161,3,219242,,238,060542,,,,1970,1.0
70IN03752,1969424002,69,2,T4002,4,75,61,,,,,,,,2,02,6,1,750,105,08,,105,134,,,102,,42,,113,3,219242,,,060542,,,01,1970,1.0
70IN03753,1969424004,69,1,T4004,4,76,54,,,,,,,,2,02,6,1,202,118,10,,118,145,2,,098,,42,0926,103,2,065942,,222,053142,,,,1970,1.0
70IN03754,1969424009,69,2,T4009,4,77,55,,,,X,,,,2,02,6,1,771,103,05,,103,128,,,104,,42,,092,2,624241,,,980041,,,01,1970,1.0
70IN03755,1969424012,69,1,T4012,4,75,51,,,,,,,,2,02,6,1,,113,10,,113,145,3,,079,,42,0803,100,3,000842,,209,993041,,,,1970,1.0
70IN03756,1969424016,69,2,T4016,4,70,712,,,,,,,,2,02,2,1,702,100,06,,100,133,,,091,,42,,094,4,201342,,,927441,,,02,1970,1.0
70IN03757,1969424018,69,2,T4018,4,72,812,,,,,,,,2,02,3,1,93,090,08,,90,126,,,102,,42,,082,5,190642,,,950541,,,01,1970,1.0
70IN03758,1969424019,69,2,T4019,4,75,54,,,,,,,,2,02,6,1,16,098,07,,98,135,2,,118,,42,0926,096,4,065942,,,099042,,,,1970,1.0
70IN03759,1969424020,69,2,T4020,4,75,54,,,,,,,,2,02,6,1,751,080,07,,80,117,,,105,,42,,075,5,065942,,,099042,,,01,1970,1.0
70IN03760,1969424021,69,1,T4021,4,75,55,,,,,,,,2,02,6,1,161,127,08,,127,158,2,,104,,42,4123,103,4,624241,,238,100242,,,,1970,1.0
70IN03761,1969424024,69,2,T4024,4,73,57,,,,X,,,,2,02,6,1,730,105,08,,105,140,,,104,,42,,107,3,108242,,,942041,,,01,1970,1.0
70IN03762,1969424025,69,2,T4025,4,73,57,,,,,,,,2,02,6,1,16,104,08,,104,140,2,,088,,42,0926,106,2,108242,,,942041,,,,1970,1.0
