UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN00678,1965813778,65,2,Y3778,8,81,328,,,,,,,,6,07,7,,10,106,10,,198,,,,082,044,81,,106,2,592711,,,922180,,05,12,1970,5.0
70IN00679,1965813799,65,2,Y3799,8,81,538,,,,X,,,,6,07,7,,31,099,15,02,142,164,,,090,040,81,,087,2,681914,,,921180,,05,12,1970,5.0
70IN00680,1965813852,65,2,Y3852,8,81,208,,,,,,,,6,07,7,,10,098,09,05,147,158,,,076,036,81,,093,2,590811,,,919380,,02,,1970,5.0
70IN00681,1965813865,65,2,Y3865,8,81,349,,,,,,,,6,07,7,,10,106,13,,133,152,,,084,037,81,,086,2,582711,,,908880,,02,33,1970,5.0
70IN00682,1965813897,65,2,Y3897,8,81,539,,,,,,,,6,07,7,,,097,14,13,125,138,3,,093,048,81,0921,106,3,682814,,,914380,,14,,1970,5.0
70IN00683,1965813901,65,2,Y3901,8,81,368,,,,,,,,6,07,7,,31,102,14,02,160,180,,,094,047,81,,104,2,667414,,,905180,,03,12,1970,5.0
70IN00684,1965813911,65,2,Y3911,8,81,258,,,,X,,,,6,07,7,,32,110,09,02,186,191,,,063,039,81,,104,2,710814,,,927280,,04,21,1970,5.0
70IN00685,1965813923,65,2,Y3923,8,81,198,,,,,,,,6,07,7,,,110,09,01,158,183,3,,075,043,81,0921,105,2,588411,,,900480,,02,,1970,5.0
70IN00686,1965813929,65,2,Y3929,8,81,438,,,,,,,,6,07,7,,10,099,14,02,138,115,7,,083,041,81,1130,097,2,013891,,,906680,,02,,1970,5.0
70IN00687,1965813930,65,2,Y3930,8,81,438,,,,,,,,6,07,7,,,106,15,02,162,143,,,076,040,81,,102,2,013891,,,906680,,02,,1970,5.0
70IN00688,1965813941,65,2,Y3941,8,81,449,,,,,,,,6,07,7,,32,109,13,03,175,173,,,094,040,81,,082,2,669914,,,913780,,03,12,1970,5.0
70IN00689,1965813981,65,2,Y3981,8,81,278,,,,,,,,6,07,7,,,099,10,02,163,168,,,079,046,81,,120,2,590211,,,900580,,02,,1970,5.0
70IN00690,1965813982,65,2,Y3982,8,81,278,,,,X,,,,6,07,7,,10,108,11,02,117,156,,,072,043,81,,116,2,590211,,,900580,,01,21,1970,5.0
70IN00691,1965814003,65,2,Y4003,8,81,398,,,,,,,,6,07,7,,32,104,09,,132,192,,,101,061,81,,143,3,644014,,,915580,,08,33,1970,5.0
70IN00692,1965814006,65,2,Y4006,8,81,228,,,,,,,,6,07,7,,09,088,12,05,158,164,,,080,041,81,,097,2,677214,,,917780,,02,12,1970,5.0
70IN00693,1965814010,65,2,Y4010,8,81,458,,,,,,,,6,07,7,,,103,08,02,136,158,,,086,045,81,,104,2,693014,,,905980,,02,,1970,5.0
70IN00694,1965814018,65,2,Y4018,8,81,518,,,,,,,,6,07,7,,58,090,14,01,131,150,2,,077,030,81,0926,070,2,636614,,,915380,,02,,1970,5.0
70IN00695,1965814028,65,2,Y4028,8,81,468,,,,X,,,,6,07,7,,10,078,15,02,126,136,,,065,032,81,,092,2,705714,,,923680,,02,21,1970,5.0
70IN00696,1965814032,65,2,Y4032,8,81,218,,,,,,,,6,07,7,,,078,12,,110,121,3,,074,028,81,0921,067,2,594211,,,900380,,01,,1970,5.0
70IN00697,1965814164,65,2,Y4164,8,81,218,,,,,,,,6,07,7,,31,116,12,05,147,166,,,084,049,81,,114,3,594211,,,901280,,02,12,1970,5.0
70IN00698,1965814168,65,2,Y4168,8,81,199,,,,,,,,6,07,7,,,104,14,02,136,186,,,097,046,81,,095,2,575311,,,918980,,02,,1970,5.0
70IN00699,1965814172,65,2,Y4172,8,81,479,,,,,,,,6,07,7,,,105,14,,142,,6,,073,041,81,0606,109,2,707214,,,913280,,03,,1970,5.0
70IN00700,1965814182,65,2,Y4182,8,81,209,,,,,,,,6,07,7,,,076,15,02,122,136,,,076,034,81,,084,2,596911,,,904780,,02,,1970,5.0
70IN00701,1965814188,65,2,Y4188,8,81,549,,,,X,,,,6,07,7,,32,093,10,02,147,160,,,080,046,81,,116,2,669514,,,903880,,04,21,1970,5.0
70IN00702,1965814218,65,2,Y4218,8,81,449,,,,,,,,6,07,7,,10,093,13,02,133,146,,,078,033,81,,077,2,669914,,,914080,,02,12,1970,5.0
70IN00703,1965814226,65,2,Y4226,8,81,478,,,,,,,,6,07,7,,09,095,15,02,138,154,,,083,033,81,,072,2,685314,,,909580,,02,12,1970,5.0
70IN00704,1965814228,65,2,Y4228,8,81,748,,,,X,,,,6,07,7,,10,091,13,01,110,134,,,072,031,81,,075,2,164518,,,908180,,01,12,1970,5.0
70IN00705,1965814234,65,2,Y4234,8,81,538,,,,X,,,,6,07,7,,09,102,12,01,174,155,,,087,045,81,,104,2,681914,,,904380,,01,12,1970,5.0
70IN00706,1965814239,65,2,Y4239,8,81,908,,,,,,,,6,07,7,,10,108,14,,130,150,,,082,041,81,,099,2,141218,,,929180,,02,33,1970,5.0
70IN00707,1965814240,65,2,Y4240,8,81,478,,,,,,,,6,07,7,,,110,12,,128,,6,,090,045,81,0515,100,3,685314,,,918680,,02,,1970,5.0
70IN00708,1965814247,65,2,Y4247,8,81,298,,,,,,,,6,07,7,,09,087,09,02,142,145,,,090,039,81,,087,2,673214,,,910680,,01,21,1970,5.0
70IN00709,1965814248,65,2,Y4248,8,81,908,,,,,,,,6,07,7,,,109,12,02,138,160,,,077,040,81,,097,2,141218,,,902880,,02,,1970,5.0
70IN00710,1965814274,65,2,Y4274,8,81,259,,,,,,,,6,07,7,,10,091,14,02,131,140,,,084,039,81,,088,2,644314,,,927080,,02,12,1970,5.0
70IN00711,1965814281,65,2,Y4281,8,81,448,,,,,,,,6,07,7,,32,106,13,02,142,160,,,079,047,81,,123,2,671514,,,908480,,02,12,1970,5.0
70IN00712,1965814298,65,2,Y4298,8,81,469,,,,X,,,,6,07,7,,32,074,13,01,118,135,,,077,034,81,,082,2,693414,,,910380,,02,12,1970,5.0
70IN00713,1965814320,65,2,Y4320,8,81,509,,,,,,,,6,07,7,,,074,16,07,114,148,,,086,033,81,,067,2,696014,,,921580,,01,,1970,5.0
70IN00714,1965814329,65,2,Y4329,8,81,518,,,,,,,,6,07,7,,58,084,11,,132,120,2,,092,039,81,0926,089,2,636614,,,916580,,02,,1970,5.0
70IN00715,1965814346,65,2,Y4346,8,81,459,,,,,,,,6,07,7,,,103,14,13,131,147,,,079,034,81,,077,2,647714,,,909880,,02,,1970,5.0
70IN00716,1965814383,65,2,Y4383,8,81,248,,,,X,,,,6,07,7,,09,089,13,02,107,125,,,075,037,81,,091,2,581511,,,900980,,03,12,1970,5.0
70IN00717,1965814384,65,2,Y4384,8,81,248,,,,X,,,,6,07,7,,10,088,15,03,130,140,,,078,032,81,,073,2,581511,,,900980,,01,12,1970,5.0
70IN00718,1965814385,65,2,Y4385,8,81,359,,,,,,,,6,07,7,,32,084,14,01,120,143,,,079,032,81,,071,2,704414,,,922480,,01,21,1970,5.0
70IN00719,1963813080,63,2,Y3080,8,,,,,,,,,,8,08,,,10,,,,177,165,,,,,81,,,,,,,,,02,33,1970,7.0
70IN00720,1963813163,63,2,Y3163,8,,,,,,,,,,8,08,,,10,,,02,135,143,,,,  5,81,,,,,,,,,02,12,1970,7.0
70IN00721,1963813165,63,2,Y3165,8,,,,,,X,,,,8,08,,,10,,,,176,183,,,,  5,81,,,,,,,,,03,33,1970,7.0
70IN00722,1963813168,63,2,Y3168,8,,,,,,,,,,8,08,,,31,,,05,160,185,,,,  5,81,,,,,,,,,02,12,1970,7.0
70IN00723,1963813232,63,2,Y3232,8,,,,,,,,,,8,08,,,,,,02,132,138,,,,  5,81,,,,,,,,,04,,1970,7.0
70IN00724,1968103257,68,2,U3257,0,,,,,,,,,,3,08,,,57,080,10,,111,152,2,,069,,10,0926,043,4,,,,,,01,,1970,2.0
70IN00725,1963813263,63,2,Y3263,8,,,,,,,,,,8,08,,,09,,,02,148,178,,,,  5,81,,,,,,,,,01,21,1970,7.0
70IN00726,1968103275,68,2,U3275,0,,,,,,X,,,,3,08,,,38,060,09,,95,,,,085,,10,,040,4,,,,,,01,33,1970,2.0
70IN00727,1968103291,68,2,U3291,0,,,,,,X,,,,3,08,,,21,056,13,,102,114,,,063,,10,,030,4,,,,,,01,21,1970,2.0
70IN00728,1968103293,68,2,U3293,0,,,,,,,,,,3,08,,,,076,10,,113,,6,,082,,10,0606,043,5,,,,,,01,,1970,2.0
70IN00729,1968103294,68,2,U3294,0,,,,,,,,,,3,08,,,22,065,11,,88,103,,,080,,10,,044,5,,,,,,01,12,1970,2.0
70IN00730,1968103297,68,2,U3297,0,,,,,,X,,,,3,08,,,23,056,13,,105,138,,,068,,10,,035,4,,,,,,01,12,1970,2.0
70IN00731,1963813457,63,2,Y3457,8,,,,,,X,,,,8,08,,,09,,,02,164,163,,,,  5,81,,,,,,,,,01,21,1970,7.0
70IN00732,1963813480,63,2,Y3480,8,,,,,,,,,,8,08,,,11,,,02,158,181,,,,  5,81,,,,,,,,,01,12,1970,7.0
70IN00733,1963813498,63,2,Y3498,8,,,,,,,,,,8,08,,,,,,02,152,177,,,,  5,81,,,,,,,,,02,,1970,7.0
70IN00734,1963813517,63,2,Y3517,8,,,,,,,,,,8,08,,,10,,,04,140,147,,,,  5,81,,,,,,,,,02,12,1970,7.0
70IN00735,1963813644,63,2,Y3644,8,,,,,,,,,,8,08,,,32,,,,146,172,,,,  5,81,,,,,,,,,02,33,1970,7.0
70IN00736,1965813670,65,2,Y3670,8,81,348,,,,,,,,6,08,8,,,108,09,06,151,177,3,,084,048,81,0921,108,3,593711,,,930280,,05,,1970,5.0
70IN00737,1965813673,65,2,Y3673,8,81,509,,,,X,,,,6,08,8,,09,091,14,,160,188,,,078,036,81,,085,2,696014,,,952080,,03,33,1970,5.0
70IN00738,1965813695,65,2,Y3695,8,81,208,,,,X,,,,6,08,8,,10,091,12,02,110,160,,,081,039,81,,093,2,590811,,,933280,,01,12,1970,5.0
70IN00739,1965813699,65,2,Y3699,8,81,419,,,,,,,,6,08,8,,10,102,05,,142,147,,,074,041,81,,105,2,625214,,,935980,,02,33,1970,5.0
70IN00740,1965813710,65,2,Y3710,8,81,279,,,,X,,,,6,08,8,,10,102,09,01,129,140,,,087,045,81,,108,2,594611,,,942280,,01,12,1970,5.0
70IN00741,1965813728,65,2,Y3728,8,81,538,,,,,,,,6,08,8,,58,091,09,02,120,132,2,,076,040,81,0926,101,2,681914,,,949280,,01,,1970,5.0
70IN00742,1965813733,65,2,Y3733,8,81,198,,,,,,,,6,08,8,,58,088,11,01,144,154,2,,071,039,81,0926,103,2,588411,,,950180,,01,,1970,5.0
70IN00743,1965813749,65,2,Y3749,8,81,458,,,,,,,,6,08,8,,10,096,11,05,121,135,,,096,045,81,,101,2,693014,,,957880,,02,12,1970,5.0
70IN00744,1965813758,65,2,Y3758,8,81,238,,,,X,,,,6,08,8,,09,102,14,02,135,145,,,082,044,81,,104,2,596011,,,958780,,01,21,1970,5.0
70IN00745,1965813790,65,2,Y3790,8,81,459,,,,,,,,6,08,8,,09,115,13,01,152,162,,,078,039,81,,095,2,647714,,,953580,,01,12,1970,5.0
70IN00746,1965813813,65,2,Y3813,8,81,408,,,,X,,,,6,08,8,,09,114,11,02,155,162,,,102,052,81,,113,5,587114,,,952480,,02,33,1970,5.0
70IN00747,1965813830,65,2,Y3830,8,81,299,,,,,,,,6,08,8,,58,093,09,02,140,165,2,,079,045,81,0926,120,2,712014,,,941980,,02,,1970,5.0
70IN00748,1965813835,65,2,Y3835,8,81,368,,,,,,,,6,08,8,,58,101,10,02,160,160,2,,080,041,81,0926,103,2,667414,,,940280,,02,,1970,5.0
70IN00749,1965813854,65,2,Y3854,8,81,428,,,,X,,,,6,08,8,,31,084,11,02,167,193,,,081,040,81,,096,2,013991,,,948580,,03,12,1970,5.0
70IN00750,1965813861,65,2,Y3861,8,81,398,,,,X,,,,6,08,8,,10,100,12,03,158,163,,,101,053,81,,123,2,644014,,,939180,,05,12,1970,5.0
70IN00751,1965813871,65,2,Y3871,8,81,199,,,,,,,,6,08,8,,09,116,13,02,185,171,,,093,046,81,,100,2,594511,,,935580,,01,12,1970,5.0
70IN00752,1965813899,65,2,Y3899,8,81,438,,,,,,,,6,08,8,,10,117,12,02,142,140,,,088,058,81,,135,3,013891,,,932180,,02,12,1970,5.0
70IN00753,1965813908,65,2,Y3908,8,81,438,,,,,,,,6,08,8,,,122,12,02,153,168,,,072,040,81,,098,2,013891,,,955880,,03,,1970,5.0
70IN00754,1965813928,65,2,Y3928,8,81,268,,,,X,,,,6,08,8,,09,114,08,02,135,147,,,092,041,81,,088,2,682614,,,949680,,01,33,1970,5.0
70IN00755,1965813951,65,2,Y3951,8,81,508,,,,X,,,,6,08,8,,13,088,11,02,163,170,,,075,045,81,,118,2,674914,,,944280,,02,12,1970,5.0
70IN00756,1965813958,65,2,Y3958,8,81,518,,,,X,,,,6,08,8,,32,090,08,,156,191,,,079,033,81,,073,2,636614,,,946180,,02,33,1970,5.0
70IN00757,1965813996,65,2,Y3996,8,81,808,,,,,,,,6,08,8,,11,092,07,02,124,135,,,088,044,81,,100,2,161418,,,940180,,01,12,1970,5.0
70IN00758,1965814023,65,2,Y4023,8,81,208,,,,X,,,,6,08,8,,09,098,10,,159,155,,,081,040,81,,095,2,590811,,,953980,,02,33,1970,5.0
70IN00759,1965814025,65,2,Y4025,8,81,229,,,,,,,,6,08,8,,,089,09,02,120,140,,,082,040,81,,098,2,692114,,,948680,,02,,1970,5.0
70IN00760,1965814026,65,2,Y4026,8,81,229,,,,,,,,6,08,8,,,100,10,04,128,150,3,,086,046,81,0921,109,2,692114,,,948680,,02,,1970,5.0
70IN00761,1965814055,65,2,Y4055,8,81,548,,,,,,,,6,08,8,,10,117,08,01,166,190,,,097,050,81,,119,2,670114,,,931880,,05,12,1970,5.0
70IN00762,1965814078,65,2,Y4078,8,81,409,,,,,,,,6,08,8,,58,111,12,01,148,178,2,,080,042,81,0926,098,2,578514,,,959280,,02,,1970,5.0
70IN00763,1965814097,65,2,Y4097,8,81,758,,,,,,,,6,08,8,,,104,10,02,129,157,,,073,041,81,,104,2,148618,,,937380,,04,,1970,5.0
70IN00764,1965814128,65,2,Y4128,8,81,448,,,,,,,,6,08,8,,10,093,14,02,125,143,,,081,036,81,,084,2,671514,,,954280,,01,12,1970,5.0
70IN00765,1965814163,65,2,Y4163,8,81,218,,,,X,,,,6,08,8,,09,086,12,,126,140,,,070,031,81,,076,2,594211,,,947680,,02,33,1970,5.0
70IN00766,1965814185,65,2,Y4185,8,81,239,,,,,,,,6,08,8,,10,120,09,02,185,153,,,104,046,81,,096,2,597611,,,946580,,02,12,1970,5.0
70IN00767,1965814186,65,2,Y4186,8,81,379,,,,,,,,6,08,8,,09,099,13,02,150,163,,,080,041,81,,101,2,682914,,,942480,,02,12,1970,5.0
70IN00768,1965814187,65,2,Y4187,8,81,379,,,,X,,,,6,08,8,,10,102,13,,138,143,,,073,041,81,,106,2,682914,,,942480,,02,33,1970,5.0
70IN00769,1965814203,65,2,Y4203,8,81,298,,,,,,,,6,08,8,,09,089,12,,110,140,,,073,032,81,,081,2,673214,,,956480,,01,33,1970,5.0
70IN00770,1965814223,65,2,Y4223,8,81,359,,,,X,,,,6,08,8,,31,088,13,02,136,155,,,086,034,81,,072,2,704414,,,941280,,01,12,1970,5.0
70IN00771,1965814224,65,2,Y4224,8,81,359,,,,,,,,6,08,8,,,096,08,02,128,126,,,085,040,81,,093,2,704414,,,941280,,01,,1970,5.0
70IN00772,1965814244,65,2,Y4244,8,81,259,,,,,,,,6,08,8,,,084,14,01,137,129,,,093,049,81,,123,2,644314,,,944580,,02,,1970,5.0
70IN00773,1965814252,65,2,Y4252,8,81,359,,,,X,,,,6,08,8,,10,101,13,02,135,158,,,092,043,81,,094,2,704414,,,946380,,01,21,1970,5.0
70IN00774,1965814263,65,2,Y4263,8,81,448,,,,,,,,6,08,8,,,100,09,02,188,166,,,079,041,81,,100,2,671514,,,949180,,02,,1970,5.0
70IN00775,1965814289,65,2,Y4289,8,81,908,,,,,,,,6,08,8,,,093,13,,143,,,,092,045,81,,104,2,141218,,,931180,,02,,1970,5.0
70IN00776,1965814291,65,2,Y4291,8,81,359,,,,X,,,,6,08,8,,10, 92,10,01,155,144,,,089,035,81,,073,2,704414,,,955080,,02,12,1970,5.0
70IN00777,1965814316,65,2,Y4316,8,81,449,,,,X,,,,6,08,8,,10,101,09,,150,177,,,078,043,81,,106,2,669914,,,945080,,04,33,1970,5.0
70IN00778,1965814317,65,2,Y4317,8,81,449,,,,X,,,,6,08,8,,09,103,10,04,163,175,,,085,043,81,,107,2,669914,,,945080,,05,12,1970,5.0
70IN00779,1965814325,65,2,Y4325,8,81,539,,,,,,,,6,08,8,,09,085,13,,118,140,,,087,036,81,,079,2,682814,,,944480,,02,33,1970,5.0
70IN00780,1965814350,65,2,Y4350,8,81,549,,,,X,,,,6,08,8,,09,100,09,02,143,165,,,084,037,81,,087,2,669514,,,957280,,01,21,1970,5.0
70IN00781,1965814351,65,2,Y4351,8,81,549,,,,X,,,,6,08,8,,10,089,10,,133,158,,,091,046,81,,102,3,669514,,,957280,,02,33,1970,5.0
70IN00782,1965814360,65,2,Y4360,8,81,549,,,,,,,,6,08,8,,10,110,08,02,162,170,,,079,049,81,,131,2,669514,,,933580,,02,12,1970,5.0
70IN00783,1965814389,65,2,Y4389,8,81,368,,,,,,,,6,08,8,,,092,10,02,140,160,,,070,033,81,,089,2,667414,,,956980,,02,,1970,5.0
70IN00784,1963813001,63,2,Y3001,8,,,,,,,,,,8,09,,,,,,13,165,178,,,,  6,81,,,,,,,,,04,,1970,7.0
70IN00785,1963813037,63,2,Y3037,8,,,,,,X,,,,8,09,,,09,,,13,144,143,,,,  6,81,,,,,,,,,03,21,1970,7.0
70IN00786,1963813159,63,2,Y3159,8,,,,,,X,,,,8,09,,,09,,,02,126,152,,,,  6,81,,,,,,,,,01,12,1970,7.0
70IN00787,1963813199,63,2,Y3199,8,,,,,,X,,,,8,09,,,10,,,05,140,156,,,,  6,81,,,,,,,,,02,12,1970,7.0
70IN00788,1963813400,63,2,Y3400,8,,,,,,X,,,,8,09,,,10,,,01,156,173,,,,,81,,,,,,,,,02,12,1970,7.0
70IN00789,1963813486,63,2,Y3486,8,,,,,,X,,,,8,09,,,10,,,02,138,150,,,,  6,81,,,,,,,,,02,21,1970,7.0
70IN00790,1963813566,63,2,Y3566,8,,,,,,X,,,,8,09,,,09,,,02,121,157,,,,  6,81,,,,,,,,,02,21,1970,7.0
70IN00791,1965813667,65,2,Y3667,8,81,478,,,,,,,,6,09,9,,09,089,10,02,124,134,,,088,046,81,,102,3,685314,,,969480,,02,12,1970,5.0
70IN00792,1965813668,65,2,Y3668,8,81,478,,,,X,,,,6,09,9,,10,097,09,02,163,168,,,072,041,81,,107,2,685314,,,969480,,02,12,1970,5.0
70IN00793,1965813679,65,2,Y3679,8,81,348,,,,,,,,6,09,9,,10,111,14,,148,173,,,089,044,81,,098,2,593711,,,977980,,05,33,1970,5.0
70IN00794,1965813684,65,2,Y3684,8,81,328,,,,,,,,6,09,9,,09,109,11,02,141,157,,,086,043,81,,101,2,592711,,,979780,,02,12,1970,5.0
70IN00795,1965813685,65,2,Y3685,8,81,328,,,,,,,,6,09,9,,,097,10,04,145,179,3,,082,040,81,1228,093,2,592711,,,979780,,02,,1970,5.0
70IN00796,1965813785,65,2,Y3785,8,81,808,,,,X,,,,6,09,9,,10,088,09,02,158,130,,,078,038,81,,094,2,161418,,,977780,,01,12,1970,5.0
70IN00797,1965813858,65,2,Y3858,8,81,539,,,,X,,,,6,09,9,,09,097,14,02,157,165,,,074,038,81,,099,2,682814,,,960080,,02,21,1970,5.0
70IN00798,1965813875,65,2,Y3875,8,81,229,,,,X,,,,6,09,9,,10,093,15,02,159,185,,,079,039,81,,097,2,692114,,,969280,,03,12,1970,5.0
70IN00799,1965813876,65,2,Y3876,8,81,229,,,,X,,,,6,09,9,,11,113,15,02,142,172,,,084,054,81,,126,4,692114,,,969280,,02,12,1970,5.0
70IN00800,1965813914,65,2,Y3914,8,81,419,,,,X,,,,6,09,9,,31,102,09,,160,202,,,087,046,81,,109,2,625214,,,977880,,01,33,1970,5.0
70IN00801,1965813936,65,2,Y3936,8,81,428,,,,,,,,6,09,9,,,121,08,,143,150,3,,111,061,81,0921,133,5,013991,,,973780,,02,,1970,5.0
70IN00802,1965813940,65,2,Y3940,8,81,348,,,,,,,,6,09,9,,09,108,09,02,145,172,,,092,045,81,,104,2,593711,,,968880,,02,12,1970,5.0
70IN00803,1965813976,65,2,Y3976,8,81,398,,,,,,,,6,09,9,,,098,10,02,130,157,,,085,040,81,,092,2,644014,,,963580,,03,,1970,5.0
70IN00804,1965813987,65,2,Y3987,8,81,199,,,,X,,,,6,09,9,,09,100,12,02,143,155,,,086,054,81,,124,4,594511,,,968180,,02,12,1970,5.0
70IN00805,1965814017,65,2,Y4017,8,81,539,,,,,,,,6,09,9,,10,101,07,02,134,150,,,079,038,81,,088,2,682814,,,980980,,01,12,1970,5.0
70IN00806,1965814060,65,2,Y4060,8,81,259,,,,X,,,,6,09,9,,11,091,15,02,132,157,,,100,048,81,,100,2,644314,,,961880,,01,12,1970,5.0
70IN00807,1965814071,65,2,Y4071,8,81,299,,,,,,,,6,09,9,,,092,09,09,180,145,3,,085,042,81,0921,100,2,712014,,,980380,,14,,1970,5.0
70IN00808,1965814075,65,2,Y4075,8,81,219,,,,,,,,6,09,9,,09,096,13,,120,145,,,092,038,81,,083,2,591211,,,974780,,02,33,1970,5.0
70IN00809,1965814079,65,2,Y4079,8,81,378,,,,X,,,,6,09,9,,10,098,11,02,135,155,,,100,049,81,,106,3,670214,,,966480,,02,21,1970,5.0
70IN00810,1965814122,65,2,Y4122,8,81,268,,,,X,,,,6,09,9,,09,115,14,03,220,173,,,087,051,81,,116,3,682614,,,960180,,01,12,1970,5.0
70IN00811,1965814136,65,2,Y4136,8,81,268,,,,,,,,6,09,9,,09,107,08,05,126,150,,,086,049,81,,113,3,682614,,,978280,,02,21,1970,5.0
70IN00812,1965814144,65,2,Y4144,8,81,478,,,,X,,,,6,09,9,,10,105,11,02,136,155,,,084,048,81,,121,2,685314,,,971980,,02,21,1970,5.0
70IN00813,1965814193,65,2,Y4193,8,81,278,,,,X,,,,6,09,9,,09,102,07,02,177,170,,,085,042,81,,095,2,590211,,,972180,,02,12,1970,5.0
70IN00814,1965814194,65,2,Y4194,8,81,278,,,,,,,,6,09,9,,10,105,09,01,151,150,,,089,044,81,,096,3,590211,,,972180,,02,21,1970,5.0
70IN00815,1965814208,65,2,Y4208,8,81,508,,,,,,,,6,09,9,,58,092,10,01,138,154,2,,086,045,81,0926,105,2,674914,,,981580,,01,,1970,5.0
70IN00816,1965814216,65,2,Y4216,8,81,379,,,,X,,,,6,09,9,,10,108,11,02,165,165,,,097,051,81,,111,3,682914,,,976480,,02,12,1970,5.0
70IN00817,1965814217,65,2,Y4217,8,81,379,,,,X,,,,6,09,9,,09,089,13,02,126,153,,,089,047,81,,107,3,682914,,,976480,,02,12,1970,5.0
70IN00818,1965814266,65,2,Y4266,8,81,538,,,,X,,,,6,09,9,,09,089,15,02,126,137,,,092,034,81,,067,2,681914,,,980580,,01,12,1970,5.0
70IN00819,1965814284,65,2,Y4284,8,81,349,,,,,,,,6,09,9,,09,088,14,,128,137,,,078,040,81,,094,3,582711,,,965380,,01,33,1970,5.0
70IN00820,1965814285,65,2,Y4285,8,81,349,,,,,,,,6,09,9,,31,083,13,02,139,158,,,072,035,81,,090,2,582711,,,965380,,02,21,1970,5.0
70IN00821,1965814295,65,2,Y4295,8,81,498,,,,X,,,,6,09,9,,09,083,10,,130,141,,,089,042,81,,104,2,695514,,,966680,,02,33,1970,5.0
70IN00822,1965814308,65,2,Y4308,8,81,479,,,,,,,,6,09,9,,10,097,09,05,127,143,,,075,034,81,,085,2,707214,,,981280,,02,12,1970,5.0
70IN00823,1965814315,65,2,Y4315,8,81,548,,,,,,,,6,09,9,,09,121,11,04,155,173,,,083,045,81,,110,2,670114,,,974280,,03,12,1970,5.0
70IN00824,1965814326,65,2,Y4326,8,81,259,,,,,,,,6,09,9,,,078,10,,135,,,,093,046,81,,108,2,644314,,,970180,,02,,1970,5.0
70IN00825,1965814342,65,2,Y4342,8,81,298,,,,,,,,6,09,9,,10,112,09,02,178,166,,,107,048,81,,099,4,673214,,,969180,,02,12,1970,5.0
70IN00826,1965814359,65,2,Y4359,8,81,458,,,,,,,,6,09,9,,09,106,13,,143,170,,,081,045,81,,109,2,693014,,,970580,,02,33,1970,5.0
70IN00827,1965814368,65,2,Y4368,8,81,499,,,,X,,,,6,09,9,,12,090,10,02,138,164,,,088,038,81,,079,2,651814,,,972080,,02,12,1970,5.0
70IN00828,1958115060,58,2,R5060,1,32,320,7,,,,,20,,&,07,1,,,086,,,,,7,,082,042,11,0210,102,2,465711,,,....11,,,,1970,12.0
70IN00829,1960115500,60,2,R5500,1,24,241,6,,,,,25,,-,07,1,,24,,,,135,,,,,,11,,099,2,505511,,,427911,,02,02,1970,10.0
70IN00830,1960115562,60,2,R5562,1,32,320,6,,,,,29,,-,07,1,,32,,,02,108,125,,,,,11,,074,2,505811,,,404911,,01,02,1970,10.0
70IN00831,1961115602,61,2,R5602,1,24,241,7,,,,,29,,0,07,1,,24,084,,13,110,119,7,,,,11,1130,092,2,514111,,,500611,,01,,1970,9.0
70IN00832,1961115634,61,2,R5634,1,24,240,6,,,,,32,,0,07,1,,,089,,,,,7,,,,11,0210,085,2,505511,,,512811,,,,1970,9.0
70IN00833,1962115741,62,2,R5741,1,32,320,6,,,,,22,,9,07,1,,32,098,,01,115,146,,,,,11,,083,2,544611,,,513511,,02,02,1970,8.0
70IN00834,1962115766,62,2,R5766,1,24,240,6,,,,,32,,9,07,1,,24,087,,02,118,143,,,,,11,,073,2,546311,,,503511,,02,02,1970,8.0
70IN00835,1962115794,62,2,R5794,1,24,240,7,,,,,30,,9,07,1,,24,106,,02,124,155,,,,,11,,080,2,546311,,,531211,,03,02,1970,8.0
70IN00836,1962115825,62,2,R5825,1,24,240,7,,,,,29,,9,07,1,,24,094,,01,108,105,7,,,,11,1130,084,2,546311,,,477711,,01,,1970,8.0
70IN00837,1963115906,63,2,R5906,1,73,325,,,,,,,,8,07,7,,,,,04,155,168,3,23,,,11,0921,117,2,566111,,,491411,,04,,1970,7.0
70IN00838,1963115917,63,2,R5917,1,76,195,,,,,,,,8,07,7,,762,,,04,113,135,,27,,,11,,091,2,560111,,,464311,,03,02,1970,7.0
70IN00839,1963115918,63,2,R5918,1,78,275,,,,,,,,8,07,7,,,,,,,,6,19,,,11,0502,106,3,567711,,,471311,,02,,1970,7.0
70IN00840,1963115920,63,2,R5920,1,32,321,6,,,X,,38,,8,07,1,,32,,,01,126,143,,,,,11,,076,2,566111,,,569511,,01,,1970,7.0
70IN00841,1963115925,63,2,R5925,1,75,195,,,,,,,,8,07,7,,,,,,,,6,27,,,11,0525,110,2,560111,,,524711,,02,,1970,7.0
70IN00842,1963115941,63,2,R5941,1,32,320,7,,,X,,31,,8,07,1,,32,,,04,118,150,,,,,11,,098,2,565811,,,523511,,04,04,1970,7.0
70IN00843,1963115944,63,2,R5944,1,78,325,,,,X,,,,8,07,7,,781,,,02,134,167,,23,,,11,,091,2,566111,,,540511,,02,02,1970,7.0
