UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
69IN04810,1964862216,64,2,H2216,8,,808,,,,,,,,6,04,4,,18,101,,,125,193,,,090,043,86,,102,2,567761,,,922880,,,1969,5.0
69IN04811,1964862217,64,2,H2217,8,,808,,,,,,,,6,04,4,,18,123,,,210,203,,,109,063,86,,144,5,567761,,,922880,,,1969,5.0
69IN04812,1964862218,64,2,H2218,8,,108,,,,,,,,6,04,4,,18,088,,,140,173,,,110,065,86,,158,5,559161,,,915580,,,1969,5.0
69IN04813,1964862219,64,2,H2219,8,,109,,,,,,,,6,05,5,,18,114,,,170,175,,,098,051,86,,119,3,580761,,,958180,,,1969,5.0
69IN04814,1964862220,64,2,H2220,8,,059,,,,,,,,6,05,5,,18,107,,,163,185,,,095,060,86,,158,2,449861,,,955480,,,1969,5.0
69IN04815,1964862225,64,2,H2225,8,,908,,,,,,,,6,06,6,,18,105,,,152,169,6,,082,048,86,1126,122,3,555661,,,980680,,,1969,5.0
69IN04816,1964862230,64,2,H2230,8,,088,,,,,,,,6,05,5,,18,117,,,106,139,,,131,073,86,,159,7,511361,,,958980,,,1969,5.0
69IN04817,1964862233,64,2,H2233,8,,068,,,,,,,,6,06,6,,18,093,,,127,149,,,112,048,86,,092,5,489561,,,978480,,,1969,5.0
69IN04818,1964862238,64,2,H2238,8,,748,,,,,,,,6,05,5,,18,117,,,155,173,,,105,057,86,,137,3,559661,,,949680,,,1969,5.0
69IN04819,1964862242,64,2,H2242,8,,089,,,,,,,,6,05,5,,,098,,,,,6,,090,050,86,0419,118,3,534361,,,947180,,,1969,5.0
69IN04820,1964862256,64,2,H2256,8,,099,,,,,,,,6,04,4,,18,097,,,137,,3,,091,045,86,0120,107,3,538561,,,922080,,,1969,5.0
69IN04821,1964862260,64,2,H2260,8,,758,,,,,,,,6,04,4,,,112,,,150,,7,,109,058,86,1112,128,5,562461,,,911080,,,1969,5.0
69IN04822,1964862265,64,2,H2265,8,,098,,,,,,,,6,06,6,,18,108,,,126,161,,,114,068,86,,160,6,548661,,,977480,,,1969,5.0
69IN04823,1964862266,64,2,H2266,8,,059,,,,,,,,6,06,6,,18,115,,,178,188,,,098,061,86,,154,6,449861,,,977580,,,1969,5.0
69IN04824,1964862280,64,2,H2280,8,,908,,,,,,,,6,05,5,,18,128,,,190,210,,,121,066,86,,143,5,555661,,,955380,,,1969,5.0
69IN04825,1964862292,64,2,H2292,8,,908,,,,,,,,6,04,4,,33,083,,,145,199,,,104,054,86,,122,4,555661,,,990880,,,1969,5.0
69IN04826,1964862296,64,2,H2296,8,,068,,,,,,,,6,04,4,,33,088,,,123,170,,,090,053,86,,130,3,489561,,,921180,,,1969,5.0
69IN04827,1964862308,64,2,H2308,8,,018,,,,,,,,6,04,4,,18,082,,,110,131,,,087,045,86,,107,3,570861,,,919380,,,1969,5.0
69IN04828,1964862311,64,2,H2311,8,,118,,,,,,,,6,05,5,,18,096,,,144,173,,,116,052,86,,112,4,000796,,,940180,,,1969,5.0
69IN04829,1964862313,64,2,H2313,8,,109,,,,,,,,6,04,4,,18,113,,,138,174,,,092,053,86,,128,3,580761,,,910380,,,1969,5.0
69IN04830,1964862320,64,2,H2320,8,,808,,,,,,,,6,06,6,,18,084,,,113,150,,,086,041,86,,098,3,567761,,,980780,,,1969,5.0
69IN04831,1964862321,64,2,H2321,8,,048,,,,,,,,6,04,4,,18,102,,,127,157,,,110,063,86,,147,5,552761,,,908780,,,1969,5.0
69IN04832,1964862324,64,2,H2324,8,,028,,,,,,,,6,04,4,,18,113,,,158,172,,,098,047,86,,110,3,543361,,,908380,,,1969,5.0
69IN04833,1964862325,64,2,H2325,8,,028,,,,,,,,6,04,4,,18,106,,,145,159,,,092,053,86,,132,3,543361,,,908380,,,1969,5.0
69IN04834,1964862326,64,2,H2326,8,,118,,,,,,,,6,05,5,,18,093,,,118,137,,,099,057,86,,139,3,000796,,,957980,,,1969,5.0
69IN04835,1964862329,64,2,H2329,8,,089,,,,,,,,6,04,4,,18,126,,,160,194,,,092,048,86,,114,4,534361,,,909880,,,1969,5.0
69IN04836,1964862330,64,2,H2330,8,,118,,,,,,,,6,04,4,,18,105,,,138,173,,,113,063,86,,141,5,000796,,,922480,,,1969,5.0
69IN04837,1964862334,64,2,H2334,8,,018,,,,,,,,6,05,5,,18,077,,,166,198,,,096,049,86,,118,3,570861,,,948780,,,1969,5.0
69IN04838,1964862335,64,2,H2335,8,,018,,,,,,,,6,05,5,,33,102,,,153,163,,,096,050,86,,118,3,570861,,,948780,,,1969,5.0
69IN04839,1964862342,64,2,H2342,8,,068,,,,,,,,6,04,4,,18,097,,,137,151,,,073,046,86,,134,2,489561,,,928580,,,1969,5.0
69IN04840,1964862344,64,2,H2344,8,,019,,,,,,,,6,04,4,,33,098,,,160,194,,,078,043,86,,114,2,543761,,,908180,,,1969,5.0
69IN04841,1964862345,64,2,H2345,8,,758,,,,,,,,6,05,5,,18,094,,,118,144,,,111,049,86,,112,3,562461,,,948480,,,1969,5.0
69IN04842,1964862353,64,2,H2353,8,,038,,,,,,,,6,05,5,,18,110,,,166,188,,,110,060,86,,142,4,490661,,,952180,,,1969,5.0
69IN04843,1964862355,64,2,H2355,8,,028,,,,,,,,6,05,5,,18,103,,,143,,,,093,056,86,,138,3,543361,,,949480,,,1969,5.0
69IN04844,1964862357,64,2,H2357,8,,069,,,,,,,,6,06,6,,18,098,,,164,162,,,094,052,86,,125,4,526961,,,978380,,,1969,5.0
69IN04845,1964862359,64,2,H2359,8,,128,,,,,,,,6,06,6,,33,095,,,130,156,,,088,032,86,,070,3,001296,,,980180,,,1969,5.0
69IN04846,1964862363,64,2,H2363,8,,089,,,,,,,,6,04,4,,18,097,,,118,141,,,064,044,86,,135,2,534361,,,929680,,,1969,5.0
69IN04847,1964862371,64,2,H2371,8,,049,,,,,,,,6,05,5,,18,147,,,195,219,,,108,065,86,,160,6,571961,,,938980,,,1969,5.0
69IN04848,1964862372,64,2,H2372,8,,018,,,,,,,,6,05,5,,18,088,,,120,149,,,099,045,86,,104,3,570861,,,949980,,,1969,5.0
69IN04849,1964862375,64,2,H2375,8,,048,,,,,,,,6,04,4,,18,098,,,153,170,,,085,051,86,,139,2,552761,,,920780,,,1969,5.0
69IN04850,1964862377,64,2,H2377,8,,118,,,,,,,,6,06,6,,18,107,,,138,167,,,110,064,86,,150,5,000796,,,980080,,,1969,5.0
69IN04851,1964862381,64,2,H2381,8,,079,,,,,,,,6,04,4,,33,076,,,130,179,,,110,048,86,,103,6,525561,,,921680,,,1969,5.0
69IN04852,1964862385,64,2,H2385,8,,038,,,,,,,,6,04,4,,18,117,,,188,206,,,102,051,86,,118,2,490661,,,929180,,,1969,5.0
69IN04853,1964862387,64,2,H2387,8,,079,,,,,,,,6,06,6,,18,091,,,120,145,,,103,050,86,,109,6,525561,,,979280,,,1969,5.0
69IN04854,1964862397,64,2,H2397,8,,808,,,,,,,,6,06,6,,18,098,,,144,172,,,093,042,86,,096,3,567761,,,960080,,,1969,5.0
69IN04855,1964862400,64,2,H2400,8,,029,,,,,,,,6,04,4,,,097,,,140,,3,,103,053,86,1013,125,3,543461,,,908480,,,1969,5.0
69IN04856,1964862402,64,2,H2402,8,,019,,,,,,,,6,05,5,,,076,,,133,,3,,100,047,86,0929,110,5,543761,2,,949580,,,1969,5.0
69IN04857,1964862404,64,2,H2404,8,,078,,,,,,,,6,05,5,,,068,,,,,6,,103,042,86,0330,091,5,462161,,,955980,,,1969,5.0
69IN04858,1964862421,64,2,H2421,8,,088,,,,,,,,6,05,5,,18,092,,,138,164,,,105,054,86,,122,5,511361,,,946680,,,1969,5.0
69IN04859,1964862424,64,2,H2424,8,,069,,,,,,,,6,04,4,,,110,,,155,,6,,094,056,86,0613,138,3,526961,,,921280,,,1969,5.0
69IN04860,1964862430,64,2,H2430,8,,089,,,,,,,,6,05,5,,33,088,,,135,174,,,099,045,86,,104,4,534361,,,958580,,,1969,5.0
69IN04861,1964862431,64,2,H2431,8,,049,,,,,,,,6,06,6,,18,123,,,150,181,,,104,057,86,,137,4,571961,,,977080,,,1969,5.0
69IN04862,1964862432,64,2,H2432,8,,038,,,,,,,,6,06,6,,18,083,,,116,139,,,110,052,86,,113,5,490661,,,980280,,,1969,5.0
69IN04863,1964862434,64,2,H2434,8,,038,,,,,,,,6,04,4,,18,096,,,147,169,,,088,045,86,,115,2,490661,,,908580,,,1969,5.0
69IN04864,1964862438,64,2,H2438,8,,098,,,,,,,,6,05,5,,,091,,,,,6,,107,055,86,0330,124,4,548661,,,958080,,,1969,5.0
69IN04865,1964862440,64,2,H2440,8,,758,,,,,,,,6,04,4,,,115,,,138,,3,,090,049,86,1013,125,2,562461,,,922980,,,1969,5.0
69IN04866,1964862442,64,2,H2442,8,,029,,,,,,,,6,06,6,,33,090,,,132,165,,,082,037,86,,090,2,543461,,,981480,,,1969,5.0
69IN04867,1964862448,64,2,H2448,8,,748,,,,,,,,6,04,4,,18,104,,,127,160,,,089,050,86,,130,2,559661,,,910980,,,1969,5.0
69IN04868,1964862450,64,2,H2450,8,,748,,,,,,,,6,04,4,,18,079,,,120,139,,,098,046,86,,107,3,559661,,,910980,,,1969,5.0
69IN04869,1964862458,64,2,H2458,8,,089,,,,,,,,6,06,6,,18,098,,,164,195,,,104,044,86,,097,4,534361,,,977880,,,1969,5.0
69IN04870,1964862461,64,2,H2461,8,,069,,,,,,,,6,05,5,,18,098,,,130,157,,,104,051,86,,115,3,526961,,,956780,,,1969,5.0
69IN04871,1963813001,63,2,Y3001,8,,,,,,,,,,7,09,,,12,,,,134,167,,,,  6,81,,,,,,,,,,1969,6.0
69IN04872,1963813017,63,2,Y3017,8,,,,,,,,,,7,07,,, 48,,,,163,170,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04873,1963813035,63,2,Y3035,8,,,,,,,,,,7,07,,,,,,,146,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04874,1963813037,63,2,Y3037,8,,,,,,,,,,7,09,,,11,,,,142,172,,,,  6,81,,,,,,,,,,1969,6.0
69IN04875,1963813047,63,2,Y3047,8,,,,,,,,,,7,09,,, 48,,,,130,145,2,,,  6,81,0927,,,,,,,,,1969,6.0
69IN04876,1963813060,63,2,Y3060,8,,,,,,,,,,7,07,,,,,,,,,6,,,,81,0401,,,,,,,,,1969,6.0
69IN04877,1963813063,63,2,Y3063,8,,,,,,,,,,7,07,,,34,,,,152,168,,,,  4,81,,,,,,,,,,1969,6.0
69IN04878,1963813068,63,2,Y3068,8,,,,,,,,,,7,09,,, 47,,,,152,168,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04879,1963813078,63,2,Y3078,8,,,,,,,,,,7,09,,,,,,,151,,9,,,  6,81,0730,,,,,,,,,1969,6.0
69IN04880,1963813080,63,2,Y3080,8,,,,,,,,,,7,08,,,12,,,,200,181,,,,,81,,,,,,,,,,1969,6.0
69IN04881,1963813085,63,2,Y3085,8,,,,,,,,,,7,07,,,,,,,143,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04882,1963813087,63,2,Y3087,8,,,,,,,,,,7,07,,,09,,,,166,,,,,  4,81,,,,,,,,,,1969,6.0
69IN04883,1963813096,63,2,Y3096,8,,,,,,,,,,7,09,,, 48,,,,150,180,2,,,,81,0927,,,,,,,,,1969,6.0
69IN04884,1963813124,63,2,Y3124,8,,,,,,,,,,7,09,,,,,,,186,,7,,,  6,81,1112,,,,,,,,,1969,6.0
69IN04885,1963813135,63,2,Y3135,8,,,,,,,,,,7,07,,,12,,,,145,167,,,,  4,81,,,,,,,,,,1969,6.0
69IN04886,1963813137,63,2,Y3137,8,,,,,,,,,,7,07,,,11,,,,155,,,,,  4,81,,,,,,,,,,1969,6.0
69IN04887,1963813149,63,2,Y3149,8,,,,,,,,,,7,07,,,12,,,,126,136,,,,  4,81,,,,,,,,,,1969,6.0
69IN04888,1963813152,63,2,Y3152,8,,,,,,,,,,7,08,,, 47,,,,142,153,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04889,1963813157,63,2,Y3157,8,,,,,,,,,,7,07,,,11,,,,138,172,,,,  4,81,,,,,,,,,,1969,6.0
69IN04890,1963813159,63,2,Y3159,8,,,,,,,,,,7,09,,,12,,,,160,141,,,,  6,81,,,,,,,,,,1969,6.0
69IN04891,1963813160,63,2,Y3160,8,,,,,,,,,,7,07,,, 48,,,,192,185,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04892,1963813163,63,2,Y3163,8,,,,,,,,,,7,08,,,11,,,,170,152,,,,  5,81,,,,,,,,,,1969,6.0
69IN04893,1963813165,63,2,Y3165,8,,,,,,,,,,7,08,,,12,,,,206,185,,,,  5,81,,,,,,,,,,1969,6.0
69IN04894,1963813168,63,2,Y3168,8,,,,,,,,,,7,08,,,12,,,,175,167,,,,  5,81,,,,,,,,,,1969,6.0
69IN04895,1963813174,63,2,Y3174,8,,,,,,,,,,7,07,,,11,,,,132,159,,,,  4,81,,,,,,,,,,1969,6.0
69IN04896,1963813186,63,2,Y3186,8,,,,,,,,,,7,07,,,,,,,100,,7,,,  4,81,1112,,,,,,,,,1969,6.0
69IN04897,1963813187,63,2,Y3187,8,,,,,,,,,,7,07,,,12,,,,156,164,,,,  4,81,,,,,,,,,,1969,6.0
69IN04898,1963813188,63,2,Y3188,8,,,,,,,,,,7,08,,,,,,,194,,3,,,  5,81,1013,,,,,,,,,1969,6.0
69IN04899,1963813199,63,2,Y3199,8,,,,,,,,,,7,09,,,11,,,,195,188,,,,  6,81,,,,,,,,,,1969,6.0
69IN04900,1963813201,63,2,Y3201,8,,,,,,,,,,7,07,,,09,,,,168,184,,,,  4,81,,,,,,,,,,1969,6.0
69IN04901,1963813203,63,2,Y3203,8,,,,,,,,,,7,07,,,12,,,,160,195,,,,  4,81,,,,,,,,,,1969,6.0
69IN04902,1963813211,63,2,Y3211,8,,,,,,,,,,7,07,,,11,,,,165,148,,,,  4,81,,,,,,,,,,1969,6.0
69IN04903,1963813216,63,2,Y3216,8,,,,,,,,,,7,07,,,34,,,,132,155,,,,  4,81,,,,,,,,,,1969,6.0
69IN04904,1963813220,63,2,Y3220,8,,,,,,,,,,7,07,,, 48,,,,116,147,2,,,,81,0927,,,,,,,,,1969,6.0
69IN04905,1963813230,63,2,Y3230,8,,,,,,,,,,7,08,,,,,,,143,,9,,,  5,81,0730,,,,,,,,,1969,6.0
69IN04906,1963813232,63,2,Y3232,8,,,,,,,,,,7,08,,,12,,,,142,166,,,,  5,81,,,,,,,,,,1969,6.0
69IN04907,1963813245,63,2,Y3245,8,,,,,,,,,,7,08,,, 48,,,,155,155,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04908,1963813246,63,2,Y3246,8,,,,,,,,,,7,07,,,,,,,113,,6,,,  4,81,0805,,,,,,,,,1969,6.0
69IN04909,1963813254,63,2,Y3254,8,,,,,,,,,,7,07,,,,,,,185,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04910,1963813258,63,2,Y3258,8,,,,,,,,,,7,08,,, 48,,,,118,137,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04911,1963813259,63,2,Y3259,8,,,,,,,,,,7,08,,,,,,,182,,6,,,  5,81,0815,,,,,,,,,1969,6.0
69IN04912,1963813263,63,2,Y3263,8,,,,,,,,,,7,08,,,11,,,,136,164,,,,  5,81,,,,,,,,,,1969,6.0
69IN04913,1963813268,63,2,Y3268,8,,,,,,,,,,7,07,,,,,,,146,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04914,1963813272,63,2,Y3272,8,,,,,,,,,,7,09,,,,,,,,,6,,,  6,81,0217,,,,,,,,,1969,6.0
69IN04915,1963813280,63,2,Y3280,8,,,,,,,,,,7,07,,,,,,,150,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04916,1963813286,63,2,Y3286,8,,,,,,,,,,7,09,,,,,,,141,160,3,,,  6,81,0929,,,,,,,,,1969,6.0
69IN04917,1963813296,63,2,Y3296,8,,,,,,,,,,7,07,,, 47,,,,152,155,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04918,1963813304,63,2,Y3304,8,,,,,,,,,,7,08,,, 47,,,,148,165,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04919,1963813315,63,2,Y3315,8,,,,,,,,,,7,07,,, 47,,,,166,145,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04920,1963813323,63,2,Y3323,8,,,,,,,,,,7,08,,, 48,,,,165,185,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04921,1963813330,63,2,Y3330,8,,,,,,,,,,7,07,,,,,,,190,175,3,,,  4,81,1006,,,,,,,,,1969,6.0
69IN04922,1963813332,63,2,Y3332,8,,,,,,,,,,7,08,,,11,,,,161,152,,,,  5,81,,,,,,,,,,1969,6.0
69IN04923,1963813336,63,2,Y3336,8,,,,,,,,,,7,08,,, 47,,,,195,180,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04924,1963813351,63,2,Y3351,8,,,,,,,,,,7,08,,,,,,,132,,9,,,  5,81,0730,,,,,,,,,1969,6.0
69IN04925,1963813366,63,2,Y3366,8,,,,,,,,,,7,07,,,,,,,160,125,3,,,  4,81,1006,,,,,,,,,1969,6.0
69IN04926,1963813375,63,2,Y3375,8,,,,,,,,,,7,07,,,34,,,,155,184,,,,  4,81,,,,,,,,,,1969,6.0
69IN04927,1963813380,63,2,Y3380,8,,,,,,,,,,7,08,,, 48,,,,122,135,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04928,1963813382,63,2,Y3382,8,,,,,,,,,,7,09,,,11,,,,143,162,,,,  6,81,,,,,,,,,,1969,6.0
69IN04929,1963813397,63,2,Y3397,8,,,,,,,,,,7,08,,, 48,,,,158,130,2,,,  5,81,0927,,,,,,,,,1969,6.0
69IN04930,1963813398,63,2,Y3398,8,,,,,,,,,,7,09,,, 47,,,,183,185,2,,,  6,81,0927,,,,,,,,,1969,6.0
69IN04931,1963813400,63,2,Y3400,8,,,,,,,,,,7,09,,,12,,,,188,179,,,,,81,,,,,,,,,,1969,6.0
69IN04932,1963813408,63,2,Y3408,8,,,,,,,,,,7,07,,, 47,,,,195,172,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04933,1963813457,63,2,Y3457,8,,,,,,,,,,7,08,,,12,,,,140,164,,,,  5,81,,,,,,,,,,1969,6.0
69IN04934,1963813478,63,2,Y3478,8,,,,,,,,,,7,07,,,11,,,,131,155,,,,  4,81,,,,,,,,,,1969,6.0
69IN04935,1963813480,63,2,Y3480,8,,,,,,,,,,7,08,,,12,,,,180,181,,,,  5,81,,,,,,,,,,1969,6.0
69IN04936,1963813486,63,2,Y3486,8,,,,,,,,,,7,09,,,12,,,,140,115,,,,  6,81,,,,,,,,,,1969,6.0
69IN04937,1963813488,63,2,Y3488,8,,,,,,,,,,7,09,,, 47,,,,116,145,2,,,  6,81,0927,,,,,,,,,1969,6.0
69IN04938,1963813493,63,2,Y3493,8,,,,,,,,,,7,07,,,11,,,,122,135,,,,  4,81,,,,,,,,,,1969,6.0
69IN04939,1963813498,63,2,Y3498,8,,,,,,,,,,7,08,,,11,,,,132,167,,,,  5,81,,,,,,,,,,1969,6.0
69IN04940,1963813502,63,2,Y3502,8,,,,,,,,,,7,07,,, 47,,,,181,172,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04941,1963813513,63,2,Y3513,8,,,,,,,,,,7,08,,,,,,,,,6,,,  5,81,0331,,,,,,,,,1969,6.0
69IN04942,1963813514,63,2,Y3514,8,,,,,,,,,,7,08,,, 47,,,,156,158,2,,,,81,0927,,,,,,,,,1969,6.0
69IN04943,1963813517,63,2,Y3517,8,,,,,,,,,,7,08,,,12,,,,134,154,,,,  5,81,,,,,,,,,,1969,6.0
69IN04944,1963813522,63,2,Y3522,8,,,,,,,,,,7,09,,, 47,,,,150,160,2,,,  6,81,0927,,,,,,,,,1969,6.0
69IN04945,1963813537,63,2,Y3537,8,,,,,,,,,,7,07,,, 48,,,,135,142,2,,,  4,81,0927,,,,,,,,,1969,6.0
69IN04946,1963813543,63,2,Y3543,8,,,,,,,,,,7,07,,,,,,,174,,6,,,  4,81,1007,,,,,,,,,1969,6.0
69IN04947,1963813547,63,2,Y3547,8,,,,,,,,,,7,07,,,,,,,170,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04948,1963813551,63,2,Y3551,8,,,,,,,,,,7,07,,,,,,,97,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04949,1963813554,63,2,Y3554,8,,,,,,,,,,7,07,,,11,,,,170,143,,,,  4,81,,,,,,,,,,1969,6.0
69IN04950,1963813558,63,2,Y3558,8,,,,,,,,,,7,07,,,11,,,,138,163,,,,  4,81,,,,,,,,,,1969,6.0
69IN04951,1963813563,63,2,Y3563,8,,,,,,,,,,7,07,,,12,,,,170,177,,,,  4,81,,,,,,,,,,1969,6.0
69IN04952,1963813566,63,2,Y3566,8,,,,,,,,,,7,09,,,11,,,,122,163,,,,  6,81,,,,,,,,,,1969,6.0
69IN04953,1963813567,63,2,Y3567,8,,,,,,,,,,7,07,,,,,,,128,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04954,1963813584,63,2,Y3584,8,,,,,,,,,,7,07,,,,,,,140,,9,,,  4,81,0730,,,,,,,,,1969,6.0
69IN04955,1963813585,63,2,Y3585,8,,,,,,,,,,7,07,,,12,,,,133,150,,,,  4,81,,,,,,,,,,1969,6.0
69IN04956,1963813593,63,2,Y3593,8,,,,,,,,,,7,09,,,,,,,120,,9,,,  6,81,0730,,,,,,,,,1969,6.0
69IN04957,1963813598,63,2,Y3598,8,,,,,,,,,,7,07,,,,,,,,,6,,,  4,81,0311,,,,,,,,,1969,6.0
69IN04958,1963813602,63,2,Y3602,8,,,,,,,,,,7,07,,,09,,,,110,130,,,,  4,81,,,,,,,,,,1969,6.0
69IN04959,1963813615,63,2,Y3615,8,,,,,,,,,,7,07,,,11,,,,166,185,,,,  4,81,,,,,,,,,,1969,6.0
69IN04960,1963813619,63,2,Y3619,8,,,,,,,,,,7,09,,,,,,,127,,3,,,  6,81,0804,,,,,,,,,1969,6.0
69IN04961,1963813634,63,2,Y3634,8,,,,,,,,,,7,07,,,12,,,,120,148,,,,  4,81,,,,,,,,,,1969,6.0
69IN04962,1963813635,63,2,Y3635,8,,,,,,,,,,7,09,,,,,,,,,6,,,  6,81,0501,,,,,,,,,1969,6.0
69IN04963,1963813644,63,2,Y3644,8,,,,,,,,,,7,08,,,11,,,,133,155,,,,  5,81,,,,,,,,,,1969,6.0
69IN04964,1965813665,65,2,Y3665,8,81,548,4,1,,,,,,5,07,7,, 44,106,09,,148,160,2,,076,047,81,0927,128,2,670114,,,926880,,02,1969,4.0
69IN04965,1965813667,65,2,Y3667,8,81,478,4,4,,,,,,5,09,9,,34,089,10,,128,188,,,088,046,81,,102,3,685314,,,969480,,02,1969,4.0
69IN04966,1965813668,65,2,Y3668,8,81,478,2,1,,,,,,5,09,9,,34,097,09,,142,,,,072,041,81,,107,2,685314,,,969480,,01,1969,4.0
69IN04967,1965813669,65,2,Y3669,8,81,378,,4,,,,,,5,08,8,,,093,10,,,,6,,091,047,81,0131,109,2,670214,,,955280,,,1969,4.0
69IN04968,1965813670,65,2,Y3670,8,81,348,4,7,,,,,,5,08,8,,09,108,09,,155,,,,084,048,81,,108,3,593711,,,930280,,05,1969,4.0
69IN04969,1965813673,65,2,Y3673,8,81,509,2,4,,,,,,5,08,8,,34,091,14,,140,161,,,078,036,81,,085,2,696014,,,952080,,02,1969,4.0
69IN04970,1965813679,65,2,Y3679,8,81,348,4,4,,,,,,5,09,9,,34,111,14,,148,188,,,089,044,81,,098,2,593711,,,977980,,05,1969,4.0
69IN04971,1965813681,65,2,Y3681,8,81,498,2,1,,,,,,5,07,7,,09,106,11,,138,165,,,077,041,81,,106,2,695514,,,908580,,02,1969,4.0
69IN04972,1965813683,65,2,Y3683,8,81,349,2,7,,,,,,5,08,8,,,107,12,,172,,3,,091,042,81,0602,095,2,582711,,,938380,,12,1969,4.0
69IN04973,1965813684,65,2,Y3684,8,81,328,2,4,,,,,,5,09,9,,09,109,11,,133,164,,,086,043,81,,101,2,592711,,,979780,,02,1969,4.0
69IN04974,1965813685,65,2,Y3685,8,81,328,2,7,,,,,,5,09,9,,09,097,10,,139,167,6,,082,040,81,1001,093,2,592711,,,979780,,02,1969,4.0
69IN04975,1965813695,65,2,Y3695,8,81,208,4,7,,,,,,5,08,8,,34,091,12,,118,145,,,081,039,81,,093,2,590811,,,933280,,02,1969,4.0
69IN04976,1965813699,65,2,Y3699,8,81,419,2,1,,,,,,5,08,8,,09,102,05,,148,159,,,074,041,81,,105,2,625214,,,935980,,02,1969,4.0
69IN04977,1965813705,65,2,Y3705,8,81,369,4,7,,,,,,5,07,7,,34,098,09,,137,170,,,089,041,81,,092,2,666414,,,903680,,02,1969,4.0
69IN04978,1965813710,65,2,Y3710,8,81,279,4,4,,,,,,5,08,8,,09,102,09,,122,148,,,087,045,81,,108,2,594611,,,942280,,02,1969,4.0
69IN04979,1965813712,65,2,Y3712,8,81,329,2,3,,,,,,5,09,9,, 46,100,15,,140,172,2,,086,046,81,0927,120,2,597211,,,961780,,02,1969,4.0
69IN04980,1965813718,65,2,Y3718,8,81,368,4,7,,,,,,5,07,7,,,100,15,,128,,3,,084,042,81,1013,102,2,667414,,,922280,,02,1969,4.0
69IN04981,1965813719,65,2,Y3719,8,81,409,2,1,,,,,,5,07,7,,34,107,12,,173,210,,,083,048,81,,120,2,578514,,,920480,,02,1969,4.0
69IN04982,1965813721,65,2,Y3721,8,81,198,4,5,,,,,,5,07,7,,09,114,14,,130,165,,,089,055,81,,134,2,588411,,,913980,,02,1969,4.0
69IN04983,1965813728,65,2,Y3728,8,81,538,2,1,,,,,,5,08,8,,09,091,09,,134,153,,,076,040,81,,101,2,681914,,,949280,,02,1969,4.0
69IN04984,1965813733,65,2,Y3733,8,81,198,2,7,,,,,,5,08,8,,09,088,11,,132,153,,,071,039,81,,103,2,588411,,,950180,,05,1969,4.0
69IN04985,1965813735,65,2,Y3735,8,81,509,2,1,,,,,,5,09,9,,,100,14,,140,168,3,,085,038,81,0120,081,2,696014,,,975180,,11,1969,4.0
69IN04986,1965813737,65,2,Y3737,8,81,518,4,5,,,,,,5,08,8,, 44,102,14,,138,155,2,,077,047,81,0927,124,2,636614,,,954880,,02,1969,4.0
69IN04987,1965813738,65,2,Y3738,8,81,329,4,5,,,,,,5,09,9,, 45,084,13,,124,145,2,,089,036,81,0927,077,2,597211,,,969380,,01,1969,4.0
69IN04988,1965813743,65,2,Y3743,8,81,459,2,5,,,,,,5,08,8,, 44,118,14,,163,185,2,,088,053,81,0927,123,5,647714,,,935680,,01,1969,4.0
69IN04989,1965813746,65,2,Y3746,8,81,329,4,8,,,,,,5,07,7,,,098,16,,128,,3,,090,048,81,1013,113,2,597211,,,911480,,05,1969,4.0
69IN04990,1965813748,65,2,Y3748,8,81,259,4,8,,,,,,5,08,8,, 45,101,15,,137,155,2,,091,047,81,0927,107,2,644314,,,958180,,01,1969,4.0
69IN04991,1965813749,65,2,Y3749,8,81,458,2,8,,,,,,5,08,8,,09,096,11,,115,145,,,096,045,81,,101,2,693014,,,957880,,02,1969,4.0
