UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLPG1,CLPG2,CLPG3,YRREC
02IN00011,1996006079, 6079,00, 6079,96,2,00,1,00,,000044, 56200,2,,,,3,.,2,,138,144,2,,93,1024,.,,.,6.0,X THIN,,,,0,0,0,2002
02IN00012,1996006080, 6080,00, 6080,96,2,00,1,00,,000044, 56200,2,,,,3,.,5,,188,190,1,,93,1024,.,,.,6.0,,,,,0,0,0,2002
02IN00013,1996006096, 6096,00, 6096,96,2,00,1,00,,000044,508400,2,,,,3,.,4,,157,159,4,,93,1024,.,,.,6.0,X FEET,,,,0,0,0,2002
02IN00014,1996006112, 6112,00, 6112,96,2,00,1,00,,000044, 51700,2,,,,2,  M,1,,139,154,2,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00015,1996006122, 6122,00, 6122,96,2,00,1,00,,000044,209300,2,,,,3,.,5,,180,207,1,,93,1024,.,,.,6.0,,,,,0,0,0,2002
02IN00016,1996006133, 6133,00, 6133,96,2,00,1,00,,000044, 52100,2,,,,6,.,*,,0,188,2,,28,0430,.,,.,6.0,RUPT.UTERUS,,,,0,0,0,2002
02IN00017,1996006138, 6138,00, 6138,96,2,00,1,00,,000044,253900,2,,,,3,.,5,,177,185,1,,93,1024,.,,.,6.0,,,,,0,0,0,2002
02IN00018,1996006149, 6149,00, 6149,96,2,00,1,00,,000044,508000,2,,,,6,.,1,,149,0,0,,01,0910,.,,.,6.0,"X, ?UDDER",,,,0,0,0,2002
02IN00019,1996006178, 6178,00, 6178,96,2,00,1,00,,000044, 55600,2,,,,3,"B,A",5,,248,222,1,,93,1024,.,,.,6.0,BRED 01/14/02,U,,,0,0,0,2002
02IN00020,1996006191, 6191,00, 6191,96,2,00,1,00,,000044,452600,2,,,,2,  M,4,,167,174,2,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00021,1996006192, 6192,00, 6192,96,2,00,1,00,,000044,202500,2,,,,2,  M,4,,158,163,2,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00022,1996006195, 6195,00, 6195,96,2,00,1,00,,000044,153900,2,,,,3,"B,A",H,,186,190,2,,93,1024,.,,.,6.0,"LAME, ?GAIT",U,,,0,0,0,2002
02IN00023,1996006229, 6229,00, 6229,96,2,00,1,00,,000044,  4500,2,,,,2,  M,3,,161,176,3,,92,0920,.,,.,6.0,DYSTOCIA,,,,0,0,0,2002
02IN00024,1996006236, 6236,00, 6236,96,2,00,1,00,,000044,505700,2,,,,U,"B,A",3,,187,177,2,,,,.,UTE,U,6.0,SW.BAG,U,,,0,0,0,2002
02IN00025,1996006249, 6249,00, 6249,96,2,00,1,00,,000044,034705,2,,,,2,  M,4,,149,164,2,,92,0920,.,,.,6.0,DYSTOCIA,,,,0,0,0,2002
02IN00026,1996006256, 6256,00, 6256,96,2,00,1,00,,000044,  6800,2,,,,3,.,4,,154,153,2,,93,1024,.,,.,6.0,X THIN,,,,0,0,0,2002
02IN00027,1996006266, 6266,00, 6266,96,2,00,1,00,,000044,455600,2,,,,2,  M,4,,176,181,2,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00028,1996006268, 6268,00, 6268,96,2,00,1,00,,000044,555600,2,,,,2,  M,2,,177,199,3,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00029,1996006294, 6294,00, 6294,96,2,00,1,00,,000044,911300,2,,,,3,.,4,,177,171,2,,93,1024,.,,.,6.0,LT,,,,0,0,0,2002
02IN00030,1996006316, 6316,00, 6316,96,2,00,1,00,,000044, 51300,2,,,,6,.,5,,183,160,2,,95,0816,.,,.,6.0,,,,,0,0,0,2002
02IN00031,1996006371, 6371,00, 6371,96,2,00,1,00,,000044,508700,2,,,,3,.,4,,159,154,2,,93,1024,.,,.,6.0,"LAME, FRONT",,,,0,0,0,2002
02IN00032,1996006377, 6377,00, 6377,96,2,00,1,00,,000044,200500,2,,,,U,"B,A",3,,158,150,3,,95,1205,.,UTE,U,6.0,"LTS,SW.BAG",U,,,0,0,0,2002
02IN00033,1996006421, 6421,00, 6421,96,2,00,1,00,,000044,101700,2,,,,2,  M,2,,142,159,3,,92,0920,.,,.,6.0,,,,,0,0,0,2002
02IN00034,1996006428, 6428,00, 6428,96,2,00,1,00,,000044,451800,2,,,,3,.,3,,187,181,4,,93,1024,.,,.,6.0,X FEET,,,,0,0,0,2002
02IN00035,1996006452, 6452,00, 6452,96,2,00,1,00,,000044,459900,2,,,,3,.,5,,211,211,1,,93,1024,.,,.,6.0,,,,,0,0,0,2002
02IN00036,1997007055, 7055,00, 7055,97,2,00,1,00,,000044,512700,2,,,,2,  M,3,,179,194,2,,92,0920,.,,.,5.0,,,,,0,0,0,2002
02IN00037,1997007067, 7067,00, 7067,97,2,00,1,00,,000044,  2700,2,,,,B,.,5,,196,228,1,,93,1022,.,,.,5.0,,,,,0,0,0,2002
02IN00038,1997007164, 7164,00, 7164,97,2,00,1,00,,000044,250400,2,,,,3,"B,A",3,,161,167,2,,93,1024,.,,.,5.0,THIN,U,,,0,0,0,2002
02IN00039,1997007256, 7256,00, 7256,97,2,00,1,00,,000044,508400,2,,,,2,  M,4,,165,177,2,,92,0920,.,,.,5.0,MEAN,,,,0,0,0,2002
02IN00040,1997007295, 7295,00, 7295,97,2,00,1,00,,000044,462600,2,,,,2,  M,4,,169,179,2,,92,0920,.,,.,5.0,,,,,0,0,0,2002
02IN00041,1997007324, 7324,00, 7324,97,2,00,1,00,,000044,211000,2,,,,2,  M,4,,176,186,2,,92,0920,.,,.,5.0,"LT,L.",,,,0,0,0,2002
02IN00042,1997007395, 7395,00, 7395,97,2,00,1,00,,000044,515700,2,,,,2,  M,4,,181,184,2,,92,0920,.,,.,5.0,TRT R.EYE '98,,,,0,0,0,2002
02IN00043,1997007412, 7412,00, 7412,97,2,00,1,00,,000044,   600,2,,,,3,.,1,,170,156,4,,93,1024,.,,.,5.0,"X,LAME",,,,0,0,0,2002
02IN00044,1997007414, 7414,00, 7414,97,2,00,1,00,,000044,514300,2,,,,6,.,5,,168,180,2,,95,0816,.,,.,5.0,"X,DRY",,,,0,0,0,2002
02IN00045,1997007417, 7417,00, 7417,97,2,00,1,00,,000044,254100,2,,,,6,.,5,,173,181,2,,95,0807,.,,.,5.0,,,,,0,0,0,2002
02IN00046,1997007426, 7426,00, 7426,97,2,00,1,00,,000044,501900,2,,,,2,  M,4,,156,161,2,,92,0920,.,,.,5.0,,,,,0,0,0,2002
02IN00047,1997007485, 7485,00, 7485,97,2,00,1,00,,000044,033005,2,,,,U,.,2,,161,195,3,,,,.,UTE,U,5.0,MLTS,,,,0,0,0,2002
02IN00048,1998008013, 8013,00, 8013,98,2,18,1,07,L-1,000010,775910,2,,,,3,.,5,,162,177,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00049,1998008015, 8015,00, 8015,98,2,00,1,03,L-0,000044,979263,2,,,,B,"B,A",5,,216,227,1,,93,1022,.,,.,4.0,T X C ewe,U,,,0,0,0,2002
02IN00050,1998008019, 8019,00, 8019,98,2,18,1,07,L-1,000010,778810,2,,,,1,.,4,,141,165,2,,,,.,AI-,A,4.0,L.EYE TRT '02,,,,0,0,0,2002
02IN00051,1998008027, 8027,00, 8027,98,2,18,1,07,L-1,000010,732600,2,,,,1,.,1,,145,163,3,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00052,1998008028, 8028,00, 8028,98,2,00,1,92,L-0,000044,949063,1,,,0,1,BLK,2,,128,159,2,B,10,0921,X,BLK,1,4.0,BLACK MARKER,Blk,,,0,0,0,2002
02IN00053,1998008039, 8039,00, 8039,98,2,18,1,07,L-1,000010,725600,2,,,,3,.,5,,181,175,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00054,1998008040, 8040,00, 8040,98,2,18,1,07,L-1,000010,741200,2,,,,O,OVX,5,,186,183,1,X,,,.,OVX,O,4.0,"OVX,BARREN",,1,,0,0,0,2002
02IN00055,1998008050, 8050,00, 8050,98,2,00,1,03,L-0,000044,978963,2,,,,U,"B,A",3,,178,173,5,,,,.,UTE,U,4.0,T X C ewe,U,,,0,0,0,2002
02IN00056,1998008059, 8059,00, 8059,98,2,18,1,07,L-1,000010,831510,2,,,,O,OVX,5,,179,195,1,X,,,.,OVX,O,4.0,POLYPAY?OVX,,,,0,0,0,2002
02IN00057,1998008077, 8077,00, 8077,98,2,18,1,07,L-1,000010,888010,2,,,,1,.,3,,145,0,0,,97,0911,.,,.,4.0,HAIRY,,,,0,0,0,2002
02IN00058,1998008084, 8084,00, 8084,98,2,18,1,07,L-1,000010,741400,2,,,,1,.,4,,132,139,2,,,,.,AI-,A,4.0,BLK. EAR,,,,0,0,0,2002
02IN00059,1998008091, 8091,00, 8091,98,2,18,1,07,L-1,000010,728300,2,,,,1,.,4,,148,146,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00060,1998008136, 8136,00, 8136,98,2,00,1,03,L-0,000044,971563,2,,,,O,OVX,5,,185,0,0,X,,,.,OVX,O,4.0,"T X C ewe,OVX",,,,0,0,0,2002
02IN00061,1998008142, 8142,00, 8142,98,2,00,1,92,L-0,000044,938363,1,,,0,3,BLK,5,,171,171,1,B,93,1024,X,,.,4.0,BLACK MARKER,Blk,,,0,0,0,2002
02IN00062,1998008147, 8147,00, 8147,98,2,00,1,92,L-0,000044,950663,1,,,0,3,BLK,3,,163,151,2,B,93,1024,X,,.,4.0,X BLACK,Blk,,,0,0,0,2002
02IN00063,1998008150, 8150,00, 8150,98,2,18,1,07,L-1,000010,813510,2,,,,6,.,4,,121,169,1,,50,0906,.,,.,4.0,,,,,0,0,0,2002
02IN00064,1998008202, 8202,00, 8202,98,2,88,1,30,L-6,312904,382404,0,,,,1,.,1,,135,161,2,,,,.,-3-,1,4.0,COARSE,,,,0,0,0,2002
02IN00065,1998008210, 8210,00, 8210,98,2,68,1,06,L-5,895863,774263,7,,,,1,.,1,,153,174,2,,,,G,-5-,2,4.0,,,,,0,0,0,2002
02IN00066,1998008212, 8212,00, 8212,98,2,68,1,06,L-5,895863,584263,7,,,,1,.,2,,165,173,2,,,,G,-5-,2,4.0,NICE,,,,0,0,0,2002
02IN00067,1998008217, 8217,00, 8217,98,2,18,1,07,L13,735910,387010,2,,,,1,.,4,,125,132,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00068,1998008234, 8234,00, 8234,98,2,18,1,07,L17,720810,515200,2,,,,3,.,2,,193,197,4,,93,1024,.,,.,4.0,"SL.RUPTURE,L",,,,0,0,0,2002
02IN00069,1998008253, 8253,00, 8253,98,2,00,1,01,L16,700310,605900,2,,,,6,.,5,,154,146,2,,95,0823,.,,.,4.0,,,,,0,0,0,2002
02IN00070,1998008267, 8267,00, 8267,98,2,00,1,01,L18,714610,617200,2,,,,6,.,*,,0,158,2,,76,0514,.,,.,4.0,"DRY, CULL",,,661,0,0,0,2002
02IN00071,1998008269, 8269,00, 8269,98,2,18,1,07,L18,714610,209900,2,,,,3,.,4,,156,182,2,,93,1024,.,,.,4.0,"ODD TEAT,L.",,,,0,0,0,2002
02IN00072,1998008274, 8274,00, 8274,98,2,00,1,01,L21,678110,012005,2,,,,3,.,4,,162,171,5,,93,1024,.,,.,4.0,X ABS. UDDER,,,,0,0,0,2002
02IN00073,1998008281, 8281,00, 8281,98,2,18,1,07,L12,674810,674910,2,,,,O,OVX,5,,195,200,1,X,,,.,OVX,O,4.0,"OVX,PROD",,2,,0,0,0,2002
02IN00074,1998008285, 8285,00, 8285,98,2,18,1,07,L18,714610, 58000,2,,,,6,.,5,,184,156,2,,95,0807,.,,.,4.0,,,,,0,0,0,2002
02IN00075,1998008286, 8286,00, 8286,98,2,68,1,06,L-5,895863,768863,7,,,,1,.,1,,168,199,6,,,,G,-1-,1,4.0,,,,,0,0,0,2002
02IN00076,1998008295, 8295,00, 8295,98,2,18,1,43,L13,735910,288110,2,,,,1,.,2,,148,171,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00077,1998008308, 8308,00, 8308,98,2,18,1,07,L21,678110,514500,2,,,,6,.,*,,0,183,1,,05,0524,.,,.,4.0,"MASTITIS,DEAD",,,,0,0,0,2002
02IN00078,1998008320, 8320,00, 8320,98,2,18,1,43,L11,752910, 57100,2,,,,1,.,4,,161,167,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00079,1998008351, 8351,00, 8351,98,2,18,1,07,L14,677210,454200,2,,,,3,.,5,,176,188,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00080,1998008375, 8375,00, 8375,98,2,18,1,07,L15,712410,515700,2,,,,1,.,4,,158,167,1,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00081,1998008381, 8381,00, 8381,98,2,00,1,01,L19,675110,619600,2,,,,3,.,4,,172,181,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00082,1998008384, 8384,00, 8384,98,2,68,1,06,L-5,895863,598663,7,,,,3,.,*,,0,189,2,,93,0513,G,,.,4.0,PREG.TOXEMIA,,,666,0,0,0,2002
02IN00083,1998008415, 8415,00, 8415,98,2,18,1,07,L18,714610,200200,2,,,,3,.,5,,177,197,1,,93,1024,.,,.,4.0,VLTS,,,,0,0,0,2002
02IN00084,1998008416, 8416,00, 8416,98,2,18,1,07,L18,714610,200200,2,,,,1,.,1,,141,158,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00085,1998008419, 8419,00, 8419,98,2,00,1,01,L16,700310,006905,2,,,,2,  M,4,,138,159,2,,92,0920,.,,.,4.0,,,,,0,0,0,2002
02IN00086,1998008423, 8423,00, 8423,98,2,88,1,30,L-9,365604,886003,0,,,,1,.,3,,125,138,2,,,,.,-4-,2,4.0,,,,,0,0,0,2002
02IN00087,1998008436, 8436,00, 8436,98,2,18,1,43,L11,752910, 51200,2,,,,1,.,2,,149,171,2,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00088,1998008439, 8439,00, 8439,98,2,88,1,30,L-8,348004,266604,0,,,,1,.,2,,156,160,2,,,,.,-5-,2,4.0,,,,,0,0,0,2002
02IN00089,1998008441, 8441,00, 8441,98,2,18,1,43,L11,752910,101000,2,,,,1,.,1,,143,171,2,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00090,1998008443, 8443,00, 8443,98,2,88,1,30,L-7,346704,257904,0,,,,1,.,3,,126,156,2,,,,.,-5-,2,4.0,TAG CUT '2002,,,,0,0,0,2002
02IN00091,1998008454, 8454,00, 8454,98,2,88,1,30,L-6,312904,349804,0,,,,3,.,2,,153,178,2,,93,1024,.,,.,4.0,VAG.PROLAPSE,,,,0,0,0,2002
02IN00092,1998008462, 8462,00, 8462,98,2,88,1,30,L-9,365604,385904,0,,,,1,.,2,,140,165,2,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00093,1998008478, 8478,00, 8478,98,2,18,1,07,L16,700310,   500,2,,,,2,  M,5,,198,203,2,,92,0920,.,,.,4.0,,,,,0,0,0,2002
02IN00094,1998008479, 8479,00, 8479,98,2,18,1,07,L16,700310,   500,2,,,,1,.,3,,208,197,3,,,,.,-3-,1,4.0,,,,,0,0,0,2002
02IN00095,1998008480, 8480,00, 8480,98,2,00,1,01,L19,675110,021505,2,,,,2,  M,1,,166,165,2,,92,0920,.,,.,4.0,,,,,0,0,0,2002
02IN00096,1998008483, 8483,00, 8483,98,2,18,1,07,L21,678110,910400,2,,,,3,.,5,,174,180,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00097,1998008492, 8492,00, 8492,98,2,18,1,07,L18,714610,911100,2,,,,1,.,4,,172,156,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00098,1998008503, 8503,00, 8503,98,2,68,1,06,L-5,895863,702463,7,,,,6,.,*,,0,178,2,,84,0418,G,,.,4.0,LIVER DISEASE,,,,0,0,0,2002
02IN00099,1998008504, 8504,00, 8504,98,2,18,1,07,L13,735910,145610,2,,,,1,.,4,,143,151,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00100,1998008516, 8516,00, 8516,98,2,88,1,30,L-7,346704,273004,0,,,,1,.,2,,146,143,2,,,,.,-4-,2,4.0,WORN TAG,,,,0,0,0,2002
02IN00101,1998008524, 8524,00, 8524,98,2,18,1,07,L14,677210,436310,2,,,,1,.,4,,157,174,1,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00102,1998008525, 8525,00, 8525,98,2,18,1,43,L11,752910,502400,2,,,,6,.,3,,162,173,2,,01,0826,.,,.,4.0,,,,,0,0,0,2002
02IN00103,1998008526, 8526,00, 8526,98,2,88,1,30,L-8,348004,846103,0,,,,1,.,2,,121,142,2,,,,.,-4-,2,4.0,,,,,0,0,0,2002
02IN00104,1998008539, 8539,00, 8539,98,2,18,1,07,L13,735910,701810,2,,,,1,.,4,,144,147,2,,,,.,AI-,A,4.0,1TAG,,,,0,0,0,2002
02IN00105,1998008556, 8556,00, 8556,98,2,18,1,07,L15,712410,556500,2,,,,3,.,*,,0,172,2,,93,0513,.,,.,4.0,"HUGE,SORE BAG",,,668,0,0,0,2002
02IN00106,1998008572, 8572,00, 8572,98,2,18,1,07,L14,677210,254100,2,,,,3,.,4,,171,196,1,,93,1024,.,,.,4.0,?UDDER,,,,0,0,0,2002
02IN00107,1998008575, 8575,00, 8575,98,2,18,1,07,L20,684210,  8000,2,,,,6,.,4,,128,0,0,,76,0910,.,,.,4.0,LUNGER,,,,0,0,0,2002
02IN00108,1998008577, 8577,00, 8577,98,2,18,1,07,L14,677210, 57700,2,,,,3,.,5,,167,204,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00109,1998008580, 8580,00, 8580,98,2,68,1,06,L-2,890163,831863,7,,,,3,.,1,,204,197,5,,93,1024,G,,.,4.0,X BAG,,,,0,0,0,2002
02IN00110,1998008591, 8591,00, 8591,98,2,18,1,07,L13,735910,255910,2,,,,3,.,5,,179,196,1,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00111,1998008595, 8595,00, 8595,98,2,88,1,30,L-9,365604,323204,0,,,,1,.,2,,146,169,2,,,,.,-5-,2,4.0,,,,,0,0,0,2002
02IN00112,1998008601, 8601,00, 8601,98,2,18,1,07,L18,714610,514200,2,,,,1,.,4,,174,192,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00113,1998008625, 8625,00, 8625,98,2,18,1,07,L12,674810,414710,2,,,,6,.,5,,176,153,2,,95,0807,.,,.,4.0,,,,,0,0,0,2002
02IN00114,1998008629, 8629,00, 8629,98,2,18,1,43,L11,752910,200500,2,,,,3,.,4,,153,158,2,,93,1024,.,,.,4.0,SL.RUPTURE,,,,0,0,0,2002
02IN00115,1998008636, 8636,00, 8636,98,2,18,1,07,L13,735910,952600,2,,,,1,.,1,,130,140,2,,,,.,-4-,2,4.0,,,,,0,0,0,2002
02IN00116,1998008637, 8637,00, 8637,98,2,18,1,07,L13,735910,952600,2,,,,2,  M,5,,166,163,1,,92,0920,.,,.,4.0,,,,,0,0,0,2002
02IN00117,1998008641, 8641,00, 8641,98,2,18,1,07,L21,678110,953000,2,,,,1,.,4,,145,151,2,,,,.,AI-,A,4.0,pg 4/24 156#,,,,0,0,0,2002
02IN00118,1998008665, 8665,00, 8665,98,2,18,1,07,L12,674810,695810,2,,,,1,.,1,,142,154,2,,,,.,AI-,A,4.0,,,,,0,0,0,2002
02IN00119,1998008668, 8668,00, 8668,98,2,88,1,30,L-6,312904,860003,0,,,,1,.,2,,129,141,3,,,,.,-5-,2,4.0,,,,,0,0,0,2002
02IN00120,1998008680, 8680,00, 8680,98,2,18,1,07,L12,674810, 57800,2,,,,6,.,5,,171,162,2,,95,0807,.,,.,4.0,,,,,0,0,0,2002
02IN00121,1998008682, 8682,00, 8682,98,2,18,1,07,L14,677210,458300,2,,,,1,.,4,,156,159,2,,,,.,AI-,A,4.0,"LT,R.",,,,0,0,0,2002
02IN00122,1998008693, 8693,00, 8693,98,2,68,1,06,L-3,874463,704063,2,,,,7,OVX,*,,0,0,0,X,97,0118,.,OVX,.,4.0,OVX,,,,0,0,0,2002
02IN00123,1998008695, 8695,00, 8695,98,2,18,1,07,L14,677210,500500,2,,,,1,.,2,,141,183,4,,,,.,-4-,2,4.0,TAG CUT '2002,,,,0,0,0,2002
02IN00124,1998008697, 8697,00, 8697,98,2,88,1,30,L-7,346704,929703,0,,,,1,.,2,,154,159,3,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00125,1998008724, 8724,00, 8724,98,2,88,1,30,L-7,346704,263904,0,,,,1,.,2,,130,150,2,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00126,1998008727, 8727,00, 8727,98,2,88,1,30,L-9,365604,227304,0,,,,1,.,2,,149,169,4,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00127,1998008757, 8757,00, 8757,98,2,68,1,06,L-3,874463,750363,7,,,,1,.,1,,159,163,2,,,,G,-4-,2,4.0,,,,,0,0,0,2002
02IN00128,1998008764, 8764,00, 8764,98,2,18,1,43,L11,752910,952700,2,,,,1,.,2,,147,159,2,,,,.,-5-,2,4.0,,,,,0,0,0,2002
02IN00129,1998008772, 8772,00, 8772,98,2,18,1,07,L20,684210,  8900,2,,,,3,"B,A",5,,203,219,1,,93,1024,.,,.,4.0,,U,,,0,0,0,2002
02IN00130,1998008773, 8773,00, 8773,98,2,18,1,07,L20,684210,  8900,2,,,,3,.,4,,164,183,2,,93,1024,.,,.,4.0,RUPTURE,,,,0,0,0,2002
02IN00131,1998008776, 8776,00, 8776,98,2,00,1,01,L20,684210,005105,2,,,,U,.,3,,142,161,2,,,,.,UTE,U,4.0,"X, ?UDDER",,,,0,0,0,2002
02IN00132,1998008777, 8777,00, 8777,98,2,00,1,01,L20,684210,005105,2,,,,3,.,5,,153,148,5,,93,1024,.,,.,4.0,,,,,0,0,0,2002
02IN00133,1998008780, 8780,00, 8780,98,2,88,1,30,L-7,346704,379904,0,,,,1,.,2,,166,163,3,,,,.,-2-,1,4.0,,,,,0,0,0,2002
02IN00134,1998008793, 8793,00, 8793,98,2,68,1,06,L-4,913363,699963,7,,,,1,.,1,,160,165,2,,,,G,-2-,1,4.0,,,,,0,0,0,2002
02IN00135,1998008835, 8835,00, 8835,98,2,00,1,01,L16,700310,026205,2,,,,6,"B,A",*,,0,173,1,,54,0418,.,,.,4.0,INCATTLEGUARD,U,,,0,0,0,2002
02IN00136,1998008842, 8842,00, 8842,98,2,18,1,07,L16,700310, 55300,2,,,,6,.,2,,171,210,2,,04,0522,.,,.,4.0,,,,,0,0,0,2002
02IN00137,1998008858, 8858,00, 8858,98,2,18,1,07,L21,678110,550400,2,,,,1,.,1,,155,182,2,,,,.,-3-,1,4.0,,,,,0,0,0,2002
02IN00138,1998008876, 8876,00, 8876,98,2,18,1,43,L11,752910,405110,2,,,,1,.,2,,146,155,2,,,,.,-1-,1,4.0,,,,,0,0,0,2002
02IN00139,1998008883, 8883,00, 8883,98,2,18,1,07,L21,678110,556800,2,,,,2,  M,5,,171,180,1,,92,0920,.,,.,4.0,DYSTOCIA,,,,0,0,0,2002
02IN00140,1998008885, 8885,00, 8885,98,2,00,1,01,L16,700310,017205,2,,,,3,.,4,,159,175,2,,93,1024,.,,.,4.0,"X, SICK PEN",,,,0,0,0,2002
02IN00141,1995050008,50008,05,50008,95,2,00,1,00,,000044,900600,2,,,,6,"B,A",*,,0,195,1,,76,0602,.,,.,7.0,,U,,,0,0,0,2002
02IN00142,1995050120,50120,05,50120,95,2,00,1,00,,000044,460900,2,,,,3,"B,A",H,,157,157,2,,93,1024,.,,.,7.0,1TAG,U,,,0,0,0,2002
02IN00143,1995050148,50148,05,50148,95,2,00,1,00,,000044,459100,2,,,,3,"B,A",3,,182,172,3,,93,1024,.,,.,7.0,SW.BAG,U,,,0,0,0,2002
02IN00144,1995050167,50167,05,50167,95,2,00,1,00,,000044,503300,2,,,,7,"B,A",*,,0,170,1,,97,0114,.,,.,7.0,MSG 1/14/02,U,,,0,0,0,2002
02IN00145,1995050172,50172,05,50172,95,2,00,1,00,,000044, 52800,2,,,,3,"B,A",5,,152,150,6,,93,1024,.,,.,7.0,,U,,,0,0,0,2002
02IN00146,1995050314,50314,05,50314,95,2,00,1,00,,000044,208100,2,,,,3,"B,A",3,,183,165,2,,93,1024,.,,.,7.0,SW.BAG,U,,,0,0,0,2002
02IN00147,1995050336,50336,05,50336,95,2,00,1,00,,000044, 54700,2,,,,3,"B,A",3,,166,158,2,,93,1024,.,,.,7.0,? DAM,U,,,0,0,0,2002
02IN00148,1995050340,50340,05,50340,95,2,00,1,00,,000044, 54700,2,,,,3,"B,A",5,,176,168,1,,93,1024,.,,.,7.0,? DAM,U,,,0,0,0,2002
02IN00149,1995050343,50343,05,50343,95,2,00,1,00,,000044,  4400,2,,,,6,"B,A",*,,0,172,2,,95,0116,.,,.,7.0,"BLIND,EUTH",U,,,0,0,0,2002
02IN00150,1995050396,50396,05,50396,95,2,00,1,00,,000044,253400,2,,,,3,"B,A",5,,178,151,1,,93,1024,.,,.,7.0,1TAG,U,,,0,0,0,2002
02IN00151,1995050480,50480,05,50480,95,2,00,1,00,,000044,152600,2,,,,O,OVX,5,,186,0,0,X,,,.,OVX,O,7.0,OVX 2/2001,,,,0,0,0,2002
