UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,C3034,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
77IN04319,1976626939,76,2,K6939,,63,771,,,,,,,,1,1,,653,, 1,92,108,,,06,,62,,,639262,5,,427862,,,1977
77IN04320,1976626940,76,1,K6940,,,782,,,2,,,,,3,1,,192,,,120,146,2,,06,,62,0922,,531662,Y,387,360262,92,,1977
77IN04321,1976626942,76,2,K6942,,61,780,,,,,,,,2,1,,,,,87,,6,,06,,62,0824,,555262,5,,271862,01,,1977
77IN04322,1976626944,76,1,K6944,,63,762,,,1,,,,,1,1,,,,,132,163,,,06,,62,,,514462,Y,403,448262,,,1977
77IN04323,1976626945,76,2,K6945,,06,700,,,,,,,,1,1,,001,, 1,124,134,,,06,,62,,,518262,3,,469062,,,1977
77IN04324,1976626947,76,2,K6947,,60,700,,,,,,,,1,1,,654,, 1,149,150,,,06,,62,,,518262,5,,481062,,,1977
77IN04325,1976626950,76,2,K6950,,61,752,,,,,,,,1,1,,634,, 1,102,115,,,06,,62,,,535162,3,,472162,,,1977
77IN04326,1976626951,76,1,K6951,,,883,,,3,,,,,1,1,,,,,105,125,3,,06,,62,0829,,555062,Y,380,123162,93,,1977
77IN04327,1976626952,76,2,K6952,,61,843,,,,,,,,1,1,,604,, 1,107,120,,,06,,62,,,516662,5,,458662,,,1977
77IN04328,1976626963,76,1,K6963,,63,761,,,2,,,,,3,1,,193,,,130,141,2,,06,,62,0922,,575362,Y,407,228162,92,,1977
77IN04329,1976626964,76,2,K6964,,61,813,,,,,,,,3,1,,,,,113,,6,,06,,62,0901,,558162,5,,444262,10,,1977
77IN04330,1976626966,76,2,K6966,,63,762,,,,,,,,1,1,,651,, 1,105,118,,,06,,62,,,514462,3,,207562,,,1977
77IN04331,1976626967,76,2,K6967,,60,761,,,,,,,,1,1,,632,, 1,99,117,,,06,,62,,,575362,5,,478362,,,1977
77IN04332,1976626973,76,2,K6973,,06,752,,,,,,,,2,1,,002,, 1,91,106,,,06,,62,,,535162,5,,482962,,,1977
77IN04333,1976626978,76,1,K6978,,,751,,,,&,,,,3,1,,,,,,,5,,06,,62,0204,,532762,*,,372062,95,,1977
77IN04334,1976626980,76,2,K6980,,06,781,,,,,,,,2,1,,001,, 1,100,112,,,06,,62,,,527462,5,,170762,,,1977
77IN04335,1976626982,76,2,K6982,,61,780,,,,,,,,1,1,,633,, 2,126,137,,,06,,62,,,555262,3,,463562,,,1977
77IN04336,1976626986,76,2,K6986,,63,752,,,,,,,,3,1,,652,, 1,93,100,,,06,,62,,,535162,3,,254362,,,1977
77IN04337,1976626991,76,1,K6991,,,033,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,530862,*,,106862,93,,1977
77IN04338,1976626994,76,2,K6994,,60,781,,,,,,,,1,1,,631,, 1,101,124,,,06,,62,,,527462,5,,096162,,,1977
77IN04339,1976626995,76,2,K6995,,63,760,,,,,,,,3,1,,611,, 1,97,123,,,06,,62,,,536462,5,,240362,,,1977
77IN04340,1976626997,76,1,K6997,,60,701,,,1,,,,,1,1,,,,,134,153,,,06,,62,,,519462,Y,412,556362,,,1977
77IN04341,1976626999,76,1,K6999,,63,762,,,,,,,,2,1,,,,,,,7,,06,,62,0601,,514462,*,,297062,97,,1977
77IN04342,1976627000,76,2,K7000,,63,761,,,,,,,,1,1,,612,, 2,116,116,,,06,,62,,,575362,3,,377262,,,1977
77IN04343,1976627001,76,2,K7001,,61,823,,,,,,,,1,1,,632,, 1,99,122,,,06,,62,,,544462,5,,302862,,,1977
77IN04344,1976627003,76,1,K7003,,,780,,,2,,,,,2,1,,151,,,126,154,2,,06,,62,0922,,555262,Y,428,180862,92,,1977
77IN04345,1976627004,76,2,K7004,,06,702,,,,,,,,1,1,,002,, 1,106,115,,,06,,62,,,564262,3,,484562,,,1977
77IN04346,1976627006,76,2,K7006,,60,750,,,2,,,,,3,1,,002,,,82,120,2,,06,,62,0922,,550562,5,,087662,92,,1977
77IN04347,1976627012,76,1,K7012,,63,760,,,1,,,,,1,1,,,,,123,163,,,06,,62,,,536462,Y,407,515062,,,1977
77IN04348,1976627014,76,1,K7014,,,752,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,535162,*,,420462,93,,1977
77IN04349,1976627017,76,1,K7017,,61,781,,,1,,,,,3,1,,,,,150,170,,,06,,62,,,527462,Y,447,117862,,,1977
77IN04350,1976627018,76,2,K7018,,61,781,,,,,,,,2,1,,705,, 1,106,115,,,06,,62,,,527462,5,,377362,,,1977
77IN04351,1976627021,76,1,K7021,,,760,,,,,,,,3,1,,,,,,,5,,06,,62,0111,,536462,*,,531362,95,,1977
77IN04352,1976627022,76,1,K7022,,63,762,,,2,,,,,1,1,,176,,,118,159,2,,06,,62,0922,,514462,Y,403,365062,92,,1977
77IN04353,1976627029,76,1,K7029,,63,751,,,2,,,,,3,1,,189,,,138,158,2,,06,,62,0922,,532762,Y,394,256362,92,,1977
77IN04354,1976627031,76,1,K7031,,63,762,,,2,,,,,3,1,,192,,,107,142,2,,06,,62,0922,,514462,Y,394,474662,92,,1977
77IN04355,1976627033,76,2,K7033,,61,782,,,,,,,,1,1,,631,, 1,92,120,,,06,,62,,,531662,5,,498262,,,1977
77IN04356,1976627037,76,1,K7037,,63,761,,,2,,,,,1,1,,188,,,110,138,2,,06,,62,0922,,575362,Y,402,527562,92,,1977
77IN04357,1976627038,76,1,K7038,,,781,,,2,,,,,3,1,,179,,,115,141,2,,06,,62,0922,,527462,Y,391,462262,92,,1977
77IN04358,1976627046,76,2,K7046,,61,782,,,,,,,,2,1,,611,, 1,100,111,,,06,,62,,,531662,5,,466362,,,1977
77IN04359,1976627047,76,1,K7047,,,782,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,531662,*,,466362,93,,1977
77IN04360,1976627050,76,2,K7050,,63,752,,,,,,,,3,1,,613,, 1,97,120,,,06,,62,,,535162,5,,457462,,,1977
77IN04361,1976627053,76,2,K7053,,60,701,,,,,,,,1,1,,611,, 1,109,139,,,06,,62,,,519462,5,,577262,,,1977
77IN04362,1976627055,76,1,K7055,,,751,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,532762,*,,526362,93,,1977
77IN04363,1976627057,76,1,K7057,,60,702,,,3,,,,,3,1,,,,,107,131,3,,06,,62,0829,,564262,Y,378,449062,93,,1977
77IN04364,1976627059,76,1,K7059,,60,772,,,1,,,,,3,1,,,,,140,154,,,06,,62,,,000062,Y,415,029162,,,1977
77IN04365,1976627061,76,2,K7061,,61,923,,,,,,,,3,1,,653,, 1,96,118,,,06,,62,,,530262,5,,310662,,,1977
77IN04366,1976627063,76,1,K7063,,63,760,,,,,,,,2,1,,,,,97,,6,,06,,62,0617,,536462,Y,,438862,15,,1977
77IN04367,1976627068,76,2,K7068,,63,863,,,,,,,,3,1,,614,, 1,101,122,,,06,,62,,,554962,5,,473262,,,1977
77IN04368,1976627078,76,2,K7078,,63,752,,,,,,,,1,1,,,,,101,,7,,06,,62,0916,,535162,5,,565662,97,,1977
77IN04369,1976627080,76,1,K7080,,60,700,,,,,,,,3,1,,,,,,,7,,06,,62,0601,,518262,*,,043462,97,,1977
77IN04370,1976627081,76,2,K7081,,06,770,,,,,,,,1,1,,001,, 1,127,112,,,06,,62,,,000062,5,,337562,,,1977
77IN04371,1976627083,76,2,K7083,,63,752,,,,,,,,2,1,,602,, 1,102,122,,,06,,62,,,535162,5,,269462,,,1977
77IN04372,1976627084,76,1,K7084,,63,762,,,3,,,,,1,1,,,,,102,131,3,,06,,62,0829,,514462,Y,387,065462,93,,1977
77IN04373,1976627091,76,2,K7091,,63,760,,,,,,,,2,1,,601,, 1,102,124,,,06,,62,,,536462,5,,412062,,,1977
77IN04374,1976627094,76,1,K7094,,,023,,,2,,,,,3,1,,190,,,108,138,2,,06,,62,0922,,508262,Y,382,115162,92,,1977
77IN04375,1976627100,76,1,K7100,,63,762,,,2,,,,,1,1,,191,,,122,155,2,,06,,62,0922,,514462,Y,411,516462,92,,1977
77IN04376,1976627101,76,2,K7101,,61,782,,,,,,,,3,1,,612,, 1,107,129,,,06,,62,,,531662,5,,171262,,,1977
77IN04377,1976627104,76,2,K7104,,63,751,,,,,,,,3,1,,603,, 1,102,127,,,06,,62,,,532762,5,,552662,,,1977
77IN04378,1976627106,76,2,K7106,,63,752,,,,,,,,2,1,,634,, 1,109,140,,,06,,62,,,535162,5,,416262,,,1977
77IN04379,1976627108,76,1,K7108,,63,760,,,3,,,,,1,1,,,,,89,116,3,,06,,62,0829,,536462,Y,339,270262,93,,1977
77IN04380,1976627110,76,1,K7110,,63,752,,,2,,,,,2,1,,193,,,108,132,2,,06,,62,0922,,535162,Y,383,109762,92,,1977
77IN04381,1976627113,76,1,K7113,,,023,,,3,,,,,1,1,,,,,89,116,3,,06,,62,0725,,508262,Y,346,429362,93,,1977
77IN04382,1976627114,76,1,K7114,,60,700,,,1,,,,,3,1,,,,,133,172,7,,06,,62,1028,,518262,Y,386,379062,97,,1977
77IN04383,1976627115,76,1,K7115,,60,700,,,2,,,,,3,1,,157,,,131,147,2,,06,,62,0922,,518262,Y,415,379062,92,,1977
77IN04384,1976627118,76,2,K7118,,61,993,,,,,,,,1,1,,613,, 1,102,124,,,06,,62,,,555462,5,,388062,,,1977
77IN04385,1976627122,76,1,K7122,,63,751,,,2,,,,,3,1,,193,,,112,147,2,,06,,62,0922,,532762,Y,391,195462,92,,1977
77IN04386,1976627124,76,1,K7124,,63,762,,,2,,,,,1,1,,156,,,112,151,2,,06,,62,0922,,514462,Y,397,483462,92,,1977
77IN04387,1976627126,76,2,K7126,,61,843,,,,,,,,2,1,,614,, 1,95,110,,,06,,62,,,516662,5,,317862,,,1977
77IN04388,1976627128,76,1,K7128,,,033,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,530862,*,,338062,93,,1977
77IN04389,1976627133,76,2,K7133,,61,782,,,,,,,,3,1,,,,,101,,7,,06,,62,0916,,531662,5,,332562,97,,1977
77IN04390,1976627136,76,2,K7136,,60,782,,,,,,,,3,1,,612,, 1,93,112,,,06,,62,,,531662,5,,021562,,,1977
77IN04391,1976627138,76,2,K7138,,60,701,,,,,,,,1,1,,613,, 1,104,129,,,06,,62,,,519462,3,,473062,,,1977
77IN04392,1976627142,76,1,K7142,,63,751,,,2,,,,,3,1,,190,,,116,143,2,,06,,62,0922,,532762,Y,392,465862,92,,1977
77IN04393,1976627144,76,1,K7144,,61,702,,,2,,,,,3,1,,189,,,125,153,2,,06,,62,0922,,564262,Y,392,409362,92,,1977
77IN04394,1976627146,76,2,K7146,,61,771,,,,,,,,1,1,,602,, 1,106,131,,,06,,62,,,639262,5,,303162,,,1977
77IN04395,1976627148,76,1,K7148,,63,863,,,1,,,,,1,1,,,,,128,165,,,06,,62,,,554962,Y,417,530962,,,1977
77IN04396,1976627149,76,2,K7149,,61,833,,,,,,,,2,1,,601,, 1,112,129,,,06,,62,,,563762,5,,398062,,,1977
77IN04397,1976627150,76,1,K7150,,,833,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,563762,*,,398062,93,,1977
77IN04398,1976627153,76,1,K7153,,,772,,,,,,,,1,1,,,,,,,7,,06,,62,0601,,000062,*,,483062,97,,1977
77IN04399,1976627154,76,2,K7154,,61,782,,,,,,,,1,1,,603,, 1,119,137,,,06,,62,,,531662,5,,558662,,,1977
77IN04400,1976627161,76,1,K7161,,,770,,,2,,,,,1,1,,192,,,109,141,2,,06,,62,0922,,000062,Y,396,965661,92,,1977
77IN04401,1976627162,76,2,K7162,,61,813,,,,,,,,1,1,,654,, 1,90,110,,,06,,62,,,558162,5,,515162,,,1977
77IN04402,1976627164,76,2,K7164,,61,760,,,,,,,,3,1,,634,, 1,103,129,,,06,,62,,,536462,5,,326762,,,1977
77IN04403,1976627166,76,2,K7166,,06,761,,,,,,,,2,1,,002,, 1,104,127,,,06,,62,,,575362,5,,225062,,,1977
77IN04404,1976627171,76,2,K7171,,63,761,,,,,,,,1,1,,604,, 1,91,122,,,06,,62,,,575362,5,,467462,,,1977
77IN04405,1976627173,76,1,K7173,,60,700,,,2,,,,,3,1,,154,,,124,159,2,,06,,62,0922,,518262,Y,418,176862,92,,1977
77IN04406,1976627176,76,2,K7176,,61,973,,,,,,,,1,1,,604,, 1,97,110,,,06,,62,,,515662,5,,185562,,,1977
77IN04407,1976627179,76,2,K7179,,61,780,,,,,,,,3,1,,,, 1,106,130,7,,06,,62,1027,,555262,5,,084162,97,,1977
77IN04408,1976627180,76,1,K7180,,,780,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,555262,*,,084162,93,,1977
77IN04409,1976627183,76,1,K7183,,,702,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,564262,*,,005762,93,,1977
77IN04410,1976627184,76,2,K7184,,60,702,,,,,,,,1,1,,614,, 1,107,139,,,06,,62,,,564262,5,,460362,,,1977
77IN04411,1976627189,76,1,K7189,,,772,,,2,,,,,1,1,,192,,,132,151,2,,06,,62,0922,,000062,Y,385,195062,92,,1977
77IN04412,1976627190,76,1,K7190,,,033,,,2,,,,,3,1,,188,,,112,133,2,,06,,62,0922,,530862,Y,390,435262,92,,1977
77IN04413,1976627192,76,1,K7192,,,771,,,2,,,,,2,1,,159,,,123,149,2,,06,,62,0922,,639262,Y,409,333262,92,,1977
77IN04414,1976627196,76,2,K7196,,61,771,,,,,,,,2,1,,632,, 2,103,107,,,06,,62,,,639262,3,,490762,,,1977
77IN04415,1976627197,76,2,K7197,,61,771,,,,,,,,2,1,,631,, 1,87,107,,,06,,62,,,639262,3,,490762,,,1977
77IN04416,1976627198,76,1,K7198,,,780,,,2,,,,,2,1,,190,,,103,136,2,,06,,62,0922,,555262,Y,397,480862,92,,1977
77IN04417,1976627200,76,2,K7200,,63,752,,,2,,,,,2,1,,001,,,80,104,2,,06,,62,0922,,535162,5,,514562,92,,1977
77IN04418,1976627201,76,1,K7201,,,752,,,,,,,,2,1,,,,,,,3,,06,,62,0207,,535162,*,,514562,93,,1977
77IN04419,1976627202,76,2,K7202,,61,761,,,,,,,,1,1,,651,, 1,102,101,,,06,,62,,,575362,5,,462662,,,1977
77IN04420,1976627203,76,2,K7203,,61,771,,,,,,,,3,1,,706,, 1,125,134,,,06,,62,,,639262,5,,497162,,,1977
77IN04421,1976627207,76,2,K7207,,63,750,,,,,,,,2,1,,633,, 1,101,136,,,06,,62,,,550562,5,,361962,,,1977
77IN04422,1976627208,76,1,K7208,,63,781,,,1,,,,,1,1,,,,,163,192,,,06,,62,,,527462,Y,416,274762,,,1977
77IN04423,1976627213,76,1,K7213,,61,752,,,3,,,,,2,1,,,,,144,176,3,,06,,62,0829,,535162,Y,395,295362,93,,1977
77IN04424,1976627215,76,2,K7215,,63,760,,,,,,,,3,1,,707,, 1,99,122,,,06,,62,,,536462,5,,462762,,,1977
77IN04425,1976627219,76,1,K7219,,60,701,,,2,,,,,1,1,,161,,,127,155,2,,06,,62,0922,,519462,Y,405,956861,92,,1977
77IN04426,1976627225,76,2,K7225,,60,701,,,,,,,,2,1,,602,, 1,107,125,,,06,,62,,,519462,5,,266162,,,1977
77IN04427,1976627226,76,1,K7226,,,701,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,519462,*,,266162,93,,1977
77IN04428,1976627228,76,1,K7228,,,033,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,530862,*,,104262,93,,1977
77IN04429,1976627229,76,1,K7229,,,760,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,536462,*,,478462,93,,1977
77IN04430,1976627232,76,2,K7232,,61,751,,,,,,,,1,1,,611,, 1,105,127,,,06,,62,,,532762,5,,399062,,,1977
77IN04431,1976627234,76,1,K7234,,,782,,,2,,,,,1,1,,189,,,126,148,2,,06,,62,0922,,531662,Y,418,542762,92,,1977
77IN04432,1976627236,76,2,K7236,,60,700,,,,,,,,3,1,,705,, 1,107,127,,,06,,62,,,518262,5,,111562,,,1977
77IN04433,1976627239,76,1,K7239,,63,750,,,2,,,,,1,1,,191,,,117,146,2,,06,,62,0922,,550562,Y,399,464762,92,,1977
77IN04434,1976627244,76,1,K7244,,,752,,,,,,,,2,1,,,,,,,5,,06,,62,0111,,535162,*,,163062,95,,1977
77IN04435,1976627255,76,1,K7255,,,033,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,530862,*,,014062,93,,1977
77IN04436,1976627258,76,1,K7258,,,760,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,536462,*,,295062,93,,1977
77IN04437,1976627275,76,1,K7275,,,751,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,532762,*,,412162,93,,1977
77IN04438,1976627277,76,1,K7277,,,883,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,555062,*,,200062,93,,1977
77IN04439,1976627278,76,2,K7278,,06,903,,,,,,,,1,1,,,,,99,,7,,06,,62,0916,,535762,5,,286362,97,,1977
77IN04440,1976627279,76,2,K7279,,60,701,,,,,,,,1,1,,601,, 1,104,128,,,06,,62,,,519462,5,,524562,,,1977
77IN04441,1976627286,76,2,K7286,,06,762,,,,,,,,3,1,,,,,113,,7,,06,,62,0916,,514462,5,,466662,97,,1977
77IN04442,1976627290,76,2,K7290,,60,702,,,,,,,,3,1,,603,, 1,136,151,,,06,,62,,,564262,5,,259762,,,1977
77IN04443,1976627293,76,2,K7293,,,782,,,,&,,,,3,1,,,,,,,5,,06,,62,0204,,531662,*,,428062,95,,1977
77IN04444,1976627294,76,2,K7294,,60,782,,,,,,,,3,1,,634,, 1,96,126,,,06,,62,,,531662,5,,428062,,,1977
77IN04445,1976627295,76,1,K7295,,,782,,,3,,,,,3,1,,,,,88,119,3,,06,,62,0725,,531662,Y,374,428062,93,,1977
77IN04446,1976627296,76,2,K7296,,60,702,,,,,,,,2,1,,604,, 1,86,110,,,06,,62,,,564262,5,,483962,,,1977
77IN04447,1976627301,76,2,K7301,,63,751,,,,,,,,2,1,,632,, 1,123,145,,,06,,62,,,532762,5,,418662,,,1977
77IN04448,1976627302,76,2,K7302,,61,781,,,,,,,,2,1,,612,, 2,121,127,,,06,,62,,,527462,3,,376162,,,1977
77IN04449,1976627303,76,2,K7303,,61,781,,,,,,,,2,1,,614,, 1,112,125,,,06,,62,,,527462,5,,376162,,,1977
77IN04450,1976627305,76,2,K7305,,61,780,,,,,,,,2,1,,652,, 1,94,123,,,06,,62,,,555262,5,,117962,,,1977
77IN04451,1976627309,76,1,K7309,,61,762,,,2,,,,,3,1,,192,,,129,150,2,,06,,62,0922,,514462,Y,412,340262,92,,1977
77IN04452,1976627318,76,2,K7318,,63,761,,,,,,,,1,1,,631,, 1,107,125,,,06,,62,,,575362,5,,563262,,,1977
77IN04453,1976627320,76,2,K7320,,60,701,,,,,,,,3,1,,,,,118,,7,,06,,62,0916,,519462,5,,061362,97,,1977
77IN04454,1976627322,76,1,K7322,,,803,,,,,,,,2,1,,,,,,,5,,06,,62,0111,,530062,*,,942461,95,,1977
77IN04455,1976627325,76,1,K7325,,,023,,,,,,,,3,1,,,,,,,3,,06,,62,0110,,508262,*,,324362,93,,1977
77IN04456,1976627326,76,1,K7326,,,772,,,2,,,,,1,1,,190,,,121,145,2,,06,,62,0922,,000062,Y,382,271262,92,,1977
77IN04457,1976627327,76,2,K7327,,60,923,,,,,,,,1,1,,,,,94,,6,,06,,62,0824,,530262,5,,299462,01,,1977
77IN04458,1976627329,76,2,K7329,,63,761,,,,,,,,2,1,,653,, 1,103,121,,,06,,62,,,575362,5,,419162,,,1977
77IN04459,1976627330,76,2,K7330,,63,761,,,,,,,,2,1,,611,, 1,102,121,,,06,,62,,,575362,5,,419162,,,1977
77IN04460,1976627332,76,2,K7332,,06,943,,,,,,,,2,1,,001,, 1,87,81,,,06,,62,,,560862,5,,213462,,,1977
77IN04461,1976627334,76,1,K7334,,,700,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,518262,*,,980361,93,,1977
77IN04462,1976627335,76,1,K7335,,60,700,,,2,,,,,2,1,,190,,,96,127,2,,06,,62,0922,,518262,Y,398,980361,92,,1977
77IN04463,1976627338,76,1,K7338,,60,781,,,1,,,,,3,1,,,,,135,166,,,06,,62,,,527462,Y,409,322562,,,1977
77IN04464,1976627340,76,1,K7340,,,772,,,,,,,,2,1,,,,,,,3,,06,,62,0207,,000062,*,,237362,93,,1977
77IN04465,1976627342,76,1,K7342,,,750,,,,,,,,1,1,,,,,,,3,,06,,62,0110,,550562,*,,449562,93,,1977
77IN04466,1976627344,76,1,K7344,,,761,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,575362,*,,491462,93,,1977
77IN04467,1976627346,76,2,K7346,,60,701,,,,,,,,2,1,,654,, 1,104,132,,,06,,62,,,519462,5,,556262,,,1977
77IN04468,1976627350,76,2,K7350,,63,762,,,,,,,,2,1,,651,, 2,122,119,,,06,,62,,,514462,3,,474862,,,1977
77IN04469,1976627351,76,1,K7351,,,762,,,,,,,,2,1,,,,,,,3,,06,,62,0211,,514462,*,,474862,93,,1977
77IN04470,1976627355,76,2,K7355,,63,762,,,,,,,,2,1,,,,,96,,7,,06,,62,0916,,514462,5,,118162,97,,1977
77IN04471,1976627359,76,1,K7359,,63,781,,,1,,,,,1,1,,,,,136,162,,,06,,62,,,527462,Y,432,428762,,,1977
77IN04472,1976627360,76,2,K7360,,06,701,,,,,,,,2,1,,002,, 1,97,93,,,06,,62,,,519462,5,,487862,,,1977
77IN04473,1976627363,76,1,K7363,,,782,,,3,,,,,2,1,,,,,93,120,3,,06,,62,0829,,531662,Y,383,212562,93,,1977
77IN04474,1976627366,76,2,K7366,,60,700,,,,,,,,2,1,,,,,104,,6,,06,,62,0824,,518262,5,,133862,01,,1977
77IN04475,1976627367,76,1,K7367,,60,700,,,2,,,,,2,1,,153,,,119,162,2,,06,,62,0922,,518262,Y,406,133862,92,,1977
77IN04476,1976627368,76,1,K7368,,63,751,,,2,,,,,2,1,,191,,,102,140,2,,06,,62,0922,,532762,Y,396,046562,92,,1977
77IN04477,1976627369,76,2,K7369,,63,751,,,,,,,,2,1,,652,, 1,118,136,,,06,,62,,,532762,5,,046562,,,1977
77IN04478,1976627370,76,1,K7370,,61,701,,,1,,,,,2,1,,,,,129,165,,,06,,62,,,519462,Y,415,154462,,,1977
77IN04479,1976627371,76,1,K7371,,60,701,,,2,,,,,2,1,,191,,,116,156,2,,06,,62,0922,,519462,Y,390,154462,92,,1977
77IN04480,1976627373,76,1,K7373,,61,750,,,2,,,,,2,1,,193,,,122,150,2,,06,,62,0922,,550562,Y,423,379662,92,,1977
77IN04481,1976627374,76,2,K7374,,63,750,,,,,,,,1,1,,706,, 1,152,158,,,06,,62,,,550562,5,,157062,,,1977
77IN04482,1976627375,76,2,K7375,,60,700,,,,,,,,1,1,,653,, 1,117,133,,,06,,62,,,518262,5,,491762,,,1977
77IN04483,1976627380,76,2,K7380,,60,752,,,,,,,,1,1,,633,, 1,105,120,,,06,,62,,,535162,5,,030562,,,1977
77IN04484,1976627381,76,1,K7381,,63,760,,,2,,,,,3,1,,172,,,105,140,2,,06,,62,0922,,536462,Y,408,524762,92,,1977
77IN04485,1976627385,76,1,K7385,,63,752,,,3,,,,,1,1,,,,,99,118,3,,06,,62,0829,,535162,Y,379,204162,93,,1977
77IN04486,1976627389,76,2,K7389,,60,702,,,,,,,,2,1,,632,, 1,91,110,,,06,,62,,,564262,5,,496162,,,1977
77IN04487,1976627394,76,1,K7394,,,702,,,,,,,,1,1,,,,,,,3,,06,,62,0110,,564262,*,,523862,93,,1977
77IN04488,1976627397,76,2,K7397,,60,701,,,,,,,,2,1,,631,, 1,96,114,,,06,,62,,,519462,5,,459162,,,1977
77IN04489,1976627398,76,1,K7398,,,701,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,519462,*,,459162,93,,1977
77IN04490,1976627399,76,2,K7399,,61,933,,,2,,,,,1,1,,002,,,78,102,2,,06,,62,0922,,547962,5,,460162,92,,1977
77IN04491,1976627400,76,1,K7400,,,760,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,536462,*,,232162,93,,1977
77IN04492,1976627403,76,1,K7403,,63,750,,,2,,,,,3,1,,177,,,120,148,2,,06,,62,0922,,550562,Y,425,109862,92,,1977
77IN04493,1976627404,76,2,K7404,,63,751,,,,,,,,1,1,,,,,,,6,,06,,62,0228,,532762,*,,168862,01,,1977
77IN04494,1976627406,76,1,K7406,,,023,,,,,,,,2,1,,,,,,,3,,06,,62,0110,,508262,*,,324462,93,,1977
77IN04495,1976627407,76,1,K7407,,,023,,,2,,,,,2,1,,,,,106,136,3,,06,,62,0829,,508262,Y,395,324462,93,,1977
77IN04496,1976627408,76,2,K7408,,61,761,,,,,,,,1,1,,613,, 1,113,134,,,06,,62,,,575362,5,,052962,,,1977
77IN04497,1976627412,76,1,K7412,,,023,,,3,,,,,1,1,,,,,94,129,3,,06,,62,0829,,508262,Y,383,102262,93,,1977
77IN04498,1976627413,76,2,K7413,,63,750,,,,,,,,1,1,,654,, 1,100,120,,,06,,62,,,550562,5,,464962,,,1977
77IN04499,1976627416,76,1,K7416,,60,702,,,3,,,,,2,1,,,,,92,127,3,,06,,62,0725,,564262,Y,373,151562,93,,1977
77IN04500,1976627417,76,2,K7417,,60,702,,,,,,,,2,1,,,,,96,,7,,06,,62,0916,,564262,5,,151562,97,,1977
77IN04501,1976627425,76,1,K7425,,,863,,,3,,,,,3,1,,,,,113,137,3,,06,,62,0829,,554962,Y,385,300662,93,,1977
77IN04502,1976627428,76,1,K7428,,,023,,,,,,,,1,1,,,,,,,7,,06,,62,0601,,508262,*,,378162,97,,1977
77IN04503,1976627431,76,1,K7431,,,782,,,3,,,,,1,1,,,,,106,141,3,,06,,62,0725,,531662,Y,410,184862,93,,1977
77IN04504,1976627432,76,2,K7432,,60,762,,,,,,,,1,1,,707,, 1,106,124,,,06,,62,,,514462,5,,206062,,,1977
77IN04505,1973908462,73,2,V8462,,52,03,,,,,,,,3,4,,441,, 9,136,143,,,52,,90,,,001095,5,,374042,,,1977
77IN04506,1973908465,73,2,V8465,,52,06,,,,,,,,2,4,,002,, 3,160,159,,,52,,90,,,001395,1,,480042,,,1977
77IN04507,1973908474,73,2,V8474,,56,28,,,,,,,,3,4,,001,, 2,151,153,,,56,,90,,,008495,1,,289562,,,1977
77IN04508,1973908481,73,2,V8481,,51,07,,,,,,,,1,4,,141,, 1,132,129,,,51,,90,,,001495,1,,968814,,,1977
77IN04509,1973908482,73,2,V8482,,53,06,,,,,,,,2,4,,001,, 3,131,135,,,53,,90,,,001395,1,,806261,,,1977
77IN04510,1973908483,73,2,V8483,,53,06,,,,,,,,2,4,,601,, 2,141,150,,,53,,90,,,001395,1,,806261,,,1977
77IN04511,1973908491,73,2,V8491,,56,25,,,,,,,,2,4,,002,, 2,117,131,,,56,,90,,,008195,5,,942061,,,1977
77IN04512,1973908492,73,2,V8492,,56,25,,,,,,,,2,4,,001,, 2,136,137,,,56,,90,,,008195,1,,942061,,,1977
77IN04513,1973908495,73,2,V8495,,53,01,,,,,,,,2,4,,002,, 2,121,133,,,53,,90,,,000895,1,,916161,,,1977
77IN04514,1973908500,73,2,V8500,,55,18,,,,,,,,1,4,,002,, 3,158,179,,,55,,90,,,006195,1,,337842,,,1977
77IN04515,1973908501,73,2,V8501,,56,25,,,,,,,,1,4,,002,, 2,168,169,,,56,,90,,,008195,1,,300562,,,1977
77IN04516,1973908502,73,2,V8502,,56,25,,,,,,,,2,4,,001,, 3,122,139,,,56,,90,,,008195,1,,175362,,,1977
