UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
67IN00014,1958115037,58,2,R5037,1,27,270,,,,,30,,0,,07,1,, 36,100,,,141,170,2,,083,038,11,0921,111,2,458511,1,,,,,,1967,9.0
67IN00015,1958115060,58,2,R5060,1,32,320,,,,,20,,0,,07,1,,320,086,,,118,124,,,082,042,11,,102,2,465711,1,,,,,,1967,9.0
67IN00016,1958115083,58,2,R5083,1,20,200,,,,,26,,0,,07,1,, 36,071,,,123,141,2,,085,043,11,0921,120,3,437711,1,,,,,,1967,9.0
67IN00017,1958115132,58,2,R5132,1,34,340,,,,,43,,0,,07,1,, 36,078,,,126,143,2,,089,047,11,0921,102,4,445811,1,,,,,,1967,9.0
67IN00018,1958115167,58,2,R5167,1,32,321,,,,,25,,0,,07,1,,320,096,,,145,150,,,083,043,11,,106,2,501611,1,,,,,,1967,9.0
67IN00019,1958115181,58,2,R5181,1,34,340,,,,,44,,0,,07,1,,,071,,,116,130,3,,093,038,11,1003,079,2,445811,2,,,,,,1967,9.0
67IN00020,1958115203,58,2,R5203,1,19,190,,,,,34,,0,,07,1,, 36,082,,,103,134,2,,077,039,11,0921,107,2,481711,1,,,,,,1967,9.0
67IN00021,1959115241,59,2,R5241,1,32,320,,,,,23,,9,,07,1,,,080,,,,,6,,088,,11,0412,091,2,465711,,,,,,,1967,8.0
67IN00022,1959115243,59,2,R5243,1,32,320,,,,,24,,9,,07,1,,,096,,,,,6,,098,,11,0517,130,2,465711,,,,,,,1967,8.0
67IN00023,1959115263,59,2,R5263,1,23,230,,,,,00,,9,,07,1,, 35,093,,,130,147,2,,074,,11,0921,090,2,012011,1,,,,,,1967,8.0
67IN00024,1959115265,59,2,R5265,1,34,340,,,,,44,,9,,07,1,, 35,105,,,162,177,2,,091,,11,0921,113,2,497811,1,,,,,,1967,8.0
67IN00025,1959115273,59,2,R5273,1,21,210,,,,,38,,9,,07,1,, 35,072,,,128,142,2,,083,,11,0921,124,2,465011,1,,,,,,1967,8.0
67IN00026,1959115297,59,2,R5297,1,27,270,,,,,29,,9,,07,1,, 35,098,,,131,152,2,,081,,11,0921,121,2,458511,8,,,,,,1967,8.0
67IN00027,1959115330,59,2,R5330,1,27,270,,,,,29,,9,,07,1,, 35,088,,,130,153,2,,095,,11,0921,097,2,458511,1,,,,,,1967,8.0
67IN00028,1959115335,59,2,R5335,1,24,241,,,,,21,,9,,07,1,,240,095,,,134,148,,,085,,11,,108,1,411011,1,,,,,,1967,8.0
67IN00029,1959115337,59,2,R5337,1,24,240,,,,,29,,9,,07,1,,240,078,,,122,137,,,091,,11,,119,2,407311,1,,,,,,1967,8.0
67IN00030,1959115348,59,2,R5348,1,32,320,,,,,25,,9,,07,1,,,090,,,,,6,,095,,11,052,132,2,465711,,,,,,,1967,8.0
67IN00031,1959115388,59,2,R5388,1,23,230,,,,,00,,9,,07,1,,,100,,,134,,6,,066,,11,0701,102,2,012011,1,,,,,,1967,8.0
67IN00032,1959115397,59,2,R5397,1,20,200,,,,,31,,9,,07,1,, 35,088,,,134,154,2,,085,,11,0921,112,2,461011,1,,,,,,1967,8.0
67IN00033,1959115405,59,2,R5405,1,23,230,,,,,00,,9,,07,1,, 35,096,,,148,159,2,,069,,11,0921,096,2,012011,3,,,,,,1967,8.0
67IN00034,1959115410,59,2,R5410,1,23,230,,,,,00,,9,,07,1,, 35,075,,,121,145,2,,070,,11,0921,091,2,012011,1,,,,,,1967,8.0
67IN00035,1960115421,60,2,R5421,1,20,200,,,,,32,,8,,07,1,, 34,,,,172,182,2,,,,11,0921,128,2,489911,3,,356211,,,,1967,7.0
67IN00036,1960115424,60,2,R5424,1,19,190,,,,,39,,8,,07,1,, 34,,,,118,139,2,,,,11,0921,103,2,522311,2,,478211,,,,1967,7.0
67IN00037,1960115434,60,2,R5434,1,20,200,,,,,27,,8,,07,1,,,,,,153,164,8,,,,11,1127,115,2,489911,#,,475211,,,,1967,7.0
67IN00038,1960115456,60,2,R5456,1,20,200,,,,,33,,8,,07,1,,,,,,113,112,3,,,,11,1003,086,2,489911,8,,506311,,,,1967,7.0
67IN00039,1960115479,60,2,R5479,1,23,230,,,,,15,,8,,07,1,, 34,,,,136,147,2,,,,11,0921,085,2,531811,8,,516511,,,,1967,7.0
67IN00040,1960115483,60,2,R5483,1,19,190,,,,,26,,8,,07,1,,,,,,,,6,,,,11,0328,092,2,522311,,,438911,,,,1967,7.0
67IN00041,1960115484,60,2,R5484,1,32,320,,,,,22,,8,,07,1,,320,,,,132,157,,,,,11,,101,2,505811,1,,419511,,,,1967,7.0
67IN00042,1960115490,60,2,R5490,1,19,190,,,,,27,,8,,07,1,,,,,,144,165,3,,,,11,1003,093,2,522311,1,,444411,,,,1967,7.0
67IN00043,1960115497,60,2,R5497,1,32,320,,,,,22,,8,,07,1,,,,,,133,,6,,,,11,0701,079,2,505811,1,,418511,,,,1967,7.0
67IN00044,1960115498,60,2,R5498,1,34,340,,,,,40,,8,,07,1,, 34,,,,120,136,2,,,,11,0921,080,2,510211,2,,382811,,,,1967,7.0
67IN00045,1960115499,60,2,R5499,1,34,340,,,,,40,,8,,07,1,,,,,,148,147,8,,,,11,1127,077,2,510211,2,,382811,,,,1967,7.0
67IN00046,1960115500,60,2,R5500,1,24,241,,,,,25,,8,,07,1,,240,,,,155,161,,,,,11,,099,2,505511,9,,427911,,,,1967,7.0
67IN00047,1960115501,60,2,R5501,1,24,241,,,,,25,,8,,07,1,,,,,,,,6,,,,11,0417,091,2,505511,,,427911,,,,1967,7.0
67IN00048,1960115514,60,2,R5514,1,34,,,,,,,,8,,07,,,,,,,152,142,8,,,,11,1127,,,,3,,,,,,1967,7.0
67IN00049,1960115524,60,2,R5524,1,19,190,,,,,43,,8,,07,1,, 34,,,,122,134,2,,,,11,0921,075,2,522311,1,,507311,,,,1967,7.0
67IN00050,1960115542,60,2,R5542,1,20,200,,,,,29,,8,,07,1,, 34,,,,127,124,2,,,,11,0921,089,2,489911,8,,425611,,,,1967,7.0
67IN00051,1960115555,60,2,R5555,1,27,270,,,,,28,,8,,07,1,, 34,,,,151,167,2,,,,11,0921,091,2,503811,1,,475711,,,,1967,7.0
67IN00052,1960115562,60,2,R5562,1,32,320,,,,,29,,8,,07,1,,320,,,,133,148,,,,,11,,074,2,505811,1,,404911,,,,1967,7.0
67IN00053,1960115580,60,2,R5580,1,24,240,,,,,27,,8,,07,1,,,,,,,,6,,,,11,0411,088,K,407311,,,421911,,,,1967,7.0
67IN00054,1961115588,61,2,R5588,1,,,,,,,,,7,,07,,,,,,,180,,,,,,11,,,,,,,,,,,1967,6.0
67IN00055,1961115591,61,2,R5591,1,21,210,,,,,36,,7,,07,1,, 33,072,,,131,145,2,,,,11,0921,065,2,522911,8,,473711,,,,1967,6.0
67IN00056,1961115594,61,2,R5594,1,19,190,,,,,40,,7,,07,1,, 33,070,,,116,140,2,,,,11,0921,081,2,522311,1,,494311,,,,1967,6.0
67IN00057,1961115602,61,2,R5602,1,24,241,,,,,29,,7,,07,1,,240,084,,,150,161,,,,,11,,092,2,514111,2,,500611,,,,1967,6.0
67IN00058,1961115614,61,2,R5614,1,32,320,,,,,26,,7,,07,1,,,086,,,136,,6,,,,11,0808,083,2,525011,1,,463511,,,,1967,6.0
67IN00059,1961115616,61,2,R5616,1,21,210,,,,,35,,7,,07,1,, 33,076,,,128,144,2,,,,11,0921,109,2,522911,3,,433511,,,,1967,6.0
67IN00060,1961115617,61,2,R5617,1,21,210,,,,,40,,7,,07,1,, 33,076,,,147,164,2,,,,11,0921,082,2,522911,8,,526211,,,,1967,6.0
67IN00061,1961115622,61,2,R5622,1,23,230,,,,,12,,7,,07,1,, 33,105,,,127,135,2,,,,11,0921,093,2,537311,3,,492611,,,,1967,6.0
67IN00062,1961115625,61,2,R5625,1,32,320,,,,,20,,7,,07,1,,,077,,,120,,3,,,,11,1003,079,2,525011,2,,418511,,,,1967,6.0
67IN00063,1961115631,61,2,R5631,1,27,270,,,,,30,,7,,07,1,,,075,,,135,,6,,,,11,0808,079,2,503811,1,,408011,,,,1967,6.0
67IN00064,1961115633,61,2,R5633,1,27,270,,,,,39,,7,,07,1,,,076,,,127,147,3,,,,11,1003,091,2,503811,1,,533011,,,,1967,6.0
67IN00065,1961115634,61,2,R5634,1,24,240,,,,,32,,7,,07,1,,240,089,,,146,156,,,,,11,,085,2,505511,1,,512811,,,,1967,6.0
67IN00066,1961115635,61,2,R5635,1,24,240,,,,,23,,7,,07,1,,240,075,,,153,165,,,,,11,,073,2,505511,1,,421911,,,,1967,6.0
67IN00067,1961115638,61,2,R5638,1,21,210,,,,,31,,7,,07,1,, 33,088,,,136,157,2,,,,11,0921,097,2,522911,1,,443311,,,,1967,6.0
67IN00068,1961115645,61,2,R5645,1,23,230,,,,,14,,7,,07,1,, 33,091,,,137,157,2,,,,11,0921,083,2,537311,1,,505611,,,,1967,6.0
67IN00069,1961115649,61,2,R5649,1,19,190,,,,,42,,7,,07,1,, 33,100,,,130,163,2,,,,11,0921,093,2,522311,1,,509011,,,,1967,6.0
67IN00070,1961115653,61,2,R5653,1,19,190,,,,,37,,7,,07,1,,,112,,,139,147,8,,,,11,1127,119,3,522311,1,,471311,,,,1967,6.0
67IN00071,1961115657,61,2,R5657,1,23,230,,,,,21,,7,,07,1,, 33,086,,,110,141,2,,,,11,0921,076,2,537311,3,,490411,,,,1967,6.0
67IN00072,1961115667,61,2,R5667,1,27,270,,,,,30,,7,,07,1,, 33,074,,,150,167,2,,,,11,0921,078,2,503811,8,,480011,,,,1967,6.0
67IN00073,1961115683,61,2,R5683,1,23,230,,,,,19,,7,,07,1,, 33,104,,,140,140,2,,,,11,0921,115,2,537311,1,,540511,,,,1967,6.0
67IN00074,1961115691,61,2,R5691,1,27,270,,,,,29,,7,,07,1,, 33,102,,,125,135,2,,,,11,0921,097,2,503811,1,,469711,,,,1967,6.0
67IN00075,1961115698,61,2,R5698,1,23,230,,,,,12,,7,,07,1,, 33,086,,,172,180,2,,,,11,0921,067,2,537311,3,,506511,,,,1967,6.0
67IN00076,1961115708,61,2,R5708,1,20,200,,,,,41,,7,,07,1,, 33,063,,,113,128,2,,,,11,0921,066,2,517111,1,,508511,,,,1967,6.0
67IN00077,1961115709,61,2,R5709,1,20,200,,,,,32,,7,,07,1,,,073,,,116,,3,,,,11,1003,146,6,517111,1,,460011,,,,1967,6.0
67IN00078,1961115719,61,2,R5719,1,27,270,,,,,28,,7,,07,1,, 33,076,,,142,157,2,,,,11,0921,059,2,503811,2,,475711,,,,1967,6.0
67IN00079,1961115727,61,2,R5727,1,20,200,,,,,31,,7,,07,1,, 33,088,,,119,138,2,,,,11,0921,087,2,517111,1,,457711,,,,1967,6.0
67IN00080,1962115731,62,2,R5731,1,19,190,,,,,48,,6,,07,,, 32,083,,,106,131,2,,,,11,0921,084,2,543911,1,,541711,,,,1967,5.0
67IN00081,1962115733,62,2,R5733,1,,,,,,,,,6,,07,,,,,,,105,126,8,,,,11,1127,,,,8,,,,,,1967,5.0
67IN00082,1962115736,62,2,R5736,1,32,320,,,,,25,,6,,07,,,320,094,,,124,141,,,,,11,,084,2,544611,3,,496711,,,,1967,5.0
67IN00083,1962115741,62,2,R5741,1,32,320,,,,,22,,6,,07,,,320,098,,,133,162,,,,,11,,083,2,544611,1,,513511,,,,1967,5.0
67IN00084,1962115747,62,1,R5747,1,21,210,,,,,30,,6,,07,,,208,108,,,210,250,2,,,,11,0921,106,2,522911,,246,439911,,,,1967,5.0
67IN00085,1962115758,62,2,R5758,1,21,210,,,,,40,,6,,07,,, 32,108,,,158,178,2,,,,11,0921,100,2,522911,1,,518611,,,,1967,5.0
67IN00086,1962115760,62,2,R5760,1,24,240,,,,,27,,6,,07,,,,082,,,,,6,,,,11,0401,068,1,546311,,,533511,,,,1967,5.0
67IN00087,1962115762,62,2,R5762,1,27,270,,,,,32,,6,,07,,, 32,086,,,130,150,2,,,,11,0921,076,2,538011,1,,464311,,,,1967,5.0
67IN00088,1962115766,62,2,R5766,1,24,240,,,,,32,,6,,07,,,240,087,,,146,170,,,,,11,,073,2,546311,2,,503511,,,,1967,5.0
67IN00089,1962115767,62,2,R5767,1,21,210,,,,,32,,6,,07,,, 32,080,,,128,149,2,,,,11,0921,073,2,522911,1,,425511,,,,1967,5.0
67IN00090,1962115769,62,2,R5769,1,21,210,,,,,33,,6,,07,,, 32,079,,,110,129,2,,,,11,0921,084,2,522911,1,,447111,,,,1967,5.0
67IN00091,1962115777,62,2,R5777,1,19,190,,,,,41,,6,,07,,, 32,088,,,134,156,2,,,,11,0921,076,2,543911,1,,494311,,,,1967,5.0
67IN00092,1962115786,62,2,R5786,1,32,320,,,,,27,,6,,07,,,320,091,,,106,142,,,,,11,,081,2,544611,1,,513911,,,,1967,5.0
67IN00093,1962115794,62,2,R5794,1,24,240,,,,,30,,6,,07,,,240,106,,,166,179,,,,,11,,080,2,546311,1,,531211,,,,1967,5.0
67IN00094,1962115797,62,2,R5797,1,34,340,,,,,45,,6,,07,,, 53,069,,,108,111,2,,,,11,0921,063,2,529611,3,,486211,,,,1967,5.0
67IN00095,1962115798,62,2,R5798,1,27,270,,,,,37,,6,,07,,, 32,089,,,108,140,2,,,,11,0921,098,2,538011,1,,533011,,,,1967,5.0
67IN00096,1962115803,62,2,R5803,1,20,200,,,,,35,,6,,07,,, 32,068,,,130,143,2,,,,11,0921,059,2,525511,3,,510611,,,,1967,5.0
67IN00097,1962115806,62,1,R5806,1,19,190,,,,,42,,6,,07,,,,110,,,175,,3,,,,11,0605,119,2,543911,,,520311,,,,1967,5.0
67IN00098,1962115807,62,2,R5807,1,34,340,,,,,43,,6,,07,,,,088,,,130,139,3,,,,11,1003,085,2,529611,2,,549811,,,,1967,5.0
67IN00099,1962115814,62,2,R5814,1,24,240,,,,,40,,6,,07,,,240,096,,,148,161,,,,,11,,087,2,546311,1,,507911,,,,1967,5.0
67IN00100,1962115815,62,1,R5815,1,24,240,,,,,40,,6,,07,,,,115,,,194,,3,,,,11,0601,125,2,546311,,,507911,,,,1967,5.0
67IN00101,1962115816,62,2,R5816,1,27,270,,,,,31,,6,,07,,, 32,074,,,140,145,2,,,,11,0921,059,K,538011,3,,475711,,,,1967,5.0
67IN00102,1962115817,62,2,R5817,1,19,190,,,,,38,,6,,07,,, 32,083,,,118,128,2,,,,11,0921,082,2,543911,3,,430311,,,,1967,5.0
67IN00103,1962115822,62,1,R5822,1,32,320,,,,,25,,6,,07,,,,108,,,168,,3,,,,11,0710,083,2,544611,,,479311,,,,1967,5.0
67IN00104,1962115825,62,2,R5825,1,24,240,,,,,29,,6,,07,,,240,094,,,134,171,,,,,11,,084,2,546311,1,,477711,,,,1967,5.0
67IN00105,1962115838,62,2,R5838,1,19,190,,,,,26,,6,,07,,, 32,074,,,115,136,2,,,,11,0921,073,2,543911,3,,438911,,,,1967,5.0
67IN00106,1962115841,62,2,R5841,1,23,230,,,,,19,,6,,07,,, 32,094,,,114,161,2,,,,11,0921,084,2,554911,1,,530011,,,,1967,5.0
67IN00107,1962115850,62,2,R5850,1,34,340,,,,,46,,6,,07,,, 32,106,,,100,120,2,,,,11,0921,056,K,529611,1,,518111,,,,1967,5.0
67IN00108,1962115863,62,2,R5863,1,20,200,,,,,31,,6,,07,,, 32,078,,,122,134,2,,,,11,0921,071,2,525511,1,,475211,,,,1967,5.0
67IN00109,1963115882,63,2,R5882,1,82,215,,,,K,,,5,,07,7,,,,,,123,,3,,,,11,1003,123,2,562911,3,,513211,,,,1967,4.0
67IN00110,1963115893,63,2,R5893,1,82,194,,,,K,,,5,,07,7,,51,,,,140,156,,27,,,11,,131,2,565211,8,,528711,,,,1967,4.0
67IN00111,1963115895,63,2,R5895,1,21,211,,,,K,33,,5,,07,1,,,,,,131,,6,,,,11,0620,123,3,562911,3,,537611,,,,1967,4.0
67IN00112,1963115898,63,2,R5898,1,21,210,,,,K,33,,5,,07,1,, 31,,,,124,132,2,,,,11,0921,117,2,568611,3,,433511,,,,1967,4.0
67IN00113,1963115900,63,2,R5900,1,82,245,,,,K,,,5,,07,7,,52,,,,148,156,,20,,,11,,132,2,564111,3,,539711,,,,1967,4.0
67IN00114,1963115905,63,2,R5905,1,82,325,,,,K,,,5,,07,7,,55,,,,112,129,,23,,,11,,096,2,566111,3,,491411,,,,1967,4.0
67IN00115,1963115906,63,2,R5906,1,82,325,,,,K,,,5,,07,7,,60,,,,162,168,,23,,,11,,117,2,566111,3,,491411,,,,1967,4.0
67IN00116,1963115909,63,2,R5909,1,34,340,,,,K,54,,5,,07,1,,,,,,,,6,,,,11,0328,083,2,564811,,,438311,,,,1967,4.0
67IN00117,1963115911,63,2,R5911,1,82,205,,,,K,,,5,,07,7,,53,,,,118,133,,24,,,11,,101,2,570011,3,,434011,,,,1967,4.0
67IN00118,1963115913,63,2,R5913,1,82,274,,,,K,,,5,,07,7,,,,,,,,6,,,,11,0414,102,2,567811,,,488711,,,,1967,4.0
67IN00119,1963115916,63,2,R5916,1,82,195,,,,K,,,5,,07,7,,,,,,125,,6,,,,11,0818,097,2,560111,3,,464311,,,,1967,4.0
67IN00120,1963115917,63,2,R5917,1,82,195,,,,K,,,5,,07,7,,57,,,,114,124,,27,,,11,,091,2,560111,3,,464311,,,,1967,4.0
67IN00121,1963115918,63,2,R5918,1,82,275,,,,K,,,5,,07,7,,59,,,,156,169,,19,,,11,,106,3,567711,8,,471311,,,,1967,4.0
67IN00122,1963115920,63,2,R5920,1,32,321,,,,K,38,,5,,07,1,,320,,,,111,127,,,,,11,,076,2,566111,3,,569511,,,,1967,4.0
67IN00123,1963115921,63,2,R5921,1,82,,,,,K,,,5,,07,,,,,,,153,159,8,,,,11,1127,,,,8,,,,,,1967,4.0
67IN00124,1963115923,63,2,R5923,1,82,235,,,,K,,,5,,07,7,,50,,,,126,136,,32,,,11,,127,2,562811,3,,496711,,,,1967,4.0
67IN00125,1963115925,63,2,R5925,1,82,195,,,,K,,,5,,07,7,,64,,,,126,144,,27,,,11,,110,2,560111,3,,524711,,,,1967,4.0
67IN00126,1963115934,63,2,R5934,1,19,191,,,,K,39,,5,,07,1,,,,,,137,145,8,,,,11,1127,094,2,560111,3,,549011,,,,1967,4.0
67IN00127,1963115941,63,2,R5941,1,32,320,,,,K,31,,5,,07,1,,320,,,,122,141,,,,,11,,098,2,565811,3,,523511,,,,1967,4.0
67IN00128,1963115943,63,2,R5943,1,82,325,,,,K,,,5,,07,7,,,,,,180,194,3,,,,11,1003,101,2,566111,3,,540511,,,,1967,4.0
67IN00129,1963115944,63,2,R5944,1,82,325,,,,K,,,5,,07,7,,62,,,,154,160,,23,,,11,,091,2,566111,3,,540511,,,,1967,4.0
67IN00130,1963115949,63,2,R5949,1,19,190,,,,K,42,,5,,07,1,, 30,,,,153,146,2,,,,11,0921,103,2,565211,3,,513811,,,,1967,4.0
67IN00131,1963115956,63,1,R5956,1,27,270,,,,,41,,5,,07,1,,,,,,170,190,6,,,,11,0818,114,2,567811,,,555511,,,,1967,4.0
67IN00132,1963115963,63,2,R5963,1,82,325,,,,K,,,5,,07,7,,54,,,,144,161,,23,,,11,,112,2,566111,3,,562211,,,,1967,4.0
67IN00133,1963115965,63,1,R5965,1,19,190,,,,,49,,5,,07,1,,,,,,130,160,3,,,,11,0801,101,2,565211,,,552411,,,,1967,4.0
67IN00134,1963115966,63,2,R5966,1,24,241,,,,K,39,,5,,07,1,,240,,,,144,148,,,,,11,,092,2,564111,3,,550011,,,,1967,4.0
67IN00135,1963115968,63,2,R5968,1,82,234,,,,K,,,5,,07,7,,61,,,,168,161,,32,,,11,,108,2,566911,3,,534811,,,,1967,4.0
67IN00136,1963115970,63,2,R5970,1,32,320,,,,K,35,,5,,07,1,,320,,,,131,131,,,,,11,,078,2,565811,3,,556211,,,,1967,4.0
67IN00137,1963115973,63,2,R5973,1,34,341,,,,,40,,5,,07,1,, 30,,,,123,143,2,,,,11,0921,070,2,567511,3,,382811,,,,1967,4.0
67IN00138,1964115979,64,2,R5979,1,24,240,,,,,31,,4,,07,1,,240,107,,,122,150,,,092,056,11,,151,2,577111,1,,567411,,,,1967,3.0
67IN00139,1964115980,64,2,R5980,1,21,210,,,,,52,,4,,07,1,,,096,,,123,,6,,097,051,11,0701,130,2,522911,1,,561711,,,,1967,3.0
67IN00140,1964115981,64,1,R5981,1,20,200,,,,,27,,4,,07,1,,,113,12,,,,6,,085,058,11,0328,172,2,569911,,,488611,,,,1967,3.0
67IN00141,1964115994,64,2,R5994,1,32,320,,,,,27,,4,,07,1,,320,090,,,136,143,,,073,035,11,,097,2,578511,3,,496711,,,,1967,3.0
67IN00142,1964115999,64,2,R5999,1,23,230,,,,,22,,4,,07,1,, 30,093,,,127,140,2,,072,042,11,0921,119,2,581911,1,,555111,,,,1967,3.0
67IN00143,1964116006,64,2,R6006,1,23,230,,,,,31,,4,,07,1,, 31,101,,,102,127,2,,086,047,11,0921,108,6,581911,8,,521411,,,,1967,3.0
67IN00144,1964116010,64,2,R6010,1,24,240,,,,,38,,4,,07,1,,240,102,,,129,144,,,083,043,11,,112,2,577111,3,,579411,,,,1967,3.0
67IN00145,1964116019,64,2,R6019,1,24,240,,,,,37,,4,,07,1,,,096,,,133,,6,,091,049,11,0612,123,2,577111,1,,582511,,,,1967,3.0
67IN00146,1964116024,64,2,R6024,1,24,240,,,,,32,,4,,07,1,,240,097,,,133,158,,,081,038,11,,096,2,577111,1,,563411,,,,1967,3.0
67IN00147,1964116029,64,2,R6029,1,20,200,,,,,32,,4,,07,1,, 30,093,,,132,140,2,,075,041,11,0921,113,2,569911,3,,492811,,,,1967,3.0
67IN00148,1964116033,64,2,R6033,1,20,200,,,,,38,,4,,07,1,, 31,082,,,120,135,2,,076,038,11,0921,106,2,569911,1,,543411,,,,1967,3.0
67IN00149,1964116034,64,2,R6034,1,23,230,,,,,18,,4,,07,1,, 31,098,,,128,135,2,,073,045,11,0921,130,2,581911,1,,538811,,,,1967,3.0
67IN00150,1964116036,64,1,R6036,1,24,240,,,,,28,,4,,07,1,,,103,15,,126,90,,,084,040,11,,121,2,577111,,,533711,,,,1967,3.0
67IN00151,1964116041,64,2,R6041,1,20,200,,,,,33,,4,,07,1,, 31,080,,,124,134,2,,081,042,11,0921,115,2,569911,8,,539711,,,,1967,3.0
67IN00152,1964116044,64,2,R6044,1,19,190,,,,,45,,4,,07,1,, 31,086,,,117,131,2,,083,037,11,0921,084,2,580611,1,,541711,,,,1967,3.0
67IN00153,1964116051,64,2,R6051,1,19,190,,,,,39,,4,,07,1,, 30,089,,,123,144,2,,070,032,11,0921,085,2,580611,1,,509811,,,,1967,3.0
67IN00154,1964116052,64,2,R6052,1,21,210,,,,,40,,4,,07,1,, 31,076,,,113,118,2,,085,041,11,0921,109,2,522911,3,,526211,,,,1967,3.0
67IN00155,1964116058,64,2,R6058,1,34,,,,,,,,4,,07,,,,,,,134,155,8,,,,11,1127,,,,3,,,,,,1967,3.0
67IN00156,1964116063,64,1,R6063,1,20,200,,,,,41,,4,,07,1,,,083,13,,123,148,,,078,040,11,,126,K,569911,,,572711,,,,1967,3.0
67IN00157,1964116065,64,2,R6065,1,21,210,,,,,36,,4,,07,1,, 30,065,,,124,145,2,,100,035,11,0921,073,2,522911,1,,489511,,,,1967,3.0
67IN00158,1964116068,64,2,R6068,1,27,270,,,,,36,,4,,07,1,,,090,,,136,160,3,,078,046,11,1003,117,3,547711,1,,469311,,,,1967,3.0
67IN00159,1964116070,64,2,R6070,1,20,200,,,,,24,,4,,07,1,, 31,082,,,103,123,2,,080,039,11,0921,099,2,569911,8,,422711,,,,1967,3.0
67IN00160,1964116071,64,2,R6071,1,24,240,,,,,31,,4,,07,1,,240,077,,,110,124,,,071,034,11,,090,2,577111,3,,544511,,,,1967,3.0
67IN00161,1964116073,64,2,R6073,1,21,210,,,,,50,,4,,07,1,, 30,102,,,130,141,2,,083,040,11,0921,101,2,522911,1,,559111,,,,1967,3.0
67IN00162,1964116074,64,1,R6074,1,21,210,,,,,38,,4,,07,1,,,116,11,,185,215,,,088,053,11,,155,2,522911,,,550611,,,,1967,3.0
67IN00163,1964116075,64,1,R6075,1,21,210,,,,,38,,4,,07,1,,,109,12,,,,6,,091,054,11,0328,157,2,522911,,,550611,,,,1967,3.0
67IN00164,1964116079,64,2,R6079,1,21,210,,,,,41,,4,,07,1,, 30,093,,,143,150,2,,085,048,11,0921,129,2,522911,3,,527311,,,,1967,3.0
67IN00165,1964116080,64,2,R6080,1,19,190,,,,,44,,4,,07,1,, 31,075,,,100,105,2,,074,029,11,0921,072,2,580611,1,,542411,,,,1967,3.0
67IN00166,1964116086,64,2,R6086,1,34,340,,,,,48,,4,,07,1,, 31,089,,,122,128,2,,081,038,11,0921,092,2,578011,1,,526511,,,,1967,3.0
67IN00167,1964116088,64,2,R6088,1,24,240,,,,,28,,4,,07,1,,240,085,,,124,140,,,095,049,11,,118,2,577111,1,,533311,,,,1967,3.0
