UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN03408,1981434724,81,2,T4724,,42,872,,1,3,,,,,,50,,003,,,,10,115,134,,,02,,43,,1,,05,293143,2,,879142,,,1986
86IN03409,1981434735,81,2,T4735,,43,432,,1,,,,,,,50,,,,,,,168,0,7,,02,,43,0917,,,,352343,3,,215643,97,,1986
86IN03410,1981434740,81,2,T4740,,43,431,,1,1,,,,,,50,,434,,,, 2,192,191,,,02,,43,,,,,404943,3,,662142,,,1986
86IN03411,1981434767,81,2,T4767,,40,402,,1,3,,,,,,50,,,,,,12,207,165,3,,02,,43,1006,3,,07,307243,3,,976042,93,,1986
86IN03412,1981434769,81,2,T4769,,42,812,,1,,,,,,,50,,,,,,,0,0,3,,02,,43,0303,,,,313343,*,,234543,93,,1986
86IN03413,1982434776,82,2,T4776,,42,842,,1,,,,,,,40,,,,,,,152,0,6,,02,,43,0606,,,,337343,3,,280443,05,,1986
86IN03414,1982434790,82,2,T4790,,43,434,,1,2,,,,,,40,,,,,, 3,226,200,2,,02,,43,0918,,,,419843,3,,085043,92,,1986
86IN03415,1982434797,82,2,T4797,,48,492,,1,1,,,,,,40,,002,,,, 3,127,139,,,02,,43,,,,,441443,1,,226901,,,1986
86IN03416,1982434803,82,2,T4803,,42,882,,1,,0,,,,,40,,,,,,,156,0,3,,02,,43,0616,,,,356143,9,,201443,93,,1986
86IN03417,1982434804,82,2,T4804,,41,413,,1,1,,,,,,40,,414,,,, 3,124,142,,,02,,43,,,,,461143,3,,186443,,,1986
86IN03418,1982434822,82,2,T4822,,43,434,,1,1,,,,,,40,,432,,,, 6,220,175,,,02,,43,,,,,419843,3,,327943,,,1986
86IN03419,1982434830,82,2,T4830,,40,403,,1,1,,,,,,40,,402,,,, 2,155,154,,,02,,43,,,,,344043,1,,706942,,,1986
86IN03420,1982434846,82,2,T4846,,43,434,,1,1,,,,,,40,,433,,,, 2,198,194,,,02,,43,,,,,419843,3,,171343,,,1986
86IN03421,1982434861,82,2,T4861,,41,412,,1,1,,,,,,40,,412,,,, 2,183,177,,,02,,43,,,,,459443,2,,305643,,,1986
86IN03422,1982434871,82,2,T4871,,40,404,,1,,2,,,,,40,,,,,,,0,0,6,,02,,43,0401,,,,394043,*,,195543,95,,1986
86IN03423,1982434877,82,2,T4877,,40,401,,1,1,,,,,,40,,002,,,, 2,188,194,,,02,,43,,,,,394643,1,,045143,,,1986
86IN03424,1982434879,82,2,T4879,,42,942,,1,1,,,,,,40,,902,,,, 3,138,142,,,02,,43,,,,,338043,3,,223043,,,1986
86IN03425,1982434883,82,2,T4883,,48,491,,1,1,,,,,,40,,003,,,, 2,117,126,,,02,,43,,,,,415943,2,,585901,,,1986
86IN03426,1982434886,82,2,T4886,,40,402,,1,,,,,,,40,,,,,,,168,0,7,,02,,43,0917,,,,399743,2,,113743,97,,1986
86IN03427,1982434889,82,2,T4889,,48,492,,1,1,,,,,,40,,442,,,, 4,125,155,,,02,,43,,,,,441443,1,,681401,,,1986
86IN03428,1982434890,82,2,T4890,,48,492,,1,,,,,,,40,,,,,,,0,0,7,,02,,43,0521,,,,441443,*,,373243,97,,1986
86IN03429,1982434895,82,2,T4895,,40,402,,1,,,,,,,40,,,,,,,133,0,6,,02,,43,0522,,,,399743,2,,978042,05,,1986
86IN03430,1982434911,82,2,T4911,,42,842,,1,1,,,,,,40,,005,,,, 2,130,144,,,02,,43,,,,,337343,3,,401343,,,1986
86IN03431,1982434914,82,2,T4914,,40,403,,1,1,,,,,,40,,401,,,, 2,164,176,,,02,,43,,,,,344043,3,,213543,,,1986
86IN03432,1982434923,82,2,T4923,,43,434,,1,1,,,,,,40,,432,,,, 2,162,179,,,02,,43,,,,,419843,3,,211543,,,1986
86IN03433,1982434924,82,2,T4924,,43,434,,1,2,,,,,,40,,,,,, 1,218,192,2,,02,,43,0918,,,,419843,5,,211543,92,,1986
86IN03434,1982434925,82,2,T4925,,40,404,,1,1,,,,,,40,,401,,,, 4,157,174,,,02,,43,,,,,394043,2,,140043,,,1986
86IN03435,1982434927,82,2,T4927,,42,932,,1,1,,,,,,40,,882,,,, 2,138,158,,,02,,43,,,,,362543,2,,173743,,,1986
86IN03436,1982434931,82,2,T4931,,42,832,,1,1,,,,,,40,,922,,,, 2,132,141,,,02,,43,,,,,399343,1,,280143,,,1986
86IN03437,1982434932,82,2,T4932,,42,832,,1,1,,,,,,40,,932,,,, 2,114,121,,,02,,43,,,,,399343,2,,280143,,,1986
86IN03438,1982434954,82,2,T4954,,41,413,,1,1,,,,,,40,,411,,,, 3,150,149,,,02,,43,,,,,461143,3,,019243,,,1986
86IN03439,1982434956,82,2,T4956,,43,432,,1,1,,,,,,40,,436,,,, 3,233,206,,,02,,43,,,,,451743,3,,030243,,,1986
86IN03440,1982434960,82,2,T4960,,42,922,,1,1,,,,,,40,,822,,,, 3,164,185,,,02,,43,,,,,394143,2,,095643,,,1986
86IN03441,1982434962,82,2,T4962,,41,411,,1,1,,,,,,40,,414,,,, 4,156,166,,,02,,43,,,,,431543,2,,094143,,,1986
86IN03442,1982434977,82,2,T4977,,43,432,,1,1,,,,,,40,,437,,,, 3,224,183,,,02,,43,,,,,451743,3,,120343,,,1986
86IN03443,1982434989,82,2,T4989,,43,434,,1,1,,,,,,40,,435,,,, 3,182,175,,,02,,43,,,,,419843,3,,950242,,,1986
86IN03444,1982434994,82,2,T4994,,40,404,,1,1,,,,,,40,,404,,,, 3,196,193,,,02,,43,,,,,394043,3,,323643,,,1986
86IN03445,1982434999,82,2,T4999,,43,434,,1,1,,,,,,40,,434,,,, 5,226,189,,,02,,43,,,,,419843,3,,222543,,,1986
86IN03446,1982435009,82,2,T5009,,41,411,,1,3,,,,,,40,,,,,,13,160,170,3,,02,,43,1005,4,,04,431543,1,,978842,93,,1986
86IN03447,1982435010,82,2,T5010,,41,411,,1,1,,,,,,40,,411,,,, 2,146,154,,,02,,43,,,,,431543,2,,978842,,,1986
86IN03448,1982435013,82,2,T5013,,40,402,,1,1,,,,,,40,,402,,,, 3,174,182,,,02,,43,,,,,399743,1,,280543,,,1986
86IN03449,1982435019,82,2,T5019,,43,433,,1,1,,,,,,40,,433,,,, 2,186,168,,,02,,43,,,,,426943,3,,404743,,,1986
86IN03450,1982435034,82,2,T5034,,48,491,,1,,,,,,,40,,,,,,,116,0,6,,02,,43,0728,,,,415943,3,,313501,76,,1986
86IN03451,1982435036,82,2,T5036,,43,434,,1,1,,,,,,40,,436,,,, 5,227,172,,,02,,43,,,,,419843,3,,148043,,,1986
86IN03452,1982435037,82,2,T5037,,41,411,,1,1,,,,,,40,,412,,,, 2,152,148,,,02,,43,,,,,431543,1,,371243,,,1986
86IN03453,1982435041,82,2,T5041,,43,433,,1,3,0,,,,,40,,,,,,,184,162,3,,02,,43,1103,,,,426943,8,,054443,93,,1986
86IN03454,1982435042,82,2,T5042,,48,491,,1,1,,,,,,40,,442,,,, 2,156,158,,,02,,43,,,,,415943,1,,390143,,,1986
86IN03455,1982435050,82,2,T5050,,40,402,,1,1,,,,,,40,,404,,,, 2,153,177,,,02,,43,,,,,399743,1,,227943,,,1986
86IN03456,1982435052,82,2,T5052,,41,413,,1,3,,,,,,40,,,,,,12,206,173,3,,02,,43,1005,4,,04,461143,3,,251443,93,,1986
86IN03457,1982435073,82,2,T5073,,42,932,,1,1,,,,,,40,,872,,,, 2,114,131,,,02,,43,,,,,362543,2,,303643,,,1986
86IN03458,1982435074,82,2,T5074,,41,412,,1,1,,,,,,40,,413,,,, 5,161,177,,,02,,43,,,,,459443,2,,241 43,,,1986
86IN03459,1982435079,82,2,T5079,,42,912,,1,1,,,,,,40,,001,,,, 2,121,138,,,02,,43,,,,,374843,1,,089143,,,1986
86IN03460,1982435084,82,2,T5084,,40,401,,1,1,,,,,,40,,402,,,, 2,140,157,,,02,,43,,,,,394643,2,,287343,,,1986
86IN03461,1982435089,82,2,T5089,,41,412,,1,1,,,,,,40,,004,,,, 3,141,154,,,02,,43,,,,,459443,1,,963942,,,1986
86IN03462,1982435092,82,2,T5092,,42,822,,1,3,2,,,,,40,,,,,, 9,147,151,,151,02,,43,,2,,06,406243,5,,320043,,,1986
86IN03463,1982435095,82,2,T5095,,41,411,,1,1,,,,,,40,,413,,,, 2,157,167,,,02,,43,,,,,431543,2,,294443,,,1986
86IN03464,1982435097,82,2,T5097,,40,402,,1,1,,,,,,40,,401,,,, 2,166,185,,,02,,43,,,,,399743,2,,256843,,,1986
86IN03465,1982435100,82,2,T5100,,42,952,,1,,,,,,,40,,,,,,,142,0,7,,02,,43,0917,,,,385043,2,,942842,97,,1986
86IN03466,1982435103,82,2,T5103,,42,812,,1,2,,,,,,40,,,,,, 2,147,175,2,,02,,43,0918,,,,355743,2,,950542,92,,1986
86IN03467,1982435106,82,2,T5106,,43,432,,1,3,,,,,,40,,,,,,12,203,183,3,,02,,43,1006,3,,07,451743,3,,288243,93,,1986
86IN03468,1982435127,82,2,T5127,,48,492,,1,1,,,,,,40,,001,,,, 1,140,153,,,02,,43,,,,,441443,5,,357301,,,1986
86IN03469,1982435129,82,2,T5129,,43,434,,1,1,,,,,,40,,437,,,, 5,218,199,,,02,,43,,,,,419843,3,,366843,,,1986
86IN03470,1982435131,82,2,T5131,,40,401,,1,,2,,,,,40,,,,,,,183,0,3,,02,,43,0602,,,,394643,4,,236743,93,,1986
86IN03471,1982435135,82,2,T5135,,41,413,,1,1,,,,,,40,,413,,,, 4,162,180,,,02,,43,,,,,461143,2,,328243,,,1986
86IN03472,1982435141,82,2,T5141,,41,413,,1,,2,,,,,40,,,,,,,161,0,3,,02,,43,0602,,,,461143,4,,268843,93,,1986
86IN03473,1982435148,82,2,T5148,,43,433,,1,1,,,,,,40,,434,,,, 2,155,162,6,,02,,43,1010,,,,426943,3,,185343,04,,1986
86IN03474,1982435151,82,2,T5151,,40,402,,1,3,2,,,,,40,,,,,,11,168,201,,201,02,,43,,2,,06,399743,2,,154243,,,1986
86IN03475,1982435157,82,2,T5157,,43,433,,1,,2,,,,,40,,,,,,,183,0,3,,02,,43,0602,,,,426943,4,,341343,93,,1986
86IN03476,1982435159,82,2,T5159,,42,952,,1,,,,,,,40,,,,,,,142,0,7,,02,,43,0917,,,,385043,2,,224543,97,,1986
86IN03477,1982435168,82,2,T5168,,40,402,,1,,,,,,,40,,,,,,,0,0,7,,02,,43,0521,,,,399743,*,,321643,97,,1986
86IN03478,1982435177,82,2,T5177,,42,812,,1,1,,,,,,40,,002,,,, 1,126,144,,,02,,43,,,,,355743,2,,349643,,,1986
86IN03479,1982435189,82,2,T5189,,41,414,,1,1,,,,,,40,,413,,,, 2,168,178,,,02,,43,,,,,425243,1,,367643,,,1986
86IN03480,1982435191,82,2,T5191,,42,922,,1,1,,,,,,40,,802,,,, 1,114,118,,,02,,43,,,,,394143,3,,302343,,,1986
86IN03481,1982435192,82,2,T5192,,42,922,,1,1,,,,,,40,,812,,,, 2,117,121,,,02,,43,,,,,394143,3,,302343,,,1986
86IN03482,1982435205,82,2,T5205,,41,414,,1,1,,,,,,40,,414,,,, 2,166,172,,,02,,43,,,,,425243,1,,382243,,,1986
86IN03483,1982435207,82,2,T5207,,43,433,,1,3,,,,,,40,,,,,,12,162,146,5,,02,,43,1027,5,,05,426943,3,,327243,95,,1986
86IN03484,1982435209,82,2,T5209,,41,412,,1,1,,,,,,40,,414,,,, 4,172,171,,,02,,43,,,,,459443,1,,215243,,,1986
86IN03485,1982435211,82,2,T5211,,43,434,,1,1,,,,,,40,,438,,,, 3,204,204,,,02,,43,,,,,419843,3,,186043,,,1986
86IN03486,1982435216,82,2,T5216,,41,411,,1,1,,,,,,40,,003,,,, 2,148,167,,,02,,43,,,,,431543,1,,184043,,,1986
86IN03487,1982435230,82,2,T5230,,40,404,,1,1,,,,,,40,,403,,,, 3,182,180,,,02,,43,,,,,394043,1,,074243,,,1986
86IN03488,1982435231,82,2,T5231,,40,404,,1,1,,,,,,40,,402,,,, 3,188,201,,,02,,43,,,,,394043,2,,074243,,,1986
86IN03489,1982435238,82,2,T5238,,48,491,,1,1,,,,,,40,,005,,,, 2,130,147,,,02,,43,,,,,415943,2,,687201,,,1986
86IN03490,1982435241,82,2,T5241,,42,802,,1,2,,,,,,40,,,,,, 3,118,135,2,,02,,43,0918,,,,367143,3,,225543,92,,1986
86IN03491,1982435245,82,2,T5245,,42,892,,1,1,,,,,,40,,842,,,, 3,132,152,,,02,,43,,,,,372443,1,,853342,,,1986
86IN03492,1982435254,82,2,T5254,,42,892,,1,1,,,,,,40,,441,,,, 2,114,125,,,02,,43,,,,,372443,1,,253843,,,1986
86IN03493,1982435256,82,2,T5256,,42,862,,1,1,,,,,,40,,832,,,, 2,148,149,,,02,,43,,,,,390643,3,,197343,,,1986
86IN03494,1982435259,82,2,T5259,,48,491,,1,1,,,,,,40,,441,,,, 4,154,135,,,02,,43,,,,,415943,8,,140501,,,1986
86IN03495,1982435261,82,2,T5261,,42,932,,1,1,,,,,,40,,862,,,, 2,103,106,,,02,,43,,,,,362543,2,,106443,,,1986
86IN03496,1982435265,82,2,T5265,,48,491,,1,3,0,,,,,40,,,,,,,197,185,3,,02,,43,1005,4,, 4,415943,8,,579601,93,,1986
86IN03497,1982435270,82,2,T5270,,42,892,,1,1,,,,,,40,,852,,,, 3,138,121,,,02,,43,,,,,372443,2,,078443,,,1986
86IN03498,1982435280,82,2,T5280,,42,842,,1,1,,,,,,40,,912,,,, 3,122,140,,,02,,43,,,,,337343,3,,320743,,,1986
86IN03499,1982435286,82,2,T5286,,43,434,,1,,,,,,,40,,,,,,,194,0,6,,02,,43,0614,,,,419843,3,,981742,05,,1986
86IN03500,1982435290,82,2,T5290,,43,434,,1,1,,,,,,40,,441,,,, 2,196,187,,,02,,43,,,,,419843,5,,056543,,,1986
86IN03501,1982435301,82,2,T5301,,48,492,,1,1,,,,,,40,,004,,,, 2,126,151,,,02,,43,,,,,441443,3,,450401,,,1986
86IN03502,1982435303,82,2,T5303,,43,431,,1,1,,,,,,40,,432,,,, 1,203,183,,,02,,43,,,,,465043,5,,244343,,,1986
86IN03503,1982435306,82,2,T5306,,40,404,,1,1,,,,,,40,,401,,,, 4,160,182,,,02,,43,,,,,394043,2,,307043,,,1986
86IN03504,1982435312,82,2,T5312,,41,412,,1,1,,,,,,40,,411,,,, 4,147,153,,,02,,43,,,,,459443,1,,225743,,,1986
86IN03505,1982435319,82,2,T5319,,41,412,,1,3,,,,,,40,,,,,, 2,164,180,3,,02,,43,1006,3,,33,459443,1,,402243,93,,1986
86IN03506,1982435331,82,2,T5331,,48,493,,1,1,,,,,,40,,441,,,, 3,134,137,,,02,,43,,,,,461543,2,,402343,,,1986
86IN03507,1982435336,82,2,T5336,,43,432,,1,2,,,,,,40,,,,,, 2,250,197,2,,02,,43,0918,,,,451743,3,,336643,92,,1986
86IN03508,1982435341,82,2,T5341,,42,882,,1,1,,,,,,40,,892,,,, 2,162,187,,,02,,43,,,,,356143,2,,151643,,,1986
86IN03509,1982435348,82,2,T5348,,48,491,,1,,,,,,,40,,,,,,,0,0,6,,02,,43,0104,,,,415943,*,,576701,10,,1986
86IN03510,1982435350,82,2,T5350,,40,404,,1,,0,,,,,40,,,,,,,198,0,3,,02,,43,0616,,,,394043,9,,101443,93,,1986
86IN03511,1982435353,82,2,T5353,,43,431,,1,1,,,,,,40,,431,,,, 2,168,171,,,02,,43,,,,,465043,3,,058243,,,1986
86IN03512,1982435354,82,2,T5354,,40,401,,1,3,,,,,,40,,,,,,13,179,142,3,,02,,43,1006,3,,07,394643,3,,345243,93,,1986
86IN03513,1982435358,82,2,T5358,,40,402,,1,1,,,,,,40,,442,,,, 2,179,198,,,02,,43,,,,,399743,2,,397043,,,1986
86IN03514,1982435361,82,2,T5361,,41,412,,1,3,,,,,,40,,,,,, 1,195,189,3,,02,,43,1006,3,, 3,459443,5,,285043,93,,1986
86IN03515,1982435363,82,2,T5363,,40,404,,1,1,,,,,,40,,404,,,, 2,216,178,,,02,,43,,,,,394043,2,,235843,,,1986
86IN03516,1982435364,82,2,T5364,,40,404,,1,3,2,,,,,40,,,,,, 2,179,173,,173,02,,43,,2,,56,394043,5,,235843,,,1986
86IN03517,1982435365,82,2,T5365,,41,414,,1,3,,,,,,40,,,,,,13,139,163,3,,02,,43,1006,3,,07,425243,2,,254043,93,,1986
86IN03518,1982435379,82,2,T5379,,41,414,,1,2,,,,,1,40,,442,,,, 2,136,152,,,02,,43,,,,,425243,1,,043343,,,1986
86IN03519,1982435380,82,2,T5380,,43,434,,1,1,,,,,,40,,431,,,, 2,245,201,,,02,,43,,,,,419843,3,,331343,,,1986
86IN03520,1982435390,82,2,T5390,,40,402,,1,1,,,,,,40,,403,,,, 3,142,165,,,02,,43,,,,,399743,2,,376343,,,1986
86IN03521,1982435399,82,2,T5399,,40,403,,1,1,,,,,,40,,403,,,, 3,168,185,,,02,,43,,,,,344043,2,,158343,,,1986
86IN03522,1982435409,82,2,T5409,,43,431,,1,1,,,,,,40,,434,,,, 1,203,193,,,02,,43,,,,,465043,5,,343343,,,1986
86IN03523,1982435415,82,2,T5415,,43,434,,1,1,,,,,,40,,432,,,, 2,198,152,,,02,,43,,,,,419843,3,,402843,,,1986
86IN03524,1982435416,82,2,T5416,,43,432,,1,,0,,,,,40,,,,,,,196,0,3,,02,,43,0616,,,,451743,9,,325743,93,,1986
86IN03525,1982435417,82,2,T5417,,41,412,,1,2,,,,,1,40,,411,,,, 3,176,190,,,02,,43,,,,,459443,3,,113143,,,1986
86IN03526,1982435423,82,2,T5423,,41,412,,1,1,,,,,,40,,412,,,, 2,220,198,,,02,,43,,,,,459443,1,,276243,,,1986
86IN03527,1982435431,82,2,T5431,,43,433,,1,1,,,,,,40,,435,,,, 2,206,183,,,02,,43,,,,,426943,3,,395043,,,1986
86IN03528,1982435438,82,2,T5438,,43,431,,1,1,,,,,,40,,438,,,, 2,233,187,,,02,,43,,,,,465043,3,,380943,,,1986
86IN03529,1982435445,82,2,T5445,,43,431,,1,1,,,,,,40,,433,,,, 1,190,178,,,02,,43,,,,,465043,3,,336743,,,1986
86IN03530,1982435464,82,2,T5464,,40,404,,1,3,,,,,,40,,,,,,13,193,171,5,,02,,43,1027,5,,05,394043,3,,205143,95,,1986
86IN03531,1982435467,82,2,T5467,,48,492,,1,1,,,,,,40,,441,,,, 5,153,164,,,02,,43,,,,,441443,2,,586501,,,1986
86IN03532,1982435469,82,2,T5469,,43,434,,1,3,,,,,,40,,003,,,,10,205,145,,,02,,43,,1,,05,419843,3,,231943,,,1986
86IN03533,1982435470,82,2,T5470,,42,832,,1,1,,,,,,40,,942,,,, 3,132,137,,,02,,43,,,,,399343,2,,969542,,,1986
86IN03534,1982435483,82,2,T5483,,40,401,,1,1,,,,,,40,,403,,,, 2,165,165,,,02,,43,,,,,394643,2,,976042,,,1986
86IN03535,1982435488,82,2,T5488,,48,492,,1,,2,,,,,40,,,,,,,177,0,3,,02,,43,0602,,,,441443,4,,363143,93,,1986
86IN03536,1982435489,82,2,T5489,,48,492,,1,3,,,,,,40,,,,,, 3,143,158,3,,02,,43,1006,3,,33,441443,5,,363143,93,,1986
86IN03537,1982435494,82,2,T5494,,48,493,,1,,,,,,,40,,,,,,,0,0,6,,02,,43,0101,,,,461543,*,,491501,10,,1986
86IN03538,1983435497,83,2,T5497,,40,402,,1,1,,,,,,30,,402,,,, 3,157,171,,,02,,43,,,,,448143,1,,381343,,,1986
86IN03539,1983435499,83,2,T5499,,42,932,,1,1,,,,,,30,,802,,,, 2,144,160,,,02,,43,,,,,408043,2,,116743,,,1986
86IN03540,1983435500,83,2,T5500,,41,414,,1,1,,,,,,30,,411,,,, 3,168,176,,,02,,43,,,,,483843,3,,251443,,,1986
86IN03541,1983435504,83,2,T5504,,40,404,,1,1,,,,,,30,,402,,,, 2,145,156,,,02,,43,,,,,465643,2,,354043,,,1986
86IN03542,1983435507,83,2,T5507,,40,401,,1,,,,,,,30,,,,,,,0,0,6,,02,,43,0326,,,,459443,*,,259743,57,,1986
86IN03543,1983435512,83,2,T5512,,42,832,,1,1,,,,,,30,,942,,,, 5,143,154,,,02,,43,,,,,410143,1,,407343,,,1986
86IN03544,1983435519,83,2,T5519,,41,413,,1,1,,,,,,30,,413,,,, 2,175,190,,,02,,43,,,,,504843,3,,276243,,,1986
86IN03545,1983435534,83,2,T5534,,48,491,,1,1,,,,,,30,,442,,,, 3,149,156,,,02,,43,,,,,483943,3,,462143,,,1986
86IN03546,1983435539,83,2,T5539,,41,411,,1,1,,,,,,30,,413,,,, 1,139,176,,,02,,43,,,,,495543,3,,382243,,,1986
86IN03547,1983435556,83,2,T5556,,41,411,,1,1,,,,,,30,,414,,,, 2,168,177,,,02,,43,,,,,495543,2,,281943,,,1986
86IN03548,1983435557,83,2,T5557,,42,912,,1,1,,,,,,30,,852,,,, 1,92,99,,,02,,43,,,,,446643,2,,385243,,,1986
86IN03549,1983435560,83,2,T5560,,48,491,,1,1,,,,,,30,,001,,,, 3,141,156,,,02,,43,,,,,483943,2,,369543,,,1986
86IN03550,1983435563,83,2,T5563,,42,862,,1,1,,,,,,30,,912,,,, 6,123,149,,,02,,43,,,,,437943,2,,414743,,,1986
86IN03551,1983435567,83,2,T5567,,43,434,,1,1,,,,,,30,,431,,,, 1,213,188,,,02,,43,,,,,542643,3,,330843,,,1986
86IN03552,1983435573,83,2,T5573,,48,493,,1,1,,,,,,30,,441,,,, 1,164,184,,,02,,43,,,,,528743,2,,367301,,,1986
86IN03553,1983435580,83,2,T5580,,42,922,,1,1,,,,,,30,,001,,,, 1,119,136,,,02,,43,,,,,443343,5,,391343,,,1986
86IN03554,1983435592,83,2,T5592,,40,403,,1,1,,,,,,30,,404,,,, 3,163,178,,,02,,43,,,,,427243,1,,933842,,,1986
86IN03555,1983435606,83,2,T5606,,48,492,,1,1,,,,,,30,,442,,,, 3,146,143,,,02,,43,,,,,513243,1,,623601,,,1986
86IN03556,1983435609,83,2,T5609,,40,404,,1,1,,,,,,30,,403,,,, 2,153,175,,,02,,43,,,,,465643,2,,129143,,,1986
86IN03557,1983435610,83,2,T5610,,41,414,,1,,2,,,,,30,,,,,,,153,0,3,,02,,43,0602,,,,483843,4,,305643,93,,1986
86IN03558,1983435612,83,2,T5612,,40,402,,1,1,,,,,,30,,404,,,, 2,180,183,,,02,,43,,,,,448143,3,,261443,,,1986
86IN03559,1983435617,83,2,T5617,,42,902,,1,1,,,,,,30,,902,,,, 2,123,148,,,02,,43,,,,,439543,3,,335543,,,1986
86IN03560,1983435619,83,2,T5619,,40,403,,1,2,,,,,1,30,,,,,, 1,183,198,2,,02,181,43,0925,,,,427243,2,,388043,92,,1986
86IN03561,1983435620,83,2,T5620,,40,403,,1,3,,,,,,30,,,,,, 3,147,165,3,,02,,43,1006,3,,23,427243,2,,388043,93,,1986
86IN03562,1983435623,83,2,T5623,,40,402,,1,1,,,,,,30,,002,,,, 2,147,170,,,02,,43,,,,,448143,3,,473043,,,1986
86IN03563,1983435624,83,2,T5624,,48,491,,1,1,,,,,,30,,005,,,, 2,147,162,,,02,,43,,,,,483943,1,,604101,,,1986
86IN03564,1983435632,83,2,T5632,,41,414,,1,3,,,,,,30,,,,,,13,177,185,3,,02,,43,1005,4,,04,483843,2,,198543,93,,1986
86IN03565,1983435634,83,2,T5634,,41,414,,1,1,,,,,,30,,412,,,, 2,149,153,,,02,,43,,,,,483843,2,,457643,,,1986
86IN03566,1983435635,83,1,T5635,,41,411,,1,,7,,,,,30,,,,,,,0,0,8,,02,,43,,,,,495543,*,,223843,,,1986
86IN03567,1983435637,83,2,T5637,,41,413,,1,2,,,,,,30,,,,,, 1,174,187,2,,02,181,43,0925,,,,504843,5,,323943,92,,1986
86IN03568,1983435639,83,2,T5639,,40,401,,1,3,,,,,,30,,,,,, 1,107,105,7,,02,,43,1027,5,,45,459443,2,,233343,97,,1986
86IN03569,1983435640,83,2,T5640,,48,493,,1,1,,,,,,30,,004,,,, 2,126,146,,,02,,43,,,,,528743,2,,491501,,,1986
86IN03570,1983435648,83,2,T5648,,41,414,,1,1,,,,,,30,,411,,,, 3,156,170,,,02,,43,,,,,483843,2,,293243,,,1986
86IN03571,1983435651,83,2,T5651,,41,411,,1,,,,,,,30,,,,,,,0,0,6,,02,,43,0401,,,,495543,*,,240843,43,,1986
86IN03572,1983435654,83,2,T5654,,42,872,,1,1,,,,,,30,,922,,,, 2,152,170,,,02,,43,,,,,455543,2,,234043,,,1986
86IN03573,1983435655,83,2,T5655,,41,412,,1,1,,,,,,30,,003,,,, 2,163,183,,,02,,43,,,,,528943,2,,294443,,,1986
86IN03574,1983435666,83,2,T5666,,41,412,,1,1,,,,,,30,,412,,,, 1,159,178,,,02,,43,,,,,528943,3,,403843,,,1986
86IN03575,1983435667,83,2,T5667,,48,492,,1,3,,,,,,30,,,,,, 2,149,174,3,,02,,43,1006,3,,33,513243,2,,423243,93,,1986
86IN03576,1983435675,83,2,T5675,,48,493,,1,1,,,,,,30,,442,,,, 2,156,156,,,02,,43,,,,,528743,2,,576801,,,1986
86IN03577,1983435680,83,2,T5680,,40,401,,1,1,,,,,,30,,401,,,, 2,154,164,,,02,,43,,,,,459443,2,,418643,,,1986
86IN03578,1983435681,83,2,T5681,,41,414,,1,1,,,,,,30,,414,,,, 2,149,154,,,02,,43,,,,,483843,3,,463843,,,1986
86IN03579,1983435685,83,2,T5685,,43,433,,1,1,,,,,,30,,434,,,, 2,203,176,,,02,,43,,,,,510743,3,,165043,,,1986
86IN03580,1983435692,83,2,T5692,,42,952,,1,1,,,,,,30,,005,,,, 2,150,156,,,02,,43,,,,,450443,2,,942842,,,1986
86IN03581,1983435701,83,2,T5701,,43,434,,1,1,,,,,,30,,433,,,, 5,255,191,,,02,,43,,,,,542643,3,,337243,,,1986
86IN03582,1983435720,83,2,T5720,,40,402,,1,1,,,,,,30,,442,,,, 1,144,161,,,02,,43,,,,,448143,2,,465943,,,1986
86IN03583,1983435721,83,2,T5721,,43,434,,1,1,,,,,,30,,434,,,, 1,204,192,,,02,,43,,,,,542643,5,,118543,,,1986
86IN03584,1983435722,83,2,T5722,,43,434,,1,1,,,,,,30,,435,,,, 1,185,186,,,02,,43,,,,,542643,5,,118543,,,1986
86IN03585,1983435735,83,2,T5735,,42,802,,1,1,,,,,,30,,802,,,, 2,159,167,,,02,,43,,,,,452443,2,,204043,,,1986
86IN03586,1983435740,83,2,T5740,,40,402,,1,1,,,,,,30,,401,,,, 2,141,167,,,02,,43,,,,,448143,2,,140043,,,1986
86IN03587,1983435741,83,2,T5741,,40,402,,1,3,,,,,,30,,,,,, 1,156,127,3,,02,,43,1103,5,,45,448143,3,,140043,93,,1986
86IN03588,1983435745,83,2,T5745,,42,942,,1,1,,,,,,30,,441,,,, 2,120,134,,,02,,43,,,,,464043,3,,119743,,,1986
86IN03589,1983435746,83,2,T5746,,41,414,,1,1,,,,,,30,,413,,,, 2,145,169,,,02,,43,,,,,483843,3,,342843,,,1986
86IN03590,1983435751,83,2,T5751,,42,882,,1,1,,,,,,30,,932,,,, 1,125,140,,,02,,43,,,,,459943,5,, 79043,,,1986
86IN03591,1983435754,83,2,T5754,,41,411,,1,2,,,,,1,30,,,,,, 2,166,196,2,,02,181,43,0925,,,,495543,2,,422343,92,,1986
