UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,REASON,STAPL,CLFL,BRDNEW,C5457,GRFL,FLGR,C6263,SIRE,SB1,DAYDIS,C7378,AGE_BRDG,C80,YRREC,AGE
55IN01893,1948175649,48,2,S5649,3,70,770,17,,06,01,,8,,2,3,720,074,14,,103,128,,,093,,,,077,1,,5484,3,,,7,,1955,7.0
55IN01894,1949176040,49,2,S6040,3,70,770,17,,06,00,,7,,2,3,730,084,15,,138,174,,,079,044,,,081,2,,9115,2,,,6,,1955,6.0
55IN01895,1949176136,49,2,S6136,3,70,770,17,,07,00,,7,,2,5,,086,15,,122,162,9,23,083,,,,070,2,,,,,,6,,1955,6.0
55IN01896,1948175761,48,2,S5761,3,70,780,17,,04,04,,8,,1,1,730,086,13,,113,144,,,072,,,,076,1,,5402,3,,,7,,1955,7.0
55IN01897,1949176077,49,2,S6077,3,70,800,17,,06,00,,7,,2,3,710,089,15,,136,162,,,076,049,,,086,2,,7548,2,,,6,,1955,6.0
55IN01898,1949176088,49,2,S6088,3,70,800,17,,06,00,,7,,2,3,720,090,13,,148,170,,,075,,,,079,3,,7548,2,,,6,,1955,6.0
55IN01899,1951176610,51,2,S6610,3,71,,17,,,,,5,,,,,,,,132,145,8,07,,,,,,,,,,,,4,,1955,4.0
55IN01900,1952176928,52,2,S6928,3,71,710,17,,08,01,,4,,2,1,890,076,08,,104,130,,,067,035,,,080,2,,5965,3,,,3,,1955,3.0
55IN01901,1952176933,52,2,S6933,3,71,710,17,,07,08,,4,,2,1,940,094,14,,124,162,,,071,046,,,113,2,,5965,3,,,3,,1955,3.0
55IN01902,1952176940,52,2,S6940,3,71,710,17,,07,01,,4,,2,1,930,094,10,,117,152,,,085,043,,,098,2,,5965,3,,,3,,1955,3.0
55IN01903,1952176972,52,2,S6972,3,71,710,17,,08,01,,4,,2,1,920,088,15,,131,160,,,074,042,,,108,2,,5965,3,,,3,,1955,3.0
55IN01904,1952177002,52,2,S7002,3,71,710,17,,06,01,,4,,2,5,900,094,15,,126,147,,,063,038,,,092,2,,5965,3,,,3,,1955,3.0
55IN01905,1952177003,52,2,S7003,3,71,710,17,,,,,4,,,,,,,,120,,6,,,,,,,,,,,,   6,3,,1955,3.0
55IN01906,1952177024,52,2,S7024,3,71,710,17,,07,00,,4,,2,1,990,088,12,,118,152,,,065,031,,,084,2,,5965,3,,,3,,1955,3.0
55IN01907,1952177098,52,2,S7098,3,71,710,17,,08,01,,4,,2,1,830,083,14,,122,151,,,065,038,,,090,2,,5965,3,,,3,,1955,3.0
55IN01908,1953177185,53,2,S7185,3,71,710,17,,07,01,,3,,2,4,890,090,13,,106,127,,,073,045,,,104,2,,6845,3,,,2,,1955,2.0
55IN01909,1953177196,53,2,S7196,3,71,710,17,,,,,3,,,,,,,,106,139,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01910,1953177206,53,1,S7206,3,71,710,17,,8,,,3,,,,,,,,158,197,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01911,1953177212,53,1,S7212,3,71,710,17,,,,,3,,,,,,,,145,181,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01912,1953177213,53,2,S7213,3,71,710,17,,08,01,,3,,2,1,910,097,15,,103,147,,,062,035,,,109,2,,6845,3,,,2,,1955,2.0
55IN01913,1953177240,53,2,S7240,3,71,710,17,,07,00,,3,,2,1,840,103,09,,120,173,,,074,046,,,114,2,,6845,3,,,2,,1955,2.0
55IN01914,1953177251,53,2,S7251,3,71,710,17,,08,01,,3,,2,1,840,092,10,,116,155,,,068,046,,,122,2,,6845,3,,,2,,1955,2.0
55IN01915,1953177278,53,1,S7278,3,71,710,17,,,,,3,,,,,,,,134,166,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01916,1953177343,53,2,S7343,3,71,710,17,,08,00,,3,,2,1,820,078,09,,99,130,,,066,038,,,095,2,,6845,3,,,2,,1955,2.0
55IN01917,1953177344,53,2,S7344,3,71,710,17,,,,,3,,,,,,,,112,132,2,25,,,,,,,,,,,,2,,1955,2.0
55IN01918,1953177358,53,1,S7358,3,71,710,17,,7,,,3,,,,,,,,151,170,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01919,1953177408,53,2,S7408,3,71,710,17,,09,05,,3,,2,1,800,079,09,,104,136,,,068,041,,,091,2,,6845,3,,,2,,1955,2.0
55IN01920,1953177423,53,2,S7423,3,71,710,17,,06,01,,3,,2,3,990,093,09,,116,158,,,066,040,,,094,2,,6845,3,,,2,,1955,2.0
55IN01921,1953177424,53,2,S7424,3,71,710,17,,06,01,,3,,2,1,980,088,09,,112,146,,,062,033,,,082,2,,6845,3,,,2,,1955,2.0
55IN01922,1953177433,53,2,S7433,3,71,710,17,,10,13,,3,,2,3,910,079,15,,103,136,,,072,045,,,104,2,,6845,3,,,2,,1955,2.0
55IN01923,1953177439,53,2,S7439,3,71,710,17,,06,04,,3,,2,3,900,094,10,,124,164,,,068,038,,,098,2,,6845,3,,,2,,1955,2.0
55IN01924,1953177453,53,2,S7453,3,71,710,17,,08,02,,3,,2,1,850,078,16,,100,123,,,053,023,,,063,2,,6845,3,,,2,,1955,2.0
55IN01925,1953177471,53,2,S7471,3,71,710,17,,06,02,,3,,2,1,990,093,10,,110,155,,,072,039,,,090,2,,6845,3,,,2,,1955,2.0
55IN01926,1953177472,53,2,S7472,3,71,710,17,,,,,3,,,,,,,,108,,7,,,,,,,,,,,,,2,,1955,2.0
55IN01927,1953177485,53,1,S7485,3,71,710,17,,8,,,3,,,,,,,,155,198,2,,,,,,,,,,,,,2,,1955,2.0
55IN01928,1953177515,53,2,S7515,3,71,710,17,,,,,3,,,,,,,,104,,7,,,,,,,,,,,,,2,,1955,2.0
55IN01929,1953177523,53,2,S7523,3,71,710,17,,08,01,,3,,2,1,810,100,11,,114,151,,,061,036,,,090,2,,6845,3,,,2,,1955,2.0
55IN01930,1954177655,54,2,S7655,3,71,710,17,,10,,,2,,2,1,940,070,11,,70,108,,,079, 44,,,089,2,,7166,3,,,1,,1955,1.0
55IN01931,1954177681,54,1,S7681,3,71,710,17,,,,,2,,,,,,,,108,145,,,,,,,,,,,,,,1,,1955,1.0
55IN01932,1954177770,54,1,S7770,3,71,710,17,,,,,2,,,,,,,,103,135,,,,,,,,,,,,,,1,,1955,1.0
55IN01933,1954177846,54,1,S7846,3,71,710,17,,,,,2,,,,,,,,110,153,,,,,,,,,,,,,,1,,1955,1.0
55IN01934,1954177920,54,1,S7920,3,71,710,17,,,,,2,,,,,,,,104,140,,,,,,,,,,,,,,1,,1955,1.0
55IN01935,1952176913,52,2,S6913,3,71,720,17,,07,01,,4,,2,1,990,098,10,,119,133,,,082,051,,,130,3,,6143,3,,,3,,1955,3.0
55IN01936,1952176915,52,2,S6915,3,71,720,17,,07,02,,4,,2,5,950,095,09,,137,168,,,084,044,,,112,2,,6143,3,,,3,,1955,3.0
55IN01937,1952176917,52,2,S6917,3,71,720,17,,10,00,,4,,2,4,900,086,11,,120,134,,07,072,048,,,118,2,,6143,3,,,3,,1955,3.0
55IN01938,1952176923,52,2,S6923,3,71,720,17,,09,01,,4,,2,3,960,098,16,,143,170,,,080,049,,,111,2,,6143,3,,,3,,1955,3.0
55IN01939,1952176998,52,1,S6998,3,71,720,17,,,,,4,,,,,,,,181,219,3,29,,,,,,,,,,,14,3,,1955,3.0
55IN01940,1952177006,52,2,S7006,3,71,720,17,,09,09,,4,,2,1,830,087,12,,134,166,,,086,050,,,102,2,,6143,3,,,3,,1955,3.0
55IN01941,1952177007,52,2,S7007,3,71,720,17,,08,07,,4,,2,3,970,085,13,,118,143,,,070,037,,,088,2,,6143,3,,,3,,1955,3.0
55IN01942,1952177009,52,2,S7009,3,71,720,17,,06,01,,4,,2,5,920,091,11,,120,154,,,091,058,,,116,2,,6143,3,,,3,,1955,3.0
55IN01943,1952177035,52,2,S7035,3,71,720,17,,09,01,,4,,2,3,950,082,15,,112,140,,,075,038,,,105,2,,6143,3,,,3,,1955,3.0
55IN01944,1953177138,53,1,S7138,3,71,720,17,,,,,3,,,,,,,,140,171,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01945,1953177146,53,2,S7146,3,71,720,17,,07,01,,3,,2,4,880,087,10,,115,147,,,077,051,,,129,2,,6653,3,,,2,,1955,2.0
55IN01946,1953177174,53,2,S7174,3,71,720,17,,07,02,,3,,2,4,910,082,15,,105,142,,,070,040,,,090,2,,6653,3,,,2,,1955,2.0
55IN01947,1953177248,53,2,S7248,3,71,720,17,,08,02,,3,,2,4,820,076,10,,106,124,,,082,043,,,092,2,,6653,3,,,2,,1955,2.0
55IN01948,1953177253,53,2,S7253,3,71,720,17,,,,,3,,,,,,,,106,133,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01949,1953177257,53,1,S7257,3,71,720,17,,0,,,3,,,,,,,,147,188,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01950,1953177313,53,2,S7313,3,71,720,17,,09,01,,3,,2,3,970,066,12,,98,138,,,060,028,,,072,2,,6653,3,,,2,,1955,2.0
55IN01951,1953177353,53,2,S7353,3,71,720,17,,07,02,,3,,2,6,860,083,10,,112,138,,,087,043,,,096,2,,6845,3,,,2,,1955,2.0
55IN01952,1953177385,53,1,S7385,3,71,720,17,,,,,3,,,,,,,,138,175,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01953,1953177405,53,2,S7405,3,71,720,17,,06,05,,3,,2,5,850,087,15,,107,147,,07,063,037,,,078,2,,6653,3,,,2,,1955,2.0
55IN01954,1953177411,53,2,S7411,3,71,720,17,,06,02,,3,,2,4,860,077,15,,108,150,,,072,046,,,088,2,,6653,3,,,2,,1955,2.0
55IN01955,1953177422,53,1,S7422,3,71,720,17,,3,,,3,,,,,,,,150,181,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01956,1953177458,53,1,S7458,3,71,720,17,,8,,,3,,,,,,,,143,174,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01957,1953177465,53,2,S7465,3,71,720,17,,08,02,,3,,2,1,960,082,15,,113,139,,,087,062,,,123,2,,6653,3,,,2,,1955,2.0
55IN01958,1953177476,53,2,S7476,3,71,720,17,,,,,3,,,,,,,,114,151,2,25,,,,,,,,,,,,2,,1955,2.0
55IN01959,1953177498,53,2,S7498,3,71,720,17,,08,02,,3,,2,5,930,076,08,,101,127,,,068,025,,,064,2,,6653,3,,,2,,1955,2.0
55IN01960,1953177499,53,2,S7499,3,71,720,17,,08,02,,3,,2,4,950,073,09,,108,135,,,071,036,,,082,2,,6653,3,,,2,,1955,2.0
55IN01961,1953177504,53,1,S7504,3,71,720,17,,1,,,3,,,,,,,,147,181,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01962,1953177510,53,2,S7510,3,71,720,17,,05,01,,3,,2,5,820,073,11,,96,129,,,065,032,,,071,2,,6653,3,,,2,,1955,2.0
55IN01963,1953177512,53,2,S7512,3,71,720,17,,08,02,,3,,2,4,810,074,14,,108,148,,,054,026,,,061,K,,6653,3,,,2,,1955,2.0
55IN01964,1954177579,54,1,S7579,3,71,720,17,,,,,2,,,,,,,,118,150,,,,,,,,,,,,,,1,,1955,1.0
55IN01965,1954177583,54,1,S7583,3,71,720,17,,,,,2,,,,,,,,131,168,,,,,,,,,,,,,,1,,1955,1.0
55IN01966,1954177584,54,1,S7584,3,71,720,17,,,,,2,,,,,,,,96,149,,,,,,,,,,,,,,1,,1955,1.0
55IN01967,1954177660,54,2,S7660,3,71,720,17,,05,,,2,,2,1,980,095,10,,95,133,,,091, 58,,,111,2,,7019,3,,,1,,1955,1.0
55IN01968,1954177671,54,2,S7671,3,71,720,17,,06,,,2,,2,1,980,093,12,,93,133,,,078, 40,,,091,2,,7019,3,,,1,,1955,1.0
55IN01969,1954177748,54,2,S7748,3,71,720,17,,07,,,2,,2,3,970,076,15,,76,101,,,072, 36,,,083,2,,7019,3,,,1,,1955,1.0
55IN01970,1954177879,54,2,S7879,3,71,720,17,,09,,,2,,2,3,930,088,13,,88,116,,,075, 45,,,099,2,,7019,3,,,1,,1955,1.0
55IN01971,1954177890,54,1,S7890,3,71,720,17,,,,,2,,,,,,,,112,144,,,,,,,,,,,,,,1,,1955,1.0
55IN01972,1954177895,54,2,S7895,3,71,720,17,,09,,,2,,2,4,890,084,10,,84,115,,,067, 47,,,107,2,,7019,3,,,1,,1955,1.0
55IN01973,1952176906,52,2,S6906,3,71,730,17,,07,00,,4,,2,1,930,092,14,,113,138,,,075,044,,,115,2,,6240,3,,,3,,1955,3.0
55IN01974,1952176981,52,2,S6981,3,71,730,17,,07,01,,4,,2,3,880,083,10,,138,160,,,059,035,,,086,2,,6240,3,,,3,,1955,3.0
55IN01975,1952177005,52,2,S7005,3,71,730,17,,06,07,,4,,2,4,820,087,12,,118,145,,,055,028,,,059,2,,6240,3,,,3,,1955,3.0
55IN01976,1952177065,52,2,S7065,3,71,730,17,,09,01,,4,,2,3,880,068,15,,108,140,,,051,028,,,066,2,,6240,3,,,3,,1955,3.0
55IN01977,1952177066,52,2,S7066,3,71,730,17,,09,01,,4,,2,3,810,069,14,,108,144,,,073,034,,,076,2,,6240,3,,,3,,1955,3.0
55IN01978,1953177140,53,2,S7140,3,71,730,17,,08,03,,3,,2,1,870,080,10,,100,132,,,071,029,,,064,2,,6626,3,,,2,,1955,2.0
55IN01979,1953177158,53,2,S7158,3,71,730,17,,07,00,,3,,2,1,900,073,12,,96,117,,,061,032,,,089,2,,6626,3,,,2,,1955,2.0
55IN01980,1953177169,53,1,S7169,3,71,730,17,,,,,3,,,,,,,,158,201,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01981,1953177170,53,2,S7170,3,71,730,17,,07,01,,3,,2,3,830,082,16,,97,122,,,064,028,,,084,2,,6626,3,,,2,,1955,2.0
55IN01982,1953177208,53,2,S7208,3,71,730,17,,05,07,,3,,2,1,940,100,09,,130,165,,,065,037,,,096,2,,6626,3,,,2,,1955,2.0
55IN01983,1953177209,53,1,S7209,3,71,730,17,,,,,3,,,,,,,,152,190,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01984,1953177241,53,2,S7241,3,71,730,17,,10,02,,3,,2,3,830,078,14,,111,130,,,077,036,,,080,2,,6626,3,,,2,,1955,2.0
55IN01985,1953177282,53,1,S7282,3,71,730,17,,,,,3,,,,,,,,112,148,,,,,,,,,,,,,,2,,1955,2.0
55IN01986,1953177321,53,1,S7321,3,71,730,17,,,,,3,,,,,,,,163,198,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN01987,1953177345,53,2,S7345,3,71,730,17,,07,06,,3,,2,3,970,088,15,,111,151,,,067,031,,,085,2,,6626,3,,,2,,1955,2.0
55IN01988,1953177347,53,2,S7347,3,71,730,17,,08,02,,3,,2,1,870,088,12,,108,142,,,072,048,,,125,2,,6626,3,,,2,,1955,2.0
55IN01989,1953177387,53,2,S7387,3,71,730,17,,06,02,,3,,2,1,930,088,16,,120,141,,,069,044,,,105,2,,6626,3,,,2,,1955,2.0
55IN01990,1953177421,53,2,S7421,3,71,730,17,,07,02,,3,,2,1,800,082,16,,110,143,,,071,044,,,104,2,,6626,3,,,2,,1955,2.0
55IN01991,1953177426,53,2,S7426,3,71,730,17,,07,02,,3,,2,3,920,077,15,,104,138,,,071,037,,,079,2,,6626,3,,,2,,1955,2.0
55IN01992,1953177489,53,2,S7489,3,71,730,17,,08,02,,3,,2,1,980,080,16,,105,128,,,074,037,,,093,2,,6626,3,,,2,,1955,2.0
55IN01993,1953177508,53,2,S7508,3,71,730,17,,07,05,,3,,2,3,840,086,16,,108,130,,,065,040,,,088,2,,6626,3,,,2,,1955,2.0
55IN01994,1953177524,53,2,S7524,3,71,730,17,,08,02,,3,,2,3,880,084,11,,104,146,,,064,034,,,087,2,,6626,3,,,2,,1955,2.0
55IN01995,1953177525,53,2,S7525,3,71,730,17,,08,01,,3,,2,1,850,059,11,,78,114,,,069,025,,,060,2,,6626,3,,,2,,1955,2.0
55IN01996,1953177528,53,2,S7528,3,71,730,17,,07,01,,3,,2,1,940,086,15,,120,152,,,061,034,,,082,2,,6626,3,,,2,,1955,2.0
55IN01997,1954177703,54,1,S7703,3,71,730,17,,,,,2,,,,,,,,100,115,,,,,,,,,,,,,,1,,1955,1.0
55IN01998,1954177704,54,1,S7704,3,71,730,17,,,,,2,,,,,,,,106,142,,,,,,,,,,,,,,1,,1955,1.0
55IN01999,1954177726,54,1,S7726,3,71,730,17,,,,,2,,,,,,,,88,123,,,,,,,,,,,,,,1,,1955,1.0
55IN02000,1954177794,54,1,S7794,3,71,730,17,,,,,2,,,,,,,,96,135,,,,,,,,,,,,,,1,,1955,1.0
55IN02001,1954177798,54,2,S7798,3,71,730,17,,10,,,2,,2,4,830,082,10,,82,124,,,077, 54,,,099,2,,7067,3,,,1,,1955,1.0
55IN02002,1952176951,52,2,S6951,3,71,740,17,,07,02,,4,,2,4,910,088,12,,117,150,,,075,047,,,118,2,,6698,3,,,3,,1955,3.0
55IN02003,1952176984,52,2,S6984,3,71,740,17,,05,02,,4,,2,1,870,104,09,,123,154,,,077,050,,,100,2,,6698,3,,,3,,1955,3.0
55IN02004,1952177119,52,2,S7119,3,71,740,17,,07,04,,4,,2,1,890,086,11,,128,163,,,069,033,,,086,2,,6698,3,,,3,,1955,3.0
55IN02005,1952177129,52,2,S7129,3,71,740,17,,05,02,,4,,2,1,800,095,09,,128,155,,,069,037,,,084,2,,6143,3,,,3,,1955,3.0
55IN02006,1953177163,53,2,S7163,3,71,740,17,,07,08,,3,,2,5,890,089,12,,102,133,,,080,038,,,097,2,,6698,3,,,2,,1955,2.0
55IN02007,1953177164,53,1,S7164,3,71,740,17,,,,,3,,,,,,,,160,185,3,29,,,,,,,,,,,14,2,,1955,2.0
55IN02008,1953177166,53,1,S7166,3,71,740,17,,,,,3,,,,,,,,158,200,,,,,,,,,,,,,,2,,1955,2.0
55IN02009,1953177194,53,1,S7194,3,71,740,17,,,,,3,,,,,,,,163,199,,,,,,,,,,,,,,2,,1955,2.0
55IN02010,1953177202,53,2,S7202,3,71,740,17,,07,05,,3,,2,1,960,080,09,,94,136,,,076,040,,,101,2,,6698,3,,,2,,1955,2.0
55IN02011,1953177229,53,2,S7229,3,71,740,17,,08,02,,3,,2,3,920,088,10,,106,133,,,082,055,,,130,2,,6698,3,,,2,,1955,2.0
55IN02012,1953177268,53,2,S7268,3,71,740,17,,,,,3,,,,,,,,121,162,2,25,,,,,,,,,,,,2,,1955,2.0
55IN02013,1953177273,53,2,S7273,3,71,740,17,,09,03,,3,,2,4,960,078,12,,107,131,,,073,034,,,102,2,,6698,3,,,2,,1955,2.0
55IN02014,1953177298,53,2,S7298,3,71,740,17,,07,02,,3,,2,1,950,094,09,,118,160,,,071,035,,,095,2,,6698,3,,,2,,1955,2.0
55IN02015,1953177328,53,1,S7328,3,71,740,17,,93,,5,3,,,,,,,,,,,,,,,,,,,,,,   9,2,,1955,2.0
55IN02016,1953177356,53,1,S7356,3,71,740,17,,6,,,3,,,,,,,,155,195,2,29,,,,,,,,,,,,2,,1955,2.0
55IN02017,1953177382,53,1,S7382,3,71,740,17,,,,,3,,,,,,,,160,,6,,,,,,,,,,,,11,2,,1955,2.0
55IN02018,1953177473,53,1,S7473,3,71,740,17,,,,,3,,,,,,,,171,118,,,,,,,,,,,,,,2,,1955,2.0
55IN02019,1954177533,54,2,S7533,3,71,740,17,,07,,,2,,2,5,870,081,09,,81,113,,,068, 41,,,099,2,,6997,3,,,1,,1955,1.0
55IN02020,1954177589,54,2,S7589,3,71,740,17,,06,,,2,,2,5,900,094,09,,94,131,,,089, 54,,,103,2,,6997,3,,,1,,1955,1.0
55IN02021,1954177626,54,1,S7626,3,71,740,17,,,,,2,,,,,,,,78,113,,,,,,,,,,,,,,1,,1955,1.0
55IN02022,1954177633,54,2,S7633,3,71,740,17,,05,,,2,,2,5,950,088,09,,88,122,,,075, 47,,,109,2,,6997,3,,,1,,1955,1.0
55IN02023,1954177680,54,2,S7680,3,71,740,17,,06,,,2,,2,1,970,077,11,,77,102,,,083, 39,,,089,2,,6997,3,,,1,,1955,1.0
55IN02024,1954177731,54,2,S7731,3,71,740,17,,07,,,2,,2,3,800,093,11,,93,108,,,072, 44,,,100,2,,6997,3,,,1,,1955,1.0
55IN02025,1954177816,54,2,S7816,3,71,740,17,,07,,,2,,2,4,920,098,08,,98,134,,,076, 47,,,105,2,,6997,3,,,1,,1955,1.0
55IN02026,1954177869,54,2,S7869,3,71,740,17,,07,,,2,,2,1,870,071,11,,71,102,,,065, 28,,,070,2,,6997,3,,,1,,1955,1.0
55IN02027,1954177946,54,1,S7946,3,71,740,17,,,,,2,,,,,,,,117,165,,,,,,,,,,,,,,1,,1955,1.0
55IN02028,1952177063,52,2,S7063,3,71,750,17,,09,01,,4,,2,1,860,079,15,,108,138,,,071,350,,,590,2,,6475,3,,,3,,1955,3.0
55IN02029,1952177117,52,2,S7117,3,71,750,17,,09,01,,4,,2,1,840,089,13,,124,164,,,084,055,,,104,2,,6475,3,,,3,,1955,3.0
55IN02030,1952176922,52,2,S6922,3,71,760,17,,09,03,,4,,2,1,980,086,11,,111,136,,,077,045,,,107,2,,6384,3,,,3,,1955,3.0
55IN02031,1952177059,52,2,S7059,3,71,760,17,,10,08,,4,,2,1,850,081,15,,108,146,,93,071,040,,,091,2,,6384,3,,,3,,1955,3.0
55IN02032,1952177062,52,2,S7062,3,71,760,17,,07,07,,4,,2,1,940,115,09,,133,163,,,091,049,,,101,2,,6384,3,,,3,,1955,3.0
55IN02033,1952177113,52,2,S7113,3,71,760,17,,07,03,,4,,2,1,810,086,15,,110,140,,,071,036,,,073,2,,6384,3,,,3,,1955,3.0
55IN02034,1954177793,54,1,S7793,3,72,810,17,,,,,2,,,,,,,,102,141,,,,,,,,,,,,,,1,,1955,1.0
55IN02035,1954177929,54,1,S7929,3,72,810,17,,,,,2,,,,,,,,96,132,,,,,,,,,,,,,,1,,1955,1.0
55IN02036,1954177936,54,1,S7936,3,72,810,17,,,,,2,,,,,,,,86,128,,,,,,,,,,,,,,1,,1955,1.0
55IN02037,1954177950,54,2,S7950,3,72,810,17,,06,,,2,,3,3,800,088,09,,88,135,,,084, 40,,,095,2,,6910,3,,,1,,1955,1.0
55IN02038,1954177548,54,2,S7548,3,72,820,17,,06,,,2,,3,1,820,080,14,,80,112,,,068, 36,,,077,2,,7124,3,,,1,,1955,1.0
55IN02039,1954177683,54,1,S7683,3,72,820,17,,,,,2,,,,,,,,109,151,,,,,,,,,,,,,,1,,1955,1.0
55IN02040,1954177664,54,1,S7664,3,72,830,17,,,,,2,,,,,,,,105,157,,,,,,,,,,,,,,1,,1955,1.0
55IN02041,1954177763,54,2,S7763,3,72,830,17,,08,,,2,,3,1,810,074,14,,74,106,,,076, 38,,,071,2,,7034,3,,,1,,1955,1.0
55IN02042,1954177910,54,1,S7910,3,72,830,17,,,,,2,,,,,,,,76,139,,,,,,,,,,,,,,1,,1955,1.0
55IN02043,1954177933,54,2,S7933,3,72,830,17,,07,,,2,,3,5,850,081,11,,81,104,,,072, 38,,,089,2,,7034,3,,,1,,1955,1.0
55IN02044,1954177689,54,1,S7689,3,72,840,17,,,,,2,,,,,,,,101,139,,,,,,,,,,,,,,1,,1955,1.0
55IN02045,1954177712,54,2,S7712,3,72,840,17,,07,,,2,,3,1,960,076,11,,76,112,,,072, 37,,,090,2,,7025,3,,,1,,1955,1.0
55IN02046,1954177769,54,1,S7769,3,72,840,17,,,,,2,,,,,,,,96,126,,,,,,,,,,,,,,1,,1955,1.0
55IN02047,1954177944,54,1,S7944,3,72,840,17,,,,,2,,,,,,,,90,136,,,,,,,,,,,,,,1,,1955,1.0
55IN02048,1954177780,54,2,S7780,3,72,850,17,,08,,,2,,3,1,880,078,09,,78,108,,,091, 43,,,091,4,,7107,3,,,1,,1955,1.0
55IN02049,1954177923,54,2,S7923,3,72,850,17,,07,,,2,,3,1,990,083,11,,83,119,,,075, 40,,,091,2,,7107,3,,,1,,1955,1.0
55IN02050,1954177945,54,2,S7945,3,72,850,17,,08,,,2,,3,4,860,088,15,,88,120,,,069, 34,,,087,2,,7107,3,,,1,,1955,1.0
55IN02051,1954177542,54,2,S7542,3,72,860,17,,07,,,2,,3,1,860,094,09,,94,126,,,083, 44,,,110,2,,6998,3,,,1,,1955,1.0
55IN02052,1954177685,54,1,S7685,3,72,860,17,,,,,2,,,,,,,,97,136,,,,,,,,,,,,,,1,,1955,1.0
55IN02053,1954177789,54,1,S7789,3,72,860,17,,,,,2,,,,,,,,101,141,,,,,,,,,,,,,,1,,1955,1.0
55IN02054,1954177641,54,2,S7641,3,72,870,17,,10,,,2,,3,1,910,053,16,,53,92,,,072, 29,,,062,2,,7045,3,,,1,,1955,1.0
55IN02055,1954177809,54,2,S7809,3,72,870,17,,07,,,2,,3,1,840,078,13,,78,111,,,077, 38,,,088,2,,7045,3,,,1,,1955,1.0
55IN02056,1951405858,51,1,T5858,4,00,,40,,,,,5,,,,,,,,106,130,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02057,1951406022,51,1,T6022,4,00,,40,,,,,5,,,,,,,,130,168,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02058,1951406123,51,1,T6123,4,00,,40,,,,,5,,,,,,,,144,161,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02059,1951406150,51,1,T6150,4,00,,40,,,,,5,,,,,,,,,,7,,,,,,,,,,,,   8,4,,1955,4.0
55IN02060,1951406156,51,1,T6156,4,00,,40,,,,,5,,,,,,,,124,162,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02061,1951406303,51,1,T6303,4,00,,40,,,,,5,,,,,,,,165,192,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02062,1951406361,51,1,T6361,4,00,,40,,,,,5,,,,,,,,155,174,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02063,1951406456,51,1,T6456,4,00,,40,,,,,5,,,,,,,,,,7,,,,,,,,,,,,   8,4,,1955,4.0
55IN02064,1951406586,51,1,T6586,4,00,,40,,,,,5,,,,,,,,135,163,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02065,1951406623,51,1,T6623,4,00,,40,,,,,5,,,,,,,,159,196,,,,,,,,,,,,,   8,4,,1955,4.0
55IN02066,1952406755,52,1,T6755,4,00,,40,,,,,4,,,,,,,,,,7,,,,,,,,,,,,   8,3,,1955,3.0
55IN02067,1952406808,52,1,T6808,4,00,,40,,,,,4,,,,,,,,,,7,,,,,,,,,,,,   8,3,,1955,3.0
55IN02068,1952406872,52,1,T6872,4,00,,40,,,,,4,,,,,,,,143,192,,,,,,,,,,,,,   8,3,,1955,3.0
55IN02069,1952407003,52,1,T7003,4,00,,40,,,,,4,,,,,,,,133,136,,,,,,,,,,,,,   8,3,,1955,3.0
55IN02070,1952407013,52,1,T7013,4,00,,40,,,,,4,,,,,,,,153,137,3,29,,,,,,,,,,,   8,3,,1955,3.0
55IN02071,1947403846,47,2,T3846,4,01,,40,,,,,9,,,,,,,,131,158,8,07,,,,,,,,,,,,8,,1955,8.0
55IN02072,1948404289,48,2,T4289,4,01,,40,,,,,8,,,,,,,,123,137,2,11,,,,,,,,,,,,7,,1955,7.0
55IN02073,1948404344,48,2,T4344,4,01,,40,,,,,8,,,,,,,,125,137,2,11,,,,,,,,,,,,7,,1955,7.0
55IN02074,1949404993,49,2,T4993,4,01,,40,,1,,,7,,,,,,,,168,200,2,11,,,,,,,,,,,,6,,1955,6.0
