UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
91IN00011,1989100013,S0013,10,89,2,12,1,07,801,779919,673019,,,,,,, 2,136,1,29A,3,147,173,03,,,,,,,R-4,,,1,20,,1991
91IN00012,1988440016,T0016,44,88,2,48,1,02,  5,861743,884743,,,,,,, 3,  0,1,,2,151,191,01,,,,,,,T-9,,,2,30,,1991
91IN00013,1989100017,S0017,10,89,2,18,1,07,141,800619,837319,,,,,,, 1,  0,1,29C,3,137,158,02,,,,,,,R13,,,1,20,,1991
91IN00014,1988440018,T0018,44,88,2,42,1,02,912,816143,638043,,,,,,, 2,135,1,,2,145,174,02,,,,,,,862,,,?,30,,1991
91IN00015,1989100020,S0020,10,89,2,11,1,07,111,891619,739719,,,,,,, 2,141,1,30A,3,124,129,02,,,,,,,R-7,,,1,20,,1991
91IN00016,1990810022,Z0022,81,90,2,55,1,55,XT,000080,074144,,,,,,0, 1,104,2,135,2,107,136,02,,,,92,0919,,,,,,10,,1991
91IN00017,1989100023,S0023,10,89,2,11,1,07,113,917219,589419,,,,,,, 2,145,1,,1,117,158,02,,,,,,,R-7,,,1,20,,1991
91IN00018,1986030024,L0024,03,86,2,84,2,30,732,740202,413002,,,1,,,, 3,160,3,,2,139,157,12,,,,95,1217,,L84,3,,?,45,"X,BAG",1991
91IN00019,1989100024,S0024,10,89,2,13,1,07,113,917219,589419,6,,,,,, 0,  0,1,,5,143,0,00,,,,,,,000,,,?,20,,1991
91IN00020,1989100025,S0025,10,89,2,18,1,07,142,802819,738419,,,,,,, 2,127,1,30B,3,160,162,02,,,,,,,R-4,,,1,20,,1991
91IN00021,1989100026,S0026,10,89,2,11,1,07,112,888419,475019,,,,,,, 2,162,1,31B,3,158,153,02,,,,,,,R12,,,1,20,,1991
91IN00022,1989100028,S0028,10,89,2,11,1,07,114,881719,587619,,,,,,, 1, 90,3,,1,137,158,12,,,,93,0930,,,,,,20,"CUT FACE,SHRG",1991
91IN00023,1988440028,T0028,44,88,2,41,1,02,411,866643,744943,2,,,,,, 0,  0,3,OVX,T,140,0,00,,,X,,,,,,,,30,OVX.EWE,1991
91IN00024,1990810029,Z0029,81,90,2,55,1,55,XC,000080,404963,,,,,,0, 2,103,2,137,2,98,123,02,,,,92,0919,,,,,,10,,1991
91IN00025,1989100031,S0031,10,89,2,12,1,07,801,779919,610619,,,,,,, 1, 78,1,,2,136,171,01,,,,,,,R10,,,1,20,,1991
91IN00026,1989100032,S0032,10,89,2,18,1,07,144,827019,834019,,,,,,, 2,133,1,,2,129,157,02,,,,,,,R-6,,,1,20,NICEEWE,1991
91IN00027,1989100034,S0034,10,89,2,11,1,07,113,917219,646219,,,,,,, 2,170,3,,3,164,138,03,,,,93,0930,,,,,,20,"MLT,X",1991
91IN00028,1988440035,T0035,44,88,2,41,1,02,  1,703243,903143,,,,,,, 2, 86,1,,2,147,172,03,,,,,,,412,,,?,30,,1991
91IN00029,1986030039,L0039,03,86,2,72,2,30,722,765502,454102,6,,1,,,, 1,  0,3,,5,157,177,01,,,,93,0930,,,,,,45,"ABS.DRY,>X<",1991
91IN00030,1989100040,S0040,10,89,2,18,1,07,141,800619,727319,,,,,,, 1, 91,1,35A,3,168,154,02,,,,,,,R-2,,,1,20,SM.BAG,1991
91IN00031,1989100041,S0041,10,89,2,11,1,07,114,881719,424019,,,,,,, 2,141,1,31D,3,140,140,02,,,,,,,R-7,,,1,20,,1991
91IN00032,1989100042,S0042,10,89,2,13,1,07,114,881719,424019,6,,,,,, 0,  0,1,,5,128,149,01,,,,,,,R-7,,,1,20,4TEATS,1991
91IN00033,1989100043,S0043,10,89,1,12,1,07,821,788419,542319,,,,,,, 0,  0,1,,M,181,219,00,,,,,,,,,,,20,PEN-2,1991
91IN00034,1989100047,S0047,10,89,2,12,1,07,811,824619,613719,,,,,,, 1, 90,1,32A,3,121,144,02,,,,,,,R-2,,,1,20,SM.BAG,1991
91IN00035,1986030050,L0050,03,86,2,81,2,30,738,765902,182502,,,1,,,, 3,136,1,,2,152,180,02,,,,,,,P14,,,2,45,? BAG,1991
91IN00036,1989100050,S0050,10,89,2,13,1,07,871,804719,636319,6,,,,,, 0,  0,1,,5,123,164,01,,,,,,,R-8,,,1,20,WRINKLES,1991
91IN00037,1989100051,S0051,10,89,2,12,1,07,911,792119,827319,,,,,,, 1, 96,1,32C,3,134,160,02,,,,,,,R12,,,1,20,,1991
91IN00038,1989100052,S0052,10,89,2,18,1,07,141,800619,585119,,,,,,, 1,  0,1,,5,145,146,01,,,,,,,R-7,,,1,20,,1991
91IN00039,1990810054,Z0054,81,90,3,00,1,10,S1,000097,540319,1,,,,,, 0,  0,1,,B,111,159,01,,,W,,,,WWW,,,2,10,BLK WETHER,1991
91IN00040,1988440054,T0054,44,88,2,40,1,02,402,850243,664543,,,,,,, 1, 94,1,,2,148,172,01,,,,04,1102,,T-5,,,2,30,,1991
91IN00041,1990810056,Z0056,81,90,2,97,1,97,197,110780,172480,,,,,,, 2,  0,1,,e,131,180,02,,,,,,,972,,,1,10,,1991
91IN00042,1986030056,L0056,03,86,2,84,2,30,735,771002,890601,,,1,,,, 2, 48,1,,1,109,128,01,,,,,,,L84,3,,?,45,,1991
91IN00043,1990810057,Z0057,81,90,2,97,1,97,197,110780,172480,,,,,,, 2,  0,1,,e,115,169,01,,,,,,,972,,,1,10,,1991
91IN00044,1988440057,T0057,44,88,2,49,1,02,401,780343,656243,6,,,,,, 0,  0,1,,5,184,207,01,,,,,,,T-3,,,2,30,,1991
91IN00045,1990810058,Z0058,81,90,2,00,1,55,XT,000080,056244,1,,,,,, 2,101,1,BLK,2,113,130,02,,,B,,,,MX,,,1,10,BLACK,1991
91IN00046,1989100058,S0058,10,89,2,12,1,07,851,807019,632719,,,,,,, 1, 86,1,,1,136,159,02,,,,,,,R11,,,1,20,,1991
91IN00047,1990810059,Z0059,81,90,2,97,1,97,197,110780,780580,,,,,,, 0,  0,1,,e,126,179,01,,,,,,,972,,,1,10,,1991
91IN00048,1989100060,S0060,10,89,2,18,1,07,141,800619,703719,,,,,,, 1, 85,1,34A,3,135,142,02,,,,,,,R-7,,,1,20,,1991
91IN00049,1989100061,S0061,10,89,2,11,1,07,111,891619,664319,,,,,,, 1,102,1,,1,131,167,02,,,,,,,R-8,,,1,20,,1991
91IN00050,1990810062,Z0062,81,90,1,97,1,97,297,422480,114880,,,,,,, 0,  0,1,,r,149,179,00,,,,,,,,,,,10,,1991
91IN00051,1989100065,S0065,10,89,2,12,1,07,811,824619,714619,,,,,,, 2,107,1,34D,3,154,166,02,,,,,,,R10,,,1,20,,1991
91IN00052,1990810065,Z0065,81,90,2,55,1,55,XT,000080,085544,,,,,,0, 1, 89,2,137,1,113,126,02,,,,92,0919,,,,,,10,,1991
91IN00053,1990810066,Z0066,81,90,2,97,1,97,297,422480,593880,,,,,,, 1,  0,6,,*,0,0,00,,,,15,0408,,,,,,10,,1991
91IN00054,1988440068,T0068,44,88,2,40,1,02,403,788843,660443,,,,,,, 2,149,1,,2,145,164,02,,,,,,,T-6,,,2,30,THIN,1991
91IN00055,1989100071,S0071,10,89,2,12,1,07,811,824619,643719,,,,,,, 1, 87,1,,2,148,175,02,,,,,,,R12,,,1,20,TINYBAG,1991
91IN00056,1988440072,T0072,44,88,2,42,1,02,952,784443,519243,,,,,,, 2,147,1,,2,142,177,03,,,,,,,852,,,?,30,,1991
91IN00057,1989100072,S0072,10,89,2,12,1,07,811,824619,643719,,,,,,, 2,125,1,35A,3,118,142,02,,,,,,,R13,,,1,20,,1991
91IN00058,1990810073,Z0073,81,90,2,55,1,55,XT,000080,068844,,,,,,0, 1, 86,2,135,2,109,131,02,,,,92,0919,,,,,,10,,1991
91IN00059,1989100074,S0074,10,89,2,18,1,07,143,816219,841619,,,,,,, 2,158,1,,2,118,156,03,,,,,,,R-8,,,1,20,,1991
91IN00060,1988440074,T0074,44,88,2,48,1,02,433,883243,742343,,,,,,, 1, 96,H,,N,138,124,02,,,,,,,T10,,,2,30,,1991
91IN00061,1989100079,S0079,10,89,2,18,1,07,142,802819,817519,,,,,,, 2, 86,1,35C,3,146,165,03,,,,,,,R-4,,,1,20,,1991
91IN00062,1990810084,Z0084,81,90,2,55,1,55,XT,000080,054444,,,,,,, 0,  0,6,,*,0,0,00,,,,01,0504,,,,,,10,,1991
91IN00063,1988440084,T0084,44,88,2,41,1,02,414,855743,795943,,,,,,, 2,170,1,,2,151,171,05,,,,,,,414,,,?,30,,1991
91IN00064,1988440085,T0085,44,88,2,41,1,02,413,865143,566643,,,,,,, 1, 94,1,,1,145,177,02,,,,,,,413,,,?,30,,1991
91IN00065,1988440086,T0086,44,88,2,40,1,02,403,788843,501343,,,,,,, 3, 88,1,,2,146,162,03,,,,,,,T-7,,,2,30,SW.BAG4TEATS,1991
91IN00066,1988440088,T0088,44,88,2,41,1,02,412,853843,797943,,,,,,, 1,103,1,,1,161,193,02,,,,,,,413,,,?,30,,1991
91IN00067,1989100090,S0090,10,89,2,18,1,07,144,827019,601619,,,,,,, 1, 81,1,29A,3,142,150,02,,,,,,,R-6,,,1,20,,1991
91IN00068,1990810092,Z0092,81,90,1,97,1,97,197,110780,116180,,,,,,, 0,  0,1,,r,133,165,00,,,,,,,,,,,10,,1991
91IN00069,1989100092,S0092,10,89,2,18,1,07,143,816219,831419,,,,,,, 2,140,6,,3,187,0,00,,,,10,0710,,,,,,20,DEAD 7/10/91,1991
91IN00070,1990810093,Z0093,81,90,1,97,1,97,197,110780,116180,,,,,,, 0,  0,3,,r,116,128,00,,,,93,0729,,,,,,10,"SIZE,X",1991
91IN00071,1988440093,T0093,44,88,2,41,1,02,414,855743,642543,,,,,,, 2, 92,1,,1,106,144,02,,,,,,,412,,,?,30,,1991
91IN00072,1989100094,S0094,10,89,2,11,1,07,113,917219,559819,,,,,,, 2, 95,1,,1,133,161,03,,,,,,,R-9,,,1,20,,1991
91IN00073,1990810099,Z0099,81,90,1,97,1,97,297,422480,651580,,,,,,, 0,  0,1,,r,130,166,00,,,,,,,,,,,10,,1991
91IN00074,1988440100,T0100,44,88,2,48,1,02,  6,865043,937343,2,,,,,, 0,  0,3,OVX,T,174,0,00,,,X,,,,,,,,30,OVX.EWE,1991
91IN00075,1989100100,S0100,10,89,2,13,1,07,141,800619,827219,6,,,,,, 0,  0,1,,5,149,186,01,,,,,,,R-9,,,1,20,,1991
91IN00076,1990810101,Z0101,81,90,2,55,1,55,XC,000080,415263,,,,,,0, 0,  0,2,131,5,126,156,01,,,,92,0919,,,,,,10,,1991
91IN00077,1989100102,S0102,10,89,2,13,1,07,111,891619,407219,6,,,,,, 0,  0,1,,5,147,0,00,,,,,,,000,,,?,20,4TEATS,1991
91IN00078,1988440102,T0102,44,88,2,40,1,02,403,788843,641143,2,,,,,, 0,  0,3,OVX,T,159,0,00,,,X,,,,,,,,30,OVX.EWE,1991
91IN00079,1989100105,S0105,10,89,2,18,1,07,144,827019,439519,,,,,,, 1, 89,1,29C,3,166,176,02,,,,,,,R14,,,1,20,,1991
91IN00080,1989100106,S0106,10,89,1,11,1,07,112,888419,786419,2,,,,,, 0,  0,4,,*,0,0,00,,,L,95,1231,,,,,,20,62S,1991
91IN00081,1988440111,T0111,44,88,2,41,1,02,412,853843,652143,,,,,,, 2,156,1,,2,159,186,02,,,,,,,413,,,?,30,,1991
91IN00082,1990810115,Z0115,81,90,2,97,1,97,197,110780,116080,,,,,,, 1,109,1,,e,113,154,01,,,,,,,972,,,1,10,,1991
91IN00083,1990810116,Z0116,81,90,2,97,1,97,297,422480,550980,,,,,,, 2,109,1,,e,130,173,01,,,,,,,971,,,1,10,,1991
91IN00084,1989100117,S0117,10,89,2,11,1,07,R3,813919,870219,,,,,,, 1,111,1,29A,3,158,137,02,,,,,,,R14,,,1,20,,1991
91IN00085,1990810119,Z0119,81,90,2,55,1,55,XC,000080,422763,,,,,,0, 0,  0,2,133,5,119,145,01,,,,92,0919,,,,,,10,,1991
91IN00086,1988440121,T0121,44,88,2,49,1,02,  5,861743,868643,6,,,,,, 0,  0,3,,5,123,133,01,,,,93,0930,,,,,,30,,1991
91IN00087,1990810121,Z0121,81,90,2,55,1,55,XT,000080,079844,,,,,,0, 0,  0,2,136,5,105,130,01,,,,92,0919,,,,,,10,,1991
91IN00088,1989100121,S0121,10,89,2,13,1,07,R3,813919,872619,6,,,,,, 0,  0,1,,5,133,0,00,,,,,,,000,,,?,20,AI=YES,1991
91IN00089,1990810122,Z0122,81,90,1,97,1,97,197,110780,903797,,,,,,, 0,  0,1,,r,136,167,00,,,,,,,,,,,10,,1991
91IN00090,1989100122,S0122,10,89,2,18,1,07,144,827019,723819,,,,,,, 1,107,1,30A,3,141,139,02,,,,,,,R14,,,1,20,,1991
91IN00091,1990810123,Z0123,81,90,2,97,1,97,197,110780,903797,,,,,,, 1,122,1,,e,109,148,02,,,,,,,972,,,1,10,,1991
91IN00092,1990810125,Z0125,81,90,1,97,1,97,197,110780,366780,,,,,,, 0,  0,1,,r,127,162,00,,,,,,,,,,,10,,1991
91IN00093,1986030127,L0127,03,86,2,73,2,30,735,771002,571802,6,,1,1,0,1, 1, 65,2,106,5,143,155,01,,,,92,0919,,,,,,45,,1991
91IN00094,1989100127,S0127,10,89,2,12,1,07,901,836819,598319,,,,,,, 1, 92,1,,2,131,153,02,,,,,,,R13,,,1,20,,1991
91IN00095,1990810128,Z0128,81,90,2,97,1,97,197,110780,115880,,,,,,, 0,  0,1,,e,129,180,01,,,,,,,972,,,1,10,,1991
91IN00096,1989100128,S0128,10,89,2,12,1,07,901,836819,598319,,,,,,, 1, 85,1,,1,122,152,02,,+,,,,,R14,,,1,20,,1991
91IN00097,1989100129,S0129,10,89,2,18,1,07,R4,776319,898319,,,,,,, 2,160,1,,1,124,155,02,,+,,,,,R-9,,,1,20,,1991
91IN00098,1989100130,S0130,10,89,2,11,1,07,113,917219,413619,,,,,,, 2,  0,6,,*,0,0,00,,,,48,0424,,,,,,20,,1991
91IN00099,1986030131,L0131,03,86,2,72,2,30,723,765802,497002,6,,1,,,, 2,168,1,,5,155,0,00,,,,,,,FL,,,F,45,,1991
91IN00100,1988440131,T0131,44,88,2,42,1,02,882,816043,751443,,,,,,, 2, 80,1,,1,127,144,02,,,,,,,842,,,?,30,SM.BAG,1991
91IN00101,1989100134,S0134,10,89,2,12,1,07,931,827619,605519,2,,,,,, 0,  0,3,OVX,T,147,0,00,,,X,,,,,,,,20,OVX.EWE,1991
91IN00102,1989100136,S0136,10,89,2,13,1,07,931,827619,605519,6,,,,,, 0,  0,1,,5,114,143,01,,,,,,,R10,,,1,20,,1991
91IN00103,1988440138,T0138,44,88,2,40,1,02,403,788843,703143,,,,,,, 0,  0,3,,5,179,209,01,,,,93,0930,,,,,,30,"DYSTOCIA,SICK",1991
91IN00104,1989100138,S0138,10,89,2,11,1,07,113,917219,718419,,,,,,, 2,137,1,,1,101,135,02,,,,,,,R10,,,1,20,,1991
91IN00105,1988440141,T0141,44,88,2,48,1,02,431,873743,570143,,,,,,, 0,  0,6,,*,0,0,00,,,,16,0315,,,,,,30,THIN,1991
91IN00106,1990810142,Z0142,81,90,2,55,1,55,XC,000080,434963,,,,,,0, 0,  0,2,132,5,116,150,01,,,,92,0919,,,,,,10,,1991
91IN00107,1989100142,S0142,10,89,2,13,1,07,R2,831119,912619,6,,,,,, 0,  0,1,,5,134,175,01,,,,,,,R11,,,1,20,ENTR.,1991
91IN00108,1988440142,T0142,44,88,2,41,1,02,411,866643,651443,,,,,,, 2,148,1,,2,152,169,03,,,,,,,414,,,?,30,,1991
91IN00109,1990810143,Z0143,81,90,2,55,1,55,XC,000080,425763,,,,,,0, 1, 86,2,136,2,103,130,02,,,,92,0919,,,,,,10,,1991
91IN00110,1988440147,T0147,44,88,2,49,1,02,404,829543,593243,6,,,,,, 0,  0,1,,5,176,208,01,,,,,,,T-4,,,2,30,,1991
91IN00111,1988440148,T0148,44,88,2,49,1,02,433,883243,529043,6,,,,,, 0,  0,1,,5,168,201,01,,,,,,,T-5,,,2,30,,1991
91IN00112,1989100148,S0148,10,89,2,18,1,07,144,827019,795519,,,,,,, 2,153,1,30B,3,122,128,02,,+,,,,,R-5,,,1,20,,1991
91IN00113,1989100149,S0149,10,89,2,18,1,07,141,800619,737419,,,,,,, 2, 80,1,31B,3,143,142,02,,,,,,,R14,,,1,20,WILD,1991
91IN00114,1989100150,S0150,10,89,2,18,1,07,141,800619,737419,,,,,,, 1, 76,1,31D,3,131,142,02,,,,,,,R10,,,1,20,,1991
91IN00115,1989100151,S0151,10,89,2,13,1,07,143,816219,782119,6,,,,,, 0,  0,1,,5,132,169,01,,,,,,,R12,,,1,20,,1991
91IN00116,1990810156,Z0156,81,90,2,97,1,97,297,422480,628680,,,,,,, 1,124,1,,e,106,140,01,,,,,,,971,,,1,10,,1991
91IN00117,1989100159,S0159,10,89,2,18,1,07,144,827019,618219,,,,,,, 2, 37,1,,1,128,163,02,,,,,,,R10,,,1,20,,1991
91IN00118,1986030160,L0160,03,86,2,73,2,30,731,740102,217702,6,,1,,,, 2,145,2,,5,138,0,00,,,,97,0731,,,,,,45,MSG.7-31-91,1991
91IN00119,1989100162,S0162,10,89,2,12,1,07,R1,809619,895019,,,,,,, 1, 88,1,32A,3,146,158,02,,,,,,,R-3,,,1,20,,1991
91IN00120,1990810169,Z0169,81,90,2,97,1,97,497,362280,821980,,,,,,, 0,  0,1,,e,109,160,01,,,,,,,971,,,1,10,,1991
91IN00121,1989100169,S0169,10,89,2,13,1,07,142,802819,728019,6,,,,,, 0,  0,1,,5,148,182,01,,,,,,,R13,,,1,20,,1991
91IN00122,1989100171,S0171,10,89,2,13,1,07,114,881719,813819,6,,,,,, 0,  0,1,,5,135,0,00,,,,,,,000,,,?,20,,1991
91IN00123,1989100173,S0173,10,89,2,18,1,07,143,816219,817619,,,,,,, 2,154,1,32C,3,115,128,02,,,,,,,R13,,,1,20,,1991
91IN00124,1990810177,Z0177,81,90,2,55,1,55,XC,000080,420763,,,,,,0, 1, 87,2,131,2,112,158,02,,,,92,0919,,,,,,10,,1991
91IN00125,1988440178,T0178,44,88,2,49,1,02,403,788843,834243,6,,,,,, 1, 91,1,,5,175,200,02,,,,,,,T-6,,,2,30,,1991
91IN00126,1990810178,Z0178,81,90,2,55,1,55,XT,000080,089044,,,,,,0, 2, 86,2,137,2,100,127,02,,,,92,0919,,,,,,10,,1991
91IN00127,1988440182,T0182,44,88,2,48,1,02,434,894543,666443,,,,,,, 4, 75,3,,H,166,191,02,,,,93,0930,,,,,,30,"LAME EWE,X",1991
91IN00128,1989100183,S0183,10,89,2,18,1,07,143,816219,812819,,,,,,, 2, 95,1,34A,3,163,158,02,,,,,,,R-8,,,1,20,,1991
91IN00129,1990810187,Z0187,81,90,2,55,1,55,XT,000080,035544,,,,,,0, 2,  0,2,138,1,88,115,02,,,,92,0919,,,,,,10,,1991
91IN00130,1988440189,T0189,44,88,2,48,1,02,433,883243,458343,,,,,,, 2,146,1,,2,138,158,02,,+,,,,,T-3,,,2,30,,1991
91IN00131,1989100196,S0196,10,89,2,11,1,07,R1,809619,867319,,,,,,, 2, 73,1,34D,3,147,124,02,,,,,,,R-3,,,1,20,,1991
91IN00132,1988440197,T0197,44,88,2,40,1,02,403,788843,748443,,,,,,, 2,168,1,,2,192,196,03,,,,,,,T-8,,,2,30,,1991
91IN00133,1988440203,T0203,44,88,2,48,1,02,434,894543,719543,,,,,,, 2,138,1,,1,124,147,03,,,,,,,T-4,,,2,30,,1991
91IN00134,1989100203,S0203,10,89,2,11,1,07,R2,831119,866619,,,,,,, 2,174,1,AI,2,127,165,02,,,,,,,AI,,,?,20,LTHAIRY,1991
91IN00135,1986030205,L0205,03,86,2,72,2,30,725,760402,156202,6,,1,,,, 1, 81,1,,5,187,0,00,,,,,,,FL,,,F,45,,1991
91IN00136,1988440205,T0205,44,88,2,40,1,02,404,829543,634743,,,,,,, 2, 88,1,,2,151,173,03,,+,,,,,T-9,,,2,30,,1991
91IN00137,1986030206,L0206,03,86,2,00,2,30,725,760402,156202,1,,0,,,, 3,225,7,BLK,*,0,0,00,,,B,97,0222,,,,,,45,BLK.MSG.11/28,1991
91IN00138,1989100207,S0207,10,89,2,11,1,07,R4,776319,921619,,,,,,, 2, 95,3,,3,138,150,11,,,,93,0930,,,,,,20,L.BLOODY,1991
91IN00139,1990810208,Z0208,81,90,2,55,1,55,XT,000080,063944,,,,,,0, 1, 98,2,135,1,108,131,02,,,,92,0919,,,,,,10,,1991
91IN00140,1988440209,T0209,44,88,2,49,1,02,402,850243,785043,6,,,,,, 3,151,1,,5,179,203,01,,,,,,,T-7,,,2,30,,1991
91IN00141,1988440212,T0212,44,88,2,40,1,02,401,780343,792843,2,,,,,, 0,  0,3,OVX,5,158,196,01,,,X,,,,,,,X,30,BARREN,1991
91IN00142,1990810219,Z0219,81,90,2,55,1,55,XT,000080,030044,,,,,,0, 1, 66,2,135,2,99,138,02,,,,92,0919,,,,,,10,,1991
91IN00143,1988440224,T0224,44,88,2,48,1,02,  3,788943,909443,2,,,,,, 0,  0,3,OVX,T,186,0,00,,,X,,,,,,,,30,OVX.EWE,1991
91IN00144,1988440228,T0228,44,88,1,40,1,02,402,850243,406443,,,,,,, 0,  0,P,,*,0,0,00,,,,93,0114,,,,,,30,,1991
91IN00145,1986030230,L0230,03,86,2,72,2,30,722,765502, 39402,6,,1,,,, 2,147,7,,*,0,0,00,,,,97,0222,,,,,,45,LAME 7-30,1991
91IN00146,1990810236,Z0236,81,90,2,55,1,55,XT,000080,050944,,,,,,0, 1,103,2,133,1,124,143,02,,,,92,0919,,,,,,10,,1991
91IN00147,1989100241,S0241,10,89,1,10,2,07,104,902019,525519,6,,,,,, 0,  0,2,,M,169,202,00,,,,92,0919,,,,,,15,,1991
91IN00148,1989100242,S0242,10,89,1,10,2,07,102,860819,564119,6,,,,,, 0,  0,2,,M,164,202,00,,,,92,0919,,,,,,15,DEWLAP,1991
91IN00149,1989100244,S0244,10,89,2,10,2,07,102,860819,452819,6,,,,,, 0,  0,1,,5,122,156,01,,,,,,,FL,,,F,15,,1991
91IN00150,1989100245,S0245,10,89,1,13,2,07,101,863619,404019,6,,,,,, 0,  0,2,,M,155,185,00,,,,92,0919,,,,,,15,,1991
91IN00151,1989100246,S0246,10,89,1,10,2,07,101,863619,332019,6,,,,,, 0,  0,2,,M,178,205,00,,,,92,0919,,,,,,15,SM.L.TESTE,1991
91IN00152,1989100247,S0247,10,89,2,10,2,07,101,863619,332019,6,,,,,, 0,  0,1,,5,128,163,01,,,,,,,FL,,,F,15,,1991
91IN00153,1989100248,S0248,10,89,2,10,2,41,101,037783,862319,6,,,,,, 0,  0,1,,5,96,121,01,,,,,,,FL,,,F,15,,1991
91IN00154,1988440249,T0249,44,88,2,42,1,02,892,815243,401343,,,,,,, 2, 83,1,,2,133,154,02,,,,,,,832,,,?,30,,1991
91IN00155,1989100250,S0250,10,89,2,10,2,07,104,902019,682519,6,,,,,, 0,  0,1,,5,123,154,01,,,,,,,FL,,,F,15,,1991
91IN00156,1989100252,S0252,10,89,2,10,2,07,104,902019,470619,6,,,,,, 0,  0,1,,5,129,167,01,,,,,,,FL,,,F,15,,1991
91IN00157,1989100253,S0253,10,89,1,10,2,07,103,911419,351619,6,,,,,, 0,  0,2,,M,174,207,00,,,,92,0919,,,,,,15,CHK. LEGS,1991
91IN00158,1989100255,S0255,10,89,2,10,2,41,104,037783,860519,6,,,,,, 0,  0,1,,5,86,110,01,,,,,,,FL,,,F,15,,1991
91IN00159,1989100258,S0258,10,89,2,10,2,07,104,902019,553019,6,,,,,, 0,  0,1,,5,118,155,01,,,,,,,FL,,,F,15,,1991
91IN00160,1989100260,S0260,10,89,2,13,2,41,103,045082,792319,6,,,,,, 0,  0,1,,5,92,120,01,,,,,,,FL,,,F,15,AB.BACK,1991
91IN00161,1989100261,S0261,10,89,2,13,2,41,103,045082,792319,6,,,,,, 0,  0,1,,5,90,0,00,,,,,,,FL,,,F,15,,1991
91IN00162,1989100265,S0265,10,89,2,10,2,41,102,037783,765319,6,,,,,, 0,  0,1,,5,108,0,00,,,,,,,FL,,,F,15,,1991
91IN00163,1989100266,S0266,10,89,2,10,2,41,102,037783,765319,6,,,,,, 0,  0,1,,5,99,0,00,,,,,,,FL,,,F,15,,1991
91IN00164,1983630272,K0272,63,83,2,61,1,06,611,012463,891862,2,,,,,, 0,  0,3,PHY,*,0,0,00,,,X,95,0228,,,,,,80,JIM'S STUDY,1991
91IN00165,1989100272,S0272,10,89,2,10,2,41,101,025583,574619,6,,,,,, 0,  0,1,,5,112,119,01,,,,,,,FL,,,F,15,,1991
91IN00166,1989100274,S0274,10,89,2,10,2,07,103,911419,418919,6,,,,,, 0,  0,1,,5,128,172,01,,,,,,,FL,,,F,15,,1991
91IN00167,1986030275,L0275,03,86,2,73,2,30,732,740202,236402,6,,0,,,, 3,129,1,,5,145,0,00,,,,,,,FL,,,F,45,,1991
91IN00168,1989100275,S0275,10,89,2,10,2,07,103,911419,418919,6,,,,,, 0,  0,6,,5,139,0,00,,,,09,0827,,,,,,15,"RUPTURE,X",1991
91IN00169,1989100276,S0276,10,89,2,13,2,41,103,037783,471719,6,,,,,, 0,  0,1,,5,115,147,01,,,,,,,FL,,,F,15,4 TEATS,1991
91IN00170,1986030279,L0279,03,86,2,73,2,30,732,740202,371002,6,,0,,,, 4,173,1,,5,169,0,00,,,,,,,FL,,,F,45,,1991
