UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,C6973,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
57IN00012,1952101659,52,2,U1659,0,68,,10,,,,,6,,,,571,,,,118,154,,,,,,,,,,,,,4610,1,5,,1957,5.0
57IN00013,1952101663,52,2,U1663,0,68,,10,,,,,6,,,,,,,,118,147,6,07,,,,1001,,,,,,,,,5,,1957,5.0
57IN00014,1952101666,52,2,U1666,0,68,,10,,,,,6,,,,561,,,,120,164,,,,,,,,,,,,,4706,1,5,,1957,5.0
57IN00015,1952101668,52,2,U1668,0,68,,10,,,,,6,,,,671,,,,141,178,,,,,,,,,,,,,2504,2,5,,1957,5.0
57IN00016,1952101671,52,2,U1671,0,68,,10,,,,,6,,,,,,,,126,144,2,92,,,,0926,,,,,,,,,5,,1957,5.0
57IN00017,1952101672,52,2,U1672,0,68,,10,,,,,6,,,,,,,,,,6,,,,,0416,,,,,,,,,5,,1957,5.0
57IN00018,1952101673,52,2,U1673,0,68,,10,,,,,6,,,,349,,,,125,152,,,,,,,,,,,,,4079,1,5,,1957,5.0
57IN00019,1952101676,52,2,U1676,0,68,,10,,,,,6,,,,498,,,,118,144,,,,,,,,,,,,,3125,2,5,,1957,5.0
57IN00020,1952101682,52,2,U1682,0,68,,10,,,,,6,,,,591,,,,104,140,,,,,,,,,,,,,4774,1,5,,1957,5.0
57IN00021,1952101685,52,2,U1685,0,68,,10,,,,,6,,,,478,,,,120,150,,,,,,,,,,,,,,,5,,1957,5.0
57IN00022,1952101687,52,2,U1687,0,68,,10,,,,,6,,,,611,,,,119,142,,,,,,,,,,,,,4585,1,5,,1957,5.0
57IN00023,1952101688,52,2,U1688,0,68,,10,,,,,6,,,,499,,,,113,146,,,,,,,,,,,,,3080,2,5,,1957,5.0
57IN00024,1952101689,52,2,U1689,0,68,,10,,,,,6,,,,,,,,116,157,2,92,,,,0926,,,,,,,,,5,,1957,5.0
57IN00025,1952101690,52,2,U1690,0,68,,10,,,,,6,,,,621,,,,122,150,,,,,,,,,,,,,4799,1,5,,1957,5.0
57IN00026,1952101691,52,2,U1691,0,68,,10,,,,,6,,,,518,,,,122,154,,,,,,,,,,,,,2374,2,5,,1957,5.0
57IN00027,1952101692,52,2,U1692,0,68,,10,,,,,6,,,,329,,,,122,170,,,,,,,,,,,,,5016,1,5,,1957,5.0
57IN00028,1952101694,52,2,U1694,0,68,,10,,,,,6,,,,661,,,,106,150,,,,,,,,,,,,,3195,2,5,,1957,5.0
57IN00029,1952101695,52,2,U1695,0,68,,10,,,,,6,,,,641,,,,143,172,,,,,,,,,,,,,3387,2,5,,1957,5.0
57IN00030,1952101696,52,2,U1696,0,68,,10,,,,,6,,,,398,,,,122,160,,,,,,,,,,,,,1714,2,5,,1957,5.0
57IN00031,1952101697,52,2,U1697,0,68,,10,,,,,6,,,,348,,,,120,151,,,,,,,,,,,,,4458,1,5,,1957,5.0
57IN00032,1952101701,52,2,U1701,0,68,,10,,,,,6,,,,,,,,97,133,2,11,,,,0926,,,,,,,,,5,,1957,5.0
57IN00033,1952101702,52,2,U1702,0,68,,10,,,,,6,,,,409,,,,132,170,,,,,,,,,,,,,2435,2,5,,1957,5.0
57IN00034,1952101706,52,2,U1706,0,68,,10,,,,,6,,,,479,,,,142,173,,,,,,,,,,,,,2461,2,5,,1957,5.0
57IN00035,1954101710,54,2,U1710,0,69,359,10,,10,,,4,,4,3,329,085,16,,109,164,,,077, 48,,,100,2,,0781,2,,5016,1,3,,1957,3.0
57IN00036,1954101712,54,2,U1712,0,69,399,10,,07,,,4,,4,4,348,088,10,,130,159,,,078, 48,,,113,2,,1637,2,,4458,1,3,,1957,3.0
57IN00037,1954101719,54,2,U1719,0,69,748,10,,07,,,4,,4,5,468,087,11,,119,145,,,080, 45,,,105,2,,6910,3,,1575,2,3,,1957,3.0
57IN00038,1954101724,54,2,U1724,0,69,468,10,,07,,,4,,4,4,561,087,12,,116,137,,,074, 40,,,093,2,,0693,2,,4706,1,3,,1957,3.0
57IN00039,1954101728,54,2,U1728,0,69,508,10,,07,,,4,,4,4,611,090,13,,109,144,,,074, 50,,,096,2,,0705,2,,4585,1,3,,1957,3.0
57IN00040,1954101731,54,2,U1731,0,69,469,10,,08,,,4,,4,1,519,081,11,,106,143,,,080, 40,,,093,2,,1853,2,,2579,2,3,,1957,3.0
57IN00041,1954101733,54,2,U1733,0,69,519,10,,05,,,4,,4,3,399,085,15,,106,139,,,076, 46,,,098,2,,0069,2,,0396,2,3,,1957,3.0
57IN00042,1954101743,54,2,U1743,0,69,358,10,,05,,,4,,4,3,671,101,13,,132,170,,,070, 41,,,097,2,,0511,2,,2504,2,3,,1957,3.0
57IN00043,1954101751,54,2,U1751,0,69,368,10,,06,,,4,,4,3,469,092,10,,145,170,,,083, 49,,,097,2,,0604,2,,1994,2,3,,1957,3.0
57IN00044,1954101756,54,2,U1756,0,69,498,10,,07,,,4,,4,4,409,110,10,,127,158,,,082, 52,,,119,2,,0410,2,,2435,2,3,,1957,3.0
57IN00045,1954101757,54,2,U1757,0,69,368,10,,08,,,4,,4,5,479,098,10,,121,165,,,071, 45,,,106,2,,0604,2,,2461,2,3,5,1957,3.0
57IN00046,1954101758,54,2,U1758,0,69,469,10,,07,,,4,,4,3,691,091,15,,109,145,,,080, 40,,,075,2,,1853,2,,3248,2,3,,1957,3.0
57IN00047,1954101759,54,2,U1759,0,69,499,10,,06,,,4,,4,3,651,090,12,,127,153,,,081, 41,,,089,2,,1771,2,,3112,2,3,4,1957,3.0
57IN00048,1954101760,54,2,U1760,0,69,458,10,,11,,,4,,4,3,478,076,13,,100,128,,,080, 39,,,080,2,,1828,1,,,,3,3,1957,3.0
57IN00049,1954101762,54,2,U1762,0,69,508,10,,06,,,4,,4,3,551,080,15,,107,133,,,073, 40,,,089,2,,0705,2,,4377,1,3,2,1957,3.0
57IN00050,1954101766,54,2,U1766,0,69,369,10,,08,,,4,,4,4,591,080,15,,116,147,,,072, 37,,,090,2,,0838,2,,4774,1,3,,1957,3.0
57IN00051,1954101769,54,2,U1769,0,69,468,10,,07,,,4,,4,1,621,073,15,,113,147,,,065, 36,,,080,2,,0693,2,,4799,1,3,1,1957,3.0
57IN00052,1954101776,54,2,U1776,0,69,268,10,,08,,,4,,4,3,398,075,15,,126,137,,,069, 30,,,074,2,,0502,2,,1714,2,3,,1957,3.0
57IN00053,1954101778,54,2,U1778,0,69,408,10,,10,,,4,,4,4,601,091,15,,128,157,,,072, 38,,,094,2,,0714,2,,4687,1,3,,1957,3.0
57IN00054,1954101781,54,2,U1781,0,69,328,10,,07,,,4,,4,1,581,083,11,,103,151,,,066, 36,,,080,2,,7491,1,,4645,1,3,,1957,3.0
57IN00055,1954101789,54,2,U1789,0,69,398,10,,07,,,4,,4,3,349,094,10,,111,160,,,076, 49,,,098,2,,0396,2,,4079,1,3,,1957,3.0
57IN00056,1953101792,53,2,U1792,0,68,,10,,,,,5,,,,681,,,,112,138,,,,,,,,,,,,,2928,2,4,,1957,4.0
57IN00057,1953101793,53,2,U1793,0,68,,10,,,,,5,,,,,,,,135,168,2,11,,,,0926,,,,,,,,,4,,1957,4.0
57IN00058,1953101794,53,2,U1794,0,68,,10,,,,,5,,,,,,,,102,130,2,10,,,,0926,,,,,,,,,4,,1957,4.0
57IN00059,1955101803,55,2,U1803,0,69,358,10,,06,,,3,,4,4,641,091,09,,118,153,,,092,054,,,138,2,,0511,2,,3387,2,2,,1957,2.0
57IN00060,1955101806,55,2,U1806,0,69,498,10,,08,,,3,,4,4,701,098,10,,116,145,,,088,060,,,128,1,,1037,2,,3083,2,2,,1957,2.0
57IN00061,1955101812,55,2,U1812,0,69,718,10,,08,,,3,,4,4,661,096,09,,126,155,,,081,047,,,100,2,,7473,3,,3195,2,2,,1957,2.0
57IN00062,1955101816,55,2,U1816,0,69,498,10,,08,,,3,,4,4,641,090,13,,109,138,,,082,054,,,107,2,,1037,2,,3387,2,2,,1957,2.0
57IN00063,1955101817,55,2,U1817,0,69,738,10,,05,,,3,,4,3,631,108,12,,122,156,,,093,059,,,119,2,,7019,3,,1857,2,2,,1957,2.0
57IN00064,1955101821,55,2,U1821,0,69,268,10,,08,,,3,,4,1,408,077,09,,100,134,,,089,044,,,079,2,,1008,2,,3087,2,2,,1957,2.0
57IN00065,1955101822,55,2,U1822,0,69,268,10,,08,,,3,,4,1,681,084,09,,103,130,,,086,049,,,088,2,,1008,2,,2928,2,2,,1957,2.0
57IN00066,1955101827,55,2,U1827,0,69,368,10,,10,,,3,,4,5,328,095,10,,114,153,,,100,054,,,111,2,,0939,2,,4657,1,2,,1957,2.0
57IN00067,1955101828,55,2,U1828,0,69,458,10,,09,,,3,,4,4,498,087,12,,95,132,,,092,048,,,107,1,,1828,1,,3125,2,2,,1957,2.0
57IN00068,1955101829,55,2,U1829,0,69,498,10,,07,,,3,,4,4,328,098,14,,106,142,,,081,054,,,123,2,,1037,2,,4657,1,2,,1957,2.0
57IN00069,1955101835,55,2,U1835,0,69,728,10,,06,,,3,,4,4,661,116,09,,132,175,,,096,056,,,125,2,,7231,3,,3195,2,2,,1957,2.0
57IN00070,1955101844,55,2,U1844,0,69,718,10,,07,,,3,,4,1,631,100,10,,122,155,,,091,054,,,095,2,,7473,3,,1857,2,2,,1957,2.0
57IN00071,1955101854,55,2,U1854,0,69,408,10,,07,,,3,,4,,581,096,,,126,155,,,,,,,100,2,,1209,2,,4645,1,2,,1957,2.0
57IN00072,1955101857,55,2,U1857,0,69,409,10,,06,,,3,,4,4,611,103,10,,118,156,,,092,052,,,101,1,,0935,2,,4585,1,2,,1957,2.0
57IN00073,1955101867,55,2,U1867,0,69,728,10,,07,,,3,,4,3,409,104,09,,118,160,,,088,048,,,093,2,,7231,3,,2435,2,2,,1957,2.0
57IN00074,1955101868,55,2,U1868,0,69,728,10,,08,,,3,,4,1,519,098,09,,122,165,,,092,045,,,082,2,,7231,3,,2579,2,2,,1957,2.0
57IN00075,1955101869,55,2,U1869,0,69,358,10,,07,,,3,,4,3,499,094,10,,103,144,,,087,050,,,104,2,,0511,2,,3080,2,2,5,1957,2.0
57IN00076,1955101873,55,2,U1873,0,69,358,10,,07,,,3,,4,4,691,099,14,,111,143,,,082,062,,,098,2,,0511,2,,3248,2,2,,1957,2.0
57IN00077,1955101874,55,2,U1874,0,69,328,10,,06,,,3,,4,1,468,093,10,,101,138,,,090,043,,,085,2,,7491,1,,1575,2,2,4,1957,2.0
57IN00078,1955101885,55,2,U1885,0,69,469,10,,07,,,3,,4,4,399,091,09,,106,140,,,081,045,,,097,2,,1323,2,,0396,2,2,3,1957,2.0
57IN00079,1955101887,55,2,U1887,0,69,498,10,,08,,,3,,4,4,571,093,11,,96,134,,,076,042,,,098,1,,1037,2,,4610,1,2,2,1957,2.0
57IN00080,1955101888,55,2,U1888,0,69,408,10,,08,,,3,,4,4,518,084,14,,101,135,,,088,044,,,088,1,,1209,2,,2374,2,2,1,1957,2.0
57IN00081,1956101890,56,2,U1890,0,69,728,10,,,,,2,,,,,,,,,,6,,,,,0107,,,,7166,3,,,,1,,1957,1.0
57IN00082,1956101893,56,2,U1893,0,69,398,10,,07,,,2,,4,3,478,096,13,,96,134,,,091,049,,,094,2,,0396,2,,,,1,,1957,1.0
57IN00083,1956101895,56,2,U1895,0,69,399,10,,08,,,2,,4,3,591,088,14,,88,128,,,082,031,,,077,2,,1714,2,,4774,1,1,,1957,1.0
57IN00084,1956101896,56,2,U1896,0,69,399,10,,,,,2,,,,,,13,,80,120,2,,,,,0926,,,,1714,2,,,,1,,1957,1.0
57IN00085,1956101898,56,2,U1898,0,69,349,10,,06,,,2,,4,3,691,097,07,,97,133,,,085,037,,,071,1,,4218,1,,3248,2,1,,1957,1.0
57IN00086,1956101902,56,2,U1902,0,69,591,10,,07,,,2,,5,3,621,093,10,,93,136,,,078,051,,,100,2,,3868,1,,4799,1,1,,1957,1.0
57IN00087,1956101904,56,2,U1904,0,69,718,10,,,,,2,,,,,,13,,92,127,2,,,,,0926,,,,7657,3,,,,1,,1957,1.0
57IN00088,1956101913,56,2,U1913,0,69,499,10,,07,,,2,,4,4,551,104,14,,104,143,,,077,041,,,085,1,,2103,2,,4377,1,1,,1957,1.0
57IN00089,1956101914,56,2,U1914,0,69,408,10,,07,,,2,,4,3,561,097,11,,97,143,,,089,039,,,087,2,,0935,2,,4706,1,1,,1957,1.0
57IN00090,1956101915,56,2,U1915,0,69,469,10,,04,,,2,,4,3,601,086,09,,86,126,,,082,045,,,078,1,,1700,2,,4687,1,1,,1957,1.0
57IN00091,1956101919,56,2,U1919,0,69,469,10,,06,,,2,,4,2,498,090,09,,90,124,,,073,038,,,066,1,,1700,2,,3125,2,1,,1957,1.0
57IN00092,1956101920,56,1,U1920,0,69,469,10,,,,5,2,,,7,,,60,,110,153,2,,,,,0926,085,2,,1700,2,,1672,0,1,,1957,1.0
57IN00093,1956101921,56,2,U1921,0,69,348,10,,,,,2,,,,,,,,,,6,,,,,0107,,,,4079,1,,,,1,,1957,1.0
57IN00094,1956101926,56,2,U1926,0,69,681,10,,06,,,2,,5,1,499,075,12,,75,113,,,074,037,,,073,1,,1876,2,,3080,2,1,,1957,1.0
57IN00095,1956101928,56,2,U1928,0,69,671,10,,06,,,2,,5,1,398,096,11,,96,128,,,084,042,,,084,2,,1857,2,,1714,2,1,,1957,1.0
57IN00096,1956101929,56,4,U1929,0,,,10,,,,5,2,,,2,,,,,116,140,,,,,,,064,1,,1857,2,,1663,0,1,,1957,1.0
57IN00097,1956101931,56,2,U1931,0,69,681,10,,05,,,2,,5,5,601,099,09,,99,147,,,078,032,,,065,1,,1876,2,,4687,1,1,,1957,1.0
57IN00098,1956101935,56,2,U1935,0,69,671,10,,05,,,2,,5,1,701,088,10,,88,134,,,093,038,,,079,2,,1857,2,,3083,2,1,,1957,1.0
57IN00099,1956101942,56,2,U1942,0,69,399,10,,07,,,2,,4,3,348,098,09,,98,138,,,085,049,,,091,2,,1714,2,,4458,1,1,,1957,1.0
57IN00100,1956101949,56,2,U1949,0,69,409,10,,06,,,2,,4,1,399,089,13,,89,128,,,062,028,,,068,1,,1596,2,,0396,2,1,,1957,1.0
57IN00101,1956101951,56,2,U1951,0,69,409,10,,06,,,2,,4,3,479,097,12,,97,133,,,083,034,,,076,1,,1596,2,,2461,2,1,,1957,1.0
57IN00102,1956101952,56,2,U1952,0,69,601,10,,07,,,2,,5,1,408,100,09,,100,138,,,089,058,,,108,2,,4150,1,,3087,2,1,,1957,1.0
57IN00103,1956101953,56,2,U1953,0,69,348,10,,05,,,2,,4,3,469,088,13,,88,128,,,088,048,,,091,2,,4079,1,,1994,2,1,,1957,1.0
57IN00104,1956101957,56,2,U1957,0,69,408,10,,,,,2,,,,,,,,,,6,,,,,0218,,,,0935,2,,,,1,,1957,1.0
57IN00105,1956101960,56,2,U1960,0,69,701,10,,07,,,2,,5,1,518,082,11,,82,118,,,085,040,,,071,1,,1621,2,,2374,2,1,,1957,1.0
57IN00106,1956101962,56,2,U1962,0,69,591,10,,05,,,2,,5,3,571,098,14,,98,129,,,079,042,,,087,1,,3868,1,,4610,1,1,,1957,1.0
57IN00107,1956101966,56,2,U1966,0,69,728,10,,08,,,2,,4,1,681,080,10,,80,138,,,092,047,,,099,2,,7166,3,,2928,2,1,,1957,1.0
57IN00108,1956101967,56,2,U1967,0,69,728,10,,08,,,2,,4,1,329,090,08,,90,130,,,094,047,,,096,2,,7166,3,,5016,1,1,,1957,1.0
57IN00109,1956101968,56,2,U1968,0,69,329,10,,07,,,2,,4,1,349,086,07,,86,121,,,085,034,,,078,1,,7491,1,,4079,1,1,,1957,1.0
57IN00110,1956101972,56,2,U1972,0,69,329,10,,07,,,2,,4,1,651,091,08,,91,127,,,079,041,,,086,2,,7491,1,,3112,2,1,5,1957,1.0
57IN00111,1956101973,56,2,U1973,0,69,329,10,,07,,,2,,4,1,671,084,11,,84,127,,,075,035,,,067,1,,7491,1,,2504,2,1,4,1957,1.0
57IN00112,1956101974,56,2,U1974,0,69,479,10,,04,,,2,,4,2,581,106,12,,106,140,,,083,045,,,087,2,,1939,2,,4645,1,1,3,1957,1.0
57IN00113,1956101979,56,2,U1979,0,69,701,10,,08,,,2,,5,1,519,083,10,,83,127,,,080,045,,,089,2,,1621,2,,2579,2,1,2,1957,1.0
57IN00114,1956101980,56,1,U1980,0,69,701,10,,,,3,2,,,7,,,58,,108,135,2,,,,,0926,095,2,,1621,2,,1673,0,1,,1957,1.0
57IN00115,1956101990,56,2,U1990,0,69,468,10,,08,,,2,,4,3,701,072,11,,72,125,,,088,036,,,068,1,,1994,2,,3083,2,1,1,1957,1.0
57IN00116,1955910106,55,1,00106,1,,,91,,,,,3,,,7,,,,,194,214,,,,,,,194,2,,,,,,,2,,1957,2.0
57IN00117,1948112522,48,2,R2522,1,20,200,11,,07,22,,0,,1,3,,086,11,,120,155,2,11,097,,,0926,109,1,,2116,1,,,,9,,1957,9.0
57IN00118,1948112634,48,2,R2634,1,19,190,11,,05,13,,0,,1,3,,083,14,,,,6,,083,,,0513,077,1,,1984,1,,,,9,,1957,9.0
57IN00119,1948112639,48,2,R2639,1,21,210,11,,07,17,,0,,1,4,,068,13,,105,,6,,073,,,0620,080,1,,1836,1,,,,9,,1957,9.0
57IN00120,1948112648,48,2,R2648,1,21,210,11,,06,11,,0,,1,3,,078,15,,113,145,2,11,077,,,0926,079,1,,1836,1,,,,9,,1957,9.0
57IN00121,1948112677,48,2,R2677,1,20,200,11,,07,18,,0,,1,3,,072,13,,112,,6,,087,,,0620,063,1,,2116,1,,,,9,,1957,9.0
57IN00122,1949112775,49,2,R2775,1,32,320,11,,05,00,,9,,1,1,,084,14,,136,160,2,11,085,,,0926,096,2,,7491,1,,,,8,,1957,8.0
57IN00123,1949112782,49,2,R2782,1,19,190,11,,06,14,,9,,1,5,,086,14,,,,6,,074,,,0322,086,2,,2296,1,,,,8,,1957,8.0
57IN00124,1949112832,49,2,R2832,1,20,200,11,,06,32,,9,,1,3,,077,15,,114,,7,,067,,,1101,071,2,,2362,1,,,,8,,1957,8.0
57IN00125,1949112913,49,2,R2913,1,27,270,11,,05,23,,9,,1,5,,094,12,,98,,6,,075,,,0620,083,1,,2232,1,,,,8,,1957,8.0
57IN00126,1949112919,49,2,R2919,1,19,190,11,,06,22,,9,,1,3,,080,15,,125,125,6,07,075,,,1001, 89,2,,2296,1,,,,8,,1957,8.0
57IN00127,1949112924,49,2,R2924,1,27,270,11,,07,42,,9,,1,3,,081,15,,126,152,2,11,071,,,0926,087,3,,2232,1,,,,8,,1957,8.0
57IN00128,1949112968,49,2,R2968,1,19,190,11,,05,14,,9,,1,3,,088,15,,131,,6,,075,,,0620,078,2,,2296,1,,,,8,,1957,8.0
57IN00129,1950113084,50,2,R3084,1,20,200,11,,07,26,,8,,1,3,,073,10,,111,144,3,07,082, 47,,0106,100,2,,2531,1,,,,7,,1957,7.0
57IN00130,1950113090,50,2,R3090,1,20,200,11,,08,23,,8,,1,4,,073,16,,115,138,2, 1,077, 39,,0926,087,2,,2531,1,,,,7,,1957,7.0
57IN00131,1950113098,50,2,R3098,1,32,320,11,,06,00,,8,,1,1,,089,10,,124,145,2,11,072, 41,,0926,101,2,,7491,1,,,,7,,1957,7.0
57IN00132,1950113102,50,2,R3102,1,20,200,11,,05,24,,8,,1,3,,097,15,,138,,3,11,069, 39,,0603,097,2,,2531,1,,,,7,,1957,7.0
57IN00133,1950113103,50,2,R3103,1,20,200,11,,07,24,,8,23,1,3,200,076,15,,123,142,,,064, 41,,,075,2,,2531,1,,4377,1,7,,1957,7.0
57IN00134,1950113124,50,2,R3124,1,24,240,11,,08,00,,8,19,1,3,240,082,11,,111,143,,,079, 41,,,098,2,,7339,1,,4766,1,7,,1957,7.0
57IN00135,1950113130,50,2,R3130,1,27,270,11,,06,27,,8,,1,3,,086,08,,,,6,,076, 42,,0516,108,2,,2232,1,,,,7,,1957,7.0
57IN00136,1950113178,50,2,R3178,1,24,240,11,,08,00,,8,,1,1,,071,15,,113,144,2,11,078, 30,,0926,077,2,,7339,1,,,,7,,1957,7.0
57IN00137,1950113183,50,2,R3183,1,21,211,11,,08,27,,8,,1,3,,064,14,,110,133,2,11,096, 41,,0926,084,2,,2740,1,,,,7,,1957,7.0
57IN00138,1950113202,50,2,R3202,1,20,200,11,,06,24,,8,,1,3,,090,15,,136,161,2,11,064, 38,,0926,085,2,,2531,1,,,,7,,1957,7.0
57IN00139,1950113204,50,2,R3204,1,27,270,11,,07,27,,8,30,1,3,270,090,13,,142,150,,,072, 43,,,111,2,,2232,1,,4585,1,7,,1957,7.0
57IN00140,1950113224,50,2,R3224,1,23,231,11,,07,20,,8,27,1,4,230,079,16,,108,133,,,073, 38,,,087,2,,2377,1,,4169,1,7,,1957,7.0
57IN00141,1950113235,50,2,R3235,1,32,320,11,,07,00,,8,18,1,1,320,086,10,,115,140,,,083, 42,,,103,2,,7491,1,,4657,1,7,,1957,7.0
57IN00142,1950113253,50,2,R3253,1,32,320,11,,06,00,,8,20,1,1,321,094,11,,123,155,,,079, 39,,,081,2,,7491,1,,5016,1,7,,1957,7.0
57IN00143,1950113256,50,2,R3256,1,32,320,11,,07,00,,8,,1,1,,087,14,,118,149,2,11,071, 36,,0926,087,2,,7491,1,,,,7,,1957,7.0
57IN00144,1950113262,50,2,R3262,1,32,320,11,,07,00,,8,,1,1,,079,11,,122,152,3,07,075, 40,,0106,086,2,,7491,1,,,,7,,1957,7.0
57IN00145,1951113302,51,1,R3302,1,20,200,11,,,19,5,7,,,7,,,,,180,218,2,,,,,0826,118,2,,2903,1,,1484,1,6,,1957,6.0
57IN00146,1951113303,51,2,R3303,1,20,200,11,,08,19,,7,35,1,3,200,094,14,,142,168,,,077,061,,,105,2,,2903,1,,4377,1,6,,1957,6.0
57IN00147,1951113314,51,2,R3314,1,34,340,11,,06,36,,7,44,1,3,341,076,15,,106,140,,,077,053,,,098,2,,2771,1,,4079,1,6,,1957,6.0
57IN00148,1951113315,51,2,R3315,1,27,270,11,,08,26,,7,30,1,3,270,091,14,,143,164,,,082,063,,,117,2,,2781,1,,4585,1,6,,1957,6.0
57IN00149,1951113316,51,2,R3316,1,27,270,11,,08,26,,7,,1,3,,075,16,,124,151,2,11,072,040,,0926,091,2,,2781,1,,,,6,,1957,6.0
57IN00150,1951113322,51,2,R3322,1,19,190,11,,08,30,,7,,1,3,190,086,14,,131,142,,,069,043,,,084,2,,2837,1,,,,6,,1957,6.0
57IN00151,1951113334,51,2,R3334,1,34,340,11,,09,50,,7,,1,5,,090,15,,88,,6,,080,049,,0819,094,2,,2771,1,,,,6,,1957,6.0
57IN00152,1951113337,51,2,R3337,1,32,320,11,,09,12,,7,,1,1,,094,15,,138,184,2,11,078,050,,0926,120,2,,2990,1,,,,6,,1957,6.0
57IN00153,1951113344,51,2,R3344,1,27,270,11,,08,24,,7,32,1,3,270,088,15,,122,154,,,080,046,,,088,2,,2781,1,,4585,1,6,,1957,6.0
57IN00154,1951113346,51,2,R3346,1,23,230,11,,08,17,,7,19,1,3,230,077,15,,109,127,,,083,057,,,093,2,,2744,1,,4169,1,6,,1957,6.0
57IN00155,1951113354,51,2,R3354,1,23,231,11,,08,15,,7,29,1,3,230,077,16,,128,155,,,069,036,,,088,2,,2996,1,,4169,1,6,,1957,6.0
57IN00156,1951113365,51,2,R3365,1,23,230,11,,09,30,,7,,1,4,,087,11,,109,150,2,06,076,037,,0926,082,2,,2744,1,,,,6,,1957,6.0
57IN00157,1951113381,51,2,R3381,1,19,190,11,,09,16,,7,29,1,3,190,088,12,,122,160,,,071,040,,,078,2,,2837,1,,4817,1,6,,1957,6.0
57IN00158,1951113417,51,2,R3417,1,23,231,11,,08,18,,7,34,1,3,230,093,14,,106,138,,,072,044,,,082,2,,2996,1,,4169,1,6,,1957,6.0
57IN00159,1951113420,51,2,R3420,1,24,240,11,,08,14,,7,24,1,1,240,085,15,,129,152,,,071,044,,,089,2,,3236,1,,4766,1,6,,1957,6.0
57IN00160,1951113434,51,2,R3434,1,20,200,11,,09,22,,7,32,1,3,200,078,15,,111,138,,,088,054,,,105,2,,2903,1,,4377,1,6,,1957,6.0
57IN00161,1951113446,51,1,R3446,1,24,240,11,,,19,3,7,,,4,,,36,,170,185,2,,,,,0926,133,2,,3236,1,,2584,1,6,,1957,6.0
57IN00162,1951113448,51,2,R3448,1,20,200,11,,09,27,,7,,1,3,,080,15,,123,151,2,11,069,050,,0926,088,2,,2903,1,,,,6,,1957,6.0
57IN00163,1951113452,51,2,R3452,1,21,210,11,,08,28,,7,30,1,3,210,078,14,,106,127,,,083,044,,,082,2,,2594,1,,4650,1,6,,1957,6.0
57IN00164,1951113456,51,2,R3456,1,24,240,11,,06,19,,7,22,1,1,240,097,14,,124,163,,,073,041,,,083,2,,3236,1,,4766,1,6,,1957,6.0
57IN00165,1951113458,51,2,R3458,1,20,200,11,,08,24,,7,31,1,3,200,073,13,,107,139,,,057,036,,,069,2,,2903,1,,4377,1,6,,1957,6.0
57IN00166,1951113468,51,2,R3468,1,34,340,11,,09,34,,7,43,1,5,340,080,13,,112,156,,,083,057,,,090,2,,2771,1,,4458,1,6,,1957,6.0
57IN00167,1951113471,51,2,R3471,1,34,340,11,,09,34,,7,,1,3,,078,16,,104,141,2,11,077,047,,0926,086,2,,2771,1,,,,6,,1957,6.0
57IN00168,1951113475,51,2,R3475,1,34,340,11,,09,39,,7,44,1,3,341,080,11,,108,134,,,077,052,,,088,2,,2771,1,,4079,1,6,,1957,6.0
