UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,JAW,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
76IN02744,1970184520,70,2,C4520,,75,750,,,2,,,07,,,,6,, 07, 77,08, 3,125,138,2,75,,,18,0923,,,347618,3,,814814,92,,1976
76IN02745,1970184536,70,2,C4536,,73,730,,,,,,07,,7,,6,,113, 81,10, 2,121,146,,73,,,18,,,,361218,5,,704914,,,1976
76IN02746,1970184540,70,2,C4540,,75,750,,8,,,,07,,7,,6,,147, 87,12, 3,127,149,,75,,,18,,,,347618,2,,957114,,,1976
76IN02747,1970184548,70,2,C4548,,77,772,,8,,,,07,,7,,6,,161,095,11, 3,156,173,,77,,,18,,,,397618,3,,784614,,,1976
76IN02748,1970184552,70,2,C4552,,74,741,,,,,,07,,7,,6,,114, 88,13, 2,126,151,,74,,,18,,,,386218,1,,669614,,,1976
76IN02749,1970184579,70,2,C4579,,75,750,,,2,,,07,,,,6,, 07, 83,08, 3,146,147,2,75,,,18,0923,,,347618,3,,969814,92,,1976
76IN02750,1970184584,70,2,C4584,,74,741,,8,,,,07,,7,,6,,101, 92,11, 2,134,144,,74,,,18,,,,386218,3,,769014,,,1976
76IN02751,1970184634,70,2,C4634,,78,781,,8,,,,07,,7,,6,,141, 88,07, 4,127,138,,78,,,18,,,,331818,1,,892614,,,1976
76IN02752,1970184641,70,2,C4641,,76,761,,8,,,,07,,7,,6,,148, 08,07, 2,156,161,,76,,,18,,,,393018,1,,792414,,,1976
76IN02753,1970184650,70,2,C4650,,70,702,,,3,,,07,,,,2,,, 89,08, 1,132,144,,70,,,18,,,,356818,1,,240718,,,1976
76IN02754,1970184668,70,2,C4668,,73,731,,8,3,,,07,,,,6,,, 02,10, 3,148,169,,73,,,18,,,,342718,2,,806014,,,1976
76IN02755,1970184697,70,2,C4697,,72,820,,,,,,07,,7,,3,,910, 78,08, 4,131,136,,72,,,18,,,,323618,3,,290218,,,1976
76IN02756,1970184706,70,2,C4706,,75,752,,,,,,07,,,,6,,, 78,07,,146,,7,75,,,18,0915,,,387318,3,,624411,97,,1976
76IN02757,1970184717,70,2,C4717,,72,840,,8,,,,07,,7,,3,,920, 92,14, 2,141,156,,72,,,18,,,,328718,3,,103018,,,1976
76IN02758,1970184732,70,2,C4732,,70,700,,8,,,,07,,7,,2,,104, 88,12, 4,147,154,,70,,,18,,,,389518,2,,223818,,,1976
76IN02759,1970184735,70,2,C4735,,72,960,,8,,,,07,,,,3,,, 80,13,,120,,7,72,,,18,0915,,,309918,5,,315918,97,,1976
76IN02760,1970184739,70,2,C4739,,75,751,,,2,,,07,,,,6,, 06, 82,08, 2,136,161,2,75,,,18,0923,,,394218,5,,764214,92,,1976
76IN02761,1970184748,70,2,C4748,,77,771,,8,,,,07,,7,,6,,162, 88,09, 2,129,134,,77,,,18,,,,341018,,,769914,,,1976
76IN02762,1970184751,70,2,C4751,,75,751,,8,3,,,07,,,,6,,, 92,09, 1,156,177,,75,,,18,,,,394218,2,,836514,,,1976
76IN02763,1970184759,70,2,C4759,,70,700,,8,,,,07,,7,,2,,103, 88,09, 2,129,154,,70,,,18,,,,389518,2,,243218,,,1976
76IN02764,1970184781,70,2,C4781,,72,990,,,,,,07,,7,,3,,930, 88,11, 2,128,148,,72,,,18,,,,305318,2,,216818,,,1976
76IN02765,1970184788,70,2,C4788,,76,762,,8,2,,,07,,,,6,, 06, 92,12, 2,134,146,2,76,,,18,0923,,,351618,1,,759014,92,,1976
76IN02766,1970184825,70,2,C4825,,78,782,,,,,,07,,,,6,,, 92,09,,,,6,78,,,18,0510,,,368118,,,826514,06,,1976
76IN02767,1970184826,70,2,C4826,,73,732,,8,,,,07,,7,,6,,102, 90,10, 2,156,162,,73,,,18,,,,401018,1,,829314,,,1976
76IN02768,1970184841,70,2,C4841,,76,760,,,,,,07,,,,6,,, 82,11,,139,,7,76,,,18,0915,,,352818,2,,619011,97,,1976
76IN02769,1970184858,70,2,C4858,,72,960,,8,,,,07,,7,,3,,940, 88,10, 1,124,129,,72,,,18,,,,309918,1,,270018,,,1976
76IN02770,1970184881,70,2,C4881,,76,762,,8,,,,07,,7,,6,,141, 81,11, 1,135,146,,76,,,18,,,,351618,1,,907414,,,1976
76IN02771,1970184882,70,2,C4882,,76,762,,8,,,,07,,7,,6,,134, 85,10, 9,148,161,,76,,,18,,,,351618,2,,907414,,,1976
76IN02772,1970184883,70,2,C4883,,76,761,,8,2,,,07,,,,6,, 06, 08,06, 2,148,156,2,76,,,18,0923,,,393018,3,,798914,92,,1976
76IN02773,1970184894,70,2,C4894,,73,730,,,,,,07,,7,,6,,111, 77,11, 3,132,149,,73,,,18,,,,361218,1,,831614,,,1976
76IN02774,1970184926,70,2,C4926,,78,782,,8,,,,07,,7,,6,,142, 91,11, 2,131,140,,78,,,18,,,,368118,2,,887614,,,1976
76IN02775,1970184929,70,2,C4929,,72,830,,,,,,07,,7,,3,,950, 68,13, 2,119,126,,72,,,18,,,,308018,2,,200418,,,1976
76IN02776,1970184934,70,2,C4934,,70,700,,,,,,07,,7,,2,,102, 86,08, 4,134,150,,70,,,18,,,,389518,1,,234018,,,1976
76IN02777,1970184935,70,2,C4935,,70,700,,8,,,,07,,,,2,,, 80,09,,,,7,70,,,18,0528,,,389518,,,234018,97,,1976
76IN02778,1970184960,70,2,C4960,,75,752,,,2,,,07,,,,6,, 06, 78,07, 3,136,145,2,75,,,18,0923,,,387318,3,,959314,92,,1976
76IN02779,1970184975,70,2,C4975,,73,731,,8,,,,07,,7,,6,,132, 93,11, 4,139,155,,73,,,18,,,,342718,2,,785414,,,1976
76IN02780,1970184977,70,2,C4977,,76,761,,,,,,07,,7,,6,,112, 88,11, 1,150,154,,76,,,18,,,,393018,1,,691914,,,1976
76IN02781,1970184988,70,2,C4988,,72,860,,8,,,,07,,7,,3,,800, 88,11, 3,146,145,,72,,,18,,,,309118,1,,257318,,,1976
76IN02782,1970185005,70,2,C5005,,78,782,,8,,,,07,,7,,6,,161, 96,15, 1,151,155,,78,,,18,,,,368118,,,617111,,,1976
76IN02783,1970185012,70,2,C5012,,74,742,,,,,,07,,7,,6,,113, 97,11, 3,140,162,,74,,,18,,,,400018,1,,970514,,,1976
76IN02784,1970185014,70,2,C5014,,74,742,,,,,,07,,7,,6,,131, 89,08, 2,127,138,,74,,,18,,,,400018,2,,863214,,,1976
76IN02785,1970185023,70,2,C5023,,70,700,,8,,,,07,,7,,2,,103, 93,07, 3,134,149,,70,,,18,,,,389518,1,,268518,,,1976
76IN02786,1970185025,70,2,C5025,,70,700,,,,,,07,,7,,2,,104, 98,07, 2,147,173,,70,,,18,,,,389518,1,,262618,,,1976
76IN02787,1970185054,70,2,C5054,,70,702,,,2,,,07,,,,2,, 06, 88,11, 2,150,174,2,70,,,18,0923,,,356818,3,,323118,92,,1976
76IN02788,1970185083,70,2,C5083,,75,752,,8,,,,07,,7,,6,,114, 84,12, 2,125,132,,75,,,18,,,,387318,3,,671914,,,1976
76IN02789,1970185107,70,2,C5107,,77,770,,8,,,,07,,7,,6,,143, 88,10, 2,118,145,,77,,,18,,,,338218,5,,627111,,,1976
76IN02790,1970185116,70,2,C5116,,77,771,,,,,,07,,7,,6,,161, 72,09, 1,126,134,,77,,,18,,,,341018,,,793114,,,1976
76IN02791,1970185118,70,2,C5118,,70,702,,8,2,,,07,,,,2,, 07, 95,11, 1,127,122,2,70,,,18,0923,,,356818,5,,251018,92,,1976
76IN02792,1970185121,70,2,C5121,,70,700,,,,,,07,,7,,2,,102, 95,08, 2,121,153,,70,,,18,,,,389518,3,,159818,,,1976
76IN02793,1970185124,70,2,C5124,,74,740,,8,,,,07,,,,6,,142, 00,10, 2,138,129,6,74,,,18,1027,,,357818,1,,637311,01,,1976
76IN02794,1970185128,70,2,C5128,,74,740,,,,,,07,,7,,6,,143, 94,08, 3,144,169,,74,,,18,,,,357818,3,,757514,,,1976
76IN02795,1970185130,70,2,C5130,,77,770,,8,,,,07,,7,,6,,144, 92,10, 2,138,153,,77,,,18,,,,338218,1,,948414,,,1976
76IN02796,1970185139,70,2,C5139,,75,752,,,,,,07,,7,,6,,133, 96,07, 3,146,162,,75,,,18,,,,387318,2,,884614,,,1976
76IN02797,1970185149,70,2,C5149,,75,752,,8,2,,,07,,7,,6,,144, 85,08, 1,118,136,,75,,,18,,,,387318,5,,805414,,,1976
76IN02798,1970185170,70,2,C5170,,76,761,,8,,,,07,,7,,6,,113, 07,10, 4,144,168,,76,,,18,,,,393018,2,,910714,,,1976
76IN02799,1970185178,70,2,C5178,,75,751,,8,2,,,07,,,,6,, 07, 78,12, 2,133,144,2,75,,,18,0923,,,394218,3,,853714,92,,1976
76IN02800,1971185186,71,2,C5186,,77,771,,,,,,07,,6,,6,,161, 12,09, 1,144,154,,77,103,059,18,,,,349118,,,873814,,,1976
76IN02801,1971185188,71,2,C5188,,77,772,,8,,,,07,,6,,6,,145, 02,11, 2,137,156,,77,091,053,18,,,,474218,1,,375218,,,1976
76IN02802,1971185199,71,2,C5199,,75,750,,,2,,,07,,,,6,, 05, 90,10, 2,146,156,2,75,081,044,18,0923,,,340618,2,,331718,92,,1976
76IN02803,1971185201,71,2,C5201,,78,780,,8,,,,07,,6,,6,,162, 95,10, 3,152,175,,78,088,051,18,,,,345218,1,,915314,,,1976
76IN02804,1971185205,71,2,C5205,,76,760,,8,,,,07,,6,,6,,114, 90,15, 4,127,147,,76,102,054,18,,,,351618,1,,793714,,,1976
76IN02805,1971185208,71,2,C5208,,78,781,,8,,,,07,,6,,6,,146, 05,13, 2,161,159,,78,086,048,18,,,,368118,,,961714,,,1976
76IN02806,1971185225,71,2,C5225,,76,762,,8,,,,07,,6,,6,,133, 00,07, 3,126,140,,76,093,046,18,,,,497018,1,,380818,,,1976
76IN02807,1971185226,71,2,C5226,,75,751,,,,,,07,,6,,6,,112, 02,10, 2,153,163,,75,081,044,18,,,,444918,1,,926414,,,1976
76IN02808,1971185242,71,2,C5242,,73,732,,,2,,,07,,,,6,, 05, 08,08, 1,145,170,2,73,096,047,18,0923,,,384418,5,,360118,92,,1976
76IN02809,1971185247,71,2,C5247,,72,800,,8,,,,07,,6,,3,,920, 08,08, 2,126,143,,72,090,055,18,,,,373018,4,,284718,,,1976
76IN02810,1971185266,71,2,C5266,,75,752,,8,,,,07,,6,,6,,111, 04,08, 1,128,153,,75,089,052,18,,,,399918,3,,779914,,,1976
76IN02811,1971185272,71,2,C5272,,73,732,,8,,,,07,,6,,6,,114, 07,11, 2,151,162,,73,085,048,18,,,,384418,1,,963214,,,1976
76IN02812,1971185281,71,2,C5281,,70,700,,8,,,,07,,6,,2,,102, 98,10, 2,168,172,,70,088,043,18,,,,356418,3,,330418,,,1976
76IN02813,1971185282,71,2,C5282,,73,730,,,,,,07,,6,,6,,134, 86,11, 2,118,137,,73,096,045,18,,,,339618,2,,940414,,,1976
76IN02814,1971185293,71,2,C5293,,75,752,,,,,,07,,6,,6,,132, 87,14, 2,123,147,,75,092,045,18,,,,399918,3,,969714,,,1976
76IN02815,1971185313,71,2,C5313,,76,761,,8,,,,07,,,,6,,, 07,05,,,,6,76,085,043,18,0312,,,352818,,,910714,01,,1976
76IN02816,1971185314,71,2,C5314,,76,761,,,,,,07,,6,,6,,145, 02,12, 2,134,143,,76,088,053,18,,,,352818,2,,910714,,,1976
76IN02817,1971185334,71,2,C5334,,76,760,,8,,,,07,,6,,6,,146, 12,14, 4,156,159,,76,088,054,18,,,,351618,3,,848514,,,1976
76IN02818,1971185339,71,2,C5339,,72,950,,,,,,07,,6,,3,,930, 91,13, 2,148,156,,72,081,039,18,,,,360718,1,,273218,,,1976
76IN02819,1971185344,71,2,C5344,,75,752,,8,,,,07,,6,,6,,147, 81,13, 3,137,152,,75,083,042,18,,,,399918,2,,853414,,,1976
76IN02820,1971185355,71,2,C5355,,70,702,,,2,,,07,,,,2,, 05, 98,09, 1,135,147,2,70,103,053,18,0923,,,365418,5,,232518,92,,1976
76IN02821,1971185356,71,2,C5356,,70,702,,,,,,07,,6,,2,,103, 82,09, 2,129,126,,70,097,047,18,,,,365418,1,,232518,,,1976
76IN02822,1971185368,71,2,C5368,,73,731,,,,,,07,,6,,6,,148, 90,09, 2,143,128,6,73,088,054,18,1213,,,340218,1,,829314,01,,1976
76IN02823,1971185372,71,2,C5372,,72,920,,8,,,,07,,6,,3,,940, 95,15, 4,133,144,,72,082,038,18,,,,407418,2,,263418,,,1976
76IN02824,1971185374,71,2,C5374,,72,990,,,,,,07,,6,,3,,950, 03,11, 1,132,151,,72,090,044,18,,,,362118,5,,306518,,,1976
76IN02825,1971185377,71,2,C5377,,74,742,,8,,,,07,,6,,6,,101, 14,09, 2,144,158,,74,083,044,18,,,,417218,3,,971814,,,1976
76IN02826,1971185392,71,2,C5392,,73,730,,8,,,,07,,6,,6,,102, 10,10, 1,146,176,,73,097,054,18,,,,339618,5,,379318,,,1976
76IN02827,1971185396,71,2,C5396,,74,741,,8,,,,07,,6,,6,,113, 10,10, 3,151,154,,74,087,055,18,,,,423418,3,,869714,,,1976
76IN02828,1971185402,71,2,C5402,,74,740,,,,,,07,,6,,6,,131, 98,14, 3,152,165,,74,096,045,18,,,,392618,3,,375918,,,1976
76IN02829,1971185406,71,2,C5406,,75,751,,,,,,07,,6,,6,,101, 85,10, 3,131,138,,75,092,046,18,,,,444918,3,,942414,,,1976
76IN02830,1971185422,71,2,C5422,,72,810,,8,,,,07,,6,,3,,920, 04,14, 2,143,145,,72,092,047,18,,,,396318,1,,327018,,,1976
76IN02831,1971185446,71,2,C5446,,77,770,,8,,,,07,,6,,6,,161, 97,12, 2,137,134,,77,091,049,18,,,,338218,1,,379118,,,1976
76IN02832,1971185451,71,2,C5451,,70,701,,,,,,07,,6,,2,,104, 08,13, 2,139,156,,70,084,049,18,,,,364118,2,,262618,,,1976
76IN02833,1971185454,71,2,C5454,,74,742,,8,3,,,07,,,,6,,, 06,07, 3,136,151,,74,078,049,18,,,,417218,2,,918514,,,1976
76IN02834,1971185461,71,2,C5461,,72,980,,8,,,,07,,6,,3,,930, 90,14, 1,118,136,,72,076,040,18,,,,377018,5,,236318,,,1976
76IN02835,1971185462,71,2,C5462,,76,762,,8,,,,07,,,,6,,, 05,04,,128,,6,76,083,047,18,0628,,,497018,1,,806414,04,,1976
76IN02836,1971185463,71,2,C5463,,76,762,,8,3,,,07,,,,6,,, 02,08, 4,149,151,,76,092,049,18,,,,497018,1,,806414,,,1976
76IN02837,1971185467,71,2,C5467,,75,750,,8,,,,07,,6,,6,,141, 95,08, 3,143,146,,75,077,039,18,,,,340618,2,,779514,,,1976
76IN02838,1971185470,71,2,C5470,,77,770,,8,,,,07,,,,6,,, 24,09,,,,6,77,104,065,18,0413,,,338218,,,866914,01,,1976
76IN02839,1971185498,71,2,C5498,,78,780,,8,,,,07,,6,,6,,147, 91,12, 3,140,154,,78,076,040,18,,,,345218,1,,936614,,,1976
76IN02840,1971185500,71,2,C5500,,77,772,,,,,,07,,6,,6,,162, 78,12, 3,121,139,,77,092,042,18,,,,474218,3,,802614,,,1976
76IN02841,1971185504,71,2,C5504,,76,760,,,,,,07,,6,,6,,133, 93,09, 3,149,157,,76,093,048,18,,,,351618,2,,393118,,,1976
76IN02842,1971185520,71,2,C5520,,72,900,,,,,,07,,6,,3,,940, 12,09, 3,146,159,,72,087,045,18,,,,397418,2,,298218,,,1976
76IN02843,1971185529,71,2,C5529,,75,752,,8,3,,,07,,,,6,,, 92,13,11,133,123,3,75,083,045,18,0927,,,399918,1,,827114,93,,1976
76IN02844,1971185532,71,2,C5532,,76,760,,8,,,,07,,6,,6,,112, 02,14, 3,146,150,,76,082,045,18,,,,351618,3,,880614,,,1976
76IN02845,1971185533,71,2,C5533,,76,760,,,,,,07,,6,,6,,111, 00,11, 2,136,146,,76,104,053,18,,,,351618,3,,880614,,,1976
76IN02846,1971185544,71,2,C5544,,72,970,,8,,,,07,,6,,3,,950, 98,11, 2,128,143,,72,093,051,18,,,,375118,1,,321118,,,1976
76IN02847,1971185545,71,2,C5545,,78,781,,,3,,,07,,,,6,,, 00,14,11,123,134,3,78,089,051,18,0927,,,368118,4,,655914,93,,1976
76IN02848,1971185548,71,2,C5548,,73,731,,,,,,07,,6,,6,,142, 80,13, 1,116,128,,73,088,043,18,,,,340218,1,,920314,,,1976
76IN02849,1971185550,71,2,C5550,,72,820,,8,,,,07,,6,,3,,910, 85,14, 1,108,126,,72,081,041,18,,,,385218,5,,203618,,,1976
76IN02850,1971185561,71,2,C5561,,72,850,,,,,,07,,6,,3,,890, 93,11, 2,137,139,,72,096,047,18,,,,373318,1,,213718,,,1976
76IN02851,1971185563,71,2,C5563,,77,770,,8,,,,07,,6,,6,,134, 97,14, 2,146,155,,77,079,051,18,,,,338218,1,,624311,,,1976
76IN02852,1971185581,71,2,C5581,,75,751,,8,,,,07,,6,,6,,134, 04,07, 3,141,159,,75,086,051,18,,,,444918,1,,969814,,,1976
76IN02853,1971185587,71,2,C5587,,74,741,,,,,,07,,6,,6,,143, 68,07, 2,114,128,,74,099,040,18,,,,423418,2,,834114,,,1976
76IN02854,1971185589,71,2,C5589,,78,780,,8,,,,07,,6,,6,,148, 95,14, 3,134,150,,78,081,044,18,,,,345218,1,,683114,,,1976
76IN02855,1971185592,71,2,C5592,,70,701,,8,3,,,07,,,,2,,, 03,07,11,149,165,,70,084,044,18,,,,364118,1,,217118,,,1976
76IN02856,1971185609,71,2,C5609,,78,781,,8,,,,07,,6,,6,,161, 96,11, 1,134,137,,78,082,046,18,,,,368118,,,872214,,,1976
76IN02857,1971185610,71,2,C5610,,75,750,,8,,,,07,,6,,6,,114, 82,09, 2,135,147,,75,086,047,18,,,,340618,1,,836514,,,1976
76IN02858,1971185613,71,2,C5613,,78,780,,,,,,07,,,,6,,, 94,09,,,,6,78,081,044,18,0422,,,345218,,,332018,01,,1976
76IN02859,1971185649,71,2,C5649,,75,751,,8,,,,07,,6,,6,,133, 25,10, 2,171,174,,75,090,053,18,,,,444918,3,,388318,,,1976
76IN02860,1971185654,71,2,C5654,,74,741,,,,,,07,,6,,6,,132, 80,12, 3,120,134,,74,086,042,18,,,,423418,1,,896114,,,1976
76IN02861,1971185679,71,2,C5679,,78,782,,8,,,,07,,6,,6,,141, 14,09, 2,144,153,,78,101,056,18,,,,378918,1,,971114,,,1976
76IN02862,1971185688,71,2,C5688,,70,700,,,,,,07,,6,,2,,103, 14,09, 4,166,169,,70,099,056,18,,,,356418,1,,196718,,,1976
76IN02863,1971185690,71,2,C5690,,74,742,,8,,,,07,,6,,6,,144, 22,10, 2,157,154,,74,091,050,18,,,,417218,3,,949014,,,1976
76IN02864,1971185694,71,2,C5694,,76,762,,8,,,,07,,6,,6,,131, 08,11, 1,168,176,,76,106,058,18,,,,497018,2,,351118,,,1976
76IN02865,1971185697,71,2,C5697,,77,772,,,,,,07,,,,6,,, 94,09,,139,,7,77,082,043,18,0915,,,474218,,,933914,97,,1976
76IN02866,1971185706,71,2,C5706,,77,772,,8,,,,07,,6,,6,,162, 83,13, 2,127,141,,77,086,047,18,,,,474218,1,,961914,,,1976
76IN02867,1971185730,71,2,C5730,,74,742,,8,,,,07,,6,,6,,113, 07,12, 5,138,154,,74,085,047,18,,,,417218,3,,869614,,,1976
76IN02868,1971185741,71,2,C5741,,74,740,,,,,,07,,6,,6,,145, 08,12, 3,132,146,,74,089,045,18,,,,392618,2,,781714,,,1976
76IN02869,1971185756,71,2,C5756,,78,780,,,,,,07,,6,,6,,142, 88,13, 3,153,169,,78,080,042,18,,,,345218,2,,787014,,,1976
76IN02870,1971185761,71,2,C5761,,70,700,,8,,,,07,,6,,2,,104, 08,08, 1,146,159,,70,093,060,18,,,,356418,1,,209318,,,1976
76IN02871,1971185771,71,2,C5771,,77,771,,,,,,07,,6,,6,,162, 92,09, 1,115,128,,77,099,054,18,,,,349118,,,947314,,,1976
76IN02872,1971185791,71,2,C5791,,75,750,,8,,,,07,,6,,6,,146, 08,09, 2,147,169,,75,087,054,18,,,,340618,3,,957114,,,1976
76IN02873,1971185794,71,2,C5794,,70,701,,8,,,,07,,6,,2,,104, 08,09, 2,146,158,,70,071,048,18,,,,364118,1,,289618,,,1976
76IN02874,1971185804,71,2,C5804,,72,930,,,,,,07,,6,,3,,900, 91,14, 1,131,159,,72,076,041,18,,,,384318,5,,362218,,,1976
76IN02875,1971185819,71,2,C5819,,74,740,,8,,,,07,,6,,6,,132, 02,09, 3,172,176,,74,090,049,18,,,,392618,1,,968614,,,1976
76IN02876,1971185829,71,2,C5829,,75,750,,8,,,,07,,6,,6,,112, 88,12, 3,134,152,,75,087,048,18,,,,340618,1,,775614,,,1976
76IN02877,1971185831,71,2,C5831,,73,731,,8,,,,07,,,,6,,, 90,09,,,,7,73,083,043,18,0528,,,340218,,,368818,97,,1976
76IN02878,1971185834,71,2,C5834,,78,781,,8,,,,07,,6,,6,,143, 77,14, 3,123,154,,78,088,046,18,,,,368118,1,,803014,,,1976
76IN02879,1971185836,71,2,C5836,,75,750,,,2,,,07,,,,6,, 05, 97,15, 3,129,155,2,75,072,046,18,0923,,,340618,1,,868314,92,,1976
76IN02880,1971185838,71,2,C5838,,77,771,,8,,,,07,,6,,6,,162, 98,12, 3,128,142,,77,090,050,18,,,,349118,1,,934114,,,1976
76IN02881,1971185841,71,2,C5841,,73,730,,,3,,,07,,,,6,,, 00,12,11,126,138,3,73,105,056,18,0927,,,339618,1,,834214,93,,1976
76IN02882,1971185846,71,2,C5846,,76,762,,8,,,,07,,6,,6,,147, 05,09, 3,169,164,,76,086,044,18,,,,497018,1,,338318,,,1976
76IN02883,1971185847,71,2,C5847,,72,850,,,,,,07,,6,,3,,880, 92,14, 1,123,144,,72,084,042,18,,,,373318,2,,255118,,,1976
76IN02884,1971185853,71,2,C5853,,70,701,,,,,,07,,6,,2,,103, 07,07, 4,156,149,,70,083,050,18,,,,364118,3,,240718,,,1976
76IN02885,1971185867,71,2,C5867,,78,781,,,3,,,07,,,,6,,, 76,09, 1,126,144,3,78,082,034,18,0927,,,368118,5,,903614,93,,1976
76IN02886,1971185871,71,2,C5871,,70,700,,8,,,,07,,6,,2,,102, 15,09, 2,159,174,,70,100,060,18,,,,356418,2,,310118,,,1976
76IN02887,1971185885,71,2,C5885,,78,782,,8,,,,07,,6,,6,,144, 02,10, 3,137,159,,78,085,049,18,,,,378918,2,,842514,,,1976
76IN02888,1971185893,71,2,C5893,,76,762,,,,,,07,,6,,6,,102, 12,13, 5,156,157,,76,101,047,18,,,,497018,3,,794314,,,1976
76IN02889,1971185898,71,2,C5898,,70,702,,,3,,,07,,,,2,,, 02,09, 2,149,166,3,70,084,044,18,0927,,,365418,5,,303718,93,,1976
76IN02890,1971185899,71,2,C5899,,70,702,,8,,,,07,,,,2,,, 97,09,,,,6,70,087,041,18,0213,,,365418,,,303718,01,,1976
76IN02891,1971185909,71,2,C5909,,73,731,,8,,,,07,,6,,6,,131, 84,13, 3,125,143,,73,089,043,18,,,,340218,2,,973614,,,1976
76IN02892,1971185916,71,2,C5916,,73,732,,,,,,07,,6,,6,,111, 14,12, 2,141,165,,73,085,048,18,,,,384418,1,,949314,,,1976
76IN02893,1971185921,71,2,C5921,,70,701,,8,,,,07,,,,2,,101, 01,09, 3,133,131,6,70,085,040,18,1116,,,364118,3,,356718,17,,1976
76IN02894,1971185924,71,2,C5924,,70,701,,,3,,,07,,,,2,,, 93,09, 2,144,159,,70,085,046,18,,,,364118,3,,235418,,,1976
76IN02895,1971185926,71,2,C5926,,70,700,,,,,,07,,6,,2,,101, 15,09, 3,156,179,,70,090,044,18,,,,356418,2,,266518,,,1976
76IN02896,1971185931,71,2,C5931,,75,751,,,,,,07,,6,,6,,114, 13,09, 1,166,189,,75,077,047,18,,,,444918,3,,978814,,,1976
76IN02897,1971185957,71,2,C5957,,74,740,,8,,,,07,,6,,6,,113, 04,10, 4,139,149,,74,093,046,18,,,,392618,1,,767814,,,1976
76IN02898,1971185963,71,2,C5963,,70,702,,8,2,,,07,,,,2,, 05, 95,10, 1,136,135,2,70,079,043,18,0923,,,365418,5,,321818,92,,1976
76IN02899,1971185977,71,2,C5977,,73,732,,,,,,07,,6,,6,,112, 96,09, 2,129,134,,73,082,035,18,,,,384418,3,,889814,,,1976
76IN02900,1971185979,71,2,C5979,,76,762,,8,,,,07,,6,,6,,133, 02,09, 2,159,180,,76,081,038,18,,,,497018,3,,331618,,,1976
76IN02901,1971186007,71,2,C6007,,78,782,,,,,,07,,6,,6,,161, 95,13, 3,141,132,,78,078,043,18,,,,378918,1,,917914,,,1976
76IN02902,1971186008,71,2,C6008,,76,760,,,2,,,07,,,,6,, 05, 90,09, 3,137,156,2,76,090,047,18,0923,,,351618,1,,912314,92,,1976
76IN02903,1971186013,71,2,C6013,,74,742,,8,,,,07,,6,,6,,111, 98,09, 2,141,156,,74,078,039,18,,,,417218,2,,394718,,,1976
76IN02904,1971186019,71,2,C6019,,73,732,,8,,,,07,,6,,6,,134, 04,08, 3,151,168,,73,065,036,18,,,,384418,2,,926314,,,1976
76IN02905,1971186021,71,2,C6021,,77,770,,,,,,07,,6,,6,,145, 98,06, 1,139,149,,77,089,049,18,,,,338218,,,969314,,,1976
76IN02906,1971186023,71,2,C6023,,73,731,,,,,,07,,6,,6,,148, 90,09, 3,129,142,,73,083,040,18,,,,340218,2,,405918,,,1976
76IN02907,1971186028,71,2,C6028,,74,742,,8,,,,07,,6,,6,,133, 98,10, 3,144,161,,74,091,050,18,,,,417218,2,,905514,,,1976
76IN02908,1971186052,71,2,C6052,,73,731,,,2,,,07,,,,6,, 05, 07,08, 2,158,149,2,73,090,045,18,0923,,,340218,1,,391018,92,,1976
76IN02909,1971186062,71,2,C6062,,74,741,,,,,,07,,6,,6,,148, 86,12, 3,145,154,,74,089,046,18,,,,423418,3,,964014,,,1976
76IN02910,1971186102,71,2,C6102,,76,762,,8,,,,07,,6,,6,,147, 90,12, 2,135,157,,76,085,047,18,,,,497018,2,,374718,,,1976
76IN02911,1971186109,71,2,C6109,,77,770,,,,,,07,,,,6,,, 92,11,,157,,7,77,081,037,18,0915,,,338218,5,,868914,97,,1976
76IN02912,1971186122,71,2,C6122,,77,771,,,,,,07,,6,,6,,146, 88,14, 2,126,146,,77,084,042,18,,,,349118,3,,375318,,,1976
76IN02913,1971186129,71,2,C6129,,76,760,,8,,,,07,,6,,6,,113, 00,12, 2,131,151,,76,070,037,18,,,,351618,2,,858114,,,1976
76IN02914,1971186131,71,2,C6131,,75,750,,,3,,,07,,,,6,,, 92,11, 2,132,152,3,75,080,039,18,0927,,,340618,5,,637211,93,,1976
76IN02915,1971186134,71,2,C6134,,72,820,,,,,,07,,6,,3,,800, 68,12, 2,106,128,,72,077,032,18,,,,385218,1,,309718,,,1976
76IN02916,1971186139,71,2,C6139,,70,701,,,,,,07,,6,,2,,103, 04,13, 2,133,152,,70,081,046,18,,,,364118,3,,249218,,,1976
76IN02917,1971186142,71,2,C6142,,72,860,,,,,,07,,6,,3,,810, 67,13, 1,132,152,,72,085,043,18,,,,366818,3,,292418,,,1976
76IN02918,1971186146,71,2,C6146,,70,700,8,,,,,07,3,6,,2,,104,096,08, 2,142,165,,70,075,038,18,,,,356418,1,,288418,,,1976
76IN02919,1971186187,71,2,C6187,,75,750,,,,,,07,,6,,6,,132, 98,10, 2,146,153,,75,078,042,18,,,,340618,1,,820314,,,1976
