UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,JAW,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
76IN02920,1971186197,71,2,C6197,,73,730,,,,,,07,,6,,6,,145, 86,11, 2,136,150,,73,073,033,18,,,,339618,1,,886814,,,1976
76IN02921,1971186205,71,2,C6205,,72,990,,,,,,07,,6,,3,,820, 85,14, 1,136,143,,72,074,036,18,,,,362118,1,,380518,,,1976
76IN02922,1971186206,71,2,C6206,,77,770,,,,,,07,,,,6,,, 00,12,,98,,5,77,080,046,18,0714,,,338218,,,398218,95,,1976
76IN02923,1971186214,71,2,C6214,,77,772,,8,,,,07,,6,,6,,162, 88,10, 3,133,144,,77,079,038,18,,,,474218,1,,367818,,,1976
76IN02924,1971186226,71,2,C6226,,72,940,,8,,,,07,,6,,3,,830, 71,15, 2,122,141,,72,079,037,18,,,,373118,2,,319818,,,1976
76IN02925,1971186231,71,2,C6231,,72,870,,,,,,07,,6,,3,,840, 98,09, 2,124,144,,72,090,043,18,,,,385718,1,,313118,,,1976
76IN02926,1971186245,71,2,C6245,,75,751,,8,2,,,07,,,,6,, 05, 78,10, 2,143,154,2,75,084,035,18,0923,,,444918,1,,352618,92,,1976
76IN02927,1971186249,71,2,C6249,,77,771,,,,,,07,,,,6,,, 13,07,,,,6,77,082,046,18,0520,,,349118,,,407918,01,,1976
76IN02928,1971186258,71,2,C6258,,77,772,,,,,,07,,6,,6,,146, 91,11, 3,141,149,,77,088,043,18,,,,474218,1,,971414,,,1976
76IN02929,1971186260,71,2,C6260,,74,741,,,,,,07,,6,,6,,101, 08,09, 3,164,175,,74,084,046,18,,,,423418,3,,788914,,,1976
76IN02930,1972186266,72,2,C6266,,70,701,,8,,,,07,,5,,2,,103, 13,09, 2,156,153,,70,,,18,,,,477418,1,,292918,,,1976
76IN02931,1972186267,72,2,C6267,,70,700,,,3,,,07,,,,2,,, 94,07, 2,133,153,,70,,,18,,,,514218,2,,465018,,,1976
76IN02932,1972186269,72,2,C6269,,70,702,,8,3,,,07,,,,2,,, 01,07, 1,121,143,3,70,,,18,0927,,,428118,5,,262618,93,,1976
76IN02933,1972186277,72,2,C6277,,75,750,,8,,,,07,,5,,6,,114, 08,11, 3,141,154,,75,,,18,,,,572218,3,,779514,,,1976
76IN02934,1972186278,72,2,C6278,,73,732,,,,,,07,,5,,6,,112, 98,08, 3,154,164,,73,,,18,,,,549318,3,,404918,,,1976
76IN02935,1972186279,72,2,C6279,,73,732,,8,,,,07,,5,,6,,132, 99,09, 2,136,156,,73,,,18,,,,549318,2,,404918,,,1976
76IN02936,1972186281,72,2,C6281,,72,860,,,,,,07,,5,,3,,850, 70,11, 2,103,128,,72,,,18,,,,415818,1,,381418,,,1976
76IN02937,1972186284,72,2,C6284,,70,702,,,,,,07,,5,,2,,103, 98,08, 2,134,143,,70,,,18,,,,428118,2,,280918,,,1976
76IN02938,1972186316,72,2,C6316,,76,760,,,,,,07,,,,6,,, 17,12,,154,,7,76,,,18,0915,,,579018,1,,896014,97,,1976
76IN02939,1972186317,72,2,C6317,,77,771,,8,,,,07,,5,,6,,161, 17,10, 3,142,161,,77,,,18,,,,559418,1,,417618,,,1976
76IN02940,1972186333,72,2,C6333,,75,752,,8,,,,07,,5,,6,,131, 94,09, 2,126,149,,75,,,18,,,,453918,1,,624411,,,1976
76IN02941,1972186336,72,2,C6336,,76,760,,8,,,,07,,5,,6,,111, 06,13, 2,157,164,,76,,,18,,,,579018,1,,932514,,,1976
76IN02942,1972186349,72,2,C6349,,70,702,,,,,,07,,5,,2,,104, 15,09, 2,160,170,,70,,,18,,,,428118,2,,289618,,,1976
76IN02943,1972186363,72,2,C6363,,75,750,,,,,,07,,5,,6,,144, 89,14, 2,139,157,,75,,,18,,,,572218,1,,343518,,,1976
76IN02944,1972186364,72,2,C6364,,72,880,,,,,,07,,5,,3,,840, 84,09, 2,131,146,,72,,,18,,,,419218,1,,384718,,,1976
76IN02945,1972186375,72,2,C6375,,78,782,,,2,,,07,,,,6,, 04, 94,09, 2,133,151,2,78,,,18,0923,,,482418,5,,442418,92,,1976
76IN02946,1972186376,72,2,C6376,,70,701,,8,3,,,07,,,,2,,, 05,08, 1,141,167,3,70,,,18,0927,,,477418,5,,218218,93,,1976
76IN02947,1972186385,72,2,C6385,,70,700,,,2,,,07,,,,2,, 04, 98,09, 1,131,140,2,70,,,18,0923,,,514218,5,,443318,92,,1976
76IN02948,1972186389,72,2,C6389,,76,761,,,,,,07,,5,,6,,143, 01,13, 5,126,145,,76,,,18,,,,521118,2,,331618,,,1976
76IN02949,1972186393,72,2,C6393,,74,740,,,,,,07,,5,,6,,114, 03,10, 3,139,140,,74,,,18,,,,527718,1,,932714,,,1976
76IN02950,1972186398,72,2,C6398,,73,731,,,,,,07,,,,6,,, 88,08,,,,6,73,,,18,0225,,,527618,,,482618,01,,1976
76IN02951,1972186402,72,2,C6402,,78,781,,,,,,07,,5,,6,,147, 10,08, 3,126,163,,78,,,18,,,,509118,1,,906014,,,1976
76IN02952,1972186410,72,2,C6410,,73,731,,8,,,,07,,5,,6,,142, 13,14, 1,134,140,,73,,,18,,,,527618,1,,371718,,,1976
76IN02953,1972186413,72,2,C6413,,78,780,,8,,,,07,,5,,6,,162, 12,11, 1,154,166,,78,,,18,,,,462218,1,,864314,,,1976
76IN02954,1972186419,72,2,C6419,,73,731,,,,,,07,,5,,6,,141, 95,14, 1,129,158,,73,,,18,,,,527618,2,,944214,,,1976
76IN02955,1972186424,72,2,C6424,,75,752,,8,,,,07,,5,,6,,101, 92,09, 2,124,136,,75,,,18,,,,453918,1,,452018,,,1976
76IN02956,1972186425,72,2,C6425,,78,782,,,3,,,07,,,,6,,, 07,14,11,146,153,,78,,,18,,,,482418,1,,625311,,,1976
76IN02957,1972186451,72,2,C6451,,77,771,,,,,,07,,5,,6,,148, 08,08, 2,153,153,,77,,,18,,,,559418,1,,844814,,,1976
76IN02958,1972186459,72,2,C6459,,76,761,,8,2,,,07,,,,6,, 04, 95,15, 1,136,152,2,76,,,18,0923,,,521118,3,,869614,92,,1976
76IN02959,1972186460,72,2,C6460,,76,761,,,,,,07,,5,,6,,132, 92,15, 1,120,132,,76,,,18,,,,521118,3,,869614,,,1976
76IN02960,1972186469,72,2,C6469,,74,740,,,,,,07,,,,6,,, 00,08,,137,,7,74,,,18,0915,,,527718,1,,837314,97,,1976
76IN02961,1972186477,72,2,C6477,,73,732,,8,3,,,07,,5,,6,,133, 07,14, 1,144,179,,73,,,18,,,,549318,2,,517518,,,1976
76IN02962,1972186488,72,2,C6488,,78,781,,8,,,,07,,,,6,,, 92,08,,,,6,78,,,18,0403,,,509118,,,959614,01,,1976
76IN02963,1972186489,72,2,C6489,,74,741,,8,,,,07,,5,,6,,134, 93,14, 3,112,132,,74,,,18,,,,591418,1,,507818,,,1976
76IN02964,1972186494,72,2,C6494,,74,740,,,,,,07,,5,,6,,148, 03,10, 2,130,144,,74,,,18,,,,527718,1,,440118,,,1976
76IN02965,1972186499,72,2,C6499,,72,970,,,,,,07,,5,,3,,830, 85,10, 2,105,133,,72,,,18,,,,509518,1,,323518,,,1976
76IN02966,1972186505,72,2,C6505,,74,742,,8,3,,,07,,,,6,,, 92,15, 1,115,137,,74,,,18,,,,565218,1,,342818,,,1976
76IN02967,1972186506,72,2,C6506,,72,880,,,,,,07,,5,,3,,820, 90,15, 1,118,137,,72,,,18,,,,419218,2,,249018,,,1976
76IN02968,1972186520,72,2,C6520,,74,741,,8,,,,07,,5,,6,,132, 95,12, 2,146,156,,74,,,18,,,,591418,2,,516418,,,1976
76IN02969,1972186523,72,2,C6523,,72,870,,8,,,,07,,,,3,,, 01,14,,136,,6,72,,,18,0818,,,416718,3,,291718,11,,1976
76IN02970,1972186534,72,2,C6534,,70,700,,8,2,,,07,,,,2,, 04, 08,09, 2,149,169,2,70,,,18,0923,,,514218,3,,249218,92,,1976
76IN02971,1972186541,72,2,C6541,,70,702,,,,,,07,,5,,2,,101, 10,09, 1,143,168,,70,,,18,,,,428118,1,,240718,,,1976
76IN02972,1972186546,72,2,C6546,,74,741,,8,3,,,07,,,,6,,, 03,15, 1,145,154,,74,,,18,,,,591418,1,,435718,,,1976
76IN02973,1972186548,72,2,C6548,,78,782,,,3,,,07,,5,,6,,102, 94,09, 3,125,146,,78,,,18,,,,482418,2,,758214,,,1976
76IN02974,1972186553,72,2,C6553,,73,731,,,,,,07,,5,,6,,113, 94,14, 1,128,152,,73,,,18,,,,527618,1,,912714,,,1976
76IN02975,1972186557,72,2,C6557,,77,771,,8,,,,07,,5,,6,,161, 83,10, 2,116,131,,77,,,18,,,,559418,1,,510718,,,1976
76IN02976,1972186561,72,2,C6561,,78,782,,8,2,,,07,,,,6,, 04, 92,14, 1,125,154,2,78,,,18,0923,,,482418,2,,934714,92,,1976
76IN02977,1972186565,72,2,C6565,,73,731,,8,,,,07,,5,,6,,112, 95,10, 2,133,141,,73,,,18,,,,527618,1,,425918,,,1976
76IN02978,1972186568,72,2,C6568,,77,770,,8,,,,07,,5,,6,,111, 04,10, 1,118,142,,77,,,18,,,,546918,,,918014,,,1976
76IN02979,1972186572,72,2,C6572,,75,752,,,,,,07,,5,,6,,147, 95,10, 3,129,142,,75,,,18,,,,453918,2,,921614,,,1976
76IN02980,1972186576,72,2,C6576,,72,810,,,,,,07,,5,,3,,810, 78,15, 1,124,149,,72,,,18,,,,420318,2,,208618,,,1976
76IN02981,1972186578,72,2,C6578,,75,752,,8,,,,07,,5,,6,,133, 15,05, 3,157,165,,75,,,18,,,,453918,3,,352618,,,1976
76IN02982,1972186584,72,2,C6584,,76,761,,8,,,,07,,5,,6,,113, 05,14, 3,163,158,,76,,,18,,,,521118,3,,478818,,,1976
76IN02983,1972186620,72,2,C6620,,77,771,,,3,,,07,,,,6,,, 75,10, 3,126,137,3,77,,,18,0927,,,559418,1,,454818,93,,1976
76IN02984,1972186622,72,2,C6622,,70,702,,8,,,,07,,5,,2,,102, 13,09, 2,142,167,,70,,,18,,,,428118,1,,302318,,,1976
76IN02985,1972186623,72,2,C6623,,75,751,,,,,,07,,,,6,,,,,,,,7,75,,,18,0528,,,625018,,,422118,97,,1976
76IN02986,1972186624,72,2,C6624,,74,742,,8,3,,,07,,,,6,,, 87,07, 2,106,121,,74,,,18,,,,565218,1,,352018,,,1976
76IN02987,1972186659,72,2,C6659,,70,700,,,,,,07,,5,,2,,103, 98,09, 2,126,150,,70,,,18,,,,514218,2,,337318,,,1976
76IN02988,1972186666,72,2,C6666,,76,761,,8,2,,,07,,,,6,, 04, 15,13, 3,137,153,2,76,,,18,0923,,,521118,2,,828214,92,,1976
76IN02989,1972186672,72,2,C6672,,74,741,,,,,,07,,5,,6,,146, 84,12, 2,102,118,,74,,,18,,,,591418,3,,975914,,,1976
76IN02990,1972186679,72,2,C6679,,70,700,,8,,,,07,,5,,2,,104, 97,09, 2,138,158,,70,,,18,,,,514218,2,,413918,,,1976
76IN02991,1972186682,72,2,C6682,,76,761,,,,,,07,,5,,6,,800, 90,15, 1,139,163,,76,,,18,,,,521118,2,,950814,,,1976
76IN02992,1972186694,72,2,C6694,,77,770,,8,,,,07,,,,6,,, 93,10,,,,7,77,,,18,0528,,,546918,,,395118,97,,1976
76IN02993,1972186699,72,2,C6699,,76,761,,8,,,,07,,5,,6,,111, 08,14, 2,140,165,,76,,,18,,,,521118,2,,910714,,,1976
76IN02994,1972186702,72,2,C6702,,72,930,,8,,,,07,,5,,3,,800, 98,14, 2,146,161,,72,,,18,,,,437918,3,,421118,,,1976
76IN02995,1972186709,72,2,C6709,,76,761,,,,,,07,,5,,6,,131, 17,14, 2,124,149,,76,,,18,,,,521118,4,,812914,,,1976
76IN02996,1972186714,72,2,C6714,,74,740,,8,,,,07,,5,,6,,112, 15,07, 1,137,159,,74,,,18,,,,527718,5,,769014,,,1976
76IN02997,1972186725,72,2,C6725,,78,781,,,,,,07,,5,,6,,141, 98,11, 2,126,130,,78,,,18,,,,509118,1,,963714,,,1976
76IN02998,1972186727,72,2,C6727,,78,780,,8,,,,07,,5,,6,,162, 90,14, 1,132,139,,78,,,18,,,,462218,1,,840814,,,1976
76IN02999,1972186731,72,2,C6731,,73,732,,,,,,07,,5,,6,,134, 00,11, 1,126,143,,73,,,18,,,,549318,4,,787814,,,1976
76IN03000,1972186738,72,2,C6738,,74,740,,,,,,07,,5,,6,,145, 67,09, 1,119,133,,74,,,18,,,,527718,2,,766714,,,1976
76IN03001,1972186744,72,2,C6744,,70,700,,,3,,,07,,,,2,,, 01,09,13,123,136,3,70,,,18,0927,,,514218,4,,289518,93,,1976
76IN03002,1972186757,72,2,C6757,,74,742,,8,3,,,07,,,,6,,, 98,08, 3,120,133,,74,,,18,,,,565218,1,,974414,,,1976
76IN03003,1972186762,72,2,C6762,,75,750,,,,,,07,,5,,6,,114, 81,06, 2,108,133,,75,,,18,,,,572218,2,,331718,,,1976
76IN03004,1972186763,72,2,C6763,,72,900,,,,,,07,,5,,3,,810, 86,09, 1,121,139,,72,,,18,,,,488718,3,,336318,,,1976
76IN03005,1972186779,72,2,C6779,,78,782,,8,,,,07,,5,,6,,820, 94,13, 3,126,139,,78,,,18,,,,482418,1,,373518,,,1976
76IN03006,1972186787,72,2,C6787,,76,761,,8,,,,07,,5,,6,,144, 02,14, 2,129,143,,76,,,18,,,,521118,2,,349718,,,1976
76IN03007,1972186790,72,2,C6790,,75,750,,8,,,,07,,5,,6,,830, 98,11, 2,144,153,,75,,,18,,,,572218,1,,868314,,,1976
76IN03008,1972186793,72,2,C6793,,70,701,,8,,,,07,,5,,2,,101, 05,09, 3,136,151,,70,,,18,,,,477418,1,,333518,,,1976
76IN03009,1972186797,72,2,C6797,,72,890,,8,,,,07,,5,,3,,840, 05,14, 2,129,142,,72,,,18,,,,460318,1,,397318,,,1976
76IN03010,1972186804,72,2,C6804,,73,732,,,,,,07,,,,6,,, 77,13,,110,,7,73,,,18,0915,,,549318,2,,781214,97,,1976
76IN03011,1972186811,72,2,C6811,,70,702,,,,,,07,,5,,2,,103, 03,09, 2,131,152,,70,,,18,,,,428118,1,,269118,,,1976
76IN03012,1972186818,72,2,C6818,,78,782,,8,3,,,07,,5,,6,,142, 98,09, 2,140,145,,78,,,18,,,,482418,3,,439718,,,1976
76IN03013,1972186820,72,2,C6820,,75,750,,,,,,07,,5,,6,,134, 15,11, 2,136,152,,75,,,18,,,,572218,1,,959314,,,1976
76IN03014,1972186827,72,2,C6827,,76,761,,8,,,,07,,5,,6,,101, 93,14, 3,133,149,,76,,,18,,,,521118,3,,634611,,,1976
76IN03015,1972186828,72,2,C6828,,76,761,,,,,,07,,5,,6,,112, 77,15, 2,99,116,,76,,,18,,,,521118,1,,634611,,,1976
76IN03016,1972186842,72,2,C6842,,75,750,,8,,,,07,,5,,6,,143, 91,09, 1,133,152,,75,,,18,,,,572218,1,,459218,,,1976
76IN03017,1972186849,72,2,C6849,,74,740,,,3,,,07,,,,6,,, 94,09, 1,137,159,3,74,,,18,0927,,,527718,5,,905514,93,,1976
76IN03018,1972186856,72,2,C6856,,76,760,,8,,,,07,,5,,6,,133, 13,14, 3,153,167,,76,,,18,,,,579018,2,,484118,,,1976
76IN03019,1972186860,72,2,C6860,,77,770,,8,,,,07,,5,,6,,161, 02,07, 3,121,139,,77,,,18,,,,546918,1,,342018,,,1976
76IN03020,1972186878,72,2,C6878,,78,780,,,,,,07,,5,,6,,143, 03,12, 1,144,174,,78,,,18,,,,462218,1,,365318,,,1976
76IN03021,1972186898,72,2,C6898,,75,751,,,,,,07,,5,,6,,111, 07,09, 4,139,163,,75,,,18,,,,625018,2,,925614,,,1976
76IN03022,1972186906,72,2,C6906,,76,760,,,,,,07,,5,,6,,142, 12,14, 2,137,160,,76,,,18,,,,579018,2,,366018,,,1976
76IN03023,1972186913,72,2,C6913,,78,782,,8,,,,07,,,,6,,131, 98,14, 2,128,147,7,78,,,18,1029,,,482418,1,,838314,97,,1976
76IN03024,1972186927,72,2,C6927,,70,701,,8,,,,07,,5,,2,,102, 04,10, 2,141,156,,70,,,18,,,,477418,2,,365918,,,1976
76IN03025,1972186931,72,2,C6931,,72,850,,8,3,,,07,,,,3,,, 83,13,12,129,139,3,72,,,18,0927,,,506418,2,,229518,93,,1976
76IN03026,1972186938,72,2,C6938,,72,860,,,,,,07,,5,,3,,850, 85,13, 2,121,136,,72,,,18,,,,415818,1,,289018,,,1976
76IN03027,1972186947,72,2,C6947,,75,750,,8,2,,,07,,,,6,, 04, 81,12, 1,102,129,2,75,,,18,0923,,,572218,5,,633711,92,,1976
76IN03028,1972186954,72,2,C6954,,76,760,,,,,,07,,5,,6,,132, 98,14, 3,152,162,,76,,,18,,,,579018,3,,333318,,,1976
76IN03029,1972186959,72,2,C6959,,70,702,,,,,,07,,5,,2,,104, 10,10, 2,146,157,,70,,,18,,,,428118,2,,312018,,,1976
76IN03030,1972186962,72,2,C6962,,75,752,,,,,,07,,5,,6,,860, 13,08, 4,154,173,,75,,,18,,,,453918,2,,388318,,,1976
76IN03031,1972186971,72,2,C6971,,74,740,,,,,,07,,5,,6,,134, 95,13, 3,126,141,,74,,,18,,,,527718,1,,919414,,,1976
76IN03032,1972186988,72,2,C6988,,74,741,,8,,,,07,,5,,6,,113, 98,10, 1,144,156,,74,,,18,,,,591418,2,,857214,,,1976
76IN03033,1972186993,72,2,C6993,,74,740,,,3,,,07,,,,6,,, 86,12, 1,131,147,,74,,,18,,,,527718,2,,896114,,,1976
76IN03034,1972187000,72,2,C7000,,75,751,,,,,,07,,5,,6,,114, 92,11, 1,141,173,,75,,,18,,,,625018,5,,448318,,,1976
76IN03035,1972187004,72,2,C7004,,73,732,,8,,,,07,,5,,6,,141, 96,11, 2,135,145,,73,,,18,,,,549318,1,,926314,,,1976
76IN03036,1972187006,72,2,C7006,,72,940,,,,,,07,,5,,3,,870, 00,08, 3,130,147,,72,,,18,,,,415918,3,,284718,,,1976
76IN03037,1972187012,72,2,C7012,,77,771,,,,,,07,,5,,6,,162, 03,09, 4,153,155,,77,,,18,,,,559418,3,,952914,,,1976
76IN03038,1972187019,72,2,C7019,,73,732,,,,,,07,,5,,6,,141, 92,09, 1,127,140,,73,,,18,,,,549318,5,,969014,,,1976
76IN03039,1972187021,72,2,C7021,,75,750,,8,,,,07,,5,,6,,133, 00,10, 2,129,146,,75,,,18,,,,572218,3,,930414,,,1976
76IN03040,1972187023,72,2,C7023,,78,781,,8,,,,07,,,,6,,, 96,12,,119,,7,78,,,18,0915,,,509118,2,,847014,97,,1976
76IN03041,1972187026,72,2,C7026,,77,771,,8,,,,07,,5,,6,,144, 97,08, 3,158,146,,77,,,18,,,,559418,3,,627111,,,1976
76IN03042,1972187027,72,2,C7027,,77,770,,,3,,,07,,,,6,,, 04,10,11,139,156,,77,,,18,,,,546918,5,,632111,,,1976
76IN03043,1972187034,72,2,C7034,,72,960,,8,,,,07,,5,,3,,880, 03,13, 2,131,144,,72,,,18,,,,422718,1,,320718,,,1976
76IN03044,1972187040,72,2,C7040,,75,752,,,,,,07,,5,,6,,142, 97,12, 2,129,137,,75,,,18,,,,453918,1,,849414,,,1976
76IN03045,1972187044,72,2,C7044,,72,800,,,,,,07,,5,,3,,890, 12,13, 2,129,149,,72,,,18,,,,482318,2,,257218,,,1976
76IN03046,1972187066,72,2,C7066,,72,940,,8,,,,07,,5,,3,,900, 86,14, 3,149,140,,72,,,18,,,,415918,1,,316118,,,1976
76IN03047,1972187071,72,2,C7071,,78,781,,,,,,07,,5,,6,,111, 05,09, 2,152,159,,78,,,18,,,,509118,1,,915314,,,1976
76IN03048,1972187079,72,2,C7079,,75,750,,8,,,,07,,5,,6,,143, 05,14, 2,135,154,,75,,,18,,,,572218,2,,517818,,,1976
76IN03049,1972187081,72,2,C7081,,74,741,,8,,,,07,,5,,6,,102, 77,12, 1,106,121,,74,,,18,,,,591418,1,,852314,,,1976
76IN03050,1972187085,72,2,C7085,,74,741,,,,,,07,,5,,6,,112, 95,12, 1,108,126,,74,,,18,,,,591418,3,,921514,,,1976
76IN03051,1972187086,72,2,C7086,,72,910,,,,,,07,,5,,3,,910, 92,13, 2,129,141,,72,,,18,,,,472718,2,,308118,,,1976
76IN03052,1972187100,72,2,C7100,,78,781,,8,,,,07,,5,,6,,161, 08,08, 2,117,129,,78,,,18,,,,509118,3,,891314,,,1976
76IN03053,1972187122,72,2,C7122,,76,761,,8,,,,07,,,,6,,, 10,14,,135,,7,76,,,18,0915,,,521118,1,,965114,97,,1976
76IN03054,1972187141,72,2,C7141,,78,782,,8,,,,07,,5,,6,,145, 02,13, 2,139,148,,78,,,18,,,,482418,2,,936614,,,1976
76IN03055,1972187146,72,2,C7146,,75,751,,,,,,07,,5,,6,,131, 93,10, 3,135,143,,75,,,18,,,,625018,2,,363518,,,1976
76IN03056,1972187154,72,2,C7154,,74,741,,,,,,07,,5,,6,,132, 93,14, 3,128,136,,74,,,18,,,,591418,1,,790714,,,1976
76IN03057,1972187166,72,2,C7166,,76,760,,,,,,07,,,,6,,144, 10,05, 2,133,139,6,76,,,18,1110,,,579018,1,,497718,10,,1976
76IN03058,1972187178,72,2,C7178,,77,772,,8,,,,07,,5,,6,,132, 92,09, 2,122,146,,77,,,18,,,,541318,3,,920414,,,1976
76IN03059,1972187184,72,2,C7184,,77,772,,,,,,07,,5,,6,,162, 00,08, 3,145,154,,77,,,18,,,,541318,,,339918,,,1976
76IN03060,1972187192,72,2,C7192,,75,752,,8,3,,,07,,,,6,,, 90,14, 1,127,140,,75,,,18,,,,453918,1,,884814,,,1976
76IN03061,1972187201,72,2,C7201,,78,781,,8,,,,07,,5,,6,,145, 18,09, 3,159,164,,78,,,18,,,,509118,1,,347118,,,1976
76IN03062,1972187204,72,2,C7204,,77,770,,8,,,,07,,,,6,,, 04,12,,136,,7,77,,,18,0915,,,546918,1,,418518,97,,1976
76IN03063,1972187208,72,2,C7208,,73,730,,,,,,07,,5,,6,,131, 02,09, 3,155,155,,73,,,18,,,,522418,3,,388118,,,1976
76IN03064,1972187212,72,2,C7212,,77,772,,,,,,07,,5,,6,,146, 95,10, 1,112,129,,77,,,18,,,,541318,2,,441618,,,1976
76IN03065,1972187214,72,2,C7214,,74,742,,,,,,07,,5,,6,,146, 94,12, 2,126,138,,74,,,18,,,,565218,1,,887314,,,1976
76IN03066,1972187217,72,2,C7217,,77,772,,8,,,,07,,5,,6,,161, 02,09, 2,112,132,,77,,,18,,,,541318,2,,947314,,,1976
76IN03067,1972187235,72,2,C7235,,70,702,,,,,,07,,5,,2,,103, 91,08, 3,117,142,,70,,,18,,,,428118,2,,502518,,,1976
76IN03068,1972187238,72,2,C7238,,70,702,,8,,,,07,,5,,2,,104, 05,10, 3,137,152,,70,,,18,,,,428118,3,,352218,,,1976
76IN03069,1972187242,72,2,C7242,,77,772,,8,,,,07,,5,,6,,147, 03,11, 2,138,157,,77,,,18,,,,541318,1,,367818,,,1976
76IN03070,1972187248,72,2,C7248,,73,731,,,,,,07,,5,,6,,113, 78,14, 2,116,140,,73,,,18,,,,527618,2,,940414,,,1976
76IN03071,1972187249,72,2,C7249,,76,761,,,,,,07,,5,,6,,114, 92,15, 2,125,148,,76,,,18,,,,521118,2,,939214,,,1976
76IN03072,1973187260,73,2,C7260,,76,761,,,,,,07,1,4,,6,1,148,104,12, 2,132,146,,76,093,072,18,,,,521118,1,,829114,,,1976
76IN03073,1973187264,73,2,C7264,,73,730,,,,,,07,2,4,,6,1,111,123,09, 2,150,164,,73,091,051,18,,,,602718,3,,379318,,,1976
76IN03074,1973187273,73,2,C7273,,75,751,,8,,,,07,2,4,,6,1,134,099,09, 2,127,140,,75,074,050,18,,,,630618,1,,514918,,,1976
76IN03075,1973187274,73,2,C7274,,73,730,,8,,,,07,1,4,,6,1,133,099,14, 3,144,165,,73,080,047,18,,,,602718,2,,497518,,,1976
76IN03076,1973187276,73,2,C7276,,73,730,,,,,,07,2,4,,6,1,141,079,09, 2,103,127,,73,075,032,18,,,,602718,2,,566118,,,1976
76IN03077,1973187277,73,2,C7277,,76,760,,8,,,,07,2,4,,6,1,142,107,09, 3,130,144,,76,078,050,18,,,,696118,1,,331618,,,1976
76IN03078,1973187280,73,2,C7280,,73,732,,,,,,07,1,4,,6,1,101,083,12, 2,121,131,,73,077,038,18,,,,629318,1,,619718,,,1976
76IN03079,1973187281,73,2,C7281,,70,700,,,,,,07,2,4,,2,1,102,101,09, 2,147,163,,70,081,046,18,,,,548618,1,,502518,,,1976
76IN03080,1973187286,73,2,C7286,,70,702,,,2,,,07,2,,,2,1, 03,094,07, 1,122,139,2,70,083,038,18,0923,,,562618,5,,311618,92,,1976
76IN03081,1973187289,73,2,C7289,,75,751,,,,,,07,1,4,,6,1,112,102,11, 2,126,146,,75,095,063,18,,,,630618,2,,570418,,,1976
76IN03082,1973187293,73,2,C7293,,74,740,,,,,,07,1,4,,6,3,113,099,11, 2,126,141,,74,095,057,18,,,,720618,3,,921514,,,1976
76IN03083,1973187294,73,2,C7294,,76,760,,,,,,07,2,4,,6,1,132,106,09, 2,156,172,,76,075,041,18,,,,696118,4,,380918,,,1976
76IN03084,1973187295,73,2,C7295,,76,760,,8,,,,07,2,4,,6,3,114,085,13, 1,119,137,,76,081,042,18,,,,696118,1,,380918,,,1976
76IN03085,1973187304,73,2,C7304,,72,830,,,,,,07,2,4,,3,1,800,082,14, 1,110,117,,72,084,042,18,,,,548018,1,,492918,,,1976
76IN03086,1973187306,73,2,C7306,,76,762,,,2,,,07,1,,,6,1, 02,101,09, 2,132,152,2,76,082,042,18,0923,,,590318,3,,553318,92,,1976
76IN03087,1973187308,73,2,C7308,,72,820,,,,,,07,1,4,,3,1,830,108,08, 3,130,147,,72,083,040,18,,,,526718,2,,420518,,,1976
76IN03088,1973187316,73,2,C7316,,72,810,,,,,,07,3,4,,3,1,840,070,12, 2,103,121,,72,076,037,18,,,,519218,2,,345618,,,1976
76IN03089,1973187321,73,2,C7321,,72,880,,8,,,,07,1,4,,3,3,850,092,11, 2,112,129,,72,088,039,18,,,,569518,2,,554418,,,1976
76IN03090,1973187324,73,2,C7324,,74,740,,8,,,,07,1,4,,6,1,131,102,08, 3,117,134,,74,093,052,18,,,,720618,3,,573018,,,1976
76IN03091,1973187329,73,2,C7329,,72,930,,,,,,07,3,4,,3,1,860,092,11, 2,123,139,,72,080,041,18,,,,548318,2,,335618,,,1976
76IN03092,1973187336,73,2,C7336,,72,920,,8,,,,07,1,4,,3,1,870,092,11, 1,113,135,,72,073,039,18,,,,543818,1,,298618,,,1976
76IN03093,1973187354,73,2,C7354,,70,701,,,,,,07,3,4,,2,1,103,113,11, 2,148,164,,70,093,056,18,,,,539118,2,,414418,,,1976
76IN03094,1973187367,73,2,C7367,,73,730,,8,,,,07,2,4,,6,1,880,114,14, 2,145,159,,73,094,058,18,,,,602718,1,,962714,,,1976
76IN03095,1973187371,73,2,C7371,,75,752,,8,,,,07,1,4,,6,3,113,108,10, 2,132,158,,75,079,051,18,,,,663418,2,,564918,,,1976
76IN03096,1973187383,73,2,C7383,,74,740,,,,,,07,1,4,,6,1,143,081,14, 3,128,124,,74,068,042,18,,,,720618,3,,975914,,,1976
76IN03097,1973187386,73,2,C7386,,73,732,,,,,,07,1,4,,6,1,144,083,07, 2,116,123,,73,087,043,18,,,,629318,1,,936514,,,1976
76IN03098,1973187388,73,2,C7388,,70,701,,8,,,,07,2,4,,2,1,104,105,10, 2,142,147,,70,071,042,18,,,,539118,3,,304018,,,1976
