UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,C6973,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
60IN03663,1959482270,59,1,02270,5,20,202,48,3,,43,5,2,,1,,,,,,103,120,,,,,48,,,,,1965,5,,2088,5,1,,1960,1.0
60IN03664,1959482275,59,2,02275,5,66,207,48,3,09,,,2,,9,1,,092,,,92,120,,,086,,48,,088,1,,1965,5,   14,71,,1,,1960,1.0
60IN03665,1959482279,59,2,02279,5,20,202,48,3,08,25,,2,,1,1,,094,,,94,123,,,082,,48,,082,2,,1965,5,   20,2,,1,,1960,1.0
60IN03666,1959482283,59,2,02283,5,61,440,48,3,09,,,2,,0,1,,086,,,86,110,,,087,,48,,115,2,,,,   40,71,,1,,1960,1.0
60IN03667,1959482284,59,2,02284,5,61,440,48,3,09,,,2,,0,1,,077,,,77,114,,,075,,48,,087,2,,,,   12,7,,1,,1960,1.0
60IN03668,1959482287,59,2,02287,5,61,290,48,3,09,,,2,,0,1,,088,,,88,126,,,094,,48,,100,2,,,,   11,7,,1,,1960,1.0
60IN03669,1959482290,59,2,02290,5,61,865,48,3,08,,,2,,0,1,,086,,,86,105,,,079,,48,,077,2,,,,   21,71,,1,,1960,1.0
60IN03670,1959482294,59,2,02294,5,61,448,48,3,09,,,2,,0,1,,103,,,103,,7,,079,,48,1201,115,2,,,,,,,1,,1960,1.0
60IN03671,1959482296,59,2,02296,5,61,200,48,3,08,,,2,,0,1,,083,,,83,113,,,088,,48,,108,2,,,,   09,71,,1,,1960,1.0
60IN03672,1959482302,59,2,02302,5,61,290,48,3,10,,,2,,0,1,,084,,,84,105,,,083,,48,,103,2,,,,   08,7,,1,,1960,1.0
60IN03673,1959482305,59,2,02305,5,61,660,48,3,08,,,2,,0,1,,098,,,98,139,,,079,,48,,107,2,,,,   07,7,,1,,1960,1.0
60IN03674,1959482306,59,2,02306,5,61,200,48,3,09,,,2,,0,1,,086,,,86,115,,,079,,48,,083,2,,,,   06,71,,1,,1960,1.0
60IN03675,1959482312,59,2,02312,5,61,371,48,3,09,,,2,,0,1,,084,,,84,108,,,080,,48,,101,2,,,,   05,7,,1,,1960,1.0
60IN03676,1959482313,59,2,02313,5,61,710,48,3,08,,,2,,0,1,,090,,,90,118,,,093,,48,,116,3,,,,   04,7,,1,,1960,1.0
60IN03677,1959482317,59,2,02317,5,61,290,48,3,11,,,2,,0,1,,078,,,78,118,,,075,,48,,111,2,,,,   03,71,,1,,1960,1.0
60IN03678,1959482323,59,2,02323,5,61,610,48,3,09,,,2,,0,4,,090,,,90,125,2,,086,,48,0927,093,2,,,,   12,,,1,,1960,1.0
60IN03679,1959482326,59,2,02326,5,61,290,48,3,09,,,2,,0,1,,087,,,87,119,,,097,,48,,098,3,,,,   02,71,,1,,1960,1.0
60IN03680,1959482328,59,2,02328,5,61,680,48,3,10,,,2,,0,1,,083,,,83,125,,,084,,48,,102,2,,,,   01,7,,1,,1960,1.0
60IN03681,1955960001,55,1,00001,6,,,96,,,,,6,,,,,,,,170,200,,,,,96,,,,,,,,,,5,9,1960,5.0
60IN03682,1956960002,56,1,00002,6,,,96,,,,,5,,,,,,,,218,260,,,,,96,,,,,,,,,,4,9,1960,4.0
60IN03683,1958960003,58,1,00003,6,,,96,,,,,3,,,,,,,,178,215,,,,,96,,,,,,,,,,2,9,1960,2.0
60IN03684,1958960004,58,1,00004,6,,,96,,,,,3,,,,,,,,174,215,,,,,96,,,,,,,,,,2,9,1960,2.0
60IN03685,1954610019,54,2,A0019,6,73,186,61,1,06,,,7,,9,1,,106,09,,114,,3,,114,064,61,1003,123,6,,8853,6,5,,,6,,1960,6.0
60IN03686,1954610023,54,2,A0023,6,73,026,61,2,06,,3,7,,9,1,,093,06,,155,164,,68,116,057,61,,108,8,,8773,6,2 104,6,,6,,1960,6.0
60IN03687,1954610032,54,2,A0032,6,73,056,61,1,06,,4,7,,9,1,,089,08,,148,148,,43,099,053,61,,106,5,,8832,6,2 106,6,,6,,1960,6.0
60IN03688,1954610035,54,2,A0035,6,73,086,61,2,08,,7,7,,9,1,,087,09,,145,159,,55,105,055,61,,129,6,,8214,6,3 105,6,,6,,1960,6.0
60IN03689,1954610047,54,1,A0047,6,04,040,61,1,,17,,7,,,,,,,,222,265,2,,,,61,0927,,,,8564,6,,8099,6,6,,1960,6.0
60IN03690,1954610049,54,2,A0049,6,06,063,61,1,07,14,3,7,,1,1,060,090,06,,144,156,,59,092,048,61,,111,5,,8407,6,4 106,0,,6,,1960,6.0
60IN03691,1954610069,54,1,A0069,6,02,023,61,1,,18,,7,,,,,,,,194,230,3,,,,61,0801,,,,8774,6,,7999,6,6,,1960,6.0
60IN03692,1954610070,54,2,A0070,6,73,116,61,1,04,,7,7,,9,1,,096,08,,151,163,,60,092,044,61,,105,5,,8990,6,3 107,6,,6,,1960,6.0
60IN03693,1954610076,54,2,A0076,6,84,014,61,2,06,,5,7,,7,1,,093,07,,142,154,,52,107,052,61,,125,5,,8782,6,2 110,4,,6,,1960,6.0
60IN03694,1954610077,54,2,A0077,6,10,100,61,1,06,22,3,7,,1,1,,079,09,,160,187,,83,083,044,61,,111,5,,8885,6,3 110,0,,6,,1960,6.0
60IN03695,1954610079,54,2,A0079,6,77,104,61,2,07,,7,7,,7,1,,072,08,,139,142,,53,090,042,61,,095,6,,8885,6,5 173,3,,6,,1960,6.0
60IN03696,1954610086,54,2,A0086,6,07,073,61,1,07,16,1,7,,1,1,018,085,08,,146,158,,44,095,043,61,,091,6,,8862,6,2 107,3,,6,,1960,6.0
60IN03697,1954610090,54,2,A0090,6,02,020,61,1,09,18,5,7,,1,1,058,082,10,,140,138,,35,095,050,61,,112,5,,8773,6,3 102,3,,6,,1960,6.0
60IN03698,1954610092,54,2,A0092,6,01,010,61,1,06,18,1,7,,1,1,,086,09,,140,165,,66,102,054,61,,111,6,,8782,6,3 101,3,,6,,1960,6.0
60IN03699,1954610124,54,2,A0124,6,10,103,61,1,04,13,6,7,,1,1,,088,07,,144,147,,46,078,031,61,,073,4,,8935,6,3 110,3,,6,,1960,6.0
60IN03700,1954610133,54,2,A0133,6,09,093,61,1,07,25,5,7,,1,1,,092,08,,150,148,,54,094,049,61,,102,7,,8955,6,5 109,3,,6,,1960,6.0
60IN03701,1954610136,54,2,A0136,6,10,100,61,1,09,26,4,7,,1,1,,078,12,,132,154,,54,084,034,61,,074,5,,8885,6,2 110,0,,6,,1960,6.0
60IN03702,1954610137,54,2,A0137,6,10,100,61,1,07,26,7,7,,1,1,048,078,07,,125,138,,40,086,039,61,,081,5,,8885,6,2 110,3,,6,,1960,6.0
60IN03703,1954610146,54,2,A0146,6,04,043,61,1,07,21,4,7,,1,1,,079,08,,134,149,,41,087,047,61,,106,5,,8580,6,2 104,3,,6,,1960,6.0
60IN03704,1954610152,54,2,A0152,6,04,040,61,1,06,21,1,7,,1,1,,092,07,,166,174,,68,083,044,61,,088,4,,8564,6,5 104,0,,6,,1960,6.0
60IN03705,1954610167,54,2,A0167,6,02,020,61,1,08,21,,7,,1,1,,086,08,,135,,7,,085,045,61,1201,090,4,,8773,6,3,,,6,,1960,6.0
60IN03706,1954610179,54,2,A0179,6,06,060,61,1,09,26,5,7,,1,1,060,073,08,,140,152,,41,096,049,61,,096,5,,7976,6,3 106,0,,6,,1960,6.0
60IN03707,1954610184,54,2,A0184,6,03,030,61,1,07,18,6,7,,1,1,,086,07,,129,140,,41,094,047,61,,104,5,,8514,6,2 103,0,,6,,1960,6.0
60IN03708,1954610185,54,2,A0185,6,07,070,61,1,06,20,6,7,,1,1,,097,07,,164,187,,75,096,051,61,,107,5,,8751,6,2 107,0,,6,,1960,6.0
60IN03709,1954610198,54,2,A0198,6,01,010,61,1,05,20,5,7,,1,1,,088,08,,148,156,,64,087,046,61,,109,6,,8782,6,3 101,0,,6,,1960,6.0
60IN03710,1954610204,54,2,A0204,6,05,053,61,1,06,15,,7,,1,1,,079,09,,88,97,6,,092,054,61,1121,110,5,,8872,6,2,,,6,,1960,6.0
60IN03711,1954610213,54,2,A0213,6,06,063,61,2,07,12,6,7,,1,1,060,083,08,,133,143,,39,094,049,61,,092,5,,8407,6,3 106,0,,6,,1960,6.0
60IN03712,1954610227,54,2,A0227,6,77,094,61,1,06,,2,7,,7,1,,092,09,,176,168,,65,102,065,61,,122,6,,8232,6,3 174,3,,6,,1960,6.0
60IN03713,1954610228,54,2,A0228,6,03,030,61,1,06,18,,7,,1,1,098,083,07,,101,,7,,081,045,61,1201,107,4,,8514,6,3,,,6,,1960,6.0
60IN03714,1954610234,54,2,A0234,6,10,100,61,1,06,20,8,7,,1,1,,092,09,,141,146,,56,084,043,61,,109,5,,8885,6,5 110,0,,6,,1960,6.0
60IN03715,1954610236,54,2,A0236,6,77,025,61,1,06,,5,7,,7,1,,093,08,,148,155,,54,099,061,61,,109,4,,8774,6,3 171,3,,6,,1960,6.0
60IN03716,1954610239,54,2,A0239,6,04,043,61,1,07,15,5,7,,1,1,,090,10,,158,167,,69,075,043,61,,095,5,,8580,6,2 104,3,,6,,1960,6.0
60IN03717,1954610262,54,1,A0262,6,03,030,61,2,,24,,7,,,,,,,,174,200,2,,,,61,0927,,,,8514,6,,7430,6,6,,1960,6.0
60IN03718,1954610263,54,2,A0263,6,02,020,61,1,07,23,,7,,1,1,,076,08,,125,,3,,089,041,61,1003,080,6,,8773,6,1,,,6,,1960,6.0
60IN03719,1954610265,54,2,A0265,6,77,064,61,1,06,,6,7,,7,1,,086,10,,158,166,,71,084,045,61,,096,5,,7976,6,5 172,3,,6,,1960,6.0
60IN03720,1954610271,54,2,A0271,6,09,093,61,1,06,29,6,7,,1,1,,098,07,,193,193,,88,093,050,61,,121,5,,8955,6,3 109,3,,6,,1960,6.0
60IN03721,1954610282,54,2,A0282,6,01,010,61,1,05,20,6,7,,1,1,,084,08,,147,158,,54,089,038,61,,087,6,,8782,6,2 101,0,,6,,1960,6.0
60IN03722,1955610294,55,2,A0294,6,06,060,61,1,08,11,7,6,,1,1,060,073,10,,126,133,,33,101,048,61,,096,5,,9129,6,3 106,0,,5,,1960,5.0
60IN03723,1955610297,55,2,A0297,6,01,010,61,1,06,17,2,6,,1,1,,086,09,,148,150,,43,118,060,61,,117,6,,8782,6,3 101,0,,5,,1960,5.0
60IN03724,1955610313,55,2,A0313,6,84,045,61,1,05,,5,6,,7,1,,104,07,,153,161,,56,122,056,61,,109,5,,9008,6,2 109,4,,5,,1960,5.0
60IN03725,1955610314,55,2,A0314,6,84,045,61,1,07,,8,6,,7,1,,087,07,,147,169,,60,094,052,61,,135,5,,9008,6,2 108,4,,5,,1960,5.0
60IN03726,1955610315,55,2,A0315,6,77,074,61,1,07,,,6,,7,1,,094,04,,107,,6,,129,060,61,0630,127,6,,8862,6,3,,,5,,1960,5.0
60IN03727,1955610317,55,2,A0317,6,10,100,61,1,07,26,1,6,,1,1,,084,09,,128,160,,47,091,046,61,,100,5,,9422,6,5 110,3,,5,,1960,5.0
60IN03728,1955610327,55,2,A0327,6,77,085,61,1,07,,2,6,,7,1,,098,08,,151,175,,70,106,063,61,,150,6,,9068,6,2 173,3,,5,,1960,5.0
60IN03729,1955610331,55,2,A0331,6,70,713,61,1,06,,6,6,,2,1,,103,08,,150,168,,68,121,064,61,,123,5,,9369,6,2 171,3,,5,,1960,5.0
60IN03730,1955610340,55,1,A0340,6,06,060,61,1,,19,,6,,,,,,,,160,194,3,,,,61,1231,,,,9129,6,,8207,6,5,,1960,5.0
60IN03731,1955610347,55,2,A0347,6,07,073,61,2,06,13,2,6,,1,1,,083,04,,133,138,,41,114,048,61,,086,6,,9197,6,3 107,3,,5,,1960,5.0
60IN03732,1955610352,55,2,A0352,6,07,070,61,2,07,09,7,6,,1,1,,099,05,,145,165,,55,102,057,61,,115,5,,8862,6,1 107,0,,5,,1960,5.0
60IN03733,1955610357,55,2,A0357,6,07,073,61,1,05,24,3,6,,1,1,,099,04,,158,166,,64,106,049,61,,098,4,,9197,6,3 107,3,,5,,1960,5.0
60IN03734,1955610358,55,2,A0358,6,07,073,61,1,06,15,1,6,,1,1,,108,08,,158,170,,67,123,068,61,,135,5,,9197,6,2 107,0,,5,,1960,5.0
60IN03735,1955610362,55,2,A0362,6,73,096,61,2,06,,6,6,,9,1,,102,07,,160,174,,74,104,058,61,,109,5,,9158,6,3 103,6,,5,,1960,5.0
60IN03736,1955610364,55,2,A0364,6,77,104,61,1,09,,3,6,,7,1,,080,10,,134,153,,48,105,048,61,,108,5,,9422,6,3 174,3,,5,,1960,5.0
60IN03737,1955610366,55,2,A0366,6,77,065,61,1,06,,1,6,,7,1,,084,08,,123,130,,34,088,041,61,,098,3,,8407,6,3 171,3,,5,,1960,5.0
60IN03738,1955610367,55,2,A0367,6,10,100,61,1,07,28,,6,,1,1,,088,09,,131,164,3,,103,042,61,1201,092,5,,9422,6,5,,,5,,1960,5.0
60IN03739,1955610376,55,2,A0376,6,02,023,61,1,07,18,1,6,,1,1,,086,07,,160,166,,58,108,047,61,,092,5,,8774,6,3 102,0,,5,,1960,5.0
60IN03740,1955610380,55,2,A0380,6,03,033,61,1,06,29,5,6,,1,1,,098,06,,152,163,,60,109,075,61,,153,7,,9434,6,2 103,3,,5,,1960,5.0
60IN03741,1955610381,55,2,A0381,6,77,084,61,1,07,,,6,,7,1,,098,09,,175,,3,,122,065,61,1003,122,6,,9543,6,3,,,5,,1960,5.0
60IN03742,1955610398,55,2,A0398,6,02,023,61,1,06,18,6,6,,1,1,,080,09,,150,166,,64,124,056,61,,100,6,,8774,6,3 102,3,,5,,1960,5.0
60IN03743,1955610408,55,2,A0408,6,03,033,61,1,06,36,3,6,,1,1,,078,07,,148,153,,51,114,053,61,,120,5,,9434,6,3 103,0,,5,,1960,5.0
60IN03744,1955610409,55,2,A0409,6,06,063,61,1,07,32,1,6,,1,1,060,088,10,,141,147,,49,103,061,61,,110,6,,8407,6,2 106,0,,5,,1960,5.0
60IN03745,1955610426,55,2,A0426,6,75,166,61,1,07,,5,6,,9,1,,082,10,,128,141,,40,111,057,61,,105,6,,8407,6,3 171,3,,5,,1960,5.0
60IN03746,1955610438,55,2,A0438,6,01,013,61,2,05,14,2,6,,1,1,,110,09,,148,155,,56,115,062,61,,137,6,,9164,6,2 101,3,,5,,1960,5.0
60IN03747,1955610449,55,2,A0449,6,77,074,61,1,08,,,6,,7,1,,088,08,,148,168,3,,109,057,61,1201,110,6,,8862,6,2,,,5,,1960,5.0
60IN03748,1955610451,55,2,A0451,6,08,083,61,1,09,16,2,6,,1,1,,080,07,,115,131,,31,126,052,61,,118,5,,9068,6,2 108,0,,5,,1960,5.0
60IN03749,1955610452,55,2,A0452,6,09,093,61,1,06,31,2,6,,1,1,,103,09,,160,170,,74,101,057,61,,118,5,,9207,6,2 109,0,,5,,1960,5.0
60IN03750,1955610453,55,2,A0453,6,10,103,61,1,07,30,9,6,,1,1,,099,09,,156,175,,68,095,050,61,,127,4,,8935,6,3 110,0,,5,,1960,5.0
60IN03751,1955610459,55,2,A0459,6,77,024,61,,07,,1,6,,7,1,,102,08,,144,156,,55,093,045,61,,102,5,,9407,6,3 172,3,,5,,1960,5.0
60IN03752,1955610470,55,2,A0470,6,04,040,61,2,08,19,5,6,,1,1,,087,09,,163,143,,41,105,051,61,,107,4,,9150,6,3 104,0,,5,,1960,5.0
60IN03753,1955610478,55,2,A0478,6,07,070,61,1,06,10,4,6,,1,1,,097,04,,154,152,,50,120,062,61,,131,5,,8862,6,2 107,3,,5,,1960,5.0
60IN03754,1955610479,55,2,A0479,6,05,050,61,1,07,24,1,6,,1,1,,094,06,,142,158,,52,093,042,61,,083,5,,9169,6,3 105,0,,5,,1960,5.0
60IN03755,1955610483,55,2,A0483,6,77,104,61,1,08,,3,6,,7,1,,088,08,,115,134,,37,111,059,61,,111,5,,9422,6,2 173,3,,5,,1960,5.0
60IN03756,1955610484,55,2,A0484,6,03,030,61,1,08,20,6,6,,1,1,,087,10,,138,161,,57,106,064,61,,121,5,,9171,6,2 103,3,,5,,1960,5.0
60IN03757,1955610487,55,2,A0487,6,02,023,61,1,07,28,2,6,,1,1,,096,09,,206,168,,65,111,052,61,,096,5,,8774,6,3 102,0,,5,,1960,5.0
60IN03758,1955610493,55,2,A0493,6,77,095,61,1,07,,4,6,,7,1,,087,09,,150,162,,64,122,056,61,,105,6,,9207,6,2 174,3,,5,,1960,5.0
60IN03759,1955610494,55,2,A0494,6,77,084,61,1,07,,2,6,,7,1,,090,08,,151,166,,67,123,066,61,,120,5,,9543,6,2 171,3,,5,,1960,5.0
60IN03760,1955610507,55,2,A0507,6,70,713,61,2,07,,,6,,2,1,,092,09,,144,148,3,,099,052,61,1201,111,5,,9369,6,2,,,5,,1960,5.0
60IN03761,1955610508,55,2,A0508,6,77,025,61,1,07,,2,6,,7,1,,107,08,,171,188,,89,088,047,61,,098,5,,8774,6,2 172,3,,5,,1960,5.0
60IN03762,1955610514,55,2,A0514,6,73,206,61,1,06,,7,6,,9,1,,103,09,,138,155,,48,087,047,61,,105,3,,8935,6,3 104,6,,5,,1960,5.0
60IN03763,1955610518,55,2,A0518,6,03,033,61,1,06,32,4,6,,1,1,,083,10,,143,151,,62,110,055,61,,111,5,,9434,6,3 103,0,,5,,1960,5.0
60IN03764,1955610520,55,2,A0520,6,04,040,61,1,08,29,6,6,,1,1,,081,07,,163,179,,72,103,042,61,,088,5,,9150,6,5 104,3,,5,,1960,5.0
60IN03765,1955610521,55,2,A0521,6,08,080,61,1,09,15,,6,,1,1,,084,08,,130,,7,,116,066,61,1201,119,5,,9543,6,5,,,5,,1960,5.0
60IN03766,1955610522,55,2,A0522,6,01,010,61,1,04,19,3,6,,1,1,,112,06,,162,176,,73,115,064,61,,148,5,,8782,6,3 101,0,,5,,1960,5.0
60IN03767,1955610525,55,2,A0525,6,01,010,61,1,08,22,3,6,,1,1,,086,09,,112,140,,39,111,051,61,,102,4,,8782,6,3 101,3,,5,,1960,5.0
60IN03768,1955610530,55,2,A0530,6,06,063,61,1,07,22,2,6,,1,1,060,090,08,,143,164,,56,111,062,61,,113,5,,8407,6,2 106,0,,5,,1960,5.0
60IN03769,1955610534,55,2,A0534,6,08,080,61,1,08,16,3,6,,1,1,,088,09,,142,162,,58,109,049,61,,110,5,,9543,6,5 108,0,,5,,1960,5.0
60IN03770,1955610542,55,2,A0542,6,77,035,61,1,08,,4,6,,7,1,,079,06,,145,142,,42,111,055,61,,095,5,,9434,6,3 173,3,,5,,1960,5.0
60IN03771,1955610545,55,2,A0545,6,77,105,61,1,07,,5,6,,7,1,,101,09,,158,160,,60,108,061,61,,128,6,,8935,6,3 174,3,,5,,1960,5.0
60IN03772,1955610548,55,1,A0548,6,07,070,61,2,,10,,6,,,,,,,,153,175,3,,,,61,0801,,,,8862,6,,6586,6,5,,1960,5.0
60IN03773,1955610549,55,2,A0549,6,09,093,61,1,07,34,7,6,,1,1,,092,08,,150,182,,75,101,054,61,,119,5,,9207,6,1 109,3,,5,,1960,5.0
60IN03774,1955610551,55,2,A0551,6,05,050,61,1,07,23,6,6,,1,1,,092,08,,151,162,,59,113,046,61,,087,6,,9169,6,2 105,3,,5,,1960,5.0
60IN03775,1955610557,55,2,A0557,6,73,096,61,2,07,,3,6,,9,1,,094,09,,153,168,,64,100,059,61,,134,6,,9158,6,2 105,6,,5,,1960,5.0
60IN03776,1955610563,55,2,A0563,6,07,070,61,2,07,21,2,6,,1,1,,104,06,,164,172,,70,117,055,61,,120,5,,8862,6,3 107,0,,5,,1960,5.0
60IN03777,1955610574,55,2,A0574,6,77,054,61,1,07,,3,6,,7,1,,089,04,,148,163,,56,117,054,61,,104,6,,9169,6,3 171,3,,5,,1960,5.0
60IN03778,1955610583,55,2,A0583,6,77,064,61,1,05,,,6,,7,1,,093,09,,140,157,3,,087,047,61,1201,102,4,,9129,6,2,,,5,,1960,5.0
60IN03779,1955610594,55,2,A0594,6,06,063,61,1,06,30,3,6,,1,1,060,076,09,,136,145,,29,104,040,61,,079,5,,8407,6,3 106,0,,5,,1960,5.0
60IN03780,1955610627,55,2,A0627,6,10,103,61,1,07,21,,6,,1,1,018,098,06,,170,158,3,,096,050,61,1121,112,5,,8935,6,3,,,5,,1960,5.0
60IN03781,1955610629,55,2,A0629,6,09,090,61,1,06,37,,6,,1,1,,093,09,,113,117,6,,093,050,61,1121,113,5,,9158,6,2,,,5,,1960,5.0
60IN03782,1955610659,55,2,A0659,6,04,043,61,1,06,14,6,6,,1,1,,092,08,,162,168,,61,107,060,61,,108,6,,9008,6,5 104,0,,5,,1960,5.0
60IN03783,1955610668,55,2,A0668,6,85,075,61,1,07,,,6,,7,1,,082,07,,120,144,,43,118,056,61,,120,5,,9197,6,1 1,9 07,5,5,,1960,5.0
60IN03784,1955610671,55,2,A0671,6,70,713,61,1,07,,7,6,,2,1,,101,08,,154,170,,63,112,060,61,,130,5,,9369,6,3 171,3,,5,,1960,5.0
60IN03785,1955610690,55,2,A0690,6,02,020,61,1,07,18,7,6,,1,1,,089,09,,126,168,,62,116,048,61,,107,6,,9407,6,2 102,3,,5,,1960,5.0
60IN03786,1955610693,55,2,A0693,6,10,100,61,1,08,28,2,6,,1,1,,083,09,,138,151,,47,094,046,61,,098,4,,9422,6,3 110,3,,5,,1960,5.0
60IN03787,1955610696,55,2,A0696,6,08,080,61,1,07,12,4,6,,1,1,,096,08,,145,165,,58,111,058,61,,113,5,,9543,6,2 108,0,,5,,1960,5.0
60IN03788,1955610702,55,2,A0702,6,73,066,61,1,04,,6,6,,9,1,,090,06,,122,130,,33,108,048,61,,104,5,,9129,6,3 108,6,,5,,1960,5.0
60IN03789,1955610703,55,2,A0703,6,75,086,61,1,07,,5,6,,9,1,,091,09,,131,152,,50,116,059,61,,124,5,,9543,6,2 172,3,,5,,1960,5.0
60IN03790,1955610721,55,2,A0721,6,77,065,61,1,08,,3,6,,7,1,,087,11,,148,153,,42,099,044,61,,092,4,,8407,6,3 172,3,,5,,1960,5.0
60IN03791,1955610723,55,2,A0723,6,73,066,61,2,07,,4,6,,9,1,,075,09,,133,134,,28,101,040,61,,083,5,,9129,6,3 107,6,,5,,1960,5.0
60IN03792,1955610725,55,2,A0725,6,77,085,61,1,08,,5,6,,7,1,,097,04,,170,185,,80,119,052,61,,098,6,,9068,6,2 173,3,,5,,1960,5.0
60IN03793,1955610727,55,2,A0727,6,03,033,61,1,06,31,7,6,,1,1,058,103,08,,145,163,,55,103,061,61,,133,5,,9434,6,1 103,3,,5,,1960,5.0
60IN03794,1955610731,55,2,A0731,6,03,033,61,1,06,24,5,6,,1,1,,097,08,,134,148,,47,110,056,61,,114,6,,9434,6,4 103,0,,5,,1960,5.0
60IN03795,1955610738,55,2,A0738,6,02,020,61,1,07,22,3,6,,1,1,,092,07,,125,146,,40,111,053,61,,102,5,,9407,6,3 102,0,,5,,1960,5.0
60IN03796,1955610749,55,2,A0749,6,77,065,61,1,07,,,6,,7,0,,103,08,,138,,3,,104,059,61,1003,117,5,,8407,6,2,,,5,,1960,5.0
60IN03797,1955610750,55,2,A0750,6,77,105,61,1,04,,6,6,,7,1,,100,09,,163,172,,74,133,044,61,,098,5,,8935,6,3 174,3,,5,,1960,5.0
60IN03798,1955610760,55,2,A0760,6,70,713,61,2,08,,7,6,,2,1,,087,10,,152,170,,66,099,061,61,,118,4,,9369,6,3 172,3,,5,,1960,5.0
60IN03799,1955610771,55,2,A0771,6,07,070,61,1,07,12,5,6,,1,1,,083,06,,147,153,,56,113,044,61,,102,5,,8862,6,2 107,3,,5,,1960,5.0
60IN03800,1955610774,55,2,A0774,6,77,034,61,1,08,,,6,,7,1,,084,09,,148,,6,,112,052,61,0520,101,5,,9171,6,3,,,5,,1960,5.0
60IN03801,1955610777,55,2,A0777,6,06,060,61,1,08,18,4,6,,1,1,060,076,09,,115,132,,41,098,046,61,,092,6,,9129,6,2 106,0,,5,,1960,5.0
60IN03802,1955610780,55,2,A0780,6,77,034,61,1,07,,,6,,7,1,,096,09,,,,6,,105,057,61,0408,122,5,,9171,6,,,,5,,1960,5.0
60IN03803,1955610782,55,2,A0782,6,84,095,61,2,07,,9,6,,7,1,,098,08,,128,133,,38,116,056,61,,109,5,,9207,6,5 107,4,,5,,1960,5.0
60IN03804,1955610783,55,2,A0783,6,84,095,61,2,07,,,6,,7,1,,100,08,,156,170,3,,119,051,61,1201,106,6,,9207,6,2,,,5,,1960,5.0
60IN03805,1955610786,55,2,A0786,6,70,713,61,1,07,,1,6,,2,1,,091,10,,144,169,,65,097,062,61,,146,5,,9369,6,2 173,3,,5,,1960,5.0
60IN03806,1955610787,55,2,A0787,6,73,186,61,2,06,,6,6,,9,1,,086,06,,144,162,,62,123,052,61,,100,5,,9068,6,3 109,6,,5,,1960,5.0
60IN03807,1955610788,55,2,A0788,6,77,094,61,1,07,,4,6,,7,1,,102,07,,168,170,,72,109,064,61,,130,5,,9158,6,3 171,3,,5,,1960,5.0
60IN03808,1955610794,55,2,A0794,6,09,093,61,1,09,27,1,6,,1,1,,088,09,,146,166,,63,112,054,61,,109,5,,9207,6,3 109,3,,5,,1960,5.0
60IN03809,1955610798,55,2,A0798,6,03,030,61,1,06,16,1,6,,1,1,,078,09,,138,147,,49,096,062,61,,126,6,,9171,6,5 103,3,,5,,1960,5.0
60IN03810,1955610804,55,2,A0804,6,73,156,61,1,08,,,6,,9,1,,098,09,,177,,3,,106,059,61,1003,122,5,,9227,6,3,,,5,,1960,5.0
60IN03811,1955610808,55,2,A0808,6,05,050,61,1,06,32,2,6,,1,1,,092,09,,143,152,,43,100,060,61,,116,4,,9169,6,3 105,0,,5,,1960,5.0
60IN03812,1955610811,55,1,A0811,6,10,100,61,1,,26,,6,,,,,,,,191,220,,,,,61,,,,,9422,6,,7993,6,5,,1960,5.0
60IN03813,1955610817,55,2,A0817,6,77,104,61,1,06,,4,6,,7,1,,091,09,,143,160,,58,092,049,61,,109,4,,9422,6,3 172,3,,5,,1960,5.0
60IN03814,1955610818,55,2,A0818,6,02,020,61,2,07,13,1,6,,1,1,048,096,05,,145,160,,57,110,059,61,,106,5,,9407,6,3 102,3,,5,,1960,5.0
60IN03815,1955610830,55,2,A0830,6,73,046,61,1,05,,8,6,,9,1,,088,09,,143,150,,42,105,051,61,,112,5,,9150,6,3 106,6,,5,,1960,5.0
60IN03816,1955610854,55,1,A0854,6,03,030,61,1,,24,,6,,,,,,,,200,233,,,,,61,,,,,9171,6,,9647,6,5,,1960,5.0
60IN03817,1955610858,55,2,A0858,6,75,056,61,1,07,,,6,,9,1,,093,05,,80,,7,,103,057,61,1201,119,5,,9169,6,3,,,5,,1960,5.0
60IN03818,1955610859,55,2,A0859,6,09,090,61,1,06,22,4,6,,1,1,,094,09,,168,166,,68,128,068,61,,130,5,,9158,6,3 109,0,,5,,1960,5.0
60IN03819,1955610878,55,2,A0878,6,08,083,61,2,09,13,5,6,,1,1,,081,08,,136,163,,62,099,039,61,,083,4,,9068,6,3 108,0,,5,,1960,5.0
60IN03820,1955610880,55,2,A0880,6,75,026,61,1,08,,6,6,,9,1,,091,08,,155,157,,52,094,054,61,,105,4,,9407,6,3 173,3,,5,,1960,5.0
60IN03821,1955610890,55,2,A0890,6,02,023,61,1,05,16,4,6,,1,1,,096,09,,136,131,,38,103,045,61,,099,6,,8774,6,2 102,0,,5,,1960,5.0
