UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
88IN00020,1986030056,L0056,03,86,2,75,2,30,735,771002,890601,6,,1,,,,,,1,,5,114,141,01,,,,,,,735,4,,,15,,1988
88IN00021,1982630069,K0069,63,82,2,60,1,06,601,928062,875462,,,,,,,,,1,,2,174,172,02,,,,,,,602,3,,,60,LUPINE9/16,1988
88IN00022,1986030077,L0077,03,86,2,75,2,40,006,081220,776802,6,,,,,,,,4,,9,156,154,01,,,L,92,0920,,,,,,15,,1988
88IN00023,1982630082,K0082,63,82,2,63,1,06,631,894862,562362,7,,,,,,,,1,,8,177,183,02,,,,,,,602,2,,,60,,1988
88IN00024,1980020084,Y0084,02,80,2,71,1,30,712,868507,581507,,,1,1,1,2,,,2,111,2,130,132,03,,,,92,0922,,,,,,80,,1988
88IN00025,1982630085,K0085,63,82,2,61,1,06,613,959362,747762,7,,,,,,,,1,,8,150,176,02,,,,,,,603,2,,,60,,1988
88IN00026,1980940085,M0085,94,80,2,45,1,55,442,736793,798642,,,,,,,,,,,*,0,0,,,,,93,0418,,,,,,80,,1988
88IN00027,1986030089,L0089,03,86,2,73,2,30,739,743202,642902,6,,1,,,,,,3,,5,129,152,06,,,,93,1121,,FL,4,,,15,BADLUMP,1988
88IN00028,1986030090,L0090,03,86,1,73,2,30,739,743202,642902,6,,1,,,,,,4,,M,174,212,,,,,92,0800,,,,,,15,IOWA,1988
88IN00029,1986030098,L0098,03,86,1,75,2,30,736,739302,218802,6,,1,,,,,,2,230,M,164,188,,,,,92,0922,,,,,,15,,1988
88IN00030,1986030100,L0100,03,86,2,74,2,30,732,740202,266802,6,,1,,,,,,1,,5,106,138,02,,,,,,,FL,3,,,15,,1988
88IN00031,1986030101,L0101,03,86,1,74,2,30,732,740202,266802,6,,1,,,,,,2,219,M,147,183,,,,,92,0922,,,,,,15,,1988
88IN00032,1982630105,K0105,63,82,2,63,1,06,632,901462,768062,,,,,,,,,1,,3,189,0,,,,,93,0822,,,,,,60,,1988
88IN00033,1980020106,Y0106,02,80,2,72,1,30,703,706807,710507,6,,1,1,1,2,,,2,111,5,173,180,02,,,,92,0922,,,,,,80,,1988
88IN00034,1986030108,L0108,03,86,1,73,2,30,733,761202,241102,6,,1,,,,,,2,232,M,163,199,,,,,92,0922,,,,,,15,,1988
88IN00035,1982630110,K0110,63,82,2,63,1,06,633,890462,778762,,,,,,,,,1,,2,165,170,02,,,,,,,631,2,,,60,,1988
88IN00036,1980020111,Y0111,02,80,2,70,1,30,703,706807,557407,1,,1,,,,,,3,,6,200,0,,,,A,93,1024,,,,,,80,FIELD DAY,1988
88IN00037,1986030113,L0113,03,86,2,73,2,40,005,023120,741602,6,,,,,,,,4,,5,119,139,01,,,S,92,0920,,,,,,15,,1988
88IN00038,1982630121,K0121,63,82,2,61,1,06,611,962862,730362,7,,,,,,,,1,,3,186,174,03,,,,,,,604,3,,,60,,1988
88IN00039,1986030127,L0127,03,86,2,76,2,30,735,771002,571802,6,,1,,,,,,1,,5,118,153,02,,,,,,,FL,4,,,15,,1988
88IN00040,1980940127,M0127,94,80,2,44,1,52,001,487895,132643,,,,,,,,,9,,1,133,132,03,,,,93,0916,,,,,,80,BAGX,1988
88IN00041,1986030129,L0129,03,86,2,76,2,30,733,761202,376502,6,,0,1,0,0,,,2,124,5,124,143,01,,,,92,0922,,,,,,15,,1988
88IN00042,1982630129,K0129,63,82,2,61,1,06,614,937462,698262,7,,,,,,,,3,,8,198,154,12,,,X,93,1003,,,,,,60,BLUEBAG,1988
88IN00043,1986030131,L0131,03,86,2,72,2,30,723,765802,497002,6,,1,,,,,,1,,5,126,150,01,,,,,,,FL,3,,,15,,1988
88IN00044,1986030132,L0132,03,86,2,72,2,30,723,765802,497002,6,,1,1,0,1,,,2,116,5,108,126,01,,,,92,0922,,,,,,15,,1988
88IN00045,1982630134,K0134,63,82,2,60,1,06,604,889262,825462,,,,,,,,,1,,3,186,178,02,,,,,,,603,3,,,60,,1988
88IN00046,1982630135,K0135,63,82,2,60,1,06,604,889262,825462,,,,,,,,,1,,3,151,158,02,,,,,,,604,2,,,60,,1988
88IN00047,1986030138,L0138,03,86,1,75,2,30,739,743202,484102,6,,1,,,,,,,,*,0,0,,4,9,,93,0127,,,,,,15,,1988
88IN00048,1982630140,K0140,63,82,2,63,1,06,631,894862,920262,,,,,,,,,1,,2,174,174,02,,,,,,,632,3,,,60,,1988
88IN00049,1986030149,L0149,03,86,1,74,2,30,738,765902,954001,6,,1,,,,,,3,,M,175,209,,,,,93,0801,,,,,,15, 5 JAW *,1988
88IN00050,1986030150,L0150,03,86,1,74,2,30,738,765902,954001,6,,1,,,,,,2,216,M,178,222,,,,,92,0922,,,,,,15,,1988
88IN00051,1980020151,Y0151,02,80,2,71,1,30,711,877607,707607,7,,1,0,1,3,,,3,123,8,165,144,03,,,X,93,1003,,,,,,80,SWAY BACK,1988
88IN00052,1986030157,L0157,03,86,2,73,2,30,738,765902,203402,6,,0,,,,,,1,,5,168,164,01,,,,,,,731,4,,,15,,1988
88IN00053,1986030160,L0160,03,86,2,73,2,30,731,740102,217702,6,,1,,,,,,1,,5,126,159,02,,,,,,,FL,3,,,15,,1988
88IN00054,1986030161,L0161,03,86,2,73,2,30,731,740102,217702,6,,1,,,,,,1,,5,148,156,01,,,,,,,732,3,,,15,,1988
88IN00055,1982630164,K0164,63,82,2,63,1,06,634,922062,821662,,,,,,,,,1,,1,167,178,02,,,,,,,633,2,,,60,,1988
88IN00056,1982630168,K0168,63,82,2,63,1,06,632,901462,675362,,,,,,,,,,,*,0,0,,,,,07,0416,,,,,,60,,1988
88IN00057,1986030171,L0171,03,86,1,74,2,30,733,761202,930801,2,,1,,,,,,3,,*,0,0,,,,A,93,0912,,,,,,15,ANN'S RAMS,1988
88IN00058,1980940173,M0173,94,80,2,45,1,55,441,822093,140843,,,,,,,,,2,177,1,158,156,03,,,,92,0922,,,,,,80,,1988
88IN00059,1982630179,K0179,63,82,2,61,1,06,612,945962,712662,,,,,,,,,1,,2,119,149,03,,,,,,,613,2,,,60,,1988
88IN00060,1983630183,K0183,63,83,2,63,1,06,633,957062,935462,7,,,,,,,,1,,8,177,170,03,,,,,,,611,2,,,50,,1988
88IN00061,1980020184,Y0184,02,80,2,71,1,30,714,427408,297409,7,,0,0,0,3,,,3,000,8,145,132,02,,,X,93,1003,,,,,,80,OUT,1988
88IN00062,1980020192,Y0192,02,80,2,70,1,30,704,380908,284009,7,,0,0,0,3,,,3,000,8,150,151,02,,,X,93,1003,,,,,,80,DYSTOCIA,1988
88IN00063,1986030197,L0197,03,86,2,75,2,40,003,022320,892602,6,,,,,,,,4,,9,116,121,01,,,L,92,0920,,,,,,15,,1988
88IN00064,1983630197,K0197,63,83,2,61,1,06,612,980662,937062,,,,,,,,,1,,3,153,0,,,,,97,0915,,,,,,50,,1988
88IN00065,1980020198,Y0198,02,80,2,71,1,30,714,427408,379509,1,,0,,,,,,3,,*,0,0,,,,T,95,0507,,,,,,80,JIM'S EWES,1988
88IN00066,1986030200,L0200,03,86,2,76,2,40,007,082220,756302,6,,,,,,,,4,,5,109,125,01,,,L,92,0920,,,,,,15,,1988
88IN00067,1983630200,K0200,63,83,2,60,1,06,601,969962,940462,,,,,,,,,1,,1,200,203,02,,,,,,,601,2,,,50,,1988
88IN00068,1986030201,L0201,03,86,2,74,2,40,006,081220,752102,6,,,,,,,,4,,5,132,149,01,,,L,92,0920,,,,,,15,,1988
88IN00069,1983630201,K0201,63,83,2,63,1,06,631,953162,796462,,,,,,,,,1,,1,176,170,05,,,,,,,634,2,,,50,,1988
88IN00070,1986030202,L0202,03,86,2,74,2,40,006,081220,752102,6,,,,,,,,4,,9,138,136,01,,,L,92,0920,,,,,,15,,1988
88IN00071,1983630202,K0202,63,83,2,63,1,06,631,953162,796462,,,,,,,,,1,,3,184,178,03,,,,,,,631,2,,,50,,1988
88IN00072,1983630204,K0204,63,83,2,60,1,06,604,958362,869562,7,,,,,,,,3,,8,136,118,02,,,X,93,1003,,,,,,50,COND,1988
88IN00073,1986030205,L0205,03,86,2,72,2,30,725,760402,156202,6,,1,,,,,,1,,5,140,163,01,,,,,,,FL,4,,,15,,1988
88IN00074,1983630205,K0205,63,83,2,60,1,06,601,969962,891462,,,,,,,,,1,,3,147,166,02,,,,,,,602,2,,,50,,1988
88IN00075,1980020206,Y0206,02,80,2,70,1,30,703,706807,730007,,,1,,,,,,3,,2,156,152,12,,,X,93,1003,,,,,,80,,1988
88IN00076,1986030206,L0206,03,86,2,00,2,30,725,760402,156202,6,,1,,,,,,1,,5,131,152,02,,,,,,,FL,3,,,15,BLACK,1988
88IN00077,1983630207,K0207,63,83,2,63,1,06,631,953162,785662,7,,,,,,,,1,,8,188,188,02,,,,,,,612,3,,,50,,1988
88IN00078,1983200211,B0211,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,174,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00079,1983630212,K0212,63,83,2,61,1,06,611,012463,832662,,,,,,,,,1,,1,169,178,02,,,,,,,614,3,,,50,,1988
88IN00080,1983630215,K0215,63,83,2,60,1,06,603,959162,751362,,,,,,,,,1,,2,183,0,,,,,11,0825,,,,,,50,,1988
88IN00081,1986030216,L0216,03,86,2,74,2,30,734,747402,623702,6,,1,1,0,1,,,2,116,5,104,131,01,,,,92,0922,,,,,,15,,1988
88IN00082,1986030217,L0217,03,86,2,74,2,30,734,747402,623702,6,,1,1,0,1,,,2,115,5,143,134,01,,,,92,0922,,,,,,15,,1988
88IN00083,1983200217,B0217,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,126,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00084,1986030220,L0220,03,86,2,76,2,40,004,023020,766002,6,,,,,,,,4,,9,144,147,01,,,L,92,0920,,,,,,15,,1988
88IN00085,1980020221,Y0221,02,80,2,71,1,30,711,877607,443807,7,,1,,,,,,3,,8,175,168,04,,,X,93,1003,,,,,,80,BAD SW.BAG,1988
88IN00086,1983630221,K0221,63,83,2,60,1,06,602,937462,914162,,,,,,,,,I,,5,203,195,02,,,,92,0916,,,,,,50,,1988
88IN00087,1983200222,B0222,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,127,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00088,1983200223,B0223,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,145,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00089,1983630225,K0225,63,83,2,63,1,06,632,955162,937362,,,,,,,,,3,,2,188,188,02,,,J,,,,,,,,50,.60 FERT.,1988
88IN00090,1980020228,Y0228,02,80,2,71,1,30,712,868507,596907,,,1,,,,,,1,,2,147,0,,,,,01,0730,,,,,,80,,1988
88IN00091,1986030229,L0229,03,86,1,72,2,30,722,765502,039402,6,,1,,,,,,2,228,M,183,205,,,,,92,0922,,,,,,15,,1988
88IN00092,1986030230,L0230,03,86,2,72,2,30,722,765502, 39402,6,,1,,,,,,1,,5,145,203,02,,,,,,,FL,5,,,15,,1988
88IN00093,1983200230,B0230,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,149,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00094,1983630230,K0230,63,83,2,63,1,06,631,953162,909762,,,,,,,,,1,,3,163,170,02,,,,,,,632,3,,,50,BAGOK,1988
88IN00095,1983200231,B0231,20,83,1,,1,,,TEXAS,,2,,,,,,,,,,M,138,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00096,1986030237,L0237,03,86,2,75,2,40,003,022320,866902,6,,,,,,,,4,,9,112,114,01,,,L,92,0920,,,,,,15,,1988
88IN00097,1986030238,L0238,03,86,2,75,2,40,003,022320,866902,6,,,,,,,,4,,5,96,124,01,,,S,92,0920,,,,,,15,,1988
88IN00098,1986030240,L0240,03,86,2,73,2,40,004,023020,748702,6,,,,,,,,4,,9,162,161,01,,,L,92,0920,,,,,,15,,1988
88IN00099,1986030242,L0242,03,86,2,72,2,30,722,765502,528202,6,,1,,,,,,8,,5,111,136,11,,,,93,0916,,,,,,15,,1988
88IN00100,1980940242,M0242,94,80,2,65,1,56,641,836493,568562,,,,,,,,,2,182,1,165,159,03,,,,92,0922,,,,,,80,,1988
88IN00101,1986030244,L0244,03,86,2,73,2,40,005,023120,738302,6,,,,,,,,4,,5,106,130,01,,,S,92,0920,,,,,,15,,1988
88IN00102,1980940247,M0247,94,80,2,46,1,52,461,722093,637393,,,,,,,,,,,5,130,0,,,,,93,0620,,,,,,80,,1988
88IN00103,1983630251,K0251,63,83,2,60,1,06,601,969962,874762,,,,,,,,,3,,3,148,148,02,,,X,93,1003,,,,,,50,LUMPFACE,1988
88IN00104,1983630252,K0252,63,83,2,61,1,06,613,999662,970962,7,,,,,,,,1,,8,168,168,02,,,,,,,613,3,,,50,,1988
88IN00105,1986030254,L0254,03,86,2,73,2,30,739,743202,487202,6,,1,,,,,,3,,5,123,124,12,,,,93,1121,,FL,2,,,15,,1988
88IN00106,1986030255,L0255,03,86,2,73,2,30,739,743202,487202,6,,1,,,,,,1,,5,143,144,01,,,,,,,733,3,,,15,,1988
88IN00107,1983630255,K0255,63,83,1,61,1,06,611,012463,901662,2,,,,,,,,,,*,0,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00108,1986030270,L0270,03,86,1,72,2,30,721,773102,772202,6,,1,,,,,,2,231,M,155,188,,,,,92,0922,,,,,,15,,1988
88IN00109,1983630270,K0270,63,83,2,63,1,06,633,957062,831562,,,,,,,,,1,,3,196,196,03,,,,,,,634,4,,,50,,1988
88IN00110,1983630272,K0272,63,83,2,61,1,06,611,012463,891862,,,,,,,,,1,,1,146,156,02,,,,,,,611,3,,,50,,1988
88IN00111,1986030275,L0275,03,86,2,76,2,30,732,740202,236402,6,,0,,,,,,1,,5,127,162,02,,,,,,,FL,5,,,15,,1988
88IN00112,1986030278,L0278,03,86,1,76,2,30,732,740202,371002,6,,0,,,,,,3,,M,146,176,,,,,97,0919,,,,,,15,MSG ?,1988
88IN00113,1986030279,L0279,03,86,2,76,2,30,732,740202,371002,6,,0,,,,,,1,,5,126,168,02,,,,,,,FL,3,,,15,,1988
88IN00114,1986030280,L0280,03,86,2,75,2,40,007,082220,773602,6,,,,,,,,4,,5,106,124,01,,,L,92,0920,,,,,,15,,1988
88IN00115,1980020281,Y0281,02,80,2,71,1,30,712,868507,335907,,,1,1,1,2,,,2,111,1,127,131,03,,,,92,0922,,,,,,80,,1988
88IN00116,1986030282,L0282,03,86,2,75,2,40,005,023120,778702,6,,,,,,,,4,,5,98,118,01,,,S,92,0920,,,,,,15,HORNS?,1988
88IN00117,1986030285,L0285,03,86,2,76,2,30,734,747402,578002,6,,1,,,,,,1,,5,124,149,02,,,,,,,FL,4,,,15,,1988
88IN00118,1983630286,K0286,63,83,2,63,1,06,632,955162,831462,7,,,,,,,,3,,8,187,185,11,,,J,,,,,,,,50,JX,1988
88IN00119,1986030288,L0288,03,86,1,72,2,30,725,760402,144102,6,,1,,,,,,3,,M,179,206,,,,,93,0801,,,,,,15, 5 JAW *,1988
88IN00120,1983630291,K0291,63,83,2,60,1,06,601,969962,746762,,,,,,,,,1,,3,153,160,02,,,,,,,601,3,,,50,,1988
88IN00121,1986030292,L0292,03,86,2,73,2,40,007,082220,746702,6,,,,,,,,4,,5,131,148,01,,,S,92,0920,,,,,,15,,1988
88IN00122,1986030293,L0293,03,86,2,73,2,40,007,082220,746702,6,,,,,,,,4,,5,124,143,01,,,S,92,0920,,,,,,15,,1988
88IN00123,1983630299,K0299,63,83,2,60,1,06,604,958362,970662,,,,,,,,,1,,3,172,179,02,,,,,,,603,3,,,50,,1988
88IN00124,1983630300,K0300,63,83,2,61,1,06,612,980662,847962,,,,,,,,,1,,3,136,149,02,,,,,,,612,3,,,50,,1988
88IN00125,1983630301,K0301,63,83,2,60,1,06,604,958362,930262,1,,,,,,,,3,,5,175,0,,,,A,,,,,,,,50,ANN'S EWES,1988
88IN00126,1983630303,K0303,63,83,2,63,1,06,632,955162,778762,,,,,,,,,3,,2,174,186,03,,,J,,,,,,,,50,TEATS HID,1988
88IN00127,1980020304,Y0304,02,80,2,70,1,30,702,701807,594007,,,1,0,1,0,,,2,123,1,140,141,03,,,,92,0922,,,,,,80,,1988
88IN00128,1983630312,K0312,63,83,2,60,1,06,601,969962,681562,,,,,,,,,1,,6,174,0,,,,,93,0718,,,,,,50,,1988
88IN00129,1983630317,K0317,63,83,1,61,1,06,614,990062,698262,2,,,,,,,,,,*,0,0,,,,J,93,0606,,,,,,50,JIM'S RAMS,1988
88IN00130,1986030318,L0318,03,86,2,72,2,30,724,765602,610701,6,,1,1,0,1,,,2,115,5,114,134,01,,,,92,0922,,,,,,15,,1988
88IN00131,1986030319,L0319,03,86,2,00,2,30,725,760402,751902,6,,1,,,,,,1,,1,145,146,03,,,,,,,701,2,,,15,BLACK,1988
88IN00132,1983630320,K0320,63,83,2,61,1,06,614,990062,827062,,,,,,,,,1,,2,135,140,02,,,,12,1213,,613,1,,,50,,1988
88IN00133,1986030321,L0321,03,86,2,72,2,30,721,773102,622302,6,,1,,,,,,1,,5,147,181,02,,,,,,,FL,3,,,15,,1988
88IN00134,1983630321,K0321,63,83,2,61,1,06,614,990062,827062,7,,,,,,,,1,,8,163,170,02,,,,,,,614,3,,,50,,1988
88IN00135,1986030323,L0323,03,86,2,76,2,40,007,082220,751802,6,,,,,,,,4,,5,143,140,01,,,S,92,0920,,,,,,15,,1988
88IN00136,1983630323,K0323,63,83,2,60,1,06,604,958362,899862,1,,,,,,,,3,,6,172,0,,,,A,,,,,,,,50,ANN'S EWES,1988
88IN00137,1986030325,L0325,03,86,2,72,2,30,725,760402,716402,6,,1,,,,,,1,,5,155,189,02,,,,,,,FL,4,,,15,,1988
88IN00138,1983630326,K0326,63,83,2,61,1,06,613,999662,954162,7,,,,,,,,1,,8,158,159,03,,,,,,,631,2,,,50,,1988
88IN00139,1985800326,X0326,80,85,2,47,1,55,473,680694,214294,,,,,,,,,1,,2,138,168,02,,,,,,,  6,3,,,30,,1988
88IN00140,1983630333,K0333,63,83,2,61,1,06,612,980662,892762,,,,,,,,,I,,1,167,191,05,,,,92,0916,,,,,,50,,1988
88IN00141,1985800336,X0336,80,85,2,16,1,51,162,727394,383194,,,,,,,,,2,137,1,117,131,02,,,,92,0922,,,,,,30,,1988
88IN00142,1983630338,K0338,63,83,2,60,1,06,602,937462,932662,,,,,,,,,1,,5,156,185,02,,,,,,,604,4,,,50,,1988
88IN00143,1980020342,Y0342,02,80,2,70,1,30,701,732307,479807,7,,1,,,,,,3,,5,128,0,,,,,93,0620,,,,,,80,CULL,1988
88IN00144,1983630347,K0347,63,83,2,60,1,06,601,969962,840562,,,,,,,,,1,,3,190,182,03,,,,,,,602,4,,,50,,1988
88IN00145,1985800349,X0349,80,85,2,44,1,52,001,451495,430243,,,,,,,,,2,157,1,163,170,02,,,,92,0922,,,,,,30,,1988
88IN00146,1980940350,M0350,94,80,2,67,1,56,653,726793,828893,,,,,,,,,2,182,1,152,152,03,,,,92,0922,,,,,,80,,1988
88IN00147,1986030351,L0351,03,86,2,75,2,30,731,740102,454902,6,,1,,,,,,1,,5,124,166,02,,,,,,,FL,4,,,15,,1988
88IN00148,1986030356,L0356,03,86,2,76,2,40,005,023120,761802,6,,,,,,,,4,,5,120,141,01,,,S,92,0920,,,,,,15,,1988
88IN00149,1983630358,K0358,63,83,2,60,1,06,602,937462,729662,7,,,,,,,,1,,8,145,0,,,,,50,0707,,,,,,50,,1988
88IN00150,1983630359,K0359,63,83,2,60,1,06,602,937462,729662,7,,,,,,,,1,,8,154,167,02,,,,,,,632,2,,,50,,1988
88IN00151,1980020361,Y0361,02,80,2,71,1,30,712,868507,478107,1,,1,,,,,,3,,*,0,0,,,,T,,,,,,,,80,JIM'S EWES,1988
88IN00152,1986030364,L0364,03,86,2,72,2,30,725,760402,588202,6,,1,1,0,1,,,2,116,5,97,121,01,,,,92,0922,,,,,,15,,1988
88IN00153,1983630364,K0364,63,83,2,60,1,06,603,959162,904862,,,,,,,,,1,,3,158,0,,,,,97,0915,,,,,,50,,1988
88IN00154,1986030365,L0365,03,86,2,73,2,30,737,761602,594602,6,,1,1,0,1,,,2,116,5,138,132,01,,,,92,0922,,,,,,15,,1988
88IN00155,1983630365,K0365,63,83,2,60,1,06,603,959162,904862,,,,,,,,,1,,1,137,146,03,,,,,,,603,3,,,50,,1988
88IN00156,1986030366,L0366,03,86,1,73,2,30,737,761602,594602,6,,1,,,,,,3,,M,191,224,,,,,93,0801,,,,,,15,NOTCH,1988
88IN00157,1986030367,L0367,03,86,2,76,2,30,733,761202,398102,6,,1,,,,,,1,,5,144,146,01,,,,,,,734,3,,,15,,1988
88IN00158,1986030368,L0368,03,86,2,76,2,30,733,761202,398102,6,,1,,,,,,1,,5,142,165,01,,,,,,,735,4,,,15,,1988
88IN00159,1986030372,L0372,03,86,2,74,2,40,005,023120,750402,6,,,,,,,,4,,5,104,126,01,,,S,92,0920,,,,,,15,,1988
88IN00160,1983630373,K0373,63,83,2,60,1,06,603,959162,803762,,,,,,,,,1,,2,164,170,02,,,,,,,604,3,,,50,,1988
88IN00161,1980940373,M0373,94,80,2,67,1,56,653,726793,798093,1,,,,,,,,3,,6,205,0,,,,A,93,1024,,,,,,80,FIELD DAY,1988
88IN00162,1983630375,K0375,63,83,2,60,1,06,604,958362,914962,,,,,,,,,,,*,0,0,,,,,16,0517,,,,,,50,,1988
88IN00163,1983630376,K0376,63,83,2,60,1,06,604,958362,914962,,,,,,,,,1,,5,155,171,02,,,,,,,601,4,,,50,,1988
88IN00164,1985800377,X0377,80,85,2,45,1,55,441,672994,526543,,,,,,,,,1,,1,136,153,01,,,,,,,  7,2,,,30,,1988
88IN00165,1985800378,X0378,80,85,2,64,1,53,004,604995,070863,,,,,,,,,2,170,3,122,136,02,,,,92,0922,,,,,,30,,1988
88IN00166,1985800379,X0379,80,85,2,44,1,52,005,610895,373243,7,,,,,,,,2,157,8,172,181,02,,,,92,0922,,,,,,30,,1988
88IN00167,1985800383,X0383,80,85,2,16,1,51,163,673194,411894,,,,,,,,,9,,3,148,165,11,,,,93,0916,,,,,,30,SPOILED,1988
88IN00168,1980020384,Y0384,02,80,2,70,1,30,704,380908,309209,,,0,,,,,,3,,3,146,0,,,,,97,0915,,,,,,80,LUNGER,1988
88IN00169,1986030388,L0388,03,86,2,73,2,40,006,081220,743702,6,,,,,,,,4,,5,117,141,01,,,L,92,0920,,,,,,15,,1988
88IN00170,1986030393,L0393,03,86,2,75,2,30,736,739302,689202,6,,1,1,0,1,,,2,116,5,108,110,01,,,,92,0922,,,,,,15,,1988
88IN00171,1986030395,L0395,03,86,2,74,2,30,731,740102,614002,6,,1,,,,,,1,,5,145,164,01,,,,,,,731,4,,,15,,1988
88IN00172,1983630396,K0396,63,83,2,61,1,06,611,012463,954762,,,,,,,,,1,,2,121,132,04,,,,,,,614,2,,,50,,1988
88IN00173,1986030397,L0397,03,86,1,73,2,30,738,765902,621902,6,,1,,,,,,2,218,M,189,233,,,,,92,0922,,,,,,15,,1988
88IN00174,1983630399,K0399,63,83,2,63,1,06,633,957062,875162,,,,,,,,,1,,1,166,174,02,,,,,,,633,3,,,50,,1988
88IN00175,1986030401,L0401,03,86,1,74,2,30,732,740202,228702,6,,1,,,,,,2,215,M,172,201,,,,,92,0922,,,,,,15,,1988
88IN00176,1986030402,L0402,03,86,2,74,2,30,732,740202,228702,6,,1,1,0,1,,,2,115,5,108,134,01,,,,92,0922,,,,,,15,,1988
88IN00177,1986030406,L0406,03,86,2,72,2,30,724,765602,342602,6,,1,,,,,,1,,5,144,165,03,,,,,,,FL,3,,,15,,1988
88IN00178,1985800406,X0406,80,85,2,14,1,51,003,604695,527019,,,,,,,,,2,137,1,121,136,02,,,,92,0922,,,,,,30,,1988
88IN00179,1983630409,K0409,63,83,2,61,1,06,611,012463,863762,,,,,,,,,1,,3,191,192,03,,,,,,,611,4,,,50,,1988
88IN00180,1986030412,L0412,03,86,1,72,2,30,724,765602,323702,2,,1,,,,,,3,,*,0,0,,,,A,,,,,,,,15,ANN'S RAMS,1988
