UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
21BR00025,A0313,3.0,,.,38,1,0,175,4.0,1,175,1006,W,1,,30,173,1105,4.5,202,0105,4.5
21BR00026,A0327,3.0,,OKFORONE,36,1,,190,4.0,2,197,1006,W,1,,30,194,1105,4.0,230,0105,5.0
21BR00027,A0350,2.0,,.,34,1,0,183,3.5,1,190,1006,W,1,,30,190,1105,4.0,210,0105,4.5
21BR00028,A0354,2.0,,.,37,1,0,199,4.0,1,191,1006,W,1,,30,197,1105,4.5,228,0105,5.0
21BR00029,A0356,2.0,,.,39,1,7,172,3.5,1,178,1007,W,1,,30,179,1105,4.0,213,0105,4.0
21BR00030,A0363,2.0,,.,37,1,,152,4.0,1,146,1006,W,1,,30,149,1105,4.0,172,0105,4.0
21BR00031,A0370,2.0,,.,38,1,0,171,3.5,1,171,1006,W,1,,30,167,1105,4.0,191,0105,4.0
21BR00032,A0380,2.0,,.,34,1,0,158,4.0,1,163,1006,W,1,,30,169,1105,4.5,191,0105,5.0
21BR00033,A0389,2.0,,.,40,1,,202,4.0,D,205,1006,W,1,,30,207,1105,4.0,233,0105,4.5
21BR00034,A0404,2.0,,SM.BAG,34,1,0,169,4.0,1,174,1006,W,1,,30,183,1105,4.5,202,0105,4.0
21BR00035,A0407,2.0,,NICE LAMB,40,1,0,220,3.5,2,216,1006,W,1,,30,220,1105,4.5,241,0105,4.0
21BR00036,A0432,2.0,,.,41,1,0,182,4.0,1,187,1006,W,1,,30,179,1105,4.5,211,0105,4.5
21BR00037,A0435,2.0,,SM.BAG,35,1,0,157,3.0,1,165,1006,W,1,,30,164,1105,4.0,191,0105,4.5
21BR00038,A0437,2.0,,SM.BAG,35,1,7,172,3.5,2,177,1006,W,1,,30,182,1105,4.5,207,0105,4.0
21BR00039,A0444,2.0,,.,40,1,0,158,3.5,2,157,1007,W,1,,30,160,1105,4.0,198,0105,4.0
21BR00040,A0456,2.0,,.,37,1,7,157,3.5,1,153,1006,W,1,,30,158,1105,3.5,194,0105,4.0
21BR00041,A0460,2.0,,.,41,1,,176,3.5,1,176,1007,W,1,,30,178,1105,4.0,210,0105,4.0
21BR00042,A0479,2.0,,.,38,1,0,147,3.0,1,151,1007,W,1,,30,154,1105,3.5,184,0105,4.0
21BR00043,A0498,2.0,,.,35,1,,191,4.0,1,190,1007,W,1,,30,200,1105,4.5,219,0105,4.0
21BR00044,A0499,2.0,,.,39,1,0,194,4.0,1,194,1006,W,1,,30,196,1105,4.0,232,0105,4.0
21BR00045,A0506,2.0,,.,41,1,0,165,4.0,1,175,1006,W,1,,30,178,1105,4.0,205,0105,4.0
21BR00046,A0516,2.0,,.,36,1,0,182,3.5,2,177,1006,W,1,,30,175,1105,4.5,206,0105,4.5
21BR00047,A0533,2.0,,TRYONE,38,1,0,166,3.5,1,175,1006,W,1,,30,179,1105,4.0,201,0105,4.5
21BR00048,A0535,2.0,,.,35,1,,172,4.5,2,177,1006,W,1,,30,185,1105,4.5,205,0105,4.5
21BR00049,A0545,2.0,,.,40,1,,191,4.0,2,190,1007,W,1,,30,193,1105,4.0,221,0105,4.5
21BR00050,A0564,2.0,,.,34,1,7,164,3.5,1,169,1006,W,1,,30,180,1105,3.5,204,0105,4.0
21BR00051,A0569,2.0,,.,40,1,,165,3.5,2,171,1006,W,1,,30,172,1105,4.0,190,0105,4.0
21BR00052,A0587,2.0,,SMBAG,35,1,7,153,4.0,1,155,1007,W,1,,30,162,1105,4.0,184,0105,4.5
21BR00053,A0590,2.0,,.,36,1,,190,4.0,1,193,1006,W,1,,30,180,1105,4.0,212,0105,4.5
21BR00054,A0591,2.0,,.,38,1,,174,4.0,2,168,1006,W,1,,30,167,1105,4.0,205,0105,4.0
21BR00055,A0607,2.0,,.,36,1,0,182,4.0,2,189,1007,W,1,,30,188,1105,4.0,218,0105,4.0
21BR00056,A0609,2.0,,SMBAG,39,1,7,169,3.5,2,175,1006,W,1,,30,172,1105,4.0,204,0105,4.5
21BR00057,A0611,2.0,,LTRS,34,1,7,165,3.0,2,163,1006,W,1,,30,169,1105,3.5,200,0105,4.0
21BR00058,A0615,2.0,,.,34,1,7,221,4.5,D,220,1006,W,1,,30,229,1105,4.5,248,0105,5.0
21BR00059,A0622,2.0,,.,37,1,0,173,3.0,1,180,1007,W,1,,30,185,1105,4.0,216,0105,4.0
21BR00060,A0632,2.0,,.,41,1,,176,4.0,1,172,1006,W,1,,30,177,1105,4.0,206,0105,4.5
21BR00061,A0641,2.0,,SMBAG,35,1,0,154,3.5,1,160,1006,W,1,,30,156,1105,3.5,173,0105,4.0
21BR00062,A0648,2.0,,.,39,1,7,199,4.0,1,197,1007,W,1,,30,196,1105,3.5,233,0105,4.5
21BR00063,A0654,2.0,,.,37,1,7,169,3.5,1,167,1007,W,1,,30,171,1105,3.5,202,0105,4.0
21BR00064,A0668,2.0,,LAME,41,1,7,156,3.5,H,162,1006,W,1,,30,165,1105,4.0,197,0105,5.0
21BR00065,A0673,2.0,,SMBAG,41,1,,167,4.0,1,166,1007,W,1,,30,163,1105,4.0,197,0105,4.5
21BR00066,A0687,2.0,,.,38,1,,178,4.0,1,182,1007,W,1,,30,182,1105,4.5,211,0105,4.5
21BR00067,A0720,1.0,,.,40,1,,169,4.0,1,165,1006,W,1,,30,176,1105,4.0,195,0105,4.5
21BR00068,A0733,1.0,,SMBAG,37,1,0,163,3.5,1,166,1006,W,1,,30,163,1105,4.5,187,0105,4.0
21BR00069,A0741,1.0,,1ST,39,1,0,188,3.0,2,199,1007,W,1,,30,194,1105,4.0,219,0105,4.0
21BR00070,A0745,1.0,,.,34,1,0,168,4.0,1,172,1006,W,1,,30,175,1105,4.5,183,0105,4.0
21BR00071,A0761,1.0,,SMBAG,39,1,0,143,4.0,1,144,1006,W,1,,30,147,1105,4.0,180,0105,4.5
21BR00072,A0766,1.0,,.,38,1,0,163,3.0,1,169,1007,W,1,,30,167,1105,4.0,196,0105,4.0
21BR00073,A0769,1.0,,HAIRY,36,1,0,129,3.0,D,147,1006,W,1,,30,140,1105,3.5,155,0105,4.0
21BR00074,A0784,1.0,,.,37,1,7,174,4.0,D,178,1007,W,1,,30,173,1105,4.5,191,0105,4.0
21BR00075,A0809,1.0,,PINK.EARS,40,1,,154,3.5,1,150,1006,W,1,,30,162,1105,4.5,191,0105,4.0
21BR00076,A0812,1.0,,1ST,41,1,0,138,4.0,1,149,1006,W,1,,30,152,1105,4.0,183,0105,4.0
21BR00077,A0816,1.0,,SMBAG,35,1,0,151,3.5,1,150,1006,W,1,,30,156,1105,3.5,178,0105,4.5
21BR00078,A0819,1.0,,.,41,1,0,204,3.5,2,198,1007,W,1,,30,204,1105,4.5,233,0105,4.5
21BR00079,A0829,1.0,,THIN,38,1,0,130,4.0,D,135,1006,W,1,,30,131,1105,3.5,144,0105,4.0
21BR00080,A0844,1.0,,.,39,1,7,165,3.0,1,158,1006,W,1,,30,172,1105,4.0,195,0105,4.0
21BR00081,A0850,1.0,,SMBAG,37,1,7,149,3.5,1,151,1007,W,1,,30,157,1105,4.0,188,0105,4.0
21BR00082,A0857,1.0,,.,38,1,7,146,3.5,1,149,1006,W,1,,30,150,1105,4.0,173,0105,4.0
21BR00083,A0860,1.0,,SMBAG,41,1,0,150,4.0,D,160,1006,W,1,,30,161,1105,4.0,184,0105,4.5
21BR00084,A0861,1.0,,SMBAG,39,1,0,145,3.5,1,155,1006,W,1,,30,147,1105,4.5,183,0105,4.5
21BR00085,A0866,1.0,,.,40,1,0,160,3.5,1,157,1006,W,1,,30,164,1105,4.0,191,0105,4.0
21BR00086,A0871,1.0,,SMBAG,36,1,0,130,3.5,2,132,1006,W,1,,30,132,1105,4.0,157,0105,4.0
21BR00087,A0899,1.0,,.,35,1,0,139,3.5,1,144,1006,W,1,,30,154,1105,3.5,169,0105,4.0
21BR00088,A0904,1.0,,.,37,1,0,144,3.5,2,161,1006,W,1,,30,152,1105,4.0,179,0105,4.0
21BR00089,A0905,1.0,,HERNIA,40,1,0,134,3.5,H,135,1006,W,1,,30,145,1105,4.0,163,0105,4.0
21BR00090,A0907,1.0,,.,35,1,0,141,3.5,1,154,1006,W,1,,30,152,1105,3.5,180,0105,4.0
21BR00091,A0916,1.0,,SMBAG,36,1,0,158,4.0,1,163,1007,W,1,,30,158,1105,4.5,178,0105,4.5
21BR00092,A0918,1.0,,.,34,1,,163,3.5,1,168,1006,W,1,,30,169,1105,3.5,186,0105,5.0
21BR00093,A0938,1.0,,.,34,1,,153,4.0,D,158,1006,W,1,,30,164,1105,4.5,174,0105,4.5
21BR00094,A0950,1.0,,.,38,1,0,151,4.0,1,152,1006,W,1,,30,147,1105,4.0,171,0105,4.5
21BR00095,A0954,1.0,,.,37,1,0,156,3.5,2,156,1006,W,1,,30,155,1105,4.0,185,0105,4.0
21BR00096,A0970,1.0,,SMBAG,36,1,,135,3.5,2,143,1006,W,1,,30,140,1105,4.5,175,0105,4.0
21BR00097,A0974,1.0,,.,40,1,,154,3.5,1,164,1006,W,1,,30,171,1105,4.0,193,0105,4.0
21BR00098,A0979,1.0,,.,37,1,0,151,4.0,1,157,1006,W,1,,30,160,1105,4.0,172,0105,4.0
21BR00099,A0996,1.0,,SMBAG,35,1,,134,4.0,2,140,1006,W,1,,30,149,1105,3.5,167,0105,4.5
21BR00100,A0997,1.0,,.,41,1,,142,3.5,1,145,1007,W,1,,30,147,1105,4.5,177,0105,5.0
21BR00101,A0998,1.0,,.,34,1,0,131,3.5,1,144,1006,W,1,,30,143,1105,3.5,173,0105,4.0
21BR00102,A1002,1.0,,.,36,1,0,184,3.5,D,196,1006,W,1,,30,191,1105,4.5,218,0105,4.5
21BR00103,A1005,1.0,,SMBAG,39,1,0,173,3.5,1,177,1006,W,1,,30,178,1105,4.0,204,0105,4.0
21BR00104,A1008,1.0,,.,41,1,7,147,3.0,2,154,1006,W,1,,30,152,1105,4.0,187,0105,4.5
21BR00105,A1022,1.0,,BLOODY.RS,39,1,7,146,3.5,1,154,1007,W,1,,30,158,1105,4.0,177,0105,4.5
21BR00106,A1027,1.0,,HAIRY,35,1,,120,3.5,D,119,1006,W,1,,30,118,1105,3.0,117,0105,2.0
21BR00107,A1043,1.0,,SMBAG,38,1,0,168,4.0,2,174,1006,W,1,,30,171,1105,4.0,200,0105,4.5
21BR00108,A1044,1.0,,.,34,1,0,178,4.0,D,175,1006,W,1,,30,183,1105,4.0,202,0105,4.0
21BR00109,A1050,1.0,,SMBAG,40,1,,123,3.0,2,136,1006,W,1,,30,140,1105,4.0,171,0105,4.0
21BR00110,H8909,6.0,,.,39,1,0,172,3.5,1,171,1006,W,1,,30,167,1105,4.0,194,0105,4.5
21BR00111,H8927,6.0,,.,40,1,0,198,3.5,2,194,1006,W,1,,30,211,1105,4.5,246,0105,4.5
21BR00112,H8931,6.0,,WARTS,41,1,7,178,4.0,1,182,1006,W,1,,30,184,1105,4.5,213,0105,4.5
21BR00113,H8955,6.0,,.,37,1,0,215,4.0,2,211,1006,W,1,,30,210,1105,4.5,240,0105,4.5
21BR00114,H8958,6.0,,.,38,1,0,173,4.0,1,183,1006,W,1,,30,178,1105,3.5,219,0105,4.0
21BR00115,H9007,6.0,,.,35,1,0,179,4.0,1,176,1006,W,1,,30,179,1105,4.0,206,0105,4.0
21BR00116,H9055,6.0,,.,37,1,0,162,3.0,2,167,1006,W,1,,30,169,1105,4.0,202,0105,4.0
21BR00117,H9134,6.0,,.,34,1,,188,3.5,1,185,1007,W,1,,30,186,1105,4.0,205,0105,4.0
21BR00118,H9194,6.0,,.,39,1,0,184,4.5,1,188,1007,W,1,,30,190,1105,4.5,217,0105,5.0
21BR00119,H9229,6.0,,TRIPLET PROJE,34,1,,226,5.0,D,223,1006,W,1,,30,223,1105,4.0,243,0105,4.5
21BR00120,H9232,6.0,,.,40,1,0,191,4.0,1,191,1006,W,1,,30,196,1105,4.5,216,0105,5.0
21BR00121,H9237,6.0,,.,37,1,0,188,3.5,2,185,1006,W,1,,30,196,1105,4.0,229,0105,4.0
21BR00122,H9240,6.0,,CHUNKYMLKRS,41,1,0,178,3.5,1,182,1006,W,1,,30,169,1105,3.5,190,0105,3.5
21BR00123,H9306,5.0,,.,36,1,0,208,3.5,1,216,1006,W,1,,30,216,1105,3.5,240,0105,5.0
21BR00124,H9310,5.0,,.,35,1,7,191,3.5,1,193,1006,W,1,,30,196,1105,3.5,209,0105,4.5
21BR00125,H9317,5.0,,.,35,1,,217,4.5,2,217,1006,W,1,,30,213,1105,5.0,237,0105,5.0
21BR00126,H9322,5.0,,TRIPPROJECT,38,1,0,200,3.5,2,197,1006,W,1,,30,199,1105,4.0,222,0105,4.5
21BR00127,H9341,5.0,,.,36,1,,212,4.5,D,215,1007,W,1,,30,208,1105,4.5,239,0105,5.0
21BR00128,H9359,5.0,,WARTS,38,1,,169,3.5,1,169,1006,W,1,,30,163,1105,4.0,183,0105,4.0
21BR00129,H9380,5.0,,WARTS,40,1,7,177,3.5,H,171,1006,W,1,,30,178,1105,4.0,204,0105,4.0
21BR00130,H9393,5.0,,.,34,1,0,191,3.5,D,190,1007,W,1,,30,178,1105,4.0,197,0105,4.0
21BR00131,H9403,5.0,,.,41,1,0,187,3.5,1,187,1006,W,1,,30,200,1105,4.0,226,0105,4.0
21BR00132,H9436,5.0,,.,39,1,,175,3.5,1,189,1006,W,1,,30,180,1105,3.5,208,0105,4.0
21BR00133,H9439,5.0,,.,36,1,0,173,3.0,1,175,1007,W,1,,30,172,1105,4.5,195,0105,4.0
21BR00134,H9448,5.0,,TIGHTBAG,38,1,0,202,3.5,1,196,1007,W,1,,30,197,1105,4.0,227,0105,4.0
21BR00135,H9465,5.0,,.,36,1,,174,4.0,2,163,1007,W,1,,30,164,1105,4.5,197,0105,4.5
21BR00136,H9501,5.0,,.,34,1,0,176,4.0,2,176,1006,W,1,,30,182,1105,4.0,209,0105,4.5
21BR00137,H9504,5.0,,WARTS,34,1,0,176,4.0,1,164,1006,W,1,,30,173,1105,4.0,194,0105,4.5
21BR00138,H9525,5.0,,.,38,1,0,206,4.0,D,206,1007,W,1,,30,194,1105,4.5,219,0105,4.5
21BR00139,H9537,5.0,,.,35,1,0,190,4.5,D,196,1006,W,1,,30,206,1105,4.5,224,0105,4.5
21BR00140,H9551,5.0,,WARTS,36,1,,183,3.0,1,186,1006,W,1,,30,177,1105,3.5,220,0105,3.5
21BR00141,H9614,4.0,,.,40,1,0,188,4.0,H,196,1006,W,1,,30,187,1105,4.0,219,0105,4.0
21BR00142,H9648,4.0,,SMBAG,37,1,0,177,3.0,1,179,1007,W,1,,30,173,1105,3.5,197,0105,3.5
21BR00143,H9692,4.0,,.,38,1,0,180,3.5,1,179,1006,W,1,,30,179,1105,4.0,217,0105,4.0
21BR00144,H9694,4.0,,.,37,1,0,157,3.0,1,151,1006,W,1,,30,161,1105,3.5,191,0105,4.0
21BR00145,H9739,4.0,,.,39,1,,172,3.0,1,177,1006,0,6,42,30,,,,,,
21BR00146,H9754,4.0,,.,40,1,0,201,4.0,H,209,1006,W,1,,30,213,1105,5.0,233,0105,5.0
21BR00147,H9762,4.0,,.,41,1,7,206,3.5,1,205,1006,W,1,,30,209,1105,4.0,243,0105,4.5
21BR00148,H9791,4.0,,.,39,1,,217,4.0,D,224,1007,W,1,,30,220,1105,5.0,228,0105,5.0
21BR00149,H9793,4.0,,WARTS,41,1,,195,3.5,2,197,1006,W,1,,30,210,1105,4.0,235,0105,4.0
21BR00150,H9833,4.0,,.,40,1,,166,3.5,2,164,1006,W,1,,30,176,1105,4.5,208,0105,4.0
21BR00151,H9846,4.0,,.,37,1,0,190,4.0,1,191,1007,W,1,,30,191,1105,4.0,220,0105,4.5
21BR00152,H9899,4.0,,.,35,1,7,183,4.0,1,187,1006,W,1,,30,190,1105,4.0,217,0105,4.5
21BR00153,H9910,4.0,,.,35,1,0,156,4.0,1,154,1006,W,1,,30,162,1105,4.0,187,0105,4.5
21BR00154,H9916,4.0,,TRIPLET PROJE,41,1,0,213,4.0,2,204,1006,W,1,,30,204,1105,4.0,237,0105,4.5
21BR00155,H9923,4.0,,HAD 6 LAMBS,36,1,7,187,4.0,1,190,1007,W,1,,30,190,1105,4.0,,,
21BR00156,H9964,4.0,,.,39,1,0,162,3.5,2,175,1006,W,1,,30,172,1105,4.0,202,0105,4.0
21BR00157,H9974,3.0,,SMBAG,34,1,7,216,4.0,1,209,1006,W,1,,30,213,1105,4.0,238,0105,4.5
21BR00158,H9980,3.0,,.,37,1,,189,4.0,1,198,1007,W,1,,30,201,1105,5.0,231,0105,5.0
21BR00159,H9982,3.0,,.,35,1,0,156,4.0,1,164,1006,W,1,,30,157,1105,3.5,183,0105,4.5
21BR00160,H9994,3.0,,TRIPLET PROJE,40,1,0,198,4.0,1,196,1006,W,1,,30,198,1105,5.0,220,0105,5.0
21BR00161,K5131,4.0,,.,1,1,,220,4.5,1,226,1006,W,1,,06,252,1119,4.5,260,0105,4.5
21BR00162,K5132,4.0,,.,10,1,,208,4.0,H,208,1006,W,1,,06,212,1105,4.0,239,0105,4.5
21BR00163,K5133,4.0,,.,14,1,,163,3.5,1,169,1006,W,1,,06,162,1105,3.0,177,0105,2.5
21BR00164,K5136,4.0,,.,1,1,,211,3.5,1,212,1006,W,1,,06,246,1119,4.5,246,0105,4.0
21BR00165,K5137,4.0,,LOWSAGGYBAG,17,1,,183,4.0,H,193,1006,W,1,,06,196,1105,4.0,212,0105,4.5
21BR00166,K5139,4.0,,.,15,1,,194,3.0,1,154,1006,0,6,66,06,,,,,,
21BR00167,K5150,4.0,,.,1,1,,201,4.0,1,213,1006,W,1,,06,238,1119,4.5,246,0105,4.5
21BR00168,K5170,4.0,,.,13,1,,195,3.5,H,209,1007,W,1,,06,211,1105,4.0,245,0105,3.5
21BR00169,K5171,4.0,,.,11,1,,185,3.0,2,186,1006,W,1,,06,190,1105,3.5,231,0105,4.0
21BR00170,K5173,4.0,,CANTFINDLAMB,1,1,,215,4.0,2,212,1006,W,1,,06,237,1119,5.0,246,0105,4.5
21BR00171,K5182,4.0,,.,19,1,,179,3.5,1,187,1006,W,1,,06,198,1105,4.0,226,0105,4.0
21BR00172,K5187,3.0,,.,19,1,,180,3.5,H,184,1006,W,1,,06,187,1105,3.5,222,0105,4.5
21BR00173,K5201,3.0,,.,1,1,,200,3.5,1,212,1006,W,1,,06,232,1119,4.5,254,0105,4.5
21BR00174,K5202,3.0,,.,19,1,,178,3.5,1,188,1007,W,1,,06,199,1105,4.0,226,0105,4.5
21BR00175,K5205,3.0,,.,19,1,,222,4.0,2,228,1006,W,1,,06,230,1105,3.5,250,0105,4.0
21BR00176,K5211,3.0,,TRYONE,1,1,,176,2.5,1,186,1007,W,1,,06,218,1119,4.0,227,0105,4.0
21BR00177,K5217,3.0,,"Thin, poor",19,1,,134,3.0,1,136,1006,W,6,66,06,129,1105,2.5,,,
21BR00178,K5230,3.0,,OKFORONE,19,1,,231,4.5,1,230,1006,W,1,,06,241,1105,4.5,270,0105,4.0
21BR00179,K5245,6.0,,.,2,1,,169,3.5,H,180,1006,W,1,,06,207,1119,4.0,205,0104,5.0
21BR00180,K5246,4.0,,Hairy,2,1,,191,4.0,H,193,1006,W,1,,06,231,1119,4.5,227,0104,5.0
21BR00181,K5247,6.0,,.,2,1,,215,4.0,H,218,1006,W,1,,06,248,1119,5.0,248,0104,5.0
21BR00182,K5250,6.0,,LT,2,1,,194,3.5,H,195,1006,W,1,,06,223,1119,5.0,224,0104,5.0
21BR00183,K5251,6.0,,.,2,1,,206,4.0,H,210,1006,W,1,,06,228,1119,4.5,233,0104,5.0
21BR00184,K5252,6.0,,.,2,1,,179,4.0,H,178,1006,W,1,,06,193,1119,4.5,186,0104,5.0
21BR00185,K5253,6.0,,.,2,1,,186,4.0,H,188,1006,W,1,,06,217,1119,4.5,213,0104,5.0
21BR00186,K5256,6.0,,.,2,1,,189,4.0,D,188,1006,W,1,,06,204,1119,4.5,200,0104,4.5
21BR00187,K5259,6.0,,.,2,1,,201,3.5,H,206,1006,W,1,,06,228,1119,4.5,230,0104,5.0
21BR00188,K5260,6.0,,.,2,1,,173,3.5,H,180,1006,W,1,,06,196,1119,4.0,194,0104,4.5
21BR00189,K5261,6.0,,OKFORONE,2,1,,175,4.0,H,174,1007,W,1,,06,185,1119,4.0,183,0104,4.5
21BR00190,K5262,6.0,,LTRS,2,1,,179,3.0,H,194,1007,W,1,,06,211,1119,4.5,204,0104,4.0
21BR00191,K5263,6.0,,.,2,1,,176,3.0,H,187,1006,W,1,,06,207,1119,5.0,211,0104,5.0
21BR00192,K5265,6.0,,SM.PELVIS,2,1,,219,4.5,D,219,1006,W,1,,06,231,1119,5.0,219,0104,5.0
21BR00193,K5267,6.0,,.,2,1,,190,4.0,H,185,1006,W,1,,06,215,1119,4.0,202,0104,4.5
21BR00194,K5270,2.0,,.,1,1,,220,4.5,D,220,1006,W,1,,06,235,1119,5.0,250,0105,4.5
21BR00195,K5275,2.0,,.,12,1,,208,4.5,1,220,1006,W,1,,06,218,1105,4.5,245,0105,5.0
21BR00196,K5279,2.0,,.,16,1,,198,3.5,H,197,1006,W,1,,06,205,1105,3.5,230,0105,4.5
21BR00197,K5288,2.0,,.,1,1,,191,3.5,1,202,1006,W,1,,06,232,1119,4.5,245,0105,4.5
21BR00198,K5298,2.0,,.,2,1,,154,3.0,2,165,1006,W,1,,06,184,1119,4.0,191,0105,4.5
21BR00199,K5301,2.0,,.,14,1,,174,3.5,1,188,1006,W,1,,06,188,1105,3.5,217,0105,4.0
21BR00200,K5307,2.0,,THIN WEEK,19,1,,164,4.0,2,168,1006,W,1,,06,172,1105,4.5,194,0105,4.5
21BR00201,K5309,2.0,,.,2,1,,194,4.0,2,198,1007,W,1,,06,217,1119,5.0,232,0105,5.0
21BR00202,K5322,2.0,,.,16,1,,161,3.5,1,173,1007,W,1,,06,176,1105,4.0,202,0105,4.5
21BR00203,K5326,2.0,,.,1,1,,180,3.5,1,182,1007,W,1,,06,207,1119,4.5,221,0105,4.0
21BR00204,K5343,1.0,,SMBAG,12,1,,136,3.0,1,146,1006,W,1,,06,144,1105,4.0,162,0105,4.0
21BR00205,K5346,1.0,,.,19,1,,164,4.5,D,169,1006,W,1,,06,177,1105,4.0,196,0105,4.5
21BR00206,K5348,1.0,,.,10,1,,173,4.0,D,183,1006,W,1,,06,179,1105,4.0,200,0105,4.5
21BR00207,K5354,1.0,,.,2,1,,177,4.0,2,185,1006,W,1,,06,208,1119,5.0,212,0105,4.5
21BR00208,K5357,1.0,,2ND.BACKWARDS,1,1,,167,4.0,2,177,1007,W,1,,06,211,1119,4.5,215,0105,4.5
21BR00209,K5362,1.0,,.,19,1,,173,4.0,D,188,1006,W,1,,06,194,1105,4.0,228,0105,4.0
21BR00210,K5369,1.0,,.,19,1,,183,4.0,D,191,1006,W,1,,06,191,1105,4.0,217,0105,4.0
21BR00211,K5377,1.0,,.,1,1,,169,3.5,D,179,1006,W,1,,06,193,1119,4.5,194,0105,4.0
21BR00212,K5382,1.0,,SMBAG,19,1,,134,4.0,2,143,1006,W,1,,06,153,1105,4.0,179,0105,4.0
21BR00213,K5384,1.0,,.,19,1,,153,3.5,2,160,1006,W,1,,06,169,1105,3.5,198,0105,4.0
21BR00214,K5386,1.0,,.,19,1,,155,3.5,1,173,1006,W,1,,06,163,1105,4.0,191,0105,4.0
21BR00215,K5388,1.0,,MissedSpwt21,2,1,,149,3.0,H,155,1006,W,1,,06,175,1119,4.0,186,0105,4.5
21BR00216,K5392,1.0,,.,19,1,,149,3.5,1,158,1006,W,1,,06,155,1105,3.5,182,0105,4.0
21BR00217,K5398,1.0,,.,2,1,,162,3.5,2,160,1007,W,1,,06,183,1119,4.0,199,0105,4.5
21BR00218,K5405,1.0,,.,1,1,,118,3.0,2,132,1007,W,1,,06,145,1119,4.0,154,0105,4.0
21BR00219,L1670,6.0,,.,31,1,0,235,4.0,H,232,1006,W,1,,PC,239,1105,4.0,266,0105,4.0
21BR00220,L1707,6.0,,.,23,1,,221,4.5,H,229,1006,0,6,17,PC,,,,,,
21BR00221,L1717,6.0,,.,32,1,0,209,3.0,H,210,1006,W,1,,PC,234,1105,4.0,272,0105,4.5
21BR00222,L1734,6.0,,.,30,1,,167,3.0,H,160,1007,W,1,,PC,166,1105,3.0,187,0105,3.5
