UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP
01BR00100, 8668,3.0,88,,51,2,7,140,1,W,
01BR00101, 8625,3.0,18,,AI,A,7,153,2,n,
01BR00102, 8629,3.0,18,F4,AI,A,7,191,5,n,
01BR00103, 8680,3.0,18,,AI,A,7,162,3,n,
01BR00104, 8682,3.0,18,,AI,A,7,206,5,n,
01BR00105, 8693,3.0,68,OVX,OVX,O,2,0,5,n,
01BR00106, 8695,3.0,18,,AI,A,7,167,3,n,
01BR00107, 8697,3.0,88,,54,2,7,142,1,W,
01BR00108, 8210,3.0,68,,01,1,7,168,1,W,
01BR00109, 8212,3.0,68,"SUCK1SIDE,FLT",09,1,7,186,1,W,
01BR00110, 8217,3.0,18,,AI,A,7,140,2,n,
01BR00111, 8204,3.0,88,"VLT,R, X",BI,A,7,139,1,n,
01BR00112, 8202,3.0,88,COARSE,55,2,7,178,5,W,
01BR00113, 8234,3.0,18,,AI,A,7,199,5,n,
01BR00114, 8253,3.0,00,,AI,A,7,146,1,n,
01BR00115, 8269,3.0,18,,AI,A,7,186,3,n,
01BR00116, 8267,3.0,00,,AI,A,7,158,2,n,
01BR00117, 8281,3.0,18,"OVX,PROD",OVX,O,7,200,5,W,
01BR00118, 8285,3.0,18,,AI,A,7,156,1,n,
01BR00119, 8286,3.0,68,,08,1,7,189,1,W,
01BR00120, 8295,3.0,18,,AI,A,7,175,5,n,
01BR00121, 8274,3.0,00,,AI,A,7,189,5,n,
01BR00122, 8835,3.0,00,,UI,2,7,173,5,W,
01BR00123, 8842,3.0,18,,AI,A,7,210,5,n,
01BR00124, 8848,3.0,00,HAIRY,BI,A,7,194,5,n,
01BR00125, 8858,3.0,18,,AI,A,7,158,2,n,
01BR00126, 8883,3.0,18,DYSTOCIA,AI,A,7,181,2,n,
01BR00127, 8885,3.0,00,,AI,A,7,176,5,n,
01BR00128, 8876,3.0,18,,AI,A,7,151,2,n,
01BR00129, 8757,3.0,68,,03,1,7,162,1,W,
01BR00130, 8764,3.0,18,,AI,A,7,170,1,n,
01BR00131, 8724,3.0,88,,55,2,7,142,2,W,
01BR00132, 8727,3.0,88,,55,2,7,188,5,W,
01BR00133, 8780,3.0,88,,56,2,7,169,2,W,
01BR00134, 8793,3.0,68,,04,1,7,171,2,W,
01BR00135, 8773,3.0,18,,AI,A,7,200,5,n,
01BR00136, 8776,3.0,00,,AI,A,7,192,5,n,
01BR00137, 8772,3.0,18,,PI,2,7,0,A,n,
01BR00138, 8777,3.0,00,,AI,A,7,167,5,n,
01BR00139, 7164,4.0,00,,UI,2,7,202,5,W,
01BR00140, 7055,4.0,00,,AI,A,7,204,5,n,
01BR00141, 7067,4.0,00,,AI,A,7,187,3,n,
01BR00142, 7340,4.0,00,"MLTS,X",BI,A,7,180,2,n,
01BR00143, 7324,4.0,00,"LT,L",AI,A,7,167,2,n,
01BR00144, 7395,4.0,00,TRT R.EYE '98,AI,A,7,212,5,n,
01BR00145, 7414,4.0,00,,AI,A,7,180,5,n,
01BR00146, 7412,4.0,00,,AI,A,7,180,5,n,
01BR00147, 7417,4.0,00,,AI,A,7,181,5,n,
01BR00148, 7426,4.0,00,,AI,A,7,185,5,n,
01BR00149, 7485,4.0,00,,AI,A,7,188,1,n,
01BR00150, 7256,4.0,00,MEAN,AI,A,7,167,3,n,
01BR00151, 7295,4.0,00,,AI,A,7,212,5,n,
01BR00152,01103,1.0,18,,60,1,7,151,5,W,
01BR00153,01131,1.0,68,,04,1,7,202,5,W,
01BR00154,01139,1.0,68,,05,1,7,170,5,W,
01BR00155,01142,1.0,68,,02,1,7,178,5,W,
01BR00156,01161,1.0,18,,AI,A,7,161,5,n,
01BR00157,01186,1.0,18,,AI,A,7,159,5,n,
01BR00158,01178,1.0,88,"OVX, SMALL",OVX,O,7,128,5,W,
01BR00159,01015,1.0,18,,60,1,7,149,5,W,
01BR00160,01019,1.0,88,DYSTOCIA,51,2,7,158,5,W,
01BR00161,01056,1.0,18,"OVX, SMALL",OVX,O,7,122,5,W,
01BR00162,01066,1.0,18,"CLR2, OVX",OVX,O,7,159,5,W,
01BR00163,01355,1.0,00,DEAD 10/2001,60,1,1,162,5,n,01
01BR00164,01328,1.0,88,"NICE, A",42,2,7,124,3,W,
01BR00165,01383,1.0,68,,08,1,7,188,5,W,
01BR00166,01372,1.0,68,,06,1,7,167,5,W,
01BR00167,01378,1.0,18,,60,1,7,183,5,W,
01BR00168,01379,1.0,18,,60,1,7,155,5,W,
01BR00169,01417,1.0,41,"OVX, SMALL",OVX,O,2,136,5,W,
01BR00170,01406,1.0,41,"OVX, SMALL",OVX,O,2,138,5,W,
01BR00171,01430,1.0,18,,60,1,7,167,5,W,
01BR00172,01426,1.0,00,BLACK EWE,60,1,1,155,5,W,
01BR00173,01422,1.0,18,,60,1,7,163,5,W,
01BR00174,01486,1.0,41,"F2,CLR, OVX",OVX,O,2,158,5,W,
01BR00175,01499,1.0,18,"OVX, SMALL",OVX,O,7,140,5,W,
01BR00176,01470,1.0,18,,60,1,7,140,5,W,
01BR00177,01474,1.0,18,,AI,A,7,165,5,n,
01BR00178,01477,1.0,18,,60,1,7,153,5,W,
01BR00179,01211,1.0,68,,07,1,7,208,5,W,
01BR00180,01242,1.0,68,,06,1,7,165,5,W,
01BR00181,01257,1.0,68,,03,1,7,133,5,W,
01BR00182,01267,1.0,18,,60,1,7,158,5,W,
01BR00183,01287,1.0,18,,60,1,7,151,5,W,
01BR00184,01291,1.0,18,,60,1,7,160,5,W,
01BR00185,00116,1.0,18,NICE,AI,A,7,147,5,n,
01BR00186,00100,1.0,88,,42,2,7,140,1,W,
01BR00187,00102,1.0,88,,54,2,7,130,2,W,
01BR00188,00136,1.0,18,,60,1,7,157,5,W,
01BR00189,00140,1.0,18,,60,1,7,170,5,W,
01BR00190,00148,1.0,18,,60,1,7,157,5,W,
01BR00191,00152,1.0,68,,02,1,7,161,5,W,
01BR00192,00166,1.0,00,BLACK EWE,60,1,1,166,5,W,
01BR00193,00122,1.0,18,,60,1,7,154,5,W,
01BR00194,00128,1.0,88,"BRITCHY, OVX",OVX,O,7,165,5,W,
01BR00195,00186,1.0,68,,03,1,7,149,1,W,
01BR00196,00197,1.0,18,,60,1,7,158,5,W,
01BR00197,00179,1.0,18,,AI,A,7,163,5,n,
01BR00198,00454,1.0,18,,AI,A,7,156,5,n,
01BR00199,00461,1.0,18,,AI,A,7,146,2,n,
01BR00200,00483,1.0,18,"F2, OVX",OVX,O,7,137,5,W,
01BR00201,00491,1.0,41,,414,2,2,132,3,W,
01BR00202,00493,1.0,18,,60,1,7,142,5,W,
01BR00203,00498,1.0,42,"PINK, OVX",OVX,O,2,145,5,W,
01BR00204,00534,1.0,68,,06,1,7,156,5,W,
01BR00205,00537,1.0,41,BRN. L.EYE,411,2,2,174,5,W,
01BR00206,00545,1.0,18,NICE,AI,A,7,155,5,n,
01BR00207,00559,1.0,18,,AI,A,7,136,2,n,
01BR00208,00589,1.0,68,DYSTOCIA,07,1,7,141,2,W,
01BR00209,00571,1.0,18,,60,1,7,145,5,W,
01BR00210,00570,1.0,18,,60,1,7,148,5,W,
01BR00211,00615,1.0,68,,08,1,7,175,5,W,
01BR00212,00647,1.0,68,"NICE, A+",08,1,7,157,3,W,
01BR00213,00657,1.0,88,,53,2,7,147,5,W,
01BR00214,00625,1.0,68,,05,1,7,170,5,W,
01BR00215,00687,1.0,68,WILD LIM,05,1,7,122,2,W,
01BR00216,00670,1.0,68,,01,1,7,144,1,W,
01BR00217,00678,1.0,18,F2,OVX,O,7,152,5,W,
01BR00218,00677,1.0,18,,60,1,7,168,5,W,
01BR00219,00211,1.0,18,,60,1,7,152,5,W,
01BR00220,00216,1.0,18,,AI,A,7,134,2,n,
01BR00221,00212,1.0,18,,60,1,7,178,5,W,
01BR00222,00240,1.0,18,,AI,A,7,169,5,n,
01BR00223,00251,1.0,00,BLACK EWE,60,1,1,173,5,W,
01BR00224,00220,1.0,18,,AI,A,7,133,1,n,
01BR00225,00228,1.0,68,,06,1,7,190,5,W,
01BR00226,00816,1.0,18,,AI,A,7,150,5,n,
01BR00227,00882,1.0,18,,AI,A,7,156,5,n,
01BR00228,00894,1.0,68,,04,1,7,183,5,W,
01BR00229,00871,1.0,18,,60,1,7,141,5,W,
01BR00230,00876,1.0,18,,AI,A,7,150,5,n,
01BR00231,00872,1.0,18,,AI,A,7,175,5,n,
01BR00232,00904,1.0,18,NICE,60,1,7,153,5,W,
01BR00233,00930,1.0,18,,60,1,7,162,5,W,
01BR00234,00954,1.0,68,,06,1,7,179,5,W,
01BR00235,00960,1.0,18,,AI,A,7,153,2,n,
01BR00236,00980,1.0,00,BLACK EWE,60,1,1,173,5,W,
01BR00237,00993,1.0,88,,54,2,7,119,2,W,
01BR00238,00976,1.0,18,,60,1,7,155,5,W,
01BR00239,00979,1.0,18,,60,1,7,151,5,W,
01BR00240,00707,1.0,18,,60,1,7,151,5,W,
01BR00241,00737,1.0,41,,412,2,2,161,2,W,
01BR00242,00728,1.0,18,,60,1,7,160,5,W,
01BR00243,00790,1.0,68,LAME LR. LEG,06,1,7,177,5,W,
01BR00244,00795,1.0,18,,60,1,7,158,5,W,
01BR00245,50148,6.0,00,CHK? LAMB TAG,UI,2,7,187,5,W,
01BR00246,50167,6.0,00,,UI,2,7,170,5,W,
01BR00247,50120,6.0,00,,UI,2,7,182,5,W,
01BR00248,50172,6.0,00,,UI,2,7,171,5,W,
01BR00249,50314,6.0,00,,UI,2,7,178,5,W,
01BR00250,50336,6.0,00,? DAM,UI,2,7,190,5,W,
01BR00251,50340,6.0,00,? DAM,UI,2,7,182,5,W,
01BR00252,50343,6.0,00,,UI,2,7,172,5,W,
01BR00253,50325,6.0,00,,UI,2,7,162,5,W,
01BR00254,50396,6.0,00,,UI,2,7,173,5,W,
01BR00255,50480,6.0,00,OVX 2/2001,OVX,O,2,0,5,n,
01BR00256,50494,6.0,00,,UI,2,7,182,5,W,
01BR00257,50500,6.0,00,,UI,2,7,211,5,W,
01BR00258,50612,6.0,00,WGT LOSS,UI,2,7,189,5,W,
01BR00259,50678,6.0,00,,UI,2,7,181,5,W,
01BR00260,50784,6.0,00,,UI,2,7,183,5,W,
01BR00261,50008,6.0,00,,UI,2,7,195,5,W,
01BR00262,91108,2.0,88,,52,2,7,157,2,W,
01BR00263,91137,2.0,18,,AI,A,7,136,3,n,
01BR00264,91143,2.0,68,,02,1,7,182,1,W,
01BR00265,91149,2.0,88,,54,2,7,160,5,W,
01BR00266,91160,2.0,18,,AI,A,7,154,2,n,
01BR00267,91120,2.0,18,,AI,A,7,166,3,n,
01BR00268,91125,2.0,88,,53,2,7,185,5,W,
01BR00269,91181,2.0,18,,AI,A,7,167,2,n,
01BR00270,91188,2.0,18,BRN.EARS,AI,A,7,186,5,n,
01BR00271,91174,2.0,88,,53,2,7,173,5,W,
01BR00272,91013,2.0,18,,ORE,1,7,198,5,W,
01BR00273,91003,2.0,18,,AI,A,7,176,5,n,
01BR00274,91009,2.0,18,,AI,A,7,170,5,n,
01BR00275,91044,2.0,18,,AI,A,7,183,5,n,
01BR00276,91046,2.0,68,,05,1,7,213,5,W,
01BR00277,91042,2.0,68,,01,1,7,193,1,W,
01BR00278,91058,2.0,18,,AI,A,7,159,2,n,
01BR00279,91061,2.0,18,,AI,A,7,170,3,n,
01BR00280,91020,2.0,18,,AI,A,7,183,5,n,
01BR00281,91084,2.0,88,,41,2,7,155,2,W,
01BR00282,91089,2.0,88,,42,2,7,190,5,W,
01BR00283,91097,2.0,18,,AI,A,7,157,2,n,
01BR00284,91075,2.0,18,"?BRED, OVX",OVX,O,2,0,5,n,
01BR00285,91072,2.0,18,,AI,A,7,153,3,n,
01BR00286,91334,2.0,18,,AI,A,7,176,5,n,
01BR00287,91362,2.0,18,,AI,A,7,193,5,n,
01BR00288,91379,2.0,18,,AI,A,7,189,5,n,
01BR00289,91453,2.0,00,BF,UI,2,7,179,5,W,
01BR00290,91420,2.0,00,BF,UI,2,7,205,5,W,
01BR00291,91489,2.0,00,BF,UI,2,7,179,5,W,
01BR00292,91219,2.0,88,,41,2,7,166,1,W,
01BR00293,91208,2.0,88,,51,2,7,154,3,W,
01BR00294,91251,2.0,68,TALL,06,1,7,165,2,W,
01BR00295,91265,2.0,18,DYSTOCIA,AI,A,7,169,5,n,
01BR00296,91268,2.0,88,,51,2,7,182,5,W,
01BR00297,91281,2.0,68,MSG 3/3/2000,07,1,7,164,2,W,
01BR00298,91295,2.0,18,,AI,A,7,133,3,n,
01BR00299,91271,2.0,00,BLACK EWE,60,1,1,152,1,W,
01BR00300,91276,2.0,18,,AI,A,7,158,3,n,
01BR00301,91278,2.0,18,,AI,A,7,186,5,n,
01BR00302,90102,2.0,88,,51,2,7,152,1,W,
01BR00303,90165,2.0,00,"DYSTOCIA,23lb",60,1,1,209,H,W,
01BR00304,90121,2.0,88,,53,2,7,195,5,W,
01BR00305,90191,2.0,18,,AI,A,7,171,5,n,
01BR00306,90179,2.0,18,"L.SPOILED,X",ORE,1,7,189,5,W,
01BR00307,90015,2.0,88,HAIRY ok,52,2,7,185,5,W,
01BR00308,90018,2.0,18,,AI,A,7,181,5,n,
01BR00309,90035,2.0,88,,56,2,7,132,1,W,
01BR00310,90046,2.0,88,,54,2,7,181,1,W,
01BR00311,90051,2.0,68,,03,1,7,213,5,W,
01BR00312,90053,2.0,88,DYSTOCIA,43,2,7,175,5,W,
01BR00313,90056,2.0,00,"DYSTOCIA,BLK.",60,2,1,163,2,W,
01BR00314,90059,2.0,88,,55,2,7,168,5,W,
01BR00315,90057,2.0,00,BLACK EWE,60,2,1,179,5,W,
01BR00316,90061,2.0,68,NICE,02,1,7,170,1,W,
01BR00317,90022,2.0,88,FLT L,53,2,7,151,1,W,
01BR00318,90086,2.0,68,DYSTOCIA,01,1,7,240,5,W,
01BR00319,90096,2.0,18,,AI,A,7,179,5,n,
01BR00320,90071,2.0,88,,56,2,7,161,1,W,
01BR00321,90077,2.0,68,,01,1,7,171,2,W,
01BR00322,90311,2.0,18,,AI,A,7,177,5,n,
01BR00323,90310,2.0,18,,AI,A,7,143,3,n,
01BR00324,90312,2.0,18,RP ok,AI,A,7,177,5,n,
01BR00325,90317,2.0,18,,AI,A,7,151,2,n,
01BR00326,90308,2.0,18,,AI,A,7,201,5,n,
01BR00327,90333,2.0,88,,54,2,7,172,1,W,
01BR00328,90335,2.0,18,,AI,A,7,175,5,n,
01BR00329,90337,2.0,18,,AI,A,7,172,5,n,
01BR00330,90342,2.0,18,,AI,A,7,195,5,n,
01BR00331,90365,2.0,18,,AI,A,7,168,5,n,
01BR00332,90362,2.0,18,,AI,A,7,171,5,n,
01BR00333,90369,2.0,18,,AI,A,7,180,5,n,
01BR00334,90327,2.0,18,,AI,A,7,156,3,n,
01BR00335,90380,2.0,68,"PROD, RP",ORE,1,7,193,5,W,
01BR00336,90386,2.0,18,,AI,A,7,149,2,n,
01BR00337,90388,2.0,18,,AI,A,7,159,2,n,
01BR00338,90392,2.0,18,,AI,A,7,140,3,n,
01BR00339,90370,2.0,18,,AI,A,7,180,1,n,
01BR00340,90375,2.0,88,,53,2,7,178,5,W,
01BR00341,90372,2.0,18,,AI,A,7,173,5,n,
01BR00342,90415,2.0,68,,09,1,7,182,5,W,
01BR00343,90518,2.0,88,HARDBAG,52,2,7,154,1,W,
01BR00344,90519,2.0,18,,AI,A,7,149,1,n,
01BR00345,90532,2.0,18,,AI,A,7,129,3,n,
01BR00346,90541,2.0,88,,54,2,7,198,5,W,
01BR00347,90545,2.0,88,WILD,41,2,7,169,5,W,
01BR00348,90558,2.0,18,,AI,A,7,167,3,n,
01BR00349,90589,2.0,88,,51,2,7,162,2,W,
01BR00350,90597,2.0,88,,43,2,7,176,5,W,
01BR00351,90576,2.0,18,,AI,A,7,160,2,n,
01BR00352,90606,2.0,18,,ORE,1,7,186,5,W,
01BR00353,90638,2.0,68,LEGGY,05,1,7,183,1,W,
01BR00354,90642,2.0,18,,AI,A,7,172,5,n,
01BR00355,90650,2.0,68,,06,1,7,228,5,W,
01BR00356,90626,2.0,88,,41,2,7,152,2,W,
01BR00357,90684,2.0,88,,43,2,7,146,1,W,
01BR00358,90685,2.0,88,,ORE,1,7,173,5,W,
01BR00359,90687,2.0,88,,41,2,7,169,1,W,
01BR00360,90694,2.0,88,,43,2,7,187,2,W,
01BR00361,90679,2.0,88,R. SPOILED,BI,A,7,144,1,n,
01BR00362,90216,2.0,18,,AI,A,7,152,2,n,
01BR00363,90212,2.0,18,,AI,A,7,187,5,n,
01BR00364,90218,2.0,18,"X,BAG",ORE,1,7,182,5,W,
01BR00365,90233,2.0,18,,AI,A,7,142,2,n,
01BR00366,90239,2.0,18,,AI,A,7,146,2,n,
01BR00367,90250,2.0,18,,AI,A,7,161,5,n,
01BR00368,90256,2.0,18,DYSTOCIA ok,AI,A,7,190,5,n,
01BR00369,90259,2.0,18,,AI,A,7,151,1,n,
01BR00370,90257,2.0,18,DYSTOCIA,AI,A,7,140,1,n,
01BR00371,90262,2.0,18,"FLT,L",AI,A,7,147,3,n,
01BR00372,90226,2.0,18,,AI,A,7,183,5,n,
01BR00373,90281,2.0,18,,AI,A,7,170,5,n,
01BR00374,90280,2.0,18,,AI,A,7,153,2,n,
01BR00375,90283,2.0,18,,AI,A,7,166,5,n,
01BR00376,90292,2.0,18,,AI,A,7,155,2,n,
01BR00377,90299,2.0,18,,AI,A,7,203,5,n,
01BR00378,90276,2.0,18,R.BLOODY MILK,AI,A,7,154,3,n,
01BR00379,90272,2.0,18,L.SPOILED,OVX,O,7,150,2,W,
01BR00380,90278,2.0,18,,AI,A,7,179,5,n,
01BR00381,90800,2.0,88,,41,2,7,162,1,W,
01BR00382,90805,2.0,18,DYSTOCIA,AI,A,7,147,3,n,
01BR00383,90830,2.0,88,,42,2,7,151,1,W,
01BR00384,90833,2.0,88,,51,2,7,174,2,W,
01BR00385,90835,2.0,68,,07,1,7,186,2,W,
01BR00386,90844,2.0,88,,55,2,7,132,1,W,
01BR00387,90866,2.0,00,BLACK EWE,60,1,1,171,2,W,
01BR00388,90880,2.0,88,,55,2,7,183,5,W,
01BR00389,90883,2.0,18,THIN,AI,A,7,161,2,n,
01BR00390,90898,2.0,00,BLACK EWE,60,1,1,170,5,W,
01BR00391,90870,2.0,88,,52,2,7,147,1,W,
01BR00392,90913,2.0,68,,06,1,7,189,5,W,
01BR00393,90905,2.0,18,,AI,A,7,143,1,n,
01BR00394,90945,2.0,00,BLACK EWE,60,1,1,157,2,W,
01BR00395,90953,2.0,88,,51,2,7,155,3,W,
01BR00396,90956,2.0,68,,08,1,7,179,1,W,
01BR00397,90952,2.0,88,,56,2,7,191,5,W,
01BR00398,90925,2.0,18,,AI,A,7,145,1,n,
01BR00399,90927,2.0,18,,AI,A,7,169,5,n,
01BR00400,90990,2.0,18,,AI,A,7,187,5,n,
01BR00401,90992,2.0,68,,ORE,1,7,202,5,W,
01BR00402,90973,2.0,18,,AI,A,7,151,2,n,
01BR00403,90711,2.0,18,,AI,A,7,167,5,n,
01BR00404,90710,2.0,18,,AI,A,7,178,5,n,
01BR00405,90730,2.0,68,"OVX,BARREN",OVX,O,7,208,5,W,
01BR00406,90741,2.0,68,,07,1,7,157,1,W,
01BR00407,90743,2.0,88,,53,2,7,159,3,W,
01BR00408,90745,2.0,88,,51,2,7,193,5,W,
01BR00409,90748,2.0,88,,54,2,7,148,2,W,
01BR00410,90753,2.0,18,,AI,A,7,184,5,n,
01BR00411,90764,2.0,18,,AI,A,7,153,3,n,
01BR00412,90768,2.0,18,,AI,A,7,132,2,n,
01BR00413,90767,2.0,18,,AI,A,7,142,3,n,
01BR00414,90785,2.0,00,BLACK EWE,60,1,1,164,1,W,
01BR00415,90786,2.0,18,,AI,A,7,205,5,n,
01BR00416,90791,2.0,88,BIG TAG y2001,53,2,7,145,1,W,
01BR00417,A1134,7.0,ch,,PI,2,2,0,A,n,
01BR00418,A1125,7.0,ch,,PI,2,2,0,A,n,
01BR00419,A1563,6.5,73,,PI,2,7,0,A,n,
01BR00420,A1222,7.0,82,DRY 2 per 3,OVX,O,2,0,5,n,
01BR00421,A1855,6.0,81,NO+BAG,41,2,0,170,1,W,
01BR00422,A1893,6.0,73,"DYSTOCIA, DAB",UI,2,7,180,A,W,
01BR00423,A1918,6.0,81,DYSTOCIA'97,UI,2,0,198,A,W,
01BR00424,A1903,6.0,81,,02,2,0,175,3,W,
01BR00425,A1965,6.0,73,,55,2,7,148,1,W,
01BR00426,A1928,6.0,82,,20,2,0,144,2,W,
01BR00427,A1927,6.0,82,"WEAK,SICK",23,2,0,162,1,W,
01BR00428,A1717,6.5,73,,PI,2,7,0,A,n,
01BR00429,A1738,6.5,73,X LOW PROD,OVX,O,2,180,5,W,
01BR00430,A0365,7.5,73,,PI,2,7,0,A,n,
01BR00431,A0520,7.5,73,,PI,2,7,0,A,n,
01BR00432,A0587,7.5,73,NEW OVX,OVX,O,2,0,5,n,
01BR00433,A0884,7.0,81,PREG? 2001,PI,2,0,0,A,n,
01BR00434,A0943,7.0,73,PREG 9/12/01,PI,2,7,226,A,n,
