UID,ETAG,AGE,LINE,RMK,BPEN,BGRP,RGRP,WORK
94BR00657,L4617,4.5,73,,-FL,F,6,n
94BR00658,L4601,4.5,73,,-FL,F,6,n
94BR00659,L4603,4.5,73,,-FL,F,6,W
94BR00660,L4631,4.5,73,?FIBER93,-FL,F,6,n
94BR00661,L4634,4.5,73,R.BAG.FIRM,-FL,F,6,n
94BR00662,L4653,4.5,88,,  2,2,2,W
94BR00663,L4659,4.5,73,,-FL,F,6,W
94BR00664,L4626,4.5,73,,-FL,F,6,n
94BR00665,L4629,4.5,73,,-FL,F,6,n
94BR00666,L4690,4.0,82,, 30,2,0,W
94BR00667,L4699,4.0,82,, 31,2,0,W
94BR00668,L4674,4.5,73,,-FL,F,6,n
94BR00669,L4675,4.5,73,,-FL,F,6,W
94BR00670,L4679,4.5,73,,-FL,F,6,n
94BR00671,L4842,4.0,88,DYSTOCIA 94,  0,2,2,W
94BR00672,L4851,4.0,82,CORNEA SCAR L, 22,2,0,W
94BR00673,L4824,4.0,73,,-FL,F,6,n
94BR00674,L4873,4.0,81,, 02,2,0,W
94BR00675,L4878,4.0,81,BLK.EYE EWE, 04,2,0,W
94BR00676,L4904,4.0,73,,-FL,F,6,W
94BR00677,L4909,4.0,82,RF.LAME, 23,2,0,W
94BR00678,L4945,4.0,73,KEEP AT HQ*95,-FL,F,6,W
94BR00679,L4946,4.0,73,TENDER,-FL,F,6,W
94BR00680,L4954,4.0,82,, 25,2,0,W
94BR00681,L4952,4.0,82,, 24,2,0,W
94BR00682,L4966,4.0,82,, 26,2,0,W
94BR00683,L4923,4.0,88,WART R TEAT,  2,2,2,W
94BR00684,L4971,4.0,88,RF LAME TRT,  0,2,2,W
94BR00685,L4713,4.0,73,,-FL,F,6,W
94BR00686,L4702,4.0,82,, 20,2,0,W
94BR00687,L4734,4.0,88,TENDER,  2,2,2,W
94BR00688,L4752,4.0,88,,  0,2,2,W
94BR00689,L4762,4.0,88,THICK COLOSTR,  2,2,2,W
94BR00690,L4727,4.0,82,, 21,2,0,W
94BR00691,L5103,4.0,88,,  0,2,2,W
94BR00692,L5153,4.0,88,,  2,2,2,W
94BR00693,L5123,4.0,81,?BAG, 01,2,0,W
94BR00694,L5185,4.0,73,,-FL,F,6,n
94BR00695,L5189,4.0,82,SW BAG, 31,2,0,W
94BR00696,L5012,4.0,81,, 01,2,0,W
94BR00697,L5001,4.0,73,,-FL,F,6,n
94BR00698,L5004,4.0,82,?BAG, 27,2,0,W
94BR00699,L5007,4.0,82,?L UPPER JAW, 28,2,0,W
94BR00700,L5045,4.0,82,THICKMILK, 29,2,0,W
94BR00701,L5054,4.0,82,, 30,2,0,W
94BR00702,L5052,4.0,88,,  2,2,2,W
94BR00703,L5059,4.0,81,AB L THROAT, 02,2,0,W
94BR00704,L5021,4.0,88,DIARRHEA,  2,2,2,W
94BR00705,L5024,4.0,88,,  0,2,2,W
94BR00706,L5022,4.0,73,,-FL,F,6,n
94BR00707,L5028,4.0,73,,-FL,F,6,W
94BR00708,L5080,4.0,81,L TEAT ORF?, 04,2,0,W
94BR00709,L5077,4.0,81,, 03,2,0,W
94BR00710,L5301,4.0,81,, 01,2,0,W
94BR00711,L5368,4.0,88,,  2,2,2,W
94BR00712,L5390,4.0,88,TRY 3 94,  0,2,2,W
94BR00713,L5372,4.0,82,, 21,2,0,W
94BR00714,L5379,4.0,82,LTS, 22,2,0,W
94BR00715,L5418,4.0,88,,  2,2,2,W
94BR00716,L5467,4.0,82,, 24,2,0,W
94BR00717,L5425,4.0,82,, 23,2,0,W
94BR00718,L5471,4.0,88,,  0,2,2,W
94BR00719,L5541,4.0,88,FIBERY,  2,2,2,W
94BR00720,L5555,4.0,73,KEEP AT HQ*95,-FL,F,6,W
94BR00721,L5581,4.0,81,, 03,2,0,W
94BR00722,L5580,4.0,81,BIG KNEES 94, 02,2,0,W
94BR00723,L5589,4.0,73,,-FL,F,6,n
94BR00724,L5596,4.0,73,,-FL,F,6,n
94BR00725,L5598,4.0,81,, 04,2,0,W
94BR00726,L5612,4.0,81,, 02,2,0,W
94BR00727,L5609,4.0,81,, 01,2,0,W
94BR00728,L5675,4.0,82,, 25,2,0,W
94BR00729,L5218,4.0,73,,-FL,F,6,n
94BR00730,L5202,4.0,81,, 02,2,0,W
94BR00731,L5245,4.0,73,,-FL,F,6,W
94BR00732,L5263,4.0,81,, 03,2,0,W
94BR00733,L5266,4.0,88,,  0,2,2,7
94BR00734,L5283,4.0,82,TRY 3 94, 20,2,0,W
94BR00735,L5288,4.0,73,,-FL,F,6,n
94BR00736,L5291,4.0,81,, 04,2,0,W
94BR00737,L5841,3.5,73,,-FL,F,6,n
94BR00738,L5844,3.5,73,,-FL,F,6,n
94BR00739,L5856,3.5,73,,-FL,F,6,W
94BR00740,L5860,3.5,73,,-FL,F,6,n
94BR00741,L5823,4.0,88,FIBERY,  2,2,2,W
94BR00742,L5911,3.5,73,R.EYE OK,-FL,F,6,W
94BR00743,L5910,3.5,73,,-FL,F,6,n
94BR00744,L5901,3.5,73,,-FL,F,6,n
94BR00745,L5935,3.5,73,,-FL,F,6,n
94BR00746,L5941,3.5,73,,-FL,F,6,W
94BR00747,L5942,3.5,73,FIBERY?,-FL,F,6,W
94BR00748,L5949,3.5,73,,-FL,F,6,n
94BR00749,L5953,3.5,73,,-FL,F,6,n
94BR00750,L5955,3.5,88,,  2,2,2,W
94BR00751,L5956,3.5,73,,-FL,F,6,W
94BR00752,L5981,3.5,88,,  0,2,2,W
94BR00753,L5983,3.5,73,,-FL,F,6,W
94BR00754,L5984,3.5,73,,-FL,F,6,W
94BR00755,L5701,4.0,81,, 03,2,0,W
94BR00756,L5700,4.0,73,LAMBED? 08/94,-FL,F,6,n
94BR00757,L5743,4.0,81,DYSTOCIA, 04,2,0,W
94BR00758,L5724,4.0,73,,-FL,F,6,n
94BR00759,L5729,4.0,88,NICEEWE,  0,2,2,W
94BR00760,L5782,4.0,81,, 01,2,0,W
94BR00761,L6114,3.5,73,,-FL,F,6,n
94BR00762,L6112,3.5,73,,-FL,F,6,W
94BR00763,L6108,3.5,73,,-FL,F,6,W
94BR00764,L6141,3.5,88,KEEP.25 FERT,  2,2,2,W
94BR00765,L6145,3.5,73,,-FL,F,6,W
94BR00766,L6153,3.5,72,,-FL,F,6,n
94BR00767,L6158,3.5,72,,-FL,F,6,W
94BR00768,L6164,3.5,72,,-FL,F,6,n
94BR00769,L6165,3.5,88,,  0,2,2,W
94BR00770,L6190,3.5,72,,-FL,F,6,W
94BR00771,L6192,3.5,72,,-FL,F,6,W
94BR00772,L6197,3.5,73,,-FL,F,6,W
94BR00773,L6014,3.5,73,,-FL,F,6,n
94BR00774,L6004,3.5,73,CYST ON REAR,-FL,F,6,n
94BR00775,L6039,3.5,73,,-FL,F,6,n
94BR00776,L6063,3.5,73,,-FL,F,6,n
94BR00777,L6097,3.5,73,,-FL,F,6,n
94BR00778,L6078,3.5,73,,-FL,F,6,n
94BR00779,L6301,3.5,72,,-FL,F,6,W
94BR00780,L6332,3.5,73,,-FL,F,6,W
94BR00781,L6345,3.5,73,,-FL,F,6,n
94BR00782,L6353,3.5,73,,-FL,F,6,W
94BR00783,L6320,3.5,73,,-FL,F,6,W
94BR00784,L6380,3.5,73,,-FL,F,6,n
94BR00785,L6384,3.5,72,,-FL,F,6,n
94BR00786,L6385,3.5,72,,-FL,F,6,n
94BR00787,L6413,3.5,73,,-FL,F,6,W
94BR00788,L6414,3.5,73,,-FL,F,6,n
94BR00789,L6453,3.5,73,,-FL,F,6,n
94BR00790,L6421,3.5,72,,-FL,F,6,n
94BR00791,L6427,3.5,73,,-FL,F,6,n
94BR00792,L6485,3.0,81,, 01,2,0,W
94BR00793,L6487,3.0,82,POSTPARTFEVER, 21,2,0,W
94BR00794,L6496,3.0,88,FLTS,  0,2,2,W
94BR00795,L6476,3.5,73,,-FL,F,6,W
94BR00796,L6518,3.0,82,AB RR FLANK, 22,2,0,W
94BR00797,L6509,3.0,88,,  2,2,2,W
94BR00798,L6556,3.0,81,, 02,2,0,W
94BR00799,L6567,3.0,81,, 03,2,0,W
94BR00800,L6598,3.0,81,, 04,2,0,W
94BR00801,L6613,3.0,88,DYSTOCIA 94,  0,2,2,W
94BR00802,L6619,3.0,81,, 01,2,0,W
94BR00803,L6605,3.0,82,, 23,2,0,W
94BR00804,L6630,3.0,81,, 02,2,0,W
94BR00805,L6637,3.0,88,,  2,2,2,W
94BR00806,L6643,3.0,82,, 24,2,0,W
94BR00807,L6655,3.0,81,, 03,2,0,W
94BR00808,L6683,3.0,88,,  0,2,2,W
94BR00809,L6689,3.0,81,, 04,2,0,W
94BR00810,L6693,3.0,88,,  2,2,2,W
94BR00811,L6697,3.0,82,, 25,2,0,W
94BR00812,L6679,3.0,81,, 01,2,0,W
94BR00813,L6210,3.5,72,,-FL,F,6,n
94BR00814,L6213,3.5,72,,-FL,F,6,n
94BR00815,L6215,3.5,72,,-FL,F,6,W
94BR00816,L6201,3.5,72,,-FL,F,6,n
94BR00817,L6232,3.5,72,,-FL,F,6,W
94BR00818,L6261,3.5,72,,-FL,F,6,n
94BR00819,L6268,3.5,72,,-FL,F,6,n
94BR00820,L6284,3.5,72,,-FL,F,6,n
94BR00821,L6272,3.5,72,,-FL,F,6,n
94BR00822,L6846,3.0,81,, 04,2,0,W
94BR00823,L6858,3.0,82,, 29,2,0,W
94BR00824,L6862,3.0,81,, 01,2,0,W
94BR00825,L6823,3.0,88,,  2,2,2,W
94BR00826,L6883,3.0,81,, 03,2,0,W
94BR00827,L6873,3.0,81,, 02,2,0,W
94BR00828,L6878,3.0,88,,  0,2,2,W
94BR00829,L6914,3.0,81,, 04,2,0,W
94BR00830,L6939,3.0,82,TENDER, 30,2,0,W
94BR00831,L6996,3.0,81,, 03,2,0,W
94BR00832,L6992,3.0,82,, 21,2,0,W
94BR00833,L6971,3.0,82,, 31,2,0,W
94BR00834,L6978,3.0,82,, 20,2,0,W
94BR00835,L6730,3.0,82,DYSTOCIA 93, 26,2,0,W
94BR00836,L6741,3.0,82,, 27,2,0,W
94BR00837,L6748,3.0,81,, 02,2,0,W
94BR00838,L6750,3.0,81,, 03,2,0,W
94BR00839,L6753,3.0,73,,-FL,F,6,W
94BR00840,L6759,3.0,88,SM.BAG,  0,2,2,W
94BR00841,L6769,3.0,82,, 28,2,0,W
94BR00842,L2140,6.0,82,, 30,2,0,W
94BR00843,L2142,6.0,81,SM.BAG, 04,2,0,W
94BR00844,L2151,6.0,81,TRY 3 94, 01,2,0,W
94BR00845,L2156,6.0,88,ABS R SHOU,  0,2,2,W
94BR00846,L2159,6.0,81,, 02,2,0,W
94BR00847,L2199,6.0,88,,  2,2,2,W
94BR00848,L2020,6.0,81,, 03,2,0,W
94BR00849,L2089,6.0,73,,-FL,F,6,n
94BR00850,L2099,6.0,82,, 31,2,0,W
94BR00851,L2079,6.0,88,,  2,2,2,W
94BR00852,L2077,6.0,82,LTS SUCK1SIDE, 29,2,0,W
94BR00853,L2319,6.0,81,, 02,2,0,W
94BR00854,L2306,6.0,82,, 20,2,0,W
94BR00855,L2348,6.0,81,, 03,2,0,W
94BR00856,L2355,6.0,82,, 21,2,0,W
94BR00857,L2397,6.0,81,, 04,2,0,W
94BR00858,L2379,6.0,73,,-FL,F,6,n
94BR00859,L2407,6.0,81,, 01,2,0,W
94BR00860,L2453,6.0,82,, 22,2,0,W
94BR00861,L2520,6.0,88,,  0,2,2,W
94BR00862,L2581,5.5,72,,-FL,F,6,n
94BR00863,L2578,5.5,73,,-FL,F,6,n
94BR00864,L2602,5.5,73,,-FL,F,6,n
94BR00865,L2634,5.5,73,,-FL,F,6,n
94BR00866,L2642,5.5,73,BRN.LEGS,-FL,F,6,n
94BR00867,L2653,5.5,73,,-FL,F,6,W
94BR00868,L2620,5.5,73,,-FL,F,6,W
94BR00869,L2680,5.5,73,,-FL,F,6,W
94BR00870,L2682,5.5,73,,-FL,F,6,n
94BR00871,L2690,5.5,73,,-FL,F,6,W
94BR00872,L2670,5.5,73,,-FL,F,6,n
94BR00873,L2237,6.0,81,, 03,2,0,W
94BR00874,L2269,6.0,81,, 04,2,0,W
94BR00875,L2223,6.0,73,HARDBAG,-FL,F,6,W
94BR00876,L2271,6.0,81,TRY 3 94, 01,2,0,W
94BR00877,L2857,5.5,00,BLACK,972,1,1,W
94BR00878,L2863,5.5,73,CYST ON R.EAR,-FL,F,6,n
94BR00879,L2880,5.5,73,,-FL,F,6,W
94BR00880,L2876,5.5,73,LT'S,-FL,F,6,n
94BR00881,L2879,5.5,88,,  0,2,2,W
94BR00882,L2914,5.5,73,,-FL,F,6,n
94BR00883,L2951,5.5,73,SM.BAG,-FL,F,6,W
94BR00884,L2954,5.5,73,CONGEST.3/94,-FL,F,6,W
94BR00885,L2927,5.5,73,LBAGBLOODY,-FL,F,6,n
94BR00886,L2978,5.5,72,BIGBAG,-FL,F,6,n
94BR00887,L2703,5.5,72,,-FL,F,6,W
94BR00888,L2756,5.5,73,,-FL,F,6,W
94BR00889,L2729,5.5,73,,-FL,F,6,n
94BR00890,L2784,5.5,72,,-FL,F,6,n
94BR00891,L2793,5.5,73,,-FL,F,6,n
94BR00892,L8111,2.5,72,,-FL,F,6,W
94BR00893,L8103,2.5,72,,-FL,F,6,W
94BR00894,L8130,2.5,73,,-FL,F,6,W
94BR00895,L8145,2.5,72,,-FL,F,6,n
94BR00896,L8148,2.5,73,,-FL,F,6,W
94BR00897,L8147,2.5,73,,-FL,F,6,W
94BR00898,L8155,2.5,73,,-FL,F,6,n
94BR00899,L8157,2.5,73,,-FL,F,6,W
94BR00900,L8160,2.5,73,,-FL,F,6,W
94BR00901,L8163,2.5,73,,-FL,F,6,W
94BR00902,L8164,2.5,72,,-FL,F,6,n
94BR00903,L8168,2.5,72,,-FL,F,6,n
94BR00904,L8125,2.5,72,,-FL,F,6,W
94BR00905,L8183,2.5,73,,-FL,F,6,W
94BR00906,L8182,2.5,72,,-FL,F,6,W
94BR00907,L8198,2.5,73,,-FL,F,6,n
94BR00908,L8171,2.5,72,,-FL,F,6,W
94BR00909,L8175,2.5,73,,-FL,F,6,W
94BR00910,L8172,2.5,72,,-FL,F,6,W
94BR00911,L8006,2.5,73,,-FL,F,6,n
94BR00912,L8008,2.5,73,,-FL,F,6,W
94BR00913,L8032,2.5,73,,-FL,F,6,n
94BR00914,L8051,2.5,73,,-FL,F,6,n
94BR00915,L8053,2.5,72,,-FL,F,6,W
94BR00916,L8055,2.5,73,,-FL,F,6,W
94BR00917,L8059,2.5,73,,-FL,F,6,n
94BR00918,L8021,2.5,88,THICK COLOSTR,  2,2,2,W
94BR00919,L8023,2.5,73,,-FL,F,6,W
94BR00920,L8027,2.5,73,,-FL,F,6,W
94BR00921,L8319,2.5,88,,  2,2,2,W
94BR00922,L8333,2.5,73,,-FL,F,6,W
94BR00923,L8343,2.5,88,,  0,2,2,W
94BR00924,L8344,2.5,88,,  2,2,2,W
94BR00925,L8324,2.5,73,,-FL,F,6,W
94BR00926,L8325,2.5,73,,-FL,F,6,W
94BR00927,L8326,2.5,73,,-FL,F,6,n
94BR00928,L8441,2.0,81,, 01,2,0,W
94BR00929,L8451,2.0,81,, 02,2,0,W
94BR00930,L8461,2.0,88,,  0,2,2,W
94BR00931,L8493,2.0,81,AB LUMP JAW, 03,2,0,W
94BR00932,L8516,2.0,81,, 04,2,0,W
94BR00933,L8517,2.0,81,, 01,2,0,W
94BR00934,L8507,2.0,88,NEED BIG TAG,  2,2,2,W
94BR00935,L8534,2.0,82,, 29,2,0,W
94BR00936,L8532,2.0,88,,  0,2,2,W
94BR00937,L8541,2.0,81,, 02,2,0,W
94BR00938,L8521,2.0,82,, 28,2,0,W
94BR00939,L8587,2.0,82,, 30,2,0,W
94BR00940,L8600,2.0,88,,  2,2,2,W
94BR00941,L8607,2.0,82,, 31,2,0,W
94BR00942,L8654,2.0,81,, 03,2,0,W
94BR00943,L8629,2.0,82,, 20,2,0,W
94BR00944,L8689,2.0,88,,  2,2,2,W
94BR00945,L8670,2.0,88,ENTR,  0,2,2,W
94BR00946,L8215,2.5,73,,-FL,F,6,n
94BR00947,L8216,2.5,73,,-FL,F,6,n
94BR00948,L8218,2.5,73,,-FL,F,6,n
94BR00949,L8201,2.5,72,,-FL,F,6,n
94BR00950,L8204,2.5,73,,-FL,F,6,n
94BR00951,L8205,2.5,73,,-FL,F,6,n
94BR00952,L8202,2.5,88,LTS,  0,2,2,W
94BR00953,L8209,2.5,73,,-FL,F,6,n
94BR00954,L8230,2.5,73,,-FL,F,6,n
94BR00955,L8234,2.5,73,,-FL,F,6,n
94BR00956,L8237,2.5,73,,-FL,F,6,n
94BR00957,L8241,2.5,73,,-FL,F,6,n
94BR00958,L8240,2.5,73,,-FL,F,6,W
94BR00959,L8247,2.5,73,,-FL,F,6,n
94BR00960,L8223,2.5,73,,-FL,F,6,W
94BR00961,L8281,2.5,73,,-FL,F,6,W
94BR00962,L8283,2.5,73,,-FL,F,6,W
94BR00963,L8291,2.5,73,,-FL,F,6,n
94BR00964,L8270,2.5,73,,-FL,F,6,W
94BR00965,L8273,2.5,73,,-FL,F,6,n
94BR00966,L8806,2.0,88,,  0,2,2,W
94BR00967,L8844,2.0,88,,  2,2,2,W
94BR00968,L8845,2.0,88,,  0,2,2,W
94BR00969,L8860,2.0,88,,  2,2,2,W
94BR00970,L8869,2.0,82,, 27,2,0,W
94BR00971,L8820,2.0,82,, 25,2,0,W
94BR00972,L8827,2.0,82,, 26,2,0,W
94BR00973,L8880,2.0,82,, 28,2,0,W
94BR00974,L8883,2.0,81,, 01,2,0,W
94BR00975,L8914,2.0,88,,  2,2,2,W
94BR00976,L8912,2.0,88,FLTS,  0,2,2,W
94BR00977,L8901,2.0,81,HARD BAG 94, 02,2,0,W
94BR00978,L8933,2.0,88,RP,  2,2,2,W
94BR00979,L8923,2.0,88,,  0,2,2,W
94BR00980,L8993,2.0,82,, 29,2,0,W
94BR00981,L8975,2.0,88,,  0,2,2,W
94BR00982,L8715,2.0,81,, 04,2,0,W
94BR00983,L8738,2.0,88,,  2,2,2,W
94BR00984,L8758,2.0,88,,  0,2,2,W
94BR00985,L8759,2.0,82,, 22,2,0,W
94BR00986,L8760,2.0,82,, 23,2,0,W
94BR00987,L8723,2.0,88,FIBERBAG,  0,2,2,W
94BR00988,L8725,2.0,82,, 21,2,0,W
94BR00989,L8786,2.0,82,, 24,2,0,W
94BR00990,L8775,2.0,88,,  2,2,2,W
94BR00991,L8776,2.0,88,,  0,2,2,W
94BR00992,L8777,2.0,88,,  2,2,2,W
94BR00993,L9102,2.0,81,, 03,2,0,W
94BR00994,L9144,2.0,88,RP,  0,2,2,W
94BR00995,L9154,2.0,82,, 30,2,0,W
94BR00996,L9121,2.0,88,THICK COLOSTR,  2,2,2,W
94BR00997,L9191,2.0,88,,  2,2,2,W
94BR00998,L9175,2.0,81,, 04,2,0,W
94BR00999,L9177,2.0,81,LAME RR 50%WB, 01,2,0,W
94BR01000,L9052,2.0,88,,  2,2,2,W
94BR01001,L9078,2.0,88,,  0,2,2,W
94BR01002,L9333,2.0,88,,  2,2,2,7
94BR01003,L9356,2.0,81,, 04,2,0,W
94BR01004,L9365,1.5,73,,-FL,F,6,W
94BR01005,L9362,1.5,88,,  0,2,2,W
94BR01006,L9367,1.5,73,,-FL,F,6,W
94BR01007,L9380,1.5,73,,-FL,F,6,W
94BR01008,L9385,1.5,73,,-FL,F,6,W
94BR01009,L9390,1.5,73,,-FL,F,6,W
94BR01010,L9394,1.5,73,,-FL,F,6,W
94BR01011,L9397,1.5,73,,-FL,F,6,W
94BR01012,L9370,1.5,73,,-FL,F,6,W
94BR01013,L9379,1.5,73,,-FL,F,6,W
94BR01014,L9413,1.5,73,,-FL,F,6,W
94BR01015,L9417,1.5,73,,-FL,F,6,W
94BR01016,L9400,1.5,73,,-FL,F,6,W
94BR01017,L9434,1.5,73,,-FL,F,6,W
94BR01018,L9435,1.5,73,,-FL,F,6,W
94BR01019,L9452,1.5,73,,-FL,F,6,W
94BR01020,L9457,1.5,73,,-FL,F,6,W
94BR01021,L9467,1.5,73,DIARRHEA 94,-FL,F,6,W
94BR01022,L9421,1.5,73,FLTS,-FL,F,6,W
94BR01023,L9429,1.5,00,BLACK,971,1,1,W
94BR01024,L9480,1.5,73,CORNEA OK,-FL,F,6,W
94BR01025,L9493,1.5,73,,-FL,F,6,W
94BR01026,L9476,1.5,88,,  2,2,2,W
94BR01027,L9511,1.5,73,LAME LF TRT,-FL,F,6,W
94BR01028,L9519,1.5,73,,-FL,F,6,W
94BR01029,L9508,1.5,73,,-FL,F,6,W
94BR01030,L9509,1.5,73,,-FL,F,6,W
94BR01031,L9530,1.5,73,,-FL,F,6,W
94BR01032,L9535,1.5,73,,-FL,F,6,W
94BR01033,L9536,1.5,73,OLD AB L SHOU,-FL,F,6,W
94BR01034,L9541,1.5,73,,-FL,F,6,W
94BR01035,L9544,1.5,88,,  0,2,2,W
94BR01036,L9546,1.5,73,NEED BIG TAG,-FL,F,6,W
94BR01037,L9547,1.5,73,,-FL,F,6,W
94BR01038,L9551,1.5,73,,-FL,F,6,W
94BR01039,L9555,1.5,73,,-FL,F,6,W
94BR01040,L9560,1.5,73,,-FL,F,6,W
94BR01041,L9565,1.5,73,,-FL,F,6,W
94BR01042,L9562,1.5,73,,-FL,F,6,W
94BR01043,L9520,1.5,73,,-FL,F,6,W
94BR01044,L9581,1.5,73,,-FL,F,6,W
94BR01045,L9580,1.5,88,,  2,2,2,W
94BR01046,L9590,1.5,73,,-FL,F,6,W
94BR01047,L9595,1.5,73,,-FL,F,6,W
94BR01048,L9575,1.5,73,,-FL,F,6,W
94BR01049,L9579,1.5,73,,-FL,F,6,W
94BR01050,L9616,1.5,73,FLT,-FL,F,6,W
94BR01051,L9612,1.5,73,,-FL,F,6,W
94BR01052,L9618,1.5,73,,-FL,F,6,W
94BR01053,L9601,1.5,73,,-FL,F,6,W
94BR01054,L9602,1.5,73,,-FL,F,6,W
94BR01055,L9639,1.5,73,RIP EAR,-FL,F,6,W
94BR01056,L9654,1.5,73,,-FL,F,6,W
94BR01057,L9655,1.5,73,,-FL,F,6,W
94BR01058,L9667,1.0,81,, 01,2,0,W
94BR01059,L9622,1.5,73,,-FL,F,6,W
94BR01060,L9629,1.5,73,,-FL,F,6,W
94BR01061,L9681,1.0,82,, 25,2,0,W
94BR01062,L9685,1.0,81,PINK, 04,2,0,W
94BR01063,L9698,1.0,82,, 26,2,0,W
94BR01064,L9676,1.0,81,, 02,2,0,W
94BR01065,L9200,2.0,82,, 31,2,0,W
94BR01066,L9205,2.0,81,, 02,2,0,W
94BR01067,L9267,2.0,81,, 03,2,0,W
94BR01068,L9285,2.0,82,, 20,2,0,W
94BR01069,L9297,2.0,88,THICK COLOSTR,  0,2,2,W
94BR01070,L9845,1.0,82,, 30,2,0,W
94BR01071,L9854,1.0,81,, 02,2,0,W
94BR01072,L9856,1.0,81,, 04,2,0,W
94BR01073,L9863,1.0,81,R BLOODY MILK, 03,2,0,W
94BR01074,L9864,1.0,81,, 02,2,0,W
94BR01075,L9884,1.0,82,, 20,2,0,W
94BR01076,L9893,1.0,81,, 01,2,0,W
94BR01077,L9896,1.0,82,, 21,2,0,W
94BR01078,L9897,1.0,81,, 03,2,0,W
94BR01079,L9914,1.0,81,, 02,2,0,W
94BR01080,L9904,1.0,81,, 04,2,0,W
94BR01081,L9905,1.0,81,, 01,2,0,W
94BR01082,L9949,1.0,82,, 22,2,0,W
94BR01083,L9950,1.0,82,, 23,2,0,W
94BR01084,L9959,1.0,82,, 24,2,0,W
94BR01085,L9966,1.0,81,, 03,2,0,W
94BR01086,L9968,1.0,82,, 25,2,0,W
94BR01087,L9981,1.0,81,, 04,2,0,W
94BR01088,L9980,1.0,81,, 03,2,0,W
94BR01089,L9984,1.0,82,, 26,2,0,W
94BR01090,L9986,1.0,82,, 27,2,0,W
94BR01091,L9990,1.0,81,, 01,2,0,W
94BR01092,L9974,1.0,81,, 04,2,0,W
94BR01093,L9979,1.0,81,, 02,2,0,W
94BR01094,L9714,1.0,82,, 27,2,0,W
94BR01095,L9715,1.0,81,, 01,2,0,W
94BR01096,L9706,1.0,81,, 03,2,0,W
94BR01097,L9738,1.0,82,, 29,2,0,W
94BR01098,L9743,1.0,81,, 03,2,0,W
94BR01099,L9746,1.0,81,ENTR, 02,2,0,W
94BR01100,L9749,1.0,82,, 31,2,0,W
94BR01101,L9766,1.0,81,, 01,2,0,W
94BR01102,L9721,1.0,82,, 28,2,0,W
94BR01103,L9778,1.0,81,, 04,2,0,W
94BR01104,L7117,3.0,73,,-FL,F,6,n
94BR01105,L7133,3.0,82,, 24,2,0,W
94BR01106,L7132,3.0,81,, 02,2,0,W
94BR01107,L7144,3.0,81,, 04,2,0,W
94BR01108,L7155,3.0,81,, 01,2,0,W
94BR01109,L7191,3.0,88,,  2,2,2,W
94BR01110,L7193,3.0,82,, 26,2,0,W
94BR01111,L7002,3.0,82,, 22,2,0,W
94BR01112,L7032,3.0,81,AB DEWLAP, 01,2,0,W
94BR01113,L7038,3.0,82,, 23,2,0,W
94BR01114,L7064,3.0,88,,  2,2,2,W
94BR01115,L7079,3.0,88,,  0,2,2,W
94BR01116,L7333,3.0,88,,  2,2,2,W
94BR01117,L7337,3.0,81,, 03,2,0,W
94BR01118,L7347,3.0,81,, 01,2,0,W
94BR01119,L7328,3.0,82,, 31,2,0,W
94BR01120,L7452,3.0,82,FLTS, 20,2,0,W
94BR01121,L7458,3.0,81,, 02,2,0,W
94BR01122,L7459,3.0,81,, 04,2,0,W
94BR01123,L7469,3.0,81,, 03,2,0,W
94BR01124,L7492,3.0,81,, 04,2,0,7
94BR01125,L7535,3.0,73,,-FL,F,6,n
94BR01126,L7544,3.0,82,, 21,2,0,W
94BR01127,L7574,3.0,81,TRY 3 94, 01,2,0,W
94BR01128,L7618,3.0,82,, 22,2,0,W
94BR01129,L7630,3.0,73,,-FL,F,6,n
94BR01130,L7647,3.0,82,, 23,2,0,W
94BR01131,L7657,3.0,88,,  0,2,2,W
94BR01132,L7681,3.0,82,TRY 3 94, 24,2,0,W
94BR01133,L7687,3.0,82,TINY TEATS, 26,2,0,W
94BR01134,L7234,3.0,82,, 27,2,0,W
94BR01135,L7232,3.0,82,, 25,2,0,W
94BR01136,L7254,3.0,82,, 28,2,0,W
94BR01137,L7260,3.0,82,, 29,2,0,W
94BR01138,L7226,3.0,81,, 02,2,0,W
94BR01139,L7227,3.0,88,,  0,2,2,W
94BR01140,L7288,3.0,82,, 30,2,0,W
94BR01141,L7297,3.0,73,,-FL,F,6,n
94BR01142,L7816,3.0,88,,  0,2,2,W
94BR01143,L7840,2.5,88,,  0,2,2,W
94BR01144,L7848,2.5,73,,-FL,F,6,n
94BR01145,L7849,2.5,73,,-FL,F,6,n
94BR01146,L7847,2.5,73,,-FL,F,6,n
94BR01147,L7855,2.5,73,,-FL,F,6,n
94BR01148,L7864,2.5,73,,-FL,F,6,W
94BR01149,L7821,3.0,82,, 29,2,0,W
94BR01150,L7888,2.5,73,,-FL,F,6,W
94BR01151,L7894,2.5,73,,-FL,F,6,n
94BR01152,L7870,2.5,73,,-FL,F,6,n
94BR01153,L7903,2.5,73,,-FL,F,6,W
94BR01154,L7930,2.5,73,,-FL,F,6,W
94BR01155,L7934,2.5,73,,-FL,F,6,W
94BR01156,L7942,2.5,73,,-FL,F,6,n
94BR01157,L7951,2.5,73,,-FL,F,6,W
94BR01158,L7922,2.5,73,,-FL,F,6,W
94BR01159,L7986,2.5,73,,-FL,F,6,n
94BR01160,L7712,3.0,82,, 25,2,0,W
94BR01161,L7747,3.0,88,,  2,2,2,W
