UID,ETAG,LINE,RMK,IDX,PD,TRTPEN,CUWT,BPEN,BRAND,PREGPEN,W1018,W1207,IDZ65,CLR,STM,DIETPEN
09EW00803,R7887,,.,,1,,81,e23,,,,104,,1,07,
09EW00804,R7913,,.,,1,,84,e21,,,,104,,1,07,
09EW00805,X8141,,.,,1,,40,,,,,50,,1,MY,
09EW00806,H5474,,HAIRY,,1,,77,e15,,,,90,,1,30,
09EW00807,H5476,,2ND,,1,,82,e17,,,,103,,1,30,
09EW00808,R7921,,.,,1,,80,M3,,,,107,,1,07,
09EW00809,T2819,,4H,,1,,88,T2,,,,136,,1,02,
09EW00810,R7925,,HAIRY,,1,,93,M3,,,,95,,1,07,
09EW00811,R7927,,.,,1,,73,M4,,,,92,,1,07,
09EW00812,K4601,,.,,1,,96,e5,,,,120,,1,06,
09EW00813,H5484,,.,,1,,74,e19,,,,94,,1,30,
09EW00814,X8159,,.,,1,,80,M2,,,,93,,1,R3,
09EW00815,H5486,,E VET FIX,,1,,80,e17,,,,100,,1,30,
09EW00816,X8160,,H.E,,1,,81,M2,,,,98,,1,R3,
09EW00817,K4602,,.,,1,,94,e4,,,,131,,1,06,
09EW00818,R7939,,1ST DYS 3+4,,1,,70,M1,,,,93,,1,07,
09EW00819,R7940,,2ND.BRNEAR,,1,,68,M3,,,,92,,1,07,
09EW00820,X8172,,HAIRY,,1,,84,M3,,,,110,,1,R3,
09EW00821,X8173,,1ST.SLIGHTH,,1,,81,M2,,,,94,,1,R3,
09EW00822,H5489,,1ST,,1,,70,M2,,,,84,,1,30,
09EW00823,H5491,,.,,1,,79,e18,,,,92,,1,30,
09EW00824,X8176,,HAIRY,,1,,73,M3,,,,106,,1,R3,
09EW00825,X8177,,.,,1,,73,M2,,,,87,,1,R3,
09EW00826,H5493,,.,,1,,88,M2,,,,94,,1,30,
09EW00827,H5496,,.,,1,,91,M3,,,,116,,1,30,
09EW00828,X8187,,.,,1,,77,,,,,94,,1,MY,
09EW00829,R7944,,.,,1,,85,e22,,,,90,,1,07,
09EW00830,X8190,,HAIRY,,1,,66,M4,,,,81,,1,R3,
09EW00831,X8191,,HAIRY,,1,,69,M2,,,,77,,1,R3,
09EW00832,R7949,,.,,1,,80,e24,,,,96,,1,07,
09EW00833,X8195,,HAIRY,,1,,79,M4,,,,95,,1,R3,
09EW00834,T2821,,.,,1,,77,T2,,,,95,,1,02,
09EW00835,R7955,,.,,1,,67,M1,,,,79,,1,07,
09EW00836,R7956,,LAME,,1,,74,M2,,,,85,,1,07,
09EW00837,X8202,,E VET FIX,,1,,89,,,,,86,,1,MY,
09EW00838,X8203,,.,,1,,73,e9,,,,90,,6,97,
09EW00839,R7963,,HAIRY,,3,,91,e21,,,,111,,1,07,
09EW00840,X8204,,.,,1,,78,M4,,,,83,,1,R3,
09EW00841,X8205,,HAIRY,,1,,73,M1,,,,101,,1,R3,
09EW00842,R7964,,1ST,,1,,85,M4,,,,103,,1,07,
09EW00843,R7967,,.,,1,,86,e21,,,,105,,1,07,
09EW00844,R7968,,1ST  2@ONCE,,1,,85,M4,,,,98,,1,07,
09EW00845,R7970,,.,,1,,71,M2,,,,84,,1,07,
09EW00846,R7971,,.,,1,,74,M1,,,,98,,1,07,
09EW00847,X8218,,E VET FIX  PN,,1,,87,e14,,,,90,,1,C3,
09EW00848,R7976,,.,,1,,67,M4,,,,92,,1,07,
09EW00849,R7977,,4TEATS,,1,,80,M1,,,,100,,1,07,
09EW00850,R7980,,.,,1,,70,e21,,,,107,,1,07,
09EW00851,R7986,,.,,1,,73,e24,,,,99,,1,07,
09EW00852,H5519,,WEAK LAMB,,1,,70,e18,,,,95,,1,30,
09EW00853,R7996,,BIG,,1,,109,M3,,,,136,,1,07,
09EW00854,R7998,,4TEATS,,1,,88,e23,,,,105,,1,07,
09EW00855,R7999,,.,,1,,87,e24,,,,117,,1,07,
09EW00856,R8002,,E VET FIX,,1,,65,M1,,,,86,,1,07,
09EW00857,R8003,,ENTROPION,,1,,70,e23,,,,79,,1,07,
09EW00858,R8006,,.,,1,,70,e21,,,,83,,1,07,
09EW00859,H5520,,.,,1,,84,e16,,,,103,,1,30,
09EW00860,R8007,,.,,1,,98,M2,,,,123,,1,07,
09EW00861,R8013,,1ST,,1,,79,M3,,,,106,,1,07,
09EW00862,R8023,,BLKSPOT,,1,,74,M2,,,,83,,3,07,
09EW00863,R8024,,.,,1,,68,M4,,,,85,,1,07,
09EW00864,R8025,,.,,1,,67,e22,,,,90,,1,07,
09EW00865,R8026,,.,,1,,75,e21,,,,91,,1,07,
09EW00866,L0040,,.,,1,,73,e6,,,,81,,3,PC,
09EW00867,R8031,,.,,1,,77,M4,,,,81,,1,07,
09EW00868,H5528,,.,,1,,102,M1,,,,122,,1,30,
09EW00869,X8274,,HAIRY,,1,,73,M1,,,,93,,1,R3,
09EW00870,X8276,,.,,1,,72,,,,,80,,1,MY,
09EW00871,X8277,,E2E,,1,,72,,,,,81,,1,MY,
09EW00872,R8035,,.,,1,,79,e22,,,,99,,1,07,
09EW00873,X8279,,.,,1,,77,,,,,92,,1,MY,
09EW00874,R8039,,.,,1,,97,M2,,,,117,,1,07,
09EW00875,R8040,,PINK,,1,,81,M1,,,,96,,1,07,
09EW00876,X8286,,E VET FIX,,1,,100,e8,,,,124,,5,T3,
09EW00877,T2829,,E2E VET FIX,,1,,57,T3,,,,58,,1,02,
09EW00878,X8292,,.,,1,,71,e8,,,,96,,5,T3,
09EW00879,K4605,,.,,1,,72,e1,,,,99,,1,06,
09EW00880,X8314,,.,,1,,57,,,,,65,,1,MY,
09EW00881,H5541,,.,,1,,62,e19,,,,77,,1,30,
09EW00882,X8335,,.,,1,,79,,,,,88,,1,MY,
09EW00883,X8352,,.,,1,,70,,,,,88,,1,MY,
09EW00884,T2835,,.,,1,,105,T2,,,,139,,1,02,
09EW00885,R8049,,BLK SPOT,,1,,85,e21,,,,102,,3,07,
09EW00886,H5549,,.,,1,,79,e15,,,,98,,1,30,
09EW00887,H5551,,.,,1,,70,e16,,,,88,,1,30,
09EW00888,X8377,,.,,1,,79,,,,,91,,2,MY,
09EW00889,X8378,,.,,1,,70,,,,,80,,1,MY,
09EW00890,X8393,,2ND.POS,,1,,44,,,,,52,,1,MY,
09EW00891,T2841,,.,,1,,86,T1,,,,118,,1,02,
09EW00892,X8398,,8621,,1,,74,,,,,86,,2,MY,
09EW00893,T2845,,.,,1,,85,T1,,,,106,,1,02,
09EW00894,T2846,,.,,1,,58,T1,,,,67,,1,02,
09EW00895,K4535,,4T.Laz0401Mkt,,1,,79,e4,,,,96,,1,06,
09EW00896,T2499,,BIRTH HYPOXIA,,1,,98,T3,,,,93,,1,02,
