UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,NOV02,DEC17
93EW00287,S3685,00,,0,1,0,R13,Red 13,109,120
93EW00288,S3686,00,,0,1,0,R11,Red 11,105,116
93EW00289,S3692,00,,0,1,0,R11,Red 11,129,135
93EW00290,S3674,00,,0,1,0,R11,Red 11,110,123
93EW00291,S3805,18,,102,1,95,G.5,Grn 5,115,128
93EW00292,S3808,00,,0,1,0,R13,Red 13,122,132
93EW00293,S3835,18,,88,1,78,G.5,Grn 5,84,92
93EW00294,S3840,18,,92,1,77,G.5,Grn 5,94,102
93EW00295,S3846,18,,108,1,78,G.5,Grn 5,104,113
93EW00296,S3848,18,,95,1,83,G.6,Grn 6,96,101
93EW00297,S3868,18,ENTR,125,1,87,G.5,Grn 5,115,131
93EW00298,S3869,18,ENTR,116,1,75,G.5,Grn 5,96,112
93EW00299,S3824,18,,108,1,73,G.5,Grn 5,92,106
93EW00300,S3871,00,,0,1,0,R12,Red 12,128,142
93EW00301,S3908,00,DEAD,0,1,0,R13,Red 13,0,0
93EW00302,S3907,00,,0,1,0,R11,Red 11,122,131
93EW00303,S3941,00,,0,1,0,R13,Red 13,98,108
93EW00304,S3963,18,,98,1,89,G.5,Grn 5,110,123
93EW00305,S3970,18,,99,1,71,G.6,Grn 6,95,110
93EW00306,S3974,18,4TEATS,96,1,69,G.6,Grn 6,88,99
93EW00307,S3975,18,4TEATS,92,1,64,G.6,Grn 6,88,100
93EW00308,S3714,00,,0,1,0,R11,Red 11,136,147
93EW00309,S3702,00,,0,1,0,R13,Red 13,117,130
93EW00310,S3736,18,,101,1,92,G.6,Grn 6,112,126
93EW00311,S3743,18,,89,1,68,G.6,Grn 6,77,94
93EW00312,S3744,18,,94,1,74,G.5,Grn 5,92,100
93EW00313,S3755,18,,101,1,87,G.6,Grn 6,112,128
93EW00314,S3757,00,,0,1,0,R13,Red 13,124,138
93EW00315,S3727,18,ENTR,90,1,67,G.5,Grn 5,79,90
93EW00316,S3789,00,4TEATS,0,1,0,R11,Red 11,111,115
93EW00317,S3790,00,,0,1,0,R13,Red 13,109,118
93EW00318,S3773,18,HAIRY,113,1,92,G.6,Grn 6,122,134
93EW00319,S3772,18,,102,1,88,G.6,Grn 6,108,124
93EW00320,S3778,18,,90,1,60,G.5,Grn 5,76,86
93EW00321,S3779,18,4TEATS,94,1,71,G.5,Grn 5,95,106
93EW00322,S4117,00,,0,1,0,R11,Red 11,114,127
93EW00323,S4136,18,,108,1,83,G.6,Grn 6,99,115
93EW00324,S4145,18,,116,1,93,G.6,Grn 6,109,122
93EW00325,S4180,18,,111,1,84,G.6,Grn 6,104,113
93EW00326,S4183,18,,82,1,68,G.5,Grn 5,74,86
93EW00327,S4172,18,,99,1,91,G.6,Grn 6,97,109
93EW00328,S4010,18,,105,1,71,G.5,Grn 5,88,96
93EW00329,S4012,18,,101,1,69,G.5,Grn 5,87,99
93EW00330,S4034,18,4TEATS,82,1,64,G.5,Grn 5,68,79
93EW00331,S4030,00,,0,1,0,R13,Red 13,89,93
93EW00332,S4047,18,,102,1,80,G.5,Grn 5,104,119
93EW00333,S4025,00,,0,1,0,R11,Red 11,123,138
93EW00334,S4084,00,,0,1,0,R11,Red 11,114,129
93EW00335,S4087,18,,102,1,73,G.6,Grn 6,101,116
93EW00336,S4090,18,,109,1,93,G.6,Grn 6,103,118
93EW00337,S4210,18,,92,1,62,G.6,Grn 6,73,79
93EW00338,S4202,18,,102,1,83,G.5,Grn 5,93,104
93EW00339,S4239,18,,91,1,48,G.5,Grn 5,57,69
93EW00340,S4245,00,,0,1,0,R13,Red 13,91,105
93EW00341,S4248,18,4TEATS,104,1,73,G.6,Grn 6,91,107
93EW00342,S4260,18,,102,1,70,G.6,Grn 6,93,103
93EW00343,S4266,18,,97,1,67,G.5,Grn 5,82,99
93EW00344,S4227,00,,0,1,0,R13,Red 13,91,107
93EW00345,S4285,18,4TEATS,98,1,54,G.6,Grn 6,63,79
93EW00346,S4286,18,,95,1,53,G.6,Grn 6,60,69
93EW00347,S4275,18,ENTR,100,1,60,G.5,Grn 5,63,71
93EW00348,S4272,18,4TEATS,104,1,67,G.5,Grn 5,76,84
93EW00349,S4277,18,,97,1,61,G.6,Grn 6,90,101
93EW00350,T3643,48,,108,1,98,R.2,Red 2,122,134
93EW00351,T3645,41,,111,1,107,R.1,Red 1,135,136
93EW00352,T3646,41,,101,1,78,R.1,Red 1,88,91
93EW00353,T3651,48,,88,1,62,R.2,Red 2,84,104
93EW00354,T3650,48,,97,1,75,R.2,Red 2,89,105
93EW00355,T3652,41,"ENTR,4TEATS",115,1,103,R.1,Red 1,122,113
93EW00356,T3659,42,"WEAK,IMM",86,1,68,R.2,Red 2,81,82
93EW00357,T3663,42,,101,1,73,R.1,Red 1,89,93
93EW00358,T3682,42,,82,1,76,R.2,Red 2,83,93
93EW00359,T3674,42,ENTR,101,1,76,R.2,Red 2,87,94
93EW00360,T3677,48,,85,1,59,R.2,Red 2,72,80
93EW00361,T3814,41,,98,1,87,R.1,Red 1,98,103
93EW00362,T3803,41,4TEATS,104,1,99,R.1,Red 1,109,119
93EW00363,T3833,41,,107,1,86,R.1,Red 1,107,107
93EW00364,T3835,48,,91,1,76,R.2,Red 2,92,110
93EW00365,T3838,41,4TEATS,127,1,104,R.1,Red 1,112,119
93EW00366,T3837,42,4TEATS,107,1,89,R.2,Red 2,103,113
93EW00367,T3842,41,,94,1,80,R.2,B.Head,98,117
93EW00368,T3847,41,,110,1,90,R.2,B.Head,118,132
93EW00369,T3854,41,,107,1,85,R.2,B.Head,103,108
93EW00370,T3858,42,4TEATS,102,1,79,R.2,Red 2,91,99
93EW00371,T3859,42,4TEATS,95,1,79,R.1,Red 1,94,96
93EW00372,T3823,41,,120,1,97,R.1,Red 1,110,123
93EW00373,T3825,41,,108,1,91,R.1,Red 1,112,117
93EW00374,T3826,42,,71,1,63,R.2,Red 2,69,83
93EW00375,T3829,41,,91,1,75,R.1,Red 1,81,81
93EW00376,T3883,42,4TEATS,93,1,69,R.1,Red 1,81,88
93EW00377,T3885,41,,93,1,77,R.1,Red 1,92,96
93EW00378,T3882,42,,108,1,92,R.2,Red 2,106,112
93EW00379,T3889,41,,99,1,85,R.2,B.Head,107,117
93EW00380,T3893,42,,94,1,75,R.2,Red 2,93,107
93EW00381,T3894,42,,95,1,88,R.2,Red 2,92,99
93EW00382,T3896,42,,86,1,76,R.2,Red 2,89,100
93EW00383,T3899,41,,103,1,83,R.1,Red 1,102,111
93EW00384,T3876,41,,111,1,79,R.1,Red 1,90,93
93EW00385,T3914,48,,81,1,54,R.2,Red 2,80,111
93EW00386,T3915,41,,107,1,74,R.1,Red 1,86,89
93EW00387,T3919,41,,110,1,71,R.1,Red 1,90,94
93EW00388,T3909,41,,100,1,73,R.1,Red 1,90,92
93EW00389,T3934,42,,101,1,89,R.2,Red 2,89,97
93EW00390,T3937,41,4TEATS,95,1,77,R.1,Red 1,103,99
93EW00391,T3956,41,,129,1,83,R.1,Red 1,107,114
93EW00392,T3966,42,,99,1,83,R.2,Red 2,89,101
93EW00393,T3969,42,,111,1,87,R.1,Red 1,94,99
93EW00394,T3923,42,4TEATS,104,1,87,R.2,Red 2,89,100
93EW00395,T3924,41,,91,1,66,R.1,Red 1,83,92
93EW00396,T3928,42,4TEATS,79,1,56,R.2,Red 2,73,75
93EW00397,T3983,41,4TEATS,112,1,85,R.1,Red 1,109,117
93EW00398,T3998,41,,110,1,70,R.1,Red 1,84,95
93EW00399,T3999,41,,112,1,75,R.1,Red 1,90,88
93EW00400,T3970,41,,112,1,103,R.1,Red 1,115,123
93EW00401,T3976,42,,97,1,65,R.2,B.Head,80,85
93EW00402,T3715,41,,112,1,98,R.1,Red 1,107,105
93EW00403,T3718,41,4TEATS,106,1,100,R.1,Red 1,116,122
93EW00404,T3703,41,,102,1,84,R.1,Red 1,88,89
93EW00405,T3736,41,,89,1,71,R.1,Red 1,87,94
93EW00406,T3739,48,,82,1,58,R.2,Red 2,85,111
93EW00407,T3749,48,,87,1,52,R.2,Red 2,65,70
