UID,ETAG,LINE,RMK,IDX,PD,MASTITRT,CUWT,BPEN,BRAND,NOV04,DEC17,IDZ65,YTEX,PREG
03EW00762,Z9498,00,4TEATS,103,1,none,86,e.1,green,105,122,0,Yellow,0
03EW00763,Z9497,00,,96,1,none,79,e.0,green,93,108,0,Yellow,1
03EW00764,Z9516,00,,115,1,none,98,e.0,green,111,127,0,Yellow,1
03EW00765,Z9501,00,,0,1,none,105,e.0,green,116,135,0,Orange,1
03EW00766,Z9509,00,4TEATS,100,1,none,88,e.2,green,96,109,0,Yellow,1
03EW00767,Z9533,00,4TEATS,102,1,none,91,e.1,green,112,122,0,Yellow,1
03EW00768,Z9535,00,,112,1,none,100,nd9,green,0,0,1198,Purple,1
03EW00769,Z9538,00,4TEATS,95,1,none,83,e.0,green,101,116,0,Yellow,1
03EW00770,Z9537,00,,108,1,none,90,e.2,green,109,120,0,Yellow,0
03EW00771,Z9545,00,4TEATS,94,1,none,85,nd8,green,0,0,0,Purple,0
03EW00772,Z9546,00,,0,1,none,114,e.1,green,106,128,0,Orange,1
03EW00773,Z9550,00,,0,1,none,93,e.2,green,87,100,0,Orange,1
03EW00774,Z9564,00,,118,1,none,117,nd2,green,0,0,0,Purple,0
03EW00775,Z9521,00,,119,1,none,109,nd4,green,0,0,0,Purple,0
03EW00776,Z9529,00,,106,1,none,92,nd9,green,0,0,1179,Purple,1
03EW00777,Z9581,97,,102,1,none,113,974,green,115,132,1158,Purple,0
03EW00778,Z9584,00,F3-,113,1,none,100,e.1,green,116,122,0,Yellow,1
03EW00779,Z9580,00,,104,1,none,87,e.0,green,113,128,0,Yellow,1
03EW00780,Z9599,00,4TEATS,110,1,none,95,e.2,green,115,121,0,Yellow,1
03EW00781,Z9574,00,,97,1,none,84,e.2,green,97,105,0,Yellow,1
03EW00782,Z9577,00,,102,1,none,95,nd3,green,0,0,0,Purple,0
03EW00783,Z9570,00,,107,1,none,99,e.1,green,114,123,0,Yellow,1
03EW00784,Z9611,97,NICE,106,1,none,111,974,green,115,131,1160,Purple,0
03EW00785,Z9614,00,,91,1,none,79,e.1,green,92,101,0,Yellow,1
03EW00786,Z9612,97,NICE,106,1,Ram,120,Ram,Red,120,144,1230,Purple,
03EW00787,Z9610,00,,103,1,none,91,e.0,green,109,125,0,Yellow,1
03EW00788,Z9606,00,,0,1,none,102,e.8,green,120,139,0,Orange,1
03EW00789,Z9633,00,4TEATS,103,1,none,84,e.1,green,106,120,0,Yellow,1
03EW00790,Z9630,00,,97,1,none,90,e.0,green,92,107,0,Yellow,1
03EW00791,Z9648,00,,96,1,none,78,e.2,green,90,93,0,Yellow,0
03EW00792,Z9649,00,,103,1,none,88,e.0,green,103,112,0,Yellow,1
03EW00793,Z9655,00,HAIRY  <<<,108,1,none,93,e.1,green,102,111,0,Yellow,1
03EW00794,Z9656,00,PNEU.,102,1,none,91,e.2,green,94,101,0,Yellow,1
03EW00795,Z9669,00,4TEATS,112,1,none,103,e.0,green,105,113,0,Yellow,1
03EW00796,Z9626,00,,0,1,none,108,e.6,green,122,136,0,Orange,1
03EW00797,Z9622,97,,89,1,none,93,973,green,100,125,1147,Purple,0
03EW00798,Z9628,00,,110,1,none,107,e.2,green,109,126,0,Yellow,1
03EW00799,Z9681,00,,0,1,none,103,e.7,green,122,142,0,Orange,1
03EW00800,Z9683,00,,0,1,none,101,e.6,green,112,128,0,Orange,1
03EW00801,Z9686,00,,104,1,none,96,e.1,green,103,114,0,Yellow,1
03EW00802,Z9682,00,,0,1,none,90,e.8,green,112,130,0,Orange,1
03EW00803,Z9691,00,4TEATS,92,1,none,77,e.2,green,85,92,0,Yellow,1
03EW00804,Z9693,00,,0,1,none,104,e.8,green,111,127,0,Orange,1
03EW00805,Z9694,00,HAIRY,112,1,none,94,e.0,green,100,111,0,Yellow,1
03EW00806,Z9692,00,,0,1,none,92,e.7,green,113,129,0,Orange,0
03EW00807,Z9699,00,4TEATS,104,1,none,91,nd2,green,0,0,1215,Purple,1
03EW00808,Z9673,00,,0,1,none,92,e.0,green,106,125,0,Orange,1
03EW00809,Z9679,00,DARK PINTO,81,1,none,89,973,green,86,99,1138,Purple,0
03EW00810,Z9214,00,,94,1,none,84,e.2,green,102,105,0,Yellow,1
03EW00811,Z9231,00,,0,1,none,96,e.1,green,90,103,0,Orange,1
03EW00812,Z9236,00,,111,1,none,100,nd7,green,0,0,1197,Purple,1
03EW00813,Z9241,00,MSG 11/4/03,0,7,none,76,e.7,green,0,0,0,Orange,
03EW00814,Z9244,00,,107,1,none,109,nd2,green,0,0,0,Purple,0
03EW00815,Z9240,00,,0,1,none,75,e.6,green,95,106,0,Orange,1
03EW00816,Z9258,97,GRAY,114,1,none,120,973,green,134,157,1134,Purple,1
03EW00817,Z9259,97,,112,1,Ram,116,Ram,Red,116,141,1223,Purple,
03EW00818,Z9250,00,,0,1,none,103,e.2,green,106,126,0,Orange,1
03EW00819,Z9268,00,H. Li wether,0,3,none,92,X,none,100,0,0,X??low,
03EW00820,Z9267,00,,104,1,none,87,e.0,green,104,119,0,Yellow,1
03EW00821,Z9221,00,,108,1,none,101,nd2,green,0,0,1204,Purple,1
03EW00822,Z9222,00,,108,1,none,95,nd+,green,0,0,1176,Purple,1
03EW00823,Z9228,00,,0,1,none,81,e.0,green,94,109,0,Orange,1
03EW00824,Z9291,00,,97,1,none,83,e.0,green,95,118,0,Yellow,1
03EW00825,Z9294,00,,104,1,none,102,nd7,green,0,0,1190,Purple,1
03EW00826,Z9271,00,NICE,119,1,none,106,e.1,green,117,131,0,Yellow,1
03EW00827,Z9278,00,,102,1,none,86,e.2,green,110,117,0,Yellow,1
03EW00828,Z9816,00,NICE,100,1,none,84,nd4,green,0,0,0,Purple,0
03EW00829,Z9819,97,,108,1,none,114,973,green,116,133,1141,Purple,1
03EW00830,Z9805,00,,0,1,none,100,e.7,green,110,115,0,Orange,1
03EW00831,Z9839,00,,116,1,none,105,e.0,green,114,128,0,Yellow,1
03EW00832,Z9830,00,,0,1,none,95,e.6,green,122,129,0,Orange,1
03EW00833,Z9841,97,NICE,113,1,Ram,119,Ram,Red,119,151,1232,Purple,
03EW00834,Z9849,00,NICE,0,1,none,123,e.7,green,143,153,0,Orange,1
03EW00835,Z9851,00,,114,1,none,98,e.2,green,122,130,0,Yellow,1
03EW00836,Z9854,00,NICE,0,1,none,140,e.8,green,154,159,0,Orange,1
03EW00837,Z9858,97,NICE,114,1,Ram,124,Ram,Red,124,143,1233,Purple,
03EW00838,Z9857,97,,99,1,none,92,974,green,108,116,1168,Purple,0
03EW00839,Z9850,00,,102,1,none,90,e.1,green,115,119,0,Yellow,1
03EW00840,Z9863,00,TAIL 6-27,103,1,none,83,e.1,green,99,100,0,Yellow,1
03EW00841,Z9862,00,,111,1,none,92,e.0,green,99,106,0,Yellow,1
03EW00842,Z9825,00,,101,1,none,92,e.0,green,119,128,0,Yellow,1
03EW00843,Z9828,00,NICE,102,1,none,87,e.2,green,97,106,0,Yellow,0
03EW00844,Z9829,00,,0,1,none,100,e.8,green,115,130,0,Orange,1
03EW00845,Z9827,00,,93,1,none,74,e.1,green,95,106,0,Yellow,0
03EW00846,Z9898,00,,115,1,none,102,e.0,green,113,123,0,Yellow,1
03EW00847,Z9897,00,,104,1,none,97,nd1,green,0,0,1201,Purple,1
03EW00848,Z9872,00,,0,1,none,97,e.6,green,108,121,0,Orange,1
03EW00849,Z9878,00,,103,1,none,87,e.2,green,90,95,0,Yellow,1
03EW00850,Z9913,00,,102,1,none,93,e.1,green,102,106,0,Yellow,1
03EW00851,Z9915,97,NICE,109,1,none,125,974,green,123,134,1165,Purple,0
03EW00852,Z9916,00,,103,1,none,80,e.2,green,90,96,0,Yellow,1
03EW00853,Z9917,00,,104,1,none,81,e.0,green,98,107,0,Yellow,1
03EW00854,Z9910,00,RAT,116,1,none,104,nd5,green,0,0,1189,Purple,1
03EW00855,Z9901,00,,91,1,none,69,e.2,green,91,98,0,Yellow,1
03EW00856,Z9903,00,,98,1,none,89,e.0,green,93,108,0,Yellow,1
03EW00857,Z9905,00,"X, CRIPPLE",93,3,none,73,X,green,80,0,0,X??low,
03EW00858,Z9906,00,4TEATS,100,1,none,83,e.2,green,94,98,0,Yellow,1
03EW00859,Z9907,00,HAIRY  <<<,106,1,none,105,e.0,green,113,127,0,Yellow,1
03EW00860,Z9936,00,HAIRY,94,1,none,73,e.1,green,89,94,0,Yellow,1
03EW00861,Z9938,00,,97,1,none,80,e.0,green,92,104,0,Yellow,1
03EW00862,Z9939,97,,102,1,Ram,120,Ram,Red,120,150,1234,Purple,
03EW00863,Z9937,00,TRT.PNEU.12/2,96,6,none,84,e.2,green,89,0,0,Yellow,
03EW00864,Z9946,00,,109,1,none,101,nd5,green,0,0,0,Purple,0
03EW00865,Z9956,00,,101,1,none,83,e.1,green,95,106,0,Yellow,1
03EW00866,Z9958,00,,98,1,none,84,e.2,green,91,100,0,Yellow,1
03EW00867,Z9959,00,,107,1,none,91,e.0,green,94,106,0,Yellow,1
03EW00868,Z9966,00,4TEATS,109,1,none,93,e.1,green,107,115,0,Yellow,1
03EW00869,Z9968,00,,0,1,none,101,e.7,green,119,133,0,Orange,1
03EW00870,Z9969,00,ENTR,0,1,none,95,e.8,green,106,123,0,Orange,1
03EW00871,Z9924,00,,0,1,none,82,e.2,green,86,95,0,Orange,1
03EW00872,Z9925,97,WEAK,106,1,Ram,120,Ram,Red,120,138,1229,Purple,
03EW00873,Z9981,00,HAIRY  <<<,107,1,none,92,e.0,green,101,108,0,Yellow,1
03EW00874,Z9985,00,,101,1,none,75,e.2,green,97,106,0,Yellow,1
03EW00875,Z9982,00,,103,1,none,88,e.1,green,98,103,0,Yellow,1
03EW00876,Z9988,00,,113,1,none,89,e.0,green,109,128,0,Yellow,1
03EW00877,Z9989,00,4TEATS,112,1,none,91,e.1,green,108,116,0,Yellow,1
03EW00878,Z9987,00,,112,1,none,93,nd0,green,0,0,1206,Purple,1
03EW00879,Z9999,00,,108,1,none,99,e.2,green,109,121,0,Yellow,1
03EW00880,Z9997,00,,0,1,none,110,e.6,green,126,140,0,Orange,1
03EW00881,Z9972,00,4TEATS,116,1,none,98,e.2,green,106,112,0,Yellow,1
03EW00882,Z9900,00,,92,1,none,82,e.1,green,86,92,0,Yellow,0
03EW00883,Z9712,97,,96,1,none,100,973,green,115,138,1137,Purple,0
03EW00884,Z9702,00,,107,1,none,104,e.2,green,110,123,0,Yellow,1
03EW00885,Z9708,00,,0,1,none,93,e.1,green,99,112,0,Orange,1
03EW00886,Z9709,00,,0,1,none,88,e.2,green,105,117,0,Orange,1
03EW00887,Z9734,00,4TEATS,104,1,none,101,e.2,green,108,117,0,Yellow,1
03EW00888,Z9735,00,ENTR,111,1,none,102,nd4,green,0,0,1173,Purple,1
03EW00889,Z9747,00,,0,1,none,91,e.0,green,104,119,0,Orange,1
03EW00890,Z9753,00,,0,1,none,108,e.7,green,116,129,0,Orange,1
03EW00891,Z9754,00,,0,1,none,93,e.8,green,118,138,0,Orange,1
03EW00892,Z9755,00,,111,1,none,93,nd6,green,0,0,1172,Purple,1
03EW00893,Z9756,97,ENTR,101,1,Ram,107,Ram,Red,107,139,1219,Purple,
03EW00894,Z9752,00,,0,1,none,104,e.6,green,125,131,0,Orange,1
03EW00895,Z9766,97,NICE,96,1,Ram,106,Ram,Red,106,142,1222,Purple,
03EW00896,Z9769,00,HAIRY  <<<,106,1,none,95,e.0,green,107,112,0,Yellow,1
03EW00897,Z9760,00,NICE,113,1,none,101,nd4,green,0,0,0,Purple,0
03EW00898,Z9723,00,,102,1,none,84,e.0,green,107,119,0,Yellow,0
03EW00899,Z9724,00,,100,1,none,88,e.1,green,104,119,0,Yellow,1
03EW00900,Z9783,00,JxR saveHAIRY,102,1,none,85,e.2,green,96,105,0,Yellow,1
03EW00901,Z9782,00,,107,1,none,83,e.1,green,105,117,0,Yellow,1
03EW00902,Z9794,00,WEAK,0,1,none,104,e.6,green,104,113,0,Orange,1
03EW00903,Z9773,00,,0,1,none,104,e.1,green,110,130,0,Orange,1
03EW00904,Z9778,00,FX.LF.LEG ok,118,1,none,101,e.0,green,112,134,0,Yellow,1
03EW00905,Z9777,00,ENTR,110,1,none,92,e.2,green,96,107,0,Yellow,0
03EW00906,Z9770,00,,96,1,none,89,e.1,green,97,106,0,Yellow,0
03EW00907,Z9700,00,,106,1,none,98,e.1,green,116,117,0,Yellow,1
03EW00908,Z9000,97,,122,1,none,150,973,green,160,176,1130,Purple,1
