UID,ETAG,LINE,RMK,IDX,PD,PTRT,CUWT,BPEN,BRAND,NOV02,DEC14,DEC28
99EW00622,R0582,12,F3-,96,1,,83,e.1,Purple,90,109,0
99EW00623,R0590,11,,110,1,,86,e.1,Purple,95,107,0
99EW00624,R0594,13,,110,1,,94,e.2,Purple,107,128,0
99EW00625,R0614,13,4TEATS,107,1,,91,e.1,Purple,111,131,0
99EW00626,R0604,11,"HAIRY<,4TEATS",112,1,,88,e.2,Purple,94,109,0
99EW00627,R0631,11,,104,1,,93,e.2,Purple,102,108,0
99EW00628,R0640,12,,99,1,,84,e.1,Purple,92,102,0
99EW00629,R0647,13,ENTR,108,1,,88,e.2,Purple,104,124,0
99EW00630,R0650,11,ENTR,119,1,,103,e.0,Purple,114,126,0
99EW00631,R0658,13,HAIRY,111,1,,101,e.2,Purple,113,136,0
99EW00632,R0657,13,4TEATS,107,1,,87,e.1,Purple,98,120,0
99EW00633,R0669,10,,103,1,,84,e.3,Purple,98,116,0
99EW00634,R0667,12,,95,1,,89,e.1,Purple,104,126,0
99EW00635,R0621,13,,103,1,,87,e.3,Purple,98,124,0
99EW00636,R0624,12,4TEATS,108,1,,98,e.3,Purple,104,121,0
99EW00637,R0627,12,H2,111,1,,107,e.3,Purple,110,129,0
99EW00638,R0680,11,,111,1,,85,e.2,Purple,94,112,0
99EW00639,R0691,11,,107,1,,102,e.3,Purple,117,141,0
99EW00640,R0699,10,ENTR,108,1,,96,e.3,Purple,102,126,0
99EW00641,R0675,10,JAW4,104,1,,101,e.2,Purple,113,128,0
99EW00642,R0679,11,,113,1,,85,e.0,Purple,99,118,0
99EW00643,R0211,13,ENTR,101,1,,87,e.2,Purple,98,115,0
99EW00644,R0219,13,,96,1,,82,e.3,Purple,94,115,0
99EW00645,R0217,10,ENTR,114,1,,106,e.0,Purple,126,139,0
99EW00646,R0203,11,,109,1,,97,e.3,Purple,108,121,0
99EW00647,R0204,11,,109,1,,96,e.1,Purple,107,123,0
99EW00648,R0207,13,,109,1,,81,e.1,Purple,96,116,0
99EW00649,R0236,13,,94,1,,85,e.1,Purple,104,125,0
99EW00650,R0237,13,JAW4,95,1,,89,e.2,Purple,103,128,0
99EW00651,R0240,12,,104,1,,97,e.3,Purple,100,126,0
99EW00652,R0255,12,4TEATS,98,1,,87,e.1,Purple,103,115,0
99EW00653,R0258,13,,100,1,,91,e.1,Purple,103,119,0
99EW00654,R0259,13,,95,1,,85,e.2,Purple,93,101,0
99EW00655,R0263,13,,104,1,,92,e.3,Purple,103,114,0
99EW00656,R0220,12,,104,1,,97,e.1,Purple,100,111,0
99EW00657,R0229,10,4TEATS,105,1,,97,e.2,Purple,102,117,0
99EW00658,R0227,11,4TEATS,107,1,,97,e.2,Purple,114,133,0
99EW00659,R0288,12,,106,1,,102,e.3,Purple,110,119,0
99EW00660,R0295,12,,98,1,,78,e.2,Purple,92,109,0
99EW00661,R0298,12,,105,1,,101,e.2,Purple,116,122,0
99EW00662,R0275,12,4TEATS,100,1,,90,e.3,Purple,103,118,0
99EW00663,R0276,12,,101,1,,85,e.1,Purple,94,102,0
99EW00664,R0272,10,"ENTR,4TEATS",106,1,,104,e.3,Purple,110,126,0
99EW00665,R0277,13,,101,1,,91,e.3,Purple,96,119,0
99EW00666,R0814,13,HAIRY,96,1,,92,e.2,Purple,95,110,0
99EW00667,R0819,12,,100,1,,82,e.3,Purple,87,102,0
99EW00668,R0804,11,ENTR,118,1,,103,e.2,Purple,119,136,0
99EW00669,R0805,11,,107,1,,90,e.3,Purple,99,117,0
99EW00670,R0809,11,4TEATS,107,1,,79,e.3,Purple,94,108,0
99EW00671,R0834,10,,120,1,,94,e.0,Purple,103,125,0
99EW00672,R0838,12,,117,1,,94,e.0,Purple,102,111,0
99EW00673,R0841,12,GOITER,110,1,,101,e.1,Purple,102,115,0
99EW00674,R0849,13,HAIRY,96,1,,83,e.1,Purple,99,124,0
99EW00675,R0847,10,,113,1,,100,e.0,Purple,110,120,0
99EW00676,R0857,10,,114,1,,80,e.0,Purple,99,110,0
99EW00677,R0860,11,HAIRY <<,124,1,,99,e.0,Purple,107,122,0
99EW00678,R0864,11,,104,1,,89,e.2,Purple,97,110,0
99EW00679,R0823,10,,118,1,,105,e.0,Purple,117,136,0
99EW00680,R0824,11,,112,1,,93,e.0,Purple,103,116,0
99EW00681,R0885,10,,111,1,,105,e.3,Purple,106,131,0
99EW00682,R0882,11,,112,1,,101,e.0,Purple,103,109,0
99EW00683,R0895,10,,110,1,,79,e.3,Purple,88,93,0
99EW00684,R0871,12,,107,1,,84,e.2,Purple,91,100,0
99EW00685,R0875,13,,102,1,,85,e.3,Purple,93,103,0
99EW00686,R0910,10,,114,1,,103,e.0,Purple,110,133,0
99EW00687,R0918,10,4TEATS,111,1,,92,e.2,Purple,107,123,0
99EW00688,R0919,10,,112,1,,83,e.0,Purple,104,121,0
99EW00689,R0909,10,4TEATS,110,1,,81,e.1,Purple,95,110,0
99EW00690,R0940,10,,105,1,,98,e.3,Purple,108,130,0
99EW00691,R0945,12,ENTR,107,1,,86,e.1,Purple,93,112,0
99EW00692,R0949,12,,102,1,,89,e.2,Purple,101,111,0
99EW00693,R0961,10,,116,1,,82,e.0,Purple,91,104,0
99EW00694,R0966,13,,107,1,,92,e.3,Purple,106,122,0
99EW00695,R0962,10,,116,1,,82,e.0,Purple,93,112,0
99EW00696,R0924,10,,107,1,,84,e.1,Purple,93,112,0
99EW00697,R0929,13,,96,1,,92,e.2,Purple,102,123,0
99EW00698,R0995,13,,94,1,,85,e.1,Purple,91,105,0
99EW00699,R0975,13,,112,1,,93,e.3,Purple,111,135,0
99EW00700,R0978,12,,106,1,,91,e.3,Purple,99,114,0
99EW00701,R0977,12,,104,1,,82,e.2,Purple,96,104,0
99EW00702,R0710,12,,103,1,,84,e.2,Purple,98,112,0
99EW00703,R0713,11,HAIRY,104,1,,87,e.1,Purple,98,110,0
99EW00704,R0714,11,HAIRY,105,1,,84,e.2,Purple,95,103,0
99EW00705,R0716,11,,111,1,,91,e.3,Purple,99,117,0
99EW00706,R0704,11,,109,1,,84,e.3,Purple,98,109,0
99EW00707,R0705,11,,111,1,,83,e.1,Purple,91,112,0
99EW00708,R0709,10,,116,1,,92,e.0,Purple,99,114,0
99EW00709,R0731,12,,100,1,,83,e.1,Purple,92,102,0
99EW00710,R0734,10,,115,1,,85,e.0,Purple,96,111,0
99EW00711,R0739,13,4TEATS,99,1,,85,e.3,Purple,103,117,0
99EW00712,R0741,13,HAIRY,101,1,,83,e.1,Purple,104,126,0
99EW00713,R0743,10,,116,1,,90,e.0,Purple,104,123,0
99EW00714,R0744,12,,103,1,,94,e.2,Purple,100,111,0
99EW00715,R0746,13,4TEATS,106,1,,94,e.2,Purple,104,122,0
99EW00716,R0742,10,,110,1,,82,e.1,Purple,92,112,0
99EW00717,R0754,10,HAIRY,111,1,,93,e.2,Purple,107,118,0
99EW00718,R0757,12,,108,1,,87,e.3,Purple,99,111,0
99EW00719,R0763,13,,99,1,,83,e.3,Purple,95,106,0
99EW00720,R0769,12,,109,1,,88,e.2,Purple,101,113,0
99EW00721,R0725,12,H3,114,1,,90,e.3,Purple,95,118,0
99EW00722,R0791,11,,109,1,,96,e.1,Purple,109,117,0
99EW00723,R0771,12,,100,1,,97,e.2,Purple,109,120,0
99EW00724,R0776,13,,96,1,,82,e.3,Purple,84,100,0
99EW00725,S9980,10,PNEU,104,1,,94,e.1,Purple,111,125,0
99EW00726,S9988,12,4TEATS,99,1,,91,e.3,Purple,104,116,0
99EW00727,S9996,13,,93,1,,88,e.2,Purple,97,100,0
99EW00728,S9998,11,,121,1,,100,e.0,Purple,109,115,0
99EW00729,S9999,12,HYPERHOCKS,112,1,,122,e.0,Purple,131,155,0
99EW00730,S9997,11,,119,1,,104,e.0,Purple,112,125,0
99EW00731,T7115,41,,105,1,,90,e.4,Purple,102,115,0
99EW00732,T7116,41,,102,1,,88,e.5,Purple,98,107,0
99EW00733,T7104,41,,104,1,,84,e.4,Purple,96,102,0
99EW00734,T7106,41,,114,1,,101,e.4,Purple,107,125,0
99EW00735,T7102,ID,,90,1,,98,e.5,Purple,115,130,0
99EW00736,T7131,ID,,105,1,,101,e.6,Purple,109,127,0
99EW00737,T7130,ID,,103,1,,90,e.6,Purple,99,122,0
99EW00738,T7140,41,4TEATS,100,1,,81,e.6,Purple,95,111,0
99EW00739,T7143,41,,103,1,,87,e.5,Purple,97,108,0
99EW00740,T7142,41,,110,1,,95,e.5,Purple,112,124,0
99EW00741,T7153,ID,,93,1,,103,e.5,Purple,109,122,0
99EW00742,T7152,ID,ENTR,111,1,,96,e.4,Purple,101,109,0
99EW00743,T7164,41,4TEATS,115,1,,119,e.4,Purple,124,146,0
99EW00744,T7165,42,,103,1,,97,e.5,Purple,108,118,0
99EW00745,T7124,ID,,109,1,,100,e.5,Purple,102,103,0
99EW00746,T7184,ID,,106,1,,90,e.6,Purple,102,118,0
99EW00747,T7185,ID,,110,1,,90,e.6,Purple,105,123,0
99EW00748,T7186,ID,,123,1,,109,e.4,Purple,120,142,0
99EW00749,T7188,ID,4TEATS,110,1,,107,e.4,Purple,110,125,0
99EW00750,T7175,42,,104,1,,91,e.4,Purple,106,113,0
99EW00751,T7019,ID,ENTR,103,1,,97,e.6,Purple,104,120,0
99EW00752,T7034,ID,,114,1,,102,e.4,Purple,107,125,0
99EW00753,T7035,ID,,111,1,,101,e.5,Purple,108,112,0
99EW00754,T7036,ID,,106,1,,88,e.4,Purple,94,118,0
99EW00755,T7038,ID,,108,1,,109,e.6,Purple,115,131,0
99EW00756,T7045,ID,,99,1,,92,e.5,Purple,103,115,0
99EW00757,T7048,ID,,108,1,,93,e.4,Purple,97,120,0
99EW00758,T7052,ID,,102,1,,109,e.5,Purple,110,130,0
99EW00759,T7058,ID,,105,1,,91,e.6,Purple,101,121,0
99EW00760,T7061,ID,,109,1,,110,e.6,Purple,123,147,0
99EW00761,T7064,ID,,104,1,,98,e.6,Purple,106,124,0
99EW00762,T7069,ID,,99,1,,95,e.4,Purple,109,129,0
99EW00763,T7025,ID,,109,1,,115,e.6,Purple,132,154,0
99EW00764,T7026,ID,,118,1,,97,e.6,Purple,117,142,0
99EW00765,T7029,ID,,93,1,,103,e.4,Purple,119,139,0
99EW00766,T7080,ID,,99,1,,91,e.6,Purple,103,124,0
99EW00767,T7091,ID,,104,1,,105,e.5,Purple,110,121,0
99EW00768,T7093,ID,,101,1,,101,e.4,Purple,110,124,0
99EW00769,T7095,ID,,107,1,,83,e.6,Purple,101,118,0
99EW00770,T7072,ID,,112,1,,101,e.6,Purple,108,124,0
99EW00771,T7077,ID,,119,1,,111,e.6,Purple,115,115,0
99EW00772,T7315,41,,113,1,,87,e.6,Purple,101,121,0
99EW00773,T7318,41,4TEATS,104,1,,95,e.5,Purple,99,107,0
99EW00774,T7339,42,4TEATS,95,1,,87,e.6,Purple,99,119,0
99EW00775,T7340,ID,NICE,101,1,,95,e.5,Purple,104,113,0
99EW00776,T7352,41,4TEATS,101,1,,89,e.4,Purple,101,126,0
99EW00777,T7357,42,,88,1,,78,e.4,Purple,86,96,0
99EW00778,T7366,ID,"GOITER,PNEU",105,1,,92,e.6,Purple,106,137,0
99EW00779,T7362,42,,95,1,,73,e.6,Purple,81,89,0
99EW00780,T7321,41,4TEATS,125,1,,96,e.5,Purple,111,125,0
99EW00781,T7323,41,,105,1,,87,e.4,Purple,103,119,0
99EW00782,T7389,42,4TEATS,87,1,,79,e.6,Purple,88,103,0
99EW00783,T7393,41,PNEU,111,1,,85,e.6,Purple,92,107,0
99EW00784,T7398,41,ENTR,115,1,,98,e.5,Purple,115,122,0
99EW00785,T7397,41,,103,1,,87,e.4,Purple,97,114,0
99EW00786,T7371,42,4TEATS,94,1,,78,e.4,Purple,92,107,0
99EW00787,T7370,42,,103,1,,75,e.6,Purple,88,98,0
99EW00788,T7374,42,RAT,82,1,,71,e.5,Purple,79,86,0
99EW00789,T7375,42,4TEATS,90,1,,73,e.4,Purple,85,93,0
99EW00790,T7372,42,4TEATS,95,1,,73,e.5,Purple,94,107,0
99EW00791,T7415,42,4TEATS,90,1,,69,e.5,Purple,78,81,0
99EW00792,T7400,42,,92,1,,85,e.5,Purple,100,108,0
99EW00793,T7403,42,BRN.LR.FOOT,90,1,,85,e.5,Purple,89,95,0
99EW00794,T7404,41,,118,1,,108,e.5,Purple,114,128,0
99EW00795,T7406,42,,92,1,,80,e.4,Purple,82,97,0
99EW00796,T7408,42,,100,1,,80,e.5,Purple,84,86,0
99EW00797,T7430,41,,113,1,,98,e.4,Purple,108,132,0
99EW00798,T7434,41,4TEATS,105,1,,78,e.5,Purple,95,118,0
99EW00799,T7432,41,,121,1,,98,e.6,Purple,114,138,0
99EW00800,T7444,41,,101,1,,92,e.4,Purple,105,125,0
99EW00801,T7445,41,4TEATS,104,1,,97,e.5,Purple,97,108,0
99EW00802,T7442,42,,86,1,,74,e.6,Purple,77,85,0
99EW00803,T7448,42,,98,1,,86,e.5,Purple,93,105,0
99EW00804,T7454,42,4TEATS,93,1,,82,e.4,Purple,91,99,0
99EW00805,T7459,41,4TEATS,111,1,,83,e.6,Purple,95,112,0
99EW00806,T7460,41,,114,1,,81,e.4,Purple,97,112,0
99EW00807,T7465,42,"GOITER,4TEATS",89,1,,82,e.5,Purple,89,97,0
99EW00808,T7424,41,,119,1,,90,e.6,Purple,106,121,0
99EW00809,T7426,ID,,106,1,,90,e.6,Purple,99,120,0
99EW00810,T7491,41,BRN.EARS,103,1,,85,e.6,Purple,102,107,0
99EW00811,T7490,41,,106,1,,87,e.5,Purple,98,106,0
99EW00812,T7493,41,4TEATS,129,1,,96,e.5,Purple,120,130,0
99EW00813,T7497,41,,111,1,,91,e.4,Purple,107,124,0
99EW00814,T7474,42,,98,1,,74,e.5,Purple,83,86,0
99EW00815,T7479,42,4TEATS,100,1,,76,e.5,Purple,89,98,0
99EW00816,T7511,41,4TEATS,109,1,,93,e.4,Purple,114,126,0
99EW00817,T7517,42,,94,1,,86,e.6,Purple,94,105,0
99EW00818,T7530,42,,100,1,,84,e.4,Purple,101,115,0
99EW00819,T7540,42,,93,1,,75,e.4,Purple,87,102,0
99EW00820,T7544,42,4TEATS,94,1,,73,e.5,Purple,80,85,0
99EW00821,T7542,41,,124,1,,96,e.6,Purple,118,135,0
99EW00822,T7552,42,,95,1,,69,e.4,Purple,78,85,0
99EW00823,T7559,ID,4TEATS,106,1,,82,e.6,Purple,95,108,0
99EW00824,T7560,42,4TEATS,93,1,,75,e.6,Purple,87,105,0
99EW00825,T7563,42,,105,1,,72,e.6,Purple,84,90,0
99EW00826,T7569,41,,112,1,,93,e.6,Purple,112,126,0
99EW00827,T7520,41,,122,1,,95,e.5,Purple,109,118,0
