UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
16EW00045,H9432,,2ND,1,86,e5,W,85,1123,,,2.8,2,1,Preg,,1,30
16EW00046,H9435,,TerminalOnly,1,88,e5,W,99,1123,,,3.0,2,1,Preg,,1,30
16EW00047,H9436,,1ST.H.SCRS,1,96,e3,W,108,1123,,,3.3,2,1,Preg,,1,30
16EW00048,H9437,,2ND,1,91,e5,W,110,1123,,,3.0,2-,1,Preg,,1,30
16EW00049,H9438,,1ST,1,102,e5,W,118,1123,,,3.1,4+,1,Preg,,1,30
16EW00050,H9439,,2ND,1,91,e5,W,103,1123,,,2.8,3+,1,Preg,,1,30
16EW00051,H9442,,1ST.,1,90,e3,W,109,1123,,,3.1,2+,1,Preg,,1,30
16EW00052,H9443,,2ND.SCRS,1,111,e3,W,131,1123,,,3.0,2+,1,Preg,,1,30
16EW00053,H9448,,3RD,1,87,e4,W,122,1123,,,3.0,2-,1,Preg,,1,30
16EW00054,H9455,,2ND,1,87,e5,W,110,1123,,,2.4,2,1,Preg,,1,30
16EW00055,H9460,,2ND,1,83,e3,W,108,1123,,,3.5,3+,1,Preg,,1,30
16EW00056,H9465,,1ST,1,89,e5,W,103,1123,,,3.4,4+,1,Preg,,1,30
16EW00057,H9470,,1ST.NICE,1,98,e3,W,122,1123,,,2.8,2-,1,Open,,1,30
16EW00058,H9471,,TerminalOnly,1,87,e3,W,118,1123,,,2.9,2-,1,Preg,,1,30
16EW00059,H9472,,TerminalOnly,1,100,e5,W,109,1123,,,3.3,2+,1,Preg,,1,30
16EW00060,H9482,,3RD.SCRS,1,77,e3,W,94,1123,,,2.4,2+,1,Preg,,1,30
16EW00061,H9487,,3RD,1,81,e4,W,99,1123,,,3.0,2-,1,Preg,,1,30
16EW00062,H9488,,PNEU.SCRS.FVR,1,123,e4,W,133,1123,,,3.1,2-,1,Preg,,1,30
16EW00063,H9497,,2ND,1,88,e4,W,109,1123,,,2.6,2,1,Preg,,1,30
16EW00064,H9498,,3RD,1,95,e5,W,111,1123,,,2.6,2-,1,Preg,,1,30
16EW00065,H9501,,2ND,1,96,e3,W,113,1123,,,3.3,3+,1,Preg,,1,30
16EW00066,H9504,,2ND.NICE,1,92,e4,W,99,1123,,,3.1,2-,1,Preg,,1,30
16EW00067,H9505,,SCOURS.FVR,1,116,e3,W,136,1123,,,2.3,2-,1,Preg,,1,30
16EW00068,H9508,,1ST,1,103,e4,W,120,1123,,,3.1,2-,1,Preg,,1,30
16EW00069,H9510,,2ND.SCRS,1,128,e5,W,151,1123,,,3.1,2-,1,Preg,,1,30
16EW00070,H9512,,2ND,1,98,e4,W,124,1123,,,2.5,2-,1,Preg,,1,30
16EW00071,H9516,,TerminalOnly,1,85,e5,W,100,1123,,,2.6,2+,1,Preg,,1,30
16EW00072,H9525,,1ST,1,100,e3,W,116,1123,,,3.1,2-,1,Preg,,1,30
16EW00073,H9528,,2ND,1,94,e4,W,107,1123,,,2.9,3+,1,Preg,,1,30
16EW00074,H9535,,Rescued,3,112,e5,W,133,1123,,,3.0,3+,1,Preg,,1,30
16EW00075,H9537,,2ND.SCRS.PNEU,1,90,e3,W,97,1123,,,3.0,2,1,Preg,,1,30
16EW00076,H9544,,1ST,1,84,e3,W,103,1123,,,2.8,2-,1,Preg,,1,30
16EW00077,H9548,,1ST.H,1,91,e3,W,107,1123,,,3.1,2-,1,Preg,,1,30
16EW00078,H9549,,2ND.H,1,96,e3,W,108,1123,,,3.3,2-,1,Preg,,1,30
16EW00079,H9551,,1ST.SCOURS,1,78,e3,W,84,1123,,,3.5,3,1,Preg,,1,30
16EW00080,H9553,,3RD,1,81,e3,W,94,1123,,,3.3,2-,1,Preg,,1,30
16EW00081,L1742,,NICE.20BLK,1,95,e6,W,110,1123,,,,2,1,Preg,,5,PC
16EW00082,L1743,,15BLK,1,117,e7,W,133,1123,,,,2,1,Preg,,5,PC
16EW00083,L1744,,25BLK,1,108,e8,W,124,1123,,,,2+,1,Preg,,5,PC
16EW00084,L1745,,1ST.30BLK,1,92,e6,W,101,1123,,,,1-,1,Preg,,5,PC
16EW00085,L1747,,1ST25BR/GR,1,111,e7,W,122,1123,,,,2+,1,Preg,,5,PC
16EW00086,L1749,,1ST,1,97,e8,W,119,1123,,,,2+,1,Preg,,5,PC
16EW00087,L1751,,25BRN,1,127,e6,W,138,1123,,,,1-,1,Preg,,5,PC
16EW00088,L1753,,<05BLK,1,100,e7,W,128,1123,,,,2+,1,Preg,,2,PC
16EW00089,L1754,,5-10BR,1,91,e8,W,108,1123,,,,2-,1,Preg,,5,PC
16EW00090,L1757,,2ND.<05BR,1,90,e6,W,98,1123,,,,2+,1,Preg,,2,PC
16EW00091,L1760,,2ND,1,91,e7,W,111,1123,,,,2-,1,Open,,5,PC
16EW00092,L1762,,2ND.05BRN,1,96,e8,W,113,1123,,,,2,1,Preg,,2,PC
16EW00093,L1764,,1ST<05BR,1,107,e6,W,122,1123,,,,1-,1,Preg,,2,PC
16EW00094,L1765,,WnwtMissed,1,100,e7,W,111,1123,,,,2,1,Preg,,2,PC
16EW00095,L1774,,10BR/GR,1,106,e8,W,105,1123,,,,2,1,Open,,5,PC
16EW00096,L1776,,40BR,1,96,e6,W,107,1123,,,,2+,1,Preg,,5,PC
16EW00097,L1785,,2ND,1,95,e7,W,101,1123,,,,1-,1,Preg,,5,PC
16EW00098,L1790,,1ST.50BLK,1,129,e8,W,138,1123,,,,2,1,Preg,,5,PC
16EW00099,L1791,,1ST.30BRN,1,129,e6,W,143,1123,,,,2+,1,Preg,,5,PC
16EW00100,L1792,,2ND.RT.LEGBRO,1,112,e7,W,114,1123,,,,1-,1,Preg,,5,PC
16EW00101,L1793,,1ST40BLK,1,101,e8,W,106,1123,,,,2+,1,Preg,,5,PC
16EW00102,L1795,,2ND.90TAN,1,99,e6,W,111,1123,,,,2+,1,Preg,,5,PC
16EW00103,L1800,,1ST,1,109,e7,W,125,1123,,,,2,1,Preg,,5,PC
16EW00104,L1801,,2ND,1,100,e8,W,130,1123,,,,2-,1,Preg,,5,PC
16EW00105,L1802,,1ST.05GR,1,102,e6,W,112,1123,,,,1-,1,Preg,,2,PC
16EW00106,L1804,,1ST.EYES.ULCR,1,90,e7,W,105,1123,,,,2-,1,Preg,,2,PC
16EW00107,L1815,,25BR,1,94,e8,W,98,1123,,,,2-,1,Preg,,5,PC
16EW00108,L1817,,2ND.50BR,1,111,e6,W,125,1123,,,,2+,1,Preg,,5,PC
16EW00109,L1822,,1ST.25BL,1,102,e7,W,129,1123,,,,2+,1,Preg,,5,PC
16EW00110,L1823,,2ND.05BR,1,111,e8,W,125,1123,,,,2-,1,Preg,,2,PC
16EW00111,L1833,,1ST,1,110,e6,W,140,1123,,,,2-,1,Preg,,2,PC
16EW00112,L1835,,2ND,1,106,e7,W,120,1123,,,,,,Preg,,1,PC
16EW00113,L1841,,1ST.50BLK,1,99,e8,W,117,1123,,,,2+,1,Open,,5,PC
16EW00114,L1845,,1ST.SCRS.FVR,1,123,e6,W,140,1123,,,,1-,1,Preg,,5,PC
16EW00115,L1846,,1ST.35BL,1,81,e7,W,100,1123,,,,2+,1,Preg,,5,PC
16EW00116,L1848,,1ST.<05BR SCO,1,101,e8,W,120,1123,,,,1-,1,Preg,,2,PC
16EW00117,L1854,,2ND.90BL,1,97,e6,W,110,1123,,,,2,1,Preg,,5,PC
16EW00118,L1857,,1ST.80.LT.TAN,1,110,e7,W,132,1123,,,,2+,1,Preg,,5,PC
16EW00119,L1860,,1ST30BL,1,97,e8,W,95,1123,,,,2+,1,Open,,5,PC
16EW00120,L1871,,1ST.90BR,1,107,e6,W,122,1123,,,,2,1,Preg,,5,PC
16EW00121,L1876,,1ST.50BRN.SCR,1,81,e7,W,86,1123,,,,2,1,Preg,,5,PC
16EW00122,S0748,,.,1,106,e8,W,122,1123,,,3.1,3,1,Preg,,1,07
16EW00123,S0749,,.,1,111,e6,W,124,1123,,,2.8,4+,1,Preg,,1,07
16EW00124,S0751,,TerminalOnly,1,85,e7,W,99,1123,,,2.8,2-,1,Preg,,1,07
16EW00125,S0755,,.,1,96,e8,W,108,1123,,,2.9,4-,1,Preg,,1,07
16EW00126,S0756,,.,1,109,e6,W,111,1123,,,3.3,3,1,Preg,,1,07
16EW00127,S0757,,1ST,1,100,e7,W,118,1123,,,3.0,3+,1,Open,,1,07
16EW00128,S0759,,3RD.L.HIP.DIS,1,91,e8,W,118,1123,,,2.7,3-,1,Open,,1,07
16EW00129,S0760,,.,1,101,e6,W,114,1123,,,3.3,2-,1,Preg,,1,07
16EW00130,S0761,,.,1,105,e7,W,127,1123,,,2.9,3,1,Preg,,1,07
16EW00131,S0763,,.,1,103,e8,W,117,1123,,,2.8,3,1,Open,,1,07
16EW00132,S0764,,1ST.INC RR,1,81,e6,W,94,1123,,,2.8,3,1,Preg,,1,07
16EW00133,S0765,,Term?Recheck,1,101,e7,W,123,1123,,,3.1,3-,1,Preg,,1,07
16EW00134,S0769,,1ST H.P.,1,103,e8,W,117,1123,,,3.0,4-,1,Preg,,1,07
16EW00135,S0770,,.,1,95,e6,W,102,1123,,,3.3,3-,1,Preg,,2,07
16EW00136,S0771,,1ST,1,94,e7,W,113,1123,,,2.9,4,1,Preg,,1,07
16EW00137,S0773,,1ST,1,87,e8,W,97,1123,,,2.8,3,1,Preg,,1,07
16EW00138,S0777,,1ST.P.,1,80,e6,W,90,1123,,,3.2,3-,1,Preg,,1,43
16EW00139,S0779,,1ST,1,106,e7,W,127,1123,,,2.8,3,3,Preg,,1,07
16EW00140,S0784,,Mummy?,1,99,e8,W,113,1123,,,3.1,3+,1,Preg,,1,07
16EW00141,S0788,,2ND.H.ENT.SX,1,100,e6,W,109,1123,,,3.0,4+,2,Preg,,1,07
16EW00142,S0790,,1ST.TAILBAND,1,78,e7,W,97,1123,,,3.1,3,1,Open,,1,07
16EW00143,S0792,,1ST,1,98,e8,W,110,1123,,,2.8,3,1,Preg,,1,07
16EW00144,S0795,,1ST,1,105,e6,W,128,1123,,,3.0,3-,1,Preg,,1,07
16EW00145,S0802,,TerminalOnly,1,86,e7,W,101,1123,,,2.9,2-,1,Preg,,1,07
16EW00146,S0807,,2ND,1,87,e8,0,0,,,,,,,,,1,07
16EW00147,S0808,,TerminalOnly,1,92,e6,W,117,1123,,,3.0,3-,1,Preg,,1,07
16EW00148,S0817,,Black eyes,1,88,e7,W,112,1123,,,3.0,4+,3,Open,,1,07
16EW00149,S0824,,HD BREATHING,1,101,e8,W,119,1123,,,3.0,3-,1,Preg,,1,07
16EW00150,S0825,,1ST,1,96,e6,W,110,1123,,,2.8,3,1,Preg,,1,07
16EW00151,S0827,,1ST.SCRS,1,106,e7,W,131,1123,,,3.1,3,1,Preg,,1,07
16EW00152,S0828,,2ND,1,85,e8,W,108,1123,,,2.8,3,1,Open,,1,07
16EW00153,S0830,,NICE LAMB,1,113,e6,W,142,1123,,,3.0,4,1,Preg,,1,07
16EW00154,S0831,,1ST,1,102,e7,W,113,1123,,,2.4,4+,1,Preg,,1,07
16EW00155,S0834,,2ND,1,88,e8,W,102,1123,,,2.9,3,1,Preg,,1,07
16EW00156,S0835,,1ST,1,83,e6,W,94,1123,,,3.1,5,2,Preg,,1,07
16EW00157,S0839,,1ST,1,92,e7,W,113,1123,,,3.3,4+,1,Preg,,1,07
16EW00158,S0840,,2ND,1,95,e8,W,121,1123,,,3.3,3,1,Preg,,1,07
16EW00159,S0843,,1ST,1,84,e6,W,101,1123,,,3.4,3,1,Preg,,1,07
16EW00160,S0847,,1ST.NICE,1,116,e7,W,122,1123,,,3.0,3-,1,Preg,,1,07
16EW00161,S0848,,2ND.NICE,1,113,e8,W,114,1123,,,2.6,3,1,Preg,,1,07
16EW00162,S0849,,.,1,102,e6,W,117,1123,,,3.1,3,1,Preg,,1,07
16EW00163,S0853,,2ND.SCOURS,1,89,e7,W,108,1123,,,2.6,2-,1,Preg,,1,07
16EW00164,S0855,,2ND,1,105,e8,W,113,1123,,,2.8,3,4,Preg,,1,42
16EW00165,S0861,,1ST,1,89,e6,W,105,1123,,,3.2,3+,1,Preg,,1,07
16EW00166,S0863,,2ND.H,1,92,e7,W,113,1123,,,2.9,4+,4,Open,,1,07
16EW00167,S0868,,2ND,1,85,e8,W,102,1123,,,2.6,3,1,Preg,,1,07
16EW00168,S0869,,1ST,1,103,e6,W,113,1123,,,2.9,4-,1,Preg,,1,07
16EW00169,S0875,,Term?Recheck,1,103,e7,W,112,1123,,,2.8,3-,1,Preg,,1,07
16EW00170,S0877,,2ND,1,81,e8,W,92,1123,,,2.8,3-,1,Preg,,1,07
16EW00171,S0879,,2ND,1,86,e6,W,102,1123,,,2.7,3,1,Preg,,1,07
16EW00172,S0883,,2ND,1,99,e7,W,110,1123,,,3.1,3,2,Preg,,1,07
16EW00173,S0884,,TerminalOnly,1,86,e8,W,96,1123,,,3.1,2-,1,Open,,1,42
16EW00174,S0892,,1ST,1,96,e6,W,120,1123,,,2.4,3-,1,Preg,,1,07
16EW00175,S0903,,1ST,1,97,e7,W,109,1123,,,3.3,3,1,Preg,,1,07
16EW00176,S0904,,2ND,1,85,e8,W,103,1123,,,2.4,3-,1,Open,,1,07
16EW00177,S0906,,1ST.SCOURS,1,101,e6,W,114,1123,,,2.4,2-,1,Preg,,1,07
16EW00178,S0907,,1ST.H,1,110,e7,W,131,1123,,,3.1,3,1,Preg,,1,07
16EW00179,S0911,,3RD.HAIRY,1,86,e7,W,101,1123,,,2.6,3-,1,Open,,1,07
16EW00180,S0920,,1ST,1,95,e8,W,110,1123,,,3.0,3-,1,Preg,,1,07
16EW00181,S0923,,2ND,1,80,e6,W,96,1123,,,2.6,3,1,Preg,,1,07
16EW00182,S0925,,.,1,95,e7,W,109,1123,,,2.4,4-,1,Preg,,1,42
16EW00183,S0926,,.,1,84,e8,W,95,1123,,,2.8,4+,1,Preg,,1,42
16EW00184,S0928,,TerminalOnly,1,85,e6,W,96,1123,,,3.0,5,1,Preg,,1,07
16EW00185,S0930,,2ND.,1,96,e7,W,118,1123,,,3.0,3-,1,Open,,1,42
16EW00186,S0933,,TerminalOnly,1,94,e8,W,111,1123,,,2.5,3,1,Preg,,1,07
16EW00187,S0934,,2ND,1,97,e6,W,110,1123,,,2.6,3,1,Preg,,1,07
16EW00188,S0938,,TerminalOnly,1,96,e7,W,112,1123,,,3.3,4-,1,Preg,,1,07
16EW00189,S0941,,1ST,1,91,e8,W,107,1123,,,2.6,3,1,Open,,1,07
16EW00190,S0948,,BLSPOT.SCOURS,1,112,e6,W,128,1123,,,2.9,4,2,Open,,3,07
16EW00191,S0955,,.,1,96,e7,W,109,1123,,,3.0,3,1,Preg,,1,07
16EW00192,S0963,,3RD,1,79,e8,W,87,1123,,,2.5,3,1,Preg,,1,07
16EW00193,S0973,,TerminalOnly,1,92,e6,W,110,1123,,,3.1,5,1,Preg,,1,07
16EW00194,S0977,,Brown on ear,1,97,e7,W,112,1123,,,2.6,3,1,Preg,,1,07
16EW00195,S0982,,2ND,1,101,e8,W,117,1123,,,3.2,3,1,Preg,,1,43
16EW00196,S0984,,1ST,1,91,e6,W,112,1123,,,2.8,4+,1,Preg,,1,07
16EW00197,S0988,,2ND,1,85,e7,W,99,1123,,,2.8,3,1,Open,,1,07
16EW00198,S0993,,1ST,1,84,e8,W,101,1123,,,2.8,3-,1,Preg,,1,07
16EW00199,S0995,,1ST.BREYES,1,111,e6,W,124,1123,,,3.0,3-,1,Preg,,2,07
16EW00200,S0996,,1ST.SCRS,1,87,e7,W,108,1123,,,2.8,3,1,Preg,,1,07
16EW00201,S0997,,2ND.PNEU.SCRS,1,95,e8,W,124,1123,,,2.6,3-,1,Preg,,1,07
16EW00202,S0999,,2ND,1,103,e6,W,130,1123,,,2.8,3+,1,Preg,,1,07
16EW00203,S1000,,.,1,90,e7,W,103,1123,,,2.6,4,1,Preg,,1,07
16EW00204,S1001,,1ST,1,102,e8,W,122,1123,,,3.3,2-,3,Preg,,1,43
16EW00205,S1005,,1ST,1,96,e6,W,102,1123,,,2.8,3,1,Preg,,1,07
16EW00206,S1012,,1ST,1,101,e7,W,100,1123,,,2.7,4+,1,Open,,1,42
16EW00207,S1014,,1ST.SCOURS,1,100,e8,W,109,1123,,,3.5,3+,1,Open,,1,07
16EW00208,S1016,,1ST,1,89,e6,W,95,1123,,,2.8,3,1,Preg,,1,07
16EW00209,S1023,,2ND,1,84,e7,W,108,1123,,,2.8,4,1,Preg,,1,07
16EW00210,S1024,,1ST,1,84,e8,W,102,1123,,,2.6,3,1,Preg,,1,07
16EW00211,S1025,,2ND.P,1,87,e6,W,119,1123,,,2.7,4+,1,Preg,,1,07
16EW00212,S1032,,2ND,1,102,e7,W,118,1123,,,2.8,3-,1,Preg,,1,07
16EW00213,S1033,,1ST.H,1,81,e8,W,91,1123,,,2.6,3-,1,Preg,,1,07
16EW00214,S1035,,1ST.H.SCRS,1,103,e6,W,122,1123,,,3.1,3,3,Preg,,1,07
16EW00215,S1038,,1ST.SCOURS,1,88,e7,W,112,1123,,,2.5,3,1,Preg,,1,07
16EW00216,S1040,,1ST.H.ENT.SX,1,88,e8,W,101,1123,,,2.4,4-,1,Preg,,1,07
16EW00217,S1042,,1ST,1,91,e6,W,110,1123,,,2.8,4+,1,Preg,,1,07
16EW00218,S1046,,2ND.WHEZZES,1,92,e8,W,109,1123,,,2.8,3-,1,Preg,,1,07
16EW00219,S1047,,1ST,1,98,e8,W,125,1123,,,3.0,3,1,Preg,,1,07
16EW00220,S1050,,1ST.H,1,91,e6,W,108,1123,,,2.9,4,3,Preg,,1,07
16EW00221,S1052,,1ST,1,92,e7,W,118,1123,,,3.1,3,1,Open,,1,07
16EW00222,S1053,,1ST,1,114,e8,W,122,1123,,,3.0,3,1,Preg,,1,07
16EW00223,S1054,,1ST.H.PNEU,1,84,e6,W,101,1123,,,2.4,4-,1,Open,,1,07
16EW00224,S1055,,2ND.SCOURS,1,91,e7,W,108,1123,,,3.0,5,1,Open,,1,07
16EW00225,S1060,,1ST.H.SCRS,1,111,e8,W,124,1123,,,3.1,4+,1,Preg,,1,42
16EW00226,S1066,,.,1,95,e6,W,112,1123,,,3.3,3,1,Preg,,1,07
16EW00227,S1067,,1ST,1,86,e7,W,99,1123,,,3.2,4,1,Preg,,1,07
16EW00228,S1068,,2ND,1,88,e8,W,101,1123,,,3.0,3-,1,Preg,,1,07
16EW00229,S1070,,2ND,1,81,e6,W,105,1123,,,2.4,3-,1,Preg,,1,07
16EW00230,S1073,,TerminalOnly,1,99,e7,W,116,1123,,,2.9,3+,1,Preg,,1,07
16EW00231,S1074,,Brown nose,1,88,e8,W,106,1123,,,2.6,3-,1,Preg,,1,07
16EW00232,S1076,,2ND,1,83,e6,W,112,1123,,,2.8,4,1,Open,,1,07
16EW00233,S1085,,2ND.H.INFCT.E,1,86,e7,W,94,1123,,,3.0,3-,1,Open,,1,07
16EW00234,S1089,,TerminalOnly,1,90,e8,W,112,1123,,,2.4,4,1,Open,,1,07
16EW00235,S1090,,1ST.H,1,91,e6,W,114,1123,,,3.1,4+,1,Preg,,1,07
16EW00236,S1092,,2ND.SCRS,1,91,e7,W,107,1123,,,2.9,3-,1,Preg,,1,07
16EW00237,S1093,,1ST.BRNFOOT,1,86,e8,W,97,1123,,,2.6,3,1,Preg,,3,07
16EW00238,S1095,,1ST.H,1,94,e6,W,117,1123,,,2.9,3-,1,Open,,1,07
16EW00239,S1096,,1ST,1,86,e7,W,107,1123,,,3.0,4+,1,Preg,,1,07
16EW00240,S1098,,1ST.H,1,110,e8,W,124,1123,,,2.9,4+,1,Preg,,1,07
16EW00241,S1106,,1ST,1,87,e6,W,109,1123,,,2.5,5,1,Open,,1,07
16EW00242,S1112,,.,1,94,e7,W,111,1123,,,2.4,2-,1,Preg,,1,07
16EW00243,S1116,,BL.L.EYE,1,96,e8,W,101,1123,,,2.8,4,1,Open,,2,42
16EW00244,S1118,,.,1,80,e6,W,97,1123,,,2.7,3,1,Preg,,1,42
16EW00245,S1122,,.,1,95,e7,W,116,1123,,,3.0,4,1,Preg,,1,07
16EW00246,T6306,,2ND,1,85,e8,W,97,1123,,,2.7,2-,1,Preg,,1,02
16EW00247,T6310,,2ND,1,92,e6,W,112,1123,,,2.9,3,1,Preg,,1,02
16EW00248,T6311,,TerminalOnly,1,86,e7,W,96,1123,,,2.5,2,1,Preg,,1,02
16EW00249,T6314,,2ND,1,97,e8,W,117,1123,,,2.7,3+,1,Open,,1,02
16EW00250,T6315,,.,1,110,e6,W,128,1123,,,2.9,3-,1,Preg,,1,02
16EW00251,T6320,,Term?Recheck,1,112,e7,W,118,1123,,,3.0,2,1,Preg,,1,02
16EW00252,T6321,,PULLED,1,107,e8,W,120,1123,,,3.3,4-,1,Preg,,1,02
16EW00253,T6322,,1ST.H,1,111,e6,W,127,1123,,,2.8,3+,1,Preg,,1,02
16EW00254,T6328,,1ST.H,1,81,e7,W,95,1123,,,2.8,3,1,Preg,,1,02
16EW00255,T6337,,3RD.CONT.LF,1,96,e8,W,105,1123,,,2.8,4+,1,Open,,1,02
16EW00256,T6340,,1ST.H,1,85,e6,W,97,1123,,,2.8,4,1,Preg,,1,02
16EW00257,T6345,,2ND.INC.RR.PN,1,100,e7,W,117,1123,,,2.8,3,1,Preg,,1,02
16EW00258,T6347,,2ND.SCRS,1,87,e8,W,107,1123,,,2.9,3-,1,Preg,,1,02
16EW00259,T6352,,TerminalOnly,1,111,e6,W,132,1123,,,2.5,2-,1,Preg,,1,02
16EW00260,T6354,,Poly?,1,103,e7,W,102,1123,,,2.6,2,1,Preg,,1,02
16EW00261,T6355,,NICE LAMB,1,98,e8,W,120,1123,,,3.0,4+,1,Preg,,1,02
16EW00262,T6356,,1ST,1,86,e6,W,94,1123,,,2.7,3,1,Open,,1,02
16EW00263,T6364,,1ST.2@ONCE,1,105,e7,W,121,1123,,,2.8,2-,1,Preg,,1,02
16EW00264,T6366,,1ST.HAIRY,1,102,e8,W,122,1123,,,3.1,3,1,Preg,,1,02
16EW00265,T6369,,1ST,1,90,e6,W,109,1123,,,2.6,3,1,Preg,,1,02
16EW00266,T6370,,Term?Recheck,1,91,e7,W,107,1123,,,2.6,4-,1,Open,,1,02
16EW00267,T6371,,NICE LAMB,1,108,e8,W,123,1123,,,2.8,3+,1,Preg,,1,02
16EW00268,T6374,,.,1,103,e6,W,116,1123,,,2.9,3-,1,Preg,,1,02
16EW00269,T6386,,2ND,1,84,e7,W,94,1123,,,2.8,3,1,Preg,,1,02
16EW00270,T6387,,1ST,1,102,e8,W,118,1123,,,2.8,3,1,Preg,,1,02
16EW00271,T6389,,1ST,1,99,e6,W,117,1123,,,2.8,2-,1,Preg,,1,02
16EW00272,T6392,,2ND,1,94,e7,W,117,1123,,,2.7,3,1,Preg,,1,02
16EW00273,T6394,,TerminalOnly,1,101,e8,W,116,1123,,,2.6,2-,1,Preg,,1,02
16EW00274,T6395,,1ST.,1,98,e6,W,121,1123,,,2.8,3,1,Preg,,1,02
16EW00275,T6397,,3RD,1,85,e7,W,109,1123,,,3.0,3-,1,Preg,,1,02
