UID,ETAG,LINE,LRMK,IDX,PD,WNWT,CUWT,BPEN,BRAND,SITE,SYNC,SEP18,NOV13,NOV25,JAN04,TB
92EW00788,T3394,48,,111,1,75,92,T,T,pen,yes,90.0,99.8,0,120.5,0
92EW00789,T3395,48,,115,1,81,97,T,T,pasture,yes,94.6,103.2,0,105.0,1
92EW00790,T3397,48,,103,1,89,104,T,T,pen,yes,102.4,104.6,0,121.0,1
92EW00791,T3404,42,,112,1,71,85,T,T,pasture,no,84.4,83.4,0,88.6,0
92EW00792,T3411,42,4TEATS,97,1,75,84,T,T,pen,no,77.6,85.6,0,98.8,0
92EW00793,T3424,42,HAIRY,111,1,64,79,T,T,pen,no,77.0,82.0,0,95.0,0
92EW00794,T3425,42,HAIRY,108,1,59,72,T,T,pasture,no,66.2,76.0,0,79.8,0
92EW00795,T3426,48,,102,1,74,90,T,T,pen,no,81.6,93.4,0,112.5,0
92EW00796,T3427,48,,109,1,70,88,T,T,pen,no,81.0,81.8,0,100.6,0
92EW00797,T3429,48,ENTR,107,1,77,95,T,T,pasture,yes,91.0,94.0,0,96.8,0
92EW00798,T3435,48,,98,1,69,82,T,T,pasture,no,78.2,83.4,0,94.2,0
92EW00799,T3441,48,ENTR,95,1,69,84,T,T,pen,no,79.2,79.6,0,108.8,0
92EW00800,T3444,48,,121,1,66,76,T,T,pasture,no,74.2,86.6,0,91.4,0
92EW00801,T3457,48,,115,1,73,89,T,T,pen,yes,85.2,90.6,0,106.8,1
92EW00802,T3458,42,4TEATS,105,1,56,67,T,T,pasture,yes,66.6,67.0,0,70.0,0
92EW00803,T3459,42,4TEATS,103,1,53,65,T,T,pen,yes,65.0,67.0,0,81.4,2
92EW00804,T3466,48,4TEATS,100,1,67,79,T,T,pen,no,78.6,85.8,0,103.6,1
92EW00805,T3479,48,,117,1,65,77,T,T,pasture,no,80.2,82.4,0,90.6,0
92EW00806,T3480,48,,115,1,74,94,T,T,pasture,yes,88.6,89.0,0,102.4,0
92EW00807,T3499,48,,117,1,65,80,T,T,pen,yes,75.0,82.4,0,92.8,0
92EW00808,T3505,48,,119,1,82,99,T,T,pasture,no,89.8,94.4,0,97.8,1
92EW00809,T3507,48,4TEATS,117,1,67,75,T,T,pasture,yes,74.6,84.4,0,90.4,0
92EW00810,T3527,48,4TEATS,113,1,73,78,T,T,pen,no,76.0,78.8,0,99.2,0
92EW00811,T3553,48,HAIRY,109,1,74,88,T,T,pen,no,85.8,90.4,0,108.6,1
92EW00812,T3557,48,4TEATS,100,1,64,78,T,T,pen,yes,78.0,83.4,0,88.2,0
92EW00813,T3559,48,,124,1,73,81,T,T,pasture,no,77.2,79.0,0,94.0,0
92EW00814,T3584,48,4TEATS,96,1,74,91,T,T,pen,yes,91.2,89.2,0,102.8,0
92EW00815,T3589,48,,114,1,66,81,T,T,pasture,yes,73.4,87.2,0,86.8,0
92EW00816,T3590,48,,116,1,69,84,T,T,pasture,yes,81.4,84.4,0,92.8,1
92EW00817,T3592,48,MSG.9/17/92,106,3,64,79,MKT,Scott,feedlot,,0.0,0.0,89,0.0,0
92EW00818,T3608,48,,106,1,67,78,T,T,pasture,no,78.2,82.4,0,91.4,0
92EW00819,T3609,48,,111,1,75,81,T,T,pen,no,77.6,81.8,0,104.6,0
92EW00820,T3620,48,,107,1,68,82,T,T,pen,no,78.6,83.8,0,94.6,0
92EW00821,Z1285,97,ENTR,94,3,95,88,MKT,Scott,feedlot,,0.0,0.0,100,0.0,0
92EW00822,Z1288,97,,114,1,100,98,973,Red 3,feedlot,,0.0,0.0,113,0.0,1
92EW00823,Z1290,97,,91,3,96,92,MKT,Scott,feedlot,,0.0,0.0,105,0.0,0
92EW00824,Z1291,97,,98,1,108,106,974,Red 4,feedlot,,0.0,0.0,121,0.0,1
92EW00825,Z1300,97,ENTR,101,1,104,102,973,Red 3,feedlot,,0.0,0.0,108,0.0,1
92EW00826,Z1311,97,,100,1,104,102,974,Red 4,feedlot,,0.0,0.0,106,0.0,1
92EW00827,Z1316,97,,94,3,85,85,MKT,Scott,feedlot,,0.0,0.0,91,0.0,0
92EW00828,Z1320,97,ENTR,111,1,102,98,973,Red 3,feedlot,,0.0,0.0,114,0.0,1
92EW00829,Z1322,97,,105,1,112,112,974,Red 4,feedlot,,0.0,0.0,122,0.0,1
92EW00830,Z1324,97,ENTR,102,1,98,95,973,Red 3,feedlot,,0.0,0.0,116,0.0,2
92EW00831,Z1325,97,ENTR,102,1,99,93,974,Red 4,feedlot,,0.0,0.0,113,0.0,1
92EW00832,Z1326,97,GRAFT,88,1,96,106,973,Red 3,feedlot,,0.0,0.0,102,0.0,1
92EW00833,Z1328,97,ENTR,102,1,99,97,974,Red 4,feedlot,,0.0,0.0,106,0.0,0
92EW00834,Z1335,97,,108,1,97,96,973,Red 3,feedlot,,0.0,0.0,98,0.0,1
92EW00835,Z1356,97,,103,1,97,93,974,Red 4,feedlot,,0.0,0.0,113,0.0,1
92EW00836,Z1357,97,,99,3,92,88,MKT,Scott,feedlot,,0.0,0.0,105,0.0,0
92EW00837,Z1369,97,,105,1,106,110,973,Red 3,feedlot,,0.0,0.0,118,0.0,1
92EW00838,Z1381,97,,115,1,104,104,974,Red 4,feedlot,,0.0,0.0,113,0.0,2
92EW00839,Z1382,97,,116,1,105,106,973,Red 3,feedlot,,0.0,0.0,121,0.0,1
92EW00840,Z1383,97,ENTR,99,1,108,98,974,Red 4,feedlot,,0.0,0.0,120,0.0,1
92EW00841,Z1398,97,,105,3,82,84,MKT,Scott,feedlot,,0.0,0.0,88,0.0,0
92EW00842,Z1402,97,,113,1,102,100,973,Red 3,feedlot,,0.0,0.0,112,0.0,1
92EW00843,Z1423,97,ENTR,91,3,87,84,MKT,Scott,feedlot,,0.0,0.0,91,0.0,0
92EW00844,Z1456,97,,106,1,101,97,974,Red 4,feedlot,,0.0,0.0,101,0.0,0
92EW00845,Z1458,97,,101,1,117,108,973,Red 3,feedlot,,0.0,0.0,119,0.0,1
92EW00846,Z1459,97,,106,3,80,77,MKT,Scott,feedlot,,0.0,0.0,90,0.0,0
92EW00847,Z1460,97,,114,1,88,87,974,Red 4,feedlot,,0.0,0.0,95,0.0,1
92EW00848,Z1466,97,ENTR,108,1,114,107,973,Red 3,feedlot,,0.0,0.0,132,0.0,2
92EW00849,Z1467,97,,106,1,93,96,974,Red 4,feedlot,,0.0,0.0,112,0.0,0
92EW00850,Z1496,97,,89,1,101,99,973,Red 3,feedlot,,0.0,0.0,119,0.0,1
92EW00851,Z1524,97,ENTR,81,1,96,96,974,Red 4,feedlot,,0.0,0.0,102,0.0,1
92EW00852,Z1550,97,AT HUMPHREY,101,1,104,105,973,Red 3,feedlot,,0.0,0.0,130,0.0,1
92EW00853,Z1572,97,,110,1,95,96,974,Red 4,feedlot,,0.0,0.0,106,0.0,1
92EW00854,Z1584,97,ENTR,119,1,110,107,973,Red 3,feedlot,,0.0,0.0,117,0.0,1
92EW00855,Z1593,97,,104,1,90,91,974,Red 4,feedlot,,0.0,0.0,95,0.0,1
92EW00856,Z1594,97,,115,1,98,95,973,Red 3,feedlot,,0.0,0.0,117,0.0,1
92EW00857,Z1598,97,4TEATS,93,3,83,87,MKT,Scott,feedlot,,0.0,0.0,96,0.0,0
92EW00858,Z1599,97,,103,1,117,117,974,Red 4,feedlot,,0.0,0.0,130,0.0,1
92EW00859,Z1600,97,,104,3,77,77,MKT,Scott,feedlot,,0.0,0.0,85,0.0,0
92EW00860,Z1610,97,,101,3,83,85,MKT,Scott,feedlot,,0.0,0.0,95,0.0,0
92EW00861,Z1629,97,,103,1,88,90,973,Red 3,feedlot,,0.0,0.0,103,0.0,0
92EW00862,Z1717,97,,108,1,108,106,974,Red 4,feedlot,,0.0,0.0,112,0.0,0
92EW00863,Z1718,97,,107,1,115,115,973,Red 3,feedlot,,0.0,0.0,136,0.0,0
92EW00864,Z1862,97,,103,1,88,88,974,Red 4,feedlot,,0.0,0.0,94,0.0,0
92EW00865,Z1865,97,,101,1,86,88,973,Red 3,feedlot,,0.0,0.0,97,0.0,1
92EW00866,Z1896,97,,100,3,84,83,MKT,Scott,feedlot,,0.0,0.0,80,0.0,0
