UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDAR,CLR,STM
20EW00001,A0720,,.,1,96,e6,W,112,1015,121,1120,,,,2-,1,Preg,,1,30
20EW00002,A0731,,.,1,99,e1,W,114,1015,121,1120,,,,1-,,Preg,,1,30
20EW00003,A0732,,PINK,1,101,e2,W,119,1015,140,1120,,,,2-,,Preg,,1,30
20EW00004,A0733,,.,1,101,e3,W,111,1015,122,1120,,,,3+,,Preg,,1,30
20EW00005,A0739,,2ND,1,87,e4,W,100,1015,112,1120,,,,2,1,Preg,,1,30
20EW00006,A0741,,1ST,1,129,e5,W,153,1015,174,1120,,,,2-,,Preg,,1,30
20EW00007,A0745,,.,1,95,e6,W,108,1015,119,1120,,,,2-,,Preg,,1,30
20EW00008,A0746,,.,1,96,e1,W,111,1015,130,1120,,,,2,,Preg,,1,30
20EW00009,A0761,,.,1,86,e2,W,94,1015,112,1120,,,,3,1,Preg,,1,30
20EW00010,A0766,,.,1,97,e3,W,112,1015,125,1120,,,,3+,1,Preg,,1,30
20EW00011,A0769,,HAIRY,1,101,e4,W,117,1015,129,1120,,,,3+,,Preg,,1,30
20EW00012,A0771,,1ST,1,108,e5,W,127,1015,143,1120,,,,2-,1,Preg,,1,30
20EW00013,A0778,,2ND,1,81,e6,W,90,1015,,,,,,,,,,1,30
20EW00014,A0781,,.,1,94,e1,W,101,1015,113,1120,,,,2,,Preg,,1,30
20EW00015,A0782,,.,1,96,e2,W,102,1015,120,1120,,,,3,1,Preg,,1,30
20EW00016,A0784,,.,1,97,e3,W,107,1015,122,1120,,,,2-,1,Preg,,1,30
20EW00017,A0799,,1ST,1,131,e4,W,151,1015,166,1120,,,,2-,1,Preg,,1,30
20EW00018,A0808,,.,1,84,e5,W,90,1015,103,1120,,,,2-,1,Preg,,1,30
20EW00019,A0809,,PINK.EARS,1,110,e6,W,127,1015,143,1120,,,,3+,1,Preg,,1,30
20EW00020,A0812,,1ST,1,91,e1,W,109,1015,124,1120,,,,2-,,Preg,,1,30
20EW00021,A0813,,4TH,1,99,e2,W,117,1015,129,1120,,,,2-,,Preg,,1,30
20EW00022,A0816,,.,1,103,e3,W,111,1015,119,1120,,,,2,,Preg,,1,30
20EW00023,A0819,,.,1,122,e4,W,132,1015,140,1120,,,,3+,1,Preg,,1,30
20EW00024,A0825,,.,1,117,e5,W,124,1015,140,1120,,,,2-,1,Preg,,1,30
20EW00025,A0828,,.,1,88,e6,W,98,1015,111,1120,,,,2-,1,Preg,,1,30
20EW00026,A0829,,THIN,1,84,e1,W,96,1015,110,1120,,,,3,,Preg,,1,30
20EW00027,A0832,,.,1,98,e2,W,112,1015,125,1120,,,,2-,1,Preg,,1,30
20EW00028,A0837,,.,1,81,e3,W,92,1015,105,1120,,,,2-,1,Preg,,1,30
20EW00029,A0844,,.,1,125,e4,W,135,1015,134,1120,,,,2-,1,Preg,,1,30
20EW00030,A0850,,.,1,107,e5,W,118,1015,129,1120,,,,3,1,Preg,,1,30
20EW00031,A0857,,.,1,97,e6,W,109,1015,121,1120,,,,2-,1,Preg,,1,30
20EW00032,A0860,,.,1,90,e1,W,102,1015,116,1120,,,,2+,1,Preg,,1,30
20EW00033,A0861,,HAIRY,1,88,e2,W,105,1015,121,1120,,,,2+,1,Preg,,1,30
20EW00034,A0866,,.,1,83,e3,W,106,1015,123,1120,,,,2+,1,Preg,,1,30
20EW00035,A0871,,.,1,87,e4,W,92,1015,108,1120,,,,3+,,Preg,,1,30
20EW00036,A0885,,.,1,85,e5,W,99,1015,119,1120,,,,2-,1,Preg,,1,30
20EW00037,A0891,,.,1,89,e6,W,101,1015,114,1120,,,,1-,,Preg,,1,30
20EW00038,A0899,,.,1,90,e1,W,102,1015,117,1120,,,,3,1,Preg,,1,30
20EW00039,A0904,,.,1,113,e2,W,132,1015,142,1120,,,,3,1,Preg,,1,30
20EW00040,A0905,,.,1,85,e3,W,95,1015,108,1120,,,,3,1,Preg,,1,30
20EW00041,A0907,,.,1,109,e4,W,117,1015,124,1120,,,,3+,1,Preg,,1,30
20EW00042,A0916,,.,1,85,e5,W,103,1015,114,1120,,,,2-,,Preg,,1,30
20EW00043,A0918,,.,1,84,e6,W,105,1015,111,1120,,,,2,,Preg,,1,30
20EW00044,A0920,,.,1,99,e1,W,110,1015,119,1120,,,,2,1,Preg,,1,30
20EW00045,A0925,,NICE LAMB,1,107,e2,W,122,1015,147,1120,,,,3,1,Preg,,1,30
20EW00046,A0938,,Aborting 1.19,1,85,e3,W,96,1015,109,1120,,,,2,1,Preg,,1,30
20EW00047,A0942,,BR.R.HIP,1,90,e4,W,106,1015,108,1120,,,,2-,1,Preg,,3,30
20EW00048,A0950,,.,1,97,e5,W,114,1015,119,1120,,,,2-,1,Preg,,1,30
20EW00049,A0953,,.,1,89,e6,W,105,1015,118,1120,,,,,,Open,,1,30
20EW00050,A0954,,.,1,101,e1,W,109,1015,128,1120,,,,3+,,Preg,,1,30
20EW00051,A0961,,.,1,86,e2,W,103,1015,118,1120,,,,3,1,Preg,,1,30
20EW00052,A0962,,.,1,94,e3,W,102,1015,116,1120,,,,2+,1,Preg,,1,30
20EW00053,A0964,,.,1,80,e4,W,96,1015,112,1120,,,,3,1,Preg,,1,30
20EW00054,A0970,,3RD,1,81,e5,W,88,1015,107,1120,,,,2-,1,Preg,,1,30
20EW00055,A0974,,.,1,100,e6,W,116,1015,134,1120,,,,2+,,Preg,,1,30
20EW00056,A0979,,.,1,94,e1,W,105,1015,112,1120,,,,1-,1,Preg,,1,30
20EW00057,A0991,,.,1,95,e2,W,117,1015,134,1120,,,,2+,,Preg,,1,30
20EW00058,A0996,,.,1,88,e3,W,91,1015,106,1120,,,,3,1,Preg,,1,30
20EW00059,A0997,,.,1,95,e4,W,100,1015,117,1120,,,,3,1,Preg,,1,30
20EW00060,A0998,,.,1,94,e5,W,109,1015,118,1120,,,,2-,,Preg,,1,30
20EW00061,A0999,,.,1,96,e6,W,108,1015,117,1120,,,,3+,1,Preg,,1,30
20EW00062,A1001,,.,1,99,e1,W,123,1015,140,1120,,,,,,,,1,30
20EW00063,A1002,,.,1,118,e2,W,142,1015,154,1120,,,,2-,,Open,,1,30
20EW00064,A1005,,.,1,99,e3,W,118,1015,120,1120,,,,2-,1,Preg,,1,30
20EW00065,A1008,,.,1,99,e4,W,111,1015,123,1120,,,,3+,1,Preg,,1,30
20EW00066,A1010,,.,1,112,e5,W,127,1015,142,1120,,,,2-,,Preg,,1,30
20EW00067,A1011,,UGLY,1,92,e6,W,101,1015,113,1120,,,,2+,,Open,,1,30
20EW00068,A1012,,.,1,87,e1,W,95,1015,109,1120,,,,2+,,Open,,1,30
20EW00069,A1022,,PINK,1,80,e2,W,107,1015,127,1120,,,,1-,1,Preg,,1,30
20EW00070,A1023,,PINK,1,99,e3,W,112,1015,125,1120,,,,2+,1,Preg,,1,30
20EW00071,A1027,,HAIRY,1,97,e4,W,108,1015,116,1120,,,,3+,1,Preg,,1,30
20EW00072,A1042,,.,1,100,e5,W,110,1015,128,1120,,,,3,1,Preg,,1,30
20EW00073,A1043,,.,1,88,e6,W,105,1015,121,1120,,,,3,1,Preg,,1,30
20EW00074,A1044,,.,1,88,e1,W,103,1015,119,1120,,,,2-,,Preg,,1,30
20EW00075,A1050,,HAIRY.BL/BREY,1,91,e2,W,105,1015,118,1120,,,,3+,,Preg,,2,30
20EW00076,K5343,,.,1,97,e3,W,107,1015,117,1120,,,,3+,1,Preg,,1,06
20EW00077,K5346,,.,1,94,e4,W,111,1015,121,1120,,,,3,1,Preg,,1,06
20EW00078,K5348,,.,1,84,e5,W,96,1015,107,1120,,,,3,1,Preg,,1,06
20EW00079,K5354,,.,1,120,e6,W,138,1015,144,1120,,,,3,1,Preg,,1,06
20EW00080,K5357,,2ND.BACKWARDS,1,112,e1,W,131,1015,143,1120,,,,3,1,Preg,,1,06
20EW00081,K5358,,.,1,88,e2,W,94,1015,112,1120,,,,,,Open,2839,1,06
20EW00082,K5362,,.,1,87,e3,W,98,1015,114,1120,,,,4+,1,Preg,,1,06
20EW00083,K5367,,.,1,91,e4,W,101,1015,112,1120,,,,,,Open,2802,1,06
20EW00084,K5369,,.,1,94,e5,W,99,1015,111,1120,,,,3-,1,Preg,,1,06
20EW00085,K5370,,.,1,111,e6,W,112,1015,117,1120,,,,2-,1,Preg,,1,06
20EW00086,K5373,,.,1,81,e1,W,80,1015,83,1120,,,,,,,,1,06
20EW00087,K5374,,.,1,88,e2,W,105,1015,119,1120,,,,,,Open,2850,1,06
20EW00088,K5377,,.,1,81,e3,W,90,1015,108,1120,,,,4+,1,Preg,,1,06
20EW00089,K5382,,.,1,85,e4,W,101,1015,111,1120,,,,3,1,Preg,,1,06
20EW00090,K5384,,.,1,112,e5,W,121,1015,130,1120,,,,3+,1,Preg,,1,06
20EW00091,K5386,,.,1,96,e6,W,121,1015,134,1120,,,,3-,1,Preg,,1,06
20EW00092,K5387,,.,1,100,e1,W,122,1015,135,1120,,,,,,Open,2846,1,06
20EW00093,K5388,,HAIRY,1,95,e2,W,112,1015,127,1120,,,,3,1,Preg,,1,06
20EW00094,K5392,,.,1,116,e3,W,134,1015,140,1120,,,,3,1,Preg,,1,06
20EW00095,K5398,,.,1,94,e4,W,111,1015,111,1120,,,,3,1,Preg,,1,06
20EW00096,K5400,,.,1,86,e5,W,96,1015,106,1120,,,,,,Open,2831,1,06
20EW00097,K5404,,.,1,97,e6,W,114,1015,125,1120,,,,,,Open,2854,1,06
20EW00098,K5405,,.,1,86,e1,W,91,1015,100,1120,,,,3,1,Preg,,1,06
20EW00099,K5409,,.,1,89,e2,W,99,1015,113,1120,,,,,,Open,2841,1,06
20EW00100,L2425,,1ST.60BL,1,95,e3,W,106,1015,122,1120,,,,2-,1,Preg,,5,PC
20EW00101,L2430,,.,1,106,e4,W,108,1015,119,1120,,,,2+,1,Preg,,2,PC
20EW00102,L2433,,05BR,1,123,e5,W,149,1015,168,1120,,,,1-,1,Preg,,2,PC
20EW00103,L2435,,05BR,1,99,e6,W,110,1015,120,1120,,,,,,Open,2832,2,PC
20EW00104,L2440,,05BR,1,90,e1,W,107,1015,125,1120,,,,2-,1,Preg,,2,PC
20EW00105,L2441,,5-10BR,1,108,e2,W,127,1015,146,1120,,,,2+,1,Preg,,5,PC
20EW00106,L2442,,90BR,1,131,e3,W,133,1015,154,1120,,,,2+,1,Preg,,5,PC
20EW00107,L2443,,20BLK,1,90,e4,W,105,1015,119,1120,,,,2-,1,Preg,,5,PC
20EW00108,L2446,,2ND.30BLK,1,113,e5,W,133,1015,150,1120,,,,1-,1,Preg,,5,PC
20EW00109,L2448,,50BLK,1,97,e6,W,99,1015,109,1120,,,,2,1,Preg,,5,PC
20EW00110,L2450,,.,1,109,e1,W,108,1015,125,1120,,,,2,1,Preg,,1,PC
20EW00111,L2454,,10BLK,1,86,e2,W,96,1015,113,1120,,,,1-,1,Preg,,5,PC
20EW00112,L2456,,.,1,96,e3,W,110,1015,117,1120,,,,2-,1,Preg,,1,PC
20EW00113,L2460,,30BL,1,95,e4,W,116,1015,130,1120,,,,1-,1,Preg,,5,PC
20EW00114,L2461,,5-10BR,1,111,e5,W,123,1015,134,1120,,,,2+,1,Preg,,5,PC
20EW00115,L2462,,25TAN,1,103,e6,W,122,1015,134,1120,,,,2+,1,Preg,,5,PC
20EW00116,L2464,,60BR,1,121,e1,W,143,1015,166,1120,,,,2+,1,Preg,,5,PC
20EW00117,L2470,,10BL,1,92,e2,W,103,1015,123,1120,,,,2+,1,Preg,,5,PC
20EW00118,L2474,,1ST.50TAN,1,113,e3,W,131,1015,144,1120,,,,2-,1,Preg,,5,PC
20EW00119,L2475,,2ND.60TAN,1,100,e4,W,111,1015,128,1120,,,,,,Open,2823,5,PC
20EW00120,L2477,,10BL,1,113,e5,W,127,1015,146,1120,,,,2+,1,Preg,,5,PC
20EW00121,L2481,,1ST.60TAN,1,119,e6,W,125,1015,143,1120,,,,2+,1,Preg,,5,PC
20EW00122,L2489,,10BL,1,109,e1,W,119,1015,134,1120,,,,2,1,Preg,,5,PC
20EW00123,L2490,,80TAN.UGLY,1,106,e2,W,121,1015,139,1120,,,,1-,1,Preg,,5,PC
20EW00124,L2492,,05BR,1,129,e3,W,143,1015,155,1120,,,,1-,1,Preg,,2,PC
20EW00125,L2495,,30BL,1,120,e4,W,130,1015,143,1120,,,,2-,1,Preg,,5,PC
20EW00126,L2496,,20BL,1,94,e5,W,102,1015,122,1120,,,,1-,1,Preg,,5,PC
20EW00127,L2497,,95BL,1,97,e6,W,107,1015,120,1120,,,,1-,1,Preg,,5,PC
20EW00128,L2498,,30BR,1,99,e1,W,108,1015,120,1120,,,,1-,1,Preg,,5,PC
20EW00129,L2508,,50BR,1,106,e2,W,123,1015,141,1120,,,,2+,1,Preg,,5,PC
20EW00130,L2515,,90TAN,1,117,e3,W,130,1015,145,1120,,,,2+,1,Preg,,5,PC
20EW00131,L2517,,10BR,1,94,e4,0,,,,,,,,,,,,5,PC
20EW00132,L2521,,<05BL,1,95,e5,W,108,1015,120,1120,,,,2+,1,Preg,,2,PC
20EW00133,L2523,,40TAN.UGLY,1,103,e6,W,118,1015,135,1120,,,,2+,1,Preg,,5,PC
20EW00134,L2526,,10BL,1,118,e1,W,138,1015,149,1120,,,,2+,1,Preg,,5,PC
20EW00135,L2532,,70BR,1,81,e2,W,86,1015,103,1120,,,,2,1,Preg,,5,PC
20EW00136,L2533,,80TAN.UGLY,1,86,e3,W,99,1015,121,1120,,,,2+,1,Preg,,5,PC
20EW00137,L2534,,.,1,119,e4,W,133,1015,151,1120,,,,2+,1,Preg,,2,PC
20EW00138,L2535,,10BR,1,80,e5,W,90,1015,102,1120,,,,,,Open,2787,5,PC
20EW00139,L2539,,40BR,1,102,e6,W,113,1015,125,1120,,,,2+,1,Preg,,5,PC
20EW00140,L2540,,30BR,1,81,e1,W,101,1015,116,1120,,,,2+,1,Preg,,5,PC
20EW00141,L2541,,50BL,1,105,e2,W,121,1015,143,1120,,,,1-,1,Preg,,5,PC
20EW00142,L2542,,5-10BR,1,117,e3,W,130,1015,142,1120,,,,2+,1,Preg,,5,PC
20EW00143,L2547,,20BL,1,101,e4,W,117,1015,131,1120,,,,1-,1,Preg,,5,PC
20EW00144,L2548,,50BL,1,103,e5,W,117,1015,131,1120,,,,2+,1,Preg,,5,PC
20EW00145,L2549,,40BR.UGLY,1,98,e6,W,113,1015,130,1120,,,,2+,1,Preg,,5,PC
20EW00146,L2551,,40BL,1,111,e1,W,141,1015,154,1120,,,,2,1,Preg,,5,PC
20EW00147,L2553,,.,1,108,e2,W,124,1015,140,1120,,,,1-,1,Preg,,1,PC
20EW00148,L2557,,2ND 80BLK,1,89,e3,W,101,1015,117,1120,,,,2-,1,Preg,,5,PC
20EW00149,L2558,,30BRN,1,109,e4,W,114,1015,122,1120,,,,1-,1,Preg,,5,PC
20EW00150,L2564,,40BLK,1,99,e5,W,113,1015,130,1120,,,,1-,1,Preg,,5,PC
20EW00151,L2565,,20BRN,1,108,e6,W,112,1015,138,1120,,,,1-,1,Preg,,5,PC
20EW00152,L2566,,10BLK,1,97,e1,W,107,1015,123,1120,,,,2+,1,Preg,,5,PC
20EW00153,L2570,,80BRN,1,86,e2,W,103,1015,123,1120,,,,2,1,Preg,,5,PC
20EW00154,L2571,,40BLK,1,103,e3,W,122,1015,138,1120,,,,3-,1,Preg,,5,PC
20EW00155,L2572,,10BLK,1,99,e4,W,123,1015,139,1120,,,,2,1,Preg,,5,PC
20EW00156,L2574,,1ST,1,87,e5,W,101,1015,120,1120,,,,2+,1,Preg,,5,PC
20EW00157,L2575,,2ND70BRN,1,85,e6,W,95,1015,106,1120,,,,,,Open,2795,5,PC
20EW00158,L2576,,05BR,1,98,e1,W,107,1015,113,1120,,,,2+,1,Preg,,2,PC
20EW00159,L2579,,30BL,1,129,e2,W,147,1015,167,1120,,,,2+,1,Preg,,5,PC
20EW00160,L2582,,15BR,1,99,e3,W,101,1015,120,1120,,,,2,1,Preg,,5,PC
20EW00161,L2584,,40BL,1,88,e4,W,103,1015,120,1120,,,,1-,1,Preg,,5,PC
20EW00162,L2586,,60BR,1,102,e5,W,117,1015,136,1120,,,,2-,1,Preg,,5,PC
20EW00163,L2587,,90BR/GR,1,107,e6,W,122,1015,139,1120,,,,2+,1,Preg,,5,PC
20EW00164,L2588,,25GR,1,102,e1,W,112,1015,130,1120,,,,2+,1,Preg,,5,PC
20EW00165,L2591,,3RD.25BR,1,132,e2,W,165,1015,174,1120,,,,,,Open,2799,5,PC
20EW00166,L2593,,80BR,1,102,e3,W,116,1015,130,1120,,,,,,Open,2788,5,PC
20EW00167,L2597,,25BR,1,102,e4,W,110,1015,124,1120,,,,,,Open,2858,5,PC
20EW00168,L2598,,30BR,1,96,e5,W,107,1015,120,1120,,,,2-,1,Preg,,5,PC
20EW00169,L2601,,5-10BR,1,87,e6,W,101,1015,118,1120,,,,2,1,Preg,,5,PC
20EW00170,L2602,,5-10BL,1,87,e1,W,101,1015,116,1120,,,,1-,1,Preg,,5,PC
20EW00171,L2603,,70TAN,1,94,e2,W,106,1015,123,1120,,,,2+,1,Preg,,5,PC
20EW00172,L2604,,40BR,1,117,e3,W,130,1015,149,1120,,,,2+,1,Preg,,5,PC
20EW00173,L2605,,05BR,1,109,e4,W,124,1015,147,1120,,,,2+,1,Preg,,2,PC
20EW00174,L2607,,10BL,1,105,e5,W,111,1015,124,1120,,,,2+,1,Preg,,5,PC
20EW00175,L2609,,10BL,1,94,e6,W,112,1015,131,1120,,,,2,1,Preg,,5,PC
20EW00176,L2611,,05BR,1,117,e1,W,128,1015,136,1120,,,,2+,1,Preg,,2,PC
20EW00177,L2615,,40BL,1,113,e2,W,133,1015,156,1120,,,,2-,1,Preg,,5,PC
20EW00178,L2616,,15GR.NICE,1,114,e3,W,130,1015,144,1120,,,,2,1,Preg,,5,PC
20EW00179,L2619,,05BR,1,92,e4,W,108,1015,119,1120,,,,,,Open,2794,2,PC
20EW00180,L2620,,05BR,1,91,e5,W,110,1015,117,1120,,,,1-,1,Preg,,2,PC
20EW00181,L2621,,<05BR,1,96,e6,W,106,1015,121,1120,,,,2+,1,Preg,,2,PC
20EW00182,L2626,,05BR,1,90,e1,W,95,1015,107,1120,,,,1-,1,Preg,,2,PC
20EW00183,L2627,,1ST.40BR,1,105,e2,W,121,1015,132,1120,,,,2,1,Preg,,5,PC
20EW00184,L2629,,05BR,1,107,e3,W,131,1015,149,1120,,,,1-,1,Preg,,2,PC
20EW00185,L2630,,05BR,1,92,e4,W,101,1015,128,1120,,,,2,1,Preg,,2,PC
20EW00186,L2633,,05GR,1,80,e5,W,83,1015,101,1120,,,,1-,1,Preg,,2,PC
20EW00187,L2635,,40BR,1,105,e6,W,110,1015,127,1120,,,,2+,1,Preg,,5,PC
20EW00188,L2636,,25BR,1,101,e1,W,113,1015,121,1120,,,,2-,1,Preg,,5,PC
20EW00189,L2638,,2ND.80BR,1,110,e2,W,116,1015,124,1120,,,,2,1,Preg,,5,PC
20EW00190,L2640,,30TAN,1,87,e3,W,116,1015,132,1120,,,,2-,1,Preg,,5,PC
20EW00191,L2644,,15GR,1,98,e4,W,116,1015,135,1120,,,,2-,1,Preg,,5,PC
20EW00192,L2648,,15.LT.TAN,1,129,e5,W,146,1015,160,1120,,,,2,1,Preg,,2,PC
20EW00193,L2649,,15BL,1,88,e6,W,101,1015,113,1120,,,,2+,1,Preg,,5,PC
20EW00194,L2653,,40BL,1,89,e1,W,107,1015,117,1120,,,,2+,1,Preg,,5,PC
20EW00195,L2654,,50BL,1,113,e2,W,124,1015,147,1120,,,,2-,1,Preg,,5,PC
20EW00196,L2657,,20BR,1,85,e3,W,92,1015,108,1120,,,,1-,1,Preg,,5,PC
20EW00197,L2659,,15BR,1,86,e4,W,106,1015,119,1120,,,,2-,1,Preg,,5,PC
20EW00198,L2660,,80TAN,1,89,e5,W,100,1015,113,1120,,,,2-,1,Preg,,5,PC
20EW00199,L2661,,30BR,1,90,e6,W,101,1015,114,1120,,,,1-,1,Preg,,5,PC
20EW00200,L2662,,15BL,1,94,e1,W,92,1015,110,1120,,,,2+,1,Preg,,5,PC
20EW00201,L2668,,1ST.05BL,1,87,e2,W,101,1015,116,1120,,,,2+,1,Preg,,2,PC
20EW00202,L2675,,30BL,1,98,e3,W,112,1015,125,1120,,,,,,Open,2800,5,PC
20EW00203,L2677,,.,1,98,e4,W,105,1015,117,1120,,,,,,Open,2830,5,PC
20EW00204,L2684,,.,1,105,e5,W,125,1015,138,1120,,,,2+,1,Preg,,1,PC
20EW00205,L2688,,50BLK,1,83,e6,W,92,1015,112,1120,,,,2-,1,Preg,,5,PC
20EW00206,L2689,,40BRN,1,84,e1,W,91,1015,107,1120,,,,2-,1,Preg,,5,PC
20EW00207,L2690,,1ST.30BRN,1,114,e2,W,130,1015,155,1120,,,,2-,1,Preg,,5,PC
20EW00208,L2696,,.,1,85,e3,W,91,1015,106,1120,,,,2-,1,Preg,,3,PC
20EW00209,L2698,,15BL,1,92,e4,W,107,1015,120,1120,,,,2+,1,Preg,,5,PC
20EW00210,L2701,,1ST50BR,1,83,e5,W,95,1015,103,1120,,,,2+,1,Preg,,5,PC
20EW00211,L2703,,3RD.10BL,1,89,e6,W,107,1015,124,1120,,,,2,1,Preg,,5,PC
20EW00212,L2704,,60TAN,1,108,e1,W,123,1015,140,1120,,,,2-,1,Preg,,5,PC
20EW00213,L2708,,90BR,1,88,e2,W,85,1015,109,1120,,,,2+,1,Preg,,5,PC
20EW00214,L2710,,1ST.90BL,1,90,e3,W,99,1015,118,1120,,,,2+,1,Preg,,5,PC
20EW00215,L2715,,40BL,1,90,e4,W,98,1015,119,1120,,,,2,1,Preg,,5,PC
20EW00216,L2716,,60TAN,1,87,e5,W,97,1015,117,1120,,,,,,Open,2863,5,PC
20EW00217,L2718,,30BL,1,99,e6,W,105,1015,114,1120,,,,2-,1,Preg,,5,PC
20EW00218,L2723,,05BL,1,87,e1,W,103,1015,120,1120,,,,2-,1,Preg,,2,PC
20EW00219,L2724,,05BR,1,89,e2,W,97,1015,114,1120,,,,2,1,Preg,,2,PC
20EW00220,L2735,,60BL,1,99,e3,W,112,1015,130,1120,,,,2+,1,Preg,,5,PC
20EW00221,L2740,,70BLK,1,102,e4,W,131,1015,145,1120,,,,3+,1,Preg,,5,PC
20EW00222,L2742,,30BLK,1,88,e5,W,100,1015,114,1120,,,,2-,1,Preg,,5,PC
20EW00223,L2744,,60BLK,1,98,e6,W,109,1015,132,1120,,,,2+,1,Preg,,5,PC
20EW00224,L2745,,05BR,1,105,e1,W,112,1015,128,1120,,,,2,1,Preg,,2,PC
20EW00225,L2746,,90BL,1,94,e2,W,98,1015,125,1120,,,,2,1,Preg,,5,PC
20EW00226,L2748,,.,1,92,e3,W,106,1015,118,1120,,,,2+,1,Preg,,5,PC
20EW00227,M0356,,.,1,112,e4,W,130,1015,138,1120,,,,2-,1,Preg,,1,LP
20EW00228,M0357,,.,1,110,e5,W,135,1015,151,1120,,,,2-,1,Preg,,2,LP
20EW00229,M0366,,.,1,84,e6,W,103,1015,119,1120,,,,2+,,Preg,,2,LP
20EW00230,M0370,,.,1,89,e1,W,106,1015,119,1120,,,,2-,1,Preg,,2,LP
20EW00231,M0372,,.,1,105,e2,W,128,1015,145,1120,,,,2-,1,Preg,,2,LP
20EW00232,M0373,,.,1,99,e3,W,112,1015,139,1120,,,,2-,1,Preg,,2,LP
20EW00233,M0379,,.,1,106,e4,W,128,1015,141,1120,,,,2-,1,Preg,,1,LP
20EW00234,M0381,,.,1,90,e5,W,101,1015,116,1120,,,,2+,1,Preg,,1,LP
20EW00235,M0384,,.,1,86,e6,W,102,1015,116,1120,,,,2,1,Preg,,1,LP
20EW00236,M0385,,.,1,111,e1,W,120,1015,136,1120,,,,3,1,Preg,,1,LP
20EW00237,M0395,,.,1,83,e2,W,105,1015,121,1120,,,,2-,,Preg,,3,LP
20EW00238,M0400,,1ST,1,111,e3,W,133,1015,150,1120,,,,2-,1,Preg,,1,LP
20EW00239,M0403,,2ND,1,100,e4,W,119,1015,136,1120,,,,1-,1,Preg,,1,LP
20EW00240,M0406,,PINK,1,125,e5,W,138,1015,157,1120,,,,,,Open,2843,1,LP
20EW00241,M0407,,.,1,86,e6,W,90,1015,102,1120,,,,2+,1,Preg,,1,LP
20EW00242,M0408,,.,1,91,e1,W,103,1015,123,1120,,,,1-,,Preg,,1,LP
20EW00243,M0412,,2ND,1,103,e2,W,119,1015,136,1120,,,,2,1,Preg,,2,LP
20EW00244,M0419,,.,1,97,e3,W,113,1015,123,1120,,,,1-,,Preg,,1,LP
20EW00245,M0420,,.,1,100,e4,W,121,1015,141,1120,,,,,,Open,2819,2,LP
20EW00246,M0434,,1ST,1,81,e5,W,92,1015,103,1120,,,,2+,1,Preg,,2,LP
20EW00247,M0440,,2ND,1,90,e6,W,98,1015,113,1120,,,,,,Open,2829,1,LP
20EW00248,M0445,,.,1,91,e1,W,101,1015,108,1120,,,,2+,1,Preg,,2,LP
20EW00249,M0452,,.,1,88,e2,W,97,1015,117,1120,,,,2+,1,Preg,,2,LP
20EW00250,M0455,,.,1,88,e3,W,94,1015,107,1120,,,,,,Open,2778,2,LP
20EW00251,M0469,,1ST,1,86,e4,W,97,1015,111,1120,,,,3+,1,Preg,,1,LP
20EW00252,M0470,,BRN EARS,1,108,e5,W,131,1015,144,1120,,,,2-,1,Preg,,3,LP
20EW00253,M0473,,PINK,1,86,e6,W,95,1015,109,1120,,,,,,Open,2835,1,LP
20EW00254,M0474,,20BRN,1,95,e1,W,111,1015,124,1120,,,,2+,1,Preg,,5,LP
20EW00255,M0490,,.,1,103,e2,W,113,1015,130,1120,,,,2+,1,Preg,,2,LP
20EW00256,M0503,,1ST,1,96,e3,W,103,1015,119,1120,,,,2,1,Preg,,5,LP
20EW00257,M0513,,1ST,1,89,e4,W,105,1015,121,1120,,,,2+,,Preg,,1,LP
20EW00258,M0517,,3RD.2@ONCE,1,92,e5,W,96,1015,113,1120,,,,2,1,Preg,,1,LP
20EW00259,M0533,,1ST,1,97,e6,W,111,1015,130,1120,,,,1-,1,Preg,,5,LP
20EW00260,M0554,,1ST,1,86,e1,W,103,1015,121,1120,,,,2-,,Preg,,2,LP
20EW00261,M0562,,.,1,81,e2,W,100,1015,114,1120,,,,2-,,Preg,,2,LP
20EW00262,M0563,,.,1,91,e3,W,107,1015,114,1120,,,,2,,Preg,,5,LP
20EW00263,M0573,,.,1,90,e4,W,98,1015,108,1120,,,,,,Open,2816,5,LP
20EW00264,S2632,,.,1,83,e5,W,102,1015,114,1120,,,,4+,1,Preg,,1,43
20EW00265,S2634,,.,1,114,e6,W,132,1015,145,1120,,,,,,Open,2784,1,07
20EW00266,S2637,,.,1,106,e1,W,108,1015,118,1120,,,,4+,1,Preg,,1,07
20EW00267,S2645,,.,1,81,e2,W,98,1015,122,1120,,,,3,1,Preg,,1,07
20EW00268,S2648,,.,1,87,e3,W,100,1015,121,1120,,,,3+,1,Preg,,1,07
20EW00269,S2650,,.,1,101,e4,W,118,1015,130,1120,,,,3,1,Preg,,1,07
20EW00270,S2653,,.,1,97,e5,W,107,1015,119,1120,,,,3-,,Preg,,1,07
20EW00271,S2658,,.,1,92,e6,W,106,1015,119,1120,,,,3,,Preg,,1,07
20EW00272,S2660,,.,1,97,e1,W,113,1015,122,1120,,,,4,,Preg,,1,07
20EW00273,S2661,,.,1,91,e2,W,101,1015,124,1120,,,,,,Open,2786,1,07
