UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,NOV04,DEC10
97EW00106,A4523,81,,112,1,91,e.9,Blue,113,132
97EW00107,A4524,81,,119,1,82,e.8,Blue,102,108
97EW00108,A4526,73,,85,1,66,-FL,Blue,75,0
97EW00109,A4522,81,,108,1,86,e.8,Blue,106,124
97EW00110,A4581,82,FX.LF.LEG ok,97,1,85,e.-,Blue,90,93
97EW00111,A4596,82,,90,1,76,e.-,Blue,86,90
97EW00112,A4598,73,,95,1,74,-FL,Blue,84,0
97EW00113,A4576,81,NICE,106,1,68,e.-,Blue,91,92
97EW00114,A4578,81,HAIRY,102,1,86,e.-,Blue,102,110
97EW00115,A4615,81,,105,1,81,e.-,Blue,101,107
97EW00116,A4619,81,,103,1,77,e.-,Blue,89,90
97EW00117,A4601,82,,100,1,75,e.9,Blue,89,102
97EW00118,A4606,81,,104,1,100,e.-,Blue,113,122
97EW00119,A4633,73,,95,1,66,-FL,Blue,85,0
97EW00120,A4639,82,,101,1,65,e.-,Blue,83,89
97EW00121,A4653,82,,104,1,63,e.9,Blue,78,93
97EW00122,A4658,82,,104,1,79,e.8,Blue,104,121
97EW00123,A4661,73,,92,1,81,-FL,Blue,94,0
97EW00124,A4664,73,,89,1,65,-FL,Blue,80,0
97EW00125,A4667,82,,112,1,89,e.9,Blue,107,123
97EW00126,A4624,82,,104,1,71,e.-,Blue,85,91
97EW00127,A4626,73,,93,1,68,-FL,Blue,88,0
97EW00128,A4622,73,,88,1,61,-FL,Blue,74,0
97EW00129,A4684,82,4TEATS,108,1,83,e.8,Blue,91,110
97EW00130,A4686,82,,98,1,73,e.9,Blue,94,110
97EW00131,A4696,81,,107,1,74,e.9,Blue,91,101
97EW00132,A4697,81,,110,1,79,e.-,Blue,107,112
97EW00133,A4675,81,,98,1,95,e.9,Blue,101,114
97EW00134,A4672,73,,91,1,80,-FL,Blue,88,0
97EW00135,A4211,00,,0,1,81,e.-,Blue,100,107
97EW00136,A4219,00,,0,1,114,e.-,Blue,130,142
97EW00137,A4217,00,,0,1,90,e.-,Blue,105,105
97EW00138,A4205,00,,0,1,86,e.-,Blue,102,107
97EW00139,A4207,82,,107,1,82,e.-,Blue,104,115
97EW00140,A4231,00,,0,1,106,e.-,Blue,123,128
97EW00141,A4234,00,,0,1,73,e.-,Blue,87,93
97EW00142,A4235,00,HAIRY,0,1,89,e.-,Blue,103,107
97EW00143,A4237,00,,0,1,97,e.-,Blue,109,116
97EW00144,A4241,73,,97,1,91,-FL,Blue,89,0
97EW00145,A4243,81,,116,1,106,e.9,Blue,112,124
97EW00146,A4245,00,HAIRY,0,1,105,e.-,Blue,110,123
97EW00147,A4242,73,,95,1,79,-FL,Blue,88,0
97EW00148,A4253,82,,102,1,93,e.9,Blue,107,117
97EW00149,A4255,81,4TEATS,124,1,98,e.8,Blue,109,125
97EW00150,A4258,00,,0,1,70,e.-,Blue,88,95
97EW00151,A4259,00,,0,1,89,e.-,Blue,112,118
97EW00152,A4261,81,,103,1,84,e.9,Blue,103,117
97EW00153,A4263,81,,104,1,95,e.-,Blue,105,110
97EW00154,A4269,00,,0,1,95,e.-,Blue,112,126
97EW00155,A4267,82,,94,1,83,e.9,Blue,97,107
97EW00156,A4260,00,BUSHY,0,1,103,e.-,Blue,118,128
97EW00157,A4224,00,GAUNT,0,1,67,e.-,Blue,84,93
97EW00158,A4222,82,,93,1,87,e.-,Blue,94,99
97EW00159,A4220,00,HAIRY,0,1,71,e.-,Blue,83,89
97EW00160,A4281,82,ENTR,115,1,92,e.8,Blue,107,119
97EW00161,A4284,73,,95,1,75,-FL,Blue,85,0
97EW00162,A4282,82,PINK,110,1,84,e.-,Blue,103,106
97EW00163,A4294,73,,90,1,69,-FL,Blue,77,0
97EW00164,A4292,00,,0,1,81,e.-,Blue,106,111
97EW00165,A4298,82,HAIRY,93,1,84,e.-,Blue,96,99
97EW00166,A4278,00,,0,1,90,e.-,Blue,104,113
97EW00167,A4279,00,,0,1,83,e.-,Blue,95,106
97EW00168,A4277,82,,104,1,87,e.-,Blue,103,111
97EW00169,A4270,00,PINK,0,1,77,e.-,Blue,90,96
97EW00170,K9311,00,,0,1,113,LIM,Blue,129,131
97EW00171,K9313,00,,0,1,86,LIM,Blue,95,97
97EW00172,K9314,00,,0,1,112,LIM,Blue,123,124
97EW00173,K9316,00,,0,1,97,LIM,Blue,104,107
97EW00174,K9312,00,,0,1,95,LIM,Blue,105,106
97EW00175,K9305,00,,0,1,102,LIM,Blue,113,116
97EW00176,K9306,00,,0,1,103,LIM,Blue,106,108
97EW00177,K9308,68,4TEATS,101,1,94,e.7,Blue,102,113
97EW00178,K9307,68,4TEATS,108,1,106,e.7,Blue,124,140
97EW00179,K9331,68,,117,1,109,e.7,Blue,130,132
97EW00180,K9330,68,BLK.NOSE+FEET,113,1,99,e.7,Blue,118,127
97EW00181,K9332,00,"SAVE,BLACK",0,1,90,LIM,Blue,100,109
97EW00182,K9337,68,,98,1,102,e.7,Blue,117,120
97EW00183,K9341,00,,0,1,88,LIM,Blue,105,109
97EW00184,K9343,68,4TEATS,109,1,117,e.7,Blue,137,147
97EW00185,K9346,00,"SAVE,BLACK",0,1,94,LIM,Blue,120,106
97EW00186,K9342,68,,105,1,125,e.6,Blue,134,147
97EW00187,K9340,00,,0,1,100,LIM,Blue,113,124
97EW00188,K9356,68,,101,1,111,e.6,Blue,129,142
97EW00189,K9350,00,HAIRY,0,1,101,LIM,Blue,117,119
97EW00190,K9321,00,"CC,TEST MATE!",0,1,75,e10,Blue,88,96
97EW00191,K9324,00,,0,1,110,LIM,Blue,119,125
97EW00192,K9328,00,,0,1,112,e10,Blue,122,130
97EW00193,K9381,00,,0,1,84,LIM,Blue,89,94
97EW00194,K9383,00,SAVE,0,1,73,LIM,Blue,78,81
97EW00195,K9380,00,,0,1,101,e10,Blue,116,125
97EW00196,K9393,68,,101,1,106,e.7,Blue,129,138
97EW00197,K9396,00,NICE,0,1,101,LIM,Blue,110,115
97EW00198,K9398,00,HAIRY,0,1,93,LIM,Blue,102,101
97EW00199,K9375,00,,0,1,102,LIM,Blue,108,109
97EW00200,K9376,00,,0,1,114,LIM,Blue,120,120
97EW00201,K9377,00,"HAIRY,NAXCEL",0,1,93,LIM,Blue,107,107
97EW00202,K9370,00,,0,1,99,LIM,Blue,103,102
97EW00203,K9300,00,4TEATS,0,1,86,e10,Blue,96,110
97EW00204,K9414,68,,106,1,126,e.6,Blue,137,143
97EW00205,K9415,00,HAIRY,0,1,98,LIM,Blue,115,122
97EW00206,K9416,00,HAIRY,0,1,112,LIM,Blue,132,134
97EW00207,K9412,00,,0,1,106,LIM,Blue,115,119
97EW00208,K9410,00,,0,1,89,LIM,Blue,98,103
97EW00209,K9403,00,HAIRY,0,1,114,LIM,Blue,127,134
97EW00210,K9404,00,,0,1,106,LIM,Blue,114,119
97EW00211,K9405,00,,0,1,109,LIM,Blue,122,120
97EW00212,K9408,00,,0,1,115,LIM,Blue,131,142
97EW00213,K9409,00,,0,1,108,LIM,Blue,126,131
97EW00214,K9407,00,,0,1,98,LIM,Blue,110,116
97EW00215,K9431,68,,109,1,116,e.6,Blue,140,149
97EW00216,K9436,00,HAIRY,0,1,103,LIM,Blue,103,110
97EW00217,K9438,68,,103,1,107,e.7,Blue,119,131
97EW00218,K9430,00,HAIRY,0,1,102,LIM,Blue,110,118
97EW00219,K9441,00,,0,1,83,LIM,Blue,93,101
97EW00220,K9444,68,4TEATS,98,1,98,e.6,Blue,126,143
97EW00221,K9446,00,HAIRY,0,1,116,LIM,Blue,131,134
97EW00222,K9442,00,,0,1,110,LIM,Blue,130,132
97EW00223,K9447,00,,0,1,81,LIM,Blue,89,97
97EW00224,K9451,00,4TEATS,0,1,121,e10,Blue,122,132
97EW00225,K9450,68,4TEATS,106,1,108,e.7,Blue,120,135
97EW00226,K9453,00,HAIRY,0,1,97,LIM,Blue,109,117
97EW00227,K9462,00,,0,1,104,LIM,Blue,109,117
97EW00228,K9469,68,,119,1,107,e.6,Blue,131,90
97EW00229,K9467,00,,0,1,96,LIM,Blue,118,121
97EW00230,K9421,00,,0,1,105,LIM,Blue,120,123
97EW00231,K9422,00,HAIRY,0,1,114,LIM,Blue,128,133
97EW00232,K9429,00,,0,1,103,LIM,Blue,115,126
97EW00233,K9427,00,,0,1,101,LIM,Blue,111,111
97EW00234,K9420,00,,0,1,93,LIM,Blue,103,112
97EW00235,K9481,00,,0,1,91,LIM,Blue,107,110
97EW00236,K9480,68,,107,1,97,LIM,Blue,112,123
97EW00237,K9483,00,4TEATS,0,1,88,LIM,Blue,97,100
97EW00238,K9485,00,"SAVE,BLACK",0,1,79,LIM,Blue,94,101
97EW00239,K9491,00,SAVE,0,1,81,LIM,Blue,97,95
97EW00240,K9493,00,ENTR,0,1,92,LIM,Blue,95,102
97EW00241,K9494,00,,0,1,100,LIM,Blue,113,113
97EW00242,K9492,00,,0,1,111,LIM,Blue,125,130
97EW00243,K9498,00,,0,1,95,LIM,Blue,106,104
97EW00244,K9499,00,,0,1,96,LIM,Blue,108,110
97EW00245,K9497,00,,0,1,104,LIM,Blue,113,116
97EW00246,K9490,00,,0,1,92,LIM,Blue,100,100
97EW00247,K9474,68,,89,1,88,LIM,Blue,98,101
97EW00248,K9475,68,,92,1,90,LIM,Blue,104,110
97EW00249,K9472,00,HAIRY,0,1,110,LIM,Blue,116,123
97EW00250,K9479,68,,120,1,119,e.6,Blue,134,150
97EW00251,K9477,00,ENTR,0,1,88,e10,Blue,116,119
97EW00252,K9511,68,,94,1,90,LIM,Blue,115,122
97EW00253,K9510,00,,0,1,117,LIM,Blue,121,128
97EW00254,K9501,00,HAIRY,0,1,99,LIM,Blue,115,116
97EW00255,K9503,00,4TEATS,0,1,108,e10,Blue,121,131
97EW00256,K9505,00,,0,1,103,LIM,Blue,120,124
97EW00257,K9506,00,4TEATS,0,1,85,LIM,Blue,99,101
97EW00258,K9508,00,,0,1,120,LIM,Blue,124,126
97EW00259,K9507,00,,0,1,110,LIM,Blue,121,126
97EW00260,K9538,00,4TEATS,0,1,110,LIM,Blue,120,119
97EW00261,K9542,00,4TEATS,0,1,87,LIM,Blue,92,94
97EW00262,K9550,68,4TEATS,113,1,102,e.6,Blue,126,132
97EW00263,K9554,68,,86,1,90,LIM,Blue,116,124
97EW00264,K9556,00,,0,1,110,LIM,Blue,126,131
97EW00265,K9558,68,ENTR,110,1,99,e.7,Blue,124,120
97EW00266,K9559,68,"ENTR,4TEATS",113,1,96,e.7,Blue,115,117
97EW00267,K9557,00,,0,1,82,LIM,Blue,94,99
97EW00268,K9561,68,dup9569?,105,1,108,e.7,Blue,138,149
97EW00269,K9566,00,4TEATS,0,1,99,e10,Blue,120,122
97EW00270,K9567,68,,103,1,108,e.6,Blue,136,143
97EW00271,K9521,00,,0,1,106,LIM,Blue,119,124
97EW00272,K9520,68,,109,1,106,LIM,Blue,120,132
97EW00273,K9525,68,,108,1,116,e.6,Blue,136,146
97EW00274,K9522,00,,0,1,97,LIM,Blue,106,105
97EW00275,K9529,00,4TEATS,0,1,104,e10,Blue,115,122
97EW00276,K9587,00,,0,1,91,LIM,Blue,103,106
97EW00277,K9590,68,,106,1,114,e.6,Blue,134,150
97EW00278,K9571,68,4TEATS,114,1,107,e.6,Blue,125,139
97EW00279,K9575,68,,97,1,94,e.6,Blue,109,119
97EW00280,K9572,68,CR.FR.FEET,98,1,98,LIM,Blue,113,122
97EW00281,K9577,68,4TEATS,97,1,93,LIM,Blue,112,130
97EW00282,K9615,68,4TEATS,111,1,112,e.7,Blue,133,143
97EW00283,K9605,68,,102,1,108,e.7,Blue,135,142
97EW00284,K9606,68,,100,1,98,LIM,Blue,120,128
97EW00285,K9602,00,4TEATS,0,1,92,e10,Blue,98,111
97EW00286,K9607,00,FUZZY,0,1,118,LIM,Blue,131,131
97EW00287,K9633,00,X ?? NOEL.,0,1,66,e10,Blue,85,0
97EW00288,K9632,68,4TEATS,100,1,99,e.7,Blue,129,142
97EW00289,K9642,00,4TEATS,0,1,72,e10,Blue,82,95
97EW00290,K9629,68,4TEATS,100,1,107,e.6,Blue,124,138
97EW00291,K9683,68,ENTR,97,1,97,e.7,Blue,123,133
97EW00292,K9682,68,,93,1,92,e.6,Blue,112,122
97EW00293,K9694,68,4TEATS,111,1,108,e.6,Blue,124,137
97EW00294,K9674,68,4TEATS,99,1,96,e.6,Blue,118,124
97EW00295,K9679,68,,102,1,91,e.6,Blue,104,111
97EW00296,K9677,00,4TEATS,0,1,98,e10,Blue,106,113
97EW00297,K9285,68,ENTR,96,1,100,e.7,Blue,125,149
97EW00298,K9288,00,,0,1,94,e10,Blue,95,105
97EW00299,K9287,00,CR.FR.FEETchk,0,1,91,e10,Blue,106,123
97EW00300,K9280,00,4TEATS,0,1,95,e10,Blue,101,108
97EW00301,K9291,68,,91,1,96,e.7,Blue,123,129
97EW00302,K9290,68,NICE,107,1,116,e.7,Blue,137,144
97EW00303,K9293,00,,0,1,97,LIM,Blue,110,113
97EW00304,K9275,00,4TEATS,0,1,89,e10,Blue,108,110
97EW00305,K9279,00,ENTR,0,1,108,e10,Blue,114,126
97EW00306,K9817,68,,100,1,91,LIM,Blue,110,127
97EW00307,K9800,68,,97,1,96,e.6,Blue,100,112
97EW00308,K9803,68,,104,1,90,LIM,Blue,120,134
97EW00309,K9805,68,4TEATS,114,1,109,e.7,Blue,137,145
97EW00310,K9806,68,,110,1,105,e.6,Blue,127,145
97EW00311,K9809,68,,102,1,87,LIM,Blue,103,111
97EW00312,K9833,00,,0,1,85,e10,Blue,99,110
97EW00313,K9834,00,,0,1,89,e10,Blue,92,101
97EW00314,K9843,68,,96,1,83,LIM,Blue,95,110
97EW00315,K9848,68,,90,1,89,LIM,Blue,101,115
97EW00316,K9847,68,,101,1,92,e.6,Blue,108,118
97EW00317,K9850,00,,0,1,75,e10,Blue,86,94
97EW00318,K9860,68,4TEATS,98,1,94,e.7,Blue,102,108
97EW00319,K9864,68,,96,1,96,e.6,Blue,110,119
97EW00320,K9824,00,,0,1,90,e10,Blue,91,94
97EW00321,K9825,68,,101,1,87,LIM,Blue,101,104
97EW00322,K9888,00,X ?? NOEL.,0,1,86,e10,Blue,105,0
97EW00323,K9880,00,X ?? NOEL.,0,1,74,e10,Blue,87,0
97EW00324,K9893,00,X NN NOEL.,0,1,74,e10,Blue,92,0
97EW00325,K9894,00,X ?? NOEL.,0,1,69,e10,Blue,77,0
97EW00326,K9895,68,BIG,114,1,111,e.6,Blue,129,140
97EW00327,K9871,00,4TEATS,0,1,89,e10,Blue,109,120
97EW00328,K9874,00,X NN NOEL.,0,1,82,e10,Blue,97,0
97EW00329,K9872,68,ENTR,119,1,104,e.7,Blue,118,120
97EW00330,K9879,00,4TEATS,0,1,87,e10,Blue,95,106
97EW00331,K9914,00,X NC NOEL.,0,1,86,e10,Blue,102,0
97EW00332,K9919,00,NICE,0,1,101,e10,Blue,124,133
97EW00333,K9906,68,HUGE,103,1,102,LIM,Blue,132,146
97EW00334,K9908,00,X N? NOEL.,0,1,95,e10,Blue,105,0
97EW00335,K9909,68,,102,1,100,e.7,Blue,107,121
97EW00336,K9941,00,4TEATS,0,1,84,e10,Blue,106,117
97EW00337,K9964,00,,0,1,83,e10,Blue,90,95
97EW00338,K9968,00,4TEATS,0,1,89,e10,Blue,112,124
97EW00339,K9969,00,HAIRY,0,1,113,e10,Blue,120,129
97EW00340,K9967,00,X C? NOEL.,0,1,94,e10,Blue,117,139
97EW00341,K9926,00,4TEATS,0,1,104,e10,Blue,120,136
97EW00342,K9922,00,ENTR,0,1,86,e10,Blue,101,112
97EW00343,K9920,00,,0,1,96,e10,Blue,111,117
97EW00344,K9981,00,X ?? NOEL.,0,1,74,e10,Blue,92,0
97EW00345,K9986,00,X N? NOEL.,0,1,81,e10,Blue,83,0
97EW00346,K9971,00,X NC NOEL.,0,1,95,e10,Blue,119,0
97EW00347,K9970,00,X ?? NOEL.,0,1,66,e10,Blue,79,0
97EW00348,K9715,68,,98,1,85,LIM,Blue,100,111
97EW00349,K9703,68,,104,1,102,e.7,Blue,111,123
97EW00350,K9706,00,4TEATS,0,1,82,e10,Blue,93,100
97EW00351,K9702,68,,96,1,89,LIM,Blue,115,119
97EW00352,K9709,68,4TEATS,115,1,99,LIM,Blue,121,131
97EW00353,K9740,68,"X,BLK.NOSEetc",111,X,99,XXX,Blue,118,0
97EW00354,K9743,68,4TEATS,106,1,97,LIM,Blue,114,123
97EW00355,K9769,68,,96,1,96,e.7,Blue,108,121
97EW00356,K9726,68,4TEATS,106,1,94,LIM,Blue,100,106
97EW00357,K9729,68,,107,1,102,e.6,Blue,104,117
97EW00358,K9789,68,,108,1,96,LIM,Blue,117,129
97EW00359,K9792,68,ENTR,97,1,85,LIM,Blue,106,121
97EW00360,K9773,68,4TEATS,102,1,108,e.6,Blue,121,119
97EW00361,S8103,11,,107,1,95,e.1,Blue,100,114
97EW00362,S8106,ID,,99,1,83,LIM,Blue,97,102
97EW00363,S8102,12,,108,1,83,e.1,Blue,90,101
97EW00364,S8131,13,SCURS,102,1,84,e.1,Blue,93,104
97EW00365,S8133,10,,103,1,73,e.0,Blue,88,102
97EW00366,S8135,18,,103,1,86,LIM,Blue,101,103
97EW00367,S8141,13,,110,1,102,e.1,Blue,108,123
97EW00368,S8140,12,,104,1,96,e.2,Blue,106,117
97EW00369,S8145,11,,100,1,95,e.3,Blue,116,123
97EW00370,S8148,11,,95,1,90,e.0,Blue,107,120
97EW00371,S8151,13,4TEATS,100,1,83,e.0,Blue,90,106
97EW00372,S8158,13,,102,1,93,e.0,Blue,100,112
97EW00373,S8161,13,NICE,116,1,103,e.2,Blue,116,132
97EW00374,S8121,13,ENTR,108,1,85,e.2,Blue,98,101
97EW00375,S8125,10,,107,1,88,e.1,Blue,100,110
97EW00376,S8129,10,,98,1,84,e.0,Blue,96,108
97EW00377,S8181,11,,103,1,85,e.1,Blue,99,113
97EW00378,S8180,11,ENTR,99,1,81,e.2,Blue,86,91
97EW00379,S8182,18,,100,1,86,LIM,Blue,94,100
97EW00380,S8188,10,4TEATS,104,1,95,e.1,Blue,107,115
97EW00381,S8187,10,,103,1,83,e.2,Blue,92,98
97EW00382,S8191,10,,101,1,75,e.1,Blue,83,93
97EW00383,S8194,11,,94,1,79,e.3,Blue,93,99
97EW00384,S8197,11,,93,1,89,e.2,Blue,106,113
97EW00385,S8170,12,,99,1,83,e.0,Blue,88,97
97EW00386,S8173,11,,106,1,95,e.3,Blue,119,129
97EW00387,S8179,ID,dup8175?,116,1,92,LIM,Blue,105,109
97EW00388,S8177,ID,,112,1,82,LIM,Blue,92,98
97EW00389,S8016,11,ENTR,100,1,80,e.3,Blue,83,90
97EW00390,S8012,12,,102,1,80,e.0,Blue,93,102
97EW00391,S8019,10,,106,1,88,e.2,Blue,95,108
97EW00392,S8017,11,4TEATS,102,1,84,e.0,Blue,94,111
97EW00393,S8035,18,,108,1,90,LIM,Blue,111,110
97EW00394,S8039,10,,100,1,88,e.3,Blue,107,123
97EW00395,S8056,13,HAIRY,107,1,90,e.1,Blue,94,104
97EW00396,S8052,ID,,124,1,107,LIM,Blue,112,114
97EW00397,S8063,11,,96,1,87,e.0,Blue,90,101
97EW00398,S8067,11,,101,1,85,e.1,Blue,99,109
97EW00399,S8020,10,,104,1,83,e.0,Blue,99,110
97EW00400,S8029,10,,98,1,92,e.1,Blue,108,116
97EW00401,S8084,12,,95,1,77,e.2,Blue,89,98
97EW00402,S8085,12,,99,1,83,e.3,Blue,100,114
97EW00403,S8086,10,,100,1,80,e.2,Blue,90,99
97EW00404,S8088,10,,108,1,94,e.2,Blue,110,121
97EW00405,S8091,13,,109,1,86,e.1,Blue,107,121
97EW00406,S8090,13,4TEATS,104,1,71,e.1,Blue,91,108
97EW00407,S8092,13,4TEATS,101,1,96,e.3,Blue,120,136
97EW00408,S8070,12,,100,1,83,e.1,Blue,82,93
97EW00409,S8313,13,DEAD 11/7/97,112,6,94,e.0,Blue,117,0
97EW00410,S8315,ID,,130,1,103,LIM,Blue,114,117
97EW00411,S8309,ID,,100,1,101,LIM,Blue,112,114
97EW00412,S8331,11,,102,1,80,e.3,Blue,92,94
97EW00413,S8355,11,,98,1,85,e.2,Blue,97,101
97EW00414,S8356,11,,96,1,80,e.3,Blue,90,97
97EW00415,S8321,12,,105,1,78,e.2,Blue,96,113
97EW00416,S8326,11,ENTR,109,1,87,e.3,Blue,105,112
97EW00417,S8381,10,,101,1,86,e.1,Blue,100,118
97EW00418,S8380,10,,107,1,78,e.2,Blue,95,110
97EW00419,S8382,10,,99,1,76,e.3,Blue,83,94
97EW00420,S8388,12,,102,1,109,e.1,Blue,120,132
97EW00421,S8393,ID,4TEATS,134,1,89,LIM,Blue,97,98
97EW00422,S8394,12,4TEATS,118,1,102,e.1,Blue,110,121
