UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
88WN03275, 88806369,88,80,X6369,2,65,56,631,3,3,9,8,7.0,7,5,3,102,122,19,94,68,480, 5, 2, 9, 8, 49,,5,6,1,1,1,175,244,1410,92,,266,,2160,63,2156,94,,67,600,64,2,79
88WN03276, 88806370,88,80,X6370,2,65,56,631,3,3,9,8,7.0,7,5,3,102,122,12,95,69,488, 5, 2, 9, 7, 45,,5,6,1,1,1,169,244,1410,92,,266,,2160,63,2156,94,,68,598,64,2,76
88WN03277, 88806371,88,80,X6371,3,55,55,  9,1,1,1,1,1.0,1,1,3,102,122,17,46,56,421, 7, 2, 9, 8, 38,,4,5,2,1,1,127,217,1093,93,,,,0000,19,4510,80,,55,375,44,3,71
88WN03278, 88806373,88,80,X6373,1,47,55,472,2,1,3,2,9.0,9,5,3,102,122,4,113,91,653, 6, 3, 7, 7, 50,250,5,6,2,1,4,169,187,1212,93,19,,,4284,80,7548,93,,90,614,45,3,99
88WN03279, 88806374,88,80,X6374,3,16,51,161,2,1,3,2,3.0,3,3,3,102,122,25,91,85,622, 8, 4, 9, 6, 43,,5,6,1,1,1,152,212,1089,93,,,,4827,80,9371,94,,84,608,14,3,98
88WN03280, 88806376,88,80,X6376,3,65,56,641,2,2,5,5,2.0,2,2,3,102,122,18,106,49,315, 9, 2, 9,10, 43,,5,6,1,1,1,138,167,1084,11,,241,,5226,80,2265,63,,48,389,68,6,
88WN03281, 88806377,88,80,X6377,3,65,56,641,2,2,5,5,2.0,2,2,3,102,122,18,117,88,625, 5, 2, 9, 6, 47,,5,6,1,1,1,189,167,1084,97,,253,,5226,80,2265,63,,87,699,68,7,
88WN03282, 88806379,88,80,X6379,2,46,52,464,3,2,8,5,3.0,3,3,3,102,122,9,82,71,515, 4, 2,10, 7, 41,,4,5,1,1,1,165,240,1356,92,,266,,4535,80,9659,94,,70,549,46,2,78
88WN03283, 88806380,88,80,X6380,1,46,52,464,3,2,8,5,3.0,3,3,3,102,122,7,85,82,602, 5, 2,10, 8, 44,242,4,5,1,1,1,172,240,1356,,,,,4535,80,9659,94,,81,586,46,1,91
88WN03284, 88806381,88,80,X6381,3,16,51,164,3,1,7,2,4.0,4,4,3,102,122,12,76,70,511, 5, 2, 9, 8, 57,,6,7,2,1,1,170,248,1185,93,16,,,3889,80,6813,94,,69,470,14,3,89
88WN03285, 88806384,88,80,X6384,1,58,58,  9,1,1,1,1,1.0,1,1,5,103,114,4,82,64,489,,,,,,,,,,1,,0,188,1128,93,,,7,0000,19,4501,80,,67,527,47,4,
88WN03286, 88806385,88,80,X6385,1,00,58,006,2,2,5,5,6.0,6,4,5,103,114,4,122,86,647,,,,,,,,,,5,,0,198,1306,93,,,7,4569,97,3953,94,,90,734,47,3,109
88WN03287, 88806386,88,80,X6386,2,00,58,006,2,2,5,5,6.0,6,4,5,103,114,1,123,80,594,,,,,,,,,,5,,0,198,1306,93,,,7,4569,97,3953,94,,84,688,47,3,101
88WN03288, 88806387,88,80,X6387,2,97,97,197,2,1,3,2,3.0,3,3,4,103,114,7,145,91,671,,,,,,,,,6,6,,,167,1213,93,26,259,7,0022,97,8610,97,,95,,,8,92
88WN03289, 88806388,88,80,X6388,2,97,97,197,2,1,4,2,3.0,3,3,9,103,115,6,100,39,252, 5, 3,12,10, 32,,8,9,3,6,1,,167,1213,19,,235,7,0022,97,8610,97,,40,,,9,
88WN03290, 88806389,88,80,X6389,2,16,51,161,3,2,8,5,2.0,2,2,3,103,121,23,70,65,479, 7, 2, 9, 7, 54,,6,7,1,1,1,159,245,1192,92,,266,,4827,80,1630,80,,65,547,14,2,72
88WN03291, 88806390,88,80,X6390,2,16,51,161,3,2,8,5,2.0,2,2,3,103,121,24,61,59,437, 2, 2,10, 7, 37,,4,5,2,1,1,166,245,1192,93,97,,,4827,80,1630,80,,59,506,14,3,69
88WN03292, 88806392,88,80,X6392,2,46,52,464,3,1,6,2,4.0,4,4,9,103,115,6,70,61,470, 8, 3,11, 8, 46,,6,7,5,1,1,144,248,1406,93,41,235,,4535,80,6824,94,,63,523,44,9,
88WN03293, 88806393,88,80,X6393,2,46,52,464,3,2,8,5,4.0,4,4,3,103,121,17,85,64,459, 5, 2,10, 7, 37,,5,6,1,1,1,151,248,1406,97,,271,,4535,80,6824,94,,64,498,44,7,74
88WN03294, 88806394,88,80,X6394,1,46,52,464,3,2,8,5,4.0,4,4,3,103,121,1,98,77,555, 4, 2, 9, 8, 44,245,5,6,1,1,2,169,248,1406,,,,,4535,80,6824,94,,76,523,44,1,92
88WN03295, 88806396,88,80,X6396,1,16,51,161,3,2,8,5,5.0,5,4,3,103,121,26,92,67,478, 5, 2,10, 8, 41,191,5,6,2,1,2,158,237,1305,93,,,,4827,80,4781,94,,67,484,14,3,78
88WN03296, 88806397,88,80,X6397,1,16,51,161,3,2,8,5,5.0,5,4,3,103,121,18,100,88,645, 5, 2, 9, 7, 34,241,4,5,4,1,2,169,237,1305,53,,320,,4827,80,4781,94,,87,639,14,1,92
88WN03297, 88806398,88,80,X6398,1,65,56,603,3,2,8,5,5.0,5,4,3,103,121,2,92,65,461, 8, 2, 9, 8, 35,205,5,6,2,1,1,131,226,1251,93,,,,2298,63,5891,94,,65,431,64,3,69
88WN03298, 88806399,88,80,X6399,2,65,56,603,3,2,8,5,5.0,5,4,3,103,121,21,92,70,502, 8, 2, 8, 7, 48,,5,6,1,1,1,151,226,1251,92,,266,,2298,63,5891,94,,69,547,64,2,81
88WN03299, 88806401,88,80,X6401,3,47,55,472,1,1,1,1,3.0,3,3,3,103,121,26,133,93,659, 6, 4, 7, 6, 45,,4,5,1,1,1,161,190,1223,93,,,,4284,80,9942,94,,92,599,45,3,107
88WN03300, 88806402,88,80,X6402,2,16,51,164,3,3,9,8,4.0,4,4,3,103,121,7,83,58,411, 5, 3,11, 8, 46,,5,6,2,1,1,156,248,1226,92,16,266,,3889,80,7488,94,,58,497,16,2,71
88WN03301, 88806403,88,80,X6403,3,16,51,164,3,3,9,8,4.0,4,4,3,103,121,25,91,51,346, 7, 2,10, 9, 44,,4,5,2,1,2,141,248,1226,93,16,312,,3889,80,7488,94,,51,378,16,3,68
88WN03302, 88806404,88,80,X6404,1,16,51,164,3,3,9,8,4.0,4,4,3,103,121,21,86,64,458, 6, 2,10, 9, 33,162,4,5,1,1,1,156,248,1226,93,,,,3889,80,7488,94,,64,544,16,3,73
88WN03303, 88806405,88,80,X6405,2,47,55,471,2,2,5,5,2.0,2,2,3,103,121,26,104,69,484, 8, 2, 8, 7, 43,,3,4,2,1,1,151,193,1238,,,,,4728,80,2130,80,,69,556,47,1,78
88WN03304, 88806406,88,80,X6406,2,47,55,471,2,2,5,5,2.0,2,2,3,103,121,14,90,70,504, 6, 2, 9, 7, 51,,6,7,2,1,1,165,193,1238,,,,,4728,80,2130,80,,69,558,47,1,81
88WN03305, 88806407,88,80,X6407,2,47,55,474,3,1,6,2,4.0,4,4,9,103,115,6,79,58,436, 8, 3, 8, 8, 40,,5,6,1,1,1,136,234,1275,93,,235,,4768,80,7202,94,,60,489,45,9,
88WN03306, 88806408,88,80,X6408,2,47,55,474,3,2,8,6,4.0,4,4,3,103,121,2,83,61,436, 5, 2, 9, 9, 42,,3,4,2,1,1,159,234,1275,92,,266,,4768,80,7202,94,,61,470,45,2,71
88WN03307, 88806409,88,80,X6409,1,47,55,474,3,2,8,4,4.0,4,4,3,103,121,13,100,72,512, 6, 3, 9, 7, 36,270,3,4,1,1,1,142,234,1275,,,,,4768,80,7202,94,,71,485,45,1,82
88WN03308, 88806410,88,80,X6410,2,46,52,464,2,2,5,5,3.0,3,3,3,103,121,4,61,69,520, 5, 2,10, 8, 33,,4,5,2,1,1,155,183,873,92,,266,,4535,80,9617,94,,68,546,44,2,74
88WN03309, 88806411,88,80,X6411,2,46,52,464,2,2,5,5,3.0,3,3,3,103,121,4,68,78,588, 4, 2, 9, 6, 39,,5,6,1,1,1,168,183,873,92,,266,,4535,80,9617,94,,77,614,44,2,89
88WN03310, 88806412,88,80,X6412,2,46,52,461,2,2,5,5,3.0,3,3,3,103,121,8,79,79,588, 4, 2,10, 6, 44,,5,6,2,1,1,173,226,1426,92,,266,,4469,80,8995,94,,78,620,46,2,82
88WN03311, 88806413,88,80,X6413,2,46,52,461,2,2,5,5,3.0,3,3,3,103,121,17,91,76,553, 5, 2, 9, 6, 44,,5,6,2,1,1,167,226,1426,92,,266,,4469,80,8995,94,,75,599,46,2,85
88WN03312, 88806414,88,80,X6414,3,67,56,671,3,2,8,5,4.0,4,4,3,103,121,11,95,76,550, 8, 2, 8, 6, 48,,5,6,1,1,2,158,209,1125,93,,,,3742,80,6870,94,,75,594,67,3,90
88WN03313, 88806415,88,80,X6415,3,67,56,671,3,2,8,5,4.0,4,4,3,103,121,4,103,75,535, 6, 2, 9, 7, 46,,5,6,1,1,1,167,209,1125,15,02,267,,3742,80,6870,94,,74,568,67,6,79
88WN03314, 88806417,88,80,X6417,1,16,51,164,2,2,5,5,2.0,2,2,3,103,121,19,99,78,563, 6, 2,10, 7, 43,232,5,6,2,1,2,164,228,1351,,,,,3889,80,2370,80,,77,578,16,1,90
88WN03315, 88806418,88,80,X6418,1,16,51,164,2,2,5,5,2.0,2,2,3,103,121,5,103,74,526, 5, 3,10, 8, 34,246,3,4,1,1,2,155,228,1351,93,,,,3889,80,2370,80,,73,520,16,3,85
88WN03316, 88806420,88,80,X6420,2,46,52,463,2,1,3,2,3.0,3,3,3,103,121,22,89,69,497, 5, 3, 9, 7, 57,,6,7,1,1,1,164,212,948,92,,266,,4370,80,9400,94,,69,498,44,2,76
88WN03317, 88806421,88,80,X6421,1,47,55,474,2,2,5,5,5.0,5,4,3,103,121,21,93,73,526, 7, 2, 9, 7, 42,225,4,5,1,1,1,151,171,1104,93,,,,4768,80,5607,94,,72,524,47,3,81
88WN03318, 88806422,88,80,X6422,2,47,55,474,2,2,5,5,5.0,5,4,3,103,121,21,91,79,578, 8, 2, 8, 6, 45,,4,5,1,1,1,155,171,1104,,,,,4768,80,5607,94,,78,623,47,1,88
88WN03319, 88806423,88,80,X6423,2,47,55,474,1,1,1,1,3.0,3,3,3,103,121,23,92,68,486, 8, 2, 8, 7, 42,,4,5,2,1,1,137,204,1058,,,,,4768,80,9335,94,,68,458,47,1,79
88WN03320, 88806424,88,80,X6424,1,16,51,164,2,2,5,5,4.0,4,4,3,103,121,3,96,71,507, 5, 2,10, 8, 39,251,5,6,1,1,2,155,198,1156,93,,,,3889,80,7505,94,,70,478,14,3,76
88WN03321, 88806425,88,80,X6425,1,16,51,164,2,2,5,5,4.0,4,4,3,103,121,10,108,70,489, 6, 2,10, 8, 42,241,4,5,2,1,1,153,198,1156,93,,,,3889,80,7505,94,,70,471,14,3,81
88WN03322, 88806426,88,80,X6426,1,47,55,472,2,2,5,5,3.0,3,3,3,103,121,25,102,53,354, 8, 2,10, 9, 37,130,4,5,2,1,1,130,190,1099,93,,,,4284,80,9610,94,,53,365,47,5,57
88WN03323, 88806427,88,80,X6427,2,47,55,472,2,2,5,5,3.0,3,3,3,103,121,6,100,52,347, 7, 2,10, 9, 35,,6,7,1,1,1,133,190,1099,92,,266,,4284,80,9610,94,,52,376,47,2,58
88WN03324, 88806428,88,80,X6428,2,54,54,  9,2,1,3,2,1.0,1,1,3,103,121,22,63,54,394, 9, 3,10, 9, 30,,5,6,8,1,1,116,227,1097,95,26,284,,0000,19,4666,80,,54,403,16,3,61
88WN03325, 88806429,88,80,X6429,2,58,58,  9,1,1,1,1,1.0,1,1,3,103,121,3,101,47,305, 8, 2,10,10, 37,,4,5,1,1,1,118,188,1066,92,,266,,0000,19,4283,80,,47,270,47,2,55
88WN03326, 88806430,88,80,X6430,3,16,51,163,2,2,5,5,4.0,4,4,3,103,121,14,84,66,476, 6, 2,10, 8, 35,,6,7,2,1,1,155,223,1172,93,,,,5137,80,7373,94,,66,524,14,3,77
88WN03327, 88806431,88,80,X6431,2,16,51,163,2,2,5,5,4.0,4,4,3,103,121,16,76,67,491, 5, 2, 9, 7, 48,,5,6,1,1,1,162,223,1172,92,,266,,5137,80,7373,94,,67,528,14,2,75
88WN03328, 88806432,88,80,X6432,2,46,52,463,3,2,8,7,4.0,4,4,3,103,121,24,78,65,473, 5, 2, 9, 7, 49,,5,6,2,1,1,167,248,1126,92,,266,,4370,80,7507,94,,65,540,46,2,76
88WN03329, 88806433,88,80,X6433,3,46,52,463,3,2,8,3,4.0,4,4,3,103,121,26,111,55,363, 6, 2,11, 9, 33,,5,6,1,1,2,146,248,1126,93,17,,,4370,80,7507,94,,55,414,46,3,68
88WN03330, 88806434,88,80,X6434,2,16,51,163,2,2,5,5,3.0,3,3,3,103,121,19,88,58,407, 6, 2,10, 7, 42,,5,6,1,1,1,146,226,1170,92,,266,,5137,80,9479,94,,58,456,16,2,64
88WN03331, 88806435,88,80,X6435,2,16,51,163,2,2,5,5,3.0,3,3,3,103,121,17,80,64,463, 5, 3,10, 8, 33,,4,5,1,1,1,149,226,1170,92,,266,,5137,80,9479,94,,64,509,16,2,72
88WN03332, 88806436,88,80,X6436,1,44,52,003,1,1,1,1,7.0,7,5,3,103,121,22,108,82,588, 5, 3, 9, 7, 48,265,5,6,2,1,1,151,158,874,93,,,,6045,95,4070,43,,81,450,48,3,94
88WN03333, 88806437,88,80,X6437,2,54,54,  9,2,1,3,2,1.0,1,1,2,103,126,4,71,73,523, 7, 3,10, 7, 31,,2,4,1,1,1,132,227,1113,92,,266,7,0000,19,4646,80,,70,465,16,2,79
88WN03334, 88806439,88,80,X6439,2,55,55,  9,2,1,3,2,1.0,1,1,3,103,121,7,71,68,503, 6, 2,10, 8, 35,,4,5,1,1,1,147,227,1175,97,,253,,0000,19,4057,80,,67,496,44,7,
88WN03335, 88806440,88,80,X6440,2,55,55,  9,2,1,4,2,1.0,1,1,9,103,115,6,59,43,323, 9, 3,12,10, 31,,3,5,1,1,1,124,227,1175,93,,235,,0000,19,4057,80,,45,398,44,9,
88WN03336, 88806441,88,80,X6441,3,59,59,  9,2,1,3,2,1.0,1,1,3,103,121,20,90,80,587, 8, 2, 9, 7, 39,,4,5,1,1,1,151,198,1132,93,,,,0000,19,3539,80,,79,536,65,3,91
88WN03337, 88806442,88,80,X6442,1,46,52,461,3,3,9,8,4.0,4,4,3,103,121,15,72,45,312, 7, 2,11,10, 47,175,6,7,1,1,2,143,236,1390,93,,,,4469,80,7012,94,,45,389,46,3,64
88WN03338, 88806443,88,80,X6443,1,46,52,461,3,3,9,8,4.0,4,4,3,103,121,10,81,57,404, 4, 2,11, 9, 48,145,6,7,1,1,1,167,236,1390,93,,,,4469,80,7012,94,,57,474,46,3,65
88WN03339, 88806444,88,80,X6444,1,46,52,461,3,3,9,8,4.0,4,4,3,103,121,22,98,65,456, 6, 2,10, 8, 47,188,4,5,1,1,1,164,236,1390,93,,,,4469,80,7012,94,,65,544,46,3,76
88WN03340, 88806445,88,80,X6445,1,44,52,004,1,1,1,1,8.0,8,5,3,103,121,16,104,85,617, 7, 3, 8, 6, 61,266,6,7,1,1,2,149,134,903,93,,,,0516,95,3536,43,,84,470,42,3,92
88WN03341, 88806446,88,80,X6446,1,45,55,442,2,2,5,5,3.0,3,3,3,103,121,9,84,65,468, 7, 2,10, 8, 41,227,5,6,2,1,1,144,169,1128,93,,,,4805,80,6941,43,,65,455,48,3,73
88WN03342, 88806447,88,80,X6447,1,45,55,442,2,2,5,5,3.0,3,3,3,103,121,3,97,67,474, 4, 2, 9, 7, 45,215,4,5,2,1,1,160,169,1128,93,,,,4805,80,6941,43,,67,452,48,3,79
88WN03343, 88806448,88,80,X6448,1,14,51,001,2,2,5,5,4.0,4,4,3,103,121,23,97,64,449, 6, 2,10, 7, 37,226,4,5,2,1,1,144,193,1214,93,,,,3077,95,5531,19,,64,450,10,3,68
88WN03344, 88806449,88,80,X6449,2,14,51,001,2,2,5,5,4.0,4,4,3,103,121,14,88,50,340, 5, 2,11, 9, 33,,5,6,2,1,1,139,193,1214,92,,266,,3077,95,5531,19,,50,374,10,2,59
88WN03345, 88806450,88,80,X6450,1,67,56,671,2,2,5,4,8.0,8,5,3,103,121,24,83,69,502, 7, 2, 9, 8, 36,221,4,5,1,1,3,144,202,1264,93,87,,,3742,80,9074,93,,68,508,65,3,83
88WN03346, 88806451,88,80,X6451,2,67,56,671,2,2,5,6,8.0,8,5,3,103,121,22,66,61,450, 6, 2,10, 7, 42,,5,6,1,1,1,154,202,1264,92,,266,,3742,80,9074,93,,61,531,65,2,75
88WN03347, 88806452,88,80,X6452,1,67,56,671,2,2,5,5,3.0,3,3,3,103,121,5,112,79,560, 5, 2, 9, 7, 61,220,6,7,2,1,1,178,175,1171,93,,,,3742,80,9179,94,,78,541,65,3,91
88WN03348, 88806453,88,80,X6453,1,67,56,671,2,2,5,5,3.0,3,3,3,103,121,22,123,82,576, 5, 2, 9, 8, 53,225,6,7,2,1,1,182,175,1171,93,,,,3742,80,9179,94,,81,583,65,3,95
88WN03349, 88806454,88,80,X6454,1,14,51,003,2,2,5,4,2.0,2,2,3,103,121,24,85,77,566, 6, 2, 8, 7, 44,258,5,6,1,1,1,162,188,943,93,,,,6045,95,7621,19,,76,576,18,3,86
88WN03350, 88806455,88,80,X6455,2,14,51,003,2,2,5,6,2.0,2,2,3,103,121,9,72,65,478, 7, 2, 9, 8, 48,,6,7,2,1,1,159,188,943,92,,266,,6045,95,7621,19,,65,543,18,2,77
88WN03351, 88806456,88,80,X6456,2,47,55,471,2,1,3,2,2.0,2,2,3,103,121,5,65,65,483, 6, 2, 9, 7, 66,,6,7,2,1,1,163,193,1007,92,,266,,4728,80,2459,80,,65,472,45,2,69
88WN03352, 88806459,88,80,X6459,2,16,51,163,2,2,5,5,2.0,2,2,3,103,121,13,45,48,360, 8, 2,11,10, 31,,6,7,2,1,1,127,228,1120,92,,266,,5137,80,2230,80,,48,413,14,2,58
88WN03353, 88806460,88,80,X6460,2,16,51,163,2,2,5,5,2.0,2,2,3,103,121,21,45,39,285, 5, 2,12,11, 32,,6,7,2,1,1,138,228,1120,93,,,,5137,80,2230,80,,39,350,14,3,47
88WN03354, 88806461,88,80,X6461,1,45,55,441,2,2,5,5,3.0,3,3,3,103,121,14,112,64,436, 5, 2,10, 9, 37,150,5,6,2,1,1,154,169,1062,93,14,,,4416,80,7241,43,,64,431,48,3,76
88WN03355, 88806462,88,80,X6462,1,45,55,441,2,2,5,5,3.0,3,3,3,103,121,22,130,58,372, 7, 3, 9, 9, 44,150,4,5,1,1,1,141,169,1062,93,,,,4416,80,7241,43,,58,379,48,3,73
88WN03356, 88806463,88,80,X6463,1,46,52,462,2,2,5,5,6.0,6,4,3,103,121,23,92,66,469, 8, 2,10, 8, 37,193,5,6,2,1,1,138,252,1104,93,,,,4169,80,3891,94,,66,470,44,3,70
88WN03357, 88806464,88,80,X6464,1,46,52,462,2,2,5,5,6.0,6,4,3,103,121,20,85,55,384, 7, 2,10, 8, 38,155,7,8,1,1,1,132,252,1104,93,,,,4169,80,3891,94,,55,381,44,3,71
88WN03358, 88806466,88,80,X6466,3,54,54,  9,2,1,3,2,1.0,1,1,3,103,121,21,83,50,345, 9, 3,10,10, 33,,3,4,1,1,1,116,227,1083,95,,284,,0000,19,4689,80,,50,295,16,3,59
88WN03359, 88806467,88,80,X6467,1,67,56,672,2,2,5,5,6.0,6,4,3,103,121,4,109,70,488, 6, 2, 9, 8, 55,155,6,7,2,1,1,161,218,1246,93,,,,3692,80,4420,94,,70,461,67,3,80
88WN03360, 88806468,88,80,X6468,1,67,56,672,2,2,5,5,6.0,6,4,3,103,121,13,117,86,614, 6, 3, 8, 6, 53,253,5,6,2,1,2,168,218,1246,93,,,,3692,80,4420,94,,85,600,67,3,96
88WN03361, 88806469,88,80,X6469,2,67,56,672,3,3,9,8,7.0,7,5,3,103,121,25,105,68,475, 6, 2, 9, 7, 40,,5,6,2,1,1,163,208,1256,92,,266,,3692,80,0928,94,,68,604,67,2,76
88WN03362, 88806470,88,80,X6470,2,67,56,672,3,3,9,8,7.0,7,5,3,103,121,18,88,56,390, 6, 2,10, 8, 57,,6,7,2,1,1,164,208,1256,92,,266,,3692,80,0928,94,,56,509,67,2,68
88WN03363, 88806471,88,80,X6471,2,67,56,672,3,3,9,8,7.0,7,5,3,103,121,4,95,74,533, 5, 2, 9, 7, 51,,6,7,1,1,1,177,208,1256,,,,,3692,80,0928,94,,73,631,67,1,83
88WN03364, 88806472,88,80,X6472,3,47,55,473,1,1,1,1,2.0,2,2,3,103,121,7,120,92,661, 5, 2, 8, 6, 47,,5,6,1,1,1,171,193,1201,93,,,,5330,80,2770,80,,91,586,45,3,103
88WN03365, 88806473,88,80,X6473,3,55,55,  9,2,1,3,2,1.0,1,1,3,103,121,16,67,74,556, 8, 2, 9, 7, 27,,3,4,2,1,1,136,227,1185,93,,,,0000,19,4056,80,,73,500,44,3,77
88WN03366, 88806474,88,80,X6474,2,55,55,  9,2,1,4,2,1.0,1,1,9,103,115,6,59,42,314, 9, 3,11,10, 25,,5,7,1,1,1,119,227,1185,93,,235,,0000,19,4056,80,,44,389,44,9,
88WN03367, 88806475,88,80,X6475,2,46,52,461,2,2,5,5,3.0,3,3,3,103,121,14,88,65,464, 6, 3, 9, 7, 43,,5,6,1,1,1,149,212,1110,92,,266,,4469,80,9931,94,,65,505,44,2,73
88WN03368, 88806476,88,80,X6476,2,46,52,461,2,2,5,5,3.0,3,3,3,103,121,6,89,64,455, 5, 2,10, 8, 57,,4,5,2,1,1,167,212,1110,92,,266,,4469,80,9931,94,,64,484,44,2,78
88WN03369, 88806477,88,80,X6477,2,54,54,  9,2,1,4,2,1.0,1,1,9,103,115,3,61,50,382, 8, 3,10,10, 34,,5,7,3,1,1,135,227,1119,93,,235,,0000,19,4423,80,,52,434,14,9,
88WN03370, 88806478,88,80,X6478,2,54,54,  9,2,1,3,2,1.0,1,1,3,103,121,14,74,37,245, 6, 2,10,10, 30,,5,6,1,1,1,119,227,1119,93,,,,0000,19,4423,80,,37,245,14,3,44
88WN03371, 88806479,88,80,X6479,1,44,52,003,2,2,5,5,5.0,5,4,3,103,121,15,121,80,561, 5, 2,10, 7, 50,254,6,7,2,1,1,172,145,949,93,,,,6045,95,5873,43,,79,550,48,3,91
88WN03372, 88806480,88,80,X6480,1,44,52,003,2,2,5,5,5.0,5,4,3,103,121,11,112,67,461, 5, 2,10, 8, 45,236,6,7,2,1,2,157,145,949,93,,,,6045,95,5873,43,,67,444,48,3,82
88WN03373, 88806481,88,80,X6481,3,67,56,673,2,2,5,5,2.0,2,2,3,103,121,7,60,86,661, 5, 2, 9, 6, 43,,5,6,2,1,1,162,193,1157,93,33,,,3725,80,1216,80,,85,586,65,3,101
88WN03374, 88806482,88,80,X6482,1,65,56,641,2,2,5,5,2.0,2,2,3,103,121,13,115,95,690, 7, 3, 9, 6, 44,267,4,5,2,1,2,169,150,1033,93,,,,5226,80,2362,63,,94,696,68,3,102
88WN03375, 88806483,88,80,X6483,2,65,56,641,2,2,5,5,2.0,2,2,3,103,121,13,122,77,536, 8, 3, 9, 8, 39,,4,5,2,1,1,152,150,1033,,,,,5226,80,2362,63,,76,589,68,1,94
88WN03376, 88806484,88,80,X6484,1,14,51,002,1,1,1,1,2.0,2,2,3,103,121,7,106,86,623, 6, 2, 8, 6, 42,245,3,4,2,1,1,145,154,887,93,,,,3078,95,7146,19,,85,466,18,3,97
88WN03377, 88806485,88,80,X6485,1,16,51,164,3,3,9,8,2.0,2,2,3,103,121,7,68,62,456, 7, 3,11, 8, 24,188,5,6,1,1,4,137,245,1335,93,19,,,3889,80,2057,80,,62,541,16,3,74
88WN03378, 88806486,88,80,X6486,2,16,51,164,3,3,9,8,2.0,2,2,3,103,121,25,60,50,364, 8, 2,11,10, 22,,4,5,1,1,1,133,245,1335,92,,266,,3889,80,2057,80,,50,497,16,2,61
88WN03379, 88806487,88,80,X6487,1,16,51,164,3,3,9,8,2.0,2,2,3,103,121,25,75,50,351, 8, 2,11, 8, 42,,5,6,2,1,2,140,245,1335,10,,227,,3889,80,2057,80,,50,463,16,9,
88WN03380, 88806489,88,80,X6489,3,97,97,297,1,1,1,1,2.0,2,2,8,104,113,7,126,109,853,,,,,,,,,,6,,,100,980,93,,,7,6574,97,1158,80,,115,,,3,113
88WN03381, 88806490,88,80,X6490,2,16,51,161,2,1,3,2,4.0,4,4,3,104,120,3,99,83,609, 4, 2, 9, 7, 35,,3,4,1,1,1,166,223,1054,92,,266,,4827,80,6716,94,,83,575,14,2,92
88WN03382, 88806492,88,80,X6492,2,46,52,463,3,2,8,5,3.0,3,3,3,104,120,4,59,62,468, 5, 2,10, 7, 56,,6,7,1,1,1,162,240,1200,92,,266,,4370,80,9618,94,,62,494,44,2,69
88WN03383, 88806493,88,80,X6493,3,46,52,463,3,2,8,5,3.0,3,3,3,104,120,18,56,71,545, 4, 3, 9, 7, 40,,5,6,1,1,1,171,240,1200,93,,,,4370,80,9618,94,,71,606,44,3,80
88WN03384, 88806494,88,80,X6494,2,46,52,463,3,1,6,2,3.0,3,3,9,104,114,7,48,38,291, 4, 3,10,10, 38,,5,6,1,1,1,144,240,1200,19,,221,,4370,80,9618,94,,40,377,44,9,
88WN03385, 88806495,88,80,X6495,3,00,75,006,2,1,3,2,2.0,2,2,1,104,117,24,100,87,658,,,,,,,,,,5,,0,228,1319,93,,,7,4569,97,2308,80,,89,602,14,3,106
88WN03386, 88806496,88,80,X6496,1,00,75,006,2,1,3,2,2.0,2,2,5,104,113,2,79,85,682,,,,,,,,,,5,,0,228,1319,93,,,7,4569,97,2308,80,,90,657,14,4,
88WN03387, 88806497,88,80,X6497,1,46,52,461,2,2,5,5,10.0,0,5,3,104,120,20,93,76,556, 6, 2, 9, 8, 52,240,6,7,2,1,4,170,257,1372,93,19,,,4469,80,6450,93,,76,569,44,3,84
88WN03388, 88806498,88,80,X6498,1,46,52,461,2,2,5,5,10.0,0,5,3,104,120,7,96,69,495, 6, 3, 9, 8, 44,240,5,6,2,1,4,151,257,1372,93,19,,,4469,80,6450,93,,69,488,44,3,76
88WN03389, 88806499,88,80,X6499,1,46,52,462,2,2,5,7,2.0,2,2,3,104,120,19,72,63,465, 5, 2,11, 9, 39,237,6,7,2,1,1,162,211,1201,93,,,,4169,80,1858,80,,63,492,46,3,78
88WN03390, 88806500,88,80,X6500,1,46,52,462,2,2,5,3,2.0,2,2,3,104,120,5,106,82,595, 5, 2,10, 7, 41,268,6,7,2,1,1,167,211,1201,93,,,,4169,80,1858,80,,82,577,46,3,91
88WN03391, 88806501,88,80,X6501,2,47,55,473,2,2,5,4,3.0,3,3,3,104,120,22,119,64,434, 6, 2, 9, 7, 42,,4,5,1,1,1,150,190,1148,92,,266,,5330,80,0559,80,,64,484,47,2,75
88WN03392, 88806502,88,80,X6502,2,47,55,473,2,2,5,6,3.0,3,3,3,104,120,6,95,71,513, 6, 2, 8, 7, 45,,4,5,2,1,1,164,190,1148,,,,,5330,80,0559,80,,71,560,47,1,82
88WN03393, 88806503,88,80,X6503,3,16,51,161,2,2,5,5,5.0,5,4,3,104,120,4,85,69,504, 4, 2,10, 7, 30,,4,5,1,1,1,161,204,1087,93,,,,4827,80,5865,94,,69,537,14,3,80
