UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,SIRE,LBRD,ADG,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
54WN00765,54,2,2078,2,63,700,1536,2,13,,5,3,63,123,1,1,05,1,47,14,03,11,12,038,9,2,3,2,30,,,,,14,314,5,2,,6,,5,114,84,2,2,10,0,3
54WN00766,54,2,2079,2,63,700,1536,2,13,,5,3,63,123,1,1,07,1,80,07,03,05,08,043,12,2,2,1,28,1,5,2,,14,574,5,2,54,6,,5,174,94,,1,,0,3
54WN00767,54,1,2080,2,49,491,9524,2,13,13,1,6,63,123,1,7,08,1,86,08,04,06,08,035,11,2,2,1,26,0,1,,,14,616,1,1,49,1,3,5,156,102,,1,,0,4
54WN00768,54,1,2081,2,39,391,0901,2,13,15,1,4,63,123,1,7,12,3,85,14,05,07,07,033,11,1,2,2,28,,,,,14,607,1,1,,1,3,5,118,104,,3,10,0,4
54WN00769,54,2,2082,2,25,250,9165,2,13,00,1,7,63,123,1,3,05,1,95,13,03,05,05,043,10,2,2,1,27,,,1,,14,672,1,1,25,1,,5,141,124,,1,,0,5
54WN00770,54,1,2083,2,25,250,9909,2,13,00,1,6,63,123,1,7,09,1,103,10,04,06,05,034,14,1,2,2,35,1,3,,,14,735,1,1,25,1,4,5,152,126,,1,,0,4
54WN00771,54,1,2084,2,39,391,1445,2,13,16,1,4,63,123,1,7,06,1,93,11,04,07,08,041,11,2,2,1,30,,,,,14,672,1,1,,1,5,5,153,104,,3,10,0,4
54WN00772,54,2,2085,2,47,470,0664,2,14,32,1,2,63,123,1,3,09,1,52,12,03,11,14,033,9,1,2,2,36,1,9,1,,14,353,1,1,47,1,,5,133,86,,1,,0,2
54WN00773,54,2,2087,2,63,700,1211,2,13,,5,4,63,123,1,1,05,1,48,11,05,12,14,038,6,2,3,2,27,,,,,14,325,5,2,,6,,5,128,80,,2,10,0,4
54WN00774,54,1,2088,2,63,700,1211,2,13,,5,4,63,123,2,7,07,1,76,14,03,08,09,042,12,2,2,1,28,,,,,14,538,5,2,,6,2,5,135,98,,3,10,0,4
54WN00775,54,1,2089,2,82,365,0787,2,13,,3,4,63,123,1,7,10,1,86,13,04,09,09,032,13,2,2,1,31,,,,,14,615,3,3,39,7,2,5,135,104,,3,10,0,4
54WN00776,54,1,2092,2,36,360,0118,2,13,27,1,5,62,122,1,7,09,1,89,09,04,06,08,038,14,2,2,1,30,1,1,,,14,641,1,1,36,1,2,5,159,108,,1,,0,4
54WN00777,54,1,2093,2,45,450,1595,2,13,00,1,3,62,122,1,7,07,1,74,11,05,08,09,040,12,1,2,2,29,1,2,,,14,518,1,1,45,1,5,5,130,108,,1,,0,3
54WN00778,54,1,2094,2,82,265,9448,2,13,,5,6,62,122,1,7,09,1,56,11,04,10,10,027,12,1,2,2,28,,,,,14,398,5,2,49,7,1,5,119,74,,3,10,0,4
54WN00779,54,1,2095,2,82,265,9448,2,13,,5,6,62,122,1,7,12,1,74,08,03,12,10,029,15,1,2,2,28,,,,,14,543,5,2,49,7,1,5,158,78,,3,10,0,4
54WN00780,54,1,2096,2,51,511,1612,2,13,26,1,3,62,122,1,7,10,2,86,09,05,07,10,031,15,2,2,1,35,2,0,,,14,615,1,1,51,1,5,5,153,110,,1,,0,3
