UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN
76WN00016,76190251,76,2,0251,19,1,75,751,4960,,4,6,65,125,1,1,,1,58,12,03,10,09,034,20,2,4,137,9,18,9362,18,387,657,6,9,,96,93,4,3,
76WN00017,76190252,76,2,0252,19,1,74,740,5690,,5,5,72,132,1,1,,1,85,08,03,07,06,053,10,5,6,113,9,18,9257,18,549,694,6,3,166,125,,4,2,
76WN00018,76190253,76,2,0253,19,1,74,740,5690,,5,5,72,132,1,1,,2,83,09,03,07,08,056,7,5,7,113,9,18,9257,18,536,694,6,3,165,122,,4,2,
76WN00019,76190254,76,1,0254,19,1,73,731,9383,188,5,8,71,131,1,2,,2,69,14,03,12,10,031,2,4,5,144,9,14,8959,18,460,929,6,3,114,87,,5,2,
76WN00020,76190255,76,2,0255,19,1,73,731,9383,,5,8,71,131,1,1,,3,67,09,03,09,10,043,15,3,5,144,9,14,8959,18,437,929,6,3,150,98,,5,2,
76WN00021,76190258,76,1,0258,19,1,73,732,4259,98,3,6,71,131,1,2,,1,52,08,03,13,12,035,3,4,7,162,9,18,9390,18,308,952,6,3,126,116,93,4,3,
76WN00022,76190262,76,2,0262,19,1,72,880,5247,,8,5,64,124,1,1,,1,54,09,03,09,08,043,25,5,6,156,9,18,8738,18,365,783,3,4,134,87,,4,2,
76WN00023,76190263,76,1,0263,19,1,72,880,5247,,8,5,64,124,1,5,,1,50,11,03,11,10,034,25,2,4,156,9,18,8738,18,329,783,3,4,,92,,4,2,79
76WN00024,76190264,76,1,0264,19,1,74,740,5377,245,1,5,71,131,1,4,,2,91,09,04,09,07,039,12,2,4,156,9,18,9257,18,607,990,6,3,142,115,93,4,1,
76WN00025,76190266,76,2,0266,19,1,74,742,6062,,3,5,71,131,1,1,,1,83,11,03,09,07,044,10,2,4,156,9,18,9021,18,544,942,6,3,140,117,,4,3,
76WN00026,76190270,76,1,0270,19,1,76,762,8130,272,1,2,71,131,1,1,,3,82,14,03,12,10,039,7,3,4,,9,18,9212,18,533,,6,3,123,122,,2,1,
76WN00027,76190271,76,2,0271,19,1,70,701,5121,,5,6,71,131,1,1,,1,57,07,03,11,12,036,1,4,5,149,9,18,8084,18,357,819,2,3,146,102,,4,2,
76WN00028,76190272,76,2,0272,19,1,70,701,5121,,5,6,71,131,1,1,,2,74,06,03,08,08,050,5,5,6,149,9,18,8084,18,485,819,2,3,167,105,,4,2,
76WN00029,76190273,76,1,0273,19,1,73,730,6278,250,1,4,71,131,1,4,,1,92,09,05,10,09,035,7,2,4,167,9,18,9414,18,594,812,6,3,141,142,,4,1,
76WN00030,76190274,76,1,0274,19,1,74,741,5730,266,3,5,71,131,1,1,,2,90,09,12,09,08,036,11,3,4,141,9,18,9270,18,597,719,6,3,118,118,93,4,3,
76WN00031,76190276,76,2,0276,19,1,75,750,6277,,5,4,71,131,1,1,,1,69,08,03,09,07,040,16,2,4,167,9,18,9202,18,450,803,6,3,145,100,,4,2,
76WN00032,76190277,76,2,0277,19,1,75,750,6277,,5,4,70,130,1,1,,2,61,10,03,11,09,040,10,2,4,167,9,18,9202,18,390,803,6,2,128,103,,4,2,
76WN00033,76190278,76,2,0278,19,1,74,742,7085,,5,4,71,131,1,1,,2,70,12,03,09,10,037,8,2,4,150,9,18,9021,18,446,641,6,3,130,116,97,4,2,
76WN00034,76190279,76,2,0279,19,1,74,742,7085,,5,4,71,131,1,1,,3,65,11,03,10,09,038,10,3,5,150,9,18,9021,18,419,641,6,3,129,101,93,4,2,
76WN00035,76190282,76,2,0282,19,1,70,702,7440,,3,3,71,131,1,1,,3,56,06,03,10,10,036,15,3,5,139,9,18,8235,18,365,810,2,3,144,82,,3,3,
76WN00036,76190284,76,2,0284,19,1,76,761,5334,,5,5,71,131,1,1,,2,64,09,03,10,09,039,16,5,6,156,9,18,9248,18,415,800,6,3,140,96,,4,2,
76WN00037,76190285,76,1,0285,19,1,76,761,5334,181,5,5,71,131,1,1,,4,81,14,03,10,10,033,14,5,6,156,9,18,9248,18,529,800,6,3,128,117,93,4,2,
76WN00038,76190288,76,1,0288,19,1,70,702,3567,131,7,7,71,131,1,1,,2,64,05,03,10,11,045,8,3,5,141,9,18,8235,18,410,815,2,3,160,103,,5,3,
76WN00039,76190290,76,1,0290,19,1,70,700,8487,201,3,2,71,131,2,2,,1,83,07,03,07,07,038,1,5,6,,9,18,8466,18,566,,2,3,154,89,,2,3,
76WN00040,76190291,76,1,0291,19,1,76,760,8215,246,1,2,71,131,1,5,,2,93,12,03,09,08,040,11,4,5,,9,18,9169,18,602,,6,3,140,142,,2,1,
76WN00041,76190293,76,1,0293,19,1,72,810,4735,127,3,6,64,124,1,1,,1,51,13,03,13,12,028,18,2,4,137,9,18,8037,18,332,853,3,9,101,98,,4,3,
76WN00042,76190294,76,1,0294,19,1,72,930,7633,196,1,3,71,131,1,6,,2,85,10,03,09,08,042,2,4,5,139,9,18,8707,18,555,826,3,3,140,123,93,3,1,
76WN00043,76190296,76,1,0296,19,1,73,731,4388,116,5,6,70,130,1,2,,1,56,10,03,12,11,032,16,5,6,112,9,18,8959,18,346,682,6,3,126,110,,4,2,
76WN00044,76190297,76,1,0297,19,1,73,731,4388,113,5,6,70,130,1,4,,1,54,11,03,13,11,037,11,5,6,112,9,18,8959,18,332,682,6,3,122,108,,4,2,01
76WN00045,76190298,76,2,0298,19,1,72,990,5374,,4,5,63,123,1,1,,1,53,09,03,09,09,037,17,3,5,127,9,18,8694,18,362,521,3,9,,85,93,4,3,
76WN00046,76190300,76,1,0300,19,1,72,950,4697,135,5,6,70,130,1,5,,3,60,15,03,11,09,040,16,5,6,124,9,18,8079,18,375,824,3,3,105,112,93,4,2,
76WN00047,76190301,76,1,0301,19,1,72,950,4697,213,5,6,70,130,1,1,,1,78,08,03,10,08,041,2,4,5,124,9,18,8079,18,515,824,3,3,153,111,,4,2,
76WN00048,76190303,76,1,0303,19,1,75,752,5178,167,3,6,70,130,1,5,,1,68,11,03,11,09,036,6,2,4,149,9,18,8866,18,445,695,6,3,121,102,,4,3,
76WN00049,76190305,76,2,0305,19,1,70,700,3312,,1,7,70,130,1,1,,3,89,08,12,07,05,049,12,4,5,163,9,18,8466,18,595,741,2,3,123,117,,5,1,
76WN00050,76190307,76,1,0307,19,1,75,751,5791,224,3,5,70,130,1,2,,2,89,05,03,10,10,038,13,5,6,141,9,18,9362,18,578,670,6,3,177,139,,4,3,
76WN00051,76190308,76,2,0308,19,1,72,890,8251,,3,2,70,130,1,1,,1,77,07,03,09,07,038,16,3,5,,9,18,8194,18,532,,3,3,156,79,,2,3,
76WN00052,76190309,76,1,0309,19,1,72,960,7707,187,3,3,70,130,1,5,,2,79,11,12,10,08,034,16,2,4,149,9,18,8198,18,502,888,3,3,99,137,,3,3,
76WN00053,76190310,76,1,0310,19,1,72,860,8004,151,5,3,70,130,1,5,,1,66,08,03,10,09,037,12,2,4,139,9,18,8133,18,420,832,3,3,145,114,,3,2,
76WN00054,76190311,76,2,0311,19,1,72,860,8004,,5,3,70,130,1,2,,1,59,09,03,10,08,041,16,4,5,139,9,18,8133,18,381,832,3,3,136,95,,3,2,
76WN00055,76190312,76,2,0312,19,1,74,742,7324,,3,3,70,130,1,1,,1,68,06,03,10,10,036,5,5,6,139,9,18,9021,18,450,674,6,3,154,95,,3,3,
76WN00056,76190313,76,1,0313,19,1,75,751,7409,175,3,3,70,130,1,1,,2,77,08,03,10,09,034,6,3,5,139,9,18,9362,18,512,674,6,3,145,105,,3,3,
76WN00057,76190315,76,2,0315,19,1,76,762,5533,,3,5,70,130,1,1,,1,59,09,03,10,10,044,12,4,5,156,9,18,9212,18,361,914,6,3,135,121,,4,3,
76WN00058,76190317,76,2,0317,19,1,72,830,6523,,5,4,70,130,1,3,,1,65,13,03,10,10,041,14,3,5,133,9,18,8480,18,425,882,3,3,125,97,,4,2,
76WN00059,76190318,76,2,0318,19,1,72,830,6523,,5,4,70,130,1,3,,1,72,15,03,10,08,045,7,5,6,133,9,18,8480,18,464,882,3,3,118,117,,4,2,
76WN00060,76190319,76,2,0319,19,1,74,741,7293,,1,3,69,129,1,1,,2,77,08,03,09,07,045,16,3,5,139,9,18,9270,18,516,828,6,3,148,104,,3,1,
76WN00061,76190320,76,1,0320,19,1,74,742,5128,122,5,6,69,129,1,1,,1,74,11,03,10,07,039,16,2,4,162,9,18,9021,18,486,900,6,3,133,113,,4,2,
76WN00062,76190321,76,2,0321,19,1,74,742,5128,,5,6,69,129,1,1,,2,70,11,03,10,09,038,5,2,4,162,9,18,9021,18,460,900,6,3,133,107,,4,2,
76WN00063,76190322,76,2,0322,19,1,76,761,8766,,1,2,69,129,1,1,,2,88,08,03,09,08,041,1,4,5,,9,18,9248,18,578,,6,3,158,134,,2,1,
76WN00064,76190323,76,1,0323,19,1,72,850,7560,192,1,3,69,129,1,6,,1,78,15,03,11,08,036,15,4,5,139,9,18,8171,18,537,810,3,3,107,87,,3,1,
76WN00065,76190324,76,2,0324,19,1,76,762,6460,,1,4,69,129,1,1,,1,82,12,03,09,07,046,16,5,6,117,9,18,9212,18,536,717,6,3,131,129,,4,1,
76WN00066,76190325,76,1,0325,19,1,76,762,4883,240,7,6,69,129,1,1,,2,85,05,04,09,09,037,2,3,4,149,9,18,9212,18,574,685,6,3,164,110,,4,3,
76WN00067,76190326,76,1,0326,19,1,76,762,4883,,6,6,62,122,1,1,,5,48,09,03,12,11,035,22,6,6,149,9,18,9212,18,313,685,6,9,,98,,4,3,
76WN00068,76190328,76,2,0328,19,1,75,751,4142,,1,6,69,129,1,1,,1,76,07,03,09,09,041,2,4,5,149,9,18,9362,18,500,778,6,3,149,115,,4,1,
76WN00069,76190329,76,1,0329,19,1,75,750,8323,232,1,2,69,129,1,4,,1,76,08,04,10,09,038,10,4,5,,9,18,9202,18,512,,6,3,141,99,93,2,1,
76WN00070,76190331,76,1,0331,19,1,72,800,6702,128,8,4,68,128,1,1,,1,59,14,03,11,10,032,1,3,4,167,9,18,8456,18,392,858,3,3,104,88,,4,2,
76WN00071,76190332,76,1,0332,19,1,72,800,6702,141,8,4,68,128,1,1,,5,66,12,03,10,11,035,10,3,5,167,9,18,8456,18,435,858,3,3,127,103,93,4,2,
76WN00072,76190334,76,1,0334,19,1,74,740,4253,176,3,6,68,128,1,7,,2,79,15,03,10,09,035,16,2,4,174,9,18,9257,18,538,889,6,3,114,102,93,4,3,
76WN00073,76190336,76,2,0336,19,1,73,731,5977,,5,5,68,128,1,1,,1,55,06,03,12,12,031,7,3,5,127,9,18,8959,18,351,535,6,3,147,101,92,4,2,
76WN00074,76190337,76,2,0337,19,1,73,731,5977,,5,5,68,128,1,1,,3,68,08,03,10,10,034,6,4,5,127,9,18,8959,18,455,535,6,3,147,97,,4,2,
76WN00075,76190338,76,2,0338,19,1,74,740,7854,,4,3,61,121,1,3,,1,51,11,03,11,09,029,22,2,4,139,9,18,9257,18,347,834,6,9,,90,93,3,3,
76WN00076,76190339,76,1,0339,19,1,74,740,7854,186,3,3,68,128,1,7,,1,92,11,03,09,07,041,13,3,4,139,9,18,9257,18,639,834,6,3,147,102,,3,3,
76WN00077,76190340,76,2,0340,19,1,74,742,5402,,5,5,68,128,1,1,,2,74,12,03,09,08,041,2,2,4,113,9,18,9021,18,485,614,6,3,131,119,,4,2,
76WN00078,76190341,76,1,0341,19,1,74,742,5402,128,5,5,68,128,1,4,,1,61,14,03,11,12,044,7,4,5,113,9,18,9021,18,384,614,6,3,121,119,93,4,2,
76WN00079,76190344,76,1,0344,19,1,70,701,8465,262,1,2,68,128,1,1,,2,93,06,03,07,07,048,1,4,5,,9,18,8084,18,630,,2,3,172,124,,2,1,
76WN00080,76190346,76,1,0346,19,1,73,730,7982,252,3,3,68,128,1,7,,1,91,10,03,09,08,036,11,2,4,139,9,18,9414,18,627,754,6,3,149,107,,3,3,
76WN00081,76190347,76,2,0347,19,1,72,900,7731,,1,3,66,126,1,1,,1,68,10,03,10,09,038,15,3,4,139,9,18,8249,18,467,674,3,2,126,92,97,3,1,
76WN00082,76190351,76,2,0351,19,1,74,742,3947,,7,7,67,127,1,1,,1,79,09,03,10,08,042,12,2,4,163,9,18,9021,18,532,1091,6,3,151,114,,5,3,
76WN00083,76190352,76,1,0352,19,1,72,950,8132,189,1,2,67,127,1,4,,1,73,11,03,10,07,033,11,2,4,,9,18,8079,18,498,,3,3,119,98,93,2,1,
76WN00084,76190353,76,1,0353,19,1,75,750,7021,211,5,4,66,126,1,5,,2,76,08,03,10,09,032,2,2,4,133,9,18,9202,18,510,796,6,3,149,117,93,4,2,
76WN00085,76190354,76,1,0354,19,1,75,750,7021,181,5,4,66,126,1,7,,1,69,09,04,12,08,032,10,4,5,133,9,18,9202,18,460,796,6,3,132,110,93,4,2,
76WN00086,76190355,76,2,0355,19,1,75,750,7690,,1,3,65,125,1,1,,3,63,08,03,09,08,040,12,4,5,139,9,18,9202,18,410,830,6,3,133,117,,3,1,
76WN00087,76190356,76,2,0356,19,1,75,752,4520,,5,6,65,125,1,1,,1,65,08,03,08,08,034,16,3,5,112,9,18,8866,18,426,559,6,3,141,118,,4,2,
76WN00088,76190357,76,2,0357,19,1,75,752,4520,,5,6,65,125,1,1,,3,63,07,03,09,08,042,1,3,5,112,9,18,8866,18,415,559,6,3,147,111,92,4,2,99
76WN00089,76190358,76,1,0358,19,1,73,732,9017,134,1,1,63,123,1,5,,2,54,11,03,11,11,036,7,3,4,,9,18,9390,18,363,,6,3,113,93,,1,1,99
76WN00090,76190360,76,2,0360,19,1,74,741,8255,,3,2,54,114,1,1,,1,56,06,03,13,09,027,2,5,6,,9,18,9270,18,416,,6,6,140,86,,2,3,
76WN00091,76190361,76,2,0361,19,1,74,741,8255,,3,2,61,121,1,1,,1,66,07,04,10,09,034,10,4,5,,9,18,9270,18,474,,6,3,145,87,,2,3,
76WN00092,76190362,76,1,0362,19,1,74,742,8996,126,1,1,60,120,1,5,,1,64,15,03,11,10,029,7,3,5,,9,18,9021,18,453,,6,3,97,96,93,1,1,
76WN00093,76190363,76,1,0363,19,1,73,731,8068,233,1,2,60,120,1,1,,4,90,10,04,10,07,035,4,4,5,,9,18,8959,18,648,,6,3,139,122,,2,1,
76WN00094,76190364,76,1,0364,19,1,73,732,8091,216,3,2,59,119,1,6,,1,80,05,03,11,09,031,13,2,4,,9,18,9390,18,592,,6,3,168,96,,2,3,
76WN00095,76190365,76,1,0365,19,1,73,732,9338,154,1,1,52,112,1,5,,1,81,09,03,11,09,029,4,2,4,,9,18,9390,18,637,,6,6,143,97,93,1,1,
76WN00096,76190366,76,2,0366,19,1,74,742,8266,,1,2,57,117,1,1,,1,54,09,03,11,09,032,16,3,4,,9,18,9021,18,385,,6,3,122,90,93,2,1,
76WN00097,76190368,76,2,0368,19,1,74,741,8617,,1,2,57,117,1,1,,1,55,12,03,13,11,031,9,5,5,,9,18,9270,18,379,,6,4,111,107,92,2,1,
76WN00098,76190369,76,1,0369,19,1,73,732,8254,195,1,2,56,116,1,2,,2,75,07,03,10,09,031,10,4,6,,9,18,9390,18,552,,6,3,148,110,01,2,1,
76WN00099,76190370,76,1,0370,19,1,73,732,8845,127,1,1,54,114,1,5,,1,63,08,03,11,09,034,6,3,5,,9,18,9390,18,462,,6,3,133,103,,1,1,
76WN00100,76190371,76,2,0371,19,1,73,731,9394,,1,1,54,114,1,1,,1,67,09,03,09,08,037,11,3,6,,9,18,8959,18,505,,6,3,135,94,,1,1,
76WN00101,76190372,76,2,0372,19,1,73,731,9399,,1,1,40,100,1,1,,1,58,08,03,12,09,027,12,3,5,,9,18,8959,18,494,,6,6,132,86,,1,1,
76WN00102,76189512,76,2,9512,18,1,72,890,7769,,1,3,89,149,1,1,,2,71,13,03,09,10,038,14,4,5,139,8,18,8194,18,411,674,3,1,109,98,97,3,1,
76WN00103,76189514,76,2,9514,18,1,00,000,0000,,2,2,84,144,1,1,,1,75,06,03,07,08,042,19,6,8,,8,00,0000,00,444,,0,9,,110,92,2,1,
76WN00104,76189515,76,2,9515,18,1,76,760,8768,,1,2,88,148,1,1,,1,74,10,03,08,08,048,31,3,4,,8,18,9169,18,443,,6,1,135,85,,2,1,
76WN00105,76189517,76,2,9517,18,1,76,762,7728,,8,3,86,146,1,1,,1,57,08,03,10,09,042,21,5,8,150,8,18,9212,18,321,801,6,1,135,102,92,3,2,
76WN00106,76189518,76,2,9518,18,1,76,762,7728,,8,3,86,146,1,1,,1,71,07,03,08,07,048,23,5,6,150,8,18,9212,18,440,801,6,1,153,67,93,3,2,
76WN00107,76189519,76,3,9519,18,1,76,762,7728,,8,3,86,146,1,1,,1,69,06,03,09,09,042,20,5,6,150,8,18,9212,18,421,801,6,1,,76,93,3,2,
76WN00108,76189520,76,2,9520,18,1,76,761,5463,,1,5,86,146,1,1,,1,78,09,03,09,07,044,27,5,6,113,8,18,9248,18,458,531,6,1,135,112,97,4,1,
76WN00109,76189521,76,2,9521,18,1,76,760,7493,,1,3,86,146,1,1,,2,81,10,03,10,08,041,23,5,6,139,8,18,9169,18,476,840,6,1,134,115,,3,1,
76WN00110,76189522,76,1,9522,18,1,73,732,9627,250,3,8,86,146,1,7,,2,95,10,03,09,08,044,6,2,4,154,8,14,9390,18,574,1051,6,1,149,112,93,5,3,
76WN00111,76189524,76,2,9524,18,1,74,742,5012,,5,6,86,146,1,1,,2,90,10,03,10,07,040,26,3,4,137,8,18,9021,18,545,752,6,1,150,104,,4,2,
76WN00112,76189525,76,2,9525,18,1,74,742,5012,,5,6,86,146,1,1,,1,73,11,03,09,08,038,26,2,4,137,8,18,9021,18,422,752,6,1,129,114,,4,2,
76WN00113,76189526,76,1,9526,18,1,74,742,7449,208,3,3,86,146,1,1,,2,83,12,03,10,09,035,23,2,4,139,8,18,9021,18,503,750,6,1,127,96,,3,3,
76WN00114,76189527,76,2,9527,18,1,74,742,7449,,3,3,86,146,1,1,,2,86,12,03,09,07,045,19,3,5,139,8,18,9021,18,530,750,6,1,135,86,,3,3,
76WN00115,76189529,76,1,9529,18,1,73,732,5368,217,1,5,85,145,1,7,,2,89,07,09,10,07,038,15,2,4,141,8,18,9390,18,551,882,6,1,124,91,93,4,1,
76WN00116,76189530,76,1,9530,18,1,70,700,7549,202,1,3,85,145,1,1,,3,86,11,03,09,08,046,4,3,5,139,8,18,8466,18,527,748,2,1,131,96,,3,1,
76WN00117,76189531,76,1,9531,18,1,73,732,4242,243,5,6,85,145,1,5,,1,83,08,03,11,08,044,30,2,4,162,8,18,9390,18,498,943,6,1,158,108,,4,2,
76WN00118,76189532,76,1,9532,18,1,73,732,4242,164,5,6,85,145,1,7,,1,76,05,03,11,09,040,6,2,5,162,8,18,9390,18,446,943,6,1,161,113,,4,2,
76WN00119,76189533,76,2,9533,18,1,76,761,5225,,5,5,85,145,1,1,,1,78,07,03,10,08,040,11,3,5,156,8,18,9248,18,468,978,6,1,153,101,,4,2,
76WN00120,76189534,76,2,9534,18,1,76,761,5225,,5,5,85,145,1,1,,1,70,09,03,10,08,040,21,4,5,156,8,18,9248,18,418,978,6,1,137,94,,4,2,
76WN00121,76189535,76,1,9535,18,1,73,731,4263,268,1,6,85,145,1,3,,2,108,10,03,07,06,045,23,5,6,137,8,18,8959,18,662,895,6,1,154,120,,4,1,
76WN00122,76189537,76,2,9537,18,1,76,761,7501,,3,3,85,145,1,1,,2,58,14,03,11,09,037,19,4,6,139,8,18,9248,18,328,674,6,1,97,104,93,3,3,
76WN00123,76189538,76,2,9538,18,1,73,732,7367,,1,3,85,145,1,1,,1,81,06,03,10,08,043,23,2,4,139,8,18,9390,18,473,842,6,1,156,124,,3,1,
76WN00124,76189539,76,2,9539,18,1,74,741,6489,,5,4,85,145,1,1,,2,61,12,03,11,08,034,25,2,4,150,8,18,9270,18,357,877,6,1,110,92,97,4,2,
76WN00125,76189540,76,2,9540,18,1,74,741,6489,,5,4,85,145,1,1,,2,56,08,03,11,09,033,14,2,4,150,8,18,9270,18,326,877,6,1,124,88,,4,2,
76WN00126,76189541,76,2,9541,18,1,70,702,8061,,1,2,84,144,1,1,,1,84,08,03,09,07,044,7,2,4,,8,18,8235,18,501,,2,1,146,118,,2,1,
76WN00127,76189542,76,2,9542,18,1,72,900,8069,,1,2,84,144,1,1,,1,71,10,03,09,07,038,29,2,4,,8,18,8249,18,422,,3,1,123,102,,2,1,
76WN00128,76189543,76,1,9543,18,1,76,762,4881,253,1,6,84,144,1,4,,1,97,11,03,08,07,048,26,4,5,137,8,18,9212,18,595,861,6,1,144,113,,4,1,
76WN00129,76189546,76,1,9546,18,1,74,740,6624,,4,4,80,140,1,6,,1,61,15,03,12,10,037,26,2,4,133,8,18,9257,18,377,845,6,9,,82,,4,3,
76WN00130,76189547,76,2,9547,18,1,70,700,6793,,5,4,84,144,1,1,,1,72,09,03,09,08,045,24,5,6,167,8,18,8466,18,420,512,2,1,143,115,,4,2,
76WN00131,76189548,76,2,9548,18,1,70,700,6793,,5,4,84,144,1,1,,2,85,07,03,09,07,041,11,4,5,167,8,18,8466,18,503,512,2,1,158,126,93,4,2,
76WN00132,76189549,76,2,9549,18,1,76,762,6316,,5,4,85,145,1,1,,1,87,12,03,09,06,038,21,2,4,133,8,18,9212,18,530,512,6,1,132,101,,4,2,
76WN00133,76189550,76,1,9550,18,1,76,762,6316,234,5,4,84,144,1,1,,1,104,12,03,07,07,042,21,4,5,133,8,18,9212,18,641,512,6,1,153,117,,4,2,
76WN00134,76189551,76,1,9551,18,1,72,810,3356,135,5,7,85,145,1,5,,2,64,10,03,10,09,037,21,4,5,152,8,18,8037,18,372,604,3,1,127,100,,5,2,
76WN00135,76189552,76,1,9552,18,1,72,810,3356,141,5,7,85,145,1,1,,2,60,11,03,10,09,039,22,4,5,152,8,18,8037,18,356,604,3,1,119,84,93,5,2,
76WN00136,76189553,76,1,9553,18,1,74,742,4552,210,5,6,85,145,1,1,,2,89,15,04,09,08,035,20,2,4,137,8,18,9021,18,540,824,6,1,117,107,93,4,2,
76WN00137,76189554,76,1,9554,18,1,74,742,4552,181,5,6,85,145,1,1,,2,91,10,04,10,09,038,7,2,4,137,8,18,9021,18,561,824,6,1,146,96,93,4,2,
76WN00138,76189555,76,2,9555,18,1,72,970,5544,,3,5,85,145,1,1,,1,81,10,04,08,06,046,14,2,3,113,8,18,8436,18,499,624,3,1,131,86,,4,3,
76WN00139,76189557,76,1,9557,18,1,72,850,6134,128,5,5,85,145,1,7,,2,75,16,03,11,09,037,2,2,4,141,8,18,8171,18,449,817,3,1,102,99,,4,2,
76WN00140,76189558,76,1,9558,18,1,72,850,6134,123,5,5,85,145,1,7,,2,69,12,03,10,08,042,9,4,5,141,8,18,8171,18,429,817,3,1,118,68,,4,2,
76WN00141,76189560,76,2,9560,18,1,75,750,7997,,4,3,81,141,1,1,,1,55,09,03,10,09,032,16,4,5,139,8,18,9202,18,330,754,6,9,,85,92,3,3,
76WN00142,76189561,76,1,9561,18,1,70,702,3659,128,5,7,85,145,1,1,,1,61,07,03,10,08,038,21,3,5,130,8,18,8235,18,370,699,2,1,137,73,93,5,2,
76WN00143,76189562,76,2,9562,18,1,70,702,3659,,5,7,85,145,1,1,,1,67,07,03,10,08,041,19,5,7,130,8,18,8235,18,403,699,2,1,146,85,,5,2,
76WN00144,76189563,76,1,9563,18,1,76,761,4641,225,1,6,83,143,1,2,,4,106,09,03,09,07,041,31,2,4,149,8,18,9248,18,640,1031,6,1,159,145,,4,1,
76WN00145,76189564,76,2,9564,18,1,76,761,8793,,1,2,83,143,1,1,,2,84,10,03,09,07,043,12,3,4,,8,18,9248,18,506,,6,1,137,116,,2,1,
76WN00146,76189565,76,1,9565,18,1,72,970,3820,220,1,7,83,143,1,6,,4,89,07,06,08,07,043,29,2,4,119,8,18,8436,18,541,771,3,1,144,117,,5,1,
76WN00147,76189566,76,1,9566,18,1,72,800,4858,249,1,6,83,143,1,7,,2,83,10,03,11,08,037,28,2,4,174,8,18,8456,18,520,897,3,1,131,87,15,4,1,
76WN00148,76189567,76,2,9567,18,1,76,761,8152,,1,2,83,143,1,1,,1,56,09,03,11,11,037,24,5,6,,8,18,9248,18,310,,6,1,123,117,92,2,1,
76WN00149,76189568,76,1,9568,18,1,70,700,8227,240,1,2,83,143,1,2,,2,98,11,07,10,08,036,7,2,4,,8,18,8466,18,597,,2,1,125,127,93,2,1,
