UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TM2,BAND
64WN01616,64,2,6626,6,82,094,0921,6,61,,3,9,72,132,1,1,,5,106,07,03,06,05,063,10,6,7,2,3,1,61,5486,61,710,71,19,01,7,0,,143,123,,2,5,3,3,7,1
64WN01617,64,1,6627,6,82,064,2268,6,61,,5,6,72,132,1,2,,1,84,08,04,08,07,052,3,5,5,1,5,1,61,4895,61,561,56,15,07,7,1,,125,100,,4,4,5,2,7,1
64WN01618,64,2,6628,6,82,064,2268,6,61,,5,6,72,132,1,1,,1,78,08,04,06,07,055,36,4,4,1,5,1,61,4895,61,505,50,15,07,7,5,,136,114,,4,4,5,2,7,1
64WN01619,64,2,6629,6,72,923,4587,6,61,,3,3,72,132,1,1,,2,78,09,03,06,07,056,32,5,5,1,3,1,61,5277,61,527,52,,72,3,7,,121,84,,5,3,3,3,3,1
64WN01620,64,2,6630,6,82,054,2995,6,61,,5,5,72,132,1,1,,2,96,08,03,05,07,057,30,6,6,1,5,1,61,4658,61,640,64,17,07,7,0,,143,115,,5,4,5,2,7,1
64WN01621,64,1,6631,6,82,054,2995,6,61,,5,5,72,132,1,1,,2,85,08,03,06,08,054,16,5,6,2,5,1,61,4658,61,567,56,17,07,7,7,,124,102,,5,4,5,2,7,1
64WN01622,64,1,6632,6,70,713,1989,6,61,,5,7,76,136,1,1,,1,92,07,03,05,06,049,1,5,7,3,5,1,61,4549,61,607,60,,75,2,7,3,117,94,,4,5,5,2,2,4
64WN01623,64,2,6633,6,70,713,1989,6,61,,5,7,76,136,3,1,,1,83,07,03,05,08,073,1,7,8,2,5,1,61,4549,61,529,52,,75,2,9,2,135,110,,4,5,5,2,2,4
64WN01624,64,2,6634,6,82,105,4372,6,61,,5,4,72,132,1,1,,1,76,08,04,07,08,050,14,4,5,2,5,1,61,5807,61,498,49,23,02,7,8,,124,102,,4,4,5,2,7,1
64WN01625,64,1,6635,6,82,105,4372,6,61,,5,4,72,132,1,7,,4,90,08,03,06,09,065,15,4,5,2,5,1,61,5807,61,595,59,23,02,7,5,,147,114,,6,4,5,2,7,1
64WN01626,64,2,6637,6,82,055,4245,6,61,,5,4,72,132,1,1,,1,73,08,03,06,09,052,31,5,5,1,5,1,61,4498,61,485,48,17,08,7,5,,125,90,,4,4,5,2,7,1
64WN01627,64,2,6638,6,82,055,4245,6,61,,5,4,72,132,1,1,,1,79,08,03,07,08,053,5,5,5,1,5,1,61,4498,61,532,53,17,08,7,2,,127,88,,4,4,5,2,7,1
64WN01628,64,2,6639,6,82,044,3803,6,61,,1,4,72,132,1,1,,2,103,08,03,05,05,044,17,4,5,2,1,1,61,5527,61,688,68,25,06,7,8,,123,122,,5,4,1,1,7,1
64WN01629,64,1,6641,6,82,024,2952,6,61,,5,5,72,132,1,1,,1,94,08,03,06,09,048,5,4,5,2,5,1,61,5433,61,619,61,24,09,7,9,,132,123,,4,4,5,2,7,1
64WN01630,64,2,6642,6,82,024,2952,6,61,,5,5,72,132,1,1,,1,85,07,08,05,07,043,37,4,4,1,5,1,61,5433,61,567,56,24,09,7,7,,131,102,,4,4,5,2,7,1
64WN01631,64,1,6643,6,82,064,2997,6,61,,1,5,72,132,1,4,,2,97,08,05,06,04,057,12,4,5,2,1,1,61,4895,61,655,65,23,08,7,5,,124,105,,5,4,1,1,7,1
64WN01632,64,1,6644,6,82,025,4854,6,61,,1,3,72,132,1,1,,1,117,08,04,05,05,056,11,5,5,1,1,1,61,5434,61,800,80,26,10,7,0,,144,114,,4,3,1,1,7,1
64WN01633,64,1,6645,6,82,095,3148,6,61,,5,5,71,131,1,1,,2,100,09,04,06,08,053,27,5,5,1,5,1,61,5385,61,678,67,29,02,7,8,,148,112,,5,4,5,2,7,1
64WN01634,64,2,6646,6,82,095,3148,6,61,,5,5,71,131,1,1,,1,67,08,03,06,09,046,31,4,4,1,5,1,61,5385,61,431,43,29,02,7,1,,121,106,,4,4,5,2,7,1
64WN01635,64,2,6648,6,82,034,2318,6,61,,5,6,71,131,1,1,,1,68,08,04,06,10,053,19,5,5,1,5,1,61,4906,61,453,45,39,02,7,3,,124,86,,4,4,5,2,7,1
64WN01636,64,1,6649,6,82,034,2318,6,61,,5,6,71,131,1,1,,1,81,09,03,07,09,059,4,7,7,1,5,1,61,4906,61,539,53,39,02,7,9,,125,104,,4,4,5,2,7,1
64WN01637,64,1,6651,6,04,043,3706,6,61,35,5,4,71,131,1,2,,2,84,09,03,08,08,052,28,4,5,2,5,1,61,5719,61,554,55,19,04,1,4,,133,114,,5,4,5,2,1,1
64WN01638,64,1,6652,6,04,043,3706,6,61,35,5,4,71,131,1,1,,2,83,07,04,08,09,043,8,3,4,2,5,1,61,5719,61,548,54,19,04,1,8,,125,112,,5,4,5,2,1,1
64WN01639,64,2,6653,6,70,713,5135,6,61,,1,3,75,135,1,1,,2,94,09,03,05,05,050,1,5,6,2,1,1,61,4549,61,609,60,,70,2,9,2,114,118,,5,3,1,1,2,4
64WN01640,64,1,6654,6,82,064,1395,6,61,,0,8,71,131,1,1,,2,76,08,05,07,09,038,11,4,4,1,1,1,61,4895,61,506,50,13,05,7,6,,96,97,,5,5,3,3,7,1
64WN01641,64,2,6655,6,72,903,5419,6,61,,3,2,71,131,1,1,,1,78,05,03,06,07,048,31,4,5,2,3,1,61,5556,61,530,53,,72,3,0,,121,86,,4,2,3,3,3,1
64WN01642,64,2,6656,6,82,094,0731,6,61,,1,9,71,131,1,1,,1,99,07,03,05,05,049,19,4,5,2,1,1,61,5486,61,689,68,24,03,7,9,,127,88,,4,5,1,1,7,1
64WN01643,64,1,6658,6,82,025,3838,6,61,,3,4,71,131,1,1,,2,104,09,04,06,06,053,13,3,4,2,3,1,61,5434,61,707,70,23,10,7,7,,141,114,,5,4,3,3,7,1
64WN01644,64,1,6659,6,82,104,4221,6,61,,1,4,71,131,1,1,,2,90,09,03,06,07,059,12,4,5,2,1,1,61,5591,61,600,60,29,03,7,0,,124,114,,5,4,1,1,7,1
64WN01645,64,2,6660,6,82,064,3140,6,61,,3,5,71,131,3,3,,1,89,07,03,05,05,054,5,5,6,2,3,1,61,4895,61,582,58,18,04,7,2,,118,128,,4,4,3,3,7,1
64WN01646,64,1,6661,6,82,095,0525,6,61,,1,9,74,134,1,1,,2,93,08,03,05,05,057,23,5,7,3,1,1,61,5385,61,616,61,22,01,7,6,,118,104,,5,5,1,1,7,2
64WN01647,64,2,6663,6,04,040,3725,6,61,37,3,4,70,130,1,1,,2,63,08,03,08,08,041,29,4,5,2,3,1,61,5527,61,415,41,41,04,1,5,,104,90,,5,4,3,3,1,1
64WN01648,64,2,6664,6,82,074,4002,6,61,,1,4,70,130,1,1,,2,90,09,03,06,06,064,6,6,7,2,1,1,61,4621,61,623,62,14,08,7,3,,119,90,,5,4,1,1,7,1
64WN01649,64,1,6665,6,82,034,3426,6,61,,5,5,70,130,1,1,,1,93,07,03,07,08,046,3,4,5,2,5,1,61,4906,61,628,62,25,10,7,8,,131,113,,4,4,5,2,7,1
64WN01650,64,1,6666,6,82,034,3426,6,61,,5,5,70,130,1,1,,2,76,08,04,09,10,047,15,4,4,1,5,1,61,4906,61,514,51,25,10,7,4,,128,92,,5,4,5,2,7,1
64WN01651,64,2,6667,6,72,993,2223,6,61,,5,6,70,130,1,1,,1,66,05,03,08,11,050,15,4,4,1,5,1,61,5425,61,435,43,,71,3,5,,121,95,,4,4,5,2,3,1
64WN01652,64,2,6668,6,72,993,2223,6,61,,5,6,70,130,1,1,,1,74,04,04,06,10,060,15,6,7,2,5,1,61,5425,61,508,50,,71,3,8,,119,80,,4,4,5,2,3,1
64WN01653,64,2,6669,6,82,034,4154,6,61,,5,4,70,130,1,1,,2,80,08,03,06,07,050,37,4,5,2,5,1,61,4906,61,539,53,30,09,7,9,,133,99,,5,4,5,2,7,1
64WN01654,64,2,6670,6,82,034,4154,6,61,,5,4,70,130,1,1,,1,84,08,03,06,07,053,18,5,5,1,5,1,61,4906,61,574,57,30,09,7,4,,136,94,,4,4,5,2,7,1
64WN01655,64,1,6671,6,07,073,0771,6,61,20,5,9,70,130,2,2,,1,90,08,04,06,08,057,18,6,6,1,5,1,61,5255,61,628,62,12,07,1,8,6,134,84,1,4,5,5,2,1,1
64WN01656,64,1,6672,6,07,073,0771,6,61,20,5,9,70,130,9,4,,1,92,08,04,06,07,049,35,5,5,1,5,1,61,5255,61,642,64,12,07,1,2,,136,86,,4,5,5,2,1,1
64WN01657,64,2,6673,6,82,074,2521,6,61,,5,6,70,130,1,1,,1,88,08,03,06,06,052,12,5,5,1,5,1,61,4621,61,587,58,13,08,7,7,,133,117,,4,4,5,2,7,1
64WN01658,64,2,6674,6,82,074,2521,6,61,,5,6,70,130,3,1,,1,78,09,03,06,07,050,36,5,6,2,5,1,61,4621,61,525,52,13,08,7,5,,122,98,1,4,4,5,2,7,1
64WN01659,64,2,6675,6,72,843,2184,6,61,,5,6,70,130,1,1,,1,71,08,03,07,08,052,5,6,6,1,5,1,61,5710,61,482,48,,71,3,2,,111,83,,4,4,5,2,3,1
64WN01660,64,1,6676,6,72,843,2184,6,61,,5,6,70,130,1,1,,1,79,09,03,06,09,050,17,5,6,2,5,1,61,5710,61,545,54,,71,3,5,6,112,82,,4,4,5,2,3,1
64WN01661,64,1,6677,6,82,104,2989,6,61,,1,5,70,130,1,1,,1,86,08,03,06,07,057,7,4,5,2,1,1,61,5591,61,585,58,22,02,7,5,,116,100,,4,4,1,1,7,1
64WN01662,64,1,6678,6,70,713,4042,6,61,,1,4,74,134,1,1,,4,124,08,04,04,04,060,1,5,6,2,1,1,61,4549,61,831,83,,70,2,1,,144,126,,6,4,1,1,2,4
64WN01663,64,2,6679,6,82,065,1380,6,61,,1,8,70,130,1,1,,2,64,07,03,07,08,048,31,5,5,1,1,1,61,5269,61,412,41,23,05,7,2,,101,104,,5,5,1,1,7,1
64WN01664,64,2,6680,6,82,095,2224,6,61,,1,6,70,130,1,1,,2,101,08,03,06,06,050,33,5,7,3,1,1,61,5385,61,695,69,22,02,7,5,,124,106,,5,4,1,1,7,1
64WN01665,64,1,6681,6,82,014,4810,6,61,,3,3,70,130,1,1,,2,59,09,03,09,12,046,9,6,6,1,3,1,61,5708,61,388,38,25,02,7,8,,94,86,,5,3,3,3,7,1
64WN01666,64,2,6684,6,82,054,3268,6,61,,3,5,70,130,1,1,,1,76,06,03,09,08,049,4,6,6,1,3,1,61,4658,61,509,50,16,08,7,9,,111,98,,4,4,3,3,7,1
64WN01667,64,2,6685,6,82,064,1637,6,61,,5,7,70,130,2,1,,2,77,08,03,08,08,043,23,6,6,1,5,1,61,4895,61,528,52,24,04,7,8,,121,84,,5,5,5,2,7,1
64WN01668,64,1,6686,6,82,064,1637,6,61,,5,7,70,130,1,1,,2,77,10,04,07,07,042,38,4,4,1,5,1,61,4895,61,518,51,24,04,7,8,,124,96,,5,5,5,2,7,1
64WN01669,64,2,6688,6,70,713,4875,6,61,,3,3,70,130,3,1,,2,80,09,03,07,08,047,4,4,5,2,3,1,61,4549,61,540,54,,70,2,0,2,112,98,,5,3,3,3,2,1
64WN01670,64,2,6689,6,82,014,1719,6,61,,1,7,70,130,4,1,,1,78,07,04,06,07,054,5,4,5,2,1,1,61,5708,61,517,51,27,03,7,7,,113,108,,4,5,1,1,7,1
64WN01671,64,2,6690,6,70,713,4931,6,61,,1,3,74,134,1,1,,1,111,08,07,06,04,057,1,5,6,2,1,1,61,4549,61,719,71,,70,2,9,,139,146,,4,3,1,1,2,4
64WN01672,64,1,6691,6,70,733,3722,6,61,,5,4,69,129,1,1,,2,93,08,05,06,08,041,25,4,5,2,5,1,61,5258,61,620,62,,70,2,0,,123,130,,5,4,5,2,2,1
64WN01673,64,1,6692,6,70,733,3722,6,61,,5,4,69,129,1,1,,1,80,08,04,07,09,046,11,4,5,2,5,1,61,5258,61,527,52,,70,2,7,3,115,120,,4,4,5,2,2,1
64WN01674,64,2,6693,6,72,983,5163,6,61,,1,2,69,129,1,1,,1,91,06,03,06,06,052,19,4,4,1,1,1,61,5736,61,628,62,,72,3,8,,133,100,,4,2,1,1,3,1
64WN01675,64,2,6694,6,82,075,9905,6,60,,5,0,69,129,1,1,,1,57,09,03,08,10,044,18,4,5,2,5,0,61,5255,61,381,38,14,08,7,1,,106,78,,4,5,5,2,7,1
64WN01676,64,1,6695,6,82,075,9905,6,60,,5,0,69,129,1,2,,1,90,10,04,06,07,055,35,6,7,2,5,0,61,5255,61,629,62,14,08,7,9,,130,88,,4,5,5,2,7,1
64WN01677,64,1,6696,6,04,040,2617,6,61,27,1,6,69,129,1,7,,1,101,07,04,05,05,051,7,4,5,2,1,1,61,5527,61,658,65,25,04,1,8,,131,161,,4,4,1,1,1,1
64WN01678,64,1,6697,6,70,733,2837,6,61,,5,5,69,129,1,1,,1,93,07,03,07,08,051,8,4,5,2,5,1,61,5258,61,638,63,,75,2,8,,132,107,,4,4,5,2,2,1
64WN01679,64,2,6698,6,70,733,2837,6,61,,5,5,69,129,1,1,,1,88,06,03,07,08,047,35,4,5,2,5,1,61,5258,61,602,60,,75,2,2,,134,103,,4,4,5,2,2,1
64WN01680,64,1,6699,6,70,713,1306,6,61,,5,8,73,133,1,1,,1,47,09,04,09,12,050,1,5,7,3,5,1,61,4549,61,268,26,,77,2,8,3,89,113,,4,5,5,2,2,4
64WN01681,64,1,6700,6,70,713,1306,6,61,,5,8,73,133,1,1,,2,96,07,04,05,07,059,1,6,8,3,5,1,61,4549,61,638,63,,77,2,8,,129,112,,5,5,5,2,2,4
64WN01682,64,1,6701,6,82,085,4483,6,61,,1,3,69,129,1,1,,1,108,06,04,04,04,044,13,4,4,1,1,1,61,5343,61,743,74,19,06,7,3,6,126,122,,4,3,1,1,7,1
64WN01683,64,1,6702,6,03,033,3378,6,61,29,5,5,69,129,1,1,,1,92,08,04,07,07,040,35,4,4,1,5,1,61,5729,61,645,64,25,03,1,5,,135,88,,4,4,5,2,1,1
64WN01684,64,2,6703,6,03,033,3378,6,61,29,5,5,69,129,1,1,,1,66,09,04,09,10,048,5,5,5,1,5,1,61,5729,61,455,45,25,03,1,5,,119,73,,4,4,5,2,1,1
64WN01685,64,1,6704,6,82,104,1694,6,61,,3,7,69,129,1,1,,1,68,08,04,08,09,048,10,4,5,2,3,1,61,5591,61,460,46,25,09,7,0,,105,86,,4,5,3,3,7,1
64WN01686,64,2,6705,6,82,104,1694,6,61,,4,7,69,129,1,1,,2,83,08,05,05,06,046,40,3,4,2,4,1,61,5591,61,583,58,25,09,7,3,,126,78,,5,5,3,3,7,1
64WN01687,64,1,6706,6,07,070,4232,6,61,22,5,4,69,129,1,2,,2,83,05,04,07,08,053,27,4,5,2,5,1,61,4621,61,567,56,16,07,1,7,,132,98,,5,4,5,2,1,1
64WN01688,64,1,6707,6,07,070,4232,6,61,22,5,4,69,129,1,2,,2,93,05,04,06,08,052,16,6,7,2,5,1,61,4621,61,653,65,16,07,1,3,,126,88,,5,4,5,2,1,1
64WN01689,64,1,6708,6,70,713,5413,6,61,,1,2,73,133,1,2,,1,111,07,05,06,05,043,1,4,5,2,1,1,61,4549,61,735,73,,70,2,5,,134,132,,4,2,1,1,2,4
64WN01690,64,1,6709,6,82,045,1877,6,61,,1,7,69,129,1,1,,1,105,06,03,06,07,063,3,6,7,2,1,1,61,5719,61,712,71,20,07,7,2,,132,132,,4,5,1,1,7,1
64WN01691,64,1,6710,6,82,054,1742,6,61,,9,7,69,129,1,1,,2,68,11,04,08,09,044,27,4,4,1,9,1,61,4658,61,462,46,14,08,7,2,,117,84,,5,5,8,2,7,1
64WN01692,64,1,6711,6,82,054,1742,6,61,,9,7,69,129,1,1,,1,100,08,04,06,07,055,12,4,5,2,9,1,61,4658,61,699,69,14,08,7,9,,146,98,,4,5,8,2,7,1
64WN01693,64,2,6713,6,70,723,4760,6,61,,1,3,69,129,1,1,,1,83,09,04,06,06,054,36,5,6,2,1,1,61,5635,61,555,55,,70,2,5,2,113,114,,4,3,1,1,2,1
64WN01694,64,2,6714,6,70,713,2787,6,61,,1,5,69,129,1,1,,2,94,08,03,05,05,062,19,5,6,2,1,1,61,4549,61,632,63,,70,2,2,,124,125,,5,4,1,1,2,1
64WN01695,64,2,6715,6,82,045,2157,6,61,,1,6,69,129,1,4,,2,102,08,04,05,05,051,34,4,4,1,1,1,61,5719,61,679,67,27,05,7,9,,139,144,,5,4,1,1,7,1
64WN01696,64,1,6716,6,02,023,1084,6,61,21,5,8,69,129,1,1,,2,63,08,04,08,10,047,27,4,4,1,5,1,61,5434,61,408,40,14,02,1,8,,116,104,,5,5,5,2,1,1
64WN01697,64,2,6717,6,02,023,1084,6,61,21,5,8,69,129,1,1,,1,59,08,03,08,10,047,13,5,6,2,5,1,61,5434,61,383,38,14,02,1,3,,105,96,,4,5,5,2,1,1
64WN01698,64,1,6718,6,70,733,1625,6,61,,9,7,68,128,1,1,,2,82,10,05,09,08,046,1,5,7,3,9,1,61,5258,61,577,57,,75,2,7,3,111,82,,5,5,8,2,2,1
64WN01699,64,2,6719,6,70,733,1625,6,61,,9,7,68,128,1,1,,2,80,07,04,07,08,048,32,5,6,2,9,1,61,5258,61,563,56,,75,2,3,,124,80,,5,5,8,2,2,1
64WN01700,64,2,6721,6,70,713,3272,6,61,,9,5,68,128,1,1,,2,92,09,03,05,08,063,16,5,7,3,9,1,61,4549,61,642,64,,70,2,2,,128,98,,5,4,8,2,2,1
64WN01701,64,2,6722,6,70,713,3272,6,61,,8,5,72,132,2,1,,2,90,11,04,06,05,061,8,4,5,2,8,1,61,4549,61,596,59,,70,2,6,,129,113,,5,4,7,3,2,1
64WN01702,64,1,6723,6,70,713,3272,6,61,,9,5,63,123,1,2,,1,85,07,03,06,08,051,1,6,6,1,9,1,61,4549,61,615,46,,70,2,6,3,99,94,,4,4,8,2,2,1
64WN01703,64,2,6724,6,10,103,4386,6,61,32,5,4,68,128,1,1,,2,78,08,03,07,09,056,7,4,5,2,5,1,61,5807,61,525,52,31,10,1,5,,137,108,,5,4,5,2,1,1
64WN01704,64,1,6725,6,10,103,4386,6,61,32,5,4,68,128,1,2,,2,77,08,05,10,11,044,1,4,5,2,5,1,61,5807,61,513,51,31,10,1,3,,124,114,,5,4,5,2,1,1
64WN01705,64,2,6726,6,02,023,2792,6,61,21,5,5,68,128,1,1,,2,88,08,04,06,08,054,6,4,5,2,5,1,61,5434,61,605,60,21,02,1,5,,139,106,,5,4,5,2,1,1
64WN01706,64,2,6727,6,02,023,2792,6,61,21,5,5,68,128,1,1,,2,72,08,03,07,06,062,25,6,6,1,5,1,61,5434,61,495,49,21,02,1,5,,130,87,,5,4,5,2,1,1
64WN01707,64,2,6728,6,82,025,3871,6,61,,1,4,68,128,1,1,,1,87,09,04,05,05,064,15,7,8,2,1,1,61,5434,61,591,59,29,01,7,1,,115,114,,4,4,1,1,7,1
64WN01708,64,1,6729,6,70,733,5182,6,61,,1,2,68,128,1,1,,4,100,09,07,07,08,044,4,4,5,2,1,1,61,5258,61,698,69,,70,2,8,3,125,106,1,6,2,1,1,2,1
64WN01709,64,1,6730,6,06,060,3104,6,61,24,5,5,68,128,1,2,,1,80,07,04,07,07,057,3,5,7,3,5,1,61,4895,61,548,54,20,06,1,8,,118,98,,4,4,5,2,1,1
64WN01710,64,1,6731,6,06,060,3104,6,61,24,5,5,68,128,1,1,,2,78,09,08,06,07,041,32,5,6,2,5,1,61,4895,61,534,53,20,06,1,4,6,109,97,,5,4,5,2,1,1
64WN01711,64,1,6732,6,82,015,2706,6,61,,5,6,68,128,1,4,,2,93,06,04,05,08,049,34,5,6,2,5,1,61,5437,61,638,63,15,02,7,8,,130,114,,5,4,5,2,7,1
64WN01712,64,1,6733,6,82,015,2706,6,61,,5,6,68,128,1,1,,2,88,09,06,07,07,044,40,4,4,1,5,1,61,5437,61,603,60,15,02,7,3,,134,108,,5,4,5,2,7,1
64WN01713,64,2,6734,6,70,733,2193,6,61,,5,6,68,128,1,1,,2,83,08,04,07,08,054,14,5,7,3,5,1,61,5258,61,570,57,,70,2,0,2,123,100,,5,4,5,2,2,1
64WN01714,64,1,6735,6,70,733,2193,6,61,,5,6,68,128,1,1,,2,78,08,04,06,08,051,16,5,7,3,5,1,61,5258,61,520,52,,70,2,0,3,107,114,,5,4,5,2,2,1
64WN01715,64,1,6736,6,70,723,5412,6,61,,1,2,68,128,1,1,,1,96,12,04,06,08,059,3,5,6,2,1,1,61,5635,61,663,66,,70,2,3,3,136,112,,4,2,1,1,2,1
64WN01716,64,2,6738,6,82,035,1307,6,61,,5,8,68,128,1,1,,1,65,09,04,05,09,054,37,4,5,2,5,1,61,5729,61,422,42,30,09,7,2,,125,110,,4,5,5,2,7,1
64WN01717,64,2,6739,6,82,035,1307,6,61,,5,8,68,128,1,1,,1,64,06,04,08,09,041,32,5,6,2,5,1,61,5729,61,413,41,30,09,7,3,,111,112,,4,5,5,2,7,1
64WN01718,64,1,6740,6,82,075,2520,6,61,,5,6,68,128,1,1,,1,103,08,06,05,04,050,14,4,5,2,5,1,61,5255,61,719,71,13,08,7,9,,137,110,,4,4,5,2,7,1
64WN01719,64,1,6741,6,82,075,2520,6,61,,5,6,68,128,2,2,,4,88,08,03,06,07,060,16,5,8,4,5,1,61,5255,61,611,61,13,08,7,1,,123,98,,6,4,5,2,7,1
64WN01720,64,1,6743,6,72,883,5034,6,61,,1,3,68,128,1,1,,1,98,07,03,06,07,050,5,4,5,2,1,1,61,5758,61,667,66,,72,3,7,,119,126,1,4,3,1,1,3,1
64WN01721,64,1,6744,6,82,015,3665,6,61,,1,4,68,128,1,1,,2,96,08,04,07,08,047,11,4,4,1,1,1,61,5437,61,647,64,41,09,7,7,,130,132,,5,4,1,1,7,1
64WN01722,64,1,6745,6,72,873,2721,6,61,,1,6,68,128,1,1,,1,108,09,04,05,05,068,16,8,8,1,1,1,61,5821,61,757,75,,71,3,7,,128,111,,4,4,1,1,3,1
64WN01723,64,1,6746,6,70,723,4502,6,61,,3,3,67,127,1,1,,2,85,06,03,07,09,057,5,6,6,1,3,1,61,5635,61,597,59,,70,2,7,3,119,92,,5,3,3,3,2,1
64WN01724,64,2,6748,6,01,013,5114,6,61,29,1,3,67,127,1,1,,1,77,09,04,06,08,063,7,6,7,2,1,1,61,5437,61,528,52,35,01,1,8,,116,100,,4,3,1,1,1,1
64WN01725,64,2,6750,6,70,723,5552,6,61,,3,2,67,127,1,1,,2,75,09,03,07,09,046,25,5,5,1,3,1,61,5635,61,520,52,,70,2,0,,121,90,,5,2,3,3,2,1
64WN01726,64,2,6751,6,82,105,4044,6,61,,5,4,67,127,1,1,,2,58,10,03,09,09,044,8,4,4,1,5,1,61,5807,61,387,38,27,01,7,7,,113,88,,5,4,5,2,7,1
64WN01727,64,1,6752,6,82,105,4044,6,61,,5,4,67,127,1,2,,2,82,08,04,07,09,055,3,4,5,2,5,1,61,5807,61,575,57,27,01,7,5,,132,90,,5,4,5,2,7,1
64WN01728,64,2,6753,6,82,015,0408,6,61,,1,9,67,127,1,1,,1,84,07,05,07,05,061,3,6,9,4,1,1,61,5437,61,571,57,36,03,7,1,,109,115,,4,5,1,1,7,1
64WN01729,64,1,6754,6,82,074,0534,6,61,,1,9,67,127,1,2,,1,102,05,03,05,06,056,8,5,6,2,1,1,61,4621,61,745,74,16,08,7,5,,125,74,,4,5,1,1,7,1
64WN01730,64,1,6755,6,70,713,2579,6,61,,1,6,71,131,1,2,,3,113,08,03,05,05,051,1,6,7,2,1,1,61,4549,61,775,77,,75,2,5,,123,115,,3,4,1,1,2,4
64WN01731,64,2,6757,6,70,733,4423,6,61,,3,3,67,127,1,1,,1,84,08,03,07,06,051,7,4,5,2,3,1,61,5258,61,583,58,,70,2,3,,120,100,,4,3,3,3,2,1
64WN01732,64,1,6758,6,82,014,2593,6,61,,1,6,81,141,1,1,,1,104,09,04,07,07,045,1,5,5,1,1,1,61,5708,61,650,58,21,02,7,2,,116,124,,4,4,1,1,7,1
64WN01733,64,1,6759,6,82,074,1819,6,61,,1,7,67,127,1,1,,2,105,08,04,06,06,064,29,6,8,3,1,1,61,4621,61,707,70,12,05,7,7,6,132,152,,5,5,1,1,7,1
64WN01734,64,1,6760,6,72,923,4057,6,61,,1,4,67,127,1,1,,2,115,05,05,05,04,052,18,4,4,1,1,1,61,5277,61,811,81,,71,3,1,6,139,120,,5,4,1,1,3,1
64WN01735,64,2,6761,6,70,733,2851,6,61,,5,5,67,127,1,1,,1,93,08,03,06,05,056,8,5,5,1,5,1,61,5258,61,641,64,,70,2,1,,139,116,,4,4,5,2,2,1
64WN01736,64,1,6762,6,70,733,2851,6,61,,5,5,67,127,1,2,,1,88,07,04,07,11,057,13,4,4,1,5,1,61,5258,61,595,59,,70,2,5,,143,124,,4,4,5,2,2,1
64WN01737,64,2,6764,6,82,035,2096,6,61,,7,7,67,127,1,1,,2,98,05,05,07,07,048,1,5,7,3,7,1,61,5729,61,701,70,12,10,7,1,,124,90,,5,5,7,3,7,1
64WN01738,64,2,6765,6,82,035,2096,6,61,,8,7,67,127,1,1,,1,80,08,05,07,07,051,14,4,4,1,8,1,61,5729,61,561,56,12,10,7,1,,126,88,,4,5,7,3,7,1
64WN01739,64,2,6767,6,05,050,4157,6,61,33,3,4,67,127,1,1,,1,63,09,03,07,09,046,30,5,6,2,3,1,61,4658,61,428,42,24,05,1,8,,101,86,,4,4,3,3,1,1
64WN01740,64,2,6768,6,82,044,3973,6,61,,3,4,67,127,1,1,,2,96,08,07,05,06,047,30,4,5,2,3,1,61,5527,61,672,67,20,05,7,2,,131,107,,5,4,3,3,7,1
64WN01741,64,1,6771,6,82,085,2414,6,61,,5,6,66,126,1,1,,2,84,07,04,06,06,043,2,4,4,1,5,1,61,5343,61,583,58,16,07,7,3,,120,105,,5,4,5,2,7,1
64WN01742,64,2,6772,6,82,085,2414,6,61,,5,6,66,126,1,1,,1,84,08,03,07,07,056,12,5,5,1,5,1,61,5343,61,590,59,16,07,7,0,,139,96,,4,4,5,2,7,1
64WN01743,64,2,6774,6,70,733,3771,6,61,,1,4,66,126,1,1,,1,95,08,04,05,05,055,28,5,7,3,1,1,61,5258,61,648,64,,70,2,8,2,116,134,,4,4,1,1,2,1
64WN01744,64,1,6775,6,70,733,2526,6,61,,1,6,66,126,1,2,,2,121,08,09,05,08,053,37,4,4,1,1,1,61,5258,61,837,83,,70,2,7,3,154,156,,5,4,1,1,2,1
64WN01745,64,2,6776,6,70,733,4851,6,61,,5,3,66,126,1,1,,2,73,08,04,08,08,039,27,4,5,2,5,1,61,5258,61,494,49,,70,2,4,2,115,108,,5,3,5,2,2,1
64WN01746,64,2,6777,6,70,733,4851,6,61,,5,3,66,126,1,1,,1,86,07,03,06,07,052,15,4,5,2,5,1,61,5258,61,593,59,,70,2,3,,134,113,,4,3,5,2,2,1
64WN01747,64,1,6778,6,72,813,5007,6,61,,1,3,66,126,1,1,,1,108,08,03,05,05,058,40,5,5,1,1,1,61,5500,61,752,75,,72,3,2,6,141,132,,4,3,1,1,3,1
64WN01748,64,2,6779,6,70,713,3915,6,61,,1,4,66,126,1,1,,1,98,08,05,06,05,046,35,4,4,1,1,1,61,4549,61,675,67,,70,2,5,,128,130,,4,4,1,1,2,1
