UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT
94WN00033, 94041151,94,A1151,04,2,81,30,01,5,1,1,3.0,3,3,1,108,221,113,7,13.0,76,98,0.752,103,1,1,,,0,M,e.8,,L8774,03,L7155,03,81,1,,0,1,1,105,1.93,97.8,1,112,
94WN00034, 94041153,94,A1153,04,1,ch,30,-0,8,2,2,1.5,1,1,2,108,222,114,13,9.6,49,68,0.512,71,1,1,,,2,h,43,,L6868,03,L9580,03,88,1,,0,5,5,107,2.07,128.6,1,85,
94WN00035, 94041154,94,A1154,04,2,ch,30,-0,5,1,1,4.0,4,4,1,108,221,113,5,14.0,74,102,0.779,107,1,1,,,2,h,J01,,L6868,03,L5021,03,88,1,,0,1,1,131,1.78,124.0,1,122,
94WN00036, 94041155,94,A1155,04,2,81,30,03,9,3,2,3.0,3,3,1,108,221,113,13,10.8,51,57,0.409,60,1,1,,,0,M,10,,L9230,03,L6748,03,81,2,92,265,8,3,102,2.21,138.9,2,75,75
94WN00037, 94041152,94,A1152,04,1,ch,30,-0,8,2,2,1.5,1,1,2,108,222,114,16,8.4,51,79,0.619,83,1,1,,,2,h,33,,L6868,03,L9580,03,88,1,,0,5,5,114,2.07,128.6,1,94,
94WN00038, 94041158,94,A1158,04,1,ch,31,-0,5,1,2,2.0,2,2,1,108,221,113,18,11.8,42,55,0.382,58,1,1,,,2,c,,,S1497,10,L8532,03,88,3,93,241,3,5,87,1.79,104.3,3,66,
94WN00039, 94041159,94,A1159,04,1,ch,30,-2,8,2,1,5.0,5,4,1,108,221,113,20,8.0,41,62,0.478,65,1,1,,,2,h,,,L6868,03,L3678,03,88,1,,0,3,2,99,2.1,120.7,1,71,
94WN00040, 94041157,94,A1157,04,2,81,30,03,9,3,2,3.0,3,3,1,108,221,113,3,6.9,46,69,0.55,73,1,1,,,0,M,e.7,,L9230,03,L6748,03,81,1,,0,8,7,109,2.21,138.9,1,84,
94WN00041, 94041161,94,A1161,04,2,ch,31,-0,5,1,1,6.5,6,5,2,109,222,113,15,11.7,51,60,0.427,63,1,1,,,2,c,J02,,S1878,10,L1735,03,88,1,,0,1,1,81,1.8,82.1,1,80,
94WN00042, 94041163,94,A1163,04,1,82,30,23,9,3,2,5.0,5,4,1,109,221,112,15,10.2,54,69,0.525,73,1,1,,,0,C,,,L8551,03,L3582,03,82,3,93,241,8,5,95,2.21,118.0,3,87,
94WN00043, 94041164,94,A1164,04,2,82,30,23,9,3,1,5.0,5,4,1,109,221,112,10,10.3,57,75,0.578,80,1,1,,,0,C,e.7,4TEATS,L8551,03,L3582,03,82,1,,0,7,2,102,2.21,118.0,1,95,
94WN00044, 94041166,94,A1166,04,1,73,30,41,8,2,1,1.5,1,1,1,109,221,112,9,8.6,57,72,0.566,77,1,1,2,,6,,,2H,L9603,03,L9601,03,73,3,93,241,3,2,94,2.07,113.2,3,85,
94WN00045, 94041162,94,A1162,04,2,82,30,23,9,3,2,5.0,5,4,1,109,221,112,12,9.4,61,74,0.577,79,1,1,,,0,C,e.8,,L8551,03,L3582,03,82,1,,0,8,5,102,2.21,118.0,1,89,
94WN00046, 94041168,94,A1168,04,1,ch,31,-2,9,3,2,4.0,4,4,1,109,221,112,9,8.2,55,74,0.588,79,1,1,,,2,c,,,S1878,10,L5418,03,88,1,,0,8,5,96,2.16,96.2,1,81,
94WN00047, 94041169,94,A1169,04,2,ch,31,-2,9,3,2,4.0,4,4,1,109,221,112,13,7.8,45,65,0.511,69,1,1,,,2,c,J04,,S1878,10,L5418,03,88,1,,0,8,5,92,2.16,96.2,1,76,
94WN00048, 94041125,94,A1125,04,2,ch,31,-0,9,3,2,4.0,4,4,1,108,221,113,16,10.4,63,86,0.669,91,1,1,,,2,c,J07,4TEATS,S1497,10,L5729,03,88,1,,0,8,5,116,1.91,116.3,1,103,
94WN00049, 94041126,94,A1126,04,1,ch,31,-0,9,3,2,4.0,4,4,1,108,221,113,12,9.0,63,93,0.743,98,1,1,,,2,c,,,S1497,10,L5729,03,88,1,,0,8,5,117,1.91,116.3,1,101,
94WN00050, 94041122,94,A1122,04,1,ch,30,-0,9,3,1,6.0,6,4,2,108,222,114,6,12.8,78,104,0.8,109,1,1,,,2,h,32,,L6868,03,L2079,03,88,1,,0,7,2,127,2.39,122.2,1,109,
94WN00051, 94041129,94,A1129,04,2,ch,31,-0,3,4,2,2.5,2,2,1,108,221,113,7,7.5,48,70,0.553,74,1,1,,,2,c,J09,,S1878,10,L8319,03,88,1,,0,8,5,88,1.78,80.1,1,86,
94WN00052, 94041181,94,A1181,04,2,82,30,30,8,2,2,3.0,3,3,1,109,221,112,3,7.2,40,62,0.489,66,1,1,,,0,C,,PINK,L8995,03,L7618,03,82,3,93,281,5,5,80,2.07,89.3,3,76,
94WN00053, 94041180,94,A1180,04,2,82,30,30,8,2,2,3.0,3,3,1,109,221,112,19,6.9,36,55,0.429,58,1,1,,,0,C,,,L8995,03,L7618,03,82,6,46,234,5,5,76,2.07,89.3,6,,
94WN00054, 94041183,94,A1183,04,2,81,30,04,9,3,2,5.0,5,4,1,109,221,112,19,8.5,53,81,0.647,86,1,1,,,0,M,e.7,,L8722,03,L3977,03,81,1,,0,8,5,105,2.32,116.5,1,94,
94WN00055, 94041184,94,A1184,04,1,81,30,04,9,3,2,5.0,5,4,1,109,221,112,5,7.8,51,71,0.564,76,1,1,,,0,M,,,L8722,03,L3977,03,81,3,93,241,8,5,96,2.32,116.5,3,79,
94WN00056, 94041185,94,A1185,04,1,TT,30,R.3,9,3,1,1.0,1,1,1,109,221,112,3,7.5,49,73,0.585,78,1,1,,,2,i,,,L9273,03,L9807,03,TT,3,93,241,7,2,95,2.17,113.4,3,77,
94WN00057, 94041188,94,A1188,04,2,81,30,04,9,3,2,4.0,4,4,1,109,221,112,5,8.9,53,79,0.626,84,1,1,,,0,M,e.8,3TEATS,L8722,03,L4878,03,81,1,,0,8,5,115,2.16,138.4,1,94,
94WN00058, 94041189,94,A1189,04,2,81,30,04,9,3,2,4.0,4,4,1,109,221,112,3,9.5,51,63,0.478,67,1,1,,,0,M,21,BRITCHY,L8722,03,L4878,03,81,2,92,265,8,5,106,2.16,138.4,2,75,79
94WN00059, 94041191,94,A1191,04,2,81,30,04,8,2,2,3.0,3,3,1,109,221,112,12,5.5,31,46,0.362,49,1,1,,,0,M,,,L8722,03,L6985,03,81,3,93,281,5,5,82,1.78,110.0,3,59,
94WN00060, 94041190,94,A1190,04,1,81,30,04,9,3,2,4.0,4,4,1,109,221,112,3,10.0,42,54,0.393,57,1,1,,,0,M,,,L8722,03,L4878,03,81,3,93,241,8,6,97,2.16,138.4,3,58,
94WN00061, 94041193,94,A1193,04,1,82,30,31,5,1,2,5.0,5,4,1,109,221,112,20,10.5,49,71,0.54,75,1,1,,,0,C,,,L9097,03,L3453,03,82,3,93,241,3,5,93,1.66,112.6,3,77,
94WN00062, 94041194,94,A1194,04,1,ch,31,-0,5,1,1,2.0,2,2,1,109,221,112,15,12.3,61,91,0.703,97,1,1,,,2,c,,,S1878,10,L8689,03,88,1,,0,1,1,112,1.79,106.1,1,99,
94WN00063, 94041195,94,A1195,04,2,73,30,41,9,3,2,1.5,1,1,1,109,221,112,5,8.9,44,68,0.528,72,1,1,,,6,,-FL,,L9603,03,L9547,03,73,1,,0,8,5,100,2.17,122.8,1,80,
94WN00064, 94041196,94,A1196,04,2,73,30,41,9,3,2,1.5,1,1,1,109,221,112,18,7.7,35,53,0.404,56,1,1,,,6,,,,L9603,03,L9547,03,73,7,97,222,8,5,0,2.17,122.8,7,,
94WN00065, 94041192,94,A1192,04,2,81,30,04,8,2,2,3.0,3,3,1,109,221,112,19,5.3,37,55,0.444,59,1,1,,,0,M,,,L8722,03,L6985,03,81,7,97,222,5,5,0,1.78,110.0,7,,
94WN00066, 94041198,94,A1198,04,2,ch,30,-2,9,3,2,6.5,6,5,2,109,222,113,11,10.2,47,66,0.494,69,1,1,,,2,h,J01,,L6868,03,L1632,03,88,1,,0,8,5,99,1.89,110.5,1,78,
94WN00067, 94041199,94,A1199,04,1,ch,30,-2,9,3,2,6.5,6,5,2,109,222,113,17,8.8,46,71,0.55,75,1,1,,,2,h,20,,L6868,03,L1632,03,88,1,,0,8,5,100,1.89,110.5,1,70,
94WN00068, 94041171,94,A1171,04,1,73,30,41,8,2,2,1.5,1,1,1,109,221,112,18,9.1,48,71,0.553,75,1,1,,,6,,,,L9603,03,L9385,03,73,3,93,241,5,6,101,2.07,128.6,3,79,
94WN00069, 94041170,94,A1170,04,1,73,30,41,8,2,2,1.5,1,1,1,109,221,112,3,10.8,46,74,0.564,79,1,1,,,6,,,,L9603,03,L9385,03,73,3,93,241,5,4,103,2.07,128.6,3,84,
94WN00070, 94041173,94,A1173,04,1,ch,30,-2,3,4,3,4.0,4,4,2,109,222,113,1,7.7,49,76,0.604,80,1,1,,,2,h,,,L6868,03,L5390,03,88,1,,0,9,8,121,2.28,147.4,1,85,
94WN00071, 94041175,94,A1175,04,1,ch,30,-2,3,4,3,4.0,4,4,2,109,222,113,11,8.0,47,69,0.54,73,1,1,,,2,h,,,L6868,03,L5390,03,88,1,,0,9,8,117,2.28,147.4,1,78,
94WN00072, 94041176,94,A1176,04,1,ch,30,-2,3,4,3,4.0,4,4,2,109,222,113,12,8.9,52,76,0.594,80,1,1,,,2,h,,MSG 12/20/94,L6868,03,L5390,03,88,1,97,354,9,8,121,2.28,147.4,1,84,
94WN00073, 94041172,94,A1172,04,1,82,30,26,5,1,1,3.0,3,3,1,109,221,112,3,11.8,71,100,0.788,106,1,1,,,0,C,,,L8638,03,L6518,03,82,3,93,241,1,1,104,2.07,104.5,3,107,
94WN00074, 94041178,94,A1178,04,1,82,30,25,8,2,2,3.0,3,3,1,109,221,112,16,9.2,51,72,0.561,76,1,1,,,0,C,,,L8625,03,L6487,03,82,3,93,241,5,4,90,1.78,105.1,3,85,
94WN00075, 94041179,94,A1179,04,2,82,30,25,8,2,2,3.0,3,3,1,109,221,112,15,7.8,52,73,0.582,78,1,1,,,0,C,14,3TEATS,L8625,03,L6487,03,82,2,92,265,5,6,95,1.78,105.1,2,86,88
94WN00076, 94041177,94,A1177,04,2,ch,31,-0,5,1,1,5.0,5,4,1,109,221,112,7,13.6,71,93,0.709,99,1,1,,,2,h,J06,4TEATS,S1048,10,L4211,03,88,1,,0,1,1,129,2.1,131.9,1,111,
94WN00077, 94041011,94,A1011,04,2,73,30,42,8,2,2,1.5,1,1,1,107,221,114,20,8.9,47,63,0.475,66,1,1,,,6,,-FL,,L9416,03,L9367,03,73,1,,0,5,5,99,2.07,126.2,1,80,
94WN00078, 94041010,94,A1010,04,2,82,30,28,8,2,2,3.0,3,3,1,107,221,114,12,9.0,48,68,0.518,71,1,1,,,0,C,15,,L8913,03,L7036,03,82,2,92,265,5,4,87,1.78,97.2,2,77,80
94WN00079, 94041013,94,A1013,04,1,81,30,01,8,2,2,6.0,6,4,1,107,221,114,15,8.8,57,78,0.607,82,1,3,,,0,M,,,L8774,03,L2319,03,81,3,93,241,5,5,96,1.89,110.8,3,88,
94WN00080, 94041014,94,A1014,04,2,81,30,01,8,2,2,6.0,6,4,1,107,221,114,8,9.8,59,84,0.651,88,1,1,,,0,M,e.7,,L8774,03,L2319,03,81,1,,0,5,5,103,1.89,110.8,1,97,
94WN00081, 94041015,94,A1015,04,1,82,30,31,8,2,1,3.0,3,3,1,107,221,114,2,9.5,62,90,0.706,94,1,1,,,0,C,,,L9097,03,L7647,03,82,1,,0,3,2,105,2.07,116.9,1,98,
94WN00082, 94041012,94,A1012,04,3,73,30,42,8,2,2,1.5,1,1,1,107,221,114,6,9.9,50,73,0.554,76,1,1,,,6,,,,L9416,03,L9367,03,73,3,93,281,5,5,105,2.07,126.2,3,92,
94WN00083, 94041018,94,A1018,04,2,82,30,23,8,2,2,3.0,3,3,1,107,221,114,14,11.5,68,67,0.487,70,1,1,,,0,C,,COARSE,L8551,03,L7712,03,82,3,93,281,5,5,108,2.07,140.6,3,91,
94WN00084, 94041019,94,A1019,04,1,82,30,26,8,2,2,3.0,3,3,1,107,221,114,4,11.2,58,82,0.621,86,1,1,,,0,C,,X SCUR,L8638,03,L6992,03,82,3,93,241,5,5,104,2.07,124.5,3,88,
94WN00085, 94041017,94,A1017,04,2,82,30,23,8,2,2,3.0,3,3,1,107,221,114,19,10.1,53,77,0.587,81,1,1,,,0,C,19,COARSE,L8551,03,L7712,03,82,2,92,265,5,5,114,2.07,140.6,2,87,88
94WN00086, 94041001,94,A1001,04,1,ch,31,-2,9,3,2,2.0,2,2,1,107,221,114,3,8.5,56,81,0.636,85,1,1,,,2,c,,,S1497,10,L8845,03,88,1,,0,8,5,117,2.13,131.5,1,91,
94WN00087, 94041003,94,A1003,04,2,73,30,44,8,2,2,1.5,1,1,1,107,221,114,11,5.5,41,61,0.487,64,1,1,,,6,,-FL,,L9586,03,L9383,03,73,1,,0,5,5,97,2.07,123.8,1,71,
94WN00088, 94041005,94,A1005,04,1,82,30,26,9,3,2,6.0,6,4,1,107,221,114,16,8.6,59,85,0.67,89,1,3,,,0,C,,4TEATS,L8638,03,L2056,03,82,3,93,241,8,5,113,2.19,139.2,3,91,
94WN00089, 94041006,94,A1006,04,1,82,30,26,9,3,2,6.0,6,4,1,107,221,114,7,9.0,66,88,0.693,92,1,1,,,0,C,,,L8638,03,L2056,03,82,3,93,241,8,5,115,2.19,139.2,3,103,
94WN00090, 94041002,94,A1002,04,3,73,30,44,8,2,2,1.5,1,1,1,107,221,114,11,6.4,44,63,0.496,66,1,1,,,6,,,,L9586,03,L9383,03,73,3,93,281,5,5,98,2.07,123.8,3,76,
94WN00091, 94041008,94,A1008,04,1,ch,31,-0,8,2,1,2.0,2,2,1,107,221,114,2,8.3,58,77,0.603,81,1,1,,,2,c,,,S1878,10,L9333,03,88,1,,0,3,2,103,1.96,109.6,1,92,
94WN00092, 94041009,94,A1009,04,1,82,30,28,8,2,2,3.0,3,3,1,107,221,114,18,7.1,47,65,0.508,68,1,1,,,0,C,,,L8913,03,L7036,03,82,3,93,241,5,6,82,1.78,97.2,3,74,
94WN00093, 94041031,94,A1031,04,1,82,30,26,8,2,2,3.0,3,3,1,107,221,114,16,10.1,58,87,0.675,91,1,1,,,0,C,,KEEP,L8638,03,L7821,03,82,1,,0,5,5,96,1.93,103.0,1,97,
94WN00094, 94041030,94,A1030,04,1,82,30,26,8,2,2,3.0,3,3,1,107,221,114,14,9.9,55,76,0.58,79,1,3,,,0,C,,KEEP,L8638,03,L7821,03,82,1,,0,5,5,90,1.93,103.0,1,91,
94WN00095, 94041033,94,A1033,04,2,81,30,04,8,2,2,5.0,5,4,1,107,221,114,20,11.0,57,73,0.544,76,1,1,,,0,M,e.7,,L8722,03,L3722,03,81,1,,0,5,5,103,2.21,124.3,1,84,
94WN00096, 94041034,94,A1034,04,2,88,30,R.3,8,2,2,1.0,1,1,1,107,221,114,8,6.0,27,39,0.289,41,1,1,,,0,C,,,L9273,03,L9749,03,82,3,93,281,5,6,82,2.07,119.6,3,51,
94WN00097, 94041035,94,A1035,04,2,88,30,R.3,8,2,2,1.0,1,1,1,107,221,114,2,7.2,46,65,0.507,68,4,1,,,0,C,X,BROWN LEGS,L9273,03,L9749,03,82,3,93,281,5,4,97,2.07,119.6,3,80,80
94WN00098, 94041036,94,A1036,04,1,82,30,27,9,3,2,4.0,4,4,1,107,221,114,4,10.0,60,85,0.658,89,1,1,,,0,C,,,L8903,03,L4851,03,82,1,,0,8,3,98,2.16,108.7,1,86,
94WN00099, 94041032,94,A1032,04,2,81,30,04,8,2,2,5.0,5,4,1,107,221,114,20,9.8,48,67,0.502,70,1,1,,,0,M,15,,L8722,03,L3722,03,81,2,92,265,5,5,100,2.21,124.3,2,80,81
94WN00100, 94041039,94,A1039,04,2,81,30,02,9,3,3,3.0,3,3,2,107,222,115,10,9.2,42,63,0.468,65,1,1,,,0,M,,X WOOL,L9337,03,L6831,03,81,3,93,281,9,8,109,2.21,147.2,3,85,
94WN00101, 94041037,94,A1037,04,1,82,30,27,9,3,2,4.0,4,4,1,107,221,114,5,7.0,51,78,0.623,82,1,3,,,0,C,,,L8903,03,L4851,03,82,3,93,241,8,7,95,2.16,108.7,3,87,
94WN00102, 94041041,94,A1041,04,1,81,30,02,9,3,3,3.0,3,3,2,107,222,115,18,9.8,41,65,0.48,67,1,1,,,0,M,,,L9337,03,L6831,03,81,3,93,241,9,8,106,2.21,147.2,3,74,
94WN00103, 94041040,94,A1040,04,1,81,30,02,9,3,3,3.0,3,3,2,107,222,115,10,7.0,43,72,0.565,75,1,1,,,0,M,,,L9337,03,L6831,03,81,1,,0,9,8,110,2.21,147.2,1,81,
94WN00104, 94041043,94,A1043,04,2,73,30,44,9,3,2,1.5,1,1,1,107,221,114,10,6.5,43,61,0.478,64,1,1,,,6,,-FL,4TEATS,L9586,03,L9480,03,73,1,,0,8,6,98,2.17,127.4,1,75,
94WN00105, 94041044,94,A1044,04,2,73,30,44,9,3,2,1.5,1,1,1,107,221,114,14,7.8,34,51,0.379,53,1,1,,,6,,-FL,,L9586,03,L9480,03,73,1,,0,8,7,92,2.17,127.4,1,64,
94WN00106, 94041046,94,A1046,04,2,ch,30,-0,8,2,1,6.0,6,4,2,107,222,115,15,9.8,63,81,0.619,84,1,1,,,2,h,J01,,L6868,03,L2199,03,88,1,,0,3,2,106,1.89,104.8,1,88,
94WN00107, 94041042,94,A1042,04,2,73,30,44,9,3,2,1.5,1,1,1,107,221,114,8,8.0,41,55,0.412,57,1,1,,,6,,-FL,,L9586,03,L9480,03,73,1,,0,8,4,95,2.17,127.4,1,66,
94WN00108, 94041048,94,A1048,04,1,ch,31,-0,9,3,2,4.0,4,4,1,107,221,114,9,8.2,49,74,0.577,77,1,1,,,2,c,,,S1878,10,L5052,03,88,1,,0,8,5,107,2.03,120.9,1,79,
94WN00109, 94041049,94,A1049,04,1,ch,31,-0,9,3,2,4.0,4,4,1,107,221,114,18,8.1,45,67,0.517,70,1,1,,,2,c,,,S1878,10,L5052,03,88,3,93,241,8,5,102,2.03,120.9,3,74,
94WN00110, 94041047,94,A1047,04,2,ch,31,-0,9,3,1,4.0,4,4,1,107,221,114,3,8.2,67,90,0.718,94,1,1,,,2,c,J04,,S1878,10,L5052,03,88,1,,0,7,2,120,2.03,120.9,1,88,
94WN00111, 94041051,94,A1051,04,1,73,30,44,8,2,2,1.5,1,1,1,107,221,114,5,9.0,45,64,0.482,67,1,1,,,6,,,,L9586,03,L9552,03,73,3,93,241,5,7,93,2.07,119.4,3,70,
94WN00112, 94041050,94,A1050,04,2,73,30,44,8,2,1,1.5,1,1,1,107,221,114,16,7.1,51,71,0.561,74,1,1,,,6,,-FL,,L9586,03,L9552,03,73,1,,0,3,2,100,2.07,119.4,1,82,
94WN00113, 94041053,94,A1053,04,2,73,30,43,8,2,2,1.5,1,1,1,107,221,114,16,10.0,54,64,0.474,67,1,1,,,6,,-FL,,L9649,03,L9629,03,73,1,,0,5,5,100,2.07,126.4,1,82,
94WN00114, 94041054,94,A1054,04,2,82,30,21,9,3,2,3.0,3,3,1,107,221,114,6,8.5,48,67,0.513,70,1,1,,,0,C,20,COARSE,L8881,03,L7232,03,82,2,92,265,8,5,112,2.35,148.7,2,83,85
