UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
97WN00028, 97044110,97,A4110,04,2,00,71,ai0,8,2,2,2.0,2,2,1,104,218,114,14,6.9,49,61,0.475,64,1,1,,,0,F,e.-,, 0050,00,A2308,04,81,1,,0,5,7,0,2.03,131.4,1,77,,1.71,0,0,,,0.0,3.41
97WN00029, 97044113,97,A4113,04,3,81,30,03,8,2,2,3.0,3,3,1,104,218,114,7,13.0,72,78,0.57,81,1,1,,,0,M,PIN,BLK.LEG,A2146,04,A1103,04,81,P,93,666,5,3,108,2.08,128.4,P,93,,5.98,0,0,,,7.03,4.93
97WN00030, 97044114,97,A4114,04,3,81,30,03,8,2,2,3.0,3,3,1,104,218,114,2,9.4,72,99,0.786,104,1,1,,,0,M,PIN,HAIRY,A2146,04,A1103,04,81,P,93,666,5,7,121,2.08,128.4,P,112,,5.98,0,0,,,7.03,4.93
97WN00031, 97044116,97,A4116,04,3,82,30,25,9,3,2,3.0,3,3,1,104,218,114,21,7.5,49,68,0.531,71,1,1,,,0,C,,HAIRY,A2074,04,A0920,04,82,3,93,273,8,5,98,2.08,118.8,3,72,,4.99,0,0,,,4.13,5.85
97WN00032, 97044112,97,A4112,04,2,81,30,03,8,2,2,2.0,2,2,1,104,218,114,11,10.3,57,74,0.559,77,1,1,,,0,M,e.-,,A2146,04,A2313,04,81,1,,0,5,5,106,2.03,132.8,1,85,,6.13,0,0,,,7.03,5.22
97WN00033, 97044118,97,A4118,04,2,00,71,ai0,5,1,1,2.0,2,2,1,104,218,114,12,12.8,70,89,0.668,93,1,1,,,0,F,e.-,4TEATS, 0214,00,A1927,04,82,1,,0,1,1,0,1.86,118.2,1,97,,0.1,0,0,,,0.0,0.2
97WN00034, 97044117,97,A4117,04,1,82,30,25,9,3,2,3.0,3,3,1,104,218,114,12,7.7,62,84,0.669,88,1,1,,,0,C,,,A2074,04,A0920,04,82,1,,0,8,5,97,2.08,118.8,1,86,,4.99,0,0,,,4.13,5.85
97WN00035, 97044101,97,A4101,04,2,00,71,ai0,9,3,1,2.0,2,2,1,103,218,115,1,6.9,47,64,0.497,66,1,1,,,0,F,,4TEATS, 0214,00,A2050,04,81,7,97,218,7,2,0,2.37,123.3,7,,,2.68,0,0,,,0.0,5.35
97WN00036, 97044100,97,A4100,04,2,00,71,ai0,9,3,1,2.0,2,2,1,103,218,115,7,7.0,56,77,0.609,80,1,1,,,0,F,e.-,4TEATS, 0214,00,A2050,04,81,1,,0,7,2,0,2.37,123.3,1,88,,2.68,0,0,,,0.0,5.35
97WN00037, 97044103,97,A4103,04,2,88,30,e.9,8,2,2,1.0,1,1,1,103,218,115,4,8.4,52,75,0.579,78,1,1,,,0,M, 10,4TEATS,A1985,04,A3618,04,81,2,92,261,5,5,106,2.07,130.7,2,89,,6.23,0,0,,,5.93,6.53
97WN00038, 97044104,97,A4104,04,3,88,30,e.9,8,2,2,1.0,1,1,1,103,218,115,22,8.2,50,67,0.511,70,1,1,,,0,M,,,A1985,04,A3618,04,81,3,93,273,5,5,104,2.07,130.7,3,76,,6.23,0,0,,,5.93,6.53
97WN00039, 97044105,97,A4105,04,3,88,30,e.9,8,2,1,1.0,1,1,1,103,218,115,21,8.4,55,69,0.527,72,1,1,,,0,M,,,A1985,04,A3432,04,81,3,93,273,3,2,97,2.07,115.5,3,78,,6.14,0,0,,,5.93,6.35
97WN00040, 97044108,97,A4108,04,2,88,30,e.8,8,2,2,1.0,1,1,1,103,218,115,21,9.0,52,67,0.504,70,1,1,,,0,M, 11,4TEATS,A2059,04,A2969,04,81,2,92,261,5,5,99,2.07,125.7,2,85,,5.18,0,0,,,4.89,5.47
97WN00041, 97044109,97,A4109,04,3,00,71,ai0,8,2,2,2.0,2,2,1,104,218,114,10,10.0,56,71,0.535,74,1,1,,,0,F,PIN,, 0050,00,A2308,04,81,P,93,666,5,3,0,2.03,131.4,P,76,,1.71,0,0,,,0.0,3.41
97WN00042, 97044107,97,A4107,04,3,88,30,e.8,8,2,2,1.0,1,1,1,103,218,115,15,8.1,44,51,0.373,53,1,1,,,0,M,,ENTR,A2059,04,A2969,04,81,3,93,273,5,5,92,2.07,125.7,3,60,,5.18,0,0,,,4.89,5.47
97WN00043, 97044131,97,A4131,04,3,00,71,ai0,8,2,2,4.0,4,4,1,104,218,114,22,8.8,54,75,0.581,78,1,1,,,0,F,PIN,, 0283,00,A0051,04,82,P,,0,5,5,0,2.1,119.7,P,81,,0.4,0,0,,,0.0,0.79
97WN00044, 97044130,97,A4130,04,3,00,71,ai0,8,2,2,4.0,4,4,1,104,218,114,19,10.0,60,79,0.605,83,1,1,,,0,F,PIN,, 0283,00,A0051,04,82,P,93,666,5,5,0,2.1,119.7,P,84,,0.4,0,0,,,0.0,0.79
97WN00045, 97044133,97,A4133,04,2,81,30,02,8,2,2,3.0,3,3,1,104,218,114,16,10.0,53,72,0.544,75,1,1,,,0,M,e.-,,A2096,04,A0975,04,81,1,,0,5,5,98,1.93,119.2,1,78,,6.26,0,0,,,5.71,6.8
97WN00046, 97044134,97,A4134,04,2,81,30,02,8,2,2,3.0,3,3,1,104,218,114,2,10.2,52,78,0.595,82,1,1,,,0,M,e.8,,A2096,04,A0975,04,81,1,,0,5,5,102,1.93,119.2,1,84,,6.26,0,0,,,5.71,6.8
97WN00047, 97044135,97,A4135,04,3,73,30,742,8,2,2,1.5,1,1,4,104,223,119,4,10.4,58,80,0.585,81,1,1,,,6,L,-FL,,A2746,04,A2673,04,73,3,93,273,5,5,104,1.86,120.1,3,87,,0.07,0,0,,,0.0,0.14
97WN00048, 97044136,97,A4136,04,2,73,30,742,8,2,2,1.5,1,1,4,104,223,119,4,10.0,60,90,0.672,91,1,1,,,6,L,-FL,,A2746,04,A2673,04,73,1,,0,5,5,108,1.86,120.1,1,95,,0.07,0,0,,,0.0,0.14
97WN00049, 97044138,97,A4138,04,2,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,4,8.0,48,56,0.421,59,1,1,,,0,M, 15,,A2059,04,A3248,04,81,2,92,261,5,5,93,2.07,126.3,2,69,,4.67,0,0,,,4.89,4.44
97WN00050, 97044139,97,A4139,04,2,00,71,ai0,5,1,1,7.0,7,5,1,104,218,114,2,10.4,56,76,0.575,79,1,1,,,0,F,e.-,, 0214,00,L5077,03,81,1,,0,1,1,0,1.88,142.1,1,80,,1.72,0,0,,,0.0,3.44
97WN00051, 97044137,97,A4137,04,2,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,9,6.9,43,64,0.501,67,1,1,,,0,M,,"X,UGLY",A2059,04,A3248,04,81,3,93,273,5,5,98,2.07,126.3,3,71,,4.67,0,0,,,4.89,4.44
97WN00052, 97044141,97,A4141,04,1,00,71,ai0,9,3,2,2.0,2,2,1,104,218,114,22,9.8,47,61,0.449,64,1,1,,,0,F,,RAM      EFxP, 0283,00,A2097,04,81,1,,0,8,5,0,2.37,144.4,1,73,,2.86,0,0,,,0.0,5.71
97WN00053, 97044140,97,A4140,04,3,00,71,ai0,9,3,2,2.0,2,2,1,104,218,114,22,9.8,60,83,0.642,87,1,1,,,0,F,PIN,, 0283,00,A2097,04,81,P,,0,8,6,0,2.37,144.4,P,94,,2.86,0,0,,,0.0,5.71
97WN00054, 97044145,97,A4145,04,3,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,8,8.6,53,71,0.547,74,1,1,,,0,C,,,A2059,04,A3294,04,82,3,93,273,5,5,105,2.07,130.1,3,83,,3.8,0,0,,,4.89,2.7
97WN00055, 97044146,97,A4146,04,2,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,22,9.0,46,68,0.518,71,1,1,,,0,C, 11,4TEATS,A2059,04,A3294,04,82,2,92,261,5,5,102,2.07,130.1,2,83,,3.8,0,0,,,4.89,2.7
97WN00056, 97044142,97,A4142,04,1,00,71,ai0,9,3,2,2.0,2,2,1,104,218,114,3,8.8,59,85,0.668,89,1,1,,,0,F,,RAM      EFxP, 0283,00,A2097,04,81,1,,0,8,5,0,2.37,144.4,1,89,,2.86,0,0,,,0.0,5.71
97WN00057, 97044148,97,A4148,04,2,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,7,8.5,46,67,0.513,70,1,1,,,0,M, 15,,A2059,04,A3551,04,81,2,92,261,5,5,101,2.07,129.9,2,71,,4.68,0,0,,,4.89,4.47
97WN00058, 97044149,97,A4149,04,1,82,30,27,8,2,2,6.0,6,4,1,104,218,114,12,9.7,63,85,0.661,89,1,1,,,0,C,,,A2085,04,L7260,03,82,1,,0,5,5,106,2.02,138.9,1,89,,3.5,0,0,,,2.62,4.37
97WN00059, 97044147,97,A4147,04,3,88,30,e.8,8,2,2,1.0,1,1,1,104,218,114,10,8.5,56,71,0.548,74,1,1,,,0,M,,,A2059,04,A3551,04,81,3,93,273,5,5,105,2.07,129.9,3,79,,4.68,0,0,,,4.89,4.47
97WN00060, 97044151,97,A4151,04,2,82,30,21,3,4,2,2.0,2,2,1,104,218,114,22,7.3,52,72,0.568,75,1,1,,,0,C,,"X,UGLY",A2062,04,A1928,04,82,Z,93,255,8,5,105,2.37,133.7,Z,76,,3.88,0,0,,,5.36,2.4
97WN00061, 97044150,97,A4150,04,2,82,30,27,8,2,2,6.0,6,4,1,104,218,114,18,10.8,62,79,0.598,83,1,1,,,0,C,e.8,"THIN,WGT.LOSS",A2085,04,L7260,03,82,1,,0,5,5,112,2.02,138.9,1,94,,3.5,0,0,,,2.62,4.37
97WN00062, 97044155,97,A4155,04,2,00,71,ai0,8,2,2,5.0,5,4,1,104,218,114,10,11.2,49,70,0.516,73,1,1,,,0,F,e.-,, 0214,00,L9154,03,82,1,,0,5,5,0,1.96,106.8,1,80,,-1.17,0,0,,,0.0,-2.34
97WN00063, 97044156,97,A4156,04,3,00,71,ai0,8,2,2,5.0,5,4,1,104,218,114,12,12.5,56,73,0.531,76,1,1,,,0,F,PIN,, 0214,00,L9154,03,82,P,93,666,5,5,0,1.96,106.8,P,83,,-1.17,0,0,,,0.0,-2.34
97WN00064, 97044152,97,A4152,04,1,82,30,21,3,4,2,2.0,2,2,1,104,218,114,22,7.7,56,80,0.634,84,1,1,,,0,C,,,A2062,04,A1928,04,82,1,,0,8,5,101,2.37,133.7,1,81,,3.88,0,0,,,5.36,2.4
97WN00065, 97044158,97,A4158,04,2,00,71,ai0,8,2,1,4.0,4,4,1,104,218,114,6,7.8,46,62,0.475,65,1,1,,,0,F,e.-,HAIRY, 0283,00,L9893,03,81,1,,0,3,2,0,1.73,85.4,1,62,,0.85,0,0,,,0.0,1.69
97WN00066, 97044157,97,A4157,04,1,81,30,01,5,1,1,3.0,3,3,2,104,219,115,17,11.2,79,73,0.537,76,1,1,,,0,M,,BAND MIX 1>2,A1994,04,A1089,04,81,3,93,248,1,1,84,1.79,104.2,3,94,,5.78,0,0,,,7.76,3.79
97WN00067, 97044161,97,A4161,04,1,00,71,ai0,9,3,2,4.0,4,4,1,104,218,114,8,10.5,63,79,0.601,83,1,1,,,0,F,ORE,RAM $250 EFxP, 0214,00,L9856,03,81,2,92,232,8,5,0,2.35,128.9,2,,,2.65,0,0,,,0.0,5.29
97WN00068, 97044163,97,A4163,04,3,00,71,ai0,5,1,1,4.0,4,4,1,104,218,114,22,12.9,74,93,0.703,97,1,1,,,0,F,PIN,, 0214,00,L9950,03,82,P,93,666,1,1,0,1.85,127.8,P,98,,1.72,0,0,,,0.0,3.44
97WN00069, 97044164,97,A4164,04,2,00,71,ai0,9,3,2,5.0,5,4,1,104,218,114,7,7.8,37,54,0.405,56,1,1,,,0,F,,, 0050,00,L8654,03,81,3,93,273,8,5,0,2.18,129.1,3,57,,1.54,0,0,,,0.0,3.08
97WN00070, 97044165,97,A4165,04,3,00,71,ai0,9,3,2,5.0,5,4,1,104,218,114,3,9.0,50,60,0.447,63,9,1,,,0,F,PIN,BLACK WETHER, 0050,00,L8654,03,81,X,93,287,8,5,0,2.18,129.1,P,70,,1.54,0,0,,,0.0,3.08
97WN00071, 97044162,97,A4162,04,1,00,71,ai0,9,3,2,4.0,4,4,1,104,218,114,8,11.5,60,83,0.627,87,1,1,,,0,F,,RAM      EFxP, 0214,00,L9856,03,81,1,,0,8,5,0,2.35,128.9,1,82,,2.65,0,0,,,0.0,5.29
97WN00072, 97044169,97,A4169,04,3,00,71,ai0,9,3,1,4.0,4,4,1,104,218,114,7,8.3,58,86,0.682,90,1,1,,,0,F,PIN,, 0050,00,L9839,03,TT,P,93,666,7,2,0,2.23,120.2,P,92,,0.33,0,0,,,0.0,0.65
97WN00073, 97044167,97,A4167,04,2,00,71,ai0,5,1,1,3.0,3,3,1,104,218,114,17,14.1,77,100,0.754,105,1,1,,,0,F,e.-,, 0283,00,A1234,04,81,1,,0,1,1,0,1.79,117.0,1,111,,4.13,0,0,,,0.0,8.25
97WN00074, 97044121,97,A4121,04,3,00,71,ai0,9,3,2,3.0,3,3,1,104,218,114,22,10.4,60,77,0.584,81,1,1,,,0,F,PIN,, 0214,00,A1358,04,82,P,,0,8,5,0,2.08,123.7,P,87,,2.18,0,0,,,0.0,4.35
97WN00075, 97044120,97,A4120,04,2,00,71,ai0,9,3,2,3.0,3,3,1,104,218,114,22,11.3,65,83,0.629,87,1,1,,,0,F,e.-,, 0214,00,A1358,04,82,1,,0,8,5,0,2.08,123.7,1,96,,2.18,0,0,,,0.0,4.35
97WN00076, 97044125,97,A4125,04,1,82,30,21,9,3,2,3.0,3,3,1,104,218,114,13,6.0,60,84,0.684,88,1,1,,,0,C,,,A2062,04,A1503,04,82,1,,0,8,5,105,2.36,137.3,1,86,,3.94,0,0,,,5.36,2.52
97WN00077, 97044126,97,A4126,04,1,82,30,21,9,3,2,3.0,3,3,1,104,218,114,22,6.6,56,75,0.6,79,1,1,,,0,C,,,A2062,04,A1503,04,82,3,93,248,8,5,101,2.36,137.3,3,82,,3.94,0,0,,,5.36,2.52
97WN00078, 97044128,97,A4128,04,2,81,30,03,8,2,1,2.0,2,2,1,104,218,114,20,7.3,62,84,0.673,88,1,1,,,0,M,e.9,4TEATS,A2146,04,A2252,04,81,1,,0,3,2,105,2.03,117.5,1,97,,6.56,0,0,,,7.03,6.08
97WN00079, 97044129,97,A4129,04,2,73,30,743,5,1,1,1.5,1,1,4,104,223,119,6,11.5,62,84,0.609,85,1,1,,,6,H,-FL,,A2581,04,A2739,04,73,1,,0,1,1,95,1.86,100.0,1,90,,1.33,0,0,,,0.27,2.39
97WN00080, 97044181,97,A4181,04,2,00,71,ai0,8,2,2,6.5,6,5,1,104,218,114,8,7.7,52,74,0.582,77,1,1,,,0,F,e.-,, 0283,00,L5955,03,88,1,,0,5,6,0,1.52,92.0,1,83,,0.0,0,0,,,0.0,0.0
97WN00081, 97044180,97,A4180,04,2,00,71,ai0,8,2,2,6.5,6,5,1,104,218,114,18,9.5,53,69,0.522,72,1,1,,,0,F,e.-,, 0283,00,L5955,03,88,1,,0,5,4,0,1.52,92.0,1,79,,0.0,0,0,,,0.0,0.0
97WN00082, 97044184,97,A4184,04,2,00,71,ai0,9,3,2,4.0,4,4,1,105,218,113,6,10.1,60,83,0.645,88,1,1,,,0,F,e.-,, 0283,00,L9807,03,TT,1,,0,8,5,0,2.48,108.8,1,88,,0.37,0,0,,,0.0,0.74
97WN00083, 97044185,97,A4185,04,2,00,71,ai0,9,3,2,4.0,4,4,1,105,218,113,7,8.8,57,74,0.577,78,1,1,,,0,F,,"X,WGT.LOSS", 0283,00,L9807,03,TT,3,93,273,8,5,0,2.48,108.8,3,59,,0.37,0,0,,,0.0,0.74
97WN00084, 97044182,97,A4182,04,2,00,71,ai0,8,2,1,3.0,3,3,1,105,218,113,4,9.6,63,71,0.543,75,1,1,,,0,F,e.-,, 0214,00,A0876,04,82,1,,0,3,2,0,1.93,93.6,1,79,,2.29,0,0,,,0.0,4.57
97WN00085, 97044188,97,A4188,04,3,00,71,ai0,3,4,3,4.0,4,4,1,105,218,113,5,8.8,52,68,0.524,72,1,1,,,0,F,PIN,, 0283,00,L9685,03,81,P,93,666,9,8,0,2.48,145.5,P,76,,2.46,0,0,,,0.0,4.91
97WN00086, 97044189,97,A4189,04,2,00,71,ai0,3,4,3,4.0,4,4,1,105,218,113,6,8.1,54,76,0.601,80,1,1,,,0,F,e.-,, 0283,00,L9685,03,81,1,,0,9,8,0,2.48,145.5,1,73,,2.46,0,0,,,0.0,4.91
97WN00087, 97044187,97,A4187,04,2,00,71,ai0,3,4,3,4.0,4,4,1,105,218,113,21,8.0,44,55,0.416,58,1,1,,,0,F,e.-,SAVE, 0283,00,L9685,03,81,1,,0,9,8,0,2.48,145.5,1,74,,2.46,0,0,,,0.0,4.91
97WN00088, 97044194,97,A4194,04,2,00,71,ai0,9,3,2,5.0,5,4,1,105,218,113,3,9.3,44,69,0.528,73,1,1,,,0,F,e.-,, 0050,00,L8820,03,82,1,,0,8,5,0,2.18,129.9,1,73,,0.48,0,0,,,0.0,0.95
97WN00089, 97044195,97,A4195,04,3,00,71,ai0,9,3,2,5.0,5,4,1,105,218,113,16,10.0,54,70,0.531,74,1,1,,,0,F,PIN,, 0050,00,L8820,03,82,P,,0,8,5,0,2.18,129.9,P,79,,0.48,0,0,,,0.0,0.95
97WN00090, 97044192,97,A4192,04,3,88,30,e.9,8,2,1,1.0,1,1,1,105,218,113,9,8.0,62,84,0.673,89,1,1,,,0,M,PIN,,A1985,04,A3423,04,81,P,93,666,3,2,108,2.07,118.9,P,94,,5.0,0,0,,,5.93,4.06
97WN00091, 97044198,97,A4198,04,3,00,71,ai0,9,3,2,2.0,2,2,1,105,218,113,16,8.2,42,54,0.405,57,9,1,,,0,F,PIN,BLACK, 0050,00,A2165,04,82,X,93,287,8,5,0,2.03,109.0,P,59,,-0.62,0,0,,,0.0,-1.23
97WN00092, 97044199,97,A4199,04,1,88,30,e.9,5,1,1,1.0,1,1,1,105,218,113,21,8.6,63,83,0.658,88,1,1,,,0,M,,,A1985,04,A3430,04,81,3,93,248,1,1,96,1.97,118.7,3,92,,5.28,0,0,,,5.93,4.62
97WN00093, 97044197,97,A4197,04,2,00,71,ai0,9,3,2,2.0,2,2,1,105,218,113,2,9.0,47,64,0.487,67,1,1,,,0,F,e.-,, 0050,00,A2165,04,82,1,,0,8,5,0,2.03,109.0,1,71,,-0.62,0,0,,,0.0,-1.23
97WN00094, 97044171,97,A4171,04,1,82,30,21,8,2,2,2.0,2,2,1,104,218,114,22,9.6,64,91,0.714,95,1,1,,,0,C,,,A2062,04,A2116,04,82,1,,0,5,5,109,2.03,138.1,1,103,,5.12,0,0,,,5.36,4.87
97WN00095, 97044174,97,A4174,04,3,00,71,ai0,9,3,2,6.0,6,4,1,104,218,114,11,8.3,60,82,0.646,86,1,1,,,0,F,PIN,, 0283,00,L7227,03,88,P,,0,8,6,0,2.12,117.4,P,90,,2.01,0,0,,,0.0,4.01
97WN00096, 97044175,97,A4175,04,2,00,71,ai0,9,3,2,6.0,6,4,1,104,218,114,12,11.1,61,64,0.464,67,1,1,,,0,F,e.-,, 0283,00,L7227,03,88,1,,0,8,4,0,2.12,117.4,1,76,,2.01,0,0,,,0.0,4.01
