UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM,MASTITRT
00WN01453,100047410,00,A7410,04,1,81,30,02,8,2,2,4.0,4,4,2,105,222,117,21,12.4,73,94,0.697,96,1,1,,,0,M,.,,COARSE,A5515,04,A2879,04,81,3,93,249,5,5,111,2.19,148.1,3,105,0,,0,0,0,,,,
00WN01454,100047411,00,A7411,04,3,81,30,02,8,2,2,4.0,4,4,2,105,222,117,5,10.9,62,85,0.633,87,3,1,,,0,M,.,,BLK.SIDE,A5515,04,A2879,04,81,3,93,266,5,5,114,2.19,148.1,3,96,0,,0,0,0,,,,
00WN01455,100047413,00,A7413,04,1,81,30,01,3,4,3,4.0,4,4,2,105,222,117,7,8.2,31,49,0.349,50,1,1,,,0,M,.,,,A5198,04,A3102,04,81,3,93,249,9,8,82,2.69,133.2,3,56,0,,0,0,0,,,,
00WN01456,100047414,00,A7414,04,1,81,30,01,3,4,3,4.0,4,4,2,105,222,117,2,10.2,58,76,0.562,78,1,1,,,0,M,.,,tb4 tr3 save,A5198,04,A3102,04,81,3,93,249,9,8,96,2.69,133.2,3,84,0,,0,0,0,,,,
00WN01457,100047415,00,A7415,04,2,81,30,01,3,4,3,4.0,4,4,2,105,222,117,20,9.9,45,62,0.445,63,1,1,,,0,M,.,,BUSHY,A5198,04,A3102,04,81,3,93,266,9,8,93,2.69,133.2,3,77,0,,0,0,0,,,,
00WN01458,100047416,00,A7416,04,1,82,30,25,8,2,2,2.0,2,2,2,105,222,117,24,10.2,63,73,0.537,75,1,1,,,0,C,.,,,A5229,04,A5319,04,82,1,,0,5,5,102,2.24,151.3,1,82,0,,0,0,0,,,,
00WN01459,100047417,00,A7417,04,2,82,30,25,8,2,2,2.0,2,2,2,105,222,117,19,9.1,58,76,0.572,78,1,1,,,0,C,.,,UGLY X,A5229,04,A5319,04,82,3,93,266,5,5,109,2.24,151.3,3,85,0,,0,0,0,,,,
00WN01460,100047418,00,A7418,04,3,88,30,43-,8,2,2,4.0,4,4,2,105,222,117,3,10.6,67,87,0.653,89,1,1,,,7,.,GXE,,,A4898,04,A3270,04,73,3,93,266,5,5,96,1.56,106.3,3,95,0,,0,0,0,,,,
00WN01461,100047419,00,A7419,04,3,88,30,43-,8,2,2,4.0,4,4,2,105,222,117,15,9.7,68,91,0.695,93,1,1,,,7,.,GXE,,,A4898,04,A3270,04,73,3,93,266,5,5,98,1.56,106.3,3,100,0,,0,0,0,,,,
00WN01462,100047420,00,A7420,04,3,00,76,.0.,8,2,2,3.0,3,3,2,105,222,117,24,11.4,52,75,0.544,77,1,1,,,0,F,F0.,,,K0000,63,A4100,04,00,3,93,266,5,5,0,2.15,152.1,3,84,0,,0,0,0,,,,
00WN01463,100047421,00,A7421,04,3,00,76,.0.,8,2,2,3.0,3,3,2,105,222,117,12,11.0,55,75,0.547,77,1,1,,,0,F,F0.,,,K0000,63,A4100,04,00,3,93,266,5,5,0,2.15,152.1,3,81,0,,0,0,0,,,,
00WN01464,100047422,00,A7422,04,3,00,76,.0.,8,2,2,3.0,3,3,2,105,222,117,17,9.7,49,60,0.43,61,1,1,,,0,F,F0.,,,K0000,63,A4182,04,00,3,93,266,5,5,0,1.86,101.6,3,68,0,,0,0,0,,,,
00WN01465,100047423,00,A7423,04,2,00,76,.0.,8,2,2,3.0,3,3,2,105,222,117,17,9.8,42,60,0.429,61,1,1,,,0,F,F0.,,,K0000,63,A4182,04,00,3,93,266,5,5,0,1.86,101.6,3,69,0,,0,0,0,,,,
00WN01466,100047424,00,A7424,04,1,81,30,04,9,3,2,3.0,3,3,2,105,222,117,4,8.2,54,70,0.528,72,1,1,,,0,M,.,,"COYOTE, X",A5472,04,A4343,04,81,3,93,249,8,4,103,2.29,156.7,3,69,0,,0,0,0,,,,
00WN01467,100047425,00,A7425,04,2,81,30,04,9,3,2,3.0,3,3,2,105,222,117,16,6.7,64,79,0.618,81,1,1,,,0,M,.,e.6,,A5472,04,A4343,04,81,1,,0,8,6,113,2.29,156.7,1,86,98,,0,0,0,,,,
00WN01468,100047426,00,A7426,04,2,81,30,04,9,3,2,3.0,3,3,2,105,222,117,12,8.4,50,66,0.492,67,1,1,,,0,M,.,e.9,,A5472,04,A4343,04,81,1,,0,8,7,106,2.29,156.7,1,74,86,,0,0,0,,,,
00WN01469,100047427,00,A7427,04,3,88,30,41-,8,2,2,3.5,3,3,2,105,222,117,16,11.5,71,85,0.628,87,1,1,,,7,.,GXE,,,A4328,04,A3703,04,73,3,93,266,5,3,111,2.29,141.5,3,97,0,,0,0,0,,,,
00WN01470,100047429,00,A7429,04,2,88,30,e.8,5,1,1,1.0,1,1,2,105,222,117,10,11.6,64,80,0.585,82,1,1,,,0,., 12,,,A5789,04,A6175,04,82,2,92,265,1,1,103,2.1,131.5,2,84,84,,0,0,0,,,,
00WN01471,100047431,00,A7431,04,1,81,30,02,9,3,2,3.0,3,3,2,105,222,117,7,7.5,61,84,0.654,86,1,1,,,0,M,.,,,A5515,04,A4524,04,81,1,,0,8,5,104,2.15,141.8,1,92,0,,0,0,0,,,,
00WN01472,100047432,00,A7432,04,1,81,30,02,9,3,2,3.0,3,3,2,105,222,117,7,8.1,60,83,0.64,85,1,1,,,0,M,.,,,A5515,04,A4524,04,81,1,,0,8,5,103,2.15,141.8,1,93,0,,0,0,0,,,,
00WN01473,100047433,00,A7433,04,1,82,30,24,9,3,2,3.0,3,3,2,105,222,117,10,8.2,46,75,0.571,77,1,1,,,0,C,.,,,A5144,04,A4480,04,82,1,,0,8,5,98,2.15,139.3,1,81,0,,0,0,0,,,,
00WN01474,100047434,00,A7434,04,1,82,30,24,9,3,2,3.0,3,3,2,105,222,117,15,8.5,55,69,0.517,71,1,1,,,0,C,.,,,A5144,04,A4480,04,82,3,93,249,8,5,95,2.15,139.3,3,80,0,,0,0,0,,,,
00WN01475,100047435,00,A7435,04,2,82,30,24,9,3,1,3.0,3,3,1,105,221,116,17,6.4,45,63,0.488,65,1,1,,,0,C,.,e.7,,A5144,04,A4480,04,82,1,,0,7,2,97,2.15,139.3,1,72,78,,0,0,0,,,,
00WN01476,100047436,00,A7436,04,1,82,30,30,8,2,2,3.0,3,3,2,105,222,117,5,9.4,58,74,0.552,76,1,1,,,0,C,.,,H2,A5528,04,A4653,04,82,1,,0,5,5,97,2.15,137.9,1,80,0,,0,0,0,,,,
00WN01477,100047437,00,A7437,04,1,82,30,30,8,2,2,3.0,3,3,2,105,222,117,8,8.4,64,82,0.629,84,1,1,3,,0,C,.,,H3 X,A5528,04,A4653,04,82,3,93,249,5,5,101,2.15,137.9,3,90,0,,0,0,0,,,,
00WN01478,100047438,00,A7438,04,3,88,30,43-,7,2,2,3.0,3,3,2,105,222,117,15,11.2,67,91,0.682,93,1,1,,,7,.,GXE,,,A4898,04,A4477,04,73,3,93,266,5,5,96,1.86,102.1,3,97,0,,0,0,0,,,,
00WN01479,100047439,00,A7439,04,2,81,30,03,9,3,2,2.0,2,2,1,106,221,115,20,7.2,50,71,0.555,74,1,1,,,0,M,.,e.7,,A5232,04,A5617,04,81,1,,0,8,5,101,2.24,136.5,1,86,93,,0,0,0,,,,
00WN01480,100047440,00,A7440,04,3,81,30,03,9,3,2,2.0,2,2,1,106,221,115,1,7.6,42,68,0.525,71,1,1,,,0,M,.,,,A5232,04,A5617,04,81,3,93,266,8,5,100,2.24,136.5,3,79,0,,0,0,0,,,,
00WN01481,100047442,00,A7442,04,1,88,30,45-,8,2,2,2.5,2,2,2,105,222,117,13,11.4,68,83,0.612,85,1,1,2,,7,.,GXE,,H2,A5346,04,A4733,04,73,1,,0,5,5,111,2.24,160.5,1,95,0,,0,0,0,,,,
00WN01482,100047443,00,A7443,04,1,88,30,45-,8,2,2,2.5,2,2,2,105,222,117,3,11.8,72,90,0.668,92,1,1,,,7,.,GXE,,,A5346,04,A4733,04,73,1,,0,5,5,115,2.24,160.5,1,103,0,,0,0,0,,,,
00WN01483,100047444,00,A7444,04,2,88,30,e.7,5,1,1,1.0,1,1,2,105,222,117,20,10.6,69,88,0.662,90,1,1,,,0,.,.,,BRITCHY,A5514,04,A6618,04,81,3,93,266,1,1,108,2.1,133.1,3,96,0,,0,0,0,,,,
00WN01484,100047445,00,A7445,04,1,88,30,41-,8,2,2,1.5,1,1,2,105,222,117,24,9.3,57,74,0.553,76,1,1,,,7,.,GXE,,,A4328,04,A5957,04,73,3,93,249,5,5,101,2.2,147.3,3,97,0,,0,0,0,,,,
00WN01485,100047446,00,A7446,04,1,88,30,41-,8,2,2,1.5,1,1,2,105,222,117,18,10.1,69,83,0.623,85,1,3,,,7,.,GXE,,,A4328,04,A5957,04,73,1,,0,5,5,106,2.2,147.3,1,98,0,,0,0,0,,,,
00WN01486,100047447,00,A7447,04,2,88,30,44-,8,2,2,1.5,1,1,2,106,222,116,6,7.7,51,73,0.563,75,1,1,,,7,.,GXE,e.7,HAIRY,A4920,04,A5833,04,73,1,,0,5,5,104,2.2,143.7,1,81,86,,0,0,0,,,,
00WN01487,100047448,00,A7448,04,3,88,30,44-,8,2,2,1.5,1,1,2,106,222,116,17,7.8,48,66,0.502,68,1,1,,,7,.,GXE,,,A4920,04,A5833,04,73,3,93,266,5,5,102,2.2,143.7,3,72,0,,0,0,0,,,,
00WN01488,100047449,00,A7449,04,2,88,30,45-,8,2,2,1.5,1,1,1,106,221,115,3,10.3,53,74,0.554,77,1,1,,,7,.,GXE,e.6,,A5346,04,A5863,04,73,1,,0,5,5,107,2.2,146.7,1,81,93,,0,0,0,,,,
00WN01489,100047450,00,A7450,04,1,88,30,45-,8,2,2,1.5,1,1,1,106,221,115,24,9.3,59,78,0.597,81,1,1,5,,7,.,GXE,,H5 X,A5346,04,A5863,04,73,3,93,249,5,5,103,2.2,146.7,3,88,0,,0,0,0,,,,
00WN01490,100047451,00,A7451,04,1,81,30,01,8,2,2,4.0,4,4,1,106,221,115,24,11.9,63,87,0.653,90,1,1,,,0,M,.,,,A5198,04,A3481,04,81,1,,0,5,5,104,1.94,138.0,1,95,0,,0,0,0,,,,
00WN01491,100047452,00,A7452,04,1,81,30,01,8,2,2,4.0,4,4,1,106,221,115,5,13.2,62,91,0.677,94,1,1,,,0,M,.,,NICE,A5198,04,A3481,04,81,1,,0,5,5,106,1.94,138.0,1,98,0,,0,0,0,,,,
00WN01492,100047453,00,A7453,04,1,88,30,43-,8,2,2,3.0,3,3,1,106,221,115,12,11.5,55,83,0.622,86,1,1,,,7,.,GXE,,NICE,A4898,04,A4423,04,73,3,93,249,5,5,91,1.72,113.2,3,89,0,,0,0,0,,,,
00WN01493,100047454,00,A7454,04,1,88,30,43-,8,2,2,3.0,3,3,1,106,221,115,23,10.5,62,88,0.674,91,1,1,,,7,.,GXE,,,A4898,04,A4423,04,73,3,93,249,5,5,94,1.72,113.2,3,97,0,,0,0,0,,,,
00WN01494,100047455,00,A7455,04,2,82,30,24,5,1,1,2.0,2,2,1,106,221,115,1,11.8,64,97,0.741,101,1,1,,,0,C,.,e.8,4TEATS,A5144,04,A5589,04,82,1,,0,1,1,110,1.9,125.2,1,102,119,,0,0,0,,,,
00WN01495,100047456,00,A7456,04,1,88,30,43-,8,2,2,2.0,2,2,1,106,221,115,11,11.0,65,89,0.678,92,1,1,,,7,.,GXE,,,A4898,04,A5594,04,81,3,93,249,5,4,105,2.07,138.8,3,93,0,,0,0,0,,,,
00WN01496,100047457,00,A7457,04,2,88,30,43-,8,2,2,2.0,2,2,1,106,221,115,14,8.4,54,76,0.588,79,1,1,,,7,.,GXE,e.6,,A4898,04,A5594,04,81,1,,0,5,6,104,2.07,138.8,1,88,101,,0,0,0,,,,
00WN01497,100047458,00,A7458,04,2,81,30,01,8,2,2,7.0,7,5,1,106,221,115,18,12.8,63,86,0.637,89,1,1,,,0,M,.,e.8,4TEATS,A5198,04,L9966,03,81,1,,0,5,5,115,2.29,151.0,1,98,116,,0,0,0,,,,
00WN01498,100047459,00,A7459,04,1,81,30,01,8,2,2,7.0,7,5,1,106,221,115,1,11.1,59,87,0.66,90,1,1,,,0,M,.,,,A5198,04,L9966,03,81,1,,0,5,5,110,2.29,151.0,1,95,0,,0,0,0,,,,
00WN01499,100047460,00,A7460,04,1,88,30,42-,8,2,2,2.5,2,2,1,106,221,115,2,10.7,63,94,0.724,98,1,1,,3-,7,.,GXE,,"F3-, Top Idx",A4528,04,A4913,04,73,1,,0,5,5,118,2.24,160.3,1,95,0,,0,0,0,,,,
00WN01500,100047461,00,A7461,04,1,88,30,42-,8,2,2,2.5,2,2,1,106,221,115,9,10.3,55,80,0.606,83,1,1,,,7,.,GXE,,,A4528,04,A4913,04,73,1,,0,5,5,110,2.24,160.3,1,84,0,,0,0,0,,,,
00WN01501,100047462,00,A7462,04,3,88,30,44-,9,3,2,6.0,6,4,2,106,222,116,14,9.9,34,48,0.328,49,1,1,,,7,.,GXE,,,A4920,04,A0795,04,73,3,93,266,8,4,65,2.03,84.2,3,56,0,,0,0,0,,,,
00WN01502,100047463,00,A7463,04,3,88,30,44-,9,3,2,6.0,6,4,2,106,222,116,18,7.7,31,42,0.296,43,1,1,,,7,.,GXE,,,A4920,04,A0795,04,73,3,93,266,8,6,62,2.03,84.2,3,48,0,,0,0,0,,,,
00WN01503,100047464,00,A7464,04,1,82,30,23,5,1,1,4.0,4,4,2,106,222,116,24,14.5,84,103,0.763,106,1,1,2,,0,C,.,,"H2, TB1",A5082,04,A3637,04,82,3,93,249,1,1,104,1.69,120.1,3,113,0,,0,0,0,,,,
00WN01504,100047465,00,A7465,04,3,88,30,e.7,8,2,2,1.0,1,1,2,106,222,116,21,7.6,57,74,0.572,76,1,1,,,0,.,.,,,A5514,04,A6226,04,81,3,93,266,5,6,106,2.2,142.3,3,87,0,,0,0,0,,,,
00WN01505,100047466,00,A7466,04,2,88,30,e.7,8,2,2,1.0,1,1,2,106,222,116,6,9.2,49,58,0.421,60,1,1,,,0,.,.,,X,A5514,04,A6226,04,81,3,93,266,5,4,96,2.2,142.3,3,66,0,,0,0,0,,,,
00WN01506,100047467,00,A7467,04,2,82,30,26,8,2,2,5.0,5,4,2,106,222,116,21,8.9,55,69,0.518,71,1,1,,3-,0,C,.,e.8,F3-,A5202,04,A1833,04,82,1,,0,5,5,102,2.35,143.8,1,80,87,,0,0,0,,,,
00WN01507,100047468,00,A7468,04,2,82,30,26,8,2,2,5.0,5,4,2,106,222,116,10,9.7,57,75,0.563,77,1,1,,,0,C,.,e.6,,A5202,04,A1833,04,82,1,,0,5,5,105,2.35,143.8,1,82,86,,0,0,0,,,,
00WN01508,100047469,00,A7469,04,2,82,30,28,8,2,2,6.0,6,4,2,106,222,116,11,7.6,56,75,0.581,77,1,1,,,0,C,.,e.7,,A5406,04,A0774,04,82,1,,0,5,7,108,2.13,150.4,1,82,86,,0,0,0,,,,
00WN01509,100047471,00,A7471,04,2,82,30,29,9,3,2,5.0,5,4,2,106,222,116,11,9.0,47,58,0.422,60,1,1,,,0,C,.,,X,A5546,04,A2243,04,82,3,93,266,8,3,93,2.13,136.2,3,65,0,,0,0,0,,,,
00WN01510,100047472,00,A7472,04,1,82,30,29,9,3,2,5.0,5,4,2,106,222,116,6,6.0,39,56,0.431,58,1,1,,,0,C,.,,,A5546,04,A2243,04,82,7,97,222,8,7,87,2.13,136.2,7,0,0,,0,0,0,,,,
00WN01511,100047474,00,A7474,04,3,88,30,44-,8,2,2,1.5,1,1,2,106,222,116,4,11.0,58,76,0.56,78,1,1,,,7,.,GXE,,FUZZY,A4920,04,A5907,04,73,3,93,266,5,5,109,2.2,146.1,3,83,0,,0,0,0,,,,
00WN01512,100047475,00,A7475,04,2,88,30,44-,8,2,2,1.5,1,1,2,106,222,116,13,10.2,59,75,0.559,77,1,1,,,7,.,GXE,e.8,,A4920,04,A5907,04,73,1,,0,5,5,106,2.2,146.1,1,87,94,,0,0,0,,,,
00WN01513,100047477,00,A7477,04,3,00,33,.0.,9,3,2,3.0,3,3,2,106,222,116,18,8.3,60,81,0.627,84,1,1,,,0,P,P0.,,,K0000,63,A4458,04,81,3,93,266,8,5,0,2.15,130.3,3,94,0,,0,0,0,,,,
00WN01514,100047478,00,A7478,04,2,00,33,.0.,9,3,2,3.0,3,3,2,106,222,116,12,9.2,59,71,0.533,73,1,1,,,0,P, 15,,,K0000,63,A4458,04,81,2,92,265,8,5,0,2.15,130.3,2,81,81,,0,0,0,,,,
00WN01515,100047479,00,A7479,04,3,88,30,43-,8,2,1,1.5,1,1,2,106,222,116,23,9.3,47,56,0.403,58,1,1,,,7,.,GXE,,,A4898,04,A5906,04,73,3,93,266,3,2,89,2.2,126.7,3,70,0,,0,0,0,,,,
00WN01516,100047481,00,A7481,04,3,00,30,43-,8,2,2,5.0,5,4,2,106,222,116,18,12.0,69,89,0.664,92,1,1,,,1,.,BLK,,,A4898,04,A2506,04,00,3,93,266,5,5,0,2.0,146.0,3,101,0,,0,0,0,,,,
00WN01517,100047482,00,A7482,04,2,00,30,43-,8,2,2,5.0,5,4,2,106,222,116,14,12.0,66,81,0.595,83,1,1,,,1,.,BLK,,Black Dam,A4898,04,A2506,04,00,3,93,266,5,5,0,2.0,146.0,3,92,0,,0,0,0,,,,
00WN01518,100047485,00,A7485,04,1,88,30,44-,9,3,1,3.5,3,3,2,106,222,116,11,10.0,71,89,0.681,92,1,1,,,7,.,GXE,,,A4920,04,A3697,04,73,7,97,222,7,2,103,2.29,133.9,7,0,0,,0,0,0,,,,
00WN01519,100047488,00,A7488,04,1,82,30,29,9,3,1,4.0,4,4,2,106,222,116,10,10.0,54,74,0.552,76,1,1,2,,0,C,.,,H2,A5546,04,A3116,04,82,3,93,249,7,2,82,2.19,102.4,3,76,0,,0,0,0,,,,
00WN01520,100047489,00,A7489,04,2,81,30,04,8,2,2,2.0,2,2,1,106,221,115,21,7.9,49,75,0.583,78,1,1,,,0,M,  0,,,A5472,04,A5681,04,81,2,93,269,5,6,94,1.9,117.3,2,87,87,,0,0,0,,,,
00WN01521,100047490,00,A7490,04,2,81,30,04,8,2,2,2.0,2,2,1,106,221,115,4,10.0,59,71,0.53,74,1,1,,,0,M,  0,,,A5472,04,A5681,04,81,2,93,269,5,4,92,1.9,117.3,2,81,81,,0,0,0,,,,
00WN01522,100047491,00,A7491,04,2,88,30,43-,8,2,2,2.0,2,2,1,106,221,115,21,7.1,51,73,0.573,76,1,1,,,7,.,GXE,e.7,,A4898,04,A5279,04,81,1,,0,5,7,102,2.07,137.2,1,80,91,,0,0,0,,,,
00WN01523,100047492,00,A7492,04,3,88,30,43-,8,2,2,2.0,2,2,1,106,221,115,20,10.2,57,77,0.581,80,1,1,,,7,.,GXE,,HAIRY,A4898,04,A5279,04,81,3,93,266,5,3,105,2.07,137.2,3,91,0,,0,0,0,,,,
00WN01524,100047493,00,A7493,04,2,82,30,30,8,2,2,5.0,5,4,1,106,221,115,10,9.5,49,72,0.543,75,1,1,,,0,C,  0,,NR-britchy,A5528,04,A2084,04,82,2,93,269,5,5,87,1.8,104.9,2,83,83,,0,0,0,,,,
00WN01525,100047494,00,A7494,04,2,82,30,30,8,2,2,5.0,5,4,1,106,221,115,19,11.1,62,91,0.695,94,1,1,,,0,C,.,,BLK.SPOT BACK,A5528,04,A2084,04,82,3,93,266,5,5,97,1.8,104.9,3,98,0,,0,0,0,,,,
00WN01526,100047495,00,A7495,04,2,88,30,44-,8,2,1,1.5,1,1,1,106,221,115,1,9.2,62,85,0.659,88,1,1,,,7,.,GXE,e.7,,A4920,04,A5875,04,73,1,,0,3,2,106,2.2,132.7,1,91,102,,0,0,0,,,,
00WN01527,100047498,00,A7498,04,1,81,30,04,9,3,2,5.0,5,4,1,107,221,114,17,7.2,54,81,0.647,85,1,1,,,0,M,.,,,A5472,04,A1855,04,81,3,93,249,8,5,99,2.35,131.3,3,88,0,,0,0,0,,,,
00WN01528,100047499,00,A7499,04,2,81,30,04,9,3,2,5.0,5,4,1,107,221,114,16,8.0,45,74,0.579,77,1,1,,,0,M,  2,,,A5472,04,A1855,04,81,2,92,265,8,5,100,2.35,131.3,2,86,86,,0,0,0,,,,
00WN01529,100047500,00,A7500,04,2,88,30,42-,8,2,2,1.5,1,1,1,107,221,114,1,8.5,55,74,0.575,77,1,1,,,7,.,GXE,e.6,,A4528,04,A5927,04,73,1,,0,5,5,106,2.2,144.5,1,82,91,,0,0,0,,,,
00WN01530,100047501,00,A7501,04,2,88,30,42-,8,2,2,1.5,1,1,1,107,221,114,1,9.2,49,67,0.507,70,1,1,,,7,.,  6,,4TEATS,A4528,04,A5927,04,73,2,92,265,5,5,102,2.2,144.5,2,81,81,,0,0,0,,,,
00WN01531,100047502,00,A7502,04,1,88,30,41-,8,2,2,3.5,3,3,1,107,221,114,4,11.0,63,90,0.693,94,1,1,,,7,.,GXE,,,A4328,04,A3897,04,73,3,93,249,5,5,101,1.86,126.2,3,101,0,,0,0,0,,,,
00WN01532,100047503,00,A7503,04,1,88,30,41-,8,2,2,3.5,3,3,1,107,221,114,1,10.2,56,82,0.63,86,1,1,2,,7,.,GXE,,H2,A4328,04,A3897,04,73,3,93,249,5,5,97,1.86,126.2,3,94,0,,0,0,0,,,,
00WN01533,100047504,00,A7504,04,1,88,30,44-,8,2,2,3.0,3,3,1,107,221,114,1,11.4,64,86,0.654,90,1,1,,,7,.,GXE,,,A4920,04,A4664,04,73,3,93,249,5,5,99,1.86,125.8,3,91,0,,0,0,0,,,,
00WN01534,100047505,00,A7505,04,1,88,30,44-,8,2,2,3.0,3,3,1,107,221,114,9,10.6,56,79,0.6,83,1,1,,,7,.,GXE,,UGLY,A4920,04,A4664,04,73,3,93,249,5,5,95,1.86,125.8,3,88,0,,0,0,0,,,,
00WN01535,100047506,00,A7506,04,1,82,30,26,8,2,2,4.0,4,4,1,107,221,114,24,10.9,66,79,0.597,83,1,1,,,0,C,.,,,A5202,04,A2986,04,82,1,,0,5,5,110,2.19,159.1,1,94,0,,0,0,0,,,,
00WN01536,100047507,00,A7507,04,2,82,30,26,8,2,2,4.0,4,4,1,107,221,114,1,11.7,62,73,0.538,76,1,1,,,0,C,  7,,4TEATS,A5202,04,A2986,04,82,2,92,265,5,5,112,2.19,159.1,2,79,79,,0,0,0,,,,
00WN01537,100047508,00,A7508,04,2,81,30,01,8,2,2,6.0,6,4,1,107,221,114,11,11.4,54,84,0.637,88,1,1,,,0,M,.,e.7,,A5198,04,A1014,04,81,1,,0,5,5,112,2.03,144.9,1,87,103,,0,0,0,,,,
00WN01538,100047509,00,A7509,04,2,81,30,01,8,2,2,6.0,6,4,1,107,221,114,18,10.7,61,85,0.652,89,1,1,,,0,M,.,e.6,,A5198,04,A1014,04,81,1,,0,5,5,112,2.03,144.9,1,93,112,,0,0,0,,,,
00WN01539,100047511,00,A7511,04,2,88,30,e.9,8,2,1,1.0,1,1,1,107,221,114,10,6.1,49,71,0.569,74,1,1,,,7,.,GXE,e.8,,A5129,04,A6208,04,88,1,,0,3,2,98,2.2,129.9,1,82,86,,0,0,0,,,,
00WN01540,100047512,00,A7512,04,2,81,30,01,5,1,1,5.0,5,4,1,107,221,114,12,11.5,75,102,0.794,107,1,1,,,0,M,.,e.8,,A5198,04,A2145,04,81,1,,0,1,1,114,1.69,127.1,1,107,124,,0,0,0,,,,
00WN01541,100047513,00,A7513,04,2,88,30,e.7,8,2,2,1.0,1,1,1,107,221,114,12,7.9,41,65,0.501,68,1,1,,,7,.,GXE,,X,A5514,04,A6441,04,88,3,93,266,5,5,100,2.2,142.7,3,71,0,,0,0,0,,,,
00WN01542,100047514,00,A7514,04,2,88,30,e.7,8,2,2,1.0,1,1,1,107,221,114,21,8.5,48,67,0.513,70,1,1,,,7,.,  0,,NR-britchy,A5514,04,A6441,04,88,2,93,269,5,5,101,2.2,142.7,2,78,78,,0,0,0,,,,
00WN01543,100047515,00,A7515,04,1,81,30,02,8,2,2,3.0,3,3,1,107,221,114,13,7.7,59,81,0.643,85,1,1,,,0,M,.,,,A5515,04,A4128,04,81,3,93,249,5,5,101,2.01,135.8,3,87,0,,0,0,0,,,,
00WN01544,100047516,00,A7516,04,1,81,30,02,8,2,2,3.0,3,3,1,107,221,114,16,8.2,57,80,0.63,84,1,1,,,0,M,.,,,A5515,04,A4128,04,81,3,93,249,5,5,100,2.01,135.8,3,85,0,,0,0,0,,,,
00WN01545,100047518,00,A7518,04,1,88,30,45-,9,3,2,1.5,1,1,1,107,221,114,5,7.9,50,69,0.536,72,1,1,,,7,.,GXE,,DEAD 7/12/00,A5346,04,A5981,04,73,6,19,194,8,4,97,2.3,143.1,6,0,0,,0,0,0,,,,
00WN01546,100047519,00,A7519,04,2,88,30,45-,9,3,2,1.5,1,1,1,107,221,114,6,6.6,47,65,0.512,68,1,1,,,7,.,  4,,,A5346,04,A5981,04,73,2,92,265,8,6,100,2.3,143.1,2,75,75,,0,0,0,,,,
00WN01547,100047521,00,A7521,04,2,82,30,21,9,3,2,5.0,5,4,1,107,221,114,17,7.8,59,87,0.695,91,1,1,,,0,C,  1,,,A5530,04,A2075,04,82,2,92,265,8,5,109,2.24,134.5,2,99,99,,0,0,0,,,,
00WN01548,100047522,00,A7522,04,1,82,30,21,9,3,2,5.0,5,4,1,107,221,114,16,7.1,41,56,0.429,59,1,1,,,0,C,.,,,A5530,04,A2075,04,82,3,93,249,8,5,87,2.24,134.5,3,64,0,,0,0,0,,,,
00WN01549,100047523,00,A7523,04,2,88,30,42-,8,2,2,2.0,2,2,1,107,221,114,20,7.6,48,67,0.521,70,1,1,,,7,.,  0,,NR-chubby,A4528,04,A5271,04,73,2,93,269,5,5,98,2.07,136.0,2,78,78,,0,0,0,,,,
00WN01550,100047524,00,A7524,04,1,88,30,42-,8,2,2,2.0,2,2,1,107,221,114,1,7.9,55,80,0.632,84,1,1,,,7,.,GXE,,,A4528,04,A5271,04,73,3,93,249,5,5,100,2.07,136.0,3,87,0,,0,0,0,,,,
00WN01551,100047525,00,A7525,04,1,88,30,44-,8,2,2,4.5,4,4,1,107,221,114,19,10.7,55,72,0.538,75,1,1,,,7,.,GXE,,,A4920,04,A2669,04,73,3,93,249,5,5,89,1.94,120.2,3,83,0,,0,0,0,,,,
00WN01552,100047526,00,A7526,04,2,88,30,44-,8,2,2,4.5,4,4,1,107,221,114,6,11.7,58,78,0.582,81,1,1,,,7,.,GXE,e.6,,A4920,04,A2669,04,73,1,,0,5,5,97,1.94,120.2,1,88,98,,0,0,0,,,,
00WN01553,100047527,00,A7527,04,1,81,30,04,8,2,2,5.0,5,4,1,107,221,114,19,12.8,70,97,0.739,101,1,1,,,0,M,.,,,A5472,04,A2128,04,81,1,,0,5,5,113,2.02,147.1,1,106,0,,0,0,0,,,,
00WN01554,100047528,00,A7528,04,1,81,30,04,8,2,2,5.0,5,4,1,107,221,114,19,12.2,62,77,0.568,80,1,1,,,0,M,.,,H2,A5472,04,A2128,04,81,1,,0,5,5,103,2.02,147.1,1,88,0,,0,0,0,,,,
00WN01555,100047530,00,A7530,04,1,81,30,02,9,3,2,5.0,5,4,1,107,221,114,13,10.0,59,81,0.623,85,1,1,4,,0,M,.,,H4 X,A5515,04,A2050,04,81,3,93,249,8,4,100,2.24,135.0,3,90,0,,0,0,0,,,,
