UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM,MASTITRT
00WN03227,100111966,00,R1966,11,1,12,07,80,8,2,2,2.0,2,2,2,105,222,117,11,9.2,54,69,0.511,71,1,1,7,,0,C,.,,H7,S9347,10,S9257,10,12,3,93,249,5,5,97,1.87,132.5,3,75,0,,0,0,0,,,,
00WN03228,100111967,00,R1967,11,2,11,07,13,8,2,2,2.0,2,2,2,105,222,117,13,10.8,42,60,0.421,61,1,1,,,0,R,.,,,S9801,10,S9036,10,11,3,93,266,5,5,93,1.86,127.0,3,68,0,,0,0,0,,,,
00WN03229,100111968,00,R1968,11,2,11,07,13,8,2,2,2.0,2,2,2,105,222,117,6,9.8,53,71,0.523,73,1,1,,,0,R,  0,,,S9801,10,S9036,10,11,2,93,269,5,5,101,1.86,127.0,2,82,82,,0,0,0,,,,
00WN03230,100111969,00,R1969,11,2,12,07,81,8,2,2,4.0,4,4,2,105,222,117,5,10.5,51,65,0.466,66,1,1,,,0,C,  0,,,S9361,10,S7542,10,12,2,93,269,5,5,98,1.83,131.7,2,75,75,,0,0,0,,,,
00WN03231,100111970,00,R1970,11,2,12,07,81,8,2,2,4.0,4,4,2,105,222,117,23,11.3,60,64,0.45,65,1,1,,,0,C,  0,,,S9361,10,S7542,10,12,2,93,269,5,5,97,1.83,131.7,2,77,77,,0,0,0,,,,
00WN03232,100111971,00,R1971,11,1,10,43,21,8,2,2,4.0,4,4,2,105,222,117,3,13.0,41,50,0.316,51,1,1,,,0,M,.,,,S9161,10,S7258,10,10,3,93,249,5,5,82,1.83,120.0,3,56,0,,0,0,0,,,,
00WN03233,100111972,00,R1972,11,2,10,43,21,8,2,2,4.0,4,4,2,105,222,117,12,12.1,38,52,0.341,53,1,1,,,0,M,.,,,S9161,10,S7258,10,10,3,93,266,5,5,87,1.83,120.0,3,57,0,,0,0,0,,,,
00WN03234,100111973,00,R1973,11,1,13,07,34,8,2,2,3.0,3,3,2,105,222,117,13,10.3,58,77,0.57,79,1,1,,,0,F,.,,,S7853,10,S8091,10,13,3,93,249,5,5,97,1.73,119.6,3,86,0,,0,0,0,,,,
00WN03235,100111974,00,R1974,11,2,13,07,34,8,2,2,3.0,3,3,2,105,222,117,8,9.3,60,73,0.544,75,1,1,,,0,F,.,m.3,,S7853,10,S8091,10,13,1,,0,5,5,99,1.73,119.6,1,85,95,,0,0,0,,,,4
00WN03236,100111975,00,R1975,11,3,11,07,11,5,1,1,3.0,3,3,H,105,224,119,5,9.8,0,82,0.607,83,1,1,,,0,R,.,,WEAK,S9264,10,S7765,10,11,3,93,266,1,1,98,1.59,104.0,3,86,0,,0,0,0,,,,
00WN03237,100111976,00,R1976,11,3,18,07,e.0,5,1,1,1.0,1,1,2,105,222,117,3,12.6,59,82,0.593,84,1,1,,,0,.,.,,,S7124,10,R0824,11,11,3,93,266,1,1,106,1.77,120.3,3,93,0,,0,0,0,,,,
00WN03238,100111977,00,R1977,11,1,13,07,33,8,2,2,4.0,4,4,2,105,222,117,11,13.2,61,78,0.554,80,1,1,,,0,F,.,,,S9451,10,S7191,10,13,3,93,249,5,5,93,1.85,108.0,3,87,0,,0,0,0,,,,
00WN03239,100111978,00,R1978,11,1,13,07,33,8,2,2,4.0,4,4,2,105,222,117,11,11.9,54,75,0.539,77,1,1,,,0,F,.,,,S9451,10,S7191,10,13,3,93,249,5,5,91,1.85,108.0,3,83,0,,0,0,0,,,,
00WN03240,100111979,00,R1979,11,2,11,07,13,8,2,2,4.0,4,4,2,105,222,117,22,9.7,56,72,0.532,74,1,1,,,0,R, 40,,,S9801,10,S6965,10,11,2,92,265,5,5,100,1.72,123.2,2,88,88,,0,0,0,,,,
00WN03241,100111980,00,R1980,11,2,11,07,13,8,2,2,4.0,4,4,2,105,222,117,5,11.3,62,76,0.553,78,1,1,,,0,R,.,m.2,,S9801,10,S6965,10,11,1,,0,5,5,102,1.72,123.2,1,82,98,,0,0,0,,,,4
00WN03242,100111981,00,R1981,11,2,13,43,32,5,1,1,2.0,2,2,2,105,222,117,19,13.6,70,82,0.585,84,1,1,,,0,F,.,m.1,,S9049,10,S9647,10,13,1,,0,1,1,100,1.7,102.0,1,87,105,,0,0,0,,,,2
00WN03243,100111982,00,R1982,11,3,11,07,11,8,2,2,3.0,3,3,2,105,222,117,12,11.4,58,75,0.544,77,1,1,,,0,R,.,,,S9264,10,S7849,10,11,3,93,266,5,5,99,1.88,116.0,3,80,0,,0,0,0,,,,
00WN03244,100111983,00,R1983,11,3,11,07,11,8,2,2,3.0,3,3,2,105,222,117,23,12.1,52,65,0.452,66,1,1,,,0,R,.,,,S9264,10,S7849,10,11,3,93,266,5,5,93,1.88,116.0,3,70,0,,0,0,0,,,,
00WN03245,100111984,00,R1984,11,2,12,07,87,8,2,2,5.0,5,4,2,105,222,117,14,10.0,52,70,0.513,72,1,1,,,0,C,  0,,,S9632,10,S6045,10,12,2,93,269,5,5,90,1.52,103.1,2,77,77,,0,0,0,,,,
00WN03246,100111985,00,R1985,11,1,12,07,87,8,2,2,5.0,5,4,2,105,222,117,22,9.7,63,72,0.532,74,1,1,,,0,C,.,,,S9632,10,S6045,10,12,3,93,249,5,5,87,1.52,103.1,3,87,0,,0,0,0,,,,
00WN03247,100111986,00,R1986,11,1,12,07,89,8,2,1,5.0,5,4,2,105,222,117,19,11.8,67,79,0.574,81,1,1,,,0,C,.,,,S9599,10,S6274,10,12,1,,0,3,2,89,1.64,97.2,1,86,0,,0,0,0,,,,
00WN03248,100111988,00,R1988,11,1,13,43,32,5,1,1,3.0,3,3,2,105,222,117,2,15.6,82,102,0.738,104,1,1,,,0,F,.,,BULL,S9049,10,S7790,10,13,1,,0,1,1,106,1.44,100.2,1,107,0,,0,0,0,,,,
00WN03249,100111989,00,R1989,11,1,12,43,81,8,2,2,3.0,3,3,2,105,222,117,3,9.8,67,90,0.685,92,1,1,,,0,C,.,,,S9361,10,S7958,10,12,1,,0,5,5,107,1.87,119.2,1,96,0,,0,0,0,,,,
00WN03250,100111990,00,R1990,11,2,12,43,81,8,2,2,3.0,3,3,2,105,222,117,5,10.6,57,74,0.542,76,1,2,,,0,C,.,m.2,,S9361,10,S7958,10,12,1,,0,5,5,102,1.87,119.2,1,84,95,,0,0,0,,,,4
00WN03251,100111991,00,R1991,11,2,12,07,83,8,2,2,2.0,2,2,2,105,222,117,6,10.3,53,64,0.459,65,1,1,,,0,C,.,,,S9733,10,S9057,10,12,2,97,251,5,5,95,1.86,125.3,7,0,0,,0,0,0,,,,
00WN03252,100111992,00,R1992,11,2,12,07,83,8,2,2,2.0,2,2,2,105,222,117,4,11.9,62,62,0.428,63,1,1,,,0,C,.,,,S9733,10,S9057,10,12,3,93,266,5,5,93,1.86,125.3,3,69,0,,0,0,0,,,,
00WN03253,100111993,00,R1993,11,3,11,07,13,8,2,2,5.0,5,4,2,105,222,117,21,11.3,59,68,0.485,69,1,1,,,0,R,.,,HAIRY,S9801,10,S6040,10,11,3,93,266,5,4,97,1.75,121.9,3,83,0,,0,0,0,,,,
00WN03254,100111994,00,R1994,11,2,11,07,13,8,2,2,5.0,5,4,2,105,222,117,9,8.7,56,70,0.524,72,1,1,,,0,R,.,,HAIRY X,S9801,10,S6040,10,11,3,93,266,5,6,98,1.75,121.9,3,77,0,,0,0,0,,,,
00WN03255,100111997,00,R1997,11,3,12,07,89,9,3,2,5.0,5,4,2,105,222,117,14,9.7,56,71,0.524,73,1,1,,,0,C,.,,,S9599,10,S5663,10,12,3,93,266,8,6,90,1.85,100.6,3,79,0,,0,0,0,,,,
00WN03256,100111999,00,R1999,11,3,10,07,21,8,2,2,4.0,4,4,2,105,222,117,21,13.0,63,78,0.556,80,1,1,,,0,M,.,,,S9161,10,S7151,10,10,3,93,266,5,5,98,1.72,108.5,3,93,0,,0,0,0,,,,
00WN03257,100112000,00,R2000,11,2,10,07,21,8,2,2,4.0,4,4,2,105,222,117,21,13.0,53,68,0.47,69,1,1,,,0,M,  X,,"PINK, ODD X",S9161,10,S7151,10,10,2,93,276,5,5,90,1.72,108.5,X,75,75,,0,0,0,,,,
00WN03258,100112002,00,R2002,11,1,13,43,34,5,1,1,2.0,2,2,2,105,222,117,9,13.5,67,85,0.611,87,1,1,,,0,F,.,,,S7853,10,S9615,10,13,3,93,249,1,1,104,1.7,119.8,3,93,0,,0,0,0,,,,
00WN03259,100112003,00,R2003,11,2,13,07,34,5,1,2,5.0,5,4,2,105,222,117,24,11.8,48,62,0.429,63,1,1,,,0,F,  0,,,S7853,10,S5943,10,13,2,93,269,3,4,87,1.53,109.4,2,73,73,,0,0,0,,,,
00WN03260,100112004,00,R2004,11,2,11,07,12,8,2,2,3.0,3,3,1,106,221,115,3,15.0,63,88,0.635,91,4,1,,,0,R,.,m.1,BRN.FEET,S9039,10,S7986,10,11,1,,0,5,4,112,1.88,125.4,1,90,112,,0,0,0,,,,2
00WN03261,100112005,00,R2005,11,3,11,07,12,8,2,2,3.0,3,3,1,106,221,115,13,11.7,57,80,0.594,83,4,1,,,0,R,.,,BRN.FEET,S9039,10,S7986,10,11,3,93,266,5,6,107,1.88,125.4,3,86,0,,0,0,0,,,,
00WN03262,100112006,00,R2006,11,3,11,07,11,8,2,2,6.0,6,4,2,105,222,117,21,11.8,63,73,0.523,75,1,1,,,0,R,.,,HAIRY,S9264,10,S4398,10,11,3,93,266,5,5,99,1.7,118.8,3,87,0,,0,0,0,,,,
00WN03263,100112007,00,R2007,11,1,11,07,11,8,2,2,6.0,6,4,2,105,222,117,12,12.9,82,103,0.77,105,1,1,,,0,R,.,,,S9264,10,S4398,10,11,1,,0,5,5,113,1.7,118.8,1,116,0,,0,0,0,,,,
00WN03264,100112008,00,R2008,11,3,12,43,86,8,2,2,4.0,4,4,1,106,221,115,16,10.3,43,63,0.458,65,1,1,,,0,C,.,,,S9736,10,S6673,10,12,3,93,266,5,5,97,1.83,127.1,3,71,0,,0,0,0,,,,
00WN03265,100112009,00,R2009,11,3,12,43,86,8,2,2,4.0,4,4,1,106,221,115,4,10.0,54,70,0.522,73,1,1,,,0,C,.,,,S9736,10,S6673,10,12,3,93,266,5,5,103,1.83,127.1,3,75,0,,0,0,0,,,,
00WN03266,100112010,00,R2010,11,1,13,43,31,8,2,2,5.0,5,4,1,106,221,115,17,13.0,65,88,0.652,91,1,1,3,,0,F,.,,H3,S9526,10,S5848,10,13,3,93,249,5,5,110,1.85,129.7,3,96,0,,0,0,0,,,,
00WN03267,100112011,00,R2011,11,1,13,43,31,8,2,2,5.0,5,4,1,106,221,115,6,12.7,62,77,0.559,80,1,1,6,,0,F,.,,H6+,S9526,10,S5848,10,13,3,93,249,5,5,104,1.85,129.7,3,84,0,,0,0,0,,,,
00WN03268,100112012,00,R2012,11,2,13,43,32,8,2,1,3.0,3,3,1,106,221,115,16,8.2,38,55,0.407,57,1,1,,,0,F,.,,JUNK,S9049,10,S8151,10,13,3,93,266,3,2,84,2.01,107.7,3,58,0,,0,0,0,,,,
00WN03269,100112015,00,R2015,11,3,12,07,84,9,3,1,6.0,6,4,2,106,222,116,23,8.7,66,72,0.546,74,1,1,,,0,C,.,,,S9521,10,S4865,10,12,3,93,266,7,2,90,1.6,97.7,3,74,0,,0,0,0,,,,
00WN03270,100112017,00,R2017,11,1,12,07,85,8,2,2,5.0,5,4,2,106,222,116,5,12.4,74,87,0.643,90,1,1,3,,0,C,.,,"H3, WRINKLES",S9701,10,S5534,10,12,1,,0,5,5,102,1.52,114.4,1,97,0,,0,0,0,,,,
00WN03271,100112018,00,R2018,11,1,12,07,85,8,2,2,5.0,5,4,2,106,222,116,10,12.6,71,89,0.659,92,1,1,7,,0,C,.,,H7,S9701,10,S5534,10,12,1,,0,5,5,103,1.52,114.4,1,101,0,,0,0,0,,,,
00WN03272,100112020,00,R2020,11,2,10,07,21,9,3,2,5.0,5,4,2,106,222,116,2,11.8,48,65,0.459,67,1,1,,,0,M,  0,,,S9161,10,S6110,10,10,2,93,269,8,5,103,2.08,141.7,2,74,74,,0,0,0,,,,
00WN03273,100112021,00,R2021,11,3,10,07,21,9,3,2,5.0,5,4,2,106,222,116,15,12.3,56,80,0.584,82,3,1,,,0,M,.,,BRN.LEGS,S9161,10,S6110,10,10,3,93,266,8,5,114,2.08,141.7,3,90,0,,0,0,0,,,,
00WN03274,100112022,00,R2022,11,2,11,07,12,9,3,2,2.0,2,2,2,106,222,116,22,8.4,51,58,0.428,60,1,1,,,0,R,.,,,S9039,10,S9708,10,11,3,93,266,8,5,94,2.03,130.4,3,69,0,,0,0,0,,,,
00WN03275,100112023,00,R2023,11,2,11,07,12,9,3,2,2.0,2,2,2,106,222,116,8,8.7,53,74,0.563,76,1,1,,,0,R,.,m.1,,S9039,10,S9708,10,11,1,,0,8,5,104,2.03,130.4,1,82,89,,0,0,0,,,,1
00WN03276,100112025,00,R2025,11,1,10,07,24,8,2,2,2.0,2,2,2,106,222,116,13,9.6,52,73,0.547,75,1,1,,,0,M,.,,,S8152,10,S9145,10,10,3,93,249,5,5,93,1.7,115.7,3,78,0,,0,0,0,,,,
00WN03277,100112026,00,R2026,11,1,10,07,24,8,2,2,2.0,2,2,2,106,222,116,20,10.5,51,66,0.478,68,1,1,,,0,M,.,,,S8152,10,S9145,10,10,3,93,249,5,5,89,1.7,115.7,3,77,0,,0,0,0,,,,
00WN03278,100112028,00,R2028,11,1,11,07,14,8,2,1,2.0,2,2,2,106,222,116,19,9.0,56,72,0.543,74,1,1,4,,0,R,.,,H4+,S9028,10,S9887,10,11,3,93,249,3,2,91,1.86,112.6,3,79,0,,0,0,0,,,,
00WN03279,100112029,00,R2029,11,3,13,43,34,5,1,1,3.0,3,3,2,106,222,116,19,13.5,72,98,0.728,101,1,1,,,0,F,.,,PINK,S7853,10,S8222,10,13,3,93,266,1,1,113,1.58,107.5,3,104,0,,0,0,0,,,,
00WN03280,100112030,00,R2030,11,1,12,07,83,9,3,2,6.0,6,4,2,106,222,116,16,11.8,60,69,0.493,71,1,1,,,0,C,.,,,S9733,10,S4717,10,12,3,93,249,8,5,93,1.7,120.7,3,77,0,,0,0,0,,,,
00WN03281,100112031,00,R2031,11,2,12,07,83,9,3,2,6.0,6,4,2,106,222,116,7,11.2,55,69,0.498,71,1,1,,,0,C,.,m.4,"ENTR,4TEATS",S9733,10,S4717,10,12,1,,0,8,5,97,1.7,120.7,1,84,89,,0,0,0,,,,2
00WN03282,100112032,00,R2032,11,2,12,07,83,9,3,2,6.0,6,4,1,106,221,115,4,12.2,58,77,0.563,80,1,1,,,0,C,.,m.3,,S9733,10,S4717,10,12,1,,0,8,7,103,1.7,120.7,1,86,101,,0,0,0,,,,4
00WN03283,100112033,00,R2033,11,2,13,43,31,8,2,2,3.0,3,3,2,106,222,116,2,10.6,53,72,0.529,74,1,1,,,0,F,.,m.1,,S9526,10,S7913,10,13,1,,0,5,5,91,1.72,96.5,1,84,92,,0,0,0,,,,3
00WN03284,100112034,00,R2034,11,1,13,43,31,8,2,2,3.0,3,3,2,106,222,116,8,11.2,57,74,0.541,76,1,1,4,,0,F,.,,H4,S9526,10,S7913,10,13,3,93,249,5,5,87,1.72,96.5,3,82,0,,0,0,0,,,,
00WN03285,100112035,00,R2035,11,1,12,07,90,8,2,2,4.0,4,4,2,106,222,116,9,12.0,57,75,0.543,77,1,1,,,0,C,.,,,S9756,10,S6571,10,12,6,10,216,5,5,97,1.72,123.6,6,0,0,,0,0,0,,,,
00WN03286,100112036,00,R2036,11,2,12,07,90,8,2,2,4.0,4,4,2,106,222,116,18,13.2,59,77,0.55,79,1,1,2,,0,C,.,m.3,H2,S9756,10,S6571,10,12,1,,0,5,5,103,1.72,123.6,1,87,102,,0,0,0,,,,1
00WN03287,100112037,00,R2037,11,1,13,07,33,8,2,2,5.0,5,4,2,106,222,116,5,14.9,67,87,0.622,89,1,1,,,0,F,.,,,S9451,10,S5845,10,13,1,,0,5,4,108,1.75,131.6,1,87,0,,0,0,0,,,,
00WN03288,100112038,00,R2038,11,2,13,07,33,8,2,2,5.0,5,4,2,106,222,116,5,12.0,53,67,0.474,69,1,1,,,0,F,  0,,4TEATS,S9451,10,S5845,10,13,2,93,269,5,6,100,1.75,131.6,2,76,76,,0,0,0,,,,
00WN03289,100112039,00,R2039,11,1,10,07,24,5,1,1,2.0,2,2,2,106,222,116,3,12.8,73,98,0.734,101,1,1,,,0,M,.,,CHK. STAPLE,S8152,10,S9215,10,10,1,,0,1,1,113,1.7,127.0,1,102,0,,0,0,0,,,,
00WN03290,100112040,00,R2040,11,2,10,07,22,8,2,2,3.0,3,3,2,106,222,116,7,12.0,56,74,0.534,76,1,1,,,0,M,.,,4TEATS,S9348,10,S8086,10,10,7,97,222,5,5,106,1.88,136.3,7,0,0,,0,0,0,,,,
00WN03291,100112041,00,R2041,11,1,10,07,22,8,2,2,3.0,3,3,2,106,222,116,14,13.6,68,81,0.581,83,1,1,,3-,0,M,.,,F3-,S9348,10,S8086,10,10,3,93,249,5,5,106,1.88,136.3,3,78,0,,0,0,0,,,,
00WN03292,100112042,00,R2042,11,2,12,07,85,8,2,1,5.0,5,4,1,106,221,115,4,12.0,72,97,0.739,101,1,1,,,0,C, 33,,4TEATS,S9701,10,S6073,10,12,2,92,265,3,2,116,1.96,120.3,2,103,103,,0,0,0,,,,
00WN03293,100112044,00,R2044,11,3,18,07,e.0,8,2,2,1.0,1,1,1,106,221,115,2,11.2,45,67,0.485,69,1,1,,,0,.,.,,,S7124,10,R0037,11,11,3,93,266,5,5,100,1.87,129.1,3,74,0,,0,0,0,,,,
00WN03294,100112045,00,R2045,11,3,18,07,e.0,8,2,2,1.0,1,1,1,106,221,115,8,9.6,38,57,0.412,59,1,1,,,0,.,.,,,S7124,10,R0037,11,11,3,93,266,5,5,94,1.87,129.1,3,67,0,,0,0,0,,,,
00WN03295,100112047,00,R2047,11,2,11,07,14,8,2,1,4.0,4,4,1,106,221,115,11,12.0,70,96,0.73,100,1,1,,,0,R,.,m.2,,S9028,10,S7467,10,11,1,,0,3,2,119,1.85,129.3,1,107,114,,0,0,0,,,,2
00WN03296,100112048,00,R2048,11,2,13,43,34,8,2,2,6.0,6,4,1,106,221,115,19,10.8,53,57,0.402,59,1,1,,,0,F,  0,,4TEATS,S7853,10,S5246,10,13,2,93,269,5,5,87,1.7,111.7,2,70,70,,0,0,0,,,,
00WN03297,100112049,00,R2049,11,2,13,43,34,8,2,2,6.0,6,4,1,106,221,115,15,10.8,43,67,0.489,69,1,1,,,0,F,  0,,4TEATS,S7853,10,S5246,10,13,2,93,269,5,5,94,1.7,111.7,2,75,75,,0,0,0,,,,
00WN03298,100112050,00,R2050,11,3,18,07,e.0,5,1,1,1.0,1,1,1,107,221,114,1,12.0,56,80,0.596,84,1,1,,,0,.,.,,,S7124,10,R0962,11,10,3,93,266,1,1,106,1.77,120.3,3,88,0,,0,0,0,,,,
00WN03299,100112051,00,R2051,11,2,10,07,22,8,2,2,4.0,4,4,1,107,221,114,11,9.8,63,91,0.712,95,1,1,,,0,M,.,m.4,4TEATS,S9348,10,S7240,10,10,1,,0,5,6,115,1.58,127.6,1,102,109,,0,0,0,,,,1
00WN03300,100112052,00,R2052,11,1,10,07,22,8,2,2,4.0,4,4,1,107,221,114,3,13.1,62,83,0.613,87,1,1,,,0,M,.,,,S9348,10,S7240,10,10,1,,0,5,4,105,1.58,127.6,1,84,0,,0,0,0,,,,
00WN03301,100112054,00,R2054,11,2,10,07,24,8,2,1,2.0,2,2,1,107,221,114,12,12.3,66,97,0.743,101,1,1,,,0,M,.,m.4,,S8152,10,S9503,10,10,1,,0,3,2,116,1.86,120.9,1,102,111,,0,0,0,,,,2
00WN03302,100112055,00,R2055,11,2,12,07,85,8,2,2,6.0,6,4,1,107,221,114,5,11.5,64,72,0.531,75,1,1,,,0,C,.,m.4,,S9701,10,S4640,10,12,1,,0,5,5,101,1.8,125.8,1,80,90,,0,0,0,,,,3
00WN03303,100112056,00,R2056,11,1,12,07,85,8,2,2,6.0,6,4,1,107,221,114,9,10.7,49,75,0.564,78,1,1,,,0,C,.,,MSG 8/28/00,S9701,10,S4640,10,12,7,97,241,5,5,99,1.8,125.8,7,0,0,,0,0,0,,,,
00WN03304,100112057,00,R2057,11,2,12,07,89,8,2,2,3.0,3,3,1,107,221,114,7,11.3,43,51,0.348,53,1,1,,,0,C,.,,,S9599,10,S8878,10,12,3,93,266,5,5,77,1.58,100.9,3,61,0,,0,0,0,,,,
00WN03305,100112058,00,R2058,11,2,12,07,89,8,2,2,3.0,3,3,1,107,221,114,15,11.9,39,57,0.396,59,1,1,,,0,C,.,,,S9599,10,S8878,10,12,7,97,221,5,5,81,1.58,100.9,7,0,0,,0,0,0,,,,
00WN03306,100112059,00,R2059,11,3,12,07,84,8,2,2,6.0,6,4,1,107,221,114,22,14.5,69,87,0.636,91,1,1,,,0,C,.,,BLK. SPOT,S9521,10,S5119,10,12,3,93,266,5,5,106,1.8,110.0,3,103,0,,0,0,0,,,,
00WN03307,100112060,00,R2060,11,1,12,07,84,8,2,2,6.0,6,4,1,107,221,114,1,14.2,60,78,0.56,81,1,1,,,0,C,.,,,S9521,10,S5119,10,12,3,93,249,5,5,94,1.8,110.0,3,80,0,,0,0,0,,,,
00WN03308,100112061,00,R2061,11,1,11,07,13,8,2,2,6.0,6,4,1,107,221,114,21,12.8,64,88,0.66,92,1,1,,,0,R,.,,,S9801,10,S4715,10,11,3,93,249,5,5,102,1.8,112.9,3,93,0,,0,0,0,,,,
00WN03309,100112062,00,R2062,11,2,11,07,13,8,2,2,6.0,6,4,1,107,221,114,4,12.2,43,67,0.481,70,1,1,,,0,R,  0,,,S9801,10,S4715,10,11,2,93,269,5,5,93,1.8,112.9,2,80,80,,0,0,0,,,,
00WN03310,100112063,00,R2063,11,1,13,07,34,5,1,1,5.0,5,4,2,107,222,115,14,15.1,69,98,0.721,102,1,1,7,,0,F,.,,"H7, PNEU",S7853,10,S6272,10,13,1,,0,1,1,103,1.53,98.9,1,107,0,,0,0,0,,,,
00WN03311,100112064,00,R2064,11,2,13,43,34,8,2,2,2.0,2,2,1,107,221,114,4,11.4,48,66,0.479,69,1,1,,,0,F,.,,BRITCHY,S7853,10,S9565,10,13,3,93,266,5,5,104,1.87,134.6,3,73,0,,0,0,0,,,,
00WN03312,100112065,00,R2065,11,1,13,43,34,8,2,2,2.0,2,2,1,107,221,114,17,12.0,44,64,0.456,67,1,1,,,0,F,.,,,S7853,10,S9565,10,13,3,93,249,5,5,98,1.87,134.6,3,73,0,,0,0,0,,,,
00WN03313,100112067,00,R2067,11,3,11,43,11,9,3,2,3.0,3,3,1,107,221,114,22,12.1,57,58,0.403,60,1,1,,,0,R,.,,,S9264,10,S7803,10,11,3,93,266,8,5,88,2.01,113.9,3,69,0,,0,0,0,,,,
00WN03314,100112068,00,R2068,11,3,11,43,11,9,3,2,3.0,3,3,1,107,221,114,10,11.0,55,78,0.588,82,1,1,,,0,R,.,,,S9264,10,S7803,10,11,3,93,266,8,5,103,2.01,113.9,3,88,0,,0,0,0,,,,
00WN03315,100112069,00,R2069,11,1,12,07,80,8,2,2,3.0,3,3,1,107,221,114,23,12.0,63,90,0.684,94,1,1,,,0,C,.,,,S9347,10,S8280,10,12,3,93,249,5,5,110,1.87,127.8,3,91,0,,0,0,0,,,,
00WN03316,100112070,00,R2070,11,1,12,07,80,8,2,2,3.0,3,3,1,107,221,114,6,11.0,60,85,0.649,89,1,1,,,0,C,.,,,S9347,10,S8280,10,12,1,,0,5,5,106,1.87,127.8,1,89,0,,0,0,0,,,,
00WN03317,100112071,00,R2071,11,1,13,07,34,8,2,2,3.0,3,3,1,107,221,114,11,11.3,48,72,0.532,75,1,1,,,0,F,.,,"PNEU,HAIRY",S7853,10,S8289,10,13,3,93,249,5,5,90,1.59,109.4,3,79,0,,0,0,0,,,,
00WN03318,100112072,00,R2072,11,2,13,07,34,8,2,2,3.0,3,3,1,107,221,114,15,11.2,55,79,0.595,83,1,1,,,0,F,.,m.1,,S7853,10,S8289,10,13,1,,0,5,5,100,1.59,109.4,1,91,102,,0,0,0,,,,1
00WN03319,100112073,00,R2073,11,3,18,07,e.0,5,1,1,1.0,1,1,1,107,221,114,6,11.0,43,52,0.36,54,1,1,,,0,.,.,,,S7124,10,R0144,11,11,3,93,266,1,1,84,1.77,114.3,3,60,0,,0,0,0,,,,
00WN03320,100112074,00,R2074,11,1,12,07,88,8,2,2,3.0,3,3,1,107,221,114,12,13.0,61,89,0.667,93,1,1,,,0,C,.,,,S9433,10,S8548,10,12,3,93,249,5,5,104,1.59,115.8,3,92,0,,0,0,0,,,,
00WN03321,100112075,00,R2075,11,1,12,07,88,8,2,2,3.0,3,3,1,107,221,114,7,12.0,59,88,0.667,92,1,1,,,0,C,.,,,S9433,10,S8548,10,12,1,,0,5,5,103,1.59,115.8,1,90,0,,0,0,0,,,,
00WN03322,100112076,00,R2076,11,2,12,07,91,8,2,2,2.0,2,2,1,107,221,114,3,10.7,43,57,0.406,59,1,1,,,0,C,.,,4TEATS,S9343,10,S9181,10,12,3,93,266,5,6,91,1.86,125.6,3,64,0,,0,0,0,,,,
00WN03323,100112077,00,R2077,11,3,12,07,91,8,2,2,2.0,2,2,1,107,221,114,3,13.0,60,69,0.491,72,1,1,,,0,C,.,,,S9343,10,S9181,10,12,3,93,266,5,4,101,1.86,125.6,3,73,0,,0,0,0,,,,
00WN03324,100112078,00,R2078,11,2,10,07,24,8,2,2,3.0,3,3,1,107,221,114,8,12.0,60,82,0.614,86,1,1,,,0,M,.,m.3,,S8152,10,S8438,10,10,1,,0,5,5,115,1.87,140.2,1,90,103,,0,0,0,,,,3
00WN03325,100112079,00,R2079,11,2,10,07,24,8,2,2,3.0,3,3,1,107,221,114,20,11.0,60,82,0.623,86,1,1,,,0,M,.,m.1,,S8152,10,S8438,10,10,1,,0,5,5,115,1.87,140.2,1,93,100,,0,0,0,,,,1
00WN03326,100112080,00,R2080,11,1,10,07,24,8,2,2,4.0,4,4,1,108,221,113,14,9.8,41,56,0.409,59,1,1,,4,0,M,.,,F4,S8152,10,S7179,10,10,3,93,249,5,6,88,1.7,126.5,3,65,0,,0,0,0,,,,
00WN03327,100112081,00,R2081,11,1,13,43,33,9,3,1,6.0,6,4,1,108,221,113,11,11.7,47,68,0.498,71,1,1,,,0,F,.,,,S9451,10,S5042,10,13,3,93,249,7,2,89,2.1,107.8,3,63,0,,0,0,0,,,,
00WN03328,100112082,00,R2082,11,1,13,43,32,5,1,1,6.0,6,4,1,108,221,113,1,11.4,66,87,0.669,92,1,1,,,0,F,.,,,S9049,10,S4784,10,13,1,,0,1,1,99,1.6,100.9,1,93,0,,0,0,0,,,,
00WN03329,100112083,00,R2083,11,3,11,07,13,5,1,1,5.0,5,4,1,108,221,113,19,14.1,65,94,0.707,99,1,1,,,0,R,.,,,S9801,10,S5919,10,11,3,93,266,1,1,105,1.64,97.0,3,107,0,,0,0,0,,,,
00WN03330,100112084,00,R2084,11,1,11,07,14,8,2,2,5.0,5,4,1,108,221,113,21,11.8,53,77,0.577,81,1,1,,,0,R,.,,,S9028,10,S6148,10,11,3,93,249,5,5,98,1.75,118.2,3,84,0,,0,0,0,,,,
