UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,ADAM2,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN,TB,TR
79WN03281,79937910,79,1,7910,93,9,64,002,4169,240,5,7,7,62,122,1,1,53,2,79,07,03,09,08,038,11,6,8,159,3,62,4737,95,544,1070,8,2,155,126,,5,5,,2,2
79WN03282,79937911,79,2,7911,93,9,44,002,9344,,1,5,5,63,123,1,1,52,1,74,04,03,09,07,060,9,7,8,151,3,42,4737,95,505,835,8,3,167,119,,4,1,,1,1
79WN03283,79937913,79,2,7913,93,9,16,142,6262,,3,1,1,56,116,1,2,51,1,52,07,03,10,10,027,17,4,6,220,3,93,6033,93,403,1101,8,4,130,52,92,1,2,,2,1
79WN03284,79937914,79,2,7914,93,9,33,,8294,,1,1,1,56,116,1,1,33,1,57,07,03,09,08,049,13,8,9,147,3,62,0000,07,406,742,4,4,138,99,92,1,1,,1,1
79WN03285,79937915,79,2,7915,93,9,30,,7097,,5,1,1,56,116,1,1,30,1,47,06,03,09,11,047,15,8,9,204,3,01,0000,07,339,1167,4,4,149,77,92,1,5,,2,2
79WN03286,79937916,79,2,7916,93,9,30,,7097,,5,1,1,56,116,1,1,30,1,41,06,03,10,09,034,17,6,8,204,3,01,0000,07,293,1167,4,4,130,70,97,1,5,,2,2
79WN03287,79937917,79,2,7917,93,9,44,001,1504,,5,3,3,62,122,1,1,52,3,64,04,03,10,08,053,14,7,8,159,3,43,4733,95,445,923,8,2,167,97,,3,5,,2,2
79WN03288,79937918,79,2,7918,93,9,44,001,1504,,5,3,3,62,122,1,1,52,1,61,05,03,10,08,040,9,6,7,159,3,43,4733,95,420,923,8,2,149,98,,3,5,,2,2
79WN03289,79937919,79,2,7919,93,9,47,471,6119,,1,1,1,56,116,1,1,55,3,59,06,03,09,09,048,11,6,8,176,3,93,6095,93,438,1009,8,4,146,82,,1,1,,1,1
79WN03290,79937920,79,2,7920,93,9,65,611,3034,,5,3,3,62,122,1,1,56,2,82,04,03,08,06,050,5,6,8,211,3,93,0012,96,581,1195,8,2,176,111,,3,5,,2,2
79WN03291,79937921,79,2,7921,93,9,65,611,3034,,5,3,3,62,122,1,1,56,1,71,05,03,08,07,049,2,5,6,211,3,93,0012,96,478,1195,8,2,161,127,,3,5,,2,2
79WN03292,79937922,79,1,7922,93,9,14,001,9135,260,1,4,4,63,123,1,4,51,1,82,05,03,09,06,048,7,5,6,177,3,18,4733,95,576,1025,8,3,154,112,,4,1,,1,1
79WN03293,79937923,79,2,7923,93,9,31,,1224,,1,1,1,56,116,1,1,31,1,57,10,03,09,09,036,9,2,4,154,3,19,0000,07,405,778,4,4,117,100,92,1,1,,1,1
79WN03294,79937924,79,1,7924,93,9,47,451,5508,187,3,2,2,62,122,1,2,55,2,66,07,03,10,10,033,8,4,5,189,3,93,6429,93,463,1107,8,2,139,95,93,2,2,,2,1
79WN03295,79937925,79,1,7925,93,9,47,451,5508,164,4,2,2,60,120,1,1,55,1,54,12,03,10,09,041,1,3,4,,3,93,6429,93,378,,8,9,,87,,2,2,,2,1
79WN03296,79937926,79,1,7926,93,9,44,003,6785,280,1,8,8,63,123,1,3,52,1,78,05,03,08,07,049,12,5,6,143,3,42,4736,95,541,703,8,3,157,115,,5,1,,1,1
79WN03297,79937927,79,1,7927,93,9,44,003,8337,275,1,6,6,63,123,1,2,52,1,77,05,03,08,09,042,6,6,8,138,3,42,4736,95,528,777,8,3,152,121,93,4,1,,1,1
79WN03298,79937928,79,2,7928,93,9,65,632,0627,,5,5,5,62,122,1,1,56,2,50,06,03,11,09,036,11,5,6,222,3,93,0019,96,333,1370,8,2,138,94,92,4,6,,2,2
79WN03299,79937929,79,2,7929,93,9,65,632,0627,,5,5,5,62,122,1,1,56,1,90,06,03,07,05,044,6,5,6,222,3,93,0019,96,647,1370,8,2,162,111,,4,4,,2,2
79WN03300,79937930,79,2,7930,93,9,65,604,3396,,5,3,3,62,122,1,1,56,2,71,06,03,09,07,044,17,5,7,225,3,93,0022,96,500,1272,8,2,156,100,,3,5,,2,2
79WN03301,79937931,79,2,7931,93,9,65,604,3396,,5,3,3,62,122,1,1,56,2,71,06,03,08,08,036,6,6,8,225,3,93,0022,96,503,1272,8,2,150,96,,3,5,,2,2
79WN03302,79937932,79,1,7932,93,9,46,462,6112,170,2,1,1,60,120,1,4,52,1,60,05,03,11,09,040,1,3,5,,3,93,6256,93,438,,8,9,,74,,1,1,,1,1
79WN03303,79937933,79,2,7933,93,9,14,001,7260,,5,6,6,62,122,1,1,51,3,63,05,03,10,08,054,4,8,8,166,3,18,4733,95,445,930,8,2,159,87,,4,5,,2,2
79WN03304,79937934,79,2,7934,93,9,14,001,7260,,5,6,6,62,122,1,1,51,2,64,05,03,10,09,039,8,4,5,166,3,18,4733,95,446,930,8,2,153,96,,4,5,,2,2
79WN03305,79937936,79,1,7936,93,9,33,707,8014,149,1,2,2,62,122,1,1,33,1,70,11,03,09,08,041,18,6,8,147,3,62,5966,07,505,758,4,2,119,84,,2,1,90,1,1
79WN03306,79937937,79,1,7937,93,9,14,003,9399,257,1,4,4,63,123,1,3,51,1,76,05,03,09,08,038,15,5,6,148,3,18,4736,95,526,728,8,3,148,113,93,4,1,,1,1
79WN03307,79937938,79,1,7938,93,9,67,652,8501,266,3,6,6,56,116,1,2,56,2,93,04,03,09,08,036,2,4,5,180,3,90,5902,93,715,759,8,8,177,101,93,4,2,,2,1
79WN03308,79937939,79,2,7939,93,9,67,652,8501,,4,6,6,60,120,1,1,56,3,60,04,03,11,07,054,1,6,8,,3,90,5902,93,422,,8,9,,94,92,4,2,,2,1
79WN03309,79937940,79,2,7940,93,9,32,,2155,,1,1,1,56,116,1,1,32,1,62,07,03,09,09,043,9,4,5,150,3,43,0000,07,422,777,4,4,142,130,92,1,1,,1,1
79WN03310,79937941,79,1,7941,93,9,44,003,9668,271,5,5,5,62,122,1,1,52,1,83,05,03,08,08,047,4,6,8,176,3,42,4736,95,582,828,8,2,170,120,93,4,5,,2,2
79WN03311,79937942,79,1,7942,93,9,44,003,9668,266,5,5,5,62,122,1,3,52,1,77,04,03,09,07,049,10,6,7,176,3,42,4736,95,529,828,8,2,170,125,93,4,5,,2,2
79WN03312,79937943,79,1,7943,93,9,14,002,6572,225,3,7,7,63,123,1,2,51,1,62,05,03,10,10,041,8,4,6,145,3,18,4737,95,420,802,8,3,150,103,,5,2,,2,1
79WN03313,79937944,79,1,7944,93,9,14,002,6572,151,3,7,7,63,123,1,4,51,1,56,06,03,10,10,057,7,7,8,145,3,18,4737,95,359,802,8,3,150,119,01,5,2,,2,1
79WN03314,79937945,79,2,7945,93,9,14,003,9504,,5,4,4,62,122,2,1,51,1,62,04,03,11,09,047,6,7,8,163,3,18,4736,95,424,965,8,2,161,103,,4,5,,2,2
79WN03315,79937946,79,2,7946,93,9,14,003,9504,,5,4,4,62,122,3,1,51,1,61,04,03,10,09,042,3,4,5,163,3,18,4736,95,416,965,8,2,156,103,,4,5,,2,2
79WN03316,79937947,79,2,7947,93,9,35,,6220,,1,1,1,56,116,1,1,35,1,52,12,03,10,10,036,17,5,7,194,3,93,0000,07,366,1089,4,4,106,96,97,1,1,,1,1
79WN03317,79937948,79,2,7948,93,9,14,002,9438,,5,4,4,62,122,1,1,51,2,61,03,03,11,08,036,12,4,6,163,3,18,4737,95,437,914,8,2,156,77,,4,5,,2,2
79WN03318,79937949,79,2,7949,93,9,14,002,9438,,5,4,4,62,122,1,1,51,1,68,03,03,11,09,025,3,4,6,163,3,18,4737,95,491,914,8,2,156,81,,4,5,,2,2
79WN03319,79937950,79,2,7950,93,9,31,,1879,,1,1,1,56,116,1,1,31,1,62,06,03,09,08,031,17,2,3,154,3,19,0000,07,442,788,4,4,135,107,92,1,1,,1,1
79WN03320,79937952,79,2,7952,93,9,47,451,5283,,3,2,2,62,122,1,1,55,2,72,06,03,09,06,038,18,5,6,189,3,93,6429,93,508,1077,8,2,152,100,,2,2,,2,1
79WN03321,79937953,79,2,7953,93,9,16,143,6172,,1,1,1,56,116,1,1,51,1,47,05,03,10,10,027,13,5,7,210,3,93,6336,93,362,1089,8,4,128,50,92,1,1,,1,1
79WN03322,79937954,79,1,7954,93,9,44,001,1413,214,1,3,3,63,123,1,2,52,1,67,03,03,11,09,047,15,5,7,142,3,43,4733,95,472,671,8,3,159,89,,3,1,,1,1
79WN03323,79937955,79,1,7955,93,9,65,634,6103,230,1,1,1,56,116,1,1,56,2,74,08,03,08,08,053,13,7,8,210,3,93,0023,96,540,1133,8,4,150,114,93,1,1,,1,1
79WN03324,79937956,79,1,7956,93,9,14,001,8029,304,3,5,5,62,122,1,6,51,1,96,06,03,08,08,037,9,4,5,169,3,18,4733,95,700,957,8,2,169,106,,4,2,,2,1
79WN03325,79937958,79,1,7958,93,9,67,652,0213,236,5,5,5,62,122,1,2,56,2,74,04,03,09,10,036,16,6,8,185,3,93,5902,93,534,1264,8,2,176,89,,4,6,,2,2
79WN03326,79937959,79,1,7959,93,9,67,652,0213,276,5,5,5,62,122,1,1,56,4,83,05,03,09,08,044,8,4,5,185,3,93,5902,93,584,1264,8,2,165,118,93,4,4,,2,2
79WN03327,79937960,79,2,7960,93,9,30,,7063,,1,1,1,56,116,1,1,30,1,55,05,03,09,09,036,17,4,5,194,3,01,0000,07,397,1095,4,4,141,90,97,1,1,,1,1
79WN03328,79937961,79,1,7961,93,9,47,471,6311,189,1,1,1,56,116,1,1,55,2,53,08,03,09,09,044,17,6,8,176,3,93,6095,93,378,991,8,4,128,92,,1,1,,1,1
79WN03329,79937962,79,1,7962,93,9,44,002,9913,279,3,5,5,63,123,1,1,52,2,89,04,03,08,08,065,7,8,9,151,3,42,4737,95,617,851,8,3,190,131,93,4,2,,2,1
79WN03330,79937964,79,2,7964,93,9,46,443,0620,,7,5,5,63,123,1,1,52,2,74,03,03,09,07,050,9,5,6,244,3,93,5810,93,551,1308,8,3,174,62,,4,2,,3,1
79WN03331,79937965,79,1,7965,93,9,46,443,0620,159,8,5,5,63,123,1,1,52,2,47,03,03,12,12,037,14,7,8,244,3,93,5810,93,321,1308,8,3,163,75,,4,7,,3,2
79WN03332,79937967,79,1,7967,93,9,30,,7071,140,3,1,1,56,116,1,1,30,1,62,10,03,10,11,025,8,5,7,204,3,01,0000,07,459,1093,4,4,120,88,01,1,2,90,2,1
79WN03333,79937968,79,2,7968,93,9,67,652,3320,,3,3,3,62,122,1,1,56,2,47,06,03,10,10,034,5,4,5,160,3,93,5902,93,318,800,8,2,129,82,92,3,2,,2,1
79WN03334,79937970,79,1,7970,93,9,65,601,0248,206,5,5,5,62,122,1,1,56,1,72,04,03,09,08,040,10,5,5,222,3,93,7466,62,496,1089,8,2,161,115,93,4,5,,2,2
79WN03335,79937971,79,1,7971,93,9,65,601,0248,212,5,5,5,62,122,1,1,56,1,78,05,03,08,07,038,18,6,7,222,3,93,7466,62,549,1089,8,2,160,110,93,4,5,,2,2
79WN03336,79937972,79,1,7972,93,9,65,642,6338,231,1,4,4,63,123,1,3,56,3,84,06,03,07,07,055,10,5,6,134,3,62,5968,93,573,833,8,3,159,135,93,4,1,,1,1
79WN03337,79937973,79,1,7973,93,9,65,641,6157,231,1,4,4,63,123,1,1,56,4,73,06,03,08,09,055,14,7,8,134,3,62,5962,93,489,829,8,3,154,128,01,4,1,,1,1
79WN03338,79937974,79,1,7974,93,9,14,001,5201,185,6,8,8,60,120,1,3,51,2,54,05,03,10,09,032,1,3,4,,3,18,4733,95,388,,8,9,,75,,5,2,,3,1
79WN03339,79937976,79,1,7976,93,9,14,001,5201,162,6,8,8,60,120,1,2,51,3,52,05,03,10,09,038,1,5,6,,3,18,4733,95,367,,8,9,,80,,5,2,,3,1
79WN03340,79937978,79,2,7978,93,9,32,707,9679,,1,5,5,62,122,1,1,32,1,67,07,03,08,06,053,15,4,4,151,3,42,5966,07,439,776,4,2,139,134,92,4,1,,1,1
79WN03341,79937979,79,2,7979,93,9,67,652,1959,,5,4,4,61,121,1,1,56,1,62,04,03,09,08,044,14,5,6,172,3,93,5902,93,438,890,8,2,159,90,,4,5,,2,2
79WN03342,79937980,79,2,7980,93,9,67,652,1959,,5,4,4,61,121,1,1,56,5,66,04,03,09,08,051,7,6,8,172,3,93,5902,93,466,890,8,2,166,96,,4,5,,2,2
79WN03343,79937981,79,2,7981,93,9,14,003,8401,,5,5,5,61,121,1,1,51,1,65,04,03,10,09,045,16,7,8,169,3,18,4736,95,449,810,8,2,166,107,,4,5,,2,2
79WN03344,79937982,79,1,7982,93,9,14,003,8401,242,5,5,5,61,121,1,4,51,2,76,05,03,10,09,025,5,4,5,169,3,18,4736,95,537,810,8,2,152,110,,4,5,,2,2
79WN03345,79937985,79,1,7985,93,9,65,642,6986,245,3,3,3,62,122,1,1,56,2,70,06,03,09,07,051,16,5,7,158,3,62,5968,93,504,743,8,3,152,85,,3,2,,2,1
79WN03346,79937986,79,1,7986,93,9,47,472,5737,220,5,1,1,55,115,1,1,55,1,66,05,03,09,09,028,14,4,5,186,3,93,6159,93,498,1115,8,4,153,87,,1,4,,2,2
79WN03347,79937987,79,2,7987,93,9,47,472,5737,,5,1,1,55,115,1,1,55,1,47,08,03,10,09,035,10,4,5,186,3,93,6159,93,344,1115,8,4,125,74,92,1,6,,2,2
79WN03348,79937990,79,1,7990,93,9,16,141,1435,177,8,4,4,62,122,1,2,51,2,57,05,03,10,08,047,9,4,5,176,3,93,6224,93,411,640,8,3,146,68,,4,5,,3,2
79WN03349,79937991,79,2,7991,93,9,16,141,1435,,8,4,4,62,122,1,4,51,1,49,05,03,10,09,041,5,5,6,176,3,93,6224,93,344,640,8,3,139,70,92,4,5,,3,2
79WN03350,79937992,79,2,7992,93,9,16,141,1435,,7,4,4,62,122,1,1,51,1,44,05,03,11,11,031,4,4,5,176,3,93,6224,93,300,640,8,3,131,74,92,4,2,,3,1
79WN03351,79937993,79,2,7993,93,9,31,,1245,,1,1,1,55,115,1,1,31,1,59,08,03,09,08,046,18,4,5,154,3,19,0000,07,431,784,4,4,133,94,92,1,1,,1,1
79WN03352,79937994,79,1,7994,93,9,16,141,4819,259,5,2,2,62,122,1,4,51,1,74,05,03,10,09,029,1,2,3,228,3,93,6224,93,534,1249,8,3,151,88,,2,4,,2,2
79WN03353,79937995,79,2,7995,93,9,16,141,4819,,5,2,2,62,122,1,1,51,1,54,06,03,11,09,036,11,4,5,228,3,93,6224,93,387,1249,8,3,145,68,92,2,6,,2,2
79WN03354,79937996,79,2,7996,93,9,16,142,6664,,1,1,1,55,115,1,1,51,2,69,06,03,09,09,043,4,4,5,210,3,93,6033,93,519,1127,8,4,149,93,,1,1,,1,1
79WN03355,79937997,79,3,7997,93,9,32,,2494,,1,1,1,55,115,1,1,32,1,50,06,03,10,10,032,7,4,5,150,3,43,0000,07,343,749,4,4,132,105,93,1,1,,1,1
79WN03356,79937998,79,2,7998,93,9,65,612,8954,,3,6,6,62,122,1,1,56,1,68,05,03,09,07,043,4,5,8,191,3,90,0013,96,487,921,8,3,153,86,,4,2,,2,1
79WN03357,79938000,79,2,8000,93,9,14,002,9092,,5,4,4,62,122,1,1,51,1,66,06,03,09,08,038,16,4,6,148,3,18,4737,95,476,835,8,3,154,79,,4,6,,2,2
79WN03358,79938001,79,2,8001,93,9,14,002,9092,,5,4,4,62,122,1,1,51,1,66,06,03,09,08,047,6,8,9,148,3,18,4737,95,463,835,8,3,149,95,,4,4,,2,2
79WN03359,79938002,79,2,8002,93,9,14,003,7201,,3,7,7,62,122,1,1,51,1,86,04,03,08,05,047,5,4,5,165,3,18,4736,95,627,1131,8,3,176,95,,5,2,,2,1
79WN03360,79938004,79,2,8004,93,9,65,642,4971,,5,6,6,62,122,1,1,56,2,71,04,03,08,08,049,10,6,8,156,3,62,5968,93,493,1064,8,3,170,109,,4,5,,2,2
79WN03361,79938005,79,2,8005,93,9,65,642,4971,,5,6,6,62,122,1,1,56,2,67,05,03,08,06,048,12,5,7,156,3,62,5968,93,470,1064,8,3,155,96,,4,5,,2,2
79WN03362,79938006,79,1,8006,93,9,44,003,1163,245,5,3,3,62,122,1,1,52,2,68,05,03,09,09,046,8,6,7,159,3,43,4736,95,473,819,8,3,159,103,93,3,5,,2,2
79WN03363,79938007,79,1,8007,93,9,44,003,1163,224,5,3,3,62,122,2,1,52,1,61,05,03,10,10,046,7,6,8,159,3,43,4736,95,422,819,8,3,155,95,,3,5,,2,2
79WN03364,79938008,79,2,8008,93,9,32,,2417,,1,1,1,55,115,1,1,32,1,56,08,03,09,09,041,14,2,4,150,3,43,0000,07,384,767,4,4,129,118,92,1,1,,1,1
79WN03365,79938010,79,1,8010,93,9,67,652,5151,265,3,2,2,62,122,1,2,56,2,84,05,03,07,08,054,2,6,8,189,3,93,5902,93,595,1075,8,3,175,114,93,2,2,,2,1
79WN03366,79938012,79,1,8012,93,9,65,642,2970,230,1,8,8,62,122,1,1,56,2,69,05,03,09,07,049,4,5,5,140,3,62,5968,93,471,819,8,3,147,115,93,5,1,,1,1
79WN03367,79938013,79,1,8013,93,9,47,452,6662,264,1,1,1,55,115,1,2,55,1,71,06,03,09,09,037,14,4,5,176,3,93,6442,93,535,1027,8,4,150,95,93,1,1,,1,1
79WN03368,79938014,79,1,8014,93,9,44,003,7529,275,5,7,7,62,122,1,1,52,2,77,04,03,09,08,048,11,5,6,150,3,42,4736,95,530,1001,8,3,175,124,01,5,5,,2,2
79WN03369,79938015,79,1,8015,93,9,44,003,7529,278,5,7,7,62,122,3,2,52,2,77,04,03,09,07,046,13,5,5,150,3,42,4736,95,542,1001,8,3,171,109,93,5,5,,2,2
79WN03370,79938016,79,1,8016,93,9,14,002,0252,266,5,3,3,62,122,1,1,51,2,85,06,03,08,08,054,10,6,7,144,3,19,4737,95,619,790,8,3,174,95,93,3,5,,2,2
79WN03371,79938017,79,1,8017,93,9,14,002,0252,221,5,3,3,62,122,1,1,51,2,61,05,03,10,10,051,10,6,7,144,3,19,4737,95,419,790,8,3,159,99,,3,5,,2,2
79WN03372,79938018,79,2,8018,93,9,45,441,9987,,5,5,5,62,122,1,1,55,2,77,05,03,09,07,040,15,4,5,126,3,42,5965,93,546,832,8,3,163,104,,4,5,,2,2
79WN03373,79938019,79,2,8019,93,9,45,441,9987,,5,5,5,62,122,1,1,55,2,73,07,03,09,07,040,1,4,5,126,3,42,5965,93,516,832,8,3,146,101,,4,5,,2,2
79WN03374,79938020,79,2,8020,93,9,30,,7078,,1,1,1,55,115,1,1,30,1,60,06,03,09,09,042,5,5,8,194,3,01,0000,07,435,1099,4,4,140,100,92,1,1,,1,1
79WN03375,79938021,79,1,8021,93,9,45,444,0944,275,1,3,3,62,122,1,1,55,1,99,06,03,07,06,048,1,3,5,142,3,43,6718,93,697,840,8,3,165,140,93,3,1,,1,1
79WN03376,79938022,79,1,8022,93,9,65,641,4964,221,2,6,6,59,119,1,1,56,1,72,11,03,09,08,052,1,8,8,,3,62,5962,93,514,,8,9,,108,93,4,1,,1,1
79WN03377,79938023,79,2,8023,93,9,47,453,5997,,5,1,1,55,115,1,1,55,1,53,07,03,10,10,041,7,6,8,186,3,93,6117,93,377,1105,8,4,139,97,92,1,5,,2,2
79WN03378,79938024,79,2,8024,93,9,47,453,5997,,5,1,1,55,115,1,1,55,2,52,07,03,09,09,028,12,3,4,186,3,93,6117,93,365,1105,8,4,129,100,97,1,5,,2,2
79WN03379,79938025,79,2,8025,93,9,30,,6980,,5,1,1,55,115,1,1,30,1,39,08,03,10,12,038,6,6,8,204,3,01,0000,07,285,1143,4,4,123,62,92,1,5,,2,2
79WN03380,79938026,79,1,8026,93,9,30,,6980,133,5,1,1,55,115,1,1,30,1,44,07,03,10,10,041,15,5,7,204,3,01,0000,07,322,1143,4,4,132,70,,1,5,,2,2
79WN03381,79938028,79,1,8028,93,9,67,652,5057,230,3,2,2,61,121,1,1,56,2,71,05,03,08,08,045,13,3,4,189,3,93,5902,93,498,1013,8,2,159,107,93,2,2,,2,1
79WN03382,79938029,79,2,8029,93,9,46,446,6499,,1,1,1,55,115,1,1,52,2,49,04,03,10,10,047,15,6,9,210,3,93,6207,93,376,1095,8,4,150,58,92,1,1,,1,1
79WN03383,79938031,79,2,8031,93,9,65,632,8575,,6,6,6,59,119,1,1,56,1,38,07,03,11,11,044,1,5,5,,3,90,0019,96,266,,8,9,,63,92,4,2,,3,1
79WN03384,79938033,79,2,8033,93,9,46,446,6766,,5,1,1,55,115,1,1,52,1,50,03,03,10,11,040,7,8,9,220,3,93,6207,93,387,1201,8,4,161,55,92,1,6,,2,2
79WN03385,79938034,79,2,8034,93,9,46,446,6766,,5,1,1,55,115,1,1,52,1,53,04,03,09,09,043,9,6,8,220,3,93,6207,93,402,1201,8,4,155,68,97,1,4,,2,2
79WN03386,79938036,79,1,8036,93,9,65,602,3894,165,8,3,3,62,122,1,1,56,2,62,07,03,10,09,038,4,5,6,253,3,93,7820,62,434,1246,8,3,137,91,93,3,5,,3,2
79WN03387,79938038,79,2,8038,93,9,65,602,3894,,7,3,3,61,121,1,1,56,2,86,05,03,08,06,040,4,5,6,253,3,93,7820,62,630,1246,8,2,167,98,,3,2,,3,1
79WN03388,79938039,79,1,8039,93,9,65,641,7350,222,1,3,3,61,121,1,1,56,2,79,06,03,10,08,037,6,3,4,141,3,62,5962,93,542,794,8,2,145,134,93,3,1,02,1,1
79WN03389,79938040,79,1,8040,93,9,14,001,9778,140,5,3,3,62,122,1,1,51,1,60,04,03,11,08,039,10,5,6,178,3,18,4733,95,399,1000,8,3,149,113,,3,5,,2,2
79WN03390,79938041,79,2,8041,93,9,14,001,9778,,5,3,3,62,122,1,1,51,1,66,04,03,10,06,043,10,4,5,178,3,18,4733,95,461,1000,8,3,156,97,,3,5,,2,2
79WN03391,79938042,79,2,8042,93,9,67,654,6831,,1,1,1,55,115,1,1,56,1,59,05,03,09,09,043,12,5,8,176,3,93,5993,93,431,1011,8,4,148,94,,1,1,,1,1
79WN03392,79938043,79,2,8043,93,9,14,002,8762,,1,5,5,61,121,1,1,51,1,86,06,03,09,05,046,2,5,6,131,3,18,4737,95,617,849,8,2,154,114,,4,1,,1,1
79WN03393,79938046,79,1,8046,93,9,30,,7333,271,1,1,1,55,115,1,1,30,1,77,08,03,08,08,036,11,4,6,194,3,01,0000,07,579,1127,4,4,140,104,,1,1,,1,1
79WN03394,79938047,79,2,8047,93,9,14,003,9849,,5,3,3,62,122,1,1,51,1,67,05,03,10,09,042,14,5,6,161,3,18,4736,95,453,792,8,3,160,117,,3,5,,2,2
79WN03395,79938048,79,2,8048,93,9,14,003,9849,,5,3,3,62,122,1,1,51,1,68,05,03,10,09,041,14,4,5,161,3,18,4736,95,462,792,8,3,161,116,,3,5,,2,2
79WN03396,79938049,79,1,8049,93,9,46,445,6535,242,1,1,1,55,115,1,1,52,1,59,05,03,09,09,039,15,6,8,210,3,93,5916,93,438,1105,8,4,144,86,,1,1,,1,1
79WN03397,79938050,79,1,8050,93,9,45,443,1408,218,5,3,3,62,122,1,2,55,1,68,04,03,09,09,042,2,4,5,176,3,43,5810,93,457,1047,8,3,160,122,,3,5,,2,2
79WN03398,79938051,79,2,8051,93,9,45,443,1408,,5,3,3,62,122,1,1,55,1,68,04,03,08,07,054,7,6,8,176,3,43,5810,93,457,1047,8,3,168,123,,3,5,,2,2
79WN03399,79938052,79,2,8052,93,9,67,653,6299,,1,1,1,55,115,1,1,56,2,68,10,04,08,07,049,13,6,8,176,3,93,5837,93,491,1029,8,4,128,115,,1,1,,1,1
79WN03400,79938053,79,2,8053,93,9,65,611,9082,,3,6,6,62,122,1,1,56,1,83,04,03,07,05,055,4,5,6,181,3,90,0012,96,588,913,8,3,175,113,,4,2,,2,1
79WN03401,79938054,79,2,8054,93,9,65,601,5450,,3,2,2,62,122,1,1,56,2,73,04,03,08,07,055,5,6,8,211,3,93,7466,62,519,958,8,3,174,97,,2,2,,2,1
79WN03402,79938056,79,2,8056,93,9,14,003,8306,,5,5,5,62,122,1,1,51,1,59,04,03,11,09,038,12,5,6,169,3,18,4736,95,407,1019,8,3,153,94,92,4,5,,2,2
79WN03403,79938057,79,2,8057,93,9,14,003,8306,,5,5,5,62,122,1,1,51,1,62,05,03,10,08,045,7,5,7,169,3,18,4736,95,425,1019,8,3,152,101,,4,5,,2,2
79WN03404,79938058,79,1,8058,93,9,16,142,6722,191,5,1,1,54,114,1,2,51,3,47,05,03,11,11,034,10,4,5,220,3,93,6033,93,360,1199,8,4,141,60,,1,5,,2,2
79WN03405,79938059,79,2,8059,93,9,16,142,6722,,5,1,1,54,114,1,1,51,1,59,06,03,10,09,035,5,6,7,220,3,93,6033,93,457,1199,8,4,143,69,,1,5,,2,2
79WN03406,79938060,79,2,8060,93,9,00,,0000,,3,4,,61,121,1,1,,1,69,05,03,10,09,048,11,6,6,,3,00,0000,00,479,,0,3,,110,92,4,5,,2,1
79WN03407,79938061,79,1,8061,93,9,14,001,9374,226,5,4,4,61,121,1,6,51,2,72,05,03,10,09,052,1,4,5,148,3,18,4733,95,512,809,8,3,166,100,93,4,5,,2,2
79WN03408,79938062,79,1,8062,93,9,14,001,9374,222,5,4,4,61,121,1,4,51,1,71,04,03,11,08,029,10,4,5,148,3,18,4733,95,504,809,8,3,153,100,93,4,5,,2,2
79WN03409,79938063,79,1,8063,93,9,30,,7093,170,4,1,1,58,118,1,4,30,3,56,08,03,10,10,048,1,4,7,,3,01,0000,07,432,,4,9,,50,93,1,2,,2,1
79WN03410,79938064,79,1,8064,93,9,30,,7093,152,3,1,1,54,114,1,3,30,1,51,08,03,10,10,033,17,5,7,204,3,01,0000,07,378,1135,4,4,127,79,,1,2,,2,1
79WN03411,79938065,79,2,8065,93,9,65,642,2783,,5,8,8,61,121,1,1,56,2,51,05,03,10,09,043,8,6,7,149,3,62,5968,93,326,861,8,3,146,116,92,5,5,,2,2
79WN03412,79938066,79,2,8066,93,9,65,642,2783,,3,8,8,61,121,1,1,56,1,45,08,03,10,10,044,14,4,5,149,3,62,5968,93,290,861,8,3,129,99,92,5,2,,2,1
79WN03413,79938067,79,1,8067,93,9,44,003,7448,261,5,7,7,61,121,1,3,52,1,67,05,03,09,09,047,5,6,8,160,3,42,4736,95,478,986,8,3,161,92,,5,5,,2,2
79WN03414,79938068,79,1,8068,93,9,44,003,7448,225,5,7,7,61,121,1,4,52,2,72,05,03,09,09,050,8,6,6,160,3,42,4736,95,507,986,8,3,169,107,,5,5,,2,2
79WN03415,79938069,79,2,8069,93,9,44,003,8274,,5,6,6,61,121,1,1,52,2,52,05,03,11,12,050,9,6,8,204,3,42,4736,95,351,973,8,3,164,95,92,4,7,,2,2
79WN03416,79938070,79,2,8070,93,9,44,003,8274,,3,6,6,61,121,2,1,52,1,72,04,03,09,08,053,12,5,6,204,3,42,4736,95,516,973,8,3,174,96,,4,2,,2,1
79WN03417,79938072,79,2,8072,93,9,64,002,7329,,3,3,3,61,121,1,1,53,2,51,05,03,11,09,050,10,7,8,141,3,62,4737,95,360,574,8,3,149,75,92,3,2,,2,1
79WN03418,79938073,79,2,8073,93,9,33,705,7346,,1,3,3,61,121,1,1,33,1,72,05,03,07,06,054,4,6,7,158,3,62,4794,07,488,826,4,3,154,130,,3,1,,1,1
79WN03419,79938075,79,2,8075,93,9,65,634,0331,,7,5,5,61,121,2,1,56,1,62,06,03,08,06,053,3,8,9,211,3,93,0023,96,458,1141,8,3,146,66,,4,2,,3,1
