UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
52WN00046,52,2,3674,1,63,570,2579,1,11,,1,4,69,129,1,3,07,1,67,09,03,07,07,031,10,2,2,1,,3,3,2,428,13,21,11,1,1,,6,,1,128,118,,1,,0,4
52WN00047,52,1,3675,1,27,270,3158,1,11,37,1,2,69,129,1,7,06,1,75,10,03,05,09,029,11,2,2,1,,3,3,,499,13,34,11,1,1,,1,3,1,145,106,,1,,0,2
52WN00048,52,1,3679,1,34,340,2992,1,11,38,1,3,68,128,1,7,07,1,71,13,03,08,10,027,14,2,3,2,,2,2,,477,14,24,11,1,1,,1,1,1,123,100,,1,,0,3
52WN00049,52,1,3680,1,27,270,2807,1,11,34,1,3,68,128,1,7,05,1,81,13,04,06,06,031,14,2,3,2,,1,3,,555,14,25,11,1,1,,1,4,1,121,100,,1,,0,3
52WN00050,52,2,3681,1,34,340,2847,1,11,39,5,3,68,128,1,3,06,1,66,10,03,11,08,029,15,2,2,1,,3,3,1,448,14,22,11,5,2,,1,,1,141,86,,1,,0,3
52WN00051,52,2,3682,1,34,340,2847,1,11,39,5,3,68,128,1,3,06,1,58,13,03,08,08,034,11,3,4,2,,4,2,,397,14,22,11,5,2,,1,,1,121,72,,3,12,0,3
52WN00052,52,1,3683,1,00,620,2792,1,11,,1,3,68,128,1,7,06,1,81,09,04,07,06,027,12,2,2,1,,4,2,,559,14,27,11,1,1,,0,1,1,132,94,,1,,0,3
52WN00053,52,1,3684,1,63,570,2337,1,11,,1,5,67,127,1,7,06,1,78,13,04,08,09,026,14,2,2,1,,,,,539,,25,11,1,1,,6,2,1,117,96,,3,10,0,4
52WN00054,52,1,3685,1,32,320,2989,1,11,25,1,3,67,127,1,6,07,1,82,09,03,08,08,032,11,2,3,2,,2,3,,554,15,00,11,1,1,,1,5,1,151,116,,1,,0,3
52WN00055,52,2,3686,1,20,200,1704,1,11,20,1,7,67,127,1,3,05,1,65,11,03,09,09,031,14,2,2,1,,3,3,1,417,15,12,11,1,1,,1,,1,126,120,,1,,0,5
52WN00056,52,2,3688,1,32,320,2933,1,11,25,3,3,67,127,1,1,05,1,68,12,04,12,07,030,13,2,3,2,,1,2,,458,15,00,11,3,3,,1,,1,121,98,,3,57,0,3
52WN00057,52,2,3690,1,27,270,2295,1,11,32,3,5,67,127,1,3,05,1,60,11,03,09,09,033,14,2,3,2,,3,3,2,408,15,28,11,3,3,,1,,1,130,82,,1,,0,4
52WN00058,52,2,3691,1,19,190,2906,1,11,32,1,3,67,127,1,3,06,1,54,10,03,11,11,033,10,2,2,1,,2,2,,362,15,21,11,1,1,,1,,1,129,80,,3,50,0,3
52WN00059,52,1,3692,1,27,270,3130,1,11,36,2,2,68,128,1,7,08,1,68,09,03,08,10,030,12,2,2,1,,2,2,,477,14,27,11,1,1,,1,1,1,147,70,,1,,0,2
52WN00060,52,1,3693,1,24,240,2397,1,11,16,3,5,67,127,1,7,06,2,80,14,03,07,09,031,15,2,2,1,,2,2,,557,15,27,11,3,3,,1,2,1,129,92,,1,,0,4
52WN00061,52,2,3694,1,24,240,2397,1,11,16,4,5,67,127,1,5,06,1,64,10,04,07,09,028,13,2,2,1,,3,2,1,444,15,27,11,3,3,,1,,1,129,76,,1,,0,4
52WN00062,52,2,3696,1,19,190,2320,1,11,15,1,5,67,127,1,3,06,1,69,11,03,08,09,031,15,2,2,1,,1,2,1,458,15,18,11,1,1,,1,,1,129,108,,1,,0,4
52WN00063,52,2,3697,1,23,230,2642,1,11,16,1,4,67,127,1,4,06,1,73,13,03,06,09,036,11,2,2,1,,2,2,1,493,15,21,11,1,1,,1,,1,126,104,,1,,0,4
52WN00064,52,2,3698,1,27,270,2546,1,11,27,1,4,67,127,1,3,06,1,70,10,03,07,07,032,11,2,2,1,,2,3,1,477,15,23,11,1,1,,1,,1,132,94,,1,,0,4
52WN00065,52,2,3699,1,19,190,2635,1,11,24,1,4,67,127,1,3,05,2,72,12,03,08,09,035,11,2,2,1,,2,2,2,491,15,15,11,1,1,,1,,1,131,96,,1,,0,4
52WN00066,52,2,3700,1,32,320,2307,1,11,00,1,5,67,127,1,1,05,2,91,11,03,07,07,035,11,2,3,2,,2,2,1,613,15,27,11,1,1,,1,,1,146,132,,1,,0,4
52WN00067,52,1,3702,1,34,340,2020,1,11,41,3,6,66,126,1,7,06,1,81,09,04,09,07,034,12,2,2,1,,3,3,,556,16,26,11,3,3,,1,4,1,154,110,,1,,0,4
52WN00068,52,2,3703,1,00,620,2102,1,11,,1,6,66,126,1,3,06,1,81,15,03,07,07,034,11,2,3,2,,3,3,,557,16,12,11,1,1,,0,,1,115,108,,3,12,0,4
52WN00069,52,1,3704,1,63,610,2036,1,11,,5,6,66,126,1,7,06,1,69,13,03,06,09,028,14,2,3,2,,2,3,,470,16,15,11,5,2,,6,1,1,123,98,,1,,0,4
52WN00070,52,2,3705,1,63,610,2036,1,11,,5,6,66,126,1,3,06,1,54,14,03,09,09,031,11,2,2,1,,2,3,1,356,16,15,11,5,2,,6,,1,107,92,,1,,0,4
52WN00071,52,1,3706,1,32,320,2902,1,11,25,1,3,66,126,1,3,07,1,65,13,06,09,10,029,12,2,3,2,,2,2,,421,16,00,11,1,1,,1,1,1,106,120,,3,13,0,3
52WN00072,52,2,3707,1,21,210,2811,1,11,27,3,3,66,126,1,4,05,1,52,10,03,10,12,029,9,2,3,2,,2,2,,362,16,17,11,3,3,,1,,1,132,64,,7,,0,3
52WN00073,52,2,3708,1,34,340,2021,1,11,50,3,6,66,126,1,3,07,1,56,12,03,07,09,031,13,2,2,1,,3,2,,376,16,26,11,3,3,,1,,1,123,86,,7,,0,4
52WN00074,52,1,3710,1,34,340,2247,1,11,34,5,5,66,126,1,7,06,1,59,13,03,10,10,031,11,2,2,1,,3,3,,390,16,20,11,5,2,,1,1,1,125,98,,3,12,0,4
52WN00075,52,1,3711,1,34,340,2247,1,11,34,5,5,66,126,1,7,07,1,63,13,03,09,09,035,8,2,3,2,,3,3,,425,16,20,11,5,2,,1,1,1,129,94,,3,12,0,4
52WN00076,52,2,3713,1,23,230,1775,1,11,21,4,7,73,133,1,3,05,1,63,16,03,10,11,033,11,2,3,2,52,3,3,,402,09,18,11,3,3,,1,,5,109,96,,3,12,0,5
52WN00077,52,2,3714,1,23,230,1775,1,11,21,3,7,66,126,1,4,05,1,75,14,03,07,07,041,10,2,3,2,,2,3,,517,16,18,11,3,3,,1,,1,129,98,1,3,01,0,5
52WN00078,52,1,3715,1,23,230,3002,1,11,28,3,3,65,125,1,7,07,1,76,14,03,08,09,031,14,2,3,2,,2,3,,549,17,23,11,3,3,,1,3,1,129,74,,1,,0,3
52WN00079,52,1,3716,1,63,600,2259,1,11,,1,5,65,125,1,7,07,1,75,15,03,08,09,034,14,2,3,2,,4,4,,523,17, 5,11,1,1,,6,3,1,114,96,,1,,0,4
52WN00080,52,1,3718,1,24,240,2439,1,11,17,1,5,65,125,1,6,05,1,83,16,09,08,07,032,14,2,2,1,,2,3,,571,17,31,11,1,1,,1,1,1,91,116,,3,12,0,4
52WN00081,52,2,3719,1,32,320,2228,1,11,00,1,5,65,125,1,1,07,1,80,11,03,06,06,034,13,2,2,1,,2,2,2,549,17,31,11,1,1,,1,,1,132,114,,1,,0,4
52WN00082,52,1,3720,1,27,270,2369,1,11,22,1,5,65,125,1,7,05,1,83,13,04,08,09,033,9,2,3,2,,2,3,,552,17,11,11,1,1,,1,3,1,132,140,,1,,0,4
52WN00083,52,1,3721,1,23,231,2815,1,11,19,1,3,65,125,1,7,05,1,56,14,03,10,11,029,16,2,2,1,,3,2,,366,17,19,11,1,1,,1,1,1,106,102,,1,,0,3
52WN00084,52,2,3722,1,34,340,1713,1,11,26,5,7,65,125,1,3,06,1,53,13,03,09,10,035,12,2,4,3,,3,3,2,341,17,25,11,5,2,,1,,1,122,104,,1,,0,5
52WN00085,52,1,3723,1,34,340,1713,1,11,26,5,7,65,125,1,7,05,1,65,13,03,10,11,033,14,2,3,2,,3,3,,429,17,25,11,5,2,,1,1,1,134,114,,1,,0,5
52WN00086,52,2,3724,1,27,270,1828,1,11,33,5,7,65,125,1,3,08,1,53,12,03,09,11,027,11,2,2,1,,2,3,1,338,17,20,11,5,2,,1,,1,120,108,,1,,0,5
52WN00087,52,2,3725,1,27,270,1828,1,11,33,5,7,65,125,1,3,06,1,58,11,03,07,09,032,14,2,2,1,,3,3,1,387,17,20,11,5,2,,1,,1,133,96,,1,,0,5
52WN00088,52,2,3728,1,19,190,2229,1,11,15,1,5,64,124,1,3,05,1,66,13,03,09,08,037,12,2,3,2,,1,3,1,450,18, 4,11,1,1,,1,,1,119,102,,1,,0,4
52WN00089,52,2,3729,1,27,270,3015,1,11,38,1,3,64,124,1,3,07,1,49,11,04,09,10,026,12,2,3,2,,2,2,,334,18,31,11,1,1,,1,,1,110,76,,3,57,0,3
52WN00090,52,2,3730,1,24,240,2584,1,11,19,1,4,63,123,1,1,06,1,66,11,03,06,07,033,9,2,2,1,,2,2,1,468,19,25,11,1,1,,1,,1,124,84,,1,,0,4
52WN00091,52,2,3731,1,34,340,2241,1,11,37,5,5,63,123,1,4,07,1,53,11,03,09,11,029,14,2,2,1,,4,2,1,366,19,24,11,5,2,,1,,1,133,80,,1,,0,4
52WN00092,52,1,3732,1,34,340,2241,1,11,37,5,5,63,123,1,7,08,1,66,12,03,09,11,025,13,2,2,1,,3,2,,470,19,24,11,5,2,,1,1,1,137,82,,1,,0,4
52WN00093,52,1,3733,1,27,270,2918,1,11,38,5,3,63,123,1,7,05,1,60,09,03,09,11,030,13,2,3,2,,4,3,,424,19,35,11,5,2,,1,1,1,150,78,,3,76,0,3
52WN00094,52,1,3734,1,27,270,2918,1,11,38,5,3,63,123,1,7,05,1,64,10,03,10,10,032,9,2,3,2,,3,2,,446,19,35,11,5,2,,1,1,1,148,92,,3,76,0,3
52WN00095,52,1,3735,1,34,340,2773,1,11,39,3,3,63,123,2,7,05,1,73,09,03,08,09,033,11,2,3,2,,2,3,,517,19,23,11,3,3,,1,1,1,155,94,,1,,0,3
52WN00096,52,1,3736,1,27,270,2407,1,11,31,5,5,63,123,1,7,06,1,75,12,03,09,10,031,13,2,3,2,,4,3,,530,19,26,11,5,2,,1,3,1,146,98,,3,10,0,4
52WN00097,52,1,3737,1,27,270,2407,1,11,31,5,5,63,123,1,7,08,1,51,12,03,10,12,032,12,2,2,1,,4,2,,343,19,26,11,5,2,,1,1,1,129,88,,3,76,0,4
52WN00098,52,1,3738,1,63,560,2655,1,11,,1,4,63,123,1,7,05,6,82,14,03,07,09,035,12,2,2,1,,3,4,,576,19,21,11,1,1,,6,2,1,128,112,,3,34,0,4
52WN00099,52,1,3739,1,27,270,1771,1,11,31,3,7,63,123,1,7,06,1,69,12,03,09,09,037,10,2,3,2,,2,2,,480,19,29,11,3,3,,1,2,1,137,100,,1,,0,5
52WN00100,52,2,3741,1,20,200,2238,1,11,26,1,5,63,123,1,3,04,1,62,10,03,08,09,034,12,2,2,1,,3,3,1,411,19,22,11,1,1,,1,,1,133,114,,1,,0,4
52WN00101,52,1,3742,1,32,320,2207,1,11,00,5,6,63,123,1,3,07,1,63,15,03,10,10,030,10,2,2,1,,1,2,,413,19,24,11,5,2,,1,1,1,113,122,,3,50,0,4
52WN00102,52,2,3743,1,32,320,2207,1,11,00,5,6,63,123,1,1,06,1,72,11,03,09,08,030,11,2,3,2,,1,2,1,498,19,24,11,5,2,,1,,1,138,108,,1,,0,4
52WN00103,52,2,3744,1,27,270,1744,1,11,29,5,7,62,122,1,3,05,1,60,11,03,08,09,029,10,2,3,2,,2,2,1,430,20,25,11,5,2,,1,,1,134,76,,1,,0,5
52WN00104,52,2,3745,1,27,270,1744,1,11,29,5,7,62,122,1,3,05,1,66,11,03,07,06,033,12,2,4,3,,2,2,1,475,20,25,11,5,2,,1,,1,134,80,,1,,0,5
52WN00105,52,2,3747,1,19,190,2560,1,11,37,1,4,62,122,1,3,06,1,50,14,04,11,13,028,16,2,2,1,,2,2,,313,20,35,11,1,1,,1,,1,107,118,,3,12,0,4
52WN00106,52,1,3748,1,20,200,2091,1,11,19,1,6,62,122,1,7,06,1,80,15,03,08,08,030,13,2,2,1,,3,3,,569,20,17,11,1,1,,1,1,1,119,106,,1,,0,4
52WN00107,52,1,3749,1,23,230,2568,1,11,17,1,4,62,122,1,7,05,1,76,13,03,08,09,034,12,2,2,1,,2,2,,546,20,19,11,1,1,,1,3,1,130,94,,1,,0,4
52WN00108,52,2,3750,1,23,231,1874,1,11,21,1,7,61,121,1,3,06,1,58,13,03,09,09,032,14,2,2,1,,2,3,1,397,21,17,11,1,1,,1,,1,113,100,,1,,0,5
52WN00109,52,1,3751,1,32,320,2473,1,11,00,1,5,61,121,1,5,06,1,89,12,03,06,09,032,14,2,2,1,,1,2,,620,21,29,11,1,1,,1,1,1,143,140,,1,,0,4
52WN00110,52,1,3752,1,32,320,2942,1,11,25,1,3,61,121,1,3,07,1,80,09,03,09,09,031,12,2,2,1,,2,2,,562,21,00,11,1,1,,1,5,1,154,120,,1,,0,3
52WN00111,52,2,3753,1,63,626,3140,1,11,,1,2,61,121,1,3,08,1,50,11,03,10,11,024,10,2,2,1,,3,2,,344,21,25,11,1,1,,6,,1,116,84,,3,51,0,2
52WN00112,52,1,3754,1,34,340,2060,1,11,40,5,6,61,121,1,7,07,1,53,13,03,07,12,029,13,2,2,1,,3,2,,367,21,36,11,5,2,,1,1,1,126,86,,1,,0,4
52WN00113,52,2,3755,1,34,340,2060,1,11,40,5,6,61,121,1,3,05,1,50,13,03,09,11,033,10,2,4,3,,5,2,1,349,21,36,11,5,2,,1,,1,124,78,,1,,0,4
52WN00114,52,1,3756,1,24,240,2931,1,11,21,1,3,61,121,1,7,06,1,81,15,05,08,07,033,11,2,3,2,,2,2,,579,21,00,11,1,1,,1,3,1,112,110,,1,,0,3
52WN00115,52,2,3757,1,19,190,3070,1,11,37,1,2,61,121,1,3,10,1,67,14,03,08,09,025,15,2,2,1,,2,2,1,484,21,27,11,1,1,,1,,1,119,84,,1,,0,2
52WN00116,52,1,3758,1,24,240,2482,1,11,17,1,5,61,121,1,7,07,1,87,14,03,07,07,035,12,2,2,1,,2,3,,628,21,33,11,1,1,,1,2,1,131,110,,1,,0,4
52WN00117,52,2,3760,1,19,190,2202,1,11,28,1,6,61,121,1,3,07,1,74,13,03,07,08,031,12,2,3,2,,2,2,1,521,21,24,11,1,1,,1,,1,126,110,,1,,0,4
52WN00118,52,1,3761,1,19,190,2968,1,11,30,1,3,60,120,1,7,06,1,71,12,03,11,09,029,13,2,3,2,,2,2,,497,22,14,11,1,1,,1,1,1,130,114,,1,,0,3
52WN00119,52,2,3762,1,63,590,3226,1,11,,1,2,60,120,1,3,07,1,47,09,03,10,12,025,11,2,2,1,,3,3,1,325,22,18,11,1,1,,6,,1,126,80,,1,,0,2
52WN00120,52,1,3763,1,19,190,2678,1,11,23,4,4,60,120,1,7,07,1,67,13,04,12,07,022,14,2,2,1,,2,2,,498,22,13,11,3,3,,1,1,1,111,72,,3,12,0,4
52WN00121,52,1,3764,1,19,190,2678,1,11,23,3,4,60,120,1,7,07,1,64,15,03,11,10,030,15,2,2,1,,2,2,,463,22,13,11,3,3,,1,1,1,115,84,,3,12,0,4
52WN00122,52,1,3765,1,19,190,2146,1,11,15,5,6,59,119,1,7,07,1,55,15,03,09,10,027,14,2,2,1,,2,2,,378,23,18,11,5,2,,1,1,1,108,100,,3,12,0,4
52WN00123,52,2,3766,1,19,190,2146,1,11,15,5,6,59,119,1,3,09,1,48,15,03,09,12,023,15,2,2,1,,2,2,,338,23,18,11,5,2,,1,,1,104,78,,3,12,0,4
52WN00124,52,1,3767,1,23,231,1860,1,11,17,1,7,59,119,1,7,05,1,69,14,03,08,09,029,14,2,2,1,,3,3,,477,23,10,11,1,1,,1,2,1,116,122,,1,,0,5
52WN00125,52,2,3768,1,23,230,2429,1,11,24,1,5,59,119,1,5,07,1,69,11,03,08,09,031,11,2,3,2,,3,3,1,492,23,22,11,1,1,,1,,1,134,104,,1,,0,4
52WN00126,52,1,3771,1,21,211,3183,1,11,36,1,2,56,116,1,7,07,1,52,15,03,09,11,032,10,2,3,2,,2,2,,376,26,27,11,1,1,,1,1,1,111,84,,1,,0,2
52WN00127,52,2,3772,1,63,580,2441,1,11,,3,5,63,123,1,3,05,1,47,12,04,11,14,027,13,2,4,2,54,4,2,,301,19,24,11,3,3,,6,,5,114,100,,6,,0,4
52WN00128,52,2,3774,1,63,570,1764,1,11,,4,7,63,123,1,3,07,2,62,11,03,10,11,027,12,2,2,1,53,3,2,,431,19,27,11,3,3,,6,,5,130,90,,3,70,0,5
52WN00129,52,1,3775,1,63,570,1764,1,11,,4,7,63,123,1,7,07,1,57,12,03,13,10,025,12,2,2,1,48,2,2,,403,19,27,11,3,3,,6,2,5,115,74,,3,10,0,5
52WN00130,52,2,3776,1,23,230,3224,1,11,27,1,2,63,123,1,3,06,1,64,15,03,07,09,031,11,2,4,3,49,1,2,2,446,19,20,11,1,1,,1,,5,113,92,,1,,0,2
52WN00131,52,1,3777,1,19,190,2782,1,11,30,1,3,62,122,1,7,06,1,70,14,05,10,10,027,11,2,2,1,52,1,2,,469,20,14,11,1,1,,1,1,5,112,128,,1,,0,3
52WN00132,52,2,3778,1,20,200,2651,1,11,21,1,4,61,121,1,3,07,1,65,11,03,08,09,031,12,2,3,2,49,3,3,1,456,21,30,11,1,1,,1,,5,129,98,,1,,0,4
52WN00133,52,2,3782,1,32,320,2854,1,11,25,5,3,58,118,1,1,07,1,62,13,03,08,09,029,11,2,2,1,46,1,2,1,458,24,00,11,5,2,,1,,5,127,80,,1,,0,3
52WN00134,52,2,3783,1,32,320,2854,1,11,25,5,3,58,118,1,1,06,1,62,08,03,09,08,031,13,2,3,2,50,2,2,2,449,24,00,11,5,2,,1,,5,151,90,,1,,0,3
