UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW
95WN01547, 95105838,95,S5838,10,1,10,07, 21,8,2,2,6.0,6,4,2,94,221,127,12,9.8,74,91,0.639,87,1,1,,,0,M,,,S3547,10,S0128,10,10,1,,0,5,5,101,1.5,102.2,1,101,,8.618
95WN01548, 95105839,95,S5839,10,2,13,07, 44,8,2,2,6.0,6,4,2,94,221,127,1,10.8,58,81,0.553,77,1,1,,,0,F,,"DEAD,PILEUP",01958,TX,S9626,19,13,6,46,212,5,5,106,1.6,109.1,6,,,11.965
95WN01549, 95105840,95,S5840,10,1,13,07, 44,8,2,2,6.0,6,4,2,94,221,127,11,11.6,51,76,0.507,72,1,1,4,,0,F,,H4, 1958,TX,S9626,19,13,3,93,240,5,5,96,1.6,109.1,3,84,,11.965
95WN01550, 95105841,95,S5841,10,1,11,07, 31,8,2,2,3.0,3,3,2,94,221,127,7,10.0,65,79,0.543,75,1,1,3,,0,R,,H3,S2315,10,S2794,10,11,1,,0,5,5,101,1.61,115.6,1,93,,21.144
95WN01551, 95105842,95,S5842,10,2,11,07, 31,8,2,2,3.0,3,3,2,94,221,127,15,10.1,61,80,0.55,76,1,1,,,0,R,e.0,,S2315,10,S2794,10,11,1,,0,5,5,109,1.61,115.6,1,95,,21.144
95WN01552, 95105843,95,S5843,10,1,13,07, 41,8,2,1,5.0,5,4,2,94,221,127,13,11.2,74,92,0.636,88,1,1,,,0,F,MER,,S3460,10,S0868,10,13,3,93,240,3,2,103,1.74,103.9,3,95,,13.712
95WN01553, 95105845,95,S5845,10,2,13,07, 44,8,2,2,4.0,4,4,2,94,221,127,3,10.2,66,89,0.62,85,1,1,,,0,F,e.1,,01958,TX,S1934,10,13,1,,0,5,5,99,1.27,84.8,1,104,,5.368
95WN01554, 95105846,95,S5846,10,1,13,07, 44,8,2,2,4.0,4,4,2,94,221,127,11,11.1,67,86,0.59,82,1,1,4,,0,F,,H4, 1958,TX,S1934,10,13,3,93,240,5,5,90,1.27,84.8,3,95,,5.368
95WN01555, 95105847,95,S5847,10,1,13,42, 43,8,2,2,5.0,5,4,2,94,221,127,11,11.0,75,94,0.654,89,1,1,,,0,F,MER,,S2500,10,S0575,10,13,3,93,240,5,5,98,1.74,84.4,3,100,,11.695
95WN01556, 95105848,95,S5848,10,2,13,42, 43,8,2,2,5.0,5,4,2,94,221,127,14,10.8,61,80,0.545,76,1,1,,,0,F,e.1,,S2500,10,S0575,10,13,1,,0,5,5,96,1.74,84.4,1,93,,11.695
95WN01557, 95105849,95,S5849,10,1,13,07, 41,5,1,1,3.0,3,3,2,94,221,127,16,12.0,78,102,0.709,97,1,1,,,0,F,,SAVE sub,S3460,10,S2733,10,13,1,54,298,1,1,97,1.33,80.4,1,110,,12.896
95WN01558, 95105852,95,S5852,10,2,11,07, 33,8,2,2,5.0,5,4,2,94,221,127,11,10.3,62,81,0.557,77,1,1,,,0,R,e.1,,S2505,10,S0870,10,11,1,,0,5,5,112,1.74,122.1,1,93,,16.221
95WN01559, 95105853,95,S5853,10,1,11,07, 33,8,2,2,5.0,5,4,2,94,221,127,9,10.8,62,81,0.553,77,1,1,,,0,R,MER,,S2505,10,S0870,10,11,3,93,240,5,5,105,1.74,122.1,3,88,,16.221
95WN01560, 95105858,95,S5858,10,3,12,07, 81,8,2,2,4.0,4,4,2,94,221,127,3,9.7,66,90,0.632,86,1,1,,,0,C,,NAVEL BLED,06139,TX,S1590,10,12,3,93,268,5,6,124,1.77,136.0,3,103,,13.2
95WN01561, 95105859,95,S5859,10,3,12,07, 81,8,2,2,4.0,4,4,2,94,221,127,1,11.8,69,88,0.6,84,1,1,,,0,C,,,06139,TX,S1590,10,12,3,93,268,5,4,122,1.77,136.0,3,102,,13.2
95WN01562, 95105860,95,S5860,10,1,12,07, 84,8,2,2,5.0,5,4,2,94,221,127,11,12.3,69,95,0.651,90,1,1,,,0,C,MER,NICE,S2349,10,S0959,10,12,1,,0,5,5,112,1.74,119.9,1,107,,18.147
95WN01563, 95105861,95,S5861,10,1,12,07, 84,8,2,2,5.0,5,4,2,94,221,127,7,13.4,74,104,0.713,99,1,1,,,0,C,MER,SAVE sub,S2349,10,S0959,10,12,1,,0,5,5,117,1.74,119.9,1,118,,18.147
95WN01564, 95105862,95,S5862,10,2,12,43, 86,5,1,1,4.0,4,4,2,94,221,127,18,12.2,78,95,0.652,90,1,1,,,0,C,,POLY? chk,S3286,10,S1667,10,12,3,93,268,1,1,104,1.52,81.3,3,111,,14.303
95WN01565, 95105863,95,S5863,10,3,10,07, 21,8,2,1,5.0,5,4,2,94,221,127,19,9.5,56,75,0.516,71,1,1,,,0,M,MER,1CRYPTORCHID,S3547,10,S0674,10,10,3,93,268,3,2,88,1.74,83.7,3,91,,5.742
95WN01566, 95105866,95,S5866,10,1,13,42, 41,8,2,1,5.0,5,4,2,94,221,127,11,12.9,82,105,0.725,100,1,1,,,0,F,MER,1TAG,S3460,10,S0767,10,13,1,,0,3,2,117,1.74,109.7,1,110,,12.033
95WN01567, 95105867,95,S5867,10,3,12,43, 84,5,1,1,3.0,3,3,2,94,221,127,9,14.4,76,97,0.65,92,1,1,,,0,C,,,S2349,10,S2535,10,12,3,93,268,1,1,110,1.47,92.6,3,104,,12.196
95WN01568, 95105868,95,S5868,10,2,00,05, 54,8,2,2,2.0,2,2,2,94,221,127,9,10.6,43,63,0.413,60,1,1,,,0,H,WYe,,K6972,63,S3635,10,00,3,93,241,5,5,0,1.76,114.3,3,,,0.0
95WN01569, 95105869,95,S5869,10,2,00,05, 54,8,2,2,2.0,2,2,2,94,221,127,13,9.4,51,67,0.454,64,1,1,,,0,H,WYe,,K6972,63,S3635,10,00,3,93,241,5,5,0,1.76,114.3,3,,,0.0
95WN01570, 95105872,95,S5872,10,1,13,43, 43,8,2,2,3.0,3,3,2,94,221,127,3,14.4,69,102,0.69,97,1,1,,,0,F,,,S2500,10,S2493,10,13,1,,0,5,4,123,1.76,126.1,1,112,,11.46
95WN01571, 95105873,95,S5873,10,1,13,43, 43,8,2,2,3.0,3,3,2,94,221,127,3,11.1,63,85,0.582,81,1,1,,,0,F,,,S2500,10,S2493,10,13,1,,0,5,6,113,1.76,126.1,1,93,,11.46
95WN01572, 95105875,95,S5875,10,1,11,42, 32,8,2,1,5.0,5,4,2,94,221,127,6,11.7,65,89,0.609,85,1,1,,,0,R,MER,,S2359,10,S0365,10,11,3,93,240,3,2,103,1.74,100.3,3,95,,14.092
95WN01573, 95105876,95,S5876,10,1,10,43, 23,8,2,2,3.0,3,3,2,94,221,127,3,13.3,70,95,0.643,90,1,1,,,0,M,,,S2576,10,S2536,10,10,1,,0,5,4,107,1.61,101.6,1,105,,10.022
95WN01574, 95105877,95,S5877,10,2,10,43, 23,8,2,2,3.0,3,3,2,94,221,127,6,10.7,40,65,0.428,62,1,3,,,0,M, 25,4TEATS,S2576,10,S2536,10,10,2,92,264,5,6,95,1.61,101.6,2,76,,10.022
95WN01575, 95105878,95,S5878,10,3,10,07, 23,8,2,2,7.0,7,5,2,94,221,127,16,9.7,49,67,0.451,64,1,3,,,0,M,,,S2576,10,S9079,19,10,3,93,268,5,6,80,1.19,76.4,3,77,,16.187
95WN01576, 95105879,95,S5879,10,2,10,07, 23,8,2,2,7.0,7,5,2,94,221,127,15,11.4,54,74,0.493,71,1,1,,,0,M, 16,4TEATS,S2576,10,S9079,19,10,2,92,264,5,4,86,1.19,76.4,2,90,,16.187
95WN01577, 95105880,95,S5880,10,3,10,07, 22,8,2,2,5.0,5,4,2,94,221,127,11,12.0,68,88,0.598,84,3,1,,,0,M,,BRN LEGS,S3142,10,S0679,10,10,3,93,268,5,5,112,1.63,116.0,3,101,,20.043
95WN01578, 95105881,95,S5881,10,2,10,07, 22,8,2,2,5.0,5,4,2,94,221,127,11,10.3,60,78,0.533,74,1,1,,,0,M,e.1,4TEATS,S3142,10,S0679,10,10,1,,0,5,5,107,1.63,116.0,1,87,,20.043
95WN01579, 95105883,95,S5883,10,2,13,07, 41,8,2,1,4.0,4,4,2,94,221,127,3,10.3,50,73,0.494,70,1,1,,,0,F,e.2,HAIRY,S3460,10,S1904,10,13,1,,0,3,2,95,1.52,95.8,1,83,,12.654
95WN01580, 95105885,95,S5885,10,2,13,43, 41,8,2,2,4.0,4,4,2,94,221,127,6,8.7,58,76,0.53,72,1,1,,,0,F,e.1,,S3460,10,S1810,10,13,1,,0,5,5,100,1.39,98.8,1,87,,13.957
95WN01581, 95105886,95,S5886,10,1,13,43, 41,8,2,2,4.0,4,4,2,94,221,127,7,9.6,67,91,0.641,87,1,1,,,0,F,,,S3460,10,S1810,10,13,3,93,240,5,5,103,1.39,98.8,3,96,,13.957
95WN01582, 95105887,95,S5887,10,2,10,07, 21,8,2,2,5.0,5,4,2,94,221,127,9,10.0,68,89,0.622,85,1,1,,,0,M,e.2,HAIRY,S3547,10,S0932,10,10,1,,0,5,5,105,1.63,95.8,1,103,,17.621
95WN01583, 95105888,95,S5888,10,2,10,07, 21,8,2,2,5.0,5,4,2,94,221,127,2,9.7,61,82,0.569,78,1,1,,,0,M,e.0,,S3547,10,S0932,10,10,1,,0,5,5,100,1.63,95.8,1,93,,17.621
95WN01584, 95105889,95,S5889,10,2,10,07, 22,9,3,2,3.0,3,3,2,94,221,127,18,7.9,57,61,0.418,58,1,1,,,0,M,,?LAMB,S3142,10,S2521,10,10,3,93,268,8,7,90,1.76,103.0,3,81,,12.946
95WN01585, 95105890,95,S5890,10,2,10,07, 22,9,3,2,3.0,3,3,2,94,221,127,12,10.7,51,77,0.522,73,1,1,,,0,M,e.1,,S3142,10,S2521,10,10,1,,0,8,5,100,1.76,103.0,1,90,,12.946
95WN01586, 95105891,95,S5891,10,1,10,07, 22,9,3,2,3.0,3,3,2,94,221,127,14,11.8,59,91,0.624,87,1,1,,,0,M,,,S3142,10,S2521,10,10,1,,0,8,5,102,1.76,103.0,1,98,,12.946
95WN01587, 95105892,95,S5892,10,3,10,07, 21,5,1,1,3.0,3,3,2,94,221,127,12,14.0,89,113,0.78,108,1,1,,,0,M,,HAIRY,S3547,10,S2954,10,10,3,93,268,1,1,114,1.33,88.3,3,126,,12.002
95WN01588, 95105893,95,S5893,10,2,13,41, 42,8,2,2,5.0,5,4,2,94,221,127,5,9.6,64,86,0.602,82,1,1,,,0,F,e.0,,S2630,10,S0528,10,13,1,,0,5,3,105,1.41,95.0,1,92,,12.168
95WN01589, 95105894,95,S5894,10,3,13,41, 42,8,2,2,5.0,5,4,2,94,221,127,8,6.4,51,70,0.501,66,1,1,,,0,F,MER,,S2630,10,S0528,10,13,3,93,268,5,7,94,1.41,95.0,3,82,,12.168
95WN01590, 95105895,95,S5895,10,3,13,42, 43,8,2,2,5.0,5,4,2,94,221,127,11,10.7,45,65,0.428,62,1,1,,,0,F,MER,1CRYPTORCHID,S2500,10,S0415,10,13,3,93,268,5,4,87,1.63,87.3,3,78,,10.903
95WN01591, 95105896,95,S5896,10,1,13,42, 43,8,2,2,5.0,5,4,2,94,221,127,14,9.0,38,57,0.378,54,1,1,,,0,F,MER,,S2500,10,S0415,10,13,3,93,240,5,6,77,1.63,87.3,3,67,,10.903
95WN01592, 95105897,95,S5897,10,2,12,43, 90,8,2,2,4.0,4,4,2,94,221,127,8,11.0,68,88,0.606,84,1,1,,,0,C, 24,,S2793,10,S1829,10,12,2,92,264,5,5,119,1.64,119.9,2,84,,21.411
95WN01593, 95105898,95,S5898,10,2,12,43, 90,8,2,2,4.0,4,4,2,94,221,127,9,11.3,59,84,0.572,80,1,1,,,0,C,e.0,,S2793,10,S1829,10,12,1,,0,5,5,116,1.64,119.9,1,96,,21.411
95WN01594, 95105900,95,S5900,10,2,11,07, 33,8,2,1,7.0,7,5,2,95,221,126,11,10.6,62,87,0.606,83,1,1,,,0,R,e.2,,S2505,10,S9036,19,11,1,,0,3,2,109,1.55,107.4,1,95,,19.552
95WN01595, 95105902,95,S5902,10,1,13,07, 44,8,2,1,3.0,3,3,2,95,221,126,14,10.9,85,114,0.818,109,1,1,7,,0,F,,H7, 1958,TX,S2465,10,13,1,,0,3,2,108,1.47,87.5,1,121,,11.494
95WN01596, 95105904,95,S5904,10,2,11,42, 31,8,2,1,5.0,5,4,2,95,221,126,14,10.3,65,68,0.458,65,1,1,,,0,R, 27,,S2315,10,S0837,10,11,2,92,264,3,2,89,1.63,86.6,2,84,,8.166
95WN01597, 95105906,95,S5906,10,3,12,42, 83,8,2,1,5.0,5,4,2,95,221,126,12,11.7,73,90,0.621,86,1,1,,,0,C,MER,HAIRY,S2753,10,S0880,10,12,3,93,268,3,2,102,1.63,84.4,3,104,,9.913
95WN01598, 95105907,95,S5907,10,2,13,43, 43,8,2,2,3.0,3,3,2,95,221,126,18,11.5,59,77,0.52,74,1,1,,,0,F,e.1,,S2500,10,S2451,10,13,1,,0,5,5,108,1.61,112.2,1,93,,11.861
95WN01599, 95105908,95,S5908,10,2,13,43, 43,8,2,2,3.0,3,3,2,95,221,126,8,10.4,67,88,0.616,84,1,1,,,0,F,e.0,,S2500,10,S2451,10,13,1,,0,5,5,115,1.61,112.2,1,100,,11.861
95WN01600, 95105909,95,S5909,10,3,12,42, 80,8,2,2,5.0,5,4,2,95,221,126,3,10.1,60,77,0.531,74,1,1,,,0,C,MER,ENTR,01574,TX,S0688,10,12,3,93,268,5,5,97,1.52,91.5,3,92,,3.256
95WN01601, 95105910,95,S5910,10,3,12,42, 80,8,2,2,5.0,5,4,2,95,221,126,7,9.3,56,72,0.498,69,1,1,,,0,C,MER,,01574,TX,S0688,10,12,3,93,268,5,5,94,1.52,91.5,3,83,,3.256
95WN01602, 95105913,95,S5913,10,2,10,07, 22,8,2,2,3.0,3,3,2,95,221,126,14,10.9,64,84,0.58,81,1,1,,,0,M,e.2,4TEATS,S3142,10,S2966,10,10,1,,0,5,5,118,1.76,127.0,1,97,,18.759
95WN01603, 95105914,95,S5914,10,1,10,07, 22,8,2,2,3.0,3,3,2,95,221,126,17,12.1,54,81,0.547,78,1,1,,,0,M,,lbw 127,S3142,10,S2966,10,10,1,,0,5,5,108,1.76,127.0,1,94,,18.759
95WN01604, 95105916,95,S5916,10,2,11,43, 31,8,2,1,3.0,3,3,2,95,221,126,14,8.9,74,89,0.636,85,1,1,3,,0,R,e.1,H3,S2315,10,S2380,10,11,1,,0,3,2,99,1.61,78.9,1,102,,16.253
95WN01605, 95105917,95,S5917,10,2,10,07, 23,5,1,1,4.0,4,4,2,95,221,126,14,11.1,73,94,0.658,90,1,1,,,0,M,e.0,,S2576,10,S1451,10,10,1,,0,1,1,105,1.39,90.0,1,102,,14.037
95WN01606, 95105918,95,S5918,10,1,11,07, 34,8,2,2,7.0,7,5,2,95,221,126,17,11.7,65,90,0.621,86,1,1,,,0,R,,,S2567,10,S9165,19,11,1,,0,5,4,112,1.55,124.9,1,110,,23.053
95WN01607, 95105919,95,S5919,10,2,11,07, 34,8,2,2,7.0,7,5,2,95,221,126,12,9.8,63,79,0.549,76,1,1,,,0,R,e.2,,S2567,10,S9165,19,11,1,,0,5,6,113,1.55,124.9,1,89,,23.053
95WN01608, 95105920,95,S5920,10,1,13,07, 41,8,2,2,6.0,6,4,2,95,221,126,8,11.5,62,83,0.567,80,1,1,,,0,F,,,S3460,10,S0150,10,13,3,93,240,5,5,93,1.5,93.2,3,92,,13.664
95WN01609, 95105921,95,S5921,10,2,13,07, 41,8,2,2,6.0,6,4,2,95,221,126,9,11.3,55,77,0.521,74,1,1,,,0,F,e.2,4TEATS,S3460,10,S0150,10,13,1,,0,5,5,96,1.5,93.2,1,89,,13.664
95WN01610, 95105922,95,S5922,10,2,12,42, 82,5,1,1,3.0,3,3,2,95,221,126,4,10.7,75,98,0.693,94,1,1,,,0,C, 26,,S2545,10,S2532,10,12,2,92,264,1,1,115,1.47,97.5,2,108,,13.832
95WN01611, 95105923,95,S5923,10,2,12,07, 91,8,2,2,3.0,3,3,2,95,221,126,15,9.5,59,75,0.52,72,1,1,,,0,C,e.0,,S2552,10,S2806,10,12,1,,0,5,6,107,1.76,117.1,1,88,,13.78
95WN01612, 95105924,95,S5924,10,2,12,07, 91,8,2,2,3.0,3,3,2,95,221,126,9,11.3,61,80,0.545,77,1,1,,,0,C, 15,,S2552,10,S2806,10,12,2,92,264,5,4,110,1.76,117.1,2,92,,13.78
95WN01613, 95105926,95,S5926,10,3,18,42,e.1,5,1,1,1.0,1,1,2,95,221,126,11,14.5,71,92,0.615,88,1,1,,,0,M,,,S2721,10,S4801,10,10,3,93,268,1,1,114,1.64,105.2,3,106,,9.618
95WN01614, 95105927,95,S5927,10,1,13,07, 41,8,2,2,3.0,3,3,2,95,221,126,16,11.8,62,83,0.565,80,1,1,,,0,F,,,S3460,10,S2610,10,13,3,93,240,5,4,95,1.76,97.3,3,85,,13.146
95WN01615, 95105928,95,S5928,10,2,13,07, 41,8,2,2,3.0,3,3,2,95,221,126,18,9.6,53,65,0.44,62,1,3,,,0,F, 17,,S3460,10,S2610,10,13,2,92,264,5,6,90,1.76,97.3,2,83,,13.146
95WN01616, 95105929,95,S5929,10,1,11,07, 31,8,2,2,4.0,4,4,2,95,221,126,15,11.4,75,102,0.719,98,1,1,7,,0,R,,H7,S2315,10,S1309,10,11,1,,0,5,5,122,1.77,130.9,1,111,,19.372
95WN01617, 95105930,95,S5930,10,1,11,07, 31,8,2,2,4.0,4,4,2,95,221,126,9,9.9,64,84,0.588,80,1,1,3,,0,R,,H3,S2315,10,S1309,10,11,1,,0,5,5,111,1.77,130.9,1,94,,19.372
95WN01618, 95105931,95,S5931,10,1,13,07, 43,8,2,2,2.0,2,2,2,95,221,126,13,9.1,55,79,0.555,76,1,1,,,0,F,,,S2500,10,S3779,10,13,3,93,240,5,5,102,1.76,116.6,3,87,,9.879
95WN01619, 95105932,95,S5932,10,1,13,07, 43,8,2,2,2.0,2,2,2,95,221,126,10,9.2,47,76,0.53,73,1,1,,,0,F,,,S2500,10,S3779,10,13,3,93,240,5,5,100,1.76,116.6,3,84,,9.879
95WN01620, 95105933,95,S5933,10,1,00,08, 15,5,1,1,2.0,2,2,2,95,221,126,1,11.2,66,92,0.641,88,1,1,,,0,H,,,S5364,10,S4172,10,18,3,93,248,1,1,0,1.59,105.7,3,,,0.0
95WN01621, 95105934,95,S5934,10,2,10,07, 24,5,1,1,3.0,3,3,2,95,221,126,18,13.0,70,80,0.532,77,1,2,,,0,M,e.1,4TEATS,S2585,10,S3013,10,10,1,,0,1,1,93,1.33,83.6,1,95,,4.461
95WN01622, 95105935,95,S5935,10,2,11,07, 32,8,2,2,6.0,6,4,2,95,221,126,7,8.9,61,83,0.588,79,1,1,,,0,R,e.0,4TEATS,S2359,10,S9928,19,11,1,,0,5,5,109,1.5,112.2,1,95,,17.981
95WN01623, 95105936,95,S5936,10,3,11,07, 32,8,2,2,6.0,6,4,2,95,221,126,18,8.4,46,65,0.449,62,1,1,,,0,R,,,S2359,10,S9928,19,11,3,93,268,5,5,96,1.5,112.2,3,83,,17.981
95WN01624, 95105937,95,S5937,10,1,13,42, 42,8,2,2,2.0,2,2,2,95,221,126,15,12.8,58,77,0.51,74,1,1,7,,0,F,,H7,S2630,10,S3868,10,13,3,93,240,5,5,97,1.59,102.7,3,80,,11.06
95WN01625, 95105938,95,S5938,10,1,13,42, 42,8,2,2,2.0,2,2,2,95,221,126,11,10.9,61,80,0.548,77,1,1,,,0,F,,,S2630,10,S3868,10,13,3,93,240,5,5,99,1.59,102.7,3,83,,11.06
95WN01626, 95105939,95,S5939,10,2,00,08, 15,8,2,2,6.0,6,4,2,95,221,126,12,11.2,68,88,0.61,84,1,1,,,0,H,TOB,,S5364,10,S0102,10,18,T,95,320,5,6,0,1.4,101.8,T,106,,0.0
95WN01627, 95105940,95,S5940,10,1,00,08, 15,8,2,2,6.0,6,4,2,95,221,126,14,13.5,54,76,0.496,73,1,1,,,0,H,USU,,S5364,10,S0102,10,18,2,92,285,5,4,0,1.4,101.8,1,,,0.0
95WN01628, 95105941,95,S5941,10,2,10,43, 23,8,2,2,3.0,3,3,2,95,221,126,4,12.0,57,74,0.492,71,1,1,,,0,M, 23,,S2576,10,S2982,10,10,2,92,264,5,3,95,1.47,89.1,2,85,,13.072
95WN01629, 95105942,95,S5942,10,2,10,43, 23,8,2,2,3.0,3,3,2,95,221,126,11,8.0,57,73,0.516,70,1,1,,,0,M, 24,,S2576,10,S2982,10,10,2,92,264,5,7,94,1.47,89.1,2,80,,13.072
95WN01630, 95105943,95,S5943,10,2,13,07, 41,5,1,1,2.0,2,2,2,95,221,126,14,9.3,61,75,0.521,72,1,1,,,0,F,e.2,,S3460,10,S3598,10,13,1,,0,1,1,97,1.59,98.6,1,86,,12.82
95WN01631, 95105944,95,S5944,10,2,13,07, 43,9,3,2,5.0,5,4,2,95,221,126,11,8.4,45,68,0.473,65,1,1,,,0,F, 21,,S2500,10,S0860,10,13,2,92,264,8,5,87,1.74,87.5,2,75,,13.019
95WN01632, 95105945,95,S5945,10,1,13,07, 43,9,3,2,5.0,5,4,2,95,221,126,1,8.0,50,76,0.54,73,1,1,,,0,F,MER,,S2500,10,S0860,10,13,7,97,222,8,5,86,1.74,87.5,7,,,13.019
95WN01633, 95105947,95,S5947,10,2,13,07, 44,8,2,1,5.0,5,4,2,95,221,126,11,10.8,63,82,0.565,79,1,1,,,0,F,e.0,,01958,TX,S0797,10,13,1,,0,3,2,98,1.74,90.4,1,94,,-0.893
95WN01634, 95105949,95,S5949,10,3,10,07, 23,5,1,1,5.0,5,4,2,95,221,126,7,12.1,61,79,0.531,76,1,1,,,0,M,,,S2576,10,S0346,10,10,3,93,268,1,1,92,1.52,85.8,3,90,,10.486
95WN01635, 95105950,95,S5950,10,2,18,43,e.0,5,1,1,1.0,1,1,2,95,221,126,11,7.5,54,73,0.52,70,1,1,,,0,F, 23,,S2749,10,S4438,10,13,2,92,264,1,1,100,1.64,101.6,2,86,,12.192
95WN01636, 95105951,95,S5951,10,2,13,07, 44,8,2,2,3.0,3,3,2,96,221,125,12,11.6,55,83,0.571,80,1,1,,,0,F,e.1,,01958,TX,S2933,10,13,1,,0,5,5,102,1.47,97.9,1,96,,10.607
95WN01637, 95105952,95,S5952,10,1,13,07, 44,8,2,2,3.0,3,3,2,96,221,125,15,11.0,56,91,0.64,88,1,1,4,,0,F,,H4, 1958,TX,S2933,10,13,3,93,240,5,5,100,1.47,97.9,3,98,,10.607
95WN01638, 95105953,95,S5953,10,2,12,07, 87,9,3,2,7.0,7,5,2,96,221,125,15,8.8,56,87,0.626,84,1,1,,,0,C,e.1,,S2848,10,S8726,19,12,1,,0,8,5,105,1.73,96.8,1,97,,18.204
95WN01639, 95105954,95,S5954,10,3,12,07, 87,9,3,2,7.0,7,5,2,96,221,125,18,10.3,61,80,0.558,77,1,1,,,0,C,,,S2848,10,S8726,19,12,3,93,268,8,5,98,1.73,96.8,3,95,,18.204
95WN01640, 95105956,95,S5956,10,2,18,07,e.0,5,1,1,1.0,1,1,2,96,221,125,3,9.3,62,86,0.614,83,1,1,5,,0,C,,H5 SCURS,S2749,10,S4462,10,12,3,93,268,1,1,108,1.64,104.2,3,99,,14.246
95WN01641, 95105957,95,S5957,10,3,12,42, 86,8,2,2,5.0,5,4,2,96,221,125,16,9.3,48,65,0.446,63,1,1,,,0,C,MER,"BLK L EYE 1""",S3286,10,S0416,10,12,3,93,268,5,6,96,1.52,104.0,3,79,,13.229
95WN01642, 95105958,95,S5958,10,1,12,42, 86,8,2,2,5.0,5,4,2,96,221,125,6,11.5,54,78,0.532,75,1,1,,,0,C,MER,,S3286,10,S0416,10,12,1,,0,5,4,99,1.52,104.0,1,89,,13.229
95WN01643, 95105959,95,S5959,10,1,11,07, 32,8,2,2,3.0,3,3,2,96,221,125,8,9.9,58,85,0.601,82,1,1,,,0,R,,,S2359,10,S2725,10,11,3,93,240,5,4,98,1.61,102.2,3,95,,13.605
95WN01644, 95105960,95,S5960,10,2,11,07, 32,8,2,2,3.0,3,3,2,96,221,125,3,8.0,57,77,0.552,74,1,1,,,0,R,e.0,4TEATS,S2359,10,S2725,10,11,1,,0,5,6,101,1.61,102.2,1,90,,13.605
95WN01645, 95105961,95,S5961,10,1,12,43, 86,8,2,2,5.0,5,4,2,96,221,125,18,10.7,54,78,0.538,75,1,1,,,0,C,,4TEATS,S3286,10,S0980,10,12,1,,0,5,5,99,1.52,105.9,1,93,,14.59
95WN01646, 95105962,95,S5962,10,1,12,43, 86,8,2,2,5.0,5,4,2,96,221,125,8,11.4,59,91,0.637,88,1,1,3,,0,C,,H3,S3286,10,S0980,10,12,3,93,240,5,5,108,1.52,105.9,3,99,,14.59
95WN01647, 95105963,95,S5963,10,1,12,07, 89,8,2,2,5.0,5,4,2,96,221,125,15,11.7,69,92,0.642,89,1,2,,,0,C,MER,,S3244,10,S0420,10,12,1,,0,5,5,115,1.74,127.9,1,101,,19.39
95WN01648, 95105964,95,S5964,10,2,12,07, 89,8,2,2,5.0,5,4,2,96,221,125,12,10.4,57,76,0.525,73,1,1,,,0,C, 16,ENTR,S3244,10,S0420,10,12,2,92,264,5,5,113,1.74,127.9,2,87,,19.39
95WN01649, 95105965,95,S5965,10,3,18,42,e.1,5,1,1,1.0,1,1,2,96,221,125,19,12.3,62,87,0.598,84,1,1,,,0,M,,,S2721,10,S4424,10,10,3,93,268,1,1,111,1.64,104.4,3,103,,11.043
95WN01650, 95105966,95,S5966,10,2,11,07, 33,8,2,2,3.0,3,3,2,96,221,125,17,12.1,61,74,0.495,72,1,1,,,0,R,e.1,HAIRY,S2505,10,S2934,10,11,1,,0,5,5,106,1.76,116.7,1,90,,20.754
95WN01651, 95105967,95,S5967,10,2,11,07, 33,8,2,2,3.0,3,3,2,96,221,125,17,11.0,56,70,0.472,68,1,1,,,0,R,e.2,,S2505,10,S2934,10,11,1,,0,5,5,104,1.76,116.7,1,83,,20.754
95WN01652, 95105969,95,S5969,10,2,10,07, 23,9,3,2,5.0,5,4,2,96,221,125,15,10.8,63,80,0.554,77,1,1,,,0,M,e.2,4TEATS,S2576,10,S0740,10,10,1,,0,8,5,111,1.74,119.6,1,90,,11.722
95WN01653, 95105970,95,S5970,10,1,10,07, 23,9,3,2,5.0,5,4,2,96,221,125,13,12.0,60,84,0.576,81,1,1,,,0,M,MER,,S2576,10,S0740,10,10,1,,0,8,5,106,1.74,119.6,1,89,,11.722
95WN01654, 95105971,95,S5971,10,2,12,07, 81,8,2,2,3.0,3,3,2,96,221,125,8,10.9,66,89,0.625,86,1,1,,,0,C,e.2,,06139,TX,S2506,10,12,1,,0,5,6,117,1.76,118.4,1,102,,10.248
95WN01655, 95105972,95,S5972,10,1,12,07, 81,8,2,2,3.0,3,3,2,96,221,125,5,14.7,82,107,0.738,103,1,1,3,,0,C,,H3,06139,TX,S2506,10,12,1,,0,5,4,119,1.76,118.4,1,111,,10.248
95WN01656, 95105973,95,S5973,10,1,13,07, 41,8,2,2,4.0,4,4,2,96,221,125,16,13.1,70,93,0.639,90,1,1,,,0,F,,,S3460,10,S1910,10,13,1,,0,5,5,119,1.77,136.3,1,105,,17.409
