UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW
95WN00562, 95042489,95,A2489,04,3,73,30,743,8,2,2,1.5,1,1,H,111,226,115,3,9.4,39,61,0.449,63,1,1,,,6,,-FL,,A0386,04,A0317,04,73,3,93,268,5,5,98,2.15,134.5,3,64,,0.0
95WN00563, 95042490,95,A2490,04,2,73,30,743,8,2,2,1.5,1,1,H,111,226,115,6,7.8,43,65,0.497,67,1,1,,,6,,-fl,"4TEATS,?EYES",A0386,04,A0603,04,72,1,,0,5,5,101,2.15,135.9,1,69,,0.0
95WN00564, 95042491,95,A2491,04,3,73,30,743,8,2,2,1.5,1,1,H,111,226,115,2,8.6,41,63,0.473,65,1,2,,,6,,-FL,,A0386,04,A0603,04,72,3,93,268,5,5,100,2.15,135.9,3,65,,0.0
95WN00565, 95042494,95,A2494,04,1,82,30, 26,5,1,1,4.0,4,4,2,111,221,110,4,14.2,72,102,0.798,110,1,1,,,0,C,,,A0054,04,L7687,03,82,1,,0,1,1,99,1.92,98.7,1,111,,10.739
95WN00566, 95042495,95,A2495,04,2,82,30, 21,8,2,2,2.0,2,2,2,111,221,110,17,6.4,31,47,0.369,51,1,2,,,0,C,,,L9859,03,A0037,04,82,3,93,268,5,5,86,2.0,123.0,3,56,,15.854
95WN00567, 95042496,95,A2496,04,1,82,30, 21,8,2,2,2.0,2,2,2,111,221,110,2,6.5,34,58,0.468,63,1,1,,,0,C,,,L9859,03,A0037,04,82,3,93,240,5,5,88,2.0,123.0,3,61,,15.854
95WN00568, 95042497,95,A2497,04,2,88,30,e.8,5,1,1,1.0,1,1,2,111,221,110,13,9.2,29,42,0.298,45,1,1,,,0,M,,CURLY,L9716,03,A0731,04,81,3,93,268,1,1,80,2.05,118.5,3,56,,23.434
95WN00569, 95042498,95,A2498,04,2,88,30,e.8,8,2,2,1.0,1,1,2,111,221,110,14,7.7,39,59,0.466,64,1,1,,,0,C,,SHAG X,L9716,03,A1331,04,82,3,93,268,5,5,98,2.15,134.1,3,71,,21.354
95WN00570, 95042499,95,A2499,04,3,88,30,e.8,8,2,2,1.0,1,1,2,111,221,110,6,7.8,35,55,0.429,59,1,1,,,0,C,,,L9716,03,A1331,04,82,3,93,268,5,5,96,2.15,134.1,3,67,,21.354
95WN00571, 95042500,95,A2500,04,3,73,30,743,8,2,1,1.5,1,1,H,111,226,115,5,9.6,45,75,0.569,78,1,1,,,6,,-FL,,A0386,04,A0291,04,72,3,93,268,3,2,102,2.15,125.1,3,78,,0.0
95WN00572, 95042502,95,A2502,04,1,82,30, 28,3,4,2,4.0,4,4,2,111,221,110,6,9.5,56,85,0.686,92,1,1,,,0,C,,,A0161,04,L7254,03,82,3,93,240,8,4,98,2.17,115.2,3,90,,17.224
95WN00573, 95042504,95,A2504,04,2,82,30, 24,3,4,2,4.0,4,4,2,111,221,110,14,7.6,47,67,0.54,72,1,1,,,0,C,  5,a2473=a2504,A0043,04,L6643,03,82,2,92,264,8,6,99,2.29,127.0,2,84,,16.648
95WN00574, 95042505,95,A2505,04,1,ch,00,J09,5,1,1,1.0,1,1,H,111,226,115,1,11.6,59,84,0.63,87,1,1,,,2,c,JIM,,T4244,44,A0961,04,ch,1,,0,1,1,111,2.05,126.9,1,,,0.0
95WN00575, 95042506,95,A2506,04,2,82,30, 30,8,2,1,3.0,3,3,2,112,221,109,8,10.5,55,61,0.463,66,9,1,,,0,C,974,"BLACK,LAME,ok",A0057,04,L9154,03,82,1,,0,3,2,86,1.97,106.3,1,65,,13.812
95WN00576, 95042508,95,A2508,04,3,81,30, 04,8,2,2,3.0,3,3,2,112,221,109,14,8.9,56,82,0.671,89,1,3,,,0,M,,,L9892,03,L9175,03,81,3,93,268,5,5,105,2.11,118.5,3,94,,17.978
95WN00577, 95042509,95,A2509,04,3,81,30, 04,8,2,2,3.0,3,3,2,112,221,109,14,10.4,49,89,0.721,97,1,3,,,0,M,,"FEVER,SCOURS",L9892,03,L9175,03,81,3,93,268,5,5,109,2.11,118.5,3,88,,17.978
95WN00578, 95042510,95,A2510,04,2,ch,31,  2,5,1,1,3.0,3,3,H,112,226,114,2,13.0,57,91,0.684,95,1,1,,,2,c,j.5,"FX.RIBS,DYSTO",S1497,10,L9121,03,88,1,,0,1,1,111,1.82,106.7,1,95,,0.0
95WN00579, 95042511,95,A2511,04,2,ch,00,J02,5,1,1,1.0,1,1,H,112,226,114,2,10.5,54,78,0.592,82,1,1,,,2,c,j.8,,A1126,04,A1161,04,ch,1,,0,1,1,112,2.05,125.9,1,80,,0.0
95WN00580, 95042512,95,A2512,04,1,ch,30,  2,5,1,1,7.0,7,5,H,112,226,114,1,13.4,66,93,0.698,97,1,1,,,2,h,JIM,,L6868,03,L2079,03,88,1,,0,1,1,115,2.26,124.5,1,,,0.0
95WN00581, 95042513,95,A2513,04,2,82,30, 23,8,2,2,6.0,6,4,2,112,221,109,13,9.1,35,62,0.485,67,1,1,,,0,C,  9,,L9720,03,L3777,03,82,2,92,264,5,5,96,2.2,127.2,2,72,,15.224
95WN00582, 95042514,95,A2514,04,1,82,30, 23,8,2,2,6.0,6,4,2,112,221,109,12,9.8,46,75,0.598,82,1,1,,,0,C,,,L9720,03,L3777,03,82,3,93,240,5,5,99,2.2,127.2,3,83,,15.224
95WN00583, 95042517,95,A2517,04,2,82,30, 31,3,4,2,6.0,6,4,2,112,221,109,8,7.2,40,60,0.484,65,1,3,,,0,C,e.8,,L9883,03,L3582,03,82,1,,0,8,5,95,2.4,126.6,1,72,,19.59
95WN00584, 95042518,95,A2518,04,1,82,30, 31,3,4,2,6.0,6,4,2,112,221,109,2,8.4,61,92,0.767,100,1,1,,,0,C,,,L9883,03,L3582,03,82,3,93,240,8,5,107,2.4,126.6,3,98,,19.59
95WN00585, 95042519,95,A2519,04,1,82,30, 31,9,3,1,7.0,7,5,2,112,221,109,2,10.0,59,97,0.798,106,1,1,,,0,C,,,L9883,03,L2099,03,82,3,93,240,7,2,113,2.17,132.9,3,89,,24.247
95WN00586, 95042521,95,A2521,04,1,ch,00,J08,5,1,1,1.0,1,1,H,112,226,114,2,10.7,57,85,0.652,89,1,1,,,2,c,JIM,FX.RIBS,T4325,44,A0938,04,ch,1,,0,1,1,112,2.05,127.3,1,,,0.0
95WN00587, 95042522,95,A2522,04,1,81,30, 04,8,2,2,4.0,4,4,2,112,221,109,11,10.9,53,83,0.661,90,1,1,,,0,M,,HAIRY,L9892,03,L7459,03,81,3,93,240,5,5,104,1.92,130.5,3,94,,21.876
95WN00588, 95042523,95,A2523,04,2,81,30, 04,8,2,2,4.0,4,4,2,112,221,109,4,10.8,51,77,0.607,84,1,1,,,0,M,e.7,,L9892,03,L7459,03,81,1,,0,5,5,107,1.92,130.5,1,90,,21.876
95WN00589, 95042524,95,A2524,04,3,81,30, 03,8,2,2,4.0,4,4,2,112,221,109,4,11.5,47,72,0.555,78,1,1,,,0,M,,,A0038,04,L6750,03,81,3,93,268,5,5,94,1.92,108.8,3,83,,15.759
95WN00590, 95042525,95,A2525,04,2,81,30, 03,8,2,2,4.0,4,4,2,112,221,109,13,9.8,46,73,0.58,79,1,1,,,0,M, 11,RIP L. EAR,A0038,04,L6750,03,81,2,92,264,5,5,94,1.92,108.8,2,84,,15.759
95WN00591, 95042527,95,A2527,04,1,ch,00,J01,8,2,1,1.0,1,1,C,113,226,113,1,10.4,0,84,0.651,89,1,1,,,2,h,JIM,W/ CLONES,A1444,04,A1279,04,ch,1,,0,3,2,112,2.15,127.3,1,,,0.0
95WN00592, 95042528,95,A2528,04,1,81,30, 03,5,1,1,2.0,2,2,2,113,221,108,5,10.5,60,93,0.764,102,1,3,,,0,M,,,A0038,04,L9980,03,81,3,93,240,1,1,104,1.83,117.5,3,99,,20.363
95WN00593, 95042529,95,A2529,04,2,81,30, 04,8,2,1,2.0,2,2,2,113,221,108,3,9.8,59,90,0.743,99,1,1,,,0,M,e.8,,L9892,03,L9778,03,81,1,,0,3,2,111,2.0,121.8,1,100,,18.549
95WN00594, 95042531,95,A2531,04,2,88,30,e.8,5,1,1,1.0,1,1,2,113,221,108,14,9.0,47,70,0.565,77,1,1,,,0,C, 13,,L9716,03,A0798,04,82,2,92,264,1,1,101,2.05,124.9,2,82,,18.312
95WN00595, 95042532,95,A2532,04,1,ch,00,J04,8,2,1,1.0,1,1,H,113,226,113,2,7.9,46,70,0.55,74,1,1,,,2,c,JIM,,T4345,44,A1047,04,ch,1,,0,3,2,101,2.15,124.3,1,,,0.0
95WN00596, 95042534,95,A2534,04,2,81,30, 01,5,1,1,2.0,2,2,2,114,221,107,18,9.4,58,75,0.613,83,1,1,,,0,M,e.7,,L9832,03,L9990,03,81,1,,0,1,1,100,2.0,116.1,1,92,,16.82
95WN00597, 95042535,95,A2535,04,2,81,30, 04,8,2,2,7.0,7,5,2,114,221,107,2,11.5,57,80,0.64,88,1,1,,,0,M,e.8,,L9892,03,L2142,03,81,1,,0,5,5,107,1.89,126.7,1,92,,23.019
95WN00598, 95042536,95,A2536,04,2,81,30, 04,8,2,2,7.0,7,5,2,114,221,107,4,10.2,47,72,0.578,80,1,1,,,0,M,e.8,3TEATS,L9892,03,L2142,03,81,1,,0,5,5,103,1.89,126.7,1,82,,23.019
95WN00599, 95042539,95,A2539,04,2,82,30, 29,8,2,2,4.0,4,4,2,114,221,107,12,11.0,46,71,0.561,78,1,1,,,0,C,e.7,,L9819,03,L7821,03,82,1,,0,5,5,96,1.92,114.1,1,85,,21.326
95WN00600, 95042540,95,A2540,04,1,82,30, 29,8,2,2,4.0,4,4,2,114,221,107,1,10.8,49,75,0.6,83,1,1,,,0,C,,"DEAD,PILEUP",L9819,03,L7821,03,82,6,46,212,5,5,93,1.92,114.1,6,,,21.326
95WN00601, 95042541,95,A2541,04,1,ch,00,J02,5,1,1,1.0,1,1,H,115,226,111,3,10.5,54,91,0.725,98,1,1,,,2,h,JIM,,A1126,04,A1237,04,ch,1,,0,1,1,118,2.05,129.1,1,,,0.0
95WN00602, 95042542,95,A2542,04,2,ch,00,J10,5,1,1,1.0,1,1,H,115,226,111,5,9.3,43,66,0.511,71,1,1,,,2,h,j.9,,A0987,04,A1338,04,ch,1,,0,1,1,104,2.05,123.7,1,68,,0.0
95WN00603, 95042543,95,A2543,04,2,73,30,742,8,2,2,1.5,1,1,H,116,226,110,1,9.0,39,62,0.482,67,1,1,,,6,,-fl,,A0560,04,A0424,04,72,1,,0,5,5,101,2.15,136.7,1,63,,0.0
95WN00604, 95042544,95,A2544,04,2,73,30,742,8,2,2,1.5,1,1,H,116,226,110,4,8.9,43,64,0.501,69,1,1,,,6,,-fl,,A0560,04,A0424,04,72,1,,0,5,5,102,2.15,136.7,1,69,,0.0
95WN00605, 95042545,95,A2545,04,3,81,30, 01,8,2,2,4.0,4,4,2,116,221,105,18,11.4,48,54,0.406,60,1,1,,,0,M,,,L9832,03,L7347,03,81,3,93,268,5,5,85,1.92,109.3,3,76,,17.308
95WN00606, 95042546,95,A2546,04,2,81,30, 01,8,2,2,4.0,4,4,2,116,221,105,17,12.3,60,78,0.626,87,1,1,,,0,M,e.8,HAIRY,L9832,03,L7347,03,81,1,,0,5,5,99,1.92,109.3,1,97,,17.308
95WN00607, 95042547,95,A2547,04,2,ch,00,J01,5,1,1,1.0,1,1,H,116,226,110,3,10.6,48,78,0.613,84,3,1,,,2,h,j.4,BRN FEET *4,A1444,04,A1198,04,ch,1,,0,1,1,113,2.05,126.3,1,81,,0.0
95WN00608, 95042548,95,A2548,04,2,ch,00,J06,8,2,1,1.0,1,1,H,117,226,109,2,9.0,45,71,0.569,77,2,1,,,2,h,j.1,"BLK 1"" R.SHOU",A1297,04,A1220,04,ch,1,,0,3,2,111,2.15,130.5,1,76,,0.0
95WN00609, 95042549,95,A2549,04,2,ch,00,J06,8,2,2,1.0,1,1,H,117,226,109,3,8.7,38,52,0.397,56,1,1,,,2,h,JIM,,A1297,04,A1220,04,ch,3,93,268,5,6,97,2.15,130.5,3,58,,0.0
95WN00610, 95042550,95,A2550,04,1,ch,00,J02,5,1,1,1.0,1,1,H,117,226,109,1,10.6,47,75,0.591,82,1,1,,,2,h,JIM,,A1126,04,A1228,04,ch,1,,0,1,1,107,2.05,125.9,1,,,0.0
95WN00611, 95042551,95,A2551,04,2,ch,00,J05,5,1,1,1.0,1,1,H,117,226,109,5,8.9,43,70,0.561,76,1,1,,,2,h,j.2,,A1264,04,A1088,04,ch,1,,0,1,1,107,2.05,124.7,1,72,,0.0
95WN00612, 95042552,95,A2552,04,2,88,30,e.8,8,2,2,1.0,1,1,2,117,221,104,15,8.3,35,58,0.478,66,1,1,,,0,M,  9,,L9716,03,A1062,04,81,2,92,264,5,4,100,2.15,134.9,2,72,,23.069
95WN00613, 95042553,95,A2553,04,3,88,30,e.8,8,2,2,1.0,1,1,2,117,221,104,15,6.4,32,54,0.458,61,1,2,,,0,M,,,L9716,03,A1062,04,81,3,93,268,5,6,97,2.15,134.9,3,68,,23.069
95WN00614, 95042554,95,A2554,04,1,ch,00,J10,5,1,1,1.0,1,1,H,117,226,109,4,8.4,36,61,0.483,66,1,1,,,2,h,JIM,,A0987,04,A1121,04,ch,1,,0,1,1,96,2.05,122.7,1,,,0.0
95WN00615, 95042555,95,A2555,04,2,88,30,e.8,5,1,1,1.0,1,1,2,118,221,103,11,9.3,38,65,0.541,74,1,1,,,0,M, 13,,L9716,03,A1188,04,81,2,92,264,1,1,99,2.05,124.3,2,77,,19.54
95WN00616, 95042556,95,A2556,04,2,88,30,e.8,5,1,1,1.0,1,1,2,118,221,103,17,9.2,44,65,0.542,74,1,1,,,0,M, 13,,L9716,03,A1151,04,81,2,92,264,1,1,99,2.05,124.3,2,84,,17.485
95WN00617, 95042558,95,A2558,04,2,88,30,e.8,5,1,1,1.0,1,1,2,118,221,103,13,8.1,44,69,0.591,79,1,3,,,0,C, 13,,L9716,03,A1503,04,82,2,92,264,1,1,102,2.05,125.3,2,83,,19.423
95WN00618, 95042559,95,A2559,04,2,ch,00,J01,8,2,1,1.0,1,1,H,118,226,108,1,7.6,36,70,0.578,77,1,1,,,2,h,j.1,,A1444,04,A1346,04,ch,1,,0,3,2,108,2.15,124.9,1,76,,0.0
95WN00619, 95042562,95,A2562,04,1,ch,00,J09,5,1,1,1.0,1,1,H,120,226,106,3,12.6,55,82,0.655,91,1,1,,,2,c,JIM,,T4244,44,A1315,04,ch,1,,0,1,1,113,2.05,127.7,1,,,0.0
95WN00620, 95042563,95,A2563,04,1,ch,00,J07,5,1,1,1.0,1,1,H,120,226,106,5,10.3,41,74,0.601,82,1,1,7,,2,h,JIM,H7,T4353,44,A1294,04,ch,1,,0,1,1,107,2.05,125.9,1,,,0.0
95WN00621, 95042564,95,A2564,04,1,ch,00,J09,5,1,1,1.0,1,1,H,121,226,105,1,12.7,50,78,0.622,87,1,1,,,2,c,JIM,NOTCH SCROTUM,T4244,44,A1304,04,ch,1,,0,1,1,111,2.05,126.9,1,,,0.0
95WN00622, 95042565,95,A2565,04,1,ch,00,J06,5,1,1,1.0,1,1,H,123,226,103,1,11.4,52,81,0.676,92,1,1,,,2,h,JIM,,A1297,04,A1293,04,ch,1,,0,1,1,114,2.05,127.9,1,,,0.0
95WN00623, 95042566,95,A2566,04,1,ch,00,J04,5,1,1,1.0,1,1,H,123,226,103,5,12.0,40,72,0.583,82,1,1,,,2,c,JIM,,T4345,44,A1169,04,ch,1,,0,1,1,107,2.05,125.9,1,,,0.0
95WN00624, 95042567,95,A2567,04,1,ch,00,J01,5,1,1,1.0,1,1,H,124,226,102,4,10.2,48,79,0.675,91,1,1,,,2,h,JIM,,A1444,04,A1046,04,ch,1,,0,1,1,113,2.05,127.7,1,,,0.0
95WN00625, 95042568,95,A2568,04,1,ch,00,J07,7,2,1,1.0,1,1,H,125,226,101,5,9.4,41,78,0.679,91,1,1,,,2,c,JIM,,T4353,44,A1000,04,ch,1,,0,3,2,113,2.15,127.7,1,,,0.0
95WN00626, 95042570,95,A2570,04,2,ch,00,J03,5,1,1,1.0,1,1,H,126,226,100,2,10.5,32,57,0.465,66,1,1,,,2,c,j.7,,T4367,44,A1242,04,ch,1,,0,1,1,100,2.05,122.7,1,61,,0.0
95WN00627, 95042571,95,A2571,04,1,ch,00,J01,5,1,1,1.0,1,1,H,127,226,99,3,11.1,42,72,0.615,85,1,3,,,2,h,JIM,,A1444,04,A0956,04,ch,1,,0,1,1,109,2.05,126.5,1,,,0.0
95WN00628, 95042572,95,A2572,04,2,88,30,e.7,5,1,1,1.0,1,1,2,129,221,92,13,8.9,33,64,0.599,81,1,1,,,0,M, 13,HAIRY,L9899,03,A1014,04,81,2,92,264,1,1,103,2.05,125.7,2,82,,14.178
95WN00629, 95042574,95,A2574,04,3,88,30,e.7,5,1,1,1.0,1,1,2,129,221,92,14,10.7,44,73,0.677,92,1,1,,,0,M,,,L9899,03,A0787,04,81,3,93,268,1,1,111,2.05,127.9,3,91,,17.921
95WN00630, 95042575,95,A2575,04,2,88,30,e.7,5,1,1,1.0,1,1,2,129,221,92,1,9.8,44,71,0.665,90,1,1,,,0,M, 12,,L9899,03,A0743,04,81,2,92,264,1,1,109,2.05,127.5,2,86,,15.986
95WN00631, 95042576,95,A2576,04,1,ch,00,J01,5,1,1,1.0,1,1,H,129,226,97,6,9.7,43,75,0.673,90,1,1,,,2,h,JIM,,A1444,04,A1099,04,ch,1,,0,1,1,113,2.05,127.5,1,,,0.0
95WN00632, 95042577,95,A2577,04,3,88,30,e.7,5,1,1,1.0,1,1,2,130,221,91,5,11.8,39,68,0.618,86,1,2,,,0,M,,,L9899,03,A1073,04,81,3,93,268,1,1,107,2.05,126.7,3,83,,18.782
95WN00633, 95637739,95,K7739,63,2,61,06,611,8,2,1,3.0,3,3,1,81,219,138,18,10.1,82,99,0.644,87,1,1,,,0,R,e.3,ENTR,K6927,63,K6383,63,61,1,,0,3,2,109,1.74,124.5,1,113,,8.947
95WN00634, 95637740,95,K7740,63,1,62,06, 66,5,1,1,4.0,4,4,1,81,219,138,2,6.6,53,59,0.38,52,1,1,,,0,C,,WEAK,K6671,63,K5660,63,62,3,93,240,1,1,63,1.46,85.6,3,63,,6.173
95WN00635, 95637742,95,K7742,63,2,62,06, 61,5,1,1,3.0,3,3,1,85,219,134,19,12.1,83,89,0.574,81,1,3,,,0,C,e.3,,K6975,63,K6187,63,62,1,,0,1,1,98,1.59,108.1,1,104,,9.527
95WN00636, 95637743,95,K7743,63,2,60,06,604,8,2,2,3.0,3,3,1,87,219,132,1,10.1,63,85,0.567,78,1,1,,,0,M,e.3,,K6983,63,K5986,63,60,1,,0,5,6,93,1.74,101.5,1,98,,5.53
95WN00637, 95637744,95,K7744,63,2,60,06,604,8,2,2,3.0,3,3,1,87,219,132,2,12.8,83,101,0.668,93,1,1,,,0,M,e.4,"ENTR,DRUG1196",K6983,63,K5986,63,60,1,,0,5,4,102,1.74,101.5,1,117,,5.53
95WN00638, 95637745,95,K7745,63,1,00,05, 51,5,1,1,2.0,2,2,1,87,219,132,4,8.8,68,96,0.661,88,1,1,,,0,H,WYd,,K6796,63,K6906,63,62,3,93,241,1,1,0,1.35,89.9,3,,,0.0
95WN00639, 95637746,95,K7746,63,2,00,05, 53,8,2,2,3.0,3,3,1,87,219,132,4,11.7,68,88,0.578,81,1,1,,,0,H,WSU,,K6770,63,K6239,63,62,3,93,228,5,3,0,1.45,98.9,3,,,0.0
95WN00640, 95637747,95,K7747,63,2,00,05, 53,8,2,2,3.0,3,3,1,87,219,132,18,8.4,61,77,0.52,71,1,1,,,0,H,WYe,,K6770,63,K6239,63,62,3,93,241,5,7,0,1.45,98.9,3,,,0.0
95WN00641, 95637748,95,K7748,63,3,60,06,603,8,2,1,3.0,3,3,1,87,219,132,11,8.5,74,93,0.64,85,1,2,,,0,M,,HAIRY,K6832,63,K6038,63,60,3,93,268,3,2,97,1.59,97.2,3,82,,9.221
95WN00642, 95637750,95,K7750,63,3,60,06,602,5,1,1,4.0,4,4,1,87,219,132,10,12.1,83,104,0.696,96,1,1,,,0,M,,ENTR*2,K6665,63,K5734,63,60,3,93,268,1,1,107,1.46,97.3,3,120,,5.526
95WN00643, 95637751,95,K7751,63,1,60,06,601,5,1,1,5.0,5,4,1,87,219,132,5,10.3,85,106,0.725,97,1,1,,,0,M,,,K6889,63,K4490,63,60,3,93,240,1,1,97,1.11,84.1,3,117,,2.934
95WN00644, 95637752,95,K7752,63,3,61,06,613,5,1,1,4.0,4,4,1,87,219,132,16,12.0,88,114,0.773,105,2,1,,,0,R,,GREYNECK,K6701,63,K5685,63,61,3,93,268,1,1,115,1.58,101.6,3,125,,10.111
95WN00645, 95637753,95,K7753,63,2,62,06, 64,8,2,1,4.0,4,4,1,87,219,132,5,10.8,80,105,0.714,96,1,1,,,0,C, 36,4TEATS,K6971,63,K5124,63,62,2,92,264,3,2,112,1.58,118.2,2,117,,5.624
95WN00646, 95637755,95,K7755,63,2,61,06,611,8,2,2,2.0,2,2,1,87,219,132,7,10.7,67,89,0.593,82,1,1,,,0,R,e.4,,K6927,63,K7018,63,61,1,,0,5,5,96,1.51,103.3,1,105,,7.676
95WN00647, 95637756,95,K7756,63,3,61,06,611,8,2,2,2.0,2,2,1,87,219,132,14,10.4,51,69,0.444,64,1,1,,,0,R,,ENTR,K6927,63,K7018,63,61,3,93,268,5,5,82,1.51,103.3,3,86,,7.676
95WN00648, 95637762,95,K7762,63,2,60,06,604,8,2,2,4.0,4,4,1,87,219,132,18,10.5,66,86,0.572,79,1,1,,,0,M,e.3,ENTR,K6983,63,K5493,63,60,1,,0,5,5,91,1.58,95.4,1,102,,4.395
95WN00649, 95637763,95,K7763,63,2,60,06,604,8,2,2,4.0,4,4,1,87,219,132,11,10.3,62,78,0.513,72,1,1,,,0,M, 39,,K6983,63,K5493,63,60,2,92,264,5,5,87,1.58,95.4,2,97,,4.395
95WN00650, 95637764,95,K7764,63,1,60,06,604,8,2,2,3.0,3,3,1,87,219,132,13,8.8,58,83,0.562,76,1,1,,,0,M,,,K6983,63,K5842,63,60,3,93,240,5,6,85,1.45,99.5,3,93,,2.577
95WN00651, 95637765,95,K7765,63,1,60,06,604,8,2,2,3.0,3,3,1,87,219,132,17,11.0,74,96,0.644,88,1,1,,,0,M,,,K6983,63,K5842,63,60,3,93,240,5,4,94,1.45,99.5,3,111,,2.577
95WN00652, 95637766,95,K7766,63,2,60,06,604,9,3,2,5.0,5,4,1,87,219,132,1,8.2,55,76,0.514,70,1,1,,,0,M, 40,,K6983,63,K4842,63,60,2,92,264,8,5,91,1.56,106.0,2,93,,6.016
95WN00653, 95637767,95,K7767,63,2,60,06,604,9,3,2,5.0,5,4,1,87,219,132,2,8.9,72,100,0.69,92,1,1,,,0,M,e.4,,K6983,63,K4842,63,60,1,,0,8,5,104,1.56,106.0,1,116,,6.016
95WN00654, 95637768,95,K7768,63,2,00,05, 51,5,1,1,3.0,3,3,1,87,219,132,5,15.3,82,105,0.68,97,1,1,,,0,H,WYe,4TEATS,K6796,63,K6447,63,62,3,93,241,1,1,0,1.45,102.8,3,,,0.0
95WN00655, 95637769,95,K7769,63,1,60,06,602,5,1,1,4.0,4,4,1,87,219,132,1,11.8,80,112,0.759,103,1,1,,,0,M,,,K6665,63,K5572,63,60,1,,0,1,1,111,1.58,119.0,1,122,,6.884
95WN00656, 95637770,95,K7770,63,1,00,05, 54,9,3,2,7.0,7,5,1,87,219,132,13,11.1,69,85,0.56,78,1,1,,,0,H,WYd,,K6972,63,K3604,63,62,3,93,241,8,5,0,1.96,138.0,3,,,0.0
95WN00657, 95637771,95,K7771,63,2,00,05, 54,9,3,2,7.0,7,5,1,87,219,132,4,11.7,64,89,0.586,82,1,1,,,0,H,  4,,K6972,63,K3604,63,62,2,92,264,8,5,0,1.96,138.0,2,114,,0.0
95WN00658, 95637772,95,K7772,63,2,00,05, 54,9,3,2,7.0,7,5,1,87,219,132,3,9.0,60,73,0.485,67,1,1,,,0,H,WYe,,K6972,63,K3604,63,62,3,93,241,8,5,0,1.96,138.0,3,,,0.0
95WN00659, 95637773,95,K7773,63,2,00,05, 53,5,1,2,2.0,2,2,1,87,219,132,5,9.2,67,96,0.658,88,1,1,,,0,H,WSU,BLK RF FOOT,K6770,63,K6966,63,62,3,93,228,3,5,0,1.35,97.7,3,,,0.0
95WN00660, 95637774,95,K7774,63,1,60,06,601,8,2,2,3.0,3,3,1,87,219,132,8,10.4,70,100,0.679,92,1,1,,,0,M,,,K6889,63,K6007,63,60,3,93,240,5,5,99,1.59,107.7,3,99,,6.173
95WN00661, 95637775,95,K7775,63,1,60,06,601,8,2,2,3.0,3,3,1,87,219,132,2,9.5,77,105,0.723,96,1,1,,,0,M,,,K6889,63,K6007,63,60,3,93,240,5,5,102,1.59,107.7,3,112,,6.173
95WN00662, 95637776,95,K7776,63,1,00,05, 51,8,2,1,3.0,3,3,2,87,221,134,8,9.7,70,95,0.637,86,1,1,,,0,H,,,K6796,63,K6163,63,68,3,93,248,3,2,0,1.74,113.4,3,,,0.0
95WN00663, 95637777,95,K7777,63,2,00,05, 51,8,2,1,3.0,3,3,1,87,219,132,6,9.3,73,95,0.649,87,1,1,,,0,H,WYe,,K6796,63,K6163,63,68,3,93,241,3,2,0,1.74,113.4,3,,,0.0
95WN00664, 95637778,95,K7778,63,2,60,06,602,8,2,2,7.0,7,5,1,88,219,131,6,10.9,69,96,0.65,89,1,1,,,0,M,e.3,4TEATS,K6665,63,K3464,63,60,1,,0,5,5,108,1.5,119.5,1,111,,5.164
95WN00665, 95637779,95,K7779,63,2,60,06,602,8,2,2,7.0,7,5,1,88,219,131,20,11.7,79,99,0.666,92,1,2,,,0,M,e.4,4TEATS,K6665,63,K3464,63,60,1,,0,5,5,110,1.5,119.5,1,116,,5.164
95WN00666, 95637780,95,K7780,63,2,00,05, 52,8,2,1,3.0,3,3,1,88,219,131,9,9.1,72,100,0.694,92,1,1,,,0,H,  3,4TEATS,K6868,63,K5869,63,68,2,92,264,3,2,0,1.59,86.3,2,122,,0.0
95WN00667, 95637782,95,K7782,63,2,61,06,613,8,2,2,3.0,3,3,1,88,219,131,3,10.7,66,90,0.605,83,1,1,,,0,R,e.3,4TEATS,K6701,63,K6268,63,61,1,,0,5,5,111,1.88,134.2,1,107,,11.119
95WN00668, 95637783,95,K7783,63,1,61,06,613,8,2,2,3.0,3,3,1,88,219,131,9,10.3,72,82,0.547,76,1,1,,,0,R,,,K6701,63,K6268,63,61,3,93,240,5,5,95,1.88,134.2,3,102,,11.119
95WN00669, 95637784,95,K7784,63,2,60,06,602,8,2,2,3.0,3,3,1,88,219,131,4,11.7,78,95,0.636,88,1,1,,,0,M,e.3,,K6665,63,K5915,63,60,1,,0,5,5,100,1.45,103.8,1,113,,7.058
95WN00670, 95637785,95,K7785,63,2,60,06,602,8,2,2,3.0,3,3,1,88,219,131,19,10.7,70,94,0.636,87,1,1,,,0,M,e.4,,K6665,63,K5915,63,60,1,,0,5,5,100,1.45,103.8,1,111,,7.058
95WN00671, 95637786,95,K7786,63,1,62,06, 69,5,1,1,2.0,2,2,1,88,219,131,6,10.8,75,101,0.689,93,1,1,,,0,C,,,K6663,63,K6727,63,62,3,93,240,1,1,95,1.35,91.0,3,113,,7.538
