UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,SEQ,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
82WN03347, 82943688,82,94,3688,1,16,51,164,2,2,5,4, 40,4,4,2,106,124,16,121,87,604, 4, 3,10, 8, 43,253,6,7,2,2,1,175,183,1201,93,,3397,1484,94,6832,93,8,85,554,14,3,93,0,
82WN03348, 82943689,82,94,3689,2,16,51,164,2,2,5,6, 40,4,4,2,106,124,1,98,72,502, 5, 3,10, 9, 41,  0,5,7,2,1,1,164,183,1201,92,,3398,1484,94,6832,93,8,70,527,14,2,80,81,065
82WN03349, 82943690,82,94,3690,1,46,52,463,2,1,3,2, 30,3,3,2,106,124,25,77,79,575, 5, 3, 8, 7, 53,296,5,7,2,1,1,166,203,1259,,,3399,0900,94,7144,93,8,77,520,46,4,93,0,
82WN03350, 82943691,82,94,3691,2,46,52,463,2,1,4,2, 30,3,3,9,106,115,1,89,75,575, 0, 0, 0, 0,  0,,,,,1,,0,203,1259,92,,3400,0900,94,7144,93,8,78,471,46,2,89,92,071
82WN03351, 82943693,82,94,3693,2,64,53,001,2,1,3,2, 60,6,4,3,106,125,19,101,72,495, 6, 3,10, 7, 52,  0,6,7,5,1,1,162,122,618,93,,3401,4878,95,7375,62,8,70,513,68,3,75,0,
82WN03352, 82943695,82,94,3695,3,44,52,002,2,1,3,2, 80,8,5,2,106,124,17,123,77,522, 4, 3, 9, 8, 43,  0,6,7,1,1,1,169,131,884,93,,3402,4880,95,9384,42,8,75,504,02,3,0,0,
82WN03353, 82943696,82,94,3696,2,14,51,005,2,2,5,6, 80,8,5,3,106,125,7,93,54,358, 4, 3,11, 9, 52,  0,7,8,1,1,1,164,151,1021,92,,3403,2421,95,8767,18,8,52,418,07,2,63,64,070
82WN03354, 82943697,82,94,3697,1,14,51,005,2,2,5,4, 80,8,5,3,106,125,5,121,82,559, 5, 3, 9, 8, 47,243,6,8,4,1,2,170,151,1021,,,3404,2421,95,8767,18,8,79,523,07,4,82,0,
82WN03355, 82943698,82,94,3698,2,47,55,472,2,2,5,4, 20,2,2,2,106,124,18,68,63,453, 3, 3,10, 8, 37,  0,4,6,1,1,1,158,185,1207,,,3405,1659,94,9299,93,8,61,479,47,1,76,0,
82WN03356, 82943699,82,94,3699,2,47,55,472,2,2,5,6, 20,2,2,2,106,124,17,58,72,534, 5, 3,10, 8, 35,  0,3,6,2,1,1,165,185,1207,,,3406,1659,94,9299,93,8,70,604,47,1,81,0,
82WN03357, 82943700,82,94,3700,3,47,55,471,3,2,8,4, 30,3,3,2,106,124,16,104,89,634, 4, 3, 7, 8, 85,  0,7,8,1,1,1,210,189,944,93,,3407,1340,94,8393,93,8,86,620,47,3,0,0,
82WN03358, 82943701,82,94,3701,3,65,56,631,2,2,5,5, 20,2,2,2,106,124,26,100,63,427, 4, 3,10, 9, 45,  0,5,6,1,1,2,169,223,1204,93,,3408,8948,62,0239,94,8,61,471,64,3,0,0,
82WN03359, 82943702,82,94,3702,3,65,56,631,2,2,5,5, 20,2,2,2,106,124,9,106,69,471, 6, 3,10, 8, 48,  0,6,7,1,1,1,161,223,1204,93,,3409,8948,62,0239,94,8,67,493,64,3,0,0,
82WN03360, 82943703,82,94,3703,2,67,56,651,2,2,5,5, 20,2,2,2,106,124,25,91,52,346, 6, 3,10, 7, 60,  0,5,7,1,1,1,152,185,1168,92,,3410,1525,94,9370,93,8,51,407,65,2,56,63,080
82WN03361, 82943704,82,94,3704,2,67,56,651,2,2,5,5, 20,2,2,2,106,124,19,88,57,389, 5, 3,11, 8, 59,  0,5,7,3,1,1,163,185,1168,92,,3411,1525,94,9370,93,8,55,442,65,2,66,63,079
82WN03362, 82943707,82,94,3707,1,47,55,474,2,1,3,2, 30,3,3,2,106,124,10,124,96,674, 6, 3, 7, 6, 45,299,5,7,2,1,1,168,174,1085,93,,3412,1471,94,7073,93,8,93,600,45,3,100,0,
82WN03363, 82943708,82,94,3708,2,67,56,652,2,2,5,5, 20,2,2,2,106,124,23,101,62,419, 6, 3,10, 8, 52,  0,6,8,2,1,1,159,219,1068,,,3413,1102,94,9323,93,8,60,477,67,1,68,0,
82WN03364, 82943709,82,94,3709,1,67,56,652,2,2,5,5, 20,2,2,2,106,124,20,118,79,542, 7, 3, 8, 7, 55,249,4,6,4,1,1,167,219,1068,93,,3414,1102,94,9323,93,8,77,550,67,3,83,0,
82WN03365, 82943710,82,94,3710,2,16,51,162,2,2,5,5, 30,3,3,2,106,124,15,97,75,527, 5, 3, 9, 7, 43,  0,5,7,1,1,1,163,217,1241,,,3415,0789,94,8179,93,8,73,560,16,1,86,0,
82WN03366, 82943711,82,94,3711,2,16,51,162,2,2,5,5, 30,3,3,2,106,124,16,99,59,396, 5, 3,10, 8, 39,  0,5,7,2,1,1,147,217,1241,92,,3416,0789,94,8179,93,8,57,430,16,2,65,67,Z
82WN03367, 82943714,82,94,3714,2,47,55,473,3,1,7,2, 40,4,4,2,106,124,6,90,77,548, 5, 3,10, 7, 49,  0,6,7,2,1,1,164,213,1191,92,,3417,0722,94,5818,93,8,75,531,45,2,89,87,Z
82WN03368, 82943716,82,94,3716,3,46,52,463,2,1,3,2, 40,4,4,2,106,124,21,76,39,253, 4, 3,11,11, 47,  0,6,7,1,1,1,141,233,1123,93,16,3418,0900,94,5683,93,8,38,231,46,3,0,0,
82WN03369, 82943717,82,94,3717,2,47,55,472,2,2,5,5, 30,3,3,2,106,124,25,85,68,480, 5, 3,10, 8, 49,  0,5,7,1,1,1,164,160,1036,,,3419,1659,94,7919,93,8,66,525,47,1,79,0,
82WN03370, 82943718,82,94,3718,2,47,55,472,2,2,5,5, 30,3,3,2,106,124,5,82,67,474, 5, 3,10, 6, 48,  0,7,8,1,1,1,154,160,1036,92,,3420,1659,94,7919,93,8,65,494,47,2,77,71,076
82WN03371, 82943719,82,94,3719,1,47,55,472,2,1,3,2, 30,3,3,2,106,124,22,76,75,544, 5, 3,10, 9, 32,267,3,6,1,1,1,153,174,963,93,,3421,1659,94,7518,93,8,73,485,47,3,86,0,
82WN03372, 82943721,82,94,3721,1,44,52,001,1,1,1,1, 70,7,5,1,106,122,4,133,94,661, 5, 3, 9, 6, 46,284,5,7,2,1,2,169,118,620,93,87,3422,4878,95,0423,43,8,93,552,48,3,102,0,
82WN03373, 82943722,82,94,3722,2,16,51,164,2,2,5,5, 30,3,3,2,106,124,14,87,68,478, 5, 3,10, 7, 45,  0,6,7,1,1,1,157,203,1111,92,,3423,1484,94,7934,93,8,66,509,14,2,78,81,Z
82WN03374, 82943723,82,94,3723,3,16,51,164,2,2,5,5, 30,3,3,2,106,124,23,88,67,469, 5, 3, 9, 8, 40,  0,7,8,2,1,2,157,203,1111,93,,3424,1484,94,7934,93,8,65,494,14,3,0,0,
82WN03375, 82943725,82,94,3725,3,16,51,161,3,1,7,2, 40,4,4,2,106,124,23,86,66,463, 5, 3,10, 9, 36,  0,5,7,1,1,1,151,196,976,93,,3425,1665,94,6203,93,8,64,443,16,3,0,0,
82WN03376, 82943726,82,94,3726,3,16,51,161,3,1,6,2, 40,4,4,9,106,119,16,81,60,436, 0, 0, 0, 0,  0,  0,,,,1,,0,196,976,93,,3426,1665,94,6203,93,8,60,468,16,3,0,0,
82WN03377, 82943727,82,94,3727,2,67,56,671,2,2,5,5, 30,3,3,2,106,124,13,100,69,476, 4, 3,10, 8, 54,  0,6,7,4,1,1,172,189,961,92,,3427,1001,94,7595,93,8,67,506,65,2,76,78,078
82WN03378, 82943728,82,94,3728,2,67,56,671,2,2,5,5, 30,3,3,2,106,124,22,92,53,353, 6, 3,10, 8, 40,  0,6,7,1,1,1,138,189,961,92,,3428,1001,94,7595,93,8,52,395,65,2,60,60,080
82WN03379, 82943729,82,94,3729,1,46,52,462,2,2,5,3, 40,4,4,2,106,124,15,117,81,559, 4, 3,10, 9, 47,260,6,8,6,1,2,174,183,1169,93,,3429,1169,94,6107,93,8,79,515,46,3,90,0,
82WN03380, 82943730,82,94,3730,2,46,52,462,2,2,5,7, 40,4,4,2,106,124,13,80,69,492, 4, 3,10, 8, 50,  0,6,7,2,1,1,173,183,1169,,,3430,1169,94,6107,93,8,67,548,46,1,80,0,
82WN03381, 82943731,82,94,3731,2,37,37,,1,1,1,1, 10,1,1,4,106,119,12,80,54,387, 6, 3,11,10, 31,  0,4,6,1,1,1,132,205,1116,93,,3431,0000,02,0827,94,4,54,371,16,3,62,0,
82WN03382, 82943732,82,94,3732,3,47,55,472,2,2,5,5, 20,2,2,2,106,124,23,119,64,420, 4, 3,10, 8, 42,  0,6,7,5,1,1,164,185,1050,93,,3432,1659,94,9644,93,8,62,460,45,3,0,0,
82WN03383, 82943733,82,94,3733,3,47,55,472,2,2,5,5, 20,2,2,2,106,124,15,117,73,494, 4, 3,11, 8, 35,  0,3,6,3,2,2,167,185,1050,93,,3433,1659,94,9644,93,8,71,524,45,3,0,0,
82WN03384, 82943734,82,94,3734,3,67,56,652,2,1,3,2, 20,2,2,2,106,124,18,110,93,661, 5, 3, 8, 6, 55,  0,4,6,2,1,1,186,185,1027,93,,3434,1102,94,9448,93,8,90,660,65,3,0,0,
82WN03385, 82943735,82,94,3735,3,67,56,652,2,1,4,2, 20,2,2,9,106,119,14,119,63,429, 9, 3, 9,10, 57,  0,6,7,1,3,1,0,185,1027,93,,3435,1102,94,9448,93,8,63,438,65,3,81,0,
82WN03386, 82943736,82,94,3736,2,67,56,652,2,2,5,5, 30,3,3,2,106,124,4,106,72,495, 5, 3, 9, 6, 44,  0,5,7,2,1,1,156,203,1119,,,3436,1102,94,7450,93,8,70,514,65,1,81,0,
82WN03387, 82943737,82,94,3737,2,67,56,652,2,2,5,5, 30,3,3,2,106,124,4,105,68,464, 4, 3, 9, 6, 48,  0,6,8,1,1,1,160,203,1119,,,3437,1102,94,7450,93,8,66,483,65,1,73,0,
82WN03388, 82943738,82,94,3738,2,16,51,163,4,2,0,6, 40,4,4,2,106,124,23,71,62,443, 6, 3,10, 7, 47,  0,6,7,1,1,1,152,233,1291,92,,3438,1325,94,6478,93,8,60,496,14,2,68,70,068
82WN03389, 82943739,82,94,3739,2,16,51,163,4,2,0,4, 40,4,4,2,106,124,8,91,75,531, 4, 3,10, 7, 36,  0,6,8,2,3,1,156,233,1291,92,,3439,1325,94,6478,93,8,73,520,14,2,74,82,Z
82WN03390, 82943741,82,94,3741,1,16,51,163,4,2,0,5, 40,4,4,2,106,124,15,102,86,611, 6, 3, 9, 8, 42,275,5,7,2,1,2,167,233,1291,,,3440,1325,94,6478,93,8,84,588,14,6,0,0,
82WN03391, 82943742,82,94,3742,1,32,32,706,1,2,3,5, 40,4,4,2,106,124,21,112,60,394, 5, 3,11, 8, 44,174,5,7,2,1,2,149,146,823,93,,3441,1156,02,2623,43,4,58,379,42,3,69,0,
82WN03392, 82943744,82,94,3744,2,47,55,471,2,1,3,2, 20,2,2,2,106,124,3,90,73,516, 7, 3, 9, 6, 51,  0,5,7,2,1,1,153,185,1073,,,3442,1340,94,0101,94,8,71,520,47,1,83,0,
82WN03393, 82943745,82,94,3745,1,46,52,461,3,2,8,5, 40,4,4,2,106,124,10,100,80,565, 5, 3, 9, 7, 45,270,5,7,1,1,6,165,221,1297,93,,3443,1285,94,6766,93,8,78,536,44,3,90,0,
82WN03394, 82943746,82,94,3746,1,46,52,461,3,2,8,5, 40,4,4,2,106,124,23,94,76,537, 4, 3, 9, 9, 47,276,7,8,2,1,2,175,221,1297,93,,3444,1285,94,6766,93,8,74,524,44,3,83,0,
82WN03395, 82943747,82,94,3747,1,44,52,005,2,2,5,5, 90,9,5,2,106,124,19,119,67,444, 6, 3,10, 9, 65,265,7,8,2,1,1,169,175,1106,,,3445,2421,95,8384,42,8,65,435,48,4,72,0,
82WN03396, 82943748,82,94,3748,2,44,52,005,2,2,5,5, 90,9,5,2,106,124,6,110,71,484, 4, 3,10, 8, 50,  0,6,8,2,1,1,170,175,1106,,,3446,2421,95,8384,42,8,69,505,48,1,83,0,
82WN03397, 82943749,82,94,3749,2,67,56,672,2,1,3,2, 20,2,2,2,106,124,23,86,57,390, 5, 3,10, 7, 53,  0,6,7,1,1,1,155,185,980,92,,3447,2044,94,9321,93,8,55,419,67,2,71,68,Z
82WN03398, 82943751,82,94,3751,1,46,52,464,4,2,0,3, 40,4,4,2,106,124,1,102,82,579, 4, 3, 9, 8, 45,268,6,7,2,1,2,168,246,1033,93,,3448,0769,94,6765,93,8,80,517,44,3,88,0,
82WN03399, 82943752,82,94,3752,1,46,52,464,4,2,0,7, 40,4,4,2,106,124,17,68,73,534, 4, 3,10, 8, 45,229,5,8,2,1,2,179,246,1033,93,,3449,0769,94,6765,93,8,71,584,44,3,81,0,
82WN03400, 82943753,82,94,3753,2,46,52,464,4,1,0,2, 40,4,4,9,106,115,1,81,80,625, 0, 0, 0, 0,  0,,,,,1,,0,246,1033,92,,3450,0769,94,6765,93,8,83,534,44,2,97,97,071
82WN03401, 82943754,82,94,3754,2,47,55,473,2,2,5,5, 30,3,3,2,106,124,1,92,61,418, 8, 3,10, 8, 50,  0,6,7,2,1,1,139,203,1126,92,,3451,0722,94,7186,93,8,59,433,45,2,66,65,077
82WN03402, 82943755,82,94,3755,2,47,55,473,2,2,5,5, 30,3,3,2,106,124,20,88,72,510, 6, 3, 8, 6, 58,  0,7,8,2,1,1,163,203,1126,92,,3452,0722,94,7186,93,8,70,549,45,2,87,87,075
82WN03403, 82943757,82,94,3757,1,44,52,001,2,1,4,2, 80,8,5,9,106,115,1,80,74,574, 0, 0, 0, 0,  0,  0,,,,1,,0,158,806,93,,3453,4878,95,9474,42,8,77,499,02,3,0,0,
82WN03404, 82943759,82,94,3759,2,16,51,162,2,1,3,2, 20,2,2,2,106,124,16,97,79,559, 5, 3, 9, 7, 48,  0,7,8,3,1,1,172,206,1107,,,3454,0789,94,9743,93,8,77,579,16,1,86,0,
82WN03405, 82943760,82,94,3760,3,47,55,471,2,1,3,2, 30,3,3,2,106,124,20,81,66,467, 7, 3, 9, 7, 49,  0,6,7,2,1,1,145,174,923,93,,3455,1340,94,7175,93,8,64,453,45,3,0,0,
82WN03406, 82943761,82,94,3761,2,47,55,471,2,1,4,2, 30,3,3,9,106,119,15,71,55,403, 5, 3,10, 9, 35,  0,5,7,3,1,1,0,174,923,92,,3456,1340,94,7175,93,8,55,400,45,2,72,71,077
82WN03407, 82943764,82,94,3764,2,16,51,163,3,1,6,2, 40,4,4,9,106,119,15,66,68,516, 6, 3,10, 8, 37,  0,4,6,1,1,1,0,208,1142,92,,3457,1325,94,6482,93,8,69,527,16,2,79,77,065
82WN03408, 82943765,82,94,3765,3,16,51,163,3,2,8,5, 40,4,4,2,106,124,24,78,73,526, 6, 3, 9, 8, 37,  0,5,7,1,1,1,155,208,1142,93,,3458,1325,94,6482,93,8,71,543,16,3,0,0,
82WN03409, 82943766,82,94,3766,2,16,51,163,3,2,8,5, 40,4,4,2,106,124,6,76,61,431, 6, 3,11, 8, 30,  0,4,7,1,3,1,135,208,1142,92,,3459,1325,94,6482,93,8,59,443,16,2,69,68,Z
82WN03410, 82943767,82,94,3767,1,16,51,164,1,1,1,1, 20,2,2,2,106,124,2,135,99,690, 3, 3, 7, 7, 45,275,6,7,2,1,1,184,206,1117,93,,3460,1484,94,0296,94,8,96,576,16,3,96,0,
82WN03411, 82943768,82,94,3768,2,45,55,442,3,2,8,5, 70,7,5,2,106,124,10,85,63,440, 6, 3,10, 7, 47,  0,6,7,2,1,1,148,168,939,,,3461,1447,94,0199,43,8,61,466,48,1,68,0,
82WN03412, 82943769,82,94,3769,1,45,55,442,3,2,8,7, 70,7,5,2,106,124,24,77,45,301, 9, 3,10, 8, 39,134,5,7,1,1,1,124,168,939,93,,3462,1447,94,0199,43,8,44,369,48,3,58,0,
82WN03413, 82943770,82,94,3770,1,45,55,442,3,2,8,5, 70,7,5,2,106,124,26,81,59,410, 6, 3,11, 7, 49,206,5,7,1,1,2,145,168,939,93,,3463,1447,94,0199,43,8,57,410,48,3,72,0,
82WN03414, 82943773,82,94,3773,1,47,55,472,3,1,6,2, 20,2,2,9,107,114,1,80,84,667, 0, 0, 0, 0,  0,,,,,1,,0,202,826,93,,3464,1659,94,0073,94,8,88,578,47,3,0,0,
82WN03415, 82943775,82,94,3775,1,65,56,641,1,2,3,3, 90,9,5,2,107,123,10,153,91,615, 5, 3, 8, 7, 56,265,6,7,2,1,1,180,152,1099,93,03,3465,1876,94,4545,62,8,89,573,06,3,96,0,
82WN03416, 82943776,82,94,3776,2,65,56,603,2,2,5,5, 40,4,4,2,107,123,15,95,64,443, 8, 3, 9, 6, 47,  0,4,6,1,1,1,136,196,1185,92,,3466,9023,62,6103,93,8,63,466,64,2,66,68,079
82WN03417, 82943777,82,94,3777,1,65,56,603,2,2,5,5, 40,4,4,2,107,123,18,103,62,420, 6, 3,11, 8, 46,221,6,8,2,1,2,147,196,1185,93,,3467,9023,62,6103,93,8,61,401,64,3,71,0,
82WN03418, 82943778,82,94,3778,3,64,53,004,2,2,5,5, 60,6,4,2,107,123,9,106,58,385, 4, 3,11, 9, 50,  0,7,8,2,1,1,156,133,723,93,,3468,4882,95,7350,62,8,57,347,68,3,0,0,
82WN03419, 82943780,82,94,3780,1,45,55,443,2,2,5,5,100,0,5,2,107,123,24,125,68,451, 5, 3,10, 8, 39,226,5,7,1,1,2,155,178,1100,93,,3469,2079,94,8018,42,8,67,448,48,3,77,0,
82WN03420, 82943781,82,94,3781,2,45,55,443,2,2,5,5,100,0,5,2,107,123,26,123,74,502, 4, 3, 9, 7, 41,  0,5,6,2,1,1,167,178,1100,,,3470,2079,94,8018,42,8,72,548,48,1,81,0,
82WN03421, 82943784,82,94,3784,2,46,52,462,2,2,5,5, 40,4,4,3,107,124,18,102,52,337, 6, 3,10, 9, 38,  0,5,7,1,1,1,140,196,987,92,,3471,1169,94,5724,93,8,51,382,46,2,58,60,074
82WN03422, 82943785,82,94,3785,3,46,52,462,2,2,5,5, 40,4,4,2,107,123,3,113,77,534, 5, 3,10, 7, 45,  0,6,7,2,1,2,164,196,987,93,,3472,1169,94,5724,93,8,75,524,46,3,0,0,
82WN03423, 82943787,82,94,3787,3,46,52,464,1,1,1,1, 20,2,2,2,107,123,14,96,78,556, 5, 3, 8, 6, 52,  0,6,7,1,1,1,159,189,1103,93,16,3473,0769,94,9610,93,8,76,484,46,3,0,0,
82WN03424, 82943790,82,94,3790,2,47,55,473,2,2,5,6, 30,3,3,2,107,123,26,91,71,503, 5, 3,10, 8, 38,  0,4,6,2,1,1,164,174,1043,,,3474,0722,94,7559,93,8,69,569,47,1,80,0,
82WN03425, 82943791,82,94,3791,3,47,55,473,2,2,5,4, 30,3,3,2,107,123,15,116,77,532, 5, 3, 9, 7, 41,  0,3,6,2,1,1,160,174,1043,93,,3475,0722,94,7559,93,8,75,517,47,3,0,0,
82WN03426, 82943792,82,94,3792,2,38,38,,1,1,1,1, 10,1,1,4,107,118,7,101,79,584, 4, 3, 8, 7, 54,  0,6,8,2,1,1,173,183,1121,92,,3476,0000,02,2225,94,4,80,561,45,2,81,83,061
82WN03427, 82943793,82,94,3793,2,67,56,672,2,2,5,5, 20,2,2,2,107,123,10,89,78,562, 5, 3, 9, 7, 43,  0,5,6,2,1,1,169,185,1248,,,3477,2044,94,8937,93,8,76,604,67,1,79,0,
82WN03428, 82943794,82,94,3794,1,67,56,672,2,2,5,5, 20,2,2,2,107,123,13,98,87,628, 5, 3, 8, 8, 35,281,4,6,2,1,2,173,185,1248,,,3478,2044,94,8937,93,8,85,627,67,4,94,0,
82WN03429, 82943797,82,94,3797,2,44,52,003,2,1,3,2, 60,6,4,2,107,123,1,108,86,611, 6, 3, 9, 7, 40,  0,4,6,1,1,1,162,170,1030,,,3479,4881,95,1276,43,8,84,587,48,1,93,0,
82WN03430, 82943799,82,94,3799,1,46,52,462,2,2,5,5, 40,4,4,2,107,123,21,85,63,443, 6, 3,10, 8, 38,269,6,7,2,1,1,143,221,1255,93,,3480,1169,94,6733,93,8,62,428,44,3,76,0,
82WN03431, 82943800,82,94,3800,1,46,52,462,2,2,5,5, 40,4,4,2,107,123,1,98,67,465, 4, 3,10, 8, 44,249,6,7,4,1,1,158,221,1255,93,,3481,1169,94,6733,93,8,66,424,44,3,62,0,
82WN03432, 82943801,82,94,3801,1,67,56,672,1,1,1,1, 20,2,2,2,107,123,15,111,85,601, 5, 3, 9, 8, 41,280,3,5,3,1,1,162,168,997,93,87,3482,2044,94,9427,93,8,83,504,67,3,89,0,
82WN03433, 82943802,82,94,3802,2,16,51,164,2,2,5,5, 40,4,4,2,107,123,3,96,61,418, 4, 3,11, 9, 37,  0,6,7,2,3,1,152,196,1033,92,,3483,1484,94,6607,93,8,60,426,14,2,68,67,Z
82WN03434, 82943803,82,94,3803,2,16,51,164,2,2,5,5, 40,4,4,2,107,123,25,91,63,438, 4, 3,10, 8, 43,  0,5,7,1,1,1,159,196,1033,92,,3484,1484,94,6607,93,8,62,474,14,2,72,75,067
82WN03435, 82943804,82,94,3804,2,47,55,472,2,1,3,2, 40,4,4,2,107,123,2,49,58,432, 7, 3,11, 8, 41,  0,5,7,2,1,1,132,163,899,92,,3485,1659,94,6441,93,8,57,410,45,2,64,63,Z
82WN03436, 82943806,82,94,3806,2,67,56,672,1,1,1,1, 20,2,2,2,107,123,23,114,92,655, 7, 3, 7, 5, 46,  0,5,7,1,1,1,160,168,1103,,,3486,2044,94,9719,93,8,90,629,65,1,103,0,
82WN03437, 82943808,82,94,3808,2,46,52,462,2,1,3,2, 20,2,2,2,107,123,7,115,86,606, 4, 3, 9, 7, 48,  0,6,7,1,1,1,183,206,978,,,3487,1169,94,9773,93,8,84,615,46,1,92,0,
82WN03438, 82943809,82,94,3809,2,14,51,003,2,2,5,5, 60,6,4,3,107,124,14,105,75,520, 5, 3, 9, 7, 48,  0,7,8,1,1,1,169,156,1063,,,3488,4881,95,9715,18,8,73,560,18,1,79,0,
82WN03439, 82943810,82,94,3810,2,14,51,003,2,2,5,5, 60,6,4,3,107,124,11,112,76,523, 4, 3,10, 7, 38,  0,4,6,1,1,1,167,156,1063,,,3489,4881,95,9715,18,8,74,560,18,1,86,0,
82WN03440, 82943811,82,94,3811,3,67,56,651,2,2,5,5, 30,3,3,2,107,123,4,108,76,530, 6, 3, 9, 7, 49,  0,6,7,2,1,1,162,189,869,93,,3490,1525,94,7931,93,8,74,531,65,3,0,0,
82WN03441, 82943812,82,94,3812,3,67,56,651,2,2,5,5, 30,3,3,2,107,123,13,100,68,472, 5, 3,10, 7, 38,  0,3,5,1,1,1,153,189,869,93,,3491,1525,94,7931,93,8,67,484,65,3,0,0,
82WN03442, 82943813,82,94,3813,2,46,52,464,2,1,4,2, 20,2,2,9,107,114,1,86,74,574, 0, 0, 0, 0,  0,  0,,,,1,,0,206,1218,92,02,3492,0769,94,9374,93,8,77,471,46,2,94,94,071
82WN03443, 82943814,82,94,3814,2,46,52,464,2,1,3,2, 20,2,2,2,107,123,14,103,88,632, 4, 3,10, 7, 50,  0,6,7,2,1,1,187,206,1218,,,3493,0769,94,9374,93,8,86,650,46,1,96,0,
82WN03444, 82943816,82,94,3816,2,47,55,473,3,1,7,2, 20,2,2,2,107,123,10,84,78,566, 5, 3, 9, 8, 39,  0,6,7,1,1,1,167,219,923,92,,3494,0722,94,9025,93,8,76,579,45,2,85,84,Z
82WN03445, 82943818,82,94,3818,1,16,51,162,1,1,1,1, 20,2,2,2,107,123,19,79,61,432, 6, 3,10, 9, 45,249,4,6,1,1,2,139,173,909,93,,3495,0789,94,9728,93,8,60,340,14,3,67,0,
82WN03446, 82943819,82,94,3819,1,16,51,164,2,2,5,5, 20,2,2,2,107,123,16,86,62,434, 5, 3,10, 9, 47,243,5,7,2,1,1,160,206,1235,93,,3496,1484,94,9543,93,8,61,437,16,3,71,0,
82WN03447, 82943820,82,94,3820,2,16,51,164,2,2,5,5, 20,2,2,2,107,123,13,89,76,546, 4, 3,10, 7, 38,  0,6,7,2,1,1,169,206,1235,,,3497,1484,94,9543,93,8,74,591,16,1,85,0,
82WN03448, 82943821,82,94,3821,1,46,52,463,2,1,3,2, 30,3,3,2,107,123,22,97,80,572, 5, 3, 8, 8, 50,268,5,7,2,1,1,168,203,1133,93,,3498,0900,94,7471,93,8,78,513,46,3,89,0,
82WN03449, 82943824,82,94,3824,2,14,51,001,3,1,6,2, 30,3,3,9,107,114,1,81,80,631, 0, 0, 0, 0,  0,,,,,1,,0,172,584,92,,3499,4878,95,2407,19,8,84,524,13,2,96,97,Z
82WN03450, 82943827,82,94,3827,2,33,33,706,2,1,3,2, 40,4,4,2,107,123,14,108,79,554, 6, 3, 8, 7, 55,  0,6,8,2,1,1,167,141,727,,,3500,1156,02,8119,62,4,77,547,63,1,91,0,
82WN03451, 82943828,82,94,3828,2,33,33,706,2,1,4,2, 40,4,4,9,107,118,14,110,73,525, 6, 3, 9, 8, 50,  0,6,8,1,1,1,0,141,727,92,,3501,1156,02,8119,62,4,74,527,63,2,92,93,055
82WN03452, 82943829,82,94,3829,2,16,51,163,2,2,5,5, 40,4,4,2,107,123,12,103,63,428, 4, 3,10, 8, 39,  0,6,7,2,1,1,155,208,1163,92,,3502,1325,94,5910,93,8,62,447,14,2,73,78,Z
82WN03453, 82943830,82,94,3830,3,16,51,163,2,2,5,5, 40,4,4,2,107,123,23,107,67,458, 6, 3,10, 7, 41,  0,5,7,1,1,1,150,208,1163,93,,3503,1325,94,5910,93,8,66,473,14,3,0,0,
82WN03454, 82943831,82,94,3831,2,16,51,164,2,2,5,5, 20,2,2,2,107,123,17,81,70,503, 4, 3,10, 7, 38,  0,6,8,1,1,1,164,223,1191,,,3504,1484,94,9225,93,8,68,553,16,1,79,0,
82WN03455, 82943832,82,94,3832,2,16,51,164,2,2,5,5, 20,2,2,2,107,123,5,90,70,496, 5, 3, 9, 7, 48,  0,6,7,2,1,1,163,223,1191,,,3505,1484,94,9225,93,8,69,531,16,1,81,0,
82WN03456, 82943834,82,94,3834,3,16,51,162,3,1,7,2, 20,2,2,2,107,123,22,62,37,250, 4, 3,11,11, 46,  0,7,8,1,1,1,144,223,997,93,16,3506,0789,94,9043,93,8,36,254,16,3,0,0,
82WN03457, 82943837,82,94,3837,2,47,55,471,2,1,3,2, 20,2,2,3,107,124,5,90,77,548, 5, 3, 9, 6, 41,  0,4,7,1,1,1,164,202,1163,92,,3507,1340,94,9011,93,8,75,573,45,2,82,86,076
82WN03458, 82943839,82,94,3839,2,67,56,671,1,1,1,1, 20,2,2,2,107,123,24,103,84,599, 5, 3, 6, 5, 68,  0,4,7,1,1,1,178,152,941,92,,3508,1001,94,9047,93,8,82,574,65,2,89,92,078
82WN03459, 82943840,82,94,3840,2,14,51,005,2,1,3,2, 90,9,5,3,107,124,19,102,77,539, 5, 3, 9, 6, 59,  0,5,8,1,1,1,175,135,860,92,,3509,2421,95,7637,18,8,75,566,07,2,85,84,064
82WN03460, 82943841,82,94,3841,2,46,52,462,3,1,6,2, 40,4,4,9,107,118,15,73,68,514, 5, 3, 8, 8, 56,  0,7,8,1,1,1,0,183,1051,92,,3510,1169,94,5811,93,8,69,523,44,2,87,89,071
82WN03461, 82943842,82,94,3842,1,46,52,462,3,1,7,2, 40,4,4,3,107,124,3,90,88,637, 6, 3, 9, 7, 62,288,6,8,2,1,1,176,183,1051,93,,3511,1169,94,5811,93,8,85,564,44,3,91,0,
