UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
10FE00097,10,51,  420,2,21,20,44,0.95,2.2
10FE00098,10,72,R6768,2,24,22,34,0.92,1.55
10FE00099,10,65,20353,2,21,19,40,0.9,2.11
10FE00100,10,e20,R7344,4,21,10,10,0.48,1.0
10FE00101,10,71, 7234,2,26,24,47,0.92,1.96
10FE00102,10,64,20454,2,20,20,39,1.0,1.95
10FE00103,10,70,   26,2,23,19,34,0.83,1.79
10FE00104,10,59,  814,2,22,21,42,0.95,2.0
10FE00105,10,57,  292,2,20,19,37,0.95,1.95
10FE00106,10,e23,R7395,4,19,10,12,0.53,1.2
10FE00107,10,56, 2143,2,22,20,42,0.91,2.1
10FE00108,10,V1,K4306,5,15,11,21,0.73,1.91
10FE00109,10,e21,R7353,4,19,16,16,0.84,1.0
10FE00110,10,V2,R6633,5,18,17,42,0.94,2.47
