UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
11FE00061,11,e3,X8622,4,10,4,4,0.4,1.0
11FE00062,11,e24,H5154,4,23,22,29,0.96,1.32
11FE00063,11,e8,K4523,4,16,6,6,0.38,1.0
11FE00064,11,50,R8645,2,23,21,40,0.91,1.9
11FE00065,11,58,H6534,2,22,20,49,0.91,2.45
11FE00066,11,69,H4723,2,37,37,89,1.0,2.41
11FE00067,11,68,H5136,2,36,35,74,0.97,2.11
11FE00068,11,65,H5110,2,35,34,83,0.97,2.44
11FE00069,11,53,H6529,2,21,19,49,0.9,2.58
11FE00070,11,67,H4806,2,36,33,83,0.92,2.52
11FE00071,11,49,R8644,2,21,19,35,0.9,1.84
11FE00072,11,47,R8642,2,21,18,31,0.86,1.72
11FE00073,11,43,20538,2,20,18,32,0.9,1.78
11FE00074,11,44,20551,2,20,19,37,0.95,1.95
11FE00075,11,41,20333,2,18,18,38,1.0,2.11
11FE00076,11,39,20075,2,19,17,33,0.89,1.94
11FE00077,11,54,H6530,2,24,24,59,1.0,2.46
11FE00078,11,38,20010,2,19,19,39,1.0,2.05
11FE00079,11,55,H6531,2,23,21,45,0.91,2.14
11FE00080,11,56,H6532,2,21,20,48,0.95,2.4
11FE00081,11,42,20345,2,19,17,29,0.89,1.71
11FE00082,11,62,R7710,2,29,28,53,0.97,1.89
11FE00083,11,59,R7654,2,29,26,46,0.9,1.77
11FE00084,11,51,R8646,2,23,18,34,0.78,1.89
11FE00085,11,63,R7912,2,30,29,53,0.97,1.83
11FE00086,11,57,H6533,2,24,23,56,0.96,2.43
11FE00087,11,e19,R7353,4,21,6,6,0.29,1.0
11FE00088,11,45,R8640,2,23,20,38,0.87,1.9
11FE00089,11,e6,X7237,4,13,8,8,0.62,1.0
11FE00090,11,46,R8641,2,23,22,42,0.96,1.91
11FE00091,11,48,R8643,2,22,16,28,0.73,1.75
11FE00092,11,60,R8639,2,30,25,46,0.83,1.84
11FE00093,11,40,20179,2,20,16,31,0.8,1.94
11FE00094,11,V2,R6633,5,13,12,24,0.92,2.0
11FE00095,11,V1,K4306,5,10,9,14,0.9,1.56
