UID,ID,DATE,DAY,KG,LBS,BCS,FLWT,GRFL
22SH00120,A1026,2022-02-11,42,95.5,210,4.5,120,12.0
22SH00121,A1027,2022-02-10,41,42.0,92,1.5,50,5.0
22SH00122,A1043,2022-02-10,41,97.0,213,4.0,70,7.0
22SH00123,A1044,2022-02-10,41,97.0,213,4.5,90,9.0
22SH00124,A1046,2022-02-11,42,103.5,228,4.5,100,10.0
22SH00125,A1050,2022-02-10,41,80.0,176,4.0,90,9.0
22SH00126,A1054,2022-02-10,41,67.0,147,,70,7.0
22SH00127,A1057,2022-02-10,41,77.5,171,,80,8.0
22SH00128,A1064,2022-02-10,41,69.5,153,,70,7.0
22SH00129,A1067,2022-02-10,41,66.5,146,,70,7.0
22SH00130,A1073,2022-02-10,41,79.5,175,,40,4.0
22SH00131,A1074,2022-02-11,42,79.0,174,,80,8.0
22SH00132,A1077,2022-02-11,42,77.5,171,,80,8.0
22SH00133,A1078,2022-02-11,42,75.0,165,,100,10.0
22SH00134,A1080,2022-02-10,41,59.5,131,,60,6.0
22SH00135,A1091,2022-02-11,42,62.5,138,,60,6.0
22SH00136,A1093,2022-02-11,42,64.0,141,,70,7.0
22SH00137,A1098,2022-02-10,41,62.5,138,,70,7.0
22SH00138,A1100,2022-02-11,42,73.0,161,,90,9.0
22SH00139,A1101,2022-02-10,41,61.0,134,,70,7.0
22SH00140,A1102,2022-02-10,41,78.5,173,,60,6.0
22SH00141,A1107,2022-02-11,42,69.0,152,,80,8.0
22SH00142,A1108,2022-02-10,41,67.0,147,,80,8.0
22SH00143,A1113,2022-02-11,42,73.0,161,,80,8.0
22SH00144,A1114,2022-02-11,42,79.5,175,,90,9.0
22SH00145,A1119,2022-02-10,41,57.0,125,,70,7.0
22SH00146,A1126,2022-02-11,42,70.0,154,,70,7.0
22SH00147,A1127,2022-02-10,41,67.5,149,,80,8.0
22SH00148,A1130,2022-02-10,41,66.0,145,,50,5.0
22SH00149,A1135,2022-02-11,42,72.0,158,,80,8.0
22SH00150,A1137,2022-02-10,41,71.0,156,,70,7.0
22SH00151,A1139,2022-02-10,41,72.0,158,,50,5.0
22SH00152,A1144,2022-02-10,41,62.0,136,,60,6.0
22SH00153,A1150,2022-02-10,41,67.0,147,,60,6.0
22SH00154,A1153,2022-02-11,42,78.5,173,,70,7.0
22SH00155,A1157,2022-02-10,41,60.0,132,,60,6.0
22SH00156,A1159,2022-02-11,42,81.0,178,,60,6.0
22SH00157,A1161,2022-02-10,41,67.5,149,,70,7.0
22SH00158,A1162,2022-02-10,41,68.5,151,,70,7.0
22SH00159,A1163,2022-02-11,42,75.5,166,,70,7.0
22SH00160,A1164,2022-02-11,42,68.5,151,,70,7.0
22SH00161,A1169,2022-02-10,41,73.5,162,,60,6.0
22SH00162,A1172,2022-02-11,42,77.5,171,,80,8.0
22SH00163,A1175,2022-02-10,41,69.5,153,,60,6.0
22SH00164,A1178,2022-02-11,42,84.0,185,,80,8.0
22SH00165,A1179,2022-02-10,41,75.5,166,,60,6.0
22SH00166,A1185,2022-02-10,41,61.5,135,,50,5.0
22SH00167,A1191,2022-02-11,42,75.5,166,,80,8.0
22SH00168,A1192,2022-02-10,41,68.5,151,,60,6.0
22SH00169,A1193,2022-02-10,41,65.5,144,,60,6.0
22SH00170,A1201,2022-02-11,42,74.0,163,,80,8.0
22SH00171,A1202,2022-02-10,41,64.0,141,,60,6.0
22SH00172,A1208,2022-02-10,41,69.0,152,,70,7.0
22SH00173,A1209,2022-02-11,42,83.5,184,,80,8.0
22SH00174,A1218,2022-02-10,41,57.0,125,,60,6.0
22SH00175,A1225,2022-02-11,42,72.5,160,,70,7.0
22SH00176,A1226,2022-02-10,41,75.0,165,,70,7.0
22SH00177,A1230,2022-02-10,41,68.0,150,,50,5.0
22SH00178,A1231,2022-02-11,42,66.5,146,,50,5.0
22SH00179,A1235,2022-02-11,42,73.5,162,,70,7.0
22SH00180,A1239,2022-02-11,42,75.5,166,,70,7.0
22SH00181,A1241,2022-02-10,41,65.5,144,,50,5.0
22SH00182,A1243,2022-02-10,41,67.0,147,,50,5.0
22SH00183,A1252,2022-02-10,41,60.5,133,,80,8.0
22SH00184,A1257,2022-02-10,41,69.0,152,,80,8.0
22SH00185,A1259,2022-02-10,41,72.5,160,,70,7.0
22SH00186,A1263,2022-02-11,42,66.5,146,,80,8.0
22SH00187,A1270,2022-02-10,41,72.0,158,,50,5.0
22SH00188,A1273,2022-02-10,41,56.5,124,,60,6.0
22SH00189,A1276,2022-02-11,42,76.0,167,,60,6.0
22SH00190,A1279,2022-02-11,42,72.0,158,,80,8.0
22SH00191,A1282,2022-02-10,41,66.0,145,,50,5.0
22SH00192,A1283,2022-02-10,41,63.5,140,,60,6.0
22SH00193,A1291,2022-02-11,42,76.5,168,,90,9.0
22SH00194,A1293,2022-02-11,42,73.0,161,,60,6.0
22SH00195,A1297,2022-02-10,41,63.5,140,,80,8.0
22SH00196,A1302,2022-02-10,41,71.5,157,,70,7.0
22SH00197,A1306,2022-02-10,41,63.0,139,,50,5.0
22SH00198,A1307,2022-02-11,42,72.5,160,,90,9.0
22SH00199,A1312,2022-02-10,41,57.0,125,,70,7.0
22SH00200,A1314,2022-02-10,41,63.0,139,,60,6.0
22SH00201,A1318,2022-02-11,42,75.5,166,,80,8.0
22SH00202,A1320,2022-02-10,41,59.5,131,,60,6.0
22SH00203,A1321,2022-02-10,41,56.5,124,,50,5.0
22SH00204,A1322,2022-02-10,41,60.0,132,,60,6.0
22SH00205,A1324,2022-02-10,41,57.5,127,,60,6.0
22SH00206,A1325,2022-02-10,41,73.5,162,,70,7.0
22SH00207,A1332,2022-02-11,42,66.5,146,,70,7.0
22SH00208,A1335,2022-02-10,41,70.0,154,,70,7.0
22SH00209,A1337,2022-02-10,41,70.5,155,,80,8.0
22SH00210,A1341,2022-02-10,41,80.5,177,,80,8.0
22SH00211,A1351,2022-02-10,41,54.5,120,,70,7.0
22SH00212,A1352,2022-02-10,41,60.5,133,,50,5.0
22SH00213,A1353,2022-02-10,41,63.0,139,,50,5.0
22SH00214,A1355,2022-02-10,41,64.0,141,,60,6.0
22SH00215,A1358,2022-02-11,42,82.0,180,,90,9.0
22SH00216,A1360,2022-02-10,41,64.0,141,,70,7.0
22SH00217,A1361,2022-02-10,41,63.5,140,,70,7.0
22SH00218,A1364,2022-02-10,41,69.0,152,,60,6.0
22SH00219,A1367,2022-02-10,41,68.5,151,,80,8.0
22SH00220,A1376,2022-02-11,42,73.5,162,,70,7.0
22SH00221,A1380,2022-02-11,42,68.5,151,,70,7.0
22SH00222,A1382,2022-02-10,41,68.5,151,,60,6.0
22SH00223,A1383,2022-02-10,41,61.5,135,,80,8.0
22SH00224,A1386,2022-02-11,42,71.5,157,,70,7.0
22SH00225,A1388,2022-02-11,42,80.5,177,,50,5.0
22SH00226,A1389,2022-02-11,42,80.5,177,,80,8.0
22SH00227,A1390,2022-02-10,41,69.5,153,,80,8.0
22SH00228,A1391,2022-02-11,42,67.0,147,,60,6.0
22SH00229,A1401,2022-02-10,41,71.5,157,,70,7.0
22SH00230,A1403,2022-02-11,42,68.0,150,,60,6.0
22SH00231,A1404,2022-02-10,41,72.5,160,,70,7.0
22SH00232,A1405,2022-02-10,41,69.0,152,,50,5.0
22SH00233,A1406,2022-02-10,41,66.5,146,,70,7.0
22SH00234,A1408,2022-02-10,41,64.5,142,,80,8.0
22SH00235,A1412,2022-02-11,42,78.0,172,,70,7.0
22SH00236,A1419,2022-02-10,41,61.5,135,,50,5.0
22SH00237,A1434,2022-02-10,41,66.5,146,,60,6.0
22SH00238,A1438,2022-02-10,41,60.0,132,,60,6.0
22SH00239,A1440,2022-02-10,41,68.5,151,,70,7.0
22SH00240,A1441,2022-02-11,42,62.5,138,,60,6.0
22SH00241,A1449,2022-02-10,41,64.0,141,,50,5.0
22SH00242,A1450,2022-02-10,41,70.0,154,,60,6.0
22SH00243,A1451,2022-02-11,42,66.5,146,,60,6.0
22SH00244,A1452,2022-02-11,42,68.0,150,,80,8.0
22SH00245,A1453,2022-02-11,42,76.5,168,,80,8.0
22SH00246,A1456,2022-02-10,41,63.0,139,,40,4.0
22SH00247,H8909,2022-02-10,41,88.0,194,4.5,90,9.0
22SH00248,H8927,2022-02-10,41,114.5,252,4.5,70,7.0
22SH00249,H8931,2022-02-10,41,99.5,219,4.5,100,10.0
22SH00250,H8955,2022-02-10,41,113.0,249,5.0,80,8.0
22SH00251,H8958,2022-02-10,41,101.5,223,4.5,70,7.0
22SH00252,H9007,2022-02-10,41,97.5,215,4.5,80,8.0
22SH00253,H9055,2022-02-10,41,93.5,206,5.0,80,8.0
22SH00254,H9134,2022-02-10,41,91.5,201,4.5,100,10.0
22SH00255,H9194,2022-02-10,41,99.0,218,5.0,110,11.0
22SH00256,H9229,2022-02-10,41,108.0,238,4.5,110,11.0
22SH00257,H9232,2022-02-10,41,101.0,222,4.5,80,8.0
22SH00258,H9237,2022-02-10,41,104.5,230,4.0,90,9.0
22SH00259,H9240,2022-02-10,41,89.5,197,3.0,70,7.0
22SH00260,H9306,2022-02-10,41,116.5,256,4.0,120,12.0
22SH00261,H9310,2022-02-10,41,98.0,216,4.0,120,12.0
22SH00262,H9317,2022-02-10,41,113.5,250,5.0,70,7.0
22SH00263,H9322,2022-02-10,41,104.0,229,4.5,80,8.0
22SH00264,H9341,2022-02-10,41,105.0,231,5.0,120,12.0
22SH00265,H9359,2022-02-10,41,85.5,188,4.0,70,7.0
22SH00266,H9380,2022-02-10,41,95.5,210,4.5,70,7.0
22SH00267,H9393,2022-02-10,41,88.0,194,4.0,90,9.0
22SH00268,H9403,2022-02-10,41,104.5,230,5.0,110,11.0
22SH00269,H9436,2022-02-10,41,94.0,207,5.0,90,9.0
22SH00270,H9439,2022-02-10,41,89.5,197,4.0,70,7.0
22SH00271,H9448,2022-02-10,41,107.5,237,4.5,80,8.0
22SH00272,H9465,2022-02-10,41,87.0,191,4.0,90,9.0
22SH00273,H9501,2022-02-10,41,92.5,204,4.0,80,8.0
22SH00274,H9504,2022-02-10,41,89.0,196,5.0,100,10.0
22SH00275,H9525,2022-02-10,41,98.5,217,4.5,90,9.0
22SH00276,H9537,2022-02-10,41,97.0,213,4.5,120,12.0
22SH00277,H9551,2022-02-10,41,103.0,227,4.0,70,7.0
22SH00278,H9614,2022-02-10,41,102.0,224,4.5,70,7.0
22SH00279,H9648,2022-02-10,41,91.5,201,4.5,80,8.0
22SH00280,H9692,2022-02-10,41,101.0,222,4.5,100,10.0
22SH00281,H9694,2022-02-10,41,87.5,193,4.0,60,6.0
22SH00282,H9754,2022-02-10,41,107.5,237,4.5,100,10.0
22SH00283,H9762,2022-02-10,41,105.0,231,4.0,110,11.0
22SH00284,H9791,2022-02-10,41,97.0,213,4.5,120,12.0
22SH00285,H9793,2022-02-10,41,111.5,245,4.5,100,10.0
22SH00286,H9833,2022-02-10,41,98.5,217,4.5,90,9.0
22SH00287,H9846,2022-02-10,41,109.0,240,4.0,90,9.0
22SH00288,H9899,2022-02-10,41,99.5,219,4.5,90,9.0
22SH00289,H9910,2022-02-10,41,79.5,175,4.5,100,10.0
22SH00290,H9916,2022-02-10,41,108.5,239,4.0,90,9.0
22SH00291,H9964,2022-02-10,41,81.0,178,4.0,70,7.0
22SH00292,H9974,2022-02-10,41,107.5,237,5.0,90,9.0
22SH00293,H9980,2022-02-10,41,110.5,243,4.5,60,6.0
22SH00294,H9982,2022-02-10,41,89.0,196,4.5,90,9.0
22SH00295,H9994,2022-02-10,41,98.5,217,4.5,110,11.0
22SH00296,K5131,2022-02-10,41,121.5,267,4.5,120,12.0
22SH00297,K5132,2022-02-10,41,112.0,246,4.0,140,14.0
22SH00298,K5133,2022-02-10,41,82.0,180,2.5,80,8.0
22SH00299,K5136,2022-02-10,41,116.5,256,5.0,90,9.0
22SH00300,K5137,2022-02-10,41,98.0,216,4.5,100,10.0
22SH00301,K5150,2022-02-10,41,111.0,244,5.0,120,12.0
22SH00302,K5170,2022-02-10,41,111.5,245,5.0,90,9.0
22SH00303,K5171,2022-02-10,41,107.5,237,4.5,130,13.0
22SH00304,K5173,2022-02-10,41,110.0,242,5.0,120,12.0
22SH00305,K5182,2022-02-10,41,105.0,231,4.0,100,10.0
22SH00306,K5187,2022-02-10,41,100.5,221,4.5,100,10.0
22SH00307,K5201,2022-02-10,41,113.0,249,5.0,120,12.0
22SH00308,K5202,2022-02-10,41,107.0,235,4.5,120,12.0
22SH00309,K5205,2022-02-10,41,113.5,250,4.5,110,11.0
22SH00310,K5211,2022-02-10,41,107.5,237,4.0,100,10.0
22SH00311,K5230,2022-02-10,41,123.0,271,4.5,100,10.0
22SH00312,K5245,2022-02-10,41,94.5,208,5.0,100,10.0
22SH00313,K5246,2022-02-10,41,103.0,227,5.0,120,12.0
22SH00314,K5247,2022-02-10,41,119.0,262,4.5,80,8.0
22SH00315,K5250,2022-02-10,41,103.0,227,4.0,110,11.0
22SH00316,K5251,2022-02-10,41,108.0,238,5.0,120,12.0
22SH00317,K5252,2022-02-10,41,89.5,197,4.5,100,10.0
22SH00318,K5253,2022-02-10,41,96.0,211,5.0,130,13.0
22SH00319,K5256,2022-02-10,41,86.0,189,4.5,70,7.0
22SH00320,K5259,2022-02-10,41,103.5,228,4.5,100,10.0
22SH00321,K5260,2022-02-10,41,90.0,198,4.5,110,11.0
22SH00322,K5261,2022-02-10,41,81.0,178,3.5,90,9.0
22SH00323,K5262,2022-02-10,41,97.0,213,4.0,100,10.0
22SH00324,K5263,2022-02-10,41,103.0,227,5.0,130,13.0
22SH00325,K5265,2022-02-10,41,96.0,211,4.0,140,14.0
22SH00326,K5267,2022-02-10,41,94.0,207,5.0,130,13.0
22SH00327,K5270,2022-02-10,41,110.5,243,4.0,90,9.0
22SH00328,K5275,2022-02-10,41,112.5,248,4.5,110,11.0
22SH00329,K5279,2022-02-10,41,103.0,227,4.5,130,13.0
22SH00330,K5288,2022-02-10,41,113.0,249,4.5,130,13.0
22SH00331,K5298,2022-02-10,41,89.5,197,5.0,90,9.0
22SH00332,K5299,2022-02-11,42,108.5,239,4.0,160,16.0
22SH00333,K5301,2022-02-10,41,103.5,228,4.5,100,10.0
22SH00334,K5307,2022-02-10,41,86.0,189,4.5,90,9.0
22SH00335,K5309,2022-02-10,41,105.5,232,5.0,100,10.0
22SH00336,K5322,2022-02-10,41,93.5,206,3.5,100,10.0
22SH00337,K5326,2022-02-10,41,98.5,217,4.5,100,10.0
22SH00338,K5336,2022-02-11,42,103.0,227,4.0,130,13.0
22SH00339,K5343,2022-02-10,41,79.0,174,4.5,80,8.0
22SH00340,K5346,2022-02-10,41,86.0,189,4.0,100,10.0
22SH00341,K5348,2022-02-10,41,95.0,209,4.0,100,10.0
22SH00342,K5354,2022-02-10,41,98.0,216,4.5,130,13.0
22SH00343,K5356,2022-02-11,42,112.5,248,4.5,130,13.0
22SH00344,K5357,2022-02-10,41,104.0,229,5.0,100,10.0
22SH00345,K5362,2022-02-10,41,102.0,224,4.5,120,12.0
22SH00346,K5369,2022-02-10,41,94.0,207,4.5,110,11.0
22SH00347,K5370,2022-02-10,41,91.0,200,4.5,90,9.0
22SH00348,K5377,2022-02-10,41,86.5,190,4.0,90,9.0
22SH00349,K5382,2022-02-10,41,79.0,174,4.0,70,7.0
22SH00350,K5384,2022-02-10,41,92.5,204,4.5,80,8.0
22SH00351,K5386,2022-02-10,41,88.0,194,4.0,70,7.0
22SH00352,K5388,2022-02-10,41,85.5,188,4.5,90,9.0
22SH00353,K5392,2022-02-10,41,85.0,187,4.0,110,11.0
22SH00354,K5398,2022-02-10,41,91.0,200,4.0,100,10.0
22SH00355,K5403,2022-02-11,42,109.5,241,3.5,100,10.0
22SH00356,K5405,2022-02-10,41,73.0,161,4.0,110,11.0
22SH00357,K5410,2022-02-10,41,65.5,144,,60,6.0
22SH00358,K5412,2022-02-11,42,69.0,152,,60,6.0
22SH00359,K5414,2022-02-10,41,67.0,147,,60,6.0
22SH00360,K5415,2022-02-11,42,71.5,157,,80,8.0
22SH00361,K5416,2022-02-10,41,65.5,144,,60,6.0
22SH00362,K5420,2022-02-10,41,54.5,120,,60,6.0
22SH00363,K5425,2022-02-10,41,54.5,120,,50,5.0
22SH00364,K5427,2022-02-11,42,77.0,169,,70,7.0
22SH00365,K5428,2022-02-11,42,74.0,163,,70,7.0
22SH00366,K5430,2022-02-10,41,75.5,166,,80,8.0
22SH00367,K5431,2022-02-10,41,67.0,147,,80,8.0
22SH00368,K5433,2022-02-10,41,64.0,141,,70,7.0
22SH00369,K5434,2022-02-10,41,71.0,156,,70,7.0
22SH00370,K5435,2022-02-11,42,81.5,179,,80,8.0
22SH00371,K5437,2022-02-10,41,60.0,132,,50,5.0
22SH00372,K5439,2022-02-11,42,65.5,144,,60,6.0
22SH00373,K5440,2022-02-10,41,70.0,154,,80,8.0
22SH00374,K5441,2022-02-10,41,64.0,141,,80,8.0
22SH00375,K5447,2022-02-11,42,72.5,160,,60,6.0
22SH00376,L1670,2022-02-11,42,127.0,279,4.0,70,7.0
22SH00377,L1717,2022-02-11,42,129.5,285,5.0,110,11.0
22SH00378,L1734,2022-02-11,42,84.0,185,4.0,60,6.0
22SH00379,L1744,2022-02-11,42,110.0,242,4.5,70,7.0
22SH00380,L1747,2022-02-11,42,102.5,226,4.5,70,7.0
22SH00381,L1749,2022-02-11,42,121.0,266,4.0,80,8.0
22SH00382,L1751,2022-02-11,42,107.5,237,4.0,100,10.0
22SH00383,L1765,2022-02-11,42,94.0,207,4.5,110,11.0
22SH00384,L1774,2022-02-11,42,89.0,196,4.0,80,8.0
22SH00385,L1785,2022-02-11,42,104.0,229,4.5,60,6.0
22SH00386,L1791,2022-02-11,42,122.0,268,5.0,70,7.0
22SH00387,L1800,2022-02-11,42,113.0,249,4.5,100,10.0
22SH00388,L1801,2022-02-11,42,118.5,261,4.5,100,10.0
22SH00389,L1815,2022-02-11,42,106.5,234,4.5,100,10.0
22SH00390,L1822,2022-02-11,42,107.5,237,4.5,80,8.0
22SH00391,L1835,2022-02-11,42,81.5,179,3.5,80,8.0
22SH00392,L1845,2022-02-11,42,117.0,257,4.0,80,8.0
22SH00393,L1846,2022-02-11,42,112.5,248,4.5,110,11.0
22SH00394,L1857,2022-02-10,41,109.5,241,5.0,110,11.0
22SH00395,L1884,2022-02-11,42,100.5,221,4.5,60,6.0
22SH00396,L1889,2022-02-11,42,105.5,232,4.5,100,10.0
22SH00397,L1895,2022-02-11,42,99.0,218,4.5,110,11.0
22SH00398,L1903,2022-02-11,42,116.5,256,4.5,60,6.0
22SH00399,L1907,2022-02-11,42,130.0,286,5.0,90,9.0
22SH00400,L1920,2022-02-11,42,108.0,238,4.5,90,9.0
22SH00401,L1936,2022-02-11,42,120.0,264,5.0,90,9.0
22SH00402,L1939,2022-02-11,42,109.0,240,4.0,70,7.0
22SH00403,L1947,2022-02-11,42,95.5,210,4.5,110,11.0
22SH00404,L1949,2022-02-11,42,108.0,238,5.0,90,9.0
22SH00405,L1954,2022-02-11,42,112.5,248,5.0,70,7.0
22SH00406,L1964,2022-02-11,42,121.0,266,4.0,120,12.0
22SH00407,L1974,2022-02-11,42,86.5,190,4.5,70,7.0
22SH00408,L1982,2022-02-11,42,118.5,261,4.5,100,10.0
22SH00409,L1983,2022-02-11,42,74.5,164,2.5,90,9.0
22SH00410,L1987,2022-02-11,42,120.5,265,5.0,100,10.0
22SH00411,L2013,2022-02-11,42,105.5,232,4.0,90,9.0
22SH00412,L2025,2022-02-11,42,108.0,238,4.5,90,9.0
22SH00413,L2027,2022-02-11,42,92.0,202,4.5,70,7.0
22SH00414,L2030,2022-02-11,42,103.0,227,4.5,100,10.0
22SH00415,L2033,2022-02-11,42,100.0,220,4.5,80,8.0
22SH00416,L2047,2022-02-11,42,115.0,253,4.5,100,10.0
22SH00417,L2049,2022-02-11,42,116.0,255,4.5,100,10.0
22SH00418,L2051,2022-02-11,42,97.5,215,4.0,60,6.0
22SH00419,L2056,2022-02-11,42,109.0,240,5.0,100,10.0
22SH00420,L2060,2022-02-11,42,105.5,232,5.0,80,8.0
22SH00421,L2062,2022-02-11,42,104.5,230,4.5,90,9.0
22SH00422,L2063,2022-02-11,42,89.5,197,4.5,80,8.0
22SH00423,L2066,2022-02-11,42,100.5,221,4.5,80,8.0
22SH00424,L2067,2022-02-11,42,104.5,230,4.5,90,9.0
22SH00425,L2080,2022-02-11,42,89.5,197,4.5,90,9.0
22SH00426,L2084,2022-02-11,42,112.0,246,5.0,70,7.0
22SH00427,L2087,2022-02-11,42,92.5,204,4.5,70,7.0
22SH00428,L2089,2022-02-11,42,107.0,235,4.5,80,8.0
22SH00429,L2094,2022-02-11,42,98.0,216,4.5,70,7.0
22SH00430,L2099,2022-02-11,42,95.5,210,4.5,110,11.0
22SH00431,L2104,2022-02-11,42,95.5,210,5.0,50,5.0
22SH00432,L2106,2022-02-11,42,112.5,248,4.5,100,10.0
22SH00433,L2121,2022-02-11,42,112.5,248,5.0,80,8.0
22SH00434,L2123,2022-02-11,42,114.5,252,4.5,90,9.0
22SH00435,L2125,2022-02-11,42,109.0,240,4.5,110,11.0
22SH00436,L2130,2022-02-11,42,114.0,251,5.0,100,10.0
22SH00437,L2132,2022-02-11,42,95.5,210,4.5,100,10.0
22SH00438,L2137,2022-02-11,42,107.0,235,4.5,90,9.0
22SH00439,L2138,2022-02-11,42,117.5,259,5.0,90,9.0
22SH00440,L2144,2022-02-11,42,106.0,233,4.5,100,10.0
22SH00441,L2147,2022-02-11,42,99.5,219,4.5,90,9.0
22SH00442,L2161,2022-02-11,42,104.0,229,4.5,80,8.0
22SH00443,L2184,2022-02-11,42,104.0,229,4.5,70,7.0
22SH00444,L2186,2022-02-11,42,109.0,240,4.5,80,8.0
22SH00445,L2188,2022-02-11,42,111.5,245,5.0,120,12.0
22SH00446,L2190,2022-02-11,42,102.5,226,4.5,80,8.0
22SH00447,L2191,2022-02-11,42,97.0,213,4.5,100,10.0
22SH00448,L2203,2022-02-11,42,91.5,201,4.5,80,8.0
22SH00449,L2208,2022-02-11,42,111.5,245,4.5,110,11.0
22SH00450,L2210,2022-02-11,42,102.5,226,5.0,90,9.0
22SH00451,L2216,2022-02-11,42,110.5,243,4.5,100,10.0
22SH00452,L2220,2022-02-11,42,116.5,256,4.5,90,9.0
22SH00453,L2221,2022-02-11,42,110.5,243,4.0,60,6.0
22SH00454,L2222,2022-02-11,42,101.0,222,5.0,80,8.0
22SH00455,L2226,2022-02-11,42,94.5,208,4.0,110,11.0
22SH00456,L2228,2022-02-11,42,89.0,196,4.5,70,7.0
22SH00457,L2231,2022-02-11,42,114.0,251,4.5,90,9.0
22SH00458,L2233,2022-02-11,42,107.5,237,4.5,100,10.0
22SH00459,L2236,2022-02-11,42,106.5,234,5.0,70,7.0
22SH00460,L2240,2022-02-11,42,103.5,228,4.5,80,8.0
22SH00461,L2244,2022-02-11,42,90.5,199,4.0,90,9.0
22SH00462,L2247,2022-02-11,42,91.5,201,4.0,100,10.0
22SH00463,L2259,2022-02-11,42,111.0,244,4.5,100,10.0
22SH00464,L2262,2022-02-11,42,111.5,245,4.5,120,12.0
22SH00465,L2270,2022-02-11,42,113.5,250,5.0,100,10.0
22SH00466,L2273,2022-02-11,42,123.0,271,4.5,120,12.0
22SH00467,L2274,2022-02-11,42,113.5,250,4.5,70,7.0
22SH00468,L2275,2022-02-11,42,95.5,210,5.0,90,9.0
22SH00469,L2276,2022-02-11,42,119.5,263,4.0,130,13.0
22SH00470,L2280,2022-02-11,42,111.0,244,3.5,130,13.0
22SH00471,L2283,2022-02-11,42,103.5,228,4.0,90,9.0
22SH00472,L2284,2022-02-11,42,104.0,229,4.0,100,10.0
22SH00473,L2291,2022-02-11,42,97.5,215,0.5,90,9.0
22SH00474,L2297,2022-02-11,42,104.5,230,4.5,90,9.0
22SH00475,L2300,2022-02-11,42,123.5,272,4.5,100,10.0
22SH00476,L2302,2022-02-11,42,99.5,219,4.5,90,9.0
22SH00477,L2305,2022-02-11,42,96.5,212,4.5,60,6.0
22SH00478,L2307,2022-02-11,42,102.5,226,4.5,90,9.0
22SH00479,L2311,2022-02-11,42,96.5,212,4.5,100,10.0
22SH00480,L2318,2022-02-11,42,99.0,218,4.5,70,7.0
22SH00481,L2321,2022-02-11,42,98.0,216,4.5,90,9.0
22SH00482,L2323,2022-02-11,42,108.0,238,4.0,90,9.0
22SH00483,L2327,2022-02-11,42,92.0,202,4.5,70,7.0
22SH00484,L2328,2022-02-11,42,108.5,239,4.5,100,10.0
22SH00485,L2330,2022-02-11,42,91.5,201,4.5,100,10.0
22SH00486,L2334,2022-02-11,42,106.5,234,4.5,70,7.0
22SH00487,L2338,2022-02-11,42,102.5,226,4.5,80,8.0
22SH00488,L2340,2022-02-11,42,113.0,249,4.5,80,8.0
22SH00489,L2343,2022-02-11,42,118.0,260,4.0,80,8.0
22SH00490,L2349,2022-02-11,42,122.0,268,4.5,120,12.0
22SH00491,L2354,2022-02-11,42,115.0,253,4.5,90,9.0
22SH00492,L2358,2022-02-11,42,99.0,218,5.0,100,10.0
22SH00493,L2364,2022-02-11,42,88.0,194,4.5,80,8.0
22SH00494,L2368,2022-02-11,42,109.0,240,4.5,80,8.0
22SH00495,L2369,2022-02-11,42,116.0,255,4.5,80,8.0
22SH00496,L2371,2022-02-11,42,89.5,197,5.0,80,8.0
22SH00497,L2372,2022-02-11,42,88.0,194,4.0,50,5.0
22SH00498,L2374,2022-02-10,41,92.5,204,4.0,80,8.0
22SH00499,L2384,2022-02-11,42,117.0,257,5.0,80,8.0
22SH00500,L2389,2022-02-11,42,104.5,230,4.0,90,9.0
22SH00501,L2398,2022-02-11,42,97.0,213,4.0,50,5.0
22SH00502,L2401,2022-02-11,42,93.0,205,5.0,90,9.0
22SH00503,L2402,2022-02-11,42,95.0,209,4.0,80,8.0
22SH00504,L2408,2022-02-10,41,98.0,216,5.0,70,7.0
22SH00505,L2412,2022-02-11,42,110.0,242,5.0,90,9.0
22SH00506,L2413,2022-02-11,42,110.0,242,4.5,80,8.0
22SH00507,L2418,2022-02-11,42,108.0,238,4.5,70,7.0
22SH00508,L2424,2022-02-11,42,96.0,211,4.5,110,11.0
22SH00509,L2425,2022-02-11,42,96.5,212,5.0,130,13.0
22SH00510,L2430,2022-02-10,41,86.5,190,4.0,70,7.0
22SH00511,L2433,2022-02-11,42,107.5,237,4.0,90,9.0
22SH00512,L2438,2022-02-11,42,103.0,227,3.5,90,9.0
22SH00513,L2440,2022-02-11,42,93.0,205,4.0,80,8.0
22SH00514,L2441,2022-02-11,42,104.5,230,4.5,100,10.0
22SH00515,L2443,2022-02-11,42,93.5,206,4.0,100,10.0
22SH00516,L2447,2022-02-11,42,110.0,242,4.0,110,11.0
22SH00517,L2448,2022-02-11,42,76.0,167,4.5,100,10.0
22SH00518,L2449,2022-02-11,42,87.0,191,4.0,90,9.0
22SH00519,L2450,2022-02-11,42,86.5,190,4.0,110,11.0
22SH00520,L2453,2022-02-11,42,97.5,215,3.5,110,11.0
22SH00521,L2454,2022-02-11,42,83.0,183,4.5,110,11.0
22SH00522,L2456,2022-02-11,42,82.0,180,5.0,70,7.0
22SH00523,L2460,2022-02-11,42,87.5,193,4.0,70,7.0
22SH00524,L2461,2022-02-11,42,90.0,198,4.0,90,9.0
22SH00525,L2462,2022-02-11,42,91.5,201,4.0,90,9.0
22SH00526,L2463,2022-02-11,42,97.5,215,4.0,80,8.0
22SH00527,L2464,2022-02-11,42,107.0,235,4.5,90,9.0
22SH00528,L2467,2022-02-11,42,121.5,267,4.0,100,10.0
22SH00529,L2470,2022-02-11,42,86.5,190,4.0,80,8.0
22SH00530,L2474,2022-02-11,42,87.5,193,4.5,90,9.0
