UID,ETAG,DATE,KG,LBS,FLWT,GRFL,GRADE
21SH01391,S2836,2021-02-11,68,149,70,7.0,YA
21SH01392,S2837,2021-02-11,71,155,90,9.0,YAA
21SH01393,S2838,2021-02-11,58,127,70,7.0,YAA
21SH01394,S2839,2021-02-11,64,141,70,7.0,YA
21SH01395,S2842,2021-02-11,68,149,60,6.0,YA
21SH01396,S2845,2021-02-11,61,133,80,8.0,YA
21SH01397,S2846,2021-02-11,64,141,90,9.0,YAA
21SH01398,S2847,2021-02-11,61,134,50,5.0,YAA
21SH01399,S2854,2021-02-11,64,141,60,6.0,YAA
21SH01400,S2857,2021-02-11,57,125,60,6.0,YA
21SH01401,S2859,2021-02-11,60,132,100,10.0,YA
21SH01402,S2860,2021-02-11,59,130,80,8.0,YAA
21SH01403,S2865,2021-02-11,58,127,80,8.0,YA
21SH01404,S2866,2021-02-11,70,154,100,10.0,YA
21SH01405,S2870,2021-02-11,65,143,80,8.0,YA
21SH01406,S2874,2021-02-11,60,131,60,6.0,YA
21SH01407,S2877,2021-02-11,63,138,50,5.0,YA
21SH01408,S2883,2021-02-11,73,161,90,9.0,YAA
21SH01409,S2889,2021-02-11,61,134,70,7.0,YAA
21SH01410,S2891,2021-02-11,69,152,50,5.0,YA
21SH01411,S2893,2021-02-11,69,152,80,8.0,YA
21SH01412,S2918,2021-02-11,69,151,80,8.0,YA
21SH01413,S2928,2021-02-11,66,144,50,5.0,YAA
21SH01414,S2930,2021-02-11,57,124,50,5.0,YAA
21SH01415,S2931,2021-02-11,62,135,50,5.0,YA
21SH01416,S2932,2021-02-11,71,156,70,7.0,YAA
21SH01417,S2933,2021-02-11,70,154,80,8.0,YAA
21SH01418,S2936,2021-02-11,72,157,80,8.0,YA
21SH01419,S2939,2021-02-11,63,139,80,8.0,YAA
21SH01420,S2942,2021-02-11,72,158,90,9.0,YAA
21SH01421,S2947,2021-02-11,61,133,60,6.0,YA
21SH01422,S2955,2021-02-11,64,141,60,6.0,YA
21SH01423,S2956,2021-02-11,47,102,50,5.0,YAA
21SH01424,S2963,2021-02-11,71,156,80,8.0,YA
21SH01425,S2966,2021-02-11,50,110,50,5.0,YA
21SH01426,S2969,2021-02-11,62,136,70,7.0,YAA
21SH01427,S2971,2021-02-11,67,147,70,7.0,YAA
21SH01428,S2981,2021-02-11,72,157,60,6.0,YAA
21SH01429,S2982,2021-02-11,74,162,80,8.0,YA
21SH01430,S2983,2021-02-11,71,155,70,7.0,YA
21SH01431,S2985,2021-02-11,63,139,60,6.0,YAA
21SH01432,S2992,2021-02-11,69,152,90,9.0,YA
21SH01433,S2994,2021-02-11,56,123,70,7.0,YA
21SH01434,S2996,2021-02-11,68,150,60,6.0,YA
21SH01435,S2997,2021-02-11,55,120,70,7.0,YA
21SH01436,S3001,2021-02-11,63,139,60,6.0,YAA
21SH01437,S3002,2021-02-11,62,136,70,7.0,YAA
21SH01438,S3003,2021-02-11,73,161,70,7.0,YA
21SH01439,S3006,2021-02-11,49,107,70,7.0,YAA
21SH01440,S3012,2021-02-11,63,139,50,5.0,YAA
21SH01441,S3014,2021-02-11,61,134,70,7.0,YA
21SH01442,S3016,2021-02-11,74,162,80,8.0,YA
21SH01443,S3022,2021-02-11,63,138,70,7.0,YAA
21SH01444,S3024,2021-02-11,71,155,90,9.0,YAA
21SH01445,S3032,2021-02-11,63,139,60,6.0,YAA
21SH01446,S3034,2021-02-11,59,129,60,6.0,YAA
21SH01447,S3035,2021-02-11,79,173,80,8.0,YAA
21SH01448,S3036,2021-02-11,80,176,80,8.0,YAA
21SH01449,S3037,2021-02-11,57,125,90,9.0,YA
21SH01450,S3043,2021-02-11,56,123,60,6.0,YA
21SH01451,S3045,2021-02-11,64,140,90,9.0,YAA
21SH01452,S3047,2021-02-11,73,161,100,10.0,YAA
21SH01453,S3048,2021-02-11,57,125,60,6.0,YA
21SH01454,S3049,2021-02-11,72,157,60,6.0,YAA
21SH01455,S3050,2021-02-11,62,136,70,7.0,YA
21SH01456,S3051,2021-02-11,58,127,70,7.0,YAA
21SH01457,S3052,2021-02-11,61,134,80,8.0,YAA
21SH01458,S3054,2021-02-11,61,134,80,8.0,YAA
21SH01459,S3058,2021-02-11,71,155,80,8.0,YA
21SH01460,S3059,2021-02-11,58,128,60,6.0,YA
21SH01461,S3067,2021-02-11,65,143,70,7.0,YA
21SH01462,S3068,2021-02-11,57,124,60,6.0,YAA
21SH01463,S3069,2021-02-11,51,111,70,7.0,YA
21SH01464,S3073,2021-02-11,62,135,60,6.0,YAA
21SH01465,S3077,2021-02-11,69,152,70,7.0,YAA
21SH01466,S3081,2021-02-11,55,121,60,6.0,YA
21SH01467,S3083,2021-02-11,68,150,70,7.0,YA
21SH01468,S3084,2021-02-11,64,140,90,9.0,YA
21SH01469,S3086,2021-02-11,49,107,60,6.0,YAA
21SH01470,S3090,2021-02-11,58,127,60,6.0,YA
21SH01471,S3094,2021-02-11,63,138,60,6.0,YA
21SH01472,S3095,2021-02-11,59,130,60,6.0,YA
21SH01473,S3096,2021-02-11,70,154,70,7.0,YA
21SH01474,S3112,2021-02-11,62,135,70,7.0,YAA
21SH01475,S3115,2021-02-11,64,140,60,6.0,YA
21SH01476,S3122,2021-02-11,72,158,80,8.0,YAA
21SH01477,S3123,2021-02-11,63,139,80,8.0,YAA
21SH01478,S3127,2021-02-11,59,129,70,7.0,YAA
21SH01479,S3131,2021-02-11,72,158,90,9.0,YAA
21SH01480,S3134,2021-02-11,62,136,70,7.0,YAA
21SH01481,S3136,2021-02-11,66,145,60,6.0,YAA
21SH01482,S3138,2021-02-11,76,166,80,8.0,YA
21SH01483,S3139,2021-02-11,80,176,70,7.0,YA
21SH01484,S3140,2021-02-11,63,138,90,9.0,YAA
21SH01485,S3141,2021-02-11,58,127,60,6.0,YAA
21SH01486,S3143,2021-02-11,71,156,70,7.0,YA
21SH01487,S3148,2021-02-11,63,138,70,7.0,YA
21SH01488,S3153,2021-02-11,58,128,70,7.0,YA
21SH01489,S3154,2021-02-11,59,130,80,8.0,YA
21SH01490,S3156,2021-02-11,63,138,70,7.0,YA
21SH01491,S3157,2021-02-11,39,86,50,5.0,YA
21SH01492,S3158,2021-02-11,75,164,60,6.0,YA
21SH01493,S3162,2021-02-11,59,129,70,7.0,YAA
21SH01494,S3169,2021-02-11,58,128,60,6.0,YAA
21SH01495,S3170,2021-02-11,66,144,70,7.0,YA
21SH01496,S3181,2021-02-11,51,112,60,6.0,YAA
21SH01497,S3182,2021-02-11,60,131,70,7.0,YAA
21SH01498,S3190,2021-02-11,59,129,70,7.0,YA
21SH01499,S3193,2021-02-11,61,133,50,5.0,YAA
21SH01500,S3200,2021-02-11,66,145,60,6.0,YAA
21SH01501,S3215,2021-02-11,63,138,70,7.0,YA
21SH01502,S3220,2021-02-11,62,135,70,7.0,YA
21SH01503,S3225,2021-02-11,62,136,70,7.0,YA
21SH01504,S3226,2021-02-11,78,172,90,9.0,YAA
21SH01505,S3244,2021-02-11,47,102,50,5.0,YA
21SH01506,S3245,2021-02-11,54,119,50,5.0,YAA
21SH01507,S3246,2021-02-11,57,124,60,6.0,YAA
21SH01508,T5328,2021-02-10,98,216,110,11.0,AA
21SH01509,T5343,2021-02-10,99,218,80,8.0,A
21SH01510,T5357,2021-02-10,93,205,90,9.0,A
21SH01511,T5364,2021-02-10,103,226,150,15.0,A
21SH01512,T5556,2021-02-10,93,205,110,11.0,A2
21SH01513,T5650,2021-02-11,102,223,110,11.0,A
21SH01514,T5652,2021-02-10,100,220,80,8.0,A2
21SH01515,T5674,2021-02-10,69,152,110,11.0,A
21SH01516,T5749,2021-02-10,107,234,120,12.0,AA
21SH01517,T5763,2021-02-10,96,210,100,10.0,A
21SH01518,T5807,2021-02-10,95,208,100,10.0,A4
21SH01519,T5859,2021-02-10,99,217,120,12.0,A
21SH01520,T5971,2021-02-10,124,272,140,14.0,A
21SH01521,T6020,2021-02-10,96,210,110,11.0,A
21SH01522,T6034,2021-02-10,97,213,110,11.0,A
21SH01523,T6083,2021-02-10,97,212,110,11.0,A
21SH01524,T6181,2021-02-10,102,224,140,14.0,A
21SH01525,T6208,2021-02-10,97,212,130,13.0,A
21SH01526,T6239,2021-02-10,110,242,110,11.0,A
21SH01527,T6310,2021-02-10,100,220,100,10.0,A
21SH01528,T6315,2021-02-10,107,235,130,13.0,A
21SH01529,T6321,2021-02-10,99,217,100,10.0,AA
21SH01530,T6328,2021-02-10,88,194,70,7.0,A2
21SH01531,T6355,2021-02-10,105,231,150,15.0,A
21SH01532,T6366,2021-02-10,109,239,110,11.0,AA
21SH01533,T6387,2021-02-10,111,243,100,10.0,AA
21SH01534,T6397,2021-02-10,103,227,110,11.0,A
21SH01535,T6413,2021-02-10,103,227,130,13.0,A
21SH01536,T6428,2021-02-10,102,224,90,9.0,A2
21SH01537,T6466,2021-02-10,103,226,100,10.0,A2
21SH01538,T6467,2021-02-10,99,217,120,12.0,A
21SH01539,T6469,2021-02-10,100,220,110,11.0,A
21SH01540,T6479,2021-02-10,91,200,110,11.0,A
21SH01541,T6482,2021-02-10,101,222,70,7.0,A
21SH01542,T6483,2021-02-10,98,215,110,11.0,A
21SH01543,T6499,2021-02-10,108,237,110,11.0,A
21SH01544,T6510,2021-02-10,103,226,90,9.0,AA
21SH01545,T6524,2021-02-10,110,241,100,10.0,A
21SH01546,T6525,2021-02-10,120,263,110,11.0,A
21SH01547,T6529,2021-02-10,94,206,110,11.0,A
21SH01548,T6538,2021-02-10,96,210,100,10.0,A
21SH01549,T6568,2021-02-10,84,184,110,11.0,A
21SH01550,T6594,2021-02-11,99,217,110,11.0,A
21SH01551,T6601,2021-02-11,98,215,120,12.0,A
21SH01552,T6605,2021-02-11,110,242,120,12.0,A
21SH01553,T6623,2021-02-11,100,219,140,14.0,A
21SH01554,T6631,2021-02-11,104,229,100,10.0,A
21SH01555,T6632,2021-02-11,90,198,80,8.0,A
21SH01556,T6649,2021-02-11,93,204,130,13.0,A
21SH01557,T6651,2021-02-11,110,241,110,11.0,A
21SH01558,T6662,2021-02-11,96,211,80,8.0,A
21SH01559,T6667,2021-02-11,108,238,70,7.0,A4
21SH01560,T6673,2021-02-11,89,195,90,9.0,AA
21SH01561,T6689,2021-02-11,105,230,100,10.0,A2
21SH01562,T6694,2021-02-11,94,206,100,10.0,AA
21SH01563,T6700,2021-02-11,94,207,100,10.0,AA
21SH01564,T6704,2021-02-11,92,202,130,13.0,A
21SH01565,T6713,2021-02-11,91,199,130,13.0,A
21SH01566,T6715,2021-02-11,111,243,130,13.0,A
21SH01567,T6724,2021-02-11,99,217,140,14.0,AA
21SH01568,T6728,2021-02-11,100,219,90,9.0,A
21SH01569,T6738,2021-02-11,109,239,100,10.0,A2
21SH01570,T6759,2021-02-11,105,230,100,10.0,A
21SH01571,T6764,2021-02-11,110,242,110,11.0,A
21SH01572,T6767,2021-02-11,87,190,100,10.0,AA
21SH01573,T6775,2021-02-11,119,262,90,9.0,A
21SH01574,T6784,2021-02-11,98,216,110,11.0,A
21SH01575,T6803,2021-02-11,117,256,140,14.0,A
21SH01576,T6805,2021-02-11,102,223,90,9.0,A
21SH01577,T6810,2021-02-11,106,233,90,9.0,A
21SH01578,T6811,2021-02-11,87,191,100,10.0,A
21SH01579,T6814,2021-02-11,101,221,120,12.0,A
21SH01580,T6818,2021-02-11,97,213,90,9.0,A
21SH01581,T6823,2021-02-11,110,242,130,13.0,A
21SH01582,T6825,2021-02-11,99,217,110,11.0,A
21SH01583,T6839,2021-02-11,111,243,90,9.0,A
21SH01584,T6858,2021-02-11,96,210,90,9.0,A
21SH01585,T6863,2021-02-11,98,215,80,8.0,A2
21SH01586,T6896,2021-02-10,89,196,80,8.0,A
21SH01587,T6903,2021-02-10,97,213,100,10.0,A
21SH01588,T6906,2021-02-10,108,237,140,14.0,A
21SH01589,T6913,2021-02-10,86,189,80,8.0,A2
21SH01590,T6917,2021-02-10,79,173,100,10.0,A
21SH01591,T6924,2021-02-10,96,211,100,10.0,A
21SH01592,T6927,2021-02-10,96,211,110,11.0,A
21SH01593,T6952,2021-02-10,108,237,110,11.0,A
21SH01594,T6961,2021-02-10,92,202,110,11.0,A2
21SH01595,T6963,2021-02-10,83,182,80,8.0,AA
21SH01596,T6966,2021-02-10,84,185,130,13.0,A
21SH01597,T6969,2021-02-10,96,210,80,8.0,A
21SH01598,T6970,2021-02-10,88,194,110,11.0,AA
21SH01599,T6983,2021-02-11,113,248,150,15.0,AA
21SH01600,T6986,2021-02-10,100,220,130,13.0,A
21SH01601,T6993,2021-02-10,97,213,90,9.0,AA
21SH01602,T6994,2021-02-10,94,207,90,9.0,A
21SH01603,T6995,2021-02-10,93,204,100,10.0,A2
21SH01604,T6996,2021-02-11,104,229,130,13.0,A
21SH01605,T6997,2021-02-10,102,223,120,12.0,A
21SH01606,T7011,2021-02-10,77,168,90,9.0,A
21SH01607,T7014,2021-02-10,103,227,110,11.0,A
21SH01608,T7017,2021-02-10,106,232,100,10.0,AA
21SH01609,T7020,2021-02-10,101,221,110,11.0,A
21SH01610,T7021,2021-02-10,88,194,110,11.0,A
21SH01611,T7026,2021-02-10,105,230,110,11.0,A
21SH01612,T7046,2021-02-10,96,210,120,12.0,A
21SH01613,T7072,2021-02-10,97,212,110,11.0,A
21SH01614,T7076,2021-02-10,104,228,110,11.0,A
21SH01615,T7080,2021-02-10,100,220,120,12.0,A2
21SH01616,T7110,2021-02-10,107,235,100,10.0,A
21SH01617,T7120,2021-02-10,83,183,90,9.0,A
21SH01618,T7126,2021-02-10,88,194,110,11.0,A
21SH01619,T7128,2021-02-10,99,218,90,9.0,A
21SH01620,T7144,2021-02-10,91,199,90,9.0,A
21SH01621,T7160,2021-02-11,74,162,80,8.0,A
21SH01622,T7161,2021-02-11,92,202,100,10.0,A
21SH01623,T7169,2021-02-11,100,220,110,11.0,A
21SH01624,T7173,2021-02-11,85,187,110,11.0,A
21SH01625,T7181,2021-02-11,87,191,120,12.0,A
21SH01626,T7183,2021-02-11,83,182,110,11.0,A
21SH01627,T7186,2021-02-11,96,211,110,11.0,AA
21SH01628,T7189,2021-02-11,91,200,130,13.0,A
21SH01629,T7193,2021-02-11,98,215,120,12.0,A
21SH01630,T7197,2021-02-11,97,212,110,11.0,AA
21SH01631,T7202,2021-02-11,102,224,110,11.0,A
21SH01632,T7215,2021-02-11,81,178,140,14.0,A
21SH01633,T7226,2021-02-11,111,243,120,12.0,A2
21SH01634,T7227,2021-02-11,81,178,100,10.0,A
21SH01635,T7228,2021-02-11,97,212,120,12.0,AA
21SH01636,T7234,2021-02-11,87,190,110,11.0,A
21SH01637,T7235,2021-02-11,90,198,140,14.0,A
21SH01638,T7239,2021-02-11,85,187,100,10.0,A
21SH01639,T7245,2021-02-11,110,241,110,11.0,AA
21SH01640,T7255,2021-02-11,76,166,110,11.0,A
21SH01641,T7257,2021-02-11,82,179,110,11.0,A
21SH01642,T7258,2021-02-11,96,211,100,10.0,A2
21SH01643,T7259,2021-02-11,82,179,120,12.0,A
21SH01644,T7266,2021-02-11,89,195,100,10.0,A
21SH01645,T7277,2021-02-11,92,202,110,11.0,A
21SH01646,T7279,2021-02-11,78,172,100,10.0,A
21SH01647,T7280,2021-02-11,107,235,130,13.0,A
21SH01648,T7282,2021-02-11,92,201,120,12.0,A
21SH01649,T7290,2021-02-11,88,193,120,12.0,A
21SH01650,T7292,2021-02-11,89,195,120,12.0,A
21SH01651,T7295,2021-02-11,87,190,90,9.0,A
21SH01652,T7296,2021-02-11,86,189,100,10.0,A
21SH01653,T7298,2021-02-11,94,207,120,12.0,A
21SH01654,T7300,2021-02-11,100,220,110,11.0,A2
21SH01655,T7301,2021-02-11,78,171,100,10.0,A
21SH01656,T7302,2021-02-11,82,180,110,11.0,A
21SH01657,T7304,2021-02-11,91,199,110,11.0,A
21SH01658,T7305,2021-02-11,94,207,120,12.0,A2
21SH01659,T7316,2021-02-11,78,171,70,7.0,A
21SH01660,T7322,2021-02-11,98,215,140,14.0,A
21SH01661,T7323,2021-02-11,86,189,110,11.0,AA
21SH01662,T7325,2021-02-11,109,240,110,11.0,A
21SH01663,T7327,2021-02-11,94,207,130,13.0,A
21SH01664,T7329,2021-02-11,112,245,110,11.0,AA
21SH01665,T7338,2021-02-11,104,228,130,13.0,A
21SH01666,T7343,2021-02-11,71,156,130,13.0,A
21SH01667,T7345,2021-02-11,86,188,110,11.0,A
21SH01668,T7347,2021-02-11,86,188,120,12.0,A
21SH01669,T7352,2021-02-11,84,185,100,10.0,AA
21SH01670,T7359,2021-02-11,74,163,120,12.0,A
21SH01671,T7360,2021-02-11,99,218,150,15.0,A
21SH01672,T7387,2021-02-11,94,206,150,15.0,A
21SH01673,T7388,2021-02-11,99,218,100,10.0,AA
21SH01674,T7389,2021-02-11,85,187,90,9.0,A
21SH01675,T7391,2021-02-11,99,217,120,12.0,A
21SH01676,T7406,2021-02-11,76,166,130,13.0,A
21SH01677,T7409,2021-02-11,77,168,120,12.0,A
21SH01678,T7411,2021-02-11,74,162,120,12.0,A
21SH01679,T7413,2021-02-11,87,191,110,11.0,A
21SH01680,T7419,2021-02-11,80,175,120,12.0,A
21SH01681,T7420,2021-02-11,85,186,130,13.0,A
21SH01682,T7422,2021-02-11,76,166,100,10.0,A
21SH01683,T7426,2021-02-11,85,186,110,11.0,A
21SH01684,T7437,2021-02-11,86,189,110,11.0,A
21SH01685,T7442,2021-02-11,65,143,80,8.0,YA
21SH01686,T7446,2021-02-11,76,167,70,7.0,YA
21SH01687,T7451,2021-02-11,68,150,70,7.0,YA
21SH01688,T7452,2021-02-11,62,135,70,7.0,YAA
21SH01689,T7453,2021-02-11,79,173,90,9.0,YAA
21SH01690,T7454,2021-02-11,71,156,80,8.0,YAA
21SH01691,T7455,2021-02-11,57,124,60,6.0,YA
21SH01692,T7467,2021-02-11,75,164,60,6.0,YA
21SH01693,T7468,2021-02-11,68,150,70,7.0,YA
21SH01694,T7469,2021-02-11,83,183,110,11.0,YA
21SH01695,T7473,2021-02-11,67,147,90,9.0,YA
21SH01696,T7474,2021-02-11,72,158,90,9.0,YA
21SH01697,T7479,2021-02-11,58,128,70,7.0,YA
21SH01698,T7487,2021-02-11,72,157,70,7.0,YA
21SH01699,T7498,2021-02-11,71,156,70,7.0,YAA
21SH01700,T7501,2021-02-11,71,155,80,8.0,YA
21SH01701,T7502,2021-02-11,73,160,70,7.0,YA
21SH01702,T7503,2021-02-11,75,165,70,7.0,YA
21SH01703,T7505,2021-02-11,75,165,90,9.0,YA
21SH01704,T7507,2021-02-11,78,172,80,8.0,YA
21SH01705,T7509,2021-02-11,79,173,80,8.0,YA
21SH01706,T7512,2021-02-11,64,140,80,8.0,YAA
21SH01707,T7517,2021-02-11,55,121,80,8.0,YAA
21SH01708,T7520,2021-02-11,72,158,80,8.0,YA
21SH01709,T7523,2021-02-11,73,161,60,6.0,YA
21SH01710,T7524,2021-02-11,55,120,70,7.0,YAA
21SH01711,T7526,2021-02-11,87,191,110,11.0,YA
21SH01712,T7528,2021-02-11,69,152,70,7.0,YA
21SH01713,T7529,2021-02-11,56,123,40,4.0,YAA
21SH01714,T7535,2021-02-11,67,147,70,7.0,YAA
21SH01715,T7541,2021-02-11,61,133,50,5.0,YAA
21SH01716,T7542,2021-02-11,75,164,50,5.0,YAA
21SH01717,T7543,2021-02-11,73,160,70,7.0,YAA
21SH01718,T7545,2021-02-11,64,140,90,9.0,YAA
21SH01719,T7547,2021-02-11,67,147,70,7.0,YAA
21SH01720,T7554,2021-02-11,71,155,70,7.0,YA
21SH01721,T7556,2021-02-11,58,128,60,6.0,YA
21SH01722,T7558,2021-02-11,62,136,70,7.0,YA
21SH01723,T7560,2021-02-11,62,136,50,5.0,YA
21SH01724,T7561,2021-02-11,65,143,80,8.0,YA
21SH01725,T7563,2021-02-11,64,140,80,8.0,YA
21SH01726,T7564,2021-02-11,63,139,70,7.0,YA
21SH01727,T7569,2021-02-11,57,124,70,7.0,YAA
21SH01728,T7572,2021-02-11,71,156,100,10.0,YAA
21SH01729,T7579,2021-02-11,61,133,50,5.0,YA
21SH01730,T7583,2021-02-11,71,156,80,8.0,YA
21SH01731,T7584,2021-02-11,58,127,50,5.0,YA
21SH01732,T7590,2021-02-11,63,138,60,6.0,YA
21SH01733,T7592,2021-02-11,67,147,60,6.0,YAA
21SH01734,T7593,2021-02-11,71,155,80,8.0,YAA
21SH01735,T7594,2021-02-11,62,135,60,6.0,YA
21SH01736,T7597,2021-02-11,74,163,70,7.0,YA
21SH01737,T7603,2021-02-11,62,135,60,6.0,YA
21SH01738,T7605,2021-02-11,66,145,80,8.0,YAA
21SH01739,T7608,2021-02-11,66,144,60,6.0,YAA
21SH01740,T7611,2021-02-11,64,141,70,7.0,YA
21SH01741,T7612,2021-02-11,55,120,60,6.0,YA
21SH01742,T7615,2021-02-11,58,128,60,6.0,YAA
21SH01743,T7616,2021-02-11,66,145,80,8.0,YAA
21SH01744,T7617,2021-02-11,68,150,70,7.0,YA
21SH01745,T7618,2021-02-11,74,163,50,5.0,YAA
21SH01746,T7620,2021-02-11,76,166,80,8.0,YA
21SH01747,T7622,2021-02-11,66,144,70,7.0,YA
21SH01748,T7624,2021-02-11,65,142,70,7.0,YA
21SH01749,T7625,2021-02-11,74,163,70,7.0,YAA
21SH01750,T7627,2021-02-11,76,167,80,8.0,YA
21SH01751,T7629,2021-02-11,60,131,60,6.0,YAA
21SH01752,T7631,2021-02-11,76,166,90,9.0,YA
21SH01753,T7632,2021-02-11,65,143,70,7.0,YA
21SH01754,T7634,2021-02-11,75,164,70,7.0,YA
21SH01755,T7636,2021-02-11,80,176,90,9.0,YAA
21SH01756,T7638,2021-02-11,69,151,70,7.0,YAA
21SH01757,T7644,2021-02-11,59,130,80,8.0,YAA
21SH01758,T7646,2021-02-11,68,149,70,7.0,YAA
21SH01759,T7647,2021-02-11,87,191,80,8.0,YA
21SH01760,T7648,2021-02-11,64,140,70,7.0,YA
21SH01761,T7652,2021-02-11,75,164,80,8.0,YA
21SH01762,T7655,2021-02-11,62,135,50,5.0,YA
21SH01763,T7656,2021-02-11,74,163,60,6.0,YA
21SH01764,T7658,2021-02-11,69,151,70,7.0,YA
21SH01765,T7662,2021-02-11,72,157,70,7.0,YAA
21SH01766,T7671,2021-02-11,70,153,90,9.0,YA
21SH01767,T7672,2021-02-11,77,168,80,8.0,YAA
21SH01768,T7673,2021-02-11,72,157,70,7.0,YA
21SH01769,T7678,2021-02-11,59,130,70,7.0,YAA
21SH01770,T7686,2021-02-11,64,141,70,7.0,YA
21SH01771,T7689,2021-02-11,97,213,130,13.0,AA
21SH01772,T7690,2021-02-11,96,210,120,12.0,A
21SH01773,Y0001,2021-02-12,62,136,0,,
21SH01774,Y0002,2021-02-12,62,135,0,,
21SH01775,Y0003,2021-02-12,60,131,0,,
21SH01776,Y0004,2021-02-12,68,149,0,,
21SH01777,Y0005,2021-02-12,61,134,0,,
21SH01778,Y0006,2021-02-12,64,141,0,,
21SH01779,Y0007,2021-02-12,65,143,0,,
21SH01780,Y0008,2021-02-12,65,142,0,,
21SH01781,Y0009,2021-02-12,72,158,0,,
21SH01782,Y0010,2021-02-12,70,154,0,,
21SH01783,Y0011,2021-02-12,53,117,0,,
21SH01784,Y0012,2021-02-12,72,158,0,,
21SH01785,Y0013,2021-02-12,68,150,0,,
21SH01786,Y0014,2021-02-12,74,162,0,,
21SH01787,Y0015,2021-02-12,55,120,0,,
21SH01788,Y0016,2021-02-12,66,144,0,,
21SH01789,Y0017,2021-02-12,63,139,0,,
21SH01790,Y0018,2021-02-12,75,164,0,,
21SH01791,Y0019,2021-02-12,69,151,0,,
21SH01792,Y0020,2021-02-12,60,132,0,,
21SH01793,Y0021,2021-02-12,63,139,0,,
21SH01794,Y0022,2021-02-12,71,155,0,,
21SH01795,Y0023,2021-02-12,67,146,0,,
21SH01796,Y0024,2021-02-12,67,147,0,,
21SH01797,Y0025,2021-02-12,68,149,0,,
21SH01798,Y0026,2021-02-12,61,134,0,,
21SH01799,Y0027,2021-02-12,68,150,0,,
21SH01800,Y0028,2021-02-12,66,145,0,,
21SH01801,Y0029,2021-02-12,71,155,0,,
21SH01802,Y0030,2021-02-12,74,162,0,,
21SH01803,Y0031,2021-02-12,64,141,0,,
21SH01804,Y0032,2021-02-12,52,114,0,,
21SH01805,Y0033,2021-02-12,72,157,0,,
21SH01806,Y0034,2021-02-12,61,133,0,,
21SH01807,Y0035,2021-02-12,67,146,0,,
21SH01808,Y0036,2021-02-12,67,147,0,,
21SH01809,Y0037,2021-02-12,73,161,0,,
21SH01810,Y0038,2021-02-12,71,155,0,,
21SH01811,Y0039,2021-02-12,84,184,0,,
21SH01812,Z2267,2021-02-12,94,206,40,4.0,BF
21SH01813,Z2278,2021-02-12,108,238,70,7.0,BF
21SH01814,Z2283,2021-02-12,95,209,60,6.0,BF
21SH01815,Z2318,2021-02-10,109,239,120,12.0,A4
21SH01816,Z2415,2021-02-12,112,246,90,9.0,BF
21SH01817,Z2424,2021-02-12,77,168,30,3.0,BF
21SH01818,Z2430,2021-02-12,109,239,90,9.0,BL
21SH01819,Z2467,2021-02-12,99,218,60,6.0,BF
21SH01820,Z2476,2021-02-10,91,199,80,8.0,A2
21SH01821,Z2573,2021-02-12,107,235,70,7.0,BF
21SH01822,Z2670,2021-02-10,104,228,90,9.0,A4
21SH01823,Z2676,2021-02-12,96,210,50,5.0,BF
21SH01824,Z2702,2021-02-12,104,229,40,4.0,BF
21SH01825,Z2708,2021-02-10,87,191,110,11.0,A4
21SH01826,Z2740,2021-02-10,108,237,130,13.0,A
21SH01827,Z2749,2021-02-10,89,196,110,11.0,A
21SH01828,Z2776,2021-02-12,89,196,40,4.0,BF
21SH01829,Z2785,2021-02-12,79,173,40,4.0,BF
21SH01830,Z2857,2021-02-10,99,217,140,14.0,AA
21SH01831,Z2864,2021-02-12,90,198,50,5.0,BF
21SH01832,Z2874,2021-02-10,100,219,100,10.0,A
21SH01833,Z2879,2021-02-12,103,226,40,4.0,BF
21SH01834,Z2907,2021-02-12,93,204,60,6.0,BF
21SH01835,Z2938,2021-02-12,106,233,50,5.0,BF
21SH01836,Z2948,2021-02-10,95,208,110,11.0,A
21SH01837,Z2973,2021-02-12,92,202,60,6.0,BF
21SH01838,Z2974,2021-02-12,97,213,60,6.0,BF
21SH01839,Z3009,2021-02-10,102,224,110,11.0,AA
21SH01840,Z3081,2021-02-10,95,208,110,11.0,A
21SH01841,Z3153,2021-02-10,100,219,120,12.0,A
21SH01842,Z3228,2021-02-12,103,226,60,6.0,BF
21SH01843,Z3238,2021-02-12,112,245,70,7.0,BF
21SH01844,Z3257,2021-02-12,79,173,50,5.0,BF
21SH01845,Z3265,2021-02-12,86,188,30,3.0,BF
21SH01846,Z3276,2021-02-12,102,223,50,5.0,BF
21SH01847,Z3281,2021-02-12,116,254,70,7.0,BF
21SH01848,Z3288,2021-02-12,88,194,50,5.0,BF
21SH01849,Z3301,2021-02-12,79,173,60,6.0,BF
21SH01850,Z3304,2021-02-12,99,217,60,6.0,BF
21SH01851,Z3310,2021-02-12,97,212,40,4.0,BF
21SH01852,Z3313,2021-02-12,123,270,90,9.0,BF
21SH01853,Z3333,2021-02-12,112,246,70,7.0,BF
21SH01854,Z3340,2021-02-12,94,207,40,4.0,BF
21SH01855,Z3371,2021-02-12,96,211,40,4.0,BF
21SH01856,Z3372,2021-02-12,110,241,80,8.0,BF
21SH01857,Z3380,2021-02-12,82,179,60,6.0,BF
21SH01858,Z3385,2021-02-12,108,237,80,8.0,BF
21SH01859,Z3387,2021-02-12,94,207,70,7.0,BF
21SH01860,Z3399,2021-02-12,126,276,100,10.0,BF
