UID,ETAG,DATE,KG,LBS,FLWT,GRFL,GRADE
21SH00918,S0021,2021-02-10,94,206,120,12.0,A
21SH00919,S0022,2021-02-10,105,231,140,14.0,A
21SH00920,S0024,2021-02-10,79,174,100,10.0,A2
21SH00921,S0026,2021-02-10,91,199,120,12.0,AA
21SH00922,S0031,2021-02-10,93,204,110,11.0,A
21SH00923,S0037,2021-02-10,98,216,110,11.0,A
21SH00924,S0045,2021-02-10,99,218,100,10.0,AA
21SH00925,S0047,2021-02-10,84,184,100,10.0,A
21SH00926,S0053,2021-02-10,88,193,100,10.0,AA
21SH00927,S0063,2021-02-10,89,196,110,11.0,A
21SH00928,S0111,2021-02-10,100,219,120,12.0,A
21SH00929,S0124,2021-02-10,91,200,90,9.0,A
21SH00930,S0127,2021-02-10,94,207,100,10.0,A
21SH00931,S0141,2021-02-10,85,186,110,11.0,A
21SH00932,S0148,2021-02-10,98,216,120,12.0,AA
21SH00933,S0157,2021-02-10,99,218,100,10.0,AA
21SH00934,S0170,2021-02-10,90,198,100,10.0,A
21SH00935,S0172,2021-02-10,72,157,110,11.0,AA
21SH00936,S0175,2021-02-10,88,193,110,11.0,A
21SH00937,S0185,2021-02-10,82,180,110,11.0,A
21SH00938,S0195,2021-02-10,83,182,130,13.0,A
21SH00939,S0198,2021-02-10,103,227,100,10.0,A
21SH00940,S0201,2021-02-10,86,189,120,12.0,AA
21SH00941,S0219,2021-02-10,98,216,110,11.0,A
21SH00942,S0222,2021-02-10,87,191,120,12.0,AA
21SH00943,S0223,2021-02-10,91,199,120,12.0,A
21SH00944,S0225,2021-02-10,95,208,130,13.0,AA
21SH00945,S0269,2021-02-10,98,216,130,13.0,A
21SH00946,S0291,2021-02-10,99,218,110,11.0,A
21SH00947,S0294,2021-02-10,102,224,110,11.0,A
21SH00948,S0375,2021-02-10,86,188,70,7.0,AA
21SH00949,S0379,2021-02-10,98,215,100,10.0,A
21SH00950,S0383,2021-02-10,78,171,80,8.0,A
21SH00951,S0402,2021-02-10,93,205,120,12.0,AA
21SH00952,S0406,2021-02-10,111,243,110,11.0,A
21SH00953,S0410,2021-02-10,83,182,80,8.0,AA
21SH00954,S0411,2021-02-10,98,215,70,7.0,A2
21SH00955,S0414,2021-02-10,103,227,100,10.0,A
21SH00956,S0426,2021-02-10,85,187,120,12.0,A
21SH00957,S0436,2021-02-10,117,257,110,11.0,AA
21SH00958,S0447,2021-02-10,103,226,120,12.0,A
21SH00959,S0455,2021-02-10,99,218,100,10.0,A
21SH00960,S0465,2021-02-10,96,211,100,10.0,A2
21SH00961,S0477,2021-02-10,85,187,80,8.0,AA
21SH00962,S0511,2021-02-10,90,197,110,11.0,A
21SH00963,S0516,2021-02-10,93,205,110,11.0,A
21SH00964,S0521,2021-02-10,92,201,90,9.0,A
21SH00965,S0527,2021-02-10,88,194,130,13.0,A
21SH00966,S0535,2021-02-10,89,195,80,8.0,A
21SH00967,S0564,2021-02-10,91,199,110,11.0,AA
21SH00968,S0581,2021-02-10,84,185,120,12.0,A
21SH00969,S0620,2021-02-10,85,187,100,10.0,AA
21SH00970,S0662,2021-02-10,101,221,130,13.0,A
21SH00971,S0664,2021-02-10,102,224,120,12.0,A
21SH00972,S0684,2021-02-10,113,248,120,12.0,AA
21SH00973,S0685,2021-02-10,90,198,100,10.0,A
21SH00974,S0710,2021-02-10,98,215,100,10.0,AA
21SH00975,S0720,2021-02-10,111,243,130,13.0,A
21SH00976,S0755,2021-02-10,94,207,120,12.0,A
21SH00977,S0757,2021-02-10,104,229,90,9.0,A
21SH00978,S0759,2021-02-10,105,230,100,10.0,A
21SH00979,S0760,2021-02-10,99,218,130,13.0,A
21SH00980,S0763,2021-02-10,80,175,100,10.0,A
21SH00981,S0764,2021-02-10,84,184,130,13.0,AA
21SH00982,S0769,2021-02-10,92,201,80,8.0,A
21SH00983,S0771,2021-02-10,88,193,110,11.0,A
21SH00984,S0773,2021-02-10,86,188,100,10.0,A
21SH00985,S0777,2021-02-10,90,197,120,12.0,A
21SH00986,S0792,2021-02-10,89,195,120,12.0,A
21SH00987,S0817,2021-02-10,101,221,130,13.0,AA
21SH00988,S0824,2021-02-10,100,220,110,11.0,A
21SH00989,S0825,2021-02-10,98,216,110,11.0,A2
21SH00990,S0827,2021-02-10,111,244,120,12.0,A
21SH00991,S0839,2021-02-10,104,228,100,10.0,A
21SH00992,S0843,2021-02-10,85,187,130,13.0,A
21SH00993,S0847,2021-02-10,96,211,120,12.0,A
21SH00994,S0849,2021-02-10,103,227,120,12.0,A
21SH00995,S0855,2021-02-10,112,246,160,16.0,A
21SH00996,S0861,2021-02-10,81,177,100,10.0,A
21SH00997,S0863,2021-02-10,104,229,110,11.0,A
21SH00998,S0883,2021-02-10,93,204,120,12.0,AA
21SH00999,S0892,2021-02-10,111,243,120,12.0,A
21SH01000,S0906,2021-02-10,99,218,140,14.0,A
21SH01001,S0923,2021-02-10,79,173,100,10.0,AA
21SH01002,S0926,2021-02-10,85,186,110,11.0,AA
21SH01003,S0930,2021-02-10,96,210,110,11.0,A
21SH01004,S0934,2021-02-10,94,207,110,11.0,A
21SH01005,S0948,2021-02-10,101,221,120,12.0,A
21SH01006,S0955,2021-02-10,98,216,120,12.0,A
21SH01007,S0963,2021-02-10,88,193,110,11.0,A
21SH01008,S0977,2021-02-10,94,206,130,13.0,A
21SH01009,S0984,2021-02-10,111,244,130,13.0,A
21SH01010,S0988,2021-02-10,86,189,110,11.0,A
21SH01011,S0993,2021-02-10,90,198,130,13.0,A
21SH01012,S0995,2021-02-10,106,233,120,12.0,A
21SH01013,S1005,2021-02-10,91,199,120,12.0,A
21SH01014,S1012,2021-02-10,97,212,120,12.0,A
21SH01015,S1016,2021-02-10,98,215,140,14.0,A4
21SH01016,S1023,2021-02-10,111,243,110,11.0,A
21SH01017,S1024,2021-02-10,96,211,100,10.0,A
21SH01018,S1025,2021-02-10,100,219,110,11.0,A
21SH01019,S1033,2021-02-11,50,110,80,8.0,AA
21SH01020,S1038,2021-02-10,95,208,100,10.0,A
21SH01021,S1040,2021-02-10,106,232,110,11.0,A
21SH01022,S1050,2021-02-10,99,218,120,12.0,A4
21SH01023,S1052,2021-02-10,94,207,100,10.0,A2
21SH01024,S1055,2021-02-10,106,233,90,9.0,A2
21SH01025,S1066,2021-02-10,96,210,130,13.0,A
21SH01026,S1067,2021-02-10,89,196,120,12.0,A
21SH01027,S1068,2021-02-10,88,194,110,11.0,A
21SH01028,S1070,2021-02-10,89,196,100,10.0,A
21SH01029,S1073,2021-02-10,99,217,100,10.0,A
21SH01030,S1074,2021-02-10,102,224,130,13.0,A
21SH01031,S1092,2021-02-10,92,202,110,11.0,AA
21SH01032,S1095,2021-02-10,110,241,130,13.0,A
21SH01033,S1096,2021-02-10,98,215,120,12.0,A
21SH01034,S1098,2021-02-10,114,250,130,13.0,A
21SH01035,S1112,2021-02-10,101,222,100,10.0,AA
21SH01036,S1127,2021-02-11,91,200,100,10.0,A
21SH01037,S1129,2021-02-11,91,199,90,9.0,A
21SH01038,S1134,2021-02-11,106,233,150,15.0,A
21SH01039,S1139,2021-02-11,88,194,120,12.0,AA
21SH01040,S1151,2021-02-11,94,207,120,12.0,AA
21SH01041,S1157,2021-02-11,92,201,100,10.0,AA
21SH01042,S1165,2021-02-11,82,180,100,10.0,A
21SH01043,S1166,2021-02-11,95,209,90,9.0,A
21SH01044,S1175,2021-02-11,90,197,120,12.0,A
21SH01045,S1177,2021-02-11,83,182,90,9.0,A
21SH01046,S1190,2021-02-11,101,222,120,12.0,A
21SH01047,S1201,2021-02-11,101,222,120,12.0,A
21SH01048,S1206,2021-02-11,87,190,90,9.0,AA
21SH01049,S1208,2021-02-11,92,201,120,12.0,A
21SH01050,S1215,2021-02-11,102,223,130,13.0,AA
21SH01051,S1232,2021-02-11,104,228,110,11.0,A
21SH01052,S1234,2021-02-11,90,198,140,14.0,AA
21SH01053,S1254,2021-02-11,91,200,140,14.0,A
21SH01054,S1258,2021-02-11,107,234,120,12.0,AA
21SH01055,S1259,2021-02-11,97,213,110,11.0,A
21SH01056,S1261,2021-02-11,99,217,110,11.0,A
21SH01057,S1267,2021-02-11,89,195,110,11.0,A
21SH01058,S1282,2021-02-11,67,147,130,13.0,AA
21SH01059,S1287,2021-02-11,88,194,150,15.0,A
21SH01060,S1288,2021-02-11,79,174,120,12.0,AA
21SH01061,S1289,2021-02-11,88,193,130,13.0,AA
21SH01062,S1313,2021-02-11,86,189,120,12.0,A
21SH01063,S1319,2021-02-11,94,206,140,14.0,AA
21SH01064,S1326,2021-02-11,79,174,100,10.0,AA
21SH01065,S1328,2021-02-11,88,194,100,10.0,AA
21SH01066,S1336,2021-02-11,93,205,80,8.0,AA
21SH01067,S1341,2021-02-11,90,198,130,13.0,A
21SH01068,S1342,2021-02-11,109,239,170,17.0,A
21SH01069,S1346,2021-02-11,104,228,110,11.0,A
21SH01070,S1348,2021-02-11,91,200,80,8.0,AA
21SH01071,S1350,2021-02-11,86,189,120,12.0,A
21SH01072,S1351,2021-02-11,89,195,90,9.0,A
21SH01073,S1352,2021-02-11,102,224,140,14.0,A
21SH01074,S1353,2021-02-11,95,209,140,14.0,A
21SH01075,S1355,2021-02-11,107,234,130,13.0,A
21SH01076,S1357,2021-02-11,104,229,120,12.0,A
21SH01077,S1358,2021-02-11,99,217,140,14.0,A
21SH01078,S1359,2021-02-11,81,178,80,8.0,A
21SH01079,S1361,2021-02-11,116,254,170,17.0,AA
21SH01080,S1364,2021-02-11,98,215,150,15.0,A
21SH01081,S1365,2021-02-11,96,210,140,14.0,A
21SH01082,S1374,2021-02-11,88,194,150,15.0,AA
21SH01083,S1381,2021-02-11,90,197,100,10.0,A
21SH01084,S1390,2021-02-11,89,196,130,13.0,A
21SH01085,S1395,2021-02-11,55,120,70,7.0,A2
21SH01086,S1404,2021-02-11,85,186,130,13.0,A
21SH01087,S1419,2021-02-11,100,220,110,11.0,AA
21SH01088,S1426,2021-02-11,87,190,100,10.0,A
21SH01089,S1431,2021-02-11,85,186,130,13.0,A
21SH01090,S1435,2021-02-11,101,221,110,11.0,AA
21SH01091,S1437,2021-02-11,96,211,110,11.0,A
21SH01092,S1443,2021-02-11,85,187,110,11.0,A
21SH01093,S1452,2021-02-11,89,195,100,10.0,A
21SH01094,S1471,2021-02-11,100,220,90,9.0,AA
21SH01095,S1474,2021-02-11,96,211,90,9.0,AA
21SH01096,S1475,2021-02-11,91,200,110,11.0,A
21SH01097,S1495,2021-02-11,87,190,80,8.0,A
21SH01098,S1496,2021-02-11,86,189,110,11.0,AA
21SH01099,S1513,2021-02-10,122,268,130,13.0,A4
21SH01100,S1517,2021-02-10,96,210,100,10.0,AA
21SH01101,S1520,2021-02-10,91,199,90,9.0,A
21SH01102,S1522,2021-02-10,80,175,170,17.0,AA
21SH01103,S1535,2021-02-10,91,199,130,13.0,AA
21SH01104,S1542,2021-02-10,88,194,100,10.0,AA
21SH01105,S1553,2021-02-10,93,205,110,11.0,A
21SH01106,S1555,2021-02-10,71,156,110,11.0,A
21SH01107,S1562,2021-02-10,82,179,110,11.0,AA
21SH01108,S1570,2021-02-10,99,217,120,12.0,A
21SH01109,S1578,2021-02-10,75,165,120,12.0,AA
21SH01110,S1586,2021-02-10,100,219,130,13.0,AA
21SH01111,S1594,2021-02-10,76,167,130,13.0,AA
21SH01112,S1598,2021-02-10,96,210,150,15.0,A
21SH01113,S1604,2021-02-10,93,204,150,15.0,A
21SH01114,S1608,2021-02-10,97,212,140,14.0,AA
21SH01115,S1609,2021-02-10,79,174,120,12.0,A
21SH01116,S1612,2021-02-11,94,207,130,13.0,AA
21SH01117,S1623,2021-02-10,98,216,150,15.0,AA
21SH01118,S1631,2021-02-10,86,188,90,9.0,A
21SH01119,S1635,2021-02-10,80,176,90,9.0,AA
21SH01120,S1639,2021-02-10,91,200,140,14.0,AA
21SH01121,S1650,2021-02-10,92,201,110,11.0,A
21SH01122,S1651,2021-02-10,89,196,110,11.0,A
21SH01123,S1655,2021-02-10,91,199,120,12.0,AA
21SH01124,S1656,2021-02-10,79,174,130,13.0,AA
21SH01125,S1665,2021-02-10,69,152,120,12.0,A
21SH01126,S1669,2021-02-10,97,212,100,10.0,A
21SH01127,S1673,2021-02-11,106,233,180,18.0,AA
21SH01128,S1675,2021-02-10,74,162,120,12.0,A
21SH01129,S1692,2021-02-10,92,202,140,14.0,AA
21SH01130,S1697,2021-02-10,83,182,130,13.0,A
21SH01131,S1699,2021-02-10,100,220,140,14.0,AA
21SH01132,S1704,2021-02-10,79,173,110,11.0,AA
21SH01133,S1706,2021-02-10,84,184,140,14.0,AA
21SH01134,S1711,2021-02-10,99,217,110,11.0,A
21SH01135,S1722,2021-02-10,99,217,130,13.0,AA
21SH01136,S1730,2021-02-10,85,186,110,11.0,A
21SH01137,S1733,2021-02-10,82,179,110,11.0,A
21SH01138,S1741,2021-02-10,93,205,130,13.0,A2
21SH01139,S1744,2021-02-10,98,215,120,12.0,A
21SH01140,S1745,2021-02-10,73,161,100,10.0,AA
21SH01141,S1748,2021-02-11,105,231,150,15.0,AA
21SH01142,S1751,2021-02-11,112,245,140,14.0,AA
21SH01143,S1753,2021-02-10,97,213,130,13.0,A
21SH01144,S1765,2021-02-10,85,186,130,13.0,A
21SH01145,S1769,2021-02-10,91,200,100,10.0,AA
21SH01146,S1772,2021-02-10,90,198,130,13.0,AA
21SH01147,S1776,2021-02-10,81,178,130,13.0,AA
21SH01148,S1782,2021-02-10,86,189,130,13.0,A
21SH01149,S1792,2021-02-10,89,195,150,15.0,AA
21SH01150,S1794,2021-02-10,79,174,150,15.0,AA
21SH01151,S1796,2021-02-10,92,201,110,11.0,A
21SH01152,S1802,2021-02-10,92,201,110,11.0,A
21SH01153,S1808,2021-02-11,113,249,160,16.0,AA
21SH01154,S1824,2021-02-10,79,173,90,9.0,AA
21SH01155,S1825,2021-02-10,83,182,120,12.0,AA
21SH01156,S1826,2021-02-10,89,196,110,11.0,A
21SH01157,S1843,2021-02-10,90,198,110,11.0,A
21SH01158,S1844,2021-02-10,92,202,120,12.0,A
21SH01159,S1845,2021-02-10,94,206,130,13.0,A
21SH01160,S1861,2021-02-10,69,152,90,9.0,AA
21SH01161,S1872,2021-02-11,109,240,170,17.0,AA
21SH01162,S1878,2021-02-11,108,237,210,21.0,AA
21SH01163,S1880,2021-02-10,86,188,120,12.0,AA
21SH01164,S1887,2021-02-10,98,215,60,6.0,AA
21SH01165,S1888,2021-02-10,82,180,110,11.0,AA
21SH01166,S1904,2021-02-10,90,197,120,12.0,A
21SH01167,S1913,2021-02-10,89,196,100,10.0,A
21SH01168,S1915,2021-02-10,85,187,120,12.0,A
21SH01169,S1921,2021-02-10,85,187,100,10.0,A
21SH01170,S1927,2021-02-10,91,199,100,10.0,A
21SH01171,S1928,2021-02-10,89,196,110,11.0,A
21SH01172,S1961,2021-02-11,76,166,110,11.0,A
21SH01173,S1963,2021-02-11,71,156,100,10.0,A
21SH01174,S1965,2021-02-11,101,221,150,15.0,AA
21SH01175,S1967,2021-02-11,93,205,110,11.0,AA
21SH01176,S1970,2021-02-11,79,174,120,12.0,A
21SH01177,S1972,2021-02-11,75,164,140,14.0,AA
21SH01178,S1974,2021-02-11,73,161,100,10.0,A
21SH01179,S1976,2021-02-11,75,165,90,9.0,A
21SH01180,S1977,2021-02-11,94,206,120,12.0,A
21SH01181,S1978,2021-02-11,81,178,150,15.0,A
21SH01182,S1979,2021-02-11,88,193,110,11.0,A
21SH01183,S1983,2021-02-11,88,193,140,14.0,A
21SH01184,S1987,2021-02-11,73,160,140,14.0,A
21SH01185,S1989,2021-02-11,99,218,120,12.0,A
21SH01186,S1996,2021-02-11,78,171,110,11.0,A
21SH01187,S1999,2021-02-11,82,179,80,8.0,AA
21SH01188,S2000,2021-02-11,72,157,90,9.0,AA
21SH01189,S2008,2021-02-11,76,166,130,13.0,AA
21SH01190,S2026,2021-02-11,89,195,110,11.0,A
21SH01191,S2027,2021-02-11,74,162,120,12.0,A
21SH01192,S2034,2021-02-11,70,154,130,13.0,AA
21SH01193,S2037,2021-02-11,79,173,110,11.0,A
21SH01194,S2038,2021-02-11,74,162,100,10.0,A
21SH01195,S2039,2021-02-11,70,154,110,11.0,A
21SH01196,S2042,2021-02-11,86,189,110,11.0,A
21SH01197,S2043,2021-02-11,90,198,110,11.0,A
21SH01198,S2047,2021-02-11,82,179,120,12.0,A
21SH01199,S2052,2021-02-11,90,198,140,14.0,A
21SH01200,S2055,2021-02-11,98,216,100,10.0,A
21SH01201,S2056,2021-02-11,77,169,100,10.0,A
21SH01202,S2058,2021-02-11,68,150,110,11.0,A
21SH01203,S2059,2021-02-11,77,169,120,12.0,A
21SH01204,S2061,2021-02-11,82,179,90,9.0,A
21SH01205,S2063,2021-02-11,79,173,120,12.0,A
21SH01206,S2066,2021-02-11,73,160,120,12.0,A
21SH01207,S2067,2021-02-11,89,195,140,14.0,AA
21SH01208,S2068,2021-02-11,72,158,130,13.0,A
21SH01209,S2070,2021-02-11,87,190,100,10.0,A
21SH01210,S2071,2021-02-11,78,171,140,14.0,AA
21SH01211,S2075,2021-02-11,86,188,140,14.0,A
21SH01212,S2077,2021-02-11,86,189,120,12.0,A
21SH01213,S2082,2021-02-11,107,234,120,12.0,AA
21SH01214,S2083,2021-02-11,78,172,70,7.0,A
21SH01215,S2084,2021-02-11,82,180,100,10.0,A
21SH01216,S2088,2021-02-11,87,190,100,10.0,AA
21SH01217,S2090,2021-02-11,83,183,120,12.0,A
21SH01218,S2095,2021-02-11,79,174,140,14.0,A
21SH01219,S2096,2021-02-11,80,175,110,11.0,A
21SH01220,S2098,2021-02-11,85,187,120,12.0,A
21SH01221,S2099,2021-02-11,77,168,120,12.0,A
21SH01222,S2100,2021-02-11,101,222,120,12.0,AA
21SH01223,S2106,2021-02-11,67,146,120,12.0,AA
21SH01224,S2112,2021-02-11,77,169,160,16.0,A
21SH01225,S2113,2021-02-11,67,147,130,13.0,A
21SH01226,S2121,2021-02-11,75,164,90,9.0,A2
21SH01227,S2123,2021-02-11,80,176,90,9.0,AA
21SH01228,S2135,2021-02-11,65,142,100,10.0,A
21SH01229,S2138,2021-02-11,82,180,110,11.0,A
21SH01230,S2139,2021-02-11,77,168,100,10.0,A
21SH01231,S2141,2021-02-11,79,174,150,15.0,A
21SH01232,S2143,2021-02-11,82,179,110,11.0,A
21SH01233,S2151,2021-02-11,80,175,90,9.0,A
21SH01234,S2156,2021-02-11,77,168,100,10.0,A
21SH01235,S2173,2021-02-11,77,169,80,8.0,A
21SH01236,S2175,2021-02-11,95,209,130,13.0,A2
21SH01237,S2179,2021-02-11,95,209,150,15.0,A
21SH01238,S2198,2021-02-11,92,202,120,12.0,A
21SH01239,S2203,2021-02-11,88,193,110,11.0,A
21SH01240,S2206,2021-02-11,81,178,120,12.0,A
21SH01241,S2209,2021-02-11,92,202,130,13.0,A
21SH01242,S2217,2021-02-11,75,164,90,9.0,A
21SH01243,S2229,2021-02-11,79,173,110,11.0,A
21SH01244,S2231,2021-02-11,78,171,100,10.0,A
21SH01245,S2233,2021-02-11,84,185,120,12.0,AA
21SH01246,S2234,2021-02-11,72,157,110,11.0,A
21SH01247,S2236,2021-02-11,91,199,110,11.0,AA
21SH01248,S2239,2021-02-11,69,152,120,12.0,AA
21SH01249,S2241,2021-02-11,74,162,100,10.0,AA
21SH01250,S2243,2021-02-11,86,188,110,11.0,A
21SH01251,S2248,2021-02-11,96,211,140,14.0,A
21SH01252,S2255,2021-02-11,65,142,110,11.0,A
21SH01253,S2260,2021-02-11,86,188,130,13.0,A
21SH01254,S2261,2021-02-11,94,206,120,12.0,A
21SH01255,S2264,2021-02-11,86,189,120,12.0,A
21SH01256,S2265,2021-02-11,77,169,90,9.0,A
21SH01257,S2266,2021-02-11,72,158,100,10.0,A
21SH01258,S2269,2021-02-11,87,190,120,12.0,AA
21SH01259,S2270,2021-02-11,76,167,120,12.0,A
21SH01260,S2272,2021-02-11,66,145,110,11.0,AA
21SH01261,S2273,2021-02-11,90,197,100,10.0,A
21SH01262,S2281,2021-02-11,69,151,80,8.0,A
21SH01263,S2282,2021-02-11,95,209,140,14.0,A
21SH01264,S2289,2021-02-11,77,168,90,9.0,AA
21SH01265,S2292,2021-02-11,80,176,150,15.0,A
21SH01266,S2307,2021-02-11,89,196,110,11.0,A
21SH01267,S2308,2021-02-11,90,197,100,10.0,AA
21SH01268,S2311,2021-02-11,71,156,130,13.0,A
21SH01269,S2312,2021-02-11,72,157,130,13.0,A
21SH01270,S2315,2021-02-11,86,189,120,12.0,A
21SH01271,S2317,2021-02-11,72,157,150,15.0,A
21SH01272,S2322,2021-02-11,79,173,100,10.0,AA
21SH01273,S2333,2021-02-11,87,191,100,10.0,A
21SH01274,S2339,2021-02-11,85,186,130,13.0,A
21SH01275,S2342,2021-02-11,76,167,80,8.0,A
21SH01276,S2347,2021-02-11,96,210,110,11.0,A
21SH01277,S2353,2021-02-11,84,184,100,10.0,AA
21SH01278,S2355,2021-02-11,79,173,130,13.0,A
21SH01279,S2360,2021-02-11,80,175,120,12.0,AA
21SH01280,S2361,2021-02-11,90,198,150,15.0,AA
21SH01281,S2364,2021-02-11,91,200,110,11.0,A
21SH01282,S2366,2021-02-11,78,171,120,12.0,A
21SH01283,S2371,2021-02-11,86,189,140,14.0,A
21SH01284,S2373,2021-02-11,83,183,140,14.0,A
21SH01285,S2379,2021-02-11,76,166,110,11.0,AA
21SH01286,S2381,2021-02-11,77,169,90,9.0,A
21SH01287,S2383,2021-02-11,85,186,140,14.0,A
21SH01288,S2384,2021-02-11,81,178,140,14.0,AA
21SH01289,S2385,2021-02-11,94,207,110,11.0,AA
21SH01290,S2389,2021-02-11,71,155,90,9.0,A
21SH01291,S2397,2021-02-11,79,173,150,15.0,A
21SH01292,S2399,2021-02-11,74,163,120,12.0,A
21SH01293,S2413,2021-02-11,72,157,120,12.0,A
21SH01294,S2418,2021-02-11,72,158,150,15.0,A
21SH01295,S2431,2021-02-11,73,161,110,11.0,A
21SH01296,S2434,2021-02-11,90,197,110,11.0,A
21SH01297,S2435,2021-02-11,81,177,100,10.0,A
21SH01298,S2437,2021-02-10,80,176,80,8.0,A
21SH01299,S2441,2021-02-11,78,171,110,11.0,AA
21SH01300,S2450,2021-02-11,75,164,80,8.0,AA
21SH01301,S2466,2021-02-11,78,172,110,11.0,A
21SH01302,S2471,2021-02-11,104,229,120,12.0,AA
21SH01303,S2476,2021-02-11,82,179,70,7.0,AA
21SH01304,S2479,2021-02-11,91,200,140,14.0,AA
21SH01305,S2487,2021-02-11,77,168,150,15.0,A
21SH01306,S2494,2021-02-11,74,163,150,15.0,AA
21SH01307,S2503,2021-02-11,87,191,140,14.0,A
21SH01308,S2504,2021-02-11,92,202,150,15.0,AA
21SH01309,S2505,2021-02-11,77,169,100,10.0,A
21SH01310,S2507,2021-02-11,85,186,120,12.0,A
21SH01311,S2510,2021-02-11,87,191,110,11.0,A
21SH01312,S2518,2021-02-11,72,157,110,11.0,AA
21SH01313,S2522,2021-02-11,105,230,120,12.0,AA
21SH01314,S2525,2021-02-11,75,165,110,11.0,A
21SH01315,S2535,2021-02-11,80,175,180,18.0,A
21SH01316,S2544,2021-02-11,92,201,90,9.0,AA
21SH01317,S2548,2021-02-11,88,193,120,12.0,A
21SH01318,S2550,2021-02-11,80,175,130,13.0,AA
21SH01319,S2555,2021-02-11,91,200,140,14.0,A
21SH01320,S2558,2021-02-11,91,200,140,14.0,AA
21SH01321,S2563,2021-02-11,83,183,110,11.0,AA
21SH01322,S2585,2021-02-11,79,174,130,13.0,A
21SH01323,S2588,2021-02-11,67,147,110,11.0,A
21SH01324,S2596,2021-02-11,79,174,120,12.0,A
21SH01325,S2608,2021-02-11,78,171,120,12.0,A
21SH01326,S2613,2021-02-11,88,194,120,12.0,A
21SH01327,S2632,2021-02-11,64,140,70,7.0,YAA
21SH01328,S2637,2021-02-11,61,134,60,6.0,YAA
21SH01329,S2645,2021-02-11,58,128,60,6.0,YA
21SH01330,S2648,2021-02-11,63,138,80,8.0,YA
21SH01331,S2650,2021-02-11,70,153,90,9.0,YAA
21SH01332,S2653,2021-02-11,57,125,100,10.0,YA
21SH01333,S2654,2021-02-11,72,157,80,8.0,YA
21SH01334,S2658,2021-02-11,58,128,80,8.0,YA
21SH01335,S2660,2021-02-11,60,132,80,8.0,YAA
21SH01336,S2668,2021-02-11,73,160,110,11.0,YA
21SH01337,S2678,2021-02-11,61,134,60,6.0,YA
21SH01338,S2682,2021-02-11,67,146,70,7.0,YA
21SH01339,S2687,2021-02-11,60,132,70,7.0,YA
21SH01340,S2689,2021-02-11,60,132,70,7.0,YAA
21SH01341,S2691,2021-02-11,63,139,60,6.0,YA
21SH01342,S2699,2021-02-11,73,161,60,6.0,YAA
21SH01343,S2704,2021-02-11,56,123,60,6.0,YAA
21SH01344,S2706,2021-02-11,69,151,90,9.0,YA
21SH01345,S2708,2021-02-11,76,166,50,5.0,YA
21SH01346,S2710,2021-02-11,68,149,70,7.0,YAA
21SH01347,S2714,2021-02-11,57,124,60,6.0,YAA
21SH01348,S2716,2021-02-11,66,145,100,10.0,YAA
21SH01349,S2717,2021-02-11,75,165,70,7.0,YAA
21SH01350,S2720,2021-02-11,64,140,90,9.0,YAA
21SH01351,S2721,2021-02-11,59,129,80,8.0,YAA
21SH01352,S2725,2021-02-11,56,122,70,7.0,YAA
21SH01353,S2728,2021-02-11,74,163,80,8.0,YA
21SH01354,S2730,2021-02-11,72,157,70,7.0,YAA
21SH01355,S2731,2021-02-11,56,122,80,8.0,YAA
21SH01356,S2732,2021-02-11,72,157,50,5.0,YAA
21SH01357,S2735,2021-02-11,57,125,60,6.0,YA
21SH01358,S2737,2021-02-11,65,143,90,9.0,YA
21SH01359,S2738,2021-02-11,63,138,70,7.0,YA
21SH01360,S2740,2021-02-11,68,149,90,9.0,YA
21SH01361,S2747,2021-02-11,60,131,70,7.0,YA
21SH01362,S2749,2021-02-11,70,154,80,8.0,YA
21SH01363,S2753,2021-02-11,64,141,60,6.0,YAA
21SH01364,S2754,2021-02-11,59,129,80,8.0,YAA
21SH01365,S2756,2021-02-11,77,168,80,8.0,YAA
21SH01366,S2762,2021-02-11,59,129,70,7.0,YAA
21SH01367,S2766,2021-02-11,72,157,80,8.0,YAA
21SH01368,S2772,2021-02-11,57,125,70,7.0,YAA
21SH01369,S2773,2021-02-11,62,136,90,9.0,YAA
21SH01370,S2774,2021-02-11,79,174,80,8.0,YA
21SH01371,S2776,2021-02-11,53,117,60,6.0,YAA
21SH01372,S2781,2021-02-11,59,130,70,7.0,YAA
21SH01373,S2783,2021-02-11,55,121,70,7.0,YAA
21SH01374,S2784,2021-02-11,73,160,100,10.0,YAA
21SH01375,S2790,2021-02-11,63,139,90,9.0,YAA
21SH01376,S2792,2021-02-11,77,168,80,8.0,YA
21SH01377,S2793,2021-02-11,66,144,70,7.0,YA
21SH01378,S2794,2021-02-11,62,136,70,7.0,YAA
21SH01379,S2795,2021-02-11,62,136,80,8.0,YAA
21SH01380,S2798,2021-02-11,55,121,70,7.0,YA
21SH01381,S2799,2021-02-11,70,153,70,7.0,YAA
21SH01382,S2800,2021-02-11,76,166,60,6.0,YAA
21SH01383,S2810,2021-02-11,71,155,70,7.0,YA
21SH01384,S2812,2021-02-11,64,140,70,7.0,YA
21SH01385,S2814,2021-02-11,44,96,50,5.0,YA
21SH01386,S2820,2021-02-11,81,177,100,10.0,YAA
21SH01387,S2821,2021-02-11,63,138,80,8.0,YAA
21SH01388,S2824,2021-02-11,57,125,70,7.0,YAA
21SH01389,S2831,2021-02-11,60,132,60,6.0,YA
21SH01390,S2835,2021-02-11,68,149,80,8.0,YAA
