UID,ETAG,SEX,GRFL,FLWT,SHEAR_DATE
08SH00254,H1008,2,6.6,66,2/19/08
08SH00255,H1039,2,7.8,78,2/19/08
08SH00256,H1044,2,6.6,66,2/19/08
08SH00257,H1063,1,10.8,108,2/20/08
08SH00258,H1080,2,5.8,58,2/19/08
08SH00259,H1121,2,7.4,74,2/20/08
08SH00260,H1123,2,6.8,68,2/19/08
08SH00261,H1132,2,9.0,90,2/20/08
08SH00262,H1134,2,6.0,60,2/19/08
08SH00263,H1135,2,5.8,58,2/19/08
08SH00264,H1141,2,5.6,56,2/19/08
08SH00265,H1160,2,6.8,68,2/19/08
08SH00266,H1169,2,9.6,96,2/20/08
08SH00267,H1176,2,6.2,62,2/19/08
08SH00268,H1177,2,7.4,74,2/19/08
08SH00269,H1178,2,3.6,36,2/19/08
08SH00270,H1180,2,8.8,88,2/19/08
08SH00271,H1187,2,6.6,66,2/19/08
08SH00272,H1193,2,5.0,50,2/19/08
08SH00273,H1194,2,6.8,68,2/19/08
08SH00274,H1202,2,5.8,58,2/18/08
08SH00275,H1208,2,7.0,70,2/19/08
08SH00276,H1223,2,4.0,40,2/19/08
08SH00277,H1231,2,5.4,54,2/19/08
08SH00278,H1240,2,5.4,54,2/18/08
08SH00279,H1241,2,6.4,64,2/19/08
08SH00280,H1253,2,7.2,72,2/19/08
08SH00281,H1261,2,6.2,62,2/19/08
08SH00282,H1269,2,5.6,56,2/19/08
08SH00283,H1293,2,4.6,46,2/19/08
08SH00284,H1303,2,6.8,68,2/19/08
08SH00285,H1307,2,5.2,52,2/19/08
08SH00286,H1312,2,7.2,72,2/19/08
08SH00287,H1330,2,0.0,0,
08SH00288,H1333,2,5.8,58,2/18/08
08SH00289,H1338,2,8.4,84,2/19/08
08SH00290,H1341,2,7.2,72,2/19/08
08SH00291,H1342,2,4.8,48,2/19/08
08SH00292,H1365,2,6.0,60,2/19/08
08SH00293,H1367,2,6.2,62,2/19/08
08SH00294,H1384,2,7.4,74,2/19/08
08SH00295,H1393,2,8.8,88,2/18/08
08SH00296,H1397,2,4.6,46,2/19/08
08SH00297,H1399,2,7.4,74,2/18/08
08SH00298,H1425,2,7.0,70,2/19/08
08SH00299,H1426,2,7.0,70,2/19/08
08SH00300,H1431,2,4.0,40,2/19/08
08SH00301,H1451,2,5.8,58,2/19/08
08SH00302,H1454,2,8.6,86,2/20/08
08SH00303,H1460,2,5.8,58,2/19/08
08SH00304,H1462,2,5.6,56,2/19/08
08SH00305,H1473,2,6.8,68,2/19/08
08SH00306,H1474,2,5.0,50,2/19/08
08SH00307,H1478,2,6.6,66,2/19/08
08SH00308,H1485,2,9.4,94,2/20/08
08SH00309,H1490,2,6.6,66,2/19/08
08SH00310,H1492,2,5.2,52,2/19/08
08SH00311,H1500,2,6.6,66,2/19/08
08SH00312,H1515,2,7.2,72,2/19/08
08SH00313,H1517,2,6.2,62,2/19/08
08SH00314,H1518,2,7.4,74,2/20/08
08SH00315,H1520,2,4.0,40,2/19/08
08SH00316,H1525,2,6.0,60,2/19/08
08SH00317,H1526,2,10.0,100,2/19/08
08SH00318,H1527,2,5.8,58,2/19/08
08SH00319,H1530,2,5.8,58,2/19/08
08SH00320,H1537,2,6.6,66,2/20/08
08SH00321,H1543,2,5.4,54,2/19/08
08SH00322,H1544,2,5.4,54,2/19/08
08SH00323,H1546,2,8.0,80,2/19/08
08SH00324,H1547,2,5.4,54,2/19/08
08SH00325,H1549,2,6.6,66,2/19/08
08SH00326,H1557,2,3.4,34,2/19/08
08SH00327,H1561,2,8.2,82,2/19/08
08SH00328,H1562,2,5.2,52,2/19/08
08SH00329,H1564,2,4.0,40,2/19/08
08SH00330,H1567,2,0.0,0,
08SH00331,H1570,2,6.2,62,2/19/08
08SH00332,H1571,2,6.4,64,2/19/08
08SH00333,H1572,2,6.8,68,2/19/08
08SH00334,H1573,2,4.4,44,2/19/08
08SH00335,H1577,2,5.2,52,2/19/08
08SH00336,H1578,2,4.6,46,2/19/08
08SH00337,H1579,2,5.4,54,2/19/08
08SH00338,H1585,2,4.4,44,2/19/08
08SH00339,H1591,2,7.0,70,2/19/08
08SH00340,H1595,2,7.4,74,2/19/08
08SH00341,H1600,1,10.0,100,2/20/08
08SH00342,H1603,2,5.0,50,2/19/08
08SH00343,H1606,2,7.2,72,2/19/08
08SH00344,H1608,2,5.0,50,2/19/08
08SH00345,H1610,2,5.0,50,2/19/08
08SH00346,H1611,1,10.2,102,2/20/08
08SH00347,H1619,2,6.2,62,2/19/08
08SH00348,H1626,2,7.0,70,2/19/08
08SH00349,H1627,2,6.2,62,2/19/08
08SH00350,H1629,2,8.4,84,2/20/08
08SH00351,H1633,2,6.6,66,2/19/08
08SH00352,H1640,2,6.6,66,2/19/08
08SH00353,H1648,2,5.4,54,2/19/08
08SH00354,H1651,2,7.6,76,2/20/08
08SH00355,H1660,2,0.0,0,
08SH00356,H1665,2,6.0,60,2/19/08
08SH00357,H1668,2,10.2,102,2/19/08
08SH00358,H1674,2,8.6,86,2/20/08
08SH00359,H1680,2,6.2,62,2/20/08
08SH00360,H1683,2,7.4,74,2/19/08
08SH00361,H1684,2,8.0,80,2/19/08
08SH00362,H1696,2,7.6,76,2/19/08
08SH00363,H1698,2,9.2,92,2/19/08
08SH00364,H1699,2,8.6,86,2/19/08
08SH00365,H1704,1,12.2,122,2/20/08
08SH00366,H1718,1,9.8,98,2/20/08
08SH00367,H1724,2,7.2,72,2/19/08
08SH00368,H1725,2,6.2,62,2/19/08
08SH00369,H1727,2,8.0,80,2/19/08
08SH00370,H1730,2,6.8,68,2/20/08
08SH00371,H1732,2,6.0,60,2/19/08
08SH00372,H1733,2,5.8,58,2/19/08
08SH00373,H1742,1,7.0,70,2/20/08
08SH00374,H1743,1,2.6,26,2/20/08
08SH00375,H1747,2,9.0,90,2/19/08
08SH00376,H1759,2,6.6,66,2/19/08
08SH00377,H1761,2,6.4,64,2/19/08
08SH00378,H1762,2,8.2,82,2/19/08
08SH00379,H1764,2,6.6,66,2/19/08
08SH00380,H1770,2,6.8,68,2/20/08
08SH00381,H1771,1,9.2,92,2/20/08
08SH00382,H1778,2,4.6,46,2/19/08
08SH00383,H1782,2,7.8,78,2/20/08
08SH00384,H1787,2,3.2,32,2/19/08
08SH00385,H1795,2,5.8,58,2/19/08
08SH00386,H1797,1,6.2,62,2/20/08
08SH00387,H1799,2,7.0,70,2/19/08
08SH00388,H1806,2,6.8,68,2/19/08
08SH00389,H1808,2,5.2,52,2/19/08
08SH00390,H1809,2,6.4,64,2/19/08
08SH00391,H1810,2,6.0,60,2/19/08
08SH00392,H1822,2,5.2,52,2/19/08
08SH00393,H1823,1,12.0,120,2/20/08
08SH00394,H1824,2,6.8,68,2/19/08
08SH00395,H1830,2,4.8,48,2/19/08
08SH00396,H1839,2,5.2,52,2/19/08
08SH00397,H1844,2,6.2,62,2/19/08
08SH00398,H1847,2,8.2,82,2/19/08
08SH00399,H1852,1,10.0,100,2/20/08
08SH00400,H1855,2,5.2,52,2/19/08
08SH00401,H1857,2,5.2,52,2/19/08
08SH00402,H1862,2,7.4,74,2/19/08
08SH00403,H1869,2,5.2,52,2/19/08
08SH00404,H1889,1,13.6,136,2/20/08
08SH00405,H1897,2,8.9,89,2/19/08
08SH00406,H1898,2,7.2,72,2/19/08
08SH00407,H1903,2,6.2,62,2/19/08
08SH00408,H1914,1,11.0,110,2/20/08
08SH00409,H1920,2,6.6,66,2/19/08
08SH00410,H1921,2,6.6,66,2/19/08
08SH00411,H1922,2,6.0,60,2/19/08
08SH00412,H1943,2,7.6,76,2/19/08
08SH00413,H1956,2,6.0,60,2/19/08
08SH00414,H1957,2,5.8,58,2/19/08
08SH00415,H1968,2,5.2,52,2/19/08
08SH00416,H1970,2,5.2,52,2/19/08
08SH00417,H1971,1,6.6,66,2/20/08
08SH00418,H1990,2,6.2,62,2/19/08
08SH00419,H1991,2,6.8,68,2/19/08
08SH00420,H2014,2,6.6,66,2/19/08
08SH00421,H2018,2,6.2,62,2/19/08
08SH00422,H2022,1,10.4,104,2/20/08
08SH00423,H2034,2,6.2,62,2/19/08
08SH00424,H2045,2,6.2,62,2/19/08
08SH00425,H2058,2,7.4,74,2/19/08
08SH00426,H2063,2,5.8,58,2/19/08
08SH00427,H2067,2,5.4,54,2/19/08
08SH00428,H2093,2,5.4,54,2/19/08
08SH00429,H2097,2,9.8,98,2/19/08
08SH00430,H2116,2,5.0,50,2/19/08
08SH00431,H2119,2,5.4,54,2/19/08
08SH00432,H2124,1,8.6,86,2/20/08
08SH00433,H2128,2,5.6,56,2/19/08
08SH00434,H2132,2,4.4,44,2/19/08
08SH00435,H2136,2,6.2,62,2/19/08
08SH00436,H2150,2,6.6,66,2/19/08
08SH00437,H2151,2,6.0,60,2/19/08
08SH00438,H2152,2,7.2,72,2/19/08
08SH00439,H2158,2,4.6,46,2/20/08
08SH00440,H2162,2,3.2,32,2/19/08
08SH00441,H2163,2,5.4,54,2/19/08
08SH00442,H2166,2,8.2,82,2/20/08
08SH00443,H2171,1,8.8,88,2/20/08
08SH00444,H2173,2,7.2,72,2/19/08
08SH00445,H2175,2,7.4,74,2/19/08
08SH00446,H2179,2,0.0,0,
08SH00447,H2189,2,5.8,58,2/19/08
08SH00448,H2192,2,5.8,58,2/19/08
08SH00449,H2194,2,5.4,54,2/19/08
08SH00450,H2195,2,3.4,34,2/19/08
08SH00451,H2199,2,6.0,60,2/20/08
08SH00452,H2201,2,5.4,54,2/19/08
08SH00453,H2208,2,5.0,50,2/20/08
08SH00454,H2210,2,7.2,72,2/19/08
08SH00455,H2211,2,7.0,70,2/19/08
08SH00456,H2217,2,5.6,56,2/19/08
08SH00457,H2219,2,7.0,70,2/19/08
08SH00458,H2222,2,0.0,0,
08SH00459,H2230,2,6.8,68,2/19/08
08SH00460,H2245,2,5.4,54,2/19/08
08SH00461,H2253,2,5.0,50,2/20/08
08SH00462,H2258,2,8.2,82,2/19/08
08SH00463,H2265,2,0.0,0,
08SH00464,H2267,2,5.4,54,2/19/08
08SH00465,H2270,2,5.0,50,2/20/08
08SH00466,H2274,2,5.6,56,2/20/08
08SH00467,H2276,2,5.4,54,2/19/08
08SH00468,H2278,2,7.6,76,2/19/08
08SH00469,H2280,1,6.6,66,2/20/08
08SH00470,H2286,2,4.8,48,2/18/08
08SH00471,H2289,2,7.8,78,2/20/08
08SH00472,H2290,1,12.0,120,2/20/08
08SH00473,H2294,2,5.8,58,2/18/08
08SH00474,H2298,2,8.2,82,2/20/08
08SH00475,H2300,2,8.8,88,2/19/08
08SH00476,H2304,1,7.8,78,2/20/08
08SH00477,H2309,2,6.2,62,2/19/08
08SH00478,H2312,2,6.6,66,2/18/08
08SH00479,H2315,2,5.0,50,2/18/08
08SH00480,H2317,2,6.2,62,2/19/08
08SH00481,H2324,2,5.4,54,2/19/08
08SH00482,H2330,2,0.0,0,
08SH00483,H2334,2,5.0,50,2/19/08
08SH00484,H2340,2,4.4,44,2/18/08
08SH00485,H2341,2,4.0,40,2/18/08
08SH00486,H2349,2,7.6,76,2/19/08
08SH00487,H2350,2,6.0,60,2/19/08
08SH00488,H2354,2,4.8,48,2/19/08
08SH00489,H2355,2,6.0,60,2/19/08
08SH00490,H2359,2,5.2,52,2/18/08
08SH00491,H2360,2,4.4,44,2/18/08
08SH00492,H2362,1,7.8,78,2/20/08
08SH00493,H2364,2,6.6,66,2/18/08
08SH00494,H2371,2,5.2,52,2/19/08
08SH00495,H2377,2,5.2,52,2/20/08
08SH00496,H2378,2,6.2,62,2/19/08
08SH00497,H2379,2,6.8,68,2/19/08
08SH00498,H2380,2,6.2,62,2/19/08
08SH00499,H2386,2,9.6,96,2/20/08
08SH00500,H2397,2,7.4,74,2/19/08
08SH00501,H2399,2,6.4,64,2/19/08
08SH00502,H2400,2,6.6,66,2/19/08
08SH00503,H2401,2,6.4,64,2/19/08
08SH00504,H2403,2,3.6,36,2/19/08
08SH00505,H2404,2,5.0,50,2/19/08
08SH00506,H2417,2,5.2,52,2/20/08
08SH00507,H2423,2,5.8,58,2/18/08
08SH00508,H2429,2,6.8,68,2/18/08
08SH00509,H2432,2,5.2,52,2/19/08
08SH00510,H2434,2,3.6,36,2/18/08
08SH00511,H2438,2,7.0,70,2/19/08
08SH00512,H2439,2,4.6,46,2/19/08
08SH00513,H2450,2,5.2,52,2/19/08
08SH00514,H2451,2,5.8,58,2/20/08
08SH00515,H2452,1,10.2,102,2/20/08
08SH00516,H2454,2,4.8,48,2/19/08
08SH00517,H2458,2,3.8,38,2/19/08
08SH00518,H2460,2,7.2,72,2/18/08
08SH00519,H2461,2,5.4,54,2/19/08
08SH00520,H2462,2,7.0,70,2/19/08
08SH00521,H2482,2,6.2,62,2/19/08
08SH00522,H2490,1,9.4,94,2/20/08
08SH00523,H2494,2,6.6,66,2/19/08
08SH00524,H2495,2,4.4,44,2/19/08
08SH00525,H2498,2,6.2,62,2/19/08
08SH00526,H2507,1,6.4,64,2/20/08
08SH00527,H2508,2,4.6,46,2/19/08
08SH00528,H2514,2,6.2,62,2/18/08
08SH00529,H2522,2,5.2,52,2/19/08
08SH00530,H2524,2,6.4,64,2/19/08
08SH00531,H2529,2,6.8,68,2/20/08
08SH00532,H2537,2,9.0,90,2/18/08
08SH00533,H2539,2,7.4,74,2/18/08
08SH00534,H2541,2,7.2,72,2/18/08
08SH00535,H2543,2,8.0,80,2/19/08
08SH00536,H2546,2,5.0,50,2/19/08
08SH00537,H2553,2,6.6,66,2/18/08
08SH00538,H2559,2,6.0,60,2/19/08
08SH00539,H2579,2,7.0,70,2/19/08
08SH00540,H2582,2,7.2,72,2/18/08
08SH00541,H2587,2,7.8,78,2/18/08
08SH00542,H2589,2,4.8,48,2/19/08
08SH00543,H2599,2,6.2,62,2/19/08
08SH00544,H2601,1,6.8,68,2/20/08
08SH00545,H2609,2,6.4,64,2/19/08
08SH00546,H2619,2,5.4,54,2/19/08
08SH00547,H2623,2,6.8,68,2/18/08
08SH00548,H2625,2,6.4,64,2/18/08
08SH00549,H2630,2,7.8,78,2/18/08
08SH00550,H2634,2,7.2,72,2/18/08
08SH00551,H2638,2,4.2,42,2/19/08
08SH00552,H2646,2,5.8,58,2/18/08
08SH00553,H2650,2,6.6,66,2/19/08
08SH00554,H2653,2,5.2,52,2/18/08
08SH00555,H2664,2,5.4,54,2/19/08
08SH00556,H2682,2,9.2,92,2/18/08
08SH00557,H2683,2,7.0,70,2/18/08
08SH00558,H2687,2,5.8,58,2/19/08
08SH00559,H2695,2,4.6,46,2/19/08
08SH00560,H2699,2,5.6,56,2/19/08
08SH00561,H2700,2,5.8,58,2/19/08
08SH00562,H2701,2,5.0,50,2/19/08
08SH00563,H2704,2,7.6,76,2/19/08
08SH00564,H2719,2,7.0,70,2/18/08
08SH00565,H2722,2,8.2,82,2/18/08
08SH00566,H2726,2,4.6,46,2/18/08
08SH00567,H2730,2,4.2,42,2/19/08
08SH00568,H2731,1,8.2,82,2/20/08
08SH00569,H2758,2,6.2,62,2/19/08
08SH00570,H2770,1,7.0,70,2/20/08
08SH00571,H2771,1,10.0,100,2/20/08
08SH00572,H2783,2,7.0,70,2/18/08
08SH00573,H2785,2,3.2,32,2/19/08
08SH00574,H2787,2,7.4,74,2/18/08
08SH00575,H2789,1,8.4,84,2/20/08
08SH00576,H2790,2,5.8,58,2/19/08
08SH00577,H2794,2,5.2,52,2/20/08
08SH00578,H2798,2,6.6,66,2/19/08
08SH00579,H2800,2,8.2,82,2/18/08
08SH00580,H2803,2,8.4,84,2/19/08
08SH00581,H2805,2,6.6,66,2/18/08
08SH00582,H2806,2,6.8,68,2/19/08
08SH00583,H2810,2,6.8,68,2/18/08
08SH00584,H2819,2,8.0,80,2/18/08
08SH00585,H2823,2,4.8,48,2/19/08
08SH00586,H2824,2,4.8,48,2/19/08
08SH00587,H2825,2,8.8,88,2/18/08
08SH00588,H2827,2,5.2,52,2/18/08
08SH00589,H2828,2,5.6,56,2/19/08
08SH00590,H2831,2,5.8,58,2/19/08
08SH00591,H2838,2,5.8,58,2/19/08
08SH00592,H2853,2,4.0,40,2/19/08
08SH00593,H2854,2,3.2,32,2/19/08
08SH00594,H2855,2,4.6,46,2/19/08
08SH00595,H2860,2,7.8,78,2/19/08
08SH00596,H2866,2,6.0,60,2/19/08
08SH00597,H2867,2,6.2,62,2/19/08
08SH00598,H2873,2,5.4,54,2/19/08
08SH00599,H2882,2,5.0,50,2/19/08
08SH00600,H2890,2,6.8,68,2/19/08
08SH00601,H2892,2,5.2,52,2/19/08
08SH00602,H2895,2,8.4,84,2/19/08
