UID,LAMB,SEX,BRWT,GRFL,FLWT,BAND,WDAY,STM,RMK,ADG,DISP
14SH00417,R8273,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00418,H7439,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00419,R8336,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00420,X8719,2,0,7.6,76,,49,CM,CM  Band 1 Ewe,0,
14SH00421,R6445,2,0,16.4,164,,49,07,Ovex,0,
14SH00422,H7592,2,0,5.9,59,,49,30,Band 1 Ewe,0,
14SH00423,H6807,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00424,R9313,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00425,H6886,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00426,H7531,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00427,R8478,2,0,10.4,104,,49,07,Band 1 Ewe,0,
14SH00428,H5711,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00429,H7935,2,0,9.8,98,,49,30,Band 1 Ewe,0,
14SH00430,H7270,2,0,8.2,82,,49,30,Band 1 Ewe,0,
14SH00431,H7542,2,0,4.4,44,,49,30,Band 1 Ewe,0,
14SH00432,H7747,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00433,R8491,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00434,H6177,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00435,H6951,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00436,R8922,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00437,R9236,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00438,R8279,2,0,8.9,89,,49,07,Band 1 Ewe,0,
14SH00439,H7577,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00440,R7238,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00441,R9553,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00442,H5668,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00443,R9108,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00444,H7033,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00445,H5917,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00446,R8437,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00447,R7490,2,0,12.0,120,,49,07,Band 1 Ewe,0,
14SH00448,H5319,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00449,H6432,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00450,R9299,2,0,13.2,132,,49,07,Band 1 Ewe,0,
14SH00451,R9206,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00452,H6024,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00453,R6229,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00454,R9256,2,0,7.6,76,,49,07,Band 1 Ewe,0,
14SH00455,R8814,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00456,H7735,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00457,R9358,2,0,9.6,96,,49,07,Band 1 Ewe,0,
14SH00458,R8734,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00459,H6419,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00460,H7582,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00461,H4277,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00462,R7879,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00463,R9528,2,0,7.0,70,,49,07,Band 1 Ewe,0,
14SH00464,H6064,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00465,H4886,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00466,H7571,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00467,R7998,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00468,H6644,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00469,R6585,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00470,H4399,2,0,6.3,63,,49,30,Band 1 Ewe,0,
14SH00471,R9230,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00472,R8281,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00473,K4475,2,0,13.8,138,,49,06,Band 1 Ewe,0,
14SH00474,H4100,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00475,H7516,2,0,7.3,73,,49,30,Band 1 Ewe,0,
14SH00476,Z0851,2,0,6.8,68,,49,CM,CM  Band 1 Ewe,0,
14SH00477,H7603,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00478,R6447,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00479,X9025,2,0,7.6,76,,49,CM,CM  Band 1 Ewe,0,
14SH00480,H5998,2,0,8.4,84,,49,30,Band 1 Ewe,0,
14SH00481,H6845,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00482,H7497,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00483,R7949,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00484,H7623,2,0,6.5,65,,49,30,Band 1 Ewe,0,
14SH00485,H4591,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00486,H6057,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00487,Z1011,2,0,9.4,94,,49,C3,C3  Band 1 Ewe,0,
14SH00488,R9264,2,0,10.8,108,,49,07,Band 1 Ewe,0,
14SH00489,R8205,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00490,H5946,2,0,8.8,88,,49,30,Band 1 Ewe,0,
14SH00491,H5173,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00492,R9159,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00493,H5411,2,0,6.3,63,,49,30,Band 1 Ewe,0,
14SH00494,H4823,2,0,8.3,83,,49,30,Band 1 Ewe,0,
14SH00495,H7526,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00496,H4639,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00497,R6322,2,0,12.0,120,,49,07,Band 1 Ewe,0,
14SH00498,H7339,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00499,H7216,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00500,R8681,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00501,R7291,2,0,11.4,114,,49,07,Band 1 Ewe,0,
14SH00502,R8615,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00503,Z0127,2,0,9.1,91,,49,CM,CM  Band 1 Ewe,0,
14SH00504,H5706,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00505,H6032,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00506,H3499,2,0,5.4,54,,49,30,Band 1 Ewe,0,
14SH00507,R8317,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00508,R7856,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00509,Z1225,2,0,7.7,77,,49,CM,CM  Band 1 Ewe,0,
14SH00510,X8974,2,0,11.1,111,,49,CM,CM  Band 1 Ewe,0,
14SH00511,R6466,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00512,R8848,2,0,8.0,80,,49,07,Band 1 Ewe,0,
14SH00513,R7570,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00514,H3905,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00515,R9401,2,0,9.6,96,,49,07,Band 1 Ewe,0,
14SH00516,R9030,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00517,H7186,2,0,6.5,65,,49,30,Band 1 Ewe,0,
14SH00518,R8878,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00519,R6693,2,0,10.5,105,,49,07,Band 1 Ewe,0,
14SH00520,X9915,2,0,10.8,108,,49,CM,CM  Band 1 Ewe,0,
14SH00521,X8787,2,0,8.6,86,,49,T3,T3  Band 1 Ewe,0,
14SH00522,H7436,2,0,4.5,45,,49,30,Band 1 Ewe,0,
14SH00523,R7759,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00524,H7467,2,0,6.4,64,,49,30,Band 1 Ewe,0,
14SH00525,R7031,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00526,H7583,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00527,R9328,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00528,H7779,2,0,4.6,46,,49,30,Band 1 Ewe,0,
14SH00529,H4333,2,0,7.3,73,,49,30,Band 1 Ewe,0,
14SH00530,H5730,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00531,H6671,2,0,8.3,83,,49,30,Band 1 Ewe,0,
14SH00532,H6916,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00533,R8346,2,0,8.6,86,,49,07,Band 1 Ewe,0,
14SH00534,R7810,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00535,H5038,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00536,H5843,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00537,H7124,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00538,H6526,2,0,7.3,73,,49,30,Band 1 Ewe,0,
14SH00539,H5634,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00540,H6977,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00541,K4889,2,0,8.2,82,,49,06,Band 1 Ewe,0,
14SH00542,H6680,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00543,R9223,2,0,10.7,107,,49,07,Band 1 Ewe,0,
14SH00544,R8980,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00545,H7097,2,0,7.3,73,,49,30,Band 1 Ewe,0,
14SH00546,R8621,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00547,K4837,2,0,7.9,79,,49,06,Band 1 Ewe,0,
14SH00548,H6672,2,0,5.6,56,,49,30,Band 1 Ewe,0,
14SH00549,H6848,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00550,R9332,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00551,R8775,2,0,12.2,122,,49,07,Band 1 Ewe,0,
14SH00552,H7566,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00553,R8084,2,0,10.2,102,,49,07,Band 1 Ewe,0,
14SH00554,R9431,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00555,R8090,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00556,H7865,2,0,6.2,62,,49,30,Band 1 Ewe,0,
14SH00557,K4741,2,0,8.4,84,,49,06,Band 1 Ewe,0,
14SH00558,R9466,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00559,H7877,2,0,7.0,70,,49,30,Band 1 Ewe,0,
14SH00560,R8880,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00561,H7379,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00562,R8296,2,0,10.4,104,,49,07,Band 1 Ewe,0,
14SH00563,H3934,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00564,H7335,2,0,6.3,63,,49,30,Band 1 Ewe,0,
14SH00565,R8691,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00566,R8868,2,0,9.0,90,,49,07,Band 1 Ewe,0,
14SH00567,H7023,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00568,L0673,2,0,5.4,54,,49,PC,Band 1 Ewe,0,
14SH00569,H6058,2,0,5.4,54,,49,30,Band 1 Ewe,0,
14SH00570,H5592,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00571,X9917,2,0,8.6,86,,49,CM,CM  Band 1 Ewe,0,
14SH00572,R9204,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00573,R7466,2,0,12.2,122,,49,07,Band 1 Ewe,0,
14SH00574,H7167,2,0,4.2,42,,49,30,Band 1 Ewe,0,
14SH00575,R8744,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00576,R8930,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00577,R9080,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00578,X7750,2,0,9.2,92,,49,TC,TC  Band 1 Ewe,0,
14SH00579,T3789,2,0,10.1,101,,49,02,Band 2 Ewe,0,
14SH00580,H6772,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00581,H6477,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00582,H5116,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00583,R7650,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00584,Z0340,2,0,8.8,88,,49,CM,CM  Band 1 Ewe,0,
14SH00585,K3956,2,0,8.4,84,,49,06,Band 2 Ewe,0,
14SH00586,R8870,2,0,12.2,122,,49,07,Band 1 Ewe,0,
14SH00587,H6154,2,0,6.5,65,,49,30,Band 1 Ewe,0,
14SH00588,R6465,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00589,R8483,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00590,H7237,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00591,H6859,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00592,H7500,2,0,8.6,86,,49,30,Band 1 Ewe,0,
14SH00593,H4486,2,0,5.4,54,,49,30,Band 1 Ewe,0,
14SH00594,H6068,2,0,5.1,51,,49,30,Band 1 Ewe,0,
14SH00595,Z0471,2,0,7.4,74,,49,R3,R3  Band 1 Ewe,0,
14SH00596,R9168,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00597,R7792,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00598,H6917,2,0,6.0,60,,49,30,Band 1 Ewe,0,
14SH00599,R9089,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00600,H4891,2,0,6.5,65,,49,30,Band 1 Ewe,0,
14SH00601,Z0369,2,0,8.2,82,,49,R3,R3  Band 1 Ewe,0,
14SH00602,H6751,2,0,5.8,58,,49,30,Band 1 Ewe,0,
14SH00603,K4842,2,0,8.9,89,,49,06,Band 1 Ewe,0,
14SH00604,R9063,2,0,8.3,83,,49,07,Band 1 Ewe,0,
14SH00605,K4884,2,0,11.5,115,,49,06,Band 1 Ewe,0,
14SH00606,K3991,2,0,9.6,96,,49,06,Band 1 Ewe,0,
14SH00607,R7368,2,0,8.8,88,,49,07,Band 1 Ewe,0,
14SH00608,R9323,2,0,6.6,66,,49,07,Band 1 Ewe,0,
14SH00609,R8339,2,0,7.4,74,,49,07,Band 1 Ewe,0,
14SH00610,R7869,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00611,H4499,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00612,H4114,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00613,K4439,2,0,11.4,114,,49,06,Band 1 Ewe,0,
14SH00614,H5520,2,0,6.3,63,,49,30,Band 1 Ewe,0,
14SH00615,H6884,2,0,7.6,76,,49,30,Band 1 Ewe,0,
14SH00616,R7487,2,0,8.4,84,,49,07,Band 1 Ewe,0,
14SH00617,H5570,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00618,H5430,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00619,H3345,2,0,5.2,52,,49,30,Band 1 Ewe,0,
14SH00620,H7081,2,0,4.8,48,,49,30,Band 1 Ewe,0,
14SH00621,H7143,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00622,R7412,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00623,X6915,2,0,6.8,68,,49,T3,T3  Band 1 Ewe,0,
14SH00624,R7802,2,0,7.8,78,,49,07,Band 1 Ewe,0,
14SH00625,H6037,2,0,6.8,68,,49,30,Band 1 Ewe,0,
14SH00626,R8257,2,0,9.8,98,,49,07,Band 1 Ewe,0,
14SH00627,H7253,2,0,5.0,50,,49,30,Band 1 Ewe,0,
14SH00628,H6062,2,0,7.1,71,,49,30,Band 1 Ewe,0,
14SH00629,X7710,2,0,9.2,92,,49,TC,TC  Band 2 Ewe,0,
14SH00630,R7595,2,0,8.2,82,,49,07,Band 1 Ewe,0,
14SH00631,H5408,2,0,6.6,66,,49,30,Band 1 Ewe,0,
14SH00632,R8617,2,0,10.6,106,,49,07,Band 1 Ewe,0,
14SH00633,R8274,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00634,H6819,2,0,7.2,72,,49,30,Band 1 Ewe,0,
14SH00635,H4257,2,0,4.6,46,,49,30,Band 1 Ewe,0,
14SH00636,R8086,2,0,7.2,72,,49,07,Band 1 Ewe,0,
14SH00637,R6326,2,0,11.6,116,,49,07,Band 1 Ewe,0,
14SH00638,R8939,2,0,6.1,61,,49,07,Band 1 Ewe,0,
14SH00639,R8543,2,0,10.7,107,,49,07,Band 1 Ewe,0,
14SH00640,H6885,2,0,4.5,45,,49,30,Band 1 Ewe,0,
14SH00641,R7999,2,0,10.0,100,,49,07,Band 1 Ewe,0,
14SH00642,H3266,2,0,7.8,78,,49,30,Band 1 Ewe,0,
14SH00643,H7182,2,0,8.0,80,,49,30,Band 1 Ewe,0,
14SH00644,R7302,2,0,7.7,77,,49,07,Band 1 Ewe,0,
14SH00645,R8224,2,0,9.4,94,,49,07,Band 1 Ewe,0,
14SH00646,R8260,2,0,9.2,92,,49,07,Band 1 Ewe,0,
14SH00647,K4830,2,0,8.8,88,,49,06,Band 1 Ewe,0,
14SH00648,R7572,2,0,11.0,110,,49,07,Band 1 Ewe,0,
14SH00649,T4468,2,0,7.8,78,,49,02,Band 2 Ewe,0,
14SH00650,T4234,2,0,8.6,86,,49,02,Band 2 Ewe,0,
14SH00651,T4227,2,0,7.0,70,,49,02,Band 2 Ewe,0,
14SH00652,T4611,2,0,8.7,87,,49,02,Band 2 Ewe,0,
14SH00653,T3638,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00654,T4220,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00655,H5760,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00656,T4172,2,0,9.4,94,,49,02,Band 2 Ewe,0,
14SH00657,T4212,2,0,10.6,106,,49,02,Band 2 Ewe,0,
14SH00658,T4290,2,0,10.0,100,,49,02,Band 2 Ewe,0,
14SH00659,T2683,2,0,12.6,126,,49,02,Band 2 Ewe,0,
14SH00660,T3555,2,0,9.4,94,,49,02,Band 2 Ewe,0,
14SH00661,T3387,2,0,7.6,76,,49,02,Band 2 Ewe,0,
14SH00662,T4115,2,0,8.6,86,,49,02,Band 2 Ewe,0,
14SH00663,K3639,2,0,7.5,75,,49,06,Band 2 Ewe,0,
14SH00664,T4109,2,0,9.9,99,,49,02,Band 2 Ewe,0,
14SH00665,T3034,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00666,T3121,2,0,10.5,105,,49,02,Band 2 Ewe,0,
14SH00667,T4356,2,0,7.6,76,,49,02,Band 2 Ewe,0,
14SH00668,T4146,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00669,K4686,2,0,7.4,74,,49,06,Band 2 Ewe,0,
14SH00670,T4236,2,0,11.4,114,,49,02,Band 2 Ewe,0,
14SH00671,K3936,2,0,9.8,98,,49,06,Band 2 Ewe,0,
14SH00672,T3832,2,0,7.4,74,,49,02,Band 2 Ewe,0,
14SH00673,T1522,2,0,7.4,74,,49,02,Band 2 Ewe,0,
14SH00674,K4906,2,0,8.0,80,,49,06,Band 2 Ewe,0,
14SH00675,T4586,2,0,10.1,101,,49,02,Band 2 Ewe,0,
14SH00676,T3755,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00677,T4246,2,0,13.0,130,,49,02,Band 2 Ewe,0,
14SH00678,T4577,2,0,8.6,86,,49,02,Band 2 Ewe,0,
14SH00679,T2923,2,0,8.8,88,,49,02,Band 2 Ewe,0,
14SH00680,T3378,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00681,T4207,2,0,9.3,93,,49,02,Band 2 Ewe,0,
14SH00682,T4031,2,0,6.8,68,,49,02,Band 2 Ewe,0,
14SH00683,T4025,2,0,11.3,113,,49,02,Band 2 Ewe,0,
14SH00684,T4561,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00685,T4247,2,0,10.6,106,,49,02,Band 2 Ewe,0,
14SH00686,T2787,2,0,11.2,112,,49,02,Band 2 Ewe,0,
14SH00687,T2879,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00688,H3898,2,0,4.6,46,,49,30,Band 1 Ewe,0,
14SH00689,T2803,2,0,9.6,96,,49,02,Band 2 Ewe,0,
14SH00690,T3800,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00691,T2530,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00692,T4320,2,0,6.1,61,,49,02,Band 2 Ewe,0,
14SH00693,T4219,2,0,7.1,71,,49,02,Band 2 Ewe,0,
14SH00694,T3738,2,0,7.4,74,,49,02,Band 2 Ewe,0,
14SH00695,T4226,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00696,T4473,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00697,H5484,2,0,7.4,74,,49,30,Band 1 Ewe,0,
14SH00698,T4173,2,0,12.0,120,,49,02,Band 2 Ewe,0,
14SH00699,T3999,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00700,T2439,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00701,T4430,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00702,T4215,2,0,11.0,110,,49,02,Band 2 Ewe,0,
14SH00703,T4048,2,0,7.6,76,,49,02,Band 2 Ewe,0,
14SH00704,T4327,2,0,10.2,102,,49,02,Band 2 Ewe,0,
14SH00705,K4861,2,0,10.2,102,,49,06,Band 2 Ewe,0,
14SH00706,T2319,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00707,T2234,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00708,T3075,2,0,7.8,78,,49,02,Band 2 Ewe,0,
14SH00709,T4522,2,0,9.4,94,,49,02,Band 2 Ewe,0,
14SH00710,T4365,2,0,8.2,82,,49,02,Band 2 Ewe,0,
14SH00711,K4170,2,0,11.8,118,,49,06,Band 2 Ewe,0,
14SH00712,T4481,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00713,T4218,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00714,T3689,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00715,T2149,2,0,11.3,113,,49,02,Band 2 Ewe,0,
14SH00716,T3396,2,0,9.6,96,,49,02,Band 2 Ewe,0,
14SH00717,T3568,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00718,T3308,2,0,8.3,83,,49,02,Band 2 Ewe,0,
14SH00719,T3554,2,0,10.6,106,,49,02,Band 2 Ewe,0,
14SH00720,T2794,2,0,6.6,66,,49,02,Band 2 Ewe,0,
14SH00721,T3225,2,0,10.4,104,,49,02,Band 2 Ewe,0,
14SH00722,T2798,2,0,11.1,111,,49,02,Band 2 Ewe,0,
14SH00723,K4865,2,0,11.8,118,,49,06,Band 2 Ewe,0,
14SH00724,T3814,2,0,9.6,96,,49,02,Band 2 Ewe,0,
14SH00725,T2104,2,0,7.0,70,,49,02,Band 2 Ewe,0,
14SH00726,K4361,2,0,8.8,88,,49,06,Band 2 Ewe,0,
14SH00727,T2383,2,0,10.6,106,,49,02,Band 2 Ewe,0,
14SH00728,T4438,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00729,T4426,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00730,K4683,2,0,13.0,130,,49,06,Band 2 Ewe,0,
14SH00731,T3931,2,0,8.1,81,,49,02,Band 2 Ewe,0,
14SH00732,T4558,2,0,10.5,105,,49,02,Band 2 Ewe,0,
14SH00733,K4653,2,0,8.8,88,,49,06,Band 2 Ewe,0,
14SH00734,T2460,2,0,8.2,82,,49,02,Band 2 Ewe,0,
14SH00735,T3693,2,0,10.1,101,,49,02,Band 2 Ewe,0,
14SH00736,T4557,2,0,10.6,106,,49,02,Band 2 Ewe,0,
14SH00737,T2533,2,0,9.6,96,,49,02,Band 2 Ewe,0,
14SH00738,T2885,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00739,T4102,2,0,6.6,66,,49,02,Band 2 Ewe,0,
14SH00740,T3876,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00741,T4364,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00742,T2663,2,0,10.8,108,,49,02,Band 2 Ewe,0,
14SH00743,T4358,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00744,T1538,2,0,10.4,104,,49,02,Band 2 Ewe,0,
14SH00745,T3354,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00746,T2957,2,0,9.7,97,,49,02,Band 2 Ewe,0,
14SH00747,T3146,2,0,10.5,105,,49,02,Band 2 Ewe,0,
14SH00748,T2117,2,0,8.8,88,,49,02,Band 2 Ewe,0,
14SH00749,K4388,2,0,10.6,106,,49,06,Band 2 Ewe,0,
14SH00750,T3881,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00751,T2525,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00752,T3400,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00753,T4134,2,0,11.6,116,,49,02,Band 2 Ewe,0,
14SH00754,T2731,2,0,10.0,100,,49,02,Band 2 Ewe,0,
14SH00755,K4834,2,0,8.8,88,,49,06,Band 2 Ewe,0,
14SH00756,T2781,2,0,14.0,140,,49,02,Band 2 Ewe,0,
14SH00757,T2577,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00758,K4578,2,0,13.2,132,,49,06,Band 2 Ewe,0,
14SH00759,T4462,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00760,T2519,2,0,9.0,90,,49,02,Band 2 Ewe,0,
14SH00761,T3645,2,0,10.0,100,,49,02,Band 2 Ewe,0,
14SH00762,T4013,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00763,T3269,2,0,9.8,98,,49,02,Band 2 Ewe,0,
14SH00764,T4074,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00765,T4393,2,0,7.0,70,,49,02,Band 2 Ewe,0,
14SH00766,T3906,2,0,7.4,74,,49,02,Band 2 Ewe,0,
14SH00767,T4675,2,0,10.4,104,,49,02,Band 2 Ewe,0,
14SH00768,T4453,2,0,11.4,114,,49,02,Band 2 Ewe,0,
14SH00769,T3919,2,0,7.3,73,,49,02,Band 2 Ewe,0,
14SH00770,T4276,2,0,10.5,105,,49,02,Band 2 Ewe,0,
14SH00771,T4362,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00772,T3878,2,0,8.2,82,,49,02,Band 2 Ewe,0,
14SH00773,T2488,2,0,8.8,88,,49,02,Band 2 Ewe,0,
14SH00774,T4547,2,0,8.4,84,,49,02,Band 2 Ewe,0,
14SH00775,T2560,2,0,9.5,95,,49,02,Band 2 Ewe,0,
14SH00776,K4915,2,0,11.0,110,,49,06,Band 2 Ewe,0,
14SH00777,T4300,2,0,9.2,92,,49,02,Band 2 Ewe,0,
14SH00778,T3756,2,0,8.0,80,,49,02,Band 2 Ewe,0,
14SH00779,T4444,2,0,8.5,85,,49,02,Band 2 Ewe,0,
14SH00780,T4345,2,0,13.2,132,,49,02,Band 2 Ewe,0,
14SH00781,T3562,2,0,7.0,70,,49,02,Band 2 Ewe,0,
