UID,ID,SEX,FLWT,GRFL,DAY,STM,RMK
19SH00114,A0255,2,58,5.8,45,30,.
19SH00115,A0256,2,74,7.4,45,30,.
19SH00116,A0258,2,70,7.0,45,30,SMALLBUTFULL
19SH00117,A0261,2,78,7.8,45,30,.
19SH00118,A0263,2,72,7.2,45,30,.
19SH00119,A0265,2,48,4.8,45,30,.
19SH00120,A0268,2,50,5.0,45,30,.
19SH00121,A0269,2,56,5.6,45,30,.
19SH00122,A0273,1,70,7.0,49,30,.
19SH00123,A0277,1,70,7.0,49,30,Scurs
19SH00124,A0278,2,52,5.2,45,30,.
19SH00125,A0279,2,68,6.8,45,30,.
19SH00126,A0282,2,66,6.6,45,30,HAIRY
19SH00127,A0287,2,84,8.4,45,30,.
19SH00128,A0289,2,66,6.6,45,30,.
19SH00129,A0291,1,60,6.0,49,30,Scurs
19SH00130,A0296,2,68,6.8,45,30,PINK
19SH00131,A0300,2,66,6.6,45,30,HAIRY
19SH00132,A0308,1,64,6.4,49,30,.
19SH00133,A0309,2,84,8.4,45,30,HAIRY
19SH00134,A0310,2,60,6.0,45,30,.
19SH00135,A0311,2,68,6.8,45,30,.
19SH00136,A0313,2,70,7.0,45,30,.
19SH00137,A0315,2,44,4.4,45,30,PINK
19SH00138,A0316,2,54,5.4,45,30,HAIRY
19SH00139,A0319,2,76,7.6,45,30,.
19SH00140,A0321,1,68,6.8,49,30,Scurs
19SH00141,A0322,2,52,5.2,45,30,.
19SH00142,A0324,2,64,6.4,45,30,P H
19SH00143,A0327,2,72,7.2,45,30,.
19SH00144,A0332,2,58,5.8,45,30,NICE LAMB
19SH00145,A0339,2,62,6.2,45,30,2ND.UGLY
19SH00146,A0346,2,78,7.8,45,30,Nice.L.Eye.Tx
19SH00147,H7423,2,92,9.2,49,30,LameLF
19SH00148,H7426,2,64,6.4,49,30,.
19SH00149,H7439,2,68,6.8,48,30,ToeAbscessBot
19SH00150,H7496,2,88,8.8,49,30,SCOURS
19SH00151,H7592,2,70,7.0,48,30,WARTS
19SH00152,H7601,2,64,6.4,49,30,.
19SH00153,H7612,2,94,9.4,49,30,.
19SH00154,H7767,2,64,6.4,49,30,.
19SH00155,H7848,2,56,5.6,48,30,H
19SH00156,H7866,2,82,8.2,49,30,.
19SH00157,H7877,2,82,8.2,48,30,.
19SH00158,H7892,2,74,7.4,49,30,.
19SH00159,H7935,2,156,15.6,49,30,ADRU Term
19SH00160,H7986,2,64,6.4,48,30,.
19SH00161,H8005,2,116,11.6,49,30,.
19SH00162,H8036,2,94,9.4,49,30,.
19SH00163,H8054,2,82,8.2,49,30,.
19SH00164,H8063,2,70,7.0,48,30,.
19SH00165,H8097,2,100,10.0,48,30,.
19SH00166,H8135,2,70,7.0,49,30,.
19SH00167,H8155,2,84,8.4,49,30,HARD BAG
19SH00168,H8209,2,92,9.2,49,30,.
19SH00169,H8248,2,80,8.0,49,30,BlackInWool
19SH00170,H8262,2,64,6.4,48,30,L.T.
19SH00171,H8293,2,78,7.8,48,30,HD.LUMP.LFLAN
19SH00172,H8307,2,78,7.8,49,30,WARTS
19SH00173,H8317,2,68,6.8,48,30,.
19SH00174,H8328,2,60,6.0,48,30,.
19SH00175,H8410,2,78,7.8,49,30,LowMilkOxytoc
19SH00176,H8450,2,80,8.0,48,30,.
19SH00177,H8452,2,98,9.8,49,30,LHToeUlcer
19SH00178,H8468,2,74,7.4,48,30,.
19SH00179,H8491,2,92,9.2,48,30,CHUNKS
19SH00180,H8492,2,66,6.6,48,30,.
19SH00181,H8495,2,82,8.2,49,30,.
19SH00182,H8511,2,68,6.8,48,30,.
19SH00183,H8514,2,68,6.8,49,30,.
19SH00184,H8519,2,60,6.0,48,30,.
19SH00185,H8524,2,66,6.6,48,30,.
19SH00186,H8530,2,92,9.2,48,30,WEAK
19SH00187,H8540,2,60,6.0,49,30,.
19SH00188,H8545,2,104,10.4,48,30,.
19SH00189,H8571,2,106,10.6,48,30,.
19SH00190,H8591,2,94,9.4,48,30,LameLH
19SH00191,H8601,2,68,6.8,48,30,.
19SH00192,H8602,2,88,8.8,48,30,.
19SH00193,H8615,2,102,10.2,48,30,.
19SH00194,H8620,2,72,7.2,49,30,.
19SH00195,H8640,2,82,8.2,48,30,.
19SH00196,H8664,2,72,7.2,49,30,.
19SH00197,H8668,2,78,7.8,49,30,.
19SH00198,H8687,2,98,9.8,49,30,.
19SH00199,H8691,2,50,5.0,49,30,.
19SH00200,H8694,2,110,11.0,49,30,.
19SH00201,H8697,2,56,5.6,49,30,.
19SH00202,H8709,2,66,6.6,48,30,.
19SH00203,H8721,2,,,,30,.
19SH00204,H8722,2,76,7.6,48,30,.
19SH00205,H8760,2,68,6.8,49,30,.
19SH00206,H8765,2,76,7.6,49,30,.
19SH00207,H8786,2,58,5.8,48,30,.
19SH00208,H8809,2,96,9.6,48,30,.
19SH00209,H8822,2,78,7.8,48,30,.
19SH00210,H8829,2,78,7.8,48,30,.
19SH00211,H8838,2,,,,30,.
19SH00212,H8860,2,106,10.6,48,30,WARTS
19SH00213,H8866,2,74,7.4,49,30,SM.BAG
19SH00214,H8872,2,80,8.0,48,30,BIGTEATS
19SH00215,H8874,2,78,7.8,48,30,.
19SH00216,H8892,2,102,10.2,48,30,.
19SH00217,H8908,2,92,9.2,48,30,.
19SH00218,H8909,2,64,6.4,48,30,.
19SH00219,H8914,2,122,12.2,48,30,.
19SH00220,H8925,2,82,8.2,48,30,.
19SH00221,H8927,2,68,6.8,48,30,LTS
19SH00222,H8931,2,90,9.0,48,30,.
19SH00223,H8933,2,82,8.2,48,30,.
19SH00224,H8939,2,86,8.6,48,30,.
19SH00225,H8946,2,68,6.8,48,30,.
19SH00226,H8953,2,78,7.8,48,30,LTS
19SH00227,H8955,2,70,7.0,48,30,.
19SH00228,H8958,2,82,8.2,48,30,.
19SH00229,H8973,2,70,7.0,48,30,.
19SH00230,H8981,2,72,7.2,48,30,RP
19SH00231,H8988,2,122,12.2,48,30,ADRU Term
19SH00232,H9007,2,90,9.0,48,30,.
19SH00233,H9009,2,92,9.2,48,30,OKFORONE
19SH00234,H9012,2,82,8.2,48,30,RSMORE
19SH00235,H9013,2,82,8.2,48,30,.
19SH00236,H9025,2,110,11.0,48,30,.
19SH00237,H9042,2,64,6.4,48,30,.
19SH00238,H9047,2,78,7.8,48,30,RSDBAD
19SH00239,H9050,2,106,10.6,48,30,.
19SH00240,H9051,2,84,8.4,48,30,.
19SH00241,H9055,2,82,8.2,48,30,.
19SH00242,H9060,2,96,9.6,48,30,.
19SH00243,H9062,2,76,7.6,48,30,LameRF
19SH00244,H9066,2,102,10.2,48,30,.
19SH00245,H9067,2,97,9.7,48,30,.
19SH00246,H9069,2,100,10.0,48,30,.
19SH00247,H9072,2,122,12.2,48,30,.
19SH00248,H9074,2,70,7.0,48,30,.
19SH00249,H9094,2,84,8.4,48,30,.
19SH00250,H9095,2,104,10.4,48,30,LTS
19SH00251,H9108,2,66,6.6,48,30,.
19SH00252,H9117,2,104,10.4,48,30,DYSTOCIA
19SH00253,H9129,2,60,6.0,48,30,.
19SH00254,H9134,2,88,8.8,48,30,.
19SH00255,H9149,2,96,9.6,48,30,.
19SH00256,H9158,2,94,9.4,48,30,.
19SH00257,H9167,2,76,7.6,48,30,RToeAbscess
19SH00258,H9170,2,86,8.6,48,30,.
19SH00259,H9172,2,90,9.0,48,30,.
19SH00260,H9173,2,98,9.8,48,30,WEAK
19SH00261,H9193,2,96,9.6,48,30,.
19SH00262,H9194,2,112,11.2,48,30,SM BAG
19SH00263,H9195,2,58,5.8,49,30,.
19SH00264,H9200,2,46,4.6,48,30,ADRU Term
19SH00265,H9216,2,52,5.2,48,30,RTITLG
19SH00266,H9221,2,54,5.4,48,30,.
19SH00267,H9225,2,64,6.4,48,30,VSICK
19SH00268,H9229,2,98,9.8,48,30,.
19SH00269,H9230,2,68,6.8,48,30,.
19SH00270,H9231,2,72,7.2,48,30,.
19SH00271,H9232,2,90,9.0,48,30,.
19SH00272,H9237,2,100,10.0,48,30,.
19SH00273,H9240,2,60,6.0,48,30,.
19SH00274,H9243,2,90,9.0,48,30,.
19SH00275,H9251,2,68,6.8,48,30,.
19SH00276,H9270,2,100,10.0,48,30,.
19SH00277,H9272,2,86,8.6,48,30,.
19SH00278,H9279,2,62,6.2,49,30,.
19SH00279,H9288,2,92,9.2,48,30,.
19SH00280,H9290,2,50,5.0,49,30,RHLame
19SH00281,H9292,2,90,9.0,49,30,.
19SH00282,H9293,2,92,9.2,49,30,.
19SH00283,H9296,2,56,5.6,49,30,.
19SH00284,H9299,2,74,7.4,49,30,.
19SH00285,H9300,2,78,7.8,49,30,.
19SH00286,H9306,2,112,11.2,48,30,.
19SH00287,H9310,2,114,11.4,48,30,.
19SH00288,H9312,2,54,5.4,49,30,.
19SH00289,H9315,2,74,7.4,49,30,.
19SH00290,H9317,2,64,6.4,48,30,.
19SH00291,H9322,2,74,7.4,48,30,.
19SH00292,H9325,2,100,10.0,48,30,.
19SH00293,H9327,2,58,5.8,49,30,.
19SH00294,H9339,2,98,9.8,49,30,SMBAG
19SH00295,H9341,2,104,10.4,48,30,.
19SH00296,H9346,2,56,5.6,48,30,.
19SH00297,H9356,2,102,10.2,49,30,.
19SH00298,H9357,2,92,9.2,48,30,.
19SH00299,H9358,2,80,8.0,49,30,.
19SH00300,H9359,2,66,6.6,49,30,.
19SH00301,H9370,2,80,8.0,48,30,.
19SH00302,H9380,2,82,8.2,49,30,.
19SH00303,H9383,2,88,8.8,49,30,.
19SH00304,H9385,2,66,6.6,49,30,.
19SH00305,H9393,2,82,8.2,48,30,.
19SH00306,H9403,2,106,10.6,49,30,.
19SH00307,H9415,2,74,7.4,48,30,.
19SH00308,H9416,2,48,4.8,49,30,.
19SH00309,H9419,2,90,9.0,49,30,.
19SH00310,H9421,1,102,10.2,48,30,Nice
19SH00311,H9423,2,74,7.4,49,30,.
19SH00312,H9424,2,82,8.2,49,30,.
19SH00313,H9429,2,72,7.2,48,30,.
19SH00314,H9430,2,98,9.8,48,30,.
19SH00315,H9432,2,58,5.8,49,30,.
19SH00316,H9435,2,74,7.4,48,30,.
19SH00317,H9436,2,102,10.2,49,30,1ST.H.SCRS
19SH00318,H9437,2,86,8.6,49,30,.
19SH00319,H9439,2,94,9.4,48,30,.
19SH00320,H9443,2,94,9.4,48,30,2ND.SCRS
19SH00321,H9448,2,94,9.4,49,30,3RD
19SH00322,H9455,2,72,7.2,49,30,.
19SH00323,H9460,2,98,9.8,49,30,.
19SH00324,H9465,2,80,8.0,49,30,CloudyREyeTx
19SH00325,H9470,2,100,10.0,49,30,.
19SH00326,H9471,2,70,7.0,49,30,.
19SH00327,H9472,2,56,5.6,49,30,.
19SH00328,H9482,2,60,6.0,49,30,.
19SH00329,H9488,2,98,9.8,49,30,.
19SH00330,H9497,2,74,7.4,49,30,.
19SH00331,H9501,2,114,11.4,49,30,LUMP ON JAW
19SH00332,H9504,2,86,8.6,49,30,.
19SH00333,H9510,2,66,6.6,48,30,.
19SH00334,H9512,2,80,8.0,49,30,.
19SH00335,H9516,2,68,6.8,48,30,.
19SH00336,H9525,2,82,8.2,49,30,.
19SH00337,H9528,2,92,9.2,49,30,.
19SH00338,H9537,2,90,9.0,48,30,.
19SH00339,H9544,2,66,6.6,49,30,.
19SH00340,H9548,2,98,9.8,48,30,.
19SH00341,H9549,2,80,8.0,48,30,.
19SH00342,H9551,2,82,8.2,49,30,.
19SH00343,H9553,2,80,8.0,48,30,.
19SH00344,H9583,2,88,8.8,48,30,.
19SH00345,H9584,2,72,7.2,48,30,.
19SH00346,H9587,2,92,9.2,48,30,.
19SH00347,H9591,2,72,7.2,48,30,.
19SH00348,H9597,2,88,8.8,48,30,.
19SH00349,H9598,2,72,7.2,48,30,.
19SH00350,H9599,2,118,11.8,48,30,.
19SH00351,H9600,2,110,11.0,48,30,.
19SH00352,H9605,2,124,12.4,48,30,.
19SH00353,H9606,2,102,10.2,48,30,Uveitis
19SH00354,H9610,2,64,6.4,48,30,.
19SH00355,H9612,2,76,7.6,48,30,.
19SH00356,H9614,2,68,6.8,48,30,.
19SH00357,H9617,2,80,8.0,48,30,.
19SH00358,H9629,2,100,10.0,48,30,BloodVagDisch
19SH00359,H9630,2,98,9.8,48,30,.
19SH00360,H9634,2,96,9.6,48,30,NO.LAMBS
19SH00361,H9636,2,92,9.2,48,30,.
19SH00362,H9637,2,82,8.2,48,30,.
19SH00363,H9641,1,114,11.4,48,30,.
19SH00364,H9647,2,60,6.0,48,30,.
19SH00365,H9648,2,44,4.4,48,30,LameLeft
19SH00366,H9649,2,78,7.8,48,30,.
19SH00367,H9650,2,92,9.2,48,30,SMBAG
19SH00368,H9653,2,94,9.4,48,30,.
19SH00369,H9661,2,86,8.6,48,30,NOT.DILATED
19SH00370,H9663,2,86,8.6,48,30,.
19SH00371,H9672,2,86,8.6,48,30,.
19SH00372,H9673,2,94,9.4,48,30,.
19SH00373,H9677,2,54,5.4,48,30,.
19SH00374,H9683,2,74,7.4,48,30,.
19SH00375,H9684,1,122,12.2,48,30,.
19SH00376,H9686,2,80,8.0,48,30,.
19SH00377,H9689,2,70,7.0,48,30,.
19SH00378,H9692,2,84,8.4,48,30,.
19SH00379,H9694,2,54,5.4,48,30,OKFORONE
19SH00380,H9697,2,84,8.4,48,30,.
19SH00381,H9698,2,92,9.2,48,30,.
19SH00382,H9707,2,86,8.6,48,30,.
19SH00383,H9708,2,88,8.8,48,30,.
19SH00384,H9709,2,98,9.8,48,30,HighTempTx
19SH00385,H9714,2,78,7.8,48,30,.
19SH00386,H9715,2,70,7.0,48,30,.
19SH00387,H9718,2,102,10.2,48,30,PINK
19SH00388,H9720,2,70,7.0,48,30,.
19SH00389,H9722,2,62,6.2,48,30,.
19SH00390,H9725,2,92,9.2,48,30,.
19SH00391,H9728,2,74,7.4,48,30,.
19SH00392,H9732,2,74,7.4,48,30,.
19SH00393,H9739,2,76,7.6,48,30,.
19SH00394,H9740,2,88,8.8,48,30,SM.BAG
19SH00395,H9745,2,56,5.6,48,30,.
19SH00396,H9747,2,70,7.0,48,30,SMBAG
19SH00397,H9750,2,76,7.6,48,30,.
19SH00398,H9753,1,90,9.0,48,30,Scurs
19SH00399,H9754,2,90,9.0,48,30,.
19SH00400,H9756,2,74,7.4,48,30,.
19SH00401,H9762,2,92,9.2,48,30,.
19SH00402,H9766,2,66,6.6,48,30,.
19SH00403,H9767,2,82,8.2,48,30,H.P
19SH00404,H9773,2,58,5.8,48,30,.
19SH00405,H9779,2,78,7.8,48,30,.
19SH00406,H9781,2,104,10.4,48,30,SM.BAG
19SH00407,H9784,1,108,10.8,48,30,Scar on nose
19SH00408,H9789,2,72,7.2,48,30,OK.FOR.ONE
19SH00409,H9791,2,98,9.8,48,30,SM.BAG
19SH00410,H9793,2,78,7.8,48,30,.
19SH00411,H9795,2,78,7.8,48,30,Scours
19SH00412,H9796,2,66,6.6,48,30,.
19SH00413,H9807,2,80,8.0,48,30,.
19SH00414,H9812,2,82,8.2,48,30,.
19SH00415,H9814,2,72,7.2,48,30,RP
19SH00416,H9816,2,100,10.0,48,30,.
19SH00417,H9818,2,62,6.2,48,30,SMBAG
19SH00418,H9833,2,62,6.2,48,30,Nice ewe
19SH00419,H9834,2,100,10.0,48,30,WnwtMissed
19SH00420,H9835,2,80,8.0,48,30,.
19SH00421,H9841,2,66,6.6,48,30,.
19SH00422,H9842,2,78,7.8,48,30,Scours
19SH00423,H9845,1,82,8.2,48,30,.
19SH00424,H9846,2,76,7.6,48,30,V.SM.BAG
19SH00425,H9848,2,66,6.6,48,30,.
19SH00426,H9851,2,78,7.8,48,30,3RD
19SH00427,H9852,2,80,8.0,48,30,.
19SH00428,H9853,2,,,,30,.
19SH00429,H9855,2,74,7.4,48,30,.
19SH00430,H9865,2,84,8.4,48,30,.
19SH00431,H9866,1,104,10.4,48,30,.
19SH00432,H9868,2,82,8.2,48,30,.
19SH00433,H9878,2,90,9.0,48,30,.
19SH00434,H9879,1,78,7.8,48,30,.
19SH00435,H9882,2,82,8.2,48,30,.
19SH00436,H9883,2,72,7.2,48,30,.
19SH00437,H9884,2,92,9.2,48,30,.
19SH00438,H9886,2,58,5.8,48,30,.
19SH00439,H9889,2,46,4.6,48,30,.
19SH00440,H9891,2,84,8.4,48,30,.
19SH00441,H9893,2,106,10.6,48,30,.
19SH00442,H9896,2,72,7.2,48,30,.
19SH00443,H9899,2,92,9.2,48,30,.
19SH00444,H9900,2,64,6.4,48,30,BLOODRGTSIDE
19SH00445,H9903,2,68,6.8,48,30,.
19SH00446,H9906,2,72,7.2,48,30,.
19SH00447,H9910,2,74,7.4,48,30,.
19SH00448,H9916,2,82,8.2,48,30,.
19SH00449,H9917,1,78,7.8,48,30,.
19SH00450,H9923,2,118,11.8,48,30,.
19SH00451,H9925,2,62,6.2,48,30,.
19SH00452,H9926,2,98,9.8,48,30,NO BIOTIC SHO
19SH00453,H9928,2,66,6.6,48,30,SM.BAG
19SH00454,H9935,2,60,6.0,48,30,.
19SH00455,H9944,2,88,8.8,48,30,DRY
19SH00456,H9953,2,78,7.8,48,30,.
19SH00457,H9961,2,86,8.6,48,30,.
19SH00458,H9964,2,94,9.4,48,30,.
19SH00459,H9968,2,72,7.2,45,30,NO.PROBIOTIC
19SH00460,H9973,1,62,6.2,49,30,Scurs
19SH00461,H9974,2,60,6.0,45,30,.
19SH00462,H9976,2,60,6.0,45,30,.
19SH00463,H9978,2,60,6.0,45,30,.
19SH00464,H9980,2,60,6.0,45,30,.
19SH00465,H9981,2,70,7.0,45,30,.
19SH00466,H9982,2,84,8.4,45,30,.
19SH00467,H9983,1,58,5.8,49,30,Scurs
19SH00468,H9984,2,64,6.4,45,30,.
19SH00469,H9987,2,74,7.4,45,30,.
19SH00470,H9989,2,70,7.0,45,30,.
19SH00471,H9994,2,80,8.0,45,30,TAILCHEWED
19SH00472,K5131,2,80,8.0,48,06,.
19SH00473,K5132,2,106,10.6,48,06,.
19SH00474,K5133,2,78,7.8,48,06,.
19SH00475,K5136,2,62,6.2,48,06,OKFORONE
19SH00476,K5137,2,64,6.4,48,06,.
19SH00477,K5139,2,76,7.6,48,06,.
19SH00478,K5141,2,124,12.4,48,06,HAIRY.Scours
19SH00479,K5142,2,92,9.2,48,06,.
19SH00480,K5143,2,90,9.0,48,06,HAIRY
19SH00481,K5150,2,98,9.8,48,06,DownTx
19SH00482,K5154,2,94,9.4,49,06,.
19SH00483,K5155,1,152,15.2,48,06,Sl. over
19SH00484,K5167,1,126,12.6,48,06,Nice!
19SH00485,K5169,2,118,11.8,48,06,FxRF
19SH00486,K5170,2,104,10.4,49,06,.
19SH00487,K5171,2,90,9.0,48,06,.
19SH00488,K5172,1,114,11.4,48,06,.
19SH00489,K5173,2,76,7.6,48,06,.
19SH00490,K5177,2,70,7.0,48,06,OKFORONE
19SH00491,K5180,1,116,11.6,48,06,Scurs
19SH00492,K5182,2,84,8.4,48,06,.
19SH00493,K5185,1,146,14.6,48,06,Scurs
19SH00494,K5187,2,90,9.0,45,06,.
19SH00495,K5191,1,56,5.6,49,06,Scurs
19SH00496,K5192,1,78,7.8,49,06,.
19SH00497,K5193,1,64,6.4,49,06,Nice!
19SH00498,K5194,2,76,7.6,45,06,2ND
19SH00499,K5195,2,80,8.0,45,06,.
19SH00500,K5196,2,80,8.0,45,06,.
19SH00501,K5197,1,90,9.0,49,06,Scurs
19SH00502,K5198,2,54,5.4,45,06,.
19SH00503,K5199,1,64,6.4,49,06,Scurs
19SH00504,K5201,2,84,8.4,47,06,HAIRY
19SH00505,K5202,2,80,8.0,45,06,.
19SH00506,K5203,2,60,6.0,45,06,HAIRY
19SH00507,K5205,2,102,10.2,45,06,K5204Broken
19SH00508,K5207,2,80,8.0,45,06,.
19SH00509,K5209,2,76,7.6,45,06,2ND
19SH00510,K5211,2,76,7.6,45,06,.
19SH00511,K5213,1,72,7.2,49,06,Scurs
19SH00512,K5214,2,74,7.4,45,06,.
19SH00513,K5217,2,60,6.0,45,06,.
19SH00514,K5225,2,66,6.6,45,06,HAIRY
19SH00515,K5230,2,70,7.0,45,06,.
19SH00516,K5234,1,128,12.8,49,06,Horns
19SH00517,K5235,2,68,6.8,45,06,.
19SH00518,K5236,2,68,6.8,45,06,CornealUlcerT
19SH00519,K5237,2,78,7.8,45,06,1ST
19SH00520,K5242,1,112,11.2,48,06,"Bell,49,8371,"
19SH00521,K5243,2,90,9.0,48,06,Bell
19SH00522,K5244,2,80,8.0,48,06,Ballou
19SH00523,K5245,2,88,8.8,48,06,Bell
19SH00524,K5246,2,84,8.4,48,06,Ballou
19SH00525,K5247,2,84,8.4,48,06,Ballou
19SH00526,K5248,2,106,10.6,48,06,Bell
19SH00527,K5249,2,118,11.8,48,06,Ballou
19SH00528,K5250,2,94,9.4,48,06,Ballou
19SH00529,K5251,2,88,8.8,48,06,Ballou
19SH00530,K5252,2,68,6.8,48,06,Ballou
19SH00531,K5253,2,80,8.0,48,06,Ballou
19SH00532,K5254,2,122,12.2,48,06,Bell
19SH00533,K5255,2,118,11.8,48,06,Ballou
19SH00534,K5256,2,62,6.2,48,06,Ballou
19SH00535,K5257,2,96,9.6,48,06,Bell
19SH00536,K5258,2,102,10.2,48,06,Bell
19SH00537,K5259,2,82,8.2,48,06,Bell
19SH00538,K5260,2,94,9.4,48,06,Bell
19SH00539,K5261,2,66,6.6,48,06,Ballou
19SH00540,K5262,2,94,9.4,48,06,Bell
19SH00541,K5263,2,106,10.6,48,06,Bell
19SH00542,K5264,2,64,6.4,48,06,Ballou
19SH00543,K5265,2,88,8.8,48,06,Ballou
19SH00544,K5266,2,100,10.0,48,06,Bell
19SH00545,K5267,2,108,10.8,48,06,Bell
19SH00546,L0558,2,82,8.2,49,PC,.
19SH00547,L0602,2,102,10.2,49,PC,.
19SH00548,L0630,2,90,9.0,49,PC,.
19SH00549,L0715,2,72,7.2,49,PC,.
19SH00550,L0719,2,98,9.8,49,PC,.
