UID,ID9,ABEWE,YR,SEX,BRD,ETAG,LINE,DAYSH,BAND,TEETH,SPWT,GRFL,L,CLFL,FLGR1,SIGR,THGR,SQEZ,H,J,FACE,DEWLAP,NECK,TYPE,COND,WTFEB,N_FEB,T_FEB,C_FEB,FTRT,DIAM,VARD,CRIMP,DIGR,WT_JULY,YEAR,STM,AGE
90SH04257, 89634078, 0,89,2,63,K4078,60,135,2,,125,10.5,84,,5,,,,1,1, 8,,,,,148,,,,,,,,,,90,06,1.0
90SH04258, 89634081, 0,89,2,63,K4081,68,137,2,,142,12.0,88,,5,,,,1,1, 7,,,,,153,,,,,,,,,,90,06,1.0
90SH04259, 89634082, 0,89,2,63,K4082,60,137,5,,143,10.7,112,,6,,,,1,1, 7,,,,,150,,,,,,,,,,90,06,1.0
90SH04260, 89634083, 0,89,2,63,K4083,68,135,2,,135,11.5,104,,7,,,,1,1, 7,,,,,144,,,,,,,,,,90,06,1.0
90SH04261, 89634087, 0,89,1,63,K4087,60,138,Y,,162,12.1,112,,6,6,7,,3,2, 8,,,,,,,,,,,,,,203,90,06,1.0
90SH04262, 89634088, 0,89,2,63,K4088,60,138,P,,128,11.7,100,,7,,,,1,1, 7,,,,,162,,,,,,,,,,90,06,1.0
90SH04263, 89634090, 0,89,2,63,K4090,61,137,5,,164,10.6,80,,2,,,,1,1, 8,,,,,159,,,,,,,,,,90,06,1.0
90SH04264, 89634091, 0,89,2,63,K4091,61,135,1,,116,8.4,80,,5,,,,1,1, 7,,,,,143,,,,,,,,,,90,06,1.0
90SH04265, 89634093, 0,89,1,63,K4093,61,138,Y,,156,12.9,112,,5,6,7,,1,2, 8,,,,,,,,,,,,,,195,90,06,1.0
90SH04266, 89634097, 0,89,2,63,K4097,60,135,2,,137,11.8,90,,7,,,,1,1,10,,,,,146,,,,,,,,,,90,06,1.0
90SH04267, 89634099, 0,89,2,63,K4099,63,135,1,,130,11.7,80,,5,,,,1,1, 8,,,,,152,,,,,,,,,,90,06,1.0
90SH04268, 89634100, 0,89,1,63,K4100,63,138,Y,,163,12.0,105,,5,6,7,,2,2, 7,,,,,,,,,,,,,,212,90,06,1.0
90SH04269, 89634102, 0,89,2,63,K4102,60,135,1,,140,11.8,115,,6,,,,1,1, 9,,,,,162,,,,,,,,,,90,06,1.0
90SH04270, 89634104, 0,89,1,63,K4104,63,138,Y,,158,15.3,102,,7,5,6,,1,2, 5,,,,,,,,,,,,,,208,90,06,1.0
90SH04271, 89634105, 0,89,2,63,K4105,63,137,2,,127,12.7,89,,7,,,,1,1, 7,,,,,143,,,,,,,,,,90,06,1.0
90SH04272, 89634106, 0,89,2,63,K4106,61,138,P,,100,10.8,109,,7,,,,1,1,10,,,,,130,,,,,,,,,,90,06,1.0
90SH04273, 89634108, 0,89,2,63,K4108,63,138,P,,145,10.4,110,,6,,,,1,1, 6,,,,,143,,,,,,,,,,90,06,1.0
90SH04274, 89634109, 0,89,2,63,K4109,63,135,2,,135,7.0,100,,6,,,,1,1, 8,,,,,155,,,,,,,,,,90,06,1.0
90SH04275, 89634110, 0,89,1,63,K4110,68,138,Y,,175,9.8,111,,6,6,7,,1,2, 7,,,,,,,,,,,,,,199,90,06,1.0
90SH04276, 89634115, 0,89,2,63,K4115,60,135,2,,133,10.7,102,,5,,,,1,2, 8,,,,,147,,,,,,,,,,90,06,1.0
90SH04277, 89634119, 0,89,1,63,K4119,61,138,Y,,157,13.9,122,,7,5,6,,1,1, 6,,,,,,,,,,,,,,209,90,06,1.0
90SH04278, 89634120, 0,89,2,63,K4120,60,137,5,,135,10.4,78,,5,,,,1,1, 7,,,,,133,,,,,,,,,,90,06,1.0
90SH04279, 89634122, 0,89,2,63,K4122,61,136,1,,137,10.6,100,,6,,,,1,1, 7,,,,,160,,,,,,,,,,90,06,1.0
90SH04280, 89634123, 0,89,2,63,K4123,61,135,2,,153,10.1,93,,5,,,,1,1, 8,,,,,145,,,,,,,,,,90,06,1.0
90SH04281, 89634124, 0,89,2,63,K4124,60,136,5,,132,12.2,89,,6,,,,1,1, 8,,,,,140,,,,,,,,,,90,06,1.0
90SH04282, 89634125, 0,89,2,63,K4125,63,136,5,,129,10.2,99,,6,,,,1,1, 7,,,,,135,,,,,,,,,,90,06,1.0
90SH04283, 89634127, 0,89,1,63,K4127,61,138,Y,,158,12.9,107,,6,5,7,,1,1, 6,,,,,,,,,,,,,,201,90,06,1.0
90SH04284, 89634130, 0,89,2,63,K4130,60,135,1,,134,9.6,82,,4,,,,1,2, 6,,,,,150,,,,,,,,,,90,06,1.0
90SH04285, 89634133, 0,89,1,63,K4133,60,138,Y,,165,10.1,126,,5,6,6,,2,2, 5,,,,,,,,,,,,,,199,90,06,1.0
90SH04286, 89634135, 0,89,1,63,K4135,60,138,Y,,142,11.9,109,,5,5,7,,1,2, 6,,,,,,,,,,,,,,180,90,06,1.0
90SH04287, 89634136, 0,89,2,63,K4136,61,135,2,,121,11.9,90,,5,,,,1,1, 8,,,,,145,,,,,,,,,,90,06,1.0
90SH04288, 89634152, 0,89,2,63,K4152,68,137,2,,150,9.4,90,,3,,,,1,1, 6,,,,,152,,,,,,,,,,90,06,1.0
90SH04289, 89634153, 0,89,2,63,K4153,68,136,5,,118,7.9,90,,4,,,,1,1, 6,,,,,139,,,,,,,,,,90,06,1.0
90SH04290, 89634156, 0,89,2,63,K4156,61,137,5,,121,12.9,102,,7,,,,1,2, 9,,,,,134,,,,,,,,,,90,06,1.0
90SH04291, 89634157, 0,89,2,63,K4157,63,136,1,,114,9.3,88,,6,,,,1,2, 6,,,,,127,,,,,,,,,,90,06,1.0
90SH04292, 89634159, 0,89,2,63,K4159,63,137,5,,146,11.1,92,,5,,,,1,1, 7,,,,,155,,,,,,,,,,90,06,1.0
90SH04293, 89634163, 0,89,1,63,K4163,60,138,Y,,150,15.0,108,,7,6,7,,2,1, 8,,,,,,,,,,,,,,200,90,06,1.0
90SH04294, 89634164, 0,89,1,63,K4164,61,138,Y,,174,10.9,91,,2,4,5,,1,1, 6,,,,,,,,,,,,,,211,90,06,1.0
90SH04295, 89634166, 0,89,2,63,K4166,61,136,5,,124,10.9,82,,6,,,,1,1, 6,,,,,138,,,,,,,,,,90,06,1.0
90SH04296, 89634169, 0,89,2,63,K4169,63,135,1,,140,11.3,82,,5,,,,1,1, 7,,,,,154,,,,,,,,,,90,06,1.0
90SH04297, 89634172, 0,89,2,63,K4172,63,135,X,,134,8.5,86,,6,,,,1,1, 6,,,,,152,,,,,,,,,,90,06,1.0
90SH04298, 89634174, 0,89,2,63,K4174,63,136,5,,134,12.5,98,,6,,,,1,1, 7,,,,,147,,,,,,,,,,90,06,1.0
90SH04299, 89634175, 0,89,2,63,K4175,68,135,2,,140,10.3,92,,5,,,,1,1, 7,,,,,157,,,,,,,,,,90,06,1.0
90SH04300, 89634176, 0,89,2,63,K4176,60,137,5,,113,10.7,92,,5,,,,1,1, 8,,,,,124,,,,,,,,,,90,06,1.0
90SH04301, 89634177, 0,89,1,63,K4177,60,138,Y,,171,12.9,110,,5,5,6,,2,1, 8,,,,,,,,,,,,,,201,90,06,1.0
90SH04302, 89634181, 0,89,2,63,K4181,68,135,1,,129,10.9,91,,6,,,,1,1, 7,,,,,149,,,,,,,,,,90,06,1.0
90SH04303, 89634182, 0,89,2,63,K4182,63,137,2,,137,10.1,100,,6,,,,1,1, 6,,,,,136,,,,,,,,,,90,06,1.0
90SH04304, 89634183, 0,89,1,63,K4183,63,138,Y,,160,14.8,110,,6,4,7,,1,1, 6,,,,,,,,,,,,,,217,90,06,1.0
90SH04305, 89634185, 0,89,2,63,K4185,68,137,2,,137,10.2,80,,4,,,,1,1, 8,,,,,143,,,,,,,,,,90,06,1.0
90SH04306, 89634191, 0,89,2,63,K4191,68,135,1,,149,11.0,106,,5,,,,1,1, 6,,,,,156,,,,,,,,,,90,06,1.0
90SH04307, 89634197, 0,89,1,63,K4197,63,138,Y,,142,10.6,98,,4,3,4,,1,2,10,,,,,,,,,,,,,,190,90,06,1.0
90SH04308, 89634201, 0,89,2,63,K4201,68,136,5,,144,11.8,96,,6,,,,1,1, 8,,,,,151,,,,,,,,,,90,06,1.0
90SH04309, 89634204, 0,89,2,63,K4204,60,137,5,,157,12.1,98,,7,,,,1,2, 8,,,,,163,,,,,,,,,,90,06,1.0
90SH04310, 89634205, 0,89,2,63,K4205,60,135,2,,163,14.7,87,,6,,,,1,1, 8,,,,,160,,,,,,,,,,90,06,1.0
90SH04311, 89634207, 0,89,2,63,K4207,60,137,2,,144,10.0,89,,5,,,,1,1, 7,,,,,153,,,,,,,,,,90,06,1.0
90SH04312, 89634208, 0,89,2,63,K4208,61,135,2,,135,9.6,90,,4,,,,1,1, 7,,,,,151,,,,,,,,,,90,06,1.0
90SH04313, 89634209, 0,89,2,63,K4209,60,136,5,,153,13.5,85,,6,,,,1,2, 8,,,,,150,,,,,,,,,,90,06,1.0
90SH04314, 89634210, 0,89,1,63,K4210,60,138,Y,,145,12.3,110,,6,4,5,,1,2, 8,,,,,,,,,,,,,,187,90,06,1.0
90SH04315, 89634212, 0,89,1,63,K4212,68,138,Y,,141,11.4,131,,7,6,7,,1,2, 8,,,,,,,,,,,,,,190,90,06,1.0
90SH04316, 89634213, 0,89,1,63,K4213,68,138,Y,,174,10.6,103,,6,6,7,,1,1, 5,,,,,,,,,,,,,,219,90,06,1.0
90SH04317, 89634216, 0,89,2,63,K4216,68,137,5,,125,10.6,97,,6,,,,1,2, 8,,,,,136,,,,,,,,,,90,06,1.0
90SH04318, 89634220, 0,89,2,63,K4220,60,137,5,,178,13.7,115,,6,,,,1,1, 8,,,,,185,,,,,,,,,,90,06,1.0
90SH04319, 89634223, 0,89,1,63,K4223,60,138,Y,,159,12.9,122,,5,5,6,,1,1, 7,,,,,,,,,,,,,,204,90,06,1.0
90SH04320, 89634227, 0,89,2,63,K4227,60,137,2,,136,9.9,83,,6,,,,1,1, 8,,,,,137,,,,,,,,,,90,06,1.0
90SH04321, 89634228, 0,89,1,63,K4228,63,138,Y,,215,12.0,105,,6,5,6,,1,2, 6,,,,,,,,,,,,,,231,90,06,1.0
90SH04322, 89634229, 0,89,2,63,K4229,61,138,P,,130,12.5,82,,7,,,,1,1, 8,,,,,143,,,,,,,,,,90,06,1.0
90SH04323, 89634231, 0,89,2,63,K4231,60,138,5,,140,12.4,91,,5,,,,1,1, 8,,,,,139,,,,,,,,,,90,06,1.0
90SH04324, 89634232, 0,89,1,63,K4232,68,138,Y,,153,10.4,89,,4,4,5,,1,2, 6,,,,,,,,,,,,,,202,90,06,1.0
90SH04325, 89634236, 0,89,2,63,K4236,60,135,2,,128,10.0,110,,5,,,,1,1, 8,,,,,145,,,,,,,,,,90,06,1.0
90SH04326, 89634240, 0,89,1,63,K4240,60,138,Y,,157,11.7,86,,5,4,5,,2,2, 9,,,,,,,,,,,,,,206,90,06,1.0
90SH04327, 89634241, 0,89,1,63,K4241,61,138,Y,,136,10.3,88,,5,5,6,,2,2, 8,,,,,,,,,,,,,,177,90,06,1.0
90SH04328, 89634243, 0,89,2,63,K4243,60,138,P,,145,10.7,122,,5,,,,1,1, 8,,,,,151,,,,,,,,,,90,06,1.0
90SH04329, 89634248, 0,89,1,63,K4248,60,138,Y,,144,10.2,108,,5,5,6,,1,2, 7,,,,,,,,,,,,,,193,90,06,1.0
90SH04330, 89634251, 0,89,1,63,K4251,61,138,Y,,177,13.3,92,,4,5,6,,1,2, 7,,,,,,,,,,,,,,228,90,06,1.0
90SH04331, 89634256, 0,89,1,63,K4256,61,138,Y,,140,8.1,82,,5,3,5,,2,2, 6,,,,,,,,,,,,,,168,90,06,1.0
90SH04332, 89634257, 0,89,2,63,K4257,61,137,2,,132,9.7,92,,5,,,,1,1, 8,,,,,135,,,,,,,,,,90,06,1.0
90SH04333, 89634258, 0,89,2,63,K4258,68,136,5,,125,10.8,92,,7,,,,1,1, 7,,,,,131,,,,,,,,,,90,06,1.0
90SH04334, 89634260, 0,89,1,63,K4260,68,138,Y,,168,14.8,118,,4,5,7,,1,1,10,,,,,,,,,,,,,,208,90,06,1.0
90SH04335, 89634261, 0,89,2,63,K4261,61,137,2,,155,12.0,87,,5,,,,1,1, 7,,,,,170,,,,,,,,,,90,06,1.0
90SH04336, 89634262, 0,89,2,63,K4262,63,137,5,,149,11.0,99,,7,,,,1,1, 7,,,,,145,,,,,,,,,,90,06,1.0
90SH04337, 89634263, 0,89,1,63,K4263,63,138,Y,,162,12.2,118,,6,6,7,,1,2, 6,,,,,,,,,,,,,,200,90,06,1.0
90SH04338, 89634264, 0,89,2,63,K4264,68,135,1,,114,11.0,83,,5,,,,1,1, 8,,,,,130,,,,,,,,,,90,06,1.0
90SH04339, 89634266, 0,89,2,63,K4266,60,135,2,,159,10.1,70,,5,,,,1,1,10,,,,,159,,,,,,,,,,90,06,1.0
90SH04340, 89634269, 0,89,2,63,K4269,61,137,5,,145,11.8,98,,4,,,,1,1, 7,,,,,150,,,,,,,,,,90,06,1.0
90SH04341, 89634271, 0,89,2,63,K4271,61,136,1,,166,12.7,84,,5,,,,1,1, 7,,,,,170,,,,,,,,,,90,06,1.0
90SH04342, 89634272, 0,89,2,63,K4272,63,138,P,,143,12.4,98,,5,,,,1,1, 9,,,,,148,,,,,,,,,,90,06,1.0
90SH04343, 89634273, 0,89,1,63,K4273,63,138,Y,,165,13.4,103,,2,5,6,,2,2, 6,,,,,,,,,,,,,,220,90,06,1.0
90SH04344, 89634275, 0,89,1,63,K4275,60,138,Y,,147,10.2,98,,7,6,7,,1,2, 5,,,,,,,,,,,,,,190,90,06,1.0
90SH04345, 89634276, 0,89,1,63,K4276,60,138,Y,,154,11.8,105,,7,5,6,,1,2, 7,,,,,,,,,,,,,,211,90,06,1.0
90SH04346, 89634278, 0,89,2,63,K4278,60,137,2,,152,11.1,98,,5,,,,1,1, 8,,,,,149,,,,,,,,,,90,06,1.0
90SH04347, 89634281, 0,89,2,63,K4281,61,135,X,,119,9.6,88,,5,,,,1,1, 7,,,,,151,,,,,,,,,,90,06,1.0
90SH04348, 89634284, 0,89,2,63,K4284,63,138,5,,97,9.3,78,,6,,,,1,1, 7,,,,,132,,,,,,,,,,90,06,1.0
90SH04349, 89634285, 0,89,2,63,K4285,63,135,2,,153,10.8,91,,6,,,,1,2, 8,,,,,158,,,,,,,,,,90,06,1.0
90SH04350, 89634286, 0,89,1,63,K4286,60,138,Y,,164,10.0,132,,7,6,7,,1,2, 8,,,,,,,,,,,,,,208,90,06,1.0
90SH04351, 89634289, 0,89,1,63,K4289,60,138,Y,,158,11.5,106,,4,5,6,,2,4, 6,,,,,,,,,,,,,,212,90,06,1.0
90SH04352, 89634290, 0,89,1,63,K4290,60,138,Y,,146,12.7,121,,5,4,7,,1,1, 8,,,,,,,,,,,,,,192,90,06,1.0
90SH04353, 89634294, 0,89,2,63,K4294,63,136,5,,142,12.5,110,,6,,,,1,1, 8,,,,,142,,,,,,,,,,90,06,1.0
90SH04354, 89634296, 0,89,2,63,K4296,61,136,2,,143,10.7,100,,6,,,,1,1, 7,,,,,149,,,,,,,,,,90,06,1.0
90SH04355, 89634302, 0,89,1,63,K4302,60,138,Y,,150,12.4,96,,5,3,5,,1,7, 8,,,,,,,,,,,,,,202,90,06,1.0
90SH04356, 89634308, 0,89,2,63,K4308,63,136,5,,117,8.6,90,,6,,,,1,1, 9,,,,,122,,,,,,,,,,90,06,1.0
90SH04357, 89634311, 0,89,2,63,K4311,60,137,5,,140,11.5,84,,5,,,,1,1, 8,,,,,149,,,,,,,,,,90,06,1.0
90SH04358, 89634312, 0,89,1,63,K4312,61,138,Y,,191,14.2,114,,7,5,7,,1,2, 6,,,,,,,,,,,,,,249,90,06,1.0
90SH04359, 89634314, 0,89,2,63,K4314,63,136,5,,122,11.5,96,,6,,,,1,1, 8,,,,,141,,,,,,,,,,90,06,1.0
90SH04360, 89634316, 0,89,2,63,K4316,61,138,P,,132,10.5,90,,6,,,,1,1, 8,,,,,138,,,,,,,,,,90,06,1.0
90SH04361, 89634317, 0,89,1,63,K4317,61,138,Y,,151,10.6,87,,7,5,6,,1,2, 7,,,,,,,,,,,,,,195,90,06,1.0
90SH04362, 89634319, 0,89,2,63,K4319,63,135,1,,112,10.5,98,,5,,,,1,1, 9,,,,,146,,,,,,,,,,90,06,1.0
90SH04363, 89634323, 0,89,1,63,K4323,60,138,Y,,145,9.6,104,,5,5,7,,1,2,10,,,,,,,,,,,,,,193,90,06,1.0
90SH04364, 89634324, 0,89,1,63,K4324,60,138,Y,,153,9.4,87,,7,6,7,,1,2, 9,,,,,,,,,,,,,,198,90,06,1.0
90SH04365, 89634329, 0,89,2,63,K4329,61,138,5,,160,10.6,94,,6,,,,1,2, 7,,,,,158,,,,,,,,,,90,06,1.0
90SH04366, 89634331, 0,89,2,63,K4331,61,138,P,,122,11.1,113,,5,,,,1,1, 6,,,,,147,,,,,,,,,,90,06,1.0
90SH04367, 89634338, 0,89,2,63,K4338,68,137,5,,127,11.8,109,,6,,,,1,1, 8,,,,,145,,,,,,,,,,90,06,1.0
90SH04368, 89634344, 0,89,2,63,K4344,63,136,1,,159,9.1,70,,5,,,,1,1, 5,,,,,151,,,,,,,,,,90,06,1.0
90SH04369, 89634349, 0,89,2,63,K4349,60,137,2,,119,11.3,85,,5,,,,1,1, 8,,,,,141,,,,,,,,,,90,06,1.0
90SH04370, 89634350, 0,89,1,63,K4350,68,138,Y,,159,14.3,128,,6,5,7,,1,2, 7,,,,,,,,,,,,,,207,90,06,1.0
90SH04371, 89634354, 0,89,2,63,K4354,63,135,2,,148,11.7,102,,7,,,,1,1, 6,,,,,160,,,,,,,,,,90,06,1.0
90SH04372, 89634355, 0,89,2,63,K4355,63,138,P,,132,12.6,104,,6,,,,1,1, 7,,,,,159,,,,,,,,,,90,06,1.0
90SH04373, 89634356, 0,89,1,63,K4356,63,138,Y,,170,11.1,105,,5,6,7,,1,1, 6,,,,,,,,,,,,,,216,90,06,1.0
90SH04374, 89634365, 0,89,2,63,K4365,63,137,2,,151,10.5,90,,5,,,,1,1, 8,,,,,158,,,,,,,,,,90,06,1.0
90SH04375, 89634366, 0,89,2,63,K4366,68,137,2,,118,7.8,70,,4,,,,1,1, 7,,,,,136,,,,,,,,,,90,06,1.0
90SH04376, 89634371, 0,89,2,63,K4371,61,135,2,,139,11.3,94,,6,,,,1,1, 8,,,,,139,,,,,,,,,,90,06,1.0
90SH04377, 89634373, 0,89,2,63,K4373,63,137,2,,144,10.0,108,,7,,,,1,1, 8,,,,,166,,,,,,,,,,90,06,1.0
90SH04378, 89634391, 0,89,1,63,K4391,61,138,Y,,171,8.7,103,,5,4,5,,1,4, 7,,,,,,,,,,,,,,209,90,06,1.0
90SH04379, 89634399, 0,89,2,63,K4399,60,136,5,,133,10.2,77,,5,,,,1,1, 8,,,,,155,,,,,,,,,,90,06,1.0
90SH04380, 85800326, 0,85,2,80,X0326,47,71,3,,152,8.2,,,6,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04381, 85800377, 0,85,2,80,X0377,45,71,3,,142,6.2,,,6,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04382, 85800482, 0,85,2,80,X0482,47,71,3,,172,7.5,,,6,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04383, 85800517, 0,85,2,80,X0517,47,71,3,,164,6.5,,,3,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04384, 85800518, 0,85,2,80,X0518,47,71,3,,179,5.6,,,5,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04385, 85800555, 0,85,2,80,X0555,47,71,3,,162,7.9,,,4,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04386, 85800558, 0,85,2,80,X0558,47,71,J,,159,6.7,,,4,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04387, 85800559, 0,85,2,80,X0559,47,71,X,,164,5.9,,,2,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04388, 85800587, 0,85,2,80,X0587,47,71,3,,151,6.3,,,6,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04389, 85800613, 0,85,2,80,X0613,47,71,3,,181,7.6,,,6,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04390, 85800662, 0,85,2,80,X0662,47,71,3,,173,6.6,,,2,,,,,,,,,,,,,,,,,,,,,90,55,5.0
90SH04391, 86800906, 0,86,2,80,X0906,65,71,3,,123,6.8,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04392, 86800917, 0,86,2,80,X0917,65,71,3,,153,6.5,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04393, 86800936, 0,86,2,80,X0936,65,71,3,,144,8.1,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04394, 86800942, 0,86,2,80,X0942,65,71,3,,183,6.8,,,5,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04395, 86800949, 0,86,1,80,X0949,97,138,M,,236,7.1,,,9,,,,,,,,,,,,,,,,,,,,268,90,97,4.0
90SH04396, 86801013, 0,86,2,80,X1013,67,71,3,,129,7.9,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04397, 86801019, 0,86,2,80,X1019,65,71,3,,134,8.2,,,4,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04398, 86801029, 0,86,2,80,X1029,97,138,B,,155,6.5,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04399, 86801044, 0,86,2,80,X1044,67,71,3,,183,7.7,,,4,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04400, 86801055, 0,86,2,80,X1055,65,71,3,,157,8.3,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04401, 86801056, 0,86,2,80,X1056,65,71,3,,153,7.6,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04402, 86801058, 0,86,1,80,X1058,97,138,M,,223,4.7,,,9,,,,,,,,,,,,,,,,,,,,245,90,97,4.0
90SH04403, 86801105, 0,86,2,80,X1105,65,71,8,,170,8.3,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04404, 86801107, 0,86,1,80,X1107,97,138,M,,227,4.9,,,9,,,,,,,,,,,,,,,,,,,,256,90,97,4.0
90SH04405, 86801148, 0,86,2,80,X1148,97,138,B,,214,6.0,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04406, 86801150, 0,86,2,80,X1150,65,71,3,,128,7.9,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04407, 86801154, 0,86,2,80,X1154,65,71,5,,169,8.4,,,5,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04408, 86801157, 0,86,1,80,X1157,97,138,M,,230,8.3,,,9,,,,,,,,,,,,,,,,,,,,254,90,97,4.0
90SH04409, 86801158, 0,86,2,80,X1158,97,138,B,,187,7.5,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04410, 86801160, 0,86,2,80,X1160,97,138,B,,170,5.6,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04411, 86801161, 0,86,2,80,X1161,97,138,B,,204,5.0,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04412, 86801163, 0,86,2,80,X1163,67,71,X,,198,9.7,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04413, 86801198, 0,86,2,80,X1198,97,138,B,,200,5.5,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04414, 86801216, 0,86,2,80,X1216,65,71,3,,171,8.2,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04415, 86801233, 0,86,2,80,X1233,97,138,B,,147,5.8,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04416, 86801248, 0,86,2,80,X1248,67,71,3,,98,6.1,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04417, 86801252, 0,86,2,80,X1252,67,135,1,,150,8.3,,,6,,,,,,,,,,,,,,,7,,,,,,90,56,4.0
90SH04418, 86801255, 0,86,2,80,X1255,65,71,3,,138,7.7,,,4,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04419, 86801258, 0,86,1,80,X1258,97,138,M,,234,5.7,,,9,,,,,,,,,,,,,,,,,,,,261,90,97,4.0
90SH04420, 86801304, 0,86,2,80,X1304,67,71,3,,156,7.8,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04421, 86801317, 0,86,2,80,X1317,67,71,3,,166,9.9,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04422, 86801334, 0,86,2,80,X1334,47,135,2,,184,10.1,,,5,,,,,,,,,,,,,,,7,,,,,,90,55,4.0
90SH04423, 86801446, 0,86,2,80,X1446,67,71,3,,159,8.5,,,8,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04424, 86801451, 0,86,1,80,X1451,97,138,M,,210,7.9,,,9,,,,,,,,,,,,,,,,,,,,242,90,97,4.0
90SH04425, 86801452, 0,86,2,80,X1452,97,138,B,,192,6.0,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04426, 86801460, 0,86,2,80,X1460,47,71,3,,173,7.0,,,5,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04427, 86801486, 0,86,2,80,X1486,45,71,3,,138,7.9,,,7,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04428, 86801515, 0,86,2,80,X1515,67,71,3,,173,9.4,,,6,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04429, 86801531, 0,86,2,80,X1531,65,71,3,,131,5.8,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04430, 86801537, 0,86,2,80,X1537,47,71,3,,166,7.1,,,4,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04431, 86801548, 0,86,2,80,X1548,67,71,3,,184,8.6,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04432, 86801557, 0,86,2,80,X1557,47,71,3,,180,6.0,,,4,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04433, 86801577, 0,86,2,80,X1577,67,71,3,,170,7.1,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04434, 86801583, 0,86,2,80,X1583,47,71,3,,200,7.3,,,2,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04435, 86801598, 0,86,2,80,X1598,47,71,3,,206,9.9,,,5,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04436, 86801610, 0,86,2,80,X1610,45,71,3,,159,9.2,,,4,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04437, 86801693, 0,86,2,80,X1693,47,71,5,,141,7.9,,,6,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04438, 86801715, 0,86,2,80,X1715,45,71,5,,141,8.0,,,7,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04439, 86801724, 0,86,2,80,X1724,97,138,B,,172,7.5,,,9,,,,,,,,,,,,,,,7,,,,,,90,97,4.0
90SH04440, 86801836, 0,86,2,80,X1836,45,71,3,,135,7.5,,,6,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04441, 86801869, 0,86,2,80,X1869,47,71,J,,161,6.7,,,6,,,,,,,,,,,,,,,,,,,,,90,55,4.0
90SH04442, 86801903, 0,86,2,80,X1903,65,71,3,,183,9.1,,,7,,,,,,,,,,,,,,,,,,,,,90,56,4.0
90SH04443, 86801906, 0,86,2,80,X1906,45,71,3,,148,9.6,,,5,,,,,,,,,,,,,,,,,,,,,90,55,4.0
