UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK
05SH00592,2002113006,11,R3006,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00593,2003050712,05,H0712,7.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00594,1998109041,10,S9041,11.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00595,2002049359,04,A9359,5.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00596,2001112358,11,R2358,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00597,2000047469,04,A7469,5.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00598,2002049471,04,A9471,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00599,2001112578,11,R2578,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00600,2002113417,11,R3417,11.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00601,1998045473,04,A5473,7.6,56,6,2,2005-03-14,73,BAND 2,2,
05SH00602,2002113034,11,R3034,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00603,2003114135,11,R4135,7.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00604,1999110680,11,R0680,10.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00605,2003050511,05,H0511,11.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00606,2002113013,11,R3013,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00607,1999110621,11,R0621,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00608,2000111483,11,R1483,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00609,2002113361,11,R3361,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00610,2002113131,11,R3131,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00611,2001048360,04,A8360,8.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00612,2002113785,11,R3785,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00613,2000001430,00,01430,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00614,2000047236,04,A7236,6.4,60,4,2,2005-03-14,73,BAND 2,2,SHORT
05SH00615,2003050614,05,H0614,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00616,2001048493,04,A8493,4.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00617,2001048662,04,A8662,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00618,1998109511,10,S9511,7.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00619,2000047439,04,A7439,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00620,2003819724,81,Z9724,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00621,2003114114,11,R4114,7.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00622,2003114107,11,R4107,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00623,1999046618,04,A6618,7.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00624,2001048443,04,A8443,8.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00625,2002113645,11,R3645,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00626,2002113163,11,R3163,11.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00627,2002113934,11,R3934,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00628,2000047203,04,A7203,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00629,1999110418,11,R0418,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00630,2003114127,11,R4127,10.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00631,2000047495,04,A7495,5.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00632,2000000979,00,00979,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00633,2000047856,04,A7856,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00634,2002049247,04,A9247,11.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00635,1999046285,04,A6285,4.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00636,2003050710,05,H0710,8.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00637,2000047455,04,A7455,7.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00638,2002113030,11,R3030,12.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00639,2002113794,11,R3794,11.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00640,2002050363,05,P0363,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00641,2000111346,11,R1346,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00642,2001048224,04,A8224,4.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00643,2000047475,04,A7475,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00644,2003050653,05,H0653,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00645,1999090830,09,90830,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00646,2001112476,11,R2476,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00647,2001048751,04,A8751,6.6,56,6,2,2005-03-14,73,BAND 2,2,
05SH00648,2002049034,04,A9034,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00649,2001048339,04,A8339,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00650,2002113432,11,R3432,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00651,2002113933,11,R3933,12.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00652,2003114089,11,R4089,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00653,2001048670,04,A8670,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00654,2001112612,11,R2612,11.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00655,2003819966,81,Z9966,10.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00656,2003819221,81,Z9221,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00657,2003114216,11,R4216,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00658,2001112346,11,R2346,11.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00659,1999110141,11,R0141,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00660,1999090053,09,90053,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00661,1999110519,11,R0519,10.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00662,2003818702,81,Z8702,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00663,2001048677,04,A8677,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00664,2003819535,81,Z9535,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00665,2002112977,11,R2977,11.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00666,2003050567,05,H0567,8.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00667,2002113373,11,R3373,12.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00668,2001048439,04,A8439,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00669,2002112988,11,R2988,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00670,2003050591,05,H0591,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00671,1999110624,11,R0624,9.2,64,2,2,2005-03-14,73,BAND 2,2,
05SH00672,1998045770,04,A5770,7.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00673,1998109570,10,S9570,9.6,62,3,2,2005-03-14,73,BAND 2,2,"?9578,9576"
05SH00674,2000000707,00,00707,10.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00675,2003820748,82,X0748,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00676,2003819614,81,Z9614,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00677,2002113120,11,R3120,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00678,2000112032,11,R2032,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00679,2001112518,11,R2518,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00680,2002049736,04,A9736,5.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00681,2001112265,11,R2265,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00682,1999110949,11,R0949,8.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00683,2003819769,81,Z9769,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00684,2001048413,04,A8413,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00685,2003050684,05,H0684,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00686,2002113157,11,R3157,12.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00687,2001048336,04,A8336,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00688,2001112374,11,R2374,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00689,2002049180,04,A9180,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00690,2001112432,11,R2432,12.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00691,2002050260,05,P0260,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00692,1999090276,09,90276,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00693,1999110258,11,R0258,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00694,2003050570,05,H0570,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00695,2001048780,04,A8780,5.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00696,2002049599,04,A9599,9.2,56,6,2,2005-03-14,73,BAND 2,2,
05SH00697,2002113137,11,R3137,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00698,2001048714,04,A8714,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00699,1998045589,04,A5589,5.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00700,2003050700,05,H0700,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00701,2003114120,11,R4120,10.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00702,2002049761,04,A9761,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00703,2002050149,05,P0149,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00704,2002049318,04,A9318,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00705,2003114175,11,R4175,10.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00706,2001048394,04,A8394,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00707,2000047204,04,A7204,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00708,2000111728,11,R1728,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00709,2001048296,04,A8296,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00710,2001112377,11,R2377,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00711,2000047057,04,A7057,8.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00712,2000047114,04,A7114,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00713,2002113425,11,R3425,12.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00714,1999046498,04,A6498,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00715,2003819516,81,Z9516,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00716,2000047582,04,A7582,8.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00717,2000000657,00,00657,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00718,2001048371,04,A8371,6.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00719,1998109209,10,S9209,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00720,2001048812,04,A8812,8.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00721,2002113671,11,R3671,11.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00722,2002049677,04,A9677,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00723,1998008876,00, 8876,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00724,2002113037,11,R3037,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00725,1999047016,04,A7016,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00726,2000047217,04,A7217,8.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00727,2003819691,81,Z9691,6.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00728,2003050643,05,H0643,6.0,60,4,2,2005-03-14,73,BAND 2,2,SHORT
05SH00729,2000111765,11,R1765,10.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00730,2001112677,11,R2677,11.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00731,1999110658,11,R0658,11.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00732,2001112877,11,R2877,11.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00733,2003114155,11,R4155,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00734,2000111647,11,R1647,11.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00735,2001048685,04,A8685,8.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00736,2001048283,04,A8283,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00737,2003114108,11,R4108,8.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00738,2002050204,05,P0204,6.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00739,1999090880,09,90880,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00740,2002113712,11,R3712,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00741,2002049366,04,A9366,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00742,2002113041,11,R3041,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00743,2000047138,04,A7138,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00744,2001112806,11,R2806,8.6,64,2,2,2005-03-14,73,BAND 2,2,
05SH00745,1999046885,04,A6885,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00746,1999110037,11,R0037,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00747,2000047268,04,A7268,7.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00748,2001048386,04,A8386,9.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00749,1999110045,11,R0045,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00750,2002049841,04,A9841,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00751,1999090281,09,90281,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00752,1999091108,09,91108,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00753,2001048546,04,A8546,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00754,1998045822,04,A5822,6.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00755,1999091137,09,91137,11.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00756,2000047610,04,A7610,7.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00757,2002113377,11,R3377,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00758,1998109256,10,S9256,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00759,1999046849,04,A6849,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00760,2001112568,11,R2568,13.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00761,2001112799,11,R2799,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00762,2003819322,81,Z9322,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00763,2000047259,04,A7259,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00764,2001048414,04,A8414,9.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00765,2003819155,81,Z9155,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00766,2001112587,11,R2587,11.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00767,2002049275,04,A9275,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00768,2003820440,82,X0440,9.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00769,1999090259,09,90259,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00770,1999110327,11,R0327,11.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00771,2002113312,11,R3312,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00772,2003050671,05,H0671,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00773,2000047533,04,A7533,9.0,56,6,2,2005-03-14,73,BAND 2,2,
05SH00774,1999090257,09,90257,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00775,1999046335,04,A6335,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00776,2003819497,81,Z9497,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00777,2000111333,11,R1333,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00778,2002113094,11,R3094,11.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00779,1998109084,10,S9084,11.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00780,2002049538,04,A9538,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00781,1998045782,04,A5782,5.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00782,2003819076,81,Z9076,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00783,2000047213,04,A7213,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00784,2003114123,11,R4123,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00785,2002049876,04,A9876,5.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00786,2002113670,11,R3670,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00787,2002114006,11,R4006,9.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00788,2000047731,04,A7731,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00789,2000047265,04,A7265,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00790,1999110464,11,R0464,9.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00791,2002113379,11,R3379,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00792,2002113773,11,R3773,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00793,2002049608,04,A9608,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00794,2002113879,11,R3879,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00795,2002049134,04,A9134,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00796,2000047526,04,A7526,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00797,2001048499,04,A8499,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00798,2000000179,00,00179,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00799,2000111806,11,R1806,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00800,1999090768,09,90768,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00801,2000000216,00,00216,8.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00802,2001112839,11,R2839,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00803,1999110763,11,R0763,11.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00804,2001112558,11,R2558,8.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00805,2003818715,81,Z8715,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00806,2002049119,04,A9119,7.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00807,2001112851,11,R2851,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00808,2001048326,04,A8326,6.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00809,2001112840,11,R2840,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00810,1998045301,04,A5301,5.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00811,2002113194,11,R3194,11.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00812,1999090710,09,90710,8.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00813,2003050640,05,H0640,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00814,2002049667,04,A9667,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00815,2001112615,11,R2615,8.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00816,2000111186,11,R1186,12.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00817,1998008858,00, 8858,8.6,62,3,2,2005-03-14,73,BAND 2,2,?6858=8858
05SH00818,2003050675,05,H0675,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00819,2000001422,00,01422,10.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00820,1998109215,10,S9215,9.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00821,2003050478,05,H0478,10.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00822,2001112396,11,R2396,11.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00823,2002113527,11,R3527,10.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00824,1998109638,10,S9638,7.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00825,2002050006,05,P0006,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00826,1999090545,09,90545,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00827,2000001328,00,01328,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00828,1998008439,00, 8439,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00829,2003819610,81,Z9610,9.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00830,2003114207,11,R4207,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00831,1999110710,11,R0710,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00832,1998045103,04,A5103,6.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00833,2001048236,04,A8236,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00834,1999046092,04,A6092,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00835,2000111504,11,R1504,9.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00836,2002113352,11,R3352,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00837,2002113565,11,R3565,10.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00838,1999090833,09,90833,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00839,1998109257,10,S9257,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00840,1998109167,10,S9167,11.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00841,2002113076,11,R3076,12.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00842,2002113474,11,R3474,10.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00843,2003819171,81,Z9171,10.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00844,2003114219,11,R4219,10.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00845,2003050601,05,H0601,8.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00846,2001112357,11,R2357,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00847,2002113084,11,R3084,13.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00848,1999110486,11,R0486,8.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00849,1999090576,09,90576,8.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00850,1999110604,11,R0604,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00851,1999046708,04,A6708,7.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00852,2002113811,11,R3811,11.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00853,2002113241,11,R3241,12.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00854,1999046854,04,A6854,7.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00855,2000047770,04,A7770,6.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00856,2001112717,11,R2717,11.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00857,2002049964,04,A9964,6.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00858,2003818694,81,Z8694,7.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00859,2003114079,11,R4079,10.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00860,1998109179,10,S9179,7.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00861,2001048316,04,A8316,9.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00862,2003050432,05,H0432,7.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00863,2003114085,11,R4085,7.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00864,1999046686,04,A6686,6.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00865,2003818937,81,Z8937,9.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00866,2003820531,82,X0531,10.2,60,4,2,2005-03-14,73,BAND 2,2,5 TEATS !
05SH00867,1999090280,09,90280,11.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00868,2000111201,11,R1201,8.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00869,2003819350,81,Z9350,9.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00870,2000047609,04,A7609,6.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00871,2000112054,11,R2054,9.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00872,2002113592,11,R3592,10.4,62,3,2,2005-03-14,73,BAND 2,2,?R3542=R3592
05SH00873,1999090694,09,90694,9.0,58,5,2,2005-03-14,73,BAND 2,2,
05SH00874,2002049683,04,A9683,10.2,60,4,2,2005-03-14,73,BAND 2,2,
05SH00875,1999090035,09,90035,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00876,2003114088,11,R4088,9.4,62,3,2,2005-03-14,73,BAND 2,2,
05SH00877,2002113757,11,R3757,10.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00878,2002113085,11,R3085,10.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00879,2002113830,11,R3830,6.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00880,2002050208,05,P0208,5.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00881,2002049298,04,A9298,8.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00882,2003818679,81,Z8679,7.2,58,5,2,2005-03-14,73,BAND 2,2,
05SH00883,2002112984,11,R2984,6.8,62,3,2,2005-03-14,73,BAND 2,2,
05SH00884,2003818784,81,Z8784,7.6,62,3,2,2005-03-14,73,BAND 2,2,
05SH00885,2003114126,11,R4126,9.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00886,1999046300,04,A6300,5.8,58,5,2,2005-03-14,73,BAND 2,2,
05SH00887,2001048226,04,A8226,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00888,2003050564,05,H0564,9.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00889,2002049432,04,A9432,7.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00890,2000047385,04,A7385,6.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00891,2000047509,04,A7509,9.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00892,2001112728,11,R2728,9.2,62,3,2,2005-03-14,73,BAND 2,2,
05SH00893,1999090791,09,90791,8.4,58,5,2,2005-03-14,73,BAND 2,2,
05SH00894,1999090883,09,90883,10.0,62,3,2,2005-03-14,73,BAND 2,2,
05SH00895,2003050715,05,H0715,7.6,58,5,2,2005-03-14,73,BAND 2,2,
05SH00896,2002113404,11,R3404,10.8,60,4,2,2005-03-14,73,BAND 2,2,
05SH00897,1998045304,04,A5304,6.0,60,4,2,2005-03-14,73,BAND 2,2,
05SH00898,2002113452,11,R3452,14.4,60,4,2,2005-03-14,73,BAND 2,2,
05SH00899,1999090844,09,90844,5.6,60,4,2,2005-03-14,73,BAND 2,2,
05SH00900,2002113019,11,R3019,10.8,62,3,2,2005-03-14,73,BAND 2,2,
