UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK
05SH01207,1999447375,44,T7375,10.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01208,1998446489,44,T6489,10.0,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01209,2000047157,04,A7157,6.8,56,6,2,2005-03-13,72,OVX UTE,O,
05SH01210,2002818406,81,Z8406,9.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01211,1999110741,11,R0741,11.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01212,1997044510,04,A4510,7.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01213,2000001499,00,01499,13.8,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01214,1998446544,44,T6544,10.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01215,2002818251,81,Z8251,12.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01216,2003820120,82,X0120,9.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01217,2001048671,04,A8671,9.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01218,1998045949,04,A5949,8.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01219,1998109203,10,S9203,12.8,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01220,2002818381,81,Z8381,8.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01221,1997044491,04,A4491,7.0,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01222,2000111541,11,R1541,14.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01223,2000001417,00,01417,10.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01224,2002818334,81,Z8334,10.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01225,2001112901,11,R2901,10.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01226,1998814704,81,Z4704,10.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01227,1998045847,04,A5847,8.0,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01228,1998008281,00, 8281,7.4,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01229,2002818247,81,Z8247,9.8,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01230,1998446479,44,T6479,9.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01231,2000001139,00,01139,13.0,56,6,2,2005-03-13,72,OVX UTE,O,
05SH01232,2003819126,81,Z9126,10.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01233,2000001257,00,01257,13.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01234,2001048804,04,A8804,8.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01235,2000047447,04,A7447,7.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01236,1997044743,04,A4743,8.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01237,2002642340,64,K2340,8.8,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01238,2002818308,81,Z8308,12.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01239,1998045878,04,A5878,7.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01240,2000001287,00,01287,11.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01241,2003820050,82,X0050,8.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01242,2002818318,81,Z8318,12.4,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01243,2003818980,81,Z8980,9.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01244,1998109778,10,S9778,11.4,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01245,2000001486,00,01486,9.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01246,2003642809,64,K2809,11.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01247,2000000678,00,00678,10.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01248,2002818242,81,Z8242,9.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01249,1999640619,64,K0619,14.4,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01250,2001048682,04,A8682,7.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01251,2001112902,11,R2902,11.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01252,2000447861,44,T7861,8.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01253,2000000571,00,00571,12.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01254,1997044368,04,A4368,8.4,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01255,2003819071,81,Z9071,7.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01256,2001048486,04,A8486,10.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01257,2002818339,81,Z8339,10.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01258,2002818212,81,Z8212,12.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01259,2001448502,44,T8502,7.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01260,2002818246,81,Z8246,11.6,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01261,1998008040,00, 8040,13.4,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01262,2002818288,81,Z8288,12.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01263,2003820128,82,X0128,11.2,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01264,1999447406,44,T7406,9.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01265,2002818317,81,Z8317,8.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01266,1998446436,44,T6436,10.8,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01267,1998814666,81,Z4666,9.6,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01268,2000448264,44,T8264,12.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01269,2001048863,04,A8863,8.4,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01270,2002818321,81,Z8321,8.0,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01271,2002818328,81,Z8328,13.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01272,2000448009,44,T8009,9.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01273,1999110387,11,R0387,12.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01274,2000000876,00,00876,11.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01275,2001048668,04,A8668,10.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01276,1999640844,64,K0844,11.6,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01277,2003818762,81,Z8762,6.0,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01278,2000001056,00,01056,9.4,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01279,2002818276,81,Z8276,9.8,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01280,1999110444,11,R0444,12.4,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01281,2002818295,81,Z8295,9.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01282,2000447917,44,T7917,9.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01283,2002818314,81,Z8314,12.4,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01284,2002642085,64,K2085,11.8,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01285,2003818899,81,Z8899,8.2,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01286,2001048643,04,A8643,7.0,58,5,2,2005-03-13,72,OVX UTE,O,
05SH01287,2002818307,81,Z8307,11.0,60,4,2,2005-03-13,72,OVX UTE,O,
05SH01288,2002818397,81,Z8397,11.2,62,3,2,2005-03-13,72,OVX UTE,O,
05SH01289,2002449064,44,T9064,10.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01290,1998446852,44,T6852,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01291,2002642200,64,K2200,11.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01292,1998109588,10,S9588,9.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01293,2002642473,64,K2473,12.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01294,1999110804,11,R0804,9.6,58,5,2,2005-03-13,72,BAND 1,1,
05SH01295,2002642374,64,K2374,8.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01296,2002642201,64,K2201,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01297,2003819244,81,Z9244,6.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01298,2000641355,64,K1355,10.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01299,2003449725,44,T9725,7.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01300,2001448386,44,T8386,9.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01301,2001641738,64,K1738,11.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01302,2002448959,44,T8959,7.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01303,2001448324,44,T8324,9.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01304,2002449116,44,T9116,7.8,60,4,2,2005-03-13,72,BAND 1,1,SHORT
05SH01305,2002642297,64,K2297,7.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01306,2003303148,30, 3148,7.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01307,2000111628,11,R1628,8.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01308,2002449324,44,T9324,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01309,2003820602,82,X0602,12.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01310,2001048197,04,A8197,8.8,60,4,2,2005-03-13,72,BAND 1 / 2,1,
05SH01311,2003820450,82,X0450,11.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01312,2001641544,64,K1544,10.4,56,6,2,2005-03-13,72,BAND 1,1,
05SH01313,1999447393,44,T7393,8.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01314,2003819074,81,Z9074,9.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01315,2000047622,04,A7622,6.0,62,3,2,2005-03-13,72,BAND 1 / 2,1,SHORT
05SH01316,2003820756,82,X0756,8.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01317,2002449317,44,T9317,9.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01318,2002449185,44,T9185,11.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01319,2001448406,44,T8406,7.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01320,2003819455,81,Z9455,11.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01321,2000641070,64,K1070,9.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01322,2001641928,64,K1928,10.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01323,2001448364,44,T8364,8.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01324,2002449000,44,T9000,9.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01325,2001448314,44,T8314,10.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01326,2001448420,44,T8420,10.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01327,1999091362,09,91362,10.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01328,2000111240,11,R1240,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01329,1999640786,64,K0786,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01330,2002448918,44,T8918,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01331,2003819723,81,Z9723,12.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01332,1998109393,10,S9393,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01333,2003449653,44,T9653,10.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01334,1998640102,64,K0102,9.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01335,1998640241,64,K0241,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01336,2000448216,44,T8216,8.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01337,2002449259,44,T9259,7.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01338,2003819417,81,Z9417,7.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01339,1998446964,44,T6964,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01340,1999090096,09,90096,11.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01341,1998640180,64,K0180,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01342,2003820198,82,X0198,8.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01343,2003819357,81,Z9357,9.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01344,1998446511,44,T6511,10.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01345,1999090256,09,90256,8.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01346,1998446793,44,T6793,7.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01347,2003642915,64,K2915,12.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01348,2003819407,81,Z9407,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01349,1998446649,44,T6649,8.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01350,2002642372,64,K2372,11.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01351,2003642773,64,K2773,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01352,2003449525,44,T9525,10.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01353,2000641164,64,K1164,11.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01354,2002449267,44,T9267,8.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01355,1999640972,64,K0972,10.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01356,2003819901,81,Z9901,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01357,1999110713,11,R0713,9.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01358,2003449528,44,T9528,7.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01359,2001641810,64,K1810,11.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01360,2003303206,30, 3206,10.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01361,2003642801,64,K2801,10.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01362,2003642770,64,K2770,9.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01363,1999447080,44,T7080,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01364,2003820325,82,X0325,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01365,2001448618,44,T8618,9.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01366,2000000097,00,00097,9.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01367,2001112555,11,R2555,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01368,2001448456,44,T8456,9.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01369,2001448534,44,T8534,10.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01370,2003449768,44,T9768,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01371,2000447719,44,T7719,9.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01372,2001448339,44,T8339,9.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01373,2000641312,64,K1312,8.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01374,1999090077,09,90077,11.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01375,1998008793,00, 8793,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01376,2002642383,64,K2383,9.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01377,2000111865,11,R1865,10.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01378,2002449204,44,T9204,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01379,2003303168,30, 3168,10.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01380,2002449224,44,T9224,11.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01381,2003449540,44,T9540,7.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01382,2003819129,81,Z9129,10.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01383,1999110275,11,R0275,8.4,64,2,2,2005-03-13,72,BAND 1,1,
05SH01384,2002449189,44,T9189,9.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01385,2002449126,44,T9126,10.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01386,2003818709,81,Z8709,10.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01387,2000447760,44,T7760,11.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01388,1998640431,64,K0431,10.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01389,2003820546,82,X0546,9.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01390,2003642857,64,K2857,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01391,1999447362,44,T7362,7.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01392,2002449108,44,T9108,9.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01393,2002449314,44,T9314,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01394,2000641154,64,K1154,11.4,56,6,2,2005-03-13,72,BAND 1,1,
05SH01395,1998640297,64,K0297,10.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01396,2003820668,82,X0668,9.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01397,2002449340,44,T9340,10.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01398,2003819898,81,Z9898,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01399,2003642778,64,K2778,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01400,2003303048,30, 3048,8.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01401,2002448967,44,T8967,9.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01402,2002642154,64,K2154,7.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01403,1999640718,64,K0718,14.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01404,2003818583,81,Z8583,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01405,2002448816,44,T8816,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01406,1999090741,09,90741,10.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01407,2002449244,44,T9244,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01408,2003642898,64,K2898,7.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01409,2002642649,64,K2649,9.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01410,2003449523,44,T9523,9.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01411,1998446801,44,T6801,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01412,2002642717,64,K2717,12.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01413,2003449694,44,T9694,10.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01414,2001448509,44,T8509,13.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01415,2000111302,11,R1302,7.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01416,2001112521,11,R2521,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01417,2000111179,11,R1179,12.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01418,2003449521,44,T9521,12.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01419,2002642108,64,K2108,9.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01420,2002449254,44,T9254,10.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01421,2000641123,64,K1123,13.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01422,2003642825,64,K2825,13.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01423,2002642220,64,K2220,11.6,58,5,2,2005-03-13,72,BAND 1,1,
05SH01424,2003642961,64,K2961,11.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01425,2000447682,44,T7682,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01426,2003818741,81,Z8741,9.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01427,2003818976,81,Z8976,8.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01428,1999640723,64,K0723,11.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01429,2003449723,44,T9723,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01430,2003818686,81,Z8686,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01431,2003820755,82,X0755,7.8,60,4,2,2005-03-13,72,BAND 1,1,SHORT
05SH01432,2000111532,11,R1532,9.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01433,2001448551,44,T8551,11.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01434,2002642300,64,K2300,9.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01435,2002642504,64,K2504,12.6,58,5,2,2005-03-13,72,BAND 1,1,
05SH01436,2000001242,00,01242,9.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01437,2001112734,11,R2734,9.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01438,1999447408,44,T7408,8.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01439,1998446620,44,T6620,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01440,2000111267,11,R1267,11.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01441,1998640361,64,K0361,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01442,2003449500,44,T9500,10.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01443,2003818750,81,Z8750,8.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01444,2000111165,11,R1165,9.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01445,1999640764,64,K0764,9.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01446,2001641722,64,K1722,12.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01447,2000111162,11,R1162,10.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01448,1998446598,44,T6598,8.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01449,1998446525,44,T6525,6.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01450,2002449052,44,T9052,6.6,62,3,2,2005-03-13,72,BAND 1,1,
05SH01451,2002642653,64,K2653,8.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01452,2003449561,44,T9561,12.6,58,5,2,2005-03-13,72,BAND 1,1,
05SH01453,2000447705,44,T7705,9.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01454,2003642772,64,K2772,9.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01455,1998446510,44,T6510,9.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01456,1999091009,09,91009,9.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01457,1999640852,64,K0852,12.4,56,6,2,2005-03-13,72,BAND 1,1,
05SH01458,2003303083,30, 3083,6.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01459,1999091379,09,91379,9.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01460,2001642001,64,K2001,12.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01461,2001641563,64,K1563,10.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01462,1998446884,44,T6884,11.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01463,2002448856,44,T8856,11.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01464,2002642731,64,K2731,9.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01465,1998640055,64,K0055,10.0,58,5,2,2005-03-13,72,BAND 1,1,CUT MILK VEIN
05SH01466,1998008665,00, 8665,8.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01467,2002642124,64,K2124,11.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01468,2000448071,44,T8071,9.0,58,5,2,2005-03-13,72,BAND 1,1,
05SH01469,2002448815,44,T8815,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01470,2001448547,44,T8547,11.2,62,3,2,2005-03-13,72,BAND 1,1,
05SH01471,1999640641,64,K0641,12.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01472,1998008757,00, 8757,9.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01473,2001112878,11,R2878,11.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01474,2000641294,64,K1294,11.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01475,1999110679,11,R0679,10.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01476,1998640495,64,K0495,11.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01477,2002642679,64,K2679,9.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01478,2000111366,11,R1366,9.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01479,2001641788,64,K1788,9.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01480,2002449379,44,T9379,9.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01481,2000000737,00,00737,11.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01482,2000447995,44,T7995,11.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01483,2000447945,44,T7945,9.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01484,2003819839,81,Z9839,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01485,2001641561,64,K1561,10.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01486,1999447454,44,T7454,8.4,58,5,2,2005-03-13,72,BAND 1,1,
05SH01487,2002449262,44,T9262,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01488,2000641302,64,K1302,10.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01489,1999110177,11,R0177,8.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01490,2003449736,44,T9736,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01491,1999091251,09,91251,12.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01492,2000000545,00,00545,8.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01493,2001112945,11,R2945,11.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01494,2002642211,64,K2211,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01495,2003820573,82,X0573,8.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01496,1999091003,09,91003,9.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01497,2003820762,82,X0762,7.8,62,3,2,2005-03-13,72,BAND 1,1,
05SH01498,2003642829,64,K2829,11.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01499,2002642105,64,K2105,11.8,58,5,2,2005-03-13,72,BAND 1,1,
05SH01500,2002449036,44,T9036,11.4,62,3,2,2005-03-13,72,BAND 1,1,
05SH01501,2001641824,64,K1824,12.2,58,5,2,2005-03-13,72,BAND 1,1,
05SH01502,2003449783,44,T9783,11.0,60,4,2,2005-03-13,72,BAND 1,1,
05SH01503,2003449534,44,T9534,8.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01504,1998640372,64,K0372,9.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01505,2001448487,44,T8487,8.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01506,1998008539,00, 8539,8.6,60,4,2,2005-03-13,72,BAND 1,1,
05SH01507,2002642577,64,K2577,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01508,2000111453,11,R1453,10.4,60,4,2,2005-03-13,72,BAND 1,1,
05SH01509,2003820367,82,X0367,8.8,60,4,2,2005-03-13,72,BAND 1,1,
05SH01510,2001641895,64,K1895,10.2,60,4,2,2005-03-13,72,BAND 1,1,
05SH01511,2002448887,44,T8887,9.0,62,3,2,2005-03-13,72,BAND 1,1,
05SH01512,2002449020,44,T9020,8.0,62,3,2,2005-03-13,72,BAND 1,1,
