UID,ID10,SEX,SHDAY,DAYSH,BGRP,BRD,ETAG,GRFL,GRADE,FLGR1,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
00SH00073,1997107852,2,2000-03-06,66,1,10,S7852,9.2,62,3,,07,3.0,156,2000-05-01,2,0,00
00SH00074,1997108197,2,2000-03-06,66,1,10,S8197,9.0,62,3,,07,3.0,143,2000-04-24,2,0,00
00SH00075,1996107341,2,2000-03-06,66,1,10,S7341,9.8,62,3,,07,4.0,180,2000-04-27,1,0,00
00SH00076,1997639342,2,2000-03-06,66,1,63,K9342,11.0,60,4,,06,3.0,190,2000-04-27,1,0,00
00SH00077,1994104439,2,2000-03-06,66,1,10,S4439,11.8,62,3,,42,6.0,181,2000-04-20,1,0,00
00SH00078,1996106951,2,2000-03-06,66,1,10,S6951,10.4,62,3,,07,4.0,160,2000-04-20,1,0,00
00SH00079,1995106328,2,2000-03-06,66,1,10,S6328,10.4,58,5,,07,5.0,182,2000-04-24,2,0,00
00SH00080,1998109133,2,2000-03-06,66,1,10,S9133,10.8,60,4,,07,2.0,139,2000-04-27,1,84,00
00SH00081,1994105009,2,2000-03-06,66,1,10,S5009,12.8,60,4,,07,6.0,173,2000-04-24,2,0,00
00SH00082,1995105836,2,2000-03-06,66,1,10,S5836,11.4,60,4,,07,5.0,0,,*,0,00
00SH00083,1998640173,2,2000-03-06,66,1,64,K0173,12.4,56,6,,06,2.0,185,2000-04-27,1,84,00
00SH00084,1995105532,2,2000-03-06,66,1,10,S5532,9.2,64,2,,07,5.0,221,2000-04-20,1,0,00
00SH00085,1998109121,2,2000-03-06,66,1,10,S9121,11.0,60,4,,07,2.0,159,2000-04-27,1,73,00
00SH00086,1997446114,2,2000-03-06,66,1,44,T6114,11.8,62,3,,02,3.0,205,2000-04-20,1,0,00
00SH00087,1996107192,2,2000-03-06,66,1,10,S7192,9.8,62,3,,07,4.0,194,2000-04-27,1,0,00
00SH00088,1995105842,2,2000-03-06,66,1,10,S5842,9.4,62,3,,07,5.0,0,2000-05-30,X,0,00
00SH00089,1998109228,2,2000-03-06,66,1,10,S9228,10.4,62,3,,42,2.0,139,2000-05-30,5,83,00
00SH00090,1994104828,2,2000-03-06,66,1,10,S4828,8.0,62,3,,07,6.0,166,2000-04-24,2,0,00
00SH00091,1996107660,2,2000-03-06,66,1,10,S7660,11.8,62,3,,43,4.0,170,2000-04-20,1,0,00
00SH00092,1998109615,2,2000-03-06,66,1,10,S9615,9.4,62,3,,43,2.0,143,2000-05-01,2,73,00
00SH00093,1998109314,2,2000-03-06,66,1,10,S9314,10.8,60,4,,43,2.0,156,2000-04-24,2,83,00
00SH00094,1996445586,2,2000-03-06,66,1,44,T5586,9.0,62,3,,02,4.0,200,2000-04-20,1,0,00
00SH00095,1995105811,2,2000-03-06,66,1,10,S5811,8.8,64,2,,07,5.0,169,2000-05-01,2,0,00
00SH00096,1994104640,2,2000-03-06,66,1,10,S4640,12.5,60,4,,43,6.0,190,2000-05-08,1,0,00
00SH00097,1995106040,2,2000-03-06,66,1,10,S6040,9.4,64,2,,07,5.0,174,2000-05-01,2,0,00
00SH00098,1997108090,2,2000-03-06,66,1,10,S8090,11.2,64,2,,07,3.0,167,2000-05-01,2,0,00
00SH00099,1997108394,2,2000-03-06,66,1,10,S8394,10.4,62,3,,42,3.0,182,2000-04-24,2,0,00
00SH00100,1997108831,2,2000-03-06,66,1,10,S8831,12.0,62,3,,07,3.0,0,,*,0,00
00SH00101,1995638064,2,2000-03-06,66,1,63,K8064,12.4,58,5,,06,5.0,200,2000-04-27,1,0,00
00SH00102,1996107026,2,2000-03-06,66,1,10,S7026,10.6,60,4,,43,4.0,156,2000-04-20,1,0,00
00SH00103,1998109061,2,2000-03-06,66,1,10,S9061,11.4,62,3,,43,2.0,171,2000-04-20,1,77,00
00SH00104,1998640170,2,2000-03-06,66,1,64,K0170,10.2,54,7,,06,2.0,169,2000-04-20,1,88,00
00SH00105,1998109022,2,2000-03-06,66,1,10,S9022,9.6,62,3,,43,2.0,164,2000-05-08,1,65,00
00SH00106,1995105650,2,2000-03-06,66,1,10,S5650,8.4,60,4,,07,5.0,165,2000-04-20,1,0,00
00SH00107,1998640252,2,2000-03-06,66,1,64,K0252,12.4,56,6,,06,2.0,171,2000-04-24,2,89,00
00SH00108,1998109246,2,2000-03-06,66,1,10,S9246,10.0,62,3,,07,2.0,125,2000-04-24,2,81,00
00SH00109,1995105951,2,2000-03-06,66,1,10,S5951,10.0,62,3,,07,5.0,200,2000-05-01,2,0,00
00SH00110,1998109124,2,2000-03-06,66,1,10,S9124,11.4,62,3,,07,2.0,151,2000-05-08,1,80,00
00SH00111,1996106994,2,2000-03-06,66,1,10,S6994,8.0,60,4,,43,4.0,184,2000-04-20,1,0,00
00SH00112,1993443739,2,2000-03-06,66,1,44,T3739,11.2,60,4,,02,7.0,203,2000-04-24,2,0,00
00SH00113,1997108743,2,2000-03-06,66,1,10,S8743,9.0,64,2,,07,3.0,182,2000-04-20,1,0,00
00SH00114,1996107151,2,2000-03-06,66,1,10,S7151,11.0,64,2,,07,4.0,200,2000-05-01,2,0,00
00SH00115,1998109192,2,2000-03-06,66,1,10,S9192,10.2,62,3,,07,2.0,146,2000-04-24,2,80,00
00SH00116,1997639590,2,2000-03-06,66,1,63,K9590,12.2,60,4,,06,3.0,209,2000-04-20,1,0,00
00SH00117,1997108465,2,2000-03-06,66,1,10,S8465,11.2,62,3,,07,3.0,157,2000-04-24,2,0,00
00SH00118,1998446725,2,2000-03-06,66,1,44,T6725,11.6,60,4,,02,2.0,180,2000-04-20,1,0,00
00SH00119,1997107857,2,2000-03-06,66,1,10,S7857,9.6,60,4,,43,3.0,189,2000-05-30,5,0,00
00SH00120,1997108652,2,2000-03-06,66,1,10,S8652,10.6,62,3,,07,3.0,162,2000-04-20,1,0,00
00SH00121,1994105137,2,2000-03-06,66,1,10,S5137,11.0,60,4,,42,6.0,141,2000-05-08,1,0,00
00SH00122,1998640242,2,2000-03-06,66,1,64,K0242,6.8,60,4,LIGHT,05,2.0,191,2000-04-27,1,0,00
00SH00123,1996106756,2,2000-03-06,66,1,10,S6756,11.8,60,4,,43,4.0,206,2000-04-20,1,0,00
00SH00124,1997107928,2,2000-03-06,66,1,10,S7928,7.2,64,2,LIGHT,07,3.0,147,2000-04-24,2,0,00
00SH00125,1996107004,2,2000-03-06,66,1,10,S7004,8.4,62,3,,07,4.0,165,2000-04-20,1,0,00
00SH00126,1998446511,2,2000-03-06,66,1,44,T6511,9.0,64,2,,02,2.0,186,2000-04-27,1,0,00
00SH00127,1998109167,2,2000-03-06,66,1,10,S9167,13.0,60,4,,43,2.0,159,2000-05-01,2,72,00
00SH00128,1998109257,2,2000-03-06,66,1,10,S9257,7.6,64,2,LIGHT,43,2.0,142,2000-05-01,2,72,00
00SH00129,1997107985,2,2000-03-06,66,1,10,S7985,9.6,62,3,,43,3.0,153,2000-04-20,1,0,00
00SH00130,1997446152,2,2000-03-06,66,1,44,T6152,10.0,64,2,,02,3.0,177,2000-04-24,2,0,00
00SH00131,1997108188,2,2000-03-06,66,1,10,S8188,11.6,62,3,,07,3.0,189,2000-04-27,1,0,00
00SH00132,1996107486,2,2000-03-06,66,1,10,S7486,9.6,62,3,,43,4.0,153,2000-04-27,1,0,00
00SH00133,1994104868,2,2000-03-06,66,1,10,S4868,9.4,64,2,,07,6.0,165,2000-04-24,2,0,00
00SH00134,1996106682,2,2000-03-06,66,1,10,S6682,10.6,62,3,,07,4.0,196,2000-04-24,2,0,00
00SH00135,1997107940,2,2000-03-06,66,1,10,S7940,10.0,60,4,,07,3.0,162,2000-04-24,2,0,00
00SH00136,1997446220,2,2000-03-06,66,1,44,T6220,9.2,62,3,,02,3.0,158,2000-05-01,2,0,00
00SH00137,1998640458,2,2000-03-06,66,1,64,K0458,11.8,60,4,,06,2.0,207,2000-05-01,2,90,00
00SH00138,1997108070,2,2000-03-06,66,1,10,S8070,10.0,64,2,,43,3.0,141,2000-04-24,2,0,00
00SH00139,1996107031,2,2000-03-06,66,1,10,S7031,9.2,62,3,,43,4.0,167,2000-04-20,1,0,00
00SH00140,1996106695,2,2000-03-06,66,1,10,S6695,11.2,62,3,,43,4.0,188,2000-04-20,1,0,00
00SH00141,1997639674,2,2000-03-06,66,1,63,K9674,12.4,60,4,,06,3.0,209,2000-04-24,2,0,00
00SH00142,1996638517,2,2000-03-06,66,1,63,K8517,11.4,60,4,,06,4.0,189,2000-04-20,1,0,00
00SH00143,1997446257,2,2000-03-06,66,1,44,T6257,11.0,62,3,,02,3.0,163,2000-04-20,1,0,00
00SH00144,1997108512,2,2000-03-06,66,1,10,S8512,9.2,62,3,,43,3.0,131,2000-05-08,1,0,00
00SH00145,1997108263,2,2000-03-06,66,1,10,S8263,9.8,62,3,,07,3.0,159,2000-04-24,2,0,00
00SH00146,1998109036,2,2000-03-06,66,1,10,S9036,9.4,60,4,,07,2.0,161,2000-05-01,2,80,00
00SH00147,1998640441,2,2000-03-06,66,1,64,K0441,9.4,58,5,,05,2.0,203,2000-05-01,2,0,00
00SH00148,1994104713,2,2000-03-06,66,1,10,S4713,9.8,62,3,,42,6.0,156,2000-04-27,1,0,00
00SH00149,1996107245,2,2000-03-06,66,1,10,S7245,9.2,62,3,,07,4.0,202,2000-04-20,1,0,00
00SH00150,1997108609,2,2000-03-06,66,1,10,S8609,13.8,60,4,HEAVY,43,3.0,165,2000-04-24,2,0,00
00SH00151,1998109041,2,2000-03-06,66,1,10,S9041,10.6,60,4,,43,2.0,175,2000-04-20,1,82,00
00SH00152,1996106604,2,2000-03-06,66,1,10,S6604,10.2,60,4,,07,4.0,183,2000-05-23,2,0,00
00SH00153,1996638941,2,2000-03-06,66,1,63,K8941,14.0,58,5,HEAVY,06,4.0,220,2000-05-08,1,0,00
00SH00154,1996106832,2,2000-03-06,66,1,10,S6832,12.2,60,4,,07,4.0,171,2000-04-27,1,0,00
00SH00155,1996638790,2,2000-03-06,66,1,63,K8790,9.6,56,6,,05,4.0,190,2000-04-20,1,0,00
00SH00156,1996107154,2,2000-03-06,66,1,10,S7154,8.6,62,3,,43,4.0,166,2000-04-20,1,0,00
00SH00157,1996107258,2,2000-03-06,66,1,10,S7258,9.4,64,2,,42,4.0,168,2000-05-01,2,0,00
00SH00158,1996107119,2,2000-03-06,66,1,10,S7119,10.8,62,3,,43,4.0,181,2000-04-20,1,0,00
00SH00159,1997639706,2,2000-03-06,66,1,63,K9706,10.6,58,5,,05,3.0,155,2000-05-01,2,0,00
00SH00160,1995106330,2,2000-03-06,66,1,10,S6330,10.0,64,2,,07,5.0,193,2000-04-27,1,0,00
00SH00161,1998109588,2,2000-03-06,66,1,10,S9588,9.0,60,4,,07,2.0,184,2000-04-27,1,81,00
00SH00162,1999640675,1,2000-03-09,69,Y,64,K0675,7.6,58,5,,06,1.0,181,2000-05-22,Y,56,00
00SH00163,1999447213,1,2000-03-09,69,Y,44,T7213,7.4,62,3,,02,1.0,166,2000-05-22,Y,68,00
00SH00164,1999046853,1,2000-03-09,69,Y,04,A6853,5.4,60,4,,30,1.0,186,2000-05-22,Y,52,00
00SH00165,1999815429,1,2000-03-09,69,Y,81,Z5429,6.8,60,4,,00,1.0,112,2000-05-22,Y,0,00
00SH00166,1999815709,1,2000-03-09,69,Y,81,Z5709,6.6,60,4,,32,1.0,141,2000-05-22,Y,0,00
00SH00167,1999815451,1,2000-03-09,69,Y,81,Z5451,8.4,60,4,,32,1.0,187,2000-05-22,Y,0,00
00SH00168,1999447630,1,2000-03-09,69,Y,44,T7630,7.4,60,4,,02,1.0,191,2000-05-22,Y,51,00
00SH00169,1999046350,1,2000-03-09,69,Y,04,A6350,8.2,60,4,,30,1.0,172,2000-05-22,Y,68,00
00SH00170,1999110410,1,2000-03-09,69,Y,11,R0410,6.6,60,4,,43,1.0,138,2000-05-22,Y,70,00
00SH00171,1999110925,1,2000-03-09,69,Y,11,R0925,6.2,62,3,,07,1.0,131,2000-05-22,Y,56,00
00SH00172,1999109994,1,2000-03-09,69,Y,10,S9994,11.2,60,4,,07,1.0,191,2000-05-22,Y,79,00
00SH00173,1999046664,1,2000-03-09,69,Y,04,A6664,6.6,62,3,,30,1.0,177,2000-05-22,Y,72,00
00SH00174,1999640814,1,2000-03-09,69,Y,64,K0814,9.2,60,4,,06,1.0,201,2000-05-22,Y,70,00
00SH00175,1999815649,1,2000-03-09,69,Y,81,Z5649,4.0,62,3,,32,1.0,111,2000-05-22,Y,0,00
00SH00176,1999110468,1,2000-03-09,69,Y,11,R0468,7.4,62,3,,07,1.0,158,2000-05-22,Y,56,00
00SH00177,1999640937,1,2000-03-09,69,Y,64,K0937,5.6,62,3,LIGHT,05,1.0,156,2000-05-22,Y,62,00
00SH00178,1999447193,1,2000-03-09,69,Y,44,T7193,4.6,60,4,LIGHT,02,1.0,125,2000-05-22,Y,55,00
00SH00179,1999815610,1,2000-03-09,69,Y,81,Z5610,5.8,62,3,,02,1.0,118,2000-05-22,Y,0,00
00SH00180,1999815442,1,2000-03-09,69,Y,81,Z5442,9.2,58,5,,01,1.0,166,2000-05-22,Y,0,00
00SH00181,1999046945,1,2000-03-09,69,Y,04,A6945,6.6,58,5,,30,1.0,174,2000-05-22,Y,59,00
00SH00182,1999815647,1,2000-03-09,69,Y,81,Z5647,5.0,62,3,,32,1.0,132,2000-05-22,Y,0,00
00SH00183,1999815460,1,2000-03-09,69,Y,81,Z5460,7.0,60,4,,00,1.0,159,2000-05-22,Y,0,00
00SH00184,1999447085,1,2000-03-09,69,Y,44,T7085,5.2,62,3,,02,1.0,159,2000-05-22,Y,62,00
00SH00185,1999815488,1,2000-03-09,69,Y,81,Z5488,6.6,62,3,,32,1.0,146,2000-05-22,Y,0,00
00SH00186,1999815519,1,2000-03-09,69,Y,81,Z5519,8.0,60,4,,32,1.0,132,2000-05-22,Y,0,00
00SH00187,1999815655,1,2000-03-09,69,Y,81,Z5655,4.8,60,4,,00,1.0,129,2000-05-22,Y,0,00
00SH00188,1999815621,1,2000-03-09,69,Y,81,Z5621,8.0,60,4,,32,1.0,153,2000-05-22,Y,0,00
00SH00189,1999815558,1,2000-03-09,69,Y,81,Z5558,7.8,60,4,,00,1.0,154,2000-05-22,Y,0,00
00SH00190,1999046115,1,2000-03-09,69,Y,04,A6115,7.2,62,3,,30,1.0,151,2000-05-22,Y,81,00
00SH00191,1999090838,1,2000-03-09,69,Y,09,90838,6.6,62,3,,07,1.0,151,2000-05-22,Y,67,00
00SH00192,1999815819,1,2000-03-09,69,Y,81,Z5819,5.4,60,4,,02,1.0,146,2000-05-22,Y,0,00
00SH00193,1999815434,1,2000-03-09,69,Y,81,Z5434,8.2,60,4,,32,1.0,165,2000-05-22,Y,0,00
00SH00194,1999815486,1,2000-03-09,69,Y,81,Z5486,9.8,60,4,,32,1.0,180,2000-05-22,Y,0,00
00SH00195,1999046680,1,2000-03-09,69,Y,04,A6680,5.8,60,4,,30,1.0,146,2000-05-22,Y,72,00
00SH00196,1999815582,1,2000-03-09,69,Y,81,Z5582,5.4,60,4,,02,1.0,130,2000-05-22,Y,0,00
00SH00197,1999447513,1,2000-03-09,69,Y,44,T7513,6.4,62,3,,02,1.0,147,2000-05-22,Y,65,00
00SH00198,1999815691,1,2000-03-09,69,Y,81,Z5691,5.8,60,4,,00,1.0,152,2000-05-22,Y,0,00
00SH00199,1999815539,1,2000-03-09,69,Y,81,Z5539,9.0,62,3,,01,1.0,153,2000-05-22,Y,0,00
00SH00200,1999815589,1,2000-03-09,69,Y,81,Z5589,7.4,62,3,,00,1.0,144,2000-05-22,Y,0,00
00SH00201,1999815530,1,2000-03-09,69,Y,81,Z5530,5.0,62,3,,00,1.0,126,2000-05-22,Y,0,00
00SH00202,1999447306,1,2000-03-09,69,Y,44,T7306,5.8,62,3,,02,1.0,149,2000-05-22,Y,72,00
00SH00203,1999110660,1,2000-03-09,69,Y,11,R0660,6.4,62,3,,07,1.0,159,2000-05-22,Y,68,00
00SH00204,1999815538,1,2000-03-09,69,Y,81,Z5538,9.4,58,5,,01,1.0,139,2000-05-22,Y,0,00
00SH00205,1999815537,1,2000-03-09,69,Y,81,Z5537,8.6,60,4,,00,1.0,159,2000-05-22,Y,0,00
00SH00206,1999815415,1,2000-03-09,69,Y,81,Z5415,7.4,58,5,,32,1.0,160,2000-05-22,Y,0,00
00SH00207,1999815522,1,2000-03-09,69,Y,81,Z5522,5.8,60,4,,00,1.0,120,2000-05-22,Y,0,00
00SH00208,1999815745,1,2000-03-09,69,Y,81,Z5745,5.4,62,3,,00,1.0,130,2000-05-22,Y,0,00
00SH00209,1999640693,1,2000-03-09,69,Y,64,K0693,9.4,60,4,,06,1.0,165,2000-05-22,Y,78,00
00SH00210,1999815409,1,2000-03-09,69,Y,81,Z5409,8.6,62,3,,02,1.0,152,2000-05-22,Y,0,00
00SH00211,1999091236,1,2000-03-09,69,Y,09,91236,6.4,62,3,,07,1.0,151,2000-05-22,Y,68,00
00SH00212,1999046599,1,2000-03-09,69,Y,04,A6599,6.4,60,4,,30,1.0,160,2000-05-22,Y,70,00
00SH00213,1999110826,1,2000-03-09,69,Y,11,R0826,10.0,62,3,,07,1.0,193,2000-05-22,Y,61,00
00SH00214,1999110476,1,2000-03-09,69,Y,11,R0476,7.2,62,3,,43,1.0,169,2000-05-22,Y,61,00
00SH00215,1999815818,1,2000-03-09,69,Y,81,Z5818,6.0,62,3,,02,1.0,146,2000-05-22,Y,0,00
00SH00216,1999640694,1,2000-03-09,69,Y,64,K0694,7.2,62,3,,05,1.0,188,2000-05-22,Y,62,00
00SH00217,1999091380,1,2000-03-09,69,Y,09,91380,5.0,62,3,,07,1.0,110,2000-05-22,Y,56,00
00SH00218,1999110588,1,2000-03-09,69,Y,11,R0588,4.5,62,3,LIGHT,07,1.0,127,2000-05-22,Y,47,00
00SH00219,1999815485,1,2000-03-09,69,Y,81,Z5485,6.0,60,4,,32,1.0,125,2000-05-22,Y,0,00
00SH00220,1999815450,1,2000-03-09,69,Y,81,Z5450,8.6,62,3,,32,1.0,168,2000-05-22,Y,0,00
00SH00221,1999815583,1,2000-03-09,69,Y,81,Z5583,8.0,60,4,,02,1.0,142,2000-05-22,Y,0,00
00SH00222,1999815710,1,2000-03-09,69,Y,81,Z5710,5.4,60,4,,32,1.0,124,2000-05-22,Y,0,00
00SH00223,1999815420,1,2000-03-09,69,Y,81,Z5420,7.4,60,4,,32,1.0,152,2000-05-22,Y,0,00
00SH00224,1999815510,1,2000-03-09,69,Y,81,Z5510,9.2,58,5,,00,1.0,177,2000-05-22,Y,0,00
00SH00225,1999815650,1,2000-03-09,69,Y,81,Z5650,5.2,60,4,,32,1.0,117,2000-05-22,Y,0,00
00SH00226,1999815614,1,2000-03-09,69,Y,81,Z5614,9.6,58,5,,32,1.0,184,2000-05-22,Y,0,00
