UID,ETAG,DATE,DAY,KG,LBS,FLWT,GRFL
20SH01330,S2315,2020-02-19,50,61,133,90,9.0
20SH01331,S2317,2020-02-19,50,48,106,80,8.0
20SH01332,S2322,2020-02-19,50,60,131,60,6.0
20SH01333,S2333,2020-02-19,50,54,119,70,7.0
20SH01334,S2339,2020-02-19,50,66,145,80,8.0
20SH01335,S2342,2020-02-19,50,61,133,60,6.0
20SH01336,S2347,2020-02-19,50,73,161,80,8.0
20SH01337,S2353,2020-02-19,50,57,125,60,6.0
20SH01338,S2355,2020-02-19,50,56,122,80,8.0
20SH01339,S2360,2020-02-19,50,49,108,60,6.0
20SH01340,S2361,2020-02-19,50,56,123,60,6.0
20SH01341,S2364,2020-02-19,50,72,157,80,8.0
20SH01342,S2366,2020-02-19,50,51,112,70,7.0
20SH01343,S2371,2020-02-19,50,65,142,80,8.0
20SH01344,S2373,2020-02-19,50,63,139,80,8.0
20SH01345,S2379,2020-02-19,50,62,136,70,7.0
20SH01346,S2381,2020-02-19,50,59,129,60,6.0
20SH01347,S2383,2020-02-19,50,52,113,90,9.0
20SH01348,S2384,2020-02-19,50,54,119,80,8.0
20SH01349,S2385,2020-02-19,50,63,139,60,6.0
20SH01350,S2389,2020-02-19,50,53,116,60,6.0
20SH01351,S2397,2020-02-19,50,52,113,90,9.0
20SH01352,S2399,2020-02-19,50,54,119,80,8.0
20SH01353,S2402,2020-02-19,50,70,154,70,7.0
20SH01354,S2413,2020-02-19,50,53,116,80,8.0
20SH01355,S2418,2020-02-19,50,50,109,70,7.0
20SH01356,S2419,2020-02-19,50,62,136,70,7.0
20SH01357,S2431,2020-02-19,50,54,119,70,7.0
20SH01358,S2433,2020-02-19,50,62,135,80,8.0
20SH01359,S2434,2020-02-19,50,64,140,80,8.0
20SH01360,S2435,2020-02-19,50,60,132,70,7.0
20SH01361,S2437,2020-02-19,50,71,156,70,7.0
20SH01362,S2441,2020-02-19,50,63,138,80,8.0
20SH01363,S2449,2020-02-19,50,48,106,70,7.0
20SH01364,S2450,2020-02-19,50,53,117,50,5.0
20SH01365,S2463,2020-02-19,50,70,154,80,8.0
20SH01366,S2466,2020-02-19,50,55,121,50,5.0
20SH01367,S2467,2020-02-19,50,60,131,70,7.0
20SH01368,S2471,2020-02-19,50,64,141,70,7.0
20SH01369,S2476,2020-02-19,50,64,141,60,6.0
20SH01370,S2479,2020-02-19,50,56,122,70,7.0
20SH01371,S2480,2020-02-19,50,72,158,90,9.0
20SH01372,S2487,2020-02-19,50,51,112,70,7.0
20SH01373,S2494,2020-02-19,50,56,122,90,9.0
20SH01374,S2503,2020-02-19,50,59,130,80,8.0
20SH01375,S2504,2020-02-19,50,60,132,80,8.0
20SH01376,S2505,2020-02-19,50,61,134,70,7.0
20SH01377,S2507,2020-02-19,50,51,112,50,5.0
20SH01378,S2510,2020-02-19,50,65,142,70,7.0
20SH01379,S2518,2020-02-19,50,54,118,70,7.0
20SH01380,S2522,2020-02-19,50,77,168,80,8.0
20SH01381,S2525,2020-02-19,50,53,117,60,6.0
20SH01382,S2535,2020-02-19,50,55,120,100,10.0
20SH01383,S2544,2020-02-19,50,70,153,70,7.0
20SH01384,S2548,2020-02-19,50,51,112,60,6.0
20SH01385,S2550,2020-02-19,50,57,124,80,8.0
20SH01386,S2555,2020-02-19,50,66,144,70,7.0
20SH01387,S2558,2020-02-19,50,60,131,70,7.0
20SH01388,S2560,2020-02-19,50,58,127,60,6.0
20SH01389,S2563,2020-02-19,50,50,110,50,5.0
20SH01390,S2580,2020-02-19,50,73,160,80,8.0
20SH01391,S2585,2020-02-19,50,59,130,70,7.0
20SH01392,S2588,2020-02-19,50,54,119,60,6.0
20SH01393,S2596,2020-02-20,51,66,145,90,9.0
20SH01394,S2608,2020-02-19,50,49,108,60,6.0
20SH01395,S2613,2020-02-19,50,69,152,80,8.0
20SH01396,S2621,2020-02-19,50,53,116,60,6.0
20SH01397,T4685,2020-02-18,49,99,217,80,8.0
20SH01398,T4865,2020-02-18,49,96,210,110,11.0
20SH01399,T5044,2020-02-18,49,87,190,90,9.0
20SH01400,T5124,2020-02-18,49,94,206,101,10.1
20SH01401,T5164,2020-02-18,49,82,180,110,11.0
20SH01402,T5182,2020-02-18,49,87,190,80,8.0
20SH01403,T5184,2020-02-18,49,91,199,120,12.0
20SH01404,T5247,2020-02-18,49,89,195,120,12.0
20SH01405,T5328,2020-02-18,49,98,216,100,10.0
20SH01406,T5343,2020-02-18,49,95,208,90,9.0
20SH01407,T5357,2020-02-18,49,87,191,90,9.0
20SH01408,T5364,2020-02-18,49,83,182,130,13.0
20SH01409,T5556,2020-02-18,49,90,198,100,10.0
20SH01410,T5568,2020-02-18,49,93,205,90,9.0
20SH01411,T5586,2020-02-18,49,79,174,90,9.0
20SH01412,T5638,2020-02-18,49,102,223,100,10.0
20SH01413,T5650,2020-02-18,49,94,207,90,9.0
20SH01414,T5652,2020-02-18,49,95,209,102,10.2
20SH01415,T5670,2020-02-18,49,98,215,110,11.0
20SH01416,T5674,2020-02-18,49,80,176,102,10.2
20SH01417,T5684,2020-02-18,49,103,226,130,13.0
20SH01418,T5717,2020-02-18,49,98,216,120,12.0
20SH01419,T5749,2020-02-18,49,102,224,110,11.0
20SH01420,T5763,2020-02-18,49,94,207,90,9.0
20SH01421,T5807,2020-02-18,49,94,207,90,9.0
20SH01422,T5811,2020-02-18,49,93,204,100,10.0
20SH01423,T5844,2020-02-18,49,79,173,90,9.0
20SH01424,T5859,2020-02-18,49,88,193,110,11.0
20SH01425,T5898,2020-02-18,49,84,185,90,9.0
20SH01426,T5929,2020-02-18,49,86,189,101,10.1
20SH01427,T5959,2020-02-18,49,92,201,90,9.0
20SH01428,T5971,2020-02-18,49,95,208,110,11.0
20SH01429,T6003,2020-02-18,49,98,216,100,10.0
20SH01430,T6020,2020-02-18,49,92,201,110,11.0
20SH01431,T6034,2020-02-18,49,93,204,101,10.1
20SH01432,T6083,2020-02-18,49,92,202,100,10.0
20SH01433,T6144,2020-02-18,49,93,204,120,12.0
20SH01434,T6181,2020-02-18,49,88,194,101,10.1
20SH01435,T6208,2020-02-18,49,86,189,120,12.0
20SH01436,T6209,2020-02-18,49,97,212,90,9.0
20SH01437,T6234,2020-02-18,49,106,232,100,10.0
20SH01438,T6238,2020-02-18,49,78,172,120,12.0
20SH01439,T6239,2020-02-18,49,96,211,90,9.0
20SH01440,T6240,2020-02-18,49,110,241,100,10.0
20SH01441,T6257,2020-02-18,49,76,166,90,9.0
20SH01442,T6259,2020-02-18,49,84,185,80,8.0
20SH01443,T6310,2020-02-19,50,89,196,80,8.0
20SH01444,T6315,2020-02-18,49,95,209,150,15.0
20SH01445,T6321,2020-02-18,49,89,196,90,9.0
20SH01446,T6328,2020-02-18,49,84,184,90,9.0
20SH01447,T6340,2020-02-19,50,67,146,80,8.0
20SH01448,T6355,2020-02-18,49,80,176,120,12.0
20SH01449,T6356,2020-02-18,49,83,182,90,9.0
20SH01450,T6366,2020-02-18,49,94,206,110,11.0
20SH01451,T6370,2020-02-18,49,77,168,80,8.0
20SH01452,T6387,2020-02-18,49,102,223,110,11.0
20SH01453,T6397,2020-02-18,49,91,199,100,10.0
20SH01454,T6413,2020-02-18,49,94,206,110,11.0
20SH01455,T6418,2020-02-18,49,98,215,110,11.0
20SH01456,T6428,2020-02-18,49,93,205,70,7.0
20SH01457,T6466,2020-02-18,49,96,210,100,10.0
20SH01458,T6467,2020-02-18,49,93,204,100,10.0
20SH01459,T6469,2020-02-18,49,77,168,100,10.0
20SH01460,T6479,2020-02-18,49,82,180,100,10.0
20SH01461,T6482,2020-02-18,49,97,213,90,9.0
20SH01462,T6483,2020-02-19,50,94,207,100,10.0
20SH01463,T6498,2020-02-18,49,79,174,110,11.0
20SH01464,T6499,2020-02-18,49,92,201,100,10.0
20SH01465,T6509,2020-02-18,49,110,242,100,10.0
20SH01466,T6510,2020-02-18,49,95,209,100,10.0
20SH01467,T6524,2020-02-19,50,101,221,90,9.0
20SH01468,T6525,2020-02-18,49,101,222,90,9.0
20SH01469,T6529,2020-02-18,49,84,184,90,9.0
20SH01470,T6537,2020-02-19,50,102,223,80,8.0
20SH01471,T6538,2020-02-19,50,82,180,80,8.0
20SH01472,T6567,2020-02-18,49,100,219,110,11.0
20SH01473,T6568,2020-02-18,49,87,190,120,12.0
20SH01474,T6594,2020-02-18,49,90,197,120,12.0
20SH01475,T6599,2020-02-18,49,96,211,110,11.0
20SH01476,T6601,2020-02-18,49,87,190,120,12.0
20SH01477,T6605,2020-02-18,49,102,224,130,13.0
20SH01478,T6623,2020-02-18,49,93,205,140,14.0
20SH01479,T6631,2020-02-18,49,92,201,99,9.9
20SH01480,T6632,2020-02-18,49,83,182,60,6.0
20SH01481,T6636,2020-02-18,49,94,206,140,14.0
20SH01482,T6641,2020-02-18,49,85,186,100,10.0
20SH01483,T6642,2020-02-18,49,87,191,80,8.0
20SH01484,T6646,2020-02-18,49,82,180,80,8.0
20SH01485,T6649,2020-02-18,49,75,164,100,10.0
20SH01486,T6651,2020-02-19,50,94,206,90,9.0
20SH01487,T6662,2020-02-18,49,81,177,60,6.0
20SH01488,T6667,2020-02-19,50,97,212,100,10.0
20SH01489,T6673,2020-02-18,49,80,175,70,7.0
20SH01490,T6689,2020-02-18,49,93,205,80,8.0
20SH01491,T6694,2020-02-18,49,88,194,100,10.0
20SH01492,T6700,2020-02-18,49,82,179,80,8.0
20SH01493,T6704,2020-02-18,49,80,175,120,12.0
20SH01494,T6713,2020-02-18,49,82,180,110,11.0
20SH01495,T6715,2020-02-18,49,90,198,110,11.0
20SH01496,T6723,2020-02-18,49,89,196,100,10.0
20SH01497,T6724,2020-02-18,49,80,175,110,11.0
20SH01498,T6728,2020-02-18,49,89,196,80,8.0
20SH01499,T6738,2020-02-18,49,92,202,110,11.0
20SH01500,T6753,2020-02-19,50,106,232,160,16.0
20SH01501,T6759,2020-02-18,49,92,201,80,8.0
20SH01502,T6763,2020-02-18,49,84,185,80,8.0
20SH01503,T6764,2020-02-18,49,93,205,80,8.0
20SH01504,T6767,2020-02-18,49,85,187,110,11.0
20SH01505,T6775,2020-02-18,49,103,226,110,11.0
20SH01506,T6784,2020-02-18,49,85,187,100,10.0
20SH01507,T6802,2020-02-19,50,105,230,160,16.0
20SH01508,T6803,2020-02-18,49,99,217,120,12.0
20SH01509,T6805,2020-02-18,49,87,191,100,10.0
20SH01510,T6810,2020-02-18,49,88,194,100,10.0
20SH01511,T6811,2020-02-18,49,88,194,120,12.0
20SH01512,T6814,2020-02-18,49,79,174,80,8.0
20SH01513,T6818,2020-02-18,49,84,185,80,8.0
20SH01514,T6823,2020-02-18,49,84,184,110,11.0
20SH01515,T6825,2020-02-18,49,81,177,110,11.0
20SH01516,T6839,2020-02-18,49,100,220,80,8.0
20SH01517,T6846,2020-02-19,50,115,252,130,13.0
20SH01518,T6858,2020-02-18,49,81,178,100,10.0
20SH01519,T6863,2020-02-18,49,88,194,90,9.0
20SH01520,T6896,2020-02-18,49,71,155,100,10.0
20SH01521,T6903,2020-02-18,49,78,171,100,10.0
20SH01522,T6906,2020-02-18,49,82,180,120,12.0
20SH01523,T6913,2020-02-18,49,91,199,110,11.0
20SH01524,T6917,2020-02-18,49,61,134,90,9.0
20SH01525,T6924,2020-02-18,49,82,180,100,10.0
20SH01526,T6927,2020-02-18,49,80,176,100,10.0
20SH01527,T6932,2020-02-18,49,78,172,110,11.0
20SH01528,T6937,2020-02-19,50,98,215,120,12.0
20SH01529,T6943,2020-02-19,50,95,208,130,13.0
20SH01530,T6947,2020-02-19,50,92,201,100,10.0
20SH01531,T6950,2020-02-19,50,80,176,100,10.0
20SH01532,T6952,2020-02-18,49,88,193,120,12.0
20SH01533,T6957,2020-02-19,50,96,211,80,8.0
20SH01534,T6958,2020-02-19,50,87,191,140,14.0
20SH01535,T6959,2020-02-18,49,83,183,100,10.0
20SH01536,T6961,2020-02-19,50,75,164,100,10.0
20SH01537,T6963,2020-02-18,49,73,161,80,8.0
20SH01538,T6966,2020-02-18,49,63,138,110,11.0
20SH01539,T6969,2020-02-18,49,76,167,100,10.0
20SH01540,T6970,2020-02-19,50,79,173,100,10.0
20SH01541,T6977,2020-02-19,50,82,179,150,15.0
20SH01542,T6979,2020-02-18,49,69,151,110,11.0
20SH01543,T6983,2020-02-19,50,92,202,140,14.0
20SH01544,T6986,2020-02-18,49,70,153,104,10.4
20SH01545,T6993,2020-02-18,49,72,157,90,9.0
20SH01546,T6994,2020-02-18,49,73,160,100,10.0
20SH01547,T6995,2020-02-18,49,72,157,100,10.0
20SH01548,T6996,2020-02-19,50,87,190,100,10.0
20SH01549,T6997,2020-02-18,49,83,182,100,10.0
20SH01550,T7011,2020-02-18,49,69,152,80,8.0
20SH01551,T7014,2020-02-18,49,81,177,100,10.0
20SH01552,T7017,2020-02-18,49,84,184,110,11.0
20SH01553,T7020,2020-02-18,49,73,161,110,11.0
20SH01554,T7021,2020-02-18,49,74,163,120,12.0
20SH01555,T7022,2020-02-19,50,97,213,120,12.0
20SH01556,T7026,2020-02-18,49,64,141,100,10.0
20SH01557,T7044,2020-02-19,50,90,198,110,11.0
20SH01558,T7046,2020-02-18,49,77,168,120,12.0
20SH01559,T7066,2020-02-19,50,91,199,130,13.0
20SH01560,T7067,2020-02-18,49,97,213,140,14.0
20SH01561,T7072,2020-02-18,49,70,153,100,10.0
20SH01562,T7076,2020-02-18,49,82,180,110,11.0
20SH01563,T7077,2020-02-19,50,98,215,120,12.0
20SH01564,T7080,2020-02-18,49,83,182,120,12.0
20SH01565,T7088,2020-02-18,49,81,178,100,10.0
20SH01566,T7091,2020-02-19,50,99,217,130,13.0
20SH01567,T7105,2020-02-19,50,100,219,120,12.0
20SH01568,T7110,2020-02-18,49,86,188,90,9.0
20SH01569,T7120,2020-02-18,49,76,166,100,10.0
20SH01570,T7126,2020-02-18,49,72,158,104,10.4
20SH01571,T7127,2020-02-18,49,70,153,100,10.0
20SH01572,T7128,2020-02-19,50,86,188,80,8.0
20SH01573,T7133,2020-02-19,50,98,215,120,12.0
20SH01574,T7138,2020-02-18,49,86,188,100,10.0
20SH01575,T7144,2020-02-18,49,63,139,100,10.0
20SH01576,T7156,2020-02-19,50,76,166,80,8.0
20SH01577,T7160,2020-02-19,50,52,114,70,7.0
20SH01578,T7161,2020-02-19,50,64,141,70,7.0
20SH01579,T7165,2020-02-19,50,66,144,80,8.0
20SH01580,T7169,2020-02-19,50,60,131,60,6.0
20SH01581,T7173,2020-02-19,50,66,144,90,9.0
20SH01582,T7180,2020-02-19,50,55,121,40,4.0
20SH01583,T7181,2020-02-19,50,60,132,80,8.0
20SH01584,T7183,2020-02-19,50,55,121,60,6.0
20SH01585,T7186,2020-02-19,50,54,119,50,5.0
20SH01586,T7189,2020-02-19,50,68,150,80,8.0
20SH01587,T7193,2020-02-19,50,68,149,80,8.0
20SH01588,T7197,2020-02-19,50,64,140,70,7.0
20SH01589,T7202,2020-02-19,50,65,143,60,6.0
20SH01590,T7207,2020-02-19,50,80,176,90,9.0
20SH01591,T7211,2020-02-19,50,50,110,80,8.0
20SH01592,T7212,2020-02-19,50,66,145,60,6.0
20SH01593,T7215,2020-02-19,50,54,119,80,8.0
20SH01594,T7226,2020-02-19,50,61,134,60,6.0
20SH01595,T7227,2020-02-19,50,71,155,70,7.0
20SH01596,T7228,2020-02-19,50,62,136,70,7.0
20SH01597,T7231,2020-02-19,50,66,145,80,8.0
20SH01598,T7234,2020-02-19,50,59,130,70,7.0
20SH01599,T7235,2020-02-19,50,61,134,80,8.0
20SH01600,T7239,2020-02-19,50,63,139,70,7.0
20SH01601,T7243,2020-02-19,50,64,140,90,9.0
20SH01602,T7245,2020-02-19,50,68,149,60,6.0
20SH01603,T7246,2020-02-19,50,62,136,70,7.0
20SH01604,T7255,2020-02-19,50,49,108,70,7.0
20SH01605,T7257,2020-02-19,50,61,133,60,6.0
20SH01606,T7258,2020-02-19,50,67,146,70,7.0
20SH01607,T7259,2020-02-19,50,60,131,70,7.0
20SH01608,T7262,2020-02-19,50,62,136,70,7.0
20SH01609,T7266,2020-02-19,50,53,116,60,6.0
20SH01610,T7273,2020-02-19,50,79,174,70,7.0
20SH01611,T7277,2020-02-19,50,67,147,70,7.0
20SH01612,T7279,2020-02-19,50,57,124,70,7.0
20SH01613,T7280,2020-02-19,50,69,151,70,7.0
20SH01614,T7282,2020-02-19,50,59,130,70,7.0
20SH01615,T7288,2020-02-19,50,40,88,90,9.0
20SH01616,T7289,2020-02-19,50,60,131,70,7.0
20SH01617,T7290,2020-02-19,50,59,130,70,7.0
20SH01618,T7292,2020-02-19,50,67,147,90,9.0
20SH01619,T7293,2020-02-19,50,64,141,70,7.0
20SH01620,T7295,2020-02-19,50,54,118,60,6.0
20SH01621,T7296,2020-02-19,50,59,130,60,6.0
20SH01622,T7298,2020-02-19,50,58,127,70,7.0
20SH01623,T7300,2020-02-19,50,70,153,60,6.0
20SH01624,T7301,2020-02-19,50,65,142,80,8.0
20SH01625,T7302,2020-02-19,50,54,118,70,7.0
20SH01626,T7304,2020-02-19,50,65,142,70,7.0
20SH01627,T7305,2020-02-19,50,72,157,80,8.0
20SH01628,T7316,2020-02-19,50,64,140,50,5.0
20SH01629,T7319,2020-02-19,50,51,111,60,6.0
20SH01630,T7322,2020-02-19,50,59,130,80,8.0
20SH01631,T7323,2020-02-19,50,57,125,70,7.0
20SH01632,T7324,2020-02-19,50,72,158,60,6.0
20SH01633,T7325,2020-02-19,50,74,163,80,8.0
20SH01634,T7327,2020-02-19,50,64,140,90,9.0
20SH01635,T7329,2020-02-19,50,71,155,80,8.0
20SH01636,T7338,2020-02-19,50,69,151,80,8.0
20SH01637,T7343,2020-02-19,50,55,121,80,8.0
20SH01638,T7345,2020-02-19,50,52,113,60,6.0
20SH01639,T7347,2020-02-19,50,48,105,70,7.0
20SH01640,T7349,2020-02-19,50,79,174,80,8.0
20SH01641,T7352,2020-02-19,50,69,151,70,7.0
20SH01642,T7359,2020-02-19,50,57,124,80,8.0
20SH01643,T7360,2020-02-19,50,63,138,80,8.0
20SH01644,T7361,2020-02-19,50,55,120,60,6.0
20SH01645,T7363,2020-02-19,50,61,134,70,7.0
20SH01646,T7373,2020-02-19,50,58,127,60,6.0
20SH01647,T7378,2020-02-19,50,74,163,80,8.0
20SH01648,T7387,2020-02-19,50,61,133,80,8.0
20SH01649,T7388,2020-02-19,50,65,143,50,5.0
20SH01650,T7389,2020-02-19,50,60,132,60,6.0
20SH01651,T7391,2020-02-19,50,61,133,60,6.0
20SH01652,T7404,2020-02-19,50,70,153,60,6.0
20SH01653,T7406,2020-02-19,50,53,116,80,8.0
20SH01654,T7409,2020-02-19,50,62,135,90,9.0
20SH01655,T7411,2020-02-19,50,52,113,70,7.0
20SH01656,T7413,2020-02-19,50,54,119,70,7.0
20SH01657,T7419,2020-02-19,50,51,111,80,8.0
20SH01658,T7420,2020-02-19,50,60,131,90,9.0
20SH01659,T7421,2020-02-19,50,62,135,70,7.0
20SH01660,T7422,2020-02-19,50,59,130,50,5.0
20SH01661,T7426,2020-02-19,50,59,130,80,8.0
20SH01662,T7437,2020-02-19,50,58,127,70,7.0
20SH01663,Z1473,2020-02-20,51,119,262,60,6.0
20SH01664,Z1482,2020-02-20,51,93,205,50,5.0
20SH01665,Z1532,2020-02-18,49,90,197,70,7.0
20SH01666,Z1549,2020-02-20,51,113,249,60,6.0
20SH01667,Z1577,2020-02-20,51,82,179,50,5.0
20SH01668,Z1613,2020-02-20,51,94,206,50,5.0
20SH01669,Z1614,2020-02-18,49,82,179,90,9.0
20SH01670,Z1638,2020-02-20,51,103,226,20,2.0
20SH01671,Z1648,2020-02-20,51,89,196,80,8.0
20SH01672,Z1663,2020-02-18,49,95,208,90,9.0
20SH01673,Z1766,2020-02-20,51,98,215,40,4.0
20SH01674,Z1834,2020-02-18,49,107,235,100,10.0
20SH01675,Z2267,2020-02-20,51,100,219,40,4.0
20SH01676,Z2278,2020-02-20,51,116,255,80,8.0
20SH01677,Z2283,2020-02-20,51,99,218,50,5.0
20SH01678,Z2318,2020-02-18,49,98,216,110,11.0
20SH01679,Z2322,2020-02-20,51,92,202,40,4.0
20SH01680,Z2336,2020-02-20,51,82,179,70,7.0
20SH01681,Z2346,2020-02-20,51,100,220,40,4.0
20SH01682,Z2415,2020-02-20,51,106,233,70,7.0
20SH01683,Z2424,2020-02-20,51,97,212,50,5.0
20SH01684,Z2428,2020-02-18,49,101,222,110,11.0
20SH01685,Z2430,2020-02-20,51,103,226,80,8.0
20SH01686,Z2467,2020-02-20,51,94,207,60,6.0
20SH01687,Z2476,2020-02-18,49,90,197,80,8.0
20SH01688,Z2573,2020-02-20,51,108,237,80,8.0
20SH01689,Z2584,2020-02-20,51,93,205,80,8.0
20SH01690,Z2642,2020-02-18,49,97,212,100,10.0
20SH01691,Z2670,2020-02-18,49,93,205,70,7.0
20SH01692,Z2676,2020-02-20,51,98,216,50,5.0
20SH01693,Z2699,2020-02-20,51,110,242,50,5.0
20SH01694,Z2702,2020-02-20,51,120,264,40,4.0
20SH01695,Z2708,2020-02-18,49,84,184,130,13.0
20SH01696,Z2710,2020-02-20,51,106,233,50,5.0
20SH01697,Z2739,2020-02-18,49,93,205,120,12.0
20SH01698,Z2740,2020-02-18,49,114,250,130,13.0
20SH01699,Z2749,2020-02-18,49,88,194,110,11.0
20SH01700,Z2776,2020-02-20,51,96,210,40,4.0
20SH01701,Z2778,2020-02-18,49,79,173,110,11.0
20SH01702,Z2785,2020-02-20,51,89,196,50,5.0
20SH01703,Z2799,2020-02-20,51,84,184,70,7.0
20SH01704,Z2832,2020-02-18,49,68,149,120,12.0
20SH01705,Z2857,2020-02-18,49,88,194,120,12.0
20SH01706,Z2859,2020-02-20,51,95,209,50,5.0
20SH01707,Z2864,2020-02-20,51,95,208,60,6.0
20SH01708,Z2874,2020-02-18,49,89,196,120,12.0
20SH01709,Z2879,2020-02-20,51,106,233,50,5.0
20SH01710,Z2885,2020-02-20,51,97,212,90,9.0
20SH01711,Z2907,2020-02-20,51,111,244,60,6.0
20SH01712,Z2938,2020-02-20,51,111,244,80,8.0
20SH01713,Z2948,2020-02-19,50,96,211,120,12.0
20SH01714,Z2973,2020-02-20,51,95,209,60,6.0
20SH01715,Z2974,2020-02-20,51,103,227,60,6.0
20SH01716,Z2975,2020-02-20,51,110,241,50,5.0
20SH01717,Z3009,2020-02-18,49,100,220,110,11.0
20SH01718,Z3064,2020-02-18,49,83,182,130,13.0
20SH01719,Z3081,2020-02-18,49,88,193,90,9.0
20SH01720,Z3153,2020-02-19,50,92,202,120,12.0
20SH01721,Z3228,2020-02-20,51,111,244,60,6.0
20SH01722,Z3235,2020-02-20,51,96,211,50,5.0
20SH01723,Z3238,2020-02-20,51,103,227,90,9.0
20SH01724,Z3257,2020-02-20,51,81,178,60,6.0
20SH01725,Z3265,2020-02-20,51,94,206,40,4.0
20SH01726,Z3276,2020-02-20,51,100,219,50,5.0
20SH01727,Z3277,2020-02-20,51,92,201,70,7.0
20SH01728,Z3278,2020-02-20,51,95,208,50,5.0
20SH01729,Z3281,2020-02-19,50,90,198,70,7.0
20SH01730,Z3288,2020-02-20,51,92,202,60,6.0
20SH01731,Z3299,2020-02-20,51,94,206,70,7.0
20SH01732,Z3301,2020-02-20,51,80,175,70,7.0
20SH01733,Z3304,2020-02-20,51,114,251,60,6.0
20SH01734,Z3310,2020-02-20,51,97,212,60,6.0
20SH01735,Z3313,2020-02-20,51,102,224,80,8.0
20SH01736,Z3333,2020-02-20,51,112,246,80,8.0
20SH01737,Z3340,2020-02-20,51,102,224,50,5.0
20SH01738,Z3371,2020-02-20,51,104,229,50,5.0
20SH01739,Z3372,2020-02-20,51,96,211,70,7.0
20SH01740,Z3380,2020-02-20,51,95,209,60,6.0
20SH01741,Z3385,2020-02-20,51,101,222,80,8.0
20SH01742,Z3386,2020-02-20,51,97,212,90,9.0
20SH01743,Z3387,2020-02-20,51,110,242,80,8.0
20SH01744,Z3399,2020-02-20,51,121,266,100,10.0
20SH01745,Z3401,2020-02-20,51,107,235,50,5.0
20SH01746,Z3412,2020-02-20,51,72,157,40,4.0
20SH01747,Z3485,2020-02-20,51,95,209,60,6.0
20SH01748,Z3506,2020-02-19,50,91,199,90,9.0
20SH01749,Z3529,2020-02-18,49,78,171,120,12.0
20SH01750,Z3581,2020-02-20,51,102,223,100,10.0
20SH01751,Z3595,2020-02-20,51,94,207,40,4.0
20SH01752,Z3630,2020-02-20,51,90,198,40,4.0
20SH01753,Z3636,2020-02-20,51,100,219,40,4.0
20SH01754,Z3656,2020-02-20,51,88,194,80,8.0
20SH01755,Z3663,2020-02-20,51,82,179,60,6.0
20SH01756,Z3686,2020-02-18,49,81,178,90,9.0
20SH01757,Z3740,2020-02-19,50,86,189,90,9.0
20SH01758,Z3749,2020-02-18,49,101,222,120,12.0
20SH01759,Z3762,2020-02-19,50,69,152,120,12.0
20SH01760,Z3792,2020-02-20,51,127,278,60,6.0
20SH01761,Z3793,2020-02-20,51,108,238,50,5.0
20SH01762,Z3797,2020-02-18,49,98,215,110,11.0
20SH01763,Z3800,2020-02-20,51,93,205,70,7.0
20SH01764,Z3801,2020-02-20,51,105,230,70,7.0
20SH01765,Z3811,2020-02-18,49,96,210,120,12.0
20SH01766,Z3814,2020-02-20,51,94,206,40,4.0
20SH01767,Z3818,2020-02-19,50,92,201,110,11.0
20SH01768,Z3822,2020-02-18,49,90,197,130,13.0
20SH01769,Z3823,2020-02-18,49,92,202,160,16.0
20SH01770,Z3833,2020-02-18,49,94,207,120,12.0
20SH01771,Z3849,2020-02-20,51,89,195,80,8.0
20SH01772,Z3860,2020-02-19,50,105,230,110,11.0
20SH01773,Z3862,2020-02-18,49,93,205,140,14.0
20SH01774,Z3865,2020-02-20,51,103,227,70,7.0
20SH01775,Z3925,2020-02-18,49,80,176,120,12.0
20SH01776,Z3927,2020-02-18,49,95,209,120,12.0
20SH01777,Z3962,2020-02-20,51,97,212,60,6.0
20SH01778,Z3978,2020-02-20,51,102,223,60,6.0
20SH01779,Z3992,2020-02-20,51,110,242,80,8.0
20SH01780,Z4008,2020-02-20,51,111,244,80,8.0
20SH01781,Z4014,2020-02-20,51,107,235,70,7.0
20SH01782,Z4092,2020-02-20,51,96,211,70,7.0
20SH01783,Z4095,2020-02-20,51,97,213,40,4.0
20SH01784,Z4097,2020-02-20,51,98,215,50,5.0
20SH01785,Z4098,2020-02-20,51,101,221,30,3.0
20SH01786,Z4111,2020-02-20,51,132,289,50,5.0
20SH01787,Z4113,2020-02-20,51,106,232,60,6.0
20SH01788,Z4116,2020-02-20,51,83,182,60,6.0
20SH01789,Z4118,2020-02-20,51,108,238,50,5.0
20SH01790,Z4119,2020-02-20,51,101,221,80,8.0
20SH01791,Z4120,2020-02-20,51,101,222,80,8.0
20SH01792,Z4121,2020-02-20,51,112,245,60,6.0
20SH01793,Z4123,2020-02-20,51,107,234,70,7.0
20SH01794,Z4125,2020-02-20,51,106,233,70,7.0
20SH01795,Z4127,2020-02-20,51,112,245,40,4.0
20SH01796,Z4128,2020-02-20,51,121,265,80,8.0
20SH01797,Z4142,2020-02-18,49,75,165,80,8.0
20SH01798,Z4153,2020-02-18,49,93,204,110,11.0
20SH01799,Z4157,2020-02-18,49,81,178,120,12.0
20SH01800,Z4168,2020-02-20,51,97,213,90,9.0
20SH01801,Z4169,2020-02-20,51,98,215,90,9.0
20SH01802,Z4189,2020-02-20,51,80,175,70,7.0
20SH01803,Z4193,2020-02-20,51,94,207,70,7.0
20SH01804,Z4228,2020-02-20,51,97,213,70,7.0
20SH01805,Z4230,2020-02-20,51,94,207,70,7.0
