UID,ETAG,DATE,DAY,KG,LBS,FLWT,GRFL
20SH00001,A0006,2020-02-19,50,72,157,60,6.0
20SH00002,A0009,2020-02-18,49,82,180,80,8.0
20SH00003,A0013,2020-02-19,50,93,204,110,11.0
20SH00004,A0023,2020-02-18,49,76,167,70,7.0
20SH00005,A0024,2020-02-19,50,83,183,70,7.0
20SH00006,A0025,2020-02-18,49,73,161,90,9.0
20SH00007,A0032,2020-02-18,49,72,157,90,9.0
20SH00008,A0049,2020-02-18,49,71,156,100,10.0
20SH00009,A0051,2020-02-19,50,100,219,90,9.0
20SH00010,A0052,2020-02-19,50,87,190,60,6.0
20SH00011,A0059,2020-02-18,49,79,173,80,8.0
20SH00012,A0061,2020-02-18,49,66,145,70,7.0
20SH00013,A0069,2020-02-18,49,79,174,80,8.0
20SH00014,A0070,2020-02-18,49,77,168,70,7.0
20SH00015,A0072,2020-02-19,50,86,188,80,8.0
20SH00016,A0073,2020-02-19,50,93,205,90,9.0
20SH00017,A0078,2020-02-18,49,61,134,80,8.0
20SH00018,A0081,2020-02-18,49,71,155,80,8.0
20SH00019,A0089,2020-02-18,49,77,168,100,10.0
20SH00020,A0103,2020-02-18,49,73,160,70,7.0
20SH00021,A0106,2020-02-18,49,78,172,60,6.0
20SH00022,A0110,2020-02-18,49,72,158,100,10.0
20SH00023,A0121,2020-02-18,49,76,166,50,5.0
20SH00024,A0128,2020-02-18,49,85,186,110,11.0
20SH00025,A0132,2020-02-18,49,78,171,80,8.0
20SH00026,A0134,2020-02-19,50,88,193,70,7.0
20SH00027,A0136,2020-02-19,50,83,183,80,8.0
20SH00028,A0144,2020-02-18,49,75,164,60,6.0
20SH00029,A0148,2020-02-18,49,68,150,70,7.0
20SH00030,A0149,2020-02-19,50,77,169,70,7.0
20SH00031,A0158,2020-02-19,50,77,169,60,6.0
20SH00032,A0159,2020-02-19,50,80,175,100,10.0
20SH00033,A0164,2020-02-18,49,89,195,70,7.0
20SH00034,A0167,2020-02-19,50,77,169,100,10.0
20SH00035,A0173,2020-02-19,50,92,201,80,8.0
20SH00036,A0175,2020-02-19,50,74,162,100,10.0
20SH00037,A0179,2020-02-18,49,65,143,90,9.0
20SH00038,A0184,2020-02-18,49,78,171,80,8.0
20SH00039,A0187,2020-02-19,50,80,175,80,8.0
20SH00040,A0188,2020-02-18,49,72,157,90,9.0
20SH00041,A0189,2020-02-18,49,80,175,110,11.0
20SH00042,A0192,2020-02-18,49,64,141,70,7.0
20SH00043,A0193,2020-02-19,50,69,152,80,8.0
20SH00044,A0196,2020-02-18,49,81,177,100,10.0
20SH00045,A0199,2020-02-18,49,74,162,110,11.0
20SH00046,A0202,2020-02-18,49,86,188,50,5.0
20SH00047,A0203,2020-02-18,49,85,187,90,9.0
20SH00048,A0207,2020-02-18,49,72,158,100,10.0
20SH00049,A0209,2020-02-19,50,89,196,90,9.0
20SH00050,A0214,2020-02-18,49,64,141,80,8.0
20SH00051,A0216,2020-02-18,49,67,147,80,8.0
20SH00052,A0221,2020-02-18,49,71,155,50,5.0
20SH00053,A0223,2020-02-18,49,70,153,70,7.0
20SH00054,A0224,2020-02-19,50,94,207,90,9.0
20SH00055,A0227,2020-02-19,50,82,180,90,9.0
20SH00056,A0232,2020-02-18,49,79,173,90,9.0
20SH00057,A0235,2020-02-19,50,100,219,100,10.0
20SH00058,A0236,2020-02-18,49,73,161,70,7.0
20SH00059,A0240,2020-02-18,49,84,185,130,13.0
20SH00060,A0244,2020-02-18,49,85,186,80,8.0
20SH00061,A0246,2020-02-19,50,86,189,70,7.0
20SH00062,A0251,2020-02-19,50,85,187,80,8.0
20SH00063,A0252,2020-02-19,50,82,180,100,10.0
20SH00064,A0253,2020-02-18,49,68,149,70,7.0
20SH00065,A0256,2020-02-18,49,93,205,90,9.0
20SH00066,A0258,2020-02-19,50,84,184,90,9.0
20SH00067,A0263,2020-02-19,50,77,169,70,7.0
20SH00068,A0265,2020-02-18,49,73,161,80,8.0
20SH00069,A0268,2020-02-19,50,78,172,40,4.0
20SH00070,A0273,2020-02-19,50,89,196,110,11.0
20SH00071,A0279,2020-02-18,49,80,176,90,9.0
20SH00072,A0282,2020-02-19,50,77,168,90,9.0
20SH00073,A0287,2020-02-19,50,88,194,80,8.0
20SH00074,A0289,2020-02-19,50,73,160,70,7.0
20SH00075,A0296,2020-02-18,49,76,167,80,8.0
20SH00076,A0300,2020-02-18,49,90,198,70,7.0
20SH00077,A0309,2020-02-18,49,84,185,110,11.0
20SH00078,A0311,2020-02-18,49,83,183,90,9.0
20SH00079,A0313,2020-02-18,49,77,168,90,9.0
20SH00080,A0315,2020-02-19,50,86,189,40,4.0
20SH00081,A0321,2020-02-19,50,91,200,70,7.0
20SH00082,A0322,2020-02-18,49,78,171,70,7.0
20SH00083,A0327,2020-02-18,49,87,190,120,12.0
20SH00084,A0332,2020-02-18,49,85,187,100,10.0
20SH00085,A0348,2020-02-19,50,61,134,70,7.0
20SH00086,A0350,2020-02-19,50,71,155,50,5.0
20SH00087,A0354,2020-02-19,50,65,142,70,7.0
20SH00088,A0356,2020-02-19,50,64,141,90,9.0
20SH00089,A0363,2020-02-19,50,55,120,50,5.0
20SH00090,A0370,2020-02-19,50,59,130,60,6.0
20SH00091,A0373,2020-02-19,50,57,124,60,6.0
20SH00092,A0376,2020-02-19,50,70,154,60,6.0
20SH00093,A0377,2020-02-19,50,74,162,70,7.0
20SH00094,A0378,2020-02-19,50,71,155,70,7.0
20SH00095,A0379,2020-02-19,50,81,178,70,7.0
20SH00096,A0380,2020-02-19,50,54,118,70,7.0
20SH00097,A0388,2020-02-19,50,76,167,80,8.0
20SH00098,A0389,2020-02-19,50,72,158,70,7.0
20SH00099,A0390,2020-02-19,50,71,155,70,7.0
20SH00100,A0393,2020-02-19,50,72,158,80,8.0
20SH00101,A0395,2020-02-19,50,63,139,90,9.0
20SH00102,A0397,2020-02-19,50,57,125,60,6.0
20SH00103,A0398,2020-02-19,50,66,144,80,8.0
20SH00104,A0401,2020-02-19,50,68,149,60,6.0
20SH00105,A0404,2020-02-19,50,62,135,70,7.0
20SH00106,A0407,2020-02-19,50,64,140,70,7.0
20SH00107,A0408,2020-02-19,50,58,127,70,7.0
20SH00108,A0412,2020-02-19,50,72,158,60,6.0
20SH00109,A0413,2020-02-19,50,69,152,70,7.0
20SH00110,A0416,2020-02-19,50,78,172,80,8.0
20SH00111,A0417,2020-02-19,50,58,128,60,6.0
20SH00112,A0419,2020-02-19,50,67,146,60,6.0
20SH00113,A0424,2020-02-19,50,70,154,70,7.0
20SH00114,A0427,2020-02-19,50,69,152,60,6.0
20SH00115,A0428,2020-02-19,50,75,164,80,8.0
20SH00116,A0432,2020-02-19,50,66,145,80,8.0
20SH00117,A0433,2020-02-19,50,78,172,70,7.0
20SH00118,A0434,2020-02-19,50,50,110,70,7.0
20SH00119,A0435,2020-02-19,50,58,128,50,5.0
20SH00120,A0437,2020-02-19,50,62,135,70,7.0
20SH00121,A0443,2020-02-19,50,70,153,70,7.0
20SH00122,A0444,2020-02-19,50,71,156,70,7.0
20SH00123,A0446,2020-02-19,50,51,112,90,9.0
20SH00124,A0455,2020-02-19,50,70,153,50,5.0
20SH00125,A0456,2020-02-19,50,60,131,80,8.0
20SH00126,A0459,2020-02-19,50,75,165,60,6.0
20SH00127,A0460,2020-02-19,50,68,150,60,6.0
20SH00128,A0463,2020-02-19,50,65,142,60,6.0
20SH00129,A0470,2020-02-19,50,81,177,90,9.0
20SH00130,A0471,2020-02-19,50,62,135,70,7.0
20SH00131,A0473,2020-02-19,50,58,127,50,5.0
20SH00132,A0479,2020-02-19,50,60,132,60,6.0
20SH00133,A0484,2020-02-19,50,72,158,80,8.0
20SH00134,A0495,2020-02-19,50,71,156,50,5.0
20SH00135,A0498,2020-02-19,50,69,152,50,5.0
20SH00136,A0499,2020-02-19,50,68,149,60,6.0
20SH00137,A0503,2020-02-19,50,66,145,60,6.0
20SH00138,A0506,2020-02-19,50,57,125,70,7.0
20SH00139,A0507,2020-02-19,50,51,111,50,5.0
20SH00140,A0508,2020-02-19,50,70,153,70,7.0
20SH00141,A0509,2020-02-19,50,58,127,60,6.0
20SH00142,A0512,2020-02-19,50,57,124,60,6.0
20SH00143,A0516,2020-02-19,50,51,112,60,6.0
20SH00144,A0522,2020-02-19,50,55,121,70,7.0
20SH00145,A0524,2020-02-19,50,67,146,60,6.0
20SH00146,A0525,2020-02-19,50,58,128,60,6.0
20SH00147,A0533,2020-02-19,50,70,154,60,6.0
20SH00148,A0535,2020-02-19,50,65,142,80,8.0
20SH00149,A0545,2020-02-19,50,71,155,70,7.0
20SH00150,A0555,2020-02-19,50,64,140,60,6.0
20SH00151,A0562,2020-02-19,50,74,162,70,7.0
20SH00152,A0563,2020-02-19,50,64,141,60,6.0
20SH00153,A0564,2020-02-19,50,65,143,80,8.0
20SH00154,A0569,2020-02-19,50,58,127,70,7.0
20SH00155,A0583,2020-02-19,50,48,105,60,6.0
20SH00156,A0584,2020-02-19,50,65,142,60,6.0
20SH00157,A0587,2020-02-19,50,58,128,100,10.0
20SH00158,A0588,2020-02-19,50,65,142,60,6.0
20SH00159,A0590,2020-02-19,50,68,149,80,8.0
20SH00160,A0591,2020-02-19,50,61,133,50,5.0
20SH00161,A0593,2020-02-19,50,65,143,70,7.0
20SH00162,A0595,2020-02-19,50,51,112,60,6.0
20SH00163,A0596,2020-02-19,50,70,154,100,10.0
20SH00164,A0597,2020-02-19,50,72,158,70,7.0
20SH00165,A0607,2020-02-19,50,70,154,70,7.0
20SH00166,A0609,2020-02-19,50,58,128,50,5.0
20SH00167,A0610,2020-02-19,50,71,155,70,7.0
20SH00168,A0611,2020-02-19,50,68,149,70,7.0
20SH00169,A0612,2020-02-19,50,62,135,50,5.0
20SH00170,A0615,2020-02-19,50,73,160,80,8.0
20SH00171,A0622,2020-02-19,50,69,151,50,5.0
20SH00172,A0632,2020-02-19,50,63,138,80,8.0
20SH00173,A0636,2020-02-19,50,61,134,40,4.0
20SH00174,A0640,2020-02-19,50,58,127,60,6.0
20SH00175,A0641,2020-02-19,50,57,125,80,8.0
20SH00176,A0645,2020-02-19,50,64,140,70,7.0
20SH00177,A0648,2020-02-19,50,77,169,70,7.0
20SH00178,A0650,2020-02-19,50,56,122,50,5.0
20SH00179,A0654,2020-02-19,50,56,123,50,5.0
20SH00180,A0658,2020-02-19,50,73,160,60,6.0
20SH00181,A0660,2020-02-19,50,62,136,60,6.0
20SH00182,A0664,2020-02-19,50,59,129,50,5.0
20SH00183,A0665,2020-02-19,50,56,122,40,4.0
20SH00184,A0668,2020-02-19,50,65,142,80,8.0
20SH00185,A0669,2020-02-19,50,59,130,70,7.0
20SH00186,A0673,2020-02-19,50,62,135,90,9.0
20SH00187,A0676,2020-02-19,50,61,133,70,7.0
20SH00188,A0677,2020-02-19,50,63,139,80,8.0
20SH00189,A0678,2020-02-19,50,62,135,70,7.0
20SH00190,A0681,2020-02-19,50,70,154,50,5.0
20SH00191,A0683,2020-02-19,50,65,142,70,7.0
20SH00192,A0684,2020-02-19,50,62,135,70,7.0
20SH00193,A0687,2020-02-19,50,66,145,50,5.0
20SH00194,A0688,2020-02-19,50,63,139,50,5.0
20SH00195,A0689,2020-02-19,50,57,125,70,7.0
20SH00196,A0697,2020-02-19,50,68,150,50,5.0
20SH00197,A0699,2020-02-19,50,70,153,60,6.0
20SH00198,A0700,2020-02-19,50,62,135,70,7.0
20SH00199,A0705,2020-02-19,50,68,149,70,7.0
20SH00200,A0706,2020-02-19,50,63,138,50,5.0
20SH00201,A0712,2020-02-19,50,59,129,60,6.0
20SH00202,A0713,2020-02-19,50,39,86,50,5.0
20SH00203,H7986,2020-02-18,49,90,197,50,5.0
20SH00204,H8005,2020-02-19,50,107,235,80,8.0
20SH00205,H8036,2020-02-18,49,81,178,90,9.0
20SH00206,H8054,2020-02-19,50,79,173,80,8.0
20SH00207,H8248,2020-02-18,49,78,172,80,8.0
20SH00208,H8262,2020-02-19,50,86,188,60,6.0
20SH00209,H8307,2020-02-19,50,89,195,70,7.0
20SH00210,H8317,2020-02-19,50,91,199,50,5.0
20SH00211,H8328,2020-02-18,49,55,120,30,3.0
20SH00212,H8410,2020-02-19,50,89,196,110,11.0
20SH00213,H8450,2020-02-19,50,85,187,60,6.0
20SH00214,H8452,2020-02-19,50,93,204,80,8.0
20SH00215,H8468,2020-02-18,49,82,179,70,7.0
20SH00216,H8491,2020-02-19,50,99,218,100,10.0
20SH00217,H8492,2020-02-19,50,91,199,70,7.0
20SH00218,H8495,2020-02-19,50,103,226,80,8.0
20SH00219,H8511,2020-02-19,50,93,205,60,6.0
20SH00220,H8519,2020-02-19,50,90,197,50,5.0
20SH00221,H8524,2020-02-18,49,73,160,60,6.0
20SH00222,H8530,2020-02-18,49,72,157,80,8.0
20SH00223,H8545,2020-02-18,49,102,223,120,12.0
20SH00224,H8571,2020-02-19,50,93,205,80,8.0
20SH00225,H8601,2020-02-19,50,84,185,60,6.0
20SH00226,H8602,2020-02-18,49,83,183,90,9.0
20SH00227,H8694,2020-02-18,49,96,211,120,12.0
20SH00228,H8709,2020-02-18,49,88,193,90,9.0
20SH00229,H8722,2020-02-19,50,87,191,80,8.0
20SH00230,H8760,2020-02-18,49,96,211,80,8.0
20SH00231,H8765,2020-02-18,49,94,207,80,8.0
20SH00232,H8786,2020-02-18,49,82,179,0,0.0
20SH00233,H8809,2020-02-19,50,87,191,90,9.0
20SH00234,H8829,2020-02-19,50,83,183,80,8.0
20SH00235,H8860,2020-02-19,50,95,208,100,10.0
20SH00236,H8874,2020-02-19,50,92,202,70,7.0
20SH00237,H8892,2020-02-18,49,83,182,90,9.0
20SH00238,H8908,2020-02-18,49,97,213,90,9.0
20SH00239,H8909,2020-02-19,50,89,196,70,7.0
20SH00240,H8927,2020-02-18,49,100,220,70,7.0
20SH00241,H8931,2020-02-18,49,89,195,80,8.0
20SH00242,H8933,2020-02-18,49,100,220,70,7.0
20SH00243,H8939,2020-02-18,49,102,224,90,9.0
20SH00244,H8955,2020-02-18,49,107,234,70,7.0
20SH00245,H8958,2020-02-19,50,97,213,90,9.0
20SH00246,H8981,2020-02-18,49,92,201,70,7.0
20SH00247,H8988,2020-02-18,49,96,210,100,10.0
20SH00248,H9007,2020-02-18,49,86,189,80,8.0
20SH00249,H9009,2020-02-18,49,92,202,90,9.0
20SH00250,H9012,2020-02-19,50,88,193,80,8.0
20SH00251,H9013,2020-02-18,49,98,216,70,7.0
20SH00252,H9025,2020-02-18,49,89,196,90,9.0
20SH00253,H9055,2020-02-18,49,86,189,70,7.0
20SH00254,H9060,2020-02-18,49,89,196,90,9.0
20SH00255,H9074,2020-02-19,50,76,166,50,5.0
20SH00256,H9094,2020-02-18,49,112,246,80,8.0
20SH00257,H9129,2020-02-18,49,63,139,70,7.0
20SH00258,H9134,2020-02-18,49,95,208,90,9.0
20SH00259,H9149,2020-02-19,50,100,220,80,8.0
20SH00260,H9167,2020-02-18,49,86,189,80,8.0
20SH00261,H9193,2020-02-19,50,73,161,70,7.0
20SH00262,H9194,2020-02-18,49,96,210,100,10.0
20SH00263,H9195,2020-02-19,50,97,213,50,5.0
20SH00264,H9221,2020-02-18,49,90,197,50,5.0
20SH00265,H9229,2020-02-19,50,108,238,80,8.0
20SH00266,H9230,2020-02-18,49,124,272,90,9.0
20SH00267,H9231,2020-02-18,49,107,235,70,7.0
20SH00268,H9232,2020-02-18,49,98,216,80,8.0
20SH00269,H9237,2020-02-18,49,98,215,90,9.0
20SH00270,H9240,2020-02-18,49,101,222,80,8.0
20SH00271,H9270,2020-02-19,50,88,194,90,9.0
20SH00272,H9292,2020-02-19,50,100,219,110,11.0
20SH00273,H9293,2020-02-19,50,98,215,80,8.0
20SH00274,H9299,2020-02-19,50,101,222,70,7.0
20SH00275,H9306,2020-02-18,49,107,234,120,12.0
20SH00276,H9310,2020-02-18,49,84,184,110,11.0
20SH00277,H9317,2020-02-18,49,93,205,60,6.0
20SH00278,H9322,2020-02-18,49,100,220,70,7.0
20SH00279,H9325,2020-02-18,49,92,202,120,12.0
20SH00280,H9341,2020-02-19,50,91,200,80,8.0
20SH00281,H9356,2020-02-19,50,88,194,70,7.0
20SH00282,H9359,2020-02-18,49,87,190,90,9.0
20SH00283,H9380,2020-02-18,49,97,213,90,9.0
20SH00284,H9393,2020-02-18,49,79,173,100,10.0
20SH00285,H9403,2020-02-19,50,96,211,90,9.0
20SH00286,H9419,2020-02-19,50,96,210,70,7.0
20SH00287,H9421,2020-02-19,50,116,255,110,11.0
20SH00288,H9435,2020-02-19,50,91,200,70,7.0
20SH00289,H9436,2020-02-18,49,88,193,70,7.0
20SH00290,H9439,2020-02-18,49,90,197,100,10.0
20SH00291,H9448,2020-02-18,49,97,213,70,7.0
20SH00292,H9455,2020-02-19,50,93,204,70,7.0
20SH00293,H9460,2020-02-19,50,90,197,100,10.0
20SH00294,H9465,2020-02-18,49,81,177,100,10.0
20SH00295,H9471,2020-02-19,50,87,190,60,6.0
20SH00296,H9482,2020-02-18,49,88,193,90,9.0
20SH00297,H9488,2020-02-19,50,83,182,90,9.0
20SH00298,H9497,2020-02-18,49,88,194,90,9.0
20SH00299,H9501,2020-02-18,49,98,215,100,10.0
20SH00300,H9504,2020-02-19,50,91,200,80,8.0
20SH00301,H9512,2020-02-19,50,98,216,60,6.0
20SH00302,H9525,2020-02-18,49,82,179,90,9.0
20SH00303,H9537,2020-02-19,50,83,182,80,8.0
20SH00304,H9544,2020-02-18,49,81,177,80,8.0
20SH00305,H9548,2020-02-18,49,94,207,100,10.0
20SH00306,H9549,2020-02-18,49,78,171,80,8.0
20SH00307,H9551,2020-02-19,50,93,205,70,7.0
20SH00308,H9553,2020-02-18,49,92,201,100,10.0
20SH00309,H9584,2020-02-18,49,75,165,60,6.0
20SH00310,H9597,2020-02-19,50,99,218,90,9.0
20SH00311,H9598,2020-02-18,49,83,183,70,7.0
20SH00312,H9599,2020-02-19,50,97,213,110,11.0
20SH00313,H9605,2020-02-18,49,82,179,90,9.0
20SH00314,H9612,2020-02-18,49,90,198,90,9.0
20SH00315,H9614,2020-02-18,49,94,207,90,9.0
20SH00316,H9617,2020-02-19,50,94,207,100,10.0
20SH00317,H9634,2020-02-18,49,76,166,80,8.0
20SH00318,H9636,2020-02-19,50,85,187,90,9.0
20SH00319,H9647,2020-02-18,49,96,210,60,6.0
20SH00320,H9648,2020-02-18,49,82,180,60,6.0
20SH00321,H9653,2020-02-18,49,104,229,82,8.2
20SH00322,H9663,2020-02-18,49,102,223,90,9.0
20SH00323,H9672,2020-02-18,49,77,168,80,8.0
20SH00324,H9673,2020-02-19,50,103,227,80,8.0
20SH00325,H9677,2020-02-19,50,76,166,70,7.0
20SH00326,H9683,2020-02-19,50,86,188,70,7.0
20SH00327,H9684,2020-02-19,50,82,180,120,12.0
20SH00328,H9692,2020-02-18,49,93,205,90,9.0
20SH00329,H9694,2020-02-18,49,86,189,60,6.0
20SH00330,H9698,2020-02-19,50,90,197,90,9.0
20SH00331,H9707,2020-02-18,49,86,189,80,8.0
20SH00332,H9708,2020-02-19,50,90,197,70,7.0
20SH00333,H9714,2020-02-19,50,94,206,70,7.0
20SH00334,H9715,2020-02-18,49,87,191,90,9.0
20SH00335,H9720,2020-02-18,49,81,177,80,8.0
20SH00336,H9725,2020-02-18,49,109,239,110,11.0
20SH00337,H9739,2020-02-18,49,86,188,60,6.0
20SH00338,H9747,2020-02-19,50,79,173,60,6.0
20SH00339,H9754,2020-02-18,49,93,205,100,10.0
20SH00340,H9756,2020-02-19,50,85,187,60,6.0
20SH00341,H9762,2020-02-18,49,98,215,100,10.0
20SH00342,H9766,2020-02-19,50,113,249,70,7.0
20SH00343,H9779,2020-02-18,49,105,231,90,9.0
20SH00344,H9781,2020-02-18,49,89,196,70,7.0
20SH00345,H9784,2020-02-19,50,107,235,110,11.0
20SH00346,H9789,2020-02-18,49,73,160,90,9.0
20SH00347,H9791,2020-02-19,50,92,202,100,10.0
20SH00348,H9793,2020-02-18,49,91,200,120,12.0
20SH00349,H9807,2020-02-18,49,94,206,100,10.0
20SH00350,H9814,2020-02-18,49,73,161,70,7.0
20SH00351,H9818,2020-02-19,50,96,210,90,9.0
20SH00352,H9833,2020-02-18,49,85,187,70,7.0
20SH00353,H9834,2020-02-18,49,95,208,100,10.0
20SH00354,H9835,2020-02-19,50,83,182,90,9.0
20SH00355,H9845,2020-02-19,50,91,199,80,8.0
20SH00356,H9846,2020-02-18,49,94,206,80,8.0
20SH00357,H9848,2020-02-19,50,68,150,50,5.0
20SH00358,H9855,2020-02-18,49,81,178,90,9.0
20SH00359,H9865,2020-02-18,49,93,204,100,10.0
20SH00360,H9882,2020-02-19,50,76,166,90,9.0
20SH00361,H9886,2020-02-19,50,83,182,80,8.0
20SH00362,H9899,2020-02-18,49,86,189,90,9.0
20SH00363,H9900,2020-02-18,49,82,180,70,7.0
20SH00364,H9910,2020-02-19,50,77,169,60,6.0
20SH00365,H9916,2020-02-18,49,99,217,80,8.0
20SH00366,H9923,2020-02-18,49,93,204,80,8.0
20SH00367,H9926,2020-02-19,50,99,218,80,8.0
20SH00368,H9944,2020-02-19,50,84,185,80,8.0
20SH00369,H9961,2020-02-19,50,80,175,80,8.0
20SH00370,H9964,2020-02-18,49,77,169,80,8.0
