UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK,PSHDAY,GRFL_365,AGE
07SH00015,2005115902,11,R5902,11.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.5,2.0
07SH00016,2005115730,11,R5730,11.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00017,2004115007,11,R5007,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,3.0
07SH00018,2005116098,11,R6098,11.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00019,2004114484,11,R4484,11.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,3.0
07SH00020,2005116013,11,R6013,9.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.5,2.0
07SH00021,2004114801,11,R4801,10.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,3.0
07SH00022,2002113678,11,R3678,9.6,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.5,5.0
07SH00023,2000111237,11,R1237,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,7.0
07SH00024,2003642828,64,K2828,11.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,4.0
07SH00025,2004114303,11,R4303,12.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.3,3.0
07SH00026,2002113662,11,R3662,12.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.5,5.0
07SH00027,2004114390,11,R4390,12.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.3,3.0
07SH00028,2001112910,11,R2910,7.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,SHORT STAPLE,2006-02-18,7.7,6.0
07SH00029,2001112612,11,R2612,11.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.1,6.0
07SH00030,2001112709,11,R2709,10.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,6.0
07SH00031,2005115762,11,R5762,15.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,15.1,2.0
07SH00032,2004643161,64,K3161,12.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.5,3.0
07SH00033,2004114411,11,R4411,11.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,3.0
07SH00034,2000641156,64,K1156,11.8,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,7.0
07SH00035,2005643544,64,K3544,8.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.8,2.0
07SH00036,2001112736,11,R2736,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,6.0
07SH00037,2005643523,64,K3523,10.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00038,2004115185,11,R5185,10.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.7,3.0
07SH00039,2002642616,64,K2616,12.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.9,5.0
07SH00040,2005643347,64,K3347,10.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00041,2001112578,11,R2578,8.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.5,6.0
07SH00042,2002113358,11,R3358,12.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.7,5.0
07SH00043,2005115878,11,R5878,11.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00044,2005115230,11,R5230,10.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00045,1999110679,11,R0679,12.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.7,8.0
07SH00046,2005115949,11,R5949,12.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.1,2.0
07SH00047,2000000904,00,00904,8.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.5,7.0
07SH00048,2001112441,11,R2441,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.7,6.0
07SH00049,2004114409,11,R4409,12.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00050,1999110519,11,R0519,9.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.0,8.0
07SH00051,2003303101,30, 3101,9.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,9.6,3.5
07SH00052,2005643292,64,K3292,9.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.7,2.0
07SH00053,2004115169,11,R5169,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,3.0
07SH00054,2003114060,11,R4060,12.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.9,4.0
07SH00055,2000000097,00,00097,9.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.5,7.0
07SH00056,1999110203,11,R0203,10.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.9,8.0
07SH00057,1999110604,11,R0604,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.7,8.0
07SH00058,2002642655,64,K2655,14.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,14.3,5.0
07SH00059,2003820328,82,X0328,9.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.7,4.0
07SH00060,2004114290,11,R4290,10.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00061,2004114642,11,R4642,8.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.7,3.0
07SH00062,2003114089,11,R4089,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,4.0
07SH00063,2000111259,11,R1259,9.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.7,7.0
07SH00064,2001112771,11,R2771,9.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.5,6.0
07SH00065,2004114492,11,R4492,9.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.7,3.0
07SH00066,2003114101,11,R4101,11.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.5,4.0
07SH00067,2004114617,11,R4617,10.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.9,3.0
07SH00068,2002112984,11,R2984,7.0,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,6.9,5.0
07SH00069,2004114471,11,R4471,12.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.9,3.0
07SH00070,2005115674,11,R5674,14.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,K5674=R5674,2006-02-19,14.1,2.0
07SH00071,2004114322,11,R4322,11.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.3,3.0
07SH00072,2002113150,11,R3150,11.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.5,5.0
07SH00073,2003303083,30, 3083,6.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,6.2,3.5
07SH00074,2001048404,04,A8404,6.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,6.6,6.0
07SH00075,2005115931,11,R5931,11.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00076,2003642950,64,K2950,12.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.3,4.0
07SH00077,2003819985,81,Z9985,9.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,9.8,4.0
07SH00078,2001112357,11,R2357,9.2,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00079,2002113985,11,R3985,8.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,SHORT STAPLE,2006-02-18,8.5,5.0
07SH00080,2001112635,11,R2635,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,6.0
07SH00081,2003820057,82,X0057,9.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.3,4.0
07SH00082,2005116049,11,R6049,11.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.5,2.0
07SH00083,2005115420,11,R5420,10.6,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00084,2003818704,81,Z8704,10.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,10.2,4.0
07SH00085,2005116045,11,R6045,10.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.7,2.0
07SH00086,2005643390,64,K3390,11.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.3,2.0
07SH00087,2004114785,11,R4785,8.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.5,3.0
07SH00088,2004643164,64,K3164,13.2,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,13.1,3.0
07SH00089,2005115263,11,R5263,14.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,14.1,2.0
07SH00090,2004114325,11,R4325,12.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00091,2004643032,64,K3032,11.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.5,3.0
07SH00092,2005643257,64,K3257,13.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.9,2.0
07SH00093,2004114769,11,R4769,8.4,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.3,3.0
07SH00094,2005115529,11,R5529,11.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00095,2003303022,30, 3022,8.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,8.8,3.5
07SH00096,2004114799,11,R4799,8.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.3,3.0
07SH00097,2002113269,11,R3269,12.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.9,5.0
07SH00098,2004114727,11,R4727,12.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00099,2002642480,64,K2480,11.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.1,5.0
07SH00100,2004115135,11,R5135,12.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.7,3.0
07SH00101,2004115195,11,R5195,10.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,3.0
07SH00102,2004114397,11,R4397,10.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,3.0
07SH00103,2005643328,64,K3328,10.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00104,2005115918,11,R5918,10.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00105,2005643280,64,K3280,11.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00106,2002642677,64,K2677,11.0,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,5.0
07SH00107,2004115192,11,R5192,9.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.5,3.0
07SH00108,2005115830,11,R5830,10.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00109,2004114276,11,R4276,11.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,3.0
07SH00110,2005115854,11,R5854,13.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,13.1,2.0
07SH00111,2005115750,11,R5750,12.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.1,2.0
07SH00112,2005115402,11,R5402,11.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.5,2.0
07SH00113,2005115964,11,R5964,9.6,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.5,2.0
07SH00114,2004115094,11,R5094,9.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.3,3.0
07SH00115,2005115873,11,R5873,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00116,1999110763,11,R0763,10.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.5,8.0
07SH00117,2005115228,11,R5228,10.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00118,2004114588,11,R4588,10.4,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,3.0
07SH00119,2003114127,11,R4127,12.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,4.0
07SH00120,1999110098,11,R0098,10.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,8.0
07SH00121,2002113085,11,R3085,12.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,5.0
07SH00122,2004114341,11,R4341,11.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.1,3.0
07SH00123,2005115999,11,R5999,10.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00124,2003818953,81,Z8953,12.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.7,4.0
07SH00125,2005115737,11,R5737,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.8,2.0
07SH00126,2005643508,64,K3508,10.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.3,2.0
07SH00127,2005115526,11,R5526,12.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.5,2.0
07SH00128,2002112973,11,R2973,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,5.0
07SH00129,2004114957,11,R4957,8.0,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,7.9,3.0
07SH00130,2005115267,11,R5267,12.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.9,2.0
07SH00131,2003642938,64,K2938,12.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.3,4.0
07SH00132,2003819092,81,Z9092,9.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.1,4.0
07SH00133,2003642837,64,K2837,10.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,4.0
07SH00134,2005643400,64,K3400,13.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,13.7,2.0
07SH00135,2004114288,11,R4288,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.7,3.0
07SH00136,2000111884,11,R1884,11.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,7.0
07SH00137,2001641595,64,K1595,11.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.3,6.0
07SH00138,2005115535,11,R5535,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00139,2000001131,00,01131,9.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.7,7.0
07SH00140,2005643338,64,K3338,12.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.7,2.0
07SH00141,2004643173,64,K3173,10.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.1,3.0
07SH00142,2005115919,11,R5919,11.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00143,2005115880,11,R5880,9.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.3,2.0
07SH00144,2004114592,11,R4592,10.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,3.0
07SH00145,2005115248,11,R5248,9.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.5,2.0
07SH00146,2005116020,11,R6020,11.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00147,2003819628,81,Z9628,11.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,4.0
07SH00148,2005115848,11,R5848,9.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.3,2.0
07SH00149,2005115497,11,R5497,10.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.7,2.0
07SH00150,2002642124,64,K2124,11.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.5,5.0
07SH00151,2004114577,11,R4577,8.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.5,3.0
07SH00152,2005643452,64,K3452,15.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,15.5,2.0
07SH00153,2004114370,11,R4370,12.8,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.7,3.0
07SH00154,2002113646,11,R3646,9.6,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.5,5.0
07SH00155,2004643004,64,K3004,11.4,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.3,3.0
07SH00156,2001048283,04,A8283,10.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,10.8,6.0
07SH00157,2005115660,11,R5660,13.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,13.1,2.0
07SH00158,2002642521,64,K2521,12.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.5,5.0
07SH00159,2005643310,64,K3310,11.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.3,2.0
07SH00160,2004643187,64,K3187,13.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,13.1,3.0
07SH00161,2005643550,64,K3550,11.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00162,2004114812,11,R4812,8.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.3,3.0
07SH00163,2004114283,11,R4283,9.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.9,3.0
07SH00164,2005643462,64,K3462,11.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00165,2003642951,64,K2951,11.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.3,4.0
07SH00166,2002113338,11,R3338,10.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.1,5.0
07SH00167,2002642649,64,K2649,9.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.3,5.0
07SH00168,2004114684,11,R4684,9.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.7,3.0
07SH00169,2004114696,11,R4696,11.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.1,3.0
07SH00170,2002113484,11,R3484,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.8,5.0
07SH00171,2000111457,11,R1457,10.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,7.0
07SH00172,2002642400,64,K2400,14.6,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,14.5,5.0
07SH00173,2005643228,64,K3228,12.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.7,2.0
07SH00174,2004114517,11,R4517,10.6,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.5,3.0
07SH00175,2005115480,11,R5480,12.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.9,2.0
07SH00176,2001641635,64,K1635,9.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.1,6.0
07SH00177,2000111196,11,R1196,8.2,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.1,7.0
07SH00178,2004114606,11,R4606,12.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00179,2004114522,11,R4522,9.2,64,2,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.1,3.0
07SH00180,2004114362,11,R4362,8.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.7,3.0
07SH00181,2005643469,64,K3469,8.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.0,2.0
07SH00182,2005115314,11,R5314,10.6,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.5,2.0
07SH00183,2005643457,64,K3457,11.8,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.7,2.0
07SH00184,2005643463,64,K3463,11.2,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00185,2004114742,11,R4742,10.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,3.0
07SH00186,2004114691,11,R4691,12.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00187,2005643325,64,K3325,13.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.9,2.0
07SH00188,2005115317,11,R5317,9.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.0,2.0
07SH00189,2002642205,64,K2205,13.0,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.9,5.0
07SH00190,2004114488,11,R4488,12.4,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.3,3.0
07SH00191,2005643431,64,K3431,11.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.3,2.0
07SH00192,2005115965,11,R5965,15.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,14.9,2.0
07SH00193,2004643124,64,K3124,9.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,8.9,3.0
07SH00194,2005643485,64,K3485,11.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00195,2003818741,81,Z8741,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,4.0
07SH00196,2002642397,64,K2397,11.6,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.5,5.0
07SH00197,2001112916,11,R2916,10.4,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.3,6.0
07SH00198,2001641738,64,K1738,11.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,11.7,6.0
07SH00199,2005643566,64,K3566,10.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.9,2.0
07SH00200,2004643066,64,K3066,9.8,56,6,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.7,3.0
07SH00201,2005643392,64,K3392,9.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,9.1,2.0
07SH00202,2005115568,11,R5568,14.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,14.1,2.0
07SH00203,2005115952,11,R5952,11.2,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,11.1,2.0
07SH00204,2004050912,05,H0912,7.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,7.2,3.0
07SH00205,2005115355,11,R5355,11.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,10.9,2.0
07SH00206,1999640972,64,K0972,9.4,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,9.3,8.0
07SH00207,2004114384,11,R4384,12.2,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.1,3.0
07SH00208,2001048443,04,A8443,8.8,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-20,8.8,6.0
07SH00209,2004643115,64,K3115,11.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,3.0
07SH00210,2000001422,00,01422,11.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.9,7.0
07SH00211,2002113084,11,R3084,13.0,60,4,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,12.9,5.0
07SH00212,2005116012,11,R6012,8.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,8.0,2.0
07SH00213,2003642825,64,K2825,10.8,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-18,10.7,4.0
07SH00214,2005115388,11,R5388,14.0,58,5,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,13.9,2.0
07SH00215,2005115646,11,R5646,13.0,62,3,2,2007-02-21,52,Band 1 Ewe,1,,2006-02-19,12.9,2.0
