UID,ID10,BRD,ETAG,SEX,LINE,GRFL,GRADE,FLGR1,SHDAY,DAYSH,BGRP,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
99SH00062,1991038130,03,L8130,2,73,6.8,58,5,1999-03-15,74,3,,30,7.5,124,1999-04-26,3,0,99
99SH00063,1997639291,63,K9291,2,68,11.0,62,3,1999-03-15,74,3,,06,2.0,152,1999-04-26,3,95,99
99SH00064,1997044972,04,A4972,2,73,7.8,58,5,1999-03-15,74,3,,30,1.5,122,1999-06-17,5,0,99
99SH00065,1992636532,63,K6532,2,62,10.6,56,6,1999-03-15,74,3,,06,7.0,168,1999-04-26,3,0,99
99SH00066,1995041831,04,A1831,2,73,7.2,58,5,1999-03-15,74,3,,30,4.0,140,1999-04-26,3,0,99
99SH00067,1996043835,04,A3835,2,73,6.6,62,3,1999-03-15,74,3,,30,2.5,160,1999-04-26,3,0,99
99SH00068,1995042629,04,A2629,2,73,11.4,56,6,1999-03-15,74,3,,30,3.5,174,1999-04-26,3,0,99
99SH00069,1992102355,10, 5005,2,18,8.0,62,3,1999-03-15,74,3,,07,7.0,144,1999-04-26,3,0,99
99SH00070,1996006110,00, 6110,2,00,11.2,60,4,1999-03-15,74,3,,00,3.0,172,1999-05-25,3,0,99
99SH00071,1995042682,04,A2682,2,73,8.2,56,6,1999-03-15,74,3,,30,3.5,162,1999-04-26,3,0,99
99SH00072,1992102655,10,S2655,2,18,9.0,62,3,1999-03-15,74,3,,07,7.0,152,1999-04-26,3,0,99
99SH00073,1997639702,63,K9702,2,68,10.0,60,4,1999-03-15,74,3,,06,2.0,142,1999-04-26,3,82,99
99SH00074,1994000599,00, 2107,2,00,9.4,60,4,1999-03-15,74,3,,00,5.0,174,1999-04-26,3,0,99
99SH00075,1997044494,04,A4494,2,73,6.8,60,4,1999-03-15,74,3,,30,2.0,141,1999-04-26,3,0,99
99SH00076,1996043360,04,A3360,2,73,7.0,62,3,1999-03-15,74,3,,30,3.0,132,1999-04-26,3,0,99
99SH00077,1992038600,03,L8600,2,88,6.6,58,5,1999-03-15,74,3,,30,7.0,171,1999-04-26,3,0,99
99SH00078,1997007156,00, 7156,2,00,10.0,62,3,1999-03-15,74,3,,00,2.0,151,1999-04-26,3,0,99
99SH00079,1996042973,04,A2973,2,73,8.4,56,6,1999-03-15,74,3,?A2673,30,3.0,152,1999-04-26,3,0,99
99SH00080,1996006073,00, 6073,2,00,9.2,60,4,1999-03-15,74,3,,00,3.0,166,1999-05-25,3,0,99
99SH00081,1996106580,10,S6580,2,ID,8.6,60,4,1999-03-15,74,3,,43,3.0,188,1999-04-26,3,0,99
99SH00082,1996106740,10,S6740,2,ID,10.4,60,4,1999-03-15,74,3,,43,3.0,153,1999-04-26,3,0,99
99SH00083,1996043675,04,A3675,2,73,7.8,60,4,1999-03-15,74,3,,30,2.5,156,1999-04-26,3,0,99
99SH00084,1994041729,04,A1729,2,73,6.8,62,3,1999-03-15,74,3,,30,4.5,167,1999-04-26,3,0,99
99SH00085,1996638527,63,K8527,2,62,8.0,58,5,1999-03-15,74,3,,06,3.0,160,1999-04-26,3,0,99
99SH00086,1997007403,00, 7403,2,00,8.0,62,3,1999-03-15,74,3,,00,2.0,161,1999-06-01,5,0,99
99SH00087,1997044983,04,A4983,2,73,7.8,60,4,1999-03-15,74,3,,30,1.5,127,1999-04-26,3,0,99
99SH00088,1996043564,04,A3564,2,73,8.0,58,5,1999-03-15,74,3,,30,3.0,155,1999-04-26,3,0,99
99SH00089,1994637320,63,K7320,2,61,11.2,54,7,1999-03-15,74,3,,06,5.0,180,1999-05-20,3,0,99
99SH00090,1995042595,04,A2595,2,73,7.8,58,5,1999-03-15,74,3,,30,3.5,160,1999-04-26,3,0,99
99SH00091,1997107955,10,S7955,2,ID,9.6,62,3,1999-03-15,74,3,,07,2.0,147,1999-04-26,3,72,99
99SH00092,1995637857,63,K7857,2,61,9.8,60,4,1999-03-15,74,3,MSG,06,4.0,0,,*,0,99
99SH00093,1997639474,63,K9474,2,68,8.8,62,3,1999-03-15,74,3,,06,2.0,136,1999-04-26,3,80,99
99SH00094,1997044661,04,A4661,2,73,5.4,60,4,1999-03-15,74,3,,30,2.0,146,1999-04-26,3,0,99
99SH00095,1994637223,63,K7223,2,60,9.0,60,4,1999-03-15,74,3,,06,5.0,193,1999-05-20,3,0,99
99SH00096,1997007316,00, 7316,2,00,10.2,60,4,1999-03-15,74,3,,00,2.0,125,1999-05-20,3,0,99
99SH00097,1997639817,63,K9817,2,68,10.0,58,5,1999-03-15,74,3,,06,2.0,151,1999-04-26,3,82,99
99SH00098,1992103187,10, 1068,2,18,8.8,62,3,1999-03-15,74,3,WORN TAG,07,7.0,151,1999-04-26,3,0,99
99SH00099,1996107698,10,S7698,2,ch,9.2,60,4,1999-03-15,74,3,,07,3.0,171,1999-04-26,3,0,99
99SH00100,1997007124,00, 7124,2,00,8.0,60,4,1999-03-15,74,3,,00,2.0,129,1999-04-26,3,0,99
99SH00101,1992636394,63,K6394,2,62,10.2,54,7,1999-03-15,74,3,,06,7.0,179,1999-04-26,3,0,99
99SH00102,1994041629,04,A1629,2,73,6.0,60,4,1999-03-15,74,3,,30,4.5,155,1999-04-26,3,0,99
99SH00103,1995050002,05,50002,2,00,8.8,58,5,1999-03-15,74,3,,00,4.0,157,1999-05-20,3,0,99
99SH00104,1997108182,10,S8182,2,18,7.6,62,3,1999-03-15,74,3,,07,2.0,147,1999-04-26,3,65,99
99SH00105,1993104051,10,S4051,2,18,7.0,64,2,1999-03-15,74,3,,07,6.0,147,1999-04-26,3,0,99
99SH00106,1996006072,00, 6072,2,00,8.4,62,3,1999-03-15,74,3,,00,3.0,140,1999-05-26,H,0,99
99SH00107,1992103113,10, 5524,2,18,9.0,62,3,1999-03-15,74,3,?S3113,07,7.0,152,1999-04-26,3,0,99
99SH00108,1995637824,63,K7824,2,62,9.8,58,5,1999-03-15,74,3,,06,4.0,175,1999-04-26,3,0,99
99SH00109,1995050050,05,50050,2,00,8.6,58,5,1999-03-15,74,3,,00,4.0,130,1999-05-25,3,0,99
99SH00110,1993040495,04,A0495,2,73,7.4,58,5,1999-03-15,74,3,,30,5.5,180,1999-04-26,3,0,99
99SH00111,1996107600,10,S7600,2,ch,8.6,60,4,1999-03-15,74,3,,07,3.0,175,1999-04-26,3,0,99
99SH00112,1992103041,10, 9003,2,18,8.8,60,4,1999-03-15,74,3,,07,7.0,151,1999-04-26,3,0,99
99SH00113,1997108699,10,S8699,2,18,9.8,62,3,1999-03-15,74,3,,07,2.0,160,1999-04-26,3,75,99
99SH00114,1997639444,63,K9444,2,68,10.0,58,5,1999-03-15,74,3,,06,2.0,170,1999-04-26,3,78,99
99SH00115,1997007153,00, 7153,2,00,12.8,58,5,1999-03-15,74,3,,00,2.0,128,1999-04-26,3,0,99
99SH00116,1995050852,05,50852,2,00,8.4,64,2,1999-03-15,74,3,,00,4.0,169,1999-05-25,3,0,99
99SH00117,1997108978,10,S8978,2,18,6.6,64,2,1999-03-15,74,3,,07,2.0,150,1999-06-01,5,63,99
99SH00118,1996006045,00, 6045,2,00,10.0,58,5,1999-03-15,74,3,,00,3.0,158,1999-04-26,3,0,99
99SH00119,1997639726,63,K9726,2,68,8.2,60,4,1999-03-15,74,3,,06,2.0,138,1999-06-17,5,80,99
99SH00120,1995050120,05,50120,2,00,11.2,62,3,1999-03-15,74,3,,00,4.0,166,1999-04-26,3,0,99
99SH00121,1992636003,63,K6003,2,62,9.6,60,4,1999-03-15,74,3,MSG,06,7.0,0,,*,0,99
99SH00122,1994041610,04,A1610,2,73,8.4,58,5,1999-03-15,74,3,,30,4.5,156,1999-04-26,3,0,99
99SH00123,1996638534,63,K8534,2,61,9.4,58,5,1999-03-15,74,3,,06,3.0,163,1999-04-26,3,0,99
99SH00124,1997044633,04,A4633,2,73,6.4,58,5,1999-03-15,74,3,,30,2.0,96,1999-04-26,3,0,99
99SH00125,1996006124,00, 6124,2,00,9.6,60,4,1999-03-15,74,3,,00,3.0,140,1999-05-20,3,0,99
99SH00126,1992039394,03,L9394,2,73,6.2,60,4,1999-03-15,74,3,,30,6.5,139,1999-04-26,3,0,99
99SH00127,1995042639,04,A2639,2,73,8.0,60,4,1999-03-15,74,3,,30,3.5,157,1999-04-26,3,0,99
99SH00128,1997007144,00, 7144,2,00,9.2,62,3,1999-03-15,74,3,,00,2.0,136,1999-04-26,3,0,99
99SH00129,1995106460,10,S6460,2,ch,9.0,62,3,1999-03-15,74,3,,07,4.0,141,1999-04-26,3,0,99
99SH00130,1997108177,10,S8177,2,ID,8.4,60,4,1999-03-15,74,3,,07,2.0,145,1999-06-01,5,90,99
99SH00131,1997007395,00, 7395,2,00,7.0,64,2,1999-03-15,74,3,,00,2.0,144,1999-04-26,3,0,99
99SH00132,1996639190,63,K9190,2,62,8.4,60,4,1999-03-15,74,3,,06,3.0,167,1999-05-20,3,0,99
99SH00133,1997044899,04,A4899,2,73,5.8,62,3,1999-03-15,74,3,,30,1.5,132,1999-04-26,3,0,99
99SH00134,1993103935,10, 2076,2,18,10.4,60,4,1999-03-15,74,3,,07,6.0,191,1999-04-26,3,0,99
99SH00135,1997007283,00, 7283,2,00,10.0,56,6,1999-03-15,74,3,,00,2.0,152,1999-05-25,3,0,99
99SH00136,1994000194,00, 4621,2,00,8.0,60,4,1999-03-15,74,3,,00,5.0,169,1999-04-26,3,0,99
99SH00137,1993104214,10, 5508,2,18,8.8,62,3,1999-03-15,74,3,,07,6.0,132,1999-04-26,3,0,99
99SH00138,1992038738,03,L8738,2,88,8.6,58,5,1999-03-15,74,3,LOSTBIGTAG,30,7.0,166,1999-04-26,3,0,99
99SH00139,1995050445,05,50445,2,00,9.4,60,4,1999-03-15,74,3,,00,4.0,172,1999-05-17,3,0,99
99SH00140,1993104045,10,S4045,2,18,8.2,62,3,1999-03-15,74,3,?S4054,07,6.0,151,1999-04-26,3,0,99
99SH00141,1995050276,05,50276,2,00,8.0,58,5,1999-03-15,74,3,,00,4.0,134,1999-05-25,3,0,99
99SH00142,1995638076,63,K8076,2,61,9.6,56,6,1999-03-15,74,3,,06,4.0,163,1999-04-26,3,0,99
99SH00143,1995050069,05,50069,2,00,10.4,58,5,1999-03-15,74,3,,00,4.0,158,1999-04-26,3,0,99
99SH00144,1997639872,63,K9872,2,68,10.2,62,3,1999-03-15,74,3,,06,2.0,157,1999-04-26,3,80,99
99SH00145,1993104047,10,S4047,2,18,9.4,62,3,1999-03-15,74,3,,07,6.0,154,1999-06-01,5,0,99
99SH00146,1994040856,04,A0856,2,73,6.8,62,3,1999-03-15,74,3,DEAD,30,5.0,0,,*,0,99
99SH00147,1997107758,10,S7758,2,18,8.2,62,3,1999-03-15,74,3,,43,2.0,151,1999-04-26,3,65,99
99SH00148,1995050574,05,50574,2,00,8.0,58,5,1999-03-15,74,3,,00,4.0,140,1999-05-20,3,0,99
99SH00149,1993104217,10, 9526,2,18,9.4,62,3,1999-03-15,74,3,DEAD,07,6.0,0,,*,0,99
99SH00150,1993637016,63,K7016,2,62,8.6,62,3,1999-03-15,74,3,MSG,06,6.0,0,,*,0,99
99SH00151,1996006249,00, 6249,2,00,6.6,64,2,1999-03-15,74,3,,00,3.0,165,1999-05-25,3,0,99
99SH00152,1994637539,63,K7539,2,60,8.4,62,3,1999-03-15,74,3,,06,5.0,169,1999-04-26,3,0,99
99SH00153,1995050076,05,50076,2,00,9.0,60,4,1999-03-15,74,3,1TAG,00,4.0,163,1999-04-26,3,0,99
99SH00154,1997044319,04,A4319,2,73,6.8,60,4,1999-03-15,74,3,,30,2.0,142,1999-04-26,3,0,99
99SH00155,1996043498,04,A3498,2,73,7.8,58,5,1999-03-15,74,3,,30,3.0,148,1999-04-26,3,0,99
99SH00156,1997007158,00, 7158,2,00,9.0,60,4,1999-03-15,74,3,,00,2.0,149,1999-06-01,5,0,99
99SH00157,1992635986,63,K5986,2,60,13.6,54,7,1999-03-15,74,3,,06,7.0,181,1999-04-26,3,0,99
99SH00158,1994041207,04,A1207,2,73,7.6,58,5,1999-03-15,74,3,,30,5.0,168,1999-04-26,3,0,99
99SH00159,1997007295,00, 7295,2,00,9.8,58,5,1999-03-15,74,3,,00,2.0,139,1999-04-26,3,0,99
99SH00160,1995042630,04,A2630,2,73,8.2,58,5,1999-03-15,74,3,,30,3.5,141,1999-04-26,3,0,99
99SH00161,1997107788,10,S7788,2,ID,12.2,58,5,1999-03-15,74,3,,43,2.0,151,1999-04-26,3,74,99
99SH00162,1994041723,04,A1723,2,73,6.6,58,5,1999-03-15,74,3,,30,4.5,136,1999-04-26,3,0,99
99SH00163,1993103768,10, 1024,2,18,10.0,60,4,1999-03-15,74,3,WORN TAG,07,6.0,178,1999-06-01,5,0,99
99SH00164,1997108647,10,S8647,2,18,9.4,62,3,1999-03-15,74,3,,07,2.0,135,1999-04-26,3,80,99
99SH00165,1996006196,00, 6196,2,00,11.4,60,4,1999-03-15,74,3,,00,3.0,164,1999-04-26,3,0,99
99SH00166,1997639743,63,K9743,2,68,11.2,56,6,1999-03-15,74,3,,06,2.0,143,1999-06-17,5,82,99
99SH00167,1995637989,63,K7989,2,60,12.4,54,7,1999-03-15,74,3,,06,4.0,168,1999-04-26,3,0,99
99SH00168,1994000644,00,  562,2,00,8.8,60,4,1999-03-15,74,3,,00,5.0,185,1999-05-25,3,0,99
99SH00169,1995050175,05,50175,2,00,9.8,62,3,1999-03-15,74,3,,00,4.0,218,1999-05-25,3,0,99
99SH00170,1996006437,00, 6437,2,00,9.8,62,3,1999-03-15,74,3,,00,3.0,160,1999-05-25,3,0,99
99SH00171,1997108468,10,S8468,2,18,8.8,60,4,1999-03-15,74,3,,43,2.0,147,1999-04-26,3,78,99
99SH00172,1996006052,00, 6052,2,00,9.0,60,4,1999-03-15,74,3,,00,3.0,171,1999-04-26,3,0,99
99SH00173,1993104042,10, 9024,2,18,7.8,60,4,1999-03-15,74,3,,07,6.0,145,1999-04-26,3,0,99
99SH00174,1994041701,04,A1701,2,73,6.4,58,5,1999-03-15,74,3,MSG,30,4.5,0,,*,0,99
99SH00175,1996006266,00, 6266,2,00,12.4,60,4,1999-03-15,74,3,,00,3.0,201,1999-05-25,3,0,99
99SH00176,1996006172,00, 6172,2,00,10.8,60,4,1999-03-15,74,3,,00,3.0,170,1999-05-25,3,0,99
99SH00177,1994040943,04,A0943,2,73,6.8,58,5,1999-03-15,74,3,,30,5.0,152,1999-04-26,3,0,99
99SH00178,1997044956,04,A4956,2,73,6.4,60,4,1999-03-15,74,3,,30,1.5,128,1999-04-26,3,0,99
99SH00179,1997108879,10,S8879,2,ID,11.2,62,3,1999-03-15,74,3,,43,2.0,159,1999-06-01,5,82,99
99SH00180,1992103379,10,S3379,2,18,8.8,62,3,1999-03-15,74,3,,07,6.5,154,1999-04-26,3,0,99
99SH00181,1997108393,10,S8393,2,ID,6.4,60,4,1999-03-15,74,3,,07,2.0,141,1999-04-26,3,72,99
99SH00182,1993040258,04,A0258,2,72,8.4,58,5,1999-03-15,74,3,,30,5.5,158,1999-04-26,3,0,99
99SH00183,1997007123,00, 7123,2,00,9.4,58,5,1999-03-15,74,3,,00,2.0,116,1999-04-26,3,0,99
99SH00184,1996043827,04,A3827,2,73,8.2,56,6,1999-03-15,74,3,,30,2.5,144,1999-04-26,3,0,99
99SH00185,1997107792,10,S7792,2,ID,10.0,60,4,1999-03-15,74,3,,07,2.0,153,1999-04-26,3,76,99
99SH00186,1996043952,04,A3952,2,73,5.4,58,5,1999-03-15,74,3,,30,2.5,127,1999-04-26,3,0,99
99SH00187,1997108619,10,S8619,2,18,9.4,60,4,1999-03-15,74,3,,07,2.0,146,1999-04-26,3,75,99
99SH00188,1996006099,00, 6099,2,00,11.2,62,3,1999-03-15,74,3,,00,3.0,156,1999-04-26,3,0,99
99SH00189,1994041351,04,A1351,2,73,6.8,60,4,1999-03-15,74,3,,30,5.0,183,1999-04-26,3,0,99
99SH00190,1996107170,10,S7170,2,ID,10.8,62,3,1999-03-15,74,3,,43,3.0,154,1999-04-26,3,0,99
99SH00191,1996006036,00, 6036,2,00,9.4,62,3,1999-03-15,74,3,,00,3.0,151,1999-05-25,3,0,99
99SH00192,1997007256,00, 7256,2,00,9.6,60,4,1999-03-15,74,3,,00,2.0,159,1999-04-26,3,0,99
99SH00193,1994637064,63,K7064,2,62,12.4,58,5,1999-03-15,74,3,,06,5.0,192,1999-06-01,5,0,99
99SH00194,1996638969,63,K8969,2,61,8.8,54,7,1999-03-15,74,3,,06,3.0,181,1999-05-17,3,0,99
99SH00195,1993104300,10,S4300,2,18,9.2,62,3,1999-03-15,74,3,,07,5.5,190,1999-04-26,3,0,99
99SH00196,1995050230,05,50230,2,00,8.4,60,4,1999-03-15,74,3,,00,4.0,132,1999-05-25,3,0,99
99SH00197,1995050148,05,50148,2,00,10.2,60,4,1999-03-15,74,3,,00,4.0,170,1999-05-20,3,0,99
99SH00198,1996006256,00, 6256,2,00,10.2,62,3,1999-03-15,74,3,,00,3.0,161,1999-05-20,3,0,99
99SH00199,1991038209,03,L8209,2,73,7.8,58,5,1999-03-15,74,3,MSG,30,7.5,0,,*,0,99
99SH00200,1993104363,10,S4363,2,18,9.4,64,2,1999-03-15,74,3,,07,5.5,176,1999-04-26,3,0,99
99SH00201,1996106749,10,S6749,2,ID,11.8,58,5,1999-03-15,74,3,,43,3.0,170,1999-04-26,3,0,99
99SH00202,1992103182,10,  574,2,18,8.4,62,3,1999-03-15,74,3,,07,7.0,147,1999-04-26,3,0,99
99SH00203,1994041704,04,A1704,2,73,5.2,62,3,1999-03-15,74,3,,30,4.5,145,1999-04-26,3,0,99
99SH00204,1996106893,10,S6893,2,ID,12.8,60,4,1999-03-15,74,3,,43,3.0,156,1999-04-26,3,0,99
99SH00205,1993040327,04,A0327,2,73,8.0,58,5,1999-03-15,74,3,,30,5.5,159,1999-04-26,3,0,99
99SH00206,1997108370,10,S8370,2,ID,9.0,64,2,1999-03-15,74,3,,07,2.0,127,1999-04-26,3,68,99
99SH00207,1993636999,63,K6999,2,60,11.2,56,6,1999-03-15,74,3,,06,6.0,173,1999-05-25,3,0,99
99SH00208,1997639550,63,K9550,2,68,8.6,58,5,1999-03-15,74,3,,06,2.0,155,1999-04-26,3,79,99
99SH00209,1996006293,00, 6293,2,00,11.0,60,4,1999-03-15,74,3,,00,3.0,189,1999-05-25,3,0,99
99SH00210,1995637849,63,K7849,2,61,11.8,54,7,1999-03-15,74,3,,06,4.0,169,1999-04-26,3,0,99
99SH00211,1996107466,10,S7466,2,ch,9.0,62,3,1999-03-15,74,3,,43,3.0,140,1999-04-26,3,0,99
99SH00212,1993103921,10,  578,2,18,10.4,62,3,1999-03-15,74,3,,07,6.0,170,1999-04-26,3,0,99
99SH00213,1995050347,05,50347,2,00,9.2,62,3,1999-03-15,74,3,,00,4.0,165,1999-04-26,3,0,99
99SH00214,1997639567,63,K9567,2,68,8.6,60,4,1999-03-15,74,3,,06,2.0,154,1999-04-26,3,83,99
99SH00215,1994041717,04,A1717,2,73,9.6,56,6,1999-03-15,74,3,,30,4.5,151,1999-04-26,3,0,99
99SH00216,1994637588,63,K7588,2,60,9.6,60,4,1999-03-15,74,3,,06,5.0,167,1999-04-26,3,0,99
99SH00217,1993040317,04,A0317,2,73,6.6,60,4,1999-03-15,74,3,,30,5.5,136,1999-04-26,3,0,99
99SH00218,1997044471,04,A4471,2,73,6.0,58,5,1999-03-15,74,3,,30,2.0,140,1999-04-26,3,0,99
99SH00219,1996006071,00, 6071,2,00,10.6,58,5,1999-03-15,74,3,,00,3.0,167,1999-04-26,3,0,99
99SH00220,1997044857,04,A4857,2,73,6.4,58,5,1999-03-15,74,3,,30,1.5,122,1999-04-26,3,0,99
99SH00221,1996006259,00, 6259,2,00,7.0,60,4,1999-03-15,74,3,,00,3.0,137,1999-05-20,3,0,99
99SH00222,1997007055,00, 7055,2,00,9.2,60,4,1999-03-15,74,3,,00,2.0,143,1999-04-26,3,0,99
