UID,ID9,YR,ETAG,BRD,SEX,LINE,BGRP,RGRP,GRP,AGE,BAND,DATE,TIME,SPWT,DAYSH,GRFL,GRADE,FLGR1,LOT,BRAND,RMK,L,YEAR,STM
93SH01226, 91036655,91,L6655,03,2,81,2,0,,2.0,1,0518,1118,125,138,6.2,56,6,,,,,93,30
93SH01227, 91036678,91,L6678,03,1,83,,0,,2.0,M,0519,0915,173,139,11.0,62,3,,,,62,93,30
93SH01228, 91036679,91,L6679,03,2,81,2,0,,2.0,1,0518,1152,124,138,4.2,62,3,,,,,93,30
93SH01229, 91036683,91,L6683,03,2,88,2,2,,2.0,1,0517,1146,127,137,9.0,54,7,,,,,93,30
93SH01230, 91036689,91,L6689,03,2,81,2,0,,2.0,2,0518,1329,169,138,9.4,54,7,,,,,93,30
93SH01231, 91036693,91,L6693,03,2,88,2,2,,2.0,1,0519,1201,149,139,8.0,60,4,,,,,93,30
93SH01232, 91036697,91,L6697,03,2,82,2,0,,2.0,1,0518,1113,146,138,5.0,60,4,,,,,93,30
93SH01233, 91036703,91,L6703,03,2,82,2,0,,2.0,2,0518,1326,138,138,6.1,58,5,,,,,93,30
93SH01234, 91036717,91,L6717,03,2,81,2,0,,2.0,2,0518,1043,138,138,6.8,60,4,,,,,93,30
93SH01235, 91036722,91,L6722,03,2,81,2,0,,2.0,2,0518,0902,146,138,6.0,62,3,,,,,93,30
93SH01236, 91036730,91,L6730,03,2,82,2,0,,2.0,1,0517,1136,134,137,5.2,60,4,,,,,93,30
93SH01237, 91036733,91,L6733,03,2,82,2,0,,2.0,2,0518,0908,131,138,4.8,64,2,,,,,93,30
93SH01238, 91036734,91,L6734,03,1,82,,0,,2.0,M,0519,0843,139,139,8.2,58,5,,,,63,93,30
93SH01239, 91036741,91,L6741,03,2,82,2,0,,2.0,2,0518,1335,153,138,5.2,58,5,,,,,93,30
93SH01240, 91036748,91,L6748,03,2,81,2,0,,2.0,2,0518,0916,122,138,6.7,62,3,,,,,93,30
93SH01241, 91036749,91,L6749,03,1,83,,0,,2.0,M,0519,0933,157,139,9.0,58,5,,,,71,93,30
93SH01242, 91036750,91,L6750,03,2,81,2,0,,2.0,2,0518,0940,143,138,7.0,58,5,,,ATMUDLAKE,,93,30
93SH01243, 91036753,91,L6753,03,2,73,F,6,,2.0,5,0519,1601,135,139,9.7,60,4,,BLUE-H,,,93,30
93SH01244, 91036757,91,L6757,03,2,82,2,0,,2.0,5,0518,1546,118,138,6.0,58,5,,,,,93,30
93SH01245, 91036759,91,L6759,03,2,88,2,2,,2.0,1,0517,1346,136,137,7.1,56,6,,,SM.BAG,,93,30
93SH01246, 91036769,91,L6769,03,2,82,2,0,,2.0,2,0518,1043,128,138,5.2,62,3,,,,,93,30
93SH01247, 91036773,91,L6773,03,1,80,,0,,2.0,M,0519,0920,175,139,10.4,62,3,,,,66,93,30
93SH01248, 91036784,91,L6784,03,1,82,,0,,2.0,M,0519,0850,167,139,9.6,54,7,,,,74,93,30
93SH01249, 91036805,91,L6805,03,2,73,F,6,,2.0,5,0519,1448,151,139,5.3,62,3,,BLUE-H,,,93,30
93SH01250, 91036807,91,L6807,03,2,81,2,0,,2.0,1,0517,1327,134,137,7.1,58,5,,,DYSTOCIA,,93,30
93SH01251, 91036811,91,L6811,03,3,00,,1,W,2.0,W,0520,0924,135,140,0.0,0,,BLK,,BLK.WETHER,,93,30
93SH01252, 91036823,91,L6823,03,2,88,2,2,,2.0,2,0518,1326,154,138,9.2,54,7,,,,,93,30
93SH01253, 91036831,91,L6831,03,2,81,2,0,,2.0,2,0518,0901,129,138,6.8,58,5,,,,,93,30
93SH01254, 91036833,91,L6833,03,2,81,2,0,,2.0,1,0517,1321,138,137,7.9,54,7,,,,,93,30
93SH01255, 91036836,91,L6836,03,2,88,2,2,,2.0,2,0518,0908,137,138,5.6,64,2,,,,,93,30
93SH01256, 91036840,91,L6840,03,1,83,,0,,2.0,M,0519,0907,162,139,8.3,58,5,,,,67,93,30
93SH01257, 91036846,91,L6846,03,2,81,2,0,,2.0,1,0518,1112,159,138,6.7,62,3,,,,,93,30
93SH01258, 91036849,91,L6849,03,1,83,,0,,2.0,M,0519,0922,171,139,10.7,58,5,,,,70,93,30
93SH01259, 91036853,91,L6853,03,1,81,,0,,2.0,M,0519,0920,160,139,9.8,54,7,,,"?AWTA,58-60",71,93,30
93SH01260, 91036858,91,L6858,03,2,82,2,0,,2.0,1,0517,1445,120,137,6.4,54,7,,,,,93,30
93SH01261, 91036862,91,L6862,03,2,81,2,0,,2.0,2,0518,0954,142,138,7.6,58,5,,,,,93,30
93SH01262, 91036864,91,L6864,03,2,81,2,0,,2.0,5,0519,1435,125,139,7.7,60,4,,,,,93,30
93SH01263, 91036865,91,L6865,03,2,81,2,0,,2.0,5,0519,1553,142,139,9.7,60,4,,,,,93,30
93SH01264, 91036872,91,L6872,03,1,81,,0,,2.0,M,0519,0850,137,139,7.5,62,3,,,,63,93,30
93SH01265, 91036873,91,L6873,03,2,81,2,0,,2.0,2,0518,1202,154,138,8.4,56,6,,,,,93,30
93SH01266, 91036874,91,L6874,03,1,81,,0,,2.0,M,0519,0858,160,139,10.8,58,5,,,,71,93,30
93SH01267, 91036878,91,L6878,03,2,88,2,2,,2.0,5,0519,1004,127,139,6.2,60,4,,,,,93,30
93SH01268, 91036883,91,L6883,03,2,81,2,0,,2.0,5,0517,1513,155,137,6.8,56,6,,,,,93,30
93SH01269, 91036906,91,L6906,03,4,80,,2,V,2.0,M,0519,0929,147,139,8.5,60,4,VAS,,VASEC.RAM,,93,30
93SH01270, 91036914,91,L6914,03,2,81,2,0,,2.0,5,0519,1434,143,139,6.8,62,3,,,,,93,30
93SH01271, 91036939,91,L6939,03,2,82,2,0,,2.0,2,0518,1038,140,138,4.6,64,2,,,TENDER,,93,30
93SH01272, 91036948,91,L6948,03,2,73,F,6,,2.0,5,0519,1437,131,139,6.2,62,3,,BLUE-H,,,93,30
93SH01273, 91036963,91,L6963,03,2,73,F,6,,2.0,5,0518,1518,147,138,7.1,60,4,,BLUE-H,,,93,30
93SH01274, 91036966,91,L6966,03,2,88,2,2,,2.0,2,0518,0939,113,138,5.8,58,5,,,,,93,30
93SH01275, 91036971,91,L6971,03,2,82,2,0,,2.0,2,0518,1324,170,138,7.0,62,3,,,,,93,30
93SH01276, 91036978,91,L6978,03,2,82,2,0,,2.0,1,0517,1345,142,137,7.3,56,6,,,,,93,30
93SH01277, 91036979,91,L6979,03,2,82,2,0,,2.0,5,0518,1604,131,138,8.4,54,7,,,RETAIN.PLA.,,93,30
93SH01278, 91036981,91,L6981,03,2,00,1,1,B,2.0,1,0520,0927,119,140,0.0,0,,BLK,,BLK.ONE-EYE,,93,30
93SH01279, 91036985,91,L6985,03,2,81,2,0,,2.0,1,0517,0905,140,137,7.6,58,5,,,,,93,30
93SH01280, 91036989,91,L6989,03,2,81,2,0,,2.0,5,0517,1505,140,137,7.9,58,5,,,,,93,30
93SH01281, 91036992,91,L6992,03,2,82,2,0,,2.0,2,0518,1355,143,138,5.8,58,5,,,,,93,30
93SH01282, 91036996,91,L6996,03,2,81,2,0,,2.0,1,0517,1420,143,137,8.7,56,6,,,,,93,30
93SH01283, 91037000,91,L7000,03,2,73,F,6,,2.0,5,0518,1614,133,138,8.1,56,6,,BLUE-H,,,93,30
93SH01284, 91037002,91,L7002,03,2,82,2,0,,2.0,5,0519,1036,133,139,5.9,54,7,,,,,93,30
93SH01285, 91037032,91,L7032,03,2,81,2,0,,2.0,5,0519,1028,132,139,8.8,60,4,,,,,93,30
93SH01286, 91037036,91,L7036,03,2,82,2,0,,2.0,2,0518,1055,154,138,6.0,56,6,,,,,93,30
93SH01287, 91037038,91,L7038,03,2,82,2,0,,2.0,2,0518,1339,147,138,6.1,62,3,,,,,93,30
93SH01288, 91037042,91,L7042,03,1,81,,0,,2.0,M,0519,0916,167,139,7.5,58,5,,,,68,93,30
93SH01289, 91037047,91,L7047,03,2,73,F,6,,2.0,5,0517,1552,142,137,8.5,54,7,,BLUE-H,,,93,30
93SH01290, 91037050,91,L7050,03,2,73,F,6,,2.0,5,0518,1718,99,138,6.2,58,5,,BLUE-H,,,93,30
93SH01291, 91037064,91,L7064,03,2,88,2,2,,2.0,5,0519,1559,130,139,6.1,56,6,,,,,93,30
93SH01292, 91037069,91,L7069,03,2,73,F,6,,2.0,5,0517,1701,113,137,6.1,60,4,,BLUE-H,,,93,30
93SH01293, 91037076,91,L7076,03,2,73,F,6,,2.0,5,0518,1514,111,138,6.5,62,3,,BLUE-H,,,93,30
93SH01294, 91037079,91,L7079,03,2,88,2,2,,2.0,2,0518,1050,130,138,5.5,60,4,,,,,93,30
93SH01295, 91037088,91,L7088,03,1,82,,0,,2.0,M,0519,0845,140,139,7.7,56,6,,,,73,93,30
93SH01296, 91037103,91,L7103,03,2,73,F,6,,2.0,5,0518,1632,130,138,4.2,54,7,,BLUE-H,,,93,30
93SH01297, 91037105,91,L7105,03,2,88,2,2,,2.0,2,0518,1003,149,138,6.9,60,4,,,,,93,30
93SH01298, 91037117,91,L7117,03,2,73,F,6,,2.0,5,0518,1617,148,138,8.2,58,5,,BLUE-H,,,93,30
93SH01299, 91037132,91,L7132,03,2,81,2,0,,2.0,5,0519,1052,118,139,5.9,62,3,,,,,93,30
93SH01300, 91037133,91,L7133,03,2,82,2,0,,2.0,1,0517,1347,137,137,6.3,56,6,,,,,93,30
93SH01301, 91037144,91,L7144,03,2,81,2,0,,2.0,2,0518,1336,142,138,6.8,60,4,,,,,93,30
93SH01302, 91037155,91,L7155,03,2,81,2,0,,2.0,1,0517,1132,142,137,6.3,62,3,,,,,93,30
93SH01303, 91037168,91,L7168,03,2,82,2,0,,2.0,2,0518,1355,169,138,6.0,60,4,,,,,93,30
93SH01304, 91037185,91,L7185,03,2,82,2,0,,2.0,5,0519,1506,111,139,6.8,60,4,,,,,93,30
93SH01305, 91037191,91,L7191,03,2,88,2,2,,2.0,2,0518,0938,135,138,7.4,60,4,,,,,93,30
93SH01306, 91037193,91,L7193,03,2,82,2,0,,2.0,5,0519,1401,118,139,7.3,60,4,,,,,93,30
93SH01307, 91037226,91,L7226,03,2,81,2,0,,2.0,1,0518,1148,154,138,7.6,60,4,,,,,93,30
93SH01308, 91037227,91,L7227,03,2,88,2,2,,2.0,2,0518,0932,152,138,8.2,62,3,,,,,93,30
93SH01309, 91037232,91,L7232,03,2,82,2,0,,2.0,2,0517,0915,204,137,7.7,56,6,,,,,93,30
93SH01310, 91037234,91,L7234,03,2,82,2,0,,2.0,2,0518,1206,178,138,6.7,62,3,,,,,93,30
93SH01311, 91037237,91,L7237,03,2,82,2,0,,2.0,5,0517,1710,125,137,5.8,56,6,,,,,93,30
93SH01312, 91037239,91,L7239,03,1,82,,0,,2.0,M,0519,0904,163,139,9.2,56,6,,,,63,93,30
93SH01313, 91037254,91,L7254,03,2,82,2,0,,2.0,2,0518,1341,109,138,5.8,58,5,,,,,93,30
93SH01314, 91037260,91,L7260,03,2,82,2,0,,2.0,2,0518,1002,138,138,5.6,60,4,,,,,93,30
93SH01315, 91037270,91,L7270,03,2,81,2,0,,2.0,D,0517,0914,178,137,6.2,62,3,,,,,93,30
93SH01316, 91037288,91,L7288,03,2,82,2,0,,2.0,2,0518,1354,161,138,7.0,58,5,,,,,93,30
93SH01317, 91037290,91,L7290,03,2,81,2,0,,2.0,2,0518,0848,161,138,7.3,60,4,,,,,93,30
93SH01318, 91037297,91,L7297,03,2,73,F,6,,2.0,5,0519,1413,145,139,7.5,60,4,,BLUE-H,,,93,30
93SH01319, 91037300,91,L7300,03,2,73,F,6,,2.0,5,0519,1051,139,139,6.2,62,3,,BLUE-H,,,93,30
93SH01320, 91037308,91,L7308,03,2,82,2,0,,2.0,2,0519,1549,169,139,6.3,54,7,,,SM.BAG,,93,30
93SH01321, 91037324,91,L7324,03,1,81,,0,,2.0,M,0519,0918,184,139,9.5,58,5,,,PINKEYE,57,93,30
93SH01322, 91037328,91,L7328,03,2,82,2,0,,2.0,1,0517,1410,126,137,8.0,58,5,,,,,93,30
93SH01323, 91037333,91,L7333,03,2,88,2,2,,2.0,2,0518,1005,133,138,5.4,62,3,,,,,93,30
93SH01324, 91037337,91,L7337,03,2,81,2,0,,2.0,2,0518,0838,118,138,5.8,64,2,,,,,93,30
93SH01325, 91037338,91,L7338,03,2,88,2,2,,2.0,5,0518,1651,155,138,6.5,60,4,,,,,93,30
93SH01326, 91037347,91,L7347,03,2,81,2,0,,2.0,5,0517,1655,162,137,6.1,60,4,,,,,93,30
93SH01327, 91037348,91,L7348,03,2,81,2,0,,2.0,2,0518,1344,138,138,8.6,60,4,,,,,93,30
93SH01328, 91037349,91,L7349,03,1,81,,0,,2.0,M,0519,0933,179,139,8.0,62,3,,,,73,93,30
93SH01329, 91037356,91,L7356,03,2,73,F,6,,2.0,5,0517,1655,130,137,7.2,60,4,,BLUE-H,,,93,30
93SH01330, 91037368,91,L7368,03,2,88,2,2,,2.0,2,0518,0907,114,138,7.6,60,4,,,THIN93,,93,30
93SH01331, 91037384,91,L7384,03,1,81,,0,,2.0,M,0519,0902,176,139,7.8,60,4,,,,60,93,30
93SH01332, 91037452,91,L7452,03,2,82,2,0,,2.0,1,0518,1117,142,138,8.4,56,6,,,FLTS,,93,30
93SH01333, 91037458,91,L7458,03,2,81,2,0,,2.0,1,0518,1123,143,138,7.1,60,4,,,,,93,30
93SH01334, 91037459,91,L7459,03,2,81,2,0,,2.0,2,0518,1037,134,138,6.8,60,4,,,,,93,30
93SH01335, 91037469,91,L7469,03,2,81,2,0,,2.0,5,0518,1547,123,138,7.4,58,5,,,,,93,30
93SH01336, 91037470,91,L7470,03,2,81,2,0,,2.0,1,0518,1151,141,138,6.3,62,3,,,,,93,30
93SH01337, 91037471,91,L7471,03,2,73,F,6,,2.0,5,0519,1414,106,139,7.1,60,4,,BLUE-H,,,93,30
93SH01338, 91037492,91,L7492,03,2,81,2,0,,2.0,2,0518,1323,127,138,7.0,58,5,,,,,93,30
93SH01339, 91037519,91,L7519,03,1,82,,0,,2.0,M,0519,0930,185,139,7.8,58,5,,,,61,93,30
93SH01340, 91037535,91,L7535,03,2,73,F,6,,2.0,5,0517,1547,140,137,8.1,56,6,,BLUE-H,,,93,30
93SH01341, 91037540,91,L7540,03,2,73,F,6,,2.0,5,0517,1535,130,137,5.6,62,3,,BLUE-H,,,93,30
93SH01342, 91037544,91,L7544,03,2,82,2,0,,2.0,2,0518,1324,143,138,6.4,60,4,,,,,93,30
93SH01343, 91037564,91,L7564,03,2,88,2,2,,2.0,2,0518,0912,120,138,5.4,62,3,,,,,93,30
93SH01344, 91037574,91,L7574,03,2,81,2,0,,2.0,2,0518,0929,147,138,8.1,60,4,,,,,93,30
93SH01345, 91037585,91,L7585,03,2,81,2,0,,2.0,2,0518,0837,162,138,7.5,56,6,,,,,93,30
93SH01346, 91037587,91,L7587,03,1,81,,0,,2.0,M,0519,0931,152,139,7.9,58,5,,,AB.THROAT?,70,93,30
93SH01347, 91037600,91,L7600,03,1,83,,0,,2.0,M,0519,0905,171,139,11.0,56,6,,,,69,93,30
93SH01348, 91037618,91,L7618,03,2,82,2,0,,2.0,5,0519,1058,124,139,5.9,58,5,,,,,93,30
93SH01349, 91037626,91,L7626,03,2,73,F,6,,2.0,5,0519,1603,127,139,8.1,64,2,,BLUE-H,,,93,30
93SH01350, 91037629,91,L7629,03,2,73,F,6,,2.0,5,0519,1127,118,139,7.8,60,4,,BLUE-H,,,93,30
93SH01351, 91037630,91,L7630,03,2,73,F,6,,2.0,5,0519,1454,111,139,5.7,60,4,,BLUE-H,,,93,30
93SH01352, 91037647,91,L7647,03,2,82,2,0,,2.0,2,0518,1327,184,138,7.4,62,3,,,,,93,30
93SH01353, 91037657,91,L7657,03,2,88,2,2,,2.0,2,0518,0927,129,138,6.3,62,3,,,,,93,30
93SH01354, 91037659,91,L7659,03,1,83,,0,,2.0,M,0519,0844,182,139,11.3,54,7,,,,73,93,30
93SH01355, 91037671,91,L7671,03,2,73,F,6,,2.0,5,0518,1521,112,138,6.5,56,6,,BLUE-H,,,93,30
93SH01356, 91037681,91,L7681,03,2,82,2,0,,2.0,1,0519,1215,143,139,6.7,58,5,,,,,93,30
93SH01357, 91037687,91,L7687,03,2,82,2,0,,2.0,5,0519,1406,108,139,5.7,58,5,,,,,93,30
93SH01358, 91037703,91,L7703,03,2,82,2,0,,2.0,5,0517,1705,158,137,7.3,58,5,,,TENDER,,93,30
93SH01359, 91037704,91,L7704,03,1,82,,0,,2.0,M,0519,0919,188,139,8.3,60,4,,,,54,93,30
93SH01360, 91037706,91,L7706,03,1,82,,0,,2.0,M,0519,0921,187,139,8.7,60,4,,,TENDER,68,93,30
93SH01361, 91037712,91,L7712,03,2,82,2,0,,2.0,1,0518,1146,130,138,7.8,60,4,,,,,93,30
93SH01362, 91037725,91,L7725,03,2,73,F,6,,2.0,5,0518,1646,107,138,7.5,60,4,,BLUE-H,,,93,30
93SH01363, 91037726,91,L7726,03,2,82,2,0,,2.0,2,0518,0906,155,138,4.6,64,2,,,,,93,30
93SH01364, 91037747,91,L7747,03,2,88,2,2,,2.0,5,0518,1615,158,138,5.8,62,3,,,,,93,30
93SH01365, 91037754,91,L7754,03,2,81,2,0,,2.0,5,0517,1706,150,137,8.2,62,3,,,,,93,30
93SH01366, 91037769,91,L7769,03,2,82,2,0,,2.0,2,0518,1344,120,138,4.7,58,5,,,,,93,30
93SH01367, 91037780,91,L7780,03,2,73,F,6,,2.0,5,0518,1547,117,138,7.3,58,5,,BLUE-H,,,93,30
93SH01368, 91037802,91,L7802,03,2,88,2,2,,2.0,2,0518,0838,127,138,5.8,62,3,,,,,93,30
93SH01369, 91037803,91,L7803,03,1,80,,0,,2.0,M,0519,0933,167,139,8.8,62,3,,,,68,93,30
93SH01370, 91037815,91,L7815,03,2,73,F,6,,2.0,5,0517,1522,120,137,6.3,62,3,,BLUE-H,,,93,30
93SH01371, 91037816,91,L7816,03,2,88,2,2,,2.0,5,0517,1624,134,137,6.9,58,5,,,,,93,30
93SH01372, 91037821,91,L7821,03,2,82,2,0,,2.0,5,0517,1614,140,137,5.4,62,3,,,,,93,30
93SH01373, 91037840,91,L7840,03,2,73,F,6,,1.5,5,0518,1704,98,138,6.8,58,5,,BLUE-H,,,93,30
93SH01374, 91037847,91,L7847,03,2,73,F,6,,1.5,5,0519,1118,102,139,7.1,60,4,,BLUE-H,,,93,30
93SH01375, 91037848,91,L7848,03,2,73,F,6,,1.5,5,0519,1050,117,139,5.6,64,2,,BLUE-H,,,93,30
93SH01376, 91037849,91,L7849,03,2,73,F,6,,1.5,5,0519,1344,107,139,5.6,62,3,,BLUE-H,,,93,30
93SH01377, 91037855,91,L7855,03,2,73,F,6,,1.5,5,0518,1658,124,138,6.3,60,4,,BLUE-H,,,93,30
93SH01378, 91037857,91,L7857,03,1,73,,6,,1.5,M,0519,0852,164,139,7.6,64,2,,,,55,93,30
93SH01379, 91037864,91,L7864,03,2,73,F,6,,1.5,5,0519,1343,124,139,8.0,62,3,,BLUE-H,,,93,30
93SH01380, 91037866,91,L7866,03,1,73,,6,,1.5,M,0519,0842,168,139,6.6,58,5,,,,67,93,30
93SH01381, 91037870,91,L7870,03,2,73,F,6,,1.5,5,0518,1633,125,138,6.0,58,5,,BLUE-H,,,93,30
93SH01382, 91037877,91,L7877,03,2,73,F,6,,1.5,5,0518,1526,127,138,6.6,58,5,,BLUE-H,,,93,30
93SH01383, 91037878,91,L7878,03,2,73,F,6,,1.5,5,0519,1007,96,139,7.1,58,5,,BLUE-H,,,93,30
93SH01384, 91037881,91,L7881,03,2,73,X,6,X,1.5,X,0518,1513,102,138,6.6,60,4,,,X.CANCEREYE,,93,30
93SH01385, 91037888,91,L7888,03,2,73,F,6,,1.5,5,0518,1525,105,138,5.2,58,5,,BLUE-H,,,93,30
93SH01386, 91037894,91,L7894,03,2,73,F,6,,1.5,5,0517,1717,108,137,6.6,60,4,,BLUE-H,,,93,30
93SH01387, 91037895,91,L7895,03,2,73,F,6,,1.5,5,0519,1455,100,139,5.9,62,3,,BLUE-H,,,93,30
93SH01388, 91037903,91,L7903,03,2,73,F,6,,1.5,5,0518,1541,108,138,7.3,58,5,,BLUE-H,,,93,30
93SH01389, 91037904,91,L7904,03,1,73,,6,,1.5,M,0519,0858,144,139,9.6,60,4,,,,81,93,30
93SH01390, 91037906,91,L7906,03,1,73,,6,,1.5,M,0519,0904,149,139,8.4,60,4,,,,60,93,30
93SH01391, 91037909,91,L7909,03,2,73,F,6,,1.5,5,0518,1713,134,138,6.5,62,3,,BLUE-H,,,93,30
93SH01392, 91037917,91,L7917,03,2,73,F,6,,1.5,5,0519,1454,103,139,8.1,62,3,,BLUE-H,,,93,30
93SH01393, 91037920,91,L7920,03,1,73,,6,,1.5,M,0519,0856,170,139,9.9,64,2,,,,79,93,30
93SH01394, 91037922,91,L7922,03,2,73,F,6,,1.5,5,0517,1606,99,137,6.8,58,5,,BLUE-H,,,93,30
93SH01395, 91037929,91,L7929,03,1,73,,6,,1.5,M,0519,0847,143,139,10.6,54,7,,,,70,93,30
93SH01396, 91037930,91,L7930,03,2,73,F,6,,1.5,5,0519,1348,124,139,7.4,60,4,,BLUE-H,,,93,30
93SH01397, 91037934,91,L7934,03,2,73,F,6,,1.5,5,0517,1543,119,137,7.5,56,6,,BLUE-H,,,93,30
93SH01398, 91037942,91,L7942,03,2,73,F,6,,1.5,5,0519,1336,122,139,7.8,58,5,,BLUE-H,,,93,30
93SH01399, 91037943,91,L7943,03,2,73,F,6,,1.5,5,0519,1603,105,139,4.7,62,3,,BLUE-H,,,93,30
93SH01400, 91037951,91,L7951,03,2,73,F,6,,1.5,5,0518,1528,102,138,6.6,60,4,,BLUE-H,,,93,30
93SH01401, 91037955,91,L7955,03,1,73,,6,,1.5,M,0519,0920,161,139,7.3,56,6,,,,57,93,30
93SH01402, 91037960,91,L7960,03,2,73,F,6,,1.5,5,0518,1715,114,138,5.9,58,5,,BLUE-H,,,93,30
93SH01403, 91037965,91,L7965,03,2,73,F,6,,1.5,5,0518,1541,99,138,6.8,56,6,,BLUE-H,,,93,30
93SH01404, 91037986,91,L7986,03,2,73,F,6,,1.5,5,0517,1540,111,137,7.5,58,5,,BLUE-H,,,93,30
93SH01405, 91037987,91,L7987,03,1,73,,6,,1.5,M,0519,0906,135,139,8.5,58,5,,,,64,93,30
93SH01406, 91038000,91,L8000,03,1,73,,6,,1.5,M,0519,0934,167,139,9.7,56,6,,,,77,93,30
93SH01407, 91038006,91,L8006,03,2,73,F,6,,1.5,5,0519,1432,109,139,7.1,58,5,,BLUE-H,,,93,30
93SH01408, 91038008,91,L8008,03,2,73,F,6,,1.5,5,0517,1611,127,137,7.5,60,4,,BLUE-H,,,93,30
93SH01409, 91038021,91,L8021,03,2,73,F,6,,1.5,5,0517,1723,118,137,11.2,56,6,,BLUE-H,,,93,30
93SH01410, 91038023,91,L8023,03,2,73,F,6,,1.5,5,0517,1523,112,137,6.8,56,6,,BLUE-H,,,93,30
93SH01411, 91038027,91,L8027,03,2,73,F,6,,1.5,5,0519,1410,108,139,8.2,60,4,,BLUE-H,,,93,30
93SH01412, 91038032,91,L8032,03,2,73,F,6,,1.5,5,0517,1626,126,137,8.1,64,2,,BLUE-H,,,93,30
93SH01413, 91038033,91,L8033,03,2,73,F,6,,1.5,5,0518,1528,110,138,9.2,58,5,,BLUE-H,,,93,30
93SH01414, 91038039,91,L8039,03,1,73,,6,,1.5,M,0519,0853,167,139,9.1,64,2,,,,66,93,30
93SH01415, 91038040,91,L8040,03,2,73,F,6,,1.5,5,0519,1010,118,139,9.1,58,5,,BLUE-H,,,93,30
93SH01416, 91038051,91,L8051,03,2,73,F,6,,1.5,5,0519,1141,123,139,6.5,60,4,,BLUE-H,,,93,30
93SH01417, 91038053,91,L8053,03,2,72,F,6,,1.5,5,0517,1521,109,137,7.3,56,6,,BLUE-H,,,93,30
93SH01418, 91038055,91,L8055,03,2,73,F,6,,1.5,5,0519,1135,110,139,7.8,58,5,,BLUE-H,,,93,30
93SH01419, 91038059,91,L8059,03,2,73,F,6,,1.5,5,0518,1530,125,138,8.2,60,4,,BLUE-H,,,93,30
93SH01420, 91038061,91,L8061,03,2,73,F,6,,1.5,5,0519,1426,119,139,8.0,56,6,,BLUE-H,,,93,30
93SH01421, 91038065,91,L8065,03,2,72,F,6,,1.5,5,0517,1625,104,137,6.6,58,5,,BLUE-H,,,93,30
93SH01422, 91038068,91,L8068,03,1,72,,6,,1.5,M,0519,0905,172,139,9.6,58,5,,,,63,93,30
93SH01423, 91038073,91,L8073,03,2,72,F,6,,1.5,5,0517,1510,114,137,6.7,58,5,,BLUE-H,,,93,30
93SH01424, 91038080,91,L8080,03,2,72,F,6,,1.5,5,0518,1541,114,138,8.2,60,4,,BLUE-H,,,93,30
93SH01425, 91038084,91,L8084,03,2,72,F,6,,1.5,5,0517,1534,116,137,7.5,56,6,,BLUE-H,,,93,30
93SH01426, 91038086,91,L8086,03,2,72,F,6,,1.5,5,0519,1537,112,139,6.7,60,4,,BLUE-H,,,93,30
93SH01427, 91038091,91,L8091,03,2,72,F,6,,1.5,5,0517,1628,107,137,6.9,62,3,,BLUE-H,,,93,30
93SH01428, 91038096,91,L8096,03,2,72,F,6,,1.5,5,0519,1013,97,139,7.2,56,6,,BLUE-H,,,93,30
93SH01429, 91038098,91,L8098,03,1,72,,6,,1.5,M,0519,0931,169,139,9.3,54,7,,,,65,93,30
93SH01430, 91038101,91,L8101,03,2,72,F,6,,1.5,5,0518,1542,106,138,7.0,54,7,,BLUE-H,,,93,30
93SH01431, 91038102,91,L8102,03,2,72,F,6,,1.5,5,0517,1546,104,137,6.7,56,6,,BLUE-H,4 TEATS,,93,30
93SH01432, 91038103,91,L8103,03,2,72,F,6,,1.5,5,0518,1616,103,138,6.9,56,6,,BLUE-H,,,93,30
93SH01433, 91038104,91,L8104,03,2,72,F,6,,1.5,5,0517,1515,112,137,7.4,54,7,,BLUE-H,,,93,30
93SH01434, 91038106,91,L8106,03,1,72,,6,,1.5,M,0519,0922,131,139,7.6,60,4,,,,62,93,30
93SH01435, 91038111,91,L8111,03,2,72,F,6,,1.5,5,0519,1602,102,139,7.1,62,3,,BLUE-H,,,93,30
93SH01436, 91038113,91,L8113,03,1,72,,6,,1.5,M,0519,0852,158,139,9.7,62,3,,,,69,93,30
93SH01437, 91038114,91,L8114,03,1,72,,6,,1.5,M,0519,0846,145,139,8.6,62,3,,,,68,93,30
93SH01438, 91038115,91,L8115,03,2,72,F,6,,1.5,5,0519,1424,109,139,6.3,62,3,,BLUE-H,,,93,30
93SH01439, 91038117,91,L8117,03,1,72,,6,,1.5,M,0519,0930,128,139,6.9,62,3,,,,63,93,30
93SH01440, 91038118,91,L8118,03,1,72,,6,,1.5,M,0519,0931,131,139,7.1,60,4,,,,60,93,30
93SH01441, 91038120,91,L8120,03,2,72,F,6,,1.5,5,0519,1025,97,139,5.9,62,3,,BLUE-H,,,93,30
93SH01442, 91038125,91,L8125,03,2,72,F,6,,1.5,5,0519,1432,106,139,5.9,62,3,,BLUE-H,,,93,30
93SH01443, 91038130,91,L8130,03,2,73,F,6,,1.5,5,0517,1518,107,137,6.0,58,5,,BLUE-H,,,93,30
93SH01444, 91038131,91,L8131,03,1,72,,6,,1.5,M,0519,0917,140,139,7.2,56,6,,,,60,93,30
93SH01445, 91038132,91,L8132,03,2,72,F,6,,1.5,5,0519,1029,99,139,7.1,58,5,,BLUE-H,,,93,30
93SH01446, 91038133,91,L8133,03,2,72,F,6,,1.5,5,0518,1716,127,138,7.8,56,6,,BLUE-H,,,93,30
