UID,ID9,YR,ETAG,BRD,SEX,LINE,BGRP,RGRP,GRP,AGE,BAND,DATE,TIME,SPWT,DAYSH,GRFL,GRADE,FLGR1,LOT,BRAND,RMK,L,YEAR,STM
93SH00274, 91635312,91,K5312,63,2,62,1,0,,2.0,5,0517,1724,148,137,9.6,60,4,,,,,93,06
93SH00275, 91635317,91,K5317,63,1,68,,0,,2.0,M,0519,0842,186,139,15.6,60,4,,,,81,93,06
93SH00276, 91635319,91,K5319,63,2,68,A,0,2,2.0,5,0517,1509,135,137,11.1,54,7,,,,,93,06
93SH00277, 91635323,91,K5323,63,2,68,L,7,,2.0,3,0518,1619,147,138,7.5,58,5,35C,GRN5,,,93,06
93SH00278, 91635330,91,K5330,63,2,62,1,0,,2.0,5,0517,1513,161,137,10.6,56,6,,,,,93,06
93SH00279, 91635331,91,K5331,63,2,60,1,0,,2.0,1,0517,1150,146,137,9.6,54,7,,,,,93,06
93SH00280, 91635334,91,K5334,63,2,62,1,0,,2.0,1,0517,1150,164,137,11.9,54,7,,,,,93,06
93SH00281, 91635344,91,K5344,63,1,68,,0,,2.0,M,0519,0845,196,139,12.5,54,7,,,AB.JAW,70,93,06
93SH00282, 91635350,91,K5350,63,2,60,1,0,,2.0,5,0518,1552,120,138,7.4,56,6,,,,,93,06
93SH00283, 91635352,91,K5352,63,2,62,1,0,,2.0,5,0519,1430,150,139,8.9,62,3,,,,,93,06
93SH00284, 91635354,91,K5354,63,2,68,A,0,3,2.0,5,0517,1509,137,137,9.4,56,6,,,,,93,06
93SH00285, 91635360,91,K5360,63,2,62,1,0,,2.0,1,0517,1147,136,137,10.9,54,7,,,,,93,06
93SH00286, 91635361,91,K5361,63,2,68,A,0,2,2.0,2,0518,1353,162,138,12.8,56,6,,,,,93,06
93SH00287, 91635362,91,K5362,63,2,60,1,0,,2.0,2,0518,1037,155,138,10.2,56,6,,,,,93,06
93SH00288, 91635369,91,K5369,63,2,62,1,0,,2.0,2,0518,1001,158,138,9.1,56,6,,,,,93,06
93SH00289, 91635399,91,K5399,63,2,60,1,0,,2.0,2,0518,0842,163,138,8.7,62,3,,,,,93,06
93SH00290, 91635403,91,K5403,63,2,62,1,0,,2.0,2,0518,0936,156,138,8.8,62,3,,,,,93,06
93SH00291, 91635407,91,K5407,63,1,68,,0,,2.0,M,0519,0919,189,139,12.4,58,5,,,,55,93,06
93SH00292, 91635408,91,K5408,63,1,68,,0,,2.0,M,0519,0848,189,139,12.4,58,5,,,,79,93,06
93SH00293, 91635411,91,K5411,63,2,68,A,0,2,2.0,5,0519,1358,146,139,11.4,54,7,,,,,93,06
93SH00294, 91635422,91,K5422,63,2,60,1,0,,2.0,1,0517,1317,136,137,9.2,58,5,,,,,93,06
93SH00295, 91635437,91,K5437,63,2,62,1,0,,2.0,5,0519,1414,175,139,11.2,56,6,,,,,93,06
93SH00296, 91635446,91,K5446,63,1,68,,0,,2.0,M,0519,0859,168,139,13.3,54,7,,,,84,93,06
93SH00297, 91635447,91,K5447,63,1,68,,0,,2.0,M,0519,0903,165,139,12.0,56,6,,,,80,93,06
93SH00298, 91635464,91,K5464,63,2,68,A,0,3,2.0,1,0519,1211,181,139,10.6,58,5,,,,,93,06
93SH00299, 91635466,91,K5466,63,2,62,1,0,,2.0,1,0517,1139,133,137,7.0,54,7,,,BIGBAG,,93,06
93SH00300, 91635473,91,K5473,63,2,60,1,0,,2.0,5,0517,1614,139,137,11.1,54,7,,,,,93,06
93SH00301, 91635475,91,K5475,63,2,62,1,0,,2.0,5,0519,1350,155,139,9.3,56,6,,,,,93,06
93SH00302, 91635478,91,K5478,63,2,68,A,0,2,2.0,1,0517,1356,142,137,9.2,54,7,,,FIGHTER,,93,06
93SH00303, 91635481,91,K5481,63,2,60,1,0,,2.0,1,0517,1418,148,137,11.4,58,5,,,WILD,,93,06
93SH00304, 91635483,91,K5483,63,2,68,,7,S,2.0,S,0518,1540,138,138,9.5,62,3,SPG,,,,93,06
93SH00305, 91635484,91,K5484,63,2,68,1,7,S,2.0,S,0519,1609,147,139,11.0,54,7,SPG,,,,93,06
93SH00306, 91635486,91,K5486,63,2,62,1,0,,2.0,5,0519,1131,148,139,11.0,54,7,,,,,93,06
93SH00307, 91635491,91,K5491,63,2,68,A,0,3,2.0,5,0517,1632,155,137,10.5,56,6,,,,,93,06
93SH00308, 91635493,91,K5493,63,2,60,1,0,,2.0,5,0519,1415,136,139,9.8,54,7,,,,,93,06
93SH00309, 91635508,91,K5508,63,2,62,1,0,,2.0,2,0518,1043,144,138,12.2,60,4,,,,,93,06
93SH00310, 91635509,91,K5509,63,2,68,A,0,2,2.0,5,0517,1657,151,137,10.8,54,7,,,,,93,06
93SH00311, 91635511,91,K5511,63,1,68,,0,,2.0,M,0519,0859,194,139,12.2,56,6,,,,85,93,06
93SH00312, 91635513,91,K5513,63,2,60,1,0,,2.0,5,0519,1418,126,139,9.2,60,4,,,DRY93,,93,06
93SH00313, 91635516,91,K5516,63,2,62,1,0,,2.0,5,0517,1542,125,137,11.9,54,7,,,,,93,06
93SH00314, 91635517,91,K5517,63,2,68,A,0,3,2.0,5,0518,1530,118,138,9.8,54,7,,,,,93,06
93SH00315, 91635523,91,K5523,63,2,60,1,0,,2.0,5,0519,1336,146,139,11.3,56,6,,,,,93,06
93SH00316, 91635542,91,K5542,63,2,68,A,0,2,2.0,5,0517,1703,187,137,11.2,58,5,,,,,93,06
93SH00317, 91635545,91,K5545,63,2,60,1,0,,2.0,2,0518,0844,126,138,9.6,56,6,,,,,93,06
93SH00318, 91635552,91,K5552,63,2,62,1,0,,2.0,1,0517,1437,178,137,11.0,58,5,,,,,93,06
93SH00319, 91635563,91,K5563,63,2,68,,7,S,2.0,S,0517,1605,140,137,9.0,56,6,SPG,,,,93,06
93SH00320, 91635564,91,K5564,63,2,60,1,0,,2.0,5,0519,1335,163,139,12.5,56,6,,,,,93,06
93SH00321, 91635565,91,K5565,63,2,62,1,0,,2.0,5,0517,1604,163,137,8.4,60,4,,,,,93,06
93SH00322, 91635566,91,K5566,63,2,68,A,0,2,2.0,1,0517,0838,217,137,9.7,58,5,,,,,93,06
93SH00323, 91635571,91,K5571,63,1,68,,0,,2.0,M,0519,0851,193,139,15.7,58,5,,,,73,93,06
93SH00324, 91635572,91,K5572,63,2,60,1,0,,2.0,2,0518,0906,137,138,9.6,58,5,,,,,93,06
93SH00325, 91635579,91,K5579,63,2,68,A,0,3,2.0,1,0517,1136,127,137,9.0,58,5,,,,,93,06
93SH00326, 91635581,91,K5581,63,1,68,,0,,2.0,M,0519,0929,209,139,12.7,56,6,,,,71,93,06
93SH00327, 91635586,91,K5586,63,2,60,1,0,,2.0,5,0518,1646,126,138,8.7,54,7,,,,,93,06
93SH00328, 91635591,91,K5591,63,2,62,1,0,,2.0,5,0517,1631,168,137,10.0,60,4,,,,,93,06
93SH00329, 91635608,91,K5608,63,1,68,,0,,2.0,M,0519,0916,174,139,13.7,54,7,,,,80,93,06
93SH00330, 91635609,91,K5609,63,2,60,1,0,,2.0,1,0517,1445,161,137,8.9,56,6,,,DYSTOCIA,,93,06
93SH00331, 91635616,91,K5616,63,2,62,1,0,,2.0,5,0519,1407,142,139,13.1,54,7,,,,,93,06
93SH00332, 91635617,91,K5617,63,2,60,1,0,,2.0,1,0517,1200,151,137,11.6,56,6,,,BLK.NOSE,,93,06
93SH00333, 91635622,91,K5622,63,2,62,1,0,,2.0,5,0519,1556,166,139,10.7,54,7,,,,,93,06
93SH00334, 91635623,91,K5623,63,2,68,A,0,3,2.0,1,0517,1151,151,137,9.8,56,6,,,,,93,06
93SH00335, 91635632,91,K5632,63,1,68,,0,,2.0,M,0519,0906,190,139,12.2,56,6,,,,82,93,06
93SH00336, 91635635,91,K5635,63,2,60,1,0,,2.0,2,0518,1037,171,138,9.3,58,5,,,"VLT,DYSTOCIA",,93,06
93SH00337, 91635643,91,K5643,63,2,62,1,0,,2.0,2,0518,0934,169,138,9.4,56,6,,,FLTS,,93,06
93SH00338, 91635644,91,K5644,63,2,68,A,0,2,2.0,2,0518,1340,187,138,8.9,58,5,,,,,93,06
93SH00339, 91635646,91,K5646,63,2,62,1,0,,2.0,1,0517,1402,131,137,12.2,58,5,,,,,93,06
93SH00340, 91635654,91,K5654,63,2,68,A,0,3,2.0,1,0517,1401,179,137,11.0,58,5,,,,,93,06
93SH00341, 91635656,91,K5656,63,2,60,1,0,,2.0,1,0517,1133,137,137,10.0,56,6,,,BGBAG,,93,06
93SH00342, 91635660,91,K5660,63,2,62,1,0,,2.0,5,0519,1128,155,139,9.6,58,5,,,,,93,06
93SH00343, 91635665,91,K5665,63,2,68,A,0,2,2.0,2,0517,0840,203,137,11.2,58,5,,,DYSTOCIA,,93,06
93SH00344, 91635672,91,K5672,63,2,60,1,0,,2.0,1,0517,1436,132,137,10.6,58,5,,,,,93,06
93SH00345, 91635673,91,K5673,63,2,62,1,0,,2.0,1,0517,1347,141,137,11.2,58,5,,,,,93,06
93SH00346, 91635675,91,K5675,63,1,68,,0,,2.0,M,0519,0921,166,139,13.1,62,3,,,,70,93,06
93SH00347, 91635678,91,K5678,63,2,60,1,0,,2.0,1,0517,1447,167,137,7.5,56,6,,,WILD,,93,06
93SH00348, 91635681,91,K5681,63,2,60,1,0,,2.0,5,0517,1508,151,137,10.0,58,5,,,,,93,06
93SH00349, 91635683,91,K5683,63,2,62,1,0,,2.0,5,0517,1707,169,137,9.8,62,3,,,,,93,06
93SH00350, 91635685,91,K5685,63,2,62,1,0,,2.0,5,0518,1630,147,138,9.4,56,6,,,,,93,06
93SH00351, 91635688,91,K5688,63,2,60,1,0,,2.0,2,0518,0847,179,138,11.8,58,5,,,HARDBAG.X,,93,06
93SH00352, 91635711,91,K5711,63,2,62,1,0,,2.0,1,0518,1118,123,138,8.7,58,5,,,5FACE,,93,06
93SH00353, 91635719,91,K5719,63,2,68,A,0,2,2.0,2,0518,1351,184,138,11.8,54,7,,,,,93,06
93SH00354, 91635734,91,K5734,63,2,60,1,0,,2.0,1,0517,1402,141,137,9.4,58,5,,,,,93,06
93SH00355, 91635735,91,K5735,63,2,62,1,0,,2.0,1,0517,1136,136,137,9.1,60,4,,,,,93,06
93SH00356, 91635738,91,K5738,63,2,68,A,0,3,2.0,5,0517,1523,169,137,11.6,58,5,,,,,93,06
93SH00357, 91635741,91,K5741,63,2,60,1,0,,2.0,2,0518,1054,147,138,7.3,62,3,,,WILD,,93,06
93SH00358, 91635743,91,K5743,63,2,62,1,0,,2.0,2,0518,1205,200,138,9.1,54,7,,,,,93,06
93SH00359, 91635749,91,K5749,63,1,68,,0,,2.0,M,0519,0846,198,139,12.6,56,6,,,,80,93,06
93SH00360, 91635753,91,K5753,63,2,68,L,7,,2.0,3,0517,0905,212,137,10.9,54,7,29C,GRN9,,,93,06
93SH00361, 91635756,91,K5756,63,2,68,A,0,2,2.0,1,0517,1317,154,137,9.3,62,3,,,,,93,06
93SH00362, 91635771,91,K5771,63,2,62,1,0,,2.0,2,0518,0844,157,138,10.5,56,6,,,,,93,06
93SH00363, 91635798,91,K5798,63,2,60,1,0,,2.0,5,0518,1618,131,138,7.8,62,3,,,,,93,06
93SH00364, 91635805,91,K5805,63,2,62,1,0,,2.0,5,0323,0000,146,82,7.7,60,4,,,SHORN 3/93,,93,06
93SH00365, 91635813,91,K5813,63,2,68,A,0,2,2.0,5,0517,1634,139,137,10.1,56,6,,,,,93,06
93SH00366, 91635816,91,K5816,63,2,62,1,0,,2.0,1,0517,1151,148,137,11.2,54,7,,,,,93,06
93SH00367, 92635830,92,K5830,63,2,68,Y,0,,1.0,5,0519,1406,108,139,7.2,60,4,,,,,93,06
93SH00368, 92635831,92,K5831,63,1,68,,0,,1.0,Y,0517,1112,144,137,9.4,58,5,,,,65,93,06
93SH00369, 92635832,92,K5832,63,1,68,,0,,1.0,Y,0517,1048,163,137,12.8,56,6,,,,72,93,06
93SH00370, 92635835,92,K5835,63,2,68,Y,0,,1.0,5,0518,1532,117,138,8.4,58,5,,,4TEATS,,93,06
93SH00371, 92635840,92,K5840,63,2,68,Y,0,,1.0,5,0517,1508,126,137,10.6,54,7,,,4TEATS,,93,06
93SH00372, 92635842,92,K5842,63,2,68,Y,0,,1.0,5,0518,1543,111,138,9.4,56,6,,,4TEATS,,93,06
93SH00373, 92635850,92,K5850,63,1,68,,0,,1.0,Y,0517,1023,154,137,9.4,58,5,,,4TEATS,,93,06
93SH00374, 92635853,92,K5853,63,2,68,Y,0,,1.0,5,0517,1600,107,137,8.0,56,6,,,,,93,06
93SH00375, 92635857,92,K5857,63,2,68,Y,0,,1.0,5,0518,1713,99,138,9.0,56,6,,,,,93,06
93SH00376, 92635860,92,K5860,63,2,68,Y,0,,1.0,5,0518,1636,104,138,8.9,58,5,,,,,93,06
93SH00377, 92635866,92,K5866,63,2,68,,7,,1.0,J,0519,1641,101,139,7.3,60,4,AVR,,,,93,06
93SH00378, 92635868,92,K5868,63,2,68,Y,0,,1.0,5,0517,1629,121,137,8.6,62,3,,,,,93,06
93SH00379, 92635869,92,K5869,63,2,68,Y,0,,1.0,5,0518,1645,98,138,8.8,58,5,,,4TEATS,,93,06
93SH00380, 92635870,92,K5870,63,2,68,Y,0,,1.0,5,0518,1609,102,138,7.7,56,6,,,,,93,06
93SH00381, 92635879,92,K5879,63,2,68,Y,0,,1.0,D,0517,0908,172,137,8.6,60,4,,,,,93,06
93SH00382, 92635880,92,K5880,63,2,68,Y,0,,1.0,5,0519,1444,86,139,7.3,62,3,,,GRAFT,,93,06
93SH00383, 92635884,92,K5884,63,2,68,Y,0,,1.0,5,0519,1028,109,139,8.7,62,3,,,4TEATS,,93,06
93SH00384, 92635886,92,K5886,63,2,68,Y,0,,1.0,5,0518,1648,109,138,10.6,60,4,,,,,93,06
93SH00385, 92635891,92,K5891,63,2,68,Y,0,,1.0,5,0519,1115,94,139,9.4,58,5,,,ENTR,,93,06
93SH00386, 92635894,92,K5894,63,2,68,,7,,1.0,J,0519,1640,127,139,9.5,64,2,AVR,,,,93,06
93SH00387, 92635896,92,K5896,63,2,68,Y,0,,1.0,2,0517,0849,162,137,7.4,62,3,,,,,93,06
93SH00388, 92635899,92,K5899,63,2,68,Y,0,,1.0,5,0517,1544,116,137,9.9,56,6,,,,,93,06
93SH00389, 92635904,92,K5904,63,1,68,,0,,1.0,Y,0517,1057,135,137,8.0,60,4,,,,64,93,06
93SH00390, 92635905,92,K5905,63,1,68,,0,,1.0,Y,0517,1113,148,137,9.8,56,6,,,,72,93,06
93SH00391, 92635908,92,K5908,63,2,68,Y,0,,1.0,5,0519,1134,112,139,8.9,60,4,,,,,93,06
93SH00392, 92635912,92,K5912,63,2,68,Y,0,,1.0,5,0517,1612,131,137,12.8,56,6,,,,,93,06
93SH00393, 92635913,92,K5913,63,2,68,Y,0,,1.0,5,0518,1517,109,138,9.0,56,6,,,4TEATS,,93,06
93SH00394, 92635914,92,K5914,63,2,68,Y,0,,1.0,5,0519,1552,121,139,9.9,62,3,,,4TEATS,,93,06
93SH00395, 92635915,92,K5915,63,2,68,Y,0,,1.0,5,0518,1655,93,138,10.6,58,5,,,,,93,06
93SH00396, 92635916,92,K5916,63,2,68,Y,0,,1.0,5,0517,1539,120,137,9.5,62,3,,,,,93,06
93SH00397, 92635917,92,K5917,63,2,68,Y,0,,1.0,1,0517,0853,141,137,8.5,60,4,,,,,93,06
93SH00398, 92635918,92,K5918,63,2,68,Y,0,,1.0,5,0519,1542,96,139,7.4,58,5,,,,,93,06
93SH00399, 92635921,92,K5921,63,2,68,Y,0,,1.0,5,0518,1530,116,138,11.0,56,6,,,4TEATS,,93,06
93SH00400, 92635922,92,K5922,63,2,68,Y,0,,1.0,5,0519,1533,104,139,7.7,58,5,,,,,93,06
93SH00401, 92635926,92,K5926,63,2,68,Y,0,,1.0,5,0517,1538,118,137,7.9,62,3,,,,,93,06
93SH00402, 92635928,92,K5928,63,2,68,Y,0,,1.0,5,0518,1617,120,138,9.7,56,6,,,4TEATS,,93,06
93SH00403, 92635937,92,K5937,63,2,68,Y,0,,1.0,5,0519,1030,104,139,9.7,54,7,,,4TEATS,,93,06
93SH00404, 92635939,92,K5939,63,1,68,,0,,1.0,Y,0517,1006,134,137,9.1,58,5,,,,72,93,06
93SH00405, 92635941,92,K5941,63,2,68,Y,0,,1.0,1,0517,0838,175,137,10.8,60,4,,,,,93,06
93SH00406, 92635944,92,K5944,63,1,68,,0,,1.0,Y,0517,1044,129,137,7.6,60,4,,,,70,93,06
93SH00407, 92635945,92,K5945,63,2,68,Y,0,,1.0,5,0519,1102,117,139,10.5,62,3,,,4TEATS,,93,06
93SH00408, 92635947,92,K5947,63,1,68,,0,,1.0,Y,0517,0940,164,137,10.2,56,6,,,,87,93,06
93SH00409, 92635948,92,K5948,63,2,68,Y,0,,1.0,2,0517,0850,144,137,7.7,56,6,,,4TEATS,,93,06
93SH00410, 92635951,92,K5951,63,1,68,,0,,1.0,Y,0517,0956,159,137,9.4,56,6,,,,69,93,06
93SH00411, 92635952,92,K5952,63,2,68,Y,0,,1.0,5,0518,1518,113,138,9.4,54,7,,,,,93,06
93SH00412, 92635965,92,K5965,63,2,68,Y,0,,1.0,5,0518,1642,100,138,10.4,54,7,,,,,93,06
93SH00413, 92635971,92,K5971,63,2,68,Y,0,,1.0,1,0519,1159,141,139,8.8,58,5,,,4TEATS,,93,06
93SH00414, 92635972,92,K5972,63,2,68,Y,0,,1.0,1,0519,1207,158,139,9.6,56,6,,,,,93,06
93SH00415, 92635977,92,K5977,63,2,68,,7,,1.0,5,0519,1505,92,139,7.0,62,3,AVR,,4TEATS,,93,06
93SH00416, 92635980,92,K5980,63,2,68,Y,0,,1.0,5,0519,1116,113,139,11.5,56,6,,,,,93,06
93SH00417, 92635984,92,K5984,63,2,68,Y,0,,1.0,5,0517,1513,122,137,7.3,58,5,,,WEAK,,93,06
93SH00418, 92635986,92,K5986,63,2,68,Y,0,,1.0,5,0519,1035,115,139,10.2,54,7,,,,,93,06
93SH00419, 92635989,92,K5989,63,2,68,Y,0,,1.0,D,0517,0839,136,137,9.0,56,6,,,4TEATS,,93,06
93SH00420, 92635991,92,K5991,63,2,68,Y,0,,1.0,5,0517,1611,91,137,6.7,58,5,,,ENTR,,93,06
93SH00421, 92635996,92,K5996,63,2,68,,7,,1.0,5,0519,1345,97,139,10.5,56,6,AVR,,4TEATS,,93,06
93SH00422, 92635999,92,K5999,63,2,68,Y,0,,1.0,5,0518,1633,99,138,6.6,58,5,,,ENTR,,93,06
93SH00423, 92636000,92,K6000,63,1,68,,0,,1.0,Y,0517,1004,146,137,9.5,58,5,,,,69,93,06
93SH00424, 92636003,92,K6003,63,2,68,Y,0,,1.0,5,0517,1708,97,137,10.9,58,5,,,4TEATS,,93,06
93SH00425, 92636006,92,K6006,63,2,68,Y,0,,1.0,2,0518,1354,122,138,8.1,58,5,,,4TEATS,,93,06
93SH00426, 92636007,92,K6007,63,2,68,Y,0,,1.0,5,0517,1633,111,137,8.7,60,4,,,4TEATS,,93,06
93SH00427, 92636013,92,K6013,63,2,68,Y,0,,1.0,5,0519,1456,133,139,11.3,58,5,,,,,93,06
93SH00428, 92636015,92,K6015,63,2,68,Y,0,,1.0,2,0517,0839,160,137,9.7,58,5,,,4TEATS,,93,06
93SH00429, 92636018,92,K6018,63,2,68,Y,0,,1.0,5,0519,1506,108,139,9.4,58,5,,,4TEATS,,93,06
93SH00430, 92636019,92,K6019,63,1,68,,0,,1.0,Y,0517,0940,132,137,7.7,58,5,,,,51,93,06
93SH00431, 92636020,92,K6020,63,1,68,,0,,1.0,Y,0517,1101,119,137,6.4,64,2,,,,54,93,06
93SH00432, 92636024,92,K6024,63,2,68,Y,0,,1.0,5,0519,1504,97,139,8.6,58,5,,,,,93,06
93SH00433, 92636032,92,K6032,63,1,68,,0,,1.0,Y,0517,0941,148,137,8.4,56,6,,,,70,93,06
93SH00434, 92636033,92,K6033,63,1,68,,0,,1.0,Y,0517,1043,153,137,10.0,54,7,,,4TEATS,69,93,06
93SH00435, 92636035,92,K6035,63,1,68,,0,,1.0,Y,0517,0932,134,137,8.9,56,6,,,BRN.EARS,56,93,06
93SH00436, 92636037,92,K6037,63,2,68,Y,0,,1.0,5,0517,1634,122,137,8.4,60,4,,,,,93,06
93SH00437, 92636038,92,K6038,63,2,68,Y,0,,1.0,5,0518,1639,109,138,8.9,58,5,,,,,93,06
93SH00438, 92636046,92,K6046,63,2,68,Y,0,,1.0,2,0518,1351,143,138,8.7,62,3,,,,,93,06
93SH00439, 92636048,92,K6048,63,2,68,Y,0,,1.0,5,0517,1543,88,137,7.5,60,4,,,,,93,06
93SH00440, 92636049,92,K6049,63,2,68,Y,0,,1.0,5,0519,1541,91,139,9.8,58,5,,,,,93,06
93SH00441, 92636050,92,K6050,63,1,68,,0,,1.0,Y,0517,1057,136,137,8.1,60,4,,,,62,93,06
93SH00442, 92636052,92,K6052,63,1,68,,0,,1.0,Y,0517,1008,144,137,9.4,58,5,,,,69,93,06
93SH00443, 92636059,92,K6059,63,1,68,,0,,1.0,Y,0517,1046,159,137,9.0,62,3,,,,60,93,06
93SH00444, 92636063,92,K6063,63,2,68,Y,0,,1.0,5,0517,1608,111,137,9.6,56,6,,,4TEATS,,93,06
93SH00445, 92636064,92,K6064,63,2,68,Y,0,,1.0,5,0517,1510,90,137,8.0,58,5,,,4TEATS,,93,06
93SH00446, 92636065,92,K6065,63,2,68,Y,0,,1.0,1,0517,0833,145,137,9.9,60,4,,,,,93,06
93SH00447, 92636066,92,K6066,63,2,68,Y,0,,1.0,5,0517,1602,110,137,10.8,56,6,,,,,93,06
93SH00448, 92636067,92,K6067,63,2,68,Y,0,,1.0,2,0517,0836,153,137,9.2,60,4,,,,,93,06
93SH00449, 92636073,92,K6073,63,2,68,Y,0,,1.0,5,0518,1722,88,138,7.9,54,7,,,,,93,06
93SH00450, 92636080,92,K6080,63,2,68,Y,0,,1.0,5,0519,1533,102,139,8.1,60,4,,,ENTR.4TEATS,,93,06
93SH00451, 92636088,92,K6088,63,1,68,,0,,1.0,Y,0517,1110,162,137,9.8,60,4,,,4TEATS,65,93,06
93SH00452, 92636089,92,K6089,63,1,68,,0,,1.0,Y,0517,1007,141,137,10.1,58,5,,,4TEATS,67,93,06
93SH00453, 92636091,92,K6091,63,2,68,Y,0,,1.0,5,0519,1512,80,139,7.7,58,5,,,4TEATS,,93,06
93SH00454, 92636095,92,K6095,63,2,68,Y,0,,1.0,5,0519,1022,102,139,8.3,60,4,,,4TEATS,,93,06
93SH00455, 92636102,92,K6102,63,1,68,,0,,1.0,Y,0517,0959,162,137,11.7,56,6,,,BRN.FEET,66,93,06
93SH00456, 92636106,92,K6106,63,1,68,,0,,1.0,Y,0517,1031,143,137,8.5,58,5,,,,61,93,06
93SH00457, 92636107,92,K6107,63,2,68,Y,0,,1.0,5,0518,1544,109,138,7.7,60,4,,,,,93,06
93SH00458, 92636109,92,K6109,63,2,68,Y,0,,1.0,5,0518,1553,100,138,9.0,60,4,,,4TEATS,,93,06
93SH00459, 92636113,92,K6113,63,2,68,Y,0,,1.0,5,0517,1656,120,137,9.7,60,4,,,4TEATS,,93,06
93SH00460, 92636114,92,K6114,63,1,68,,0,,1.0,Y,0517,0932,138,137,12.0,62,3,,,4TEATS,66,93,06
93SH00461, 92636117,92,K6117,63,1,68,,0,,1.0,Y,0517,1002,122,137,10.2,58,5,,,,66,93,06
93SH00462, 92636118,92,K6118,63,2,68,Y,0,,1.0,5,0518,1610,101,138,6.9,60,4,,,4TEATS,,93,06
93SH00463, 92636119,92,K6119,63,2,68,Y,0,,1.0,D,0517,0906,158,137,10.0,56,6,,,4TEATS,,93,06
93SH00464, 92636123,92,K6123,63,2,68,Y,0,,1.0,5,0517,1548,100,137,7.6,60,4,,,HAIRY,,93,06
93SH00465, 92636124,92,K6124,63,2,68,Y,0,,1.0,5,0517,1543,129,137,10.6,56,6,,,4TEATS,,93,06
93SH00466, 92636127,92,K6127,63,2,68,Y,0,,1.0,5,0519,1351,114,139,8.7,62,3,,,4TEATS,,93,06
93SH00467, 92636128,92,K6128,63,2,68,Y,0,,1.0,2,0518,1201,131,138,6.7,64,2,,,HAIRY,,93,06
93SH00468, 92636130,92,K6130,63,1,68,,0,,1.0,Y,0517,1056,145,137,10.3,58,5,,,4TEATS,61,93,06
93SH00469, 92636133,92,K6133,63,2,68,,7,,1.0,J,0519,1632,114,139,8.3,56,6,AVR,,GRAFT,,93,06
93SH00470, 92636134,92,K6134,63,2,68,Y,0,,1.0,5,0519,1427,98,139,10.4,54,7,,,HAIRY,,93,06
93SH00471, 92636135,92,K6135,63,2,68,Y,0,,1.0,5,0518,1610,99,138,10.3,60,4,,,,,93,06
93SH00472, 92636136,92,K6136,63,1,68,,0,,1.0,Y,0517,0940,166,137,11.2,58,5,,,STUDRAM,73,93,06
93SH00473, 92636143,92,K6143,63,2,68,,7,,1.0,J,0519,1643,121,139,6.7,58,5,AVR,,,,93,06
93SH00474, 92636144,92,K6144,63,1,68,,0,,1.0,Y,0517,1027,151,137,12.0,56,6,,,4TEATS,76,93,06
93SH00475, 92636145,92,K6145,63,2,68,Y,0,,1.0,5,0518,1519,95,138,8.7,58,5,,,,,93,06
93SH00476, 92636148,92,K6148,63,2,68,Y,0,,1.0,5,0518,1716,118,138,7.3,56,6,,,,,93,06
93SH00477, 92636151,92,K6151,63,2,68,Y,0,,1.0,5,0517,1506,96,137,9.4,56,6,,,,,93,06
93SH00478, 92636155,92,K6155,63,2,68,Y,0,,1.0,5,0517,1652,119,137,10.1,54,7,,,4TEATS,,93,06
93SH00479, 92636157,92,K6157,63,1,68,,0,,1.0,Y,0517,1026,164,137,9.5,64,2,,,,70,93,06
93SH00480, 92636158,92,K6158,63,1,68,,0,,1.0,Y,0517,0943,174,137,10.3,56,6,,,,93,93,06
93SH00481, 92636162,92,K6162,63,2,68,,7,,1.0,J,0519,1638,116,139,6.8,58,5,AVR,,MSG.9/17/92,,93,06
93SH00482, 92636163,92,K6163,63,2,68,Y,0,,1.0,2,0519,1534,113,139,7.1,60,4,,,4TEATS,,93,06
93SH00483, 92636165,92,K6165,63,2,68,Y,0,,1.0,5,0518,1517,87,138,10.0,56,6,,,,,93,06
93SH00484, 92636168,92,K6168,63,1,68,,0,,1.0,Y,0517,1024,157,137,11.1,56,6,,,,71,93,06
93SH00485, 92636169,92,K6169,63,1,68,,0,,1.0,Y,0517,1058,126,137,11.4,58,5,,,,64,93,06
93SH00486, 92636172,92,K6172,63,2,68,Y,0,,1.0,5,0517,1700,93,137,6.5,60,4,,,GRAFT,,93,06
93SH00487, 92636173,92,K6173,63,2,68,Y,0,,1.0,5,0518,1634,97,138,6.8,54,7,,,4TEATS,,93,06
93SH00488, 92636174,92,K6174,63,2,68,Y,0,,1.0,5,0518,1619,91,138,7.2,56,6,,,4TEATS,,93,06
93SH00489, 92636177,92,K6177,63,2,68,Y,0,,1.0,1,0517,0836,167,137,13.2,54,7,,,4TEATS,,93,06
93SH00490, 92636181,92,K6181,63,1,68,,0,,1.0,Y,0517,1029,157,137,6.9,60,4,,,,59,93,06
93SH00491, 92636184,92,K6184,63,2,68,Y,0,,1.0,5,0517,1725,108,137,8.3,58,5,,,,,93,06
93SH00492, 92636187,92,K6187,63,2,68,Y,0,,1.0,2,0519,1615,124,139,9.3,58,5,,,4TEATS,,93,06
93SH00493, 92636188,92,K6188,63,2,68,Y,0,,1.0,5,0517,1709,85,137,7.5,58,5,,,GRAFT,,93,06
93SH00494, 92636189,92,K6189,63,2,68,Y,0,,1.0,5,0517,1722,109,137,9.2,60,4,,,ENTR,,93,06
