UID,ID,GRFL,FLWT,DAY,STM,CATEGORY,AGE
16SH00037,H6120,7.2,72,43,30,Bleeder,6.0
16SH00038,H6167,7.2,72,43,30,Bleeder,6.0
16SH00039,H6177,8.2,82,43,30,Bleeder,6.0
16SH00040,H6244,8.6,86,43,30,Bleeder,6.0
16SH00041,H6262,5.8,58,43,30,Bleeder,6.0
16SH00042,H6272,9.2,92,43,30,Bleeder,6.0
16SH00043,H6381,12.4,124,43,30,Bleeder,6.0
16SH00044,H6388,6.4,64,43,30,Bleeder,6.0
16SH00045,H6438,10.6,106,43,30,Bleeder,6.0
16SH00046,H6480,7.6,76,43,30,Bleeder,6.0
16SH00047,H6526,7.6,76,43,30,Bleeder,6.0
16SH00048,H6539,6.8,68,43,30,Bleeder,5.0
16SH00049,H6548,7.8,78,43,30,Bleeder,5.0
16SH00050,H6597,8.6,86,43,30,Bleeder,5.0
16SH00051,H6601,6.2,62,43,30,Bleeder,5.0
16SH00052,H6632,5.8,58,43,30,Bleeder,5.0
16SH00053,H6634,7.7,77,44,30,,5.0
16SH00054,H6644,7.7,77,44,30,,5.0
16SH00055,H6671,9.4,94,43,30,Bleeder,5.0
16SH00056,H6672,7.7,77,44,30,,5.0
16SH00057,H6680,6.2,62,43,30,Bleeder,5.0
16SH00058,H6727,7.6,76,43,30,Bleeder,5.0
16SH00059,H6729,8.8,88,43,30,,5.0
16SH00060,H6739,6.0,60,43,30,Bleeder,5.0
16SH00061,H6751,6.6,66,43,30,Bleeder,5.0
16SH00062,H6772,6.0,60,43,30,Bleeder,5.0
16SH00063,H6807,4.0,40,43,30,Bleeder,5.0
16SH00064,H6832,8.8,88,43,30,Bleeder,5.0
16SH00065,H6848,6.0,60,43,30,Bleeder,5.0
16SH00066,H6850,8.0,80,43,30,Bleeder,5.0
16SH00067,H6884,7.4,74,43,30,Bleeder,5.0
16SH00068,H6885,5.4,54,43,30,Bleeder,5.0
16SH00069,H6900,7.0,70,43,30,Bleeder,5.0
16SH00070,H6917,5.4,54,43,30,Bleeder,5.0
16SH00071,H6921,5.5,55,43,30,,5.0
16SH00072,H6925,7.0,70,43,30,Bleeder,5.0
16SH00073,H6977,7.0,70,43,30,Bleeder,5.0
16SH00074,H7023,8.6,86,43,30,Bleeder,5.0
16SH00075,H7081,5.4,54,43,30,Bleeder,5.0
16SH00076,H7082,6.4,64,43,30,Bleeder,5.0
16SH00077,H7103,7.0,70,43,30,Bleeder,5.0
16SH00078,H7124,7.7,77,44,30,,5.0
16SH00079,H7143,6.6,66,44,30,,5.0
16SH00080,H7162,9.8,98,43,30,Bleeder,5.0
16SH00081,H7168,3.8,38,43,30,Bleeder,5.0
16SH00082,H7179,7.2,72,43,30,Bleeder,5.0
16SH00083,H7186,5.4,54,43,30,Bleeder,5.0
16SH00084,H7245,7.8,78,43,30,Bleeder,5.0
16SH00085,H7315,7.4,74,43,30,Bleeder,5.0
16SH00086,H7379,8.0,80,43,30,Bleeder,5.0
16SH00087,H7418,6.6,66,44,30,,4.0
16SH00088,H7423,1.4,14,43,30,Bleeder,4.0
16SH00089,H7426,4.2,42,43,30,Bleeder,4.0
16SH00090,H7439,9.2,92,43,30,Bleeder,4.0
16SH00091,H7479,12.1,121,44,30,,4.0
16SH00092,H7496,8.0,80,43,30,Bleeder,4.0
16SH00093,H7497,7.0,70,43,30,Bleeder,4.0
16SH00094,H7498,7.2,72,43,30,Bleeder,4.0
16SH00095,H7506,8.0,80,43,30,Bleeder,4.0
16SH00096,H7516,8.8,88,44,30,,4.0
16SH00097,H7526,10.4,104,43,30,Bleeder,4.0
16SH00098,H7542,3.3,33,44,30,,4.0
16SH00099,H7553,3.8,38,43,30,Bleeder,4.0
16SH00100,H7556,6.0,60,43,30,Bleeder,4.0
16SH00101,H7571,9.0,90,43,30,Bleeder,4.0
16SH00102,H7576,6.6,66,43,30,Bleeder,4.0
16SH00103,H7592,7.2,72,43,30,Bleeder,4.0
16SH00104,H7601,6.8,68,43,30,Bleeder,4.0
16SH00105,H7603,8.0,80,43,30,Bleeder,4.0
16SH00106,H7612,9.0,90,43,30,Bleeder,4.0
16SH00107,H7621,6.2,62,43,30,Bleeder,4.0
16SH00108,H7767,6.2,62,43,30,Bleeder,4.0
16SH00109,H7774,8.0,80,43,30,Bleeder,4.0
16SH00110,H7782,6.4,64,43,30,Bleeder,4.0
16SH00111,H7828,6.6,66,44,30,,4.0
16SH00112,H7848,6.2,62,43,30,Bleeder,4.0
16SH00113,H7866,7.4,74,43,30,Bleeder,4.0
16SH00114,H7877,4.4,44,43,30,Bleeder,4.0
16SH00115,H7892,6.2,62,43,30,Bleeder,4.0
16SH00116,H7935,13.2,132,44,30,,4.0
16SH00117,H7947,11.2,112,43,30,White Ewes,3.0
16SH00118,H7973,4.8,48,43,30,Bleeder,3.0
16SH00119,H7986,6.0,60,43,30,White Ewes,3.0
16SH00120,H7990,6.8,68,43,30,White Ewes,3.0
16SH00121,H7991,7.2,72,43,30,White Ewes,3.0
16SH00122,H8005,9.2,92,43,30,White Ewes,3.0
16SH00123,H8032,5.2,52,43,30,White Ewes,3.0
16SH00124,H8036,9.8,98,43,30,Bleeder,3.0
16SH00125,H8054,8.2,82,43,30,White Ewes,3.0
16SH00126,H8057,3.6,36,44,30,Black Ewes,3.0
16SH00127,H8061,9.9,99,44,30,,3.0
16SH00128,H8063,6.4,64,43,30,White Ewes,3.0
16SH00129,H8066,12.1,121,44,30,,3.0
16SH00130,H8083,6.4,64,43,30,Bleeder,3.0
16SH00131,H8092,9.0,90,43,30,Bleeder,3.0
16SH00132,H8096,4.4,44,43,30,White Ewes,3.0
16SH00133,H8097,8.4,84,43,30,White Ewes,3.0
16SH00134,H8120,9.2,92,43,30,White Ewes,3.0
16SH00135,H8135,8.8,88,44,30,,3.0
16SH00136,H8146,9.2,92,43,30,White Ewes,3.0
16SH00137,H8154,10.4,104,43,30,White Ewes,3.0
16SH00138,H8155,6.6,66,43,30,Bleeder,3.0
16SH00139,H8162,6.6,66,44,30,,3.0
16SH00140,H8209,9.2,92,43,30,Bleeder,3.0
16SH00141,H8210,11.8,118,44,30,,3.0
16SH00142,H8248,8.8,88,43,30,White Ewes,3.0
16SH00143,H8256,9.4,94,43,30,White Ewes,3.0
16SH00144,H8262,6.0,60,43,30,White Ewes,3.0
16SH00145,H8285,6.2,62,43,30,White Ewes,3.0
16SH00146,H8293,8.2,82,43,30,White Ewes,3.0
16SH00147,H8300,6.8,68,43,30,White Ewes,3.0
16SH00148,H8302,5.8,58,43,30,White Ewes,3.0
16SH00149,H8307,9.0,90,43,30,White Ewes,3.0
16SH00150,H8317,7.2,72,43,30,White Ewes,3.0
16SH00151,H8327,12.1,121,44,30,,3.0
16SH00152,H8328,5.6,56,43,30,Bleeder,3.0
16SH00153,H8376,7.7,77,44,30,,3.0
16SH00154,H8389,8.6,86,43,30,,3.0
16SH00155,H8410,11.0,110,44,30,,3.0
16SH00156,H8450,7.6,76,43,30,White Ewes,3.0
16SH00157,H8452,1.1,11,43,30,White Ewes,3.0
16SH00158,H8468,8.2,82,43,30,White Ewes,2.0
16SH00159,H8485,8.8,88,44,30,,2.0
16SH00160,H8491,1.0,10,43,30,White Ewes,2.0
16SH00161,H8492,6.6,66,43,30,White Ewes,2.0
16SH00162,H8495,8.8,88,43,30,White Ewes,2.0
16SH00163,H8497,12.1,121,44,30,,2.0
16SH00164,H8507,12.1,121,44,30,,2.0
16SH00165,H8508,9.4,94,43,30,White Ewes,2.0
16SH00166,H8511,5.4,54,43,30,White Ewes,2.0
16SH00167,H8514,7.2,72,43,30,White Ewes,2.0
16SH00168,H8516,8.4,84,43,30,White Ewes,2.0
16SH00169,H8519,4.4,44,43,30,White Ewes,2.0
16SH00170,H8524,5.2,52,43,30,White Ewes,2.0
16SH00171,H8530,6.0,60,43,30,White Ewes,2.0
16SH00172,H8540,7.2,72,43,30,White Ewes,2.0
16SH00173,H8543,12.1,121,44,30,,2.0
16SH00174,H8545,1.4,14,43,30,Bleeder,2.0
16SH00175,H8547,7.4,74,43,30,White Ewes,2.0
16SH00176,H8549,11.6,116,43,30,White Ewes,2.0
16SH00177,H8571,6.0,60,43,30,White Ewes,2.0
16SH00178,H8587,7.7,77,44,30,,2.0
16SH00179,H8591,6.8,68,43,30,White Ewes,2.0
16SH00180,H8601,8.8,88,43,30,,2.0
16SH00181,H8602,8.0,80,43,30,White Ewes,2.0
16SH00182,H8615,9.4,94,43,30,White Ewes,2.0
16SH00183,H8620,6.6,66,43,30,White Ewes,2.0
16SH00184,H8640,7.4,74,43,30,Bleeder,2.0
16SH00185,H8664,7.4,74,43,30,White Ewes,2.0
16SH00186,H8667,6.4,64,43,30,White Ewes,2.0
16SH00187,H8668,6.8,68,43,30,White Ewes,2.0
16SH00188,H8687,7.4,74,43,30,White Ewes,2.0
16SH00189,H8691,7.2,72,43,30,White Ewes,2.0
16SH00190,H8692,9.0,90,43,30,White Ewes,2.0
16SH00191,H8693,5.8,58,43,30,White Ewes,2.0
16SH00192,H8694,10.8,108,43,30,Bleeder,2.0
16SH00193,H8697,5.8,58,43,30,White Ewes,2.0
16SH00194,H8703,13.8,138,43,30,White Ewes,2.0
16SH00195,H8705,13.2,132,44,30,,2.0
16SH00196,H8708,12.1,121,44,30,,2.0
16SH00197,H8709,6.6,66,43,30,White Ewes,2.0
16SH00198,H8715,9.9,99,44,30,,2.0
16SH00199,H8721,6.6,66,43,30,White Ewes,2.0
16SH00200,H8722,7.8,78,43,30,White Ewes,2.0
16SH00201,H8747,9.2,92,43,30,White Ewes,2.0
16SH00202,H8756,5.8,58,43,30,White Ewes,2.0
16SH00203,H8760,6.4,64,43,30,Bleeder,2.0
16SH00204,H8765,8.2,82,43,30,White Ewes,2.0
16SH00205,H8768,6.8,68,43,30,Bleeder,2.0
16SH00206,H8780,7.7,77,44,30,,2.0
16SH00207,H8782,5.6,56,43,30,White Ewes,2.0
16SH00208,H8785,11.6,116,43,30,White Ewes,2.0
16SH00209,H8786,5.0,50,43,30,White Ewes,2.0
16SH00210,H8787,8.8,88,44,30,,2.0
16SH00211,H8788,5.8,58,43,30,White Ewes,2.0
16SH00212,H8802,7.6,76,43,30,White Ewes,2.0
16SH00213,H8809,8.2,82,43,30,White Ewes,2.0
16SH00214,H8811,10.4,104,43,30,White Ewes,2.0
16SH00215,H8822,8.4,84,43,30,White Ewes,2.0
16SH00216,H8824,7.0,70,43,30,Bleeder,2.0
16SH00217,H8828,13.2,132,43,30,White Ewes,2.0
16SH00218,H8829,7.4,74,43,30,White Ewes,2.0
16SH00219,H8837,8.8,88,44,30,,1.0
16SH00220,H8838,6.0,60,43,30,Pregnant,1.0
16SH00221,H8840,8.8,88,44,30,,1.0
16SH00222,H8850,8.2,82,43,30,Pregnant,1.0
16SH00223,H8858,4.6,46,43,30,Pregnant,1.0
16SH00224,H8860,9.4,94,43,30,Pregnant,1.0
16SH00225,H8862,11.0,110,44,30,,1.0
16SH00226,H8863,8.8,88,43,30,Pregnant,1.0
16SH00227,H8865,5.5,55,44,30,,1.0
16SH00228,H8866,3.8,38,43,30,Pregnant,1.0
16SH00229,H8872,5.2,52,43,30,Pregnant,1.0
16SH00230,H8874,4.4,44,43,30,,1.0
16SH00231,H8876,6.8,68,43,30,Pregnant,1.0
16SH00232,H8882,4.8,48,43,30,Pregnant,1.0
16SH00233,H8888,6.6,66,44,30,,1.0
16SH00234,H8889,5.6,56,43,30,Pregnant,1.0
16SH00235,H8892,7.0,70,43,30,Pregnant,1.0
16SH00236,H8894,8.8,88,44,30,,1.0
16SH00237,H8897,2.2,22,44,30,,1.0
16SH00238,H8903,5.5,55,43,30,,1.0
16SH00239,H8907,6.6,66,44,30,,1.0
16SH00240,H8908,5.8,58,43,30,Pregnant,1.0
16SH00241,H8909,3.6,36,43,30,Open,1.0
16SH00242,H8914,5.0,50,43,30,Pregnant,1.0
16SH00243,H8925,6.6,66,43,30,Pregnant,1.0
16SH00244,H8927,5.6,56,43,30,Pregnant,1.0
16SH00245,H8931,5.0,50,43,30,Pregnant,1.0
16SH00246,H8933,6.2,62,43,30,Pregnant,1.0
16SH00247,H8935,4.0,40,43,30,Pregnant,1.0
16SH00248,H8939,5.2,52,43,30,Pregnant,1.0
16SH00249,H8946,3.6,36,43,30,Pregnant,1.0
16SH00250,H8953,4.2,42,43,30,Open,1.0
16SH00251,H8955,7.4,74,43,30,Pregnant,1.0
16SH00252,H8956,4.4,44,44,30,,1.0
16SH00253,H8958,7.4,74,43,30,Pregnant,1.0
16SH00254,H8965,6.2,62,43,30,Pregnant,1.0
16SH00255,H8966,8.8,88,44,30,,1.0
16SH00256,H8968,4.4,44,43,30,Open,1.0
16SH00257,H8970,7.7,77,44,30,,1.0
16SH00258,H8973,5.0,50,43,30,Pregnant,1.0
16SH00259,H8978,4.0,40,43,30,Open,1.0
16SH00260,H8981,3.4,34,43,30,Pregnant,1.0
16SH00261,H8988,5.8,58,43,30,Pregnant,1.0
16SH00262,H8989,4.6,46,43,30,Pregnant,1.0
16SH00263,H8990,5.6,56,43,30,Pregnant,1.0
16SH00264,H8995,6.0,60,43,30,Open,1.0
16SH00265,H8999,5.6,56,43,30,Pregnant,1.0
16SH00266,H9002,5.4,54,43,30,Open,1.0
16SH00267,H9003,6.6,66,44,30,,1.0
16SH00268,H9007,5.2,52,43,30,Pregnant,1.0
16SH00269,H9009,7.8,78,43,30,Pregnant,1.0
16SH00270,H9012,4.8,48,43,30,Pregnant,1.0
16SH00271,H9013,5.0,50,43,30,Open,1.0
16SH00272,H9019,4.8,48,43,30,Pregnant,1.0
16SH00273,H9025,6.4,64,43,30,Pregnant,1.0
16SH00274,H9026,4.6,46,43,30,Pregnant,1.0
16SH00275,H9029,3.2,32,43,30,Pregnant,1.0
16SH00276,H9042,5.0,50,43,30,Pregnant,1.0
16SH00277,H9045,4.6,46,43,30,Pregnant,1.0
16SH00278,H9047,7.0,70,43,30,Pregnant,1.0
16SH00279,H9050,6.2,62,43,30,Open,1.0
16SH00280,H9051,6.6,66,43,30,Pregnant,1.0
16SH00281,H9054,4.6,46,43,30,Pregnant,1.0
16SH00282,H9055,3.6,36,43,30,Pregnant,1.0
16SH00283,H9060,4.4,44,43,30,Pregnant,1.0
16SH00284,H9062,6.6,66,43,30,Pregnant,1.0
16SH00285,H9064,4.4,44,44,30,,1.0
16SH00286,H9065,7.7,77,44,30,,1.0
16SH00287,H9066,5.2,52,43,30,Pregnant,1.0
16SH00288,H9067,6.2,62,43,30,Open,1.0
16SH00289,H9069,4.6,46,43,30,Pregnant,1.0
16SH00290,H9072,6.6,66,43,30,Pregnant,1.0
16SH00291,H9074,3.4,34,43,30,Pregnant,1.0
16SH00292,H9094,6.6,66,43,30,Pregnant,1.0
16SH00293,H9095,6.2,62,43,30,Pregnant,1.0
16SH00294,H9098,5.5,55,44,30,,1.0
16SH00295,H9105,4.2,42,43,30,Pregnant,1.0
16SH00296,H9108,6.6,66,43,30,,1.0
16SH00297,H9116,7.7,77,44,30,,1.0
16SH00298,H9117,5.8,58,43,30,Pregnant,1.0
16SH00299,H9120,4.4,44,44,30,,1.0
16SH00300,H9129,4.4,44,43,30,Open,1.0
16SH00301,H9130,4.4,44,44,30,,1.0
16SH00302,H9134,6.4,64,43,30,Pregnant,1.0
16SH00303,H9136,6.6,66,44,30,,1.0
16SH00304,H9149,3.3,33,43,30,,1.0
16SH00305,H9150,6.6,66,43,30,Open,1.0
16SH00306,H9155,6.6,66,44,30,,1.0
16SH00307,H9158,5.8,58,43,30,Pregnant,1.0
16SH00308,H9165,6.4,64,43,30,Pregnant,1.0
16SH00309,H9167,3.8,38,43,30,Pregnant,1.0
16SH00310,H9170,4.8,48,43,30,Pregnant,1.0
16SH00311,H9172,7.8,78,43,30,Pregnant,1.0
16SH00312,H9173,5.6,56,43,30,Pregnant,1.0
16SH00313,H9189,3.5,35,43,30,,1.0
16SH00314,H9190,4.0,40,43,30,Pregnant,1.0
16SH00315,H9193,5.0,50,43,30,Pregnant,1.0
16SH00316,H9194,5.2,52,43,30,Pregnant,1.0
16SH00317,H9195,3.4,34,43,30,Pregnant,1.0
16SH00318,H9196,7.7,77,44,30,,1.0
16SH00319,H9199,4.8,48,43,30,Pregnant,1.0
16SH00320,H9200,4.8,48,43,30,Pregnant,1.0
16SH00321,H9211,8.2,82,43,30,Pregnant,1.0
16SH00322,H9214,4.0,40,43,30,Open,1.0
16SH00323,H9216,3.6,36,43,30,Open,1.0
16SH00324,H9221,4.0,40,43,30,Pregnant,1.0
16SH00325,H9225,3.8,38,43,30,Open,1.0
16SH00326,H9229,7.6,76,43,30,Pregnant,1.0
16SH00327,H9230,4.8,48,43,30,Pregnant,1.0
16SH00328,H9231,4.2,42,43,30,Pregnant,1.0
16SH00329,H9232,5.6,56,43,30,Pregnant,1.0
16SH00330,H9233,5.5,55,44,30,,1.0
16SH00331,H9235,8.8,88,43,30,,1.0
16SH00332,H9237,4.2,42,43,30,Pregnant,1.0
16SH00333,H9240,3.3,33,43,30,,1.0
16SH00334,H9242,6.6,66,43,30,,1.0
16SH00335,H9243,4.6,46,43,30,Pregnant,1.0
16SH00336,H9251,6.6,66,43,30,,1.0
16SH00337,H9270,7.4,74,43,30,Pregnant,1.0
16SH00338,K4942,12.6,126,44,06,,3.0
16SH00339,K4960,11.0,110,44,06,,3.0
16SH00340,L0029,6.6,66,44,PC,Smut Ewes,7.0
16SH00341,L0044,5.8,58,44,PC,Smut Ewes,6.0
16SH00342,L0087,4.6,46,44,PC,Smut Ewes,6.0
16SH00343,L0228,5.4,54,44,PC,Smut Ewes,6.0
16SH00344,L0274,8.4,84,44,PC,Smut Ewes,5.0
16SH00345,L0349,5.4,54,44,PC,Smut Ewes,5.0
16SH00346,L0351,7.6,76,44,PC,Smut Ewes,5.0
16SH00347,L0380,6.4,64,44,PC,Smut Ewes,5.0
16SH00348,L0399,9.2,92,44,PC,Smut Ewes,5.0
16SH00349,L0448,7.8,78,44,PC,Smut Ewes,5.0
16SH00350,L0461,7.2,72,44,PC,Smut Ewes,5.0
16SH00351,L0558,11.0,110,44,PC,,4.0
16SH00352,L0602,9.0,90,44,PC,Smut Ewes,4.0
16SH00353,L0624,7.6,76,44,PC,Smut Ewes,4.0
16SH00354,L0630,6.0,60,44,PC,Smut Ewes,4.0
16SH00355,L0700,11.0,110,44,PC,,4.0
16SH00356,L0715,5.6,56,44,PC,Smut Ewes,4.0
16SH00357,L0719,9.2,92,44,PC,Smut Ewes,4.0
16SH00358,L0735,6.8,68,44,PC,Smut Ewes,4.0
16SH00359,L0742,11.0,110,44,PC,,4.0
16SH00360,L0762,8.4,84,44,PC,Mat. Smut Ram,4.0
16SH00361,L0838,8.6,86,44,PC,Smut Ewes,4.0
16SH00362,L0844,7.0,70,44,PC,Smut Ewes,4.0
16SH00363,L0920,7.8,78,44,PC,Smut Ewes,4.0
16SH00364,L0937,7.4,74,44,PC,Smut Ewes,4.0
16SH00365,L1001,5.8,58,44,PC,Smut Ewes,3.0
16SH00366,L1006,8.4,84,44,PC,Smut Ewes,3.0
16SH00367,L1010,11.0,110,44,PC,,3.0
16SH00368,L1036,6.2,62,44,PC,Smut Ewes,3.0
16SH00369,L1080,7.8,78,44,PC,Smut Ewes,3.0
16SH00370,L1136,8.6,86,44,PC,Smut Ewes,3.0
16SH00371,L1151,8.2,82,44,PC,Mat. Smut Ram,3.0
16SH00372,L1191,8.8,88,44,PC,,3.0
16SH00373,L1206,8.6,86,44,PC,Smut Ewes,3.0
16SH00374,L1225,8.0,80,44,PC,Smut Ewes,3.0
16SH00375,L1309,8.8,88,44,PC,,3.0
16SH00376,L1339,9.0,90,44,PC,Mat. Smut Ram,3.0
16SH00377,L1397,6.4,64,44,PC,Smut Ewes,3.0
16SH00378,L1418,7.7,77,44,PC,,3.0
16SH00379,L1441,10.4,104,44,PC,Mat. Smut Ram,3.0
16SH00380,L1464,6.6,66,44,PC,Smut Ewes,3.0
16SH00381,L1514,9.6,96,44,PC,,3.0
16SH00382,L1517,7.4,74,44,PC,Smut Ewes,2.0
16SH00383,L1519,6.8,68,44,PC,Smut Ewes,2.0
16SH00384,L1520,6.2,62,44,PC,Smut Ewes,2.0
16SH00385,L1521,8.5,85,44,PC,,2.0
16SH00386,L1524,8.8,88,44,PC,,2.0
16SH00387,L1528,12.1,121,44,PC,,2.0
16SH00388,L1532,8.6,86,44,PC,Smut Ewes,2.0
16SH00389,L1542,6.0,60,44,PC,Smut Ewes,2.0
16SH00390,L1544,11.0,110,44,PC,,2.0
16SH00391,L1546,9.6,96,44,PC,Smut Ewes,2.0
16SH00392,L1548,12.1,121,44,PC,,2.0
16SH00393,L1549,7.4,74,44,PC,Mat. Smut Ram,2.0
16SH00394,L1552,9.0,90,44,PC,Smut Ewes,2.0
16SH00395,L1553,9.6,96,44,PC,Smut Ewes,2.0
16SH00396,L1562,6.6,66,44,PC,,2.0
16SH00397,L1564,7.4,74,44,PC,Mat. Smut Ram,2.0
16SH00398,L1573,7.0,70,44,PC,Smut Ewes,2.0
16SH00399,L1578,8.8,88,44,PC,,2.0
16SH00400,L1588,7.2,72,44,PC,Smut Ewes,2.0
16SH00401,L1592,7.2,72,44,PC,Smut Ewes,2.0
16SH00402,L1599,9.9,99,44,PC,,2.0
16SH00403,L1600,9.0,90,44,PC,Smut Ewes,2.0
16SH00404,L1603,12.1,121,44,PC,,2.0
16SH00405,L1604,7.7,77,44,PC,,2.0
16SH00406,L1608,7.6,76,44,PC,Smut Ewes,2.0
16SH00407,L1609,5.8,58,44,PC,Smut Ewes,2.0
16SH00408,L1614,9.2,92,44,PC,Mat. Smut Ram,2.0
16SH00409,L1615,8.2,82,44,PC,Smut Ewes,2.0
16SH00410,L1616,8.2,82,44,PC,Smut Ewes,2.0
16SH00411,L1622,6.6,66,44,PC,Smut Ewes,2.0
16SH00412,L1623,11.0,110,44,PC,,2.0
16SH00413,L1626,8.0,80,44,PC,Smut Ewes,2.0
16SH00414,L1640,7.2,72,44,PC,Pregnant Smut,1.0
16SH00415,L1642,9.0,90,44,PC,Pregnant Smut,1.0
16SH00416,L1645,7.0,70,44,PC,Open Smut,1.0
16SH00417,L1652,7.2,72,44,PC,Pregnant Smut,1.0
16SH00418,L1654,7.8,78,44,PC,Smut Ram Lamb,1.0
16SH00419,L1657,6.6,66,44,PC,Open Smut,1.0
16SH00420,L1658,5.6,56,44,PC,Pregnant Smut,1.0
16SH00421,L1661,10.2,102,44,PC,Pregnant Smut,1.0
16SH00422,L1662,6.4,64,44,PC,Pregnant Smut,1.0
16SH00423,L1665,9.6,96,44,PC,Smut Ram Lamb,1.0
16SH00424,L1666,6.0,60,44,PC,Pregnant Smut,1.0
16SH00425,L1670,7.2,72,44,PC,Pregnant Smut,1.0
16SH00426,L1673,8.2,82,44,PC,Pregnant Smut,1.0
16SH00427,L1676,7.6,76,44,PC,Smut Ram Lamb,1.0
16SH00428,L1683,6.8,68,44,PC,Smut Ram Lamb,1.0
16SH00429,L1686,7.4,74,44,PC,Pregnant Smut,1.0
16SH00430,L1690,6.6,66,44,PC,Smut Ram Lamb,1.0
16SH00431,L1692,7.6,76,44,PC,Pregnant Smut,1.0
16SH00432,L1697,7.2,72,44,PC,Pregnant Smut,1.0
16SH00433,L1701,6.8,68,44,PC,Smut Ram Lamb,1.0
16SH00434,L1706,8.4,84,44,PC,Pregnant Smut,1.0
16SH00435,L1707,8.0,80,44,PC,Open Smut,1.0
16SH00436,L1711,5.2,52,44,PC,Pregnant Smut,1.0
16SH00437,L1717,8.8,88,44,PC,Pregnant Smut,1.0
16SH00438,L1719,7.4,74,44,PC,Pregnant Smut,1.0
16SH00439,L1721,9.4,94,44,PC,Smut Ram Lamb,1.0
16SH00440,L1730,6.2,62,44,PC,Smut Ram Lamb,1.0
16SH00441,L1732,5.8,58,44,PC,Open Smut,1.0
16SH00442,L1734,7.0,70,44,PC,Pregnant Smut,1.0
16SH00443,R6933,11.0,110,44,07,,9.0
16SH00444,R7368,8.8,88,43,07,Bleeder,8.0
16SH00445,R7440,9.8,98,43,07,Bleeder,7.0
16SH00446,R7456,9.2,92,43,07,Bleeder,7.0
16SH00447,R7480,1.0,10,43,07,Bleeder,7.0
16SH00448,R7487,10.4,104,43,07,Bleeder,7.0
16SH00449,R7570,9.6,96,43,07,Bleeder,7.0
16SH00450,R7572,1.2,12,43,07,Bleeder,7.0
16SH00451,R7573,8.2,82,43,07,Bleeder,7.0
16SH00452,R7585,9.4,94,43,07,Bleeder,7.0
16SH00453,R7628,8.2,82,43,07,Bleeder,7.0
16SH00454,R7714,1.1,11,43,07,Bleeder,7.0
16SH00455,R7743,11.2,112,43,07,Bleeder,7.0
16SH00456,R7802,8.6,86,43,07,Bleeder,7.0
16SH00457,R7810,13.2,132,43,07,Bleeder,7.0
16SH00458,R7867,10.8,108,43,07,Bleeder,7.0
16SH00459,R7879,1.2,12,43,07,Bleeder,7.0
16SH00460,R7998,7.6,76,43,07,Bleeder,7.0
16SH00461,R7999,8.6,86,43,07,Bleeder,7.0
16SH00462,R8006,10.4,104,43,07,Bleeder,7.0
16SH00463,R8025,12.1,121,44,07,,7.0
16SH00464,R8035,1.5,15,43,07,Bleeder,7.0
16SH00465,R8071,15.2,152,43,07,Bleeder,6.0
16SH00466,R8084,1.0,10,43,07,Bleeder,6.0
16SH00467,R8087,10.2,102,43,07,Bleeder,6.0
16SH00468,R8092,9.2,92,43,07,Bleeder,6.0
16SH00469,R8131,8.0,80,43,07,Bleeder,6.0
16SH00470,R8150,9.0,90,43,07,Bleeder,6.0
