UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,VACC,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL,NOBN
04LA00990,04,A8074,04,88,24P,A9434,04,4.0,4,30,30,1,0,n,C,040804,99,9,3,3,7.8,1,1,H1120,05,82,30,3,100,93,,8,,PNEU.,1,1,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-08,0.047,3
04LA00991,04,Z9849,81,00,e.7,K2630,64,1.0,1,80,06,4,7,y,N,040804,99,9,3,3,9.4,1,1,X1022,82,00,86,,0,,,,,,1,1,..,TAY,J,1,none,,1,1,3,1,1,1.0,94,,0.0,0,T,2004-04-08,0.0,3
04LA00992,04,Z9849,81,00,e.7,K2630,64,1.0,1,80,06,4,7,y,N,040804,99,9,3,2,6.8,1,1,X1023,82,00,86,,0,,,,,,1,1,..,TAY,J,2,none,,0,0,0,1,1,1.0,77,,0.0,0,T,2004-04-08,0.0,3
04LA00993,04,Z9849,81,00,e.7,K2630,64,1.0,1,80,06,4,7,y,N,040804,99,9,3,2,8.7,1,1,X1024,82,00,86,3,109,93,,8,,,1,1,..,TAY,J,3,none,,0,0,0,1,0,,,,0.0,0,T,2004-04-08,0.0,3
04LA00994,04,K0276,64,60,51K,K2368,64,6.0,6,06,06,1,0,n,G,040804,99,9,4,1,16.2,1,1,K3081,64,68,06,6,99,28,,,SW.BAG,CHOKER,3,2,..,.,J,1,none,,1,1,3,1,0,,,,0.0,0,2,2004-04-08,0.032,3
04LA00995,04,K0276,64,60,51K,K2368,64,6.0,6,06,06,1,0,n,G,040804,99,9,4,2,9.7,1,1,K3082,64,68,06,,0,,,,,,3,2,..,.,J,2,none,,0,0,0,1,1,1.0,82,,0.0,0,2,2004-04-08,0.032,3
04LA00996,04,K0276,64,60,51K,K2368,64,6.0,6,06,06,1,0,n,G,040804,99,9,4,2,9.8,1,1,,,68,06,1,99,44,,,,,3,2,..,.,J,3,none,,0,0,0,0,0,,,,0.0,0,2,2004-04-08,0.032,3
04LA00997,04,T9653,44,ID,e.4,T9193,44,1.0,1,02,02,4,I,n,I,040804,99,5,2,1,15.0,1,1,T9953,44,ID,02,6,100,54,T9913,+,RP,"FX.RIBS, 54",7,3,..,.,J,1,none,,1,1,1,1,0,0.5,,,0.0,0,2,2004-04-08,0.026,1
04LA00998,04,A9348,04,84,14P,A9963,04,2.0,2,30,30,1,0,n,C,040804,99,5,3,2,14.5,1,1,H1121,05,82,30,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,112,,0.0,0,2,2004-04-08,0.049,1
04LA00999,04,A9133,04,84,25P,A9911,04,2.0,2,30,30,1,0,n,C,040804,99,9,4,3,7.4,1,1,H1122,05,82,30,,0,,,,THIN,,1,1,..,.,J,1,none,,1,1,3,1,1,1.0,84,,0.0,0,2,2004-04-08,0.048,3
04LA01000,04,A9133,04,84,25P,A9911,04,2.0,2,30,30,1,0,n,C,040804,99,9,4,2,6.6,1,1,H1123,05,82,30,,0,,,,,,1,1,..,.,J,2,none,,0,0,0,1,1,1.0,78,,0.0,0,2,2004-04-08,0.048,3
04LA01001,04,A9133,04,84,25P,A9911,04,2.0,2,30,30,1,0,n,C,040804,99,9,4,3,6.2,1,1,H1124,05,82,30,3,100,93,,8,,,1,1,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-08,0.048,3
04LA01002,04,K1544,64,68,52K,K2665,64,3.0,3,06,06,1,0,n,G,040804,99,9,3,2,8.2,1,1,K3083,64,68,06,3,100,93,,8,,,1,1,..,.,J,1,none,,1,1,3,1,0,,,,0.0,0,2,2004-04-08,0.048,3
04LA01003,04,K1544,64,68,52K,K2665,64,3.0,3,06,06,1,0,n,G,040804,99,9,3,1,10.3,1,1,K3084,64,68,06,,0,,,,,,1,1,..,.,J,2,none,,0,0,0,1,1,1.0,91,,0.0,0,2,2004-04-08,0.048,3
04LA01004,04,K1544,64,68,52K,K2665,64,3.0,3,06,06,1,0,n,G,040804,99,9,3,2,9.5,1,1,K3085,64,68,06,3,121,93,,8,,SKIN&BONES,1,1,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-08,0.048,3
04LA01005,04,A9600,04,83,24P,A9434,04,2.0,2,30,30,1,0,n,C,040804,99,9,0,1,7.7,1,1,H1125,05,82,30,,0,,A4624,-,BLOWN LIVER,,6,4,..,.,J,1,none,,1,1,3,1,1,0.5,80,,0.0,0,2,2004-04-08,0.046,3
04LA01006,04,A9600,04,83,24P,A9434,04,2.0,2,30,30,1,0,n,C,040804,99,9,0,3,5.8,1,1,H1130,05,82,30,3,101,93,,8,,,6,4,..,.,J,2,none,,0,0,0,1,0,,,,0.0,0,*,2004-04-08,0.046,3
04LA01007,04,A9600,04,83,24P,A9434,04,2.0,2,30,30,1,0,n,C,040804,99,9,0,3,8.1,1,1,H1131,05,82,30,,0,,T9064,-,,,6,4,..,.,J,3,none,,0,0,0,1,1,0.5,67,,45.0,160,S,2004-04-08,0.046,3
04LA01008,04,A8797,04,84,13P,A9278,04,3.0,3,30,30,1,0,n,C,040804,99,9,4,1,12.1,1,1,H1128,05,82,30,,0,,,,FLTS,NICE LAMB,1,1,..,.,J,1,none,,1,1,3,1,1,1.0,103,,0.0,0,2,2004-04-08,0.053,3
04LA01009,04,A8797,04,84,13P,A9278,04,3.0,3,30,30,1,0,n,C,040804,99,9,4,1,8.9,1,1,H1129,05,82,30,,0,,,,,,1,1,..,.,J,2,none,,0,0,0,1,1,1.0,89,,0.0,0,2,2004-04-08,0.053,3
04LA01010,04,A8797,04,84,13P,A9278,04,3.0,3,30,30,1,0,n,C,040804,99,9,4,2,4.8,1,1,,,82,30,0,99,27,,,,BLOB,1,1,..,.,J,3,none,,0,0,0,0,0,,,,0.0,0,2,2004-04-08,0.053,3
04LA01011,04,A4624,04,82,03P,A7199,04,7.0,7,30,30,1,0,n,W,040804,99,8,5,2,9.3,1,1,H1126,05,83,30,,0,,H1125,+,,,6,4,..,.,J,1,none,,1,1,2,1,1,1.5,56,,0.0,0,2,2004-04-08,0.057,2
04LA01012,04,A4624,04,82,03P,A7199,04,7.0,7,30,30,1,0,n,W,040804,99,8,5,2,9.4,1,1,H1127,05,83,30,,0,,,,,,6,4,..,.,J,2,none,,0,0,0,1,1,1.0,74,,0.0,0,2,2004-04-08,0.057,2
04LA01013,04,R2322,11,13,34R,R2600,11,3.0,3,43,43,1,0,n,M,040804,99,8,3,1,12.8,1,1,R4348,11,18,07,,0,,,,THIN,,1,1,..,.,J,1,none,,1,1,2,1,1,1.0,100,,0.0,0,2,2004-04-08,0.065,2
04LA01014,04,R2322,11,13,34R,R2600,11,3.0,3,43,43,1,0,n,M,040804,99,8,3,1,11.8,1,1,R4349,11,18,07,,0,,,,,,1,1,..,.,J,2,none,,0,0,0,1,1,1.0,95,,0.0,0,2,2004-04-08,0.065,2
04LA01015,04,H0580,05,88,e10,A9588,04,1.0,1,30,30,4,0,n,M,040804,99,5,2,2,10.4,1,1,H1132,05,88,30,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,88,,0.0,0,2,2004-04-08,0.056,1
04LA01016,04,Z9724,81,00,e.1,Z0000,81,1.0,1,31,97,4,0,y,X,040804,99,5,2,3,13.2,5,1,X1025,82,00,81,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,106,,0.0,0,2,2004-04-08,0.0,1
04LA01017,04,A6514,04,88,03P,A7199,04,5.0,5,30,30,1,0,n,W,040804,99,8,5,2,7.0,1,1,H1133,05,83,30,,0,,,,FLTS,HAIRY,1,1,..,.,J,1,none,,1,1,2,1,1,1.0,60,,0.0,0,2,2004-04-08,0.041,2
04LA01018,04,A6514,04,88,03P,A7199,04,5.0,5,30,30,1,0,n,W,040804,99,8,5,2,9.2,1,1,H1134,05,83,30,,0,,,,,4TEATS,1,1,..,.,J,2,none,,0,0,0,1,1,1.0,81,,0.0,0,2,2004-04-08,0.041,2
04LA01019,04,K2383,64,68,51K,K2368,64,2.0,2,06,06,1,0,n,G,040804,99,5,3,3,13.5,9,1,K3086,64,68,06,,0,,,,THIN,BLACK,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,116,,0.0,0,2,2004-04-08,0.029,1
04LA01020,04,A7475,04,88,02P,A8647,04,4.0,4,30,30,1,0,n,W,040804,99,5,4,2,12.2,1,1,H1135,05,83,30,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,98,,0.0,0,2,2004-04-08,0.039,1
04LA01021,04,T8924,44,42,63,T9041,44,2.0,2,02,02,1,7,n,S,040804,99,5,2,2,9.8,1,1,T9954,44,48,02,3,109,93,,8,"THIN, DEAD",GAUNT,1,1,..,SPG,J,1,none,,1,1,1,1,0,,,,0.0,0,*,2004-04-08,0.014,1
04LA01022,04,T9064,44,42,62,T5505,44,2.0,2,02,02,1,7,n,S,040804,99,5,3,2,10.7,1,1,T9955,44,48,02,,0,,H1131,+,THIN,,1,1,..,SPG,J,1,none,,1,1,1,1,1,1.5,70,,49.0,160,S,2004-04-08,0.004,1
04LA01023,04,T8977,44,42,61,T8855,44,2.0,2,02,02,1,7,n,S,040804,99,5,2,3,10.7,1,1,T9956,44,48,02,,0,,,,THIN,HAIRY,1,1,..,SPG,J,1,none,,1,1,1,1,1,1.0,94,,63.0,160,S,2004-04-08,0.005,1
04LA01024,04,Z8627,81,00,e.0,Z0000,81,1.0,1,31,97,4,0,y,X,040904,100,5,3,3,11.8,5,1,X1026,82,00,81,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,110,,0.0,0,2,2004-04-09,0.0,1
04LA01025,04,S8148,10,11,34R,R2600,11,7.0,7,07,43,1,0,n,M,040904,100,8,4,3,9.2,1,1,R4350,11,18,07,,0,,,,BAD SW.BAG,GAUNT,6,2,..,.,J,1,none,,1,1,2,1,1,1.0,82,,0.0,0,2,2004-04-09,0.041,2
04LA01026,04,S8148,10,11,34R,R2600,11,7.0,7,07,43,1,0,n,M,040904,100,8,4,3,10.0,1,1,R4351,11,18,07,,0,,,,,,6,2,..,.,J,2,none,,0,0,0,1,1,1.0,81,,0.0,0,2,2004-04-09,0.041,2
04LA01027,04,X0007,82,00,e.1,Z0000,81,1.0,1,31,97,4,0,y,X,040904,100,5,2,3,12.4,5,1,X1027,82,00,81,6,100,46,X1029,+,,46,3,2,..,.,J,1,none,,1,1,1,1,0,0.5,,,0.0,0,2,2004-04-09,0.0,1
04LA01028,04,Z9416,81,00,e.1,Z0000,81,1.0,1,33,97,4,7,y,N,040904,100,8,2,3,10.5,5,1,X1028,82,00,83,6,103,54,K3117,+,,"FX.RIBS, L.",2,2,..,TAY,J,1,none,,1,1,2,1,0,0.5,,,0.0,0,T,2004-04-09,0.0,2
04LA01029,04,Z9416,81,00,e.1,Z0000,81,1.0,1,33,97,4,7,y,N,040904,100,8,2,2,10.4,5,1,X1029,82,00,83,,0,,X0007,-,,,2,2,..,TAY,J,2,none,,0,0,0,1,1,0.5,107,,0.0,0,2,2004-04-09,0.0,2
04LA01030,04,A4267,04,82,04P,A9232,04,7.0,7,30,30,1,0,n,W,040904,100,9,3,1,8.2,1,1,H1136,05,83,30,,0,,,,THIN,,5,4,..,.,J,1,none,,1,1,3,1,1,1.0,59,,0.0,0,2,2004-04-09,0.054,3
04LA01031,04,A4267,04,82,04P,A9232,04,7.0,7,30,30,1,0,n,W,040904,100,9,3,2,9.2,1,1,H1137,05,83,30,,0,,,,,,5,4,..,.,J,2,none,,0,0,0,1,1,1.0,55,,0.0,0,2,2004-04-09,0.054,3
04LA01032,04,A4267,04,82,04P,A9232,04,7.0,7,30,30,1,0,n,W,040904,100,9,3,3,9.4,1,1,H1138,05,83,30,3,101,93,,8,,HAIRY,5,4,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.054,3
04LA01033,04,00657,00,88,15P,A8766,04,4.0,4,30,30,1,0,n,C,040904,100,8,4,1,13.2,1,1,H1139,05,82,30,,0,,,,,,2,2,..,.,J,1,none,,1,1,2,1,1,1.0,98,,0.0,0,2,2004-04-09,0.061,2
04LA01034,04,00657,00,88,15P,A8766,04,4.0,4,30,30,1,0,n,C,040904,100,8,4,1,10.9,1,1,H1140,05,82,30,,0,,,,,,2,2,..,.,J,2,none,,0,0,0,1,1,1.0,103,,0.0,0,2,2004-04-09,0.061,2
04LA01035,04,K1156,64,68,51K,K2368,64,4.0,4,06,06,1,0,n,G,040904,100,5,3,2,13.4,1,1,K3087,64,68,06,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,114,,0.0,0,2,2004-04-09,0.03,1
04LA01036,04,Z8794,81,00,e.0,Z0000,81,1.0,1,31,97,4,0,y,X,040904,100,5,3,3,12.4,5,1,X1030,82,00,81,,0,,,,,,1,1,..,.,J,1,none,,1,1,1,1,1,1.0,89,,0.0,0,2,2004-04-09,0.0,1
04LA01037,04,T8908,44,48,62,T5505,44,2.0,2,02,02,1,7,n,S,040904,100,9,3,3,7.4,1,1,T9957,44,48,02,3,101,93,,8,THIN,,5,4,..,SPG,J,1,none,,1,1,3,1,0,,,,0.0,0,S,2004-04-09,0.013,3
04LA01038,04,T8908,44,48,62,T5505,44,2.0,2,02,02,1,7,n,S,040904,100,9,3,1,8.4,1,1,T9958,44,48,02,,0,,,,,,5,4,..,SPG,J,2,none,,0,0,0,1,1,1.0,82,,49.0,160,S,2004-04-09,0.013,3
04LA01039,04,T8908,44,48,62,T5505,44,2.0,2,02,02,1,7,n,S,040904,100,9,3,1,8.3,1,1,T9959,44,48,02,,0,,,,,,5,4,..,SPG,J,3,none,,0,0,0,1,1,1.0,69,,44.0,160,S,2004-04-09,0.013,3
04LA01040,04,K1312,64,68,51K,K2368,64,4.0,4,06,06,1,0,n,G,040904,100,8,4,1,13.5,1,1,K3088,64,68,06,,0,,,,,,6,4,..,.,J,1,none,,1,1,2,1,1,1.0,112,,0.0,0,2,2004-04-09,0.022,2
04LA01041,04,K1312,64,68,51K,K2368,64,4.0,4,06,06,1,0,n,G,040904,100,8,4,1,12.6,1,1,K3089,64,68,06,,0,,,,,,6,4,..,.,J,2,none,,0,0,0,1,1,1.0,96,,0.0,0,2,2004-04-09,0.022,2
04LA01042,04,T9177,44,41,61,T8855,44,2.0,2,02,02,1,7,n,S,040904,100,8,3,1,11.0,1,1,T9960,44,48,02,,0,,,,,PNEU.,1,1,..,SPG,J,1,none,,1,1,2,1,1,1.0,83,,50.0,160,S,2004-04-09,0.041,2
04LA01043,04,T9177,44,41,61,T8855,44,2.0,2,02,02,1,7,n,S,040904,100,8,3,1,10.8,1,1,T9961,44,48,02,,0,,,,,,1,1,..,SPG,J,2,none,,0,0,0,1,1,1.0,74,,43.0,160,S,2004-04-09,0.041,2
04LA01044,04,R1504,11,11,17,R3362,11,4.0,4,07,43,3,2,n,S,040904,100,8,3,2,8.8,1,1,R4352,11,18,07,,0,,,,VLTS,,1,1,..,.,J,1,vacc,,1,1,2,1,1,1.0,79,,0.0,0,2,2004-04-09,0.035,2
04LA01045,04,R1504,11,11,17,R3362,11,4.0,4,07,43,3,2,n,S,040904,100,8,3,2,9.0,1,1,R4353,11,18,07,,0,,,,,HAIRY,1,1,..,.,J,2,vacc,,0,0,0,1,1,1.0,76,,0.0,0,2,2004-04-09,0.035,2
04LA01046,04,H0712,05,88,e10,A9588,04,1.0,1,30,30,4,0,n,M,040904,100,8,2,2,7.9,1,1,H1141,05,88,30,,0,,,,,,2,2,..,.,J,1,none,,1,1,2,1,1,1.0,85,,0.0,0,2,2004-04-09,0.044,2
04LA01047,04,H0712,05,88,e10,A9588,04,1.0,1,30,30,4,0,n,M,040904,100,8,2,2,7.6,1,1,H1142,05,88,30,3,101,93,,8,,,2,2,..,.,J,2,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.044,2
04LA01048,04,A5783,04,73,03P,A7199,04,5.5,5,30,30,1,0,n,W,040904,100,3,3,1,9.0,1,1,H1143,05,83,30,,0,,,,THIN,,3,3,..,.,J,1,none,,1,1,4,1,1,1.0,76,,0.0,0,2,2004-04-09,0.036,4
04LA01049,04,A5783,04,73,03P,A7199,04,5.5,5,30,30,1,0,n,W,040904,100,3,3,1,7.3,1,1,H1144,05,83,30,,0,,,,,,3,3,..,.,J,2,none,,0,0,0,1,1,1.0,59,,0.0,0,2,2004-04-09,0.036,4
04LA01050,04,A5783,04,73,03P,A7199,04,5.5,5,30,30,1,0,n,W,040904,100,3,3,2,5.6,1,1,H1145,05,83,30,3,101,93,,8,,,3,3,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.036,4
04LA01051,04,A5783,04,73,03P,A7199,04,5.5,5,30,30,1,0,n,W,040904,100,3,3,2,5.8,1,1,H1146,05,83,30,3,101,93,,8,,,3,3,..,.,J,4,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.036,4
04LA01052,04,R0418,11,10,33R,R2746,11,5.0,5,07,43,1,0,n,M,040904,100,9,3,1,11.0,1,1,R4354,11,18,07,,0,,,,THIN,HYPOTHERMIA,4,3,..,.,J,1,none,,1,1,3,1,1,1.0,93,,0.0,0,2,2004-04-09,0.025,3
04LA01053,04,R0418,11,10,33R,R2746,11,5.0,5,07,43,1,0,n,M,040904,100,9,3,2,10.4,1,1,R4355,11,18,07,,0,,,,,,4,3,..,.,J,2,none,,0,0,0,1,1,1.0,87,,0.0,0,2,2004-04-09,0.025,3
04LA01054,04,R0418,11,10,33R,R2746,11,5.0,5,07,43,1,0,n,M,040904,100,9,3,3,8.9,1,1,R4356,11,18,07,3,101,93,,8,,,4,3,..,.,J,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.025,3
04LA01055,04,Z7870,81,00,BLK,Z0000,81,2.0,2,00,97,1,1,y,X,040904,100,5,4,3,17.1,5,1,X1031,82,00,00,,0,,,,,,1,1,..,BLK,J,1,none,,1,1,1,1,1,1.0,129,,0.0,0,2,2004-04-09,0.0,1
04LA01056,04,K0170,64,60,52K,K2665,64,6.0,6,06,06,1,0,n,G,040904,100,5,4,1,16.7,1,1,K3090,64,68,06,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,116,,0.0,0,2,2004-04-09,0.036,1
04LA01057,04,A8336,04,81,01P,A7284,04,3.0,3,30,30,1,0,n,W,040904,100,9,2,3,10.8,1,1,H1147,05,83,30,3,102,93,,8,THIN,HAIRY,5,3,..,.,Y,1,none,,1,1,3,1,0,,,,0.0,0,2,2004-04-09,0.065,3
04LA01058,04,A8336,04,81,01P,A7284,04,3.0,3,30,30,1,0,n,W,040904,100,9,2,3,9.9,1,1,H1148,05,83,30,,0,,,,,HAIRY,5,3,..,.,Y,2,none,,0,0,0,1,1,1.0,103,,0.0,0,2,2004-04-09,0.065,3
04LA01059,04,A8336,04,81,01P,A7284,04,3.0,3,30,30,1,0,n,W,040904,100,9,2,3,7.1,1,1,H1149,05,83,30,3,101,93,,8,,,5,3,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.065,3
04LA01060,04,Z9773,81,00,e.1,Z0000,81,1.0,1,33,97,4,7,y,N,040904,100,5,2,3,15.5,5,1,X1032,82,00,83,,0,,,,DEAD 6/24/04,,2,2,..,TAY,Y,1,none,,1,1,1,1,1,1.0,92,,0.0,0,T,2004-04-09,0.0,1
04LA01061,04,Z8634,81,00,e.2,Z0000,81,1.0,1,01,97,4,0,y,X,040904,100,5,2,3,13.6,5,1,X1033,82,00,20,,0,,,,MASTITIS,,2,3,..,.,Y,1,none,,1,1,1,1,1,1.0,98,,0.0,0,2,2004-04-09,0.0,1
04LA01062,04,H0524,05,88,e.9,A8579,04,1.0,1,30,30,4,0,n,M,040904,100,5,3,2,13.8,1,1,H1150,05,88,30,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,93,,0.0,0,2,2004-04-09,0.057,1
04LA01063,04,Z8784,81,00,e.1,Z0000,81,1.0,1,31,97,4,0,y,X,040904,100,5,3,2,12.3,5,1,X1034,82,00,81,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,95,,0.0,0,2,2004-04-09,0.0,1
04LA01064,04,K9444,63,68,53K,K2454,64,7.0,7,06,06,1,0,n,G,040904,100,9,4,1,9.6,1,1,K3091,64,68,06,,0,,,,THIN + POOR,"FX.LEG,SPLINT",1,1,..,.,Y,1,none,,1,1,3,1,1,1.0,66,,0.0,0,2,2004-04-09,0.035,3
04LA01065,04,K9444,63,68,53K,K2454,64,7.0,7,06,06,1,0,n,G,040904,100,9,4,1,10.3,1,1,K3092,64,68,06,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,81,,0.0,0,2,2004-04-09,0.035,3
04LA01066,04,K9444,63,68,53K,K2454,64,7.0,7,06,06,1,0,n,G,040904,100,9,4,3,8.6,1,1,K3093,64,68,06,6,106,54,,8,,FX.RF.LEG,1,1,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.035,3
04LA01067,04,Z9805,81,00,e.7,K2630,64,1.0,1,80,06,4,7,y,N,040904,100,5,2,3,11.6,4,1,X1035,82,00,86,,0,,,,,,2,2,..,TAY,Y,1,none,,1,1,1,1,1,1.0,109,,0.0,0,T,2004-04-09,0.0,1
04LA01068,04,R0464,11,13,31R,R2261,11,5.0,5,43,07,1,0,n,M,040904,100,8,4,1,12.8,1,1,R4357,11,18,07,,0,,,,THIN,4TEATS,2,2,..,.,Y,1,none,,1,1,2,1,1,1.0,111,,0.0,0,2,2004-04-09,0.038,2
04LA01069,04,R0464,11,13,31R,R2261,11,5.0,5,43,07,1,0,n,M,040904,100,8,4,1,12.3,1,1,R4358,11,18,07,,0,,,,,,2,2,..,.,Y,2,none,,0,0,0,1,1,1.0,82,,0.0,0,2,2004-04-09,0.038,2
04LA01070,04,T9244,44,41,63,T9041,44,2.0,2,02,02,1,7,n,S,040904,100,8,2,1,10.6,1,1,T9962,44,48,02,,0,,,,,,2,3,..,SPG,Y,1,none,,1,1,2,1,1,1.0,84,,56.0,160,S,2004-04-09,0.059,2
04LA01071,04,T9244,44,41,63,T9041,44,2.0,2,02,02,1,7,n,S,040904,100,8,2,3,9.6,1,1,T9963,44,48,02,3,102,93,,8,,GAUNT,2,3,..,SPG,Y,2,none,,0,0,0,1,0,,,,0.0,0,S,2004-04-09,0.059,2
04LA01072,04,T7217,44,42,44T,T8964,44,5.0,5,02,02,1,0,n,M,040904,100,9,3,2,8.9,1,1,T9964,44,48,02,,0,,,,THIN + A MESS,HAIRY,7,4,..,.,Y,1,none,,1,1,3,1,1,1.0,68,,0.0,0,2,2004-04-09,0.007,3
04LA01073,04,T7217,44,42,44T,T8964,44,5.0,5,02,02,1,0,n,M,040904,100,9,3,3,9.7,1,1,T9965,44,48,02,3,101,93,,8,,,7,4,..,.,Y,2,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.007,3
04LA01074,04,T7217,44,42,44T,T8964,44,5.0,5,02,02,1,0,n,M,040904,100,9,3,1,9.1,1,1,,,48,02,1,100,28,,,,28.44,7,4,..,.,Y,3,none,,0,0,0,0,0,,,,0.0,0,2,2004-04-09,0.007,3
04LA01075,04,Z7074,81,97,971,00109,00,3.0,3,97,97,1,0,n,.,040904,100,5,5,2,9.6,6,2,X1036,82,97,97,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,100,,0.0,0,B,2004-04-09,0.0,1
04LA01076,04,91120,09,18,32R,R1667,11,5.0,5,07,43,1,0,n,M,040904,100,8,4,1,11.0,1,1,R4359,11,18,07,,0,,,,,,2,4,..,.,Y,1,none,,1,1,2,1,1,1.0,92,,0.0,0,2,2004-04-09,0.012,2
04LA01077,04,91120,09,18,32R,R1667,11,5.0,5,07,43,1,0,n,M,040904,100,8,4,1,11.0,1,1,R4360,11,18,07,,0,,,,,,2,4,..,.,Y,2,none,,0,0,0,1,1,1.0,91,,0.0,0,2,2004-04-09,0.012,2
04LA01078,04,A6254,04,88,04P,A9232,04,5.0,5,30,30,1,0,n,W,040904,100,8,4,2,8.2,1,1,H1151,05,83,30,,0,,,,,,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,83,,0.0,0,2,2004-04-09,0.064,2
04LA01079,04,A6254,04,88,04P,A9232,04,5.0,5,30,30,1,0,n,W,040904,100,8,4,2,9.4,1,1,H1152,05,83,30,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,88,,0.0,0,2,2004-04-09,0.064,2
04LA01080,04,A6607,04,88,16P,A9442,04,5.0,5,30,30,1,0,n,C,040904,100,9,1,2,8.5,1,1,H1153,05,82,30,,0,,,,THIN + A MESS,,1,1,..,.,Y,1,none,,1,1,3,1,1,1.0,94,,0.0,0,2,2004-04-09,0.055,3
04LA01081,04,A6607,04,88,16P,A9442,04,5.0,5,30,30,1,0,n,C,040904,100,9,1,2,7.4,1,1,H1154,05,82,30,3,101,93,,8,,,1,1,..,.,Y,2,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.055,3
04LA01082,04,A6607,04,88,16P,A9442,04,5.0,5,30,30,1,0,n,C,040904,100,9,1,3,9.3,1,1,H1155,05,82,30,3,101,93,,8,,,1,1,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.055,3
04LA01083,04,T8386,44,ID,43T,T8296,44,3.0,3,02,02,1,I,n,I,040904,100,8,3,2,10.7,1,1,T9966,44,ID,02,,0,,Z9700,-,,,1,1,..,.,Y,1,none,,1,1,2,1,1,0.5,83,,0.0,0,2,2004-04-09,0.008,2
04LA01084,04,T8386,44,ID,43T,T8296,44,3.0,3,02,02,1,I,n,I,040904,100,8,3,1,11.3,1,1,T9967,44,ID,02,,0,,,,,NICE LAMB,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,94,,0.0,0,2,2004-04-09,0.008,2
04LA01085,04,A5776,04,73,17,R3362,11,5.5,5,30,43,3,2,y,S,040904,100,9,2,2,7.7,1,1,H1156,05,00,31,,0,,,,R.QTR.BLOODY,'X'LAMB 'H'TAG,1,1,..,.,Y,1,ctrl,,1,1,3,1,1,1.0,87,,0.0,0,2,2004-04-09,0.0,3
04LA01086,04,A5776,04,73,17,R3362,11,5.5,5,30,43,3,2,y,S,040904,100,9,2,2,7.0,1,1,X1037,82,00,31,3,101,93,,8,,,1,1,..,.,Y,2,ctrl,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.0,3
04LA01087,04,A5776,04,73,17,R3362,11,5.5,5,30,43,3,2,y,S,040904,100,9,2,2,7.0,1,1,X1038,82,00,31,3,101,93,,8,,,1,1,..,.,Y,3,ctrl,,0,0,0,1,0,,,,0.0,0,2,2004-04-09,0.0,3
04LA01088,04,T7610,44,41,44T,T8964,44,5.0,5,02,02,1,0,n,M,040904,100,5,4,2,13.0,1,1,T9968,44,48,02,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,101,,0.0,0,2,2004-04-09,0.026,1
04LA01089,04,Z9175,81,97,973,Z7846,81,1.0,1,97,97,4,0,n,.,040904,100,5,2,1,13.0,6,1,X1039,82,97,97,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,100,,0.0,0,B,2004-04-09,0.033,1
