UID,LAMBID,SIREID,DAMID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM
02PE00621,102049514, 99046761,101048888,02,04,A9514,04,A6761,04,A8888,80
02PE00622,102049515, 99046934, 99046966,02,04,A9515,04,A6934,04,A6966,30
02PE00623,102049516,100047760, 99091219,02,04,A9516,04,A7760,09,91219,30
02PE00624,102049517,100047760, 99091219,02,04,A9517,04,A7760,09,91219,30
02PE00625,102049518,100816945,101048394,02,04,A9518,81,Z6945,04,A8394,80
02PE00626,102049519, 99046761,101048526,02,04,A9519,04,A6761,04,A8526,30
02PE00627,102049520,100816925,101048514,02,04,A9520,81,Z6925,04,A8514,80
02PE00628,102049521,100047355, 95042145,02,04,A9521,04,A7355,04,A2145,30
02PE00629,102049522,100047302, 99046342,02,04,A9522,04,A7302,04,A6342,30
02PE00630,102049523,100047302, 99046342,02,04,A9523,04,A7302,04,A6342,30
02PE00631,102049524,101048325, 98045879,02,04,A9524,04,A8325,04,A5879,30
02PE00632,102049525,101048325, 98045879,02,04,A9525,04,A8325,04,A5879,30
02PE00633,102049526, 99046827,101048429,02,04,A9526,04,A6827,04,A8429,73
02PE00634,102049527, 99046827,101048164,02,04,A9527,04,A6827,04,A8164,80
02PE00635,102049528, 99046911, 98045248,02,04,A9528,04,A6911,04,A5248,30
02PE00636,102049529, 99046911, 98045248,02,04,A9529,04,A6911,04,A5248,30
02PE00637,102049530,100816945,101048642,02,04,A9530,81,Z6945,04,A8642,80
02PE00638,102049531,100816945,101048642,02,04,A9531,81,Z6945,04,A8642,80
02PE00639,102049532, 99046998, 99046608,02,04,A9532,04,A6998,04,A6608,30
02PE00640,102049533, 99046998, 99046608,02,04,A9533,04,A6998,04,A6608,30
02PE00641,102049534, 99046998, 99046608,02,04,A9534,04,A6998,04,A6608,30
02PE00642,102049535,101048325, 97044269,02,04,A9535,04,A8325,04,A4269,72
02PE00643,102049536,101048325, 97044269,02,04,A9536,04,A8325,04,A4269,72
02PE00644,102049537,101048325, 97044269,02,04,A9537,04,A8325,04,A4269,72
02PE00645,102049538,101048325, 98045966,02,04,A9538,04,A8325,04,A5966,30
02PE00646,102049539,101048325, 98045966,02,04,A9539,04,A8325,04,A5966,30
02PE00647,102049540,101048325, 98045966,02,04,A9540,04,A8325,04,A5966,30
02PE00648,102049541,101048325, 98045966,02,04,A9541,04,A8325,04,A5966,30
02PE00649,102049542, 97044142,101048481,02,04,A9542,04,A4142,04,A8481,72
02PE00650,102049543, 97044142,101048481,02,04,A9543,04,A4142,04,A8481,72
02PE00651,102049544, 99046934, 98045683,02,04,A9544,04,A6934,04,A5683,30
02PE00652,102049545, 99046934, 98045683,02,04,A9545,04,A6934,04,A5683,30
02PE00653,102049546, 99046925,101048226,02,04,A9546,04,A6925,04,A8226,30
02PE00654,102049547, 99046925,101048226,02,04,A9547,04,A6925,04,A8226,30
02PE00655,102049548, 99046934,100047531,02,04,A9548,04,A6934,04,A7531,30
02PE00656,102049549, 99046529,100001328,02,04,A9549,04,A6529,00,01328,30
02PE00657,102049550, 99046529,100001328,02,04,A9550,04,A6529,00,01328,30
02PE00658,102049551, 99046641, 99090844,02,04,A9551,04,A6641,09,90844,30
02PE00659,102049552, 99046998, 97044284,02,04,A9552,04,A6998,04,A4284,30
02PE00660,102049553,101048325, 99090035,02,04,A9553,04,A8325,09,90035,30
02PE00661,102049554,101048325, 99090035,02,04,A9554,04,A8325,09,90035,30
02PE00662,102049555,100047105, 97044096,02,04,A9555,04,A7105,04,A4096,30
02PE00663,102049556,100047105, 97044096,02,04,A9556,04,A7105,04,A4096,30
02PE00664,102049557,100047105, 97044096,02,04,A9557,04,A7105,04,A4096,30
02PE00665,102049558, 99046216,100047609,02,04,A9558,04,A6216,04,A7609,30
02PE00666,102049559, 99046216,100047609,02,04,A9559,04,A6216,04,A7609,30
02PE00667,102049560, 99046216,100047609,02,04,A9560,04,A6216,04,A7609,30
02PE00668,102049561,100047226, 98045600,02,04,A9561,04,A7226,04,A5600,30
02PE00669,102049562,100047105,100047237,02,04,A9562,04,A7105,04,A7237,30
02PE00670,102049563,100047105,100047237,02,04,A9563,04,A7105,04,A7237,30
02PE00671,102049564,100047105,100047237,02,04,A9564,04,A7105,04,A7237,30
02PE00672,102049565,100047598, 95042165,02,04,A9565,04,A7598,04,A2165,30
02PE00673,102049566,100047598, 95042165,02,04,A9566,04,A7598,04,A2165,30
02PE00674,102049567, 99046925,101048667,02,04,A9567,04,A6925,04,A8667,73
02PE00675,102049568, 99046911, 97044345,02,04,A9568,04,A6911,04,A4345,30
02PE00676,102049569, 99046911, 97044345,02,04,A9569,04,A6911,04,A4345,30
02PE00677,102049570, 99046911, 97044345,02,04,A9570,04,A6911,04,A4345,30
02PE00678,102049571, 99046934, 97044111,02,04,A9571,04,A6934,04,A4111,30
02PE00679,102049572, 99046934, 97044111,02,04,A9572,04,A6934,04,A4111,30
02PE00680,102049573,101048325, 97044925,02,04,A9573,04,A8325,04,A4925,30
02PE00681,102049574,101048325, 97044925,02,04,A9574,04,A8325,04,A4925,30
02PE00682,102049575, 99046934, 98045594,02,04,A9575,04,A6934,04,A5594,30
02PE00683,102049576, 99046934, 98045594,02,04,A9576,04,A6934,04,A5594,30
02PE00684,102049577,100047284,100047268,02,04,A9577,04,A7284,04,A7268,30
02PE00685,102049578,100047284,100047268,02,04,A9578,04,A7284,04,A7268,30
02PE00686,102049579,100047284,100047268,02,04,A9579,04,A7284,04,A7268,30
02PE00687,102049580, 99046934, 97044128,02,04,A9580,04,A6934,04,A4128,30
02PE00688,102049581, 99046934, 97044128,02,04,A9581,04,A6934,04,A4128,30
02PE00689,102049582, 99046501, 97814432,02,04,A9582,04,A6501,81,Z4432,80
02PE00690,102049583, 99046501, 97814432,02,04,A9583,04,A6501,81,Z4432,80
02PE00691,102049584,100047226,100047138,02,04,A9584,04,A7226,04,A7138,30
02PE00692,102049585,100047226,100047138,02,04,A9585,04,A7226,04,A7138,30
02PE00693,102049586,100047226,100047138,02,04,A9586,04,A7226,04,A7138,30
02PE00694,102049587, 99046501, 95042733,02,04,A9587,04,A6501,04,A2733,30
02PE00695,102049588, 99046501, 95042733,02,04,A9588,04,A6501,04,A2733,30
02PE00696,102049589, 99046529, 98045838,02,04,A9589,04,A6529,04,A5838,30
02PE00697,102049590, 99046529, 98045838,02,04,A9590,04,A6529,04,A5838,30
02PE00698,102049591, 99046641,100047057,02,04,A9591,04,A6641,04,A7057,30
02PE00699,102049592, 99046641,100047057,02,04,A9592,04,A6641,04,A7057,30
02PE00700,102049593,100047105,100047385,02,04,A9593,04,A7105,04,A7385,30
02PE00701,102049594,100047105,100047385,02,04,A9594,04,A7105,04,A7385,30
02PE00702,102049595,100047738, 97044496,02,04,A9595,04,A7738,04,A4496,30
02PE00703,102049596,100047738, 97044496,02,04,A9596,04,A7738,04,A4496,30
02PE00704,102049597,100047355, 98045680,02,04,A9597,04,A7355,04,A5680,30
02PE00705,102049598,100047355, 98045680,02,04,A9598,04,A7355,04,A5680,30
02PE00706,102049599,100047355, 98045680,02,04,A9599,04,A7355,04,A5680,30
02PE00707,102049600,100047199, 99090597,02,04,A9600,04,A7199,09,90597,30
02PE00708,102049601,100047199, 99090597,02,04,A9601,04,A7199,09,90597,30
02PE00709,102049602,100047199, 99090597,02,04,A9602,04,A7199,09,90597,30
02PE00710,102049603, 99046761,101048556,02,04,A9603,04,A6761,04,A8556,30
02PE00711,102049604,100047199, 98045731,02,04,A9604,04,A7199,04,A5731,30
02PE00712,102049605,100047199, 98045731,02,04,A9605,04,A7199,04,A5731,30
02PE00713,102049606, 99046529, 97044913,02,04,A9606,04,A6529,04,A4913,30
02PE00714,102049607, 99046529, 97044913,02,04,A9607,04,A6529,04,A4913,30
02PE00715,102049608,100047786, 98045155,02,04,A9608,04,A7786,04,A5155,30
02PE00716,102049609,100047786, 98045155,02,04,A9609,04,A7786,04,A5155,30
02PE00717,102049610,100047786, 98045155,02,04,A9610,04,A7786,04,A5155,30
02PE00718,102049611,100816925,101048434,02,04,A9611,81,Z6925,04,A8434,80
02PE00719,102049612, 99046216,100047203,02,04,A9612,04,A6216,04,A7203,30
02PE00720,102049613, 99046216,100047203,02,04,A9613,04,A6216,04,A7203,30
02PE00721,102049614, 99046216,100047203,02,04,A9614,04,A6216,04,A7203,30
02PE00722,102049615,100047328, 99046180,02,04,A9615,04,A7328,04,A6180,30
02PE00723,102049616,100047328, 99046180,02,04,A9616,04,A7328,04,A6180,30
02PE00724,102049617, 99046642,101048455,02,04,A9617,04,A6642,04,A8455,30
02PE00725,102049618, 99046642,101048455,02,04,A9618,04,A6642,04,A8455,30
02PE00726,102049619,100816945,101048546,02,04,A9619,81,Z6945,04,A8546,80
02PE00727,102049620,100816945,101048546,02,04,A9620,81,Z6945,04,A8546,80
02PE00728,102049621,100047328,100047468,02,04,A9621,04,A7328,04,A7468,30
02PE00729,102049622,100047328,100047468,02,04,A9622,04,A7328,04,A7468,30
02PE00730,102049623,101048325, 97044477,02,04,A9623,04,A8325,04,A4477,30
02PE00731,102049624,101048325, 97044477,02,04,A9624,04,A8325,04,A4477,30
02PE00732,102049625,101048325, 97044477,02,04,A9625,04,A8325,04,A4477,30
02PE00733,102049626,100816925,101048875,02,04,A9626,81,Z6925,04,A8875,80
02PE00734,102049627, 99046853, 97044743,02,04,A9627,04,A6853,04,A4743,30
02PE00735,102049628, 99046853, 97044743,02,04,A9628,04,A6853,04,A4743,30
02PE00736,102049629, 99046641, 98045786,02,04,A9629,04,A6641,04,A5786,30
02PE00737,102049630, 99046641, 98045786,02,04,A9630,04,A6641,04,A5786,30
02PE00738,102049631, 99046641, 98045786,02,04,A9631,04,A6641,04,A5786,30
02PE00739,102049632, 99046641, 98045786,02,04,A9632,04,A6641,04,A5786,30
02PE00740,102049633, 99046563,101048415,02,04,A9633,04,A6563,04,A8415,30
02PE00741,102049634, 99046641, 97044867,02,04,A9634,04,A6641,04,A4867,30
02PE00742,102049635, 99046641, 97044867,02,04,A9635,04,A6641,04,A4867,30
02PE00743,102049636, 99046641, 97044867,02,04,A9636,04,A6641,04,A4867,30
02PE00744,102049637, 99046641, 97044867,02,04,A9637,04,A6641,04,A4867,30
02PE00745,102049638,100047302,100048039,02,04,A9638,04,A7302,04,A8039,30
02PE00746,102049639,100047302,100048039,02,04,A9639,04,A7302,04,A8039,30
02PE00747,102049640,101048325, 98008780,02,04,A9640,04,A8325,00, 8780,30
02PE00748,102049641,101048325, 98008780,02,04,A9641,04,A8325,00, 8780,30
02PE00749,102049642, 99046761,101048507,02,04,A9642,04,A6761,04,A8507,30
02PE00750,102049643, 99046761,101048507,02,04,A9643,04,A6761,04,A8507,30
02PE00751,102049644, 99046216, 98045079,02,04,A9644,04,A6216,04,A5079,30
02PE00752,102049645, 99046216, 98045079,02,04,A9645,04,A6216,04,A5079,30
02PE00753,102049646, 99046641,100047193,02,04,A9646,04,A6641,04,A7193,30
02PE00754,102049647, 99046641,100047193,02,04,A9647,04,A6641,04,A7193,30
02PE00755,102049648,101048325, 97814624,02,04,A9648,04,A8325,81,Z4624,80
02PE00756,102049649,101048325, 97814624,02,04,A9649,04,A8325,81,Z4624,80
02PE00757,102049650, 99046934, 96043337,02,04,A9650,04,A6934,04,A3337,30
02PE00758,102049651, 99046934, 96043337,02,04,A9651,04,A6934,04,A3337,30
02PE00759,102049652,101048325, 96043729,02,04,A9652,04,A8325,04,A3729,30
02PE00760,102049653, 99046998, 98045287,02,04,A9653,04,A6998,04,A5287,30
02PE00761,102049654, 99046998, 98045287,02,04,A9654,04,A6998,04,A5287,30
02PE00762,102049655,100816925,101048662,02,04,A9655,81,Z6925,04,A8662,80
02PE00763,102049656,100047638,100047622,02,04,A9656,04,A7638,04,A7622,30
02PE00764,102049657,100047638,100047622,02,04,A9657,04,A7638,04,A7622,30
02PE00765,102049658,100047760, 97044895,02,04,A9658,04,A7760,04,A4895,30
02PE00766,102049659,100047760, 97044895,02,04,A9659,04,A7760,04,A4895,30
02PE00767,102049660,100047760, 97044895,02,04,A9660,04,A7760,04,A4895,30
02PE00768,102049661, 97044203,101048511,02,04,A9661,04,A4203,04,A8511,72
02PE00769,102049662, 99046934,100047217,02,04,A9662,04,A6934,04,A7217,30
02PE00770,102049663, 99046934,100047217,02,04,A9663,04,A6934,04,A7217,30
02PE00771,102049664, 99046827,101048684,02,04,A9664,04,A6827,04,A8684,30
02PE00772,102049665, 99046827,101048684,02,04,A9665,04,A6827,04,A8684,30
02PE00773,102049666, 99046501, 97044494,02,04,A9666,04,A6501,04,A4494,30
02PE00774,102049667, 99046501, 97044494,02,04,A9667,04,A6501,04,A4494,30
02PE00775,102049668, 99046501, 97044494,02,04,A9668,04,A6501,04,A4494,30
02PE00776,102049669,100047199, 97044520,02,04,A9669,04,A7199,04,A4520,30
02PE00777,102049670,100047199, 97044520,02,04,A9670,04,A7199,04,A4520,30
02PE00778,102049671,100047199, 97044520,02,04,A9671,04,A7199,04,A4520,30
02PE00779,102049672, 99046827,101048551,02,04,A9672,04,A6827,04,A8551,73
02PE00780,102049673, 99046827,101048551,02,04,A9673,04,A6827,04,A8551,73
02PE00781,102049674, 99046911, 99090333,02,04,A9674,04,A6911,09,90333,30
02PE00782,102049675, 99046911, 99090333,02,04,A9675,04,A6911,09,90333,30
02PE00783,102049676, 99046934, 97044263,02,04,A9676,04,A6934,04,A4263,30
02PE00784,102049677, 99046934, 97044263,02,04,A9677,04,A6934,04,A4263,30
02PE00785,102049678, 99046529,100047457,02,04,A9678,04,A6529,04,A7457,30
02PE00786,102049679, 99046529,100047457,02,04,A9679,04,A6529,04,A7457,30
02PE00787,102049680, 97044142,101048868,02,04,A9680,04,A4142,04,A8868,72
02PE00788,102049681, 97044142,101048868,02,04,A9681,04,A4142,04,A8868,72
02PE00789,102049682, 99046934,100047512,02,04,A9682,04,A6934,04,A7512,30
02PE00790,102049683, 99046934,100047512,02,04,A9683,04,A6934,04,A7512,30
02PE00791,102049684,100047760, 98045392,02,04,A9684,04,A7760,04,A5392,30
02PE00792,102049685,100047760, 98045392,02,04,A9685,04,A7760,04,A5392,30
02PE00793,102049686,100047760, 98045392,02,04,A9686,04,A7760,04,A5392,30
02PE00794,102049687, 99046501, 97044801,02,04,A9687,04,A6501,04,A4801,30
02PE00795,102049688, 99046501, 97044801,02,04,A9688,04,A6501,04,A4801,30
02PE00796,102049689, 99046501, 97044801,02,04,A9689,04,A6501,04,A4801,30
02PE00797,102049690, 99046501, 97044801,02,04,A9690,04,A6501,04,A4801,30
02PE00798,102049691,100047786,100047393,02,04,A9691,04,A7786,04,A7393,30
02PE00799,102049692,100047786,100047393,02,04,A9692,04,A7786,04,A7393,30
02PE00800,102049693, 99046853, 97044308,02,04,A9693,04,A6853,04,A4308,72
02PE00801,102049694, 99046853, 97044308,02,04,A9694,04,A6853,04,A4308,72
02PE00802,102049695,100047302, 97044234,02,04,A9695,04,A7302,04,A4234,72
02PE00803,102049696,100047302, 97044234,02,04,A9696,04,A7302,04,A4234,72
02PE00804,102049697, 99046925,101048499,02,04,A9697,04,A6925,04,A8499,30
02PE00805,102049698, 99046925,101048499,02,04,A9698,04,A6925,04,A8499,30
02PE00806,102049699, 99046761,101048505,02,04,A9699,04,A6761,04,A8505,30
02PE00807,102049700, 99046761,101048505,02,04,A9700,04,A6761,04,A8505,30
02PE00808,102049701, 97044142,101048497,02,04,A9701,04,A4142,04,A8497,72
02PE00809,102049702, 97044142,101048497,02,04,A9702,04,A4142,04,A8497,72
02PE00810,102049703, 99046641, 97814465,02,04,A9703,04,A6641,81,Z4465,80
02PE00811,102049704, 99046641, 97814465,02,04,A9704,04,A6641,81,Z4465,80
02PE00812,102049705,100047226, 98045606,02,04,A9705,04,A7226,04,A5606,30
02PE00813,102049706,100047226, 98045606,02,04,A9706,04,A7226,04,A5606,30
02PE00814,102049707,100047760, 99090800,02,04,A9707,04,A7760,09,90800,30
02PE00815,102049708,100047760, 99090800,02,04,A9708,04,A7760,09,90800,30
02PE00816,102049709,100047401,100047206,02,04,A9709,04,A7401,04,A7206,30
02PE00817,102049710,100047401,100047206,02,04,A9710,04,A7401,04,A7206,30
02PE00818,102049711, 99046641, 98008724,02,04,A9711,04,A6641,00, 8724,30
02PE00819,102049712, 99046641, 98008724,02,04,A9712,04,A6641,00, 8724,30
02PE00820,102049713, 99046641, 98008724,02,04,A9713,04,A6641,00, 8724,30
02PE00821,102049714, 99046934, 99046617,02,04,A9714,04,A6934,04,A6617,30
02PE00822,102049715, 99046934, 99046617,02,04,A9715,04,A6934,04,A6617,30
02PE00823,102049716, 99046934, 99046617,02,04,A9716,04,A6934,04,A6617,30
02PE00824,102049717, 99046641, 98045906,02,04,A9717,04,A6641,04,A5906,30
02PE00825,102049718, 99046641, 98045906,02,04,A9718,04,A6641,04,A5906,30
02PE00826,102049719, 99046641, 98045906,02,04,A9719,04,A6641,04,A5906,30
02PE00827,102049720,100047302, 97044524,02,04,A9720,04,A7302,04,A4524,30
02PE00828,102049721,100047302, 97044524,02,04,A9721,04,A7302,04,A4524,30
02PE00829,102049722,100047302, 97044524,02,04,A9722,04,A7302,04,A4524,30
02PE00830,102049723,100047302, 97044524,02,04,A9723,04,A7302,04,A4524,30
02PE00831,102049724, 99046925,101048679,02,04,A9724,04,A6925,04,A8679,30
02PE00832,102049725, 99046925,101048679,02,04,A9725,04,A6925,04,A8679,30
02PE00833,102049726,100047105, 96043293,02,04,A9726,04,A7105,04,A3293,30
02PE00834,102049727,100047105, 96043293,02,04,A9727,04,A7105,04,A3293,30
02PE00835,102049728,100047302, 97814501,02,04,A9728,04,A7302,81,Z4501,80
02PE00836,102049729,100047302, 97814501,02,04,A9729,04,A7302,81,Z4501,80
02PE00837,102049730, 99046642,101048731,02,04,A9730,04,A6642,04,A8731,30
02PE00838,102049731, 99046853, 96043675,02,04,A9731,04,A6853,04,A3675,30
02PE00839,102049732, 99046853, 96043675,02,04,A9732,04,A6853,04,A3675,30
02PE00840,102049733,100047226, 97044172,02,04,A9733,04,A7226,04,A4172,30
02PE00841,102049734,100816945,101048722,02,04,A9734,81,Z6945,04,A8722,80
02PE00842,102049735, 99046529, 98045874,02,04,A9735,04,A6529,04,A5874,30
02PE00843,102049736, 99046529, 98045874,02,04,A9736,04,A6529,04,A5874,30
02PE00844,102049737, 99046529, 98045874,02,04,A9737,04,A6529,04,A5874,30
02PE00845,102049738,100047199, 98045872,02,04,A9738,04,A7199,04,A5872,30
02PE00846,102049739,100047199, 98045872,02,04,A9739,04,A7199,04,A5872,30
02PE00847,102049740,100047199, 98045872,02,04,A9740,04,A7199,04,A5872,30
02PE00848,102049741,100047302, 99046722,02,04,A9741,04,A7302,04,A6722,30
02PE00849,102049742, 99046934, 99046803,02,04,A9742,04,A6934,04,A6803,30
02PE00850,102049743, 99046934, 99046803,02,04,A9743,04,A6934,04,A6803,30
02PE00851,102049744, 99046853, 99091108,02,04,A9744,04,A6853,09,91108,30
02PE00852,102049745, 99046853, 99091108,02,04,A9745,04,A6853,09,91108,30
02PE00853,102049746, 99046853, 99091108,02,04,A9746,04,A6853,09,91108,30
02PE00854,102049747,100816945,101048751,02,04,A9747,81,Z6945,04,A8751,80
02PE00855,102049748,100816945,101048751,02,04,A9748,81,Z6945,04,A8751,80
02PE00856,102049749,100047302, 96042908,02,04,A9749,04,A7302,04,A2908,30
02PE00857,102049750,100047302, 96042908,02,04,A9750,04,A7302,04,A2908,30
02PE00858,102049751, 97044142,101048655,02,04,A9751,04,A4142,04,A8655,72
02PE00859,102049752,100047199, 99046479,02,04,A9752,04,A7199,04,A6479,30
02PE00860,102049753,100047199, 99046479,02,04,A9753,04,A7199,04,A6479,30
02PE00861,102049754,100047199, 99046479,02,04,A9754,04,A7199,04,A6479,30
02PE00862,102049755,100047760,100047755,02,04,A9755,04,A7760,04,A7755,30
02PE00863,102049756,100047760,100047755,02,04,A9756,04,A7760,04,A7755,30
02PE00864,102049757,100047760,100047755,02,04,A9757,04,A7760,04,A7755,30
02PE00865,102049758,100047760, 97044917,02,04,A9758,04,A7760,04,A4917,30
02PE00866,102049759,100047760, 97044917,02,04,A9759,04,A7760,04,A4917,30
02PE00867,102049760,100047760, 97044917,02,04,A9760,04,A7760,04,A4917,30
02PE00868,102049761,100047760, 99046338,02,04,A9761,04,A7760,04,A6338,30
02PE00869,102049762,100047760, 99046338,02,04,A9762,04,A7760,04,A6338,30
02PE00870,102049763, 99046216,100048017,02,04,A9763,04,A6216,04,A8017,30
02PE00871,102049764, 99046216,100048017,02,04,A9764,04,A6216,04,A8017,30
02PE00872,102049765, 99046216,100048017,02,04,A9765,04,A6216,04,A8017,30
02PE00873,102049766, 99046934,100047812,02,04,A9766,04,A6934,04,A7812,30
02PE00874,102049767, 99046934,100047812,02,04,A9767,04,A6934,04,A7812,30
02PE00875,102049768, 99046934,100047812,02,04,A9768,04,A6934,04,A7812,30
02PE00876,102049769,100047882, 98045374,02,04,A9769,04,A7882,04,A5374,30
02PE00877,102049770,100047882, 98045374,02,04,A9770,04,A7882,04,A5374,30
02PE00878,102049771,100047882, 98045374,02,04,A9771,04,A7882,04,A5374,30
02PE00879,102049772,100047882, 98045374,02,04,A9772,04,A7882,04,A5374,30
02PE00880,102049773,100047199,100047083,02,04,A9773,04,A7199,04,A7083,30
02PE00881,102049774,100047199,100047083,02,04,A9774,04,A7199,04,A7083,30
02PE00882,102049775,100047199,100047083,02,04,A9775,04,A7199,04,A7083,30
02PE00883,102049776,100047284, 96043294,02,04,A9776,04,A7284,04,A3294,30
02PE00884,102049777,100047284, 96043294,02,04,A9777,04,A7284,04,A3294,30
02PE00885,102049778, 99046911, 97814445,02,04,A9778,04,A6911,81,Z4445,80
02PE00886,102049779, 99046911, 97814445,02,04,A9779,04,A6911,81,Z4445,80
02PE00887,102049780, 99046911, 97814445,02,04,A9780,04,A6911,81,Z4445,80
02PE00888,102049781, 99046853, 98045304,02,04,A9781,04,A6853,04,A5304,30
02PE00889,102049782, 99046853, 98045304,02,04,A9782,04,A6853,04,A5304,30
02PE00890,102049783, 99046853, 98045304,02,04,A9783,04,A6853,04,A5304,30
02PE00891,102049784, 99046529, 96042873,02,04,A9784,04,A6529,04,A2873,30
02PE00892,102049785, 99046529, 96042873,02,04,A9785,04,A6529,04,A2873,30
02PE00893,102049786, 99046529, 96042873,02,04,A9786,04,A6529,04,A2873,30
02PE00894,102049787, 99046529, 96042873,02,04,A9787,04,A6529,04,A2873,30
02PE00895,102049788, 99046998, 99090589,02,04,A9788,04,A6998,09,90589,30
02PE00896,102049789, 99046998, 99090589,02,04,A9789,04,A6998,09,90589,30
02PE00897,102049790,100047355,100047303,02,04,A9790,04,A7355,04,A7303,30
02PE00898,102049791, 99046853, 95042639,02,04,A9791,04,A6853,04,A2639,30
02PE00899,102049792, 99046853, 95042639,02,04,A9792,04,A6853,04,A2639,30
02PE00900,102049793, 99046853, 95042639,02,04,A9793,04,A6853,04,A2639,30
02PE00901,102049794, 99046911, 98008697,02,04,A9794,04,A6911,00, 8697,30
02PE00902,102049795, 99046853, 97814417,02,04,A9795,04,A6853,81,Z4417,80
02PE00903,102049796,100047133, 98045467,02,04,A9796,04,A7133,04,A5467,30
02PE00904,102049797,100047133, 98045467,02,04,A9797,04,A7133,04,A5467,30
02PE00905,102049798,100047133, 98045467,02,04,A9798,04,A7133,04,A5467,30
02PE00906,102049799,100816925,101048818,02,04,A9799,81,Z6925,04,A8818,80
02PE00907,102049800,100816945,101048819,02,04,A9800,81,Z6945,04,A8819,80
02PE00908,102049801,101048325, 98045801,02,04,A9801,04,A8325,04,A5801,30
02PE00909,102049802,101048325, 98008454,02,04,A9802,04,A8325,00, 8454,30
02PE00910,102049803,101048325, 98008454,02,04,A9803,04,A8325,00, 8454,30
02PE00911,102049804,101048325, 98008454,02,04,A9804,04,A8325,00, 8454,30
02PE00912,102049805,100816925,101048405,02,04,A9805,81,Z6925,04,A8405,80
02PE00913,102049806,100047199, 96043762,02,04,A9806,04,A7199,04,A3762,30
02PE00914,102049807,100047199, 96043762,02,04,A9807,04,A7199,04,A3762,30
02PE00915,102049808,100047199, 96043762,02,04,A9808,04,A7199,04,A3762,30
02PE00916,102049809,100047199, 96043762,02,04,A9809,04,A7199,04,A3762,30
02PE00917,102049810, 97044142,101048843,02,04,A9810,04,A4142,04,A8843,72
02PE00918,102049811, 97044142,101048225,02,04,A9811,04,A4142,04,A8225,72
02PE00919,102049812, 97044142,101048225,02,04,A9812,04,A4142,04,A8225,72
02PE00920,102049813, 99046501, 99091125,02,04,A9813,04,A6501,09,91125,30
02PE00921,102049814, 99046501, 99091125,02,04,A9814,04,A6501,09,91125,30
02PE00922,102049815, 99046501, 99091125,02,04,A9815,04,A6501,09,91125,30
02PE00923,102049816,100047786,100047856,02,04,A9816,04,A7786,04,A7856,30
02PE00924,102049817,100047786,100047856,02,04,A9817,04,A7786,04,A7856,30
02PE00925,102049818,100047355,100047114,02,04,A9818,04,A7355,04,A7114,30
02PE00926,102049819,100047882,100047354,02,04,A9819,04,A7882,04,A7354,30
02PE00927,102049820,100047882,100047354,02,04,A9820,04,A7882,04,A7354,30
02PE00928,102049821,100047882,100047354,02,04,A9821,04,A7882,04,A7354,30
02PE00929,102049822, 99046529, 97044491,02,04,A9822,04,A6529,04,A4491,30
02PE00930,102049823, 99046529, 97044491,02,04,A9823,04,A6529,04,A4491,30
02PE00931,102049824, 99046529, 97044491,02,04,A9824,04,A6529,04,A4491,30
02PE00932,102049825,100047598, 99046138,02,04,A9825,04,A7598,04,A6138,30
02PE00933,102049826,100047760, 98045935,02,04,A9826,04,A7760,04,A5935,30
02PE00934,102049827,100047760, 98045935,02,04,A9827,04,A7760,04,A5935,30
02PE00935,102049828, 99046501, 98045450,02,04,A9828,04,A6501,04,A5450,30
02PE00936,102049829, 99046501, 98045450,02,04,A9829,04,A6501,04,A5450,30
02PE00937,102049830,100047226, 95042286,02,04,A9830,04,A7226,04,A2286,30
02PE00938,102049831,100047226, 95042286,02,04,A9831,04,A7226,04,A2286,30
02PE00939,102049832, 97044203,101048718,02,04,A9832,04,A4203,04,A8718,72
02PE00940,102049833, 97044203,101048718,02,04,A9833,04,A4203,04,A8718,72
02PE00941,102049834, 99046563,101048409,02,04,A9834,04,A6563,04,A8409,30
02PE00942,102049835, 99046529,100047447,02,04,A9835,04,A6529,04,A7447,30
02PE00943,102049836, 99046529,100047447,02,04,A9836,04,A6529,04,A7447,30
02PE00944,102049837, 99046998, 99046708,02,04,A9837,04,A6998,04,A6708,30
02PE00945,102049838, 99046998, 99046708,02,04,A9838,04,A6998,04,A6708,30
02PE00946,102049839, 99046934,100047509,02,04,A9839,04,A6934,04,A7509,30
02PE00947,102049840, 99046934,100047509,02,04,A9840,04,A6934,04,A7509,30
02PE00948,102049841, 99046501, 98008516,02,04,A9841,04,A6501,00, 8516,30
02PE00949,102049842, 99046501, 98008516,02,04,A9842,04,A6501,00, 8516,30
02PE00950,102049843,100047355, 99046724,02,04,A9843,04,A7355,04,A6724,30
02PE00951,102049844,100047355, 99046724,02,04,A9844,04,A7355,04,A6724,30
02PE00952,102049845,100816945,101048283,02,04,A9845,81,Z6945,04,A8283,80
02PE00953,102049846, 99046911,100000993,02,04,A9846,04,A6911,00,00993,30
02PE00954,102049847,100047302,100047090,02,04,A9847,04,A7302,04,A7090,30
02PE00955,102049848,100047302,100047090,02,04,A9848,04,A7302,04,A7090,30
02PE00956,102049849, 99046501, 97044175,02,04,A9849,04,A6501,04,A4175,72
02PE00957,102049850, 99046501, 97044175,02,04,A9850,04,A6501,04,A4175,72
02PE00958,102049851, 99046911, 97814548,02,04,A9851,04,A6911,81,Z4548,80
