UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLPG1,CLPG2,CLPG3,YRREC
03IN00937,2000641116,K1116,64,K1116,00,2,68,1,06,06-,042964,819863,.,,,,1,.,1,,210,220,2,,,,G,26,3,3.0,,,,,0,0,0,2003
03IN00938,2000641119,K1119,64,K1119,00,2,68,1,06,02-,013100,851763,.,,JAR,,3,.,2,,193,201,12,,93,1022,G,,.,3.0,"X, BAG",,,4343,0,0,0,2003
03IN00939,2000641123,K1123,64,K1123,00,2,68,1,06,01-,009300,976963,.,,JAR,,1,.,2,,240,225,2,,,,G,53K,1,3.0,LEGGY,,,,0,0,0,2003
03IN00940,2000641126,K1126,64,K1126,00,2,68,1,06,06-,042964,779963,.,,,,1,.,2,,202,211,2,,,,G,27,3,3.0,FLTS,,,,0,0,0,2003
03IN00941,2000641137,K1137,64,K1137,00,1,CP,1,05,51,928663,868663,.,,CC,,3,.,M,,186,0,0,,93,0602,H,,.,3.0,,CLPG,,1020,1,1,2,2003
03IN00942,2000641148,K1148,64,K1148,00,2,68,1,06,05-,011664,878563,.,,,,6,.,5,,174,0,0,,01,0908,G,,.,3.0,,,,,0,0,0,2003
03IN00943,2000641150,K1150,64,K1150,00,2,68,1,06,04-,988463,028964,.,,,,6,.,2,,178,0,0,,76,0906,G,,.,3.0,"X, LUNGER",,,,0,0,0,2003
03IN00944,2000641151,K1151,64,K1151,00,2,68,1,06,03-,014300,715963,.,,JAR,,1,.,1,,206,221,3,,,,G,28,3,3.0,R.P.,,,,0,0,0,2003
03IN00945,2000641153,K1153,64,K1153,00,2,68,1,06,04-,988463,899963,.,,,,1,.,2,,175,156,2,,,,G,31,2,3.0,THIN,,,,0,0,0,2003
03IN00946,2000641154,K1154,64,K1154,00,2,68,1,06,04-,988463,899963,.,,,,1,.,1,,180,197,4,,,,G,52K,1,3.0,,,,,0,0,0,2003
03IN00947,2000641156,K1156,64,K1156,00,2,68,1,06,e10,027964,081264,.,,,,1,.,2,,205,198,2,,,,G,51K,1,3.0,,,,,0,0,0,2003
03IN00948,2000641159,K1159,64,K1159,00,2,68,1,06,03-,014300,728463,.,,JAR,,1,.,2,,192,214,2,,,,G,32,2,3.0,"BREECH,HELP",,,,0,0,0,2003
03IN00949,2000641164,K1164,64,K1164,00,2,68,1,06,05-,011664,956163,.,,,,1,.,1,,210,187,2,,,,G,51K,1,3.0,,,,,0,0,0,2003
03IN00950,2000641170,K1170,64,K1170,00,2,CP,1,05,53,876263,983463,.,,CC,,O,OVX,5,,190,0,0,X,95,1015,.,O,O,3.0,"VAG.PRO.,SEWN",,18,,1,1,2,2003
03IN00951,2000641178,K1178,64,K1178,00,1,CP,1,05,51,928663,001764,.,,CC,,P,ORE,*,,0,0,0,,93,0506,H,,.,3.0,,CLPG,,940,1,1,2,2003
03IN00952,2000641190,K1190,64,K1190,00,2,68,1,06,02-,013100,803463,.,,JAR,,1,.,1,,166,181,2,,,,G,54K,1,3.0,THIN,,,,0,0,0,2003
03IN00953,2000641191,K1191,64,K1191,00,2,68,1,06,06-,042964,756363,.,,,,1,.,2,,192,176,4,,19,1021,G,52K,1,3.0,,,,,0,0,0,2003
03IN00954,2000641195,K1195,64,K1195,00,1,68,1,06,05-,011664,721963,.,,US,,3,.,M,,259,0,0,,93,0819,G,,.,3.0,F2+,ADG,,1079,0,0,0,2003
03IN00955,2000641196,K1196,64,K1196,00,1,68,1,06,01-,009300,665863,.,,JAR,,1,01a,M,,291,0,0,,,,G,,.,3.0,"BIG, 17.3",ADG,,0,0,0,0,2003
03IN00956,2000641197,K1197,64,K1197,00,2,68,1,06,06-,042964,968363,.,,,,1,.,2,,196,176,2,,,,G,53K,1,3.0,ALOOF,,,,0,0,0,2003
03IN00957,2000641199,K1199,64,K1199,00,1,68,1,06,03-,014300,907263,.,,JAR,,3,LIB,M,,270,0,0,,93,0819,G,,.,3.0,NICE,ADG,,1068,0,0,0,2003
03IN00958,2000641202,K1202,64,K1202,00,1,CP,1,05,51,928663,932163,.,,CC,,P,LIB,M,,255,0,0,,93,0602,H,,.,3.0,,CLPG,,1027,1,1,2,2003
03IN00959,2000641206,K1206,64,K1206,00,1,68,1,06,04-,988463,778463,.,,US,,V,LIB,M,,306,0,0,,,,G,,.,3.0,"RCVR<, F2",ADG,,,0,0,0,2003
03IN00960,2000641207,K1207,64,K1207,00,1,CP,1,05,51,928663,863063,.,,CC,,P,LIB,M,,278,0,0,,93,0602,H,,.,3.0,H3,CLPG,,1053,1,1,2,2003
03IN00961,2000641217,K1217,64,K1217,00,2,68,1,06,06-,042964,011864,.,,,,1,.,2,,182,169,3,,,,G,33,2,3.0,L.EYE OK,,,,0,0,0,2003
03IN00962,2000641225,K1225,64,K1225,00,2,68,1,06,01-,009300,726363,.,,JAR,,B,.,W,,162,205,1,,93,0911,G,,.,3.0,"X, BAG, M1",,,,0,0,0,2003
03IN00963,2000641226,K1226,64,K1226,00,1,68,1,06,01-,009300,726363,.,,JAR,,P,LIB,*,,0,0,0,,93,0505,G,,.,3.0,SHORT STAPLE,LIB,,978,0,0,0,2003
03IN00964,2000641237,K1237,64,K1237,00,2,CP,1,05,53,876263,906463,.,,CN,,B,.,5,,177,195,1,,93,0911,H,,U,3.0,,U,,,4,3,7,2003
03IN00965,2000641240,K1240,64,K1240,00,2,68,1,06,06-,042964,042264,.,,,,3,.,1,,207,195,2,,93,1022,G,,.,3.0,"R.EYE,ULCER",,,4319,0,0,0,2003
03IN00966,2000641241,K1241,64,K1241,00,1,68,1,06,05-,011664,867863,.,,US,,P,LIB,*,,0,0,0,,93,0505,G,,.,3.0,BLK.BELLY,LIB,,968,0,0,0,2003
03IN00967,2000641248,K1248,64,K1248,00,2,68,1,06,02-,013100,741263,.,,JAR,,1,.,1,,210,202,5,,,,G,34,2,3.0,MEAN AS HANDY,,,,0,0,0,2003
03IN00968,2000641249,K1249,64,K1249,00,1,68,1,06,02-,013100,741263,.,,JAR,,3,03a,M,,241,0,0,,93,0602,G,,.,3.0,"X, LAME",ADG,,1038,0,0,0,2003
03IN00969,2000641260,K1260,64,K1260,00,2,68,1,06,05-,011664,696463,.,,,,1,.,2,,182,169,2,,,,G,52K,1,3.0,F3-,,,,0,0,0,2003
03IN00970,2000641265,K1265,64,K1265,00,1,68,1,06,03-,014300,017464,.,,JAR,,3,LIB,M,,287,0,0,,93,0819,G,,.,3.0,FIX tag K1265,ADG,,1063,0,0,0,2003
03IN00971,2000641267,K1267,64,K1267,00,2,68,1,06,02-,013100,029264,.,,JAR,,1,.,2,,231,196,3,,,,G,54K,1,3.0,,,,,0,0,0,2003
03IN00972,2000641288,K1288,64,K1288,00,1,CP,1,05,e11,999263,083164,.,,CC,,3,.,M,,260,0,0,,93,0602,H,,.,3.0,,CLPG,,1012,1,1,2,2003
03IN00973,2000641294,K1294,64,K1294,00,2,68,1,06,01-,009300,860163,.,,JAR,,1,.,1,,200,231,1,,,,G,35,2,3.0,LEGGY,,,,0,0,0,2003
03IN00974,2000641297,K1297,64,K1297,00,1,CP,1,05,53,876263,882263,.,,CC,,P,LIB,M,,241,0,0,,93,0602,H,,.,3.0,,CLPG,,1047,1,1,2,2003
03IN00975,2000641302,K1302,64,K1302,00,2,68,1,06,01-,009300,028764,.,,JAR,,1,.,1,,210,185,2,,,,G,53K,1,3.0,NICE,,,,0,0,0,2003
03IN00976,2000641305,K1305,64,K1305,00,2,68,1,06,04-,988463,955963,.,,,,1,.,1,,222,207,4,,,,G,52K,1,3.0,ENTR,,,,0,0,0,2003
03IN00977,2000641306,K1306,64,K1306,00,2,68,1,06,04-,988463,955963,.,,,,3,.,5,,206,0,0,,93,0602,G,,.,3.0,"X, ABORTED",,,997,0,0,0,2003
03IN00978,2000641312,K1312,64,K1312,00,2,68,1,06,e10,027964,064164,.,,,,1,.,1,,192,178,2,,,,G,51K,1,3.0,,,,,0,0,0,2003
03IN00979,2000641313,K1313,64,K1313,00,2,CP,1,05,51,928663,757963,.,,CC,,B,.,5,,154,185,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN00980,2000641316,K1316,64,K1316,00,2,CP,1,05,e11,999263,090864,.,,CC,,B,.,5,,176,189,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN00981,2000641325,K1325,64,K1325,00,2,CP,1,05,e11,999263,084464,.,,CN,,B,.,5,,177,198,1,,93,0911,H,,U,3.0,,U,,,3,3,6,2003
03IN00982,2000641327,K1327,64,K1327,00,2,CP,1,05,53,876263,960263,.,,CC,,B,.,5,,203,225,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN00983,2000641335,K1335,64,K1335,00,1,CP,1,05,52,973863,770263,.,,CN,,P,ORE,*,,0,0,0,,93,0506,H,,.,3.0,RCVR<,CLPG,,936,4,4,8,2003
03IN00984,2000641348,K1348,64,K1348,00,2,CP,1,05,52,973863,894663,.,,CC,,B,.,5,,177,187,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN00985,2000641353,K1353,64,K1353,00,1,68,1,06,02-,013100,040564,.,,JAR,,3,LIB,M,,257,0,0,,93,0819,G,,.,3.0,F2,ADG,,1092,0,0,0,2003
03IN00986,2000641354,K1354,64,K1354,00,2,68,1,06,02-,013100,040564,.,,JAR,,1,.,1,,187,182,2,,,,G,54K,1,3.0,,,,,0,0,0,2003
03IN00987,2000641355,K1355,64,K1355,00,2,68,1,06,04-,988463,767363,.,,,,1,.,2,,204,211,3,,,,G,53K,1,3.0,,,,,0,0,0,2003
03IN00988,2000641357,K1357,64,K1357,00,2,CP,1,05,52,973863,556610,.,,CC,,B,.,5,,148,170,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN00989,2000641361,K1361,64,K1361,00,2,00,1,06,03-,014300,037764,1,,JAR,0,1,BLK,1,,190,177,4,B,,,X,BLK,1,3.0,"BLACK, R.P.",Blk,,,0,0,0,2003
03IN00990,2000641362,K1362,64,K1362,00,2,CP,1,05,52,973863,908463,.,,CN,,B,.,5,,175,197,1,,93,0911,H,,U,3.0,,U,,,3,4,7,2003
03IN00991,2000641363,K1363,64,K1363,00,1,CP,1,05,52,973863,908463,.,,CC,,P,LIB,M,,253,0,0,,93,0602,H,,.,3.0,"RCVR<, H3",CLPG,,1009,1,1,2,2003
03IN00992,2000641375,K1375,64,K1375,00,2,68,1,06,01-,009300,031664,.,,JAR,,6,.,*,,0,0,0,,89,0326,G,,.,3.0,ABOMASAL TEAR,,,,0,0,0,2003
03IN00993,2000641382,K1382,64,K1382,00,2,CP,1,05,52,973863,880063,.,,CN,,B,.,5,,186,211,1,,93,0911,H,,U,3.0,,U,,,3,4,7,2003
03IN00994,2000641389,K1389,64,K1389,00,1,68,1,06,04-,988463,752963,.,,US,,P,ORE,*,,0,0,0,,93,0506,G,,.,3.0,"Q, WBC",LIB,,935,0,0,0,2003
03IN00995,2000641396,K1396,64,K1396,00,2,68,1,06,04-,988463,794563,.,,,,1,.,2,,157,137,2,,19,1019,G,54K,1,3.0,THIN,,,,0,0,0,2003
03IN00996,2000641400,K1400,64,K1400,00,1,68,1,06,04-,988463,806463,.,,US,,P,ORE,*,,0,0,0,,93,0506,G,,.,3.0,"NICE,COARSE,D",LIB,,933,0,0,0,2003
03IN00997,2000641407,K1407,64,K1407,00,2,68,1,06,03-,014300,832863,.,,JAR,,1,.,1,,188,195,6,,,,G,36,2,3.0,,,,,0,0,0,2003
03IN00998,2000641410,K1410,64,K1410,00,2,CP,1,05,51,928663,865463,.,,CN,,B,.,5,,159,179,1,,93,0911,H,,U,3.0,,U,,,3,4,7,2003
03IN00999,2000641416,K1416,64,K1416,00,2,CP,1,05,53,876263,970663,.,,CC,,B,.,5,,172,203,1,,93,0911,H,,U,3.0,"RP, ABORTED",U,,,1,1,2,2003
03IN01000,2000641439,K1439,64,K1439,00,2,68,1,06,06-,042964,038364,.,,,,1,.,1,,232,209,3,,,,G,51K,1,3.0,SUCK1SIDE,,,,0,0,0,2003
03IN01001,2000641444,K1444,64,K1444,00,2,68,1,06,02-,013100,667963,.,,JAR,,3,.,5,,173,0,0,,93,0602,G,,.,3.0,"MASTITIS,X",,,996,0,0,0,2003
03IN01002,2000641446,K1446,64,K1446,00,2,68,1,06,03-,014300,776763,.,,JAR,,1,.,1,,208,202,2,,,,G,37,2,3.0,,,,,0,0,0,2003
03IN01003,2000641447,K1447,64,K1447,00,2,68,1,06,03-,014300,776763,.,,JAR,,3,.,1,,196,203,5,,93,1015,G,,.,3.0,"X, BAD EYE",,,4308,0,0,0,2003
03IN01004,2000641450,K1450,64,K1450,00,1,68,1,06,02-,013100,713163,.,,JAR,,1,03K,M,,279,0,0,,,,G,,.,3.0,"NICE, 62 ?",ADG,,0,0,0,0,2003
03IN01005,2000641465,K1465,64,K1465,00,2,68,1,06,04-,988463,729263,.,,,,1,.,1,,200,209,2,,10,1008,G,38,2,3.0,"PLEURITIS,URI",,,,0,0,0,2003
03IN01006,2000641468,K1468,64,K1468,00,1,68,1,06,02-,013100,045864,.,,JAR,,V,DUD,M,,262,0,0,,,,G,,.,3.0,JUMPER,LIB,,,0,0,0,2003
03IN01007,2000641469,K1469,64,K1469,00,2,68,1,06,06-,042964,024964,.,,,,3,.,2,,173,176,4,,93,1022,G,,.,3.0,"MASTITIS, R.",,,4283,0,0,0,2003
03IN01008,2000641473,K1473,64,K1473,00,2,CP,1,05,51,928663,856363,.,,CC,,O,OVX,5,,197,0,0,X,,,.,O,O,3.0,"OVX, SMALL",,19,,1,1,2,2003
03IN01009,2000641495,K1495,64,K1495,00,2,CP,1,05,e11,999263,083764,.,,CC,,B,.,5,,164,189,1,,93,0911,H,,U,3.0,"BLOODY MILK,L",U,,,1,1,2,2003
03IN01010,2000641498,K1498,64,K1498,00,2,CP,1,05,53,876263,992263,.,,CC,,B,.,5,,198,224,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN01011,2000641503,K1503,64,K1503,00,2,CP,1,05,e11,999263,062564,.,,CC,,B,.,5,,183,207,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN01012,2000641508,K1508,64,K1508,00,2,CP,1,05,e11,999263,087864,.,,CC,,B,.,5,,184,215,1,,93,0911,H,,U,3.0,,U,,,1,1,2,2003
03IN01013,2000641515,K1515,64,K1515,00,2,CP,1,05,e11,999263,098364,.,,CC,,B,.,5,,169,190,1,,93,0911,H,,U,3.0,,U,,,2,1,3,2003
03IN01014,2000641516,K1516,64,K1516,00,2,68,1,06,e10,027964,071864,.,,,,3,.,H,,202,227,2,,93,1022,G,,.,3.0,"RUPTURE, X",,,4366,0,0,0,2003
03IN01015,2000641531,K1531,64,K1531,00,2,68,1,06,e10,027964,082964,.,,,,1,.,1,,203,180,2,,10,1029,G,51K,1,3.0,SUCK1SIDE,,,,0,0,0,2003
03IN01016,2001641541,K1541,64,K1541,01,2,68,1,06,01,009300,075664,.,,JAR,,1,.,1,,191,209,2,,,,G,53K,1,2.0,ENTR,Adg,,,0,0,0,2003
03IN01017,2001641544,K1544,64,K1544,01,2,68,1,06,09,086664,947963,.,,,,1,.,1,,217,200,2,,,,G,52K,1,2.0,,Adg,,,0,0,0,2003
03IN01018,2001641553,K1553,64,K1553,01,1,68,1,06,02,013100,955063,.,,JAR,,1,.,M,,278,0,0,,,,G,,.,2.0,"NICE!, B1 09",Adg,,,0,0,0,2003
03IN01019,2001641560,K1560,64,K1560,01,2,68,1,06,09,086664,027664,.,,,,1,.,2,,189,175,3,,,,G,41,2,2.0,"R.P.,FETUS?",Adg,,,0,0,0,2003
03IN01020,2001641561,K1561,64,K1561,01,2,68,1,06,05,064964,912763,.,,,,1,.,5,,177,206,2,,,,G,42,2,2.0,,Adg,,,0,0,0,2003
03IN01021,2001641563,K1563,64,K1563,01,2,68,1,06,05,064964,912763,.,,,,1,.,1,,183,177,2,,,,G,43,2,2.0,ENTR,Adg,,,0,0,0,2003
03IN01022,2001641569,K1569,64,K1569,01,2,68,1,06,02,013100,014564,.,,JAR,,1,.,1,,170,182,2,,,,G,44,2,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01023,2001641571,K1571,64,K1571,01,1,68,1,06,09,086664,078764,.,,US,,1,.,M,,274,0,0,,06,1028,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01024,2001641595,K1595,64,K1595,01,2,68,1,06,02,013100,838400,.,,JAR,,1,.,1,,169,170,2,,,,G,54K,1,2.0,,Adg,,,0,0,0,2003
03IN01025,2001641596,K1596,64,K1596,01,1,68,1,06,02,013100,838400,.,,JAR,,1,03a,M,,282,0,0,,,,G,,.,2.0,,Adg,,0,0,0,0,2003
03IN01026,2001641608,K1608,64,K1608,01,2,CP,1,05,e.5,960363,117064,.,,CC,,B,.,5,,152,178,1,,93,0911,H,,U,2.0,BRN.EARS,Clpg,,,1,2,3,2003
03IN01027,2001641626,K1626,64,K1626,01,1,CP,1,05,55,999263,903263,.,,CC,,F,.,*,,0,0,0,X,93,0113,H,,.,2.0,NICE,Clpg,,838,2,1,3,2003
03IN01028,2001641627,K1627,64,K1627,01,2,68,1,06,01,009300,851763,.,,JAR,,1,.,1,,190,209,2,,,,G,53K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01029,2001641631,K1631,64,K1631,01,3,68,1,06,08,071464,082864,.,,,,F,GRP,*,,0,0,0,C,95,0601,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01030,2001641635,K1635,64,K1635,01,2,68,1,06,06,079164,006109,.,,,,1,.,1,,168,177,2,,,,G,45,2,2.0,TALL,Adg,,,0,0,0,2003
03IN01031,2001641640,K1640,64,K1640,01,1,68,1,06,07,090564,044464,.,,US,,1,.,M,,283,0,0,,,,G,,.,2.0,"NICE,#12BV,F2",Adg,,,0,0,0,2003
03IN01032,2001641649,K1649,64,K1649,01,1,CP,1,05,54,973863,899263,.,,CC,,3,.,M,,245,0,0,,93,0602,H,,.,2.0,"NICE,B1 IN B2",Clpg,,1013,1,1,2,2003
03IN01033,2001641650,K1650,64,K1650,01,1,CP,1,05,54,973863,899263,.,,CN,,3,.,M,,220,0,0,,93,0602,H,,.,2.0,"NICE,B1 IN B2",Clpg,,1008,3,4,7,2003
03IN01034,2001641652,K1652,64,K1652,01,2,68,1,06,07,090564,781863,.,,,,1,.,1,,178,184,2,,,,G,52K,1,2.0,,Adg,,,0,0,0,2003
03IN01035,2001641654,K1654,64,K1654,01,2,68,1,06,01,009300,094664,.,,JAR,,6,.,*,,0,0,0,,04,0125,G,,.,2.0,ENTR,Adg,,,0,0,0,2003
03IN01036,2001641657,K1657,64,K1657,01,2,68,1,06,01,009300,738763,.,,JAR,,1,.,2,,166,182,2,,,,G,54K,1,2.0,,Adg,,,0,0,0,2003
03IN01037,2001641658,K1658,64,K1658,01,3,68,1,06,01,009300,738763,.,,JAR,,F,GRP,*,,0,0,0,C,95,0601,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01038,2001641659,K1659,64,K1659,01,2,68,1,06,01,009300,738763,.,,JAR,,1,.,2,,168,171,2,,,,G,46,2,2.0,,Adg,,,0,0,0,2003
03IN01039,2001641663,K1663,64,K1663,01,2,68,1,06,03,014300,778463,.,,JAR,,6,.,*,,0,0,0,,19,0324,G,,.,2.0,HAIRY,Adg,,,0,0,0,2003
03IN01040,2001641667,K1667,64,K1667,01,1,68,1,06,07,090564,952063,.,,US,,3,02a,M,,245,0,0,,93,0819,G,,.,2.0,"NICE, 44's",Adg,,1067,0,0,0,2003
03IN01041,2001641671,K1671,64,K1671,01,3,68,1,06,04,094364,767363,.,,,,F,PIN,*,,0,0,0,C,95,0601,G,,.,2.0,"H3, GOOD FCR",Adg,,,0,0,0,2003
03IN01042,2001641673,K1673,64,K1673,01,1,68,1,06,07,090564,071964,.,,US,,1,02K,M,,290,0,0,,,,G,,.,2.0,#15 BV,Adg,,0,0,0,0,2003
03IN01043,2001641674,K1674,64,K1674,01,1,CP,1,05,55,999263,063064,.,,CC,,F,.,*,,0,0,0,X,93,0113,H,,.,2.0,,Clpg,,835,2,2,4,2003
03IN01044,2001641679,K1679,64,K1679,01,2,68,1,06,02,013100,084864,.,,JAR,,1,.,1,,174,182,2,,,,G,47,2,2.0,"LT,L.",Adg,,,0,0,0,2003
03IN01045,2001641680,K1680,64,K1680,01,2,68,1,06,02,013100,084864,.,,JAR,,1,.,5,,166,175,1,,,,G,48,2,2.0,WEAK,Adg,,,0,0,0,2003
03IN01046,2001641681,K1681,64,K1681,01,3,68,1,06,08,071464,027564,.,,,,F,GRP,*,,0,0,0,C,95,0601,G,,.,2.0,EYE OK,Adg,,,0,0,0,2003
03IN01047,2001641683,K1683,64,K1683,01,1,68,1,06,08,071464,027564,.,,US,,1,.,M,,282,0,0,,,,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01048,2001641689,K1689,64,K1689,01,1,68,1,06,07,090564,098964,.,,US,,1,X,M,,280,0,0,X,93,1117,G,X,.,2.0,"X, ABS.NECK",Adg,,1127,0,0,0,2003
03IN01049,2001641691,K1691,64,K1691,01,1,CP,1,05,54,973863,072864,.,,CC,,F,.,*,,0,0,0,X,93,0113,H,,.,2.0,SLOGGY HOG 2,Clpg,,841,1,1,2,2003
03IN01050,2001641693,K1693,64,K1693,01,3,68,1,06,06,079164,095609,.,,,,F,GRP,*,,0,0,0,C,18,0311,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01051,2001641701,K1701,64,K1701,01,1,68,1,06,01,009300,024164,.,,JAR,,1,01a,M,,271,0,0,,,,G,,.,2.0,,Adg,,0,0,0,0,2003
03IN01052,2001641704,K1704,64,K1704,01,2,68,1,06,08,071464,100264,.,,,,1,.,1,,158,165,2,,,,G,51K,1,2.0,,Adg,,,0,0,0,2003
03IN01053,2001641715,K1715,64,K1715,01,2,CP,1,05,54,973863,001764,.,,CC,,B,.,5,,147,168,1,,93,0911,H,,U,2.0,,Clpg,,,1,2,3,2003
03IN01054,2001641720,K1720,64,K1720,01,2,68,1,06,07,090564,967463,.,,,,1,.,1,,209,206,2,,,,G,11,3,2.0,ASSISTED,Adg,,,0,0,0,2003
03IN01055,2001641722,K1722,64,K1722,01,2,68,1,06,05,064964,824563,.,,,,1,.,1,,174,188,2,,,,G,51K,1,2.0,,Adg,,,0,0,0,2003
03IN01056,2001641727,K1727,64,K1727,01,2,68,1,06,02,013100,741263,.,,JAR,,1,.,1,,150,159,2,,,,G,12,3,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01057,2001641738,K1738,64,K1738,01,2,68,1,06,08,071464,070664,.,,,,1,.,1,,191,177,2,,,,G,52K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01058,2001641748,K1748,64,K1748,01,1,CP,1,05,55,999263,100664,.,,CC,,F,.,*,,0,0,0,X,93,0113,H,,.,2.0,,Clpg,,839,1,1,2,2003
03IN01059,2001641750,K1750,64,K1750,01,1,CP,1,05,54,973863,028364,.,,CC,,F,.,*,,0,0,0,X,93,0113,H,,.,2.0,H3,Clpg,,837,1,1,2,2003
03IN01060,2001641751,K1751,64,K1751,01,1,68,1,06,09,086664,732063,.,,,,F,GRP,*,,0,0,0,X,93,0113,G,,.,2.0,,Adg,,836,0,0,0,2003
03IN01061,2001641753,K1753,64,K1753,01,1,68,1,06,09,086664,732063,.,,US,,3,.,M,,262,0,0,,93,0819,G,,.,2.0,"SHAGGY, 48's",Adg,,1088,0,0,0,2003
03IN01062,2001641754,K1754,64,K1754,01,3,68,1,06,08,071464,021364,.,,,,F,GRP,*,,0,0,0,C,95,0601,G,,.,2.0,"SOFT TSTS,CHK",Adg,,,0,0,0,2003
03IN01063,2001641757,K1757,64,K1757,01,1,68,1,06,07,090564,090064,.,,,,2,DUD,*,,0,0,0,X,93,0113,G,,.,2.0,#11 BV >FIRE4,Adg,,855,0,0,0,2003
03IN01064,2001641763,K1763,64,K1763,01,2,68,1,06,06,079164,018064,.,,,,1,.,2,,190,169,2,,,,G,13,3,2.0,WILD,Adg,,,0,0,0,2003
03IN01065,2001641768,K1768,64,K1768,01,2,68,1,06,09,086664,041364,.,,,,1,.,2,,208,201,2,,,,G,14,3,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01066,2001641769,K1769,64,K1769,01,2,68,1,06,04,094364,877163,.,,,,1,.,2,,212,208,3,,,,G,15,3,2.0,,Adg,,,0,0,0,2003
03IN01067,2001641772,K1772,64,K1772,01,2,68,1,06,07,090564,810763,.,,,,3,.,5,,116,0,0,,93,0602,G,,.,2.0,"THIN,RUNTY",Adg,,998,0,0,0,2003
03IN01068,2001641783,K1783,64,K1783,01,2,68,1,06,07,090564,007709,.,,,,1,.,1,,192,199,2,,,,G,53K,1,2.0,DYSTOCIA,Adg,,,0,0,0,2003
03IN01069,2001641788,K1788,64,K1788,01,2,68,1,06,05,064964,071264,.,,,,1,.,1,,200,190,2,,,,G,16,3,2.0,,Adg,,,0,0,0,2003
03IN01070,2001641797,K1797,64,K1797,01,2,68,1,06,09,086664,064364,.,,,,1,.,2,,171,169,2,,,,G,17,3,2.0,"WEAK,SCOURS",Adg,,,0,0,0,2003
03IN01071,2001641798,K1798,64,K1798,01,3,68,1,06,09,086664,064364,.,,,,F,GRP,*,,0,0,0,C,95,0601,G,,.,2.0,"WEAK,SCOURS",Adg,,,0,0,0,2003
03IN01072,2001641805,K1805,64,K1805,01,2,68,1,06,07,090564,774363,.,,,,1,.,2,,167,178,2,,,,G,51K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01073,2001641806,K1806,64,K1806,01,1,68,1,06,07,090564,774363,.,,US,,2, 83,M,,270,293,0,,92,0918,G,,.,2.0,#2 BV,Adg,,4430,0,0,0,2003
03IN01074,2001641807,K1807,64,K1807,01,2,68,1,06,07,090564,774363,.,,,,1,.,2,,190,187,2,,,,G,52K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01075,2001641810,K1810,64,K1810,01,2,68,1,06,05,064964,858000,.,,,,1,.,1,,213,214,2,,,,G,54K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01076,2001641813,K1813,64,K1813,01,2,68,1,06,07,090564,867863,.,,,,1,.,1,,198,187,2,,,,G,53K,1,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01077,2001641818,K1818,64,K1818,01,3,68,1,06,09,086664,083509,.,,,,F,PIN,*,,0,0,0,C,95,0601,G,,.,2.0,,Adg,,,0,0,0,2003
03IN01078,2001641820,K1820,64,K1820,01,1,68,1,06,07,090564,729263,.,,US,,2, 84,M,,261,299,0,,92,0918,G,,.,2.0,"NICE,#1BV,F2+",Adg,,4429,0,0,0,2003
03IN01079,2001641821,K1821,64,K1821,01,2,68,1,06,06,079164,071864,.,,,,1,.,2,,161,184,2,,,,G,18,3,2.0,"THIN,ROUGH",Adg,,,0,0,0,2003
03IN01080,2001641824,K1824,64,K1824,01,2,68,1,06,02,013100,959063,.,,JAR,,1,.,1,,181,197,2,,,,G,21,3,2.0,FIX TAG Y2003,Adg,,,0,0,0,2003
03IN01081,2001641825,K1825,64,K1825,01,2,68,1,06,02,013100,959063,.,,JAR,,1,.,2,,205,185,2,,,,G,22,3,2.0,4TEATS,Adg,,,0,0,0,2003
03IN01082,2001641826,K1826,64,K1826,01,3,68,1,06,09,086664,082964,.,,,,F,PIN,*,,0,0,0,C,95,0601,G,,.,2.0,,Adg,,,0,0,0,2003
